Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0007164	CstF50|NP_651883.1|DMEL	LOC118505822|XP_035898064.1|ASTE
OG0007165	PhKgamma|NP_511129.3|DMEL	LOC118504952|XP_035895963.1|ASTE
OG0007166	CG43163|NP_001246673.1|DMEL	LOC118504947|XP_035895939.1|ASTE
OG0007167	Pis|NP_573055.1|DMEL	LOC118505810|XP_035898045.1|ASTE
OG0007168	Cdc42|NP_523414.1|DMEL	LOC118508371|XP_035903991.1|ASTE
OG0007169	CG17776|NP_652509.1|DMEL	LOC118508374|XP_035904002.1|ASTE
OG0007170	CG9776|NP_649455.1|DMEL	LOC118505645|XP_035897616.1|ASTE
OG0007171	Agpat1|NP_572828.1|DMEL	LOC118505518|XP_035897311.1|ASTE
OG0007172	MTPAP|NP_569904.1|DMEL	LOC118502760|XP_035891232.1|ASTE
OG0007173	CG11417|NP_569906.1|DMEL	LOC118502759|XP_035891230.1|ASTE
OG0007174	CG13842|NP_651085.2|DMEL	LOC118506736|XP_035900175.1|ASTE
OG0007175	CG32112|NP_001261779.1|DMEL	LOC118506751|XP_035900226.1|ASTE
OG0007176	RIOK2|NP_651365.1|DMEL	LOC118505650|XP_035897625.1|ASTE
OG0007177	HDAC3|NP_651978.2|DMEL	LOC118517563|XP_035919698.1|ASTE
OG0007178	CG8202|NP_649826.3|DMEL	LOC118517521|XP_035919643.1|ASTE
OG0007179	CG2656|NP_649699.1|DMEL	LOC118517539|XP_035919668.1|ASTE
OG0007180	POLDIP2|NP_730934.1|DMEL	LOC118517530|XP_035919657.1|ASTE
OG0007181	wds|NP_524984.1|DMEL	LOC118505519|XP_035897312.1|ASTE
OG0007182	Naam|NP_732446.1|DMEL	LOC118506435|XP_035899448.1|ASTE
OG0007183	GluClalpha|NP_001287408.1|DMEL	LOC118506428|XP_035899422.1|ASTE
OG0007184	CG7432|NP_650825.2|DMEL	LOC118506427|XP_035899420.1|ASTE
OG0007185	ND-B8|NP_652341.1|DMEL	LOC118506754|XP_035900244.1|ASTE
OG0007186	Sulf1|NP_524987.1|DMEL	LOC118506760|XP_035900246.1|ASTE
OG0007187	Nf1|NP_733132.2|DMEL	LOC118508511|XP_035904248.1|ASTE
OG0007188	CG3744|NP_001262935.1|DMEL	LOC118508513|XP_035904254.1|ASTE
OG0007189	CG8199|NP_649905.1|DMEL	LOC118508517|XP_035904263.1|ASTE
OG0007190	Taf12|NP_524320.1|DMEL	LOC118508519|XP_035904266.1|ASTE
OG0007191	Edc3|NP_648992.1|DMEL	LOC118508522|XP_035904274.1|ASTE
OG0007192	Tango2|NP_001245654.1|DMEL	LOC118504500|XP_035894915.1|ASTE
OG0007193	CG2691|NP_572906.2|DMEL	LOC118504493|XP_035894909.1|ASTE
OG0007194	Sas10|NP_572215.1|DMEL	LOC118504497|XP_035894913.1|ASTE
OG0007195	BBS5|NP_649499.1|DMEL	LOC118505344|XP_035896896.1|ASTE
OG0007196	CG5938|NP_733210.1|DMEL	LOC118504861|XP_035895790.1|ASTE
OG0007197	Gbs-70E|NP_648708.2|DMEL	LOC118505651|XP_035897626.1|ASTE
OG0007198	ort|NP_524406.1|DMEL	LOC118506606|XP_035899866.1|ASTE
OG0007199	CG7156|NP_650697.1|DMEL	LOC118506599|XP_035899858.1|ASTE
OG0007200	prd1|NP_650115.1|DMEL	LOC118506597|XP_035899855.1|ASTE
OG0007201	Smyd4-2|NP_648574.1|DMEL	LOC118505860|XP_035898135.1|ASTE
OG0007202	CG42514|NP_730171.1|DMEL	LOC118505861|XP_035898137.1|ASTE
OG0007203	CG33158|NP_788515.1|DMEL	LOC118503578|XP_035892911.1|ASTE
OG0007204	CG8939|NP_573099.1|DMEL	LOC118503579|XP_035892912.1|ASTE
OG0007205	TyrRS|NP_648895.1|DMEL	LOC118503582|XP_035892914.1|ASTE
OG0007206	Csk|NP_731611.2|DMEL	LOC118506993|XP_035900766.1|ASTE
OG0007207	CG10425|NP_651363.1|DMEL	LOC118502724|XP_035891173.1|ASTE
OG0007208	MBD-like|NP_001262421.1|DMEL	LOC118502728|XP_035891181.1|ASTE
OG0007209	CG9393|NP_649908.1|DMEL	LOC118502721|XP_035891170.1|ASTE
OG0007210	Nup58|NP_650821.2|DMEL	LOC118511708|XP_035911022.1|ASTE
OG0007211	Elp1|NP_001262478.1|DMEL	LOC118502682|XP_035891083.1|ASTE
OG0007212	CG7943|NP_651766.1|DMEL	LOC118503570|XP_035892896.1|ASTE
OG0007213	Ufm1|NP_001097354.1|DMEL	LOC118506526|XP_035899671.1|ASTE
OG0007214	GlcAT-P|NP_648448.1|DMEL	LOC118506524|XP_035899658.1|ASTE
OG0007215	Dtd|NP_650072.2|DMEL	LOC118506512|XP_035899631.1|ASTE
OG0007216	Spn100A|NP_651818.1|DMEL	LOC118502431|XP_035890552.1|ASTE
OG0007217	eIF6|NP_659573.1|DMEL	LOC118506510|XP_035899627.1|ASTE
OG0007218	CG2126|NP_001263153.1|DMEL	LOC118505237|XP_035896669.1|ASTE
OG0007219	CG6966|NP_001097796.1|DMEL	LOC118504643|XP_035895287.1|ASTE
OG0007220	Sgsh|NP_650760.1|DMEL	LOC118505319|XP_035896857.1|ASTE
OG0007221	Exo84|NP_996299.1|DMEL	LOC118505318|XP_035896855.1|ASTE
OG0007222	AdamTS-A|NP_996218.1|DMEL	LOC118504785|XP_035895629.1|ASTE
OG0007223	nero|NP_651887.1|DMEL	LOC118503657|XP_035893073.1|ASTE
OG0007224	CG5555|NP_001262724.1|DMEL	LOC118503651|XP_035893065.1|ASTE
OG0007225	l_3_neo43|NP_650443.3|DMEL	LOC118503660|XP_035893078.1|ASTE
OG0007226	p|NP_649810.1|DMEL	LOC118503649|XP_035893061.1|ASTE
OG0007227	Myt1|NP_647987.2|DMEL	LOC118506562|XP_035899777.1|ASTE
OG0007228	dyl|NP_647890.2|DMEL	LOC118504311|XP_035894506.1|ASTE
OG0007229	Idi|NP_650962.1|DMEL	LOC118505125|XP_035896334.1|ASTE
OG0007230	Prx5|NP_001027191.1|DMEL	LOC118505251|XP_035896697.1|ASTE
OG0007231	Cog1|NP_650162.1|DMEL	LOC118507615|XP_035902220.1|ASTE
OG0007232	Dhc64C|NP_001261432.1|DMEL	LOC118505502|XP_035897256.1|ASTE
OG0007233	CG13708|NP_647933.1|DMEL	LOC118505504|XP_035897265.1|ASTE
OG0007234	CG13704|NP_647939.1|DMEL	LOC118505525|XP_035897330.1|ASTE
OG0007235	Dnah3|NP_647937.2|DMEL	LOC118505526|XP_035897331.1|ASTE
OG0007236	Archease|NP_650975.1|DMEL	LOC118505473|XP_035897179.1|ASTE
OG0007237	CG11753|NP_649809.1|DMEL	LOC118505472|XP_035897178.1|ASTE
OG0007238	apolpp|NP_524634.2|DMEL	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	spartin|NP_649485.1|DMEL	LOC118506575|XP_035899811.1|ASTE
OG0007241	CG6769|NP_573252.1|DMEL	LOC118504278|XP_035894445.1|ASTE
OG0007242	mnb|NP_728107.2|DMEL	LOC118504276|XP_035894435.1|ASTE
OG0007243	Lgr4|NP_001285192.1|DMEL	LOC118507727|XP_035902574.1|ASTE
OG0007244	Ttc26|NP_650486.1|DMEL	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	CG31019|NP_733391.1|DMEL	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	trus|NP_650205.1|DMEL	LOC118505461|XP_035897156.1|ASTE
OG0007247	CG8485|NP_610942.2|DMEL	LOC118507637|XP_035902289.1|ASTE
OG0007248	CG42376|NP_001138136.1|DMEL	LOC118506340|XP_035899216.1|ASTE
OG0007249	Hers|NP_608360.2|DMEL	LOC118506330|XP_035899193.1|ASTE
OG0007250	CG32687|NP_727428.1|DMEL	LOC118508545|XP_035904321.1|ASTE
OG0007251	CG11760|NP_649819.1|DMEL	LOC118502617|XP_035890883.1|ASTE
OG0007252	Teh1|NP_001262442.1|DMEL	LOC118502612|XP_035890872.1|ASTE
OG0007253	CG13074|NP_648835.1|DMEL	LOC118502594|XP_035890842.1|ASTE
OG0007254	CG7985|NP_650689.1|DMEL	LOC118508354|XP_035903948.1|ASTE
OG0007255	CG14194|NP_573360.1|DMEL	LOC118517566|XP_035919703.1|ASTE
OG0007256	Snr1|NP_730935.1|DMEL	LOC118517537|XP_035919665.1|ASTE
OG0007257	Mat89Ba|NP_650530.2|DMEL	LOC118507000|XP_035900786.1|ASTE
OG0007258	gish|NP_001262624.1|DMEL	LOC118507005|XP_035900792.1|ASTE
OG0007259	su_w[a]_|NP_476756.2|DMEL	LOC118507041|XP_035900889.1|ASTE
OG0007260	CG6910|NP_648556.3|DMEL	LOC118507040|XP_035900888.1|ASTE
OG0007261	insb|NP_611216.1|DMEL	LOC118507049|XP_035900902.1|ASTE
OG0007262	usp|NP_476781.1|DMEL	LOC118504336|XP_035894586.1|ASTE
OG0007263	CG5262|NP_649223.1|DMEL	LOC118504339|XP_035894593.1|ASTE
OG0007264	IleRS|NP_730716.1|DMEL	LOC118504342|XP_035894596.1|ASTE
OG0007265	CG3226|NP_572332.1|DMEL	LOC118504354|XP_035894632.1|ASTE
OG0007266	bon|NP_001262765.1|DMEL	LOC118505152|XP_035896425.1|ASTE
OG0007267	CG12321|NP_650685.1|DMEL	LOC118504632|XP_035895242.1|ASTE
OG0007268	adp|NP_611296.2|DMEL	LOC118504628|XP_035895234.1|ASTE
OG0007269	CG11380|NP_569891.1|DMEL	LOC118505052|XP_035896218.1|ASTE
OG0007270	trx|NP_476769.1|DMEL	LOC118505029|XP_035896137.1|ASTE
OG0007271	CG9590|NP_650488.1|DMEL	LOC118508539|XP_035904312.1|ASTE
OG0007272	vito|NP_729096.1|DMEL	LOC118508553|XP_035904338.1|ASTE
OG0007273	ZnT86D|NP_650049.1|DMEL	LOC118508543|XP_035904318.1|ASTE
OG0007274	CG5359|NP_649966.1|DMEL	LOC118502367|XP_035890479.1|ASTE
OG0007275	PIG-B|NP_647832.1|DMEL	LOC118502615|XP_035890882.1|ASTE
OG0007276	IntS10|NP_647830.1|DMEL	LOC118506980|XP_035900734.1|ASTE
OG0007277	CapaR|NP_996140.1|DMEL	LOC118506972|XP_035900711.1|ASTE
OG0007278	CG5026|NP_001163392.1|DMEL	LOC118506982|XP_035900743.1|ASTE
OG0007279	RasGAP1|NP_001261664.1|DMEL	LOC118506687|XP_035900050.1|ASTE
OG0007280	Ac78C|NP_001262138.1|DMEL	LOC118506685|XP_035900044.1|ASTE
OG0007281	CG42488|NP_001163729.1|DMEL	LOC118502749|XP_035891208.1|ASTE
OG0007282	CG5116|NP_651399.2|DMEL	LOC118502708|XP_035891145.1|ASTE
OG0007283	CG14544|NP_651461.1|DMEL	LOC118502726|XP_035891179.1|ASTE
OG0007284	CG31229|NP_732364.1|DMEL	LOC118505734|XP_035897815.1|ASTE
OG0007285	car|NP_001259707.1|DMEL	LOC118505729|XP_035897809.1|ASTE
OG0007286	Tao|NP_728267.1|DMEL	LOC118505727|XP_035897803.1|ASTE
OG0007287	Dbp21E2|NP_608544.1|DMEL	LOC118505730|XP_035897811.1|ASTE
OG0007288	Marf|NP_572320.2|DMEL	LOC118507720|XP_035902562.1|ASTE
OG0007289	CG3566|NP_572304.5|DMEL	LOC118504362|XP_035894648.1|ASTE
OG0007290	Non3|NP_650694.2|DMEL	LOC118506835|XP_035900440.1|ASTE
OG0007291	Mcm3|NP_511048.2|DMEL	LOC118517559|XP_035919694.1|ASTE
OG0007292	mRpS30|NP_511167.1|DMEL	LOC118517562|XP_035919697.1|ASTE
OG0007293	CG12290|NP_651470.1|DMEL	LOC118508268|XP_035903798.1|ASTE
OG0007294	GlyS|NP_731967.2|DMEL	LOC118503215|XP_035892097.1|ASTE
OG0007295	CG4520|NP_650483.1|DMEL	LOC118503522|XP_035892774.1|ASTE
OG0007296	Pkc98E|NP_524545.2|DMEL	LOC118505046|XP_035896193.1|ASTE
OG0007297	CG14325|NP_650641.2|DMEL	LOC118505073|XP_035896251.1|ASTE
OG0007298	RpL35A|NP_649539.1|DMEL	LOC118505100|XP_035896296.1|ASTE
OG0007299	ich|NP_649848.2|DMEL	LOC118508410|XP_035904066.1|ASTE
OG0007300	bor|NP_524996.1|DMEL	LOC118507707|XP_035902495.1|ASTE
OG0007301	Xe7|NP_730984.1|DMEL	LOC118502773|XP_035891258.1|ASTE
OG0007302	kkv|NP_730928.2|DMEL	LOC118505388|XP_035896988.1|ASTE
OG0007303	CG11752|NP_572710.1|DMEL	LOC118504774|XP_035895596.1|ASTE
OG0007304	Pgant35A|NP_652069.2|DMEL	LOC118503186|XP_035892060.1|ASTE
OG0007305	mRpS26|NP_524134.1|DMEL	LOC118503267|XP_035892220.1|ASTE
OG0007306	RpIIIC53|NP_649028.3|DMEL	LOC118503266|XP_035892219.1|ASTE
OG0007307	Akt1|NP_732113.3|DMEL	LOC118504543|XP_035895034.1|ASTE
OG0007308	CG13972|NP_651566.1|DMEL	LOC118504528|XP_035894963.1|ASTE
OG0007309	tx|NP_524516.2|DMEL	LOC118502533|XP_035890697.1|ASTE
OG0007310	Uck|NP_001138105.1|DMEL	LOC118502531|XP_035890691.1|ASTE
OG0007311	crb|NP_001247284.1|DMEL	LOC118502530|XP_035890688.1|ASTE
OG0007312	Atg9|NP_001261023.1|DMEL	LOC118504465|XP_035894863.1|ASTE
OG0007313	CG2260|NP_572441.1|DMEL	LOC118503016|XP_035891733.1|ASTE
OG0007314	D2hgdh|NP_569982.1|DMEL	LOC118503011|XP_035891720.1|ASTE
OG0007315	CG43901|NP_001096948.2|DMEL	LOC118502978|XP_035891642.1|ASTE
OG0007316	CG11447|NP_650835.1|DMEL	LOC118502997|XP_035891698.1|ASTE
OG0007317	Hat1|NP_649587.1|DMEL	LOC118506983|XP_035900744.1|ASTE
OG0007318	kat-60L1|NP_001163523.1|DMEL	LOC118506968|XP_035900696.1|ASTE
OG0007319	CG32104|NP_648573.2|DMEL	LOC118505692|XP_035897724.1|ASTE
OG0007320	Sirt6|NP_649990.2|DMEL	LOC118506551|XP_035899748.1|ASTE
OG0007321	CG3078|NP_001356930.1|DMEL	LOC118506545|XP_035899729.1|ASTE
OG0007322	CG11638|NP_569879.1|DMEL	LOC118507591|XP_035902148.1|ASTE
OG0007323	Vsp37A|NP_525034.2|DMEL	LOC118507588|XP_035902144.1|ASTE
OG0007324	Vha26|NP_524237.1|DMEL	LOC118506946|XP_035900657.1|ASTE
OG0007325	mRpL45|NP_651072.1|DMEL	LOC118506934|XP_035900643.1|ASTE
OG0007326	kra|NP_524238.1|DMEL	LOC118506928|XP_035900620.1|ASTE
OG0007327	Alg2|NP_647772.1|DMEL	LOC118508435|XP_035904107.1|ASTE
OG0007328	CG6136|NP_650460.1|DMEL	LOC118506941|XP_035900652.1|ASTE
OG0007329	CG31098|NP_733091.1|DMEL	LOC118502658|XP_035891002.1|ASTE
OG0007331	svr|NP_996319.1|DMEL	LOC118506890|XP_035900558.1|ASTE
OG0007332	slgA|NP_523433.2|DMEL	LOC118502517|XP_035890662.1|ASTE
OG0007333	CG14894|NP_650543.1|DMEL	LOC118502581|XP_035890816.1|ASTE
OG0007334	Rad1|NP_477440.1|DMEL	LOC118506691|XP_035900056.1|ASTE
OG0007335	UGP|NP_648300.3|DMEL	LOC118504743|XP_035895524.1|ASTE
OG0007336	CG2540|NP_572818.1|DMEL	LOC118506733|XP_035900165.1|ASTE
OG0007337	CG32176|NP_730271.1|DMEL	LOC118506739|XP_035900190.1|ASTE
OG0007338	CG14961|NP_647808.1|DMEL	LOC118506398|XP_035899342.1|ASTE
OG0007339	CG11964|NP_649847.1|DMEL	LOC118506531|XP_035899692.1|ASTE
OG0007340	cpo|NP_001014632.3|DMEL	LOC118505135|XP_035896369.1|ASTE
OG0007341	CG31550|NP_001262285.1|DMEL	LOC118505791|XP_035898017.1|ASTE
OG0007342	DIP-gamma|NP_651649.1|DMEL	LOC118506961|XP_035900675.1|ASTE
OG0007343	nAChRalpha2|NP_524482.1|DMEL	LOC118504507|XP_035894930.1|ASTE
OG0007344	CG5397|NP_608591.1|DMEL	LOC118504506|XP_035894929.1|ASTE
OG0007345	nAChRbeta2|NP_524483.1|DMEL	LOC118504504|XP_035894924.1|ASTE
OG0007346	mRpS6|NP_523925.1|DMEL	LOC118504817|XP_035895714.1|ASTE
OG0007347	Flo2|NP_001259553.1|DMEL	LOC118502631|XP_035890909.1|ASTE
OG0007348	CG9512|NP_572982.1|DMEL	LOC118502622|XP_035890889.1|ASTE
OG0007349	CG9514|NP_572981.1|DMEL	LOC118502620|XP_035890887.1|ASTE
OG0007350	Sirt4|NP_572241.2|DMEL	LOC118502639|XP_035890978.1|ASTE
OG0007351	CG9628|NP_729982.1|DMEL	LOC118508368|XP_035903983.1|ASTE
OG0007352	CG30053|NP_725221.1|DMEL	LOC118502806|XP_035891337.1|ASTE
OG0007353	Vps37B|NP_649518.1|DMEL	LOC118502811|XP_035891344.1|ASTE
OG0007354	CG8142|NP_573245.1|DMEL	LOC118505412|XP_035897054.1|ASTE
OG0007355	plx|NP_001163511.1|DMEL	LOC118502676|XP_035891058.1|ASTE
OG0007356	CG8777|NP_610452.2|DMEL	LOC118502772|XP_035891257.1|ASTE
OG0007357	gpp|NP_731085.2|DMEL	LOC118502766|XP_035891245.1|ASTE
OG0007358	CG31183|NP_650505.2|DMEL	LOC118502767|XP_035891249.1|ASTE
OG0007359	TfIIA-L|NP_476995.1|DMEL	LOC118504496|XP_035894912.1|ASTE
OG0007360	CG33331|NP_996213.1|DMEL	LOC118506388|XP_035899321.1|ASTE
OG0007361	Appl|NP_001245448.1|DMEL	LOC118504304|XP_035894493.1|ASTE
OG0007362	CG10495|NP_609939.1|DMEL	LOC118504306|XP_035894500.1|ASTE
OG0007363	GlcAT-I|NP_726910.1|DMEL	LOC118506269|XP_035899064.1|ASTE
OG0007364	Fas2|NP_001284854.1|DMEL	LOC118505770|XP_035897906.1|ASTE
OG0007365	mei-9|NP_525068.1|DMEL	LOC118503249|XP_035892179.1|ASTE
OG0007366	CG31475|NP_732406.1|DMEL	LOC118503251|XP_035892182.1|ASTE
OG0007367	CG32260|NP_728942.1|DMEL	LOC118503256|XP_035892189.1|ASTE
OG0007368	Rlip|NP_650933.2|DMEL	LOC118508501|XP_035904230.1|ASTE
OG0007369	CG43102|NP_001247156.1|DMEL	LOC118504868|XP_035895805.1|ASTE
OG0007370	Pbp49|NP_610357.1|DMEL	LOC118504865|XP_035895800.1|ASTE
OG0007371	CG14507|NP_001097964.1|DMEL	LOC118508382|XP_035904012.1|ASTE
OG0007372	CG11983|NP_649860.1|DMEL	LOC118504245|XP_035894361.1|ASTE
OG0007373	CG15027|NP_572999.1|DMEL	LOC118504250|XP_035894370.1|ASTE
OG0007374	CG9034|NP_652538.1|DMEL	LOC118502522|XP_035890676.1|ASTE
OG0007375	CG12075|NP_001245582.1|DMEL	LOC118505044|XP_035896188.1|ASTE
OG0007376	pdgy|NP_572988.1|DMEL	LOC118505054|XP_035896221.1|ASTE
OG0007377	SNRPG|NP_573139.1|DMEL	LOC118505017|XP_035896099.1|ASTE
OG0007378	zld|NP_608356.1|DMEL	LOC118504982|XP_035896028.1|ASTE
OG0007379	CG9281|NP_573057.1|DMEL	LOC118504997|XP_035896067.1|ASTE
OG0007380	AMPKalpha|NP_477313.1|DMEL	LOC118505002|XP_035896080.1|ASTE
OG0007381	CG8128|NP_573053.2|DMEL	LOC118507564|XP_035902079.1|ASTE
OG0007382	pn|NP_476684.1|DMEL	LOC118502873|XP_035891474.1|ASTE
OG0007383	trol|NP_001027038.3|DMEL	LOC118507561|XP_035902056.1|ASTE
OG0007384	ND-B14.5A|NP_569984.2|DMEL	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	IntS2|NP_573232.1|DMEL	LOC118506823|XP_035900406.1|ASTE
OG0007386	RhoGAP5A|NP_727007.1|DMEL	LOC118506848|XP_035900471.1|ASTE
OG0007387	CG15916|NP_573088.1|DMEL	LOC118506856|XP_035900479.1|ASTE
OG0007388	Chc|NP_001096993.1|DMEL	LOC118506842|XP_035900449.1|ASTE
OG0007389	Cul2|NP_610117.1|DMEL	LOC118507081|XP_035900957.1|ASTE
OG0007390	Unc-76|NP_569981.1|DMEL	LOC118506850|XP_035900473.1|ASTE
OG0007391	Alg9|NP_651353.1|DMEL	LOC118507438|XP_035901809.1|ASTE
OG0007392	G9a|NP_001259088.1|DMEL	LOC118506861|XP_035900485.1|ASTE
OG0007393	CG6454|NP_651249.2|DMEL	LOC118505263|XP_035896718.1|ASTE
OG0007394	Actn|NP_477485.1|DMEL	LOC118505173|XP_035896507.1|ASTE
OG0007395	shakB|NP_608410.2|DMEL	LOC118505207|XP_035896584.1|ASTE
OG0007396	ksr|NP_524236.2|DMEL	LOC118505155|XP_035896441.1|ASTE
OG0007397	ova|NP_609360.2|DMEL	LOC118504536|XP_035894992.1|ASTE
OG0007398	Tes|NP_611215.1|DMEL	LOC118505854|XP_035898127.1|ASTE
OG0007399	Lim1|NP_572505.1|DMEL	LOC118505855|XP_035898129.1|ASTE
OG0007400	CG3587|NP_569965.1|DMEL	LOC118509347|XP_035905758.1|ASTE
OG0007401	Hk|NP_001259401.1|DMEL	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	CG31221|NP_001262729.1|DMEL	LOC118510985|XP_035909388.1|ASTE
OG0007404	unc79|NP_650795.2|DMEL	LOC118510978|XP_035909372.1|ASTE
OG0007405	GlnRS|NP_524841.1|DMEL	LOC118510979|XP_035909373.1|ASTE
OG0007406	ArgRS-m|NP_649745.3|DMEL	LOC118511183|XP_035909832.1|ASTE
OG0007407	bchs|NP_608968.2|DMEL	LOC118510927|XP_035909231.1|ASTE
OG0007408	Sfxn2|NP_649086.2|DMEL	LOC118511398|XP_035910325.1|ASTE
OG0007409	CG15628|NP_001260047.1|DMEL	LOC118510953|XP_035909291.1|ASTE
OG0007410	sl|NP_476726.2|DMEL	LOC118504266|XP_035894388.1|ASTE
OG0007411	mRpL14|NP_525048.1|DMEL	LOC118504273|XP_035894400.1|ASTE
OG0007412	Hlc|NP_523434.2|DMEL	LOC118504271|XP_035894398.1|ASTE
OG0007413	mlt|NP_610562.1|DMEL	LOC118503642|XP_035893036.1|ASTE
OG0007414	CG3704|NP_569872.1|DMEL	LOC118517702|XP_035920026.1|ASTE
OG0007415	Mks1|NP_572804.1|DMEL	LOC118512406|XP_035912690.1|ASTE
OG0007416	Smr|NP_001259491.1|DMEL	LOC118512398|XP_035912673.1|ASTE
OG0007417	CG3009|NP_572180.1|DMEL	LOC118512409|XP_035912697.1|ASTE
OG0007418	eIF3c|NP_611242.1|DMEL	LOC118512412|XP_035912702.1|ASTE
OG0007419	PR-Set7|NP_650354.1|DMEL	LOC118517717|XP_035920055.1|ASTE
OG0007420	mRpL18|NP_610818.1|DMEL	LOC118512425|XP_035912722.1|ASTE
OG0007421	Pi4KIIIalpha|NP_001259191.1|DMEL	LOC118505383|XP_035896978.1|ASTE
OG0007422	CG13760|NP_570010.3|DMEL	LOC118508218|XP_035903697.1|ASTE
OG0007423	CG17841|NP_001356938.1|DMEL	LOC118508216|XP_035903690.1|ASTE
OG0007424	mRpL2|NP_524022.1|DMEL	LOC118504881|XP_035895830.1|ASTE
OG0007425	CG9368|NP_730432.1|DMEL	LOC118506009|XP_035898486.1|ASTE
OG0007426	l_1_G0020|NP_572503.1|DMEL	LOC118506004|XP_035898482.1|ASTE
OG0007427	par-6|NP_573238.1|DMEL	LOC118506016|XP_035898495.1|ASTE
OG0007428	raskol|NP_001285388.1|DMEL	LOC118511568|XP_035910701.1|ASTE
OG0007429	ppk6|NP_611461.3|DMEL	LOC118504230|XP_035894340.1|ASTE
OG0007430	CG9205|NP_612075.1|DMEL	LOC118506160|XP_035898824.1|ASTE
OG0007431	mRpS2|NP_523473.2|DMEL	LOC118506159|XP_035898823.1|ASTE
OG0007432	CG14450|NP_649411.1|DMEL	LOC118508402|XP_035904056.1|ASTE
OG0007433	hdm|NP_572422.1|DMEL	LOC118503486|XP_035892681.1|ASTE
OG0007434	CG32091|NP_729728.1|DMEL	LOC118504010|XP_035893859.1|ASTE
OG0007435	CG11658|NP_648498.1|DMEL	LOC118504012|XP_035893867.1|ASTE
OG0007436	mTerf3|NP_649240.1|DMEL	LOC118504028|XP_035893901.1|ASTE
OG0007437	Tdrd3|NP_648724.1|DMEL	LOC118504042|XP_035893933.1|ASTE
OG0007438	kug|NP_001027138.2|DMEL	LOC118504283|XP_035894451.1|ASTE
OG0007439	CG14286|NP_650772.1|DMEL	LOC118507604|XP_035902170.1|ASTE
OG0007440	fog|NP_523438.1|DMEL	LOC118505787|XP_035897989.1|ASTE
OG0007441	Cep89|NP_611053.1|DMEL	LOC118507264|XP_035901447.1|ASTE
OG0007442	Arp5|NP_650684.1|DMEL	LOC118503273|XP_035892239.1|ASTE
OG0007443	angel|NP_477204.1|DMEL	LOC118507273|XP_035901470.1|ASTE
OG0007444	ND-B15|NP_610985.1|DMEL	LOC118507411|XP_035901765.1|ASTE
OG0007445	Trs31|NP_610986.1|DMEL	LOC118503990|XP_035893832.1|ASTE
OG0007446	CG10341|NP_609898.1|DMEL	LOC118507406|XP_035901757.1|ASTE
OG0007447	RpS26|NP_523595.1|DMEL	LOC118503991|XP_035893833.1|ASTE
OG0007448	dgo|NP_610614.1|DMEL	LOC118503917|XP_035893611.1|ASTE
OG0007449	CG5964|NP_648507.1|DMEL	LOC118503714|XP_035893170.1|ASTE
OG0007450	CG31648|NP_723086.1|DMEL	LOC118503720|XP_035893215.1|ASTE
OG0007451	Hip14|NP_001261910.1|DMEL	LOC118505962|XP_035898390.1|ASTE
OG0007452	DNApol-delta|NP_524099.2|DMEL	LOC118505959|XP_035898386.1|ASTE
OG0007453	Ube3a|NP_648452.1|DMEL	LOC118507158|XP_035901101.1|ASTE
OG0007454	DCP2|NP_001246776.1|DMEL	LOC118506215|XP_035898929.1|ASTE
OG0007455	EloC|NP_523794.1|DMEL	LOC118503480|XP_035892673.1|ASTE
OG0007456	Ada3|NP_001259667.1|DMEL	LOC118508084|XP_035903452.1|ASTE
OG0007457	scf|NP_477392.1|DMEL	LOC118503318|XP_035892350.1|ASTE
OG0007458	RpL21|NP_610144.1|DMEL	LOC118504032|XP_035893909.1|ASTE
OG0007459	Usp12-46|NP_651099.1|DMEL	LOC118504026|XP_035893899.1|ASTE
OG0007460	eIF3b|NP_611228.1|DMEL	LOC118504024|XP_035893896.1|ASTE
OG0007461	gig|NP_524177.1|DMEL	LOC118507977|XP_035903217.1|ASTE
OG0007462	CG6931|NP_648536.1|DMEL	LOC118502350|XP_035890425.1|ASTE
OG0007463	CG6938|NP_001261733.1|DMEL	LOC118517741|XP_035920079.1|ASTE
OG0007464	CG42674|NP_649182.4|DMEL	LOC118505315|XP_035896846.1|ASTE
OG0007465	CG10713|NP_648645.1|DMEL	LOC118508068|XP_035903418.1|ASTE
OG0007466	Buffy|NP_523702.1|DMEL	LOC118503503|XP_035892732.1|ASTE
OG0007468	NiPp1|NP_611177.1|DMEL	LOC118503976|XP_035893804.1|ASTE
OG0007469	not|NP_524140.2|DMEL	LOC118503997|XP_035893841.1|ASTE
OG0007470	CG3430|NP_542438.1|DMEL	LOC118503478|XP_035892670.1|ASTE
OG0007471	CG6472|NP_611166.2|DMEL	LOC118507983|XP_035903240.1|ASTE
OG0007472	CG14414|NP_001285240.1|DMEL	LOC118504030|XP_035893903.1|ASTE
OG0007473	kin17|NP_649212.2|DMEL	LOC118517644|XP_035919858.1|ASTE
