Orthogroup	DMEL.longest_only	SLEB.longest_only
OG0010363	CG15370|NP_572544.1|DMEL	LOC115633406|XP_030386709.1|SLEB
OG0010364	CG9981|NP_573124.1|DMEL	LOC115627993|XP_030379749.1|SLEB
OG0010365	CG1494|NP_608444.2|DMEL	LOC115627946|XP_030379699.1|SLEB
OG0010367	CG12480|NP_572937.1|DMEL	LOC115627372|XP_030378884.1|SLEB
OG0010368	CG12481|NP_001033843.1|DMEL	LOC115627368|XP_030378880.1|SLEB
OG0010369	CG12498|NP_570030.1|DMEL	LOC115633219|XP_030386468.1|SLEB
OG0010370	CG1468|NP_572585.3|DMEL	LOC115627882|XP_030379628.1|SLEB
OG0010371	Yp2|NP_511102.3|DMEL	LOC115629648|XP_030382019.1|SLEB
OG0010372	CG32631|NP_727714.1|DMEL	LOC115627398|XP_030378913.1|SLEB
OG0010373	CG15754|NP_572894.1|DMEL	LOC115627403|XP_030378917.1|SLEB
OG0010374	CG4653|NP_573150.2|DMEL	LOC115629204|XP_030381463.1|SLEB
OG0010375	CG9672|NP_573151.1|DMEL	LOC115629160|XP_030381393.1|SLEB
OG0010376	Alp11|NP_573047.1|DMEL	LOC115626777|XP_030378103.1|SLEB
OG0010377	CG12446|NP_608475.1|DMEL	LOC115628943|XP_030381076.1|SLEB
OG0010378	CG16756|NP_572222.2|DMEL	LOC115629814|XP_030382242.1|SLEB
OG0010379	CG34330|NP_001097029.1|DMEL	LOC115633242|XP_030386497.1|SLEB
OG0010380	CG11369|NP_572398.1|DMEL	LOC115629359|XP_030381671.1|SLEB
OG0010381	CG42781|NP_001188555.1|DMEL	LOC115632808|XP_030385920.1|SLEB
OG0010382	CG42246|NP_001138173.1|DMEL	LOC115629381|XP_030381695.1|SLEB
OG0010383	CG1999|NP_572394.2|DMEL	LOC115629370|XP_030381688.1|SLEB
OG0010384	CG12219|NP_572312.1|DMEL	LOC115626792|XP_030378117.1|SLEB
OG0010385	CSN1a|NP_609720.1|DMEL	LOC115626488|XP_030377733.1|SLEB
OG0010386	twe|NP_476633.1|DMEL	LOC115626380|XP_030377597.1|SLEB
OG0010387	CG4218|NP_609714.1|DMEL	LOC115626414|XP_030377641.1|SLEB
OG0010388	SoYb|NP_609335.3|DMEL	LOC115626064|XP_030377177.1|SLEB
OG0010389	RpS28-like|NP_001097132.1|DMEL	LOC115621864|XP_030371545.1|SLEB
OG0010390	CG31697|NP_724209.1|DMEL	LOC115625736|XP_030376749.1|SLEB
OG0010391	CG10337|NP_609986.1|DMEL	LOC115625794|XP_030376830.1|SLEB
OG0010393	Cpr23B|NP_608718.1|DMEL	LOC115626594|XP_030377837.1|SLEB
OG0010394	CG9550|NP_609042.1|DMEL	LOC115625979|XP_030377085.1|SLEB
OG0010395	CG13970|NP_610027.1|DMEL	LOC115625398|XP_030376297.1|SLEB
OG0010396	CG9483|NP_609255.1|DMEL	LOC115626552|XP_030377790.1|SLEB
OG0010397	nur|NP_723832.1|DMEL	LOC115626548|XP_030377785.1|SLEB
OG0010399	Tehao|NP_477438.1|DMEL	LOC115626609|XP_030377862.1|SLEB
OG0010400	CG33640|NP_001027255.2|DMEL	LOC115626538|XP_030377778.1|SLEB
OG0010401	CG9263|NP_609662.1|DMEL	LOC115626421|XP_030377650.1|SLEB
OG0010402	CG31710|NP_001260294.1|DMEL	LOC115625825|XP_030376875.1|SLEB
OG0010403	CG13117|NP_609307.1|DMEL	LOC115625649|XP_030376637.1|SLEB
OG0010404	CG16772|NP_610015.2|DMEL	LOC115629089|XP_030381262.1|SLEB, LOC115629027|XP_030381185.1|SLEB
OG0010405	CG10680|NP_610016.1|DMEL	LOC115629086|XP_030381260.1|SLEB, LOC115629001|XP_030381147.1|SLEB
OG0010406	Hf|NP_788078.1|DMEL	LOC115629005|XP_030381153.1|SLEB
OG0010407	ppk14|NP_609017.2|DMEL	LOC115626093|XP_030377205.1|SLEB
OG0010409	CG45084|NP_001285973.1|DMEL	LOC115629993|XP_030382479.1|SLEB
OG0010411	CG11815|NP_647685.1|DMEL	LOC115631724|XP_030384419.1|SLEB
OG0010412	CG34007|NP_001286104.1|DMEL	LOC115630794|XP_030383312.1|SLEB
OG0010413	CG17237|NP_608666.1|DMEL	LOC115631839|XP_030384541.1|SLEB
OG0010414	robl22E|NP_608667.1|DMEL	LOC115631847|XP_030384551.1|SLEB
OG0010415	Ugt307A1|NP_609097.2|DMEL	LOC115631275|XP_030383846.1|SLEB
OG0010416	CG14070|NP_609467.1|DMEL	LOC115631824|XP_030384524.1|SLEB
OG0010417	CG12517|NP_609465.1|DMEL	LOC115631322|XP_030383901.1|SLEB
OG0010418	Porin2|NP_609462.1|DMEL	LOC115631639|XP_030384307.1|SLEB
OG0010419	dbf|NP_609430.1|DMEL	LOC115630533|XP_030382997.1|SLEB
OG0010421	halo|NP_001137765.1|DMEL	LOC115631269|XP_030383841.1|SLEB
OG0010422	CG16800|NP_609594.2|DMEL	LOC115631189|XP_030383740.1|SLEB
OG0010423	CG42688|NP_001188843.1|DMEL	LOC115621593|XP_030371144.1|SLEB
OG0010424	CG43050|NP_001246017.1|DMEL	LOC115628603|XP_030380647.1|SLEB
OG0010425	CG31741|NP_724088.2|DMEL	LOC115630777|XP_030383292.1|SLEB
OG0010426	CG15153|NP_609863.1|DMEL	LOC115630726|XP_030383241.1|SLEB
OG0010427	CG18269|NP_608940.1|DMEL	LOC115628610|XP_030380653.1|SLEB
OG0010428	CG43345|NP_610096.1|DMEL	LOC115628590|XP_030380633.1|SLEB
OG0010429	ATPsynGL|NP_609142.1|DMEL	LOC115632058|XP_030384895.1|SLEB
OG0010430	CG17648|NP_608620.1|DMEL	LOC115631863|XP_030384572.1|SLEB
OG0010431	sob|NP_476882.1|DMEL	LOC115631295|XP_030383870.1|SLEB
OG0010432	odd|NP_722922.1|DMEL	LOC115631512|XP_030384139.1|SLEB
OG0010433	CG3513|NP_608798.1|DMEL	LOC115631297|XP_030383872.1|SLEB
OG0010434	CG15382|NP_608650.1|DMEL	LOC115631265|XP_030383837.1|SLEB
OG0010435	l_2_05714|NP_723031.1|DMEL	LOC115631426|XP_030384016.1|SLEB
OG0010436	CG43725|NP_001260374.1|DMEL	LOC115631340|XP_030383917.1|SLEB
OG0010437	ihog|NP_609085.1|DMEL	LOC115625865|XP_030376936.1|SLEB
OG0010438	CG42597|NP_001163043.1|DMEL	LOC115626112|XP_030377226.1|SLEB
OG0010439	CG1421|NP_610126.1|DMEL	LOC115626002|XP_030377107.1|SLEB
OG0010440	CG15136|NP_609827.1|DMEL	LOC115630783|XP_030383299.1|SLEB
OG0010441	CG31806|NP_724032.1|DMEL	LOC115630492|XP_030382938.1|SLEB
OG0010442	CG3942|NP_650171.2|DMEL	LOC115633679|XP_030386993.1|SLEB
OG0010443	CG15258|NP_609751.1|DMEL	LOC115631841|XP_030384544.1|SLEB
OG0010444	nht|NP_523574.4|DMEL	LOC115631823|XP_030384523.1|SLEB
OG0010445	Trf4|NP_608699.1|DMEL	LOC115630523|XP_030382987.1|SLEB
OG0010446	CG11374|NP_608488.3|DMEL	LOC115628562|XP_030380584.1|SLEB
OG0010447	CG7213|NP_648195.1|DMEL	LOC115622975|XP_030372987.1|SLEB
OG0010448	CG6628|NP_648386.1|DMEL	LOC115622668|XP_030372543.1|SLEB
OG0010449	CG8620|NP_001137895.1|DMEL	LOC115632954|XP_030386114.1|SLEB
OG0010450	CG13905|NP_612072.2|DMEL	LOC115622422|XP_030372217.1|SLEB
OG0010451	Ugt305A1|NP_652703.1|DMEL	LOC115622845|XP_030372786.1|SLEB
OG0010452	CG34456|NP_001097559.1|DMEL	LOC115622916|XP_030372900.1|SLEB
OG0010453	Hsp22|NP_001027114.1|DMEL	LOC115622640|XP_030372507.1|SLEB
OG0010454	CG13026|NP_648915.2|DMEL	LOC115633010|XP_030386195.1|SLEB
OG0010455	phol|NP_648317.1|DMEL	LOC115624817|XP_030375523.1|SLEB
OG0010456	CG13733|NP_648986.1|DMEL	LOC115632922|XP_030386074.1|SLEB
OG0010457	CG11345|NP_647904.2|DMEL	LOC115622524|XP_030372348.1|SLEB
OG0010458	CG15022|NP_647905.1|DMEL	LOC115622526|XP_030372349.1|SLEB
OG0010459	CG15024|NP_652336.2|DMEL	LOC115622532|XP_030372355.1|SLEB
OG0010460	CG11349|NP_647908.2|DMEL	LOC115632801|XP_030385912.1|SLEB
OG0010461	CG17030|NP_647941.1|DMEL	LOC115623024|XP_030373063.1|SLEB
OG0010462	miple2|NP_001261198.1|DMEL	LOC115632208|XP_030385120.1|SLEB
OG0010463	CG13071|NP_001189117.1|DMEL	LOC115632612|XP_030385699.1|SLEB
OG0010464	CG13065|NP_648858.1|DMEL	LOC115632614|XP_030385701.1|SLEB
OG0010465	Nplp3|NP_652710.1|DMEL	LOC115632897|XP_030386048.1|SLEB
OG0010466	CG33061|NP_001097620.1|DMEL	LOC115632912|XP_030386061.1|SLEB
OG0010467	CG33060|NP_788513.2|DMEL	LOC115632834|XP_030385949.1|SLEB
OG0010468	CG13255|NP_652282.1|DMEL	LOC115632662|XP_030385755.1|SLEB
OG0010469	Bro|NP_477066.2|DMEL	LOC115628412|XP_030380360.1|SLEB
OG0010470	eIF4E5|NP_648160.2|DMEL	LOC115632796|XP_030385908.1|SLEB
OG0010471	HP4|NP_648166.2|DMEL	LOC115632812|XP_030385923.1|SLEB
OG0010472	CG8960|NP_647698.1|DMEL	LOC115623171|XP_030373248.1|SLEB
OG0010473	CG10591|NP_647978.1|DMEL	LOC115622340|XP_030372112.1|SLEB
OG0010474	CG33946|NP_001303406.1|DMEL	LOC115633052|XP_030386258.1|SLEB
OG0010475	sa|NP_649311.1|DMEL	LOC115622954|XP_030372954.1|SLEB
OG0010476	CG3306|NP_648335.1|DMEL	LOC115632760|XP_030385869.1|SLEB, LOC115632915|XP_030386066.1|SLEB
OG0010477	CG32266|NP_728900.1|DMEL	LOC115632974|XP_030386144.1|SLEB
OG0010478	Cyp4d8|NP_523961.2|DMEL	LOC115628417|XP_030380365.1|SLEB
OG0010479	CG7716|NP_648139.1|DMEL	LOC115628336|XP_030380260.1|SLEB
OG0010480	CG13725|NP_648967.1|DMEL	LOC115632959|XP_030386119.1|SLEB
OG0010481	Adgf-A2|NP_525020.2|DMEL	LOC115632341|XP_030385306.1|SLEB
OG0010482	CG10654|NP_001261767.1|DMEL	LOC115632399|XP_030385393.1|SLEB
OG0010483	CG13473|NP_648717.1|DMEL	LOC115632554|XP_030385629.1|SLEB
OG0010484	CG32459|NP_730752.1|DMEL	LOC115632859|XP_030385980.1|SLEB
OG0010485	schuy|NP_649166.1|DMEL	LOC115622820|XP_030372755.1|SLEB
OG0010486	CG14573|NP_649356.1|DMEL	LOC115624920|XP_030375630.1|SLEB
OG0010487	CG14131|NP_648506.1|DMEL	LOC115623287|XP_030373431.1|SLEB
OG0010488	CG5577|NP_649014.1|DMEL	LOC115632257|XP_030385190.1|SLEB
OG0010489	CG7906|NP_001261835.1|DMEL	LOC115632938|XP_030386093.1|SLEB
OG0010490	CG34221|NP_001097255.2|DMEL	LOC115634607|XP_030388316.1|SLEB
OG0010491	CG9294|NP_995920.1|DMEL	LOC115624893|XP_030375601.1|SLEB
OG0010492	CG6893|NP_001369058.1|DMEL	LOC115634260|XP_030387714.1|SLEB
OG0010493	CG34253|NP_001097636.1|DMEL	LOC115622991|XP_030373011.1|SLEB
OG0010494	CG43331|NP_001246884.1|DMEL	LOC115622201|XP_030371956.1|SLEB
OG0010495	CG10116|NP_648652.1|DMEL	LOC115622283|XP_030372045.1|SLEB
OG0010496	caps|NP_001303391.1|DMEL	LOC115624040|XP_030374481.1|SLEB
OG0010497	CG14111|NP_648636.2|DMEL	LOC115634065|XP_030387474.1|SLEB
OG0010498	CG8046|NP_724761.1|DMEL	LOC115634171|XP_030387614.1|SLEB
OG0010499	CG33704|NP_001027445.1|DMEL	LOC115634406|XP_030387961.1|SLEB
OG0010500	CG34201|NP_001097385.1|DMEL	LOC115634682|XP_030388401.1|SLEB
OG0010501	CG34185|NP_001097314.1|DMEL	LOC115634741|XP_030388489.1|SLEB
OG0010502	CG13457|NP_648751.1|DMEL	LOC115623183|XP_030373263.1|SLEB
OG0010503	polyph|NP_610631.1|DMEL	LOC115634790|XP_030388558.1|SLEB
OG0010504	CG43691|NP_001260953.1|DMEL	LOC115628750|XP_030380823.1|SLEB
OG0010505	CG30379|NP_724626.2|DMEL	LOC115629667|XP_030382045.1|SLEB
OG0010506	CG30156|NP_724520.1|DMEL	LOC115621278|XP_030370744.1|SLEB
OG0010507	CG3611|NP_611970.1|DMEL	LOC115634228|XP_030387679.1|SLEB
OG0010508	yellow-d2|NP_611788.1|DMEL	LOC115634434|XP_030388001.1|SLEB
OG0010509	CG13198|NP_610690.1|DMEL	LOC115634399|XP_030387950.1|SLEB
OG0010510	CG15605|NP_611191.1|DMEL	LOC115634315|XP_030387835.1|SLEB
OG0010511	Ir54a|NP_611259.2|DMEL	LOC115629765|XP_030382216.1|SLEB
OG0010512	CG16837|NP_611916.1|DMEL	LOC115627644|XP_030379241.1|SLEB
OG0010513	Pgam5-2|NP_611911.1|DMEL	LOC115634102|XP_030387518.1|SLEB
OG0010514	CG42383|NP_523847.2|DMEL	LOC115623181|XP_030373266.1|SLEB
OG0010515	CG10265|NP_611012.1|DMEL	LOC115634030|XP_030387426.1|SLEB
OG0010516	CG30376|NP_724664.1|DMEL	LOC115634518|XP_030388145.1|SLEB
OG0010517	CG30154|NP_665881.1|DMEL	LOC115634249|XP_030387704.1|SLEB
OG0010518	CG34194|NP_001097358.1|DMEL	LOC115634179|XP_030387628.1|SLEB
OG0010519	CG43183|NP_001246203.1|DMEL	LOC115624693|XP_030375366.1|SLEB
OG0010521	CG34021|NP_001033942.1|DMEL	LOC115633926|XP_030387302.1|SLEB
OG0010522	CG8584|NP_610404.1|DMEL	LOC115633958|XP_030387336.1|SLEB
OG0010523	CG8738|NP_610403.1|DMEL	LOC115624064|XP_030374513.1|SLEB
OG0010524	CG2921|NP_611635.1|DMEL	LOC115624527|XP_030375107.1|SLEB
OG0010525	TTLL6A|NP_611433.3|DMEL	LOC115634595|XP_030388288.1|SLEB
OG0010526	CG18367|NP_663311.1|DMEL	LOC115634398|XP_030387949.1|SLEB
OG0010527	CG9863|NP_611780.3|DMEL	LOC115634617|XP_030388325.1|SLEB
OG0010528	yip3|NP_726300.1|DMEL	LOC115634374|XP_030387912.1|SLEB
OG0010530	CG6429|NP_611164.3|DMEL	LOC115630251|XP_030382652.1|SLEB
OG0010531	CG31115|NP_733068.2|DMEL	LOC115621061|XP_030370445.1|SLEB
OG0010533	CG7341|NP_649029.1|DMEL	LOC115622635|XP_030372502.1|SLEB
OG0010534	CG7079|NP_650936.1|DMEL	LOC115624303|XP_030374786.1|SLEB
OG0010536	CG4465|NP_650847.1|DMEL	LOC115623800|XP_030374202.1|SLEB
OG0010537	CG34301|NP_001097710.1|DMEL	LOC115624129|XP_030374585.1|SLEB
OG0010538	srp|NP_732100.2|DMEL	LOC115625098|XP_030375856.1|SLEB
OG0010539	Obp85a|NP_001334691.1|DMEL	LOC115625063|XP_030375797.1|SLEB
OG0010540	CG15535|NP_651788.1|DMEL	LOC115621560|XP_030371093.1|SLEB
OG0010541	CG7573|NP_729695.2|DMEL	LOC115627243|XP_030378765.1|SLEB
OG0010542	CG17917|NP_649642.1|DMEL	LOC115622006|XP_030371721.1|SLEB
OG0010543	CG15530|NP_651777.1|DMEL	LOC115621194|XP_030370630.1|SLEB
OG0010544	CG8476|NP_731777.1|DMEL	LOC115621531|XP_030371056.1|SLEB
OG0010545	beat-Vb|NP_731748.1|DMEL	LOC115621001|XP_030370382.1|SLEB
OG0010546	CG14297|NP_650756.1|DMEL	LOC115620494|XP_030369597.1|SLEB
OG0010547	CG34284|NP_001097832.1|DMEL	LOC115621410|XP_030370917.1|SLEB
OG0010548	TwdlQ|NP_651496.1|DMEL	LOC115620359|XP_030369423.1|SLEB
OG0010549	Hug|NP_524329.1|DMEL	LOC115620848|XP_030370151.1|SLEB
OG0010550	CG34296|NP_001097973.1|DMEL	LOC115621732|XP_030371322.1|SLEB
OG0010551	fig|NP_651724.1|DMEL	LOC115621977|XP_030371688.1|SLEB
OG0010552	Ctr1C|NP_651837.1|DMEL	LOC115621602|XP_030371155.1|SLEB
OG0010553	CG15548|NP_651836.2|DMEL	LOC115621456|XP_030370972.1|SLEB
OG0010554	CG31055|NP_733226.1|DMEL	LOC115621317|XP_030370794.1|SLEB
OG0010555	CG17625|NP_651078.1|DMEL	LOC115620705|XP_030369937.1|SLEB, LOC115621608|XP_030371161.1|SLEB
OG0010556	CG14545|NP_652254.3|DMEL	LOC115624045|XP_030374485.1|SLEB
OG0010557	CG6629|NP_650041.1|DMEL	LOC115624227|XP_030374702.1|SLEB
OG0010559	E_spl_m6-BFM|NP_524512.2|DMEL	LOC115625567|XP_030376521.1|SLEB
OG0010560	bcd|NP_788587.1|DMEL	LOC115623408|XP_030373578.1|SLEB
OG0010561	CG14317|NP_650675.1|DMEL	LOC115624218|XP_030374692.1|SLEB
OG0010562	CG31373|NP_731495.1|DMEL	LOC115624175|XP_030374631.1|SLEB
OG0010563	CG14684|NP_650007.1|DMEL	LOC115623869|XP_030374274.1|SLEB
OG0010564	CG14511|NP_651675.1|DMEL	LOC115621104|XP_030370502.1|SLEB
OG0010565	CG15536|NP_651789.1|DMEL	LOC115621233|XP_030370683.1|SLEB
OG0010566	CG34155|NP_001036778.1|DMEL	LOC115621827|XP_030371495.1|SLEB
OG0010567	Dic2|NP_732513.1|DMEL	LOC115621419|XP_030370928.1|SLEB
OG0010568	CG2267|NP_651815.1|DMEL	LOC115621157|XP_030370574.1|SLEB
OG0010569	CG15549|NP_651834.2|DMEL	LOC115621553|XP_030371082.1|SLEB
OG0010570	CG14245|NP_651500.1|DMEL	LOC115621325|XP_030370805.1|SLEB
OG0010571	CG34008|NP_001034062.1|DMEL	LOC115621895|XP_030371584.1|SLEB
OG0010572	fit|NP_650993.1|DMEL	LOC115622045|XP_030371777.1|SLEB
OG0010573	CG7016|NP_651301.1|DMEL	LOC115621005|XP_030370385.1|SLEB
OG0010574	CG13640|NP_651300.1|DMEL	LOC115621006|XP_030370386.1|SLEB
OG0010575	pHCl-2|NP_651861.1|DMEL	LOC115621225|XP_030370672.1|SLEB
OG0010576	CG31407|NP_731435.1|DMEL	LOC115625090|XP_030375849.1|SLEB
OG0010577	CG31266|NP_001138068.1|DMEL	LOC115625189|XP_030376015.1|SLEB
OG0010578	Sry-beta|NP_524579.1|DMEL	LOC115620986|XP_030370366.1|SLEB
OG0010579	CG14861|NP_650409.1|DMEL	LOC115624118|XP_030374573.1|SLEB
OG0010580	CG14327|NP_650637.1|DMEL	LOC115623937|XP_030374358.1|SLEB
OG0010581	CG40198|NP_001015164.3|DMEL	LOC115620991|XP_030370370.1|SLEB
OG0010582	Nepl19|NP_651644.1|DMEL	LOC115621888|XP_030371576.1|SLEB
OG0010583	CG5860|NP_650622.1|DMEL	LOC115620389|XP_030369456.1|SLEB
OG0010584	CG3505|NP_650380.2|DMEL	LOC115625588|XP_030376560.1|SLEB
OG0010585	Art9|NP_650321.1|DMEL	LOC115621643|XP_030371203.1|SLEB
OG0010586	CG14658|NP_649502.1|DMEL	LOC115623061|XP_030373100.1|SLEB, LOC115623190|XP_030373273.1|SLEB
OG0010587	CG15539|NP_001036776.1|DMEL	LOC115620266|XP_030369284.1|SLEB
OG0010588	CG43935|NP_001263004.1|DMEL	LOC115621319|XP_030370798.1|SLEB
OG0010589	Eglp3|NP_611812.2|DMEL	LOC115634342|XP_030387858.1|SLEB
OG0010592	CG31784|NP_724035.2|DMEL	LOC115633700|XP_030387019.1|SLEB
OG0010593	CG7335|NP_649180.1|DMEL	LOC115623004|XP_030373034.1|SLEB
OG0010594	CG14835|NP_648122.1|DMEL	LOC115633076|XP_030386310.1|SLEB, LOC115633075|XP_030386308.1|SLEB
OG0010595	CG6793|NP_648541.1|DMEL	LOC115627666|XP_030379268.1|SLEB
OG0010596	Nxf3|NP_729938.2|DMEL	LOC115625368|XP_030376268.1|SLEB
OG0010597	Hez|NP_001097566.1|DMEL	LOC115632947|XP_030386103.1|SLEB
OG0010598	ND-B14.5AL|NP_649399.1|DMEL	LOC115632966|XP_030386126.1|SLEB
OG0010599	Naa20B|NP_723798.1|DMEL	LOC115626168|XP_030377302.1|SLEB
OG0010600	CG9377|NP_609640.1|DMEL	LOC115626089|XP_030377202.1|SLEB
OG0010601	CG15638|NP_609660.1|DMEL	LOC115626422|XP_030377651.1|SLEB
OG0010612	CG9147|NP_608990.1|DMEL	LOC115626628|XP_030377892.1|SLEB
OG0010613	ARY|NP_001163844.1|DMEL	LOC115632409|XP_030385405.1|SLEB
OG0010619	CG33057|NP_788477.1|DMEL	LOC115622871|XP_030372820.1|SLEB
OG0010621	kek4|NP_609615.2|DMEL	LOC115627994|XP_030379750.1|SLEB
OG0010622	CG46383|NP_001356919.1|DMEL	LOC115623623|XP_030373920.1|SLEB
OG0010624	CG11997|NP_649867.1|DMEL	LOC115623766|XP_030374162.1|SLEB
OG0010626	CG17279|NP_650937.3|DMEL	LOC115624308|XP_030374791.1|SLEB
OG0010627	Gbp3|NP_651105.1|DMEL	LOC115621188|XP_030370624.1|SLEB
OG0010628	CG34305|NP_001097671.1|DMEL	LOC115621039|XP_030370421.1|SLEB
OG0010631	Nepl4|NP_609019.1|DMEL	LOC115625713|XP_030376718.1|SLEB
OG0010632	Or45a|NP_523666.3|DMEL	LOC115624094|XP_030374547.1|SLEB
OG0010634	CG4716|NP_610858.1|DMEL	LOC115619980|XP_030368885.1|SLEB
OG0010635	Cpr60D|NP_726468.1|DMEL	LOC115634428|XP_030387994.1|SLEB
OG0010636	Obp47a|NP_610632.1|DMEL	LOC115634795|XP_030388562.1|SLEB
OG0010637	Sws1|NP_001097061.1|DMEL	LOC115624378|XP_030374941.1|SLEB
OG0010638	inaF-B|NP_001162726.1|DMEL	LOC115627095|XP_030378508.1|SLEB
OG0010639	Cp36|NP_511087.1|DMEL	LOC115629820|XP_030382250.1|SLEB
OG0010640	Cp7Fc|NP_572485.1|DMEL	LOC115629821|XP_030382251.1|SLEB
OG0010641	CG12116|NP_572481.1|DMEL	LOC115629812|XP_030382239.1|SLEB
OG0010642	ppk8|NP_001036260.3|DMEL	LOC115628759|XP_030380834.1|SLEB
OG0010643	CG14787|NP_569914.2|DMEL	LOC115627927|XP_030379681.1|SLEB
OG0010644	CG13694|NP_608492.1|DMEL	LOC115629891|XP_030382348.1|SLEB
OG0010647	CG44195|NP_001261538.1|DMEL	LOC115622826|XP_030372764.1|SLEB
OG0010648	mei-P22|NP_523956.1|DMEL	LOC115632868|XP_030385992.1|SLEB
OG0010650	Cp16|NP_523981.1|DMEL	LOC115622883|XP_030372840.1|SLEB
OG0010655	CG34451|NP_001369052.1|DMEL	LOC115622254|XP_030372013.1|SLEB
OG0010659	Muc4B|NP_726915.2|DMEL	LOC115629517|XP_030381858.1|SLEB
OG0010661	CG14218|NP_608320.2|DMEL	LOC115629708|XP_030382087.1|SLEB
OG0010662	CG3708|NP_569871.2|DMEL	LOC115626988|XP_030378364.1|SLEB
OG0010663	CG15450|NP_608409.1|DMEL	LOC115627490|XP_030379035.1|SLEB
OG0010666	CG34435|NP_572233.2|DMEL	LOC115628032|XP_030379834.1|SLEB
OG0010667	CG11581|NP_572940.1|DMEL	LOC115627370|XP_030378882.1|SLEB
OG0010668	moon|NP_572784.1|DMEL	LOC115628375|XP_030380313.1|SLEB
OG0010669	Ir7g|NP_001368933.1|DMEL	LOC115627662|XP_030379264.1|SLEB
OG0010670	CG14418|NP_570033.1|DMEL	LOC115633374|XP_030386678.1|SLEB
OG0010671	CG14420|NP_570041.1|DMEL	LOC115633371|XP_030386675.1|SLEB
OG0010672	CG14106|NP_648643.1|DMEL	LOC115630247|XP_030382650.1|SLEB
OG0010673	CG4949|NP_573188.1|DMEL	LOC115627290|XP_030378782.1|SLEB
OG0010676	COX4L|NP_610168.1|DMEL	LOC115627693|XP_030379296.1|SLEB
OG0010677	CG15209|NP_572654.1|DMEL	LOC115627420|XP_030378950.1|SLEB
OG0010678	CG32551|NP_728169.2|DMEL	LOC115627561|XP_030379142.1|SLEB
OG0010679	CG9970|NP_647754.1|DMEL	LOC115627850|XP_030379570.1|SLEB
OG0010680	CG32719|NP_727190.1|DMEL	LOC115629327|XP_030381636.1|SLEB
OG0010683	CG4480|NP_001188814.1|DMEL	LOC115626492|XP_030377736.1|SLEB
OG0010684	CG33308|NP_995716.2|DMEL	LOC115626580|XP_030377821.1|SLEB
OG0010686	CG16956|NP_609654.1|DMEL	LOC115626615|XP_030377868.1|SLEB
OG0010690	CG17104|NP_609433.1|DMEL	LOC115630739|XP_030383253.1|SLEB
OG0010691	CG34160|NP_001097142.1|DMEL	LOC115630641|XP_030383141.1|SLEB
OG0010692	CG6138|NP_723601.1|DMEL	LOC115630639|XP_030383139.1|SLEB
OG0010695	CG14537|NP_609155.1|DMEL	LOC115631843|XP_030384546.1|SLEB
OG0010698	CG34310|NP_001303310.1|DMEL	LOC115626147|XP_030377271.1|SLEB
OG0010699	CG15219|NP_652176.1|DMEL	LOC115626055|XP_030377166.1|SLEB
OG0010700	CG11865|NP_609759.1|DMEL	LOC115631230|XP_030383798.1|SLEB
OG0010702	CG13689|NP_608538.2|DMEL	LOC115631817|XP_030384514.1|SLEB
OG0010703	CG15880|NP_608547.2|DMEL	LOC115631159|XP_030383695.1|SLEB
OG0010706	CG14153|NP_648404.1|DMEL	LOC115622562|XP_030372392.1|SLEB
OG0010707	CG13705|NP_647938.1|DMEL	LOC115622556|XP_030372385.1|SLEB
OG0010708	CG32152|NP_001287079.2|DMEL	LOC115632609|XP_030385697.1|SLEB
OG0010711	nxf4|NP_731156.1|DMEL	LOC115623778|XP_030374177.1|SLEB
OG0010712	Acbp5|NP_648255.1|DMEL	LOC115623136|XP_030373205.1|SLEB
OG0010714	CG32391|NP_001163365.2|DMEL	LOC115632127|XP_030384993.1|SLEB
OG0010717	Phs|NP_648789.3|DMEL	LOC115622418|XP_030372211.1|SLEB
OG0010718	CG34244|NP_001097604.1|DMEL	LOC115632799|XP_030385911.1|SLEB
OG0010722	CG11298|NP_611664.1|DMEL	LOC115634336|XP_030387853.1|SLEB
OG0010723	CG11404|NP_649397.1|DMEL	LOC115632847|XP_030385965.1|SLEB
OG0010726	prim|NP_611108.1|DMEL	LOC115634499|XP_030388118.1|SLEB
OG0010728	CG12831|NP_610258.2|DMEL	LOC115634072|XP_030387479.1|SLEB
OG0010729	CG15909|NP_610225.1|DMEL	LOC115633849|XP_030387201.1|SLEB
OG0010734	CG12860|NP_610979.1|DMEL	LOC115634130|XP_030387555.1|SLEB
OG0010736	CG7856|NP_610198.1|DMEL	LOC115624794|XP_030375497.1|SLEB
OG0010738	CAH4|NP_651298.1|DMEL	LOC115625153|XP_030375938.1|SLEB
OG0010739	CG42489|NP_001163552.1|DMEL	LOC115624092|XP_030374542.1|SLEB
OG0010740	laf|NP_001287165.1|DMEL	LOC115623644|XP_030373949.1|SLEB
OG0010741	Cpn|NP_731674.1|DMEL	LOC115623905|XP_030374321.1|SLEB
OG0010744	CG31473|NP_731188.1|DMEL	LOC115624246|XP_030374726.1|SLEB
OG0010745	Rbf2|NP_524372.1|DMEL	LOC115623796|XP_030374196.1|SLEB
OG0010746	CG11977|NP_649855.3|DMEL	LOC115623081|XP_030373140.1|SLEB
OG0010747	CG33095|NP_788738.1|DMEL	LOC115629542|XP_030381885.1|SLEB
OG0010748	VhaM9.7-d|NP_650578.1|DMEL	LOC115625552|XP_030376504.1|SLEB
