Orthogroup	DMEL.longest_only	CQUI.longest_only
OG0007486	Arp10|NP_608338.1|DMEL	LOC6042627|XP_001870689.2|CQUI
OG0007487	mav|NP_524626.1|DMEL	LOC6042623|XP_038108537.1|CQUI
OG0007488	CG13247|NP_649215.2|DMEL	LOC6037713|XP_038114458.1|CQUI
OG0007489	ScsbetaA|NP_001163558.1|DMEL	LOC6037720|XP_038114456.1|CQUI
OG0007490	RpIIIC160|NP_001096987.2|DMEL	LOC6037735|XP_038111156.1|CQUI
OG0007491	CG3198|NP_572337.1|DMEL	LOC6037736|XP_038111158.1|CQUI
OG0007492	cos|NP_477092.1|DMEL	LOC6037743|XP_038108632.1|CQUI
OG0007493	CG9170|NP_573095.1|DMEL	LOC6035956|XP_038114264.1|CQUI
OG0007494	CG4901|NP_001334733.1|DMEL	LOC6035935|XP_038107134.1|CQUI
OG0007495	shop|NP_573331.1|DMEL	LOC6035931|XP_001846041.2|CQUI
OG0007496	RhoGDI|NP_649162.1|DMEL	LOC6038572|XP_038110567.1|CQUI
OG0007497	CG34001|NP_001033999.2|DMEL	LOC6038570|XP_038108672.1|CQUI
OG0007498	Frl|NP_729954.2|DMEL	LOC6035701|XP_038114470.1|CQUI
OG0007499	Cdk12|NP_649325.2|DMEL	LOC6035699|XP_038107936.1|CQUI
OG0007500	SAK|NP_649324.1|DMEL	LOC6035698|XP_038111230.1|CQUI
OG0007501	Chro|NP_649426.3|DMEL	LOC6035686|XP_038110155.1|CQUI
OG0007502	CG44194|NP_001262518.1|DMEL	LOC119767968|XP_038114006.1|CQUI
OG0007503	CG3225|NP_608860.1|DMEL	LOC6051246|XP_038114015.1|CQUI
OG0007504	CG4858|NP_649243.1|DMEL	LOC6051242|XP_001867712.2|CQUI
OG0007505	Zip71B|NP_001097608.1|DMEL	LOC6051244|XP_038110939.1|CQUI
OG0007506	CG5114|NP_001246760.1|DMEL	LOC6048606|XP_001865502.2|CQUI
OG0007507	Rab6|NP_477172.1|DMEL	LOC6036084|XP_038107959.1|CQUI
OG0007508	TBCD|NP_608648.1|DMEL	LOC6048207|XP_001865160.2|CQUI
OG0007509	CG6565|NP_609644.1|DMEL	LOC6035871|XP_038110787.1|CQUI
OG0007510	AIMP1|NP_610426.2|DMEL	LOC6037818|XP_001847693.2|CQUI
OG0007511	mRF1|NP_609617.1|DMEL	LOC6053361|XP_001869460.1|CQUI
OG0007512	mira|NP_477291.1|DMEL	LOC6052892|XP_038112264.1|CQUI
OG0007513	CG11885|NP_608522.1|DMEL	LOC119767764|XP_038113137.1|CQUI
OG0007514	Dhc62B|NP_995958.2|DMEL	LOC6034175|XP_001844530.2|CQUI
OG0007515	Nuf2|NP_609096.2|DMEL	LOC6044272|XP_001861805.2|CQUI
OG0007516	Cap-D3|NP_608935.2|DMEL	LOC6034184|XP_038109178.1|CQUI
OG0007517	CG33969|NP_001034034.1|DMEL	LOC6044479|XP_038112221.1|CQUI
OG0007518	CG3356|NP_611896.1|DMEL	LOC6034194|XP_001844549.2|CQUI
OG0007519	Magi|NP_611551.1|DMEL	LOC6042934|XP_038108491.1|CQUI
OG0007520	CG5877|NP_573014.2|DMEL	LOC6035894|XP_001846007.2|CQUI
OG0007521	Miga|NP_572476.2|DMEL	LOC6037827|XP_038112095.1|CQUI
OG0007522	Ssu72|NP_608342.1|DMEL	LOC6053988|XP_001869977.1|CQUI
OG0007523	Sobp|NP_610703.3|DMEL	LOC6035906|XP_038108572.1|CQUI
OG0007524	Fnta|NP_608862.1|DMEL	LOC6031688|XP_001842428.2|CQUI
OG0007525	RpII33|NP_477419.1|DMEL	LOC119767841|XP_038113432.1|CQUI
OG0007526	Trissin|NP_650471.2|DMEL	LOC6049705|XP_001866424.2|CQUI
OG0007527	CG6418|NP_648413.1|DMEL	LOC6053332|XP_038111250.1|CQUI
OG0007528	EcR|NP_724460.1|DMEL	LOC6034233|XP_038109310.1|CQUI
OG0007529	CG12869|NP_001369085.1|DMEL	LOC6042169|XP_038110930.1|CQUI
OG0007530	PQBP1|NP_651331.1|DMEL	LOC6034675|XP_038108405.1|CQUI
OG0007531	CG17994|NP_610212.1|DMEL	LOC6034672|XP_001844960.1|CQUI
OG0007532	PIG-Z|NP_001286840.1|DMEL	LOC6034655|XP_001844944.2|CQUI
OG0007534	D|NP_524066.1|DMEL	LOC119767738|XP_038113026.1|CQUI
OG0007535	sens|NP_524818.1|DMEL	LOC6045963|XP_038113821.1|CQUI
OG0007536	CG6126|NP_650528.1|DMEL	LOC6045961|XP_038111765.1|CQUI
OG0007537	dysc|NP_001261810.1|DMEL	LOC6045974|XP_038108038.1|CQUI
OG0007538	Rgl|NP_001261814.1|DMEL	LOC6037853|XP_038108081.1|CQUI
OG0007539	btv|NP_001036369.3|DMEL	LOC6037839|XP_001847712.2|CQUI
OG0007540	PNPase|NP_651867.2|DMEL	LOC6037837|XP_001847711.2|CQUI
OG0007541	fand|NP_610891.1|DMEL	LOC6037836|XP_001847710.2|CQUI
OG0007542	CG6758|NP_611647.1|DMEL	LOC6037834|XP_001847708.2|CQUI
OG0007543	anne|NP_001096849.1|DMEL	LOC6049144|XP_038107226.1|CQUI
OG0007544	Pop2|NP_001287041.1|DMEL	LOC6049878|XP_038112267.1|CQUI
OG0007545	CG10466|NP_610003.1|DMEL	LOC6049137|XP_001865940.1|CQUI
OG0007546	PIG-P|NP_651459.2|DMEL	LOC119767832|XP_038113366.1|CQUI
OG0007547	EMRE|NP_611294.1|DMEL	LOC6032319|XP_038107131.1|CQUI
OG0007548	pns|NP_647620.1|DMEL	LOC6038347|XP_038107324.1|CQUI
OG0007549	CRIF|NP_649333.1|DMEL	LOC6038354|XP_038109030.1|CQUI
OG0007550	Liprin-beta|NP_648661.1|DMEL	LOC6045578|XP_038112432.1|CQUI
OG0007551	CG12769|NP_001286181.1|DMEL	LOC6045576|XP_038109319.1|CQUI
OG0007552	CG4291|NP_608551.1|DMEL	LOC6045577|XP_038113560.1|CQUI
OG0007553	CG17260|NP_608744.1|DMEL	LOC6045581|XP_001862921.2|CQUI
OG0007554	SH3PX1|NP_648348.1|DMEL	LOC6042350|XP_038110848.1|CQUI
OG0007555	CG9646|NP_611183.1|DMEL	LOC6042354|XP_038111049.1|CQUI
OG0007556	nord|NP_611900.1|DMEL	LOC6042355|XP_038112334.1|CQUI
OG0007557	CG3376|NP_001246491.1|DMEL	LOC6042357|XP_038113600.1|CQUI
OG0007558	kn|NP_001097317.1|DMEL	LOC6042374|XP_038113420.1|CQUI
OG0007559	PrBP|NP_609246.1|DMEL	LOC6042377|XP_001851502.1|CQUI
OG0007560	atk|NP_649228.1|DMEL	LOC6040183|XP_038112146.1|CQUI
OG0007561	CG14082|NP_001262035.1|DMEL	LOC119768045|XP_038114296.1|CQUI
OG0007562	byn|NP_524031.2|DMEL	LOC6044037|XP_038114235.1|CQUI
OG0007563	CG7430|NP_649017.1|DMEL	LOC6053991|XP_001869981.1|CQUI
OG0007564	CG11279|NP_648628.1|DMEL	LOC6053387|XP_001869485.2|CQUI
OG0007565	Cad96Ca|NP_651349.1|DMEL	LOC119767243|XP_038111316.1|CQUI
OG0007566	Cpsf160|NP_995833.1|DMEL	LOC119766669|XP_038107784.1|CQUI
OG0007567	Pdhb|NP_651668.1|DMEL	LOC6049868|XP_001866559.1|CQUI
OG0007568	Orc3|NP_476904.1|DMEL	LOC6049869|XP_001866560.2|CQUI
OG0007569	Rep|NP_477420.1|DMEL	LOC6043097|XP_038111959.1|CQUI
OG0007570	ValRS|NP_001260946.1|DMEL	LOC6043109|XP_038109776.1|CQUI
OG0007571	FLASH|NP_610845.1|DMEL	LOC6043107|XP_001855864.2|CQUI
OG0007572	CG6907|NP_608932.1|DMEL	LOC6049650|XP_038113671.1|CQUI
OG0007573	CysRS|NP_611087.1|DMEL	LOC6043046|XP_038111748.1|CQUI
OG0007574	Adck1|NP_611947.2|DMEL	LOC6043052|XP_001855172.1|CQUI
OG0007575	bdg|NP_611064.2|DMEL	LOC6043056|XP_038110524.1|CQUI
OG0007576	Imp|NP_001245616.1|DMEL	LOC6036090|XP_038114102.1|CQUI
OG0007577	Taf8|NP_523397.1|DMEL	LOC6036093|XP_038113829.1|CQUI
OG0007578	chif|NP_523583.2|DMEL	LOC6036104|XP_038107051.1|CQUI
OG0007579	Gle1|NP_610400.1|DMEL	LOC6047573|XP_038112508.1|CQUI
OG0007580	CG13449|NP_648787.2|DMEL	LOC6047571|XP_038106154.1|CQUI
OG0007581	CG17904|NP_609805.1|DMEL	LOC6047565|XP_001864610.2|CQUI
OG0007582	CG11857|NP_001303417.1|DMEL	LOC119767436|XP_038111964.1|CQUI
OG0007583	Ppcdc|NP_726105.1|DMEL	LOC6054435|XP_001870350.2|CQUI
OG0007584	HERC2|NP_608388.2|DMEL	LOC6043941|XP_038110639.1|CQUI
OG0007585	Grip163|NP_648537.2|DMEL	LOC6043959|XP_038110472.1|CQUI
OG0007586	CG16890|NP_609671.1|DMEL	LOC6037439|XP_001847353.2|CQUI
OG0007587	CG30389|NP_001261116.1|DMEL	LOC6037455|XP_038109360.1|CQUI
OG0007588	CG12547|NP_001036460.1|DMEL	LOC6051910|XP_038107395.1|CQUI
OG0007589	CG1575|NP_572440.1|DMEL	LOC6053821|XP_001869841.2|CQUI
OG0007590	Trl|NP_001261846.1|DMEL	LOC6032269|XP_038112339.1|CQUI
OG0007591	CG30338|NP_724811.1|DMEL	LOC6032276|XP_001842910.2|CQUI
OG0007592	CG17807|NP_611690.2|DMEL	LOC6032275|XP_038114312.1|CQUI
OG0007593	MAPk-Ak2|NP_524769.1|DMEL	LOC6045880|XP_038109347.1|CQUI
OG0007594	CG12929|NP_610502.1|DMEL	LOC6051761|XP_001868148.2|CQUI
OG0007595	CG16926|NP_652364.3|DMEL	LOC6053924|XP_038113794.1|CQUI
OG0007596	Pex2|NP_648210.1|DMEL	LOC6036712|XP_001846716.2|CQUI
OG0007597	CG32202|NP_730354.2|DMEL	LOC6050979|XP_001867488.1|CQUI
OG0007598	bug|NP_611065.1|DMEL	LOC6049830|XP_001866531.2|CQUI
OG0007599	CG10171|NP_729888.1|DMEL	LOC6043024|XP_038110698.1|CQUI
OG0007600	Bet1|NP_649096.1|DMEL	LOC6043026|XP_001854864.1|CQUI
OG0007601	CG12355|NP_001097610.1|DMEL	LOC6037694|XP_038113712.1|CQUI
OG0007602	Rpb8|NP_649352.1|DMEL	LOC6052476|XP_001868741.1|CQUI
OG0007603	CG11247|NP_001097659.1|DMEL	LOC6047155|XP_038111322.1|CQUI
OG0007604	CG13875|NP_612005.1|DMEL	LOC6043293|XP_038112660.1|CQUI
OG0007605	Ten-m|NP_001262211.1|DMEL	LOC6034502|XP_038107230.1|CQUI
OG0007606	Pi3K68D|NP_524028.2|DMEL	LOC6034505|XP_001844810.2|CQUI
OG0007607	CG5455|NP_651481.1|DMEL	LOC6034527|XP_038109421.1|CQUI
OG0007608	CG4042|NP_649250.2|DMEL	LOC6034549|XP_001844849.2|CQUI
OG0007609	nmdyn-D6|NP_572965.1|DMEL	LOC6034551|XP_001844851.2|CQUI
OG0007610	dila|NP_001137629.2|DMEL	LOC6037238|XP_038114160.1|CQUI
OG0007611	PMCA|NP_001033803.3|DMEL	LOC6037235|XP_038108646.1|CQUI
OG0007612	trpl|NP_476895.1|DMEL	LOC6037234|XP_001847164.2|CQUI
OG0007613	Xbp1|NP_726032.4|DMEL	LOC6037223|XP_038111253.1|CQUI
OG0007614	Usp5|NP_001334708.1|DMEL	LOC6037199|XP_001847129.2|CQUI
OG0007615	aay|NP_524001.2|DMEL	LOC6037200|XP_038112374.1|CQUI
OG0007616	Atg14|NP_651669.1|DMEL	LOC6037201|XP_001847131.2|CQUI
OG0007617	sff|NP_648814.3|DMEL	LOC6037203|XP_038112373.1|CQUI
OG0007618	nan|NP_001261833.1|DMEL	LOC6037206|XP_001847136.2|CQUI
OG0007619	Abp1|NP_648657.1|DMEL	LOC6037207|XP_038110127.1|CQUI
OG0007620	upSET|NP_648681.1|DMEL	LOC6037212|XP_038109985.1|CQUI
OG0007621	CG8027|NP_610469.3|DMEL	LOC6037222|XP_001847152.2|CQUI
OG0007622	Eip75B|NP_730321.1|DMEL	LOC6040533|XP_038113830.1|CQUI
OG0007623	CG17233|NP_730500.1|DMEL	LOC6040538|XP_038112703.1|CQUI
OG0007624	Six4|NP_649256.1|DMEL	LOC6040524|XP_038114299.1|CQUI
OG0007625	CG42671|NP_001287029.1|DMEL	LOC6040529|XP_038111602.1|CQUI
OG0007626	CG2211|NP_612102.2|DMEL	LOC6040565|XP_001849945.1|CQUI
OG0007627	l_3_02640|NP_612103.1|DMEL	LOC6040562|XP_038110642.1|CQUI
OG0007628	fd102C|NP_651951.1|DMEL	LOC6041672|XP_038104105.1|CQUI
OG0007629	CG13667|NP_648220.1|DMEL	LOC6035227|XP_038122586.1|CQUI
OG0007630	CG14280|NP_650797.1|DMEL	LOC6048477|XP_001865388.2|CQUI
OG0007631	CG12877|NP_001034073.1|DMEL	LOC6042768|XP_038116429.1|CQUI
OG0007632	Mkp|NP_001036572.1|DMEL	LOC119766390|XP_038106829.1|CQUI
OG0007633	msl-1|NP_476896.1|DMEL	LOC6032949|XP_001843468.2|CQUI
OG0007635	Adat1|NP_609676.1|DMEL	LOC6041543|XP_038111123.1|CQUI
OG0007638	Mur2B|NP_569927.1|DMEL	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	Tim9b|NP_001027074.1|DMEL	LOC6043711|XP_001861335.2|CQUI
OG0007640	CG18011|NP_610559.1|DMEL	LOC6045407|XP_038106968.1|CQUI
OG0007641	hng2|NP_649837.1|DMEL	LOC6044290|XP_001861822.2|CQUI
OG0007651	CG4404|NP_572838.2|DMEL	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	Kif19A|NP_996208.1|DMEL	LOC6048860|XP_038122644.1|CQUI
OG0007666	CG10804|NP_001138150.1|DMEL	LOC6035090|XP_038105572.1|CQUI
OG0007668	CG13392|NP_609220.1|DMEL	LOC6041674|XP_001850901.2|CQUI
OG0007669	stnA|NP_001036316.1|DMEL	LOC6038178|XP_038113778.1|CQUI
OG0007670	stnB|NP_001036319.2|DMEL	LOC6038179|XP_038113768.1|CQUI
OG0007671	CAH3|NP_572497.1|DMEL	LOC6044326|XP_038115172.1|CQUI
OG0007672	O-fut2|NP_569916.1|DMEL	LOC6054816|XP_001871000.2|CQUI
OG0007673	CG6066|NP_651538.1|DMEL	LOC6045219|XP_038117264.1|CQUI
OG0007674	NFAT|NP_001096974.1|DMEL	LOC6053089|XP_038104749.1|CQUI
OG0007675	Pdcd4|NP_001096977.1|DMEL	LOC6049032|XP_001865859.2|CQUI
OG0007676	Tsf1|NP_523401.2|DMEL	LOC6049042|XP_001865858.2|CQUI
OG0007677	CG4558|NP_001162683.1|DMEL	LOC6049041|XP_001865868.2|CQUI
OG0007678	CG32579|NP_001259606.1|DMEL	LOC6047028|XP_001864138.2|CQUI
OG0007679	Dsp1|NP_001138203.1|DMEL	LOC119771142|XP_038122489.1|CQUI
OG0007680	CG31694|NP_722858.1|DMEL	LOC6038192|XP_001848022.2|CQUI
OG0007681	MED25|NP_650854.1|DMEL	LOC6051663|XP_038122699.1|CQUI
OG0007682	CG8916|NP_573090.3|DMEL	LOC6042758|XP_038105041.1|CQUI
OG0007684	Rtc1|NP_572919.1|DMEL	LOC6044975|XP_001862397.1|CQUI
OG0007685	sd|NP_001368984.1|DMEL	LOC6046579|XP_038104974.1|CQUI
OG0007686	CG4301|NP_573125.1|DMEL	LOC6043384|XP_038114144.1|CQUI
OG0007687	peb|NP_476674.3|DMEL	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	Npc1b|NP_608417.2|DMEL	LOC6048471|XP_038117109.1|CQUI
OG0007690	AMPdeam|NP_001285233.1|DMEL	LOC6034319|XP_001844652.1|CQUI
OG0007691	CG4884|NP_651604.1|DMEL	LOC119765259|XP_038104684.1|CQUI
OG0007692	CG15760|NP_001259527.1|DMEL	LOC6051501|XP_038104423.1|CQUI
OG0007693	CG7556|NP_573354.1|DMEL	LOC6051499|XP_001867935.2|CQUI
OG0007694	CG7275|NP_648767.1|DMEL	LOC6051125|XP_001867609.2|CQUI
OG0007695	CG5921|NP_727061.2|DMEL	LOC6045741|XP_038107976.1|CQUI
OG0007696	CG14074|NP_001246826.1|DMEL	LOC6050066|XP_001866734.2|CQUI
OG0007697	nAChRbeta1|NP_523927.2|DMEL	LOC6049761|XP_001866461.2|CQUI
OG0007698	CG43313|NP_572853.2|DMEL	LOC6052316|XP_038104291.1|CQUI
OG0007699	CARPA|NP_572407.3|DMEL	LOC6054358|XP_038122937.1|CQUI
OG0007700	Mct1|NP_477334.2|DMEL	LOC6052349|XP_038122556.1|CQUI
OG0007701	CG15765|NP_572269.1|DMEL	LOC6052276|XP_038105152.1|CQUI
OG0007702	fz3|NP_001096859.1|DMEL	LOC6052275|XP_038104618.1|CQUI
OG0007703	CG11436|NP_572169.1|DMEL	LOC6047713|XP_001864735.2|CQUI
OG0007704	Sox100B|NP_651839.1|DMEL	LOC6046907|XP_038104744.1|CQUI
OG0007705	CG6891|NP_573323.1|DMEL	LOC6053691|XP_038104567.1|CQUI
OG0007706	wgn|NP_728186.1|DMEL	LOC6050932|XP_038104334.1|CQUI
OG0007707	rut|NP_511156.2|DMEL	LOC6050933|XP_038105671.1|CQUI
OG0007708	Ac13E|NP_001259575.1|DMEL	LOC6051386|XP_038112207.1|CQUI
OG0007709	CG1673|NP_572884.1|DMEL	LOC6049207|XP_038106397.1|CQUI
OG0007710	fw|NP_511136.2|DMEL	LOC119766105|XP_038106427.1|CQUI
OG0007711	Nprl2|NP_573174.1|DMEL	LOC6054433|XP_001870346.1|CQUI
OG0007712	CG9095|NP_001096984.1|DMEL	LOC6053047|XP_038121443.1|CQUI
OG0007714	CG32512|NP_608428.1|DMEL	LOC6044149|XP_001861702.1|CQUI
OG0007715	Clic|NP_572928.1|DMEL	LOC6049180|XP_038106734.1|CQUI
OG0007716	stx|NP_572648.1|DMEL	LOC6045251|XP_001862643.2|CQUI
OG0007717	stops|NP_733416.2|DMEL	LOC6050924|XP_001867440.1|CQUI
OG0007718	mst|NP_523435.1|DMEL	LOC6045343|XP_001862732.2|CQUI
OG0007719	OtopLa|NP_001162676.1|DMEL	LOC6052025|XP_038105554.1|CQUI
OG0007720	OtopLc|NP_001303575.1|DMEL	LOC6044216|XP_001861756.2|CQUI
OG0007721	CG32694|NP_727383.1|DMEL	LOC6044208|XP_038113186.1|CQUI
OG0007722	CG15252|NP_572595.2|DMEL	LOC6054682|XP_038121853.1|CQUI
OG0007723	CG15249|NP_001096928.1|DMEL	LOC6054604|XP_038104460.1|CQUI
OG0007724	rempA|NP_995608.1|DMEL	LOC6044431|XP_001861949.2|CQUI
OG0007725	CG11178|NP_572901.1|DMEL	LOC6054480|XP_038122541.1|CQUI
OG0007727	Yippee|NP_572882.1|DMEL	LOC6052595|XP_038105045.1|CQUI
OG0007728	Shmt|NP_572278.1|DMEL	LOC6044992|XP_038112317.1|CQUI
OG0007729	prtp|NP_572742.1|DMEL	LOC6044996|XP_038122829.1|CQUI
OG0007730	CG3726|NP_001284917.1|DMEL	LOC6044762|XP_038122691.1|CQUI
OG0007732	CG1812|NP_608397.1|DMEL	LOC6048958|XP_038117502.1|CQUI
OG0007735	Ykt6|NP_572423.1|DMEL	LOC6045131|XP_001862533.1|CQUI
OG0007736	dor|NP_477286.2|DMEL	LOC6036921|XP_038104006.1|CQUI
OG0007737	Pi3K92E|NP_650902.1|DMEL	LOC6037927|XP_038109365.1|CQUI
OG0007738	CenB1A|NP_524458.1|DMEL	LOC6037939|XP_038122583.1|CQUI
OG0007739	Parg|NP_001245511.1|DMEL	LOC6042681|XP_001853435.2|CQUI
OG0007740	dx|NP_511064.2|DMEL	LOC6042695|XP_038104246.1|CQUI
OG0007741	rudhira|NP_001368979.1|DMEL	LOC6042499|XP_038122803.1|CQUI
OG0007742	kat80|NP_727940.1|DMEL	LOC6039063|XP_038112797.1|CQUI
OG0007743	Dop1R2|NP_001263072.1|DMEL	LOC6046975|XP_038122746.1|CQUI
OG0007744	CG31759|NP_723735.2|DMEL	LOC6053775|XP_001869804.2|CQUI
OG0007745	CG14304|NP_650731.3|DMEL	LOC6048774|XP_038105485.1|CQUI
OG0007747	f|NP_001036284.1|DMEL	LOC6050775|XP_038107338.1|CQUI
OG0007748	RunxB|NP_001259745.1|DMEL	LOC6038330|XP_038122467.1|CQUI
OG0007750	CG15547|NP_651833.1|DMEL	LOC6047654|XP_001864690.2|CQUI
OG0007752	CG14615|NP_608459.1|DMEL	LOC6053536|XP_001869600.2|CQUI
OG0007755	CG43155|NP_572720.2|DMEL	LOC6052578|XP_038121672.1|CQUI
OG0007756	CG6847|NP_573259.2|DMEL	LOC6034417|XP_038122766.1|CQUI
OG0007757	Tre1|NP_001284901.1|DMEL	LOC6034428|XP_038108334.1|CQUI
OG0007760	CG15643|NP_788909.1|DMEL	LOC6034457|XP_001844770.2|CQUI
OG0007761	CG1486|NP_608450.1|DMEL	LOC6034471|XP_038122821.1|CQUI
OG0007762	tty|NP_728415.4|DMEL	LOC6034472|XP_038115983.1|CQUI
OG0007763	Ptth|NP_001285550.1|DMEL	LOC6034474|XP_001844784.1|CQUI
OG0007764	sws|NP_727224.2|DMEL	LOC6034476|XP_038122923.1|CQUI
OG0007765	sn|NP_727226.1|DMEL	LOC6034480|XP_038104014.1|CQUI
OG0007766	CG9813|NP_001262533.1|DMEL	LOC6034483|XP_038104015.1|CQUI
OG0007768	CG7872|NP_573044.1|DMEL	LOC6052779|XP_038113508.1|CQUI
OG0007769	mRpL3|NP_511166.2|DMEL	LOC6051179|XP_001867661.1|CQUI
OG0007770	CG12375|NP_609183.1|DMEL	LOC6049167|XP_038122974.1|CQUI
OG0007771	THG|NP_609737.1|DMEL	LOC6031445|XP_001842249.2|CQUI
OG0007772	CG14805|NP_569954.1|DMEL	LOC6042570|XP_038105036.1|CQUI
OG0007773	Gal|NP_608978.2|DMEL	LOC6034791|XP_038112738.1|CQUI
OG0007774	CG14838|NP_648138.1|DMEL	LOC6031438|XP_038105652.1|CQUI
OG0007775	mRNA-cap|NP_572952.1|DMEL	LOC6052605|XP_038105818.1|CQUI
OG0007776	CG6123|NP_573286.1|DMEL	LOC6053471|XP_038122686.1|CQUI
OG0007777	CG11134|NP_572916.1|DMEL	LOC6043994|XP_038116333.1|CQUI
OG0007779	Golgin104|NP_648879.1|DMEL	LOC119765085|XP_038104145.1|CQUI
OG0007780	CG32795|NP_570029.1|DMEL	LOC6052646|XP_038105404.1|CQUI
OG0007781	sol|NP_476738.3|DMEL	LOC119769479|XP_038118005.1|CQUI
OG0007782	CG6379|NP_572148.2|DMEL	LOC6039069|XP_038104568.1|CQUI
OG0007784	Cont|NP_649461.2|DMEL	LOC6051726|XP_001868120.2|CQUI
OG0007786	Gsc|NP_001137762.2|DMEL	LOC6053054|XP_038105741.1|CQUI
OG0007787	TkR99D|NP_001263092.1|DMEL	LOC119765323|XP_038104889.1|CQUI
OG0007788	pinta|NP_651042.1|DMEL	LOC6034808|XP_001845080.2|CQUI
OG0007789	CG31191|NP_001097850.3|DMEL	LOC6046774|XP_038104944.1|CQUI
OG0007790	CG11873|NP_001263051.1|DMEL	LOC6036488|XP_038105712.1|CQUI
OG0007792	CG17065|NP_001162805.1|DMEL	LOC6042419|XP_038113154.1|CQUI
OG0007793	CG14683|NP_788632.1|DMEL	LOC119769520|XP_038118274.1|CQUI
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC6034931|XP_038113474.1|CQUI
OG0007795	CG3040|NP_572372.1|DMEL	LOC6048844|XP_001865691.2|CQUI
OG0007796	CG13663|NP_651351.1|DMEL	LOC6032710|XP_001843262.2|CQUI
OG0007797	CG9743|NP_651781.1|DMEL	LOC6047473|XP_038122879.1|CQUI
OG0007798	CG15531|NP_651780.1|DMEL	LOC6054407|XP_038112909.1|CQUI
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC6052080|XP_001868407.1|CQUI
OG0007800	rdhB|NP_651024.1|DMEL	LOC6044840|XP_001862290.2|CQUI
OG0007801	CG11836|NP_001356925.1|DMEL	LOC6035567|XP_038107035.1|CQUI
OG0007802	BBIP1|NP_001163568.1|DMEL	LOC119771186|XP_038122713.1|CQUI
OG0007803	ChAT|NP_477004.5|DMEL	LOC6032576|XP_038104221.1|CQUI
OG0007804	Evi5|NP_727526.2|DMEL	LOC6035085|XP_038122773.1|CQUI
OG0007805	dod|NP_523428.1|DMEL	LOC6048399|XP_001865322.2|CQUI
OG0007806	peng|NP_523429.1|DMEL	LOC6048398|XP_038122542.1|CQUI
OG0007808	Nepl16|NP_001097912.1|DMEL	LOC6046418|XP_038122936.1|CQUI
OG0007811	Bruce|NP_001262460.1|DMEL	LOC6032633|XP_038105259.1|CQUI
OG0007812	CG1789|NP_572504.1|DMEL	LOC6032652|XP_001843219.2|CQUI
OG0007814	CG6398|NP_573244.1|DMEL	LOC6037468|XP_038104007.1|CQUI
OG0007815	Bx42|NP_511093.2|DMEL	LOC6039935|XP_001849432.2|CQUI
OG0007816	CG5282|NP_649221.1|DMEL	LOC6035392|XP_001845592.2|CQUI
OG0007817	Hpr1|NP_649594.1|DMEL	LOC6035391|XP_038104697.1|CQUI
OG0007818	Kal1|NP_651220.3|DMEL	LOC6031659|XP_038104431.1|CQUI
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC6037472|XP_001847381.2|CQUI
OG0007820	CG1607|NP_001263139.1|DMEL	LOC6033670|XP_038113389.1|CQUI
OG0007821	CG15529|NP_651773.1|DMEL	LOC6033667|XP_001844093.2|CQUI
OG0007822	CG11498|NP_001334706.1|DMEL	LOC6033666|XP_038104214.1|CQUI
OG0007823	CG31028|NP_733352.3|DMEL	LOC6051326|XP_038105826.1|CQUI
OG0007824	CG2321|NP_651692.2|DMEL	LOC6041355|XP_038107049.1|CQUI
OG0007825	CG46280|NP_650253.1|DMEL	LOC6037412|XP_001847327.2|CQUI
OG0007826	CG9986|NP_651623.1|DMEL	LOC6040884|XP_001850213.1|CQUI
OG0007827	CG3224|NP_572335.1|DMEL	LOC6037321|XP_001847246.1|CQUI
OG0007828	Ppat-Dpck|NP_647985.1|DMEL	LOC6041458|XP_001850715.2|CQUI
OG0007829	srl|NP_730835.2|DMEL	LOC6035345|XP_038104353.1|CQUI
OG0007831	CG9240|NP_573054.2|DMEL	LOC6032186|XP_001842833.1|CQUI
OG0007832	Naxe|NP_572604.2|DMEL	LOC6035415|XP_038122502.1|CQUI
OG0007833	CG16903|NP_569980.1|DMEL	LOC6035410|XP_001845603.2|CQUI
OG0007834	CG11791|NP_651327.1|DMEL	LOC6035539|XP_038110831.1|CQUI
OG0007835	CG33096|NP_001356926.1|DMEL	LOC6046139|XP_001863382.2|CQUI
OG0007836	CG42375|NP_001138048.1|DMEL	LOC6046151|XP_001863390.2|CQUI
OG0007837	Osi11|NP_649630.1|DMEL	LOC6040252|XP_001849689.2|CQUI
OG0007838	Osi2|NP_649621.1|DMEL	LOC6040269|XP_038104570.1|CQUI
OG0007841	Cby|NP_650989.6|DMEL	LOC6033728|XP_001844148.2|CQUI
OG0007842	jus|NP_001097963.1|DMEL	LOC6039898|XP_038113940.1|CQUI
OG0007843	CG14515|NP_651681.2|DMEL	LOC6039904|XP_001849402.1|CQUI
OG0007844	CG33958|NP_001033958.1|DMEL	LOC6052629|XP_038122933.1|CQUI
OG0007845	CCHa2|NP_650285.1|DMEL	LOC119765509|XP_038105422.1|CQUI
