Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0007482	CG8372|NP_723362.1|DMEL	LOC109413086|XP_019542324.2|AEAL
OG0007483	dmpd|NP_610555.1|DMEL	LOC109407805|XP_029721508.1|AEAL
OG0007484	rngo|NP_573129.1|DMEL	LOC109425718|XP_019556590.2|AEAL
OG0007485	Coa7|NP_001036323.1|DMEL	LOC109425744|XP_019556615.2|AEAL
OG0007486	Arp10|NP_608338.1|DMEL	LOC109425733|XP_019556608.2|AEAL
OG0007487	mav|NP_524626.1|DMEL	LOC109425700|XP_019556549.2|AEAL
OG0007488	CG13247|NP_649215.2|DMEL	LOC109401282|XP_019529317.2|AEAL
OG0007489	ScsbetaA|NP_001163558.1|DMEL	LOC109413576|XP_019542810.1|AEAL
OG0007490	RpIIIC160|NP_001096987.2|DMEL	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL
OG0007491	CG3198|NP_572337.1|DMEL	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL
OG0007492	cos|NP_477092.1|DMEL	LOC109401279|XP_019529311.2|AEAL
OG0007493	CG9170|NP_573095.1|DMEL	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL
OG0007494	CG4901|NP_001334733.1|DMEL	LOC109401257|XP_029712141.1|AEAL
OG0007495	shop|NP_573331.1|DMEL	LOC109401304|XP_019529350.2|AEAL
OG0007496	RhoGDI|NP_649162.1|DMEL	LOC109623266|XP_029712109.1|AEAL
OG0007497	CG34001|NP_001033999.2|DMEL	LOC109401159|XP_019529178.1|AEAL
OG0007498	Frl|NP_729954.2|DMEL	LOC109401161|XP_029712130.1|AEAL
OG0007499	Cdk12|NP_649325.2|DMEL	LOC109623260|XP_029712132.1|AEAL
OG0007500	SAK|NP_649324.1|DMEL	LOC109623259|XP_019933307.2|AEAL
OG0007501	Chro|NP_649426.3|DMEL	LOC115257013|XP_029712107.1|AEAL
OG0007502	CG44194|NP_001262518.1|DMEL	LOC109623349|XP_029721148.1|AEAL
OG0007503	CG3225|NP_608860.1|DMEL	LOC109427038|XP_019558128.2|AEAL
OG0007504	CG4858|NP_649243.1|DMEL	LOC109623352|XP_019933454.2|AEAL
OG0007505	Zip71B|NP_001097608.1|DMEL	LOC109427042|XP_019558136.3|AEAL
OG0007506	CG5114|NP_001246760.1|DMEL	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL
OG0007507	Rab6|NP_477172.1|DMEL	LOC109397409|XP_029721122.1|AEAL
OG0007508	TBCD|NP_608648.1|DMEL	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL
OG0007509	CG6565|NP_609644.1|DMEL	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL
OG0007510	AIMP1|NP_610426.2|DMEL	LOC109424721|XP_019555424.2|AEAL
OG0007511	mRF1|NP_609617.1|DMEL	LOC109424685|XP_019555394.2|AEAL
OG0007512	mira|NP_477291.1|DMEL	LOC109424684|XP_019555393.2|AEAL
OG0007513	CG11885|NP_608522.1|DMEL	LOC109424667|XP_019555380.2|AEAL
OG0007514	Dhc62B|NP_995958.2|DMEL	LOC109424679|XP_029721027.1|AEAL
OG0007516	Cap-D3|NP_608935.2|DMEL	LOC109412035|XP_029721015.1|AEAL
OG0007517	CG33969|NP_001034034.1|DMEL	LOC109412041|XP_019541228.2|AEAL
OG0007518	CG3356|NP_611896.1|DMEL	LOC109412049|XP_019541237.2|AEAL
OG0007519	Magi|NP_611551.1|DMEL	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL
OG0007520	CG5877|NP_573014.2|DMEL	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL
OG0007521	Miga|NP_572476.2|DMEL	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL
OG0007522	Ssu72|NP_608342.1|DMEL	LOC109421935|XP_019552112.1|AEAL
OG0007524	Fnta|NP_608862.1|DMEL	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL
OG0007525	RpII33|NP_477419.1|DMEL	LOC109428913|XP_019560299.1|AEAL
OG0007526	Trissin|NP_650471.2|DMEL	LOC109428992|XP_029715562.1|AEAL
OG0007527	CG6418|NP_648413.1|DMEL	LOC109428898|XP_029715551.1|AEAL
OG0007528	EcR|NP_724460.1|DMEL	LOC109414899|XP_029715556.1|AEAL
OG0007529	CG12869|NP_001369085.1|DMEL	LOC109416898|XP_029730887.1|AEAL
OG0007530	PQBP1|NP_651331.1|DMEL	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL
OG0007531	CG17994|NP_610212.1|DMEL	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL
OG0007532	PIG-Z|NP_001286840.1|DMEL	LOC109432325|XP_019564209.2|AEAL
OG0007533	Est-Q|NP_649321.1|DMEL	LOC109396992|XP_019524855.2|AEAL
OG0007534	D|NP_524066.1|DMEL	LOC109397005|XP_019524870.1|AEAL
OG0007535	sens|NP_524818.1|DMEL	LOC109432339|XP_029731013.1|AEAL
OG0007536	CG6126|NP_650528.1|DMEL	LOC109432293|XP_019564181.1|AEAL
OG0007537	dysc|NP_001261810.1|DMEL	LOC109397126|XP_029731004.1|AEAL
OG0007538	Rgl|NP_001261814.1|DMEL	LOC109432299|XP_029730999.1|AEAL
OG0007539	btv|NP_001036369.3|DMEL	LOC109397027|XP_029732005.1|AEAL
OG0007540	PNPase|NP_651867.2|DMEL	LOC109432312|XP_019564196.2|AEAL
OG0007541	fand|NP_610891.1|DMEL	LOC109432314|XP_019564198.2|AEAL
OG0007542	CG6758|NP_611647.1|DMEL	LOC109432315|XP_019564200.2|AEAL
OG0007543	anne|NP_001096849.1|DMEL	LOC109397096|XP_019524963.2|AEAL
OG0007544	Pop2|NP_001287041.1|DMEL	LOC109409847|XP_019538875.2|AEAL
OG0007545	CG10466|NP_610003.1|DMEL	LOC109409851|XP_019538886.1|AEAL
OG0007546	PIG-P|NP_651459.2|DMEL	LOC109409867|XP_019538922.2|AEAL
OG0007547	EMRE|NP_611294.1|DMEL	LOC109409903|XP_019538964.1|AEAL
OG0007548	pns|NP_647620.1|DMEL	LOC109399088|XP_029731141.1|AEAL
OG0007550	Liprin-beta|NP_648661.1|DMEL	LOC109411189|XP_019540212.2|AEAL
OG0007551	CG12769|NP_001286181.1|DMEL	LOC109411191|XP_019540231.2|AEAL
OG0007552	CG4291|NP_608551.1|DMEL	LOC109399629|XP_019527670.2|AEAL
OG0007553	CG17260|NP_608744.1|DMEL	LOC109399625|XP_019527667.2|AEAL
OG0007554	SH3PX1|NP_648348.1|DMEL	LOC109399590|XP_029731197.1|AEAL
OG0007555	CG9646|NP_611183.1|DMEL	LOC109397880|XP_029731193.1|AEAL
OG0007556	nord|NP_611900.1|DMEL	LOC109398036|XP_019525975.2|AEAL
OG0007557	CG3376|NP_001246491.1|DMEL	LOC109399584|XP_019527604.2|AEAL
OG0007558	kn|NP_001097317.1|DMEL	LOC109621530|XP_029731206.1|AEAL
OG0007559	PrBP|NP_609246.1|DMEL	LOC109399599|XP_019527631.1|AEAL
OG0007560	atk|NP_649228.1|DMEL	LOC109399674|XP_019527726.2|AEAL
OG0007561	CG14082|NP_001262035.1|DMEL	LOC109399688|XP_019527744.1|AEAL
OG0007562	byn|NP_524031.2|DMEL	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL
OG0007563	CG7430|NP_649017.1|DMEL	LOC109426525|XP_019557604.2|AEAL
OG0007564	CG11279|NP_648628.1|DMEL	LOC109408366|XP_029710108.1|AEAL
OG0007565	Cad96Ca|NP_651349.1|DMEL	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL
OG0007566	Cpsf160|NP_995833.1|DMEL	LOC109408986|XP_029710085.1|AEAL
OG0007567	Pdhb|NP_651668.1|DMEL	LOC109402150|XP_029731375.1|AEAL
OG0007568	Orc3|NP_476904.1|DMEL	LOC109426460|XP_029731374.1|AEAL
OG0007569	Rep|NP_477420.1|DMEL	LOC109426459|XP_019557525.2|AEAL
OG0007570	ValRS|NP_001260946.1|DMEL	LOC109402134|XP_019530302.2|AEAL
OG0007571	FLASH|NP_610845.1|DMEL	LOC109426456|XP_029731376.1|AEAL
OG0007572	CG6907|NP_608932.1|DMEL	LOC109426439|XP_019557492.2|AEAL
OG0007573	CysRS|NP_611087.1|DMEL	LOC109404018|XP_029731414.1|AEAL
OG0007574	Adck1|NP_611947.2|DMEL	LOC109426430|XP_019557483.1|AEAL
OG0007575	bdg|NP_611064.2|DMEL	LOC109403726|XP_029731415.1|AEAL
OG0007576	Imp|NP_001245616.1|DMEL	LOC109426385|XP_029731452.1|AEAL
OG0007577	Taf8|NP_523397.1|DMEL	LOC109403412|XP_019531787.2|AEAL
OG0007578	chif|NP_523583.2|DMEL	LOC109426378|XP_029731471.1|AEAL
OG0007579	Gle1|NP_610400.1|DMEL	LOC109622242|XP_019932053.2|AEAL
OG0007580	CG13449|NP_648787.2|DMEL	LOC109622295|XP_029731485.1|AEAL
OG0007581	CG17904|NP_609805.1|DMEL	LOC109431580|XP_019563360.3|AEAL
OG0007582	CG11857|NP_001303417.1|DMEL	LOC109622239|XP_019932051.1|AEAL
OG0007583	Ppcdc|NP_726105.1|DMEL	LOC109622237|XP_029731500.1|AEAL
OG0007584	HERC2|NP_608388.2|DMEL	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL
OG0007585	Grip163|NP_648537.2|DMEL	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL
OG0007586	CG16890|NP_609671.1|DMEL	LOC109622185|XP_019931974.2|AEAL
OG0007587	CG30389|NP_001261116.1|DMEL	LOC109403162|XP_029731550.1|AEAL
OG0007588	CG12547|NP_001036460.1|DMEL	LOC109622178|XP_019931965.2|AEAL
OG0007589	CG1575|NP_572440.1|DMEL	LOC109403359|XP_019531719.2|AEAL
OG0007590	Trl|NP_001261846.1|DMEL	LOC109403350|XP_019539807.1|AEAL
OG0007591	CG30338|NP_724811.1|DMEL	LOC109403348|XP_019531697.2|AEAL
OG0007592	CG17807|NP_611690.2|DMEL	LOC109410742|XP_019539800.2|AEAL
OG0007593	MAPk-Ak2|NP_524769.1|DMEL	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL
OG0007594	CG12929|NP_610502.1|DMEL	LOC109410708|XP_029732227.1|AEAL
OG0007595	CG16926|NP_652364.3|DMEL	LOC109410654|XP_019539732.2|AEAL
OG0007596	Pex2|NP_648210.1|DMEL	LOC109410667|XP_019539751.2|AEAL
OG0007597	CG32202|NP_730354.2|DMEL	LOC109407693|XP_019536386.1|AEAL
OG0007598	bug|NP_611065.1|DMEL	LOC109621477|XP_019931065.2|AEAL
OG0007601	CG12355|NP_001097610.1|DMEL	LOC109426048|XP_019557034.2|AEAL
OG0007602	Rpb8|NP_649352.1|DMEL	LOC109426039|XP_019557023.1|AEAL
OG0007603	CG11247|NP_001097659.1|DMEL	LOC109426028|XP_019557006.1|AEAL
OG0007604	CG13875|NP_612005.1|DMEL	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL
OG0007605	Ten-m|NP_001262211.1|DMEL	LOC109425970|XP_029731865.1|AEAL
OG0007606	Pi3K68D|NP_524028.2|DMEL	LOC109407641|XP_019536339.2|AEAL
OG0007607	CG5455|NP_651481.1|DMEL	LOC109407674|XP_029731878.1|AEAL
OG0007608	CG4042|NP_649250.2|DMEL	LOC109425945|XP_019556895.2|AEAL
OG0007609	nmdyn-D6|NP_572965.1|DMEL	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL
OG0007610	dila|NP_001137629.2|DMEL	LOC109425912|XP_019556830.2|AEAL
OG0007611	PMCA|NP_001033803.3|DMEL	LOC109425852|XP_029731943.1|AEAL
OG0007612	trpl|NP_476895.1|DMEL	LOC109425850|XP_029731952.1|AEAL
OG0007613	Xbp1|NP_726032.4|DMEL	LOC109407580|XP_019536217.2|AEAL
OG0007614	Usp5|NP_001334708.1|DMEL	LOC109425827|XP_019556719.2|AEAL
OG0007615	aay|NP_524001.2|DMEL	LOC109407566|XP_019536185.2|AEAL
OG0007616	Atg14|NP_651669.1|DMEL	LOC109407565|XP_019536184.2|AEAL
OG0007617	sff|NP_648814.3|DMEL	LOC109407563|XP_019536181.1|AEAL
OG0007618	nan|NP_001261833.1|DMEL	LOC109407680|XP_019536378.2|AEAL
OG0007619	Abp1|NP_648657.1|DMEL	LOC109425820|XP_019556709.2|AEAL
OG0007620	upSET|NP_648681.1|DMEL	LOC109407558|XP_019536172.2|AEAL
OG0007621	CG8027|NP_610469.3|DMEL	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL
OG0007622	Eip75B|NP_730321.1|DMEL	LOC109425803|XP_029720431.1|AEAL
OG0007623	CG17233|NP_730500.1|DMEL	LOC109407655|XP_029720441.1|AEAL
OG0007624	Six4|NP_649256.1|DMEL	LOC109407520|XP_019536124.2|AEAL
OG0007625	CG42671|NP_001287029.1|DMEL	LOC109407518|XP_019536121.2|AEAL
OG0007626	CG2211|NP_612102.2|DMEL	LOC109407514|XP_019536116.1|AEAL
OG0007627	l_3_02640|NP_612103.1|DMEL	LOC109407513|XP_029720457.1|AEAL
OG0007628	fd102C|NP_651951.1|DMEL	LOC109424917|XP_019555641.2|AEAL
OG0007629	CG13667|NP_648220.1|DMEL	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL
OG0007630	CG14280|NP_650797.1|DMEL	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL
OG0007631	CG12877|NP_001034073.1|DMEL	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL
OG0007633	msl-1|NP_476896.1|DMEL	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL
OG0007634	CG42558|NP_001036774.2|DMEL	LOC115256421|XP_029710797.1|AEAL
OG0007635	Adat1|NP_609676.1|DMEL	LOC109622813|XP_019932814.2|AEAL
OG0007636	arx|NP_649071.1|DMEL	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL
OG0007638	Mur2B|NP_569927.1|DMEL	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL
OG0007639	Tim9b|NP_001027074.1|DMEL	LOC109415737|XP_019545210.2|AEAL
OG0007640	CG18011|NP_610559.1|DMEL	LOC115261358|XP_029718745.1|AEAL
OG0007641	hng2|NP_649837.1|DMEL	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL
OG0007664	Kif19A|NP_996208.1|DMEL	LOC109405387|XP_029709616.1|AEAL
OG0007665	Myc|NP_525062.2|DMEL	LOC109397805|XP_029709609.1|AEAL
OG0007666	CG10804|NP_001138150.1|DMEL	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL
OG0007667	wap|NP_608461.1|DMEL	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL
OG0007668	CG13392|NP_609220.1|DMEL	LOC109413249|XP_019542528.2|AEAL
OG0007669	stnA|NP_001036316.1|DMEL	LOC109413217|XP_019542486.2|AEAL
OG0007670	stnB|NP_001036319.2|DMEL	LOC109424955|XP_019555694.2|AEAL
OG0007671	CAH3|NP_572497.1|DMEL	LOC109431118|XP_019562842.1|AEAL
OG0007672	O-fut2|NP_569916.1|DMEL	LOC109412260|XP_019541456.2|AEAL
OG0007673	CG6066|NP_651538.1|DMEL	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL
OG0007674	NFAT|NP_001096974.1|DMEL	LOC109425484|XP_019556294.2|AEAL
OG0007675	Pdcd4|NP_001096977.1|DMEL	LOC109408930|XP_019537870.2|AEAL
OG0007676	Tsf1|NP_523401.2|DMEL	LOC109433636|XP_019565638.2|AEAL
OG0007677	CG4558|NP_001162683.1|DMEL	LOC109433617|XP_029711062.1|AEAL
OG0007678	CG32579|NP_001259606.1|DMEL	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL
OG0007679	Dsp1|NP_001138203.1|DMEL	LOC109415242|XP_019544673.2|AEAL
OG0007680	CG31694|NP_722858.1|DMEL	LOC109415202|XP_019544632.1|AEAL
OG0007681	MED25|NP_650854.1|DMEL	LOC109428523|XP_019559862.2|AEAL
OG0007682	CG8916|NP_573090.3|DMEL	LOC109428426|XP_029711704.1|AEAL
OG0007683	CG14207|NP_728275.1|DMEL	LOC109428427|XP_029711705.1|AEAL
OG0007684	Rtc1|NP_572919.1|DMEL	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL
OG0007685	sd|NP_001368984.1|DMEL	LOC109428436|XP_029711403.1|AEAL
OG0007686	CG4301|NP_573125.1|DMEL	LOC109428453|XP_029711958.1|AEAL
OG0007688	CG5986|NP_651207.1|DMEL	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL
OG0007690	AMPdeam|NP_001285233.1|DMEL	LOC109402625|XP_029730096.1|AEAL
OG0007691	CG4884|NP_651604.1|DMEL	LOC109402650|XP_029711186.1|AEAL
OG0007692	CG15760|NP_001259527.1|DMEL	LOC109402662|XP_029711559.1|AEAL
OG0007693	CG7556|NP_573354.1|DMEL	LOC109402690|XP_019530938.2|AEAL
OG0007694	CG7275|NP_648767.1|DMEL	LOC109397900|XP_019525782.2|AEAL
OG0007695	CG5921|NP_727061.2|DMEL	LOC109416129|XP_029711852.1|AEAL
OG0007696	CG14074|NP_001246826.1|DMEL	LOC109416140|XP_019545648.2|AEAL
OG0007697	nAChRbeta1|NP_523927.2|DMEL	LOC109427490|XP_019558584.1|AEAL
OG0007698	CG43313|NP_572853.2|DMEL	LOC109427492|XP_019558586.2|AEAL
OG0007699	CARPA|NP_572407.3|DMEL	LOC109427498|XP_029711700.1|AEAL
OG0007700	Mct1|NP_477334.2|DMEL	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL
OG0007701	CG15765|NP_572269.1|DMEL	LOC109427505|XP_019558603.2|AEAL
OG0007702	fz3|NP_001096859.1|DMEL	LOC109427511|XP_019558610.2|AEAL
OG0007703	CG11436|NP_572169.1|DMEL	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL
OG0007704	Sox100B|NP_651839.1|DMEL	LOC109406871|XP_029711139.1|AEAL
OG0007705	CG6891|NP_573323.1|DMEL	LOC109401911|XP_019530070.1|AEAL
OG0007706	wgn|NP_728186.1|DMEL	LOC109401930|XP_029710551.1|AEAL
OG0007707	rut|NP_511156.2|DMEL	LOC109401880|XP_029711447.1|AEAL
OG0007708	Ac13E|NP_001259575.1|DMEL	LOC109401910|XP_029729174.1|AEAL
OG0007709	CG1673|NP_572884.1|DMEL	LOC109410345|XP_019539439.2|AEAL
OG0007710	fw|NP_511136.2|DMEL	LOC109422055|XP_019552234.2|AEAL
OG0007711	Nprl2|NP_573174.1|DMEL	LOC109422058|XP_019552237.2|AEAL
OG0007712	CG9095|NP_001096984.1|DMEL	LOC109422059|XP_029710799.1|AEAL
OG0007713	rg|NP_001284879.1|DMEL	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL
OG0007714	CG32512|NP_608428.1|DMEL	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL
OG0007715	Clic|NP_572928.1|DMEL	LOC109422034|XP_019552219.2|AEAL
OG0007716	stx|NP_572648.1|DMEL	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL
OG0007717	stops|NP_733416.2|DMEL	LOC109427438|XP_029710581.1|AEAL
OG0007718	mst|NP_523435.1|DMEL	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL
OG0007719	OtopLa|NP_001162676.1|DMEL	LOC109427367|XP_029711329.1|AEAL
OG0007720	OtopLc|NP_001303575.1|DMEL	LOC109427366|XP_029711147.1|AEAL
OG0007721	CG32694|NP_727383.1|DMEL	LOC109427361|XP_029711728.1|AEAL
OG0007722	CG15252|NP_572595.2|DMEL	LOC109427343|XP_029711071.1|AEAL
OG0007723	CG15249|NP_001096928.1|DMEL	LOC109402089|XP_029710806.1|AEAL
OG0007724	rempA|NP_995608.1|DMEL	LOC109416555|XP_029710825.1|AEAL
OG0007725	CG11178|NP_572901.1|DMEL	LOC109405088|XP_019533630.2|AEAL
OG0007726	Karl|NP_727559.1|DMEL	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL
OG0007727	Yippee|NP_572882.1|DMEL	LOC115256587|XP_029711229.1|AEAL
OG0007728	Shmt|NP_572278.1|DMEL	LOC109409418|XP_019538405.2|AEAL
OG0007729	prtp|NP_572742.1|DMEL	LOC109398402|XP_019526297.2|AEAL
OG0007730	CG3726|NP_001284917.1|DMEL	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL
OG0007731	CG5021|NP_001163390.1|DMEL	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL
OG0007732	CG1812|NP_608397.1|DMEL	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL
OG0007733	sing|NP_573146.1|DMEL	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL
OG0007734	CG15865|NP_573143.1|DMEL	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL
OG0007735	Ykt6|NP_572423.1|DMEL	LOC109432999|XP_019564920.2|AEAL
OG0007736	dor|NP_477286.2|DMEL	LOC109402237|XP_019530422.2|AEAL
OG0007737	Pi3K92E|NP_650902.1|DMEL	LOC109397596|XP_019525433.1|AEAL
OG0007739	Parg|NP_001245511.1|DMEL	LOC109422962|XP_019553404.2|AEAL
OG0007740	dx|NP_511064.2|DMEL	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL
OG0007741	rudhira|NP_001368979.1|DMEL	LOC115260565|XP_029717353.1|AEAL
OG0007742	kat80|NP_727940.1|DMEL	LOC109423006|XP_019553462.2|AEAL
OG0007743	Dop1R2|NP_001263072.1|DMEL	LOC109423013|XP_029708358.1|AEAL
OG0007744	CG31759|NP_723735.2|DMEL	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL
OG0007745	CG14304|NP_650731.3|DMEL	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL
OG0007746	CG33722|NP_001287229.1|DMEL	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL
OG0007748	RunxB|NP_001259745.1|DMEL	LOC109425263|XP_029717611.1|AEAL
OG0007749	Nmd3|NP_477332.1|DMEL	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL
OG0007750	CG15547|NP_651833.1|DMEL	LOC115260468|XP_029717273.1|AEAL
OG0007751	Nle|NP_477294.2|DMEL	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL
OG0007752	CG14615|NP_608459.1|DMEL	LOC115260719|XP_029717807.1|AEAL
OG0007753	Aladin|NP_572557.1|DMEL	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL
OG0007754	Uba5|NP_572722.2|DMEL	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL
OG0007755	CG43155|NP_572720.2|DMEL	LOC109431361|XP_019563127.1|AEAL
OG0007757	Tre1|NP_001284901.1|DMEL	LOC109427701|XP_019558833.1|AEAL
OG0007758	mmy|NP_609032.1|DMEL	LOC109427685|XP_019558819.2|AEAL
OG0007759	CG2218|NP_651790.1|DMEL	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL
OG0007760	CG15643|NP_788909.1|DMEL	LOC109431411|XP_019563172.2|AEAL
OG0007761	CG1486|NP_608450.1|DMEL	LOC109427663|XP_019558786.2|AEAL
OG0007762	tty|NP_728415.4|DMEL	LOC109431437|XP_029717865.1|AEAL
OG0007763	Ptth|NP_001285550.1|DMEL	LOC109431440|XP_019563190.2|AEAL
OG0007764	sws|NP_727224.2|DMEL	LOC109427657|XP_029717864.1|AEAL
OG0007765	sn|NP_727226.1|DMEL	LOC109427655|XP_029717867.1|AEAL
OG0007766	CG9813|NP_001262533.1|DMEL	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL
OG0007767	Actbeta|NP_651942.2|DMEL	LOC109431480|XP_029717329.1|AEAL
OG0007768	CG7872|NP_573044.1|DMEL	LOC109431454|XP_029717895.1|AEAL
OG0007769	mRpL3|NP_511166.2|DMEL	LOC109415583|XP_019545018.2|AEAL
OG0007770	CG12375|NP_609183.1|DMEL	LOC109431455|XP_019563206.2|AEAL
OG0007771	THG|NP_609737.1|DMEL	LOC109431470|XP_019563226.2|AEAL
OG0007772	CG14805|NP_569954.1|DMEL	LOC109415589|XP_019545025.2|AEAL
OG0007774	CG14838|NP_648138.1|DMEL	LOC109412170|XP_019541372.2|AEAL
OG0007775	mRNA-cap|NP_572952.1|DMEL	LOC109431612|XP_019563393.2|AEAL
OG0007776	CG6123|NP_573286.1|DMEL	LOC109412181|XP_029717914.1|AEAL
OG0007778	l_1_G0004|NP_608387.1|DMEL	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL
OG0007779	Golgin104|NP_648879.1|DMEL	LOC109405623|XP_029712345.1|AEAL
OG0007780	CG32795|NP_570029.1|DMEL	LOC109407160|XP_029713887.1|AEAL
OG0007781	sol|NP_476738.3|DMEL	LOC109405486|XP_019534118.2|AEAL
OG0007782	CG6379|NP_572148.2|DMEL	LOC109405510|XP_029712309.1|AEAL
OG0007783	Spt6|NP_651962.2|DMEL	LOC109405490|XP_019534123.2|AEAL
OG0007784	Cont|NP_649461.2|DMEL	LOC109405638|XP_019534251.1|AEAL
OG0007785	Socs16D|NP_001259662.1|DMEL	LOC109405502|XP_019534148.1|AEAL
OG0007786	Gsc|NP_001137762.2|DMEL	LOC109405483|XP_019534116.2|AEAL
OG0007787	TkR99D|NP_001263092.1|DMEL	LOC109405655|XP_019534270.1|AEAL
OG0007788	pinta|NP_651042.1|DMEL	LOC109419524|XP_019549288.2|AEAL
OG0007791	CG31068|NP_733205.3|DMEL	LOC109423511|XP_029722782.1|AEAL
OG0007792	CG17065|NP_001162805.1|DMEL	LOC109432171|XP_019564036.2|AEAL
OG0007793	CG14683|NP_788632.1|DMEL	LOC109431949|XP_019563797.2|AEAL
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC109430265|XP_019561854.2|AEAL
OG0007795	CG3040|NP_572372.1|DMEL	LOC109430282|XP_019561877.2|AEAL
OG0007796	CG13663|NP_651351.1|DMEL	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL
OG0007798	CG15531|NP_651780.1|DMEL	LOC109430346|XP_019561950.1|AEAL
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC109412457|XP_019541638.1|AEAL
