Orthogroup	DMEL.longest_only	AALB.longest_only
OG0006296	rictor|NP_573371.1|DMEL	LOC118463357|XP_035785769.1|AALB
OG0006297	chas|NP_001285381.1|DMEL	LOC118466091|XP_035790937.1|AALB
OG0006298	Fbxl4|NP_572951.1|DMEL	LOC118461726|XP_035783303.1|AALB
OG0006299	Tlk|NP_001138153.1|DMEL	LOC118464722|XP_035788191.1|AALB
OG0006300	Ugalt|NP_001138149.1|DMEL	LOC118461782|XP_035783407.1|AALB
OG0006301	CG9581|NP_608376.1|DMEL	LOC118460259|XP_035780328.1|AALB
OG0006302	sev|NP_511114.2|DMEL	LOC118465105|XP_035788944.1|AALB
OG0006303	Oda|NP_725104.1|DMEL	LOC118468541|XP_035795317.1|AALB
OG0006305	WASp|NP_651637.1|DMEL	LOC118461623|XP_035783066.1|AALB
OG0006306	5PtaseI|NP_001138108.1|DMEL	LOC118461600|XP_035783011.1|AALB
OG0006308	Rcp|NP_996493.1|DMEL	LOC118463970|XP_035786865.1|AALB
OG0006309	CG4678|NP_001138211.1|DMEL	LOC118460217|XP_035780229.1|AALB
OG0006311	CG2256|NP_572437.2|DMEL	LOC118465547|XP_035789770.1|AALB
OG0006312	Ldsdh1|NP_572436.1|DMEL	LOC118468837|XP_035795975.1|AALB
OG0006313	snz|NP_572421.1|DMEL	LOC118467803|XP_035794611.1|AALB
OG0006314	Paf-AHalpha|NP_727895.1|DMEL	LOC118461551|XP_035782898.1|AALB
OG0006315	mesh|NP_001163782.1|DMEL	LOC118463018|XP_035785148.1|AALB
OG0006316	CG14618|NP_608464.1|DMEL	LOC118457593|XP_035775187.1|AALB
OG0006317	Rab39|NP_572405.2|DMEL	LOC118468456|XP_035795134.1|AALB
OG0006318	CG8034|NP_573376.2|DMEL	LOC118457726|XP_035775414.1|AALB
OG0006319	Vamp7|NP_610524.1|DMEL	LOC118468591|XP_035795427.1|AALB
OG0006320	CARPB|NP_572581.1|DMEL	LOC118456502|XP_035773227.1|AALB
OG0006321	fh|NP_511094.1|DMEL	LOC118466569|XP_035792006.1|AALB
OG0006322	Ir8a|NP_727328.1|DMEL	LOC118466573|XP_035792012.1|AALB
OG0006323	AlkB|NP_001334682.1|DMEL	LOC118458746|XP_035777417.1|AALB
OG0006324	wapl|NP_525042.2|DMEL	LOC118461572|XP_035782959.1|AALB
OG0006325	KaiR1D|NP_650925.1|DMEL	LOC118462663|XP_035784456.1|AALB
OG0006326	CG7857|NP_648769.2|DMEL	LOC118461169|XP_035782062.1|AALB
OG0006327	gb|NP_651536.1|DMEL	LOC118468971|XP_035796239.1|AALB
OG0006328	CG7029|NP_788719.1|DMEL	LOC118456195|XP_035772649.1|AALB
OG0006329	HDAC4|NP_001259507.1|DMEL	LOC118462177|XP_035783999.1|AALB
OG0006330	ssh|NP_733063.1|DMEL	LOC118464657|XP_035788047.1|AALB
OG0006331	xmas|NP_001356948.1|DMEL	LOC118467416|XP_035793792.1|AALB
OG0006332	CG42237|NP_572855.1|DMEL	LOC118460893|XP_035781531.1|AALB
OG0006333	Tpst|NP_001259518.1|DMEL	LOC118460274|XP_035780354.1|AALB
OG0006334	CG14435|NP_572359.2|DMEL	LOC118466496|XP_035791815.1|AALB
OG0006335	Rassf|NP_651126.3|DMEL	LOC118464913|XP_035788577.1|AALB
OG0006336	CG15211|NP_001096945.1|DMEL	LOC118459083|XP_035778077.1|AALB
OG0006337	rtv|NP_572693.1|DMEL	LOC118468488|XP_035795209.1|AALB
OG0006339	CG8578|NP_573082.1|DMEL	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB
OG0006340	Rab10|NP_523419.1|DMEL	LOC118465869|XP_035790399.1|AALB
OG0006341	CG1354|NP_001356937.1|DMEL	LOC118458683|XP_035777292.1|AALB
OG0006342	Sp1|NP_001259388.1|DMEL	LOC118456744|XP_035773694.1|AALB
OG0006343	btd|NP_511100.1|DMEL	LOC118456724|XP_035773658.1|AALB
OG0006344	CG13005|NP_573168.1|DMEL	LOC118466444|XP_035791657.1|AALB
OG0006345	Efa6|NP_001163691.2|DMEL	LOC118460464|XP_035780681.1|AALB
OG0006346	Cisd2|NP_651684.1|DMEL	LOC118468323|XP_035794960.1|AALB
OG0006347	jar|NP_001014650.2|DMEL	LOC118461583|XP_035782971.1|AALB
OG0006348	w|NP_476787.1|DMEL	LOC118461309|XP_035782428.1|AALB
OG0006349	arm|NP_476666.1|DMEL	LOC118461711|XP_035783261.1|AALB
OG0006350	Pcd|NP_477360.2|DMEL	LOC118461925|XP_035783695.1|AALB
OG0006351	Pmp70|NP_608354.1|DMEL	LOC118462622|XP_035784357.1|AALB
OG0006352	Ciao1|NP_610996.1|DMEL	LOC118465168|XP_035789021.1|AALB
OG0006353	AdoR|NP_651772.1|DMEL	LOC118457074|XP_035774249.1|AALB
OG0006354	CG45049|NP_001287471.1|DMEL	LOC118457280|XP_035774615.1|AALB
OG0006355	LPCAT|NP_001036265.1|DMEL	LOC118457027|XP_035774157.1|AALB
OG0006356	CG4045|NP_569978.1|DMEL	LOC118461829|XP_035783483.1|AALB
OG0006357	RhoGAPp190|NP_001259658.1|DMEL	LOC118461140|XP_035782002.1|AALB
OG0006358	Bgb|NP_001261271.1|DMEL	LOC118458510|XP_035776975.1|AALB
OG0006359	SerRS-m|NP_524365.1|DMEL	LOC118462581|XP_035784285.1|AALB
OG0006360	CG14445|NP_001284934.1|DMEL	LOC118462588|XP_035784298.1|AALB
OG0006361	Ass|NP_649674.1|DMEL	LOC118461356|XP_035782476.1|AALB
OG0006362	egh|NP_525052.1|DMEL	LOC118466392|XP_035791528.1|AALB
OG0006364	Mt2|NP_001036355.1|DMEL	LOC118457719|XP_035775402.1|AALB
OG0006365	run|NP_523424.2|DMEL	LOC118458954|XP_035777833.1|AALB
OG0006366	RunxA|NP_001259747.1|DMEL	LOC118459652|XP_035779131.1|AALB
OG0006367	lz|NP_511099.2|DMEL	LOC118458817|XP_035777581.1|AALB
OG0006368	jdp|NP_651807.1|DMEL	LOC118464099|XP_035787068.1|AALB
OG0006369	tmod|NP_001247372.1|DMEL	LOC118463930|XP_035786786.1|AALB
OG0006370	CG7058|NP_573327.2|DMEL	LOC118460029|XP_035779865.1|AALB
OG0006371	Cpr100A|NP_651829.1|DMEL	LOC118460706|XP_035781116.1|AALB
OG0006372	Cpr97Ea|NP_651529.2|DMEL	LOC118465530|XP_035789751.1|AALB
OG0006373	oc|NP_001356934.1|DMEL	LOC118457618|XP_035775268.1|AALB
OG0006374	Upf2|NP_572434.1|DMEL	LOC118463184|XP_035785496.1|AALB
OG0006375	shtd|NP_573025.2|DMEL	LOC118464653|XP_035788012.1|AALB
OG0006376	c11.1|NP_652606.1|DMEL	LOC118465134|XP_035788968.1|AALB
OG0006377	CG6617|NP_573315.1|DMEL	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB
OG0006378	Gnpnat|NP_001263081.1|DMEL	LOC118468810|XP_035795922.1|AALB
OG0006379	CG5541|NP_996437.1|DMEL	LOC118467580|XP_035794122.1|AALB
OG0006381	l_1_G0007|NP_572947.1|DMEL	LOC118465272|XP_035789197.1|AALB
OG0006382	lic|NP_477162.1|DMEL	LOC118463072|XP_035785227.1|AALB
OG0006383	mew|NP_001285196.1|DMEL	LOC118468712|XP_035795738.1|AALB
OG0006384	REG|NP_572866.1|DMEL	LOC118465637|XP_035789940.1|AALB
OG0006385	Dcr-1|NP_524453.1|DMEL	LOC118460171|XP_035780167.1|AALB
OG0006386	Galt|NP_609062.2|DMEL	LOC118457589|XP_035775172.1|AALB
OG0006387	mRpS18C|NP_524593.1|DMEL	LOC118468994|XP_035796316.1|AALB
OG0006388	nonC|NP_727132.1|DMEL	LOC118465098|XP_035788921.1|AALB
OG0006389	mAChR-C|NP_572358.1|DMEL	LOC118465560|XP_035789847.1|AALB
OG0006392	PGAP1|NP_572245.1|DMEL	LOC118466535|XP_035791936.1|AALB
OG0006393	CG4278|NP_609790.1|DMEL	LOC118459940|XP_035779712.1|AALB
OG0006394	Prx3|NP_524387.1|DMEL	LOC118458395|XP_035776702.1|AALB
OG0006395	TrpRS|NP_524826.1|DMEL	LOC118460198|XP_035780199.1|AALB
OG0006396	CG14231|NP_608347.1|DMEL	LOC118464016|XP_035786962.1|AALB
OG0006397	CG2938|NP_570085.1|DMEL	LOC118461986|XP_035783814.1|AALB
OG0006398	wuho|NP_572307.1|DMEL	LOC118461991|XP_035783819.1|AALB
OG0006399	CG6299|NP_788906.1|DMEL	LOC118456882|XP_035773888.1|AALB
OG0006400	CG6294|NP_573026.1|DMEL	LOC118456879|XP_035773884.1|AALB
OG0006401	CG6865|NP_001246825.1|DMEL	LOC118456881|XP_035773886.1|AALB
OG0006402	rtet|NP_524429.1|DMEL	LOC118461435|XP_035782637.1|AALB
OG0006403	dmrt93B|NP_524428.1|DMEL	LOC118457002|XP_035774118.1|AALB
OG0006404	Lk6|NP_651986.2|DMEL	LOC118461789|XP_035783413.1|AALB
OG0006405	CG17687|NP_001368937.1|DMEL	LOC118461634|XP_035783093.1|AALB
OG0006406	CG1951|NP_651655.1|DMEL	LOC118457806|XP_035775551.1|AALB
OG0006407	CG1785|NP_572502.1|DMEL	LOC118468413|XP_035795070.1|AALB
OG0006408	Peritrophin-A|NP_523418.1|DMEL	LOC118459970|XP_035779758.1|AALB
OG0006409	p24-1|NP_572754.1|DMEL	LOC118459462|XP_035778765.1|AALB
OG0006410	Ubc7|NP_524684.2|DMEL	LOC118457597|XP_035775189.1|AALB
OG0006411	Lsm12a|NP_572777.2|DMEL	LOC118457493|XP_035775019.1|AALB
OG0006412	amon|NP_477318.1|DMEL	LOC118456826|XP_035773814.1|AALB
OG0006413	Yif1|NP_651498.1|DMEL	LOC118456827|XP_035773815.1|AALB
OG0006414	CG8043|NP_649814.1|DMEL	LOC118464924|XP_035788590.1|AALB
OG0006415	ZAP3|NP_001245607.1|DMEL	LOC118459463|XP_035778762.1|AALB
OG0006416	Dok|NP_572391.1|DMEL	LOC118459745|XP_035779322.1|AALB
OG0006417	Ts|NP_477367.1|DMEL	LOC118467060|XP_035792954.1|AALB
OG0006418	CG13003|NP_001162779.1|DMEL	LOC118464433|XP_035787703.1|AALB
OG0006419	CG11334|NP_651868.1|DMEL	LOC118461081|XP_035781866.1|AALB
OG0006420	tst|NP_524465.1|DMEL	LOC118456331|XP_035772881.1|AALB
OG0006421	CG7236|NP_608950.3|DMEL	LOC118456817|XP_035773802.1|AALB
OG0006422	CG11147|NP_608954.1|DMEL	LOC118460444|XP_035780641.1|AALB
OG0006423	Nop56|NP_651040.3|DMEL	LOC118468311|XP_035794942.1|AALB
OG0006424	mats|NP_651041.3|DMEL	LOC118468321|XP_035794959.1|AALB
OG0006425	CG13850|NP_651038.3|DMEL	LOC118458398|XP_035776701.1|AALB
OG0006426	CG13855|NP_651037.1|DMEL	LOC118458397|XP_035776700.1|AALB
OG0006427	Sce|NP_477509.1|DMEL	LOC118460086|XP_035779994.1|AALB
OG0006429	KrT95D|NP_524473.2|DMEL	LOC118460195|XP_035780193.1|AALB
OG0006430	CG5059|NP_649239.1|DMEL	LOC118456760|XP_035773717.1|AALB
OG0006431	Cad99C|NP_733314.1|DMEL	LOC118461001|XP_035781720.1|AALB
OG0006432	cdi|NP_524401.2|DMEL	LOC118461727|XP_035783304.1|AALB
OG0006433	Pli|NP_001097890.1|DMEL	LOC118469005|XP_035796332.1|AALB
OG0006434	Hand|NP_609370.2|DMEL	LOC118458642|XP_035777223.1|AALB
OG0006435	CG31064|NP_001287560.1|DMEL	LOC118468969|XP_035796227.1|AALB
OG0006436	Rrp45|NP_573163.1|DMEL	LOC118460538|XP_035780821.1|AALB
OG0006437	up|NP_001259522.1|DMEL	LOC118461884|XP_035783616.1|AALB
OG0006438	CG13692|NP_608523.1|DMEL	LOC118461383|XP_035782535.1|AALB
OG0006439	CG10345|NP_650563.2|DMEL	LOC118457630|XP_035775238.1|AALB
OG0006440	CG14892|NP_650562.1|DMEL	LOC118457631|XP_035775242.1|AALB
OG0006441	CG10280|NP_001246942.1|DMEL	LOC118459382|XP_035778576.1|AALB
OG0006442	CG13634|NP_651285.1|DMEL	LOC118456732|XP_035773670.1|AALB
OG0006443	CG1307|NP_649675.2|DMEL	LOC118468663|XP_035795594.1|AALB
OG0006444	spn-A|NP_524583.1|DMEL	LOC118457552|XP_035775112.1|AALB
OG0006445	tw|NP_569858.1|DMEL	LOC118457876|XP_035775692.1|AALB
OG0006446	dan|NP_001262948.1|DMEL	LOC118456516|XP_035773245.1|AALB
OG0006447	Bili|NP_651342.3|DMEL	LOC118456514|XP_035773242.1|AALB
OG0006448	CG5515|NP_651227.2|DMEL	LOC118460214|XP_035780223.1|AALB
OG0006449	CG13606|NP_001287498.1|DMEL	LOC118458130|XP_035776204.1|AALB
OG0006450	Sgt|NP_609842.1|DMEL	LOC118458668|XP_035777266.1|AALB
OG0006451	mei-P26|NP_001356936.1|DMEL	LOC118460533|XP_035780807.1|AALB
OG0006452	CG11790|NP_651326.1|DMEL	LOC118460555|XP_035780845.1|AALB
OG0006453	U4-U6-60K|NP_648990.1|DMEL	LOC118468524|XP_035795286.1|AALB
OG0006454	CG3703|NP_569874.1|DMEL	LOC118459350|XP_035778525.1|AALB
OG0006455	cpx|NP_001262248.1|DMEL	LOC118458473|XP_035776898.1|AALB
OG0006456	Vps24|NP_649451.1|DMEL	LOC118459124|XP_035778086.1|AALB
OG0006457	CG9799|NP_650284.2|DMEL	LOC118458093|XP_035776148.1|AALB
OG0006458	eEF1delta|NP_609361.1|DMEL	LOC118461518|XP_035782843.1|AALB
OG0006459	CG5346|NP_651058.1|DMEL	LOC118459587|XP_035779007.1|AALB
OG0006460	SMC1|NP_651211.2|DMEL	LOC118457542|XP_035775088.1|AALB
OG0006461	CG3337|NP_650957.1|DMEL	LOC118460668|XP_035781035.1|AALB
OG0006462	prt|NP_001097887.1|DMEL	LOC118461754|XP_035783374.1|AALB
OG0006463	CG6118|NP_001097806.1|DMEL	LOC118461753|XP_035783362.1|AALB
OG0006464	CG5910|NP_649226.1|DMEL	LOC118461343|XP_035782448.1|AALB
OG0006465	PIG-K|NP_569968.2|DMEL	LOC118459380|XP_035778574.1|AALB
OG0006466	HLH3B|NP_525055.1|DMEL	LOC118459377|XP_035778570.1|AALB
OG0006467	ChT|NP_650743.1|DMEL	LOC118457444|XP_035774929.1|AALB
OG0006468	mRpS24|NP_524476.1|DMEL	LOC118468571|XP_035795396.1|AALB
OG0006469	parvin|NP_608352.2|DMEL	LOC118460904|XP_035781541.1|AALB
OG0006470	IleRS-m|NP_648837.2|DMEL	LOC118468304|XP_035794935.1|AALB
OG0006471	GatB|NP_651217.2|DMEL	LOC118456584|XP_035773374.1|AALB
OG0006472	CG13607|NP_651215.1|DMEL	LOC118456581|XP_035773365.1|AALB
OG0006473	Zasp67|NP_648358.2|DMEL	LOC118457182|XP_035774415.1|AALB
OG0006474	CG15617|NP_611151.1|DMEL	LOC118457975|XP_035775915.1|AALB
OG0006475	SmD2|NP_649645.1|DMEL	LOC118457093|XP_035774274.1|AALB
OG0006476	xit|NP_572355.1|DMEL	LOC118460798|XP_035781302.1|AALB
OG0006477	Ilp7|NP_570070.1|DMEL	LOC118460799|XP_035781303.1|AALB
OG0006478	AP-1sigma|NP_651198.1|DMEL	LOC118459566|XP_035778959.1|AALB
OG0006479	CG31140|NP_001262893.1|DMEL	LOC118459555|XP_035778929.1|AALB
OG0006480	TTLL12|NP_610325.1|DMEL	LOC118459557|XP_035778942.1|AALB
OG0006481	Ada1-1|NP_723707.1|DMEL, Ada1-2|NP_723703.1|DMEL	LOC118460158|XP_035780151.1|AALB
OG0006482	yem|NP_001263054.1|DMEL	LOC118461755|XP_035783375.1|AALB
OG0006483	CG11069|NP_651307.2|DMEL	LOC118456277|XP_035772783.1|AALB
OG0006484	CG13643|NP_001262937.1|DMEL	LOC118460442|XP_035780635.1|AALB
OG0006485	nac|NP_649782.1|DMEL	LOC118460239|XP_035780288.1|AALB
OG0006486	TkR86C|NP_001097741.1|DMEL	LOC118457483|XP_035775001.1|AALB
OG0006487	TAF1B|NP_649982.1|DMEL	LOC118461452|XP_035782674.1|AALB
OG0006488	CG42553|NP_612060.2|DMEL	LOC118462060|XP_035783941.1|AALB
OG0006489	Inx3|NP_524730.1|DMEL	LOC118461463|XP_035782693.1|AALB
OG0006490	RhoGAP93B|NP_650939.2|DMEL	LOC118460942|XP_035781602.1|AALB
OG0006491	tos|NP_477145.1|DMEL	LOC118468305|XP_035794936.1|AALB
OG0006492	CG11000|NP_001097690.1|DMEL	LOC118457056|XP_035774197.1|AALB
OG0006493	Fim|NP_728074.1|DMEL	LOC118460453|XP_035780664.1|AALB
OG0006494	Top1|NP_511161.2|DMEL	LOC118459347|XP_035778516.1|AALB
OG0006495	CG33172|NP_788911.2|DMEL	LOC118458449|XP_035776825.1|AALB
OG0006496	Tsc1|NP_477415.1|DMEL	LOC118456577|XP_035773359.1|AALB
OG0006497	Paip2|NP_524334.1|DMEL	LOC118468776|XP_035795860.1|AALB
OG0006498	CG7381|NP_650242.1|DMEL	LOC118458411|XP_035776720.1|AALB
OG0006499	CG34347|NP_001368952.1|DMEL	LOC118456421|XP_035773048.1|AALB
OG0006500	CG4957|NP_609366.2|DMEL	LOC118457530|XP_035775073.1|AALB
OG0006501	Tpi|NP_788764.1|DMEL	LOC118457531|XP_035775075.1|AALB
OG0006502	CG31030|NP_001036775.1|DMEL	LOC118458468|XP_035776886.1|AALB
OG0006503	Mlc2|NP_524586.1|DMEL	LOC118461214|XP_035782170.1|AALB
OG0006504	CG1983|NP_651776.2|DMEL	LOC118458382|XP_035776681.1|AALB
OG0006505	Rnb|NP_651726.1|DMEL	LOC118460808|XP_035781312.1|AALB
OG0006506	CG32022|NP_729403.1|DMEL	LOC118467453|XP_035793856.1|AALB
OG0006507	Lgr1|NP_524393.2|DMEL	LOC118458399|XP_035776703.1|AALB
OG0006508	TyrRII|NP_650651.1|DMEL	LOC118458704|XP_035777336.1|AALB
OG0006509	CG1504|NP_608382.2|DMEL	LOC118457061|XP_035774214.1|AALB
OG0006510	cwo|NP_524775.1|DMEL	LOC118460419|XP_035780600.1|AALB
OG0006511	CG31342|NP_001097763.1|DMEL	LOC118460898|XP_035781533.1|AALB
OG0006512	Nep4|NP_650904.3|DMEL	LOC118458262|XP_035776446.1|AALB
OG0006513	CtBP|NP_001262522.1|DMEL	LOC118456726|XP_035773655.1|AALB
OG0006514	EMC6|NP_651320.1|DMEL	LOC118459965|XP_035779747.1|AALB
OG0006515	CG6005|NP_650771.1|DMEL	LOC118459958|XP_035779739.1|AALB
OG0006516	CG13627|NP_651279.1|DMEL	LOC118468645|XP_035795560.1|AALB
OG0006517	Ppox|NP_651278.2|DMEL	LOC118468647|XP_035795566.1|AALB
OG0006518	slo|NP_001262924.1|DMEL	LOC118459162|XP_035778150.1|AALB
OG0006519	CG31126|NP_733027.2|DMEL	LOC118468650|XP_035795570.1|AALB
OG0006520	CG7920|NP_651762.1|DMEL	LOC118457924|XP_035775827.1|AALB
OG0006521	MetRS-m|NP_650348.1|DMEL	LOC118457952|XP_035775868.1|AALB
OG0006522	Tace|NP_733334.1|DMEL	LOC118457949|XP_035775860.1|AALB
OG0006523	Trs33|NP_650450.1|DMEL	LOC118457958|XP_035775877.1|AALB
OG0006524	CG11070|NP_609060.1|DMEL	LOC118457753|XP_035775462.1|AALB
OG0006525	kek5|NP_573382.1|DMEL	LOC118459262|XP_035778360.1|AALB
OG0006526	Osi16|NP_731065.1|DMEL	LOC118459264|XP_035778377.1|AALB
OG0006527	Osi15|NP_649636.1|DMEL	LOC118459265|XP_035778379.1|AALB
OG0006528	Osi14|NP_649635.1|DMEL	LOC118458805|XP_035777566.1|AALB
OG0006529	CG15594|NP_731062.1|DMEL	LOC118456348|XP_035772904.1|AALB
OG0006530	Osi12|NP_649631.1|DMEL	LOC118456436|XP_035773087.1|AALB
OG0006531	Osi8|NP_649627.1|DMEL	LOC118458402|XP_035776712.1|AALB
OG0006532	Osi24|NP_649620.2|DMEL	LOC118459059|XP_035777983.1|AALB
OG0006533	Loxl2|NP_523806.2|DMEL	LOC118461326|XP_035782425.1|AALB
OG0006534	Trax|NP_732021.2|DMEL	LOC118456302|XP_035772833.1|AALB
OG0006535	Atg6|NP_651209.1|DMEL	LOC118460765|XP_035781254.1|AALB
OG0006536	disp|NP_524734.2|DMEL	LOC118462025|XP_035783888.1|AALB
OG0006537	IntS12|NP_651507.1|DMEL	LOC118460215|XP_035780224.1|AALB
OG0006538	side|NP_001247334.1|DMEL	LOC118468595|XP_035795444.1|AALB
OG0006539	CG31051|NP_001263037.1|DMEL	LOC118468921|XP_035796123.1|AALB
OG0006540	CG31431|NP_732672.1|DMEL	LOC118459905|XP_035779627.1|AALB
OG0006541	CG11899|NP_652046.1|DMEL	LOC118462078|XP_035783986.1|AALB
OG0006542	Mesh1|NP_651682.1|DMEL	LOC118462082|XP_035783991.1|AALB
OG0006543	CG5521|NP_001163748.1|DMEL	LOC118460726|XP_035781169.1|AALB
OG0006544	Cortactin|NP_524426.2|DMEL	LOC118460731|XP_035781180.1|AALB
OG0006545	CG13365|NP_569849.1|DMEL	LOC118460919|XP_035781565.1|AALB
OG0006546	sav|NP_788721.1|DMEL	LOC118460915|XP_035781559.1|AALB
OG0006547	puf|NP_001262923.1|DMEL	LOC118461332|XP_035782429.1|AALB
OG0006548	CG33977|NP_001034051.1|DMEL	LOC118458108|XP_035776174.1|AALB
OG0006549	CG17565|NP_650540.1|DMEL	LOC118458290|XP_035776506.1|AALB
OG0006550	CycG|NP_524609.2|DMEL	LOC118458289|XP_035776505.1|AALB
OG0006551	phm|NP_573319.1|DMEL	LOC118461005|XP_035781740.1|AALB
OG0006552	fu|NP_477499.1|DMEL	LOC118458059|XP_035776087.1|AALB
OG0006553	CG5880|NP_651539.3|DMEL	LOC118463505|XP_035785997.1|AALB
OG0006554	CG16791|NP_650967.2|DMEL	LOC118462568|XP_035784259.1|AALB
OG0006555	DhpD|NP_649439.1|DMEL	LOC118462573|XP_035784269.1|AALB
OG0006556	CG31469|NP_731853.2|DMEL	LOC118456672|XP_035773536.1|AALB
OG0006557	CG5270|NP_731570.2|DMEL	LOC118466707|XP_035792248.1|AALB
OG0006558	CG4467|NP_001036747.1|DMEL	LOC118465920|XP_035790507.1|AALB
OG0006559	CG8500|NP_649948.1|DMEL	LOC118465253|XP_035789167.1|AALB
OG0006560	CG7834|NP_651727.1|DMEL	LOC118460768|XP_035781257.1|AALB
OG0006561	CG7789|NP_651728.1|DMEL	LOC118460766|XP_035781255.1|AALB
OG0006562	Ser|NP_524527.3|DMEL	LOC118458988|XP_035777880.1|AALB
OG0006563	CG33098|NP_788657.1|DMEL	LOC118456288|XP_035772795.1|AALB
OG0006564	GstD11|NP_001138040.1|DMEL	LOC118458940|XP_035777812.1|AALB
OG0006565	Cad89D|NP_650554.3|DMEL	LOC118458645|XP_035777228.1|AALB
OG0006566	l_3_L1231|NP_650379.1|DMEL	LOC118459569|XP_035778962.1|AALB
OG0006567	ATPsynCF6|NP_477194.1|DMEL	LOC118457144|XP_035774350.1|AALB
OG0006568	DNApol-epsilon255|NP_524462.2|DMEL	LOC118457141|XP_035774348.1|AALB
OG0006569	DNApol-epsilon58|NP_647995.1|DMEL	LOC118457142|XP_035774349.1|AALB
OG0006570	Hph|NP_730906.1|DMEL	LOC118456264|XP_035772758.1|AALB
OG0006571	Dph5|NP_524452.4|DMEL	LOC118458903|XP_035777755.1|AALB
OG0006572	mRpL37|NP_524306.3|DMEL	LOC118457551|XP_035775111.1|AALB
OG0006573	Neurochondrin|NP_649658.1|DMEL	LOC118457919|XP_035775812.1|AALB
OG0006574	Rfx|NP_001247023.2|DMEL	LOC118461674|XP_035783153.1|AALB
OG0006575	Spase12|NP_788760.1|DMEL	LOC118459385|XP_035778580.1|AALB
OG0006576	HDAC11|NP_733048.1|DMEL	LOC118456719|XP_035773649.1|AALB
OG0006577	mRpL1|NP_524275.1|DMEL	LOC118456785|XP_035773758.1|AALB
OG0006578	Nct|NP_001262932.1|DMEL	LOC118456716|XP_035773645.1|AALB
OG0006579	Uba4|NP_609240.2|DMEL	LOC118456717|XP_035773647.1|AALB
OG0006580	CG5292|NP_650610.1|DMEL	LOC118459565|XP_035778958.1|AALB
OG0006581	CG1113|NP_649522.1|DMEL	LOC118461949|XP_035783736.1|AALB
OG0006582	CG7523|NP_650643.2|DMEL	LOC118461952|XP_035783740.1|AALB
OG0006583	Sur-8|NP_001262665.1|DMEL	LOC118468309|XP_035794940.1|AALB
OG0006584	CG12795|NP_001097074.1|DMEL	LOC118468550|XP_035795338.1|AALB
OG0006585	CG43394|NP_001245938.1|DMEL	LOC118457948|XP_035775855.1|AALB
OG0006586	CG15525|NP_651757.1|DMEL	LOC118461006|XP_035781742.1|AALB
OG0006587	Sas-6|NP_651756.1|DMEL	LOC118461218|XP_035782185.1|AALB
OG0006588	Abd-B|NP_524896.2|DMEL	LOC118457659|XP_035775297.1|AALB
OG0006589	Scr|NP_001368995.1|DMEL	LOC118460355|XP_035780490.1|AALB
OG0006590	Dfd|NP_477201.1|DMEL	LOC118457612|XP_035775218.1|AALB
OG0006591	chb|NP_524651.2|DMEL	LOC118465940|XP_035790547.1|AALB
OG0006592	CG11722|NP_649970.1|DMEL	LOC118465951|XP_035790572.1|AALB
OG0006593	CG3909|NP_649969.1|DMEL	LOC118465946|XP_035790566.1|AALB
OG0006594	CG3408|NP_648328.1|DMEL	LOC118466120|XP_035790959.1|AALB
OG0006595	Asph|NP_001261020.1|DMEL	LOC118467974|XP_035794855.1|AALB
OG0006596	sano|NP_001286595.1|DMEL	LOC118465402|XP_035789506.1|AALB
OG0006597	dos|NP_523890.2|DMEL	LOC118463554|XP_035786069.1|AALB
OG0006598	CG31717|NP_723543.1|DMEL	LOC118464476|XP_035787780.1|AALB
OG0006599	CG6310|NP_648429.2|DMEL	LOC118463899|XP_035786724.1|AALB
OG0006600	lqf|NP_729266.2|DMEL	LOC118465400|XP_035789493.1|AALB
OG0006601	ND-SGDH|NP_652042.1|DMEL	LOC118463329|XP_035785719.1|AALB
OG0006602	Atg12|NP_648551.3|DMEL	LOC118463330|XP_035785720.1|AALB
OG0006603	CG5645|NP_648550.1|DMEL	LOC118463315|XP_035785693.1|AALB
OG0006604	CG5895|NP_648828.3|DMEL	LOC118463321|XP_035785705.1|AALB
OG0006605	CG4660|NP_572293.1|DMEL	LOC118465540|XP_035789760.1|AALB
OG0006606	ndl|NP_523947.2|DMEL	LOC118464905|XP_035788560.1|AALB
OG0006607	tna|NP_001368945.1|DMEL	LOC118462493|XP_035784099.1|AALB
OG0006608	CG1161|NP_649528.2|DMEL	LOC118462501|XP_035784113.1|AALB
OG0006609	Atg13|NP_649796.1|DMEL	LOC118465719|XP_035790053.1|AALB
OG0006610	Taf4|NP_001137958.1|DMEL	LOC118465714|XP_035790038.1|AALB
OG0006611	CG13937|NP_728689.2|DMEL	LOC118464869|XP_035788484.1|AALB
OG0006612	Aprt|NP_476637.1|DMEL	LOC118464872|XP_035788499.1|AALB
OG0006613	Tmhs|NP_647674.1|DMEL	LOC118464871|XP_035788490.1|AALB
OG0006614	dsb|NP_001097477.1|DMEL	LOC118464867|XP_035788482.1|AALB
OG0006615	CG5687|NP_647678.3|DMEL	LOC118463697|XP_035786373.1|AALB
OG0006616	dally|NP_523983.1|DMEL	LOC118466391|XP_035791521.1|AALB
OG0006617	Ndfip|NP_730291.1|DMEL	LOC118466397|XP_035791542.1|AALB
OG0006618	I-2|NP_001097564.1|DMEL	LOC118466085|XP_035790877.1|AALB
