Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0006525	kek5|NP_573382.1|DMEL	LOC120421197|XP_039440334.1|CPIP
OG0006526	Osi16|NP_731065.1|DMEL	LOC120430080|XP_039451104.1|CPIP
OG0006527	Osi15|NP_649636.1|DMEL	LOC120430084|XP_039451107.1|CPIP
OG0006528	Osi14|NP_649635.1|DMEL	LOC120430081|XP_039451105.1|CPIP
OG0006529	CG15594|NP_731062.1|DMEL	LOC120430908|XP_039451964.1|CPIP
OG0006530	Osi12|NP_649631.1|DMEL	LOC120430909|XP_039451965.1|CPIP
OG0006531	Osi8|NP_649627.1|DMEL	LOC120429546|XP_039450537.1|CPIP
OG0006532	Osi24|NP_649620.2|DMEL	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	Trax|NP_732021.2|DMEL	LOC120430272|XP_039451292.1|CPIP
OG0006535	Atg6|NP_651209.1|DMEL	LOC120432518|XP_039453670.1|CPIP
OG0006536	disp|NP_524734.2|DMEL	LOC120422554|XP_039441963.1|CPIP
OG0006538	side|NP_001247334.1|DMEL	LOC120414274|XP_039431330.1|CPIP
OG0006539	CG31051|NP_001263037.1|DMEL	LOC120426158|XP_039446808.1|CPIP
OG0006540	CG31431|NP_732672.1|DMEL	LOC120430171|XP_039451185.1|CPIP
OG0006541	CG11899|NP_652046.1|DMEL	LOC120424234|XP_039444231.1|CPIP
OG0006542	Mesh1|NP_651682.1|DMEL	LOC120424235|XP_039444232.1|CPIP
OG0006543	CG5521|NP_001163748.1|DMEL	LOC120428724|XP_039449731.1|CPIP
OG0006544	Cortactin|NP_524426.2|DMEL	LOC120421005|XP_039440053.1|CPIP
OG0006545	CG13365|NP_569849.1|DMEL	LOC120421011|XP_039440063.1|CPIP
OG0006546	sav|NP_788721.1|DMEL	LOC120421004|XP_039440052.1|CPIP
OG0006547	puf|NP_001262923.1|DMEL	LOC120423818|XP_039443674.1|CPIP
OG0006549	CG17565|NP_650540.1|DMEL	LOC120431860|XP_039452930.1|CPIP
OG0006550	CycG|NP_524609.2|DMEL	LOC120430430|XP_039451467.1|CPIP
OG0006551	phm|NP_573319.1|DMEL	LOC120417093|XP_039435006.1|CPIP
OG0006552	fu|NP_477499.1|DMEL	LOC120417096|XP_039435008.1|CPIP
OG0006553	CG5880|NP_651539.3|DMEL	LOC120425055|XP_039445361.1|CPIP
OG0006554	CG16791|NP_650967.2|DMEL	LOC120425081|XP_039445410.1|CPIP
OG0006555	DhpD|NP_649439.1|DMEL	LOC120425041|XP_039445345.1|CPIP
OG0006556	CG31469|NP_731853.2|DMEL	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	CG5270|NP_731570.2|DMEL	LOC120415977|XP_039433561.1|CPIP
OG0006558	CG4467|NP_001036747.1|DMEL	LOC120420750|XP_039439784.1|CPIP
OG0006559	CG8500|NP_649948.1|DMEL	LOC120420756|XP_039439793.1|CPIP
OG0006560	CG7834|NP_651727.1|DMEL	LOC120420757|XP_039439794.1|CPIP
OG0006561	CG7789|NP_651728.1|DMEL	LOC120420755|XP_039439792.1|CPIP
OG0006562	Ser|NP_524527.3|DMEL	LOC120423337|XP_039443042.1|CPIP
OG0006563	CG33098|NP_788657.1|DMEL	LOC120423354|XP_039443063.1|CPIP
OG0006564	GstD11|NP_001138040.1|DMEL	LOC120423342|XP_039443046.1|CPIP
OG0006565	Cad89D|NP_650554.3|DMEL	LOC120423326|XP_039443021.1|CPIP
OG0006566	l_3_L1231|NP_650379.1|DMEL	LOC120425364|XP_039445802.1|CPIP
OG0006574	Rfx|NP_001247023.2|DMEL	LOC120427401|XP_039448191.1|CPIP
OG0006575	Spase12|NP_788760.1|DMEL	LOC120425432|XP_039445895.1|CPIP
OG0006576	HDAC11|NP_733048.1|DMEL	LOC120422561|XP_039441977.1|CPIP
OG0006577	mRpL1|NP_524275.1|DMEL	LOC120422560|XP_039441976.1|CPIP
OG0006578	Nct|NP_001262932.1|DMEL	LOC120422578|XP_039442000.1|CPIP
OG0006579	Uba4|NP_609240.2|DMEL	LOC120422558|XP_039441975.1|CPIP
OG0006580	CG5292|NP_650610.1|DMEL	LOC120425376|XP_039445822.1|CPIP
OG0006581	CG1113|NP_649522.1|DMEL	LOC120425366|XP_039445808.1|CPIP
OG0006582	CG7523|NP_650643.2|DMEL	LOC120425374|XP_039445816.1|CPIP
OG0006583	Sur-8|NP_001262665.1|DMEL	LOC120425378|XP_039445825.1|CPIP
OG0006584	CG12795|NP_001097074.1|DMEL	LOC120425390|XP_039445841.1|CPIP
OG0006585	CG43394|NP_001245938.1|DMEL	LOC120430432|XP_039451472.1|CPIP
OG0006586	CG15525|NP_651757.1|DMEL	LOC120417079|XP_039434983.1|CPIP
OG0006587	Sas-6|NP_651756.1|DMEL	LOC120417076|XP_039434978.1|CPIP
OG0006588	Abd-B|NP_524896.2|DMEL	LOC120417077|XP_039434979.1|CPIP
OG0006590	Dfd|NP_477201.1|DMEL	LOC120427725|XP_039448562.1|CPIP
OG0006591	chb|NP_524651.2|DMEL	LOC120428066|XP_039448959.1|CPIP
OG0006592	CG11722|NP_649970.1|DMEL	LOC120428078|XP_039448989.1|CPIP
OG0006593	CG3909|NP_649969.1|DMEL	LOC120428077|XP_039448987.1|CPIP
OG0006594	CG3408|NP_648328.1|DMEL	LOC120428072|XP_039448980.1|CPIP
OG0006595	Asph|NP_001261020.1|DMEL	LOC120428684|XP_039449676.1|CPIP
OG0006596	sano|NP_001286595.1|DMEL	LOC120428682|XP_039449671.1|CPIP
OG0006597	dos|NP_523890.2|DMEL	LOC120428696|XP_039449700.1|CPIP
OG0006598	CG31717|NP_723543.1|DMEL	LOC120428691|XP_039449693.1|CPIP
OG0006599	CG6310|NP_648429.2|DMEL	LOC120427604|XP_039448415.1|CPIP
OG0006600	lqf|NP_729266.2|DMEL	LOC120427602|XP_039448408.1|CPIP
OG0006601	ND-SGDH|NP_652042.1|DMEL	LOC120427611|XP_039448426.1|CPIP
OG0006602	Atg12|NP_648551.3|DMEL	LOC120427612|XP_039448427.1|CPIP
OG0006603	CG5645|NP_648550.1|DMEL	LOC120427620|XP_039448434.1|CPIP
OG0006604	CG5895|NP_648828.3|DMEL	LOC120427616|XP_039448430.1|CPIP
OG0006605	CG4660|NP_572293.1|DMEL	LOC120427622|XP_039448437.1|CPIP
OG0006606	ndl|NP_523947.2|DMEL	LOC120427605|XP_039448416.1|CPIP
OG0006607	tna|NP_001368945.1|DMEL	LOC120427606|XP_039448417.1|CPIP
OG0006608	CG1161|NP_649528.2|DMEL	LOC120428398|XP_039449345.1|CPIP
OG0006609	Atg13|NP_649796.1|DMEL	LOC120423012|XP_039442578.1|CPIP
OG0006610	Taf4|NP_001137958.1|DMEL	LOC120423007|XP_039442564.1|CPIP
OG0006611	CG13937|NP_728689.2|DMEL	LOC120423016|XP_039442588.1|CPIP
OG0006612	Aprt|NP_476637.1|DMEL	LOC120423024|XP_039442601.1|CPIP
OG0006613	Tmhs|NP_647674.1|DMEL	LOC120423022|XP_039442596.1|CPIP
OG0006614	dsb|NP_001097477.1|DMEL	LOC120423010|XP_039442575.1|CPIP
OG0006615	CG5687|NP_647678.3|DMEL	LOC120423001|XP_039442557.1|CPIP
OG0006616	dally|NP_523983.1|DMEL	LOC120423004|XP_039442560.1|CPIP
OG0006617	Ndfip|NP_730291.1|DMEL	LOC120422999|XP_039442551.1|CPIP
OG0006618	I-2|NP_001097564.1|DMEL	LOC120417825|XP_039435973.1|CPIP
OG0006619	CG2034|NP_647704.1|DMEL	LOC120430251|XP_039451270.1|CPIP
OG0006620	ecd|NP_647707.1|DMEL	LOC120430252|XP_039451271.1|CPIP
OG0006621	CG14830|NP_648095.2|DMEL	LOC120430256|XP_039451275.1|CPIP
OG0006622	Sf3b3|NP_728546.1|DMEL	LOC120421741|XP_039440941.1|CPIP
OG0006623	emc|NP_523876.2|DMEL	LOC120421747|XP_039440954.1|CPIP
OG0006624	Tdc2|NP_724489.1|DMEL	LOC120422869|XP_039442352.1|CPIP
OG0006625	Rpp25|NP_724490.1|DMEL	LOC120422862|XP_039442345.1|CPIP
OG0006626	CG7791|NP_610183.1|DMEL	LOC120422860|XP_039442343.1|CPIP
OG0006627	Cul4|NP_610352.2|DMEL	LOC120422849|XP_039442329.1|CPIP
OG0006628	Asap|NP_001014504.1|DMEL	LOC120422826|XP_039442294.1|CPIP
OG0006629	CG9346|NP_611535.1|DMEL	LOC120417405|XP_039435380.1|CPIP
OG0006630	CG13203|NP_610680.2|DMEL	LOC120424202|XP_039444195.1|CPIP
OG0006631	Srp9|NP_648163.1|DMEL	LOC120424170|XP_039444158.1|CPIP
OG0006632	ClC-b|NP_610798.1|DMEL	LOC120424188|XP_039444179.1|CPIP
OG0006633	CG13920|NP_647639.1|DMEL	LOC120424193|XP_039444186.1|CPIP
OG0006634	CG3862|NP_608550.1|DMEL	LOC120424199|XP_039444191.1|CPIP
OG0006635	mRpL48|NP_608613.1|DMEL	LOC120424201|XP_039444194.1|CPIP
OG0006636	ND-B18|NP_572993.1|DMEL	LOC120417824|XP_039435972.1|CPIP
OG0006637	CG8270|NP_648047.2|DMEL	LOC120417797|XP_039435929.1|CPIP
OG0006638	Cog6|NP_724783.1|DMEL	LOC120424425|XP_039444475.1|CPIP
OG0006639	Pkn|NP_001097237.1|DMEL	LOC120424424|XP_039444474.1|CPIP
OG0006640	CG2906|NP_001097225.1|DMEL	LOC120427196|XP_039447992.1|CPIP
OG0006641	Mef2|NP_001260842.1|DMEL	LOC120426918|XP_039447660.1|CPIP
OG0006642	nahoda|NP_523815.2|DMEL	LOC120427452|XP_039448256.1|CPIP
OG0006643	HSPC300|NP_726400.1|DMEL	LOC120427168|XP_039447965.1|CPIP
OG0006644	CG7600|NP_648453.1|DMEL	LOC120419752|XP_039438504.1|CPIP
OG0006645	cyst|NP_001260588.1|DMEL	LOC120419734|XP_039438462.1|CPIP
OG0006646	Zip48C|NP_610712.1|DMEL	LOC120419754|XP_039438510.1|CPIP
OG0006647	CG15080|NP_611374.1|DMEL	LOC120429770|XP_039450761.1|CPIP
OG0006648	CNMa|NP_647669.2|DMEL	LOC120419768|XP_039438530.1|CPIP
OG0006649	CG34045|NP_001033961.2|DMEL	LOC120419496|XP_039438121.1|CPIP
OG0006650	Epac|NP_001097202.2|DMEL	LOC120423495|XP_039443264.1|CPIP
OG0006651	skd|NP_730591.2|DMEL	LOC120417406|XP_039435381.1|CPIP
OG0006652	CG32075|NP_648428.1|DMEL	LOC120423186|XP_039442822.1|CPIP
OG0006653	Spn|NP_001246578.1|DMEL	LOC120416544|XP_039434201.1|CPIP
OG0006654	Rev1|NP_612047.1|DMEL	LOC120416550|XP_039434214.1|CPIP
OG0006655	gry|NP_647785.3|DMEL	LOC120421330|XP_039440432.1|CPIP
OG0006656	Src64B|NP_001286937.1|DMEL	LOC120429275|XP_039450431.1|CPIP
OG0006657	galla-1|NP_611509.1|DMEL	LOC120422637|XP_039442069.1|CPIP
OG0006658	dib|NP_524810.2|DMEL	LOC120418865|XP_039437333.1|CPIP
OG0006659	CG1136|NP_647853.1|DMEL	LOC120418868|XP_039437337.1|CPIP
OG0006660	l_3_mbn|NP_729143.2|DMEL	LOC120418901|XP_039437365.1|CPIP
OG0006661	fmt|NP_001261470.1|DMEL	LOC120427559|XP_039448367.1|CPIP
OG0006662	Vps29|NP_608575.1|DMEL	LOC120425589|XP_039446102.1|CPIP
OG0006663	ple|NP_476898.1|DMEL	LOC120412867|XP_039429428.1|CPIP
OG0006664	AP-2mu|NP_732744.1|DMEL	LOC120423653|XP_039443469.1|CPIP
OG0006665	CG1233|NP_612034.1|DMEL	LOC120426040|XP_039446654.1|CPIP
OG0006666	CG33786|NP_001027444.1|DMEL	LOC120425583|XP_039446090.1|CPIP
OG0006667	CG3634|NP_649260.1|DMEL	LOC120424186|XP_039444177.1|CPIP
OG0006668	Hey|NP_523657.1|DMEL	LOC120425489|XP_039445972.1|CPIP
OG0006669	BBS1|NP_648080.1|DMEL	LOC120426258|XP_039446932.1|CPIP
OG0006670	Acbp2|NP_729218.1|DMEL	LOC120426394|XP_039447087.1|CPIP
OG0006671	melt|NP_523953.2|DMEL	LOC120425899|XP_039446453.1|CPIP
OG0006672	rhea|NP_648238.1|DMEL	LOC120425745|XP_039446308.1|CPIP
OG0006673	Prpk|NP_647948.1|DMEL	LOC120426351|XP_039447049.1|CPIP
OG0006674	CG12038|NP_995949.1|DMEL	LOC120427485|XP_039448282.1|CPIP
OG0006675	RfC4|NP_523915.1|DMEL	LOC120427045|XP_039447814.1|CPIP
OG0006676	bc10|NP_647972.1|DMEL	LOC120428977|XP_039450044.1|CPIP
OG0006677	Culd|NP_729364.1|DMEL	LOC120424373|XP_039444401.1|CPIP
OG0006678	CG4186|NP_652281.1|DMEL	LOC120424384|XP_039444418.1|CPIP
OG0006679	Snup|NP_001137877.1|DMEL	LOC120424375|XP_039444406.1|CPIP
OG0006680	CG31036|NP_733329.1|DMEL	LOC120432611|XP_039453792.1|CPIP
OG0006681	corn|NP_729220.2|DMEL	LOC120432596|XP_039453769.1|CPIP
OG0006682	Bre1|NP_647989.2|DMEL	LOC120432600|XP_039453775.1|CPIP
OG0006683	Tektin-C|NP_523940.2|DMEL	LOC120432602|XP_039453783.1|CPIP
OG0006684	GAPcenA|NP_001097549.1|DMEL	LOC120432599|XP_039453772.1|CPIP
OG0006685	Lsm11|NP_610522.1|DMEL	LOC120432604|XP_039453784.1|CPIP
OG0006686	tow|NP_001261489.1|DMEL	LOC120432616|XP_039453797.1|CPIP
OG0006687	Cyp308a1|NP_573320.1|DMEL	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	loj|NP_729140.2|DMEL	LOC120426872|XP_039447612.1|CPIP
OG0006689	RabX5|NP_647644.2|DMEL	LOC120422837|XP_039442312.1|CPIP
OG0006690	CG18622|NP_650579.1|DMEL	LOC120425356|XP_039445797.1|CPIP
OG0006691	CG32099|NP_729788.1|DMEL	LOC120428819|XP_039449859.1|CPIP
OG0006692	Vta1|NP_647640.1|DMEL	LOC120428815|XP_039449851.1|CPIP
OG0006693	Jafrac2|NP_525002.1|DMEL	LOC120425979|XP_039446567.1|CPIP
OG0006694	Vinc|NP_476820.1|DMEL	LOC120422319|XP_039441640.1|CPIP
OG0006695	CG32354|NP_729380.1|DMEL	LOC120420567|XP_039439578.1|CPIP
OG0006696	tctn|NP_608998.2|DMEL	LOC120420562|XP_039439565.1|CPIP
OG0006697	CG3529|NP_648315.1|DMEL	LOC120420570|XP_039439582.1|CPIP
OG0006698	Syx8|NP_524113.1|DMEL	LOC120430176|XP_039451194.1|CPIP
OG0006699	Cht7|NP_647768.3|DMEL	LOC120415757|XP_039433299.1|CPIP
OG0006700	CG32040|NP_729470.1|DMEL	LOC120415746|XP_039433286.1|CPIP
OG0006701	Elp2|NP_610600.1|DMEL	LOC120415750|XP_039433292.1|CPIP
OG0006702	miple1|NP_612022.1|DMEL	LOC120424875|XP_039445067.1|CPIP
OG0006703	TSG101|NP_524120.1|DMEL	LOC120424885|XP_039445105.1|CPIP
OG0006704	kud|NP_648925.1|DMEL	LOC120424876|XP_039445069.1|CPIP
OG0006705	CG13743|NP_610444.2|DMEL	LOC120418872|XP_039437341.1|CPIP
OG0006706	Reg-5|NP_477173.1|DMEL	LOC120418870|XP_039437339.1|CPIP
OG0006707	Alg3|NP_523829.2|DMEL	LOC120418874|XP_039437342.1|CPIP
OG0006708	Pstk|NP_608329.1|DMEL	LOC120418875|XP_039437343.1|CPIP
OG0006709	CG1824|NP_572810.1|DMEL	LOC120426790|XP_039447501.1|CPIP
OG0006711	jv|NP_001246649.1|DMEL	LOC120430314|XP_039451346.1|CPIP
OG0006712	msn|NP_524679.3|DMEL	LOC120430453|XP_039451495.1|CPIP
OG0006713	galla-2|NP_648416.1|DMEL	LOC120430400|XP_039451440.1|CPIP
OG0006714	OXA1L|NP_648417.1|DMEL	LOC120430392|XP_039451433.1|CPIP
OG0006715	Rexo5|NP_648050.1|DMEL	LOC120422828|XP_039442299.1|CPIP
OG0006716	Sf3b2|NP_608739.1|DMEL	LOC120422840|XP_039442315.1|CPIP
OG0006717	CG10646|NP_648581.1|DMEL	LOC120422858|XP_039442341.1|CPIP
OG0006718	vih|NP_648582.1|DMEL	LOC120426248|XP_039446923.1|CPIP
OG0006719	Cpr73D|NP_001097627.1|DMEL	LOC120430320|XP_039451354.1|CPIP
OG0006720	CG13699|NP_649033.1|DMEL	LOC120430749|XP_039451789.1|CPIP
OG0006721	CG10616|NP_001246734.1|DMEL	LOC120421340|XP_039440456.1|CPIP
OG0006722	CG4998|NP_001036609.1|DMEL	LOC120428346|XP_039449281.1|CPIP
OG0006723	snRNP-U1-70K|NP_477205.1|DMEL	LOC120428335|XP_039449268.1|CPIP
OG0006724	RabX4|NP_733043.1|DMEL	LOC120420661|XP_039439689.1|CPIP
OG0006725	CG34150|NP_001036756.2|DMEL	LOC120420688|XP_039439718.1|CPIP
OG0006726	ATPsynE|NP_650356.1|DMEL	LOC120420687|XP_039439717.1|CPIP
OG0006727	lili|NP_651290.1|DMEL	LOC120420649|XP_039439665.1|CPIP
OG0006728	Ada|NP_649866.1|DMEL	LOC120427039|XP_039447802.1|CPIP
OG0006729	CG7220|NP_001097261.1|DMEL	LOC120421534|XP_039440687.1|CPIP
OG0006730	CG12338|NP_610603.2|DMEL	LOC120421549|XP_039440710.1|CPIP
OG0006731	SA|NP_477268.2|DMEL	LOC120421530|XP_039440684.1|CPIP
OG0006732	CG13675|NP_001261563.1|DMEL	LOC120420103|XP_039438984.1|CPIP
OG0006733	croc|NP_524202.1|DMEL	LOC120413258|XP_039429921.1|CPIP
OG0006734	Galphai|NP_477502.1|DMEL	LOC120413245|XP_039429908.1|CPIP
OG0006735	MED24|NP_648185.1|DMEL	LOC120413242|XP_039429904.1|CPIP
OG0006736	CG10674|NP_647950.1|DMEL	LOC120413249|XP_039429912.1|CPIP
OG0006737	Vps60|NP_648997.1|DMEL	LOC120413181|XP_039429828.1|CPIP
OG0006738	Uba3|NP_610913.1|DMEL	LOC120413247|XP_039429910.1|CPIP
OG0006739	CG10576|NP_647984.1|DMEL	LOC120413183|XP_039429831.1|CPIP
OG0006740	Arp3|NP_523968.1|DMEL	LOC120413195|XP_039429844.1|CPIP
OG0006741	Nulp1|NP_648174.3|DMEL	LOC120413157|XP_039429800.1|CPIP
OG0006742	CG4576|NP_650495.1|DMEL	LOC120428745|XP_039449757.1|CPIP
OG0006743	Pi3K21B|NP_477270.2|DMEL	LOC120413155|XP_039429794.1|CPIP
OG0006744	iPLA2-VIA|NP_729565.2|DMEL	LOC120413215|XP_039429867.1|CPIP
OG0006745	pad|NP_650534.2|DMEL	LOC120418491|XP_039436863.1|CPIP
OG0006746	foi|NP_001261584.1|DMEL	LOC120413163|XP_039429805.1|CPIP
OG0006747	RecQ4|NP_652607.1|DMEL	LOC120413160|XP_039429803.1|CPIP
OG0006748	Rbf|NP_525036.2|DMEL	LOC120412894|XP_039429458.1|CPIP
OG0006749	CG13921|NP_001356973.1|DMEL	LOC120420093|XP_039438960.1|CPIP
OG0006750	Tango4|NP_572778.1|DMEL	LOC120420112|XP_039438994.1|CPIP
OG0006752	CG14985|NP_647846.2|DMEL	LOC120416506|XP_039434157.1|CPIP
OG0006753	FoxL1|NP_523912.1|DMEL	LOC120416485|XP_039434138.1|CPIP
OG0006754	mri|NP_612008.1|DMEL	LOC120428831|XP_039449879.1|CPIP
OG0006755	CG3402|NP_612045.1|DMEL	LOC120430777|XP_039451825.1|CPIP
OG0006756	ssp6|NP_648023.2|DMEL	LOC120416500|XP_039434150.1|CPIP
OG0006757	CG6610|NP_648022.1|DMEL	LOC120413497|XP_039430288.1|CPIP
OG0006758	CG14949|NP_647734.1|DMEL	LOC120413436|XP_039430183.1|CPIP
OG0006759	MEP-1|NP_001137875.1|DMEL	LOC120413434|XP_039430179.1|CPIP
OG0006760	ko|NP_524193.2|DMEL	LOC120413447|XP_039430214.1|CPIP
OG0006761	Rpn5|NP_649588.1|DMEL	LOC120425594|XP_039446110.1|CPIP
OG0006762	CG32521|NP_728397.1|DMEL	LOC120418929|XP_039437397.1|CPIP
OG0006767	CG12975|NP_649293.1|DMEL	LOC120420648|XP_039439664.1|CPIP
OG0006768	CG10508|NP_001246859.1|DMEL	LOC120420655|XP_039439673.1|CPIP
OG0006769	Ilk|NP_525001.2|DMEL	LOC120420657|XP_039439681.1|CPIP
OG0006770	CG13287|NP_001261454.1|DMEL	LOC120412422|XP_039428817.1|CPIP
OG0006771	COX6B|NP_728294.1|DMEL	LOC120412385|XP_039428755.1|CPIP
OG0006772	cn|NP_523651.4|DMEL	LOC120412382|XP_039428744.1|CPIP
OG0006773	ND-30|NP_647775.1|DMEL	LOC120413438|XP_039430187.1|CPIP
OG0006774	wnd|NP_649137.3|DMEL	LOC120413432|XP_039430177.1|CPIP
OG0006775	scaf6|NP_001014589.1|DMEL	LOC120413462|XP_039430231.1|CPIP
OG0006776	CG11594|NP_728918.1|DMEL	LOC120413453|XP_039430221.1|CPIP
OG0006777	Pop5|NP_648955.1|DMEL	LOC120413457|XP_039430227.1|CPIP
OG0006778	yellow-g|NP_523888.1|DMEL	LOC120413455|XP_039430224.1|CPIP
OG0006779	CG12084|NP_612112.1|DMEL	LOC120413451|XP_039430219.1|CPIP
OG0006780	ltl|NP_729265.1|DMEL	LOC120413440|XP_039430191.1|CPIP
OG0006781	lama|NP_729060.2|DMEL	LOC120413446|XP_039430213.1|CPIP
OG0006782	metl|NP_647636.3|DMEL	LOC120413473|XP_039430245.1|CPIP
OG0006783	Zasp52|NP_001027420.2|DMEL	LOC120414616|XP_039431772.1|CPIP
OG0006784	Cip4|NP_001097501.1|DMEL	LOC120412598|XP_039429065.1|CPIP
OG0006785	ari-2|NP_477374.1|DMEL	LOC120412602|XP_039429083.1|CPIP
OG0006786	CG5493|NP_611348.1|DMEL	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	Sugb|NP_648493.3|DMEL	LOC120420356|XP_039439288.1|CPIP
OG0006788	Pldn|NP_648494.2|DMEL	LOC120420357|XP_039439290.1|CPIP
OG0006789	CG4789|NP_573166.1|DMEL	LOC120420359|XP_039439292.1|CPIP
OG0006790	HINT1|NP_608711.3|DMEL	LOC120420361|XP_039439294.1|CPIP
OG0006791	Tsen54|NP_648559.1|DMEL	LOC120416570|XP_039434238.1|CPIP
OG0006792	CG16717|NP_648343.1|DMEL	LOC120419995|XP_039438818.1|CPIP
OG0006793	CG6761|NP_648346.1|DMEL	LOC120419984|XP_039438796.1|CPIP
OG0006794	CG3420|NP_610234.3|DMEL	LOC120419979|XP_039438791.1|CPIP
OG0006795	CG11593|NP_647851.3|DMEL	LOC120419982|XP_039438794.1|CPIP
OG0006796	Rpn10|NP_524204.1|DMEL	LOC120419981|XP_039438793.1|CPIP
OG0006797	CG4953|NP_609365.3|DMEL	LOC120419989|XP_039438804.1|CPIP
OG0006798	CG13310|NP_648257.1|DMEL	LOC120414128|XP_039431094.1|CPIP
OG0006799	Jarid2|NP_648324.1|DMEL	LOC120430335|XP_039451370.1|CPIP
OG0006800	ssp2|NP_648672.1|DMEL	LOC120418520|XP_039436890.1|CPIP
OG0006801	amx|NP_524644.1|DMEL	LOC120414475|XP_039431603.1|CPIP
OG0006802	CG8195|NP_611049.1|DMEL	LOC120414468|XP_039431598.1|CPIP
OG0006803	BBS4|NP_610636.1|DMEL	LOC120414467|XP_039431595.1|CPIP
OG0006804	Naa60|NP_996032.1|DMEL	LOC120414442|XP_039431562.1|CPIP
OG0006805	Nup188|NP_001246283.1|DMEL	LOC120414443|XP_039431565.1|CPIP
OG0006806	roq|NP_648886.1|DMEL	LOC120426143|XP_039446794.1|CPIP
OG0006807	Shal|NP_001097646.1|DMEL	LOC120416057|XP_039433653.1|CPIP
OG0006808	Non1|NP_610484.1|DMEL	LOC120416051|XP_039433645.1|CPIP
OG0006809	Ids|NP_647814.1|DMEL	LOC120423600|XP_039443397.1|CPIP
OG0006810	ClC-c|NP_730105.3|DMEL	LOC120423598|XP_039443393.1|CPIP
OG0006811	Pdf|NP_524517.1|DMEL	LOC120426788|XP_039447499.1|CPIP
OG0006812	Cpsf6|NP_648206.1|DMEL	LOC120426783|XP_039447492.1|CPIP
OG0006813	koko|NP_732338.1|DMEL	LOC120419544|XP_039438190.1|CPIP
OG0006814	eIF3l|NP_648553.1|DMEL	LOC120413403|XP_039430136.1|CPIP
OG0006815	sty|NP_523902.2|DMEL	LOC120420045|XP_039438886.1|CPIP
OG0006816	eIF5B|NP_651974.1|DMEL	LOC120420057|XP_039438902.1|CPIP
OG0006817	Oseg2|NP_647700.2|DMEL	LOC120429199|XP_039450341.1|CPIP
OG0006818	CG12502|NP_612067.2|DMEL	LOC120431501|XP_039452538.1|CPIP
OG0006819	Rcd7|NP_649125.1|DMEL	LOC120423765|XP_039443613.1|CPIP
OG0006820	CG9231|NP_649128.1|DMEL	LOC120423776|XP_039443629.1|CPIP
OG0006821	Nup160|NP_609493.1|DMEL	LOC120423777|XP_039443630.1|CPIP
OG0006822	qsm|NP_652049.1|DMEL	LOC120423769|XP_039443617.1|CPIP
OG0006823	eIF3e|NP_477385.1|DMEL	LOC120430340|XP_039451376.1|CPIP
OG0006824	Pfdn4|NP_647961.1|DMEL	LOC120418548|XP_039436914.1|CPIP
OG0006825	CG17672|NP_001036603.1|DMEL	LOC120424492|XP_039444573.1|CPIP
OG0006826	Galphaf|NP_524118.1|DMEL	LOC120424489|XP_039444566.1|CPIP
OG0006827	CG10055|NP_649703.1|DMEL	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	Ror|NP_476962.1|DMEL	LOC120424645|XP_039444748.1|CPIP
OG0006829	QC|NP_729109.1|DMEL	LOC120416501|XP_039434151.1|CPIP
OG0006830	CG13933|NP_647658.1|DMEL	LOC120416498|XP_039434149.1|CPIP
OG0006831	Exo70|NP_648222.3|DMEL	LOC120415788|XP_039433351.1|CPIP
OG0006832	Pex7|NP_001137914.1|DMEL	LOC120415819|XP_039433377.1|CPIP
OG0006833	rgn|NP_001246866.1|DMEL	LOC120415813|XP_039433373.1|CPIP
OG0006834	Fadd|NP_651006.1|DMEL	LOC120418662|XP_039437043.1|CPIP
OG0006835	Cds|NP_524661.1|DMEL	LOC120418651|XP_039437028.1|CPIP
OG0006836	spz5|NP_647753.1|DMEL	LOC120418649|XP_039437027.1|CPIP
OG0006837	Ctl1|NP_647884.1|DMEL	LOC120418660|XP_039437041.1|CPIP
OG0006838	CG6707|NP_648372.1|DMEL	LOC120418667|XP_039437052.1|CPIP
OG0006839	CG1309|NP_647880.1|DMEL	LOC120418669|XP_039437053.1|CPIP
OG0006840	CG31638|NP_723186.2|DMEL	LOC120418998|XP_039437500.1|CPIP
OG0006841	CG15020|NP_647901.1|DMEL	LOC120427126|XP_039447912.1|CPIP
OG0006842	dar1|NP_001097493.1|DMEL	LOC120419526|XP_039438172.1|CPIP
OG0006843	mRpL16|NP_525041.1|DMEL	LOC120419533|XP_039438178.1|CPIP
OG0006844	CG12818|NP_649996.1|DMEL	LOC120419532|XP_039438177.1|CPIP
OG0006845	CG6664|NP_648944.1|DMEL	LOC120429823|XP_039450814.1|CPIP
OG0006846	Rsph3|NP_648059.1|DMEL	LOC120429825|XP_039450819.1|CPIP
OG0006847	vvl|NP_001303384.1|DMEL	LOC120424327|XP_039444357.1|CPIP
OG0006848	BBS9|NP_001137727.2|DMEL	LOC120421383|XP_039440513.1|CPIP
