Orthogroup	DMEL.longest_only	BTRY.longest_only
OG0007791	CG31068|NP_733205.3|DMEL	LOC120776835|XP_039963794.1|BTRY
OG0007792	CG17065|NP_001162805.1|DMEL	LOC120775626|XP_039961814.1|BTRY
OG0007793	CG14683|NP_788632.1|DMEL	LOC120766791|XP_039948425.1|BTRY
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC120774170|XP_039959525.1|BTRY
OG0007795	CG3040|NP_572372.1|DMEL	LOC120775784|XP_039962054.1|BTRY
OG0007796	CG13663|NP_651351.1|DMEL	LOC120768142|XP_039950633.1|BTRY
OG0007797	CG9743|NP_651781.1|DMEL	LOC120780830|XP_039969009.1|BTRY
OG0007798	CG15531|NP_651780.1|DMEL	LOC120776697|XP_039963519.1|BTRY
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC120776627|XP_039963371.1|BTRY
OG0007800	rdhB|NP_651024.1|DMEL	LOC120766623|XP_039948168.1|BTRY
OG0007801	CG11836|NP_001356925.1|DMEL	LOC120780353|XP_039968580.1|BTRY
OG0007802	BBIP1|NP_001163568.1|DMEL	LOC120780492|XP_039968703.1|BTRY
OG0007803	ChAT|NP_477004.5|DMEL	LOC120766553|XP_039948071.1|BTRY
OG0007804	Evi5|NP_727526.2|DMEL	LOC120773853|XP_039958925.1|BTRY
OG0007805	dod|NP_523428.1|DMEL	LOC120773702|XP_039958670.1|BTRY
OG0007806	peng|NP_523429.1|DMEL	LOC120773699|XP_039958665.1|BTRY
OG0007809	CG9577|NP_608375.1|DMEL	LOC120775428|XP_039961546.1|BTRY
OG0007810	CG7099|NP_609648.1|DMEL	LOC120775780|XP_039962051.1|BTRY
OG0007811	Bruce|NP_001262460.1|DMEL	LOC120777755|XP_039965191.1|BTRY
OG0007812	CG1789|NP_572504.1|DMEL	LOC120774436|XP_039960010.1|BTRY
OG0007813	CG31121|NP_733058.1|DMEL	LOC120766635|XP_039948187.1|BTRY
OG0007814	CG6398|NP_573244.1|DMEL	LOC120775022|XP_039960910.1|BTRY
OG0007815	Bx42|NP_511093.2|DMEL	LOC120775452|XP_039961572.1|BTRY
OG0007816	CG5282|NP_649221.1|DMEL	LOC120766295|XP_039947632.1|BTRY
OG0007817	Hpr1|NP_649594.1|DMEL	LOC120770326|XP_039953650.1|BTRY
OG0007818	Kal1|NP_651220.3|DMEL	LOC120775483|XP_039961620.1|BTRY
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC120775481|XP_039961615.1|BTRY
OG0007820	CG1607|NP_001263139.1|DMEL	LOC120780204|XP_039968401.1|BTRY
OG0007821	CG15529|NP_651773.1|DMEL	LOC120782658|XP_039970967.1|BTRY
OG0007822	CG11498|NP_001334706.1|DMEL	LOC120766311|XP_039947663.1|BTRY
OG0007823	CG31028|NP_733352.3|DMEL	LOC120778198|XP_039965879.1|BTRY
OG0007824	CG2321|NP_651692.2|DMEL	LOC120782183|XP_039970259.1|BTRY
OG0007825	CG46280|NP_650253.1|DMEL	LOC120773123|XP_039958056.1|BTRY
OG0007826	CG9986|NP_651623.1|DMEL	LOC120766651|XP_039948215.1|BTRY
OG0007827	CG3224|NP_572335.1|DMEL	LOC120773357|XP_039958115.1|BTRY
OG0007828	Ppat-Dpck|NP_647985.1|DMEL	LOC120777494|XP_039964772.1|BTRY
OG0007829	srl|NP_730835.2|DMEL	LOC120771016|XP_039954729.1|BTRY
OG0007830	CG14309|NP_650718.2|DMEL	LOC120782377|XP_039970552.1|BTRY
OG0007831	CG9240|NP_573054.2|DMEL	LOC120774785|XP_039960497.1|BTRY
OG0007832	Naxe|NP_572604.2|DMEL	LOC120773543|XP_039958434.1|BTRY
OG0007833	CG16903|NP_569980.1|DMEL	LOC120775511|XP_039961654.1|BTRY
OG0007835	CG33096|NP_001356926.1|DMEL	LOC120780260|XP_039968451.1|BTRY
OG0007836	CG42375|NP_001138048.1|DMEL	LOC120769765|XP_039952874.1|BTRY
OG0007837	Osi11|NP_649630.1|DMEL	LOC120766633|XP_039948185.1|BTRY
OG0007838	Osi2|NP_649621.1|DMEL	LOC120766567|XP_039948092.1|BTRY
OG0007839	Arfrp1|NP_572526.1|DMEL	LOC120775958|XP_039962304.1|BTRY
OG0007840	eIF2Balpha|NP_651752.1|DMEL	LOC120777512|XP_039964816.1|BTRY
OG0007841	Cby|NP_650989.6|DMEL	LOC120767922|XP_039950219.1|BTRY
OG0007842	jus|NP_001097963.1|DMEL	LOC120767090|XP_039948907.1|BTRY
OG0007843	CG14515|NP_651681.2|DMEL	LOC120767207|XP_039948953.1|BTRY
OG0007844	CG33958|NP_001033958.1|DMEL	LOC120771638|XP_039955672.1|BTRY
OG0007845	CCHa2|NP_650285.1|DMEL	LOC120782692|XP_039971021.1|BTRY
OG0007846	CG4119|NP_572242.1|DMEL	LOC120774792|XP_039960511.1|BTRY
OG0007847	CG18428|NP_651213.1|DMEL	LOC120782514|XP_039970756.1|BTRY
OG0007848	Sec10|NP_651218.1|DMEL	LOC120768265|XP_039950799.1|BTRY
OG0007849	PpD3|NP_524946.1|DMEL	LOC120782206|XP_039970292.1|BTRY
OG0007850	CG16908|NP_649937.1|DMEL	LOC120782110|XP_039970192.1|BTRY
OG0007851	CG34293|NP_001097945.1|DMEL	LOC120766233|XP_039947545.1|BTRY
OG0007852	CG10035|NP_650182.1|DMEL	LOC120782284|XP_039970421.1|BTRY
OG0007853	CG10000|NP_651630.3|DMEL	LOC120771063|XP_039954847.1|BTRY
OG0007854	CG5510|NP_651224.1|DMEL	LOC120766493|XP_039947979.1|BTRY
OG0007855	nerfin-2|NP_001262446.1|DMEL	LOC120766402|XP_039947785.1|BTRY
OG0007856	Npc2f|NP_651219.1|DMEL	LOC120768283|XP_039950823.1|BTRY
OG0007857	CG10365|NP_651176.1|DMEL	LOC120771760|XP_039955880.1|BTRY
OG0007858	Snx6|NP_001245939.1|DMEL	LOC120767839|XP_039950064.1|BTRY
OG0007859	Zpr1|NP_572532.1|DMEL	LOC120773735|XP_039958725.1|BTRY
OG0007860	Mcm5|NP_524308.2|DMEL	LOC120780475|XP_039968684.1|BTRY
OG0007861	Desi|NP_650016.1|DMEL	LOC120780636|XP_039968828.1|BTRY
OG0007862	CG45073|NP_001287601.1|DMEL	LOC120772370|XP_039956918.1|BTRY
OG0007863	CG6115|NP_652578.1|DMEL	LOC120768301|XP_039950865.1|BTRY
OG0007864	CG9626|NP_649781.1|DMEL	LOC120782852|XP_039971313.1|BTRY
OG0007865	CG7264|NP_648515.1|DMEL	LOC120778525|XP_039966294.1|BTRY
OG0007866	CG5285|NP_650609.1|DMEL	LOC120779408|XP_039967540.1|BTRY
OG0007867	AdipoR|NP_651061.1|DMEL	LOC120782327|XP_039970486.1|BTRY
OG0007868	mah|NP_651316.1|DMEL	LOC120774052|XP_039959293.1|BTRY
OG0007869	Nep1|NP_511056.2|DMEL	LOC120773487|XP_039958358.1|BTRY
OG0007870	SuUR|NP_524835.1|DMEL	LOC120778955|XP_039966962.1|BTRY
OG0007871	CG9114|NP_573016.1|DMEL	LOC120774743|XP_039960433.1|BTRY
OG0007873	CG42307|NP_001137899.1|DMEL	LOC120777386|XP_039964613.1|BTRY
OG0007874	CG3309|NP_572216.1|DMEL	LOC120774732|XP_039960419.1|BTRY
OG0007875	CG11883|NP_001097260.1|DMEL	LOC120771468|XP_039955414.1|BTRY
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC120775307|XP_039961374.1|BTRY
OG0007877	gce|NP_511160.2|DMEL	LOC120773784|XP_039958807.1|BTRY
OG0007878	CG33785|NP_001027443.1|DMEL	LOC120781294|XP_039969426.1|BTRY
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC120777958|XP_039965510.1|BTRY
OG0007880	Xpac|NP_476866.1|DMEL	LOC120770595|XP_039954127.1|BTRY
OG0007881	CG14982|NP_647841.1|DMEL	LOC120778274|XP_039965987.1|BTRY
OG0007882	mge|NP_523910.1|DMEL	LOC120776795|XP_039963715.1|BTRY
OG0007883	Eip63F-1|NP_524902.2|DMEL	LOC120777308|XP_039964481.1|BTRY
OG0007885	Git|NP_610599.3|DMEL	LOC120771668|XP_039955718.1|BTRY
OG0007886	CG7110|NP_609652.3|DMEL	LOC120781705|XP_039969866.1|BTRY
OG0007887	ida|NP_647837.2|DMEL	LOC120780130|XP_039968345.1|BTRY
OG0007888	APP-BP1|NP_648435.1|DMEL	LOC120778515|XP_039966283.1|BTRY
OG0007889	Syx7|NP_730632.1|DMEL	LOC120778241|XP_039965935.1|BTRY
OG0007890	Atg18a|NP_001261565.1|DMEL	LOC120777756|XP_039965188.1|BTRY
OG0007891	B9d1|NP_650470.1|DMEL	LOC120774388|XP_039959932.1|BTRY
OG0007893	mi|NP_611803.1|DMEL	LOC120770209|XP_039953396.1|BTRY
OG0007894	nwk|NP_001286994.1|DMEL	LOC120776656|XP_039963451.1|BTRY
OG0007895	rno|NP_612007.2|DMEL	LOC120778643|XP_039966478.1|BTRY
OG0007896	ND-13B|NP_648409.1|DMEL	LOC120775152|XP_039961122.1|BTRY
OG0007897	ArfGAP1|NP_524040.2|DMEL	LOC120778296|XP_039966016.1|BTRY
OG0007898	yellow-g2|NP_647710.1|DMEL	LOC120778514|XP_039966282.1|BTRY
OG0007899	Ccn|NP_730294.1|DMEL	LOC120777681|XP_039965081.1|BTRY
OG0007900	ND-MWFE|NP_001097297.1|DMEL	LOC120772007|XP_039956301.1|BTRY
OG0007901	Prm|NP_523982.2|DMEL	LOC120776849|XP_039963818.1|BTRY
OG0007902	opm|NP_572994.1|DMEL	LOC120775104|XP_039961050.1|BTRY
OG0007903	Strump|NP_648840.1|DMEL	LOC120776678|XP_039963486.1|BTRY
OG0007904	HIPP1|NP_649261.1|DMEL	LOC120776717|XP_039963549.1|BTRY
OG0007906	DIP-delta|NP_001097508.2|DMEL	LOC120778969|XP_039966979.1|BTRY
OG0007907	Fitm|NP_729053.2|DMEL	LOC120777587|XP_039964935.1|BTRY
OG0007908	Gdap1|NP_647945.1|DMEL	LOC120777588|XP_039964936.1|BTRY
OG0007909	Rtca|NP_569977.1|DMEL	LOC120773345|XP_039958099.1|BTRY
OG0007910	Ugt316A1|NP_649085.1|DMEL	LOC120777816|XP_039965288.1|BTRY
OG0007911	Ccz1|NP_647835.1|DMEL	LOC120776349|XP_039962838.1|BTRY
OG0007912	mRpL46|NP_647661.1|DMEL	LOC120776351|XP_039962840.1|BTRY
OG0007913	CG14977|NP_001261382.1|DMEL	LOC120776353|XP_039962842.1|BTRY
OG0007914	prc|NP_524658.2|DMEL	LOC120778166|XP_039965833.1|BTRY
OG0007915	Su_P_|NP_524116.2|DMEL	LOC120778291|XP_039966010.1|BTRY
OG0007916	CG14000|NP_608969.1|DMEL	LOC120767628|XP_039949722.1|BTRY
OG0007917	CG33774|NP_001027396.1|DMEL	LOC120781244|XP_039969318.1|BTRY
OG0007918	CG30157|NP_724519.1|DMEL	LOC120770351|XP_039953688.1|BTRY
OG0007919	CG8180|NP_001286458.1|DMEL	LOC120770905|XP_039954515.1|BTRY
OG0007920	CG15673|NP_611591.3|DMEL	LOC120771935|XP_039956166.1|BTRY
OG0007921	Tsp47F|NP_725044.1|DMEL	LOC120772686|XP_039957358.1|BTRY
OG0007922	CG4702|NP_001247070.1|DMEL	LOC120780134|XP_039968355.1|BTRY
OG0007923	Myo10A|NP_001036269.2|DMEL	LOC120774867|XP_039960631.1|BTRY
OG0007924	nemy|NP_725208.1|DMEL	LOC120770873|XP_039954434.1|BTRY
OG0007925	CG2736|NP_611991.1|DMEL	LOC120772803|XP_039957520.1|BTRY
OG0007926	CG8320|NP_611072.2|DMEL	LOC120771114|XP_039954897.1|BTRY
OG0007927	Liprin-alpha|NP_001260155.1|DMEL	LOC120769153|XP_039951967.1|BTRY
OG0007928	Hnf4|NP_723413.1|DMEL	LOC120769302|XP_039952163.1|BTRY
OG0007929	Nlg2|NP_523496.1|DMEL	LOC120768858|XP_039951547.1|BTRY
OG0007930	CG34038|NP_001033975.2|DMEL	LOC120772363|XP_039956862.1|BTRY
OG0007931	CG9527|NP_001137800.1|DMEL	LOC120767557|XP_039949622.1|BTRY
OG0007932	Mfe2|NP_573109.1|DMEL	LOC120773367|XP_039958127.1|BTRY
OG0007933	CG14906|NP_650573.1|DMEL	LOC120766989|XP_039948726.1|BTRY
OG0007934	CG14651|NP_649475.3|DMEL	LOC120782143|XP_039970215.1|BTRY
OG0007935	Edem2|NP_609611.1|DMEL	LOC120767309|XP_039949166.1|BTRY
OG0007936	RpS27A|NP_476778.1|DMEL	LOC120781550|XP_039969717.1|BTRY
OG0007937	mts|NP_476805.1|DMEL	LOC120769511|XP_039952482.1|BTRY
OG0007938	CG6729|NP_609449.1|DMEL	LOC120768229|XP_039950748.1|BTRY
OG0007939	Cep97|NP_608811.2|DMEL	LOC120767849|XP_039950082.1|BTRY
OG0007940	capu|NP_001137784.1|DMEL	LOC120767376|XP_039949288.1|BTRY
OG0007941	Atf6|NP_995745.1|DMEL	LOC120771062|XP_039954803.1|BTRY
OG0007942	CG15914|NP_573084.1|DMEL	LOC120775154|XP_039961125.1|BTRY
OG0007943	CG43778|NP_001369129.1|DMEL	LOC120769629|XP_039952668.1|BTRY
OG0007944	dlt|NP_728672.1|DMEL	LOC120776348|XP_039962837.1|BTRY
OG0007945	CG7384|NP_609417.1|DMEL	LOC120769779|XP_039952894.1|BTRY
OG0007946	CG17658|NP_611845.2|DMEL	LOC120769129|XP_039951929.1|BTRY
OG0007947	Uvrag|NP_609632.1|DMEL	LOC120769048|XP_039951832.1|BTRY
OG0007948	CycE|NP_001246037.1|DMEL	LOC120768907|XP_039951604.1|BTRY
OG0007949	fz4|NP_511068.2|DMEL	LOC120775251|XP_039961266.1|BTRY
OG0007950	Oseg5|NP_610064.2|DMEL	LOC120768183|XP_039950685.1|BTRY
OG0007951	CG31650|NP_608899.1|DMEL	LOC120768435|XP_039951051.1|BTRY
OG0007952	slf|NP_608858.3|DMEL	LOC120767464|XP_039949486.1|BTRY
OG0007953	CG13982|NP_609025.1|DMEL	LOC120769503|XP_039952469.1|BTRY
OG0007954	meng|NP_609070.1|DMEL	LOC120769375|XP_039952276.1|BTRY
OG0007955	CG42366|NP_723501.2|DMEL	LOC120767547|XP_039949597.1|BTRY
OG0007956	Nf-YB|NP_609997.1|DMEL	LOC120767264|XP_039949069.1|BTRY
OG0007958	CG13404|NP_572954.2|DMEL	LOC120775891|XP_039962215.1|BTRY
OG0007959	amos|NP_477446.1|DMEL	LOC120769703|XP_039952768.1|BTRY
OG0007960	SmB|NP_001188780.1|DMEL	LOC120775954|XP_039962299.1|BTRY
OG0007961	CG5112|NP_651400.1|DMEL	LOC120775158|XP_039961135.1|BTRY
OG0007962	Smyd3|NP_524768.2|DMEL	LOC120773788|XP_039958814.1|BTRY
OG0007963	CG9426|NP_609616.1|DMEL	LOC120768250|XP_039950776.1|BTRY
OG0007964	CG9596|NP_995638.1|DMEL	LOC120768410|XP_039951026.1|BTRY
OG0007965	stai|NP_001245912.1|DMEL	LOC120767746|XP_039949892.1|BTRY
OG0007966	Rrp40|NP_722725.1|DMEL	LOC120768614|XP_039951316.1|BTRY
OG0007968	haf|NP_001356954.1|DMEL	LOC120769570|XP_039952559.1|BTRY
OG0007970	CNBP|NP_611739.1|DMEL	LOC120772867|XP_039957635.1|BTRY
OG0007971	hop|NP_511119.2|DMEL	LOC120773541|XP_039958432.1|BTRY
OG0007972	Cpr49Ah|NP_610777.1|DMEL	LOC120772058|XP_039956375.1|BTRY
OG0007973	CG6405|NP_609564.1|DMEL	LOC120769146|XP_039951954.1|BTRY
OG0007974	Fer3HCH|NP_572854.1|DMEL	LOC120774010|XP_039959223.1|BTRY
OG0007975	cas|NP_524677.1|DMEL	LOC120782500|XP_039970741.1|BTRY
OG0007976	CG12659|NP_001259344.1|DMEL	LOC120773899|XP_039959008.1|BTRY
OG0007977	Mcr|NP_524688.1|DMEL	LOC120767945|XP_039950262.1|BTRY
OG0007978	mRpL24|NP_523476.1|DMEL	LOC120769316|XP_039952197.1|BTRY
OG0007979	CG43861|NP_001260615.1|DMEL	LOC120767254|XP_039949050.1|BTRY
OG0007980	Arpc2|NP_610033.1|DMEL	LOC120768556|XP_039951234.1|BTRY
OG0007981	CG8134|NP_573056.1|DMEL	LOC120774033|XP_039959267.1|BTRY
OG0007983	JMJD4|NP_609870.1|DMEL	LOC120781669|XP_039969826.1|BTRY
OG0007984	CG10137|NP_609981.1|DMEL	LOC120767822|XP_039950040.1|BTRY
OG0007985	CG41378|NP_001163836.1|DMEL	LOC120768006|XP_039950365.1|BTRY
OG0007986	CG5435|NP_609567.2|DMEL	LOC120769782|XP_039952900.1|BTRY
OG0007987	Snx21|NP_608709.1|DMEL	LOC120769407|XP_039952319.1|BTRY
OG0007990	Wdfy2|NP_609400.1|DMEL	LOC120781481|XP_039969634.1|BTRY
OG0007991	bowl|NP_476883.1|DMEL	LOC120769187|XP_039952011.1|BTRY
OG0007992	lmgA|NP_001097122.1|DMEL	LOC120769445|XP_039952367.1|BTRY
OG0007993	gammaCOP|NP_001263145.1|DMEL	LOC120768050|XP_039950503.1|BTRY
OG0007994	CG4619|NP_001162929.1|DMEL	LOC120769080|XP_039951873.1|BTRY
OG0007996	CG7378|NP_001285421.1|DMEL	LOC120773837|XP_039958896.1|BTRY
OG0007997	MED11|NP_649057.1|DMEL	LOC120769085|XP_039951879.1|BTRY
OG0007998	Tango6|NP_609922.2|DMEL	LOC120767245|XP_039949026.1|BTRY
OG0007999	CG17124|NP_609450.1|DMEL	LOC120780489|XP_039968697.1|BTRY
OG0008000	CG6495|NP_609451.1|DMEL	LOC120767833|XP_039950054.1|BTRY
OG0008001	CCT4|NP_609579.1|DMEL	LOC120768956|XP_039951680.1|BTRY
OG0008002	AP-2alpha|NP_995607.1|DMEL	LOC120767606|XP_039949689.1|BTRY
OG0008003	IFT43|NP_609581.3|DMEL	LOC120767956|XP_039950277.1|BTRY
OG0008004	ewg|NP_001245444.1|DMEL	LOC120776110|XP_039962536.1|BTRY
OG0008005	spri|NP_001259418.1|DMEL	LOC120773381|XP_039958143.1|BTRY
OG0008006	CG14232|NP_608348.1|DMEL	LOC120774151|XP_039959493.1|BTRY
OG0008007	Usf|NP_572167.3|DMEL	LOC120775523|XP_039961673.1|BTRY
OG0008008	Blos3|NP_001097640.1|DMEL	LOC120776825|XP_039963779.1|BTRY
OG0008009	Nsun2|NP_652007.1|DMEL	LOC120775575|XP_039961741.1|BTRY
OG0008010	CG3632|NP_001096996.1|DMEL	LOC120774538|XP_039960196.1|BTRY
OG0008012	Pex6|NP_001027403.2|DMEL	LOC120770069|XP_039953127.1|BTRY
OG0008013	isopeptidase-T-3|NP_001261098.1|DMEL	LOC120772661|XP_039957327.1|BTRY
OG0008014	Fip1|NP_649476.1|DMEL	LOC120782579|XP_039970864.1|BTRY
OG0008015	Plod|NP_648451.1|DMEL	LOC120776807|XP_039963741.1|BTRY
OG0008016	nkt|NP_648450.3|DMEL	LOC120776810|XP_039963743.1|BTRY
OG0008017	hec|NP_572843.2|DMEL	LOC120774195|XP_039959564.1|BTRY
OG0008018	futsch|NP_001096864.1|DMEL	LOC120776088|XP_039962500.1|BTRY
OG0008019	CG12531|NP_608350.2|DMEL	LOC120774146|XP_039959479.1|BTRY
OG0008021	Fcp3C|NP_477482.2|DMEL	LOC120773991|XP_039959189.1|BTRY
OG0008022	Nep5|NP_733186.2|DMEL	LOC120782488|XP_039970723.1|BTRY
OG0008023	fs_1_N|NP_569901.1|DMEL	LOC120774045|XP_039959279.1|BTRY
OG0008024	CG11409|NP_569902.2|DMEL	LOC120774046|XP_039959281.1|BTRY
OG0008025	Lrpprc2|NP_569913.1|DMEL	LOC120775521|XP_039961669.1|BTRY
OG0008026	Pa1|NP_572712.1|DMEL	LOC120774897|XP_039960699.1|BTRY
OG0008027	pon|NP_525072.2|DMEL	LOC120776125|XP_039962587.1|BTRY
OG0008028	14-3-3epsilon|NP_732309.1|DMEL	LOC120766615|XP_039948160.1|BTRY
OG0008029	Nab2|NP_651243.1|DMEL	LOC120776482|XP_039963095.1|BTRY
OG0008031	betaggt-II|NP_524894.1|DMEL	LOC120769676|XP_039952731.1|BTRY
OG0008032	RpL6|NP_651876.1|DMEL	LOC120776336|XP_039962812.1|BTRY
OG0008033	CG42327|NP_001036706.2|DMEL	LOC120782756|XP_039971141.1|BTRY
OG0008034	ATP8B|NP_731669.2|DMEL	LOC120775302|XP_039961358.1|BTRY
OG0008035	CG9411|NP_572962.1|DMEL	LOC120775648|XP_039961837.1|BTRY
OG0008036	CG4553|NP_651396.1|DMEL	LOC120782271|XP_039970396.1|BTRY
OG0008037	Fur1|NP_001262954.1|DMEL	LOC120770974|XP_039954647.1|BTRY
OG0008038	Klf15|NP_572185.1|DMEL	LOC120775656|XP_039961853.1|BTRY
OG0008039	CG15923|NP_001262769.1|DMEL	LOC120781052|XP_039969148.1|BTRY
OG0008040	CG1896|NP_651886.1|DMEL	LOC120778585|XP_039966389.1|BTRY
OG0008041	gd|NP_001259479.1|DMEL	LOC120775987|XP_039962351.1|BTRY
OG0008042	CG5641|NP_650196.1|DMEL	LOC120766824|XP_039948470.1|BTRY
OG0008043	CG2918|NP_569995.1|DMEL	LOC120775576|XP_039961742.1|BTRY
OG0008044	per|NP_525056.2|DMEL	LOC120775331|XP_039961407.1|BTRY
OG0008045	CG2875|NP_570069.1|DMEL	LOC120775590|XP_039961760.1|BTRY
OG0008046	CG16953|NP_650897.3|DMEL	LOC120776074|XP_039962481.1|BTRY
OG0008047	CG5793|NP_001247226.1|DMEL	LOC120770254|XP_039953496.1|BTRY
OG0008048	Srp72|NP_650898.1|DMEL	LOC120776027|XP_039962409.1|BTRY
OG0008049	slmb|NP_001262802.1|DMEL	LOC120774309|XP_039959778.1|BTRY
OG0008050	Tnks|NP_001262963.1|DMEL	LOC120768588|XP_039951285.1|BTRY
OG0008051	Su_fu_|NP_536750.2|DMEL	LOC120779289|XP_039967440.1|BTRY
OG0008052	Hel89B|NP_732097.2|DMEL	LOC120769980|XP_039952993.1|BTRY
OG0008053	Vps11|NP_730776.1|DMEL	LOC120781475|XP_039969630.1|BTRY
OG0008054	CG13377|NP_569835.1|DMEL	LOC120775068|XP_039960988.1|BTRY
OG0008055	dsh|NP_511118.2|DMEL	LOC120775191|XP_039961180.1|BTRY
OG0008056	pck|NP_726742.1|DMEL	LOC120775276|XP_039961306.1|BTRY
OG0008057	SecS|NP_649556.3|DMEL	LOC120781266|XP_039969380.1|BTRY
OG0008058	HEATR2|NP_731905.1|DMEL	LOC120775136|XP_039961101.1|BTRY
OG0008059	Rev7|NP_649555.1|DMEL	LOC120782407|XP_039970587.1|BTRY
OG0008060	CG17187|NP_650056.1|DMEL	LOC120782682|XP_039971007.1|BTRY
OG0008061	bys|NP_511074.1|DMEL	LOC120775243|XP_039961256.1|BTRY
OG0008062	Scamp|NP_573023.2|DMEL	LOC120775578|XP_039961749.1|BTRY
OG0008063	NANS|NP_650195.1|DMEL	LOC120766825|XP_039948471.1|BTRY
OG0008064	Nipsnap|NP_573103.1|DMEL	LOC120773504|XP_039958390.1|BTRY
OG0008065	CG3342|NP_572324.1|DMEL	LOC120774838|XP_039960589.1|BTRY
OG0008066	S6kII|NP_523437.2|DMEL	LOC120781960|XP_039970063.1|BTRY
OG0008067	Upf1|NP_572767.1|DMEL	LOC120773716|XP_039958699.1|BTRY
OG0008068	CG10362|NP_572771.1|DMEL	LOC120774511|XP_039960137.1|BTRY
OG0008069	CG14868|NP_650458.1|DMEL	LOC120767330|XP_039949211.1|BTRY
OG0008070	Pus1|NP_001163664.1|DMEL	LOC120776037|XP_039962419.1|BTRY
OG0008072	CG32533|NP_728244.1|DMEL	LOC120775286|XP_039961333.1|BTRY
OG0008073	org-1|NP_511085.2|DMEL	LOC120774068|XP_039959308.1|BTRY
OG0008074	Es2|NP_572480.1|DMEL	LOC120774056|XP_039959295.1|BTRY, LOC120780280|XP_039968478.1|BTRY
OG0008075	ppk9|NP_611622.2|DMEL	LOC120770742|XP_039954264.1|BTRY
OG0008076	pcx|NP_001259183.2|DMEL	LOC120774123|XP_039959426.1|BTRY
OG0008077	eIF3f1|NP_649489.1|DMEL	LOC120774418|XP_039959979.1|BTRY
OG0008078	schlank|NP_652526.1|DMEL	LOC120774048|XP_039959284.1|BTRY
OG0008079	CG9164|NP_573021.1|DMEL	LOC120774423|XP_039959986.1|BTRY
OG0008080	fs_1_K10|NP_477491.1|DMEL	LOC120774929|XP_039960740.1|BTRY
OG0008081	bcn92|NP_477059.2|DMEL	LOC120773636|XP_039958578.1|BTRY
OG0008083	Spec2|NP_730968.1|DMEL	LOC120767081|XP_039948881.1|BTRY
OG0008084	Burs|NP_650983.1|DMEL	LOC120782702|XP_039971042.1|BTRY
OG0008085	CG14238|NP_651480.1|DMEL	LOC120766224|XP_039947534.1|BTRY
OG0008086	Rga|NP_730966.1|DMEL	LOC120776883|XP_039963878.1|BTRY
OG0008087	CG6340|NP_573034.1|DMEL	LOC120775129|XP_039961087.1|BTRY
OG0008088	fs_1_Ya|NP_477493.2|DMEL	LOC120774229|XP_039959622.1|BTRY
OG0008090	Rpp21|NP_788853.1|DMEL	LOC120775517|XP_039961663.1|BTRY
OG0008091	Pisd|NP_651208.1|DMEL	LOC120771523|XP_039955518.1|BTRY
OG0008092	Hs6st|NP_524409.2|DMEL	LOC120777287|XP_039964435.1|BTRY
OG0008093	Dhc16F|NP_523394.1|DMEL	LOC120774925|XP_039960736.1|BTRY
OG0008094	dgt2|NP_609531.1|DMEL	LOC120768490|XP_039951140.1|BTRY
OG0008095	Blm|NP_524319.2|DMEL	LOC120774203|XP_039959584.1|BTRY
OG0008096	Mybbp1A|NP_476593.2|DMEL	LOC120773385|XP_039958153.1|BTRY
OG0008097	CG2004|NP_572501.1|DMEL	LOC120774270|XP_039959685.1|BTRY
OG0008098	HGTX|NP_001368954.1|DMEL	LOC120777916|XP_039965434.1|BTRY
OG0008099	CG5618|NP_649211.1|DMEL	LOC120778570|XP_039966369.1|BTRY
OG0008100	REPTOR|NP_001036752.1|DMEL	LOC120779797|XP_039968110.1|BTRY
OG0008101	na|NP_001096981.2|DMEL	LOC120773474|XP_039958322.1|BTRY
OG0008102	CG5516|NP_650515.1|DMEL	LOC120766291|XP_039947628.1|BTRY
OG0008103	CG7889|NP_573368.2|DMEL	LOC120775698|XP_039961943.1|BTRY
OG0008104	SCCRO|NP_001246770.1|DMEL	LOC120779172|XP_039967341.1|BTRY
OG0008105	CG33332|NP_996214.1|DMEL	LOC120766286|XP_039947622.1|BTRY
OG0008106	CG33169|NP_001137999.1|DMEL	LOC120777445|XP_039964693.1|BTRY
OG0008107	CG12594|NP_650109.1|DMEL	LOC120778619|XP_039966439.1|BTRY
OG0008108	cin|NP_477030.1|DMEL	LOC120775067|XP_039960987.1|BTRY
OG0008109	CG3527|NP_572170.1|DMEL	LOC120775919|XP_039962255.1|BTRY
OG0008110	v|NP_511113.1|DMEL	LOC120774823|XP_039960564.1|BTRY
OG0008111	CG3156|NP_569844.2|DMEL	LOC120775035|XP_039960935.1|BTRY
OG0008112	east|NP_001245484.1|DMEL	LOC120773559|XP_039958458.1|BTRY
OG0008113	mRpL49|NP_572839.1|DMEL	LOC120773562|XP_039958465.1|BTRY
OG0008114	Brms1|NP_572840.1|DMEL	LOC120773561|XP_039958464.1|BTRY
OG0008115	sdt|NP_001033835.2|DMEL	LOC120774343|XP_039959840.1|BTRY
OG0008116	slpr|NP_001188558.1|DMEL	LOC120774344|XP_039959845.1|BTRY
OG0008117	pico|NP_608363.1|DMEL	LOC120774026|XP_039959253.1|BTRY
