Orthogroup	DMEL.longest_only	DPSE.longest_only
OG0008599	CG3184|NP_572341.1|DMEL	LOC4815990|XP_001355259.3|DPSE
OG0008600	Bdbt|NP_650943.1|DMEL	LOC4802245|XP_015037694.2|DPSE
OG0008601	Sem1|NP_652555.1|DMEL	LOC4817729|XP_001357139.1|DPSE
OG0008602	CG31125|NP_733025.1|DMEL	LOC4800449|XP_001357724.3|DPSE
OG0008603	CG11686|NP_652204.1|DMEL	LOC4801387|XP_001358488.1|DPSE
OG0008604	CG3770|NP_611985.2|DMEL	LOC4803558|XP_001360265.1|DPSE
OG0008605	CG13085|NP_609964.1|DMEL	LOC4816388|XP_015036835.2|DPSE
OG0008606	CG3355|NP_608848.1|DMEL	LOC4817696|XP_001357078.2|DPSE
OG0008607	CG2091|NP_649582.1|DMEL	LOC4802058|XP_001359051.3|DPSE
OG0008608	HLH4C|NP_001259243.1|DMEL	LOC4814559|XP_001355175.3|DPSE
OG0008609	Arfip|NP_650058.1|DMEL	LOC4803153|XP_001359943.2|DPSE
OG0008610	Lst|NP_001246368.1|DMEL	LOC6898895|XP_002138865.1|DPSE
OG0008612	CG1888|NP_610495.1|DMEL	LOC4805301|XP_001361723.3|DPSE
OG0008613	pre-mod_mdg4_-Z|NP_001189256.1|DMEL	LOC6896940|XP_002137125.1|DPSE
OG0008614	CG8010|NP_573373.1|DMEL	LOC6896876|XP_002137066.2|DPSE, LOC6901627|XP_002134297.2|DPSE, LOC6901625|XP_033237607.1|DPSE
OG0008615	CG14607|NP_649709.2|DMEL	LOC4802935|XP_001359750.3|DPSE
OG0008616	CG15564|NP_651855.1|DMEL	LOC4800710|XP_033232699.1|DPSE
OG0008617	CG34289|NP_001247265.1|DMEL	LOC6896804|XP_002137008.2|DPSE
OG0008619	Tsp33B|NP_523552.1|DMEL	LOC4816815|XP_001356508.2|DPSE
OG0008620	Obp44a|NP_610358.1|DMEL	LOC4804338|XP_001360913.3|DPSE
OG0008621	CG12945|NP_001097732.1|DMEL	LOC4801499|XP_001358578.2|DPSE, LOC117184220|XP_033236687.1|DPSE
OG0008622	CG15614|NP_611168.2|DMEL	LOC4804184|XP_001360787.3|DPSE
OG0008623	CG42808|NP_001188920.1|DMEL	LOC4805171|XP_001361618.2|DPSE
OG0008624	CG30069|NP_610937.4|DMEL	LOC6898888|XP_002138859.3|DPSE
OG0008625	CG30008|NP_724853.1|DMEL	LOC4804720|XP_001361238.4|DPSE
OG0008626	TpnC4|NP_610173.2|DMEL	LOC4811797|XP_015044250.2|DPSE
OG0008627	CG43783|NP_001261606.1|DMEL	LOC6903558|XP_002132431.2|DPSE, LOC4812428|XP_015043842.2|DPSE
OG0008629	CG41434|NP_001260680.1|DMEL	LOC6903396|XP_015035332.2|DPSE, LOC26533926|XP_033236078.1|DPSE
OG0008630	MED26|NP_651936.1|DMEL	LOC4811809|XP_033237200.1|DPSE
OG0008631	CG31465|NP_732682.2|DMEL	LOC26533957|XP_015041755.2|DPSE, LOC4800979|XP_001358160.4|DPSE
OG0008632	Map205|NP_733465.1|DMEL	LOC13036323|XP_033239556.1|DPSE
OG0008633	Kank|NP_001097318.1|DMEL	LOC6898738|XP_033234930.1|DPSE
OG0008634	CG17490|NP_001036395.2|DMEL	LOC13036511|XP_033235446.1|DPSE
OG0008635	coil|NP_001014505.1|DMEL	LOC4804342|XP_001360917.4|DPSE
OG0008636	CG3916|NP_650167.1|DMEL	LOC4802610|XP_001359499.4|DPSE
OG0008637	CG34260|NP_001262120.1|DMEL	LOC6900291|XP_002135613.2|DPSE
OG0008638	CG7695|NP_650733.1|DMEL	LOC6897099|XP_002137283.2|DPSE
OG0008639	CG18766|NP_652657.1|DMEL	LOC4801249|XP_001358372.2|DPSE
OG0008640	Xrp1|NP_732384.1|DMEL	LOC4801832|XP_001358865.4|DPSE
OG0008641	CG45072|NP_001287600.1|DMEL	LOC6901384|XP_033239264.1|DPSE, LOC6901383|XP_033240334.1|DPSE
OG0008642	cal1|NP_650597.2|DMEL	LOC4800756|XP_001357972.2|DPSE
OG0008643	mod|NP_524614.2|DMEL	LOC4801847|XP_001358879.2|DPSE
OG0008644	CG12069|NP_651819.1|DMEL	LOC4800268|XP_001357602.1|DPSE
OG0008645	CG31816|NP_723977.1|DMEL	LOC4817498|XP_001356917.2|DPSE
OG0008646	CG5043|NP_609838.1|DMEL	LOC4816985|XP_001356571.3|DPSE
OG0008647	CG3604|NP_608801.1|DMEL	LOC4817375|XP_001356684.3|DPSE
OG0008648	CG5968|NP_609797.1|DMEL	LOC4817499|XP_001356918.2|DPSE
OG0008649	CG30413|NP_726308.1|DMEL	LOC117183774|XP_033234926.1|DPSE
OG0008650	CG5614|NP_650487.1|DMEL	LOC4803320|XP_001360083.3|DPSE
OG0008651	CG17385|NP_610962.1|DMEL	LOC4803882|XP_001360530.1|DPSE
OG0008652	Idgf5|NP_611321.3|DMEL	LOC6898656|XP_002138661.2|DPSE
OG0008653	CG3687|NP_611102.1|DMEL	LOC4804160|XP_001360765.2|DPSE
OG0008654	CG5597|NP_611841.1|DMEL	LOC4803513|XP_001360226.2|DPSE
OG0008655	Mal-A3|NP_476628.2|DMEL	LOC4803606|XP_001360300.3|DPSE
OG0008656	CG32762|NP_727000.1|DMEL	LOC4815495|XP_001355709.2|DPSE
OG0008657	fiz|NP_572983.1|DMEL	LOC4816072|XP_001355521.3|DPSE
OG0008658	sov|NP_572348.1|DMEL	LOC4815808|XP_001355573.4|DPSE
OG0008659	sunn|NP_729739.3|DMEL	LOC4811981|XP_001352778.4|DPSE
OG0008661	hng3|NP_612057.1|DMEL	LOC4811868|XP_033238269.1|DPSE
OG0008662	CG32461|NP_730770.1|DMEL	LOC4813770|XP_033237475.1|DPSE
OG0008663	CG8765|NP_649141.1|DMEL	LOC4811914|XP_001352968.3|DPSE
OG0008664	CG2199|NP_728599.1|DMEL	LOC4812198|XP_001352445.4|DPSE
OG0008665	ms_2_34Fe|NP_609705.1|DMEL	LOC4816590|XP_015036790.2|DPSE, LOC6902686|XP_033236485.1|DPSE
OG0008666	CG14566|NP_649358.1|DMEL	LOC4812752|XP_001353512.2|DPSE
OG0008667	CG43896|NP_001261732.1|DMEL	LOC6900418|XP_033238181.1|DPSE
OG0008668	CG9173|NP_612108.1|DMEL	LOC6897767|XP_002137872.2|DPSE, LOC6897489|XP_002137638.2|DPSE, LOC6896925|XP_002137110.2|DPSE
OG0008669	CG13243|NP_609769.2|DMEL	LOC4816683|XP_001356174.4|DPSE
OG0008670	CG9631|NP_650345.1|DMEL	LOC4801618|XP_001358680.2|DPSE
OG0008672	CG32832|NP_724026.1|DMEL	LOC6902873|XP_002132607.1|DPSE
OG0008673	CG43057|NP_001245940.1|DMEL	LOC26533557|XP_015036029.1|DPSE, LOC26533500|XP_015036028.2|DPSE
OG0008675	CG12310|NP_648737.1|DMEL, CG13461|NP_648738.1|DMEL	LOC6900359|XP_002134754.2|DPSE
OG0008677	HP1c|NP_651093.1|DMEL	LOC4800931|XP_001358118.1|DPSE
OG0008679	CG15247|NP_572584.1|DMEL	LOC4814292|XP_033239750.1|DPSE
OG0008680	Gas8|NP_570065.2|DMEL	LOC4814503|XP_001355028.2|DPSE
OG0008681	GstT4|NP_572886.2|DMEL	LOC4814426|XP_001354374.1|DPSE
OG0008682	S6KL|NP_524861.2|DMEL	LOC6901040|XP_033238632.1|DPSE
OG0008683	CG14814|NP_569947.2|DMEL	LOC4814815|XP_001354739.2|DPSE
OG0008684	CG32599|NP_727768.1|DMEL	LOC4814864|XP_015041697.2|DPSE
OG0008685	CG30403|NP_726108.3|DMEL	LOC6898827|XP_002138800.2|DPSE
OG0008686	CG17111|NP_651119.2|DMEL	LOC4800578|XP_001357829.4|DPSE
OG0008687	Xxylt|NP_611871.2|DMEL	LOC4804298|XP_001360878.1|DPSE
OG0008688	CG14052|NP_001259181.1|DMEL	LOC6901836|XP_033238414.1|DPSE
OG0008689	nmdyn-D7|NP_649926.2|DMEL	LOC4802803|XP_001359648.3|DPSE
OG0008691	tant|NP_524782.2|DMEL	LOC4812962|XP_033238688.1|DPSE
OG0008692	CG15336|NP_572450.4|DMEL	LOC4814724|XP_001354766.4|DPSE
OG0008694	CG6696|NP_573318.1|DMEL	LOC4814392|XP_001354386.2|DPSE
OG0008695	CG11211|NP_610208.1|DMEL	LOC4805570|XP_001361955.2|DPSE
OG0008697	CG18675|NP_652334.2|DMEL	LOC4812649|XP_001353037.3|DPSE
OG0008698	Gapvd1|NP_572704.1|DMEL	LOC4814905|XP_001354590.3|DPSE
OG0008699	CG11307|NP_001163490.1|DMEL	LOC117185168|XP_033241233.1|DPSE
OG0008700	CG4424|NP_650859.3|DMEL	LOC4803071|XP_001359871.3|DPSE
OG0008701	CG11170|NP_726172.1|DMEL	LOC4805698|XP_015040821.2|DPSE
OG0008702	ssp5|NP_650149.1|DMEL	LOC4802593|XP_001359485.3|DPSE
OG0008703	CG4101|NP_648908.1|DMEL	LOC4812677|XP_001353061.1|DPSE
OG0008704	CG8852|NP_608790.2|DMEL	LOC4816830|XP_001356698.3|DPSE
OG0008705	Rab30|NP_609094.1|DMEL	LOC4818089|XP_001357389.2|DPSE
OG0008706	CG1890|NP_651885.1|DMEL	LOC4801980|XP_001358992.2|DPSE
OG0008707	Or13a|NP_523359.2|DMEL	LOC6902688|XP_002133203.2|DPSE
OG0008708	CG33932|NP_001285463.1|DMEL	LOC6901535|XP_015041764.1|DPSE
OG0008709	mrt|NP_651554.1|DMEL	LOC4801238|XP_015037105.2|DPSE
OG0008710	CG8630|NP_731781.1|DMEL	LOC4801283|XP_001358403.2|DPSE
OG0008711	Mvl|NP_001262795.1|DMEL	LOC4803299|XP_033232727.1|DPSE
OG0008712	Pex11|NP_611071.1|DMEL	LOC4805661|XP_001362023.2|DPSE
OG0008714	CG15386|NP_652351.1|DMEL	LOC4816848|XP_001356637.3|DPSE
OG0008715	CG11755|NP_649815.1|DMEL	LOC4801971|XP_001358984.2|DPSE
OG0008716	CG13618|NP_651265.1|DMEL	LOC4802140|XP_001359119.3|DPSE
OG0008717	CG8281|NP_648161.1|DMEL	LOC4811947|XP_001352519.2|DPSE
OG0008718	CG33981|NP_001261062.1|DMEL	LOC6898903|XP_002138873.3|DPSE
OG0008719	ttk|NP_733443.1|DMEL	LOC4801984|XP_015037518.2|DPSE
OG0008721	dmrt11E|NP_511146.2|DMEL	LOC4815977|XP_001355530.3|DPSE
OG0008722	Ir85a|NP_649833.1|DMEL	LOC4803019|XP_001359821.3|DPSE
OG0008723	mRpL36|NP_652658.1|DMEL	LOC4814169|XP_001354263.1|DPSE
OG0008724	CG42367|NP_723502.2|DMEL	LOC26534002|XP_015035716.1|DPSE
OG0008725	Gr57a|NP_523798.1|DMEL	LOC4804416|XP_001360984.2|DPSE
OG0008726	Su_z_2|NP_001260933.1|DMEL	LOC6898339|XP_033233896.1|DPSE
OG0008727	CG7091|NP_650243.2|DMEL	LOC4801413|XP_033232342.1|DPSE
OG0008728	NPF|NP_536741.1|DMEL	LOC4800796|XP_001358007.3|DPSE
OG0008729	upd1|NP_001097015.1|DMEL	LOC4814412|XP_001354349.1|DPSE
OG0008730	CG8188|NP_573237.2|DMEL	LOC6901912|XP_002133446.1|DPSE
OG0008731	natalisin|NP_001163608.1|DMEL	LOC4801953|XP_001358968.4|DPSE
OG0008732	Sirt1|NP_477351.1|DMEL	LOC4816584|XP_001355914.4|DPSE
OG0008734	tub|NP_001189164.1|DMEL	LOC4802744|XP_001359607.4|DPSE
OG0008735	CG30148|NP_665889.1|DMEL	LOC4804641|XP_033234779.1|DPSE
OG0008736	CG7745|NP_610671.1|DMEL	LOC4805097|XP_001361557.3|DPSE
OG0008737	CG9839|NP_649836.1|DMEL	LOC4803022|XP_001359824.3|DPSE
OG0008738	Tig|NP_477033.1|DMEL	LOC4816234|XP_001355855.2|DPSE
OG0008739	CG5104|NP_649241.1|DMEL	LOC4812083|XP_001352994.1|DPSE
OG0008740	Sting|NP_001286256.1|DMEL	LOC4805425|XP_001361826.4|DPSE
OG0008741	CG1814|NP_610499.2|DMEL	LOC6898868|XP_002138839.2|DPSE
OG0008742	CG32278|NP_728822.1|DMEL	LOC4813705|XP_001353477.1|DPSE
OG0008743	CG9067|NP_610662.1|DMEL	LOC4804741|XP_001361253.2|DPSE
OG0008744	CG12826|NP_610312.1|DMEL	LOC4804138|XP_001360744.1|DPSE
OG0008745	Gr8a|NP_511097.3|DMEL	LOC4814745|XP_001354587.4|DPSE
OG0008746	CG6231|NP_650819.1|DMEL	LOC6897987|XP_033232736.1|DPSE
OG0008747	Rab26|NP_001097658.1|DMEL	LOC6900878|XP_002135235.2|DPSE
OG0008748	Charon|NP_608581.2|DMEL	LOC26532810|XP_033236618.1|DPSE, LOC6903178|XP_002132878.2|DPSE
OG0008749	CG4788|NP_609499.1|DMEL	LOC4817250|XP_001356800.3|DPSE
OG0008750	Dref|NP_523529.1|DMEL	LOC4817351|XP_001356322.2|DPSE
OG0008751	CG10919|NP_649733.2|DMEL	LOC6897872|XP_002137974.1|DPSE
OG0008752	Pif1B|NP_001262386.1|DMEL	LOC6897893|XP_002137993.4|DPSE
OG0008753	CG34012|NP_001034001.1|DMEL	LOC6900782|XP_002135141.2|DPSE, LOC6900777|XP_002135136.1|DPSE
OG0008755	Gr98a|NP_651564.1|DMEL	LOC4801182|XP_001358315.4|DPSE
OG0008756	CG34282|NP_001097830.1|DMEL	LOC26532104|XP_015037195.1|DPSE
OG0008757	CG34377|NP_001262830.1|DMEL	LOC13036449|XP_003736527.1|DPSE
OG0008758	CG15824|NP_608555.2|DMEL	LOC6903288|XP_033235264.1|DPSE
OG0008759	salr|NP_523548.1|DMEL	LOC4817213|XP_033236019.1|DPSE
OG0008760	CG7329|NP_609425.1|DMEL	LOC4816695|XP_001356050.3|DPSE
OG0008761	rost|NP_723435.1|DMEL	LOC6898341|XP_033234607.1|DPSE, LOC6902397|XP_002133332.1|DPSE
OG0008762	Mal-A4|NP_610381.1|DMEL	LOC6898151|XP_002138229.2|DPSE
OG0008763	slam|NP_609020.3|DMEL	LOC4816241|XP_001355861.3|DPSE
OG0008764	Ance-2|NP_788042.1|DMEL	LOC6902708|XP_033236370.1|DPSE, LOC26533284|XP_033236584.1|DPSE, LOC26534307|XP_033236032.1|DPSE
OG0008765	stil|NP_476752.1|DMEL	LOC4804934|XP_001361416.3|DPSE
OG0008766	CG33673|NP_001027218.2|DMEL	LOC6903140|XP_002132846.2|DPSE
OG0008767	GstE10|NP_611322.1|DMEL	LOC4804804|XP_001361306.1|DPSE
OG0008768	CG4612|NP_611924.1|DMEL	LOC4805590|XP_001361971.1|DPSE
OG0008769	Acox57D-d|NP_523803.1|DMEL	LOC4805713|XP_001362067.2|DPSE
OG0008770	CG11145|NP_610275.2|DMEL	LOC6898113|XP_002138193.2|DPSE, LOC6896828|XP_033241692.1|DPSE
OG0008771	Gr47b|NP_725040.2|DMEL	LOC4805024|XP_002138738.2|DPSE, LOC26532250|XP_033234117.1|DPSE
OG0008772	Cpr47Eg|NP_610661.1|DMEL	LOC4804740|XP_001361252.2|DPSE
OG0008773	CG42239|NP_001137692.1|DMEL	LOC6898332|XP_002138387.1|DPSE
OG0008774	CG13870|NP_611478.1|DMEL	LOC4804628|XP_001361160.3|DPSE
OG0008775	tef|NP_523766.1|DMEL	LOC4804094|XP_001360712.4|DPSE
OG0008776	CG10209|NP_001260982.1|DMEL	LOC4803949|XP_001360587.4|DPSE
OG0008777	CG4294|NP_611684.3|DMEL	LOC4804213|XP_001360808.4|DPSE
OG0008778	Fmo-2|NP_610217.1|DMEL	LOC4805584|XP_015040729.1|DPSE
OG0008779	CG2680|NP_570021.2|DMEL	LOC4815379|XP_001354639.2|DPSE
OG0008780	CG32945|NP_788575.1|DMEL	LOC4802310|XP_001359251.2|DPSE
OG0008781	CG3842|NP_572316.1|DMEL	LOC4815628|XP_015041293.2|DPSE
OG0008782	PGRP-LC|NP_648298.1|DMEL	LOC6900932|XP_033240215.1|DPSE
OG0008783	CG3092|NP_611770.1|DMEL	LOC4803717|XP_001360391.4|DPSE
OG0008784	CtIP|NP_649224.1|DMEL	LOC4812281|XP_001352979.2|DPSE
OG0008786	CG12511|NP_608949.2|DMEL	LOC6902586|XP_002133114.3|DPSE, LOC4816303|XP_001356078.4|DPSE
OG0008787	Ilp2|NP_524012.1|DMEL	LOC117185171|XP_033241287.1|DPSE
OG0008788	CG32413|NP_001097521.3|DMEL	LOC4812199|XP_001352701.3|DPSE
OG0008789	FucTD|NP_612107.1|DMEL	LOC4814108|XP_001354241.3|DPSE
OG0008791	CG10912|NP_611287.1|DMEL	LOC4804114|XP_001360726.3|DPSE
OG0008792	mei-S332|NP_476634.1|DMEL	LOC4805707|XP_001362063.1|DPSE
OG0008793	Cyp6w1|NP_610206.1|DMEL	LOC4805568|XP_001361953.3|DPSE
OG0008794	her|NP_476572.1|DMEL	LOC4817505|XP_001356923.3|DPSE
OG0008795	CG3984|NP_650420.1|DMEL	LOC4802401|XP_033232310.1|DPSE
OG0008796	CG31089|NP_733128.1|DMEL	LOC4802228|XP_001359191.3|DPSE
OG0008797	CG14855|NP_650390.2|DMEL	LOC4801063|XP_001358223.3|DPSE
OG0008798	CG31013|NP_733394.3|DMEL	LOC117183366|XP_033232969.1|DPSE, LOC6896699|XP_033232581.1|DPSE, LOC4800236|XP_001357605.4|DPSE
OG0008799	CG12825|NP_610322.1|DMEL	LOC4803638|XP_001360326.1|DPSE
OG0008805	CG12991|NP_001259649.1|DMEL	LOC4815025|XP_033241521.1|DPSE
OG0008806	PGRP-LE|NP_573078.1|DMEL	LOC6901862|XP_033240624.1|DPSE
OG0008807	hang|NP_001138204.1|DMEL	LOC6901315|XP_015041562.2|DPSE
OG0008808	CG15744|NP_572870.2|DMEL	LOC6901163|XP_002133864.3|DPSE
OG0008809	CG13631|NP_652252.1|DMEL	LOC4800435|XP_001357713.1|DPSE
OG0008811	CG42726|NP_732017.3|DMEL	LOC4800692|XP_001357917.2|DPSE
OG0008813	CG34409|NP_001097728.2|DMEL	LOC4801518|XP_001358596.5|DPSE
OG0008814	CG4324|NP_611868.1|DMEL	LOC4804295|XP_033234107.1|DPSE
OG0008815	Mzt1|NP_001189028.1|DMEL	LOC6900867|XP_002135224.2|DPSE
OG0008816	CG13022|NP_648937.2|DMEL	LOC4812019|XP_001352818.3|DPSE
OG0008819	CG13430|NP_001027441.1|DMEL	LOC4804645|XP_001361174.2|DPSE
OG0008820	Cpr30B|NP_609295.1|DMEL	LOC6902789|XP_015035763.2|DPSE
OG0008821	waw|NP_001027089.1|DMEL	LOC6901907|XP_002133441.3|DPSE
OG0008822	lft|NP_609390.1|DMEL	LOC117183915|XP_033235287.1|DPSE
OG0008824	CG33262|NP_996071.2|DMEL	LOC6898020|XP_015038989.1|DPSE
OG0008825	CG14115|NP_648629.1|DMEL	LOC4813887|XP_001353588.3|DPSE
OG0008826	CG2678|NP_649750.1|DMEL	LOC6902491|XP_002133036.3|DPSE, LOC6902500|XP_033236478.1|DPSE, LOC6897942|XP_033236881.1|DPSE, LOC117183183|XP_033232444.1|DPSE, LOC6897841|XP_002137946.4|DPSE, LOC6897884|XP_033232445.1|DPSE
OG0008829	CG14818|NP_569955.1|DMEL	LOC4814980|XP_001354514.1|DPSE
OG0008830	CG42323|NP_001138219.1|DMEL	LOC6901021|XP_015042199.1|DPSE
OG0008831	CG4313|NP_569971.3|DMEL	LOC4815666|XP_001355355.1|DPSE
OG0008832	moody|NP_569970.2|DMEL	LOC4816028|XP_033240819.1|DPSE
OG0008833	Traf6|NP_511080.2|DMEL	LOC4814971|XP_001354772.2|DPSE
OG0008834	Mocs2A|NP_001163720.1|DMEL	LOC13036285|XP_003736669.2|DPSE
OG0008835	MtnE|NP_001189254.1|DMEL	LOC26533920|XP_015037440.2|DPSE
OG0008837	CG42565|NP_611702.1|DMEL	LOC6898258|XP_002138324.1|DPSE
OG0008838	zf30C|NP_477301.1|DMEL	LOC4816867|XP_001356360.4|DPSE
OG0008839	CG13175|NP_610740.1|DMEL	LOC6898187|XP_002138256.1|DPSE
OG0008840	CG10949|NP_610032.1|DMEL	LOC4816669|XP_001356035.3|DPSE
OG0008841	CG14960|NP_647797.1|DMEL	LOC4812054|XP_001352674.3|DPSE
OG0008842	Gr59f|NP_788432.1|DMEL	LOC4804554|XP_001361097.5|DPSE
OG0008843	CG42456|NP_001163338.1|DMEL	LOC6899968|XP_002135336.1|DPSE
OG0008845	esg|NP_476600.1|DMEL	LOC4816405|XP_001356020.2|DPSE
OG0008846	CG14077|NP_649075.1|DMEL	LOC6903350|XP_002132231.3|DPSE, LOC6903351|XP_002132232.3|DPSE
OG0008847	agt|NP_477366.1|DMEL	LOC4802273|XP_001359225.1|DPSE
OG0008848	CG15919|NP_652374.2|DMEL	LOC4804767|XP_001361278.3|DPSE
OG0008849	CG45089|NP_001284989.1|DMEL	LOC4815123|XP_015042161.2|DPSE
OG0008850	CAH14|NP_611519.2|DMEL	LOC4804403|XP_001360973.2|DPSE
OG0008851	CG18302|NP_609420.1|DMEL	LOC4816436|XP_001356047.2|DPSE
OG0008852	CG14760|NP_610366.1|DMEL	LOC4803581|XP_001360285.3|DPSE
OG0008854	aru|NP_722663.1|DMEL	LOC4817180|XP_015036134.2|DPSE
OG0008855	CG2889|NP_572632.1|DMEL	LOC4815381|XP_001354861.3|DPSE
OG0008856	Arl4|NP_001245408.1|DMEL	LOC4811778|XP_001352348.2|DPSE
OG0008857	CG8564|NP_001261514.1|DMEL	LOC4812836|XP_001353234.2|DPSE
OG0008858	CG31251|NP_732260.2|DMEL	LOC6897581|XP_002137726.2|DPSE
OG0008859	CG10809|NP_648365.1|DMEL	LOC4813732|XP_001353870.1|DPSE
OG0008860	Sry-delta|NP_524581.1|DMEL	LOC4800246|XP_001357637.1|DPSE
OG0008861	CG13751|NP_610416.1|DMEL	LOC4805082|XP_001361544.1|DPSE
OG0008862	Dad|NP_001369021.1|DMEL	LOC4802099|XP_033232839.1|DPSE
OG0008863	beat-Ic|NP_523580.1|DMEL	LOC6902678|XP_002133194.2|DPSE
OG0008864	comr|NP_611617.1|DMEL	LOC4805252|XP_001361684.5|DPSE
OG0008865	Plzf|NP_609540.2|DMEL	LOC4817759|XP_001357155.2|DPSE
OG0008866	CG4822|NP_722602.1|DMEL	LOC4817719|XP_033236403.1|DPSE
OG0008867	CG2120|NP_572446.2|DMEL	LOC6901387|XP_015041657.2|DPSE
OG0008868	CG8197|NP_610445.1|DMEL	LOC4804569|XP_001361110.3|DPSE
OG0008869	CG11109|NP_730761.1|DMEL	LOC4813750|XP_001353377.2|DPSE
OG0008870	CG14079|NP_649091.1|DMEL	LOC4812544|XP_001352927.3|DPSE
OG0008871	Tgi|NP_729916.1|DMEL	LOC4812503|XP_001352904.3|DPSE
OG0008872	CG4496|NP_609101.1|DMEL	LOC4817742|XP_001357142.3|DPSE
OG0008873	Rca1|NP_477214.1|DMEL	LOC117183404|XP_033233165.1|DPSE, LOC4816209|XP_001355764.2|DPSE
OG0008874	CG7786|NP_611101.1|DMEL	LOC4804161|XP_001360766.3|DPSE
OG0008875	CG13148|NP_610811.1|DMEL	LOC4804762|XP_033233998.1|DPSE
OG0008876	CG1909|NP_651928.1|DMEL	LOC4811845|XP_001382226.1|DPSE
OG0008877	CG32109|NP_729822.1|DMEL	LOC4813791|XP_001353416.3|DPSE
OG0008878	D12|NP_609228.2|DMEL	LOC4818066|XP_001357422.3|DPSE
OG0008879	CG15615|NP_611159.2|DMEL	LOC4804768|XP_015040190.2|DPSE
OG0008880	BigH1|NP_650383.2|DMEL	LOC6902032|XP_002133566.1|DPSE
OG0008881	CG13581|NP_611921.1|DMEL	LOC4805593|XP_001361973.1|DPSE
OG0008882	ppk18|NP_609308.3|DMEL	LOC4817100|XP_001356354.4|DPSE
OG0008883	Rlb1|NP_477099.1|DMEL	LOC4802533|XP_001359434.3|DPSE
OG0008884	Lgr3|NP_733115.1|DMEL	LOC6897703|XP_033241887.1|DPSE
OG0008885	CG17350|NP_609958.1|DMEL	LOC4816758|XP_001356275.3|DPSE
OG0008886	CG8303|NP_611141.3|DMEL	LOC4805692|XP_001362051.4|DPSE
OG0008887	FAM21|NP_611496.1|DMEL	LOC4804431|XP_001360996.2|DPSE
OG0008888	CG6409|NP_648415.1|DMEL	LOC4812883|XP_001353644.3|DPSE
OG0008889	Plekhm1|NP_611639.1|DMEL	LOC4805711|XP_001362065.2|DPSE
OG0008890	CG14860|NP_650403.2|DMEL	LOC4802855|XP_001359690.3|DPSE, LOC6897825|XP_002137930.3|DPSE
OG0008891	DOR|NP_001246624.1|DMEL	LOC4812335|XP_033240988.1|DPSE
OG0008892	CG3328|NP_001369116.1|DMEL	LOC6898452|XP_002138495.2|DPSE
OG0008893	CHMP2B|NP_647947.1|DMEL	LOC4814161|XP_001354277.1|DPSE
OG0008894	Octbeta1R|NP_651057.1|DMEL	LOC4800620|XP_001357862.3|DPSE
OG0008895	CG9444|NP_649927.2|DMEL	LOC4802804|XP_001359649.2|DPSE
OG0008896	CkIIalpha-i1|NP_524096.2|DMEL	LOC4813502|XP_001353422.3|DPSE
OG0008897	CG7131|NP_650706.1|DMEL	LOC4802853|XP_033237150.1|DPSE
OG0008898	CG4630|NP_001260948.1|DMEL	LOC4804165|XP_033234804.1|DPSE
OG0008899	Nak|NP_477165.1|DMEL	LOC4816953|XP_001356891.3|DPSE
OG0008900	Atac2|NP_609889.1|DMEL	LOC4816983|XP_001356590.3|DPSE
OG0008901	CG8641|NP_648073.1|DMEL	LOC4813473|XP_033239047.1|DPSE
OG0008902	RhoGAP102A|NP_001245416.1|DMEL	LOC4811658|XP_033237051.1|DPSE
OG0008903	CG13950|NP_001334728.1|DMEL	LOC4817431|XP_015036133.2|DPSE
OG0008904	CG34386|NP_001097362.1|DMEL	LOC6898370|XP_015039611.2|DPSE
OG0008905	Thd1|NP_651925.1|DMEL	LOC4811774|XP_033237093.1|DPSE
OG0008906	ect|NP_001287019.1|DMEL	LOC4813231|XP_001353766.4|DPSE
OG0008907	CG13615|NP_651261.2|DMEL	LOC4802149|XP_001359126.3|DPSE
OG0008908	thw|NP_001097699.2|DMEL	LOC4802934|XP_033235390.1|DPSE
OG0008909	AstA-R2|NP_524544.1|DMEL	LOC4800631|XP_033233176.1|DPSE
OG0008910	CG8861|NP_001163567.1|DMEL	LOC4800708|XP_001357933.5|DPSE
OG0008911	kuk|NP_650595.1|DMEL	LOC4801973|XP_003736635.2|DPSE
OG0008912	TwdlV|NP_649446.1|DMEL	LOC4802763|XP_033232427.1|DPSE
OG0008913	Pebp1|NP_651051.1|DMEL	LOC4801663|XP_001358715.1|DPSE
OG0008914	Crz|NP_524350.1|DMEL	LOC4801582|XP_001358652.2|DPSE
OG0008915	Ama|NP_731114.2|DMEL	LOC4802260|XP_002137679.2|DPSE
OG0008916	CG31904|NP_723310.1|DMEL, CG13796|NP_723308.2|DMEL	LOC4816861|XP_015035843.2|DPSE
OG0008917	Proc|NP_609158.2|DMEL	LOC4817173|XP_033235289.1|DPSE
OG0008919	CG4297|NP_608527.2|DMEL	LOC6902812|XP_002132549.2|DPSE
OG0008920	CG42728|NP_001189111.1|DMEL	LOC6900341|XP_002134738.2|DPSE
OG0008921	lmgB|NP_001097124.1|DMEL	LOC6903375|XP_002132257.2|DPSE
OG0008922	grk|NP_476568.2|DMEL	LOC6903541|XP_033235585.1|DPSE
OG0008923	prod|NP_725841.1|DMEL	LOC4804063|XP_001360684.3|DPSE
OG0008924	CG16799|NP_611504.2|DMEL	LOC6898486|XP_015039942.1|DPSE
OG0008925	GstE9|NP_725784.1|DMEL	LOC4804810|XP_001361312.2|DPSE
