Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0008858	CG31251|NP_732260.2|DMEL	CCAP1982_LOCUS11044|CAD7002555.1|CCAP
OG0008859	CG10809|NP_648365.1|DMEL	CCAP1982_LOCUS11266|CAD7002796.1|CCAP
OG0008860	Sry-delta|NP_524581.1|DMEL	CCAP1982_LOCUS174|CAD6991237.1|CCAP, CCAP1982_LOCUS172|CAD6991235.1|CCAP
OG0008861	CG13751|NP_610416.1|DMEL	CCAP1982_LOCUS19444|CAD7011339.1|CCAP
OG0008862	Dad|NP_001369021.1|DMEL	CCAP1982_LOCUS4205|CAD6995490.1|CCAP
OG0008863	beat-Ic|NP_523580.1|DMEL	CCAP1982_LOCUS5963|CAD6997329.1|CCAP
OG0008865	Plzf|NP_609540.2|DMEL	CCAP1982_LOCUS22724|CAD7014747.1|CCAP, CCAP1982_LOCUS192|CAD6991258.1|CCAP
OG0008866	CG4822|NP_722602.1|DMEL	CCAP1982_LOCUS6672|CAD6998056.1|CCAP
OG0008868	CG8197|NP_610445.1|DMEL	CCAP1982_LOCUS7217|CAD6998649.1|CCAP
OG0008869	CG11109|NP_730761.1|DMEL	CCAP1982_LOCUS14637|CAD7006315.1|CCAP
OG0008870	CG14079|NP_649091.1|DMEL	CCAP1982_LOCUS14603|CAD7006280.1|CCAP
OG0008871	Tgi|NP_729916.1|DMEL	CCAP1982_LOCUS14487|CAD7006160.1|CCAP
OG0008872	CG4496|NP_609101.1|DMEL	CCAP1982_LOCUS6870|CAD6998261.1|CCAP
OG0008875	CG13148|NP_610811.1|DMEL	CCAP1982_LOCUS21585|CAD7013525.1|CCAP
OG0008876	CG1909|NP_651928.1|DMEL	CCAP1982_LOCUS10392|CAD7001905.1|CCAP
OG0008877	CG32109|NP_729822.1|DMEL	CCAP1982_LOCUS14436|CAD7006104.1|CCAP
OG0008878	D12|NP_609228.2|DMEL	CCAP1982_LOCUS7850|CAD6999323.1|CCAP
OG0008879	CG15615|NP_611159.2|DMEL	CCAP1982_LOCUS21392|CAD7013322.1|CCAP
OG0008881	CG13581|NP_611921.1|DMEL	CCAP1982_LOCUS19739|CAD7011653.1|CCAP
OG0008882	ppk18|NP_609308.3|DMEL	CCAP1982_LOCUS7724|CAD6999188.1|CCAP
OG0008883	Rlb1|NP_477099.1|DMEL	CCAP1982_LOCUS4530|CAD6995828.1|CCAP
OG0008884	Lgr3|NP_733115.1|DMEL	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP
OG0008885	CG17350|NP_609958.1|DMEL	CCAP1982_LOCUS5772|CAD6997126.1|CCAP
OG0008886	CG8303|NP_611141.3|DMEL	CCAP1982_LOCUS20331|CAD7012234.1|CCAP
OG0008887	FAM21|NP_611496.1|DMEL	CCAP1982_LOCUS21718|CAD7013676.1|CCAP
OG0008888	CG6409|NP_648415.1|DMEL	CCAP1982_LOCUS12807|CAD7004397.1|CCAP
OG0008889	Plekhm1|NP_611639.1|DMEL	CCAP1982_LOCUS19841|CAD7011727.1|CCAP
OG0008890	CG14860|NP_650403.2|DMEL	CCAP1982_LOCUS20631|CAD7012546.1|CCAP, CCAP1982_LOCUS20630|CAD7012545.1|CCAP, CCAP1982_LOCUS20629|CAD7012544.1|CCAP, CCAP1982_LOCUS20628|CAD7012543.1|CCAP
OG0008891	DOR|NP_001246624.1|DMEL	CCAP1982_LOCUS12910|CAD7004511.1|CCAP
OG0008892	CG3328|NP_001369116.1|DMEL	CCAP1982_LOCUS22399|CAD7014407.1|CCAP
OG0008893	CHMP2B|NP_647947.1|DMEL	CCAP1982_LOCUS13223|CAD7004834.1|CCAP
OG0008894	Octbeta1R|NP_651057.1|DMEL	CCAP1982_LOCUS3280|CAD6994537.1|CCAP
OG0008895	CG9444|NP_649927.2|DMEL	CCAP1982_LOCUS520|CAD6991603.1|CCAP
OG0008897	CG7131|NP_650706.1|DMEL	CCAP1982_LOCUS740|CAD6991841.1|CCAP
OG0008898	CG4630|NP_001260948.1|DMEL	CCAP1982_LOCUS19439|CAD7011334.1|CCAP
OG0008899	Nak|NP_477165.1|DMEL	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP
OG0008900	Atac2|NP_609889.1|DMEL	CCAP1982_LOCUS6726|CAD6998112.1|CCAP
OG0008901	CG8641|NP_648073.1|DMEL	CCAP1982_LOCUS11548|CAD7003085.1|CCAP
OG0008902	RhoGAP102A|NP_001245416.1|DMEL	CCAP1982_LOCUS10029|CAD7001533.1|CCAP
OG0008903	CG13950|NP_001334728.1|DMEL	CCAP1982_LOCUS7300|CAD6998746.1|CCAP
OG0008904	CG34386|NP_001097362.1|DMEL	CCAP1982_LOCUS23071|CAD7015121.1|CCAP
OG0008905	Thd1|NP_651925.1|DMEL	CCAP1982_LOCUS10031|CAD7001535.1|CCAP
OG0008906	ect|NP_001287019.1|DMEL	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP
OG0008907	CG13615|NP_651261.2|DMEL	CCAP1982_LOCUS413|CAD6991489.1|CCAP
OG0008908	thw|NP_001097699.2|DMEL	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP
OG0008909	AstA-R2|NP_524544.1|DMEL	CCAP1982_LOCUS1393|CAD6992545.1|CCAP
OG0008910	CG8861|NP_001163567.1|DMEL	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP
OG0008911	kuk|NP_650595.1|DMEL	CCAP1982_LOCUS2275|CAD6993462.1|CCAP
OG0008912	TwdlV|NP_649446.1|DMEL	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP
OG0008913	Pebp1|NP_651051.1|DMEL	CCAP1982_LOCUS2840|CAD6994069.1|CCAP
OG0008914	Crz|NP_524350.1|DMEL	CCAP1982_LOCUS2760|CAD6993977.1|CCAP
OG0008915	Ama|NP_731114.2|DMEL	CCAP1982_LOCUS3581|CAD6994846.1|CCAP
OG0008916	CG31904|NP_723310.1|DMEL, CG13796|NP_723308.2|DMEL	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP
OG0008917	Proc|NP_609158.2|DMEL	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP
OG0008919	CG4297|NP_608527.2|DMEL	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP
OG0008920	CG42728|NP_001189111.1|DMEL	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP
OG0008921	lmgB|NP_001097124.1|DMEL	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP
OG0008922	grk|NP_476568.2|DMEL	CCAP1982_LOCUS6595|CAD6997979.1|CCAP
OG0008923	prod|NP_725841.1|DMEL	CCAP1982_LOCUS21920|CAD7013907.1|CCAP
OG0008924	CG16799|NP_611504.2|DMEL	CCAP1982_LOCUS22040|CAD7014034.1|CCAP
OG0008925	GstE9|NP_725784.1|DMEL	CCAP1982_LOCUS23261|CAD7015316.1|CCAP
OG0008926	CG8788|NP_610461.1|DMEL	CCAP1982_LOCUS23319|CAD7015375.1|CCAP
OG0008927	Brca2|NP_611925.2|DMEL	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP
OG0008928	Tsp42Ek|NP_523637.1|DMEL	CCAP1982_LOCUS23369|CAD7015427.1|CCAP
OG0008929	CG15083|NP_611380.1|DMEL	CCAP1982_LOCUS22113|CAD7014107.1|CCAP
OG0008930	Or88a|NP_524348.2|DMEL	CCAP1982_LOCUS22409|CAD7014413.1|CCAP
OG0008931	FMRFa|NP_523669.2|DMEL	CCAP1982_LOCUS22283|CAD7014280.1|CCAP
OG0008932	Lcp9|NP_523854.1|DMEL	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP
OG0008933	Cpr47Ec|NP_610657.1|DMEL	CCAP1982_LOCUS21287|CAD7013216.1|CCAP
OG0008935	Spn43Aa|NP_524805.1|DMEL	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP
OG0008936	CG10307|NP_611605.1|DMEL	CCAP1982_LOCUS19449|CAD7011346.1|CCAP
OG0008937	CG30020|NP_610627.2|DMEL	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP
OG0008938	CG13331|NP_725310.1|DMEL	CCAP1982_LOCUS20561|CAD7012484.1|CCAP
OG0008939	18w|NP_476814.1|DMEL	CCAP1982_LOCUS20782|CAD7012675.1|CCAP
OG0008940	CG11073|NP_611638.2|DMEL	CCAP1982_LOCUS21046|CAD7012952.1|CCAP
OG0008946	ssp7|NP_727495.1|DMEL	CCAP1982_LOCUS19692|CAD7011603.1|CCAP
OG0008949	CG42714|NP_001189053.1|DMEL	CCAP1982_LOCUS12415|CAD7003993.1|CCAP
OG0008950	vilya|NP_570026.1|DMEL	CCAP1982_LOCUS12886|CAD7004481.1|CCAP
OG0008951	CG4229|NP_648903.1|DMEL	CCAP1982_LOCUS12900|CAD7004501.1|CCAP
OG0008952	CG8661|NP_573212.1|DMEL	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP
OG0008953	CG32462|NP_730750.1|DMEL	CCAP1982_LOCUS13060|CAD7004665.1|CCAP
OG0008955	Cpr65Ea|NP_648075.1|DMEL	CCAP1982_LOCUS11543|CAD7003080.1|CCAP
OG0008956	CG30383|NP_724612.2|DMEL	CCAP1982_LOCUS14575|CAD7006249.1|CCAP
OG0008957	btl|NP_729956.1|DMEL	CCAP1982_LOCUS12274|CAD7003841.1|CCAP
OG0008958	CG11249|NP_649346.1|DMEL	CCAP1982_LOCUS13525|CAD7005164.1|CCAP
OG0008959	CG7017|NP_649190.1|DMEL	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP
OG0008960	CG44837|NP_001287037.1|DMEL	CCAP1982_LOCUS13422|CAD7005052.1|CCAP
OG0008961	CG5050|NP_609839.2|DMEL	CCAP1982_LOCUS7054|CAD6998457.1|CCAP
OG0008985	Cpr72Ec|NP_648884.1|DMEL	CCAP1982_LOCUS12236|CAD7003803.1|CCAP
OG0008986	CG10286|NP_649649.1|DMEL	CCAP1982_LOCUS5702|CAD6997047.1|CCAP
OG0008990	CG32037|NP_648326.1|DMEL	CCAP1982_LOCUS11431|CAD7002967.1|CCAP
OG0008992	CG4565|NP_001097743.1|DMEL	CCAP1982_LOCUS3524|CAD6994793.1|CCAP
OG0008993	CG6175|NP_001261708.1|DMEL	CCAP1982_LOCUS13676|CAD7005315.1|CCAP
OG0008994	CG8292|NP_609198.1|DMEL	CCAP1982_LOCUS6730|CAD6998118.1|CCAP
OG0008995	Ir60a|NP_611901.1|DMEL	CCAP1982_LOCUS19479|CAD7011378.1|CCAP
OG0008999	tgy|NP_573349.4|DMEL	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP
OG0009003	CG14118|NP_648612.1|DMEL	CCAP1982_LOCUS14538|CAD7006210.1|CCAP
OG0009005	Rsph1|NP_609609.1|DMEL	CCAP1982_LOCUS8449|CAD6999940.1|CCAP
OG0009006	CG5180|NP_001138087.1|DMEL	CCAP1982_LOCUS3116|CAD6994363.1|CCAP
OG0009007	CG13314|NP_648275.1|DMEL	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009008	ninaE|NP_524407.1|DMEL	CCAP1982_LOCUS93|CAD6991153.1|CCAP
OG0009009	CG12003|NP_647625.2|DMEL	CCAP1982_LOCUS12773|CAD7004361.1|CCAP
OG0009010	CG7182|NP_648212.1|DMEL	CCAP1982_LOCUS14898|CAD7006587.1|CCAP
OG0009011	Teh4|NP_647866.2|DMEL	CCAP1982_LOCUS12729|CAD7004309.1|CCAP
OG0009014	aos|NP_524107.2|DMEL	CCAP1982_LOCUS13336|CAD7004957.1|CCAP
OG0009015	CG8563|NP_648116.2|DMEL	CCAP1982_LOCUS12356|CAD7003934.1|CCAP
OG0009016	CG8042|NP_648165.1|DMEL	CCAP1982_LOCUS10869|CAD7002375.1|CCAP
OG0009017	daw|NP_523461.1|DMEL	CCAP1982_LOCUS5361|CAD6996677.1|CCAP
OG0009018	Syt7|NP_726557.3|DMEL	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP
OG0009019	CG1674|NP_001245414.1|DMEL	CCAP1982_LOCUS10619|CAD7002131.1|CCAP
OG0009020	CG34404|NP_650457.2|DMEL	CCAP1982_LOCUS2828|CAD6994056.1|CCAP
OG0009021	CG9775|NP_649482.2|DMEL	CCAP1982_LOCUS4666|CAD6995955.1|CCAP
OG0009022	beat-Va|NP_001189214.1|DMEL	CCAP1982_LOCUS1965|CAD6993139.1|CCAP
OG0009023	CG5984|NP_651548.1|DMEL	CCAP1982_LOCUS3398|CAD6994663.1|CCAP
OG0009024	AstA|NP_524489.2|DMEL	CCAP1982_LOCUS2458|CAD6993649.1|CCAP
OG0009025	DNAlig3|NP_650187.2|DMEL	CCAP1982_LOCUS3816|CAD6995093.1|CCAP
OG0009026	CG34290|NP_001097899.2|DMEL	CCAP1982_LOCUS20439|CAD7012345.1|CCAP
OG0009027	CG15071|NP_611360.1|DMEL	CCAP1982_LOCUS21777|CAD7013746.1|CCAP
OG0009028	CG3448|NP_648316.1|DMEL	CCAP1982_LOCUS11381|CAD7002914.1|CCAP
OG0009029	Tsp26A|NP_001097093.1|DMEL	CCAP1982_LOCUS5388|CAD6996704.1|CCAP
OG0009030	CG4577|NP_001259855.1|DMEL	CCAP1982_LOCUS7038|CAD6998438.1|CCAP
OG0009031	CG1227|NP_649712.1|DMEL	CCAP1982_LOCUS4387|CAD6995680.1|CCAP
OG0009032	CG10053|NP_649711.1|DMEL	CCAP1982_LOCUS4386|CAD6995679.1|CCAP
OG0009033	DnaJ-H|NP_001260431.1|DMEL	CCAP1982_LOCUS8791|CAD7000303.1|CCAP
OG0009034	kek3|NP_523575.1|DMEL	CCAP1982_LOCUS7585|CAD6999038.1|CCAP
OG0009035	CG13123|NP_609315.1|DMEL	CCAP1982_LOCUS7736|CAD6999202.1|CCAP
OG0009036	CG1688|NP_610516.1|DMEL	CCAP1982_LOCUS20353|CAD7012257.1|CCAP
OG0009037	E23|NP_995622.1|DMEL	CCAP1982_LOCUS6931|CAD6998326.1|CCAP
OG0009038	CG42487|NP_001163752.1|DMEL	CCAP1982_LOCUS3917|CAD6995198.1|CCAP
OG0009039	CG4287|NP_650514.1|DMEL	CCAP1982_LOCUS4800|CAD6996100.1|CCAP
OG0009040	CG12866|NP_001286425.1|DMEL	CCAP1982_LOCUS5253|CAD6996584.1|CCAP
OG0009041	CG6040|NP_650781.2|DMEL	CCAP1982_LOCUS2610|CAD6993813.1|CCAP
OG0009042	hoe2|NP_608878.1|DMEL	CCAP1982_LOCUS7840|CAD6999312.1|CCAP
OG0009043	msb1l|NP_609991.1|DMEL	CCAP1982_LOCUS2208|CAD6993392.1|CCAP
OG0009044	CG9121|NP_608901.1|DMEL	CCAP1982_LOCUS8461|CAD6999953.1|CCAP
OG0009046	CG14562|NP_649372.1|DMEL	CCAP1982_LOCUS13800|CAD7005440.1|CCAP
OG0009047	CG17002|NP_610253.1|DMEL	CCAP1982_LOCUS23383|CAD7015441.1|CCAP
OG0009048	Hacd2|NP_609655.2|DMEL	CCAP1982_LOCUS5609|CAD6996939.1|CCAP
OG0009049	CG10407|NP_001303466.1|DMEL	CCAP1982_LOCUS923|CAD6992042.1|CCAP
OG0009050	CG7968|NP_609684.1|DMEL	CCAP1982_LOCUS6009|CAD6997372.1|CCAP
OG0009052	CG2846|NP_649749.2|DMEL	CCAP1982_LOCUS4264|CAD6995553.1|CCAP
OG0009053	CG5746|NP_001138106.1|DMEL	CCAP1982_LOCUS5061|CAD6996384.1|CCAP
OG0009054	Tk|NP_001262493.1|DMEL	CCAP1982_LOCUS5162|CAD6996493.1|CCAP
OG0009055	CG10561|NP_476608.1|DMEL	CCAP1982_LOCUS5834|CAD6997195.1|CCAP
OG0009056	Atac1|NP_609088.1|DMEL	CCAP1982_LOCUS11346|CAD7002877.1|CCAP
OG0009057	wac|NP_612020.2|DMEL	CCAP1982_LOCUS22424|CAD7014428.1|CCAP
OG0009058	CG32017|NP_726650.2|DMEL	CCAP1982_LOCUS9823|CAD7001326.1|CCAP
OG0009059	Oatp74D|NP_648989.1|DMEL	CCAP1982_LOCUS13234|CAD7004849.1|CCAP
OG0009060	CG16789|NP_649910.3|DMEL	CCAP1982_LOCUS717|CAD6991816.1|CCAP
OG0009061	CG15706|NP_611099.2|DMEL	CCAP1982_LOCUS19686|CAD7011597.1|CCAP
OG0009062	CG4282|NP_611118.3|DMEL	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP
OG0009063	grnd|NP_609880.2|DMEL	CCAP1982_LOCUS8667|CAD7000176.1|CCAP
OG0009064	Lap1|NP_611007.1|DMEL	CCAP1982_LOCUS10160|CAD7001669.1|CCAP
OG0009065	CG4393|NP_651143.2|DMEL	CCAP1982_LOCUS485|CAD6991566.1|CCAP
OG0009066	CG18178|NP_648350.1|DMEL	CCAP1982_LOCUS11170|CAD7002692.1|CCAP
OG0009067	Srpk79D|NP_001246881.1|DMEL	CCAP1982_LOCUS14161|CAD7005815.1|CCAP
OG0009068	CG1360|NP_610300.1|DMEL	CCAP1982_LOCUS22489|CAD7014487.1|CCAP
OG0009069	firl|NP_001033900.2|DMEL	CCAP1982_LOCUS7799|CAD6999269.1|CCAP
OG0009071	ymp|NP_001287531.1|DMEL	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP
OG0009072	CG18268|NP_649739.1|DMEL	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP
OG0009073	CG4462|NP_650849.1|DMEL	CCAP1982_LOCUS103|CAD6991164.1|CCAP
OG0009074	CG6791|NP_650090.1|DMEL	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP
OG0009075	CG14657|NP_649501.1|DMEL	CCAP1982_LOCUS735|CAD6991836.1|CCAP
OG0009076	CG9837|NP_649838.5|DMEL	CCAP1982_LOCUS4960|CAD6996277.1|CCAP
OG0009077	rpk|NP_001246909.1|DMEL	CCAP1982_LOCUS4889|CAD6996199.1|CCAP
OG0009078	CG17721|NP_001247041.1|DMEL	CCAP1982_LOCUS4867|CAD6996175.1|CCAP
OG0009079	mld|NP_001247289.1|DMEL	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP
OG0009080	EndoU|NP_650508.1|DMEL	CCAP1982_LOCUS4812|CAD6996117.1|CCAP
OG0009081	E_spl_malpha-BFM|NP_524506.1|DMEL	CCAP1982_LOCUS344|CAD6991417.1|CCAP
OG0009082	CG31287|NP_732119.1|DMEL	CCAP1982_LOCUS5090|CAD6996417.1|CCAP
OG0009083	dec-1|NP_511072.2|DMEL	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP
OG0009084	Cap-H2|NP_650014.2|DMEL	CCAP1982_LOCUS4255|CAD6995544.1|CCAP
OG0009085	CG4757|NP_650043.1|DMEL	CCAP1982_LOCUS3214|CAD6994469.1|CCAP
OG0009086	CG34112|NP_001246902.1|DMEL	CCAP1982_LOCUS1993|CAD6993169.1|CCAP
OG0009087	CG33213|NP_788749.1|DMEL	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP
OG0009088	PH4alphaSG2|NP_651801.1|DMEL	CCAP1982_LOCUS1142|CAD6992274.1|CCAP
OG0009089	CG11076|NP_726630.2|DMEL	CCAP1982_LOCUS3988|CAD6995267.1|CCAP
OG0009090	CG15514|NP_651739.1|DMEL	CCAP1982_LOCUS3889|CAD6995168.1|CCAP
OG0009091	TwdlG|NP_649444.1|DMEL	CCAP1982_LOCUS2313|CAD6993500.1|CCAP
OG0009092	lbl|NP_001262805.1|DMEL	CCAP1982_LOCUS2768|CAD6993985.1|CCAP
OG0009093	Su_var_3-7|NP_524342.3|DMEL	CCAP1982_LOCUS2711|CAD6993920.1|CCAP
OG0009094	ppk30|NP_651706.1|DMEL	CCAP1982_LOCUS2505|CAD6993699.1|CCAP
OG0009095	ppk21|NP_651704.2|DMEL	CCAP1982_LOCUS2504|CAD6993698.1|CCAP
OG0009096	CG6403|NP_651501.2|DMEL	CCAP1982_LOCUS2969|CAD6994207.1|CCAP
OG0009097	CG14247|NP_651502.2|DMEL	CCAP1982_LOCUS2970|CAD6994208.1|CCAP
OG0009098	Rb97D|NP_524520.1|DMEL	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP
OG0009099	CG11504|NP_651758.1|DMEL	CCAP1982_LOCUS1054|CAD6992181.1|CCAP
OG0009100	sna|NP_476732.1|DMEL	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP
OG0009101	a5|NP_476998.1|DMEL	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP
OG0009102	TTLL4B|NP_722946.1|DMEL	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP
OG0009103	CG2816|NP_608803.2|DMEL	CCAP1982_LOCUS8743|CAD7000253.1|CCAP
OG0009104	CG10031|NP_608802.2|DMEL	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP
OG0009105	A16|NP_609598.1|DMEL	CCAP1982_LOCUS8217|CAD6999690.1|CCAP
OG0009106	CG33543|NP_001014458.3|DMEL	CCAP1982_LOCUS8493|CAD6999987.1|CCAP
OG0009107	CG5177|NP_609114.1|DMEL	CCAP1982_LOCUS8063|CAD6999542.1|CCAP
OG0009108	CG5404|NP_650482.1|DMEL	CCAP1982_LOCUS9172|CAD7000699.1|CCAP
OG0009109	atilla|NP_609558.3|DMEL	CCAP1982_LOCUS7308|CAD6998754.1|CCAP
OG0009110	CG11911|NP_608518.1|DMEL	CCAP1982_LOCUS7387|CAD6998839.1|CCAP
OG0009111	CG15021|NP_647902.1|DMEL	CCAP1982_LOCUS7963|CAD6999439.1|CCAP
OG0009112	cbt|NP_722636.1|DMEL	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP
OG0009113	CG31871|NP_723607.1|DMEL	CCAP1982_LOCUS7941|CAD6999415.1|CCAP
OG0009114	mbm|NP_608511.1|DMEL	CCAP1982_LOCUS7902|CAD6999375.1|CCAP
OG0009115	CG34179|NP_001285654.1|DMEL	CCAP1982_LOCUS6265|CAD6997630.1|CCAP
OG0009116	CG3119|NP_608717.2|DMEL	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP
OG0009117	CG11149|NP_723110.1|DMEL	CCAP1982_LOCUS7761|CAD6999227.1|CCAP
OG0009118	Or1a|NP_525029.2|DMEL	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP
OG0009119	NimC2|NP_788047.1|DMEL	CCAP1982_LOCUS6054|CAD6997413.1|CCAP
OG0009120	Ir67a|NP_648329.3|DMEL	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP
OG0009121	CG18190|NP_611384.2|DMEL	CCAP1982_LOCUS21943|CAD7013929.1|CCAP
OG0009122	CG3906|NP_611802.1|DMEL	CCAP1982_LOCUS22032|CAD7014026.1|CCAP
OG0009123	CG13437|NP_611507.1|DMEL	CCAP1982_LOCUS22043|CAD7014037.1|CCAP
OG0009124	ppk|NP_477232.1|DMEL	CCAP1982_LOCUS23411|CAD7015471.1|CCAP
OG0009125	Tsp42Ei|NP_523635.2|DMEL	CCAP1982_LOCUS23371|CAD7015429.1|CCAP
OG0009126	CG10911|NP_611286.1|DMEL	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP
OG0009127	CG4681|NP_611937.2|DMEL	CCAP1982_LOCUS22820|CAD7014853.1|CCAP
OG0009128	CG12164|NP_610268.2|DMEL	CCAP1982_LOCUS22109|CAD7014103.1|CCAP
OG0009129	CG14752|NP_610393.1|DMEL	CCAP1982_LOCUS22130|CAD7014124.1|CCAP
OG0009130	MFS12|NP_610332.3|DMEL	CCAP1982_LOCUS22701|CAD7014722.1|CCAP
OG0009131	CG12159|NP_610330.1|DMEL	CCAP1982_LOCUS22704|CAD7014726.1|CCAP
OG0009132	Ance-5|NP_573392.2|DMEL	CCAP1982_LOCUS22744|CAD7014770.1|CCAP
OG0009133	CG17047|NP_610865.1|DMEL	CCAP1982_LOCUS22519|CAD7014518.1|CCAP
OG0009134	CG30080|NP_725491.1|DMEL	CCAP1982_LOCUS7220|CAD6998653.1|CCAP
OG0009135	CG13742|NP_001260813.1|DMEL	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP
OG0009136	reb|NP_610713.2|DMEL	CCAP1982_LOCUS22941|CAD7014981.1|CCAP
OG0009137	Cpr49Ac|NP_725150.2|DMEL	CCAP1982_LOCUS21267|CAD7013196.1|CCAP
OG0009138	CG13155|NP_610770.1|DMEL	CCAP1982_LOCUS21269|CAD7013198.1|CCAP
OG0009139	CG3548|NP_611941.1|DMEL	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP
OG0009140	Cpr47Ee|NP_610659.1|DMEL	CCAP1982_LOCUS21281|CAD7013210.1|CCAP
OG0009141	lbm|NP_523639.1|DMEL	CCAP1982_LOCUS21464|CAD7013399.1|CCAP
OG0009142	Spn43Ad|NP_610261.1|DMEL	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP
OG0009143	CG34445|NP_001097420.1|DMEL	CCAP1982_LOCUS21544|CAD7013482.1|CCAP
OG0009145	CG13501|NP_611631.1|DMEL	CCAP1982_LOCUS19965|CAD7011856.1|CCAP
OG0009146	CG6329|NP_610904.1|DMEL	CCAP1982_LOCUS19781|CAD7011697.1|CCAP
