Orthogroup	DMEL.longest_only	DSUB.longest_only
OG0008997	CG4293|NP_569847.1|DMEL	LOC117900699|XP_034667084.1|DSUB
OG0008999	tgy|NP_573349.4|DMEL	LOC117890890|XP_034651879.1|DSUB
OG0009000	CG15930|NP_572214.2|DMEL	LOC117896378|XP_034660551.1|DSUB, LOC117895376|XP_034658863.1|DSUB, LOC117900124|XP_034666279.1|DSUB
OG0009001	CG17343|NP_609940.1|DMEL	LOC117901865|XP_034668711.1|DSUB
OG0009002	CG42359|NP_732404.2|DMEL	LOC117897249|XP_034661862.1|DSUB
OG0009003	CG14118|NP_648612.1|DMEL	LOC117890984|XP_034652028.1|DSUB
OG0009004	CG13223|NP_610656.1|DMEL	LOC117890736|XP_034651679.1|DSUB
OG0009005	Rsph1|NP_609609.1|DMEL	LOC117900335|XP_034666564.1|DSUB
OG0009006	CG5180|NP_001138087.1|DMEL	LOC117897896|XP_034662863.1|DSUB
OG0009007	CG13314|NP_648275.1|DMEL	LOC117894208|XP_034657013.1|DSUB
OG0009008	ninaE|NP_524407.1|DMEL	LOC117898523|XP_034663883.1|DSUB
OG0009009	CG12003|NP_647625.2|DMEL	LOC117892985|XP_034655228.1|DSUB
OG0009010	CG7182|NP_648212.1|DMEL	LOC117895802|XP_034659615.1|DSUB
OG0009011	Teh4|NP_647866.2|DMEL	LOC117895320|XP_034658777.1|DSUB
OG0009012	TAF1C-like|NP_611585.1|DMEL	LOC117890284|XP_034650937.1|DSUB
OG0009013	CG14442|NP_572342.1|DMEL	LOC117895425|XP_034658958.1|DSUB
OG0009014	aos|NP_524107.2|DMEL	LOC117895066|XP_034658338.1|DSUB
OG0009015	CG8563|NP_648116.2|DMEL	LOC117895603|XP_034659242.1|DSUB
OG0009016	CG8042|NP_648165.1|DMEL	LOC117894129|XP_034656910.1|DSUB
OG0009017	daw|NP_523461.1|DMEL	LOC117901336|XP_034667936.1|DSUB
OG0009018	Syt7|NP_726557.3|DMEL	LOC117902991|XP_034670596.1|DSUB
OG0009019	CG1674|NP_001245414.1|DMEL	LOC117902987|XP_034670578.1|DSUB
OG0009020	CG34404|NP_650457.2|DMEL	LOC117899340|XP_034665178.1|DSUB
OG0009021	CG9775|NP_649482.2|DMEL	LOC117897314|XP_034661956.1|DSUB
OG0009022	beat-Va|NP_001189214.1|DMEL	LOC117898197|XP_034663308.1|DSUB
OG0009023	CG5984|NP_651548.1|DMEL	LOC117896720|XP_034661072.1|DSUB
OG0009024	AstA|NP_524489.2|DMEL	LOC117896325|XP_034660451.1|DSUB
OG0009025	DNAlig3|NP_650187.2|DMEL	LOC117898581|XP_034664014.1|DSUB
OG0009026	CG34290|NP_001097899.2|DMEL	LOC117897584|XP_034662429.1|DSUB
OG0009027	CG15071|NP_611360.1|DMEL	LOC117892580|XP_034654804.1|DSUB
OG0009028	CG3448|NP_648316.1|DMEL	LOC117895218|XP_034658602.1|DSUB
OG0009029	Tsp26A|NP_001097093.1|DMEL	LOC117902117|XP_034669126.1|DSUB
OG0009030	CG4577|NP_001259855.1|DMEL	LOC117902744|XP_034670218.1|DSUB
OG0009031	CG1227|NP_649712.1|DMEL	LOC117898896|XP_034664470.1|DSUB
OG0009032	CG10053|NP_649711.1|DMEL	LOC117898898|XP_034664471.1|DSUB
OG0009033	DnaJ-H|NP_001260431.1|DMEL	LOC117900017|XP_034666094.1|DSUB
OG0009034	kek3|NP_523575.1|DMEL	LOC117901496|XP_034668156.1|DSUB
OG0009035	CG13123|NP_609315.1|DMEL	LOC117902181|XP_034669244.1|DSUB
OG0009036	CG1688|NP_610516.1|DMEL	LOC117890569|XP_034651392.1|DSUB
OG0009037	E23|NP_995622.1|DMEL	LOC117902540|XP_034669865.1|DSUB
OG0009038	CG42487|NP_001163752.1|DMEL	LOC117898661|XP_034664128.1|DSUB
OG0009039	CG4287|NP_650514.1|DMEL	LOC117895985|XP_034659859.1|DSUB
OG0009040	CG12866|NP_001286425.1|DMEL	LOC117892627|XP_034654870.1|DSUB
OG0009041	CG6040|NP_650781.2|DMEL	LOC117898794|XP_034664323.1|DSUB
OG0009042	hoe2|NP_608878.1|DMEL	LOC117902072|XP_034669052.1|DSUB
OG0009043	msb1l|NP_609991.1|DMEL	LOC117901772|XP_034668562.1|DSUB
OG0009044	CG9121|NP_608901.1|DMEL	LOC117902717|XP_034670173.1|DSUB
OG0009045	CG15186|NP_001246950.1|DMEL	LOC117896240|XP_034660278.1|DSUB
OG0009046	CG14562|NP_649372.1|DMEL	LOC117893453|XP_034655962.1|DSUB
OG0009047	CG17002|NP_610253.1|DMEL	LOC117891332|XP_034652642.1|DSUB
OG0009048	Hacd2|NP_609655.2|DMEL	LOC117900164|XP_034666297.1|DSUB
OG0009049	CG10407|NP_001303466.1|DMEL	LOC117898526|XP_034663886.1|DSUB
OG0009050	CG7968|NP_609684.1|DMEL	LOC117902131|XP_034669151.1|DSUB
OG0009051	plu|NP_476683.1|DMEL	LOC117891246|XP_034652483.1|DSUB
OG0009052	CG2846|NP_649749.2|DMEL	LOC117899719|XP_034665829.1|DSUB
OG0009053	CG5746|NP_001138106.1|DMEL	LOC117898823|XP_034664378.1|DSUB
OG0009054	Tk|NP_001262493.1|DMEL	LOC117898409|XP_034663669.1|DSUB
OG0009055	CG10561|NP_476608.1|DMEL	LOC117902173|XP_034669205.1|DSUB
OG0009056	Atac1|NP_609088.1|DMEL	LOC117902607|XP_034670009.1|DSUB
OG0009057	wac|NP_612020.2|DMEL	LOC117894722|XP_034657800.1|DSUB
OG0009058	CG32017|NP_726650.2|DMEL	LOC117902951|XP_034670464.1|DSUB
OG0009059	Oatp74D|NP_648989.1|DMEL	LOC117895453|XP_034659016.1|DSUB
OG0009060	CG16789|NP_649910.3|DMEL	LOC117899247|XP_034665018.1|DSUB
OG0009061	CG15706|NP_611099.2|DMEL	LOC117892303|XP_034654340.1|DSUB
OG0009062	CG4282|NP_611118.3|DMEL	LOC117891941|XP_034653680.1|DSUB
OG0009063	grnd|NP_609880.2|DMEL	LOC117900491|XP_034666770.1|DSUB
OG0009064	Lap1|NP_611007.1|DMEL	LOC117890718|XP_034651650.1|DSUB
OG0009065	CG4393|NP_651143.2|DMEL	LOC117897106|XP_034661642.1|DSUB
OG0009066	CG18178|NP_648350.1|DMEL	LOC117894108|XP_034656876.1|DSUB
OG0009067	Srpk79D|NP_001246881.1|DMEL	LOC117895438|XP_034658983.1|DSUB
OG0009068	CG1360|NP_610300.1|DMEL	LOC117891975|XP_034653739.1|DSUB
OG0009069	firl|NP_001033900.2|DMEL	LOC117902733|XP_034670198.1|DSUB
OG0009070	hebe|NP_001097248.1|DMEL	LOC117890168|XP_034650757.1|DSUB
OG0009071	ymp|NP_001287531.1|DMEL	LOC117897741|XP_034662670.1|DSUB
OG0009072	CG18268|NP_649739.1|DMEL	LOC117899408|XP_034665286.1|DSUB
OG0009073	CG4462|NP_650849.1|DMEL	LOC117896725|XP_034661080.1|DSUB
OG0009074	CG6791|NP_650090.1|DMEL	LOC117898412|XP_034663672.1|DSUB
OG0009075	CG14657|NP_649501.1|DMEL	LOC117897208|XP_034661802.1|DSUB
OG0009076	CG9837|NP_649838.5|DMEL	LOC117899496|XP_034665436.1|DSUB
OG0009077	rpk|NP_001246909.1|DMEL	LOC117896075|XP_034659996.1|DSUB
OG0009078	CG17721|NP_001247041.1|DMEL	LOC117897617|XP_034662474.1|DSUB
OG0009079	mld|NP_001247289.1|DMEL	LOC117896077|XP_034660002.1|DSUB
OG0009080	EndoU|NP_650508.1|DMEL	LOC117898100|XP_034663171.1|DSUB
OG0009081	E_spl_malpha-BFM|NP_524506.1|DMEL	LOC117896552|XP_034660829.1|DSUB
OG0009082	CG31287|NP_732119.1|DMEL	LOC117896245|XP_034660294.1|DSUB
OG0009083	dec-1|NP_511072.2|DMEL	LOC117903809|XP_034672136.1|DSUB
OG0009084	Cap-H2|NP_650014.2|DMEL	LOC117899578|XP_034665582.1|DSUB
OG0009085	CG4757|NP_650043.1|DMEL	LOC117897880|XP_034662846.1|DSUB
OG0009086	CG34112|NP_001246902.1|DMEL	LOC117896445|XP_034660665.1|DSUB
OG0009087	CG33213|NP_788749.1|DMEL	LOC117898784|XP_034664312.1|DSUB
OG0009088	PH4alphaSG2|NP_651801.1|DMEL	LOC117897939|XP_034662921.1|DSUB
OG0009089	CG11076|NP_726630.2|DMEL	LOC117899140|XP_034664884.1|DSUB
OG0009090	CG15514|NP_651739.1|DMEL	LOC117898018|XP_034663038.1|DSUB
OG0009091	TwdlG|NP_649444.1|DMEL	LOC117898290|XP_034663437.1|DSUB
OG0009092	lbl|NP_001262805.1|DMEL	LOC117898308|XP_034663474.1|DSUB
OG0009093	Su_var_3-7|NP_524342.3|DMEL	LOC117898868|XP_034664438.1|DSUB
OG0009094	ppk30|NP_651706.1|DMEL	LOC117899086|XP_034664753.1|DSUB
OG0009095	ppk21|NP_651704.2|DMEL	LOC117899085|XP_034664752.1|DSUB
OG0009096	CG6403|NP_651501.2|DMEL	LOC117896867|XP_034661288.1|DSUB
OG0009097	CG14247|NP_651502.2|DMEL	LOC117896625|XP_034660953.1|DSUB
OG0009098	Rb97D|NP_524520.1|DMEL	LOC117896123|XP_034660068.1|DSUB
OG0009099	CG11504|NP_651758.1|DMEL	LOC117898883|XP_034664457.1|DSUB
OG0009100	sna|NP_476732.1|DMEL	LOC117900439|XP_034666700.1|DSUB
OG0009101	a5|NP_476998.1|DMEL	LOC117900843|XP_034667248.1|DSUB
OG0009102	TTLL4B|NP_722946.1|DMEL	LOC117902661|XP_034670080.1|DSUB
OG0009103	CG2816|NP_608803.2|DMEL	LOC117900189|XP_034666329.1|DSUB
OG0009104	CG10031|NP_608802.2|DMEL	LOC117900590|XP_034666890.1|DSUB
OG0009105	A16|NP_609598.1|DMEL	LOC117900664|XP_034666996.1|DSUB
OG0009106	CG33543|NP_001014458.3|DMEL	LOC117901341|XP_034667942.1|DSUB
OG0009107	CG5177|NP_609114.1|DMEL	LOC117901128|XP_034667657.1|DSUB
OG0009108	CG5404|NP_650482.1|DMEL	LOC117896373|XP_034660540.1|DSUB
OG0009109	atilla|NP_609558.3|DMEL	LOC117901417|XP_034668044.1|DSUB
OG0009110	CG11911|NP_608518.1|DMEL	LOC117901158|XP_034667700.1|DSUB
OG0009111	CG15021|NP_647902.1|DMEL	LOC117894965|XP_034658190.1|DSUB
OG0009112	cbt|NP_722636.1|DMEL	LOC117900957|XP_034667421.1|DSUB
OG0009113	CG31871|NP_723607.1|DMEL	LOC117900252|XP_034666442.1|DSUB
OG0009114	mbm|NP_608511.1|DMEL	LOC117902562|XP_034669894.1|DSUB
OG0009115	CG34179|NP_001285654.1|DMEL	LOC117901735|XP_034668509.1|DSUB
OG0009116	CG3119|NP_608717.2|DMEL	LOC117900585|XP_034666886.1|DSUB
OG0009117	CG11149|NP_723110.1|DMEL	LOC117900852|XP_034667263.1|DSUB
OG0009118	Or1a|NP_525029.2|DMEL	LOC117892692|XP_034654997.1|DSUB
OG0009119	NimC2|NP_788047.1|DMEL	LOC117900067|XP_034666162.1|DSUB
OG0009120	Ir67a|NP_648329.3|DMEL	LOC117893340|XP_034655821.1|DSUB
OG0009121	CG18190|NP_611384.2|DMEL	LOC117890599|XP_034651427.1|DSUB
OG0009122	CG3906|NP_611802.1|DMEL	LOC117891524|XP_034652915.1|DSUB
OG0009123	CG13437|NP_611507.1|DMEL	LOC117889832|XP_034650204.1|DSUB
OG0009124	ppk|NP_477232.1|DMEL	LOC117900305|XP_034666510.1|DSUB
OG0009125	Tsp42Ei|NP_523635.2|DMEL	LOC117892319|XP_034654363.1|DSUB
OG0009126	CG10911|NP_611286.1|DMEL	LOC117892583|XP_034654812.1|DSUB
OG0009127	CG4681|NP_611937.2|DMEL	LOC117892209|XP_034654201.1|DSUB
OG0009128	CG12164|NP_610268.2|DMEL	LOC117890376|XP_034651064.1|DSUB
OG0009129	CG14752|NP_610393.1|DMEL	LOC117890561|XP_034651385.1|DSUB
OG0009130	MFS12|NP_610332.3|DMEL	LOC117890619|XP_034651450.1|DSUB
OG0009131	CG12159|NP_610330.1|DMEL	LOC117890417|XP_034651125.1|DSUB
OG0009132	Ance-5|NP_573392.2|DMEL	LOC117891958|XP_034653721.1|DSUB
OG0009133	CG17047|NP_610865.1|DMEL	LOC117890601|XP_034651431.1|DSUB
OG0009134	CG30080|NP_725491.1|DMEL	LOC117891093|XP_034652165.1|DSUB
OG0009135	CG13742|NP_001260813.1|DMEL	LOC117889964|XP_034650416.1|DSUB
OG0009136	reb|NP_610713.2|DMEL	LOC117891870|XP_034653527.1|DSUB
OG0009137	Cpr49Ac|NP_725150.2|DMEL	LOC117891316|XP_034652620.1|DSUB
OG0009138	CG13155|NP_610770.1|DMEL	LOC117891303|XP_034652602.1|DSUB
OG0009139	CG3548|NP_611941.1|DMEL	LOC117892207|XP_034654198.1|DSUB
OG0009140	Cpr47Ee|NP_610659.1|DMEL	LOC117890754|XP_034651704.1|DSUB
OG0009141	lbm|NP_523639.1|DMEL	LOC117892328|XP_034654372.1|DSUB
OG0009142	Spn43Ad|NP_610261.1|DMEL	LOC117889732|XP_034650046.1|DSUB
OG0009143	CG34445|NP_001097420.1|DMEL	LOC117890840|XP_034651815.1|DSUB
OG0009144	CG43325|NP_611699.1|DMEL	LOC117889913|XP_034650330.1|DSUB
OG0009145	CG13501|NP_611631.1|DMEL	LOC117891604|XP_034653028.1|DSUB
OG0009146	CG6329|NP_610904.1|DMEL	LOC117891521|XP_034652909.1|DSUB
OG0009147	CG34458|NP_001097340.1|DMEL	LOC117892550|XP_034654751.1|DSUB
OG0009148	rgr|NP_001163089.2|DMEL	LOC117890501|XP_034651285.1|DSUB
OG0009149	Ir56b|NP_611430.1|DMEL	LOC117890500|XP_034651284.1|DSUB
OG0009150	CG13330|NP_610880.1|DMEL	LOC117890825|XP_034651793.1|DSUB
OG0009152	Map60|NP_476952.1|DMEL	LOC117891380|XP_034652710.1|DSUB
OG0009153	CG3163|NP_611872.1|DMEL	LOC117889843|XP_034650227.1|DSUB
OG0009154	CG12426|NP_651591.2|DMEL	LOC117897217|XP_034661822.1|DSUB
OG0009155	CG8252|NP_610420.1|DMEL	LOC117892297|XP_034654330.1|DSUB
OG0009156	CG17005|NP_609280.2|DMEL	LOC117901871|XP_034668719.1|DSUB
OG0009157	CG31798|NP_724182.1|DMEL	LOC117901301|XP_034667897.1|DSUB
OG0009158	Dic61B|NP_728477.1|DMEL	LOC117892908|XP_034655110.1|DSUB
OG0009159	CG15642|NP_573028.1|DMEL	LOC117903321|XP_034671154.1|DSUB
OG0009160	CG42329|NP_608590.2|DMEL	LOC117891452|XP_034652824.1|DSUB
OG0009161	CG5273|NP_569857.1|DMEL	LOC117891685|XP_034653158.1|DSUB
OG0009162	Mip|NP_648971.1|DMEL	LOC117894003|XP_034656717.1|DSUB
OG0009163	CG34382|NP_001097565.1|DMEL	LOC117895053|XP_034658321.1|DSUB
OG0009164	CG42676|NP_995960.2|DMEL	LOC117895468|XP_034659033.1|DSUB
OG0009165	CG6462|NP_648011.1|DMEL	LOC117894583|XP_034657618.1|DSUB
OG0009166	Ir68b|NP_648548.1|DMEL	LOC117894999|XP_034658237.1|DSUB
OG0009167	CG32436|NP_730622.1|DMEL	LOC117893375|XP_034655860.1|DSUB
OG0009168	ebd2|NP_649307.1|DMEL	LOC117893377|XP_034655862.1|DSUB
OG0009169	CG44838|NP_001287006.1|DMEL	LOC117895202|XP_034658578.1|DSUB
OG0009170	l_3_72Dr|NP_730120.1|DMEL	LOC117894504|XP_034657505.1|DSUB, LOC117894508|XP_034657508.1|DSUB
OG0009171	Ilp8|NP_648949.2|DMEL	LOC117893947|XP_034656628.1|DSUB
OG0009172	CG42255|NP_729748.3|DMEL	LOC117894839|XP_034657978.1|DSUB
OG0009173	CG12182|NP_647731.2|DMEL	LOC117894349|XP_034657230.1|DSUB
OG0009174	CG12535|NP_726860.1|DMEL	LOC117900329|XP_034666559.1|DSUB
OG0009175	Glt|NP_477504.1|DMEL	LOC117900651|XP_034666975.1|DSUB
OG0009176	CG13484|NP_648690.1|DMEL	LOC117894874|XP_034658033.1|DSUB
OG0009178	comm|NP_524095.1|DMEL	LOC117893781|XP_034656412.1|DSUB
OG0009179	CG11131|NP_649429.1|DMEL	LOC117893799|XP_034656435.1|DSUB
OG0009180	CG7924|NP_648698.1|DMEL	LOC117895839|XP_034659682.1|DSUB
OG0009181	CG5665|NP_001246844.1|DMEL	LOC117894694|XP_034657766.1|DSUB
OG0009182	CG12316|NP_648752.1|DMEL	LOC117893206|XP_034655622.1|DSUB
OG0009183	CG33263|NP_996072.1|DMEL	LOC117893281|XP_034655735.1|DSUB
OG0009184	CG33772|NP_001027146.4|DMEL	LOC117893219|XP_034655644.1|DSUB
OG0009185	CG11248|NP_649348.1|DMEL	LOC117894231|XP_034657040.1|DSUB
OG0009186	cmpy|NP_001097652.1|DMEL	LOC117894652|XP_034657717.1|DSUB
OG0009187	CG3995|NP_650591.1|DMEL	LOC117897648|XP_034662514.1|DSUB
OG0009188	CG14488|NP_611266.2|DMEL	LOC117891849|XP_034653491.1|DSUB
OG0009189	Gagr|NP_648891.1|DMEL	LOC117894803|XP_034657928.1|DSUB
OG0009190	CG32302|NP_728732.1|DMEL	LOC117895345|XP_034658817.1|DSUB
OG0009191	Obp46a|NP_610574.1|DMEL	LOC117892356|XP_034654453.1|DSUB
OG0009192	CG34026|NP_001285057.1|DMEL	LOC117889790|XP_034650153.1|DSUB
OG0009193	CG15286|NP_609706.2|DMEL	LOC117900373|XP_034666616.1|DSUB
OG0009194	CG1339|NP_610307.2|DMEL	LOC117902356|XP_034669559.1|DSUB
OG0009195	CG32061|NP_729611.1|DMEL	LOC117893758|XP_034656385.1|DSUB, LOC117898568|XP_034663946.1|DSUB
OG0009196	can|NP_524827.1|DMEL	LOC117893432|XP_034655941.1|DSUB, LOC117893217|XP_034655646.1|DSUB
OG0009197	CG10588|NP_649271.1|DMEL	LOC117901917|XP_034668777.1|DSUB
OG0009198	CG42570|NP_001163449.1|DMEL	LOC117893747|XP_034656374.1|DSUB
OG0009199	CG32199|NP_730347.1|DMEL	LOC117895885|XP_034659779.1|DSUB
OG0009200	CG12914|NP_610566.1|DMEL	LOC117892355|XP_034654451.1|DSUB
OG0009201	BomT2|NP_652367.1|DMEL	LOC117890892|XP_034651876.1|DSUB
OG0009202	CG15873|NP_611910.2|DMEL	LOC117889759|XP_034650095.1|DSUB
OG0009203	eIF3f2|NP_610210.2|DMEL	LOC117890293|XP_034650951.1|DSUB
OG0009204	GNBP-like3|NP_611483.1|DMEL	LOC117890192|XP_034650789.1|DSUB
OG0009205	CG13427|NP_611486.1|DMEL	LOC117892313|XP_034654355.1|DSUB
OG0009206	CG12868|NP_610971.2|DMEL	LOC117892229|XP_034654224.1|DSUB
OG0009207	CG31294|NP_732055.1|DMEL	LOC117896956|XP_034661391.1|DSUB
OG0009209	Ugt304A1|NP_652619.1|DMEL	LOC117898108|XP_034663183.1|DSUB
OG0009210	BomBc1|NP_611318.2|DMEL	LOC117891359|XP_034652685.1|DSUB
OG0009211	del|NP_610091.2|DMEL	LOC117901854|XP_034668697.1|DSUB
OG0009212	CG9030|NP_727815.2|DMEL, CG43075|NP_001245677.1|DMEL, CG32588|NP_727833.1|DMEL, CG33252|NP_996494.1|DMEL	LOC117901342|XP_034667946.1|DSUB
OG0009213	PRY|NP_001104126.3|DMEL	LOC117893923|XP_034656599.1|DSUB
OG0009214	CG32487|NP_728791.1|DMEL	LOC117893255|XP_034655711.1|DSUB
OG0009219	CG15563|NP_651854.2|DMEL	LOC117897277|XP_034661899.1|DSUB
OG0009221	LSm-4|NP_001260345.1|DMEL	LOC117901184|XP_034667728.1|DSUB
OG0009222	UBL3|NP_573083.2|DMEL	LOC117893406|XP_034655900.1|DSUB
OG0009224	zen2|NP_476794.1|DMEL	LOC117898734|XP_034664245.1|DSUB
OG0009226	CG46311|NP_001334677.1|DMEL	LOC117890300|XP_034650965.1|DSUB
OG0009228	CG18262|NP_572453.1|DMEL	LOC117896229|XP_034660261.1|DSUB
OG0009229	Obp93a|NP_650945.1|DMEL	LOC117899280|XP_034665076.1|DSUB
OG0009231	CG15601|NP_573058.1|DMEL	LOC117903262|XP_034671056.1|DSUB
OG0009232	CG15473|NP_572179.1|DMEL	LOC117889830|XP_034650206.1|DSUB
OG0009235	ND5|YP_009047273.1|DMEL	ND5|YP_009725125.1|DSUB
OG0009236	CG32163|NP_730181.1|DMEL	LOC117896450|XP_034660671.1|DSUB
OG0009237	Schip1|NP_001334735.1|DMEL	LOC117902394|XP_034669610.1|DSUB
OG0009238	CG32095|NP_729755.1|DMEL	LOC117894842|XP_034657983.1|DSUB
OG0009239	COX8|NP_649328.1|DMEL	LOC117894790|XP_034657911.1|DSUB
OG0009241	CG8813|NP_608727.1|DMEL	LOC117900673|XP_034667009.1|DSUB
OG0009243	CG46319|NP_001334715.1|DMEL	LOC117890492|XP_034651273.1|DSUB
OG0009245	CG14313|NP_650687.1|DMEL	LOC117897358|XP_034662031.1|DSUB
OG0009247	Glut3|NP_536732.1|DMEL	LOC117896568|XP_034660860.1|DSUB
OG0009248	CG11151|NP_572917.1|DMEL	LOC117903762|XP_034672062.1|DSUB
OG0009249	Lip1|NP_523540.1|DMEL	LOC117901289|XP_034667874.1|DSUB
OG0009251	CG17163|NP_001015255.1|DMEL	LOC117897620|XP_034662480.1|DSUB
OG0009252	CG32815|NP_726709.2|DMEL	LOC117903348|XP_034671189.1|DSUB
OG0009253	CG12118|NP_572537.1|DMEL	LOC117899965|XP_034666016.1|DSUB
OG0009254	CG3777|NP_569839.2|DMEL	LOC117892304|XP_034654345.1|DSUB
OG0009255	Coa8|NP_569956.1|DMEL	LOC117903054|XP_034670688.1|DSUB
OG0009256	CG6659|NP_573317.1|DMEL	LOC117898291|XP_034663441.1|DSUB
OG0009257	CG4768|NP_573164.2|DMEL	LOC117903312|XP_034671137.1|DSUB
OG0009258	CG43737|NP_001096985.2|DMEL	LOC117900389|XP_034666637.1|DSUB
OG0009259	CG15343|NP_572469.1|DMEL	LOC117889606|XP_034649916.1|DSUB
OG0009260	Rab21|NP_001036321.2|DMEL	LOC117890607|XP_034651441.1|DSUB
OG0009261	meso18E|NP_652615.1|DMEL	LOC117903694|XP_034671924.1|DSUB
OG0009262	CG9782|NP_573137.1|DMEL	LOC117903598|XP_034671730.1|DSUB
OG0009263	CG7992|NP_573369.1|DMEL	LOC117890799|XP_034651800.1|DSUB
OG0009264	CG7884|NP_001259701.1|DMEL	LOC117898685|XP_034664183.1|DSUB
OG0009265	CG14195|NP_728227.1|DMEL	LOC117898706|XP_034664217.1|DSUB
OG0009266	CG9932|NP_609599.1|DMEL	LOC117900662|XP_034666988.1|DSUB
OG0009267	CG31643|NP_723145.1|DMEL	LOC117901713|XP_034668478.1|DSUB
OG0009268	CG1663|NP_610521.1|DMEL	LOC117890169|XP_034650758.1|DSUB
OG0009269	Ada2a|NP_001014636.1|DMEL	LOC117898363|XP_034663591.1|DSUB
OG0009270	robls54B|NP_001097356.1|DMEL	LOC117892702|XP_034655004.1|DSUB
OG0009271	CG5004|NP_573195.1|DMEL	LOC117903389|XP_034671263.1|DSUB
OG0009272	CG13251|NP_649246.1|DMEL	LOC117894655|XP_034657722.1|DSUB
OG0009273	CG15414|NP_608784.1|DMEL	LOC117902711|XP_034670165.1|DSUB
OG0009274	BtbVII|NP_647774.2|DMEL	LOC117894047|XP_034656788.1|DSUB
OG0009275	CG13361|NP_569855.2|DMEL	LOC117903368|XP_034671230.1|DSUB
OG0009276	CG8152|NP_611028.1|DMEL	LOC117890211|XP_034650834.1|DSUB
OG0009277	CG14627|NP_569889.2|DMEL	LOC117900354|XP_034666596.1|DSUB
OG0009278	CG32813|NP_001368967.1|DMEL	LOC117896541|XP_034660819.1|DSUB
OG0009279	CG17375|NP_609076.3|DMEL	LOC117900295|XP_034666498.1|DSUB
OG0009280	Proc-R|NP_572183.1|DMEL	LOC117903705|XP_034671940.1|DSUB
OG0009281	Rph|NP_572651.1|DMEL	LOC117898135|XP_034663223.1|DSUB
OG0009282	CG13693|NP_608505.1|DMEL	LOC117902009|XP_034668948.1|DSUB
OG0009284	Dysb|NP_649064.1|DMEL	LOC117893226|XP_034655654.1|DSUB
OG0009285	Slip1|NP_651933.1|DMEL	LOC117902940|XP_034670438.1|DSUB
OG0009286	Acp65Aa|NP_477282.2|DMEL	LOC117895270|XP_034658686.1|DSUB
OG0009287	CG9948|NP_648063.1|DMEL	LOC117893066|XP_034655364.1|DSUB
OG0009288	fs_1_M3|NP_572284.4|DMEL	LOC117893728|XP_034656344.1|DSUB
OG0009289	CG33521|NP_001014703.1|DMEL	LOC117902963|XP_034670505.1|DSUB
OG0009290	Cpr47Ed|NP_610658.1|DMEL	LOC117890795|XP_034651762.1|DSUB
OG0009291	PIP4K|NP_001033805.1|DMEL	LOC117902965|XP_034670508.1|DSUB
OG0009292	CG2129|NP_572449.1|DMEL	LOC117896235|XP_034660275.1|DSUB
OG0009293	cyr|NP_572442.1|DMEL	LOC117896351|XP_034660515.1|DSUB
OG0009294	Nach|NP_001334724.1|DMEL	LOC117890844|XP_034651819.1|DSUB
OG0009295	HUWE1|NP_001285288.1|DMEL	LOC117903168|XP_034670904.1|DSUB
OG0009296	CG14546|NP_651448.2|DMEL	LOC117896667|XP_034661005.1|DSUB
OG0009297	CG14540|NP_651451.1|DMEL	LOC117898172|XP_034663272.1|DSUB
OG0009298	CG10041|NP_650177.2|DMEL	LOC117899101|XP_034664772.1|DSUB
OG0009299	CG17190|NP_001247200.1|DMEL	LOC117896742|XP_034661098.1|DSUB
OG0009300	CG4836|NP_001138085.1|DMEL	LOC117898721|XP_034664230.1|DSUB
OG0009301	CG4582|NP_651403.1|DMEL	LOC117897739|XP_034662666.1|DSUB
OG0009302	CG18744|NP_652647.2|DMEL	LOC117899407|XP_034665284.1|DSUB
OG0009303	CG14329|NP_650636.2|DMEL	LOC117899089|XP_034664757.1|DSUB
OG0009304	CG4459|NP_650850.1|DMEL	LOC117896724|XP_034661079.1|DSUB
OG0009305	CG31279|NP_732136.2|DMEL	LOC117896099|XP_034660041.1|DSUB
OG0009306	Vago|NP_572680.1|DMEL	LOC117898572|XP_034663956.1|DSUB
OG0009307	Leash|NP_650037.2|DMEL	LOC117899776|XP_034665940.1|DSUB
OG0009308	CG1024|NP_001262315.1|DMEL	LOC117897426|XP_034662155.1|DSUB
OG0009309	CG42232|NP_001138060.1|DMEL	LOC117895996|XP_034659874.1|DSUB
OG0009310	CG7794|NP_650674.1|DMEL	LOC117897779|XP_034662718.1|DSUB
OG0009311	dpr5|NP_650080.3|DMEL	LOC117896481|XP_034660712.1|DSUB
OG0009312	CG10317|NP_650539.2|DMEL	LOC117896107|XP_034660052.1|DSUB
OG0009313	CG14879|NP_732131.1|DMEL	LOC117896108|XP_034660053.1|DSUB
OG0009314	GATAe|NP_650516.2|DMEL	LOC117898519|XP_034663876.1|DSUB
OG0009315	D1|NP_524286.1|DMEL	LOC117897827|XP_034662781.1|DSUB
OG0009316	CG8136|NP_731272.1|DMEL	LOC117898378|XP_034663612.1|DSUB
OG0009317	CG12885|NP_001263012.2|DMEL	LOC117898549|XP_034663921.1|DSUB
OG0009318	cDIP|NP_650951.1|DMEL	LOC117898837|XP_034664403.1|DSUB
OG0009319	CG4546|NP_650501.1|DMEL	LOC117898975|XP_034664607.1|DSUB
OG0009320	E_spl_m4-BFM|NP_524510.1|DMEL	LOC117896551|XP_034660828.1|DSUB
OG0009321	E_spl_mdelta-HLH|NP_524503.2|DMEL	LOC117896549|XP_034660825.1|DSUB
