Orthogroup	DMEL.longest_only	BCOP.longest_only
OG0007238	apolpp|NP_524634.2|DMEL	LOC119078641|XP_037042134.1|BCOP
OG0007239	spartin|NP_649485.1|DMEL	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP
OG0007240	CG18599|NP_650701.1|DMEL	LOC119071746|XP_037032678.1|BCOP
OG0007241	CG6769|NP_573252.1|DMEL	LOC119072238|XP_037033311.1|BCOP
OG0007242	mnb|NP_728107.2|DMEL	LOC119068101|XP_037027464.1|BCOP
OG0007243	Lgr4|NP_001285192.1|DMEL	LOC119077856|XP_037041079.1|BCOP
OG0007244	Ttc26|NP_650486.1|DMEL	LOC119076676|XP_037039467.1|BCOP
OG0007245	CG31019|NP_733391.1|DMEL	LOC119075786|XP_037038243.1|BCOP
OG0007246	trus|NP_650205.1|DMEL	LOC119070456|XP_037030706.1|BCOP
OG0007247	CG8485|NP_610942.2|DMEL	LOC119078952|XP_037042592.1|BCOP
OG0007248	CG42376|NP_001138136.1|DMEL	LOC119075918|XP_037038399.1|BCOP
OG0007249	Hers|NP_608360.2|DMEL	LOC119075865|XP_037038318.1|BCOP
OG0007250	CG32687|NP_727428.1|DMEL	LOC119074647|XP_037036819.1|BCOP
OG0007251	CG11760|NP_649819.1|DMEL	LOC119075237|XP_037037525.1|BCOP
OG0007252	Teh1|NP_001262442.1|DMEL	LOC119067761|XP_037026792.1|BCOP
OG0007253	CG13074|NP_648835.1|DMEL	LOC119074853|XP_037037061.1|BCOP
OG0007254	CG7985|NP_650689.1|DMEL	LOC119074409|XP_037036426.1|BCOP
OG0007255	CG14194|NP_573360.1|DMEL	LOC119075801|XP_037038263.1|BCOP
OG0007256	Snr1|NP_730935.1|DMEL	LOC119074644|XP_037036816.1|BCOP
OG0007257	Mat89Ba|NP_650530.2|DMEL	LOC119076664|XP_037039453.1|BCOP
OG0007258	gish|NP_001262624.1|DMEL	LOC119075956|XP_037038418.1|BCOP
OG0007259	su_w[a]_|NP_476756.2|DMEL	LOC119070980|XP_037031470.1|BCOP
OG0007260	CG6910|NP_648556.3|DMEL	LOC119077909|XP_037041179.1|BCOP
OG0007261	insb|NP_611216.1|DMEL	LOC119071692|XP_037032575.1|BCOP
OG0007262	usp|NP_476781.1|DMEL	LOC119072050|XP_037033073.1|BCOP
OG0007263	CG5262|NP_649223.1|DMEL	LOC119081014|XP_037045592.1|BCOP
OG0007264	IleRS|NP_730716.1|DMEL	LOC119072239|XP_037033309.1|BCOP
OG0007265	CG3226|NP_572332.1|DMEL	LOC119071975|XP_037033005.1|BCOP
OG0007266	bon|NP_001262765.1|DMEL	LOC119076016|XP_037038503.1|BCOP
OG0007267	CG12321|NP_650685.1|DMEL	LOC119077917|XP_037041191.1|BCOP
OG0007268	adp|NP_611296.2|DMEL	LOC119077055|XP_037040080.1|BCOP
OG0007269	CG11380|NP_569891.1|DMEL	LOC119074596|XP_037036733.1|BCOP
OG0007270	trx|NP_476769.1|DMEL	LOC119077655|XP_037040767.1|BCOP
OG0007271	CG9590|NP_650488.1|DMEL	LOC119076826|XP_037039719.1|BCOP
OG0007272	vito|NP_729096.1|DMEL	LOC119074957|XP_037037242.1|BCOP
OG0007273	ZnT86D|NP_650049.1|DMEL	LOC119083981|XP_037049687.1|BCOP
OG0007274	CG5359|NP_649966.1|DMEL	LOC119077929|XP_037041204.1|BCOP
OG0007275	PIG-B|NP_647832.1|DMEL	LOC119070337|XP_037030520.1|BCOP
OG0007276	IntS10|NP_647830.1|DMEL	LOC119084115|XP_037049862.1|BCOP
OG0007277	CapaR|NP_996140.1|DMEL	LOC119073573|XP_037035031.1|BCOP
OG0007278	CG5026|NP_001163392.1|DMEL	LOC119075229|XP_037037514.1|BCOP
OG0007279	RasGAP1|NP_001261664.1|DMEL	LOC119075223|XP_037037504.1|BCOP
OG0007280	Ac78C|NP_001262138.1|DMEL	LOC119084184|XP_037049944.1|BCOP
OG0007281	CG42488|NP_001163729.1|DMEL	LOC119072767|XP_037033956.1|BCOP
OG0007282	CG5116|NP_651399.2|DMEL	LOC119072751|XP_037033932.1|BCOP
OG0007283	CG14544|NP_651461.1|DMEL	LOC119067049|XP_037025689.1|BCOP
OG0007284	CG31229|NP_732364.1|DMEL	LOC119079433|XP_037043241.1|BCOP
OG0007285	car|NP_001259707.1|DMEL	LOC119084474|XP_037050354.1|BCOP
OG0007286	Tao|NP_728267.1|DMEL	LOC119078057|XP_037041379.1|BCOP
OG0007287	Dbp21E2|NP_608544.1|DMEL	LOC119066214|XP_037024431.1|BCOP
OG0007288	Marf|NP_572320.2|DMEL	LOC119078063|XP_037041395.1|BCOP
OG0007289	CG3566|NP_572304.5|DMEL	LOC119071306|XP_037032083.1|BCOP
OG0007290	Non3|NP_650694.2|DMEL	LOC119067847|XP_037026974.1|BCOP
OG0007291	Mcm3|NP_511048.2|DMEL	LOC119067254|XP_037026025.1|BCOP
OG0007292	mRpS30|NP_511167.1|DMEL	LOC119076467|XP_037039129.1|BCOP
OG0007293	CG12290|NP_651470.1|DMEL	LOC119074334|XP_037036315.1|BCOP
OG0007294	GlyS|NP_731967.2|DMEL	LOC119074199|XP_037036090.1|BCOP
OG0007295	CG4520|NP_650483.1|DMEL	LOC119069103|XP_037028890.1|BCOP
OG0007296	Pkc98E|NP_524545.2|DMEL	LOC119075851|XP_037038298.1|BCOP
OG0007297	CG14325|NP_650641.2|DMEL	LOC119075722|XP_037038153.1|BCOP
OG0007298	RpL35A|NP_649539.1|DMEL	LOC119069432|XP_037029388.1|BCOP
OG0007299	ich|NP_649848.2|DMEL	LOC119084033|XP_037049754.1|BCOP
OG0007300	bor|NP_524996.1|DMEL	LOC119077672|XP_037040815.1|BCOP
OG0007301	Xe7|NP_730984.1|DMEL	LOC119074952|XP_037037236.1|BCOP
OG0007302	kkv|NP_730928.2|DMEL	LOC119076809|XP_037039688.1|BCOP
OG0007303	CG11752|NP_572710.1|DMEL	LOC119073664|XP_037035167.1|BCOP
OG0007304	Pgant35A|NP_652069.2|DMEL	LOC119073767|XP_037035328.1|BCOP
OG0007305	mRpS26|NP_524134.1|DMEL	LOC119076147|XP_037038724.1|BCOP
OG0007306	RpIIIC53|NP_649028.3|DMEL	LOC119076105|XP_037038660.1|BCOP
OG0007307	Akt1|NP_732113.3|DMEL	LOC119076679|XP_037039471.1|BCOP
OG0007308	CG13972|NP_651566.1|DMEL	LOC119074645|XP_037036817.1|BCOP
OG0007309	tx|NP_524516.2|DMEL	LOC119076640|XP_037039405.1|BCOP
OG0007310	Uck|NP_001138105.1|DMEL	LOC119073520|XP_037034952.1|BCOP
OG0007311	crb|NP_001247284.1|DMEL	LOC119073432|XP_037034807.1|BCOP
OG0007312	Atg9|NP_001261023.1|DMEL	LOC119075778|XP_037038227.1|BCOP
OG0007313	CG2260|NP_572441.1|DMEL	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	D2hgdh|NP_569982.1|DMEL	LOC119078072|XP_037041418.1|BCOP
OG0007315	CG43901|NP_001096948.2|DMEL	LOC119078050|XP_037041359.1|BCOP
OG0007316	CG11447|NP_650835.1|DMEL	LOC119067660|XP_037026657.1|BCOP
OG0007317	Hat1|NP_649587.1|DMEL	LOC119074785|XP_037036958.1|BCOP
OG0007318	kat-60L1|NP_001163523.1|DMEL	LOC119074335|XP_037036318.1|BCOP
OG0007319	CG32104|NP_648573.2|DMEL	LOC119070085|XP_037030297.1|BCOP
OG0007320	Sirt6|NP_649990.2|DMEL	LOC119073773|XP_037035339.1|BCOP
OG0007321	CG3078|NP_001356930.1|DMEL	LOC119084259|XP_037050063.1|BCOP
OG0007322	CG11638|NP_569879.1|DMEL	LOC119076710|XP_037039521.1|BCOP
OG0007323	Vsp37A|NP_525034.2|DMEL	LOC119076704|XP_037039512.1|BCOP
OG0007324	Vha26|NP_524237.1|DMEL	LOC119075174|XP_037037466.1|BCOP
OG0007325	mRpL45|NP_651072.1|DMEL	LOC119074432|XP_037036456.1|BCOP
OG0007326	kra|NP_524238.1|DMEL	LOC119074431|XP_037036453.1|BCOP
OG0007327	Alg2|NP_647772.1|DMEL	LOC119076089|XP_037038638.1|BCOP
OG0007328	CG6136|NP_650460.1|DMEL	LOC119074438|XP_037036461.1|BCOP
OG0007330	RhoGAP16F|NP_001285400.1|DMEL	LOC119077726|XP_037040897.1|BCOP
OG0007331	svr|NP_996319.1|DMEL	LOC119084248|XP_037050044.1|BCOP
OG0007332	slgA|NP_523433.2|DMEL	LOC119084258|XP_037050059.1|BCOP
OG0007333	CG14894|NP_650543.1|DMEL	LOC119072914|XP_037034131.1|BCOP
OG0007334	Rad1|NP_477440.1|DMEL	LOC119076125|XP_037038689.1|BCOP
OG0007335	UGP|NP_648300.3|DMEL	LOC119074881|XP_037037113.1|BCOP
OG0007336	CG2540|NP_572818.1|DMEL	LOC119085958|XP_037052413.1|BCOP
OG0007337	CG32176|NP_730271.1|DMEL	LOC119066592|XP_037025046.1|BCOP
OG0007338	CG14961|NP_647808.1|DMEL	LOC119074316|XP_037036265.1|BCOP
OG0007339	CG11964|NP_649847.1|DMEL	LOC119073627|XP_037035115.1|BCOP
OG0007340	cpo|NP_001014632.3|DMEL	LOC119081886|XP_037047011.1|BCOP
OG0007341	CG31550|NP_001262285.1|DMEL	LOC119074838|XP_037037028.1|BCOP
OG0007342	DIP-gamma|NP_651649.1|DMEL	LOC119084433|XP_037050306.1|BCOP
OG0007343	nAChRalpha2|NP_524482.1|DMEL	LOC119069687|XP_037029738.1|BCOP
OG0007344	CG5397|NP_608591.1|DMEL	LOC119086023|XP_037052490.1|BCOP
OG0007345	nAChRbeta2|NP_524483.1|DMEL	LOC119070348|XP_037030572.1|BCOP
OG0007346	mRpS6|NP_523925.1|DMEL	LOC119072885|XP_037034100.1|BCOP
OG0007347	Flo2|NP_001259553.1|DMEL	LOC119074885|XP_037037121.1|BCOP
OG0007348	CG9512|NP_572982.1|DMEL	LOC119074872|XP_037037093.1|BCOP
OG0007349	CG9514|NP_572981.1|DMEL	LOC119074867|XP_037037085.1|BCOP
OG0007350	Sirt4|NP_572241.2|DMEL	LOC119077907|XP_037041174.1|BCOP
OG0007351	CG9628|NP_729982.1|DMEL	LOC119084418|XP_037050280.1|BCOP
OG0007352	CG30053|NP_725221.1|DMEL	LOC119084447|XP_037050322.1|BCOP
OG0007353	Vps37B|NP_649518.1|DMEL	LOC119074397|XP_037036412.1|BCOP
OG0007354	CG8142|NP_573245.1|DMEL	LOC119076103|XP_037038657.1|BCOP
OG0007355	plx|NP_001163511.1|DMEL	LOC119083976|XP_037049675.1|BCOP
OG0007356	CG8777|NP_610452.2|DMEL	LOC119080145|XP_037044257.1|BCOP
OG0007357	gpp|NP_731085.2|DMEL	LOC119084023|XP_037049736.1|BCOP
OG0007358	CG31183|NP_650505.2|DMEL	LOC119074813|XP_037036994.1|BCOP
OG0007359	TfIIA-L|NP_476995.1|DMEL	LOC119078118|XP_037041466.1|BCOP
OG0007360	CG33331|NP_996213.1|DMEL	LOC119076115|XP_037038672.1|BCOP
OG0007361	Appl|NP_001245448.1|DMEL	LOC119074385|XP_037036395.1|BCOP
OG0007362	CG10495|NP_609939.1|DMEL	LOC119082624|XP_037048081.1|BCOP
OG0007363	GlcAT-I|NP_726910.1|DMEL	LOC119078086|XP_037041443.1|BCOP
OG0007364	Fas2|NP_001284854.1|DMEL	LOC119078058|XP_037041380.1|BCOP
OG0007365	mei-9|NP_525068.1|DMEL	LOC119071859|XP_037032816.1|BCOP
OG0007366	CG31475|NP_732406.1|DMEL	LOC119073277|XP_037034590.1|BCOP
OG0007367	CG32260|NP_728942.1|DMEL	LOC119076606|XP_037039357.1|BCOP
OG0007368	Rlip|NP_650933.2|DMEL	LOC119074060|XP_037035908.1|BCOP
OG0007369	CG43102|NP_001247156.1|DMEL	LOC119084247|XP_037050083.1|BCOP
OG0007370	Pbp49|NP_610357.1|DMEL	LOC119072415|XP_037033559.1|BCOP
OG0007371	CG14507|NP_001097964.1|DMEL	LOC119067799|XP_037026841.1|BCOP
OG0007372	CG11983|NP_649860.1|DMEL	LOC119084032|XP_037049752.1|BCOP
OG0007373	CG15027|NP_572999.1|DMEL	LOC119072047|XP_037033069.1|BCOP
OG0007374	CG9034|NP_652538.1|DMEL	LOC119083299|XP_037048888.1|BCOP
OG0007375	CG12075|NP_001245582.1|DMEL	LOC119076404|XP_037039025.1|BCOP
OG0007376	pdgy|NP_572988.1|DMEL	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	SNRPG|NP_573139.1|DMEL	LOC119075818|XP_037038281.1|BCOP
OG0007378	zld|NP_608356.1|DMEL	LOC119075775|XP_037038224.1|BCOP
OG0007379	CG9281|NP_573057.1|DMEL	LOC119072858|XP_037034060.1|BCOP
OG0007380	AMPKalpha|NP_477313.1|DMEL	LOC119072271|XP_037033360.1|BCOP
OG0007381	CG8128|NP_573053.2|DMEL	LOC119076792|XP_037039649.1|BCOP
OG0007382	pn|NP_476684.1|DMEL	LOC119077898|XP_037041161.1|BCOP
OG0007383	trol|NP_001027038.3|DMEL	LOC119074915|XP_037037165.1|BCOP
OG0007384	ND-B14.5A|NP_569984.2|DMEL	LOC119078651|XP_037042141.1|BCOP
OG0007385	IntS2|NP_573232.1|DMEL	LOC119076512|XP_037039192.1|BCOP
OG0007386	RhoGAP5A|NP_727007.1|DMEL	LOC119085707|XP_037052054.1|BCOP
OG0007387	CG15916|NP_573088.1|DMEL	LOC119073667|XP_037035197.1|BCOP
OG0007388	Chc|NP_001096993.1|DMEL	LOC119067006|XP_037025665.1|BCOP
OG0007389	Cul2|NP_610117.1|DMEL	LOC119070825|XP_037031220.1|BCOP
OG0007390	Unc-76|NP_569981.1|DMEL	LOC119084484|XP_037050369.1|BCOP
OG0007391	Alg9|NP_651353.1|DMEL	LOC119068974|XP_037028739.1|BCOP
OG0007392	G9a|NP_001259088.1|DMEL	LOC119084487|XP_037050385.1|BCOP
OG0007393	CG6454|NP_651249.2|DMEL	LOC119078129|XP_037041486.1|BCOP
OG0007394	Actn|NP_477485.1|DMEL	LOC119067163|XP_037025901.1|BCOP
OG0007395	shakB|NP_608410.2|DMEL	LOC119069864|XP_037029934.1|BCOP
OG0007396	ksr|NP_524236.2|DMEL	LOC119074324|XP_037036294.1|BCOP
OG0007397	ova|NP_609360.2|DMEL	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	Tes|NP_611215.1|DMEL	LOC119074463|XP_037036499.1|BCOP
OG0007399	Lim1|NP_572505.1|DMEL	LOC119076410|XP_037039037.1|BCOP
OG0007400	CG3587|NP_569965.1|DMEL	LOC119076127|XP_037038693.1|BCOP
OG0007401	Hk|NP_001259401.1|DMEL	LOC119069444|XP_037029396.1|BCOP
OG0007402	CG31221|NP_001262729.1|DMEL	LOC119076218|XP_037038765.1|BCOP
OG0007403	Ino80|NP_732413.1|DMEL	LOC119075732|XP_037038166.1|BCOP
OG0007404	unc79|NP_650795.2|DMEL	LOC119076172|XP_037038753.1|BCOP
OG0007405	GlnRS|NP_524841.1|DMEL	LOC119068034|XP_037027295.1|BCOP
OG0007406	ArgRS-m|NP_649745.3|DMEL	LOC119077654|XP_037040765.1|BCOP
OG0007407	bchs|NP_608968.2|DMEL	LOC119072566|XP_037033701.1|BCOP
OG0007408	Sfxn2|NP_649086.2|DMEL	LOC119071265|XP_037032017.1|BCOP
OG0007409	CG15628|NP_001260047.1|DMEL	LOC119066706|XP_037025201.1|BCOP
OG0007410	sl|NP_476726.2|DMEL	LOC119078713|XP_037042281.1|BCOP
OG0007411	mRpL14|NP_525048.1|DMEL	LOC119084302|XP_037050116.1|BCOP
OG0007412	Hlc|NP_523434.2|DMEL	LOC119078243|XP_037041607.1|BCOP
OG0007413	mlt|NP_610562.1|DMEL	LOC119084430|XP_037050302.1|BCOP
OG0007414	CG3704|NP_569872.1|DMEL	LOC119084877|XP_037050912.1|BCOP
OG0007415	Mks1|NP_572804.1|DMEL	LOC119084031|XP_037049751.1|BCOP
OG0007416	Smr|NP_001259491.1|DMEL	LOC119084021|XP_037049732.1|BCOP
OG0007417	CG3009|NP_572180.1|DMEL	LOC119084059|XP_037049791.1|BCOP
OG0007418	eIF3c|NP_611242.1|DMEL	LOC119069801|XP_037029855.1|BCOP
OG0007419	PR-Set7|NP_650354.1|DMEL	LOC119084217|XP_037050007.1|BCOP
OG0007420	mRpL18|NP_610818.1|DMEL	LOC119084226|XP_037050019.1|BCOP
OG0007421	Pi4KIIIalpha|NP_001259191.1|DMEL	LOC119084982|XP_037051028.1|BCOP
OG0007422	CG13760|NP_570010.3|DMEL	LOC119074898|XP_037037140.1|BCOP
OG0007423	CG17841|NP_001356938.1|DMEL	LOC119074890|XP_037037128.1|BCOP
OG0007424	mRpL2|NP_524022.1|DMEL	LOC119076479|XP_037039153.1|BCOP
OG0007425	CG9368|NP_730432.1|DMEL	LOC119084483|XP_037050366.1|BCOP
OG0007426	l_1_G0020|NP_572503.1|DMEL	LOC119074754|XP_037036914.1|BCOP
OG0007427	par-6|NP_573238.1|DMEL	LOC119067101|XP_037025762.1|BCOP
OG0007428	raskol|NP_001285388.1|DMEL	LOC119074862|XP_037037071.1|BCOP
OG0007429	ppk6|NP_611461.3|DMEL	LOC119084450|XP_037050326.1|BCOP
OG0007430	CG9205|NP_612075.1|DMEL	LOC119074255|XP_037036173.1|BCOP
OG0007431	mRpS2|NP_523473.2|DMEL	LOC119077706|XP_037040877.1|BCOP
OG0007432	CG14450|NP_649411.1|DMEL	LOC119071769|XP_037032714.1|BCOP
OG0007433	hdm|NP_572422.1|DMEL	LOC119066577|XP_037025025.1|BCOP
OG0007434	CG32091|NP_729728.1|DMEL	LOC119074227|XP_037036140.1|BCOP
OG0007435	CG11658|NP_648498.1|DMEL	LOC119086032|XP_037052503.1|BCOP
OG0007436	mTerf3|NP_649240.1|DMEL	LOC119079089|XP_037042800.1|BCOP
OG0007437	Tdrd3|NP_648724.1|DMEL	LOC119071629|XP_037032482.1|BCOP
OG0007438	kug|NP_001027138.2|DMEL	LOC119070958|XP_037031410.1|BCOP
OG0007439	CG14286|NP_650772.1|DMEL	LOC119072277|XP_037033365.1|BCOP
OG0007440	fog|NP_523438.1|DMEL	LOC119072243|XP_037033317.1|BCOP
OG0007441	Cep89|NP_611053.1|DMEL	LOC119082821|XP_037048367.1|BCOP
OG0007442	Arp5|NP_650684.1|DMEL	LOC119071171|XP_037031828.1|BCOP
OG0007443	angel|NP_477204.1|DMEL	LOC119085199|XP_037051406.1|BCOP
OG0007444	ND-B15|NP_610985.1|DMEL	LOC119069717|XP_037029735.1|BCOP
OG0007445	Trs31|NP_610986.1|DMEL	LOC119069716|XP_037029734.1|BCOP
OG0007446	CG10341|NP_609898.1|DMEL	LOC119076949|XP_037039897.1|BCOP
OG0007447	RpS26|NP_523595.1|DMEL	LOC119077049|XP_037040076.1|BCOP
OG0007448	dgo|NP_610614.1|DMEL	LOC119083476|XP_037049090.1|BCOP
OG0007449	CG5964|NP_648507.1|DMEL	LOC119078232|XP_037041587.1|BCOP
OG0007450	CG31648|NP_723086.1|DMEL	LOC119078266|XP_037041659.1|BCOP
OG0007451	Hip14|NP_001261910.1|DMEL	LOC119066944|XP_037025555.1|BCOP
OG0007452	DNApol-delta|NP_524099.2|DMEL	LOC119066943|XP_037025554.1|BCOP
OG0007453	Ube3a|NP_648452.1|DMEL	LOC119075408|XP_037037747.1|BCOP
OG0007454	DCP2|NP_001246776.1|DMEL	LOC119067953|XP_037027172.1|BCOP
OG0007455	EloC|NP_523794.1|DMEL	LOC119072385|XP_037033482.1|BCOP
OG0007456	Ada3|NP_001259667.1|DMEL	LOC119072380|XP_037033475.1|BCOP
OG0007457	scf|NP_477392.1|DMEL	LOC119086065|XP_037052536.1|BCOP
OG0007458	RpL21|NP_610144.1|DMEL	LOC119086067|XP_037052538.1|BCOP
OG0007459	Usp12-46|NP_651099.1|DMEL	LOC119086063|XP_037052534.1|BCOP
OG0007460	eIF3b|NP_611228.1|DMEL	LOC119066912|XP_037025507.1|BCOP
OG0007461	gig|NP_524177.1|DMEL	LOC119071711|XP_037032600.1|BCOP
OG0007462	CG6931|NP_648536.1|DMEL	LOC119071789|XP_037032745.1|BCOP
OG0007463	CG6938|NP_001261733.1|DMEL	LOC119071716|XP_037032607.1|BCOP
OG0007464	CG42674|NP_649182.4|DMEL	LOC119071713|XP_037032604.1|BCOP
OG0007465	CG10713|NP_648645.1|DMEL	LOC119078308|XP_037041707.1|BCOP
OG0007467	Opbp|NP_724479.1|DMEL	LOC119079618|XP_037043509.1|BCOP
OG0007468	NiPp1|NP_611177.1|DMEL	LOC119067341|XP_037026144.1|BCOP
OG0007469	not|NP_524140.2|DMEL	LOC119086024|XP_037052491.1|BCOP
OG0007470	CG3430|NP_542438.1|DMEL	LOC119070867|XP_037031274.1|BCOP
OG0007471	CG6472|NP_611166.2|DMEL	LOC119071259|XP_037032003.1|BCOP
OG0007472	CG14414|NP_001285240.1|DMEL	LOC119074207|XP_037036098.1|BCOP
OG0007473	kin17|NP_649212.2|DMEL	LOC119072342|XP_037033423.1|BCOP
OG0007474	CG12344|NP_610619.2|DMEL	LOC119079075|XP_037042780.1|BCOP
OG0007475	SP1173|NP_648053.1|DMEL	LOC119066931|XP_037025539.1|BCOP
OG0007476	Fpgs|NP_572814.1|DMEL	LOC119074279|XP_037036193.1|BCOP
OG0007477	Sec16|NP_001285158.1|DMEL	LOC119067543|XP_037026503.1|BCOP
OG0007478	TBC1D16|NP_609403.2|DMEL	LOC119070975|XP_037031450.1|BCOP
OG0007479	deltaCOP|NP_652012.1|DMEL	LOC119071206|XP_037031893.1|BCOP
OG0007480	CG45105|NP_732085.1|DMEL	LOC119072669|XP_037033821.1|BCOP
OG0007481	Sc2|NP_647836.2|DMEL	LOC119072652|XP_037033805.1|BCOP
OG0007482	CG8372|NP_723362.1|DMEL	LOC119066885|XP_037025468.1|BCOP
OG0007483	dmpd|NP_610555.1|DMEL	LOC119077046|XP_037040070.1|BCOP
OG0007484	rngo|NP_573129.1|DMEL	LOC119074625|XP_037036787.1|BCOP
OG0007485	Coa7|NP_001036323.1|DMEL	LOC119074670|XP_037036849.1|BCOP
OG0007486	Arp10|NP_608338.1|DMEL	LOC119067566|XP_037026542.1|BCOP
OG0007487	mav|NP_524626.1|DMEL	LOC119079490|XP_037043330.1|BCOP
OG0007488	CG13247|NP_649215.2|DMEL	LOC119072343|XP_037033425.1|BCOP
OG0007489	ScsbetaA|NP_001163558.1|DMEL	LOC119073636|XP_037035127.1|BCOP
OG0007490	RpIIIC160|NP_001096987.2|DMEL	LOC119081326|XP_037046009.1|BCOP
OG0007491	CG3198|NP_572337.1|DMEL	LOC119081970|XP_037047177.1|BCOP
OG0007492	cos|NP_477092.1|DMEL	LOC119070970|XP_037031439.1|BCOP
OG0007493	CG9170|NP_573095.1|DMEL	LOC119070078|XP_037030279.1|BCOP
OG0007494	CG4901|NP_001334733.1|DMEL	LOC119082708|XP_037048180.1|BCOP
OG0007495	shop|NP_573331.1|DMEL	LOC119073489|XP_037034889.1|BCOP
OG0007496	RhoGDI|NP_649162.1|DMEL	LOC119074213|XP_037036107.1|BCOP
OG0007497	CG34001|NP_001033999.2|DMEL	LOC119072087|XP_037033141.1|BCOP
OG0007498	Frl|NP_729954.2|DMEL	LOC119071056|XP_037031571.1|BCOP
OG0007499	Cdk12|NP_649325.2|DMEL	LOC119071055|XP_037031570.1|BCOP
OG0007500	SAK|NP_649324.1|DMEL	LOC119081287|XP_037045943.1|BCOP
OG0007501	Chro|NP_649426.3|DMEL	LOC119078987|XP_037042637.1|BCOP
OG0007502	CG44194|NP_001262518.1|DMEL	LOC119078319|XP_037041718.1|BCOP
OG0007503	CG3225|NP_608860.1|DMEL	LOC119082367|XP_037047783.1|BCOP
OG0007504	CG4858|NP_649243.1|DMEL	LOC119074976|XP_037037273.1|BCOP
OG0007505	Zip71B|NP_001097608.1|DMEL	LOC119070687|XP_037031033.1|BCOP
OG0007506	CG5114|NP_001246760.1|DMEL	LOC119071762|XP_037032700.1|BCOP
OG0007507	Rab6|NP_477172.1|DMEL	LOC119083294|XP_037048881.1|BCOP
OG0007508	TBCD|NP_608648.1|DMEL	LOC119066927|XP_037025535.1|BCOP
OG0007509	CG6565|NP_609644.1|DMEL	LOC119072452|XP_037033569.1|BCOP
OG0007510	AIMP1|NP_610426.2|DMEL	LOC119085380|XP_037051661.1|BCOP
OG0007511	mRF1|NP_609617.1|DMEL	LOC119074635|XP_037036804.1|BCOP
OG0007512	mira|NP_477291.1|DMEL	LOC119071057|XP_037031572.1|BCOP
OG0007513	CG11885|NP_608522.1|DMEL	LOC119085669|XP_037052013.1|BCOP
OG0007514	Dhc62B|NP_995958.2|DMEL	LOC119078245|XP_037041619.1|BCOP
OG0007515	Nuf2|NP_609096.2|DMEL	LOC119076999|XP_037040004.1|BCOP
OG0007516	Cap-D3|NP_608935.2|DMEL	LOC119085627|XP_037051957.1|BCOP
OG0007517	CG33969|NP_001034034.1|DMEL	LOC119071660|XP_037032522.1|BCOP
OG0007518	CG3356|NP_611896.1|DMEL	LOC119072662|XP_037033815.1|BCOP
OG0007519	Magi|NP_611551.1|DMEL	LOC119085313|XP_037051583.1|BCOP
OG0007520	CG5877|NP_573014.2|DMEL	LOC119085118|XP_037051275.1|BCOP
OG0007521	Miga|NP_572476.2|DMEL	LOC119071906|XP_037032914.1|BCOP
OG0007522	Ssu72|NP_608342.1|DMEL	LOC119084331|XP_037050157.1|BCOP
OG0007523	Sobp|NP_610703.3|DMEL	LOC119083536|XP_037049153.1|BCOP
OG0007524	Fnta|NP_608862.1|DMEL	LOC119066707|XP_037025203.1|BCOP
OG0007525	RpII33|NP_477419.1|DMEL	LOC119071945|XP_037032964.1|BCOP
OG0007526	Trissin|NP_650471.2|DMEL	LOC119084013|XP_037049723.1|BCOP
OG0007527	CG6418|NP_648413.1|DMEL	LOC119071383|XP_037032147.1|BCOP
OG0007528	EcR|NP_724460.1|DMEL	LOC119071184|XP_037031850.1|BCOP
OG0007529	CG12869|NP_001369085.1|DMEL	LOC119078564|XP_037042028.1|BCOP
OG0007530	PQBP1|NP_651331.1|DMEL	LOC119085432|XP_037051743.1|BCOP
OG0007531	CG17994|NP_610212.1|DMEL	LOC119076289|XP_037038845.1|BCOP
OG0007532	PIG-Z|NP_001286840.1|DMEL	LOC119071891|XP_037032885.1|BCOP
OG0007534	D|NP_524066.1|DMEL	LOC119066784|XP_037025341.1|BCOP
OG0007535	sens|NP_524818.1|DMEL	LOC119072811|XP_037034000.1|BCOP
OG0007536	CG6126|NP_650528.1|DMEL	LOC119084476|XP_037050359.1|BCOP
OG0007537	dysc|NP_001261810.1|DMEL	LOC119082303|XP_037047681.1|BCOP
OG0007538	Rgl|NP_001261814.1|DMEL	LOC119082344|XP_037047752.1|BCOP
OG0007539	btv|NP_001036369.3|DMEL	LOC119077843|XP_037041057.1|BCOP
OG0007540	PNPase|NP_651867.2|DMEL	LOC119068307|XP_037027744.1|BCOP
OG0007541	fand|NP_610891.1|DMEL	LOC119085375|XP_037051652.1|BCOP
OG0007542	CG6758|NP_611647.1|DMEL	LOC119071896|XP_037032894.1|BCOP
OG0007543	anne|NP_001096849.1|DMEL	LOC119081001|XP_037045567.1|BCOP
OG0007544	Pop2|NP_001287041.1|DMEL	LOC119072367|XP_037033456.1|BCOP
OG0007545	CG10466|NP_610003.1|DMEL	LOC119077013|XP_037040021.1|BCOP
OG0007546	PIG-P|NP_651459.2|DMEL	LOC119072202|XP_037033265.1|BCOP
