Orthogroup	DMEL.longest_only	HILL.longest_only
OG0007559	PrBP|NP_609246.1|DMEL	LOC119649477|XP_037907572.1|HILL
OG0007560	atk|NP_649228.1|DMEL	LOC119650248|XP_037908766.1|HILL
OG0007561	CG14082|NP_001262035.1|DMEL	LOC119649216|XP_037907203.1|HILL
OG0007562	byn|NP_524031.2|DMEL	LOC119648907|XP_037906740.1|HILL
OG0007563	CG7430|NP_649017.1|DMEL	LOC119648397|XP_037906066.1|HILL
OG0007564	CG11279|NP_648628.1|DMEL	LOC119648855|XP_037906660.1|HILL
OG0007565	Cad96Ca|NP_651349.1|DMEL	LOC119651474|XP_037911012.1|HILL
OG0007566	Cpsf160|NP_995833.1|DMEL	LOC119646382|XP_037902754.1|HILL
OG0007567	Pdhb|NP_651668.1|DMEL	LOC119652285|XP_037912206.1|HILL
OG0007568	Orc3|NP_476904.1|DMEL	LOC119654870|XP_037916392.1|HILL
OG0007569	Rep|NP_477420.1|DMEL	LOC119654862|XP_037916375.1|HILL
OG0007570	ValRS|NP_001260946.1|DMEL	LOC119654415|XP_037915730.1|HILL
OG0007571	FLASH|NP_610845.1|DMEL	LOC119655182|XP_037916867.1|HILL
OG0007572	CG6907|NP_608932.1|DMEL	LOC119655689|XP_037917621.1|HILL
OG0007573	CysRS|NP_611087.1|DMEL	LOC119653877|XP_037914921.1|HILL
OG0007574	Adck1|NP_611947.2|DMEL	LOC119654520|XP_037915889.1|HILL
OG0007575	bdg|NP_611064.2|DMEL	LOC119654515|XP_037915881.1|HILL
OG0007576	Imp|NP_001245616.1|DMEL	LOC119654916|XP_037916483.1|HILL
OG0007577	Taf8|NP_523397.1|DMEL	LOC119653777|XP_037914707.1|HILL
OG0007578	chif|NP_523583.2|DMEL	LOC119654232|XP_037915383.1|HILL
OG0007579	Gle1|NP_610400.1|DMEL	LOC119655889|XP_037917964.1|HILL
OG0007581	CG17904|NP_609805.1|DMEL	LOC119654229|XP_037915379.1|HILL
OG0007582	CG11857|NP_001303417.1|DMEL	LOC119649640|XP_037907820.1|HILL
OG0007583	Ppcdc|NP_726105.1|DMEL	LOC119654259|XP_037915452.1|HILL
OG0007584	HERC2|NP_608388.2|DMEL	LOC119653807|XP_037914758.1|HILL
OG0007585	Grip163|NP_648537.2|DMEL	LOC119653421|XP_037913926.1|HILL
OG0007586	CG16890|NP_609671.1|DMEL	LOC119656029|XP_037918221.1|HILL
OG0007587	CG30389|NP_001261116.1|DMEL	LOC119654652|XP_037916068.1|HILL
OG0007588	CG12547|NP_001036460.1|DMEL	LOC119654804|XP_037916286.1|HILL
OG0007589	CG1575|NP_572440.1|DMEL	LOC119660580|XP_037925161.1|HILL
OG0007590	Trl|NP_001261846.1|DMEL	LOC119648102|XP_037905538.1|HILL
OG0007591	CG30338|NP_724811.1|DMEL	LOC119654361|XP_037915634.1|HILL
OG0007592	CG17807|NP_611690.2|DMEL	LOC119656141|XP_037918401.1|HILL
OG0007593	MAPk-Ak2|NP_524769.1|DMEL	LOC119660929|XP_037925840.1|HILL
OG0007594	CG12929|NP_610502.1|DMEL	LOC119655114|XP_037916764.1|HILL
OG0007595	CG16926|NP_652364.3|DMEL	LOC119655969|XP_037918130.1|HILL
OG0007596	Pex2|NP_648210.1|DMEL	LOC119649582|XP_037907714.1|HILL
OG0007597	CG32202|NP_730354.2|DMEL	LOC119649247|XP_037907242.1|HILL
OG0007598	bug|NP_611065.1|DMEL	LOC119655750|XP_037917730.1|HILL
OG0007599	CG10171|NP_729888.1|DMEL	LOC119649423|XP_037907498.1|HILL
OG0007600	Bet1|NP_649096.1|DMEL	LOC119648338|XP_037905961.1|HILL
OG0007601	CG12355|NP_001097610.1|DMEL	LOC119649735|XP_037907946.1|HILL
OG0007602	Rpb8|NP_649352.1|DMEL	LOC119648838|XP_037906642.1|HILL
OG0007603	CG11247|NP_001097659.1|DMEL	LOC119648043|XP_037905408.1|HILL
OG0007604	CG13875|NP_612005.1|DMEL	LOC119649750|XP_037907968.1|HILL
OG0007605	Ten-m|NP_001262211.1|DMEL	LOC119649661|XP_037907845.1|HILL
OG0007606	Pi3K68D|NP_524028.2|DMEL	LOC119647657|XP_037904655.1|HILL
OG0007607	CG5455|NP_651481.1|DMEL	LOC119648101|XP_037905533.1|HILL
OG0007608	CG4042|NP_649250.2|DMEL	LOC119650047|XP_037908459.1|HILL
OG0007609	nmdyn-D6|NP_572965.1|DMEL	LOC119649317|XP_037907348.1|HILL
OG0007610	dila|NP_001137629.2|DMEL	LOC119653604|XP_037914288.1|HILL
OG0007611	PMCA|NP_001033803.3|DMEL	LOC119661003|XP_037926037.1|HILL
OG0007612	trpl|NP_476895.1|DMEL	LOC119654302|XP_037915536.1|HILL
OG0007613	Xbp1|NP_726032.4|DMEL	LOC119654806|XP_037916290.1|HILL
OG0007614	Usp5|NP_001334708.1|DMEL	LOC119655434|XP_037917255.1|HILL
OG0007615	aay|NP_524001.2|DMEL	LOC119654842|XP_037916348.1|HILL
OG0007616	Atg14|NP_651669.1|DMEL	LOC119652252|XP_037912161.1|HILL
OG0007617	sff|NP_648814.3|DMEL	LOC119649861|XP_037908159.1|HILL
OG0007618	nan|NP_001261833.1|DMEL	LOC119647565|XP_037904487.1|HILL
OG0007619	Abp1|NP_648657.1|DMEL	LOC119649934|XP_037908281.1|HILL
OG0007620	upSET|NP_648681.1|DMEL	LOC119647742|XP_037904780.1|HILL
OG0007621	CG8027|NP_610469.3|DMEL	LOC119661752|XP_037927150.1|HILL
OG0007622	Eip75B|NP_730321.1|DMEL	LOC119648869|XP_037906684.1|HILL
OG0007623	CG17233|NP_730500.1|DMEL	LOC119650256|XP_037908776.1|HILL
OG0007624	Six4|NP_649256.1|DMEL	LOC119649418|XP_037907485.1|HILL
OG0007625	CG42671|NP_001287029.1|DMEL	LOC119647410|XP_037904214.1|HILL
OG0007626	CG2211|NP_612102.2|DMEL	LOC119647925|XP_037905184.1|HILL
OG0007627	l_3_02640|NP_612103.1|DMEL	LOC119648883|XP_037906707.1|HILL
OG0007628	fd102C|NP_651951.1|DMEL	LOC119660854|XP_037925678.1|HILL
OG0007629	CG13667|NP_648220.1|DMEL	LOC119651470|XP_037911006.1|HILL
OG0007630	CG14280|NP_650797.1|DMEL	LOC119650976|XP_037910167.1|HILL
OG0007631	CG12877|NP_001034073.1|DMEL	LOC119659254|XP_037923172.1|HILL
OG0007632	Mkp|NP_001036572.1|DMEL	LOC119649099|XP_037907030.1|HILL
OG0007633	msl-1|NP_476896.1|DMEL	LOC119646244|XP_037902565.1|HILL
OG0007634	CG42558|NP_001036774.2|DMEL	LOC119651618|XP_037911201.1|HILL
OG0007635	Adat1|NP_609676.1|DMEL	LOC119648232|XP_037905780.1|HILL
OG0007636	arx|NP_649071.1|DMEL	LOC119657877|XP_037920936.1|HILL
OG0007637	Haspin|NP_001015349.2|DMEL	LOC119650687|XP_037909577.1|HILL
OG0007638	Mur2B|NP_569927.1|DMEL	LOC119647120|XP_037903834.1|HILL
OG0007639	Tim9b|NP_001027074.1|DMEL	LOC119658679|XP_037922171.1|HILL
OG0007640	CG18011|NP_610559.1|DMEL	LOC119647025|XP_037903690.1|HILL
OG0007641	hng2|NP_649837.1|DMEL	LOC119652602|XP_037912761.1|HILL
OG0007642	Mdr50|NP_523740.3|DMEL	LOC119653805|XP_037914752.1|HILL
OG0007643	glob1|NP_524369.1|DMEL	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL
OG0007644	CG1910|NP_651888.1|DMEL	LOC119659599|XP_037923695.1|HILL
OG0007647	CG10631|NP_609998.1|DMEL	LOC119656012|XP_037918189.1|HILL
OG0007648	CG8712|NP_724644.1|DMEL	LOC119653318|XP_037913833.1|HILL
OG0007649	CG3222|NP_648333.1|DMEL	LOC119649302|XP_037907327.1|HILL
OG0007650	Ir56c|NP_611431.1|DMEL	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL
OG0007651	CG4404|NP_572838.2|DMEL	LOC119649095|XP_037907025.1|HILL
OG0007653	Spc105R|NP_001262123.1|DMEL	LOC119660595|XP_037925197.1|HILL
OG0007664	Kif19A|NP_996208.1|DMEL	LOC119653146|XP_037913608.1|HILL
OG0007665	Myc|NP_525062.2|DMEL	LOC119656492|XP_037918749.1|HILL
OG0007666	CG10804|NP_001138150.1|DMEL	LOC119656910|XP_037919528.1|HILL
OG0007667	wap|NP_608461.1|DMEL	LOC119657442|XP_037920281.1|HILL
OG0007668	CG13392|NP_609220.1|DMEL	LOC119657016|XP_037919690.1|HILL
OG0007669	stnA|NP_001036316.1|DMEL	LOC119657676|XP_037920631.1|HILL
OG0007670	stnB|NP_001036319.2|DMEL	LOC119657675|XP_037920629.1|HILL
OG0007671	CAH3|NP_572497.1|DMEL	LOC119657155|XP_037919860.1|HILL
OG0007672	O-fut2|NP_569916.1|DMEL	LOC119657123|XP_037919815.1|HILL
OG0007673	CG6066|NP_651538.1|DMEL	LOC119657769|XP_037920768.1|HILL
OG0007674	NFAT|NP_001096974.1|DMEL	LOC119658306|XP_037921537.1|HILL
OG0007675	Pdcd4|NP_001096977.1|DMEL	LOC119656615|XP_037918983.1|HILL
OG0007676	Tsf1|NP_523401.2|DMEL	LOC119656730|XP_037919193.1|HILL
OG0007677	CG4558|NP_001162683.1|DMEL	LOC119656703|XP_037919140.1|HILL
OG0007678	CG32579|NP_001259606.1|DMEL	LOC119646697|XP_037903189.1|HILL
OG0007679	Dsp1|NP_001138203.1|DMEL	LOC119656735|XP_037919205.1|HILL
OG0007680	CG31694|NP_722858.1|DMEL	LOC119650741|XP_037909738.1|HILL
OG0007681	MED25|NP_650854.1|DMEL	LOC119652053|XP_037911919.1|HILL
OG0007682	CG8916|NP_573090.3|DMEL	LOC119657355|XP_037920157.1|HILL
OG0007683	CG14207|NP_728275.1|DMEL	LOC119656569|XP_037918883.1|HILL
OG0007684	Rtc1|NP_572919.1|DMEL	LOC119657876|XP_037920935.1|HILL
OG0007685	sd|NP_001368984.1|DMEL	LOC119657760|XP_037920749.1|HILL
OG0007686	CG4301|NP_573125.1|DMEL	LOC119656521|XP_037918792.1|HILL
OG0007687	peb|NP_476674.3|DMEL	LOC119656702|XP_037919139.1|HILL
OG0007688	CG5986|NP_651207.1|DMEL	LOC119651945|XP_037911726.1|HILL
OG0007689	Npc1b|NP_608417.2|DMEL	LOC119657558|XP_037920444.1|HILL
OG0007690	AMPdeam|NP_001285233.1|DMEL	LOC119657128|XP_037919820.1|HILL
OG0007691	CG4884|NP_651604.1|DMEL	LOC119657427|XP_037920261.1|HILL
OG0007692	CG15760|NP_001259527.1|DMEL	LOC119658454|XP_037921788.1|HILL
OG0007693	CG7556|NP_573354.1|DMEL	LOC119657781|XP_037920783.1|HILL
OG0007694	CG7275|NP_648767.1|DMEL	LOC119657987|XP_037921132.1|HILL
OG0007695	CG5921|NP_727061.2|DMEL	LOC119656833|XP_037919409.1|HILL
OG0007696	CG14074|NP_001246826.1|DMEL	LOC119661267|XP_037926453.1|HILL
OG0007697	nAChRbeta1|NP_523927.2|DMEL	LOC119657993|XP_037921139.1|HILL
OG0007698	CG43313|NP_572853.2|DMEL	LOC119656829|XP_037919403.1|HILL
OG0007699	CARPA|NP_572407.3|DMEL	LOC119658419|XP_037921742.1|HILL
OG0007700	Mct1|NP_477334.2|DMEL	LOC119656810|XP_037919356.1|HILL
OG0007701	CG15765|NP_572269.1|DMEL	LOC119657538|XP_037920409.1|HILL
OG0007702	fz3|NP_001096859.1|DMEL	LOC119657661|XP_037920616.1|HILL
OG0007703	CG11436|NP_572169.1|DMEL	LOC119657171|XP_037919886.1|HILL
OG0007705	CG6891|NP_573323.1|DMEL	LOC119657130|XP_037919828.1|HILL
OG0007706	wgn|NP_728186.1|DMEL	LOC119658362|XP_037921650.1|HILL
OG0007707	rut|NP_511156.2|DMEL	LOC119658368|XP_037921657.1|HILL
OG0007708	Ac13E|NP_001259575.1|DMEL	LOC119656638|XP_037919009.1|HILL
OG0007709	CG1673|NP_572884.1|DMEL	LOC119657083|XP_037919767.1|HILL
OG0007710	fw|NP_511136.2|DMEL	LOC119647545|XP_037904467.1|HILL
OG0007711	Nprl2|NP_573174.1|DMEL	LOC119646817|XP_037903359.1|HILL
OG0007712	CG9095|NP_001096984.1|DMEL	LOC119661459|XP_037926745.1|HILL
OG0007713	rg|NP_001284879.1|DMEL	LOC119657303|XP_037920076.1|HILL
OG0007714	CG32512|NP_608428.1|DMEL	LOC119657764|XP_037920760.1|HILL
OG0007715	Clic|NP_572928.1|DMEL	LOC119656933|XP_037919555.1|HILL
OG0007716	stx|NP_572648.1|DMEL	LOC119657082|XP_037919766.1|HILL
OG0007717	stops|NP_733416.2|DMEL	LOC119658603|XP_037922002.1|HILL
OG0007718	mst|NP_523435.1|DMEL	LOC119658300|XP_037921528.1|HILL
OG0007719	OtopLa|NP_001162676.1|DMEL	LOC119656594|XP_037918933.1|HILL
OG0007720	OtopLc|NP_001303575.1|DMEL	LOC119657742|XP_037920714.1|HILL
OG0007721	CG32694|NP_727383.1|DMEL	LOC119656655|XP_037919050.1|HILL
OG0007722	CG15252|NP_572595.2|DMEL	LOC119657430|XP_037920260.1|HILL
OG0007723	CG15249|NP_001096928.1|DMEL	LOC119657517|XP_037920387.1|HILL
OG0007724	rempA|NP_995608.1|DMEL	LOC119658359|XP_037921647.1|HILL
OG0007725	CG11178|NP_572901.1|DMEL	LOC119657265|XP_037920024.1|HILL
OG0007726	Karl|NP_727559.1|DMEL	LOC119658259|XP_037921478.1|HILL
OG0007727	Yippee|NP_572882.1|DMEL	LOC119657415|XP_037920241.1|HILL
OG0007728	Shmt|NP_572278.1|DMEL	LOC119655240|XP_037916956.1|HILL
OG0007729	prtp|NP_572742.1|DMEL	LOC119656857|XP_037919438.1|HILL
OG0007730	CG3726|NP_001284917.1|DMEL	LOC119657780|XP_037920779.1|HILL
OG0007731	CG5021|NP_001163390.1|DMEL	LOC119656950|XP_037919591.1|HILL
OG0007732	CG1812|NP_608397.1|DMEL	LOC119657288|XP_037920063.1|HILL
OG0007733	sing|NP_573146.1|DMEL	LOC119657680|XP_037920638.1|HILL
OG0007734	CG15865|NP_573143.1|DMEL	LOC119656598|XP_037918953.1|HILL
OG0007735	Ykt6|NP_572423.1|DMEL	LOC119657688|XP_037920646.1|HILL
OG0007736	dor|NP_477286.2|DMEL	LOC119657692|XP_037920652.1|HILL
OG0007737	Pi3K92E|NP_650902.1|DMEL	LOC119659423|XP_037923428.1|HILL
OG0007738	CenB1A|NP_524458.1|DMEL	LOC119658817|XP_037922473.1|HILL
OG0007739	Parg|NP_001245511.1|DMEL	LOC119657961|XP_037921091.1|HILL
OG0007740	dx|NP_511064.2|DMEL	LOC119656728|XP_037919187.1|HILL
OG0007741	rudhira|NP_001368979.1|DMEL	LOC119657759|XP_037920747.1|HILL
OG0007742	kat80|NP_727940.1|DMEL	LOC119657409|XP_037920230.1|HILL
OG0007743	Dop1R2|NP_001263072.1|DMEL	LOC119651866|XP_037911602.1|HILL
OG0007744	CG31759|NP_723735.2|DMEL	LOC119658241|XP_037921447.1|HILL
OG0007745	CG14304|NP_650731.3|DMEL	LOC119650613|XP_037909422.1|HILL
OG0007746	CG33722|NP_001287229.1|DMEL	LOC119658050|XP_037921222.1|HILL
OG0007747	f|NP_001036284.1|DMEL	LOC119657105|XP_037919790.1|HILL
OG0007748	RunxB|NP_001259745.1|DMEL	LOC119658263|XP_037921483.1|HILL
OG0007749	Nmd3|NP_477332.1|DMEL	LOC119658252|XP_037921464.1|HILL
OG0007750	CG15547|NP_651833.1|DMEL	LOC119661635|XP_037926986.1|HILL
OG0007751	Nle|NP_477294.2|DMEL	LOC119657080|XP_037919763.1|HILL
OG0007753	Aladin|NP_572557.1|DMEL	LOC119657289|XP_037920064.1|HILL
OG0007754	Uba5|NP_572722.2|DMEL	LOC119656869|XP_037919455.1|HILL
OG0007755	CG43155|NP_572720.2|DMEL	LOC119657470|XP_037920317.1|HILL
OG0007756	CG6847|NP_573259.2|DMEL	LOC119657613|XP_037920539.1|HILL
OG0007757	Tre1|NP_001284901.1|DMEL	LOC119658060|XP_037921241.1|HILL
OG0007758	mmy|NP_609032.1|DMEL	LOC119650774|XP_037909807.1|HILL
OG0007759	CG2218|NP_651790.1|DMEL	LOC119657321|XP_037920109.1|HILL
OG0007760	CG15643|NP_788909.1|DMEL	LOC119657805|XP_037920829.1|HILL
OG0007761	CG1486|NP_608450.1|DMEL	LOC119657325|XP_037920115.1|HILL
OG0007762	tty|NP_728415.4|DMEL	LOC119658488|XP_037921875.1|HILL
OG0007763	Ptth|NP_001285550.1|DMEL	LOC119657571|XP_037920464.1|HILL
OG0007764	sws|NP_727224.2|DMEL	LOC119656885|XP_037919482.1|HILL
OG0007765	sn|NP_727226.1|DMEL	LOC119657356|XP_037920158.1|HILL
OG0007766	CG9813|NP_001262533.1|DMEL	LOC119657701|XP_037920668.1|HILL
OG0007767	Actbeta|NP_651942.2|DMEL	LOC119660996|XP_037926012.1|HILL
OG0007768	CG7872|NP_573044.1|DMEL	LOC119657039|XP_037919721.1|HILL
OG0007769	mRpL3|NP_511166.2|DMEL	LOC119656909|XP_037919527.1|HILL
OG0007770	CG12375|NP_609183.1|DMEL	LOC119658044|XP_037921213.1|HILL
OG0007771	THG|NP_609737.1|DMEL	LOC119657679|XP_037920636.1|HILL
OG0007772	CG14805|NP_569954.1|DMEL	LOC119656659|XP_037919065.1|HILL
OG0007773	Gal|NP_608978.2|DMEL	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL
OG0007774	CG14838|NP_648138.1|DMEL	LOC119658485|XP_037921858.1|HILL
OG0007775	mRNA-cap|NP_572952.1|DMEL	LOC119658043|XP_037921212.1|HILL
OG0007776	CG6123|NP_573286.1|DMEL	LOC119657820|XP_037920862.1|HILL
OG0007777	CG11134|NP_572916.1|DMEL	LOC119656662|XP_037919069.1|HILL
OG0007778	l_1_G0004|NP_608387.1|DMEL	LOC119658513|XP_037921914.1|HILL
OG0007779	Golgin104|NP_648879.1|DMEL	LOC119659385|XP_037923372.1|HILL
OG0007780	CG32795|NP_570029.1|DMEL	LOC119657690|XP_037920648.1|HILL
OG0007781	sol|NP_476738.3|DMEL	LOC119656511|XP_037918775.1|HILL
OG0007782	CG6379|NP_572148.2|DMEL	LOC119657747|XP_037920722.1|HILL
OG0007783	Spt6|NP_651962.2|DMEL	LOC119656540|XP_037918813.1|HILL
OG0007784	Cont|NP_649461.2|DMEL	LOC119660808|XP_037925576.1|HILL
OG0007785	Socs16D|NP_001259662.1|DMEL	LOC119648537|XP_037906235.1|HILL
OG0007786	Gsc|NP_001137762.2|DMEL	LOC119661211|XP_037926362.1|HILL
OG0007787	TkR99D|NP_001263092.1|DMEL	LOC119652680|XP_037912880.1|HILL
OG0007788	pinta|NP_651042.1|DMEL	LOC119657933|XP_037921049.1|HILL
OG0007789	CG31191|NP_001097850.3|DMEL	LOC119651000|XP_037910215.1|HILL
OG0007790	CG11873|NP_001263051.1|DMEL	LOC119653098|XP_037913534.1|HILL
OG0007791	CG31068|NP_733205.3|DMEL	LOC119650903|XP_037910018.1|HILL
OG0007792	CG17065|NP_001162805.1|DMEL	LOC119656927|XP_037919548.1|HILL
OG0007793	CG14683|NP_788632.1|DMEL	LOC119658768|XP_037922393.1|HILL
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC119660985|XP_037926001.1|HILL
OG0007795	CG3040|NP_572372.1|DMEL	LOC119654618|XP_037916019.1|HILL
OG0007796	CG13663|NP_651351.1|DMEL	LOC119651433|XP_037910960.1|HILL
OG0007797	CG9743|NP_651781.1|DMEL	LOC119653015|XP_037913380.1|HILL
OG0007798	CG15531|NP_651780.1|DMEL	LOC119653016|XP_037913382.1|HILL
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC119651538|XP_037911098.1|HILL
OG0007800	rdhB|NP_651024.1|DMEL	LOC119653047|XP_037913438.1|HILL
OG0007801	CG11836|NP_001356925.1|DMEL	LOC119650832|XP_037909901.1|HILL
OG0007803	ChAT|NP_477004.5|DMEL	LOC119658483|XP_037921856.1|HILL
OG0007804	Evi5|NP_727526.2|DMEL	LOC119653082|XP_037913507.1|HILL
OG0007805	dod|NP_523428.1|DMEL	LOC119661520|XP_037926823.1|HILL
OG0007806	peng|NP_523429.1|DMEL	LOC119661519|XP_037926822.1|HILL
OG0007808	Nepl16|NP_001097912.1|DMEL	LOC119652892|XP_037913190.1|HILL
OG0007809	CG9577|NP_608375.1|DMEL	LOC119657532|XP_037920403.1|HILL
OG0007810	CG7099|NP_609648.1|DMEL	LOC119656590|XP_037918926.1|HILL
OG0007811	Bruce|NP_001262460.1|DMEL	LOC119660206|XP_037924570.1|HILL
OG0007812	CG1789|NP_572504.1|DMEL	LOC119654531|XP_037915902.1|HILL
OG0007813	CG31121|NP_733058.1|DMEL	LOC119659740|XP_037923929.1|HILL
OG0007814	CG6398|NP_573244.1|DMEL	LOC119649324|XP_037907357.1|HILL
OG0007815	Bx42|NP_511093.2|DMEL	LOC119650758|XP_037909778.1|HILL
OG0007816	CG5282|NP_649221.1|DMEL	LOC119653123|XP_037913577.1|HILL
OG0007817	Hpr1|NP_649594.1|DMEL	LOC119651161|XP_037910507.1|HILL
OG0007818	Kal1|NP_651220.3|DMEL	LOC119653140|XP_037913600.1|HILL
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC119649341|XP_037907378.1|HILL
OG0007822	CG11498|NP_001334706.1|DMEL	LOC119652954|XP_037913275.1|HILL
OG0007823	CG31028|NP_733352.3|DMEL	LOC119651954|XP_037911735.1|HILL
OG0007824	CG2321|NP_651692.2|DMEL	LOC119658061|XP_037921242.1|HILL
OG0007825	CG46280|NP_650253.1|DMEL	LOC119651422|XP_037910945.1|HILL
OG0007826	CG9986|NP_651623.1|DMEL	LOC119651367|XP_037910870.1|HILL
OG0007827	CG3224|NP_572335.1|DMEL	LOC119657157|XP_037919867.1|HILL
OG0007828	Ppat-Dpck|NP_647985.1|DMEL	LOC119648242|XP_037905802.1|HILL
OG0007829	srl|NP_730835.2|DMEL	LOC119651741|XP_037911398.1|HILL
OG0007831	CG9240|NP_573054.2|DMEL	LOC119658314|XP_037921566.1|HILL
OG0007832	Naxe|NP_572604.2|DMEL	LOC119652973|XP_037913308.1|HILL
OG0007833	CG16903|NP_569980.1|DMEL	LOC119658264|XP_037921484.1|HILL
OG0007834	CG11791|NP_651327.1|DMEL	LOC119652553|XP_037912685.1|HILL
OG0007835	CG33096|NP_001356926.1|DMEL	LOC119651371|XP_037910872.1|HILL
OG0007837	Osi11|NP_649630.1|DMEL	LOC119651875|XP_037911616.1|HILL
OG0007838	Osi2|NP_649621.1|DMEL	LOC119652967|XP_037913294.1|HILL
OG0007839	Arfrp1|NP_572526.1|DMEL	LOC119656641|XP_037919016.1|HILL
OG0007840	eIF2Balpha|NP_651752.1|DMEL	LOC119650703|XP_037909630.1|HILL
OG0007841	Cby|NP_650989.6|DMEL	LOC119652711|XP_037912921.1|HILL
OG0007842	jus|NP_001097963.1|DMEL	LOC119651124|XP_037910431.1|HILL
OG0007843	CG14515|NP_651681.2|DMEL	LOC119651928|XP_037911690.1|HILL
OG0007844	CG33958|NP_001033958.1|DMEL	LOC119657689|XP_037920647.1|HILL
OG0007845	CCHa2|NP_650285.1|DMEL	LOC119657025|XP_037919702.1|HILL
OG0007846	CG4119|NP_572242.1|DMEL	LOC119655244|XP_037916960.1|HILL
OG0007847	CG18428|NP_651213.1|DMEL	LOC119652722|XP_037912943.1|HILL
OG0007848	Sec10|NP_651218.1|DMEL	LOC119650878|XP_037909970.1|HILL
OG0007849	PpD3|NP_524946.1|DMEL	LOC119652458|XP_037912550.1|HILL
OG0007850	CG16908|NP_649937.1|DMEL	LOC119653027|XP_037913399.1|HILL
OG0007851	CG34293|NP_001097945.1|DMEL	LOC119651421|XP_037910943.1|HILL
OG0007852	CG10035|NP_650182.1|DMEL	LOC119652514|XP_037912636.1|HILL
OG0007853	CG10000|NP_651630.3|DMEL	LOC119658335|XP_037921605.1|HILL
OG0007854	CG5510|NP_651224.1|DMEL	LOC119652540|XP_037912673.1|HILL
OG0007855	nerfin-2|NP_001262446.1|DMEL	LOC119651731|XP_037911387.1|HILL
OG0007856	Npc2f|NP_651219.1|DMEL	LOC119652984|XP_037913333.1|HILL
OG0007857	CG10365|NP_651176.1|DMEL	LOC119651225|XP_037910623.1|HILL
OG0007858	Snx6|NP_001245939.1|DMEL	LOC119657596|XP_037920510.1|HILL
OG0007859	Zpr1|NP_572532.1|DMEL	LOC119658821|XP_037922477.1|HILL
OG0007860	Mcm5|NP_524308.2|DMEL	LOC119652664|XP_037912858.1|HILL
OG0007861	Desi|NP_650016.1|DMEL	LOC119657647|XP_037920582.1|HILL
OG0007862	CG45073|NP_001287601.1|DMEL	LOC119657024|XP_037919701.1|HILL, LOC119657027|XP_037919705.1|HILL, LOC119658260|XP_037921480.1|HILL
OG0007863	CG6115|NP_652578.1|DMEL	LOC119660971|XP_037925969.1|HILL
OG0007864	CG9626|NP_649781.1|DMEL	LOC119652524|XP_037912649.1|HILL
OG0007865	CG7264|NP_648515.1|DMEL	LOC119657998|XP_037921145.1|HILL
OG0007866	CG5285|NP_650609.1|DMEL	LOC119657921|XP_037921036.1|HILL
OG0007867	AdipoR|NP_651061.1|DMEL	LOC119652790|XP_037913031.1|HILL
OG0007868	mah|NP_651316.1|DMEL	LOC119650884|XP_037909984.1|HILL
OG0007869	Nep1|NP_511056.2|DMEL	LOC119657377|XP_037920189.1|HILL
OG0007870	SuUR|NP_524835.1|DMEL	LOC119647866|XP_037905064.1|HILL
OG0007871	CG9114|NP_573016.1|DMEL	LOC119648126|XP_037905575.1|HILL
OG0007872	unc-13-4A|NP_648096.4|DMEL	LOC119649198|XP_037907165.1|HILL
OG0007873	CG42307|NP_001137899.1|DMEL	LOC119659680|XP_037923832.1|HILL
OG0007874	CG3309|NP_572216.1|DMEL	LOC119660790|XP_037925521.1|HILL
OG0007875	CG11883|NP_001097260.1|DMEL	LOC119655631|XP_037917531.1|HILL
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC119657329|XP_037920122.1|HILL
OG0007877	gce|NP_511160.2|DMEL	LOC119647813|XP_037904963.1|HILL
OG0007878	CG33785|NP_001027443.1|DMEL	LOC119649958|XP_037908325.1|HILL
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC119647411|XP_037904216.1|HILL
OG0007880	Xpac|NP_476866.1|DMEL	LOC119655862|XP_037917911.1|HILL
OG0007881	CG14982|NP_647841.1|DMEL	LOC119648807|XP_037906584.1|HILL
OG0007882	mge|NP_523910.1|DMEL	LOC119649416|XP_037907480.1|HILL
OG0007883	Eip63F-1|NP_524902.2|DMEL	LOC119648128|XP_037905584.1|HILL
OG0007884	Obp73a|NP_001097628.1|DMEL	LOC119649050|XP_037906956.1|HILL
OG0007885	Git|NP_610599.3|DMEL	LOC119658277|XP_037921500.1|HILL
OG0007886	CG7110|NP_609652.3|DMEL	LOC119660525|XP_037925074.1|HILL
OG0007887	ida|NP_647837.2|DMEL	LOC119653638|XP_037914356.1|HILL
OG0007888	APP-BP1|NP_648435.1|DMEL	LOC119648064|XP_037905461.1|HILL
OG0007889	Syx7|NP_730632.1|DMEL	LOC119648150|XP_037905649.1|HILL
OG0007890	Atg18a|NP_001261565.1|DMEL	LOC119648018|XP_037905352.1|HILL
OG0007891	B9d1|NP_650470.1|DMEL	LOC119659292|XP_037923232.1|HILL
OG0007892	l_2_09851|NP_610182.3|DMEL	LOC119653302|XP_037913832.1|HILL
