Orthogroup	DMEL.longest_only	DALB.longest_only
OG0008161	CG1231|NP_612032.1|DMEL	LOC117565836|XP_034101041.1|DALB
OG0008162	Gga|NP_572571.1|DMEL	LOC117578094|XP_034119152.1|DALB
OG0008163	CG42272|NP_729101.2|DMEL	LOC117568098|XP_034104369.1|DALB
OG0008164	zyd|NP_001015261.3|DMEL	LOC117568781|XP_034105513.1|DALB
OG0008165	Raf|NP_525047.1|DMEL	LOC117570275|XP_034107689.1|DALB
OG0008166	CG1622|NP_572872.1|DMEL	LOC117577553|XP_034118274.1|DALB
OG0008167	CG11085|NP_572815.3|DMEL	LOC117564321|XP_034098916.1|DALB
OG0008168	CG1463|NP_572813.2|DMEL	LOC117564329|XP_034098929.1|DALB
OG0008169	Sec22|NP_001259103.1|DMEL	LOC117566948|XP_034102475.1|DALB
OG0008170	HPS1|NP_610997.1|DMEL	LOC117570726|XP_034108439.1|DALB
OG0008171	mahe|NP_572424.1|DMEL	LOC117578073|XP_034119108.1|DALB
OG0008172	Ice2|NP_650946.3|DMEL	LOC117575720|XP_034115950.1|DALB
OG0008173	CG8679|NP_610099.1|DMEL	LOC117563850|XP_034098270.1|DALB
OG0008174	CG33155|NP_001027417.1|DMEL	LOC117572086|XP_034110573.1|DALB
OG0008175	Cfp1|NP_572556.1|DMEL	LOC117568172|XP_034104499.1|DALB
OG0008176	Dredd|NP_477249.3|DMEL	LOC117578228|XP_034119497.1|DALB
OG0008177	Rab18|NP_524744.2|DMEL	LOC117569103|XP_034106015.1|DALB
OG0008178	mbt|NP_523375.2|DMEL	LOC117565783|XP_034100954.1|DALB
OG0008179	CG9213|NP_788910.1|DMEL	LOC117578286|XP_034119613.1|DALB
OG0008180	Cdc45|NP_569880.1|DMEL	LOC117577592|XP_034118330.1|DALB
OG0008181	CG3021|NP_652639.1|DMEL	LOC117577795|XP_034118613.1|DALB
OG0008182	MrgBP|NP_610417.1|DMEL	LOC117568807|XP_034105559.1|DALB
OG0008183	Fatp3|NP_726437.2|DMEL	LOC117569867|XP_034107092.1|DALB
OG0008185	krz|NP_524988.1|DMEL	LOC117573781|XP_034113078.1|DALB
OG0008186	CG7747|NP_611113.1|DMEL	LOC117569174|XP_034106134.1|DALB
OG0008187	CG30100|NP_725560.1|DMEL	LOC117569177|XP_034106137.1|DALB
OG0008188	RpL27A|NP_476963.1|DMEL	LOC117563478|XP_034097730.1|DALB
OG0008190	CG9133|NP_001027093.1|DMEL	LOC117569021|XP_034105901.1|DALB
OG0008191	Ns3|NP_569915.1|DMEL	LOC117573080|XP_034111864.1|DALB
OG0008192	Mer|NP_523413.1|DMEL	LOC117565058|XP_034099900.1|DALB
OG0008193	unc|NP_608435.2|DMEL	LOC117575334|XP_034115385.1|DALB
OG0008194	NC2beta|NP_609736.1|DMEL	LOC117564160|XP_034098718.1|DALB
OG0008195	CG6280|NP_610898.1|DMEL	LOC117571856|XP_034110142.1|DALB
OG0008196	Obp59a|NP_788429.1|DMEL	LOC117567946|XP_034104135.1|DALB
OG0008197	Sox21b|NP_001261829.1|DMEL	LOC117570218|XP_034107607.1|DALB
OG0008198	Lztr1|NP_001259114.1|DMEL	LOC117571025|XP_034108880.1|DALB
OG0008199	ric8a|NP_572550.2|DMEL	LOC117574641|XP_034114434.1|DALB
OG0008200	nclb|NP_610623.1|DMEL	LOC117568948|XP_034105779.1|DALB
OG0008201	crim|NP_648500.1|DMEL	LOC117569497|XP_034106572.1|DALB
OG0008202	CG5946|NP_001287035.1|DMEL	LOC117571694|XP_034109879.1|DALB
OG0008203	CG13919|NP_647637.1|DMEL	LOC117572503|XP_034111246.1|DALB
OG0008204	GAA1|NP_572273.2|DMEL	LOC117564651|XP_034099404.1|DALB
OG0008205	Spase25|NP_572723.1|DMEL	LOC117574669|XP_034114469.1|DALB
OG0008206	hzg|NP_001261912.1|DMEL	LOC117571807|XP_034110068.1|DALB
OG0008207	CG11396|NP_649255.1|DMEL	LOC117571802|XP_034110060.1|DALB
OG0008208	Ptp52F|NP_611093.2|DMEL	LOC117570166|XP_034107532.1|DALB
OG0008209	CG12010|NP_728878.1|DMEL	LOC117565337|XP_034100278.1|DALB
OG0008210	Tsp68C|NP_729926.1|DMEL	LOC117569167|XP_034106123.1|DALB
OG0008212	CG9330|NP_649129.1|DMEL	LOC117568885|XP_034105676.1|DALB
OG0008213	vnd|NP_476786.2|DMEL	LOC117577759|XP_034118561.1|DALB
OG0008214	CG34242|NP_001097595.1|DMEL	LOC117567404|XP_034103254.1|DALB
OG0008215	CG13001|NP_573181.1|DMEL	LOC117571946|XP_034110334.1|DALB
OG0008216	Clc|NP_524178.2|DMEL	LOC117572397|XP_034111068.1|DALB
OG0008217	Ranbp21|NP_608339.2|DMEL	LOC117578285|XP_034119612.1|DALB
OG0008218	CG42837|NP_001188959.1|DMEL	LOC117570164|XP_034107529.1|DALB
OG0008219	Nost|NP_001285029.1|DMEL	LOC117565745|XP_034100887.1|DALB
OG0008220	CG2186|NP_001368978.1|DMEL	LOC117578051|XP_034119065.1|DALB
OG0008221	Fas3|NP_001097174.1|DMEL	LOC117566212|XP_034101641.1|DALB
OG0008222	CG11367|NP_649412.1|DMEL	LOC117570506|XP_034108093.1|DALB
OG0008223	CG16959|NP_648750.1|DMEL	LOC117568247|XP_034104617.1|DALB
OG0008224	Pitslre|NP_649251.2|DMEL	LOC117571795|XP_034110050.1|DALB
OG0008225	CG1703|NP_572736.1|DMEL	LOC117572291|XP_034110895.1|DALB
OG0008226	SPR|NP_001368972.1|DMEL	LOC117568048|XP_034104286.1|DALB
OG0008227	ppk31|NP_001097944.1|DMEL	LOC117574405|XP_034114134.1|DALB
OG0008228	Kul|NP_651716.1|DMEL	LOC117575126|XP_034115118.1|DALB
OG0008229	CG34107|NP_001036703.1|DMEL	LOC117574672|XP_034114470.1|DALB
OG0008230	CG14314|NP_650690.1|DMEL	LOC117575724|XP_034115957.1|DALB
OG0008232	JTBR|NP_477403.1|DMEL	LOC117566386|XP_034101782.1|DALB
OG0008233	fbp|NP_724223.4|DMEL	LOC117564228|XP_034098809.1|DALB
OG0008234	CG2811|NP_001246514.1|DMEL	LOC117570450|XP_034107999.1|DALB
OG0008235	Neb-cGP|NP_652548.1|DMEL	LOC117564186|XP_034098755.1|DALB
OG0008236	CG34200|NP_001097193.1|DMEL	LOC117566979|XP_034102533.1|DALB
OG0008237	Coq9|NP_724594.1|DMEL	LOC117571189|XP_034109117.1|DALB
OG0008238	cue|NP_612113.2|DMEL	LOC117568178|XP_034104504.1|DALB
OG0008239	CG10581|NP_649279.2|DMEL	LOC117567750|XP_034103829.1|DALB
OG0008240	CG10927|NP_611345.1|DMEL	LOC117569973|XP_034107240.1|DALB
OG0008243	CG34231|NP_001097280.2|DMEL	LOC117567555|XP_034103505.1|DALB
OG0008244	Theg|NP_650999.1|DMEL	LOC117575692|XP_034115895.1|DALB
OG0008245	Obp56h|NP_611448.2|DMEL	LOC117568147|XP_034104446.1|DALB
OG0008246	Cda9|NP_611192.1|DMEL	LOC117568921|XP_034105722.1|DALB
OG0008247	CG17224|NP_722867.1|DMEL	LOC117575853|XP_034116164.1|DALB
OG0008248	CG5909|NP_651544.1|DMEL	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	CG9702|NP_651810.1|DMEL	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	CG13326|NP_610838.1|DMEL	LOC117567129|XP_034102830.1|DALB
OG0008251	CG30160|NP_724526.1|DMEL, Tsp42Eb|NP_724525.1|DMEL	LOC117572698|XP_034111643.1|DALB
OG0008252	CG8008|NP_001137623.1|DMEL	LOC117567160|XP_034102864.1|DALB
OG0008253	Mal-A2|NP_476625.2|DMEL	LOC117569603|XP_034106728.1|DALB
OG0008254	CG13895|NP_001261220.1|DMEL	LOC117570716|XP_034108417.1|DALB
OG0008255	CG14448|NP_649418.1|DMEL	LOC117566443|XP_034101865.1|DALB
OG0008256	nec|NP_524851.1|DMEL	LOC117571058|XP_034108918.1|DALB
OG0008257	Gem4c|NP_726901.2|DMEL, Gem4b|NP_726900.2|DMEL, Glos|NP_570086.1|DMEL	LOC117576326|XP_034116888.1|DALB
OG0008258	CG6304|NP_609826.1|DMEL	LOC117565288|XP_034100207.1|DALB
OG0008259	CG15631|NP_608855.2|DMEL	LOC117565520|XP_034100547.1|DALB, LOC117565519|XP_034100546.1|DALB
OG0008260	CG33234|NP_001097483.2|DMEL	LOC117571037|XP_034108890.1|DALB
OG0008261	CG14490|NP_611274.1|DMEL	LOC117566941|XP_034102464.1|DALB
OG0008262	CG7881|NP_610190.2|DMEL	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB
OG0008263	Obp57a|NP_725966.1|DMEL, Obp57b|NP_725965.1|DMEL	LOC117568920|XP_034105721.1|DALB
OG0008264	CG18067|NP_611484.1|DMEL	LOC117569844|XP_034107063.1|DALB
OG0008266	CG2182|NP_649570.1|DMEL	LOC117573601|XP_034112787.1|DALB
OG0008267	CG46339|NP_001263001.1|DMEL	LOC117573283|XP_034112274.1|DALB
OG0008268	Nbr|NP_610094.1|DMEL	LOC117566234|XP_034101673.1|DALB
OG0008269	CG2493|NP_610037.1|DMEL	LOC117563754|XP_034098127.1|DALB
OG0008270	CG2681|NP_570022.2|DMEL	LOC117578144|XP_034119253.1|DALB
OG0008271	CG32485|NP_728794.1|DMEL	LOC117570751|XP_034108464.1|DALB
OG0008272	IntS6|NP_572253.2|DMEL	LOC117577940|XP_034118842.1|DALB
OG0008273	CG14711|NP_650094.1|DMEL	LOC117573617|XP_034112807.1|DALB
OG0008274	CG32801|NP_726776.1|DMEL	LOC117577913|XP_034118802.1|DALB
OG0008275	cv|NP_536786.1|DMEL	LOC117569073|XP_034105982.1|DALB
OG0008276	sog|NP_476736.1|DMEL	LOC117578311|XP_034119650.1|DALB
OG0008277	CG15312|NP_001245603.1|DMEL	LOC117564131|XP_034098720.1|DALB
OG0008279	CG14408|NP_727792.2|DMEL	LOC117574000|XP_034113450.1|DALB
OG0008280	CG1847|NP_001368980.1|DMEL	LOC117570258|XP_034107664.1|DALB
OG0008281	CG7453|NP_573355.1|DMEL	LOC117573922|XP_034113330.1|DALB
OG0008282	Cpr11A|NP_572803.1|DMEL	LOC117577848|XP_034118680.1|DALB
OG0008283	goe|NP_573160.1|DMEL	LOC117571650|XP_034109778.1|DALB
OG0008284	mGluR|NP_524639.2|DMEL	LOC117573129|XP_034111944.1|DALB
OG0008285	CG43386|NP_572594.2|DMEL	LOC117577744|XP_034118546.1|DALB
OG0008286	m|NP_572747.1|DMEL	LOC117577710|XP_034118505.1|DALB
OG0008287	CG1632|NP_572467.1|DMEL	LOC117577838|XP_034118669.1|DALB
OG0008288	CG5835|NP_650785.1|DMEL	LOC117573638|XP_034112837.1|DALB
OG0008290	BCL7-like|NP_572562.1|DMEL	LOC117577785|XP_034118601.1|DALB
OG0008291	sni|NP_572466.1|DMEL	LOC117563933|XP_034098399.1|DALB
OG0008294	CG31142|NP_732915.1|DMEL	LOC117574915|XP_034114853.1|DALB
OG0008295	CG1434|NP_572950.2|DMEL	LOC117564014|XP_034098507.1|DALB
OG0008296	SWIP|NP_573116.2|DMEL	LOC117577894|XP_034118767.1|DALB
OG0008297	CG1636|NP_572470.3|DMEL	LOC117577841|XP_034118675.1|DALB
OG0008298	CG17068|NP_608379.1|DMEL	LOC117573204|XP_034112093.1|DALB
OG0008300	CG12065|NP_001368976.1|DMEL	LOC117578029|XP_034119033.1|DALB
OG0008301	CG12947|NP_001097731.1|DMEL	LOC117574342|XP_034114053.1|DALB
OG0008302	CG5445|NP_573213.1|DMEL	LOC117576300|XP_034116848.1|DALB
OG0008303	cib|NP_525065.1|DMEL	LOC117574175|XP_034113759.1|DALB
OG0008304	CG32816|NP_726662.1|DMEL	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	CG15602|NP_573077.2|DMEL	LOC117578081|XP_034119167.1|DALB
OG0008306	CG10802|NP_570062.1|DMEL	LOC117578183|XP_034119387.1|DALB
OG0008307	CCHa1|NP_001097784.1|DMEL	LOC117573651|XP_034112865.1|DALB
OG0008308	TTLL5|NP_733081.1|DMEL	LOC117575485|XP_034115610.1|DALB
OG0008309	CG6523|NP_609641.1|DMEL	LOC117565443|XP_034100425.1|DALB
OG0008310	RpL26|NP_649070.1|DMEL	LOC117572222|XP_034110790.1|DALB
OG0008311	CG12540|NP_572963.1|DMEL	LOC117577614|XP_034118355.1|DALB
OG0008312	VAChT|NP_477138.1|DMEL	LOC117576320|XP_034116872.1|DALB
OG0008313	CG43902|NP_572608.2|DMEL	LOC117572125|XP_034110647.1|DALB
OG0008314	SmF|NP_523708.2|DMEL	LOC117569831|XP_034107047.1|DALB
OG0008315	Sras|NP_524673.3|DMEL	LOC117569090|XP_034105998.1|DALB
OG0008317	CG7059|NP_651034.2|DMEL	LOC117574308|XP_034114007.1|DALB
OG0008318	CG32576|NP_001014746.1|DMEL	LOC117576131|XP_034116587.1|DALB
OG0008319	CG18635|NP_611267.1|DMEL	LOC117567007|XP_034102583.1|DALB
OG0008320	jub|NP_572930.3|DMEL	LOC117577915|XP_034118804.1|DALB
OG0008321	CG12948|NP_649936.1|DMEL	LOC117573795|XP_034113094.1|DALB
OG0008322	trk|NP_476767.2|DMEL	LOC117565248|XP_034100151.1|DALB
OG0008323	CG14687|NP_650018.1|DMEL	LOC117575011|XP_034114978.1|DALB
OG0008324	CG15771|NP_572257.2|DMEL	LOC117578293|XP_034119628.1|DALB
OG0008325	Gmap|NP_001356946.1|DMEL	LOC117577988|XP_034118975.1|DALB
OG0008326	abd-A|NP_732176.1|DMEL	LOC117575226|XP_034115245.1|DALB
OG0008327	CG3860|NP_001286802.1|DMEL	LOC117571402|XP_034109425.1|DALB
OG0008328	CG5928|NP_001245543.1|DMEL	LOC117569865|XP_034107094.1|DALB
OG0008330	Parp16|NP_725583.1|DMEL	LOC117571354|XP_034109354.1|DALB
OG0008331	CG42455|NP_001163404.1|DMEL	LOC117569314|XP_034106317.1|DALB
OG0008332	CG13024|NP_001246806.1|DMEL	LOC117571123|XP_034109015.1|DALB
OG0008333	CG10660|NP_648578.1|DMEL	LOC117569418|XP_034106456.1|DALB
OG0008334	CG10663|NP_001097592.1|DMEL	LOC117571153|XP_034109051.1|DALB
OG0008335	Sk2|NP_647762.3|DMEL	LOC117570960|XP_034108794.1|DALB
OG0008336	CG14086|NP_649102.3|DMEL	LOC117570098|XP_034107441.1|DALB
OG0008337	CG8080|NP_788288.1|DMEL	LOC117571853|XP_034110138.1|DALB
OG0008338	Ccdc58|NP_730454.2|DMEL	LOC117569476|XP_034106534.1|DALB
OG0008339	Bap111|NP_572530.1|DMEL	LOC117577617|XP_034118361.1|DALB
OG0008340	olf186-M|NP_611272.1|DMEL	LOC117566940|XP_034102462.1|DALB
OG0008341	CG33493|NP_996038.1|DMEL	LOC117566374|XP_034101762.1|DALB
OG0008342	CG42245|NP_001137876.1|DMEL	LOC117566949|XP_034102472.1|DALB
OG0008343	CG5500|NP_651511.1|DMEL	LOC117575792|XP_034116059.1|DALB
OG0008344	CG12020|NP_647662.1|DMEL	LOC117566384|XP_034101779.1|DALB
OG0008345	CG15812|NP_523897.2|DMEL	LOC117572268|XP_034110862.1|DALB
OG0008346	CG4615|NP_572382.1|DMEL	LOC117571621|XP_034109737.1|DALB
OG0008347	CG14342|NP_608588.2|DMEL	LOC117564928|XP_034099773.1|DALB
OG0008348	Coq4|NP_648977.3|DMEL	LOC117567207|XP_034102928.1|DALB
OG0008349	snky|NP_648633.2|DMEL	LOC117571288|XP_034109247.1|DALB
OG0008350	cactin|NP_523422.4|DMEL	LOC117573510|XP_034112633.1|DALB
OG0008351	CG13924|NP_001189024.1|DMEL	LOC117568251|XP_034104622.1|DALB
OG0008352	mRpS34|NP_524104.2|DMEL	LOC117567937|XP_034104118.1|DALB
OG0008353	Reg-2|NP_612043.1|DMEL	LOC117570776|XP_034108504.1|DALB
OG0008354	GCS1|NP_572707.4|DMEL	LOC117564864|XP_034099735.1|DALB
OG0008355	sprt|NP_610683.1|DMEL	LOC117572782|XP_034111770.1|DALB
OG0008356	CG4069|NP_648590.1|DMEL	LOC117577982|XP_034118969.1|DALB
OG0008357	CG11970|NP_649851.1|DMEL	LOC117576782|XP_034117725.1|DALB
OG0008358	H2.0|NP_523488.2|DMEL	LOC117565306|XP_034100235.1|DALB
OG0008359	CG3829|NP_611992.3|DMEL	LOC117570430|XP_034107976.1|DALB
OG0008360	inaD|NP_001246470.1|DMEL	LOC117568624|XP_034105304.1|DALB
OG0008361	Dh31|NP_723401.1|DMEL	LOC117564264|XP_034098858.1|DALB
OG0008362	Zw10|NP_524901.2|DMEL	LOC117564444|XP_034099079.1|DALB
OG0008363	HPS4|NP_611246.1|DMEL	LOC117567457|XP_034103362.1|DALB
OG0008364	CG7650|NP_648786.1|DMEL	LOC117569486|XP_034106557.1|DALB
OG0008365	CG30122|NP_001163196.1|DMEL	LOC117567574|XP_034103536.1|DALB
OG0008366	Sdhaf3|NP_650552.3|DMEL	LOC117575531|XP_034115671.1|DALB
OG0008367	CG3706|NP_652634.1|DMEL	LOC117576383|XP_034116986.1|DALB
OG0008368	Art8|NP_609478.1|DMEL	LOC117566199|XP_034101607.1|DALB
OG0008369	Sptr|NP_727265.1|DMEL	LOC117577790|XP_034118606.1|DALB
OG0008370	shams|NP_001097911.1|DMEL	LOC117573178|XP_034112039.1|DALB
OG0008372	Stlk|NP_001036442.1|DMEL	LOC117570355|XP_034107816.1|DALB
OG0008373	Klp31E|NP_609398.2|DMEL	LOC117563347|XP_034097520.1|DALB
OG0008374	beta3GalTII|NP_610399.1|DMEL	LOC117565698|XP_034100824.1|DALB
OG0008375	Pld3|NP_610093.1|DMEL	LOC117566235|XP_034101674.1|DALB
OG0008376	CG44000|NP_001260076.1|DMEL	LOC117563273|XP_034097392.1|DALB
OG0008377	Ptp36E|NP_609872.1|DMEL	LOC117565554|XP_034100611.1|DALB
OG0008378	CG42750|NP_724101.4|DMEL	LOC117565553|XP_034100609.1|DALB
OG0008379	Tsp39D|NP_523612.3|DMEL	LOC117565257|XP_034100167.1|DALB
OG0008381	betaggt-I|NP_525100.2|DMEL	LOC117563606|XP_034097891.1|DALB
OG0008383	CG15130|NP_610034.2|DMEL	LOC117564940|XP_034099785.1|DALB
OG0008384	kek2|NP_523551.1|DMEL	LOC117564222|XP_034098800.1|DALB
OG0008385	CG14024|NP_608920.1|DMEL	LOC117565435|XP_034100413.1|DALB
OG0008386	Axs|NP_476777.1|DMEL	LOC117567240|XP_034102981.1|DALB
OG0008387	CG31038|NP_733326.1|DMEL	LOC117573595|XP_034112781.1|DALB
OG0008388	Dad1|NP_609222.1|DMEL	LOC117563353|XP_034097530.1|DALB
OG0008389	CG16798|NP_610030.1|DMEL	LOC117565774|XP_034100941.1|DALB
OG0008390	CG34136|NP_001036371.1|DMEL	LOC117563781|XP_034098178.1|DALB
OG0008392	CG7328|NP_649181.1|DMEL	LOC117568581|XP_034105203.1|DALB
OG0008393	SCCRO4|NP_649204.2|DMEL	LOC117569722|XP_034106879.1|DALB
OG0008394	CG32448|NP_730691.2|DMEL	LOC117567620|XP_034103602.1|DALB
OG0008395	CG17754|NP_727331.1|DMEL	LOC117569532|XP_034106629.1|DALB
OG0008396	Gclc|NP_525005.2|DMEL	LOC117577674|XP_034118457.1|DALB
OG0008397	CBP|NP_001259309.1|DMEL	LOC117576939|XP_034117991.1|DALB
OG0008398	CG15478|NP_572400.1|DMEL	LOC117577902|XP_034118784.1|DALB
OG0008399	CG3638|NP_726720.3|DMEL	LOC117573331|XP_034112372.1|DALB
OG0008400	CG13807|NP_647706.1|DMEL	LOC117569934|XP_034107183.1|DALB
OG0008401	CG11562|NP_608516.1|DMEL	LOC117564128|XP_034098679.1|DALB
OG0008402	Scgbeta|NP_524327.1|DMEL	LOC117576015|XP_034116412.1|DALB
OG0008403	CG1738|NP_572709.1|DMEL	LOC117573814|XP_034113126.1|DALB
OG0008404	CG12746|NP_649551.4|DMEL	LOC117574059|XP_034113566.1|DALB
OG0008405	Aven|NP_572817.1|DMEL	LOC117574550|XP_034114316.1|DALB
OG0008406	Vlet|NP_572738.1|DMEL	LOC117569083|XP_034105993.1|DALB
OG0008408	Ctr1A|NP_001245552.1|DMEL	LOC117578088|XP_034119140.1|DALB
OG0008409	zye|NP_649220.1|DMEL	LOC117566519|XP_034101951.1|DALB
OG0008410	CG6808|NP_731602.1|DMEL	LOC117576635|XP_034117452.1|DALB
OG0008411	pxb|NP_788681.1|DMEL	LOC117575754|XP_034116004.1|DALB
OG0008412	CG32647|NP_727642.1|DMEL	LOC117571103|XP_034108979.1|DALB
OG0008413	Usp32|NP_001262074.2|DMEL	LOC117571791|XP_034110041.1|DALB
OG0008414	CG3719|NP_651990.1|DMEL	LOC117578123|XP_034119201.1|DALB
OG0008415	CG8675|NP_573209.1|DMEL	LOC117577786|XP_034118602.1|DALB
OG0008416	CG32544|NP_728208.1|DMEL	LOC117573058|XP_034111827.1|DALB
OG0008417	kz|NP_476591.1|DMEL	LOC117578319|XP_034119666.1|DALB
OG0008418	Pp2C1|NP_525074.2|DMEL	LOC117564915|XP_034099763.1|DALB
OG0008419	CG14223|NP_608341.1|DMEL	LOC117578287|XP_034119614.1|DALB
OG0008420	CG32645|NP_727670.1|DMEL	LOC117577698|XP_034118489.1|DALB
OG0008421	pot|NP_572768.1|DMEL	LOC117570887|XP_034108679.1|DALB
OG0008422	ogre|NP_524824.1|DMEL	LOC117568096|XP_034104372.1|DALB
OG0008423	CG9876|NP_611756.1|DMEL	LOC117569845|XP_034107065.1|DALB
OG0008424	CG14411|NP_572972.1|DMEL	LOC117571780|XP_034110032.1|DALB
OG0008425	ss|NP_001247140.1|DMEL	LOC117575967|XP_034116337.1|DALB
OG0008426	CG15701|NP_611100.1|DMEL	LOC117567901|XP_034104065.1|DALB
OG0008427	CG42340|NP_001368973.1|DMEL	LOC117578271|XP_034119585.1|DALB
OG0008428	CG2990|NP_727386.1|DMEL	LOC117577836|XP_034118668.1|DALB
OG0008429	CG8369|NP_652187.1|DMEL	LOC117575584|XP_034115742.1|DALB
OG0008430	CHOp24|NP_572165.1|DMEL	LOC117578278|XP_034119596.1|DALB
OG0008431	CG5235|NP_648833.1|DMEL	LOC117571485|XP_034109542.1|DALB
OG0008432	btz|NP_001263028.1|DMEL	LOC117573411|XP_034112505.1|DALB
OG0008433	CG10710|NP_648662.1|DMEL	LOC117567731|XP_034103786.1|DALB
OG0008434	CG15543|NP_651822.1|DMEL	LOC117574490|XP_034114219.1|DALB
OG0008436	CG42372|NP_001137677.1|DMEL	LOC117569178|XP_034106138.1|DALB
OG0008438	hb|NP_731267.1|DMEL	LOC117575325|XP_034115371.1|DALB
OG0008439	Dlip3|NP_525003.2|DMEL	LOC117570421|XP_034107945.1|DALB
OG0008440	CG2911|NP_001097689.1|DMEL	LOC117575403|XP_034115473.1|DALB
OG0008441	CG33170|NP_788569.1|DMEL	LOC117569990|XP_034107261.1|DALB
OG0008442	CG15111|NP_725856.1|DMEL	LOC117566491|XP_034101919.1|DALB
OG0008443	CrebA|NP_524087.3|DMEL	LOC117571217|XP_034109156.1|DALB
OG0008444	Capr|NP_652671.1|DMEL	LOC117569482|XP_034106543.1|DALB
OG0008445	CG42308|NP_001138171.1|DMEL	LOC117577561|XP_034118286.1|DALB
OG0008446	CG45002|NP_728041.3|DMEL	LOC117577963|XP_034118903.1|DALB
OG0008447	CG32638|NP_727668.2|DMEL	LOC117567154|XP_034102861.1|DALB
OG0008448	Ten-a|NP_001162732.2|DMEL	LOC117566630|XP_034102065.1|DALB
OG0008449	CG13014|NP_573134.1|DMEL	LOC117578205|XP_034119433.1|DALB
OG0008450	Atg101|NP_573326.1|DMEL	LOC117573887|XP_034113268.1|DALB
OG0008451	Xport-A|NP_650846.1|DMEL	LOC117574256|XP_034113877.1|DALB
OG0008452	Pph13|NP_477330.1|DMEL	LOC117565540|XP_034100575.1|DALB
OG0008453	CG30380|NP_724625.1|DMEL	LOC117572528|XP_034111279.1|DALB
OG0008454	Sik2|NP_569972.1|DMEL	LOC117569505|XP_034106582.1|DALB
OG0008455	tipE|NP_523920.1|DMEL	LOC117572114|XP_034110626.1|DALB
OG0008456	HisCl1|NP_731632.1|DMEL	LOC117576492|XP_034117158.1|DALB
OG0008457	rump|NP_649899.1|DMEL	LOC117574230|XP_034113830.1|DALB
OG0008459	THADA|NP_608361.3|DMEL	LOC117573676|XP_034112900.1|DALB
OG0008460	CG31908|NP_723239.1|DMEL	LOC117565695|XP_034100822.1|DALB
OG0008461	CG8086|NP_001260237.1|DMEL	LOC117565139|XP_034100002.1|DALB
OG0008462	CG42371|NP_001137767.1|DMEL	LOC117564736|XP_034099515.1|DALB
OG0008463	Amnionless|NP_608515.1|DMEL	LOC117564122|XP_034098671.1|DALB
OG0008464	Tina-1|NP_611983.2|DMEL	LOC117570449|XP_034107998.1|DALB
OG0008465	CG42381|NP_001137733.1|DMEL	LOC117567776|XP_034103866.1|DALB
OG0008466	CG33228|NP_995940.2|DMEL	LOC117571723|XP_034109920.1|DALB
OG0008467	CG42306|NP_001137700.1|DMEL	LOC117569959|XP_034107222.1|DALB
OG0008468	Gr33a|NP_525102.4|DMEL	LOC117564718|XP_034099492.1|DALB
OG0008469	Xrcc2|NP_573302.1|DMEL	LOC117569182|XP_034106141.1|DALB
OG0008470	CG42361|NP_611945.3|DMEL	LOC117567466|XP_034103376.1|DALB
OG0008472	CG14478|NP_611214.1|DMEL	LOC117567947|XP_034104136.1|DALB
OG0008473	PIG-Q|NP_652730.4|DMEL	LOC117577824|XP_034118649.1|DALB
OG0008474	Pak3|NP_001262638.1|DMEL	LOC117576336|XP_034116901.1|DALB
OG0008476	CG34316|NP_001097798.1|DMEL	LOC117576143|XP_034116601.1|DALB
OG0008477	CG42319|NP_001137648.1|DMEL	LOC117569048|XP_034105941.1|DALB
OG0008478	CG34027|NP_001034068.2|DMEL	LOC117573274|XP_034112246.1|DALB
OG0008479	hng1|NP_611558.2|DMEL	LOC117572684|XP_034111612.1|DALB
OG0008480	comm3|NP_788509.1|DMEL	LOC117567606|XP_034103584.1|DALB
OG0008481	swa|NP_511060.2|DMEL	LOC117578086|XP_034119138.1|DALB
OG0008482	CG9902|NP_573133.2|DMEL, CG7692|NP_648972.2|DMEL	LOC117568650|XP_034105336.1|DALB
OG0008483	CG10869|NP_608605.1|DMEL	LOC117578379|XP_034119704.1|DALB
OG0008484	CG6654|NP_650429.1|DMEL	LOC117575650|XP_034115828.1|DALB
OG0008485	CG13995|NP_608986.1|DMEL	LOC117565260|XP_034100171.1|DALB
OG0008486	Cadps|NP_001245439.1|DMEL	LOC117573257|XP_034112226.1|DALB
OG0008487	CG2712|NP_570028.1|DMEL	LOC117577261|XP_034118138.1|DALB, LOC117577257|XP_034118135.1|DALB, LOC117577260|XP_034118137.1|DALB, LOC117577253|XP_034118130.1|DALB, LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB
OG0008488	CG17278|NP_652230.1|DMEL	LOC117576154|XP_034116618.1|DALB
OG0008489	CG42650|NP_001189191.1|DMEL	LOC117574727|XP_034114548.1|DALB
OG0008490	bam|NP_476800.1|DMEL	LOC117574758|XP_034114593.1|DALB
OG0008491	Cyp12e1|NP_650003.4|DMEL	LOC117575778|XP_034116036.1|DALB
