Orthogroup	DMEL.longest_only	DNOV.longest_only
OG0007747	f|NP_001036284.1|DMEL	LOC115767271|XP_030567356.1|DNOV
OG0007748	RunxB|NP_001259745.1|DMEL	LOC115764395|XP_030563236.1|DNOV
OG0007749	Nmd3|NP_477332.1|DMEL	LOC115768759|XP_030569309.1|DNOV
OG0007750	CG15547|NP_651833.1|DMEL	LOC115757703|XP_030553910.1|DNOV
OG0007751	Nle|NP_477294.2|DMEL	LOC115765884|XP_030565485.1|DNOV
OG0007752	CG14615|NP_608459.1|DMEL	LOC115767832|XP_030568033.1|DNOV
OG0007753	Aladin|NP_572557.1|DMEL	LOC115765228|XP_030564531.1|DNOV
OG0007754	Uba5|NP_572722.2|DMEL	LOC115767809|XP_030568002.1|DNOV
OG0007755	CG43155|NP_572720.2|DMEL	LOC115767843|XP_030568051.1|DNOV
OG0007756	CG6847|NP_573259.2|DMEL	LOC115768267|XP_030568660.1|DNOV
OG0007757	Tre1|NP_001284901.1|DMEL	LOC115767594|XP_030567747.1|DNOV
OG0007758	mmy|NP_609032.1|DMEL	LOC115763558|XP_030562038.1|DNOV
OG0007759	CG2218|NP_651790.1|DMEL	LOC115759422|XP_030556179.1|DNOV
OG0007760	CG15643|NP_788909.1|DMEL	LOC115764320|XP_030563125.1|DNOV
OG0007761	CG1486|NP_608450.1|DMEL	LOC115767825|XP_030568026.1|DNOV
OG0007762	tty|NP_728415.4|DMEL	LOC115767874|XP_030568094.1|DNOV
OG0007763	Ptth|NP_001285550.1|DMEL	LOC115765862|XP_030565452.1|DNOV
OG0007764	sws|NP_727224.2|DMEL	LOC115767353|XP_030567466.1|DNOV
OG0007765	sn|NP_727226.1|DMEL	LOC115767389|XP_030567512.1|DNOV
OG0007766	CG9813|NP_001262533.1|DMEL	LOC115761750|XP_030559509.1|DNOV
OG0007767	Actbeta|NP_651942.2|DMEL	LOC115766731|XP_030566551.1|DNOV
OG0007768	CG7872|NP_573044.1|DMEL	LOC115764327|XP_030563137.1|DNOV
OG0007769	mRpL3|NP_511166.2|DMEL	LOC115767751|XP_030567927.1|DNOV
OG0007770	CG12375|NP_609183.1|DMEL	LOC115767747|XP_030567920.1|DNOV
OG0007771	THG|NP_609737.1|DMEL	LOC115758350|XP_030554792.1|DNOV
OG0007772	CG14805|NP_569954.1|DMEL	LOC115767329|XP_030567434.1|DNOV
OG0007773	Gal|NP_608978.2|DMEL	LOC115759198|XP_030555940.1|DNOV
OG0007774	CG14838|NP_648138.1|DMEL	LOC115771153|XP_030572586.1|DNOV
OG0007775	mRNA-cap|NP_572952.1|DMEL	LOC115765141|XP_030564404.1|DNOV
OG0007776	CG6123|NP_573286.1|DMEL	LOC115764348|XP_030563166.1|DNOV
OG0007777	CG11134|NP_572916.1|DMEL	LOC115765258|XP_030564597.1|DNOV
OG0007778	l_1_G0004|NP_608387.1|DMEL	LOC115768767|XP_030569317.1|DNOV
OG0007779	Golgin104|NP_648879.1|DMEL	LOC115762606|XP_030560762.1|DNOV
OG0007780	CG32795|NP_570029.1|DMEL	LOC115767840|XP_030568046.1|DNOV
OG0007781	sol|NP_476738.3|DMEL	LOC115768297|XP_030568702.1|DNOV
OG0007782	CG6379|NP_572148.2|DMEL	LOC115768367|XP_030568799.1|DNOV
OG0007783	Spt6|NP_651962.2|DMEL	LOC115768288|XP_030568691.1|DNOV
OG0007784	Cont|NP_649461.2|DMEL	LOC115771797|XP_030573526.1|DNOV
OG0007785	Socs16D|NP_001259662.1|DMEL	LOC115766886|XP_030566817.1|DNOV
OG0007786	Gsc|NP_001137762.2|DMEL	LOC115765991|XP_030565619.1|DNOV
OG0007787	TkR99D|NP_001263092.1|DMEL	LOC115761212|XP_030558758.1|DNOV
OG0007788	pinta|NP_651042.1|DMEL	LOC115771767|XP_030573479.1|DNOV
OG0007789	CG31191|NP_001097850.3|DMEL	LOC115761186|XP_030558709.1|DNOV
OG0007790	CG11873|NP_001263051.1|DMEL	LOC115764895|XP_030564046.1|DNOV
OG0007791	CG31068|NP_733205.3|DMEL	LOC115765026|XP_030564246.1|DNOV
OG0007792	CG17065|NP_001162805.1|DMEL	LOC115768215|XP_030568592.1|DNOV
OG0007793	CG14683|NP_788632.1|DMEL	LOC115765642|XP_030565159.1|DNOV
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC115769122|XP_030569687.1|DNOV
OG0007795	CG3040|NP_572372.1|DMEL	LOC115766848|XP_030566758.1|DNOV
OG0007797	CG9743|NP_651781.1|DMEL	LOC115761517|XP_030559146.1|DNOV
OG0007798	CG15531|NP_651780.1|DMEL	LOC115761519|XP_030559149.1|DNOV
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC115761176|XP_030558698.1|DNOV
OG0007800	rdhB|NP_651024.1|DMEL	LOC115761371|XP_030558980.1|DNOV
OG0007801	CG11836|NP_001356925.1|DMEL	LOC115760423|XP_030557593.1|DNOV
OG0007802	BBIP1|NP_001163568.1|DMEL	LOC115761945|XP_030559841.1|DNOV
OG0007803	ChAT|NP_477004.5|DMEL	LOC115759657|XP_030556506.1|DNOV
OG0007804	Evi5|NP_727526.2|DMEL	LOC115767105|XP_030567112.1|DNOV
OG0007805	dod|NP_523428.1|DMEL	LOC115767109|XP_030567121.1|DNOV
OG0007806	peng|NP_523429.1|DMEL	LOC115767106|XP_030567118.1|DNOV
OG0007809	CG9577|NP_608375.1|DMEL	LOC115768222|XP_030568608.1|DNOV
OG0007810	CG7099|NP_609648.1|DMEL	LOC115769244|XP_030569817.1|DNOV
OG0007811	Bruce|NP_001262460.1|DMEL	LOC115761935|XP_030559826.1|DNOV
OG0007812	CG1789|NP_572504.1|DMEL	LOC115767294|XP_030567387.1|DNOV
OG0007813	CG31121|NP_733058.1|DMEL	LOC115761745|XP_030559502.1|DNOV
OG0007814	CG6398|NP_573244.1|DMEL	LOC115766403|XP_030566180.1|DNOV
OG0007815	Bx42|NP_511093.2|DMEL	LOC115766445|XP_030566232.1|DNOV
OG0007816	CG5282|NP_649221.1|DMEL	LOC115771530|XP_030573127.1|DNOV
OG0007817	Hpr1|NP_649594.1|DMEL	LOC115771760|XP_030573471.1|DNOV
OG0007818	Kal1|NP_651220.3|DMEL	LOC115764092|XP_030562805.1|DNOV
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC115768756|XP_030569306.1|DNOV
OG0007820	CG1607|NP_001263139.1|DMEL	LOC115771718|XP_030573397.1|DNOV
OG0007821	CG15529|NP_651773.1|DMEL	LOC115761354|XP_030558960.1|DNOV
OG0007822	CG11498|NP_001334706.1|DMEL	LOC115761353|XP_030558959.1|DNOV
OG0007823	CG31028|NP_733352.3|DMEL	LOC115761335|XP_030558931.1|DNOV
OG0007824	CG2321|NP_651692.2|DMEL	LOC115764204|XP_030562953.1|DNOV
OG0007825	CG46280|NP_650253.1|DMEL	LOC115761669|XP_030559378.1|DNOV
OG0007826	CG9986|NP_651623.1|DMEL	LOC115772123|XP_030573958.1|DNOV
OG0007827	CG3224|NP_572335.1|DMEL	LOC115767998|XP_030568264.1|DNOV
OG0007828	Ppat-Dpck|NP_647985.1|DMEL	LOC115762920|XP_030561161.1|DNOV
OG0007829	srl|NP_730835.2|DMEL	LOC115761555|XP_030559198.1|DNOV
OG0007830	CG14309|NP_650718.2|DMEL	LOC115761479|XP_030559106.1|DNOV
OG0007831	CG9240|NP_573054.2|DMEL	LOC115767727|XP_030567897.1|DNOV
OG0007832	Naxe|NP_572604.2|DMEL	LOC115766314|XP_030566056.1|DNOV
OG0007833	CG16903|NP_569980.1|DMEL	LOC115767408|XP_030567543.1|DNOV
OG0007836	CG42375|NP_001138048.1|DMEL	LOC115764058|XP_030562765.1|DNOV
OG0007837	Osi11|NP_649630.1|DMEL	LOC115764191|XP_030562938.1|DNOV
OG0007838	Osi2|NP_649621.1|DMEL	LOC115764195|XP_030562942.1|DNOV
OG0007839	Arfrp1|NP_572526.1|DMEL	LOC115767280|XP_030567372.1|DNOV
OG0007840	eIF2Balpha|NP_651752.1|DMEL	LOC115761180|XP_030558703.1|DNOV
OG0007841	Cby|NP_650989.6|DMEL	LOC115771755|XP_030573465.1|DNOV
OG0007842	jus|NP_001097963.1|DMEL	LOC115764228|XP_030563002.1|DNOV
OG0007843	CG14515|NP_651681.2|DMEL	LOC115764232|XP_030563009.1|DNOV
OG0007844	CG33958|NP_001033958.1|DMEL	LOC115760934|XP_030558370.1|DNOV
OG0007845	CCHa2|NP_650285.1|DMEL	LOC115761347|XP_030558952.1|DNOV
OG0007846	CG4119|NP_572242.1|DMEL	LOC115767590|XP_030567740.1|DNOV
OG0007847	CG18428|NP_651213.1|DMEL	LOC115764103|XP_030562815.1|DNOV
OG0007848	Sec10|NP_651218.1|DMEL	LOC115764105|XP_030562817.1|DNOV
OG0007849	PpD3|NP_524946.1|DMEL	LOC115759585|XP_030556412.1|DNOV
OG0007850	CG16908|NP_649937.1|DMEL	LOC115759584|XP_030556411.1|DNOV
OG0007851	CG34293|NP_001097945.1|DMEL	LOC115761724|XP_030559465.1|DNOV
OG0007852	CG10035|NP_650182.1|DMEL	LOC115771846|XP_030573587.1|DNOV
OG0007853	CG10000|NP_651630.3|DMEL	LOC115772061|XP_030573864.1|DNOV
OG0007854	CG5510|NP_651224.1|DMEL	LOC115764061|XP_030562768.1|DNOV
OG0007855	nerfin-2|NP_001262446.1|DMEL	LOC115761459|XP_030559086.1|DNOV
OG0007856	Npc2f|NP_651219.1|DMEL	LOC115764106|XP_030562819.1|DNOV
OG0007857	CG10365|NP_651176.1|DMEL	LOC115757724|XP_030553949.1|DNOV
OG0007858	Snx6|NP_001245939.1|DMEL	LOC115758513|XP_030555065.1|DNOV
OG0007859	Zpr1|NP_572532.1|DMEL	LOC115767086|XP_030567094.1|DNOV
OG0007860	Mcm5|NP_524308.2|DMEL	LOC115764898|XP_030564049.1|DNOV
OG0007861	Desi|NP_650016.1|DMEL	LOC115765078|XP_030564314.1|DNOV
OG0007863	CG6115|NP_652578.1|DMEL	LOC115763154|XP_030561464.1|DNOV
OG0007864	CG9626|NP_649781.1|DMEL	LOC115764987|XP_030564175.1|DNOV
OG0007865	CG7264|NP_648515.1|DMEL	LOC115771539|XP_030573136.1|DNOV
OG0007866	CG5285|NP_650609.1|DMEL	LOC115757768|XP_030554053.1|DNOV
OG0007867	AdipoR|NP_651061.1|DMEL	LOC115764631|XP_030563657.1|DNOV
OG0007868	mah|NP_651316.1|DMEL	LOC115771694|XP_030573371.1|DNOV
OG0007869	Nep1|NP_511056.2|DMEL	LOC115767607|XP_030567764.1|DNOV
OG0007870	SuUR|NP_524835.1|DMEL	LOC115770170|XP_030571189.1|DNOV
OG0007871	CG9114|NP_573016.1|DMEL	LOC115768276|XP_030568674.1|DNOV
OG0007872	unc-13-4A|NP_648096.4|DMEL	LOC115762634|XP_030560798.1|DNOV
OG0007873	CG42307|NP_001137899.1|DMEL	LOC115762832|XP_030561059.1|DNOV
OG0007874	CG3309|NP_572216.1|DMEL	LOC115768607|XP_030569120.1|DNOV
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC115767617|XP_030567777.1|DNOV
OG0007877	gce|NP_511160.2|DMEL	LOC115768916|XP_030569506.1|DNOV
OG0007878	CG33785|NP_001027443.1|DMEL	LOC115762112|XP_030560076.1|DNOV
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC115771227|XP_030572688.1|DNOV
OG0007880	Xpac|NP_476866.1|DMEL	LOC115768394|XP_030568828.1|DNOV
OG0007881	CG14982|NP_647841.1|DMEL	LOC115766977|XP_030566932.1|DNOV
OG0007884	Obp73a|NP_001097628.1|DMEL	LOC115769823|XP_030570654.1|DNOV
OG0007886	CG7110|NP_609652.3|DMEL	LOC115769197|XP_030569761.1|DNOV
OG0007888	APP-BP1|NP_648435.1|DMEL	LOC115769794|XP_030570622.1|DNOV
OG0007889	Syx7|NP_730632.1|DMEL	LOC115770919|XP_030572236.1|DNOV
OG0007890	Atg18a|NP_001261565.1|DMEL	LOC115762725|XP_030560914.1|DNOV
OG0007891	B9d1|NP_650470.1|DMEL	LOC115771881|XP_030573629.1|DNOV
OG0007892	l_2_09851|NP_610182.3|DMEL	LOC115760620|XP_030557929.1|DNOV
OG0007893	mi|NP_611803.1|DMEL	LOC115760720|XP_030558051.1|DNOV
OG0007894	nwk|NP_001286994.1|DMEL	LOC115762682|XP_030560855.1|DNOV
OG0007895	rno|NP_612007.2|DMEL	LOC115762871|XP_030561106.1|DNOV
OG0007896	ND-13B|NP_648409.1|DMEL	LOC115762916|XP_030561156.1|DNOV
OG0007897	ArfGAP1|NP_524040.2|DMEL	LOC115769404|XP_030570067.1|DNOV
OG0007898	yellow-g2|NP_647710.1|DMEL	LOC115769451|XP_030570124.1|DNOV
OG0007899	Ccn|NP_730294.1|DMEL	LOC115771229|XP_030572690.1|DNOV
OG0007900	ND-MWFE|NP_001097297.1|DMEL	LOC115761113|XP_030558603.1|DNOV
OG0007901	Prm|NP_523982.2|DMEL	LOC115771298|XP_030572782.1|DNOV
OG0007902	opm|NP_572994.1|DMEL	LOC115766844|XP_030566752.1|DNOV
OG0007903	Strump|NP_648840.1|DMEL	LOC115767657|XP_030567804.1|DNOV
OG0007904	HIPP1|NP_649261.1|DMEL	LOC115762909|XP_030561149.1|DNOV
OG0007905	Wwox|NP_609171.1|DMEL	LOC115758637|XP_030555233.1|DNOV
OG0007906	DIP-delta|NP_001097508.2|DMEL	LOC115769667|XP_030570439.1|DNOV
OG0007907	Fitm|NP_729053.2|DMEL	LOC115771182|XP_030572630.1|DNOV
OG0007908	Gdap1|NP_647945.1|DMEL	LOC115771183|XP_030572631.1|DNOV
OG0007909	Rtca|NP_569977.1|DMEL	LOC115767366|XP_030567483.1|DNOV
OG0007910	Ugt316A1|NP_649085.1|DMEL	LOC115771563|XP_030573174.1|DNOV
OG0007914	prc|NP_524658.2|DMEL	LOC115769433|XP_030570101.1|DNOV
OG0007915	Su_P_|NP_524116.2|DMEL	LOC115765827|XP_030565411.1|DNOV
OG0007916	CG14000|NP_608969.1|DMEL	LOC115769695|XP_030570479.1|DNOV
OG0007917	CG33774|NP_001027396.1|DMEL	LOC115762400|XP_030560445.1|DNOV
OG0007918	CG30157|NP_724519.1|DMEL	LOC115762052|XP_030559992.1|DNOV
OG0007919	CG8180|NP_001286458.1|DMEL	LOC115760971|XP_030558432.1|DNOV
OG0007920	CG15673|NP_611591.3|DMEL	LOC115760587|XP_030557873.1|DNOV
OG0007921	Tsp47F|NP_725044.1|DMEL	LOC115760650|XP_030557977.1|DNOV
OG0007923	Myo10A|NP_001036269.2|DMEL	LOC115768178|XP_030568544.1|DNOV
OG0007924	nemy|NP_725208.1|DMEL	LOC115762515|XP_030560625.1|DNOV
OG0007925	CG2736|NP_611991.1|DMEL	LOC115760986|XP_030558454.1|DNOV
OG0007926	CG8320|NP_611072.2|DMEL	LOC115761014|XP_030558488.1|DNOV
OG0007927	Liprin-alpha|NP_001260155.1|DMEL	LOC115759059|XP_030555744.1|DNOV
OG0007928	Hnf4|NP_723413.1|DMEL	LOC115763299|XP_030561647.1|DNOV
OG0007929	Nlg2|NP_523496.1|DMEL	LOC115760260|XP_030557383.1|DNOV
OG0007930	CG34038|NP_001033975.2|DMEL	LOC115764546|XP_030563521.1|DNOV
OG0007931	CG9527|NP_001137800.1|DMEL	LOC115758873|XP_030555527.1|DNOV
OG0007932	Mfe2|NP_573109.1|DMEL	LOC115765212|XP_030564515.1|DNOV
OG0007933	CG14906|NP_650573.1|DMEL	LOC115765671|XP_030565194.1|DNOV
OG0007934	CG14651|NP_649475.3|DMEL	LOC115759347|XP_030556130.1|DNOV
OG0007935	Edem2|NP_609611.1|DMEL	LOC115763453|XP_030561884.1|DNOV
OG0007936	RpS27A|NP_476778.1|DMEL	LOC115759926|XP_030556923.1|DNOV
OG0007937	mts|NP_476805.1|DMEL	LOC115758758|XP_030555377.1|DNOV
OG0007938	CG6729|NP_609449.1|DMEL	LOC115759938|XP_030556937.1|DNOV
OG0007939	Cep97|NP_608811.2|DMEL	LOC115759294|XP_030556056.1|DNOV
OG0007940	capu|NP_001137784.1|DMEL	LOC115759296|XP_030556058.1|DNOV
OG0007941	Atf6|NP_995745.1|DMEL	LOC115772098|XP_030573924.1|DNOV
OG0007942	CG15914|NP_573084.1|DMEL	LOC115766330|XP_030566080.1|DNOV
OG0007943	CG43778|NP_001369129.1|DMEL	LOC115763571|XP_030562050.1|DNOV
OG0007945	CG7384|NP_609417.1|DMEL	LOC115765450|XP_030564872.1|DNOV
OG0007946	CG17658|NP_611845.2|DMEL	LOC115769180|XP_030569744.1|DNOV
OG0007947	Uvrag|NP_609632.1|DMEL	LOC115763476|XP_030561920.1|DNOV
OG0007948	CycE|NP_001246037.1|DMEL	LOC115763544|XP_030562020.1|DNOV
OG0007949	fz4|NP_511068.2|DMEL	LOC115768868|XP_030569433.1|DNOV
OG0007950	Oseg5|NP_610064.2|DMEL	LOC115758579|XP_030555155.1|DNOV
OG0007951	CG31650|NP_608899.1|DMEL	LOC115758564|XP_030555133.1|DNOV
OG0007952	slf|NP_608858.3|DMEL	LOC115758648|XP_030555243.1|DNOV
OG0007953	CG13982|NP_609025.1|DMEL	LOC115758424|XP_030554935.1|DNOV
OG0007954	meng|NP_609070.1|DMEL	LOC115759017|XP_030555689.1|DNOV
OG0007955	CG42366|NP_723501.2|DMEL	LOC115759904|XP_030556886.1|DNOV
OG0007956	Nf-YB|NP_609997.1|DMEL	LOC115759225|XP_030555982.1|DNOV
OG0007957	CG5731|NP_609354.1|DMEL	LOC115769195|XP_030569759.1|DNOV
OG0007958	CG13404|NP_572954.2|DMEL	LOC115765178|XP_030564460.1|DNOV
OG0007959	amos|NP_477446.1|DMEL	LOC115767710|XP_030567865.1|DNOV
OG0007960	SmB|NP_001188780.1|DMEL	LOC115763192|XP_030561514.1|DNOV
OG0007961	CG5112|NP_651400.1|DMEL	LOC115761649|XP_030559348.1|DNOV
OG0007962	Smyd3|NP_524768.2|DMEL	LOC115767758|XP_030567936.1|DNOV
OG0007963	CG9426|NP_609616.1|DMEL	LOC115763416|XP_030561832.1|DNOV
OG0007964	CG9596|NP_995638.1|DMEL	LOC115763044|XP_030561326.1|DNOV
OG0007965	stai|NP_001245912.1|DMEL	LOC115758484|XP_030555019.1|DNOV
OG0007966	Rrp40|NP_722725.1|DMEL	LOC115760258|XP_030557380.1|DNOV
OG0007967	Itgbn|NP_523608.2|DMEL	LOC115759053|XP_030555737.1|DNOV
OG0007968	haf|NP_001356954.1|DMEL	LOC115758504|XP_030555054.1|DNOV
OG0007969	Mob3|NP_609364.1|DMEL	LOC115758511|XP_030555063.1|DNOV
OG0007970	CNBP|NP_611739.1|DMEL	LOC115758119|XP_030554535.1|DNOV
OG0007971	hop|NP_511119.2|DMEL	LOC115767028|XP_030567014.1|DNOV
OG0007972	Cpr49Ah|NP_610777.1|DMEL	LOC115760676|XP_030558003.1|DNOV
OG0007973	CG6405|NP_609564.1|DMEL	LOC115759914|XP_030556905.1|DNOV
OG0007974	Fer3HCH|NP_572854.1|DMEL	LOC115767387|XP_030567510.1|DNOV
OG0007975	cas|NP_524677.1|DMEL	LOC115765761|XP_030565283.1|DNOV
OG0007976	CG12659|NP_001259344.1|DMEL	LOC115764238|XP_030563013.1|DNOV
OG0007977	Mcr|NP_524688.1|DMEL	LOC115759731|XP_030556610.1|DNOV
OG0007978	mRpL24|NP_523476.1|DMEL	LOC115760049|XP_030557080.1|DNOV
OG0007979	CG43861|NP_001260615.1|DMEL	LOC115758589|XP_030555168.1|DNOV
OG0007980	Arpc2|NP_610033.1|DMEL	LOC115759932|XP_030556930.1|DNOV
OG0007981	CG8134|NP_573056.1|DMEL	LOC115767725|XP_030567895.1|DNOV
OG0007982	TTLL4A|NP_723642.2|DMEL	LOC115763018|XP_030561273.1|DNOV
OG0007984	CG10137|NP_609981.1|DMEL	LOC115763600|XP_030562085.1|DNOV
OG0007985	CG41378|NP_001163836.1|DMEL	LOC115760159|XP_030557231.1|DNOV
OG0007986	CG5435|NP_609567.2|DMEL	LOC115765454|XP_030564878.1|DNOV
OG0007987	Snx21|NP_608709.1|DMEL	LOC115763426|XP_030561846.1|DNOV
OG0007988	Kua|NP_610026.1|DMEL	LOC115763167|XP_030561480.1|DNOV
OG0007989	CG5708|NP_609359.1|DMEL	LOC115768711|XP_030569265.1|DNOV
OG0007990	Wdfy2|NP_609400.1|DMEL	LOC115763186|XP_030561503.1|DNOV
OG0007991	bowl|NP_476883.1|DMEL	LOC115759696|XP_030556554.1|DNOV
OG0007992	lmgA|NP_001097122.1|DMEL	LOC115760059|XP_030557098.1|DNOV
OG0007993	gammaCOP|NP_001263145.1|DMEL	LOC115757730|XP_030553966.1|DNOV
OG0007994	CG4619|NP_001162929.1|DMEL	LOC115763587|XP_030562068.1|DNOV
OG0007995	DIP-kappa|NP_723828.1|DMEL	LOC115763302|XP_030561653.1|DNOV
OG0007996	CG7378|NP_001285421.1|DMEL	LOC115768050|XP_030568345.1|DNOV
OG0007997	MED11|NP_649057.1|DMEL	LOC115770200|XP_030571253.1|DNOV
OG0007998	Tango6|NP_609922.2|DMEL	LOC115759796|XP_030556736.1|DNOV
OG0007999	CG17124|NP_609450.1|DMEL	LOC115760131|XP_030557190.1|DNOV
OG0008000	CG6495|NP_609451.1|DMEL	LOC115759799|XP_030556742.1|DNOV
OG0008001	CCT4|NP_609579.1|DMEL	LOC115765521|XP_030564999.1|DNOV
OG0008002	AP-2alpha|NP_995607.1|DMEL	LOC115765853|XP_030565441.1|DNOV
OG0008003	IFT43|NP_609581.3|DMEL	LOC115765485|XP_030564937.1|DNOV
OG0008004	ewg|NP_001245444.1|DMEL	LOC115771337|XP_030572866.1|DNOV
OG0008005	spri|NP_001259418.1|DMEL	LOC115767298|XP_030567392.1|DNOV
OG0008006	CG14232|NP_608348.1|DMEL	LOC115769002|XP_030569572.1|DNOV
OG0008007	Usf|NP_572167.3|DMEL	LOC115768854|XP_030569415.1|DNOV
OG0008008	Blos3|NP_001097640.1|DMEL	LOC115771519|XP_030573113.1|DNOV
OG0008009	Nsun2|NP_652007.1|DMEL	LOC115768390|XP_030568821.1|DNOV
OG0008010	CG3632|NP_001096996.1|DMEL	LOC115765109|XP_030564354.1|DNOV
OG0008011	CG4269|NP_611683.1|DMEL	LOC115761065|XP_030558546.1|DNOV
OG0008012	Pex6|NP_001027403.2|DMEL	LOC115772001|XP_030573796.1|DNOV
OG0008013	isopeptidase-T-3|NP_001261098.1|DMEL	LOC115767472|XP_030567637.1|DNOV
OG0008014	Fip1|NP_649476.1|DMEL	LOC115764774|XP_030563873.1|DNOV
OG0008015	Plod|NP_648451.1|DMEL	LOC115767652|XP_030567802.1|DNOV
OG0008016	nkt|NP_648450.3|DMEL	LOC115767663|XP_030567814.1|DNOV
OG0008017	hec|NP_572843.2|DMEL	LOC115767364|XP_030567481.1|DNOV
OG0008018	futsch|NP_001096864.1|DMEL	LOC115767012|XP_030566994.1|DNOV
OG0008020	Regnase-1|NP_650863.3|DMEL	LOC115763807|XP_030562411.1|DNOV
OG0008021	Fcp3C|NP_477482.2|DMEL	LOC115768066|XP_030568377.1|DNOV
OG0008022	Nep5|NP_733186.2|DMEL	LOC115771638|XP_030573298.1|DNOV
OG0008023	fs_1_N|NP_569901.1|DMEL	LOC115764321|XP_030563127.1|DNOV
OG0008024	CG11409|NP_569902.2|DMEL	LOC115764247|XP_030563025.1|DNOV
OG0008025	Lrpprc2|NP_569913.1|DMEL	LOC115767061|XP_030567061.1|DNOV
OG0008026	Pa1|NP_572712.1|DMEL	LOC115767029|XP_030567015.1|DNOV
OG0008027	pon|NP_525072.2|DMEL	LOC115767773|XP_030567958.1|DNOV
OG0008028	14-3-3epsilon|NP_732309.1|DMEL	LOC115764719|XP_030563778.1|DNOV
OG0008029	Nab2|NP_651243.1|DMEL	LOC115770639|XP_030571845.1|DNOV
OG0008030	atms|NP_649493.1|DMEL	LOC115763787|XP_030562375.1|DNOV
OG0008031	betaggt-II|NP_524894.1|DMEL	LOC115763349|XP_030561727.1|DNOV
OG0008032	RpL6|NP_651876.1|DMEL	LOC115757776|XP_030554060.1|DNOV
OG0008033	CG42327|NP_001036706.2|DMEL	LOC115766109|XP_030565789.1|DNOV
OG0008034	ATP8B|NP_731669.2|DMEL	LOC115765407|XP_030564806.1|DNOV
OG0008035	CG9411|NP_572962.1|DMEL	LOC115765091|XP_030564335.1|DNOV
OG0008036	CG4553|NP_651396.1|DMEL	LOC115766175|XP_030565878.1|DNOV
OG0008037	Fur1|NP_001262954.1|DMEL	LOC115770948|XP_030572268.1|DNOV
OG0008038	Klf15|NP_572185.1|DMEL	LOC115764250|XP_030563028.1|DNOV
OG0008039	CG15923|NP_001262769.1|DMEL	LOC115771685|XP_030573362.1|DNOV
OG0008040	CG1896|NP_651886.1|DMEL	LOC115766112|XP_030565793.1|DNOV
OG0008041	gd|NP_001259479.1|DMEL	LOC115765344|XP_030564715.1|DNOV
OG0008042	CG5641|NP_650196.1|DMEL	LOC115757723|XP_030553948.1|DNOV
OG0008043	CG2918|NP_569995.1|DMEL	LOC115767961|XP_030568220.1|DNOV
OG0008044	per|NP_525056.2|DMEL	LOC115767589|XP_030567735.1|DNOV
OG0008045	CG2875|NP_570069.1|DMEL	LOC115767052|XP_030567044.1|DNOV
OG0008046	CG16953|NP_650897.3|DMEL	LOC115771928|XP_030573686.1|DNOV
OG0008047	CG5793|NP_001247226.1|DMEL	LOC115765682|XP_030565200.1|DNOV
OG0008048	Srp72|NP_650898.1|DMEL	LOC115772084|XP_030573899.1|DNOV
OG0008049	slmb|NP_001262802.1|DMEL	LOC115765654|XP_030565171.1|DNOV
OG0008050	Tnks|NP_001262963.1|DMEL	LOC115763704|XP_030562253.1|DNOV
OG0008051	Su_fu_|NP_536750.2|DMEL	LOC115761705|XP_030559436.1|DNOV
OG0008052	Hel89B|NP_732097.2|DMEL	LOC115770601|XP_030571799.1|DNOV
OG0008054	CG13377|NP_569835.1|DMEL	LOC115768002|XP_030568271.1|DNOV
OG0008055	dsh|NP_511118.2|DMEL	LOC115767087|XP_030567095.1|DNOV
OG0008056	pck|NP_726742.1|DMEL	LOC115768442|XP_030568860.1|DNOV
OG0008057	SecS|NP_649556.3|DMEL	LOC115763641|XP_030562134.1|DNOV
OG0008058	HEATR2|NP_731905.1|DMEL	LOC115771775|XP_030573489.1|DNOV
OG0008059	Rev7|NP_649555.1|DMEL	LOC115766218|XP_030565932.1|DNOV
OG0008060	CG17187|NP_650056.1|DMEL	LOC115765780|XP_030565314.1|DNOV
OG0008061	bys|NP_511074.1|DMEL	LOC115768130|XP_030568485.1|DNOV
OG0008062	Scamp|NP_573023.2|DMEL	LOC115766441|XP_030566231.1|DNOV
OG0008063	NANS|NP_650195.1|DMEL	LOC115771714|XP_030573394.1|DNOV
OG0008064	Nipsnap|NP_573103.1|DMEL	LOC115766299|XP_030566035.1|DNOV
OG0008065	CG3342|NP_572324.1|DMEL	LOC115768028|XP_030568310.1|DNOV
OG0008066	S6kII|NP_523437.2|DMEL	LOC115765223|XP_030564525.1|DNOV
OG0008067	Upf1|NP_572767.1|DMEL	LOC115766841|XP_030566743.1|DNOV
OG0008068	CG10362|NP_572771.1|DMEL	LOC115765397|XP_030564786.1|DNOV
OG0008069	CG14868|NP_650458.1|DMEL	LOC115761393|XP_030559009.1|DNOV
OG0008070	Pus1|NP_001163664.1|DMEL	LOC115772085|XP_030573901.1|DNOV
OG0008071	CG8300|NP_572384.1|DMEL	LOC115768870|XP_030569434.1|DNOV
OG0008072	CG32533|NP_728244.1|DMEL	LOC115769121|XP_030569685.1|DNOV
OG0008073	org-1|NP_511085.2|DMEL	LOC115771346|XP_030572876.1|DNOV
