Orthogroup	DMEL.longest_only	DBUS.longest_only
OG0007238	apolpp|NP_524634.2|DMEL	LOC108607330|XP_017853488.1|DBUS
OG0007239	spartin|NP_649485.1|DMEL	LOC108604453|XP_017849422.1|DBUS
OG0007240	CG18599|NP_650701.1|DMEL	LOC108601609|XP_017844998.2|DBUS
OG0007241	CG6769|NP_573252.1|DMEL	LOC108606326|XP_017851834.1|DBUS
OG0007242	mnb|NP_728107.2|DMEL	LOC108606323|XP_017851826.1|DBUS
OG0007243	Lgr4|NP_001285192.1|DMEL	LOC108605035|XP_017850092.1|DBUS
OG0007244	Ttc26|NP_650486.1|DMEL	LOC108601951|XP_017845425.1|DBUS
OG0007245	CG31019|NP_733391.1|DMEL	LOC108602290|XP_017845861.1|DBUS
OG0007246	trus|NP_650205.1|DMEL	LOC108604350|XP_017849269.2|DBUS
OG0007247	CG8485|NP_610942.2|DMEL	LOC108594999|XP_017835620.1|DBUS
OG0007248	CG42376|NP_001138136.1|DMEL	LOC108606475|XP_017852091.1|DBUS
OG0007249	Hers|NP_608360.2|DMEL	LOC108605082|XP_033150411.1|DBUS
OG0007250	CG32687|NP_727428.1|DMEL	LOC108606857|XP_017852846.1|DBUS
OG0007251	CG11760|NP_649819.1|DMEL	LOC108603088|XP_017847067.1|DBUS
OG0007252	Teh1|NP_001262442.1|DMEL	LOC108604835|XP_017849940.1|DBUS
OG0007253	CG13074|NP_648835.1|DMEL	LOC108600371|XP_017843396.1|DBUS
OG0007254	CG7985|NP_650689.1|DMEL	LOC108602030|XP_017845522.1|DBUS
OG0007255	CG14194|NP_573360.1|DMEL	LOC108606262|XP_017851708.1|DBUS
OG0007256	Snr1|NP_730935.1|DMEL	LOC108603644|XP_017848097.1|DBUS
OG0007257	Mat89Ba|NP_650530.2|DMEL	LOC108603869|XP_017848528.1|DBUS
OG0007258	gish|NP_001262624.1|DMEL	LOC108603100|XP_017847085.1|DBUS
OG0007259	su_w[a]_|NP_476756.2|DMEL	LOC108606522|XP_017852182.1|DBUS
OG0007260	CG6910|NP_648556.3|DMEL	LOC108605840|XP_017851137.1|DBUS
OG0007261	insb|NP_611216.1|DMEL	LOC108595967|XP_017836743.1|DBUS
OG0007262	usp|NP_476781.1|DMEL	LOC108606399|XP_017851971.1|DBUS
OG0007263	CG5262|NP_649223.1|DMEL	LOC108607412|XP_017853689.1|DBUS
OG0007264	IleRS|NP_730716.1|DMEL	LOC108600910|XP_017844231.1|DBUS
OG0007265	CG3226|NP_572332.1|DMEL	LOC108605441|XP_017850613.1|DBUS
OG0007266	bon|NP_001262765.1|DMEL	LOC108604524|XP_017849522.1|DBUS
OG0007267	CG12321|NP_650685.1|DMEL	LOC108604779|XP_017849864.1|DBUS
OG0007268	adp|NP_611296.2|DMEL	LOC108596380|XP_017837539.1|DBUS
OG0007269	CG11380|NP_569891.1|DMEL	LOC108605733|XP_017851017.1|DBUS
OG0007270	trx|NP_476769.1|DMEL	LOC108603241|XP_033150054.1|DBUS
OG0007271	CG9590|NP_650488.1|DMEL	LOC108603355|XP_017847584.1|DBUS
OG0007272	vito|NP_729096.1|DMEL	LOC108600850|XP_017844140.1|DBUS
OG0007273	ZnT86D|NP_650049.1|DMEL	LOC108602799|XP_017846511.1|DBUS
OG0007274	CG5359|NP_649966.1|DMEL	LOC108602366|XP_017845958.1|DBUS
OG0007275	PIG-B|NP_647832.1|DMEL	LOC108600852|XP_017844142.1|DBUS
OG0007276	IntS10|NP_647830.1|DMEL	LOC108598733|XP_017840954.1|DBUS
OG0007277	CapaR|NP_996140.1|DMEL	LOC108598955|XP_017841215.2|DBUS
OG0007278	CG5026|NP_001163392.1|DMEL	LOC108600619|XP_017843792.2|DBUS
OG0007279	RasGAP1|NP_001261664.1|DMEL	LOC108600821|XP_033149372.1|DBUS
OG0007280	Ac78C|NP_001262138.1|DMEL	LOC108600976|XP_033149371.1|DBUS
OG0007281	CG42488|NP_001163729.1|DMEL	LOC108603958|XP_017848643.1|DBUS
OG0007282	CG5116|NP_651399.2|DMEL	LOC108603957|XP_017848641.1|DBUS
OG0007283	CG14544|NP_651461.1|DMEL	LOC108602467|XP_017846079.1|DBUS
OG0007284	CG31229|NP_732364.1|DMEL	LOC108602527|XP_017846150.1|DBUS
OG0007285	car|NP_001259707.1|DMEL	LOC108605424|XP_017850588.1|DBUS
OG0007286	Tao|NP_728267.1|DMEL	LOC108605416|XP_017850575.1|DBUS
OG0007287	Dbp21E2|NP_608544.1|DMEL	LOC108602482|XP_017846133.2|DBUS
OG0007288	Marf|NP_572320.2|DMEL	LOC108605141|XP_017850203.1|DBUS
OG0007289	CG3566|NP_572304.5|DMEL	LOC108606691|XP_017852536.1|DBUS
OG0007290	Non3|NP_650694.2|DMEL	LOC108601947|XP_017845419.1|DBUS
OG0007291	Mcm3|NP_511048.2|DMEL	LOC108605602|XP_017850868.1|DBUS
OG0007292	mRpS30|NP_511167.1|DMEL	LOC117134909|XP_033150249.1|DBUS
OG0007293	CG12290|NP_651470.1|DMEL	LOC108604558|XP_017849575.1|DBUS
OG0007294	GlyS|NP_731967.2|DMEL	LOC108603968|XP_017848664.1|DBUS
OG0007295	CG4520|NP_650483.1|DMEL	LOC108602416|XP_017846020.1|DBUS
OG0007296	Pkc98E|NP_524545.2|DMEL	LOC108604024|XP_017848757.1|DBUS
OG0007297	CG14325|NP_650641.2|DMEL	LOC108601806|XP_017845231.1|DBUS
OG0007298	RpL35A|NP_649539.1|DMEL	LOC108603646|XP_017848099.1|DBUS
OG0007299	ich|NP_649848.2|DMEL	LOC108601601|XP_033150040.1|DBUS
OG0007300	bor|NP_524996.1|DMEL	LOC108601661|XP_017845051.1|DBUS
OG0007301	Xe7|NP_730984.1|DMEL	LOC108603425|XP_017847720.1|DBUS
OG0007302	kkv|NP_730928.2|DMEL	LOC108603280|XP_017847430.1|DBUS
OG0007303	CG11752|NP_572710.1|DMEL	LOC108606067|XP_017851401.1|DBUS
OG0007304	Pgant35A|NP_652069.2|DMEL	LOC108607568|XP_017853948.1|DBUS
OG0007305	mRpS26|NP_524134.1|DMEL	LOC108599107|XP_017841387.1|DBUS
OG0007306	RpIIIC53|NP_649028.3|DMEL	LOC108598997|XP_017841263.2|DBUS
OG0007307	Akt1|NP_732113.3|DMEL	LOC108604262|XP_017849146.1|DBUS
OG0007308	CG13972|NP_651566.1|DMEL	LOC108601276|XP_017844665.1|DBUS
OG0007309	tx|NP_524516.2|DMEL	LOC108604476|XP_017849451.1|DBUS
OG0007310	Uck|NP_001138105.1|DMEL	LOC108604431|XP_017849392.1|DBUS
OG0007311	crb|NP_001247284.1|DMEL	LOC108603693|XP_017848205.1|DBUS
OG0007312	Atg9|NP_001261023.1|DMEL	LOC108597552|XP_017839649.1|DBUS
OG0007313	CG2260|NP_572441.1|DMEL	LOC108606744|XP_017852631.1|DBUS
OG0007314	D2hgdh|NP_569982.1|DMEL	LOC108605589|XP_017850848.1|DBUS
OG0007315	CG43901|NP_001096948.2|DMEL	LOC108605395|XP_017850554.2|DBUS
OG0007316	CG11447|NP_650835.1|DMEL	LOC108601539|XP_017844927.1|DBUS
OG0007317	Hat1|NP_649587.1|DMEL	LOC108604308|XP_017849217.1|DBUS
OG0007318	kat-60L1|NP_001163523.1|DMEL	LOC108604306|XP_017849213.1|DBUS
OG0007319	CG32104|NP_648573.2|DMEL	LOC108598149|XP_017840254.2|DBUS
OG0007320	Sirt6|NP_649990.2|DMEL	LOC108597192|XP_017839114.1|DBUS
OG0007321	CG3078|NP_001356930.1|DMEL	LOC108605422|XP_017850586.1|DBUS
OG0007322	CG11638|NP_569879.1|DMEL	LOC108607156|XP_017853292.1|DBUS
OG0007323	Vsp37A|NP_525034.2|DMEL	LOC108605919|XP_017851226.1|DBUS
OG0007324	Vha26|NP_524237.1|DMEL	LOC108603811|XP_017848403.1|DBUS
OG0007325	mRpL45|NP_651072.1|DMEL	LOC108602854|XP_017846617.1|DBUS
OG0007326	kra|NP_524238.1|DMEL	LOC108603810|XP_017848402.1|DBUS
OG0007327	Alg2|NP_647772.1|DMEL	LOC108600768|XP_017844018.1|DBUS
OG0007328	CG6136|NP_650460.1|DMEL	LOC108602052|XP_017845554.1|DBUS
OG0007329	CG31098|NP_733091.1|DMEL	LOC108602077|XP_017845585.1|DBUS
OG0007330	RhoGAP16F|NP_001285400.1|DMEL	LOC108605556|XP_017850808.1|DBUS
OG0007331	svr|NP_996319.1|DMEL	LOC108606601|XP_017852348.1|DBUS
OG0007332	slgA|NP_523433.2|DMEL	LOC108606315|XP_017851809.1|DBUS
OG0007333	CG14894|NP_650543.1|DMEL	LOC108603533|XP_017847920.1|DBUS
OG0007334	Rad1|NP_477440.1|DMEL	LOC108601495|XP_017844882.1|DBUS
OG0007335	UGP|NP_648300.3|DMEL	LOC108600772|XP_017844025.2|DBUS
OG0007336	CG2540|NP_572818.1|DMEL	LOC108607214|XP_017853371.1|DBUS
OG0007337	CG32176|NP_730271.1|DMEL	LOC108599589|XP_017842023.2|DBUS
OG0007338	CG14961|NP_647808.1|DMEL	LOC108599529|XP_017841893.1|DBUS
OG0007339	CG11964|NP_649847.1|DMEL	LOC108604145|XP_017848944.1|DBUS
OG0007340	cpo|NP_001014632.3|DMEL	LOC108603081|XP_033149985.1|DBUS
OG0007341	CG31550|NP_001262285.1|DMEL	LOC108603681|XP_017848173.1|DBUS
OG0007342	DIP-gamma|NP_651649.1|DMEL	LOC108602299|XP_017845868.1|DBUS
OG0007343	nAChRalpha2|NP_524482.1|DMEL	LOC108602124|XP_017845641.1|DBUS
OG0007344	CG5397|NP_608591.1|DMEL	LOC108594242|XP_017834845.1|DBUS
OG0007345	nAChRbeta2|NP_524483.1|DMEL	LOC108602125|XP_017845642.2|DBUS
OG0007346	mRpS6|NP_523925.1|DMEL	LOC108599255|XP_017841541.1|DBUS
OG0007347	Flo2|NP_001259553.1|DMEL	LOC108606250|XP_017851684.1|DBUS
OG0007348	CG9512|NP_572982.1|DMEL	LOC108606248|XP_017851682.1|DBUS
OG0007349	CG9514|NP_572981.1|DMEL	LOC108606242|XP_017851675.1|DBUS
OG0007350	Sirt4|NP_572241.2|DMEL	LOC108605917|XP_017851222.1|DBUS
OG0007351	CG9628|NP_729982.1|DMEL	LOC108600606|XP_017843772.1|DBUS
OG0007352	CG30053|NP_725221.1|DMEL	LOC108596436|XP_017837657.1|DBUS
OG0007353	Vps37B|NP_649518.1|DMEL	LOC108604098|XP_017848869.1|DBUS
OG0007354	CG8142|NP_573245.1|DMEL	LOC108602422|XP_017846025.1|DBUS
OG0007355	plx|NP_001163511.1|DMEL	LOC108603418|XP_017847704.1|DBUS
OG0007356	CG8777|NP_610452.2|DMEL	LOC108597768|XP_017839970.1|DBUS
OG0007357	gpp|NP_731085.2|DMEL	LOC108603360|XP_033150078.1|DBUS
OG0007358	CG31183|NP_650505.2|DMEL	LOC108603350|XP_017847572.1|DBUS
OG0007359	TfIIA-L|NP_476995.1|DMEL	LOC108603162|XP_017847206.1|DBUS
OG0007360	CG33331|NP_996213.1|DMEL	LOC108603107|XP_017847101.1|DBUS
OG0007361	Appl|NP_001245448.1|DMEL	LOC108606618|XP_017852382.1|DBUS
OG0007362	CG10495|NP_609939.1|DMEL	LOC108602581|XP_017846244.2|DBUS
OG0007363	GlcAT-I|NP_726910.1|DMEL	LOC108605704|XP_017850985.1|DBUS
OG0007364	Fas2|NP_001284854.1|DMEL	LOC108606304|XP_017851783.1|DBUS
OG0007365	mei-9|NP_525068.1|DMEL	LOC108605687|XP_017850967.1|DBUS
OG0007366	CG31475|NP_732406.1|DMEL	LOC108601900|XP_017845366.1|DBUS
OG0007367	CG32260|NP_728942.1|DMEL	LOC108598116|XP_033149388.1|DBUS
OG0007368	Rlip|NP_650933.2|DMEL	LOC108604362|XP_017849292.1|DBUS
OG0007369	CG43102|NP_001247156.1|DMEL	LOC108602858|XP_033149838.1|DBUS
OG0007370	Pbp49|NP_610357.1|DMEL	LOC108597504|XP_017839578.1|DBUS
OG0007371	CG14507|NP_001097964.1|DMEL	LOC108601502|XP_017844890.1|DBUS
OG0007372	CG11983|NP_649860.1|DMEL	LOC108602414|XP_017846016.1|DBUS
OG0007373	CG15027|NP_572999.1|DMEL	LOC108607084|XP_017853195.1|DBUS
OG0007374	CG9034|NP_652538.1|DMEL	LOC108605684|XP_017850965.1|DBUS
OG0007375	CG12075|NP_001245582.1|DMEL	LOC108607120|XP_017853242.1|DBUS
OG0007376	pdgy|NP_572988.1|DMEL	LOC108607090|XP_017853204.1|DBUS
OG0007377	SNRPG|NP_573139.1|DMEL	LOC108605964|XP_017851273.1|DBUS
OG0007378	zld|NP_608356.1|DMEL	LOC108605110|XP_017850161.2|DBUS
OG0007379	CG9281|NP_573057.1|DMEL	LOC108607228|XP_017853394.1|DBUS
OG0007380	AMPKalpha|NP_477313.1|DMEL	LOC108606935|XP_017852974.1|DBUS
OG0007381	CG8128|NP_573053.2|DMEL	LOC108607195|XP_017853345.1|DBUS
OG0007382	pn|NP_476684.1|DMEL	LOC108605215|XP_017850313.1|DBUS
OG0007383	trol|NP_001027038.3|DMEL	LOC108606207|XP_017851560.1|DBUS
OG0007384	ND-B14.5A|NP_569984.2|DMEL	LOC108605673|XP_017850954.1|DBUS
OG0007385	IntS2|NP_573232.1|DMEL	LOC117134903|XP_033150227.1|DBUS
OG0007386	RhoGAP5A|NP_727007.1|DMEL	LOC108605775|XP_017851067.1|DBUS
OG0007387	CG15916|NP_573088.1|DMEL	LOC108605821|XP_017851116.1|DBUS
OG0007388	Chc|NP_001096993.1|DMEL	LOC108606615|XP_017852375.1|DBUS
OG0007389	Cul2|NP_610117.1|DMEL	LOC108607441|XP_017853761.1|DBUS
OG0007390	Unc-76|NP_569981.1|DMEL	LOC108606841|XP_017852821.1|DBUS
OG0007391	Alg9|NP_651353.1|DMEL	LOC108604650|XP_017849689.1|DBUS
OG0007392	G9a|NP_001259088.1|DMEL	LOC108606471|XP_017852088.1|DBUS
OG0007393	CG6454|NP_651249.2|DMEL	LOC108603375|XP_033150068.1|DBUS
OG0007394	Actn|NP_477485.1|DMEL	LOC108606398|XP_017851966.1|DBUS
OG0007395	shakB|NP_608410.2|DMEL	LOC108606320|XP_017851818.1|DBUS
OG0007396	ksr|NP_524236.2|DMEL	LOC108603830|XP_017848456.1|DBUS
OG0007397	ova|NP_609360.2|DMEL	LOC108607858|XP_033150561.1|DBUS
OG0007398	Tes|NP_611215.1|DMEL	LOC108595051|XP_017835682.1|DBUS
OG0007399	Lim1|NP_572505.1|DMEL	LOC108607165|XP_017853305.2|DBUS
OG0007400	CG3587|NP_569965.1|DMEL	LOC108605307|XP_017850466.1|DBUS
OG0007401	Hk|NP_001259401.1|DMEL	LOC108606348|XP_017851886.1|DBUS
OG0007402	CG31221|NP_001262729.1|DMEL	LOC108604287|XP_017849187.1|DBUS
OG0007403	Ino80|NP_732413.1|DMEL	LOC108603001|XP_017846885.1|DBUS
OG0007404	unc79|NP_650795.2|DMEL	LOC108603536|XP_017847924.1|DBUS
OG0007405	GlnRS|NP_524841.1|DMEL	LOC108602864|XP_017846641.1|DBUS
OG0007406	ArgRS-m|NP_649745.3|DMEL	LOC108603621|XP_017848066.1|DBUS
OG0007407	bchs|NP_608968.2|DMEL	LOC108607820|XP_017854357.2|DBUS
OG0007408	Sfxn2|NP_649086.2|DMEL	LOC108600612|XP_017843779.1|DBUS
OG0007409	CG15628|NP_001260047.1|DMEL	LOC108608516|XP_017855407.2|DBUS
OG0007410	sl|NP_476726.2|DMEL	LOC108607184|XP_017853329.1|DBUS
OG0007411	mRpL14|NP_525048.1|DMEL	LOC108606734|XP_017852616.1|DBUS
OG0007412	Hlc|NP_523434.2|DMEL	LOC108605632|XP_017850904.1|DBUS
OG0007413	mlt|NP_610562.1|DMEL	LOC108596415|XP_017837619.1|DBUS
OG0007414	CG3704|NP_569872.1|DMEL	LOC108605873|XP_017851176.1|DBUS
OG0007415	Mks1|NP_572804.1|DMEL	LOC108605108|XP_017850160.1|DBUS
OG0007416	Smr|NP_001259491.1|DMEL	LOC108605069|XP_033150486.1|DBUS
OG0007417	CG3009|NP_572180.1|DMEL	LOC108605647|XP_017850919.1|DBUS
OG0007418	eIF3c|NP_611242.1|DMEL	LOC108597474|XP_017839537.1|DBUS
OG0007419	PR-Set7|NP_650354.1|DMEL	LOC108603672|XP_017848159.1|DBUS
OG0007420	mRpL18|NP_610818.1|DMEL	LOC108597391|XP_017839416.1|DBUS
OG0007421	Pi4KIIIalpha|NP_001259191.1|DMEL	LOC108606721|XP_033150235.1|DBUS
OG0007422	CG13760|NP_570010.3|DMEL	LOC108605594|XP_017850857.1|DBUS
OG0007423	CG17841|NP_001356938.1|DMEL	LOC108605476|XP_017850654.1|DBUS
OG0007424	mRpL2|NP_524022.1|DMEL	LOC108598461|XP_017840595.1|DBUS
OG0007425	CG9368|NP_730432.1|DMEL	LOC108599725|XP_017842213.1|DBUS
OG0007426	l_1_G0020|NP_572503.1|DMEL	LOC108607019|XP_017853093.1|DBUS
OG0007427	par-6|NP_573238.1|DMEL	LOC108605720|XP_017851002.1|DBUS
OG0007428	raskol|NP_001285388.1|DMEL	LOC108606427|XP_033150435.1|DBUS
OG0007429	ppk6|NP_611461.3|DMEL	LOC108594706|XP_017835335.1|DBUS
OG0007430	CG9205|NP_612075.1|DMEL	LOC108599038|XP_017841307.1|DBUS
OG0007431	mRpS2|NP_523473.2|DMEL	LOC108596670|XP_017838170.1|DBUS
OG0007432	CG14450|NP_649411.1|DMEL	LOC108599106|XP_017841386.2|DBUS
OG0007433	hdm|NP_572422.1|DMEL	LOC108605014|XP_017850070.1|DBUS
OG0007434	CG32091|NP_729728.1|DMEL	LOC108601125|XP_017844535.1|DBUS
OG0007435	CG11658|NP_648498.1|DMEL	LOC108600551|XP_017843699.1|DBUS
OG0007436	mTerf3|NP_649240.1|DMEL	LOC108600763|XP_017844013.1|DBUS
OG0007437	Tdrd3|NP_648724.1|DMEL	LOC108601066|XP_017844446.1|DBUS
OG0007438	kug|NP_001027138.2|DMEL	LOC108598140|XP_033149615.1|DBUS
OG0007439	CG14286|NP_650772.1|DMEL	LOC108606081|XP_017851417.1|DBUS
OG0007440	fog|NP_523438.1|DMEL	LOC108605415|XP_033150420.1|DBUS
OG0007441	Cep89|NP_611053.1|DMEL	LOC108595732|XP_017836504.1|DBUS
OG0007442	Arp5|NP_650684.1|DMEL	LOC108604777|XP_017849863.1|DBUS
OG0007443	angel|NP_477204.1|DMEL	LOC108596964|XP_017838700.1|DBUS
OG0007444	ND-B15|NP_610985.1|DMEL	LOC108595277|XP_017835979.1|DBUS
OG0007445	Trs31|NP_610986.1|DMEL	LOC108595276|XP_017835978.1|DBUS
OG0007446	CG10341|NP_609898.1|DMEL	LOC108600306|XP_017843287.1|DBUS
OG0007447	RpS26|NP_523595.1|DMEL	LOC108601280|XP_017844672.1|DBUS
OG0007448	dgo|NP_610614.1|DMEL	LOC108596155|XP_017837147.1|DBUS
OG0007449	CG5964|NP_648507.1|DMEL	LOC108599830|XP_017842428.1|DBUS
OG0007450	CG31648|NP_723086.1|DMEL	LOC108607466|XP_017853792.1|DBUS
OG0007451	Hip14|NP_001261910.1|DMEL	LOC108601001|XP_017844355.2|DBUS
OG0007452	DNApol-delta|NP_524099.2|DMEL	LOC108599503|XP_017841858.2|DBUS
OG0007453	Ube3a|NP_648452.1|DMEL	LOC108600908|XP_017844226.1|DBUS
OG0007454	DCP2|NP_001246776.1|DMEL	LOC108599621|XP_017842069.1|DBUS
OG0007455	EloC|NP_523794.1|DMEL	LOC108595729|XP_017836500.1|DBUS
OG0007456	Ada3|NP_001259667.1|DMEL	LOC108606801|XP_017852759.1|DBUS
OG0007457	scf|NP_477392.1|DMEL	LOC108600801|XP_017844073.1|DBUS
OG0007458	RpL21|NP_610144.1|DMEL	LOC108594363|XP_017835012.1|DBUS
OG0007459	Usp12-46|NP_651099.1|DMEL	LOC108602911|XP_033149860.1|DBUS
OG0007460	eIF3b|NP_611228.1|DMEL	LOC108597057|XP_017838867.1|DBUS
OG0007461	gig|NP_524177.1|DMEL	LOC108599439|XP_017841753.2|DBUS
OG0007462	CG6931|NP_648536.1|DMEL	LOC108599446|XP_017841766.1|DBUS
OG0007463	CG6938|NP_001261733.1|DMEL	LOC108599441|XP_017841760.2|DBUS
OG0007464	CG42674|NP_649182.4|DMEL	LOC108599440|XP_017841754.1|DBUS
OG0007465	CG10713|NP_648645.1|DMEL	LOC108599040|XP_017841308.2|DBUS
OG0007466	Buffy|NP_523702.1|DMEL	LOC108597025|XP_017838796.1|DBUS
OG0007467	Opbp|NP_724479.1|DMEL	LOC108597730|XP_017839914.1|DBUS
OG0007468	NiPp1|NP_611177.1|DMEL	LOC108596201|XP_017837206.1|DBUS
OG0007469	not|NP_524140.2|DMEL	LOC108601159|XP_033149365.1|DBUS
OG0007470	CG3430|NP_542438.1|DMEL	LOC108606807|XP_017852769.1|DBUS
OG0007471	CG6472|NP_611166.2|DMEL	LOC108595044|XP_017835674.1|DBUS
OG0007472	CG14414|NP_001285240.1|DMEL	LOC108605831|XP_017851126.1|DBUS
OG0007473	kin17|NP_649212.2|DMEL	LOC108599671|XP_017842145.1|DBUS
OG0007474	CG12344|NP_610619.2|DMEL	LOC108595257|XP_017835953.1|DBUS
OG0007475	SP1173|NP_648053.1|DMEL	LOC108597978|XP_033149580.1|DBUS
OG0007476	Fpgs|NP_572814.1|DMEL	LOC108607108|XP_017853224.1|DBUS
OG0007477	Sec16|NP_001285158.1|DMEL	LOC108606588|XP_017852307.1|DBUS
OG0007478	TBC1D16|NP_609403.2|DMEL	LOC108598005|XP_017840113.1|DBUS
OG0007479	deltaCOP|NP_652012.1|DMEL	LOC108605574|XP_017850833.1|DBUS
OG0007481	Sc2|NP_647836.2|DMEL	LOC108599460|XP_017841784.2|DBUS
OG0007482	CG8372|NP_723362.1|DMEL	LOC108607546|XP_017853921.1|DBUS
OG0007483	dmpd|NP_610555.1|DMEL	LOC108595149|XP_017835804.1|DBUS
OG0007484	rngo|NP_573129.1|DMEL	LOC108605587|XP_017850846.1|DBUS
OG0007485	Coa7|NP_001036323.1|DMEL	LOC108605943|XP_017851252.1|DBUS
OG0007486	Arp10|NP_608338.1|DMEL	LOC117134961|XP_033150501.1|DBUS
OG0007487	mav|NP_524626.1|DMEL	LOC108607336|XP_017853508.1|DBUS
OG0007488	CG13247|NP_649215.2|DMEL	LOC108600775|XP_017844032.1|DBUS
OG0007489	ScsbetaA|NP_001163558.1|DMEL	LOC108604146|XP_017848945.1|DBUS
OG0007490	RpIIIC160|NP_001096987.2|DMEL	LOC108605297|XP_017850445.1|DBUS
OG0007491	CG3198|NP_572337.1|DMEL	LOC108607072|XP_017853180.1|DBUS
OG0007492	cos|NP_477092.1|DMEL	LOC108597430|XP_017839476.1|DBUS
OG0007493	CG9170|NP_573095.1|DMEL	LOC108605386|XP_017850545.1|DBUS
OG0007494	CG4901|NP_001334733.1|DMEL	LOC108605997|XP_017851312.1|DBUS
OG0007495	shop|NP_573331.1|DMEL	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS
OG0007496	RhoGDI|NP_649162.1|DMEL	LOC108600878|XP_017844183.1|DBUS
OG0007497	CG34001|NP_001033999.2|DMEL	LOC108600495|XP_017843618.1|DBUS
OG0007498	Frl|NP_729954.2|DMEL	LOC108600431|XP_017843492.2|DBUS
OG0007499	Cdk12|NP_649325.2|DMEL	LOC108600323|XP_017843319.2|DBUS
OG0007500	SAK|NP_649324.1|DMEL	LOC108598680|XP_017840892.1|DBUS
OG0007501	Chro|NP_649426.3|DMEL	LOC108600933|XP_017844259.2|DBUS
OG0007502	CG44194|NP_001262518.1|DMEL	LOC108595207|XP_017835884.1|DBUS
OG0007503	CG3225|NP_608860.1|DMEL	LOC108594308|XP_017834942.1|DBUS
OG0007504	CG4858|NP_649243.1|DMEL	LOC108600955|XP_017844291.1|DBUS
OG0007505	Zip71B|NP_001097608.1|DMEL	LOC108600737|XP_017843971.1|DBUS
OG0007506	CG5114|NP_001246760.1|DMEL	LOC108598860|XP_017841107.1|DBUS
OG0007507	Rab6|NP_477172.1|DMEL	LOC108608031|XP_017854697.1|DBUS
OG0007508	TBCD|NP_608648.1|DMEL	LOC108608425|XP_017855281.1|DBUS
OG0007510	AIMP1|NP_610426.2|DMEL	LOC108597302|XP_017839270.1|DBUS
OG0007511	mRF1|NP_609617.1|DMEL	LOC108607601|XP_017853994.2|DBUS
OG0007512	mira|NP_477291.1|DMEL	LOC108603932|XP_017848616.1|DBUS
OG0007513	CG11885|NP_608522.1|DMEL	LOC108598713|XP_017840935.1|DBUS
OG0007514	Dhc62B|NP_995958.2|DMEL	LOC108599852|XP_033149678.1|DBUS
OG0007515	Nuf2|NP_609096.2|DMEL	LOC108600379|XP_017843412.1|DBUS
OG0007516	Cap-D3|NP_608935.2|DMEL	LOC108607458|XP_017853783.2|DBUS
OG0007517	CG33969|NP_001034034.1|DMEL	LOC108599973|XP_017842731.1|DBUS
OG0007518	CG3356|NP_611896.1|DMEL	LOC108596588|XP_017838004.1|DBUS
OG0007519	Magi|NP_611551.1|DMEL	LOC108597693|XP_017839858.1|DBUS
OG0007520	CG5877|NP_573014.2|DMEL	LOC108605654|XP_017850929.1|DBUS
OG0007521	Miga|NP_572476.2|DMEL	LOC108605660|XP_017850935.1|DBUS
OG0007522	Ssu72|NP_608342.1|DMEL	LOC108605909|XP_017851214.1|DBUS
OG0007523	Sobp|NP_610703.3|DMEL	LOC108597402|XP_033150926.1|DBUS
OG0007524	Fnta|NP_608862.1|DMEL	LOC108608517|XP_017855409.1|DBUS
OG0007525	RpII33|NP_477419.1|DMEL	LOC108608409|XP_017855256.1|DBUS
OG0007526	Trissin|NP_650471.2|DMEL	LOC108601645|XP_017845033.1|DBUS
OG0007527	CG6418|NP_648413.1|DMEL	LOC108601141|XP_017844557.1|DBUS
OG0007528	EcR|NP_724460.1|DMEL	LOC108596237|XP_017837265.2|DBUS
OG0007529	CG12869|NP_001369085.1|DMEL	LOC108595268|XP_017835970.1|DBUS
OG0007530	PQBP1|NP_651331.1|DMEL	LOC117134677|XP_033149016.1|DBUS
OG0007531	CG17994|NP_610212.1|DMEL	LOC108595800|XP_017836580.1|DBUS
OG0007532	PIG-Z|NP_001286840.1|DMEL	LOC108597769|XP_017839971.1|DBUS
OG0007533	Est-Q|NP_649321.1|DMEL	LOC108600048|XP_017842882.1|DBUS
OG0007534	D|NP_524066.1|DMEL	LOC108598838|XP_017841081.1|DBUS
OG0007535	sens|NP_524818.1|DMEL	LOC108599015|XP_017841283.2|DBUS
OG0007536	CG6126|NP_650528.1|DMEL	LOC108603539|XP_017847940.1|DBUS
OG0007537	dysc|NP_001261810.1|DMEL	LOC108600229|XP_033149772.1|DBUS
OG0007538	Rgl|NP_001261814.1|DMEL	LOC108600432|XP_033149314.1|DBUS
OG0007539	btv|NP_001036369.3|DMEL	LOC108595435|XP_033150825.1|DBUS
OG0007540	PNPase|NP_651867.2|DMEL	LOC108603235|XP_017847343.1|DBUS
OG0007541	fand|NP_610891.1|DMEL	LOC108595060|XP_017835694.1|DBUS
OG0007542	CG6758|NP_611647.1|DMEL	LOC108595081|XP_017835721.1|DBUS
OG0007543	anne|NP_001096849.1|DMEL	LOC108607368|XP_017853572.1|DBUS
OG0007544	Pop2|NP_001287041.1|DMEL	LOC108598429|XP_017840546.1|DBUS
OG0007545	CG10466|NP_610003.1|DMEL	LOC108597169|XP_017839076.1|DBUS
OG0007546	PIG-P|NP_651459.2|DMEL	LOC108602221|XP_017845757.1|DBUS
OG0007547	EMRE|NP_611294.1|DMEL	LOC108596290|XP_017837368.1|DBUS
