Orthogroup	DPER.longest_only	AEAL.longest_only
OG0006391	LOC6587260|XP_002013910.2|DPER	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL
OG0006392	LOC6600791|XP_002025814.1|DPER	LOC109431452|XP_029717897.1|AEAL
OG0006393	LOC6595566|XP_002020914.1|DPER	LOC109415588|XP_029717898.1|AEAL
OG0006394	LOC6594850|XP_002020058.1|DPER	LOC109412192|XP_029717908.1|AEAL
OG0006395	LOC6595040|XP_002020367.1|DPER	LOC109417115|XP_029728647.1|AEAL
OG0006396	LOC6600763|XP_002025771.1|DPER	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL
OG0006397	LOC6597592|XP_002022811.2|DPER	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL
OG0006398	LOC6598280|XP_002023303.2|DPER	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL
OG0006399	LOC6600205|XP_026846633.1|DPER	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL
OG0006400	LOC6600203|XP_026846628.1|DPER	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL
OG0006401	LOC6595819|XP_026845397.1|DPER	LOC109431004|XP_029707526.1|AEAL
OG0006402	LOC6591459|XP_002016945.1|DPER	LOC109412126|XP_019541313.2|AEAL
OG0006403	LOC6594297|XP_026850375.1|DPER	LOC109412130|XP_019541318.1|AEAL
OG0006404	LOC6594722|XP_026850462.1|DPER	LOC109431109|XP_019562826.2|AEAL
OG0006405	LOC6602281|XP_026848505.1|DPER	LOC109431193|XP_019562955.2|AEAL
OG0006406	LOC6587227|XP_002013645.2|DPER	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL
OG0006407	LOC6597258|XP_002022452.1|DPER	LOC109431436|XP_019563188.2|AEAL
OG0006408	LOC6597234|XP_002022529.2|DPER	LOC109431578|XP_019563362.2|AEAL
OG0006409	LOC6598250|XP_026846220.1|DPER	LOC109431473|XP_019563230.2|AEAL
OG0006410	LOC6600663|XP_002025868.1|DPER	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL
OG0006411	LOC6598273|XP_026846187.1|DPER	LOC109406377|XP_029714194.1|AEAL
OG0006414	LOC6587887|XP_002013203.1|DPER	LOC109427619|XP_019558740.2|AEAL
OG0006415	LOC6597901|XP_026847039.1|DPER	LOC109421800|XP_029708068.1|AEAL
OG0006416	LOC6597647|XP_026849316.1|DPER	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL
OG0006417	LOC6596287|XP_002021809.1|DPER	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL
OG0006418	LOC6602696|XP_026845970.1|DPER	LOC109405519|XP_019534162.2|AEAL
OG0006420	LOC6587824|XP_002013687.1|DPER	LOC109622735|XP_019932731.2|AEAL
OG0006421	LOC6596545|XP_002021682.2|DPER	LOC109622736|XP_019932735.2|AEAL
OG0006422	LOC6589578|XP_002014287.1|DPER	LOC109419596|XP_029712359.1|AEAL
OG0006423	LOC6588319|XP_002013567.1|DPER	LOC109419547|XP_019549314.2|AEAL
OG0006424	LOC6587344|XP_002013569.2|DPER	LOC109419516|XP_029712318.1|AEAL
OG0006425	LOC6587253|XP_002013565.1|DPER	LOC109423116|XP_029712310.1|AEAL
OG0006426	LOC6588559|XP_002013564.1|DPER	LOC109423115|XP_019553562.2|AEAL
OG0006427	LOC6595187|XP_002020043.1|DPER	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL
OG0006428	LOC6587961|XP_026843006.1|DPER	LOC109423133|XP_019553596.2|AEAL
OG0006429	LOC6588588|XP_002013465.2|DPER	LOC109423140|XP_019553612.2|AEAL
OG0006430	LOC6601838|XP_002026869.2|DPER	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL
OG0006431	LOC6594904|XP_002020504.2|DPER	LOC109423166|XP_029722764.1|AEAL
OG0006432	LOC6587879|XP_026839984.1|DPER	LOC109397236|XP_029722770.1|AEAL
OG0006433	LOC6587682|XP_026840275.1|DPER	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL
OG0006434	LOC6589303|XP_002014394.1|DPER	LOC109432189|XP_019564058.2|AEAL
OG0006435	LOC6587872|XP_026847110.1|DPER	LOC109432128|XP_029723032.1|AEAL
OG0006436	LOC6600025|XP_002025104.1|DPER	LOC109432168|XP_019564032.2|AEAL
OG0006437	LOC6598185|XP_026846172.1|DPER	LOC109432137|XP_019563979.1|AEAL
OG0006438	LOC6589871|XP_002014584.1|DPER	LOC109432141|XP_019563991.1|AEAL
OG0006439	LOC6598633|XP_002023845.1|DPER	LOC109423485|XP_019554001.1|AEAL
OG0006440	LOC6598634|XP_002023846.1|DPER	LOC109432167|XP_029722804.1|AEAL
OG0006441	LOC6587700|XP_002013275.1|DPER	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL
OG0006442	LOC6595272|XP_026851143.1|DPER	LOC115263731|XP_029722865.1|AEAL
OG0006443	LOC6591744|XP_002016982.1|DPER	LOC109430284|XP_019561882.2|AEAL
OG0006444	LOC6594899|XP_002020499.1|DPER	LOC109430279|XP_019561873.1|AEAL
OG0006445	LOC6600004|XP_002025115.1|DPER	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL
OG0006446	LOC6592094|XP_002016748.2|DPER	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL
OG0006447	LOC6591407|XP_002016753.2|DPER	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL
OG0006448	LOC6587849|XP_002013424.1|DPER	LOC109430294|XP_019561891.2|AEAL
OG0006449	LOC6588252|XP_026840528.1|DPER	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL
OG0006450	LOC6595389|XP_002020792.1|DPER	LOC109430323|XP_029722925.1|AEAL
OG0006451	LOC6597497|XP_026849300.1|DPER	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL
OG0006452	LOC6591693|XP_026844743.1|DPER	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL
OG0006453	LOC6601379|XP_002026515.2|DPER	LOC109621633|XP_029707605.1|AEAL
OG0006454	LOC6596832|XP_002022013.1|DPER	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL
OG0006455	LOC6594385|XP_026840089.1|DPER	LOC109430375|XP_029722973.1|AEAL
OG0006456	LOC6594382|XP_002019296.1|DPER	LOC109413270|XP_019542541.1|AEAL
OG0006457	LOC6587735|XP_026840472.1|DPER	LOC109410083|XP_019539162.2|AEAL
OG0006458	LOC6589678|XP_002014402.1|DPER	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL
OG0006459	LOC6594766|XP_026846052.1|DPER	LOC109410069|XP_019539144.2|AEAL
OG0006460	LOC6588265|XP_026847807.1|DPER	LOC109432132|XP_019563967.1|AEAL
OG0006461	LOC6598789|XP_002023900.1|DPER	LOC109430158|XP_019561743.2|AEAL
OG0006462	LOC6594992|XP_026850763.1|DPER	LOC109430140|XP_019561722.2|AEAL
OG0006463	LOC6587825|XP_026851285.1|DPER	LOC109430557|XP_029713778.1|AEAL
OG0006464	LOC6601794|XP_002026853.2|DPER	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL
OG0006465	LOC6600442|XP_002025547.1|DPER	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL
OG0006466	LOC6599968|XP_026849186.1|DPER	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL
OG0006467	LOC6588052|XP_026851280.1|DPER	LOC109430734|XP_019562357.2|AEAL
OG0006468	LOC6587272|XP_002013430.1|DPER	LOC109399928|XP_019527923.2|AEAL
OG0006469	LOC6599110|XP_002024411.1|DPER	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL
OG0006470	LOC6596121|XP_002020969.2|DPER	LOC109399960|XP_029729776.1|AEAL
OG0006471	LOC6588469|XP_002013444.1|DPER	LOC109399942|XP_019527940.2|AEAL
OG0006472	LOC6588043|XP_002013447.2|DPER	LOC109399938|XP_019527937.2|AEAL
OG0006473	LOC6602824|XP_026847906.1|DPER	LOC109425390|XP_029729765.1|AEAL
OG0006474	LOC6601595|XP_002026616.1|DPER	LOC109425389|XP_019556187.1|AEAL
OG0006475	LOC6588036|XP_026843949.1|DPER	LOC109399958|XP_019527971.1|AEAL
OG0006476	LOC6600006|XP_026849147.1|DPER	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL
OG0006477	LOC6599329|XP_026847133.1|DPER	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL
OG0006478	LOC6587336|XP_002013478.1|DPER	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL
OG0006479	LOC6587297|XP_026848293.1|DPER	LOC115259508|XP_029715993.1|AEAL
OG0006480	LOC6590838|XP_002015770.1|DPER	LOC109415605|XP_019545043.2|AEAL
OG0006481	LOC6589690|XP_002015203.1|DPER	LOC109425515|XP_019556310.1|AEAL
OG0006482	LOC6587415|XP_026843920.1|DPER	LOC109408301|XP_019537115.2|AEAL
OG0006483	LOC6587282|XP_002014026.2|DPER	LOC109408294|XP_029716261.1|AEAL
OG0006484	LOC6587308|XP_026839922.1|DPER	LOC109408292|XP_029715979.1|AEAL
OG0006485	LOC6588263|XP_002013405.2|DPER	LOC109400498|XP_019528559.2|AEAL
OG0006486	LOC6594059|XP_002019858.1|DPER	LOC109622760|XP_029716468.1|AEAL
OG0006487	LOC6588361|XP_002012906.1|DPER	LOC109400411|XP_019528470.2|AEAL
OG0006488	LOC6602795|XP_026847845.1|DPER	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL
OG0006489	LOC6587198|XP_002013538.1|DPER	LOC109412721|XP_019541888.1|AEAL
OG0006490	LOC6594295|XP_002019943.1|DPER	LOC109425248|XP_029716356.1|AEAL
OG0006491	LOC6589213|XP_002015297.2|DPER	LOC109425249|XP_029715845.1|AEAL
OG0006492	LOC6588055|XP_002013776.2|DPER	LOC109412274|XP_029716231.1|AEAL
OG0006493	LOC6598502|XP_002023590.1|DPER	LOC109425310|XP_029716520.1|AEAL
OG0006494	LOC6597586|XP_026848937.1|DPER	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL
OG0006495	LOC6603624|XP_002028598.2|DPER	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL
OG0006496	LOC6587274|XP_002013443.2|DPER	LOC109425317|XP_029716521.1|AEAL
OG0006497	LOC6587471|XP_026850739.1|DPER	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL
OG0006498	LOC6587463|XP_002013875.1|DPER	LOC109419802|XP_019549638.2|AEAL
OG0006499	LOC6598857|XP_002023744.2|DPER	LOC109425336|XP_029716308.1|AEAL
OG0006500	LOC6589466|XP_002014411.1|DPER	LOC109425339|XP_019556132.2|AEAL
OG0006501	LOC6595048|XP_026846761.1|DPER	LOC109425340|XP_019556133.2|AEAL
OG0006502	LOC6594741|XP_026850787.1|DPER	LOC109415419|XP_029729682.1|AEAL
OG0006503	LOC6594739|XP_026851206.1|DPER	LOC109425346|XP_019556143.1|AEAL
OG0006504	LOC6594738|XP_002020564.1|DPER	LOC109425348|XP_019556144.2|AEAL
OG0006505	LOC6588066|XP_002012823.1|DPER	LOC115254010|XP_029714362.1|AEAL
OG0006506	LOC113566599|XP_026848768.1|DPER, LOC113565723|XP_026844493.1|DPER, LOC6602468|XP_002027530.1|DPER	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL
OG0006507	LOC6594527|XP_026851241.1|DPER	LOC109429338|XP_029716044.1|AEAL
OG0006508	LOC6594528|XP_026840084.1|DPER	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL
OG0006509	LOC113566197|XP_026846544.1|DPER	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL
OG0006510	LOC6588237|XP_026851286.1|DPER	LOC109397066|XP_029715963.1|AEAL
OG0006511	LOC6587204|XP_026850782.1|DPER	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL
OG0006512	LOC6598695|XP_026851071.1|DPER	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL
OG0006513	LOC6587238|XP_026845269.1|DPER	LOC109429301|XP_029716438.1|AEAL
OG0006514	LOC6588340|XP_002013931.1|DPER	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL
OG0006515	LOC6588096|XP_002013366.1|DPER	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL
OG0006518	LOC6594809|XP_026840306.1|DPER	LOC109398458|XP_029719455.1|AEAL
OG0006520	LOC6594967|XP_002020486.1|DPER	LOC109398460|XP_019526378.1|AEAL
OG0006521	LOC6588665|XP_002013634.1|DPER	LOC109424332|XP_019554977.2|AEAL
OG0006522	LOC6594801|XP_002020482.2|DPER	LOC109424331|XP_019554976.2|AEAL
OG0006523	LOC6594818|XP_002020013.1|DPER	LOC109424334|XP_019554979.1|AEAL
OG0006524	LOC6593550|XP_002019140.1|DPER	LOC109414933|XP_019544328.2|AEAL
OG0006525	LOC6597669|XP_026848956.1|DPER	LOC109414931|XP_029716185.1|AEAL
OG0006526	LOC6587659|XP_002013308.1|DPER	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL
OG0006527	LOC6587707|XP_002013306.1|DPER	LOC115267344|XP_029730126.1|AEAL
OG0006528	LOC6587764|XP_002013305.1|DPER	LOC109411175|XP_019540195.1|AEAL
OG0006529	LOC6587823|XP_026840314.1|DPER	LOC109411176|XP_019540196.2|AEAL
OG0006530	LOC6587703|XP_002013301.1|DPER	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL
OG0006531	LOC6587875|XP_002013297.1|DPER	LOC109417098|XP_019546769.1|AEAL
OG0006532	LOC6587809|XP_002013290.2|DPER	LOC109414776|XP_029730129.1|AEAL
OG0006533	LOC6592720|XP_002018087.1|DPER	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL
OG0006534	LOC6594813|XP_002020008.1|DPER	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL
OG0006535	LOC6587727|XP_002013459.1|DPER	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL
OG0006536	LOC6587293|XP_026850653.1|DPER	LOC109416364|XP_029730172.1|AEAL
OG0006537	LOC6598663|XP_002023781.2|DPER	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL
OG0006538	LOC6587492|XP_002013061.2|DPER	LOC109406630|XP_029723423.1|AEAL
OG0006539	LOC6587602|XP_026850991.1|DPER	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL
OG0006540	LOC6587874|XP_026840386.1|DPER	LOC109423597|XP_019554121.2|AEAL
OG0006541	LOC6594842|XP_002020246.1|DPER	LOC109423534|XP_019554063.2|AEAL
OG0006542	LOC6594843|XP_002020247.1|DPER	LOC109402401|XP_019530611.2|AEAL
OG0006543	LOC6587886|XP_026851100.1|DPER	LOC109423542|XP_019554071.2|AEAL
OG0006544	LOC6594356|XP_026850243.1|DPER	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL
OG0006545	LOC6602752|XP_002027781.2|DPER	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL
OG0006546	LOC6598801|XP_002023973.2|DPER	LOC109405463|XP_029712616.1|AEAL
OG0006547	LOC6595197|XP_026850672.1|DPER	LOC115267180|XP_029729889.1|AEAL
OG0006548	LOC6587686|XP_002014053.1|DPER	LOC109408289|XP_019537100.1|AEAL
OG0006549	LOC6592031|XP_002017303.1|DPER	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL
OG0006550	LOC6588376|XP_002012982.2|DPER	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL
OG0006551	LOC6601726|XP_026847008.1|DPER	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL
OG0006552	LOC6601730|XP_026846942.1|DPER	LOC109416096|XP_019545610.2|AEAL
OG0006553	LOC6587368|XP_002013021.1|DPER	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL
OG0006554	LOC6598771|XP_026840143.1|DPER	LOC109416067|XP_029723489.1|AEAL
OG0006555	LOC6594678|XP_002019313.2|DPER	LOC109415703|XP_029723518.1|AEAL
OG0006556	LOC6587206|XP_002014010.1|DPER	LOC109415699|XP_019545171.2|AEAL
OG0006557	LOC6589413|XP_002015216.1|DPER	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL
OG0006558	LOC6588007|XP_026850747.1|DPER	LOC109414605|XP_029723553.1|AEAL
OG0006559	LOC6588059|XP_002013752.2|DPER	LOC109414606|XP_019543980.2|AEAL
OG0006560	LOC6588409|XP_026845722.1|DPER	LOC109414609|XP_019543983.2|AEAL
OG0006561	LOC6588642|XP_002013214.1|DPER	LOC109414612|XP_019543987.2|AEAL
OG0006562	LOC6587390|XP_026840063.1|DPER	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL
OG0006563	LOC6598718|XP_002023865.1|DPER	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL
OG0006564	LOC6598618|XP_002023863.2|DPER	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL
OG0006565	LOC6598609|XP_002023854.2|DPER	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL
OG0006566	LOC6588406|XP_026841894.1|DPER	LOC109417253|XP_019546910.2|AEAL
OG0006567	LOC6594858|XP_002020066.1|DPER	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL
OG0006568	LOC6594857|XP_026850588.1|DPER	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL
OG0006569	LOC6602933|XP_026848795.1|DPER	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL
OG0006570	LOC6591771|XP_026850757.1|DPER	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL
OG0006571	LOC6594873|XP_002020112.1|DPER	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL
OG0006572	LOC113565662|XP_026844137.1|DPER	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL
OG0006573	LOC6592033|XP_002017001.1|DPER	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL
OG0006574	LOC6588230|XP_026850884.1|DPER	LOC109412784|XP_029723637.1|AEAL
OG0006575	LOC6594982|XP_002020273.1|DPER	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL
OG0006576	LOC6595080|XP_002020344.1|DPER	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL
OG0006577	LOC6588262|XP_002013406.1|DPER	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL
OG0006578	LOC6595079|XP_026845886.1|DPER	LOC109404021|XP_029723674.1|AEAL
OG0006579	LOC6593981|XP_002019023.1|DPER	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL
OG0006580	LOC6588147|XP_002012900.1|DPER	LOC109405218|XP_019533793.2|AEAL
OG0006581	LOC6591811|XP_026850754.1|DPER	LOC109412860|XP_019542035.2|AEAL
OG0006582	LOC6592164|XP_002017450.1|DPER	LOC109405220|XP_029720360.1|AEAL
OG0006583	LOC6587566|XP_002013100.2|DPER	LOC109405214|XP_029720366.1|AEAL
OG0006584	LOC6589058|XP_002014546.1|DPER	LOC109405229|XP_019533809.2|AEAL
OG0006585	LOC6589856|XP_026844839.1|DPER	LOC109412872|XP_029720370.1|AEAL
OG0006586	LOC6594798|XP_002020479.1|DPER	LOC109412875|XP_019542065.2|AEAL
OG0006587	LOC6594797|XP_002020478.1|DPER	LOC109405227|XP_019533807.2|AEAL
OG0006588	LOC6588271|XP_026851245.1|DPER	LOC109405222|XP_029720374.1|AEAL
OG0006589	LOC6591510|XP_026851197.1|DPER	LOC109406962|XP_019535516.1|AEAL
OG0006590	LOC6591438|XP_002016961.1|DPER	LOC109405232|XP_019533811.2|AEAL
OG0006591	LOC6602990|XP_026849444.1|DPER	LOC109409650|XP_019538649.1|AEAL
OG0006592	LOC6598644|XP_002023825.1|DPER	LOC109409657|XP_019538667.2|AEAL
OG0006593	LOC6598645|XP_026850607.1|DPER	LOC109409656|XP_019538666.2|AEAL
OG0006594	LOC6599829|XP_002024848.1|DPER	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL
OG0006595	LOC6601342|XP_026841316.1|DPER	LOC109409693|XP_029726019.1|AEAL
OG0006596	LOC6590069|XP_026841968.1|DPER	LOC109409697|XP_019538717.2|AEAL
OG0006597	LOC6599624|XP_002024734.1|DPER	LOC109409699|XP_029726031.1|AEAL
OG0006598	LOC6588714|XP_002014382.2|DPER	LOC109411446|XP_029726032.1|AEAL
OG0006599	LOC6599087|XP_026848998.1|DPER	LOC109411461|XP_019540530.2|AEAL
OG0006600	LOC6597173|XP_026845762.1|DPER	LOC109411457|XP_029726036.1|AEAL
OG0006601	LOC6596126|XP_002021090.1|DPER	LOC109409719|XP_019538755.2|AEAL
OG0006602	LOC6596125|XP_002021089.1|DPER	LOC109411487|XP_019540554.1|AEAL
OG0006603	LOC6596124|XP_002021088.1|DPER	LOC109409721|XP_019538757.2|AEAL
OG0006604	LOC6595929|XP_026845747.1|DPER	LOC109412811|XP_019541967.2|AEAL
OG0006605	LOC6599275|XP_002024270.1|DPER	LOC109409726|XP_019538765.2|AEAL
OG0006606	LOC6601690|XP_026847622.1|DPER	LOC109412806|XP_029725264.1|AEAL
OG0006607	LOC6601489|XP_026847989.1|DPER	LOC109409728|XP_029726061.1|AEAL
OG0006608	LOC6591766|XP_002017222.1|DPER	LOC109409731|XP_019538772.1|AEAL
OG0006609	LOC6587196|XP_026840373.1|DPER	LOC109404752|XP_019533226.2|AEAL
OG0006610	LOC6599855|XP_026847334.1|DPER	LOC109404750|XP_029726137.1|AEAL
OG0006611	LOC6595868|XP_026845678.1|DPER	LOC109621275|XP_029726148.1|AEAL
OG0006612	LOC6595869|XP_002021414.1|DPER	LOC109404761|XP_019533243.3|AEAL
OG0006613	LOC6595870|XP_026845688.1|DPER	LOC109404762|XP_019533244.1|AEAL
OG0006614	LOC6595871|XP_026845685.1|DPER	LOC109621685|XP_019931364.2|AEAL
OG0006615	LOC6595829|XP_026845610.1|DPER	LOC109404759|XP_029726154.1|AEAL
OG0006616	LOC6602508|XP_026848756.1|DPER	LOC109420434|XP_019550318.2|AEAL
OG0006617	LOC6596097|XP_002021250.2|DPER	LOC109420436|XP_019550320.2|AEAL
OG0006618	LOC6602814|XP_026847803.1|DPER	LOC109621706|XP_019931399.2|AEAL
OG0006619	LOC6601253|XP_002026215.1|DPER	LOC109621717|XP_019931415.2|AEAL
OG0006620	LOC6601186|XP_026849967.1|DPER	LOC109621709|XP_029726173.1|AEAL
OG0006621	LOC6602974|XP_026848733.1|DPER	LOC109621712|XP_019931408.1|AEAL
OG0006622	LOC6600484|XP_026847668.1|DPER	LOC109621272|XP_029726180.1|AEAL
OG0006623	LOC6600493|XP_002025675.1|DPER	LOC109401226|XP_019529232.3|AEAL, LOC109621887|XP_019931639.2|AEAL
OG0006624	LOC6591121|XP_026841581.1|DPER	LOC109407816|XP_029726196.1|AEAL
OG0006625	LOC6591122|XP_002015503.1|DPER	LOC109407819|XP_029726197.1|AEAL
OG0006626	LOC6602133|XP_002027104.2|DPER	LOC109410006|XP_019539094.2|AEAL
OG0006627	LOC6592768|XP_026842692.1|DPER	LOC109407813|XP_019536520.1|AEAL
OG0006628	LOC6592767|XP_002017819.2|DPER	LOC109409972|XP_029726199.1|AEAL
OG0006629	LOC6600910|XP_002025919.1|DPER	LOC109407726|XP_029726227.1|AEAL
OG0006630	LOC6591050|XP_026842166.1|DPER	LOC109409659|XP_029726233.1|AEAL
OG0006631	LOC6599846|XP_026847448.1|DPER	LOC109622566|XP_019932522.1|AEAL
OG0006632	LOC6603454|XP_002028446.1|DPER	LOC109621284|XP_019932517.2|AEAL
OG0006633	LOC6600279|XP_002025392.1|DPER	LOC109409553|XP_019538538.1|AEAL
OG0006634	LOC6589519|XP_002015042.1|DPER	LOC109409503|XP_019538502.2|AEAL
OG0006635	LOC6589153|XP_002014760.1|DPER	LOC109409482|XP_029726252.1|AEAL
OG0006636	LOC6600053|XP_002025068.1|DPER	LOC109622522|XP_029726289.1|AEAL, LOC115254041|XP_029716650.1|AEAL
OG0006637	LOC6599510|XP_002024638.1|DPER	LOC109408903|XP_019537826.3|AEAL, LOC109622401|XP_019932252.2|AEAL
OG0006638	LOC6592672|XP_002018197.2|DPER	LOC109622503|XP_019932422.2|AEAL
OG0006639	LOC6592669|XP_026842265.1|DPER	LOC109408749|XP_029726332.1|AEAL
OG0006640	LOC6590547|XP_002016227.1|DPER	LOC109408472|XP_019537357.2|AEAL
OG0006641	LOC6592786|XP_026840728.1|DPER	LOC109408373|XP_029726362.1|AEAL
OG0006642	LOC6592856|XP_026842814.1|DPER	LOC109408343|XP_019537185.2|AEAL
OG0006643	LOC6591002|XP_002016566.1|DPER	LOC109423566|XP_029727573.1|AEAL
OG0006644	LOC6598879|XP_026847852.1|DPER	LOC109423363|XP_019553889.2|AEAL
OG0006645	LOC6597947|XP_026843407.1|DPER	LOC109423353|XP_029726405.1|AEAL
OG0006646	LOC6600952|XP_002026023.1|DPER	LOC109423349|XP_019553848.2|AEAL
OG0006647	LOC6591226|XP_026842137.1|DPER	LOC109423331|XP_029726434.1|AEAL
OG0006648	LOC6595860|XP_026845639.1|DPER	LOC109423313|XP_019553791.2|AEAL
OG0006649	LOC6590117|XP_026841654.1|DPER	LOC109423304|XP_019553777.2|AEAL
OG0006650	LOC6590280|XP_026842724.1|DPER	LOC109423294|XP_029726465.1|AEAL
OG0006651	LOC6597107|XP_026845756.1|DPER	LOC109623134|XP_019933174.2|AEAL
OG0006652	LOC6602301|XP_026848483.1|DPER	LOC109623133|XP_029726482.1|AEAL
OG0006653	LOC6601183|XP_026848139.1|DPER	LOC109623115|XP_019933144.2|AEAL
OG0006654	LOC6600578|XP_026847648.1|DPER	LOC109623112|XP_019933140.2|AEAL
OG0006655	LOC6596117|XP_026845227.1|DPER	LOC109623109|XP_029726510.1|AEAL
OG0006656	LOC6599673|XP_026847324.1|DPER	LOC109399285|XP_029726528.1|AEAL
OG0006657	LOC6593267|XP_002017918.1|DPER	LOC109429045|XP_019560424.2|AEAL
OG0006658	LOC6603297|XP_002028278.1|DPER	LOC109399201|XP_019527184.2|AEAL
