Orthogroup	DPER.longest_only	CPIP.longest_only
OG0007413	LOC6590611|XP_026842406.1|DPER	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC6588684|XP_002015212.1|DPER	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC6597023|XP_002022115.2|DPER	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC6603228|XP_026845452.1|DPER	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC6597554|XP_026848911.1|DPER	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC6592668|XP_002018392.1|DPER	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC6587245|XP_026840573.1|DPER	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC6593221|XP_002018481.1|DPER	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC6599997|XP_026849116.1|DPER	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC6596865|XP_026845858.1|DPER	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC6600046|XP_002025061.2|DPER	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC6598979|XP_026847859.1|DPER	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC6602355|XP_026848480.1|DPER	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC6597256|XP_002022450.2|DPER	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC6602613|XP_002027640.1|DPER	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC6597587|XP_026848931.1|DPER	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC6601642|XP_026841459.1|DPER	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC6603572|XP_026847997.1|DPER	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC6589101|XP_002015034.1|DPER	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC6603443|XP_002028397.1|DPER	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC6600686|XP_026845147.1|DPER	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC6602829|XP_026847938.1|DPER	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC6602799|XP_026847749.1|DPER	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC6601839|XP_002026870.1|DPER	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC6597113|XP_002022270.2|DPER	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC6603348|XP_026848074.1|DPER	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC6599350|XP_002024506.1|DPER	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC6597796|XP_026846601.1|DPER	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC6601560|XP_026842009.1|DPER	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC6594306|XP_002019804.1|DPER	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC113565041|XP_026840894.1|DPER	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC6591204|XP_002016194.1|DPER	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC6591205|XP_002016195.1|DPER	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC6589713|XP_026844452.1|DPER	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC6588852|XP_002014907.1|DPER	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC6592828|XP_002017680.1|DPER	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC6600651|XP_026847580.1|DPER	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC113565577|XP_026843807.1|DPER	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC6601863|XP_002026912.1|DPER	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC6601864|XP_002026913.2|DPER	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC113566448|XP_026847840.1|DPER	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC6596062|XP_026845201.1|DPER	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC6599290|XP_002024255.2|DPER	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC6601014|XP_002026136.2|DPER	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC6597924|XP_002023096.1|DPER	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC6587856|XP_026839918.1|DPER	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC6591209|XP_002016199.1|DPER	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC6595993|XP_026845291.1|DPER	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC6595989|XP_002021010.1|DPER	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC6595988|XP_026845300.1|DPER	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC6595997|XP_026845293.1|DPER	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC6600918|XP_026842021.1|DPER	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC6600810|XP_002025981.2|DPER	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC6599049|XP_026848968.1|DPER	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC6593416|XP_002019122.2|DPER	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC6590350|XP_026841959.1|DPER	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC6598198|XP_026846176.1|DPER	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC6595984|XP_026845453.1|DPER	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC6592832|XP_026841889.1|DPER	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC6601666|XP_002026731.2|DPER	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC6603222|XP_002028218.2|DPER	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC6603224|XP_026845282.1|DPER	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC6589384|XP_002014345.1|DPER	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC6598370|XP_026846125.1|DPER	LOC120414907|XP_039432171.1|CPIP
OG0007480	LOC6592181|XP_026851268.1|DPER	LOC120414910|XP_039432175.1|CPIP
OG0007481	LOC6601109|XP_002026184.1|DPER	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC6588767|XP_002014852.1|DPER	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC6602091|XP_026841394.1|DPER	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC113566134|XP_026846232.1|DPER	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC113566581|XP_026848619.1|DPER	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC6602874|XP_002027909.1|DPER	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC6601992|XP_002027069.1|DPER	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC6603356|XP_026848067.1|DPER	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC6591489|XP_026840519.1|DPER	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC6603525|XP_002028504.1|DPER	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC6600229|XP_026846653.1|DPER	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC6589991|XP_002015596.1|DPER	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC6603528|XP_026846744.1|DPER	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC6603099|XP_026847069.1|DPER	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC6599073|XP_026848982.1|DPER	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC6601387|XP_026847754.1|DPER	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC6595847|XP_026845237.1|DPER	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC6603337|XP_002028321.1|DPER	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC6603338|XP_002028322.1|DPER	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC6596170|XP_002021147.1|DPER	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC113565239|XP_026842760.1|DPER	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC6589355|XP_026844675.1|DPER	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC6601842|XP_026848500.1|DPER	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC6597002|XP_002022249.1|DPER	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC6597076|XP_026845344.1|DPER	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC113565843|XP_026844981.1|DPER	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC6589375|XP_002014901.2|DPER	LOC120430228|XP_039451242.1|CPIP
OG0007509	LOC6593594|XP_002018885.1|DPER	LOC120424462|XP_039444528.1|CPIP
OG0007510	LOC6590691|XP_002016622.1|DPER	LOC120415415|XP_039432878.1|CPIP
OG0007511	LOC6596270|XP_026843292.1|DPER	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC113567261|XP_026850326.1|DPER	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC6589872|XP_002014585.1|DPER	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC6604039|XP_026849759.1|DPER	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC6595464|XP_002020897.1|DPER	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC6593706|XP_002018630.1|DPER	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC6603351|XP_002028332.1|DPER	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC6601329|XP_002026380.1|DPER	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC6600860|XP_002025895.2|DPER	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC6602606|XP_026846716.1|DPER	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC113566265|XP_026846960.1|DPER	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC6600742|XP_026848633.1|DPER	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC6600932|XP_026841981.1|DPER	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC6588913|XP_026844207.1|DPER	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC6598023|XP_002023215.1|DPER	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC6587787|XP_002012763.2|DPER	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC6601490|XP_002026545.1|DPER	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC6603154|XP_026841974.1|DPER	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC6590876|XP_026842904.1|DPER	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC6591578|XP_002016775.1|DPER	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC6603146|XP_002028159.1|DPER	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC6601289|XP_026842224.1|DPER	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC6595853|XP_002021383.2|DPER	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC6602268|XP_002027317.1|DPER	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC6594133|XP_026851215.1|DPER	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC113566567|XP_026848539.1|DPER	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC6602271|XP_026848523.1|DPER	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC6595732|XP_026844473.1|DPER	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC6598686|XP_002023752.1|DPER	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC6592654|XP_002017990.2|DPER	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC6601636|XP_026841613.1|DPER	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC6602547|XP_002027559.1|DPER	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC6599824|XP_002024844.2|DPER	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC6593388|XP_002019086.1|DPER	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC6591674|XP_002016889.1|DPER	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC6589906|XP_002016388.1|DPER	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC6599600|XP_026849557.1|DPER	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC6596195|XP_002021124.1|DPER	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC6601522|XP_002026584.1|DPER	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC113565203|XP_026842478.1|DPER	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC6589522|XP_026844706.1|DPER	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC6589517|XP_002015191.1|DPER	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC6599781|XP_002024868.1|DPER	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC6590152|XP_002016319.1|DPER	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC6601324|XP_026841614.1|DPER	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC6601321|XP_002026372.2|DPER	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC6590639|XP_002016142.2|DPER	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC6593882|XP_002019179.1|DPER	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC6601801|XP_026848511.1|DPER	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC6601491|XP_026848030.1|DPER	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC6596004|XP_026845556.1|DPER	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC6598891|XP_002024096.1|DPER	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC6595904|XP_002021443.1|DPER	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC6591372|XP_026841655.1|DPER	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC6590297|XP_002016158.1|DPER	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC6587419|XP_002013034.1|DPER	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC6593249|XP_002018370.1|DPER	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC6590449|XP_002016375.1|DPER	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC6593250|XP_002018371.1|DPER	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC6593248|XP_002018369.1|DPER	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC6593708|XP_026843146.1|DPER	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC6590205|XP_002016061.1|DPER	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC6600964|XP_002026002.1|DPER	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC6603158|XP_002028173.1|DPER	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC6597399|XP_026846445.1|DPER	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC6599266|XP_002024261.1|DPER	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC6588863|XP_026844139.1|DPER	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC6590642|XP_026841634.1|DPER	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC6597011|XP_002022174.1|DPER	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC6589129|XP_002014749.1|DPER	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC6591885|XP_002017083.1|DPER	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC6592732|XP_002018099.1|DPER	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC6599919|XP_026849206.1|DPER	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC6595991|XP_026845299.1|DPER	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC6598032|XP_002023190.1|DPER	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC6600820|XP_026842245.1|DPER	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC6597987|XP_026843388.1|DPER	LOC120421829|XP_039441039.1|CPIP
OG0007589	LOC6598355|XP_002023430.2|DPER	LOC120416366|XP_039434035.1|CPIP
OG0007590	LOC6597119|XP_026845605.1|DPER	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC6592693|XP_026841299.1|DPER	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC6590607|XP_002016472.1|DPER	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC6596887|XP_026845935.1|DPER	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC6592699|XP_002017736.1|DPER	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC6603467|XP_002028436.1|DPER	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC6601206|XP_002026302.1|DPER	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC6599058|XP_002024174.1|DPER	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC6603156|XP_002028171.1|DPER	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC6602266|XP_002027315.1|DPER	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC6602380|XP_026848535.1|DPER	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC6597046|XP_002022206.1|DPER	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC6595763|XP_002021344.1|DPER	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC6595764|XP_002021345.2|DPER	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC6601054|XP_002026109.2|DPER	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC6603732|XP_026850086.1|DPER	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC6600653|XP_026847663.1|DPER	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC6588127|XP_026840661.1|DPER	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC6601831|XP_002026897.2|DPER	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC6598196|XP_002023531.2|DPER	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC6592268|XP_026841687.1|DPER	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC6601994|XP_026846807.1|DPER	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC6593036|XP_026842321.1|DPER	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC6600824|XP_002025891.2|DPER	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC6600604|XP_026847509.1|DPER	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC6599633|XP_002024743.1|DPER	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC6587422|XP_002013035.1|DPER	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC6596042|XP_026845671.1|DPER	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC6595854|XP_002021384.1|DPER	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC6600611|XP_002025600.1|DPER	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC6599736|XP_026847243.1|DPER	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC6592343|XP_002018290.2|DPER	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC6598924|XP_026847842.1|DPER	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC6596033|XP_026845718.1|DPER	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC6601855|XP_002026904.2|DPER	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC6598877|XP_026847947.1|DPER	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC6601028|XP_002026150.1|DPER	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC6601029|XP_002026151.2|DPER	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC6603483|XP_002028464.1|DPER	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC6601218|XP_002026314.1|DPER	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC6594104|XP_002019881.1|DPER	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC6595180|XP_026850764.1|DPER	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC113566799|XP_026849766.1|DPER	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC6589215|XP_026844015.1|DPER	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC6594790|XP_002020471.1|DPER	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC6598039|XP_002023197.1|DPER	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC6596743|XP_026845957.1|DPER	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC6602901|XP_002027924.1|DPER	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC113565194|XP_026842397.1|DPER, LOC6590609|XP_002016443.2|DPER	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC6594285|XP_002019611.1|DPER	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC6602569|XP_002027603.2|DPER	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC6588568|XP_026850744.1|DPER	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC6597223|XP_026846535.1|DPER	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC6597202|XP_026846434.1|DPER	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC6600104|XP_026846717.1|DPER	LOC120421078|XP_039440157.1|CPIP
OG0007668	LOC6593840|XP_002018702.1|DPER	LOC120415081|XP_039432417.1|CPIP
OG0007669	LOC6597839|XP_026846372.1|DPER	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC6597840|XP_026846371.1|DPER	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC6597263|XP_026846437.1|DPER	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC6596756|XP_002021939.2|DPER	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC6602686|XP_026846037.1|DPER	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC6598522|XP_026848689.1|DPER	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC6601748|XP_002026823.1|DPER	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC6600116|XP_026846627.1|DPER	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC6603096|XP_002028106.2|DPER	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC6599360|XP_026847200.1|DPER	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC6596423|XP_002021821.1|DPER	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC6588378|XP_002013419.1|DPER	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC6603584|XP_026845798.1|DPER	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC6602906|XP_002027929.1|DPER	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC6598524|XP_002023563.1|DPER	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC6603405|XP_026845830.1|DPER	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC6599421|XP_002024471.1|DPER	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC6597773|XP_026847051.1|DPER	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC6599455|XP_002024519.2|DPER	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC6599133|XP_026849255.1|DPER	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC6588044|XP_002012965.1|DPER	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC6602659|XP_026845966.1|DPER	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC6597371|XP_026846587.1|DPER	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC6597043|XP_002022203.1|DPER	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC6599249|XP_026848267.1|DPER	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC6604015|XP_002028961.2|DPER	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC6604497|XP_026847255.1|DPER	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC6597695|XP_026846556.1|DPER	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC6597635|XP_002022738.1|DPER	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC6600170|XP_026846740.1|DPER	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC6600387|XP_026848420.1|DPER	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC6600005|XP_026849146.1|DPER	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC6598276|XP_002023299.1|DPER	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC6595215|XP_002020390.1|DPER	LOC120422461|XP_039441838.1|CPIP
OG0007705	LOC6601718|XP_002026776.1|DPER	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC6601737|XP_002026795.2|DPER	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC6598394|XP_026846358.1|DPER	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC6600185|XP_026846686.1|DPER	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC6600072|XP_002025196.1|DPER	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC6599415|XP_026847214.1|DPER	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC6602694|XP_002027721.1|DPER	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC6600393|XP_026848422.1|DPER	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC6596805|XP_026849900.1|DPER	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC6597854|XP_026846943.1|DPER	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC6599136|XP_002024401.1|DPER	LOC120432339|XP_039453464.1|CPIP
OG0007716	LOC6600083|XP_026845101.1|DPER	LOC120421425|XP_039440571.1|CPIP
OG0007717	LOC6595102|XP_002020380.2|DPER	LOC120417022|XP_039434895.1|CPIP
OG0007719	LOC6597831|XP_026846463.1|DPER	LOC120428373|XP_039449338.1|CPIP
OG0007720	LOC6597833|XP_026846542.1|DPER	LOC120426047|XP_039446701.1|CPIP
OG0007721	LOC6603943|XP_026846970.1|DPER	LOC120415177|XP_039432603.1|CPIP
OG0007722	LOC6597878|XP_026847037.1|DPER	LOC120413640|XP_039430525.1|CPIP
OG0007723	LOC6597888|XP_002023048.1|DPER	LOC120429012|XP_039450115.1|CPIP
OG0007724	LOC6588978|XP_026844318.1|DPER	LOC120423411|XP_039443183.1|CPIP
OG0007725	LOC6598184|XP_002023358.2|DPER	LOC120413343|XP_039430056.1|CPIP
OG0007726	LOC6600338|XP_002025497.2|DPER	LOC120424698|XP_039444811.1|CPIP
OG0007727	LOC6600070|XP_002025194.1|DPER	LOC120424692|XP_039444805.1|CPIP
OG0007728	LOC6599237|XP_002024294.1|DPER	LOC120424529|XP_039444622.1|CPIP
OG0007729	LOC6600352|XP_026848392.1|DPER	LOC120424532|XP_039444627.1|CPIP
OG0007730	LOC6599236|XP_026848301.1|DPER	LOC120416906|XP_039434739.1|CPIP
OG0007731	LOC6600284|XP_026849052.1|DPER	LOC120430987|XP_039452086.1|CPIP
OG0007732	LOC6599372|XP_026847092.1|DPER	LOC120413291|XP_039429981.1|CPIP
OG0007733	LOC6597428|XP_026846502.1|DPER	LOC120413161|XP_039429807.1|CPIP
OG0007734	LOC6598265|XP_002023323.2|DPER	LOC120432278|XP_039453402.1|CPIP
OG0007735	LOC6600687|XP_002025851.1|DPER	LOC120426602|XP_039447329.1|CPIP
OG0007736	LOC6596772|XP_002021923.1|DPER	LOC120414524|XP_039431666.1|CPIP
OG0007737	LOC6598691|XP_002023945.2|DPER	LOC120414150|XP_039431121.1|CPIP
