Orthogroup	DPER.longest_only	DBUS.longest_only
OG0008917	LOC6589186|XP_002015010.2|DPER	LOC108600039|XP_017842664.2|DBUS
OG0008919	LOC6589672|XP_026844270.1|DPER	LOC108603166|XP_033150829.1|DBUS
OG0008920	LOC6597064|XP_002022189.1|DPER	LOC108598749|XP_017840974.2|DBUS
OG0008921	LOC6593983|XP_002019025.1|DPER	LOC108608192|XP_017854951.1|DBUS
OG0008922	LOC6593798|XP_002018718.2|DPER	LOC108601081|XP_017844474.1|DBUS
OG0008923	LOC6590070|XP_026841896.1|DPER	LOC108595243|XP_017835931.1|DBUS
OG0008924	LOC6592482|XP_026842713.1|DPER	LOC108597105|XP_017838966.1|DBUS
OG0008925	LOC6592324|XP_002018558.1|DPER	LOC108596660|XP_017838136.1|DBUS
OG0008926	LOC6600837|XP_002025931.1|DPER	LOC108595310|XP_033148948.1|DBUS
OG0008927	LOC6601298|XP_026841150.1|DPER	LOC108595199|XP_017835875.1|DBUS
OG0008928	LOC6591141|XP_002015564.1|DPER	LOC108595826|XP_017836605.1|DBUS
OG0008929	LOC6590491|XP_002015760.1|DPER	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS
OG0008930	LOC6588666|XP_002013615.1|DPER	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS
OG0008931	LOC6592788|XP_002018439.1|DPER	LOC108595531|XP_017836274.1|DBUS
OG0008932	LOC6592280|XP_002018421.1|DPER	LOC108595974|XP_017836750.1|DBUS
OG0008933	LOC6593011|XP_002018463.1|DPER	LOC108595916|XP_017836696.1|DBUS
OG0008935	LOC6590903|XP_026840788.1|DPER	LOC108595216|XP_017835893.1|DBUS
OG0008936	LOC6590204|XP_026841308.1|DPER	LOC108597477|XP_017839541.1|DBUS
OG0008937	LOC6592204|XP_026841301.1|DPER	LOC108596193|XP_017837198.1|DBUS
OG0008939	LOC6589952|XP_026841785.1|DPER	LOC108597141|XP_017839022.1|DBUS
OG0008940	LOC6601620|XP_026841466.1|DPER	LOC108596985|XP_017838730.2|DBUS
OG0008941	LOC6597545|XP_026848949.1|DPER	LOC108606867|XP_017852867.1|DBUS
OG0008942	LOC6598587|XP_026846286.1|DPER, LOC113566146|XP_026846285.1|DPER, LOC6604420|XP_026846347.1|DPER	LOC108605530|XP_017850770.1|DBUS
OG0008943	LOC6599904|XP_002025017.1|DPER	LOC108607008|XP_017853077.1|DBUS
OG0008944	LOC6600397|XP_026848418.1|DPER	LOC108606849|XP_017852835.1|DBUS
OG0008945	LOC6596861|XP_026845990.1|DPER	LOC108607045|XP_017853140.1|DBUS
OG0008946	LOC6598284|XP_002023307.2|DPER	LOC108606126|XP_017851470.1|DBUS
OG0008947	LOC6596680|XP_026845953.1|DPER	LOC108605008|XP_017850063.1|DBUS, LOC108605009|XP_017850064.1|DBUS
OG0008948	LOC6596850|XP_026845917.1|DPER	LOC108604910|XP_033150174.1|DBUS
OG0008949	LOC6599467|XP_002024616.1|DPER	LOC108599367|XP_017841661.1|DBUS
OG0008950	LOC6598581|XP_002023644.1|DPER	LOC108605621|XP_017850892.1|DBUS
OG0008951	LOC6599769|XP_026847392.1|DPER	LOC108599364|XP_017841654.2|DBUS
OG0008952	LOC6598501|XP_002023589.1|DPER	LOC108606079|XP_017851412.1|DBUS
OG0008953	LOC6596144|XP_026845568.1|DPER	LOC108599883|XP_017842553.1|DBUS
OG0008955	LOC6595950|XP_002021078.1|DPER	LOC108598312|XP_017840417.1|DBUS
OG0008956	LOC6600644|XP_002025654.2|DPER	LOC108598186|XP_017840291.2|DBUS
OG0008957	LOC113565986|XP_026845372.1|DPER	LOC108600104|XP_033149721.1|DBUS
OG0008958	LOC6595770|XP_002021351.2|DPER	LOC108598586|XP_017840769.1|DBUS
OG0008959	LOC6596027|XP_002021026.1|DPER	LOC108599136|XP_017841414.1|DBUS
OG0008960	LOC6595936|XP_026845554.1|DPER	LOC108601059|XP_033149669.1|DBUS
OG0008961	LOC6589352|XP_002014803.2|DPER, LOC6589353|XP_002014804.2|DPER	LOC108600293|XP_017843266.2|DBUS
OG0008962	LOC6598162|XP_002023449.1|DPER, LOC6594855|XP_002020063.1|DPER	LOC108606965|XP_017853016.1|DBUS
OG0008963	LOC6598448|XP_026848703.1|DPER, LOC6598449|XP_002023576.1|DPER	LOC108604980|XP_017850039.1|DBUS
OG0008964	LOC6596728|XP_002021944.1|DPER	LOC108605776|XP_017851068.1|DBUS
OG0008965	LOC6589016|XP_026844898.1|DPER	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS
OG0008966	LOC6602441|XP_002027476.1|DPER	LOC108603243|XP_017848644.2|DBUS
OG0008968	LOC6595692|XP_002020718.1|DPER	LOC108602977|XP_017846854.1|DBUS
OG0008969	LOC6595628|XP_002020702.2|DPER	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS
OG0008970	LOC6595681|XP_002020707.1|DPER, LOC6595627|XP_002020701.1|DPER	LOC108603208|XP_017847287.1|DBUS
OG0008971	LOC6596321|XP_002021459.1|DPER, LOC113566724|XP_026849424.1|DPER	LOC108599007|XP_017841272.1|DBUS
OG0008972	LOC6601649|XP_026847621.1|DPER	LOC108599116|XP_017841394.1|DBUS
OG0008973	LOC6597051|XP_026845609.1|DPER	LOC108599016|XP_017841284.2|DBUS
OG0008975	LOC6593189|XP_002017904.1|DPER	LOC117134848|XP_033149918.1|DBUS
OG0008978	LOC6602149|XP_002027096.1|DPER	LOC108595754|XP_017836533.1|DBUS
OG0008979	LOC6593482|XP_002018921.1|DPER, LOC6593834|XP_002018913.2|DPER	LOC108600095|XP_017842950.1|DBUS
OG0008985	LOC6599814|XP_002024914.1|DPER	LOC108598105|XP_017840211.2|DBUS
OG0008987	LOC6596515|XP_002021510.1|DPER	LOC108607485|XP_017853816.1|DBUS
OG0008989	LOC6598582|XP_002023645.2|DPER	LOC108605620|XP_017850890.1|DBUS
OG0008990	LOC113566322|XP_026847267.1|DPER	LOC108598189|XP_033149564.1|DBUS
OG0008991	LOC113565742|XP_026844581.1|DPER	LOC108601869|XP_017845316.1|DBUS
OG0008992	LOC6592004|XP_002016730.2|DPER	LOC108601592|XP_017844980.1|DBUS
OG0008993	LOC6598873|XP_026847800.1|DPER	LOC108600777|XP_033149508.1|DBUS
OG0008994	LOC6588763|XP_002014848.1|DPER	LOC108607543|XP_017853917.1|DBUS
OG0008995	LOC6601325|XP_002026376.1|DPER	LOC108595607|XP_017836362.1|DBUS
OG0008997	LOC6598152|XP_002023489.1|DPER	LOC108606395|XP_017851962.1|DBUS
OG0008999	LOC6597471|XP_026849280.1|DPER	LOC108605412|XP_017850570.2|DBUS
OG0009001	LOC6597974|XP_002023112.1|DPER	LOC108594396|XP_017835051.2|DBUS
OG0009002	LOC113565461|XP_026843317.1|DPER	LOC108604031|XP_017848772.1|DBUS
OG0009003	LOC6596800|XP_002021880.1|DPER	LOC108598940|XP_017841195.2|DBUS
OG0009005	LOC6602239|XP_002027269.1|DPER	LOC108608535|XP_017855438.2|DBUS
OG0009006	LOC6595075|XP_002020339.1|DPER	LOC108603495|XP_017847842.1|DBUS
OG0009007	LOC6602999|XP_002028026.1|DPER	LOC108598451|XP_017840582.1|DBUS
OG0009008	LOC6594525|XP_002019467.1|DPER	LOC108602927|XP_017846757.1|DBUS
OG0009009	LOC6603309|XP_026849880.1|DPER	LOC108598124|XP_017840230.1|DBUS
OG0009010	LOC6601209|XP_026848068.1|DPER	LOC108600584|XP_017843747.1|DBUS
OG0009011	LOC6601890|XP_026849384.1|DPER	LOC108599744|XP_017842243.1|DBUS
OG0009012	LOC6593207|XP_002018036.1|DPER	LOC108596572|XP_017837970.1|DBUS
OG0009013	LOC6600221|XP_002025219.1|DPER	LOC108606656|XP_017852462.1|DBUS
OG0009014	LOC6599715|XP_002024900.2|DPER	LOC108599755|XP_017842258.1|DBUS
OG0009015	LOC6597139|XP_002022327.1|DPER	LOC108600998|XP_017844352.1|DBUS
OG0009016	LOC6599850|XP_002024999.1|DPER	LOC108599909|XP_017842595.1|DBUS
OG0009017	LOC6603377|XP_002028363.1|DPER	LOC108596538|XP_017837919.1|DBUS
OG0009018	LOC6602014|XP_002027042.1|DPER	LOC108607365|XP_017853569.1|DBUS
OG0009019	LOC6602009|XP_026846887.1|DPER	LOC108607395|XP_017853652.1|DBUS
OG0009020	LOC6588495|XP_026850274.1|DPER	LOC108601695|XP_017845094.1|DBUS
OG0009021	LOC6591980|XP_002017024.1|DPER	LOC108604638|XP_017849676.1|DBUS
OG0009022	LOC6587389|XP_002013864.1|DPER	LOC108602118|XP_017845632.2|DBUS
OG0009023	LOC6587710|XP_002014072.1|DPER	LOC108602505|XP_033149978.1|DBUS
OG0009024	LOC6595278|XP_026850609.1|DPER	LOC108603177|XP_017847226.1|DBUS
OG0009025	LOC6598723|XP_002023870.1|DPER	LOC108602944|XP_017846781.1|DBUS
OG0009026	LOC6587220|XP_002013513.2|DPER	LOC108601490|XP_017844876.1|DBUS
OG0009027	LOC113565046|XP_026840968.1|DPER	LOC108596368|XP_017837523.1|DBUS
OG0009028	LOC6599776|XP_002024863.1|DPER	LOC108598916|XP_017841169.2|DBUS
OG0009029	LOC6589742|XP_002014240.2|DPER	LOC108608401|XP_017855248.1|DBUS
OG0009030	LOC6595526|XP_002020661.2|DPER	LOC108607635|XP_017854048.1|DBUS
OG0009031	LOC6594193|XP_002019501.1|DPER	LOC108604410|XP_017849366.1|DBUS
OG0009032	LOC6594192|XP_002019500.1|DPER	LOC108604411|XP_017849367.1|DBUS
OG0009033	LOC6602245|XP_002027275.1|DPER	LOC108594225|XP_017834824.2|DBUS
OG0009034	LOC6596402|XP_002021587.1|DPER	LOC108594500|XP_017835099.1|DBUS
OG0009035	LOC6588677|XP_002014472.1|DPER	LOC108602895|XP_017850788.1|DBUS
OG0009036	LOC6593035|XP_002017712.2|DPER	LOC108594633|XP_033150954.1|DBUS
OG0009037	LOC6588856|XP_002015086.2|DPER	LOC108596920|XP_017838627.2|DBUS
OG0009038	LOC6587792|XP_002012964.1|DPER	LOC108602766|XP_017846427.1|DBUS
OG0009039	LOC6591901|XP_026840255.1|DPER	LOC108602268|XP_017845812.1|DBUS
OG0009040	LOC6590730|XP_026842906.1|DPER	LOC108595439|XP_017836160.1|DBUS
OG0009041	LOC6587988|XP_002012848.1|DPER	LOC108603733|XP_017848271.1|DBUS
OG0009043	LOC6593296|XP_002019187.1|DPER	LOC108607823|XP_017854360.1|DBUS
OG0009044	LOC6596512|XP_002021507.1|DPER	LOC108607480|XP_017853810.2|DBUS
OG0009045	LOC6592032|XP_026851190.1|DPER	LOC108604284|XP_017849176.1|DBUS
OG0009046	LOC6602194|XP_026848033.1|DPER	LOC108600640|XP_033149454.1|DBUS
OG0009047	LOC6590882|XP_026841506.1|DPER	LOC108595318|XP_017836027.1|DBUS
OG0009048	LOC6593824|XP_002018903.1|DPER	LOC108600047|XP_017842885.1|DBUS
OG0009049	LOC6594220|XP_002019455.1|DPER	LOC108602103|XP_017845616.1|DBUS
OG0009050	LOC6597998|XP_002023223.1|DPER	LOC108603311|XP_017847501.2|DBUS
OG0009051	LOC6593166|XP_002018180.2|DPER	LOC108596579|XP_017837992.1|DBUS
OG0009052	LOC6594165|XP_002019574.2|DPER	LOC108604570|XP_017849589.1|DBUS
OG0009053	LOC6592120|XP_026850740.1|DPER	LOC108603377|XP_017847634.1|DBUS
OG0009054	LOC6591875|XP_026845013.1|DPER	LOC108603851|XP_017848493.1|DBUS
OG0009055	LOC6598064|XP_026843865.1|DPER	LOC108598937|XP_017841191.1|DBUS
OG0009056	LOC6593417|XP_002019123.2|DPER	LOC108608468|XP_017855344.2|DBUS
OG0009057	LOC6601106|XP_002026071.2|DPER	LOC108599697|XP_017842183.1|DBUS
OG0009058	LOC6602560|XP_002027581.2|DPER	LOC108607348|XP_017853521.1|DBUS
OG0009059	LOC6601377|XP_002026513.2|DPER	LOC108601026|XP_017844392.1|DBUS
OG0009060	LOC6591946|XP_002017490.1|DPER	LOC108601472|XP_017844860.1|DBUS
OG0009061	LOC6593245|XP_026840812.1|DPER	LOC108596928|XP_017838638.1|DBUS
OG0009062	LOC6590098|XP_002015983.1|DPER	LOC108595236|XP_017835924.1|DBUS
OG0009064	LOC6590813|XP_002016670.2|DPER	LOC108595053|XP_017835685.1|DBUS
OG0009065	LOC6595117|XP_002020191.1|DPER	LOC108604505|XP_017849492.1|DBUS
OG0009066	LOC6599783|XP_002024870.1|DPER	LOC108599019|XP_017841288.2|DBUS
OG0009067	LOC6600501|XP_026847644.1|DPER	LOC108599986|XP_017842747.1|DBUS
OG0009068	LOC6602062|XP_002027168.1|DPER	LOC108596265|XP_017837313.1|DBUS
OG0009069	LOC6595405|XP_026844371.1|DPER	LOC108594379|XP_017835028.1|DBUS
OG0009070	LOC6592267|XP_002017845.1|DPER	LOC108597566|XP_017839664.1|DBUS
OG0009071	LOC6591849|XP_026850976.1|DPER	LOC108602884|XP_017846675.1|DBUS
OG0009072	LOC6594703|XP_002019558.2|DPER	LOC108602266|XP_017845810.1|DBUS
OG0009073	LOC6594418|XP_002019682.1|DPER	LOC108604322|XP_017849234.1|DBUS
OG0009074	LOC6594124|XP_026850077.1|DPER, LOC113565254|XP_026842868.1|DPER	LOC108604626|XP_017849663.1|DBUS
OG0009075	LOC6591697|XP_002017268.1|DPER	LOC108601932|XP_017845399.1|DBUS
OG0009076	LOC6594286|XP_026846041.1|DPER	LOC108604596|XP_017849618.1|DBUS
OG0009077	LOC6591628|XP_002017195.2|DPER	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS
OG0009078	LOC6594148|XP_026850236.1|DPER	LOC108603588|XP_017848018.1|DBUS
OG0009079	LOC6592105|XP_026839991.1|DPER	LOC108603498|XP_017847850.1|DBUS
OG0009081	LOC6591728|XP_002016905.1|DPER	LOC108602661|XP_017846296.1|DBUS
OG0009082	LOC6594132|XP_002019436.2|DPER	LOC108602148|XP_017845669.1|DBUS
OG0009083	LOC6597642|XP_026848918.1|DPER	LOC108605374|XP_033150268.1|DBUS
OG0009084	LOC6594675|XP_026850267.1|DPER	LOC108604805|XP_017849896.1|DBUS
OG0009086	LOC6591317|XP_026841414.1|DPER	LOC108604420|XP_017849375.1|DBUS
OG0009087	LOC6594824|XP_002020019.1|DPER	LOC108604075|XP_017848833.1|DBUS
OG0009088	LOC6594835|XP_002020530.1|DPER	LOC108601577|XP_033149787.1|DBUS
OG0009089	LOC6602637|XP_002027658.1|DPER	LOC108607075|XP_017853184.1|DBUS
OG0009090	LOC6594908|XP_002020508.1|DPER	LOC108602991|XP_017846874.1|DBUS
OG0009091	LOC6594604|XP_026850289.1|DPER	LOC108602223|XP_017845759.1|DBUS
OG0009092	LOC6588565|XP_002013951.1|DPER	LOC108602190|XP_017845726.2|DBUS
OG0009093	LOC6587435|XP_026851111.1|DPER	LOC108603334|XP_017847548.1|DBUS
OG0009094	LOC6595159|XP_002020286.2|DPER	LOC108601382|XP_017844771.1|DBUS
OG0009095	LOC6595158|XP_026850675.1|DPER, LOC6604545|XP_026839903.1|DPER	LOC108601381|XP_033149909.1|DBUS
OG0009096	LOC6598753|XP_002023787.1|DPER	LOC108602612|XP_017846238.1|DBUS
OG0009097	LOC6598752|XP_002023786.2|DPER	LOC108602651|XP_017846286.1|DBUS
OG0009098	LOC6598658|XP_026843753.1|DPER	LOC108604386|XP_017849331.1|DBUS
OG0009099	LOC6594799|XP_002020480.1|DPER	LOC108604609|XP_017849637.1|DBUS
OG0009100	LOC6596407|XP_002021592.1|DPER	LOC108600459|XP_033149877.1|DBUS
OG0009101	LOC113565636|XP_026843984.1|DPER	LOC108607525|XP_017853931.1|DBUS
OG0009102	LOC6588704|XP_026844966.1|DPER	LOC108608526|XP_017855425.1|DBUS
OG0009103	LOC6589050|XP_002014965.2|DPER	LOC108608205|XP_017854967.1|DBUS
OG0009104	LOC6589084|XP_002014966.2|DPER	LOC108603764|XP_017848342.1|DBUS
OG0009105	LOC6602258|XP_002027288.1|DPER	LOC108601893|XP_017845361.1|DBUS
OG0009106	LOC6588953|XP_026844430.1|DPER	LOC108608319|XP_017855179.2|DBUS
OG0009107	LOC6593644|XP_026843539.1|DPER	LOC108597936|XP_017840044.1|DBUS
OG0009108	LOC6594236|XP_002019970.1|DPER	LOC108602001|XP_017845491.1|DBUS
OG0009109	LOC6589292|XP_002015062.1|DPER	LOC108607867|XP_017854444.1|DBUS
OG0009110	LOC6589821|XP_002014604.1|DPER	LOC108607534|XP_017853903.1|DBUS
OG0009111	LOC113566341|XP_026847394.1|DPER	LOC108598670|XP_017840875.1|DBUS
OG0009112	LOC6589671|XP_026844144.1|DPER	LOC108607927|XP_017854530.1|DBUS
OG0009113	LOC6596635|XP_002021643.1|DPER	LOC108596470|XP_033149904.1|DBUS
OG0009114	LOC113565423|XP_026843161.1|DPER	LOC108600905|XP_017844224.1|DBUS
OG0009115	LOC6589703|XP_002014226.1|DPER, LOC113565874|XP_026845035.1|DPER	LOC108606099|XP_017851434.2|DBUS
OG0009116	LOC6603390|XP_002028359.2|DPER	LOC108594797|XP_017835428.1|DBUS
OG0009117	LOC6596542|XP_002021679.1|DPER	LOC108603487|XP_017847554.2|DBUS
OG0009119	LOC6598104|XP_002023246.2|DPER	LOC108607748|XP_017854265.1|DBUS
OG0009120	LOC6602519|XP_026848845.1|DPER	LOC108598062|XP_033149586.1|DBUS
OG0009121	LOC6591166|XP_002016269.1|DPER	LOC108597079|XP_017838903.1|DBUS
OG0009122	LOC6592408|XP_002018153.2|DPER	LOC108595756|XP_017836535.1|DBUS
OG0009123	LOC6592479|XP_002017921.1|DPER	LOC108595877|XP_017836656.1|DBUS
OG0009124	LOC6593783|XP_026843285.1|DPER	LOC108594848|XP_017835475.1|DBUS
OG0009125	LOC6590596|XP_002015561.1|DPER	LOC108595550|XP_017836297.1|DBUS
OG0009127	LOC6600854|XP_002025991.1|DPER	LOC108596278|XP_017837339.1|DBUS
OG0009128	LOC6591218|XP_002015594.1|DPER	LOC108595788|XP_017836569.1|DBUS
OG0009129	LOC6591183|XP_002015441.1|DPER	LOC108595784|XP_017836565.1|DBUS
OG0009130	LOC6590468|XP_026842821.1|DPER	LOC108595246|XP_017835936.1|DBUS
OG0009131	LOC6591030|XP_002016649.1|DPER	LOC108596790|XP_017838382.1|DBUS
OG0009132	LOC6590076|XP_002015666.2|DPER	LOC108596810|XP_017838414.1|DBUS
OG0009133	LOC6590270|XP_002015473.1|DPER	LOC108594714|XP_017835342.1|DBUS
OG0009135	LOC6592547|XP_026842031.1|DPER	LOC108594646|XP_017835277.1|DBUS
OG0009136	LOC6600950|XP_026842700.1|DPER	LOC108596068|XP_017836951.1|DBUS
OG0009137	LOC6590243|XP_026842004.1|DPER	LOC108597740|XP_017839930.1|DBUS
OG0009138	LOC6590220|XP_002016533.1|DPER	LOC108595835|XP_017836614.1|DBUS
OG0009139	LOC6600858|XP_002025995.1|DPER	LOC108596276|XP_017837337.1|DBUS
OG0009140	LOC6593053|XP_002018465.1|DPER	LOC108595502|XP_017836244.1|DBUS
OG0009141	LOC6591143|XP_026841485.1|DPER	LOC108595495|XP_017836237.1|DBUS
OG0009142	LOC6590907|XP_002015584.1|DPER	LOC108596135|XP_017837091.1|DBUS
OG0009143	LOC6590928|XP_026842716.1|DPER	LOC108594932|XP_017835555.1|DBUS
OG0009144	LOC113565235|XP_026842714.1|DPER	LOC108595783|XP_017836564.1|DBUS
OG0009145	LOC6592231|XP_002018050.1|DPER	LOC108595500|XP_017836241.1|DBUS
OG0009146	LOC6592432|XP_002018005.1|DPER	LOC108597422|XP_017839463.1|DBUS
OG0009147	LOC6601599|XP_002026620.2|DPER	LOC108594996|XP_017835618.1|DBUS
OG0009148	LOC6590325|XP_002016214.2|DPER	LOC108597434|XP_017839481.1|DBUS
OG0009149	LOC6603464|XP_002028434.1|DPER	LOC108595641|XP_033149012.1|DBUS
OG0009150	LOC6592758|XP_002017876.2|DPER	LOC108600034|XP_017842861.1|DBUS
OG0009151	LOC6592820|XP_002017749.2|DPER	LOC108596607|XP_017838027.1|DBUS
OG0009152	LOC6592695|XP_002017732.1|DPER	LOC108596530|XP_017838211.1|DBUS
OG0009153	LOC6591003|XP_002016567.1|DPER	LOC108595603|XP_017836358.1|DBUS
OG0009154	LOC6599024|XP_002024141.1|DPER, LOC6594927|XP_002020024.2|DPER	LOC108604273|XP_017849161.1|DBUS
OG0009155	LOC6590855|XP_002016613.1|DPER	LOC108595479|XP_017836217.1|DBUS
OG0009156	LOC6593470|XP_026843343.1|DPER	LOC108601269|XP_017844320.1|DBUS
OG0009157	LOC6597955|XP_002023158.1|DPER	LOC108598610|XP_017840797.2|DBUS
OG0009158	LOC6601048|XP_026849723.1|DPER	LOC108598714|XP_017840932.1|DBUS
OG0009159	LOC6600206|XP_002025306.1|DPER	LOC108606438|XP_017852039.1|DBUS
OG0009160	LOC6590338|XP_002016295.1|DPER	LOC108607014|XP_017853086.1|DBUS
OG0009161	LOC6597398|XP_026846523.1|DPER	LOC108606775|XP_017852683.1|DBUS
OG0009162	LOC6601421|XP_002026490.1|DPER	LOC108598999|XP_017841265.1|DBUS
OG0009163	LOC6600286|XP_026849057.1|DPER	LOC108601164|XP_017844585.1|DBUS
OG0009164	LOC6595886|XP_026845273.1|DPER	LOC108598602|XP_017840786.2|DBUS
OG0009165	LOC6601475|XP_002026419.2|DPER	LOC108597968|XP_033149605.1|DBUS
OG0009166	LOC6602327|XP_002027341.2|DPER	LOC108597887|XP_017839994.1|DBUS
OG0009167	LOC6601228|XP_002026286.2|DPER	LOC108600282|XP_017843241.1|DBUS
OG0009168	LOC6601229|XP_026848117.1|DPER	LOC108600283|XP_017843242.1|DBUS
OG0009169	LOC6599837|XP_002024856.2|DPER	LOC108599735|XP_017842232.2|DBUS
OG0009170	LOC113566355|XP_026847452.1|DPER	LOC108598893|XP_017841143.1|DBUS
OG0009171	LOC6601012|XP_002026167.1|DPER	LOC108598596|XP_017840779.1|DBUS
OG0009172	LOC6600645|XP_026847544.1|DPER	LOC108600205|XP_017843110.1|DBUS, LOC108598087|XP_017840190.1|DBUS
OG0009173	LOC6599622|XP_002024732.1|DPER	LOC108599838|XP_017842437.1|DBUS
OG0009174	LOC6604207|XP_002029130.2|DPER	LOC108605730|XP_017851014.1|DBUS
OG0009175	LOC6593887|XP_002019182.1|DPER	LOC108607869|XP_017854450.1|DBUS
OG0009176	LOC6595846|XP_002021376.1|DPER	LOC108598781|XP_017841010.2|DBUS
OG0009178	LOC6596961|XP_002022159.1|DPER	LOC108598884|XP_017841134.2|DBUS
OG0009179	LOC6596167|XP_026845410.1|DPER	LOC108599208|XP_017841492.1|DBUS
OG0009180	LOC6601948|XP_002026998.1|DPER	LOC108599056|XP_017841325.1|DBUS
OG0009181	LOC6595985|XP_002021051.1|DPER	LOC108598129|XP_017840236.1|DBUS, LOC108598277|XP_017840383.2|DBUS
OG0009182	LOC6596943|XP_026845213.1|DPER	LOC108598750|XP_033149466.1|DBUS
OG0009183	LOC6602198|XP_002027208.1|DPER	LOC108599232|XP_017841519.1|DBUS
OG0009185	LOC6595769|XP_026845346.1|DPER	LOC108598426|XP_017840541.2|DBUS
OG0009186	LOC6601823|XP_002026889.2|DPER	LOC108598959|XP_017841218.1|DBUS
OG0009187	LOC6587363|XP_002014195.1|DPER	LOC108602363|XP_017845953.1|DBUS
OG0009188	LOC6593048|XP_002017603.1|DPER	LOC108596236|XP_017837264.1|DBUS
OG0009189	LOC6599807|XP_002024907.1|DPER	LOC108598643|XP_017841264.1|DBUS
OG0009190	LOC6601188|XP_002026220.1|DPER	LOC108599260|XP_017841544.2|DBUS
OG0009191	LOC6591131|XP_002016491.2|DPER	LOC108594650|XP_017835281.1|DBUS
OG0009192	LOC6603243|XP_002028229.1|DPER	LOC108596074|XP_017836976.1|DBUS
OG0009193	LOC6598094|XP_026843166.1|DPER	LOC108608063|XP_017854738.2|DBUS
OG0009194	LOC6593799|XP_002019266.1|DPER	LOC108606310|XP_017851843.1|DBUS
OG0009195	LOC6601368|XP_026850090.1|DPER, LOC6597934|XP_002023104.1|DPER	LOC108599024|XP_017841294.1|DBUS
OG0009196	LOC6593618|XP_002018987.2|DPER, LOC6594767|XP_026850633.1|DPER	LOC108598082|XP_033149341.1|DBUS
OG0009197	LOC6602911|XP_002027934.2|DPER, LOC6589623|XP_002014881.2|DPER	LOC108601024|XP_033149575.1|DBUS
OG0009198	LOC6596962|XP_002022160.2|DPER	LOC108598633|XP_017840823.2|DBUS, LOC108599167|XP_017841441.2|DBUS
OG0009199	LOC6599047|XP_026848999.1|DPER	LOC108599211|XP_033149402.1|DBUS
OG0009200	LOC6590523|XP_002016452.2|DPER	LOC108597073|XP_017838892.1|DBUS
OG0009201	LOC6592881|XP_002018548.1|DPER	LOC108597227|XP_017839159.1|DBUS
OG0009202	LOC6601283|XP_002026355.1|DPER	LOC108595873|XP_017836654.1|DBUS
OG0009203	LOC6603142|XP_002028161.1|DPER	LOC108595499|XP_017836240.1|DBUS
OG0009205	LOC6593237|XP_002018358.1|DPER	LOC108594891|XP_017835518.1|DBUS
OG0009206	LOC6590939|XP_002016172.2|DPER	LOC108596619|XP_017838053.1|DBUS
OG0009207	LOC6594237|XP_002019971.1|DPER	LOC108602487|XP_017846100.1|DBUS
OG0009209	LOC6594481|XP_002019747.1|DPER	LOC108602207|XP_017845743.1|DBUS
OG0009210	LOC6592877|XP_002018544.1|DPER	LOC108595573|XP_017836322.1|DBUS
OG0009211	LOC113565498|XP_026843507.1|DPER	LOC108608160|XP_017854906.1|DBUS
OG0009214	LOC113566923|XP_026849937.1|DPER, LOC6603980|XP_026850053.1|DPER, LOC113566926|XP_026849940.1|DPER, LOC113566947|XP_026849988.1|DPER, LOC113566925|XP_026849939.1|DPER, LOC6603901|XP_002028846.2|DPER, LOC6594725|XP_026847636.1|DPER, LOC113566919|XP_026849932.1|DPER	LOC108600053|XP_017842889.1|DBUS
OG0009219	LOC6595028|XP_002019993.2|DPER	LOC108601618|XP_017845006.2|DBUS
OG0009220	LOC6598327|XP_002023388.1|DPER	LOC108607059|XP_017853161.1|DBUS
OG0009221	LOC6589385|XP_026844221.1|DPER	LOC108604238|XP_017849103.1|DBUS
OG0009222	LOC6603548|XP_026845785.1|DPER	LOC108605738|XP_017851023.1|DBUS
OG0009224	LOC6591444|XP_026846265.1|DPER	LOC108601545|XP_017844933.1|DBUS
OG0009226	LOC113566130|XP_026846180.1|DPER	LOC108605990|XP_033150338.1|DBUS
OG0009228	LOC6598157|XP_002023444.2|DPER	LOC108605838|XP_017851135.1|DBUS
OG0009230	LOC113565561|XP_026843679.1|DPER	LOC108594433|XP_017835096.2|DBUS
OG0009231	LOC6597757|XP_026846496.1|DPER	LOC108605106|XP_017850158.1|DBUS
OG0009236	LOC113564928|XP_026840216.1|DPER	LOC108602747|XP_017846393.1|DBUS
OG0009238	LOC6600643|XP_002025653.1|DPER	LOC108598976|XP_017841239.2|DBUS
OG0009239	LOC6603331|XP_002028315.1|DPER	LOC108598474|XP_017840612.1|DBUS
OG0009241	LOC6596424|XP_002021822.1|DPER	LOC108608428|XP_017855285.2|DBUS
OG0009243	LOC113565159|XP_026842125.1|DPER	LOC117134727|XP_033149249.1|DBUS
OG0009245	LOC6594309|XP_002019807.1|DPER	LOC108601429|XP_017844816.1|DBUS
OG0009247	LOC6588509|XP_002014165.2|DPER	LOC108602153|XP_017845675.1|DBUS
OG0009248	LOC6598520|XP_002023559.1|DPER	LOC108607036|XP_017853118.1|DBUS
