Orthogroup	DPER.longest_only	DKIK.longest_only
OG0007172	LOC6596690|XP_002021959.1|DPER	LOC108080369|XP_017030579.1|DKIK
OG0007173	LOC113566084|XP_026845839.1|DPER	LOC108080335|XP_017030523.1|DKIK
OG0007174	LOC6587724|XP_026840161.1|DPER	LOC108083754|XP_017035160.1|DKIK
OG0007175	LOC6595968|XP_002021206.1|DPER	LOC108070387|XP_017016327.1|DKIK
OG0007176	LOC6591881|XP_002017079.1|DPER	LOC108071308|XP_017017503.1|DKIK
OG0007177	LOC6591398|XP_002017173.1|DPER	LOC108075574|XP_017023580.1|DKIK
OG0007178	LOC6594333|XP_026840491.1|DPER	LOC108085435|XP_017037518.1|DKIK
OG0007179	LOC6594396|XP_002019486.1|DPER	LOC108081104|XP_017031589.1|DKIK
OG0007180	LOC6591401|XP_002017176.1|DPER	LOC108075575|XP_017023581.1|DKIK
OG0007181	LOC6597346|XP_026846425.1|DPER	LOC108085779|XP_017038018.1|DKIK
OG0007182	LOC6594553|XP_026850284.1|DPER	LOC108081780|XP_017032485.1|DKIK
OG0007183	LOC6594557|XP_026850256.1|DPER	LOC108081771|XP_017032468.1|DKIK
OG0007184	LOC6594549|XP_002019921.1|DPER	LOC108081762|XP_017032453.1|DKIK
OG0007185	LOC6595513|XP_002020618.1|DPER	LOC108077328|XP_017026105.1|DKIK
OG0007186	LOC6591534|XP_002017318.2|DPER	LOC108071303|XP_017017498.1|DKIK
OG0007187	LOC6591893|XP_002016911.1|DPER	LOC108085873|XP_017038121.1|DKIK
OG0007188	LOC6592071|XP_026848995.1|DPER	LOC108075613|XP_017023635.1|DKIK
OG0007189	LOC6591427|XP_002017485.1|DPER	LOC108073247|XP_017020292.1|DKIK
OG0007190	LOC6594155|XP_002019394.1|DPER	LOC108072012|XP_017018480.1|DKIK
OG0007191	LOC6603358|XP_002028339.2|DPER	LOC108071916|XP_017018363.1|DKIK
OG0007192	LOC6602682|XP_002027692.1|DPER	LOC108075200|XP_017023025.1|DKIK
OG0007193	LOC6602683|XP_026846025.1|DPER	LOC108075198|XP_017023023.1|DKIK
OG0007194	LOC6596906|XP_002021867.1|DPER	LOC108074940|XP_017022661.1|DKIK
OG0007195	LOC6591698|XP_002017269.1|DPER	LOC108080776|XP_017031129.1|DKIK
OG0007196	LOC6587891|XP_026843693.1|DPER	LOC108083977|XP_017035477.1|DKIK
OG0007197	LOC6601964|XP_002027014.1|DPER	LOC108072755|XP_017019516.1|DKIK
OG0007198	LOC6594548|XP_026850374.1|DPER	LOC108081767|XP_017032458.1|DKIK
OG0007199	LOC6594183|XP_002019814.1|DPER	LOC108083186|XP_017034374.1|DKIK
OG0007200	LOC6594724|XP_002019409.1|DPER	LOC108084144|XP_017035679.1|DKIK
OG0007201	LOC6596176|XP_026845498.1|DPER	LOC108082991|XP_017034103.1|DKIK
OG0007202	LOC6599713|XP_002024898.1|DPER	LOC108071536|XP_017017797.1|DKIK
OG0007203	LOC6599714|XP_026847365.1|DPER	LOC108071523|XP_017017781.1|DKIK
OG0007204	LOC113566062|XP_026845771.1|DPER, LOC6603640|XP_026845787.1|DPER	LOC108084718|XP_017036543.1|DKIK
OG0007205	LOC6599717|XP_002024902.1|DPER	LOC108071554|XP_017017822.1|DKIK
OG0007206	LOC6591741|XP_002017093.2|DPER	LOC108072031|XP_017018500.1|DKIK
OG0007207	LOC6591884|XP_002017082.1|DPER	LOC108071309|XP_017017504.1|DKIK
OG0007208	LOC6591429|XP_002017487.1|DPER	LOC108073204|XP_017020210.1|DKIK
OG0007209	LOC6591430|XP_002017488.1|DPER	LOC108073205|XP_017020212.1|DKIK
OG0007210	LOC6594451|XP_026850283.1|DPER	LOC108081776|XP_017032481.1|DKIK
OG0007211	LOC6591600|XP_026847316.1|DPER	LOC108072030|XP_017018499.1|DKIK
OG0007212	LOC6594896|XP_002020496.1|DPER	LOC108085876|XP_017038127.1|DKIK
OG0007213	LOC6590416|XP_002016429.1|DPER	LOC108076408|XP_017024737.1|DKIK
OG0007214	LOC6598968|XP_026847838.1|DPER	LOC108083118|XP_017034272.1|DKIK
OG0007215	LOC6594573|XP_002019824.1|DPER	LOC108085667|XP_017037846.1|DKIK
OG0007216	LOC6595312|XP_026850702.1|DPER	LOC108073670|XP_017020885.1|DKIK
OG0007217	LOC113565095|XP_026841460.1|DPER	LOC108072072|XP_017018564.1|DKIK
OG0007218	LOC6587514|XP_002013530.1|DPER	LOC108083659|XP_017035021.1|DKIK
OG0007219	LOC6591619|XP_026843181.1|DPER	LOC108084238|XP_017035858.1|DKIK
OG0007220	LOC113565741|XP_026844567.1|DPER	LOC108085669|XP_017037849.1|DKIK
OG0007221	LOC6591679|XP_026840011.1|DPER	LOC108085916|XP_017038178.1|DKIK
OG0007222	LOC6587767|XP_026840227.1|DPER	LOC108081157|XP_017031685.1|DKIK
OG0007223	LOC6587973|XP_002013195.1|DPER	LOC108084962|XP_017036867.1|DKIK
OG0007224	LOC6594048|XP_002019871.2|DPER	LOC108075647|XP_017023683.1|DKIK
OG0007225	LOC6594457|XP_002019708.2|DPER	LOC108084098|XP_017035614.1|DKIK
OG0007226	LOC6588166|XP_002014108.2|DPER	LOC108083180|XP_017034364.1|DKIK
OG0007227	LOC6602787|XP_002027801.1|DPER	LOC108083167|XP_017034343.1|DKIK
OG0007228	LOC6602783|XP_002027840.1|DPER	LOC108079914|XP_017029940.1|DKIK
OG0007229	LOC6598797|XP_002023908.1|DPER	LOC108075628|XP_017023654.1|DKIK
OG0007230	LOC6594301|XP_002019799.1|DPER	LOC108084834|XP_017036696.1|DKIK
OG0007231	LOC6591391|XP_002017361.1|DPER	LOC108080473|XP_017030707.1|DKIK
OG0007232	LOC6599681|XP_026847269.1|DPER	LOC108078689|XP_017028126.1|DKIK
OG0007233	LOC113566333|XP_026847348.1|DPER	LOC108078890|XP_017028510.1|DKIK
OG0007234	LOC6603784|XP_002028749.1|DPER	LOC108071887|XP_017018305.1|DKIK
OG0007235	LOC6599888|XP_026847416.1|DPER	LOC108071967|XP_017018432.1|DKIK
OG0007236	LOC6591454|XP_002017475.1|DPER	LOC108084126|XP_017035654.1|DKIK
OG0007237	LOC6588078|XP_002014111.1|DPER	LOC108083183|XP_017034370.1|DKIK
OG0007238	LOC6602555|XP_026846903.1|DPER	LOC108075355|XP_017023253.1|DKIK
OG0007239	LOC6591626|XP_026851176.1|DPER	LOC108080768|XP_017031117.1|DKIK
OG0007240	LOC6591334|XP_002016932.1|DPER	LOC108083208|XP_017034402.1|DKIK
OG0007241	LOC6597574|XP_002022791.1|DPER	LOC108083952|XP_017035447.1|DKIK
OG0007242	LOC6597575|XP_026848864.1|DPER	LOC108083951|XP_017035442.1|DKIK
OG0007243	LOC6599310|XP_026847164.1|DPER	LOC108080287|XP_017030443.1|DKIK
OG0007244	LOC6594255|XP_002019978.1|DPER	LOC108080982|XP_017031396.1|DKIK
OG0007245	LOC6595329|XP_002020456.1|DPER	LOC108073725|XP_017020969.1|DKIK
OG0007246	LOC6598710|XP_002023889.1|DPER	LOC108077706|XP_017026634.1|DKIK
OG0007247	LOC6600893|XP_026841737.1|DPER	LOC108074742|XP_017022403.1|DKIK
OG0007248	LOC6600234|XP_002025212.1|DPER	LOC108079360|XP_017029157.1|DKIK
OG0007249	LOC6597318|XP_026846597.1|DPER	LOC108080084|XP_017030165.1|DKIK
OG0007250	LOC6599220|XP_002024310.1|DPER	LOC108083864|XP_017035340.1|DKIK
OG0007251	LOC6594566|XP_002019585.1|DPER	LOC108085433|XP_017037514.1|DKIK
OG0007252	LOC6587908|XP_026840108.1|DPER	LOC108084113|XP_017035632.1|DKIK
OG0007253	LOC6596021|XP_002020971.1|DPER	LOC108078817|XP_017028389.1|DKIK
OG0007254	LOC6594311|XP_026850248.1|DPER	LOC108084844|XP_017036707.1|DKIK
OG0007255	LOC6597366|XP_026846423.1|DPER	LOC108085228|XP_017037255.1|DKIK
OG0007256	LOC6591399|XP_002017174.1|DPER	LOC108075576|XP_017023582.1|DKIK
OG0007257	LOC6591684|XP_002017321.1|DPER	LOC108085624|XP_017037785.1|DKIK
OG0007258	LOC6591536|XP_026840021.1|DPER	LOC108085625|XP_017037786.1|DKIK
OG0007259	LOC6596657|XP_026845848.1|DPER	LOC108080078|XP_017030154.1|DKIK
OG0007260	LOC6596134|XP_002021098.1|DPER	LOC108073854|XP_017021125.1|DKIK
OG0007261	LOC6591306|XP_002016129.1|DPER	LOC108072899|XP_017019711.1|DKIK
OG0007262	LOC6600446|XP_026848415.1|DPER	LOC108080309|XP_017030478.1|DKIK
OG0007263	LOC6603341|XP_002028325.1|DPER	LOC108075333|XP_017023232.1|DKIK
OG0007264	LOC6601123|XP_026849704.1|DPER	LOC108084801|XP_017036647.1|DKIK
OG0007265	LOC6600149|XP_002025232.1|DPER	LOC108076522|XP_017024924.1|DKIK
OG0007266	LOC6594957|XP_026840341.1|DPER	LOC108084197|XP_017035789.1|DKIK
OG0007267	LOC6594307|XP_002019805.1|DPER	LOC108084851|XP_017036719.1|DKIK
OG0007268	LOC6590058|XP_002016390.2|DPER	LOC108082459|XP_017033324.1|DKIK
OG0007269	LOC6596676|XP_026845899.1|DPER	LOC108075973|XP_017024113.1|DKIK
OG0007270	LOC6587342|XP_026851255.1|DPER	LOC108075720|XP_017023747.1|DKIK
OG0007271	LOC6592108|XP_002017291.1|DPER	LOC108081044|XP_017031503.1|DKIK
OG0007272	LOC6602788|XP_026847772.1|DPER	LOC108083086|XP_017034221.1|DKIK
OG0007273	LOC6594420|XP_026850234.1|DPER	LOC108084888|XP_017036773.1|DKIK
OG0007274	LOC6598649|XP_002023830.1|DPER	LOC108084316|XP_017035968.1|DKIK
OG0007275	LOC113566766|XP_026849619.1|DPER	LOC108080544|XP_017030840.1|DKIK
OG0007276	LOC6601944|XP_002026994.1|DPER	LOC108080523|XP_017030808.1|DKIK
OG0007277	LOC6596197|XP_026845504.1|DPER	LOC108083252|XP_017034448.1|DKIK
OG0007278	LOC6602994|XP_026849440.1|DPER	LOC108078834|XP_017028413.1|DKIK
OG0007279	LOC6602993|XP_026849503.1|DPER	LOC108078784|XP_017028324.1|DKIK
OG0007280	LOC6602992|XP_026849469.1|DPER	LOC108085822|XP_017038062.1|DKIK
OG0007281	LOC6591775|XP_002017136.1|DPER	LOC108081248|XP_017031821.1|DKIK
OG0007282	LOC6591776|XP_002017137.1|DPER	LOC108081247|XP_017031820.1|DKIK
OG0007283	LOC6591672|XP_002016887.1|DPER	LOC108085890|XP_017038144.1|DKIK
OG0007284	LOC6587299|XP_002013853.1|DPER	LOC108083920|XP_017035404.1|DKIK
OG0007285	LOC6597675|XP_002022829.2|DPER	LOC108079272|XP_017029055.1|DKIK
OG0007286	LOC6597674|XP_002022828.1|DPER	LOC108083485|XP_017034772.1|DKIK
OG0007287	LOC6589103|XP_002015036.1|DPER	LOC108079070|XP_017028776.1|DKIK
OG0007288	LOC6600034|XP_026849119.1|DPER	LOC108079957|XP_017030006.1|DKIK
OG0007289	LOC6603074|XP_002028116.1|DPER	LOC108079156|XP_017028893.1|DKIK
OG0007290	LOC6594188|XP_002019819.1|DPER	LOC108083218|XP_017034417.1|DKIK
OG0007291	LOC6597502|XP_002022650.2|DPER	LOC108079411|XP_017029227.1|DKIK
OG0007292	LOC6602849|XP_026845884.1|DPER	LOC108082954|XP_017034058.1|DKIK
OG0007293	LOC6591916|XP_026848790.1|DPER	LOC108078816|XP_017028390.1|DKIK
OG0007294	LOC6591637|XP_026839959.1|DPER	LOC108084250|XP_017035877.1|DKIK
OG0007295	LOC6594242|XP_002019976.1|DPER	LOC108080960|XP_017031363.1|DKIK
OG0007296	LOC6587588|XP_026844640.1|DPER	LOC108070688|XP_017016754.1|DKIK
OG0007297	LOC6591346|XP_002017454.1|DPER	LOC108075476|XP_017023418.1|DKIK
OG0007298	LOC6591402|XP_002017177.1|DPER	LOC108075557|XP_017023555.1|DKIK
OG0007299	LOC6591985|XP_002017210.1|DPER	LOC108081257|XP_017031838.1|DKIK
OG0007300	LOC6591687|XP_026842338.1|DPER	LOC108085650|XP_017037828.1|DKIK
OG0007301	LOC6588244|XP_002014131.1|DPER	LOC108085417|XP_017037473.1|DKIK
OG0007302	LOC6591989|XP_026845760.1|DPER	LOC108075580|XP_017023586.1|DKIK
OG0007303	LOC6599168|XP_002024359.1|DPER	LOC108075188|XP_017023012.1|DKIK
OG0007304	LOC6598121|XP_026843224.1|DPER	LOC108077452|XP_017026263.1|DKIK
OG0007305	LOC6598933|XP_002024120.1|DPER	LOC108080688|XP_017031014.1|DKIK
OG0007306	LOC6598934|XP_002024121.2|DPER	LOC108080687|XP_017031011.1|DKIK
OG0007307	LOC6594177|XP_026847354.1|DPER	LOC108080872|XP_017031264.1|DKIK
OG0007308	LOC6587441|XP_002013066.2|DPER	LOC108083668|XP_017035031.1|DKIK
OG0007309	LOC6591648|XP_026845623.1|DPER	LOC108072154|XP_017018686.1|DKIK
OG0007310	LOC6591645|XP_026850794.1|DPER	LOC108072163|XP_017018697.1|DKIK
OG0007311	LOC6591660|XP_026840484.1|DPER	LOC108073213|XP_017020229.1|DKIK
OG0007312	LOC6590704|XP_026842002.1|DPER	LOC108076323|XP_017024595.1|DKIK
OG0007313	LOC6598356|XP_002023431.1|DPER	LOC108083541|XP_017034874.1|DKIK
OG0007314	LOC6596890|XP_026845862.1|DPER	LOC108083598|XP_017034952.1|DKIK
OG0007315	LOC6600787|XP_026848693.1|DPER	LOC108085964|XP_017038251.1|DKIK
OG0007316	LOC6594629|XP_002019475.1|DPER	LOC108077649|XP_017026591.1|DKIK
OG0007317	LOC6588169|XP_002014151.1|DPER	LOC108073226|XP_017020252.1|DKIK
OG0007318	LOC6587736|XP_026850775.1|DPER	LOC108073222|XP_017020245.1|DKIK
OG0007319	LOC6596174|XP_002021167.1|DPER	LOC108083138|XP_017034308.1|DKIK
OG0007320	LOC113565676|XP_026844220.1|DPER	LOC108085904|XP_017038162.1|DKIK
OG0007321	LOC6600136|XP_002025253.2|DPER	LOC108083564|XP_017034908.1|DKIK
OG0007322	LOC6596665|XP_026845994.1|DPER	LOC108079982|XP_017030041.1|DKIK
OG0007323	LOC6602751|XP_026847726.1|DPER	LOC108076004|XP_017024148.1|DKIK
OG0007324	LOC6591718|XP_002017411.1|DPER	LOC108075497|XP_017023448.1|DKIK
OG0007325	LOC6594885|XP_002020004.1|DPER	LOC108084248|XP_017035874.1|DKIK
OG0007326	LOC6591709|XP_026841997.1|DPER	LOC108075495|XP_017023444.1|DKIK
OG0007327	LOC113566407|XP_026847641.1|DPER	LOC108079841|XP_017029833.1|DKIK
OG0007328	LOC6587671|XP_002014055.2|DPER	LOC108080911|XP_017031304.1|DKIK
OG0007329	LOC6591524|XP_002017072.1|DPER	LOC108071359|XP_017017590.1|DKIK
OG0007330	LOC6599264|XP_002024259.2|DPER	LOC108083497|XP_017034787.1|DKIK
OG0007331	LOC6598149|XP_002023486.1|DPER	LOC108083830|XP_017035290.1|DKIK
OG0007332	LOC6602633|XP_026846735.1|DPER	LOC108079946|XP_017029981.1|DKIK
OG0007333	LOC6592027|XP_002017299.1|DPER	LOC108070679|XP_017016741.1|DKIK
OG0007334	LOC6596384|XP_002021537.1|DPER	LOC108077444|XP_017026252.1|DKIK
OG0007335	LOC6602718|XP_026849458.1|DPER	LOC108078873|XP_017028483.1|DKIK
OG0007336	LOC6603236|XP_002028212.1|DPER	LOC108084637|XP_017036413.1|DKIK, LOC108080515|XP_017030783.1|DKIK
OG0007337	LOC6601400|XP_026847885.1|DPER	LOC108077540|XP_017026419.1|DKIK
OG0007338	LOC6601069|XP_002026093.2|DPER	LOC108073764|XP_017021019.1|DKIK
OG0007339	LOC6591488|XP_002017382.1|DPER	LOC108081115|XP_017031606.1|DKIK
OG0007340	LOC6594254|XP_026850318.1|DPER	LOC108084812|XP_017036660.1|DKIK
OG0007341	LOC6591343|XP_026847471.1|DPER	LOC108075606|XP_017023626.1|DKIK
OG0007342	LOC6587529|XP_002013642.1|DPER	LOC108070724|XP_017016810.1|DKIK
OG0007343	LOC6592000|XP_026840065.1|DPER	LOC108073192|XP_017020193.1|DKIK
OG0007344	LOC6595617|XP_002020692.1|DPER	LOC108074393|XP_017021907.1|DKIK
OG0007345	LOC6591999|XP_002016824.1|DPER	LOC108073194|XP_017020197.1|DKIK
OG0007346	LOC6599731|XP_002024836.1|DPER	LOC108078652|XP_017028069.1|DKIK
OG0007347	LOC6602861|XP_026845118.1|DPER	LOC108079191|XP_017028937.1|DKIK
OG0007348	LOC6602883|XP_002027893.2|DPER	LOC108079187|XP_017028933.1|DKIK
OG0007349	LOC6602884|XP_002027894.2|DPER	LOC108079180|XP_017028920.1|DKIK
OG0007350	LOC6600705|XP_002025820.1|DPER	LOC108085068|XP_017037023.1|DKIK
OG0007351	LOC6601975|XP_002027022.1|DPER	LOC108072780|XP_017019549.1|DKIK
OG0007352	LOC6592219|XP_002018489.2|DPER	LOC108078176|XP_017027329.1|DKIK
OG0007353	LOC6591816|XP_002017237.1|DPER	LOC108084345|XP_017035996.1|DKIK
OG0007354	LOC6597566|XP_002022783.1|DPER	LOC108083586|XP_017034934.1|DKIK
OG0007355	LOC6588277|XP_026839955.1|DPER	LOC108085424|XP_017037496.1|DKIK
OG0007356	LOC6592842|XP_026841146.1|DPER	LOC108078124|XP_017027236.1|DKIK
OG0007357	LOC6592037|XP_026840236.1|DPER	LOC108081022|XP_017031461.1|DKIK
OG0007358	LOC6592102|XP_002017036.2|DPER	LOC108081225|XP_017031791.1|DKIK
OG0007359	LOC6587873|XP_026840115.1|DPER	LOC108083973|XP_017035472.1|DKIK
OG0007360	LOC6588343|XP_002012921.2|DPER	LOC108075535|XP_017023522.1|DKIK
OG0007361	LOC6602756|XP_026847727.1|DPER	LOC108076045|XP_017024193.1|DKIK
OG0007362	LOC6593812|XP_002019059.1|DPER	LOC108082693|XP_017033687.1|DKIK
OG0007363	LOC6596722|XP_002022045.2|DPER	LOC108080553|XP_017030846.1|DKIK
OG0007364	LOC6596811|XP_026846008.1|DPER	LOC108080296|XP_017030454.1|DKIK
OG0007365	LOC6596827|XP_002022063.2|DPER	LOC108080398|XP_017030614.1|DKIK
OG0007366	LOC6594049|XP_026850287.1|DPER	LOC108084325|XP_017035976.1|DKIK
OG0007367	LOC6601883|XP_026849340.1|DPER	LOC108072640|XP_017019358.1|DKIK
OG0007368	LOC6594186|XP_026850430.1|DPER	LOC108084886|XP_017036771.1|DKIK
OG0007369	LOC6594530|XP_002019422.1|DPER	LOC108085446|XP_017037545.1|DKIK
OG0007370	LOC6592763|XP_026841989.1|DPER	LOC108078108|XP_017027201.1|DKIK
OG0007371	LOC6594846|XP_026839957.1|DPER	LOC108075752|XP_017023796.1|DKIK
OG0007372	LOC6594697|XP_002019624.1|DPER	LOC108072136|XP_017018664.1|DKIK
OG0007373	LOC6600401|XP_002025456.2|DPER	LOC108071161|XP_017017333.1|DKIK
OG0007374	LOC6599952|XP_002025029.1|DPER	LOC108071772|XP_017018107.1|DKIK
OG0007375	LOC6597302|XP_002022443.1|DPER	LOC108074938|XP_017022658.1|DKIK
OG0007376	LOC6602860|XP_026845111.1|DPER	LOC108079207|XP_017028959.1|DKIK
OG0007377	LOC6587774|XP_002013274.1|DPER	LOC108084472|XP_017036175.1|DKIK
OG0007378	LOC6603922|XP_026846553.1|DPER	LOC108083845|XP_017035312.1|DKIK
OG0007379	LOC6597758|XP_002022889.1|DPER	LOC108080538|XP_017030830.1|DKIK
OG0007380	LOC6596737|XP_026845823.1|DPER	LOC108080531|XP_017030819.1|DKIK
OG0007381	LOC6597762|XP_002022893.1|DPER	LOC108080513|XP_017030779.1|DKIK
OG0007382	LOC6600177|XP_026846730.1|DPER	LOC108083430|XP_017034674.1|DKIK
OG0007383	LOC6604604|XP_026846039.1|DPER, LOC6596848|XP_026845949.1|DPER	LOC108085763|XP_017037993.1|DKIK
OG0007384	LOC6600181|XP_002025280.1|DPER	LOC108083433|XP_017034677.1|DKIK
OG0007385	LOC6602620|XP_002027647.1|DPER	LOC108079938|XP_017029971.1|DKIK
OG0007386	LOC6597827|XP_026846558.1|DPER	LOC108076121|XP_017024339.1|DKIK
OG0007388	LOC6603502|XP_002028481.1|DPER	LOC108084532|XP_017036261.1|DKIK
OG0007389	LOC6593539|XP_002018726.1|DPER	LOC108081532|XP_017032239.1|DKIK
OG0007390	LOC113565955|XP_026845181.1|DPER	LOC108083523|XP_017034843.1|DKIK
OG0007391	LOC6594673|XP_002019851.1|DPER	LOC108073398|XP_017020478.1|DKIK
OG0007392	LOC6600233|XP_026846620.1|DPER	LOC108080339|XP_017030528.1|DKIK
OG0007393	LOC6592119|XP_026840129.1|DPER	LOC108073237|XP_017020276.1|DKIK
OG0007394	LOC6600445|XP_026848436.1|DPER	LOC108080307|XP_017030470.1|DKIK
OG0007395	LOC6599427|XP_026847180.1|DPER	LOC108080153|XP_017030280.1|DKIK
OG0007396	LOC6591397|XP_002017172.1|DPER	LOC108075563|XP_017023567.1|DKIK
OG0007397	LOC6602651|XP_002027680.2|DPER	LOC108077320|XP_017026097.1|DKIK
OG0007398	LOC6591095|XP_002016127.1|DPER	LOC108072966|XP_017019886.1|DKIK
OG0007399	LOC6597303|XP_026846446.1|DPER	LOC108074943|XP_017022663.1|DKIK
OG0007400	LOC6600434|XP_002025539.1|DPER	LOC108084623|XP_017036404.1|DKIK
OG0007401	LOC6599317|XP_026847104.1|DPER	LOC108079995|XP_017030050.1|DKIK
OG0007402	LOC6594231|XP_002019898.1|DPER	LOC108084377|XP_017036052.1|DKIK
OG0007403	LOC6594228|XP_026850376.1|DPER	LOC108084348|XP_017036000.1|DKIK
OG0007404	LOC6594056|XP_026850393.1|DPER	LOC108084368|XP_017036038.1|DKIK
OG0007405	LOC6591882|XP_002017080.1|DPER	LOC108071307|XP_017017502.1|DKIK
OG0007406	LOC6594712|XP_002019567.1|DPER	LOC108081142|XP_017031669.1|DKIK
OG0007407	LOC6588830|XP_002014262.2|DPER	LOC108074432|XP_017021963.1|DKIK
OG0007408	LOC6601497|XP_026848009.1|DPER	LOC108085549|XP_017037674.1|DKIK
OG0007409	LOC6588912|XP_026844205.1|DPER	LOC108077145|XP_017025854.1|DKIK
OG0007410	LOC6599358|XP_002024481.2|DPER	LOC108083873|XP_017035351.1|DKIK
OG0007411	LOC6600089|XP_002025181.1|DPER	LOC108084645|XP_017036425.1|DKIK
OG0007412	LOC6602635|XP_002027657.1|DPER	LOC108079947|XP_017029991.1|DKIK
OG0007413	LOC6590611|XP_026842406.1|DPER	LOC108085140|XP_017037148.1|DKIK
OG0007414	LOC6588684|XP_002015212.1|DPER	LOC108080393|XP_017030610.1|DKIK
OG0007415	LOC6597023|XP_002022115.2|DPER	LOC108083376|XP_017034611.1|DKIK
OG0007416	LOC6603228|XP_026845452.1|DPER	LOC108080516|XP_017030784.1|DKIK
OG0007417	LOC6597554|XP_026848911.1|DPER	LOC108071235|XP_017017407.1|DKIK
OG0007418	LOC6592668|XP_002018392.1|DPER	LOC108073017|XP_017019964.1|DKIK
OG0007419	LOC6587245|XP_026840573.1|DPER	LOC108077786|XP_017026776.1|DKIK
OG0007420	LOC6593221|XP_002018481.1|DPER	LOC108078259|XP_017027486.1|DKIK
OG0007421	LOC6599997|XP_026849116.1|DPER	LOC108071685|XP_017017978.1|DKIK
OG0007422	LOC6596865|XP_026845858.1|DPER	LOC108085751|XP_017037976.1|DKIK
OG0007423	LOC6600046|XP_002025061.2|DPER	LOC108083835|XP_017035301.1|DKIK
OG0007424	LOC6598979|XP_026847859.1|DPER	LOC108083090|XP_017034227.1|DKIK
OG0007425	LOC6602355|XP_026848480.1|DPER	LOC108083243|XP_017034438.1|DKIK
OG0007426	LOC6597256|XP_002022450.2|DPER	LOC108071803|XP_017018183.1|DKIK
OG0007427	LOC6602613|XP_002027640.1|DPER	LOC108076077|XP_017024277.1|DKIK
OG0007428	LOC6597587|XP_026848931.1|DPER	LOC108083442|XP_017034687.1|DKIK
OG0007429	LOC6601642|XP_026841459.1|DPER	LOC108085168|XP_017037189.1|DKIK
OG0007430	LOC6603572|XP_026847997.1|DPER	LOC108071518|XP_017017776.1|DKIK
OG0007431	LOC6589101|XP_002015034.1|DPER	LOC108077172|XP_017025897.1|DKIK
OG0007432	LOC6603443|XP_002028397.1|DPER	LOC108072658|XP_017019384.1|DKIK
OG0007433	LOC6600686|XP_026845147.1|DPER	LOC108083488|XP_017034775.1|DKIK
OG0007434	LOC6602829|XP_026847938.1|DPER	LOC108073961|XP_017021287.1|DKIK
OG0007435	LOC6602799|XP_026847749.1|DPER	LOC108073971|XP_017021303.1|DKIK
OG0007436	LOC6601839|XP_002026870.1|DPER	LOC108075094|XP_017022866.1|DKIK
OG0007437	LOC6597113|XP_002022270.2|DPER	LOC108072720|XP_017019468.1|DKIK
OG0007438	LOC6603348|XP_026848074.1|DPER	LOC108083055|XP_017034173.1|DKIK
OG0007439	LOC6599350|XP_002024506.1|DPER	LOC108079285|XP_017029071.1|DKIK
OG0007440	LOC6597796|XP_026846601.1|DPER	LOC108074211|XP_017021639.1|DKIK
OG0007441	LOC6601560|XP_026842009.1|DPER	LOC108082536|XP_017033460.1|DKIK
OG0007442	LOC6594306|XP_002019804.1|DPER	LOC108084849|XP_017036717.1|DKIK
OG0007443	LOC113565041|XP_026840894.1|DPER	LOC108076390|XP_017024716.1|DKIK
OG0007444	LOC6591204|XP_002016194.1|DPER	LOC108076419|XP_017024749.1|DKIK
OG0007445	LOC6591205|XP_002016195.1|DPER	LOC108076418|XP_017024747.1|DKIK
OG0007446	LOC6589713|XP_026844452.1|DPER	LOC108082812|XP_017033860.1|DKIK
OG0007447	LOC6588852|XP_002014907.1|DPER	LOC108074278|XP_017021743.1|DKIK
OG0007448	LOC6592828|XP_002017680.1|DPER	LOC108078486|XP_017027858.1|DKIK
OG0007449	LOC6600651|XP_026847580.1|DPER	LOC108073778|XP_017021034.1|DKIK
OG0007450	LOC113565577|XP_026843807.1|DPER	LOC108081392|XP_017032039.1|DKIK
OG0007451	LOC6601863|XP_002026912.1|DPER	LOC108083657|XP_017035017.1|DKIK
OG0007452	LOC6601864|XP_002026913.2|DPER	LOC108083656|XP_017035016.1|DKIK
OG0007453	LOC113566448|XP_026847840.1|DPER	LOC108073954|XP_017021269.1|DKIK
OG0007454	LOC6596062|XP_026845201.1|DPER	LOC108083101|XP_017034247.1|DKIK
OG0007455	LOC6592708|XP_002018510.1|DPER	LOC108076622|XP_017025037.1|DKIK
OG0007456	LOC6599290|XP_002024255.2|DPER	LOC108083446|XP_017034699.1|DKIK
OG0007457	LOC6601014|XP_002026136.2|DPER	LOC108073949|XP_017021254.1|DKIK
OG0007458	LOC6597924|XP_002023096.1|DPER	LOC108074645|XP_017022287.1|DKIK
OG0007459	LOC6587856|XP_026839918.1|DPER	LOC108083675|XP_017035041.1|DKIK
OG0007460	LOC6591209|XP_002016199.1|DPER	LOC108078277|XP_017027518.1|DKIK
OG0007461	LOC6595993|XP_026845291.1|DPER	LOC108075239|XP_017023084.1|DKIK
OG0007462	LOC6595989|XP_002021010.1|DPER	LOC108074018|XP_017021374.1|DKIK
OG0007463	LOC6595988|XP_026845300.1|DPER	LOC108074017|XP_017021373.1|DKIK
OG0007464	LOC6595997|XP_026845293.1|DPER	LOC108074992|XP_017022712.1|DKIK
OG0007465	LOC6602199|XP_026848002.1|DPER	LOC108070447|XP_017016415.1|DKIK
OG0007466	LOC6600918|XP_026842021.1|DPER	LOC108073080|XP_017020035.1|DKIK
OG0007467	LOC6600810|XP_002025981.2|DPER	LOC108076517|XP_017024914.1|DKIK
OG0007468	LOC6590836|XP_002016507.1|DPER	LOC108076511|XP_017024906.1|DKIK
