Orthogroup	DPER.longest_only	DALB.longest_only
OG0008688	LOC6600146|XP_002025263.1|DPER	LOC117578331|XP_034119687.1|DALB
OG0008689	LOC6594318|XP_002019361.1|DPER	LOC117575810|XP_034116093.1|DALB
OG0008690	LOC6593750|XP_026843738.1|DPER	LOC117563506|XP_034097771.1|DALB
OG0008691	LOC6604228|XP_026847763.1|DPER	LOC117571040|XP_034108899.1|DALB
OG0008692	LOC6598365|XP_002023440.2|DPER	LOC117577794|XP_034118611.1|DALB
OG0008694	LOC6601729|XP_002026787.1|DPER	LOC117564528|XP_034099243.1|DALB
OG0008695	LOC6603168|XP_002028164.1|DPER	LOC117569366|XP_034106389.1|DALB
OG0008697	LOC6601888|XP_002026937.1|DPER	LOC117572141|XP_034110671.1|DALB
OG0008698	LOC6598454|XP_002023545.1|DPER	LOC117578131|XP_034119225.1|DALB
OG0008700	LOC6594411|XP_002019675.1|DPER	LOC117575194|XP_034115199.1|DALB
OG0008703	LOC6601917|XP_002026966.1|DPER	LOC117567687|XP_034103702.1|DALB
OG0008704	LOC6588901|XP_002014986.2|DPER	LOC117564855|XP_034099684.1|DALB
OG0008705	LOC6593688|XP_026843761.1|DPER	LOC117566069|XP_034101420.1|DALB
OG0008707	LOC6598117|XP_026843260.1|DPER	LOC117573308|XP_034112307.1|DALB
OG0008708	LOC6599109|XP_002024410.1|DPER	LOC117565490|XP_034100488.1|DALB
OG0008709	LOC6587939|XP_002014083.1|DPER	LOC117576709|XP_034117616.1|DALB
OG0008711	LOC6594357|XP_026850241.1|DPER	LOC117574330|XP_034114030.1|DALB
OG0008712	LOC6601352|XP_002026411.2|DPER	LOC117566400|XP_034101804.1|DALB
OG0008714	LOC6589160|XP_002014891.1|DPER	LOC117564737|XP_034099516.1|DALB
OG0008715	LOC6588459|XP_002013202.1|DPER	LOC117574562|XP_034114324.1|DALB
OG0008716	LOC6591996|XP_026844458.1|DPER	LOC117574573|XP_034114340.1|DALB
OG0008717	LOC6599843|XP_026847278.1|DPER	LOC117570354|XP_034107815.1|DALB
OG0008718	LOC6593043|XP_002017598.1|DPER	LOC117567532|XP_034103469.1|DALB
OG0008721	LOC113565934|XP_026845094.1|DPER	LOC117565126|XP_034099986.1|DALB
OG0008722	LOC6594281|XP_026851201.1|DPER	LOC117575394|XP_034115462.1|DALB
OG0008723	LOC6599606|XP_002024696.1|DPER	LOC117568444|XP_034105005.1|DALB
OG0008724	LOC6589274|XP_002014452.1|DPER	LOC117564824|XP_034099639.1|DALB
OG0008725	LOC6593266|XP_002017917.1|DPER	LOC117566568|XP_034102001.1|DALB
OG0008726	LOC6591098|XP_002016253.2|DPER	LOC117569250|XP_034106215.1|DALB
OG0008727	LOC6587218|XP_026844438.1|DPER	LOC117574752|XP_034114584.1|DALB
OG0008728	LOC6598632|XP_002023844.1|DPER	LOC117574529|XP_034114282.1|DALB
OG0008729	LOC6601759|XP_002026834.1|DPER	LOC117577923|XP_034118810.1|DALB
OG0008730	LOC6602614|XP_002027641.1|DPER	LOC117573928|XP_034113344.1|DALB
OG0008731	LOC6588522|XP_026851234.1|DPER	LOC117576253|XP_034116771.1|DALB
OG0008732	LOC6602244|XP_026843180.1|DPER	LOC117563324|XP_034097478.1|DALB
OG0008734	LOC6591319|XP_002017548.2|DPER	LOC117573487|XP_034112605.1|DALB
OG0008735	LOC6593239|XP_002018360.1|DPER	LOC117571105|XP_034108977.1|DALB
OG0008736	LOC6592825|XP_002017754.1|DPER	LOC117567825|XP_034103958.1|DALB
OG0008737	LOC6594284|XP_002019610.2|DPER	LOC117573800|XP_034113099.1|DALB
OG0008738	LOC6593653|XP_002019240.1|DPER	LOC117563620|XP_034097911.1|DALB
OG0008739	LOC6601840|XP_002026871.1|DPER	LOC117571151|XP_034109049.1|DALB
OG0008740	LOC6600947|XP_002026018.2|DPER	LOC117570816|XP_034108567.1|DALB
OG0008741	LOC6592835|XP_026842726.1|DPER	LOC117567292|XP_034103054.1|DALB
OG0008742	LOC6596219|XP_026845246.1|DPER	LOC117567086|XP_034102733.1|DALB
OG0008743	LOC6593057|XP_002018469.1|DPER	LOC117566930|XP_034102443.1|DALB
OG0008744	LOC6591021|XP_002016373.1|DPER	LOC117570451|XP_034108002.1|DALB
OG0008745	LOC6600661|XP_002025739.2|DPER	LOC117572343|XP_034110988.1|DALB
OG0008746	LOC6594447|XP_026850348.1|DPER	LOC117576789|XP_034117733.1|DALB
OG0008747	LOC6601151|XP_026848151.1|DPER	LOC117568979|XP_034105830.1|DALB
OG0008748	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER	LOC117564054|XP_034098566.1|DALB
OG0008749	LOC6589732|XP_002015136.1|DPER	LOC117566074|XP_034101444.1|DALB
OG0008750	LOC6589022|XP_026844141.1|DPER	LOC117564166|XP_034098724.1|DALB
OG0008752	LOC6594280|XP_026851246.1|DPER	LOC117574540|XP_034114295.1|DALB
OG0008753	LOC6599002|XP_002024070.1|DPER, LOC6599006|XP_002024074.1|DPER	LOC117568435|XP_034104990.1|DALB
OG0008755	LOC6587499|XP_002013064.2|DPER	LOC117574453|XP_034114181.1|DALB
OG0008756	LOC6588341|XP_002013964.1|DPER	LOC117576306|XP_034116852.1|DALB
OG0008757	LOC6588296|XP_002013792.2|DPER	LOC117576301|XP_034116846.1|DALB
OG0008758	LOC6595603|XP_026843987.1|DPER	LOC117565950|XP_034101228.1|DALB
OG0008759	LOC6589845|XP_026844251.1|DPER	LOC117563727|XP_034098086.1|DALB
OG0008760	LOC6596630|XP_002021638.2|DPER	LOC117564385|XP_034098996.1|DALB
OG0008761	LOC6591100|XP_002016254.1|DPER, LOC6593513|XP_002019204.1|DPER	LOC117578404|XP_034097283.1|DALB
OG0008762	LOC6589984|XP_002015736.1|DPER	LOC117569599|XP_034106725.1|DALB
OG0008763	LOC6593570|XP_026844601.1|DPER	LOC117564511|XP_034099221.1|DALB
OG0008764	LOC113565453|XP_026843276.1|DPER, LOC6598003|XP_002023228.2|DPER, LOC113565405|XP_026843093.1|DPER	LOC117563793|XP_034098214.1|DALB
OG0008765	LOC6603453|XP_002028445.1|DPER	LOC117570440|XP_034107988.1|DALB
OG0008766	LOC6589359|XP_026844665.1|DPER	LOC117565761|XP_034100919.1|DALB
OG0008767	LOC6592884|XP_002018551.1|DPER	LOC117568926|XP_034105728.1|DALB
OG0008768	LOC6601299|XP_026841604.1|DPER	LOC117572388|XP_034111051.1|DALB
OG0008769	LOC6601621|XP_002026657.1|DPER	LOC117569248|XP_034106213.1|DALB
OG0008770	LOC6589971|XP_002015607.2|DPER, LOC6594914|XP_002020122.1|DPER	LOC117571196|XP_034109129.1|DALB
OG0008771	LOC6591041|XP_002016633.2|DPER, LOC6591039|XP_002016631.1|DPER	LOC117567255|XP_034102995.1|DALB
OG0008772	LOC6593056|XP_002018468.1|DPER	LOC117570599|XP_034108233.1|DALB
OG0008773	LOC6590321|XP_026842280.1|DPER	LOC117572147|XP_034110678.1|DALB
OG0008774	LOC6593112|XP_002018341.2|DPER	LOC117570843|XP_034108615.1|DALB
OG0008776	LOC6590755|XP_002016147.1|DPER	LOC117570256|XP_034107660.1|DALB
OG0008777	LOC6590777|XP_026841686.1|DPER	LOC117568104|XP_034104387.1|DALB
OG0008778	LOC6601294|XP_026841587.1|DPER	LOC117567448|XP_034103351.1|DALB
OG0008779	LOC6598575|XP_002023638.1|DPER	LOC117578151|XP_034119260.1|DALB
OG0008780	LOC6591978|XP_002017022.1|DPER	LOC117571422|XP_034109456.1|DALB
OG0008781	LOC6600030|XP_026849229.1|DPER	LOC117564817|XP_034099633.1|DALB, LOC117564776|XP_034099569.1|DALB
OG0008782	LOC6602713|XP_026849452.1|DPER	LOC117572190|XP_034110735.1|DALB
OG0008783	LOC6590445|XP_002015872.1|DPER	LOC117571735|XP_034109945.1|DALB
OG0008784	LOC6601792|XP_002026851.1|DPER	LOC117570487|XP_034108067.1|DALB
OG0008785	LOC113567105|XP_026850083.1|DPER, LOC113567103|XP_026850081.1|DPER, LOC113567104|XP_026850082.1|DPER, LOC6604536|XP_002029425.2|DPER	LOC117564632|XP_034099382.1|DALB
OG0008786	LOC6596547|XP_002021684.2|DPER, LOC6596548|XP_026843624.1|DPER	LOC117564569|XP_034099295.1|DALB
OG0008787	LOC113566445|XP_026847822.1|DPER	LOC117569216|XP_034106181.1|DALB
OG0008788	LOC6602931|XP_026848847.1|DPER	LOC117568722|XP_034105431.1|DALB, LOC117569876|XP_034107105.1|DALB
OG0008789	LOC6599546|XP_026849422.1|DPER	LOC117571240|XP_034109184.1|DALB, LOC117571442|XP_034109477.1|DALB
OG0008790	LOC6590324|XP_026840587.1|DPER	LOC117572776|XP_034111763.1|DALB
OG0008791	LOC6590287|XP_002016344.1|DPER	LOC117571519|XP_034109582.1|DALB
OG0008792	LOC6601612|XP_002026648.1|DPER	LOC117571536|XP_034109616.1|DALB
OG0008793	LOC6603173|XP_002028166.1|DPER	LOC117572675|XP_034111595.1|DALB, LOC117567424|XP_034103310.1|DALB, LOC117566742|XP_034102177.1|DALB, LOC117566741|XP_034102176.1|DALB, LOC117567425|XP_034103311.1|DALB, LOC117567421|XP_034103308.1|DALB, LOC117567423|XP_034103309.1|DALB
OG0008794	LOC6588882|XP_002015335.1|DPER	LOC117576016|XP_034116413.1|DALB, LOC117568189|XP_034104537.1|DALB
OG0008795	LOC6591623|XP_026846414.1|DPER	LOC117575713|XP_034115939.1|DALB
OG0008796	LOC6591327|XP_002016925.1|DPER, LOC6592067|XP_002016923.1|DPER	LOC117575097|XP_034115089.1|DALB, LOC117574811|XP_034114669.1|DALB, LOC117574776|XP_034114615.1|DALB
OG0008797	LOC6588228|XP_002012915.2|DPER	LOC117575918|XP_034116263.1|DALB, LOC117576311|XP_034116856.1|DALB
OG0008805	LOC6597432|XP_026846565.1|DPER	LOC117578197|XP_034119411.1|DALB
OG0008806	LOC6602850|XP_002027871.1|DPER	LOC117564448|XP_034099120.1|DALB
OG0008807	LOC6598137|XP_026846290.1|DPER	LOC117577661|XP_034118439.1|DALB
OG0008808	LOC6600775|XP_026845174.1|DPER	LOC117577767|XP_034118569.1|DALB
OG0008809	LOC6595277|XP_026840851.1|DPER	LOC117575556|XP_034115707.1|DALB
OG0008811	LOC6594819|XP_026843871.1|DPER	LOC117575476|XP_034115600.1|DALB
OG0008813	LOC6587898|XP_002013732.2|DPER	LOC117573797|XP_034113096.1|DALB
OG0008816	LOC6600535|XP_002025722.1|DPER	LOC117572284|XP_034110881.1|DALB
OG0008819	LOC6593242|XP_002018363.1|DPER	LOC117570814|XP_034108565.1|DALB
OG0008820	LOC6589550|XP_026843910.1|DPER	LOC117565925|XP_034101189.1|DALB
OG0008821	LOC6603793|XP_026846625.1|DPER	LOC117574919|XP_034114862.1|DALB
OG0008824	LOC6590166|XP_026842030.1|DPER	LOC117566494|XP_034101924.1|DALB
OG0008825	LOC6595905|XP_002021444.1|DPER	LOC117566533|XP_034101964.1|DALB
OG0008829	LOC6600702|XP_002025866.1|DPER	LOC117574152|XP_034113725.1|DALB
OG0008830	LOC6601746|XP_026847034.1|DPER	LOC117574005|XP_034113473.1|DALB
OG0008831	LOC6600449|XP_026848417.1|DPER	LOC117569517|XP_034106604.1|DALB
OG0008832	LOC6600448|XP_026848393.1|DPER	LOC117563852|XP_034098274.1|DALB
OG0008833	LOC6598159|XP_026846295.1|DPER	LOC117572968|XP_034111820.1|DALB
OG0008834	LOC113565960|XP_026845192.1|DPER	LOC117575489|XP_034115615.1|DALB
OG0008835	LOC113564906|XP_026840036.1|DPER	LOC117576992|XP_034118069.1|DALB, LOC117576991|XP_034118067.1|DALB, LOC117576234|XP_034116743.1|DALB
OG0008836	LOC6590006|XP_026842487.1|DPER	LOC117570329|XP_034107768.1|DALB
OG0008837	LOC6590935|XP_026842715.1|DPER	LOC117571964|XP_034110354.1|DALB
OG0008838	LOC6588921|XP_002014483.1|DPER	LOC117565409|XP_034100385.1|DALB
OG0008839	LOC6590200|XP_002015831.1|DPER	LOC117569830|XP_034107046.1|DALB
OG0008840	LOC6596436|XP_002021617.1|DPER	LOC117565785|XP_034100952.1|DALB
OG0008841	LOC113566618|XP_026848854.1|DPER	LOC117569099|XP_034106007.1|DALB
OG0008842	LOC6592563|XP_002018245.2|DPER	LOC117566621|XP_034102052.1|DALB
OG0008843	LOC6601065|XP_002026089.1|DPER	LOC117570058|XP_034107384.1|DALB
OG0008845	LOC6596413|XP_002021598.1|DPER	LOC117565383|XP_034100351.1|DALB
OG0008846	LOC6589287|XP_002014274.2|DPER	LOC117571388|XP_034109398.1|DALB
OG0008847	LOC6591830|XP_002016980.1|DPER	LOC117575643|XP_034115814.1|DALB
OG0008848	LOC6592620|XP_002018496.2|DPER	LOC117568188|XP_034104536.1|DALB
OG0008849	LOC113566620|XP_026848888.1|DPER	LOC117576730|XP_034117648.1|DALB
OG0008850	LOC6593183|XP_002017898.1|DPER	LOC117566562|XP_034101995.1|DALB
OG0008851	LOC6596623|XP_002021631.1|DPER	LOC117564340|XP_034098939.1|DALB, LOC117564338|XP_034098936.1|DALB
OG0008852	LOC6591086|XP_026842853.1|DPER	LOC117569571|XP_034106685.1|DALB
OG0008854	LOC6589377|XP_002015049.2|DPER	LOC117565817|XP_034101008.1|DALB
OG0008855	LOC6599218|XP_026848266.1|DPER	LOC117565566|XP_034100633.1|DALB
OG0008856	LOC6602008|XP_002027036.1|DPER	LOC117573099|XP_034111902.1|DALB
OG0008857	LOC6597138|XP_002022326.1|DPER	LOC117571415|XP_034109446.1|DALB
OG0008858	LOC6591609|XP_002017104.1|DPER	LOC117567538|XP_034103474.1|DALB
OG0008859	LOC6602812|XP_002027814.2|DPER	LOC117567515|XP_034103450.1|DALB
OG0008860	LOC6594975|XP_002020494.1|DPER	LOC117573309|XP_034112304.1|DALB
OG0008861	LOC6592210|XP_002017770.1|DPER	LOC117568808|XP_034105560.1|DALB
OG0008862	LOC6591322|XP_026845585.1|DPER	LOC117576644|XP_034117468.1|DALB
OG0008863	LOC113565557|XP_026843671.1|DPER	LOC117564485|XP_034099181.1|DALB
OG0008864	LOC6592590|XP_002018072.2|DPER	LOC117570889|XP_034108677.1|DALB
OG0008865	LOC6595449|XP_026844208.1|DPER	LOC117565484|XP_034100477.1|DALB
OG0008866	LOC6595574|XP_026844391.1|DPER	LOC117563679|XP_034097997.1|DALB
OG0008867	LOC6598360|XP_002023435.1|DPER	LOC117566446|XP_034101871.1|DALB
OG0008868	LOC6593020|XP_002018261.2|DPER	LOC117568306|XP_034104743.1|DALB
OG0008869	LOC6596171|XP_002021148.1|DPER	LOC117568678|XP_034105373.1|DALB
OG0008870	LOC113566471|XP_026848004.1|DPER	LOC117571356|XP_034109356.1|DALB
OG0008871	LOC6601518|XP_026848010.1|DPER	LOC117567280|XP_034103037.1|DALB
OG0008872	LOC6595414|XP_002020887.1|DPER	LOC117564257|XP_034098849.1|DALB
OG0008873	LOC6588357|XP_026842613.1|DPER, LOC113565469|XP_026843369.1|DPER, LOC6593728|XP_002019106.2|DPER	LOC117563529|XP_034097799.1|DALB
OG0008874	LOC6590529|XP_002016398.1|DPER	LOC117571514|XP_034109578.1|DALB
OG0008875	LOC6592220|XP_002018490.1|DPER	LOC117572691|XP_034111633.1|DALB
OG0008876	LOC6602001|XP_026846796.1|DPER	LOC117573206|XP_034112094.1|DALB
OG0008877	LOC6595970|XP_026845354.1|DPER	LOC117568539|XP_034105148.1|DALB
OG0008878	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER	LOC117563440|XP_034097667.1|DALB
OG0008879	LOC6592621|XP_026842538.1|DPER	LOC117569396|XP_034106423.1|DALB
OG0008880	LOC6596917|XP_026845500.1|DPER	LOC117576567|XP_034117297.1|DALB
OG0008881	LOC6601304|XP_002026342.1|DPER	LOC117570657|XP_034108333.1|DALB
OG0008882	LOC6588918|XP_002014480.2|DPER	LOC117563707|XP_034098045.1|DALB, LOC117563702|XP_034098036.1|DALB
OG0008883	LOC6592146|XP_002017282.1|DPER	LOC117576442|XP_034117096.1|DALB
OG0008884	LOC6592009|XP_002017437.1|DPER	LOC117574849|XP_034114739.1|DALB
OG0008885	LOC6598061|XP_002023154.2|DPER	LOC117563596|XP_034097875.1|DALB
OG0008886	LOC6601627|XP_002026630.2|DPER	LOC117568710|XP_034105415.1|DALB
OG0008887	LOC6592554|XP_002017932.1|DPER	LOC117570567|XP_034108190.1|DALB
OG0008888	LOC6601487|XP_002026547.2|DPER	LOC117567054|XP_034102673.1|DALB
OG0008889	LOC6601618|XP_002026654.2|DPER	LOC117571535|XP_034109615.1|DALB
OG0008891	LOC6599724|XP_026847258.1|DPER	LOC117567569|XP_034103527.1|DALB
OG0008892	LOC6592744|XP_026841222.1|DPER	LOC117570826|XP_034108581.1|DALB
OG0008893	LOC6599594|XP_002024714.1|DPER	LOC117567304|XP_034103080.1|DALB
OG0008895	LOC6594319|XP_026840186.1|DPER	LOC117575804|XP_034116082.1|DALB
OG0008897	LOC6594153|XP_026842480.1|DPER	LOC117576683|XP_034117570.1|DALB
OG0008898	LOC6590533|XP_026841855.1|DPER	LOC117570274|XP_034107681.1|DALB
OG0008899	LOC6589402|XP_002015291.1|DPER	LOC117566122|XP_034101489.1|DALB
OG0008900	LOC6589445|XP_026844401.1|DPER	LOC117563234|XP_034097328.1|DALB
OG0008901	LOC6595955|XP_002021083.2|DPER	LOC117569169|XP_034106126.1|DALB
OG0008902	LOC6602011|XP_026846854.1|DPER	LOC117573151|XP_034111994.1|DALB
OG0008903	LOC6589525|XP_002015048.1|DPER	LOC117565819|XP_034101010.1|DALB
OG0008904	LOC6590289|XP_026840615.1|DPER	LOC117566545|XP_034101977.1|DALB
OG0008905	LOC6602004|XP_026846902.1|DPER	LOC117573089|XP_034111877.1|DALB
OG0008906	LOC113566667|XP_026849089.1|DPER	LOC117568880|XP_034105671.1|DALB
OG0008907	LOC6592122|XP_002016829.2|DPER	LOC117573314|XP_034112313.1|DALB
OG0008908	LOC6594514|XP_002019497.2|DPER	LOC117576243|XP_034116753.1|DALB
OG0008909	LOC6594770|XP_002020084.1|DPER	LOC117573395|XP_034112489.1|DALB
OG0008910	LOC6595029|XP_002019994.2|DPER	LOC117576318|XP_034116866.1|DALB
OG0008911	LOC6588456|XP_002013199.2|DPER	LOC117574928|XP_034114870.1|DALB
OG0008912	LOC113564907|XP_026840039.1|DPER	LOC117575216|XP_034115233.1|DALB
OG0008913	LOC113567365|XP_026850746.1|DPER	LOC117574803|XP_034114659.1|DALB
OG0008914	LOC6587289|XP_002013671.1|DPER	LOC117574757|XP_034114592.1|DALB
OG0008915	LOC6591440|XP_002016963.1|DPER	LOC117576181|XP_034116661.1|DALB
OG0008916	LOC6589174|XP_026844926.1|DPER	LOC117563218|XP_034097298.1|DALB, LOC117564949|XP_034099795.1|DALB
OG0008917	LOC6589186|XP_002015010.2|DPER	LOC117565330|XP_034100267.1|DALB
OG0008919	LOC6589672|XP_026844270.1|DPER	LOC117564142|XP_034098695.1|DALB
OG0008921	LOC6593983|XP_002019025.1|DPER	LOC117565947|XP_034101225.1|DALB
OG0008923	LOC6590070|XP_026841896.1|DPER	LOC117570116|XP_034107470.1|DALB
OG0008924	LOC6592482|XP_026842713.1|DPER	LOC117569678|XP_034106817.1|DALB
OG0008925	LOC6592324|XP_002018558.1|DPER	LOC117567092|XP_034102763.1|DALB
OG0008926	LOC6600837|XP_002025931.1|DPER	LOC117570416|XP_034107933.1|DALB
OG0008927	LOC6601298|XP_026841150.1|DPER	LOC117567631|XP_034103621.1|DALB
OG0008928	LOC6591141|XP_002015564.1|DPER	LOC117569447|XP_034106501.1|DALB
OG0008929	LOC6590491|XP_002015760.1|DPER	LOC117570405|XP_034107920.1|DALB
OG0008930	LOC6588666|XP_002013615.1|DPER	LOC117573454|XP_034112567.1|DALB
OG0008931	LOC6592788|XP_002018439.1|DPER	LOC117571546|XP_034109630.1|DALB
OG0008932	LOC6592280|XP_002018421.1|DPER	LOC117568854|XP_034105625.1|DALB
OG0008933	LOC6593011|XP_002018463.1|DPER	LOC117569189|XP_034106149.1|DALB
OG0008934	LOC6597195|XP_002022340.1|DPER	LOC117571423|XP_034109453.1|DALB
OG0008935	LOC6590903|XP_026840788.1|DPER	LOC117571468|XP_034109512.1|DALB
OG0008936	LOC6590204|XP_026841308.1|DPER	LOC117571331|XP_034109313.1|DALB
OG0008937	LOC6592204|XP_026841301.1|DPER	LOC117569203|XP_034106162.1|DALB
OG0008938	LOC6592760|XP_002017878.1|DPER	LOC117571470|XP_034109514.1|DALB
OG0008939	LOC6589952|XP_026841785.1|DPER	LOC117568945|XP_034105774.1|DALB
OG0008940	LOC6601620|XP_026841466.1|DPER	LOC117567656|XP_034103659.1|DALB
OG0008941	LOC6597545|XP_026848949.1|DPER	LOC117566119|XP_034101487.1|DALB
OG0008942	LOC6598587|XP_026846286.1|DPER, LOC113566146|XP_026846285.1|DPER, LOC6604420|XP_026846347.1|DPER	LOC117572492|XP_034111237.1|DALB
OG0008943	LOC6599904|XP_002025017.1|DPER	LOC117577558|XP_034118284.1|DALB
OG0008944	LOC6600397|XP_026848418.1|DPER	LOC117577385|XP_034118188.1|DALB
OG0008945	LOC6596861|XP_026845990.1|DPER	LOC117570055|XP_034107413.1|DALB
OG0008946	LOC6598284|XP_002023307.2|DPER	LOC117575179|XP_034115183.1|DALB
OG0008947	LOC6596680|XP_026845953.1|DPER	LOC117571126|XP_034109022.1|DALB
OG0008948	LOC6596850|XP_026845917.1|DPER	LOC117578107|XP_034119178.1|DALB
OG0008949	LOC6599467|XP_002024616.1|DPER	LOC117567836|XP_034103975.1|DALB
OG0008950	LOC6598581|XP_002023644.1|DPER	LOC117576602|XP_034117393.1|DALB
OG0008951	LOC6599769|XP_026847392.1|DPER	LOC117572076|XP_034110555.1|DALB
OG0008952	LOC6598501|XP_002023589.1|DPER	LOC117570104|XP_034107454.1|DALB
OG0008953	LOC6596144|XP_026845568.1|DPER	LOC117568206|XP_034104567.1|DALB
OG0008955	LOC6595950|XP_002021078.1|DPER	LOC117570896|XP_034108690.1|DALB
OG0008956	LOC6600644|XP_002025654.2|DPER	LOC117571696|XP_034109881.1|DALB
OG0008957	LOC113565986|XP_026845372.1|DPER	LOC117568368|XP_034104858.1|DALB
OG0008958	LOC6595770|XP_002021351.2|DPER	LOC117571023|XP_034108874.1|DALB
OG0008959	LOC6596027|XP_002021026.1|DPER	LOC117569107|XP_034106016.1|DALB
OG0008960	LOC6595936|XP_026845554.1|DPER	LOC117572464|XP_034111197.1|DALB
OG0008962	LOC6598162|XP_002023449.1|DPER, LOC6594855|XP_002020063.1|DPER	LOC117568038|XP_034104278.1|DALB
OG0008963	LOC6598448|XP_026848703.1|DPER, LOC6598449|XP_002023576.1|DPER	LOC117572474|XP_034111217.1|DALB
OG0008964	LOC6596728|XP_002021944.1|DPER	LOC117577834|XP_034118666.1|DALB, LOC117577877|XP_034118726.1|DALB
OG0008965	LOC6589016|XP_026844898.1|DPER	LOC117563539|XP_034097809.1|DALB
OG0008966	LOC6602441|XP_002027476.1|DPER	LOC117563943|XP_034098406.1|DALB, LOC117563945|XP_034098407.1|DALB, LOC117563947|XP_034098409.1|DALB, LOC117563822|XP_034098242.1|DALB, LOC117563825|XP_034098244.1|DALB, LOC117563942|XP_034098405.1|DALB
OG0008968	LOC6595692|XP_002020718.1|DPER	LOC117564574|XP_034099306.1|DALB
OG0008969	LOC6595628|XP_002020702.2|DPER	LOC117565402|XP_034100378.1|DALB
OG0008970	LOC6595681|XP_002020707.1|DPER, LOC6595627|XP_002020701.1|DPER	LOC117564369|XP_034098977.1|DALB, LOC117564494|XP_034099199.1|DALB
OG0008971	LOC6596321|XP_002021459.1|DPER, LOC113566724|XP_026849424.1|DPER	LOC117571349|XP_034109348.1|DALB
OG0008972	LOC6601649|XP_026847621.1|DPER	LOC117568413|XP_034104945.1|DALB, LOC117568577|XP_034105196.1|DALB, LOC117568433|XP_034104986.1|DALB
OG0008973	LOC6597051|XP_026845609.1|DPER	LOC117571373|XP_034109379.1|DALB
OG0008985	LOC6599814|XP_002024914.1|DPER	LOC117568765|XP_034105494.1|DALB
OG0008989	LOC6598582|XP_002023645.2|DPER	LOC117576590|XP_034117371.1|DALB
OG0008990	LOC113566322|XP_026847267.1|DPER	LOC117571738|XP_034109946.1|DALB
OG0008991	LOC113565742|XP_026844581.1|DPER	LOC117575950|XP_034116304.1|DALB
OG0008992	LOC6592004|XP_002016730.2|DPER	LOC117575677|XP_034115856.1|DALB
OG0008993	LOC6598873|XP_026847800.1|DPER	LOC117568343|XP_034104820.1|DALB
OG0008994	LOC6588763|XP_002014848.1|DPER	LOC117565963|XP_034101250.1|DALB
OG0008995	LOC6601325|XP_002026376.1|DPER	LOC117571364|XP_034109366.1|DALB
OG0008996	LOC6597700|XP_002022881.1|DPER	LOC117574371|XP_034114099.1|DALB
OG0008997	LOC6598152|XP_002023489.1|DPER	LOC117578006|XP_034118995.1|DALB
OG0008999	LOC6597471|XP_026849280.1|DPER	LOC117573251|XP_034112214.1|DALB
OG0009000	LOC6596907|XP_002021868.2|DPER	LOC117565693|XP_034100819.1|DALB, LOC117572587|XP_034111366.1|DALB
OG0009002	LOC113565461|XP_026843317.1|DPER	LOC117573639|XP_034112840.1|DALB
OG0009003	LOC6596800|XP_002021880.1|DPER	LOC117571466|XP_034109510.1|DALB
OG0009005	LOC6602239|XP_002027269.1|DPER	LOC117563329|XP_034097484.1|DALB
OG0009006	LOC6595075|XP_002020339.1|DPER	LOC117573566|XP_034112744.1|DALB
OG0009007	LOC6602999|XP_002028026.1|DPER	LOC117569637|XP_034106767.1|DALB
OG0009008	LOC6594525|XP_002019467.1|DPER	LOC117576191|XP_034116674.1|DALB
OG0009009	LOC6603309|XP_026849880.1|DPER	LOC117572752|XP_034111727.1|DALB
OG0009010	LOC6601209|XP_026848068.1|DPER	LOC117569507|XP_034106581.1|DALB
OG0009011	LOC6601890|XP_026849384.1|DPER	LOC117572112|XP_034110624.1|DALB
OG0009012	LOC6593207|XP_002018036.1|DPER	LOC117569863|XP_034107087.1|DALB
OG0009013	LOC6600221|XP_002025219.1|DPER	LOC117577242|XP_034118124.1|DALB
OG0009014	LOC6599715|XP_002024900.2|DPER	LOC117571645|XP_034109771.1|DALB
OG0009015	LOC6597139|XP_002022327.1|DPER	LOC117571417|XP_034109448.1|DALB
OG0009016	LOC6599850|XP_002024999.1|DPER	LOC117568995|XP_034105861.1|DALB
OG0009017	LOC6603377|XP_002028363.1|DPER	LOC117564666|XP_034099420.1|DALB
OG0009018	LOC6602014|XP_002027042.1|DPER	LOC117573142|XP_034111969.1|DALB
OG0009019	LOC6602009|XP_026846887.1|DPER	LOC117573098|XP_034111891.1|DALB
OG0009020	LOC6588495|XP_026850274.1|DPER	LOC117574029|XP_034113513.1|DALB
OG0009021	LOC6591980|XP_002017024.1|DPER	LOC117576612|XP_034117407.1|DALB
OG0009022	LOC6587389|XP_002013864.1|DPER	LOC117575928|XP_034116278.1|DALB
OG0009023	LOC6587710|XP_002014072.1|DPER	LOC117574962|XP_034114917.1|DALB
OG0009024	LOC6595278|XP_026850609.1|DPER	LOC117576224|XP_034116726.1|DALB
OG0009025	LOC6598723|XP_002023870.1|DPER	LOC117573738|XP_034113007.1|DALB
OG0009026	LOC6587220|XP_002013513.2|DPER	LOC117575280|XP_034115312.1|DALB
OG0009027	LOC113565046|XP_026840968.1|DPER	LOC117571315|XP_034109285.1|DALB
OG0009028	LOC6599776|XP_002024863.1|DPER	LOC117569140|XP_034106061.1|DALB
OG0009029	LOC6589742|XP_002014240.2|DPER	LOC117565381|XP_034100346.1|DALB
