Orthogroup	DPER.longest_only	DEUG.longest_only
OG0009445	LOC6598387|XP_002023510.2|DPER	LOC108102895|XP_017063589.1|DEUG
OG0009446	LOC6599897|XP_026849175.1|DPER	LOC108110311|XP_017074810.1|DEUG
OG0009447	LOC6599180|XP_026848300.1|DPER	LOC108102978|XP_017063776.1|DEUG
OG0009448	LOC6600681|XP_002025754.2|DPER, LOC6595737|XP_002020771.1|DPER	LOC108105387|XP_017067420.1|DEUG
OG0009449	LOC6600671|XP_026848687.1|DPER	LOC108103170|XP_017064045.1|DEUG
OG0009450	LOC6598486|XP_026846202.1|DPER	LOC108118161|XP_017086212.1|DEUG
OG0009451	LOC6589288|XP_002014275.1|DPER	LOC108102481|XP_017062983.1|DEUG
OG0009452	LOC6597823|XP_002022955.1|DPER, LOC6597793|XP_002022925.1|DPER	LOC108103672|XP_017064720.1|DEUG
OG0009453	LOC6594881|XP_002020000.1|DPER	LOC108115622|XP_017082659.1|DEUG
OG0009454	LOC6595796|XP_002021308.2|DPER	LOC108108472|XP_017072020.1|DEUG
OG0009455	LOC6598537|XP_002023733.2|DPER	LOC108110303|XP_017074800.1|DEUG
OG0009456	LOC6603085|XP_026847124.1|DPER	LOC108103204|XP_017064082.1|DEUG
OG0009457	LOC6602764|XP_002027775.1|DPER	LOC108110401|XP_017074953.1|DEUG
OG0009458	LOC6602759|XP_002027788.2|DPER	LOC108105455|XP_017067542.1|DEUG
OG0009459	LOC6602178|XP_026848029.1|DPER	LOC108104694|XP_017066394.1|DEUG
OG0009460	LOC6602949|XP_026848771.1|DPER	LOC108108240|XP_017071697.1|DEUG
OG0009461	LOC6604011|XP_026848856.1|DPER	LOC108108149|XP_017071568.1|DEUG
OG0009462	LOC6599525|XP_026849418.1|DPER	LOC108102859|XP_017063550.1|DEUG
OG0009463	LOC6601656|XP_002026751.2|DPER	LOC108114238|XP_017080603.1|DEUG
OG0009464	LOC6601413|XP_026847892.1|DPER	LOC108114041|XP_017080278.1|DEUG
OG0009465	LOC113566462|XP_026847915.1|DPER	LOC108108651|XP_017072243.1|DEUG
OG0009466	LOC6597159|XP_002022364.2|DPER	LOC108104915|XP_017066752.1|DEUG
OG0009467	LOC6599728|XP_002024833.2|DPER	LOC108107700|XP_017070793.1|DEUG
OG0009468	LOC6599502|XP_026849551.1|DPER	LOC108108203|XP_017071647.1|DEUG
OG0009469	LOC6601459|XP_002026426.1|DPER	LOC108107922|XP_017071233.1|DEUG
OG0009470	LOC6603946|XP_026849401.1|DPER	LOC108107662|XP_017070738.1|DEUG
OG0009471	LOC6589329|XP_002014354.2|DPER	LOC108110511|XP_017075080.1|DEUG
OG0009472	LOC6604036|XP_026848080.1|DPER	LOC108107689|XP_017070782.1|DEUG
OG0009473	LOC6591823|XP_002016973.2|DPER	LOC108114052|XP_017080295.1|DEUG
OG0009474	LOC6601037|XP_026849755.1|DPER	LOC108102850|XP_017063536.1|DEUG
OG0009475	LOC6602502|XP_002027547.2|DPER	LOC108108288|XP_017071780.1|DEUG
OG0009476	LOC6600559|XP_026847498.1|DPER	LOC108114176|XP_017080470.1|DEUG
OG0009477	LOC113566358|XP_026847457.1|DPER	LOC108114265|XP_017080651.1|DEUG
OG0009478	LOC6599702|XP_002024955.1|DPER	LOC108114096|XP_017080344.1|DEUG
OG0009479	LOC6588838|XP_026844099.1|DPER	LOC108111295|XP_017076178.1|DEUG
OG0009480	LOC6602175|XP_026847987.1|DPER	LOC108109798|XP_017073995.1|DEUG
OG0009481	LOC6599686|XP_002024789.2|DPER	LOC108107699|XP_017070792.1|DEUG
OG0009482	LOC6601503|XP_026848031.1|DPER	LOC108108559|XP_017072131.1|DEUG
OG0009483	LOC6601505|XP_026848015.1|DPER	LOC108108447|XP_017071990.1|DEUG
OG0009484	LOC6591832|XP_002017200.1|DPER	LOC108111474|XP_017076435.1|DEUG
OG0009485	LOC6601027|XP_002026149.2|DPER	LOC108102867|XP_017063562.1|DEUG
OG0009486	LOC6601026|XP_002026148.1|DPER	LOC108102868|XP_017063563.1|DEUG
OG0009487	LOC113565991|XP_026845385.1|DPER	LOC108114061|XP_017080303.1|DEUG
OG0009488	LOC6597080|XP_002022255.1|DPER	LOC108104255|XP_017065693.1|DEUG
OG0009489	LOC6599017|XP_002024085.1|DPER	LOC108108641|XP_017072231.1|DEUG
OG0009490	LOC6592431|XP_002018004.2|DPER	LOC108106293|XP_017068751.1|DEUG
OG0009491	LOC6603328|XP_002028314.1|DPER	LOC108108728|XP_017072354.1|DEUG
OG0009492	LOC6603432|XP_002028410.1|DPER	LOC108116749|XP_017084257.1|DEUG
OG0009493	LOC6603268|XP_026848170.1|DPER	LOC108116778|XP_017084302.1|DEUG
OG0009494	LOC6603258|XP_002028245.1|DPER	LOC108116785|XP_017084321.1|DEUG
OG0009495	LOC6601805|XP_026848561.1|DPER	LOC108114367|XP_017080806.1|DEUG
OG0009496	LOC6595772|XP_002021352.1|DPER	LOC108108696|XP_017072290.1|DEUG
OG0009497	LOC6588601|XP_002013633.2|DPER	LOC108111652|XP_017076672.1|DEUG, LOC108111691|XP_017076765.1|DEUG
OG0009498	LOC6601827|XP_026849335.1|DPER	LOC108114361|XP_017080798.1|DEUG
OG0009499	LOC6601843|XP_026848499.1|DPER	LOC108114504|XP_017081012.1|DEUG
OG0009500	LOC6601857|XP_002026906.1|DPER	LOC108114066|XP_017080310.1|DEUG
OG0009501	LOC6597045|XP_002022205.1|DPER	LOC108118184|XP_017086231.1|DEUG
OG0009502	LOC6594461|XP_002019712.1|DPER	LOC108105610|XP_017067778.1|DEUG
OG0009503	LOC6588735|XP_026844489.1|DPER	LOC108113408|XP_017079452.1|DEUG
OG0009504	LOC6598716|XP_026850867.1|DPER	LOC108109977|XP_017074291.1|DEUG
OG0009505	LOC6593926|XP_002018687.1|DPER	LOC108106921|XP_017069659.1|DEUG
OG0009506	LOC113566612|XP_026848841.1|DPER	LOC108108356|XP_017071886.1|DEUG
OG0009507	LOC6600570|XP_002025688.1|DPER	LOC108104732|XP_017066458.1|DEUG
OG0009508	LOC6603376|XP_002028362.1|DPER	LOC108111239|XP_017076130.1|DEUG
OG0009509	LOC6589932|XP_026842877.1|DPER	LOC108113384|XP_017079445.1|DEUG
OG0009510	LOC6600399|XP_002025454.1|DPER, LOC6600405|XP_002025460.1|DPER	LOC108110046|XP_017074411.1|DEUG
OG0009511	LOC6598239|XP_002023409.2|DPER	LOC108116808|XP_017084345.1|DEUG
OG0009512	LOC6596822|XP_002022058.2|DPER	LOC108103540|XP_017064558.1|DEUG
OG0009513	LOC6598446|XP_002023573.1|DPER	LOC108105334|XP_017067316.1|DEUG
OG0009515	LOC6589259|XP_002015285.2|DPER	LOC108106867|XP_017069600.1|DEUG
OG0009516	LOC6596785|XP_026845958.1|DPER, LOC6603769|XP_026845959.1|DPER, LOC6595733|XP_026844474.1|DPER	LOC108103518|XP_017064518.1|DEUG
OG0009517	LOC6593917|XP_026843814.1|DPER	LOC108106971|XP_017069773.1|DEUG
OG0009518	LOC6601389|XP_026847914.1|DPER	LOC108114086|XP_017080330.1|DEUG
OG0009519	LOC6599526|XP_026849405.1|DPER	LOC108102769|XP_017063415.1|DEUG
OG0009520	LOC6598652|XP_002023770.2|DPER	LOC108115772|XP_017082831.1|DEUG
OG0009521	LOC113566405|XP_026847638.1|DPER	LOC108107679|XP_017070756.1|DEUG
OG0009522	LOC6590676|XP_002015417.1|DPER	LOC108107217|XP_017070123.1|DEUG
OG0009523	LOC6592632|XP_002018131.1|DPER	LOC108113039|XP_017078960.1|DEUG
OG0009524	LOC6590709|XP_002015993.1|DPER	LOC108112993|XP_017078893.1|DEUG, LOC108112995|XP_017078894.1|DEUG
OG0009525	LOC6593001|XP_002018453.1|DPER	LOC108106314|XP_017068773.1|DEUG
OG0009526	LOC6593000|XP_026842755.1|DPER	LOC108106322|XP_017068782.1|DEUG
OG0009527	LOC6592878|XP_002018545.1|DPER	LOC108113267|XP_017079304.1|DEUG
OG0009528	LOC6593175|XP_002018109.1|DPER	LOC108113370|XP_017079427.1|DEUG
OG0009529	LOC6591091|XP_026842315.1|DPER	LOC108112537|XP_017077952.1|DEUG
OG0009530	LOC6592376|XP_002017998.1|DPER	LOC108106238|XP_017068653.1|DEUG
OG0009531	LOC113565089|XP_026841448.1|DPER	LOC108106318|XP_017068776.1|DEUG
OG0009532	LOC6592416|XP_002018061.1|DPER	LOC108113227|XP_017079253.1|DEUG
OG0009533	LOC6589958|XP_026840711.1|DPER	LOC108108916|XP_017072656.1|DEUG
OG0009534	LOC6591240|XP_002016686.1|DPER	LOC108108950|XP_017072693.1|DEUG
OG0009535	LOC6590311|XP_002015856.2|DPER	LOC108112151|XP_017077388.1|DEUG
OG0009536	LOC6591873|XP_026851157.1|DPER	LOC108111719|XP_017076759.1|DEUG
OG0009537	LOC6588079|XP_002012879.1|DPER	LOC108117535|XP_017085524.1|DEUG
OG0009538	LOC6594889|XP_002019986.2|DPER	LOC108109032|XP_017072819.1|DEUG
OG0009539	LOC6594361|XP_002019953.1|DPER	LOC108110260|XP_017074737.1|DEUG
OG0009540	LOC113564887|XP_026839906.1|DPER, LOC113564885|XP_026839898.1|DPER	LOC108115951|XP_017083077.1|DEUG
OG0009542	LOC6595310|XP_026848510.1|DPER	LOC108111466|XP_017076426.1|DEUG
OG0009543	LOC6592068|XP_002016924.1|DPER	LOC108113563|XP_017079645.1|DEUG, LOC108113567|XP_017079648.1|DEUG
OG0009544	LOC6595035|XP_002020362.1|DPER, LOC6595290|XP_026849264.1|DPER, LOC113566697|XP_026849256.1|DPER, LOC6604373|XP_002029276.1|DPER, LOC113566698|XP_026849272.1|DPER	LOC108112931|XP_017078815.1|DEUG
OG0009545	LOC6598200|XP_026846239.1|DPER	LOC108111336|XP_017076250.1|DEUG
OG0009546	LOC113567459|XP_026851218.1|DPER	LOC108116824|XP_017084363.1|DEUG
OG0009549	LOC6599041|XP_002024158.2|DPER	LOC108108412|XP_017071954.1|DEUG, LOC108108411|XP_017071953.1|DEUG
OG0009560	LOC6598366|XP_002023441.1|DPER	LOC108103458|XP_017064441.1|DEUG
OG0009562	LOC6589496|XP_026844518.1|DPER	LOC108115431|XP_017082357.1|DEUG
OG0009563	LOC6595799|XP_002021311.1|DPER	LOC108114738|XP_017081340.1|DEUG
OG0009564	LOC6599345|XP_026847210.1|DPER	LOC108103617|XP_017064649.1|DEUG
OG0009567	LOC113565945|XP_026845151.1|DPER	LOC108115129|XP_017081896.1|DEUG
OG0009568	LOC6593616|XP_002018985.2|DPER	LOC108105059|XP_017066967.1|DEUG, LOC108114759|XP_017081361.1|DEUG, LOC108114761|XP_017081362.1|DEUG
OG0009570	LOC6594410|XP_002019674.1|DPER	LOC108117221|XP_017085036.1|DEUG
OG0009571	LOC6594614|XP_026850288.1|DPER	LOC108116331|XP_017083631.1|DEUG, LOC108113577|XP_017079710.1|DEUG
OG0009572	LOC6597614|XP_002022752.2|DPER	LOC108117413|XP_017085310.1|DEUG
OG0009573	LOC6599271|XP_026848285.1|DPER	LOC108103885|XP_017065105.1|DEUG
OG0009574	LOC6599100|XP_026849254.1|DPER	LOC108110298|XP_017074794.1|DEUG
OG0009575	LOC6593009|XP_026842190.1|DPER	LOC108106306|XP_017068766.1|DEUG
OG0009576	LOC6587862|XP_002013304.1|DPER	LOC108115272|XP_017082119.1|DEUG
OG0009577	LOC6588786|XP_026844123.1|DPER	LOC108102479|XP_017062981.1|DEUG
OG0009578	LOC6593325|XP_002018947.1|DPER	LOC108107123|XP_017070004.1|DEUG
OG0009579	LOC6597896|XP_002023023.1|DPER	LOC108115708|XP_017082799.1|DEUG
OG0009580	LOC6592850|XP_002018277.1|DPER	LOC108104565|XP_017066201.1|DEUG
OG0009581	LOC6598131|XP_002023287.1|DPER	LOC108105151|XP_017067075.1|DEUG
OG0009582	LOC6600529|XP_026847491.1|DPER	LOC108114174|XP_017080459.1|DEUG
OG0009584	LOC6599366|XP_002024489.1|DPER	LOC108102983|XP_017063782.1|DEUG
OG0009585	LOC6591633|XP_002016757.2|DPER	LOC108113740|XP_017079918.1|DEUG
OG0009586	LOC6600530|XP_002025717.2|DPER	LOC108114077|XP_017080321.1|DEUG
OG0009587	LOC6590947|XP_002016017.1|DPER	LOC108112205|XP_017077510.1|DEUG
OG0009588	LOC6591384|XP_002016752.1|DPER	LOC108113694|XP_017079860.1|DEUG
OG0009589	LOC113566388|XP_026847538.1|DPER	LOC108102813|XP_017063483.1|DEUG
OG0009590	LOC6595953|XP_026845616.1|DPER	LOC108108104|XP_017071499.1|DEUG
OG0009591	LOC6594010|XP_026846033.1|DPER	LOC108108328|XP_017071845.1|DEUG
OG0009592	LOC6594449|XP_002019914.1|DPER	LOC108117197|XP_017084989.1|DEUG
OG0009593	LOC6594331|XP_002019909.2|DPER	LOC108117050|XP_017084711.1|DEUG
OG0009594	LOC6594040|XP_002019647.2|DPER	LOC108113719|XP_017079890.1|DEUG
OG0009595	LOC6594274|XP_026850546.1|DPER	LOC108115090|XP_017081826.1|DEUG
OG0009596	LOC6594441|XP_026848450.1|DPER	LOC108115069|XP_017081807.1|DEUG
OG0009597	LOC6594702|XP_002019557.2|DPER	LOC108115077|XP_017081815.1|DEUG
OG0009598	LOC6594705|XP_002019560.2|DPER	LOC108115170|XP_017081979.1|DEUG
OG0009599	LOC6594026|XP_002019724.1|DPER	LOC108116263|XP_017083541.1|DEUG
OG0009600	LOC6594214|XP_002019449.1|DPER	LOC108116355|XP_017083667.1|DEUG
OG0009601	LOC6591997|XP_002016822.1|DPER	LOC108117534|XP_017085523.1|DEUG
OG0009602	LOC6591328|XP_002016926.1|DPER	LOC108113541|XP_017079625.1|DEUG
OG0009603	LOC6594565|XP_002019584.1|DPER	LOC108109505|XP_017073535.1|DEUG
OG0009604	LOC6597571|XP_002022788.1|DPER	LOC108116730|XP_017084240.1|DEUG
OG0009605	LOC6591721|XP_002016898.1|DPER	LOC108113521|XP_017079602.1|DEUG
OG0009606	LOC6591725|XP_002016902.1|DPER	LOC108113528|XP_017079611.1|DEUG
OG0009607	LOC6591726|XP_002016903.1|DPER	LOC108113631|XP_017079788.1|DEUG
OG0009608	LOC6592126|XP_026851207.1|DPER	LOC108116559|XP_017083987.1|DEUG
OG0009609	LOC6591685|XP_002017322.1|DPER	LOC108111481|XP_017076453.1|DEUG
OG0009610	LOC6594232|XP_002019899.1|DPER	LOC108117186|XP_017084967.1|DEUG
OG0009611	LOC6594230|XP_026850381.1|DPER	LOC108117095|XP_017084783.1|DEUG
OG0009612	LOC6594362|XP_002019954.1|DPER	LOC108110261|XP_017074738.1|DEUG
OG0009613	LOC6589752|XP_002014725.1|DPER	LOC108118414|XP_017086579.1|DEUG
OG0009614	LOC6588576|XP_002013621.1|DPER	LOC108111657|XP_017076676.1|DEUG
OG0009615	LOC6588109|XP_026850796.1|DPER	LOC108115785|XP_017082847.1|DEUG
OG0009616	LOC6588393|XP_026851227.1|DPER	LOC108115773|XP_017082834.1|DEUG
OG0009617	LOC6587981|XP_026840527.1|DPER	LOC108116856|XP_017084400.1|DEUG
OG0009619	LOC6587639|XP_002013559.2|DPER	LOC108115566|XP_017082561.1|DEUG
OG0009620	LOC6588242|XP_026849768.1|DPER	LOC108109527|XP_017073580.1|DEUG
OG0009621	LOC6588284|XP_002013410.2|DPER	LOC108109431|XP_017073420.1|DEUG
OG0009622	LOC6588234|XP_002013383.2|DPER	LOC108117053|XP_017084714.1|DEUG
OG0009624	LOC6587618|XP_002013247.1|DPER	LOC108109379|XP_017073361.1|DEUG
OG0009625	LOC6594834|XP_002020529.1|DPER	LOC108111287|XP_017076164.1|DEUG
OG0009626	LOC113564922|XP_026840160.1|DPER	LOC108115603|XP_017082618.1|DEUG
OG0009627	LOC113564921|XP_026840155.1|DPER	LOC108115592|XP_017082594.1|DEUG
OG0009628	LOC6587718|XP_002012742.2|DPER	LOC108115608|XP_017082629.1|DEUG
OG0009629	LOC6598738|XP_002023807.2|DPER	LOC108117317|XP_017085174.1|DEUG
OG0009630	LOC6598734|XP_002023803.1|DPER	LOC108117070|XP_017084732.1|DEUG
OG0009631	LOC6587440|XP_002013870.2|DPER	LOC108116918|XP_017084546.1|DEUG
OG0009632	LOC113566166|XP_026846337.1|DPER	LOC108111849|XP_017076945.1|DEUG
OG0009633	LOC6590640|XP_002016143.1|DPER	LOC108106253|XP_017068707.1|DEUG
OG0009634	LOC6598683|XP_002023749.1|DPER	LOC108105213|XP_017067160.1|DEUG
OG0009635	LOC6588635|XP_002013614.1|DPER	LOC108116986|XP_017084639.1|DEUG
OG0009636	LOC6601802|XP_002026856.1|DPER	LOC108114527|XP_017081047.1|DEUG
OG0009637	LOC6587329|XP_002013917.1|DPER	LOC108113787|XP_017079982.1|DEUG
OG0009638	LOC6587868|XP_002013963.1|DPER	LOC108117092|XP_017084779.1|DEUG
OG0009639	LOC6591442|XP_002016965.1|DPER	LOC108116568|XP_017083997.1|DEUG
OG0009640	LOC6588613|XP_002013972.1|DPER	LOC108113527|XP_017079609.1|DEUG
OG0009641	LOC6588251|XP_026850753.1|DPER	LOC108115585|XP_017082587.1|DEUG
OG0009642	LOC6588292|XP_026842282.1|DPER	LOC108115588|XP_017082590.1|DEUG
OG0009643	LOC6598606|XP_002023851.1|DPER	LOC108111457|XP_017076416.1|DEUG
OG0009644	LOC6594990|XP_002020156.1|DPER	LOC108116564|XP_017083992.1|DEUG
OG0009645	LOC6595092|XP_002020154.1|DPER	LOC108116579|XP_017084010.1|DEUG
OG0009646	LOC6595303|XP_026850562.1|DPER	LOC108111324|XP_017076211.1|DEUG
OG0009647	LOC6594833|XP_002020528.1|DPER	LOC108111269|XP_017076146.1|DEUG
OG0009648	LOC6587734|XP_002013279.1|DPER	LOC108115392|XP_017082317.1|DEUG
OG0009649	LOC6595226|XP_026847389.1|DPER	LOC108116003|XP_017083169.1|DEUG
OG0009650	LOC6589487|XP_026844467.1|DPER	LOC108118470|XP_017086681.1|DEUG
OG0009651	LOC6595490|XP_002020595.2|DPER	LOC108104062|XP_017065413.1|DEUG
OG0009652	LOC6588902|XP_002014987.1|DPER	LOC108111010|XP_017075811.1|DEUG
OG0009653	LOC6589048|XP_002014963.1|DPER	LOC108110573|XP_017075159.1|DEUG
OG0009654	LOC6589049|XP_002014964.1|DPER	LOC108110488|XP_017075054.1|DEUG
OG0009655	LOC6589334|XP_002014552.1|DPER	LOC108118315|XP_017086420.1|DEUG
OG0009656	LOC6596520|XP_002021515.2|DPER	LOC108106135|XP_017068516.1|DEUG
OG0009657	LOC113565437|XP_026843197.1|DPER	LOC108110448|XP_017075004.1|DEUG
OG0009658	LOC6595406|XP_026844611.1|DPER	LOC108104052|XP_017065387.1|DEUG
OG0009659	LOC6589102|XP_002015035.1|DPER	LOC108102670|XP_017063300.1|DEUG
OG0009660	LOC6589834|XP_002014884.1|DPER	LOC108110517|XP_017075086.1|DEUG
OG0009661	LOC113565909|XP_026845081.1|DPER, LOC6589894|XP_002014631.1|DPER	LOC108106900|XP_017069637.1|DEUG
OG0009662	LOC6588836|XP_002014688.1|DPER	LOC108112380|XP_017077711.1|DEUG
OG0009663	LOC6589432|XP_026844075.1|DPER	LOC108111061|XP_017075879.1|DEUG
OG0009664	LOC6596375|XP_002021560.1|DPER	LOC108110668|XP_017075274.1|DEUG
OG0009665	LOC6595607|XP_002020926.1|DPER	LOC108111225|XP_017076116.1|DEUG
OG0009666	LOC6589080|XP_026844505.1|DPER	LOC108118460|XP_017086668.1|DEUG
OG0009667	LOC6588769|XP_002015255.1|DPER	LOC108115485|XP_017082460.1|DEUG
OG0009668	LOC6589069|XP_002015226.2|DPER	LOC108115556|XP_017082552.1|DEUG
OG0009669	LOC6588894|XP_002014682.1|DPER	LOC108105678|XP_017067871.1|DEUG
OG0009670	LOC6596364|XP_002021502.1|DPER	LOC108102636|XP_017063245.1|DEUG
OG0009671	LOC6588737|XP_002014934.1|DPER	LOC108106883|XP_017069620.1|DEUG
OG0009674	LOC6593897|XP_026843111.1|DPER	LOC108114847|XP_017081481.1|DEUG
OG0009675	LOC6593576|XP_026843172.1|DPER	LOC108105125|XP_017067047.1|DEUG
OG0009676	LOC6593941|XP_026843717.1|DPER	LOC108114844|XP_017081479.1|DEUG
OG0009677	LOC6593972|XP_002019014.2|DPER	LOC108106162|XP_017068562.1|DEUG
OG0009678	LOC6596595|XP_026843708.1|DPER	LOC108103392|XP_017064337.1|DEUG
OG0009679	LOC6589291|XP_026845008.1|DPER	LOC108102506|XP_017063021.1|DEUG
OG0009680	LOC6593484|XP_002018923.1|DPER	LOC108105805|XP_017068035.1|DEUG
OG0009681	LOC6593134|XP_026842530.1|DPER	LOC108109297|XP_017073280.1|DEUG
OG0009682	LOC6593260|XP_026840832.1|DPER	LOC108108958|XP_017072702.1|DEUG
OG0009683	LOC6590594|XP_002015559.1|DPER	LOC108112890|XP_017078736.1|DEUG
OG0009684	LOC6590595|XP_002015560.2|DPER	LOC108112886|XP_017078725.1|DEUG
OG0009685	LOC6591140|XP_002015563.1|DPER	LOC108112888|XP_017078731.1|DEUG
OG0009686	LOC6590183|XP_026842339.1|DPER	LOC108112186|XP_017077487.1|DEUG
OG0009687	LOC6590283|XP_026841619.1|DPER	LOC108112396|XP_017077727.1|DEUG
OG0009688	LOC6591224|XP_002015894.1|DPER	LOC108112020|XP_017077250.1|DEUG
OG0009689	LOC6592258|XP_002018567.1|DPER	LOC108113220|XP_017079246.1|DEUG
OG0009690	LOC6590513|XP_026841148.1|DPER	LOC108106701|XP_017069423.1|DEUG
OG0009692	LOC6590711|XP_002015995.2|DPER	LOC108112997|XP_017078896.1|DEUG
OG0009693	LOC6600803|XP_026840757.1|DPER	LOC108106574|XP_017069232.1|DEUG
OG0009694	LOC6601269|XP_002026398.1|DPER	LOC108106622|XP_017069314.1|DEUG
OG0009695	LOC6590078|XP_026841931.1|DPER	LOC108107276|XP_017070206.1|DEUG
OG0009696	LOC6590005|XP_002015458.1|DPER	LOC108104519|XP_017066139.1|DEUG
OG0009697	LOC6597288|XP_002022575.1|DPER	LOC108107645|XP_017070719.1|DEUG
OG0009698	LOC6590793|XP_026842908.1|DPER	LOC108113085|XP_017079020.1|DEUG
OG0009699	LOC6593218|XP_026842437.1|DPER	LOC108106431|XP_017068949.1|DEUG
OG0009700	LOC6600960|XP_002025998.2|DPER	LOC108107361|XP_017070353.1|DEUG
OG0009701	LOC6594800|XP_002020481.1|DPER	LOC108111347|XP_017076267.1|DEUG
OG0009702	LOC6590954|XP_026841575.1|DPER, LOC6595212|XP_002020387.2|DPER, LOC6595214|XP_026850471.1|DPER	LOC108113086|XP_017079021.1|DEUG
OG0009703	LOC6593753|XP_002018665.1|DPER	LOC108106127|XP_017068496.1|DEUG
OG0009704	LOC6590128|XP_002016239.1|DPER	LOC108109132|XP_017073018.1|DEUG
OG0009705	LOC6590387|XP_002015653.2|DPER	LOC108106668|XP_017069387.1|DEUG
OG0009706	LOC6590980|XP_002016545.1|DPER	LOC108106305|XP_017068765.1|DEUG
OG0009707	LOC6588122|XP_002013746.1|DPER	LOC108110061|XP_017074449.1|DEUG
OG0009708	LOC6591142|XP_002015565.1|DPER	LOC108112192|XP_017077493.1|DEUG
OG0009709	LOC6591145|XP_002015568.1|DPER	LOC108112282|XP_017077593.1|DEUG
OG0009710	LOC6591146|XP_002015569.1|DPER	LOC108112281|XP_017077592.1|DEUG
OG0009711	LOC6590906|XP_002015583.1|DPER	LOC108112070|XP_017077308.1|DEUG
OG0009712	LOC6599878|XP_002024932.1|DPER	LOC108114274|XP_017080659.1|DEUG
OG0009713	LOC6592211|XP_002017771.2|DPER	LOC108104573|XP_017066215.1|DEUG
OG0009714	LOC6602096|XP_002027141.1|DPER	LOC108106581|XP_017069251.1|DEUG
OG0009715	LOC6590677|XP_002015418.2|DPER	LOC108107218|XP_017070124.1|DEUG
OG0009716	LOC6592439|XP_002017784.1|DPER	LOC108104514|XP_017066124.1|DEUG
OG0009717	LOC6592534|XP_026841410.1|DPER	LOC108112002|XP_017077227.1|DEUG
OG0009718	LOC6592434|XP_002018007.1|DPER	LOC108106642|XP_017069343.1|DEUG
OG0009719	LOC6601279|XP_002026351.1|DPER	LOC108107473|XP_017070509.1|DEUG
OG0009720	LOC6601598|XP_002026619.1|DPER	LOC108112555|XP_017077990.1|DEUG
OG0009721	LOC6591295|XP_002015808.2|DPER	LOC108106363|XP_017068832.1|DEUG
OG0009722	LOC6590195|XP_002015826.1|DPER	LOC108106569|XP_017069226.1|DEUG
OG0009723	LOC113566342|XP_026847395.1|DPER	LOC108107628|XP_017070685.1|DEUG
OG0009724	LOC113565077|XP_026841302.1|DPER	LOC108109109|XP_017072987.1|DEUG
OG0009725	LOC6592388|XP_002018143.2|DPER	LOC108112361|XP_017077679.1|DEUG
OG0009726	LOC6588392|XP_002014164.1|DPER	LOC108113819|XP_017080016.1|DEUG
OG0009727	LOC6593102|XP_002017885.1|DPER	LOC108114921|XP_017081597.1|DEUG
OG0009728	LOC6590617|XP_026840713.1|DPER	LOC108109014|XP_017072776.1|DEUG
OG0009729	LOC6590618|XP_002016705.1|DPER	LOC108108975|XP_017072719.1|DEUG
OG0009730	LOC6598287|XP_002023310.2|DPER	LOC108111868|XP_017076982.1|DEUG
OG0009731	LOC113565243|XP_026842780.1|DPER	LOC108106656|XP_017069367.1|DEUG
OG0009732	LOC6590433|XP_002015729.1|DPER	LOC108113347|XP_017079402.1|DEUG
OG0009733	LOC6599190|XP_002024347.1|DPER	LOC108117073|XP_017084738.1|DEUG
OG0009734	LOC6597639|XP_002022742.2|DPER	LOC108117408|XP_017085305.1|DEUG
OG0009735	LOC6588975|XP_002014567.1|DPER	LOC108114113|XP_017080365.1|DEUG
OG0009736	LOC6600218|XP_002025216.2|DPER	LOC108109741|XP_017073888.1|DEUG
OG0009737	LOC6587564|XP_002013909.1|DPER	LOC108116800|XP_017084337.1|DEUG, LOC108116847|XP_017084391.1|DEUG
OG0009738	LOC6601778|XP_002026813.2|DPER	LOC108110000|XP_017074325.1|DEUG
OG0009739	LOC6601776|XP_002026811.1|DPER	LOC108109931|XP_017074220.1|DEUG
OG0009740	LOC6599228|XP_026848303.1|DPER	LOC108110119|XP_017074513.1|DEUG
OG0009741	LOC6593994|XP_026843578.1|DPER	LOC108108087|XP_017071467.1|DEUG
OG0009742	LOC6599128|XP_026849244.1|DPER	LOC108102889|XP_017063581.1|DEUG
OG0009743	LOC6600677|XP_026848609.1|DPER	LOC108105369|XP_017067393.1|DEUG
OG0009744	LOC6596884|XP_002022099.2|DPER	LOC108103361|XP_017064295.1|DEUG
OG0009745	LOC6598569|XP_002023632.2|DPER	LOC108103429|XP_017064388.1|DEUG
OG0009746	LOC6602913|XP_002027936.2|DPER	LOC108105924|XP_017068194.1|DEUG
OG0009747	LOC6589358|XP_002015364.1|DPER	LOC108111727|XP_017076773.1|DEUG
OG0009748	LOC6597447|XP_026846490.1|DPER	LOC108103769|XP_017064883.1|DEUG
OG0009749	LOC6599016|XP_002024084.1|DPER	LOC108108642|XP_017072232.1|DEUG
OG0009750	LOC6601246|XP_026849965.1|DPER	LOC108103592|XP_017064608.1|DEUG
OG0009751	LOC6597210|XP_002022618.1|DPER	LOC108103140|XP_017064001.1|DEUG
OG0009752	LOC6600138|XP_002025255.1|DPER	LOC108103321|XP_017064240.1|DEUG
OG0009753	LOC6600140|XP_002025257.1|DPER	LOC108103323|XP_017064244.1|DEUG
OG0009754	LOC6590077|XP_002015667.1|DPER	LOC108107277|XP_017070207.1|DEUG
OG0009755	LOC6603094|XP_002028104.1|DPER	LOC108103015|XP_017063829.1|DEUG
OG0009756	LOC6597905|XP_026846963.1|DPER	LOC108109634|XP_017073699.1|DEUG
