Orthogroup	DPER.longest_only	DBIA.longest_only
OG0008661	LOC6600494|XP_026847559.1|DPER	LOC108028241|XP_016955399.1|DBIA
OG0008662	LOC6596160|XP_002021137.1|DPER	LOC108031528|XP_016960551.1|DBIA
OG0008663	LOC6602397|XP_026848479.1|DPER	LOC108030908|XP_016959581.1|DBIA
OG0008664	LOC6600997|XP_002026152.1|DPER	LOC108030108|XP_016958291.1|DBIA
OG0008665	LOC6598090|XP_026843724.1|DPER, LOC6598120|XP_002023275.2|DPER	LOC108032795|XP_016962290.1|DBIA
OG0008666	LOC6595757|XP_002021338.1|DPER	LOC108030758|XP_016959298.1|DBIA
OG0008667	LOC6596017|XP_026845416.1|DPER	LOC108035466|XP_016966603.1|DBIA
OG0008668	LOC6592078|XP_026851196.1|DPER, LOC6591659|XP_002016854.1|DPER, LOC6598705|XP_002023884.1|DPER	LOC108028406|XP_016955714.1|DBIA
OG0008669	LOC6602447|XP_002027482.2|DPER	LOC108032410|XP_016961719.1|DBIA
OG0008670	LOC6588663|XP_026842903.1|DPER	LOC108031876|XP_016961129.1|DBIA
OG0008671	LOC6589857|XP_002015162.1|DPER, LOC113565562|XP_026843680.1|DPER	LOC108032413|XP_016961722.1|DBIA, LOC108032499|XP_016961806.1|DBIA, LOC108032454|XP_016961769.1|DBIA
OG0008672	LOC6589775|XP_002014718.1|DPER	LOC108033827|XP_016963946.1|DBIA
OG0008673	LOC6589573|XP_002014844.1|DPER, LOC113565625|XP_026843937.1|DPER	LOC108036075|XP_016967511.1|DBIA
OG0008675	LOC6596993|XP_002022240.1|DPER	LOC108035112|XP_016966031.1|DBIA, LOC108035109|XP_016966028.1|DBIA
OG0008677	LOC6587731|XP_002012748.1|DPER	LOC108031973|XP_016961256.1|DBIA
OG0008679	LOC113566266|XP_026846969.1|DPER	LOC108027612|XP_016954622.1|DBIA
OG0008680	LOC6599320|XP_002024563.2|DPER	LOC108025619|XP_016951643.1|DBIA
OG0008681	LOC6601765|XP_026846924.1|DPER	LOC108033145|XP_016962858.1|DBIA
OG0008682	LOC6601715|XP_026847003.1|DPER	LOC108035777|XP_016966977.1|DBIA
OG0008683	LOC6598371|XP_002023396.1|DPER	LOC108023655|XP_016948764.1|DBIA
OG0008684	LOC6599302|XP_002024235.2|DPER	LOC108023907|XP_016949080.1|DBIA
OG0008685	LOC6592729|XP_002018096.1|DPER	LOC108022560|XP_016947045.1|DBIA
OG0008686	LOC6595085|XP_002020147.2|DPER	LOC108031906|XP_016961163.1|DBIA
OG0008687	LOC6590999|XP_002016563.1|DPER	LOC108026837|XP_016953501.1|DBIA
OG0008688	LOC6600146|XP_002025263.1|DPER	LOC108023298|XP_016948088.1|DBIA
OG0008689	LOC6594318|XP_002019361.1|DPER	LOC108031623|XP_016960718.1|DBIA
OG0008691	LOC6604228|XP_026847763.1|DPER	LOC108028308|XP_016955520.1|DBIA
OG0008692	LOC6598365|XP_002023440.2|DPER	LOC108023901|XP_016949076.1|DBIA
OG0008694	LOC6601729|XP_002026787.1|DPER	LOC108035808|XP_016967043.1|DBIA
OG0008695	LOC6603168|XP_002028164.1|DPER	LOC108029431|XP_016957165.1|DBIA
OG0008696	LOC6591853|XP_026850973.1|DPER	LOC108026137|XP_016952348.1|DBIA
OG0008697	LOC6601888|XP_002026937.1|DPER	LOC108034390|XP_016964761.1|DBIA
OG0008698	LOC6598454|XP_002023545.1|DPER	LOC108032475|XP_016961790.1|DBIA
OG0008699	LOC6603786|XP_026848085.1|DPER	LOC108030846|XP_016959472.1|DBIA
OG0008700	LOC6594411|XP_002019675.1|DPER	LOC108031545|XP_016960570.1|DBIA
OG0008701	LOC6601635|XP_002026638.1|DPER	LOC108036428|XP_016968046.1|DBIA
OG0008702	LOC6592160|XP_002017346.1|DPER	LOC108031130|XP_016959833.1|DBIA
OG0008703	LOC6601917|XP_002026966.1|DPER	LOC108034676|XP_016965107.1|DBIA
OG0008704	LOC6588901|XP_002014986.2|DPER	LOC108032818|XP_016962321.1|DBIA
OG0008705	LOC6593688|XP_026843761.1|DPER	LOC108034108|XP_016964374.1|DBIA
OG0008706	LOC6588535|XP_002013192.2|DPER	LOC108023856|XP_016948992.1|DBIA
OG0008707	LOC6598117|XP_026843260.1|DPER	LOC108025675|XP_016951701.1|DBIA
OG0008708	LOC6599109|XP_002024410.1|DPER	LOC108023979|XP_016949196.1|DBIA
OG0008709	LOC6587939|XP_002014083.1|DPER	LOC108024592|XP_016950088.1|DBIA
OG0008710	LOC6587483|XP_026843401.1|DPER	LOC108025065|XP_016950815.1|DBIA
OG0008711	LOC6594357|XP_026850241.1|DPER	LOC108027272|XP_016954136.1|DBIA
OG0008712	LOC6601352|XP_002026411.2|DPER	LOC108029944|XP_016957935.1|DBIA
OG0008714	LOC6589160|XP_002014891.1|DPER	LOC108036123|XP_016967597.1|DBIA
OG0008715	LOC6588459|XP_002013202.1|DPER	LOC108031797|XP_016961004.1|DBIA
OG0008716	LOC6591996|XP_026844458.1|DPER	LOC108026022|XP_016952203.1|DBIA
OG0008717	LOC6599843|XP_026847278.1|DPER	LOC108034969|XP_016965770.1|DBIA
OG0008718	LOC6593043|XP_002017598.1|DPER	LOC108022643|XP_016947187.1|DBIA
OG0008719	LOC6588604|XP_026840356.1|DPER	LOC108023865|XP_016949015.1|DBIA
OG0008721	LOC113565934|XP_026845094.1|DPER	LOC108035933|XP_016967253.1|DBIA
OG0008722	LOC6594281|XP_026851201.1|DPER	LOC108031428|XP_016960320.1|DBIA
OG0008723	LOC6599606|XP_002024696.1|DPER	LOC108035307|XP_016966366.1|DBIA
OG0008724	LOC6589274|XP_002014452.1|DPER	LOC108033863|XP_016963995.1|DBIA
OG0008725	LOC6593266|XP_002017917.1|DPER	LOC108022397|XP_016946771.1|DBIA
OG0008726	LOC6591098|XP_002016253.2|DPER	LOC108030283|XP_016958601.1|DBIA
OG0008727	LOC6587218|XP_026844438.1|DPER	LOC108023388|XP_016948289.1|DBIA, LOC108027570|XP_016954554.1|DBIA
OG0008728	LOC6598632|XP_002023844.1|DPER	LOC108023363|XP_016948246.1|DBIA
OG0008729	LOC6601759|XP_002026834.1|DPER	LOC108033227|XP_016962980.1|DBIA
OG0008730	LOC6602614|XP_002027641.1|DPER	LOC108023674|XP_016948784.1|DBIA
OG0008731	LOC6588522|XP_026851234.1|DPER	LOC108024522|XP_016949966.1|DBIA
OG0008732	LOC6602244|XP_026843180.1|DPER	LOC108036778|XP_016968607.1|DBIA
OG0008734	LOC6591319|XP_002017548.2|DPER	LOC108024989|XP_016950733.1|DBIA
OG0008735	LOC6593239|XP_002018360.1|DPER	LOC108029421|XP_016957153.1|DBIA
OG0008736	LOC6592825|XP_002017754.1|DPER	LOC108022586|XP_016947102.1|DBIA
OG0008737	LOC6594284|XP_002019610.2|DPER	LOC108031859|XP_016961102.1|DBIA
OG0008738	LOC6593653|XP_002019240.1|DPER	LOC108036141|XP_016967653.1|DBIA
OG0008739	LOC6601840|XP_002026871.1|DPER	LOC108028690|XP_016956123.1|DBIA
OG0008740	LOC6600947|XP_002026018.2|DPER	LOC108036433|XP_016968062.1|DBIA
OG0008741	LOC6592835|XP_026842726.1|DPER	LOC108036332|XP_016967856.1|DBIA
OG0008742	LOC6596219|XP_026845246.1|DPER	LOC108035660|XP_016966857.1|DBIA
OG0008743	LOC6593057|XP_002018469.1|DPER	LOC108022854|XP_016947517.1|DBIA
OG0008744	LOC6591021|XP_002016373.1|DPER	LOC108029986|XP_016957984.1|DBIA
OG0008745	LOC6600661|XP_002025739.2|DPER	LOC108023635|XP_016948740.1|DBIA
OG0008746	LOC6594447|XP_026850348.1|DPER	LOC108031921|XP_016961182.1|DBIA
OG0008747	LOC6601151|XP_026848151.1|DPER	LOC108028314|XP_016955526.1|DBIA
OG0008748	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER	LOC108027943|XP_016955060.1|DBIA
OG0008749	LOC6589732|XP_002015136.1|DPER	LOC108033723|XP_016963749.1|DBIA
OG0008750	LOC6589022|XP_026844141.1|DPER	LOC108034644|XP_016965075.1|DBIA
OG0008751	LOC6594121|XP_002019543.2|DPER, LOC6594122|XP_002019544.1|DPER	LOC108027110|XP_016953817.1|DBIA, LOC108027120|XP_016953825.1|DBIA
OG0008752	LOC6594280|XP_026851246.1|DPER	LOC108031424|XP_016960314.1|DBIA
OG0008753	LOC6599002|XP_002024070.1|DPER, LOC6599006|XP_002024074.1|DPER	LOC108028077|XP_016955206.1|DBIA
OG0008755	LOC6587499|XP_002013064.2|DPER	LOC108024298|XP_016949688.1|DBIA
OG0008756	LOC6588341|XP_002013964.1|DPER	LOC108030954|XP_016959642.1|DBIA
OG0008757	LOC6588296|XP_002013792.2|DPER	LOC108031319|XP_016960055.1|DBIA
OG0008758	LOC6595603|XP_026843987.1|DPER	LOC108029238|XP_016956921.1|DBIA
OG0008759	LOC6589845|XP_026844251.1|DPER	LOC108034048|XP_016964286.1|DBIA
OG0008760	LOC6596630|XP_002021638.2|DPER	LOC108033365|XP_016963164.1|DBIA
OG0008761	LOC6591100|XP_002016254.1|DPER, LOC6593513|XP_002019204.1|DPER	LOC108032765|XP_016962250.1|DBIA
OG0008762	LOC6589984|XP_002015736.1|DPER	LOC108029363|XP_016957080.1|DBIA
OG0008763	LOC6593570|XP_026844601.1|DPER	LOC108035744|XP_016966929.1|DBIA
OG0008764	LOC113565453|XP_026843276.1|DPER, LOC6598003|XP_002023228.2|DPER, LOC113565405|XP_026843093.1|DPER	LOC108033576|XP_016963411.1|DBIA
OG0008765	LOC6603453|XP_002028445.1|DPER	LOC108029340|XP_016957022.1|DBIA
OG0008766	LOC6589359|XP_026844665.1|DPER	LOC108032389|XP_016961700.1|DBIA
OG0008767	LOC6592884|XP_002018551.1|DPER	LOC108029936|XP_016957920.1|DBIA
OG0008768	LOC6601299|XP_026841604.1|DPER	LOC108022872|XP_016947551.1|DBIA
OG0008769	LOC6601621|XP_002026657.1|DPER	LOC108026673|XP_016953231.1|DBIA
OG0008770	LOC6589971|XP_002015607.2|DPER, LOC6594914|XP_002020122.1|DPER	LOC108030381|XP_016958739.1|DBIA
OG0008771	LOC6591041|XP_002016633.2|DPER, LOC6591039|XP_002016631.1|DPER	LOC108022801|XP_016947423.1|DBIA
OG0008772	LOC6593056|XP_002018468.1|DPER	LOC108022855|XP_016947518.1|DBIA
OG0008773	LOC6590321|XP_026842280.1|DPER	LOC108022515|XP_016946973.1|DBIA
OG0008774	LOC6593112|XP_002018341.2|DPER	LOC108029400|XP_016957120.1|DBIA
OG0008775	LOC6590154|XP_002016321.1|DPER	LOC108022575|XP_016947082.1|DBIA
OG0008776	LOC6590755|XP_002016147.1|DPER	LOC108023091|XP_016947840.1|DBIA
OG0008777	LOC6590777|XP_026841686.1|DPER	LOC108026749|XP_016953364.1|DBIA
OG0008778	LOC6601294|XP_026841587.1|DPER	LOC108030413|XP_016958787.1|DBIA
OG0008779	LOC6598575|XP_002023638.1|DPER	LOC108025812|XP_016951949.1|DBIA
OG0008780	LOC6591978|XP_002017022.1|DPER	LOC108032928|XP_016962487.1|DBIA
OG0008781	LOC6600030|XP_026849229.1|DPER	LOC108023705|XP_016948822.1|DBIA
OG0008782	LOC6602713|XP_026849452.1|DPER	LOC108030538|XP_016958923.1|DBIA
OG0008783	LOC6590445|XP_002015872.1|DPER	LOC108022276|XP_016946623.1|DBIA
OG0008784	LOC6601792|XP_002026851.1|DPER	LOC108028693|XP_016956126.1|DBIA
OG0008785	LOC113567105|XP_026850083.1|DPER, LOC113567103|XP_026850081.1|DPER, LOC113567104|XP_026850082.1|DPER, LOC6604536|XP_002029425.2|DPER	LOC108035239|XP_016966260.1|DBIA
OG0008786	LOC6596547|XP_002021684.2|DPER, LOC6596548|XP_026843624.1|DPER	LOC108033531|XP_016963365.1|DBIA
OG0008787	LOC113566445|XP_026847822.1|DPER	LOC108035348|XP_016966428.1|DBIA
OG0008788	LOC6602931|XP_026848847.1|DPER	LOC108028207|XP_016955361.1|DBIA
OG0008789	LOC6599546|XP_026849422.1|DPER	LOC108028369|XP_016955650.1|DBIA
OG0008790	LOC6590324|XP_026840587.1|DPER	LOC108025063|XP_016950810.1|DBIA, LOC108029662|XP_016957578.1|DBIA
OG0008791	LOC6590287|XP_002016344.1|DPER	LOC108022196|XP_016946537.1|DBIA
OG0008792	LOC6601612|XP_002026648.1|DPER	LOC108022844|XP_016947505.1|DBIA
OG0008793	LOC6603173|XP_002028166.1|DPER	LOC108029758|XP_016957747.1|DBIA
OG0008794	LOC6588882|XP_002015335.1|DPER	LOC108033653|XP_016963581.1|DBIA
OG0008795	LOC6591623|XP_026846414.1|DPER	LOC108031100|XP_016959799.1|DBIA
OG0008796	LOC6591327|XP_002016925.1|DPER, LOC6592067|XP_002016923.1|DPER	LOC108025186|XP_016950983.1|DBIA
OG0008797	LOC6588228|XP_002012915.2|DPER	LOC108031122|XP_016959823.1|DBIA
OG0008798	LOC6595321|XP_026851038.1|DPER, LOC6595315|XP_026850457.1|DPER	LOC108025072|XP_016950819.1|DBIA, LOC108025071|XP_016950818.1|DBIA
OG0008799	LOC6590842|XP_002015774.1|DPER	LOC108036558|XP_016968286.1|DBIA
OG0008801	LOC113566443|XP_026847783.1|DPER, LOC6598994|XP_002024031.1|DPER, LOC113567407|XP_026850941.1|DPER	LOC108028221|XP_016955376.1|DBIA
OG0008805	LOC6597432|XP_026846565.1|DPER	LOC108023562|XP_016948637.1|DBIA
OG0008806	LOC6602850|XP_002027871.1|DPER	LOC108025905|XP_016952079.1|DBIA
OG0008807	LOC6598137|XP_026846290.1|DPER	LOC108024614|XP_016950128.1|DBIA
OG0008808	LOC6600775|XP_026845174.1|DPER	LOC108035977|XP_016967295.1|DBIA
OG0008809	LOC6595277|XP_026840851.1|DPER	LOC108032225|XP_016961576.1|DBIA
OG0008811	LOC6594819|XP_026843871.1|DPER	LOC108026195|XP_016952475.1|DBIA
OG0008813	LOC6587898|XP_002013732.2|DPER	LOC108030989|XP_016959678.1|DBIA
OG0008814	LOC6591049|XP_002016560.1|DPER	LOC108026565|XP_016953005.1|DBIA
OG0008816	LOC6600535|XP_002025722.1|DPER	LOC108034412|XP_016964784.1|DBIA
OG0008819	LOC6593242|XP_002018363.1|DPER	LOC108029765|XP_016957760.1|DBIA
OG0008820	LOC6589550|XP_026843910.1|DPER	LOC108032396|XP_016961705.1|DBIA
OG0008822	LOC6588973|XP_002014336.1|DPER	LOC108033309|XP_016963071.1|DBIA
OG0008824	LOC6590166|XP_026842030.1|DPER	LOC108028237|XP_016955391.1|DBIA
OG0008825	LOC6595905|XP_002021444.1|DPER	LOC108028195|XP_016955344.1|DBIA
OG0008826	LOC6596324|XP_002021462.2|DPER, LOC6594427|XP_026850290.1|DPER, LOC6594166|XP_026850538.1|DPER, LOC6594624|XP_002019470.2|DPER, LOC6594167|XP_026850539.1|DPER	LOC108027056|XP_016953754.1|DBIA
OG0008829	LOC6600702|XP_002025866.1|DPER	LOC108023438|XP_016948417.1|DBIA
OG0008830	LOC6601746|XP_026847034.1|DPER	LOC108035764|XP_016966953.1|DBIA
OG0008831	LOC6600449|XP_026848417.1|DPER	LOC108023533|XP_016948588.1|DBIA
OG0008832	LOC6600448|XP_026848393.1|DPER	LOC108023279|XP_016948057.1|DBIA
OG0008833	LOC6598159|XP_026846295.1|DPER	LOC108024015|XP_016949263.1|DBIA
OG0008834	LOC113565960|XP_026845192.1|DPER	LOC108026340|XP_016952733.1|DBIA
OG0008835	LOC113564906|XP_026840036.1|DPER	LOC108031511|XP_016960515.1|DBIA
OG0008836	LOC6590006|XP_026842487.1|DPER	LOC108030354|XP_016958710.1|DBIA
OG0008837	LOC6590935|XP_026842715.1|DPER	LOC108026724|XP_016953323.1|DBIA
OG0008838	LOC6588921|XP_002014483.1|DPER	LOC108032710|XP_016962178.1|DBIA
OG0008839	LOC6590200|XP_002015831.1|DPER	LOC108023029|XP_016947758.1|DBIA
OG0008840	LOC6596436|XP_002021617.1|DPER	LOC108033925|XP_016964087.1|DBIA
OG0008841	LOC113566618|XP_026848854.1|DPER	LOC108035584|XP_016966744.1|DBIA
OG0008842	LOC6592563|XP_002018245.2|DPER	LOC108022129|XP_016946459.1|DBIA
OG0008843	LOC6601065|XP_002026089.1|DPER	LOC108035511|XP_016966662.1|DBIA
OG0008845	LOC6596413|XP_002021598.1|DPER	LOC108028958|XP_016956486.1|DBIA
OG0008846	LOC6589287|XP_002014274.2|DPER	LOC108035880|XP_016967119.1|DBIA
OG0008847	LOC6591830|XP_002016980.1|DPER	LOC108027440|XP_016954378.1|DBIA
OG0008848	LOC6592620|XP_002018496.2|DPER	LOC108036197|XP_016967677.1|DBIA
OG0008849	LOC113566620|XP_026848888.1|DPER	LOC108023790|XP_016948917.1|DBIA
OG0008850	LOC6593183|XP_002017898.1|DPER	LOC108022364|XP_016946734.1|DBIA
OG0008851	LOC6596623|XP_002021631.1|DPER	LOC108033369|XP_016963173.1|DBIA
OG0008852	LOC6591086|XP_026842853.1|DPER	LOC108029433|XP_016957168.1|DBIA
OG0008854	LOC6589377|XP_002015049.2|DPER	LOC108029184|XP_016956843.1|DBIA
OG0008855	LOC6599218|XP_026848266.1|DPER	LOC108025935|XP_016952122.1|DBIA
OG0008856	LOC6602008|XP_002027036.1|DPER	LOC108024893|XP_016950524.1|DBIA, LOC108024904|XP_016950559.1|DBIA
OG0008857	LOC6597138|XP_002022326.1|DPER	LOC108028509|XP_016955881.1|DBIA
OG0008858	LOC6591609|XP_002017104.1|DPER	LOC108025536|XP_016951554.1|DBIA
OG0008859	LOC6602812|XP_002027814.2|DPER	LOC108035629|XP_016966814.1|DBIA
OG0008860	LOC6594975|XP_002020494.1|DPER	LOC108025525|XP_016951539.1|DBIA
OG0008861	LOC6592210|XP_002017770.1|DPER	LOC108029550|XP_016957357.1|DBIA
OG0008862	LOC6591322|XP_026845585.1|DPER	LOC108031461|XP_016960389.1|DBIA
OG0008863	LOC113565557|XP_026843671.1|DPER	LOC108032718|XP_016962188.1|DBIA
OG0008864	LOC6592590|XP_002018072.2|DPER	LOC108022259|XP_016946607.1|DBIA
OG0008865	LOC6595449|XP_026844208.1|DPER	LOC108034306|XP_016964665.1|DBIA
OG0008866	LOC6595574|XP_026844391.1|DPER	LOC108036859|XP_016968721.1|DBIA
OG0008867	LOC6598360|XP_002023435.1|DPER	LOC108023995|XP_016949220.1|DBIA
OG0008868	LOC6593020|XP_002018261.2|DPER	LOC108036280|XP_016967780.1|DBIA
OG0008869	LOC6596171|XP_002021148.1|DPER	LOC108030740|XP_016959276.1|DBIA
OG0008870	LOC113566471|XP_026848004.1|DPER	LOC108035954|XP_016967246.1|DBIA
OG0008871	LOC6601518|XP_026848010.1|DPER	LOC108035312|XP_016966374.1|DBIA
OG0008872	LOC6595414|XP_002020887.1|DPER	LOC108034116|XP_016964385.1|DBIA
OG0008873	LOC6588357|XP_026842613.1|DPER, LOC113565469|XP_026843369.1|DPER, LOC6593728|XP_002019106.2|DPER	LOC108034294|XP_016964644.1|DBIA
OG0008874	LOC6590529|XP_002016398.1|DPER	LOC108022427|XP_016946802.1|DBIA
OG0008875	LOC6592220|XP_002018490.1|DPER	LOC108029386|XP_016957103.1|DBIA
OG0008876	LOC6602001|XP_026846796.1|DPER	LOC108036015|XP_016967423.1|DBIA
OG0008877	LOC6595970|XP_026845354.1|DPER	LOC108035897|XP_016967144.1|DBIA
OG0008878	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER	LOC108036130|XP_016967603.1|DBIA
OG0008879	LOC6592621|XP_026842538.1|DPER	LOC108036234|XP_016967731.1|DBIA
OG0008880	LOC6596917|XP_026845500.1|DPER	LOC108024652|XP_016950201.1|DBIA
OG0008881	LOC6601304|XP_002026342.1|DPER	LOC108022334|XP_016946686.1|DBIA
OG0008882	LOC6588918|XP_002014480.2|DPER	LOC108032354|XP_016961654.1|DBIA
OG0008883	LOC6592146|XP_002017282.1|DPER	LOC108024578|XP_016950066.1|DBIA
OG0008884	LOC6592009|XP_002017437.1|DPER	LOC108026003|XP_016952182.1|DBIA
OG0008885	LOC6598061|XP_002023154.2|DPER	LOC108034082|XP_016964337.1|DBIA
OG0008886	LOC6601627|XP_002026630.2|DPER	LOC108036533|XP_016968246.1|DBIA
OG0008887	LOC6592554|XP_002017932.1|DPER	LOC108030194|XP_016958438.1|DBIA
OG0008888	LOC6601487|XP_002026547.2|DPER	LOC108035558|XP_016966715.1|DBIA
OG0008889	LOC6601618|XP_002026654.2|DPER	LOC108022557|XP_016947040.1|DBIA
OG0008890	LOC6594470|XP_002019415.2|DPER, LOC6594151|XP_002019390.2|DPER	LOC108032071|XP_016961380.1|DBIA
OG0008891	LOC6599724|XP_026847258.1|DPER	LOC108035217|XP_016966231.1|DBIA
OG0008892	LOC6592744|XP_026841222.1|DPER	LOC108026747|XP_016953361.1|DBIA
OG0008893	LOC6599594|XP_002024714.1|DPER	LOC108035301|XP_016966359.1|DBIA
OG0008894	LOC6594765|XP_026848114.1|DPER	LOC108031562|XP_016960597.1|DBIA
OG0008895	LOC6594319|XP_026840186.1|DPER	LOC108031627|XP_016960721.1|DBIA
OG0008896	LOC6596061|XP_026845405.1|DPER	LOC108030598|XP_016959068.1|DBIA
OG0008897	LOC6594153|XP_026842480.1|DPER	LOC108024531|XP_016949991.1|DBIA
OG0008898	LOC6590533|XP_026841855.1|DPER	LOC108029671|XP_016957602.1|DBIA
OG0008899	LOC6589402|XP_002015291.1|DPER	LOC108033720|XP_016963741.1|DBIA
OG0008900	LOC6589445|XP_026844401.1|DPER	LOC108033993|XP_016964207.1|DBIA
OG0008901	LOC6595955|XP_002021083.2|DPER	LOC108028662|XP_016956079.1|DBIA
OG0008902	LOC6602011|XP_026846854.1|DPER	LOC108035990|XP_016967332.1|DBIA
OG0008903	LOC6589525|XP_002015048.1|DPER	LOC108029273|XP_016956961.1|DBIA
OG0008904	LOC6590289|XP_026840615.1|DPER	LOC108023101|XP_016947854.1|DBIA
OG0008905	LOC6602004|XP_026846902.1|DPER	LOC108035826|XP_016967066.1|DBIA
OG0008906	LOC113566667|XP_026849089.1|DPER	LOC108035457|XP_016966585.1|DBIA
OG0008907	LOC6592122|XP_002016829.2|DPER	LOC108025972|XP_016952154.1|DBIA
OG0008908	LOC6594514|XP_002019497.2|DPER	LOC108027420|XP_016954351.1|DBIA
OG0008909	LOC6594770|XP_002020084.1|DPER	LOC108024851|XP_016950481.1|DBIA
OG0008910	LOC6595029|XP_002019994.2|DPER	LOC108032051|XP_016961352.1|DBIA
OG0008911	LOC6588456|XP_002013199.2|DPER	LOC108024362|XP_016949754.1|DBIA, LOC108024791|XP_016950399.1|DBIA
OG0008912	LOC113564907|XP_026840039.1|DPER	LOC108024933|XP_016950620.1|DBIA
OG0008913	LOC113567365|XP_026850746.1|DPER	LOC108031929|XP_016961195.1|DBIA
OG0008914	LOC6587289|XP_002013671.1|DPER	LOC108031256|XP_016959984.1|DBIA
OG0008915	LOC6591440|XP_002016963.1|DPER	LOC108027041|XP_016953729.1|DBIA
OG0008916	LOC6589174|XP_026844926.1|DPER	LOC108034226|XP_016964560.1|DBIA
OG0008917	LOC6589186|XP_002015010.2|DPER	LOC108036803|XP_016968639.1|DBIA
OG0008919	LOC6589672|XP_026844270.1|DPER	LOC108029157|XP_016956785.1|DBIA
OG0008920	LOC6597064|XP_002022189.1|DPER	LOC108030707|XP_016959236.1|DBIA
OG0008921	LOC6593983|XP_002019025.1|DPER	LOC108036786|XP_016968621.1|DBIA
OG0008922	LOC6593798|XP_002018718.2|DPER	LOC108036090|XP_016967530.1|DBIA
OG0008923	LOC6590070|XP_026841896.1|DPER	LOC108030434|XP_016958809.1|DBIA
OG0008924	LOC6592482|XP_026842713.1|DPER	LOC108022846|XP_016947507.1|DBIA
OG0008925	LOC6592324|XP_002018558.1|DPER	LOC108030437|XP_016958815.1|DBIA
OG0008926	LOC6600837|XP_002025931.1|DPER	LOC108036421|XP_016968037.1|DBIA
OG0008927	LOC6601298|XP_026841150.1|DPER	LOC108022108|XP_016946440.1|DBIA
OG0008928	LOC6591141|XP_002015564.1|DPER	LOC108029993|XP_016957996.1|DBIA
OG0008929	LOC6590491|XP_002015760.1|DPER	LOC108030120|XP_016958310.1|DBIA
OG0008930	LOC6588666|XP_002013615.1|DPER	LOC108031316|XP_016960052.1|DBIA
OG0008931	LOC6592788|XP_002018439.1|DPER	LOC108036236|XP_016967733.1|DBIA
OG0008932	LOC6592280|XP_002018421.1|DPER	LOC108022403|XP_016946778.1|DBIA
OG0008933	LOC6593011|XP_002018463.1|DPER	LOC108022380|XP_016946751.1|DBIA
OG0008934	LOC6597195|XP_002022340.1|DPER	LOC108028087|XP_016955218.1|DBIA
OG0008935	LOC6590903|XP_026840788.1|DPER	LOC108029923|XP_016957907.1|DBIA
OG0008936	LOC6590204|XP_026841308.1|DPER	LOC108023012|XP_016947734.1|DBIA
OG0008937	LOC6592204|XP_026841301.1|DPER	LOC108036515|XP_016968209.1|DBIA
OG0008938	LOC6592760|XP_002017878.1|DPER	LOC108029472|XP_016957215.1|DBIA
OG0008939	LOC6589952|XP_026841785.1|DPER	LOC108029652|XP_016957565.1|DBIA
OG0008940	LOC6601620|XP_026841466.1|DPER	LOC108022713|XP_016947278.1|DBIA
OG0008941	LOC6597545|XP_026848949.1|DPER	LOC108021956|XP_016946275.1|DBIA
OG0008942	LOC6598587|XP_026846286.1|DPER, LOC113566146|XP_026846285.1|DPER, LOC6604420|XP_026846347.1|DPER	LOC108023608|XP_016948704.1|DBIA
OG0008943	LOC6599904|XP_002025017.1|DPER	LOC108023755|XP_016948882.1|DBIA
OG0008944	LOC6600397|XP_026848418.1|DPER	LOC108026223|XP_016952540.1|DBIA
OG0008945	LOC6596861|XP_026845990.1|DPER	LOC108023744|XP_016948871.1|DBIA
OG0008946	LOC6598284|XP_002023307.2|DPER	LOC108025894|XP_016952065.1|DBIA
OG0008947	LOC6596680|XP_026845953.1|DPER	LOC108024084|XP_016949347.1|DBIA
OG0008948	LOC6596850|XP_026845917.1|DPER	LOC108023555|XP_016948627.1|DBIA
OG0008949	LOC6599467|XP_002024616.1|DPER	LOC108028538|XP_016955924.1|DBIA
OG0008950	LOC6598581|XP_002023644.1|DPER	LOC108025674|XP_016951700.1|DBIA
OG0008951	LOC6599769|XP_026847392.1|DPER	LOC108034669|XP_016965096.1|DBIA
OG0008952	LOC6598501|XP_002023589.1|DPER	LOC108033018|XP_016962634.1|DBIA
OG0008953	LOC6596144|XP_026845568.1|DPER	LOC108030762|XP_016959302.1|DBIA
OG0008955	LOC6595950|XP_002021078.1|DPER	LOC108028177|XP_016955328.1|DBIA
OG0008956	LOC6600644|XP_002025654.2|DPER	LOC108036312|XP_016967811.1|DBIA
OG0008957	LOC113565986|XP_026845372.1|DPER	LOC108035540|XP_016966696.1|DBIA, LOC108034450|XP_016964823.1|DBIA
OG0008958	LOC6595770|XP_002021351.2|DPER	LOC108030848|XP_016959475.1|DBIA
OG0008959	LOC6596027|XP_002021026.1|DPER	LOC108028097|XP_016955231.1|DBIA
OG0008960	LOC6595936|XP_026845554.1|DPER	LOC108035085|XP_016965990.1|DBIA
OG0008961	LOC6589352|XP_002014803.2|DPER, LOC6589353|XP_002014804.2|DPER	LOC108033745|XP_016963793.1|DBIA
OG0008962	LOC6598162|XP_002023449.1|DPER, LOC6594855|XP_002020063.1|DPER	LOC108023900|XP_016949075.1|DBIA
OG0008963	LOC6598448|XP_026848703.1|DPER, LOC6598449|XP_002023576.1|DPER	LOC108032957|XP_016962517.1|DBIA
OG0008964	LOC6596728|XP_002021944.1|DPER	LOC108023198|XP_016947945.1|DBIA
