Orthogroup	DPER.longest_only	BCOP.longest_only
OG0006812	LOC6599657|XP_026849486.1|DPER	LOC119073260|XP_037034528.1|BCOP
OG0006813	LOC6588507|XP_002013820.2|DPER	LOC119066162|XP_037024356.1|BCOP
OG0006814	LOC6596128|XP_002021092.2|DPER	LOC119076437|XP_037039087.1|BCOP
OG0006815	LOC6601696|XP_002026708.2|DPER	LOC119080475|XP_037044750.1|BCOP
OG0006816	LOC6601694|XP_002026707.1|DPER	LOC119080395|XP_037044609.1|BCOP
OG0006817	LOC6601248|XP_026849968.1|DPER	LOC119066069|XP_037024195.1|BCOP
OG0006818	LOC6603275|XP_026849867.1|DPER	LOC119066072|XP_037024211.1|BCOP
OG0006820	LOC6602348|XP_002027427.1|DPER	LOC119079359|XP_037043101.1|BCOP
OG0006821	LOC6588805|XP_026844201.1|DPER	LOC119067434|XP_037026301.1|BCOP
OG0006822	LOC6592897|XP_026842133.1|DPER	LOC119079810|XP_037043772.1|BCOP
OG0006823	LOC6601005|XP_002026160.1|DPER	LOC119080049|XP_037044150.1|BCOP
OG0006824	LOC6600294|XP_002025348.1|DPER	LOC119080108|XP_037044234.1|BCOP
OG0006825	LOC6595896|XP_002021437.1|DPER	LOC119079631|XP_037043526.1|BCOP
OG0006826	LOC6601653|XP_026847549.1|DPER	LOC119079602|XP_037043492.1|BCOP
OG0006828	LOC6589677|XP_026844503.1|DPER	LOC119085085|XP_037051223.1|BCOP
OG0006829	LOC113566598|XP_026848753.1|DPER	LOC119078716|XP_037042283.1|BCOP
OG0006830	LOC6601121|XP_026849731.1|DPER	LOC119080248|XP_037044394.1|BCOP
OG0006831	LOC113566487|XP_026848084.1|DPER	LOC119073811|XP_037035479.1|BCOP
OG0006832	LOC6602463|XP_026848799.1|DPER	LOC119073957|XP_037035741.1|BCOP
OG0006833	LOC6601233|XP_026848166.1|DPER	LOC119073961|XP_037035758.1|BCOP
OG0006835	LOC6599579|XP_002024699.1|DPER	LOC119079310|XP_037043000.1|BCOP
OG0006837	LOC6601914|XP_002026963.1|DPER	LOC119073471|XP_037034871.1|BCOP
OG0006838	LOC6600238|XP_002025403.1|DPER	LOC119073623|XP_037035104.1|BCOP
OG0006839	LOC6601907|XP_002026956.1|DPER	LOC119073505|XP_037034915.1|BCOP
OG0006840	LOC6593774|XP_002018966.1|DPER	LOC119079938|XP_037043941.1|BCOP
OG0006841	LOC6599723|XP_002024828.1|DPER	LOC119080431|XP_037044683.1|BCOP
OG0006842	LOC6601982|XP_026849874.1|DPER	LOC119076665|XP_037039457.1|BCOP
OG0006843	LOC6600698|XP_002025862.2|DPER	LOC119083495|XP_037049114.1|BCOP
OG0006844	LOC6588352|XP_026840509.1|DPER	LOC119083483|XP_037049108.1|BCOP
OG0006845	LOC6601007|XP_002026162.1|DPER	LOC119081214|XP_037045829.1|BCOP
OG0006846	LOC6601676|XP_026847562.1|DPER	LOC119081209|XP_037045822.1|BCOP
OG0006847	LOC6601677|XP_026847603.1|DPER	LOC119081871|XP_037047003.1|BCOP
OG0006848	LOC6601575|XP_002026666.2|DPER	LOC119075813|XP_037038279.1|BCOP
OG0006849	LOC6602486|XP_002027514.1|DPER	LOC119075963|XP_037038440.1|BCOP
OG0006850	LOC6602487|XP_026848811.1|DPER	LOC119080760|XP_037045216.1|BCOP
OG0006851	LOC6602490|XP_026848785.1|DPER	LOC119081385|XP_037046170.1|BCOP
OG0006852	LOC6592733|XP_026840991.1|DPER	LOC119073848|XP_037035585.1|BCOP
OG0006853	LOC6599490|XP_002024587.1|DPER	LOC119080477|XP_037044752.1|BCOP
OG0006854	LOC6592789|XP_026841242.1|DPER	LOC119073937|XP_037035707.1|BCOP
OG0006855	LOC6595958|XP_002021196.2|DPER	LOC119080681|XP_037045009.1|BCOP
OG0006856	LOC6592329|XP_026840940.1|DPER	LOC119073393|XP_037034715.1|BCOP
OG0006857	LOC6592532|XP_026841812.1|DPER	LOC119082334|XP_037047738.1|BCOP
OG0006858	LOC6599845|XP_026847442.1|DPER	LOC119075553|XP_037037918.1|BCOP
OG0006859	LOC6590840|XP_002015772.1|DPER	LOC119079974|XP_037044006.1|BCOP
OG0006860	LOC6592990|XP_002017666.1|DPER	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP
OG0006861	LOC6593224|XP_026842433.1|DPER	LOC119073523|XP_037034953.1|BCOP
OG0006862	LOC6603000|XP_026849497.1|DPER	LOC119080722|XP_037045103.1|BCOP
OG0006863	LOC6601754|XP_002026829.1|DPER	LOC119067887|XP_037027064.1|BCOP
OG0006864	LOC6592961|XP_002017963.1|DPER	LOC119066054|XP_037024174.1|BCOP
OG0006865	LOC6587530|XP_002013078.1|DPER	LOC119067733|XP_037026740.1|BCOP
OG0006866	LOC6590821|XP_002016475.1|DPER	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP
OG0006867	LOC6593046|XP_002017601.1|DPER	LOC119079478|XP_037043310.1|BCOP
OG0006868	LOC6593045|XP_026842539.1|DPER	LOC119079455|XP_037043267.1|BCOP
OG0006869	LOC6590924|XP_026840664.1|DPER	LOC119077831|XP_037041044.1|BCOP
OG0006871	LOC6592764|XP_002017816.1|DPER	LOC119079945|XP_037043949.1|BCOP
OG0006872	LOC6591020|XP_002016372.1|DPER	LOC119073898|XP_037035682.1|BCOP
OG0006873	LOC6590662|XP_026841554.1|DPER	LOC119073866|XP_037035629.1|BCOP
OG0006874	LOC6597921|XP_002023093.1|DPER	LOC119078512|XP_037041968.1|BCOP
OG0006876	LOC6590410|XP_026842846.1|DPER	LOC119066525|XP_037024941.1|BCOP
OG0006877	LOC113565731|XP_026844522.1|DPER	LOC119066526|XP_037024945.1|BCOP
OG0006878	LOC6589743|XP_026844977.1|DPER	LOC119076252|XP_037038814.1|BCOP
OG0006879	LOC6592619|XP_002018495.1|DPER	LOC119076276|XP_037038837.1|BCOP
OG0006880	LOC6595469|XP_002020902.2|DPER	LOC119081755|XP_037046833.1|BCOP
OG0006881	LOC6593785|XP_002018777.1|DPER	LOC119070813|XP_037031188.1|BCOP
OG0006882	LOC6592512|XP_002017670.1|DPER	LOC119082031|XP_037047249.1|BCOP
OG0006884	LOC6596281|XP_002021803.1|DPER	LOC119085271|XP_037051518.1|BCOP
OG0006885	LOC6596628|XP_026843397.1|DPER	LOC119078824|XP_037042426.1|BCOP
OG0006886	LOC6587858|XP_002014094.1|DPER	LOC119083913|XP_037049623.1|BCOP
OG0006887	LOC6600693|XP_002025857.2|DPER	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP
OG0006888	LOC6589470|XP_002014415.1|DPER	LOC119085152|XP_037051338.1|BCOP
OG0006889	LOC6593648|XP_026844606.1|DPER	LOC119078528|XP_037041989.1|BCOP
OG0006890	LOC6588693|XP_002015028.1|DPER	LOC119071059|XP_037031578.1|BCOP
OG0006891	LOC6589689|XP_026844162.1|DPER	LOC119083267|XP_037048842.1|BCOP
OG0006892	LOC6595602|XP_002020921.1|DPER	LOC119068012|XP_037027266.1|BCOP
OG0006893	LOC113565424|XP_026843162.1|DPER	LOC119066328|XP_037024623.1|BCOP
OG0006894	LOC113565475|XP_026843400.1|DPER	LOC119066339|XP_037024640.1|BCOP
OG0006895	LOC113566507|XP_026848233.1|DPER	LOC119081002|XP_037045571.1|BCOP
OG0006896	LOC6602446|XP_002027481.1|DPER	LOC119085145|XP_037051318.1|BCOP
OG0006897	LOC6594001|XP_026843048.1|DPER	LOC119070891|XP_037031309.1|BCOP
OG0006898	LOC6589712|XP_002015302.1|DPER	LOC119066462|XP_037024863.1|BCOP
OG0006899	LOC6589164|XP_002014895.1|DPER	LOC119070832|XP_037031233.1|BCOP
OG0006900	LOC113566189|XP_026846505.1|DPER	LOC119077018|XP_037040026.1|BCOP
OG0006901	LOC6593763|XP_026843818.1|DPER	LOC119079371|XP_037043136.1|BCOP
OG0006902	LOC6598459|XP_002023687.2|DPER	LOC119081357|XP_037046102.1|BCOP
OG0006903	LOC6595156|XP_026850676.1|DPER	LOC119068286|XP_037027717.1|BCOP
OG0006904	LOC6598038|XP_002023196.1|DPER	LOC119078771|XP_037042376.1|BCOP
OG0006905	LOC6595367|XP_002020803.1|DPER	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP
OG0006906	LOC6588798|XP_002014675.1|DPER	LOC119066821|XP_037025364.1|BCOP
OG0006907	LOC6593464|XP_026843063.1|DPER	LOC119085887|XP_037052298.1|BCOP
OG0006908	LOC6593745|XP_002018849.1|DPER	LOC119082289|XP_037047658.1|BCOP
OG0006909	LOC6589389|XP_002014350.2|DPER	LOC119066441|XP_037024831.1|BCOP
OG0006910	LOC6593794|XP_002018714.1|DPER	LOC119081919|XP_037047056.1|BCOP
OG0006911	LOC6597320|XP_026846549.1|DPER	LOC119081052|XP_037045654.1|BCOP
OG0006912	LOC6593322|XP_002018944.1|DPER	LOC119076978|XP_037039969.1|BCOP
OG0006913	LOC6589074|XP_002014523.1|DPER	LOC119066647|XP_037025113.1|BCOP
OG0006914	LOC6602207|XP_002027215.1|DPER	LOC119078448|XP_037041876.1|BCOP
OG0006915	LOC6588746|XP_026844527.1|DPER	LOC119066645|XP_037025108.1|BCOP
OG0006916	LOC6593833|XP_026843786.1|DPER	LOC119070679|XP_037031015.1|BCOP
OG0006917	LOC6603386|XP_026843751.1|DPER	LOC119082557|XP_037047972.1|BCOP
OG0006918	LOC6603383|XP_002028369.1|DPER	LOC119077153|XP_037040237.1|BCOP
OG0006919	LOC6589538|XP_026843890.1|DPER	LOC119072823|XP_037034020.1|BCOP
OG0006920	LOC6589721|XP_026844683.1|DPER	LOC119084576|XP_037050526.1|BCOP
OG0006921	LOC6589026|XP_026844315.1|DPER	LOC119082106|XP_037047369.1|BCOP
OG0006922	LOC6593595|XP_002018886.1|DPER	LOC119084793|XP_037050753.1|BCOP
OG0006923	LOC6588759|XP_026844330.1|DPER	LOC119082118|XP_037047393.1|BCOP
OG0006924	LOC113565481|XP_026843429.1|DPER	LOC119082748|XP_037048225.1|BCOP
OG0006925	LOC6594983|XP_026847464.1|DPER	LOC119082746|XP_037048224.1|BCOP
OG0006926	LOC6596485|XP_026843568.1|DPER	LOC119072877|XP_037034080.1|BCOP
OG0006927	LOC6596482|XP_002021526.1|DPER	LOC119071868|XP_037032824.1|BCOP
OG0006928	LOC6596479|XP_026843621.1|DPER	LOC119085426|XP_037051735.1|BCOP
OG0006929	LOC6595583|XP_026844405.1|DPER	LOC119075603|XP_037037967.1|BCOP
OG0006930	LOC6595370|XP_026844424.1|DPER	LOC119075613|XP_037037985.1|BCOP
OG0006931	LOC6595409|XP_002020882.1|DPER	LOC119085937|XP_037052385.1|BCOP
OG0006932	LOC6589328|XP_002014353.1|DPER	LOC119072886|XP_037034104.1|BCOP
OG0006933	LOC6589308|XP_002014406.1|DPER	LOC119072890|XP_037034108.1|BCOP
OG0006934	LOC6594029|XP_002019727.1|DPER	LOC119072819|XP_037034015.1|BCOP
OG0006935	LOC6603394|XP_002028374.1|DPER	LOC119075625|XP_037037998.1|BCOP
OG0006936	LOC6593304|XP_026843470.1|DPER	LOC119078596|XP_037042079.1|BCOP
OG0006937	LOC6588969|XP_002014332.1|DPER	LOC119076233|XP_037038787.1|BCOP
OG0006938	LOC6589708|XP_002014458.1|DPER	LOC119076234|XP_037038788.1|BCOP
OG0006939	LOC6597828|XP_002022906.1|DPER	LOC119081841|XP_037046977.1|BCOP
OG0006940	LOC6593639|XP_026843319.1|DPER	LOC119084688|XP_037050664.1|BCOP
OG0006941	LOC6589510|XP_026844242.1|DPER	LOC119085373|XP_037051650.1|BCOP
OG0006942	LOC6592736|XP_026840650.1|DPER	LOC119079999|XP_037044061.1|BCOP
OG0006943	LOC6589238|XP_026844791.1|DPER	LOC119076924|XP_037039843.1|BCOP
OG0006944	LOC6589817|XP_026844807.1|DPER	LOC119083009|XP_037048543.1|BCOP
OG0006945	LOC6589443|XP_026844400.1|DPER	LOC119074229|XP_037036143.1|BCOP
OG0006946	LOC6587228|XP_002013869.1|DPER	LOC119067297|XP_037026092.1|BCOP
OG0006947	LOC6593695|XP_002018842.1|DPER	LOC119074773|XP_037036975.1|BCOP
OG0006948	LOC6596555|XP_002021736.1|DPER	LOC119075676|XP_037038089.1|BCOP
OG0006949	LOC6595514|XP_002020619.1|DPER	LOC119070906|XP_037031327.1|BCOP
OG0006950	LOC6597972|XP_002023110.1|DPER	LOC119073592|XP_037035060.1|BCOP
OG0006952	LOC6594953|XP_002020321.1|DPER	LOC119068424|XP_037027888.1|BCOP
OG0006953	LOC6599849|XP_002024998.2|DPER	LOC119078706|XP_037042269.1|BCOP
OG0006954	LOC6603063|XP_002028056.1|DPER	LOC119066724|XP_037025239.1|BCOP
OG0006955	LOC6594963|XP_002020331.1|DPER	LOC119069593|XP_037029578.1|BCOP
OG0006956	LOC6589512|XP_002015186.1|DPER	LOC119078413|XP_037041810.1|BCOP
OG0006957	LOC6598044|XP_002023202.1|DPER	LOC119078647|XP_037042137.1|BCOP
OG0006958	LOC6591298|XP_002015627.1|DPER	LOC119072006|XP_037033019.1|BCOP
OG0006959	LOC6599567|XP_026849555.1|DPER	LOC119079533|XP_037043413.1|BCOP
OG0006960	LOC6593841|XP_002018703.1|DPER	LOC119075357|XP_037037684.1|BCOP
OG0006961	LOC6604574|XP_026843969.1|DPER	LOC119078520|XP_037041978.1|BCOP
OG0006962	LOC6596425|XP_026843632.1|DPER	LOC119078599|XP_037042083.1|BCOP
OG0006963	LOC6588963|XP_026844001.1|DPER	LOC119075657|XP_037038061.1|BCOP
OG0006964	LOC6589142|XP_002014432.2|DPER	LOC119075641|XP_037038018.1|BCOP
OG0006965	LOC6589216|XP_002015300.1|DPER	LOC119085920|XP_037052369.1|BCOP
OG0006966	LOC6596615|XP_002021611.1|DPER	LOC119070953|XP_037031403.1|BCOP
OG0006967	LOC6592555|XP_002017933.1|DPER	LOC119081566|XP_037046493.1|BCOP
OG0006968	LOC6590168|XP_026842584.1|DPER	LOC119075560|XP_037037926.1|BCOP
OG0006969	LOC6603695|XP_026848477.1|DPER	LOC119073662|XP_037035161.1|BCOP
OG0006970	LOC6595126|XP_002020057.1|DPER	LOC119081657|XP_037046634.1|BCOP
OG0006971	LOC6595529|XP_002020664.1|DPER	LOC119077110|XP_037040173.1|BCOP
OG0006972	LOC6589603|XP_026844540.1|DPER	LOC119070921|XP_037031355.1|BCOP
OG0006973	LOC6595576|XP_002020953.2|DPER	LOC119072062|XP_037033092.1|BCOP
OG0006974	LOC6593775|XP_002018967.1|DPER	LOC119082243|XP_037047602.1|BCOP
OG0006975	LOC6596514|XP_026843748.1|DPER	LOC119078756|XP_037042356.1|BCOP
OG0006976	LOC6589324|XP_002014284.2|DPER	LOC119071577|XP_037032414.1|BCOP
OG0006977	LOC6590488|XP_026842609.1|DPER	LOC119083766|XP_037049444.1|BCOP
OG0006978	LOC6595390|XP_002020793.1|DPER	LOC119079161|XP_037042873.1|BCOP
OG0006979	LOC6589670|XP_026844568.1|DPER	LOC119075330|XP_037037651.1|BCOP
OG0006980	LOC6589866|XP_002014208.1|DPER	LOC119081962|XP_037047161.1|BCOP
OG0006981	LOC6596278|XP_026843275.1|DPER	LOC119081952|XP_037047140.1|BCOP
OG0006982	LOC6596343|XP_026843277.1|DPER	LOC119066086|XP_037024249.1|BCOP
OG0006983	LOC113565674|XP_026844203.1|DPER	LOC119085899|XP_037052337.1|BCOP
OG0006984	LOC6589812|XP_002015339.2|DPER	LOC119085814|XP_037052193.1|BCOP
OG0006985	LOC6588889|XP_002014858.1|DPER	LOC119072678|XP_037033847.1|BCOP
OG0006986	LOC6589354|XP_002014805.1|DPER	LOC119072681|XP_037033851.1|BCOP
OG0006988	LOC6589441|XP_002014824.2|DPER	LOC119071147|XP_037031770.1|BCOP
OG0006989	LOC6603042|XP_002028064.1|DPER	LOC119076544|XP_037039234.1|BCOP
OG0006990	LOC6593370|XP_002018591.1|DPER	LOC119072679|XP_037033848.1|BCOP
OG0006991	LOC6587506|XP_002013528.1|DPER	LOC119083999|XP_037049706.1|BCOP
OG0006992	LOC6596518|XP_026843432.1|DPER	LOC119085825|XP_037052217.1|BCOP
OG0006993	LOC6588847|XP_026844180.1|DPER	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC6602228|XP_002027258.1|DPER	LOC119080662|XP_037044982.1|BCOP
OG0006995	LOC6593588|XP_002018879.2|DPER	LOC119085427|XP_037051737.1|BCOP
OG0006996	LOC6593590|XP_002018881.1|DPER	LOC119080112|XP_037044238.1|BCOP
OG0006997	LOC6593014|XP_002018255.1|DPER	LOC119083792|XP_037049493.1|BCOP
OG0006998	LOC6591467|XP_002016778.1|DPER	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC6589641|XP_002015345.1|DPER	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC6589502|XP_002014592.1|DPER	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC6590219|XP_026841198.1|DPER	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC6597956|XP_026843695.1|DPER	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC6589436|XP_002014863.1|DPER	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC6595653|XP_026844524.1|DPER	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC6589629|XP_026845053.1|DPER, LOC113565847|XP_026845014.1|DPER	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC6589875|XP_002014371.1|DPER	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC6595548|XP_002020635.1|DPER	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC6589327|XP_002014352.1|DPER	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC6589651|XP_026844217.1|DPER	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC6587527|XP_002013673.2|DPER	LOC119067119|XP_037025790.1|BCOP
OG0007012	LOC6589165|XP_026844236.1|DPER	LOC119072860|XP_037034062.1|BCOP
OG0007013	LOC113565774|XP_026844692.1|DPER	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC6588793|XP_026844200.1|DPER	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC6596282|XP_002021804.1|DPER	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC6593779|XP_026843709.1|DPER	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC6596417|XP_026843360.1|DPER	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC6596277|XP_026843138.1|DPER	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC6593818|XP_026843118.1|DPER	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC6593943|XP_026843728.1|DPER	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC6589108|XP_002015041.1|DPER	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC6588760|XP_002014951.1|DPER	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC6589252|XP_002014389.1|DPER	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC6594308|XP_002019806.1|DPER	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC6597822|XP_002022954.1|DPER	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC6589869|XP_026844566.1|DPER	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC6589516|XP_002015190.1|DPER	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC6589568|XP_026844257.1|DPER	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC6597408|XP_002022416.2|DPER	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC6589880|XP_026844717.1|DPER	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC6595784|XP_002021329.2|DPER	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC6598116|XP_002023272.2|DPER	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC6596378|XP_002021563.1|DPER	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC6602658|XP_002027698.1|DPER	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC6596036|XP_002021035.2|DPER	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC6594872|XP_002020111.1|DPER	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC6600845|XP_026841745.1|DPER	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC6591277|XP_026840996.1|DPER	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC6589680|XP_002014765.1|DPER	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC6593540|XP_026843618.1|DPER	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC6593445|XP_026843018.1|DPER	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC6591344|XP_026841068.1|DPER	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC6589315|XP_002014528.2|DPER	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC6594095|XP_002019687.1|DPER	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC6591379|XP_002017243.1|DPER	LOC119078745|XP_037042339.1|BCOP
OG0007047	LOC6589829|XP_002014708.1|DPER	LOC119076321|XP_037038888.1|BCOP
OG0007048	LOC6595647|XP_026844040.1|DPER	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC6595546|XP_002020633.1|DPER	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC6593835|XP_002018697.1|DPER	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC6588994|XP_026844077.1|DPER	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC6597567|XP_026848868.1|DPER	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC6591640|XP_026840710.1|DPER	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC6592279|XP_002018420.1|DPER	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC6590101|XP_002015986.2|DPER	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC113566597|XP_026848732.1|DPER	LOC119084607|XP_037050565.1|BCOP
OG0007057	LOC6597568|XP_002022785.2|DPER	LOC119084600|XP_037050548.1|BCOP
OG0007058	LOC6598577|XP_002023640.2|DPER	LOC119068571|XP_037028110.1|BCOP
OG0007059	LOC113565669|XP_026844196.1|DPER	LOC119077135|XP_037040209.1|BCOP
OG0007060	LOC113565739|XP_026844561.1|DPER	LOC119077134|XP_037040208.1|BCOP
OG0007061	LOC6589892|XP_002014629.1|DPER	LOC119077151|XP_037040232.1|BCOP
OG0007062	LOC6593608|XP_002018663.1|DPER	LOC119070730|XP_037031081.1|BCOP
OG0007063	LOC6593793|XP_002018713.1|DPER	LOC119070882|XP_037031297.1|BCOP
OG0007064	LOC6592854|XP_002018281.1|DPER	LOC119075302|XP_037037607.1|BCOP
OG0007065	LOC6598935|XP_002024122.1|DPER	LOC119082296|XP_037047670.1|BCOP
OG0007066	LOC6596940|XP_002022222.1|DPER	LOC119070889|XP_037031306.1|BCOP
OG0007067	LOC6589584|XP_002014293.1|DPER	LOC119076211|XP_037038758.1|BCOP
OG0007068	LOC6589271|XP_026844935.1|DPER	LOC119070885|XP_037031302.1|BCOP
OG0007069	LOC6593486|XP_026843169.1|DPER	LOC119071547|XP_037032342.1|BCOP
OG0007071	LOC6590749|XP_002015680.1|DPER	LOC119081306|XP_037045962.1|BCOP
OG0007072	LOC6594684|XP_002019319.1|DPER	LOC119066272|XP_037024525.1|BCOP
OG0007073	LOC6595552|XP_002020639.1|DPER	LOC119078873|XP_037042485.1|BCOP
OG0007074	LOC6590674|XP_002015415.1|DPER	LOC119085999|XP_037052469.1|BCOP
OG0007075	LOC6588848|XP_002014903.1|DPER	LOC119077130|XP_037040200.1|BCOP
OG0007076	LOC6590514|XP_026841147.1|DPER	LOC119081410|XP_037046198.1|BCOP
OG0007077	LOC6596581|XP_002021668.1|DPER	LOC119085902|XP_037052341.1|BCOP
OG0007078	LOC6589405|XP_026844158.1|DPER	LOC119075624|XP_037037996.1|BCOP
OG0007079	LOC6589406|XP_002015194.1|DPER	LOC119075626|XP_037037999.1|BCOP
OG0007080	LOC6593990|XP_002019032.1|DPER	LOC119066258|XP_037024504.1|BCOP
OG0007081	LOC6593559|XP_002018974.1|DPER	LOC119072894|XP_037034114.1|BCOP
OG0007082	LOC6595584|XP_002020961.1|DPER	LOC119085897|XP_037052331.1|BCOP
OG0007083	LOC6589544|XP_026844658.1|DPER	LOC119085906|XP_037052344.1|BCOP
OG0007084	LOC6598289|XP_026846175.1|DPER	LOC119085989|XP_037052449.1|BCOP
OG0007085	LOC6589640|XP_026844976.1|DPER	LOC119079037|XP_037042719.1|BCOP
OG0007086	LOC6595567|XP_002020915.1|DPER	LOC119066785|XP_037025342.1|BCOP
OG0007087	LOC6595794|XP_002021306.1|DPER	LOC119085875|XP_037052282.1|BCOP
OG0007088	LOC6596616|XP_026843784.1|DPER	LOC119085880|XP_037052287.1|BCOP
OG0007089	LOC6589104|XP_026844647.1|DPER	LOC119081691|XP_037046683.1|BCOP
OG0007090	LOC6589455|XP_026844176.1|DPER	LOC119077511|XP_037040638.1|BCOP
OG0007092	LOC6592165|XP_026840499.1|DPER	LOC119067099|XP_037025757.1|BCOP
OG0007093	LOC6589885|XP_002014489.1|DPER	LOC119084627|XP_037050590.1|BCOP
OG0007094	LOC6589887|XP_002014491.2|DPER	LOC119072766|XP_037033955.1|BCOP
OG0007095	LOC6597962|XP_026843833.1|DPER	LOC119084623|XP_037050586.1|BCOP
OG0007096	LOC6593389|XP_002019087.1|DPER	LOC119084629|XP_037050592.1|BCOP
OG0007097	LOC6593458|XP_002018596.1|DPER	LOC119070924|XP_037031361.1|BCOP
OG0007098	LOC6593413|XP_026843106.1|DPER	LOC119070919|XP_037031352.1|BCOP
OG0007099	LOC6587549|XP_002013887.1|DPER	LOC119082776|XP_037048267.1|BCOP
OG0007100	LOC6593502|XP_002019143.2|DPER	LOC119082762|XP_037048244.1|BCOP
OG0007101	LOC6589076|XP_002014751.1|DPER	LOC119066201|XP_037024416.1|BCOP
OG0007102	LOC6595595|XP_026844387.1|DPER	LOC119076247|XP_037038805.1|BCOP
OG0007103	LOC6589798|XP_002014465.2|DPER	LOC119066793|XP_037025351.1|BCOP
OG0007104	LOC6588709|XP_002014319.1|DPER, LOC6603822|XP_002028782.1|DPER	LOC119066322|XP_037024606.1|BCOP
OG0007105	LOC6588726|XP_002014368.2|DPER	LOC119075292|XP_037037598.1|BCOP
OG0007106	LOC6595450|XP_026844638.1|DPER	LOC119066490|XP_037024894.1|BCOP
OG0007107	LOC6589268|XP_026844333.1|DPER	LOC119066040|XP_037024157.1|BCOP
OG0007108	LOC6595371|XP_002020807.1|DPER	LOC119066665|XP_037025140.1|BCOP
OG0007109	LOC6589398|XP_002015287.1|DPER	LOC119077057|XP_037040082.1|BCOP
OG0007110	LOC6589407|XP_002015195.1|DPER	LOC119068109|XP_037027450.1|BCOP
OG0007111	LOC6589823|XP_026844983.1|DPER	LOC119076960|XP_037039934.1|BCOP
OG0007112	LOC6589500|XP_002014590.2|DPER	LOC119076958|XP_037039932.1|BCOP
OG0007113	LOC6588650|XP_026841870.1|DPER	LOC119069871|XP_037029940.1|BCOP
OG0007114	LOC6595446|XP_002020867.1|DPER	LOC119085973|XP_037052429.1|BCOP
OG0007115	LOC6603064|XP_002028057.1|DPER	LOC119085972|XP_037052428.1|BCOP
OG0007116	LOC6589063|XP_002014551.2|DPER	LOC119083392|XP_037049003.1|BCOP
OG0007117	LOC6595539|XP_002020674.1|DPER	LOC119075618|XP_037037992.1|BCOP
OG0007118	LOC6589859|XP_026844681.1|DPER	LOC119076240|XP_037038796.1|BCOP
