Orthogroup	DPER.longest_only	HILL.longest_only
OG0008465	LOC113565211|XP_026842512.1|DPER	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC6592951|XP_026841439.1|DPER	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC6589543|XP_026844769.1|DPER	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC6600897|XP_026840860.1|DPER	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC6600961|XP_002025999.1|DPER	LOC119647064|XP_037903750.1|HILL
OG0008472	LOC6591094|XP_026840906.1|DPER	LOC119652164|XP_037912037.1|HILL
OG0008473	LOC6599356|XP_026847137.1|DPER	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC6592024|XP_026840304.1|DPER	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC6594100|XP_002019692.1|DPER	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC6590375|XP_002015476.2|DPER	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC113565732|XP_026844541.1|DPER	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC6600816|XP_002025883.1|DPER	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC6597008|XP_026845520.1|DPER	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC6600148|XP_002025231.1|DPER	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC6601422|XP_026847894.1|DPER	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC6588935|XP_002015097.1|DPER	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC6591774|XP_026851019.1|DPER	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC113565885|XP_026845047.1|DPER, LOC6589698|XP_026844466.1|DPER	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC6602551|XP_026846752.1|DPER	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC6598403|XP_002023647.1|DPER	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC6594364|XP_002019956.1|DPER	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC6590361|XP_002015841.1|DPER	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC6591313|XP_026842191.1|DPER	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC6590859|XP_002016617.2|DPER	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC6601157|XP_026848210.1|DPER	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC6599342|XP_002024498.2|DPER	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC6601786|XP_026849833.1|DPER	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC6601098|XP_002026063.1|DPER	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC6596750|XP_002021933.2|DPER	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC6602661|XP_002027701.1|DPER	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC6597572|XP_002022789.1|DPER	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC6600042|XP_026849237.1|DPER	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC6601707|XP_026846967.1|DPER	LOC119657089|XP_037919772.1|HILL
OG0008535	LOC6599909|XP_026849161.1|DPER	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC113566672|XP_026849149.1|DPER	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC6587631|XP_002013907.2|DPER	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC6597265|XP_026846375.1|DPER	LOC119656958|XP_037919605.1|HILL
OG0008540	LOC6595204|XP_002020239.2|DPER	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC6592769|XP_002017821.2|DPER	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC6596213|XP_002021281.2|DPER	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC113565177|XP_026842266.1|DPER	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC6590021|XP_002016575.1|DPER	LOC119661353|XP_037926587.1|HILL
OG0008547	LOC6596892|XP_002021839.2|DPER	LOC119657476|XP_037920325.1|HILL
OG0008550	LOC6597275|XP_026846552.1|DPER	LOC119656706|XP_037919144.1|HILL
OG0008551	LOC6595889|XP_002021402.2|DPER	LOC119649435|XP_037907513.1|HILL
OG0008552	LOC6602467|XP_026848741.1|DPER	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC6596733|XP_026845876.1|DPER	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC6596768|XP_026845897.1|DPER	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC6592442|XP_002017787.2|DPER	LOC119654250|XP_037915421.1|HILL
OG0008557	LOC6595013|XP_002020470.1|DPER	LOC119653004|XP_037913360.1|HILL
OG0008558	LOC6588824|XP_002014421.1|DPER	LOC119651726|XP_037911378.1|HILL
OG0008560	LOC6593468|XP_026843851.1|DPER	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC6593650|XP_002019237.2|DPER	LOC119651236|XP_037910642.1|HILL
OG0008563	LOC6595149|XP_002020139.1|DPER	LOC119647201|XP_037903945.1|HILL
OG0008564	LOC6589877|XP_026844716.1|DPER	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC6602425|XP_002027455.2|DPER, LOC6602420|XP_002027456.1|DPER	LOC119659222|XP_037923126.1|HILL
OG0008567	LOC113565641|XP_026844011.1|DPER	LOC119661497|XP_037926791.1|HILL
OG0008569	LOC6598376|XP_026846131.1|DPER	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC6600125|XP_026846682.1|DPER	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC6602469|XP_026848843.1|DPER	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC6600163|XP_026846710.1|DPER	LOC119654214|XP_037915354.1|HILL
OG0008575	LOC6587714|XP_026840318.1|DPER	LOC119659043|XP_037922872.1|HILL
OG0008576	LOC6600712|XP_026848691.1|DPER	LOC119654176|XP_037915289.1|HILL
OG0008578	LOC6591336|XP_002016934.2|DPER	LOC119658856|XP_037922537.1|HILL
OG0008579	LOC6602720|XP_002027745.1|DPER	LOC119648986|XP_037906837.1|HILL
OG0008581	LOC6602350|XP_002027429.1|DPER	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC6603580|XP_026846679.1|DPER	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC6600452|XP_026848395.1|DPER	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC6599900|XP_026849183.1|DPER	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC6599899|XP_002025012.1|DPER	LOC119655642|XP_037917547.1|HILL
OG0008587	LOC6594448|XP_026850346.1|DPER	LOC119658942|XP_037922726.1|HILL
OG0008588	LOC6594055|XP_002019878.1|DPER	LOC119658908|XP_037922642.1|HILL
OG0008589	LOC6603230|XP_002028206.2|DPER	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC113564903|XP_026840012.1|DPER	LOC119655852|XP_037917898.1|HILL
OG0008592	LOC6593126|XP_002018100.1|DPER	LOC119654260|XP_037915453.1|HILL
OG0008593	LOC6600248|XP_002025413.2|DPER	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL
OG0008594	LOC6595074|XP_002020338.1|DPER	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC6601353|XP_026841457.1|DPER	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC6603677|XP_002028650.1|DPER	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC6592121|XP_002016847.1|DPER	LOC119659496|XP_037923542.1|HILL
OG0008598	LOC6599930|XP_026849225.1|DPER	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC6600222|XP_002025220.1|DPER	LOC119654310|XP_037915561.1|HILL
OG0008600	LOC6591416|XP_002016942.1|DPER	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC6595465|XP_002020898.1|DPER	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC6595195|XP_002020230.1|DPER	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC6588529|XP_026844399.1|DPER	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC6590748|XP_002015679.1|DPER	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC6597958|XP_026843700.1|DPER	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC6595348|XP_002020821.1|DPER	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC6588316|XP_002014145.1|DPER	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC6597549|XP_002022798.1|DPER	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC6594147|XP_002019773.1|DPER	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC6593120|XP_002017619.1|DPER	LOC119646361|XP_037902726.1|HILL
OG0008615	LOC6594515|XP_002019498.1|DPER	LOC119660332|XP_037924743.1|HILL
OG0008616	LOC6595027|XP_026839972.1|DPER	LOC119646548|XP_037902951.1|HILL
OG0008619	LOC113565757|XP_026844627.1|DPER	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC6592761|XP_002017813.1|DPER	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC6588130|XP_002013755.1|DPER, LOC6588032|XP_002013753.1|DPER	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC6590355|XP_026841958.1|DPER	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC6592652|XP_002017988.1|DPER	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC6592301|XP_026842848.1|DPER	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC6602702|XP_026841535.1|DPER	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC6593606|XP_002018661.1|DPER, LOC6600585|XP_026847589.1|DPER	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC6593621|XP_002018990.2|DPER, LOC6593733|XP_026843124.1|DPER	LOC119646898|XP_037903484.1|HILL
OG0008631	LOC113566506|XP_026848232.1|DPER, LOC6587881|XP_026851236.1|DPER	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC6587943|XP_026839999.1|DPER	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC6590817|XP_026841172.1|DPER	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC6597929|XP_002023100.2|DPER	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC6592765|XP_002017817.1|DPER	LOC119652745|XP_037912972.1|HILL
OG0008636	LOC6591396|XP_002017366.2|DPER	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008638	LOC6587559|XP_002013089.2|DPER	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL
OG0008639	LOC6587741|XP_002014071.1|DPER	LOC119653912|XP_037914998.1|HILL
OG0008644	LOC6595311|XP_002020438.1|DPER	LOC119661311|XP_037926531.1|HILL
OG0008645	LOC6589489|XP_002015328.1|DPER	LOC119651500|XP_037911050.1|HILL
OG0008646	LOC6589350|XP_002014801.1|DPER	LOC119661294|XP_037926508.1|HILL
OG0008647	LOC6589085|XP_002014967.1|DPER	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	LOC6589490|XP_002015329.1|DPER	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	LOC6594256|XP_002019979.1|DPER	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	LOC6590214|XP_002016070.1|DPER	LOC119661505|XP_037926800.1|HILL
OG0008653	LOC6590065|XP_002016397.1|DPER	LOC119654871|XP_037916394.1|HILL
OG0008660	LOC113566835|XP_026849806.1|DPER, LOC6603992|XP_026850107.1|DPER, LOC113567142|XP_026850114.1|DPER	LOC119651738|XP_037911393.1|HILL
OG0008661	LOC6600494|XP_026847559.1|DPER	LOC119651426|XP_037910951.1|HILL
OG0008665	LOC6598090|XP_026843724.1|DPER, LOC6598120|XP_002023275.2|DPER	LOC119648579|XP_037906277.1|HILL
OG0008667	LOC6596017|XP_026845416.1|DPER	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	LOC6602447|XP_002027482.2|DPER	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008671	LOC6589857|XP_002015162.1|DPER, LOC113565562|XP_026843680.1|DPER	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL
OG0008677	LOC6587731|XP_002012748.1|DPER	LOC119653088|XP_037913514.1|HILL
OG0008681	LOC6601765|XP_026846924.1|DPER	LOC119657738|XP_037920708.1|HILL
OG0008682	LOC6601715|XP_026847003.1|DPER	LOC119656988|XP_037919650.1|HILL
OG0008683	LOC6598371|XP_002023396.1|DPER	LOC119657037|XP_037919719.1|HILL
OG0008684	LOC6599302|XP_002024235.2|DPER	LOC119657286|XP_037920060.1|HILL
OG0008685	LOC6592729|XP_002018096.1|DPER	LOC119651979|XP_037911814.1|HILL
OG0008687	LOC6590999|XP_002016563.1|DPER	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC6600146|XP_002025263.1|DPER	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC6594318|XP_002019361.1|DPER	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC6593750|XP_026843738.1|DPER	LOC119651734|XP_037911390.1|HILL
OG0008694	LOC6601729|XP_002026787.1|DPER	LOC119647760|XP_037904807.1|HILL
OG0008696	LOC6591853|XP_026850973.1|DPER	LOC119660568|XP_037925146.1|HILL
OG0008697	LOC6601888|XP_002026937.1|DPER	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC6598454|XP_002023545.1|DPER	LOC119653864|XP_037914849.1|HILL
OG0008699	LOC6603786|XP_026848085.1|DPER	LOC119647603|XP_037904559.1|HILL
OG0008700	LOC6594411|XP_002019675.1|DPER	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008701	LOC6601635|XP_002026638.1|DPER	LOC119654395|XP_037915704.1|HILL
OG0008703	LOC6601917|XP_002026966.1|DPER	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC6588901|XP_002014986.2|DPER	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC6593688|XP_026843761.1|DPER	LOC119652801|XP_037913052.1|HILL
OG0008706	LOC6588535|XP_002013192.2|DPER	LOC119658902|XP_037922635.1|HILL
OG0008707	LOC6598117|XP_026843260.1|DPER	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC6599109|XP_002024410.1|DPER	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC6587939|XP_002014083.1|DPER	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC6587483|XP_026843401.1|DPER	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC6594357|XP_026850241.1|DPER	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC6601352|XP_002026411.2|DPER	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC6589160|XP_002014891.1|DPER	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC6591996|XP_026844458.1|DPER	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC6599843|XP_026847278.1|DPER	LOC119659717|XP_037923900.1|HILL
OG0008719	LOC6588604|XP_026840356.1|DPER	LOC119660257|XP_037924639.1|HILL
OG0008721	LOC113565934|XP_026845094.1|DPER	LOC119658130|XP_037921327.1|HILL
OG0008723	LOC6599606|XP_002024696.1|DPER	LOC119648752|XP_037906504.1|HILL
OG0008725	LOC6593266|XP_002017917.1|DPER	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC6591098|XP_002016253.2|DPER	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC6598632|XP_002023844.1|DPER	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC6601759|XP_002026834.1|DPER	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC6602614|XP_002027641.1|DPER	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC6588522|XP_026851234.1|DPER	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC6602244|XP_026843180.1|DPER	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008733	LOC113566111|XP_026846004.1|DPER	LOC119652236|XP_037912135.1|HILL, LOC119656993|XP_037919656.1|HILL
OG0008734	LOC6591319|XP_002017548.2|DPER	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC6593239|XP_002018360.1|DPER	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC6592825|XP_002017754.1|DPER	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC6594284|XP_002019610.2|DPER	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL
OG0008738	LOC6593653|XP_002019240.1|DPER	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC6601840|XP_002026871.1|DPER	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC6600947|XP_002026018.2|DPER	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC6592835|XP_026842726.1|DPER	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC6596219|XP_026845246.1|DPER	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC6593057|XP_002018469.1|DPER	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC6600661|XP_002025739.2|DPER	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC6594447|XP_026850348.1|DPER	LOC119660160|XP_037924492.1|HILL
OG0008747	LOC6601151|XP_026848151.1|DPER	LOC119648496|XP_037906190.1|HILL, LOC119649072|XP_037906993.1|HILL
OG0008748	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER	LOC119652918|XP_037913232.1|HILL
OG0008750	LOC6589022|XP_026844141.1|DPER	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008751	LOC6594121|XP_002019543.2|DPER, LOC6594122|XP_002019544.1|DPER	LOC119651705|XP_037911346.1|HILL
OG0008752	LOC6594280|XP_026851246.1|DPER	LOC119659709|XP_037923891.1|HILL
OG0008753	LOC6599002|XP_002024070.1|DPER, LOC6599006|XP_002024074.1|DPER	LOC119655884|XP_037917957.1|HILL
OG0008756	LOC6588341|XP_002013964.1|DPER	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	LOC6588296|XP_002013792.2|DPER	LOC119652413|XP_037912458.1|HILL
OG0008758	LOC6595603|XP_026843987.1|DPER	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
OG0008759	LOC6589845|XP_026844251.1|DPER	LOC119661245|XP_037926411.1|HILL
OG0008765	LOC6603453|XP_002028445.1|DPER	LOC119647084|XP_037903773.1|HILL
OG0008766	LOC6589359|XP_026844665.1|DPER	LOC119646230|XP_037902548.1|HILL
OG0008770	LOC6589971|XP_002015607.2|DPER, LOC6594914|XP_002020122.1|DPER	LOC119661763|XP_037927161.1|HILL
OG0008773	LOC6590321|XP_026842280.1|DPER	LOC119646200|XP_037902511.1|HILL
OG0008774	LOC6593112|XP_002018341.2|DPER	LOC119655518|XP_037917356.1|HILL
OG0008777	LOC6590777|XP_026841686.1|DPER	LOC119653606|XP_037914294.1|HILL
OG0008781	LOC6600030|XP_026849229.1|DPER	LOC119661729|XP_037927124.1|HILL
OG0008782	LOC6602713|XP_026849452.1|DPER	LOC119648896|XP_037906723.1|HILL
OG0008783	LOC6590445|XP_002015872.1|DPER	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	LOC6601792|XP_002026851.1|DPER	LOC119648371|XP_037906026.1|HILL
OG0008795	LOC6591623|XP_026846414.1|DPER	LOC119660196|XP_037924544.1|HILL
OG0008805	LOC6597432|XP_026846565.1|DPER	LOC119656803|XP_037919340.1|HILL
OG0008806	LOC6602850|XP_002027871.1|DPER	LOC119656959|XP_037919607.1|HILL
OG0008807	LOC6598137|XP_026846290.1|DPER	LOC119656811|XP_037919359.1|HILL
OG0008808	LOC6600775|XP_026845174.1|DPER	LOC119658445|XP_037921777.1|HILL
OG0008811	LOC6594819|XP_026843871.1|DPER	LOC119652683|XP_037912885.1|HILL
OG0008813	LOC6587898|XP_002013732.2|DPER	LOC119652049|XP_037911913.1|HILL
OG0008814	LOC6591049|XP_002016560.1|DPER	LOC119646576|XP_037902997.1|HILL
OG0008820	LOC6589550|XP_026843910.1|DPER	LOC119651683|XP_037911310.1|HILL
OG0008821	LOC6603793|XP_026846625.1|DPER	LOC119659241|XP_037923149.1|HILL
OG0008822	LOC6588973|XP_002014336.1|DPER	LOC119651280|XP_037910712.1|HILL
OG0008824	LOC6590166|XP_026842030.1|DPER	LOC119653399|XP_037913891.1|HILL
OG0008829	LOC6600702|XP_002025866.1|DPER	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC6601746|XP_026847034.1|DPER	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC6600449|XP_026848417.1|DPER	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC6600448|XP_026848393.1|DPER	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC6598159|XP_026846295.1|DPER	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC113565960|XP_026845192.1|DPER	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC6590006|XP_026842487.1|DPER	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC6588921|XP_002014483.1|DPER	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC6590200|XP_002015831.1|DPER	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC113566618|XP_026848854.1|DPER	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC6601065|XP_002026089.1|DPER	LOC119649087|XP_037907017.1|HILL
OG0008845	LOC6596413|XP_002021598.1|DPER	LOC119661334|XP_037926564.1|HILL
OG0008848	LOC6592620|XP_002018496.2|DPER	LOC119661193|XP_037926343.1|HILL
OG0008854	LOC6589377|XP_002015049.2|DPER	LOC119660814|XP_037925583.1|HILL
OG0008856	LOC6602008|XP_002027036.1|DPER	LOC119660757|XP_037925446.1|HILL
OG0008857	LOC6597138|XP_002022326.1|DPER	LOC119647684|XP_037904693.1|HILL
OG0008858	LOC6591609|XP_002017104.1|DPER	LOC119647867|XP_037905065.1|HILL
OG0008859	LOC6602812|XP_002027814.2|DPER	LOC119648271|XP_037905854.1|HILL
OG0008861	LOC6592210|XP_002017770.1|DPER	LOC119657118|XP_037919809.1|HILL
OG0008862	LOC6591322|XP_026845585.1|DPER	LOC119659261|XP_037923181.1|HILL
OG0008864	LOC6592590|XP_002018072.2|DPER	LOC119657040|XP_037919722.1|HILL
OG0008866	LOC6595574|XP_026844391.1|DPER	LOC119655429|XP_037917252.1|HILL
OG0008867	LOC6598360|XP_002023435.1|DPER	LOC119659595|XP_037923685.1|HILL
OG0008869	LOC6596171|XP_002021148.1|DPER	LOC119648431|XP_037906113.1|HILL
OG0008870	LOC113566471|XP_026848004.1|DPER	LOC119649996|XP_037908385.1|HILL
OG0008871	LOC6601518|XP_026848010.1|DPER	LOC119649205|XP_037907186.1|HILL
OG0008872	LOC6595414|XP_002020887.1|DPER	LOC119646954|XP_037903578.1|HILL
OG0008874	LOC6590529|XP_002016398.1|DPER	LOC119655356|XP_037917135.1|HILL
OG0008875	LOC6592220|XP_002018490.1|DPER	LOC119660608|XP_037925232.1|HILL
OG0008876	LOC6602001|XP_026846796.1|DPER	LOC119660895|XP_037925755.1|HILL
OG0008877	LOC6595970|XP_026845354.1|DPER	LOC119648262|XP_037905841.1|HILL
OG0008878	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER	LOC119647885|XP_037905110.1|HILL
OG0008881	LOC6601304|XP_002026342.1|DPER	LOC119647216|XP_037903972.1|HILL
OG0008883	LOC6592146|XP_002017282.1|DPER	LOC119658801|XP_037922449.1|HILL
OG0008884	LOC6592009|XP_002017437.1|DPER	LOC119660387|XP_037924839.1|HILL
OG0008885	LOC6598061|XP_002023154.2|DPER	LOC119650933|XP_037910090.1|HILL
OG0008886	LOC6601627|XP_002026630.2|DPER	LOC119655445|XP_037917267.1|HILL
OG0008887	LOC6592554|XP_002017932.1|DPER	LOC119659660|XP_037923801.1|HILL
OG0008889	LOC6601618|XP_002026654.2|DPER	LOC119660979|XP_037925990.1|HILL
OG0008891	LOC6599724|XP_026847258.1|DPER	LOC119647408|XP_037904212.1|HILL
OG0008892	LOC6592744|XP_026841222.1|DPER	LOC119660794|XP_037925536.1|HILL
OG0008893	LOC6599594|XP_002024714.1|DPER	LOC119659288|XP_037923229.1|HILL
OG0008894	LOC6594765|XP_026848114.1|DPER	LOC119652791|XP_037913033.1|HILL
OG0008895	LOC6594319|XP_026840186.1|DPER	LOC119659336|XP_037923306.1|HILL
OG0008897	LOC6594153|XP_026842480.1|DPER	LOC119660513|XP_037925057.1|HILL
OG0008898	LOC6590533|XP_026841855.1|DPER	LOC119653683|XP_037914472.1|HILL
OG0008899	LOC6589402|XP_002015291.1|DPER	LOC119656195|XP_037918495.1|HILL
OG0008900	LOC6589445|XP_026844401.1|DPER	LOC119651674|XP_037911294.1|HILL
OG0008901	LOC6595955|XP_002021083.2|DPER	LOC119649002|XP_037906872.1|HILL
OG0008902	LOC6602011|XP_026846854.1|DPER	LOC119660885|XP_037925731.1|HILL
OG0008903	LOC6589525|XP_002015048.1|DPER	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	LOC6590289|XP_026840615.1|DPER	LOC119660474|XP_037924992.1|HILL
OG0008905	LOC6602004|XP_026846902.1|DPER	LOC119660991|XP_037926007.1|HILL
OG0008906	LOC113566667|XP_026849089.1|DPER	LOC119649724|XP_037907932.1|HILL
OG0008908	LOC6594514|XP_002019497.2|DPER	LOC119659189|XP_037923077.1|HILL
OG0008909	LOC6594770|XP_002020084.1|DPER	LOC119657223|XP_037919962.1|HILL
OG0008910	LOC6595029|XP_002019994.2|DPER	LOC119659166|XP_037923045.1|HILL
OG0008913	LOC113567365|XP_026850746.1|DPER	LOC119650939|XP_037910097.1|HILL
OG0008914	LOC6587289|XP_002013671.1|DPER	LOC119657618|XP_037920549.1|HILL
OG0008915	LOC6591440|XP_002016963.1|DPER	LOC119652900|XP_037913201.1|HILL
OG0008917	LOC6589186|XP_002015010.2|DPER	LOC119660762|XP_037925456.1|HILL
OG0008920	LOC6597064|XP_002022189.1|DPER	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL
