Orthogroup	DPER.longest_only	DHYD.longest_only
OG0009564	LOC6599345|XP_026847210.1|DPER	LOC111592711|XP_023160866.2|DHYD
OG0009565	LOC6602477|XP_026848774.1|DPER	LOC111592758|XP_023160926.2|DHYD
OG0009567	LOC113565945|XP_026845151.1|DPER	LOC111602677|XP_023175664.1|DHYD
OG0009568	LOC6593616|XP_002018985.2|DPER	LOC111603904|XP_030080264.1|DHYD
OG0009570	LOC6594410|XP_002019674.1|DPER	LOC111602081|XP_023174782.1|DHYD
OG0009571	LOC6594614|XP_026850288.1|DPER	LOC111604208|XP_023177937.2|DHYD
OG0009572	LOC6597614|XP_002022752.2|DPER	LOC111598826|XP_023170026.2|DHYD
OG0009573	LOC6599271|XP_026848285.1|DPER	LOC111596474|XP_023166495.2|DHYD
OG0009574	LOC6599100|XP_026849254.1|DPER	LOC111593986|XP_023162843.2|DHYD
OG0009575	LOC6593009|XP_026842190.1|DPER	LOC111605219|XP_023179410.2|DHYD
OG0009576	LOC6587862|XP_002013304.1|DPER	LOC111594573|XP_023163699.2|DHYD
OG0009577	LOC6588786|XP_026844123.1|DPER	LOC111596365|XP_023166330.2|DHYD
OG0009578	LOC6593325|XP_002018947.1|DPER	LOC111594112|XP_023163038.2|DHYD
OG0009579	LOC6597896|XP_002023023.1|DPER	LOC111600194|XP_023171975.2|DHYD
OG0009580	LOC6592850|XP_002018277.1|DPER	LOC111593830|XP_023162635.2|DHYD
OG0009581	LOC6598131|XP_002023287.1|DPER	LOC111594144|XP_023163081.2|DHYD
OG0009582	LOC6600529|XP_026847491.1|DPER	LOC115482727|XP_023161609.2|DHYD
OG0009583	LOC6598175|XP_002023349.1|DPER	LOC111600197|XP_023171980.2|DHYD
OG0009584	LOC6599366|XP_002024489.1|DPER	LOC111598855|XP_023170058.2|DHYD
OG0009585	LOC6591633|XP_002016757.2|DPER	LOC111600851|XP_023172927.2|DHYD
OG0009586	LOC6600530|XP_002025717.2|DPER	LOC111603702|XP_023177170.2|DHYD
OG0009587	LOC6590947|XP_002016017.1|DPER	LOC111600744|XP_023172791.2|DHYD
OG0009588	LOC6591384|XP_002016752.1|DPER	LOC111601339|XP_023173636.2|DHYD
OG0009589	LOC113566388|XP_026847538.1|DPER	LOC111602888|XP_023175991.2|DHYD
OG0009590	LOC6595953|XP_026845616.1|DPER	LOC111597381|XP_030081488.1|DHYD
OG0009591	LOC6594010|XP_026846033.1|DPER	LOC111604835|XP_023178832.2|DHYD
OG0009592	LOC6594449|XP_002019914.1|DPER	LOC111604219|XP_023177956.1|DHYD
OG0009593	LOC6594331|XP_002019909.2|DPER	LOC111604265|XP_023178030.2|DHYD
OG0009594	LOC6594040|XP_002019647.2|DPER	LOC111604802|XP_023178790.2|DHYD
OG0009595	LOC6594274|XP_026850546.1|DPER	LOC111603456|XP_023176812.2|DHYD
OG0009596	LOC6594441|XP_026848450.1|DPER	LOC111602712|XP_023175720.2|DHYD
OG0009597	LOC6594702|XP_002019557.2|DPER	LOC111602757|XP_023175779.2|DHYD
OG0009598	LOC6594705|XP_002019560.2|DPER	LOC111602711|XP_023175717.1|DHYD
OG0009599	LOC6594026|XP_002019724.1|DPER	LOC111600281|XP_023172099.2|DHYD
OG0009600	LOC6594214|XP_002019449.1|DPER	LOC111604630|XP_023178529.2|DHYD
OG0009601	LOC6591997|XP_002016822.1|DPER	LOC111593362|XP_023161843.2|DHYD
OG0009602	LOC6591328|XP_002016926.1|DPER	LOC111604245|XP_023177998.1|DHYD
OG0009603	LOC6594565|XP_002019584.1|DPER	LOC111603650|XP_023177097.1|DHYD
OG0009604	LOC6597571|XP_002022788.1|DPER	LOC111596722|XP_023166819.1|DHYD
OG0009605	LOC6591721|XP_002016898.1|DPER	LOC111595168|XP_023164517.2|DHYD
OG0009606	LOC6591725|XP_002016902.1|DPER	LOC111595164|XP_023164512.1|DHYD
OG0009607	LOC6591726|XP_002016903.1|DPER	LOC111595171|XP_023164519.2|DHYD
OG0009608	LOC6592126|XP_026851207.1|DPER	LOC111593379|XP_023161866.2|DHYD
OG0009609	LOC6591685|XP_002017322.1|DPER	LOC111602994|XP_023176159.2|DHYD
OG0009610	LOC6594232|XP_002019899.1|DPER	LOC111597892|XP_023168595.2|DHYD
OG0009611	LOC6594230|XP_026850381.1|DPER	LOC111596213|XP_023166095.2|DHYD
OG0009612	LOC6594362|XP_002019954.1|DPER	LOC111596450|XP_023166444.2|DHYD
OG0009613	LOC6589752|XP_002014725.1|DPER	LOC111601167|XP_023173413.2|DHYD
OG0009614	LOC6588576|XP_002013621.1|DPER	LOC111593261|XP_023161696.1|DHYD
OG0009615	LOC6588109|XP_026850796.1|DPER	LOC111603280|XP_030079667.1|DHYD
OG0009616	LOC6588393|XP_026851227.1|DPER	LOC111597767|XP_023168393.2|DHYD
OG0009617	LOC6587981|XP_026840527.1|DPER	LOC111592945|XP_023161183.2|DHYD
OG0009618	LOC113566239|XP_026846811.1|DPER	LOC111600525|XP_023172426.1|DHYD
OG0009619	LOC6587639|XP_002013559.2|DPER	LOC111603627|XP_023177063.2|DHYD
OG0009620	LOC6588242|XP_026849768.1|DPER	LOC111596251|XP_023166152.2|DHYD
OG0009621	LOC6588284|XP_002013410.2|DPER	LOC111596254|XP_023166157.2|DHYD
OG0009622	LOC6588234|XP_002013383.2|DPER	LOC111604240|XP_023177991.1|DHYD
OG0009624	LOC6587618|XP_002013247.1|DPER	LOC111601515|XP_023173889.2|DHYD
OG0009625	LOC6594834|XP_002020529.1|DPER	LOC111592466|XP_023160435.2|DHYD
OG0009626	LOC113564922|XP_026840160.1|DPER	LOC111600068|XP_023171770.2|DHYD
OG0009627	LOC113564921|XP_026840155.1|DPER	LOC111599864|XP_023171453.2|DHYD
OG0009628	LOC6587718|XP_002012742.2|DPER	LOC111599961|XP_023171624.2|DHYD
OG0009629	LOC6598738|XP_002023807.2|DPER	LOC111594608|XP_023163752.2|DHYD
OG0009630	LOC6598734|XP_002023803.1|DPER	LOC111594500|XP_023163579.2|DHYD
OG0009631	LOC6587440|XP_002013870.2|DPER	LOC111594457|XP_023163521.2|DHYD
OG0009632	LOC113566166|XP_026846337.1|DPER	LOC111600211|XP_023172000.2|DHYD
OG0009633	LOC6590640|XP_002016143.1|DPER	LOC111600591|XP_023172551.1|DHYD
OG0009634	LOC6598683|XP_002023749.1|DPER	LOC111597909|XP_023168617.2|DHYD
OG0009635	LOC6588635|XP_002013614.1|DPER	LOC111593257|XP_023161689.2|DHYD
OG0009636	LOC6601802|XP_002026856.1|DPER	LOC111605708|XP_023180162.2|DHYD
OG0009637	LOC6587329|XP_002013917.1|DPER	LOC111594525|XP_023163623.2|DHYD
OG0009638	LOC6587868|XP_002013963.1|DPER	LOC111598088|XP_023168905.1|DHYD
OG0009639	LOC6591442|XP_002016965.1|DPER	LOC111595461|XP_023164975.2|DHYD
OG0009640	LOC6588613|XP_002013972.1|DPER	LOC111595630|XP_023165211.2|DHYD
OG0009641	LOC6588251|XP_026850753.1|DPER	LOC111597869|XP_023168562.1|DHYD
OG0009642	LOC6588292|XP_026842282.1|DPER	LOC111597879|XP_023168572.2|DHYD
OG0009643	LOC6598606|XP_002023851.1|DPER	LOC111598903|XP_023170144.2|DHYD
OG0009644	LOC6594990|XP_002020156.1|DPER	LOC111601437|XP_023173781.2|DHYD
OG0009645	LOC6595092|XP_002020154.1|DPER	LOC111601517|XP_023173891.1|DHYD
OG0009646	LOC6595303|XP_026850562.1|DPER	LOC111592489|XP_023160477.2|DHYD
OG0009647	LOC6594833|XP_002020528.1|DPER	LOC111592474|XP_023160459.1|DHYD
OG0009648	LOC6587734|XP_002013279.1|DPER	LOC111594418|XP_023163473.1|DHYD
OG0009649	LOC6595226|XP_026847389.1|DPER	LOC111598571|XP_023169643.2|DHYD
OG0009650	LOC6589487|XP_026844467.1|DPER	LOC111594187|XP_023163139.2|DHYD
OG0009651	LOC6595490|XP_002020595.2|DPER	LOC111603781|XP_023177291.2|DHYD
OG0009652	LOC6588902|XP_002014987.1|DPER	LOC115483196|XP_030080255.1|DHYD, LOC111600862|XP_030079013.1|DHYD
OG0009653	LOC6589048|XP_002014963.1|DPER	LOC111601953|XP_023174589.1|DHYD
OG0009654	LOC6589049|XP_002014964.1|DPER	LOC111601070|XP_023173267.1|DHYD
OG0009655	LOC6589334|XP_002014552.1|DPER	LOC111603776|XP_023177279.2|DHYD
OG0009656	LOC6596520|XP_002021515.2|DPER	LOC111599342|XP_023170740.2|DHYD
OG0009657	LOC113565437|XP_026843197.1|DPER	LOC111599313|XP_023170691.2|DHYD
OG0009658	LOC6595406|XP_026844611.1|DPER	LOC111602510|XP_023175358.2|DHYD
OG0009659	LOC6589102|XP_002015035.1|DPER	LOC111605557|XP_023179893.1|DHYD
OG0009660	LOC6589834|XP_002014884.1|DPER	LOC111594235|XP_030080301.1|DHYD
OG0009661	LOC113565909|XP_026845081.1|DPER, LOC6589894|XP_002014631.1|DPER	LOC111595841|XP_023165519.2|DHYD
OG0009662	LOC6588836|XP_002014688.1|DPER	LOC111599493|XP_023170928.2|DHYD
OG0009663	LOC6589432|XP_026844075.1|DPER	LOC111601961|XP_023174604.2|DHYD
OG0009664	LOC6596375|XP_002021560.1|DPER	LOC111596116|XP_023165949.1|DHYD
OG0009665	LOC6595607|XP_002020926.1|DPER	LOC111599115|XP_023170444.2|DHYD
OG0009666	LOC6589080|XP_026844505.1|DPER	LOC111592892|XP_023161101.1|DHYD
OG0009667	LOC6588769|XP_002015255.1|DPER	LOC111594740|XP_023163947.2|DHYD
OG0009668	LOC6589069|XP_002015226.2|DPER	LOC111596114|XP_023165947.1|DHYD
OG0009669	LOC6588894|XP_002014682.1|DPER	LOC111594232|XP_023163206.2|DHYD
OG0009670	LOC6596364|XP_002021502.1|DPER	LOC111599394|XP_023170800.1|DHYD
OG0009671	LOC6588737|XP_002014934.1|DPER	LOC111605536|XP_023179867.1|DHYD
OG0009672	LOC6589551|XP_002014509.1|DPER	LOC111598474|XP_023169501.2|DHYD
OG0009673	LOC113565621|XP_026843909.1|DPER	LOC111598481|XP_023169507.2|DHYD
OG0009674	LOC6593897|XP_026843111.1|DPER	LOC111594346|XP_023163369.2|DHYD
OG0009675	LOC6593576|XP_026843172.1|DPER	LOC111602241|XP_023174998.2|DHYD
OG0009676	LOC6593941|XP_026843717.1|DPER	LOC111603625|XP_030080318.1|DHYD
OG0009677	LOC6593972|XP_002019014.2|DPER	LOC111603896|XP_023177482.2|DHYD
OG0009678	LOC6596595|XP_026843708.1|DPER	LOC111594279|XP_023163278.2|DHYD
OG0009679	LOC6589291|XP_026845008.1|DPER	LOC111596292|XP_023166216.1|DHYD
OG0009680	LOC6593484|XP_002018923.1|DPER	LOC111594770|XP_023163988.2|DHYD
OG0009681	LOC6593134|XP_026842530.1|DPER	LOC111603818|XP_023177345.2|DHYD
OG0009682	LOC6593260|XP_026840832.1|DPER	LOC111602133|XP_030081066.1|DHYD
OG0009683	LOC6590594|XP_002015559.1|DPER	LOC111593979|XP_023162840.1|DHYD
OG0009684	LOC6590595|XP_002015560.2|DPER	LOC111593975|XP_023162834.1|DHYD
OG0009685	LOC6591140|XP_002015563.1|DPER	LOC111593889|XP_023162724.1|DHYD
OG0009686	LOC6590183|XP_026842339.1|DPER	LOC111600662|XP_030080930.1|DHYD
OG0009687	LOC6590283|XP_026841619.1|DPER	LOC111600658|XP_023172652.2|DHYD
OG0009688	LOC6591224|XP_002015894.1|DPER	LOC111604139|XP_023177830.1|DHYD
OG0009689	LOC6592258|XP_002018567.1|DPER	LOC111602366|XP_023175146.2|DHYD
OG0009690	LOC6590513|XP_026841148.1|DPER	LOC111593292|XP_023161738.1|DHYD
OG0009692	LOC6590711|XP_002015995.2|DPER	LOC111600725|XP_030080977.1|DHYD
OG0009693	LOC6600803|XP_026840757.1|DPER	LOC111593191|XP_023161579.1|DHYD
OG0009694	LOC6601269|XP_002026398.1|DPER	LOC111599896|XP_023171486.1|DHYD
OG0009695	LOC6590078|XP_026841931.1|DPER	LOC111604610|XP_023178492.1|DHYD
OG0009696	LOC6590005|XP_002015458.1|DPER	LOC111597688|XP_023168288.2|DHYD
OG0009697	LOC6597288|XP_002022575.1|DPER	LOC111602165|XP_023174890.2|DHYD
OG0009698	LOC6590793|XP_026842908.1|DPER	LOC111599902|XP_023171491.2|DHYD
OG0009699	LOC6593218|XP_026842437.1|DPER	LOC111605267|XP_023179475.1|DHYD
OG0009700	LOC6600960|XP_002025998.2|DPER	LOC111595318|XP_023164743.2|DHYD
OG0009701	LOC6594800|XP_002020481.1|DPER	LOC111596426|XP_023166406.1|DHYD
OG0009703	LOC6593753|XP_002018665.1|DPER	LOC111602467|XP_023175297.2|DHYD
OG0009704	LOC6590128|XP_002016239.1|DPER	LOC111604144|XP_023177834.2|DHYD
OG0009705	LOC6590387|XP_002015653.2|DPER	LOC111593579|XP_023162212.2|DHYD
OG0009706	LOC6590980|XP_002016545.1|DPER	LOC111593563|XP_023162192.2|DHYD
OG0009707	LOC6588122|XP_002013746.1|DPER	LOC111602754|XP_023175774.2|DHYD
OG0009708	LOC6591142|XP_002015565.1|DPER	LOC111593890|XP_023162725.1|DHYD
OG0009709	LOC6591145|XP_002015568.1|DPER	LOC111593906|XP_023162745.1|DHYD
OG0009710	LOC6591146|XP_002015569.1|DPER	LOC111593967|XP_023162826.2|DHYD
OG0009711	LOC6590906|XP_002015583.1|DPER	LOC111593816|XP_023162612.2|DHYD
OG0009712	LOC6599878|XP_002024932.1|DPER	LOC111604706|XP_023178647.1|DHYD
OG0009713	LOC6592211|XP_002017771.2|DPER	LOC111597964|XP_023168705.2|DHYD
OG0009714	LOC6602096|XP_002027141.1|DPER	LOC111592161|XP_023159981.1|DHYD
OG0009715	LOC6590677|XP_002015418.2|DPER	LOC111601240|XP_023173506.2|DHYD
OG0009717	LOC6592534|XP_026841410.1|DPER	LOC111597977|XP_023168720.1|DHYD
OG0009718	LOC6592434|XP_002018007.1|DPER	LOC111595553|XP_023165114.2|DHYD
OG0009719	LOC6601279|XP_002026351.1|DPER	LOC111594321|XP_023163333.1|DHYD
OG0009720	LOC6601598|XP_002026619.1|DPER	LOC111594751|XP_023163971.2|DHYD
OG0009721	LOC6591295|XP_002015808.2|DPER	LOC111597976|XP_023168719.2|DHYD
OG0009723	LOC113566342|XP_026847395.1|DPER	LOC111591929|XP_023159627.1|DHYD
OG0009724	LOC113565077|XP_026841302.1|DPER	LOC111597068|XP_023167362.2|DHYD
OG0009725	LOC6592388|XP_002018143.2|DPER	LOC111595263|XP_030081256.1|DHYD
OG0009726	LOC6588392|XP_002014164.1|DPER	LOC111595884|XP_023165584.1|DHYD
OG0009727	LOC6593102|XP_002017885.1|DPER	LOC111599712|XP_023171213.2|DHYD
OG0009728	LOC6590617|XP_026840713.1|DPER	LOC111594817|XP_030082000.1|DHYD
OG0009729	LOC6590618|XP_002016705.1|DPER	LOC111594806|XP_023164040.2|DHYD
OG0009730	LOC6598287|XP_002023310.2|DPER	LOC111597265|XP_023167646.1|DHYD
OG0009731	LOC113565243|XP_026842780.1|DPER	LOC111592236|XP_030081988.1|DHYD
OG0009732	LOC6590433|XP_002015729.1|DPER	LOC111596392|XP_023166366.1|DHYD
OG0009733	LOC6599190|XP_002024347.1|DPER	LOC111601843|XP_023174445.1|DHYD
OG0009734	LOC6597639|XP_002022742.2|DPER	LOC111605138|XP_023179284.2|DHYD
OG0009735	LOC6588975|XP_002014567.1|DPER	LOC111599167|XP_023170514.2|DHYD
OG0009736	LOC6600218|XP_002025216.2|DPER	LOC111597244|XP_030080077.1|DHYD
OG0009737	LOC6587564|XP_002013909.1|DPER	LOC111594577|XP_023163703.1|DHYD
OG0009738	LOC6601778|XP_002026813.2|DPER	LOC111603220|XP_023176485.2|DHYD, LOC111603110|XP_023176347.2|DHYD
OG0009739	LOC6601776|XP_002026811.1|DPER	LOC111603149|XP_023176392.1|DHYD
OG0009740	LOC6599228|XP_026848303.1|DPER	LOC111603083|XP_023176309.2|DHYD
OG0009741	LOC6593994|XP_026843578.1|DPER	LOC111600411|XP_023172259.2|DHYD
OG0009742	LOC6599128|XP_026849244.1|DPER	LOC111605050|XP_023179154.2|DHYD
OG0009743	LOC6600677|XP_026848609.1|DPER	LOC111598291|XP_023169242.2|DHYD
OG0009744	LOC6596884|XP_002022099.2|DPER	LOC111593684|XP_023162397.2|DHYD
OG0009745	LOC6598569|XP_002023632.2|DPER	LOC111605298|XP_023179519.2|DHYD
OG0009746	LOC6602913|XP_002027936.2|DPER	LOC111604844|XP_023178848.2|DHYD
OG0009747	LOC6589358|XP_002015364.1|DPER	LOC111605159|XP_023179313.1|DHYD
OG0009748	LOC6597447|XP_026846490.1|DPER	LOC111595943|XP_023165677.2|DHYD
OG0009749	LOC6599016|XP_002024084.1|DPER	LOC111597240|XP_023167602.2|DHYD
OG0009750	LOC6601246|XP_026849965.1|DPER	LOC111596143|XP_023165994.2|DHYD
OG0009751	LOC6597210|XP_002022618.1|DPER	LOC111596556|XP_023166597.1|DHYD
OG0009752	LOC6600138|XP_002025255.1|DPER	LOC111596810|XP_023166942.2|DHYD
OG0009753	LOC6600140|XP_002025257.1|DPER	LOC111596797|XP_023166926.1|DHYD
OG0009754	LOC6590077|XP_002015667.1|DPER	LOC111604479|XP_030081080.1|DHYD
OG0009755	LOC6603094|XP_002028104.1|DPER	LOC111595366|XP_023164820.2|DHYD
OG0009756	LOC6597905|XP_026846963.1|DPER	LOC111603348|XP_023176658.2|DHYD
OG0009757	LOC6593157|XP_002018331.1|DPER	LOC111593693|XP_023162370.2|DHYD
OG0009758	LOC6594839|XP_002020243.1|DPER	LOC111594445|XP_023163500.2|DHYD
OG0009759	LOC6600715|XP_002025830.2|DPER	LOC111597287|XP_023167671.2|DHYD
OG0009760	LOC6596675|XP_026845924.1|DPER	LOC111601880|XP_030079322.1|DHYD
OG0009761	LOC6596681|XP_026845954.1|DPER	LOC111601894|XP_023174505.1|DHYD
OG0009762	LOC6600084|XP_026845143.1|DPER	LOC111602431|XP_023175238.2|DHYD
OG0009763	LOC6600632|XP_002025626.2|DPER	LOC111602884|XP_023175984.2|DHYD
OG0009764	LOC6600531|XP_002025718.2|DPER	LOC111603708|XP_023177177.2|DHYD
OG0009765	LOC6602177|XP_002027246.2|DPER	LOC111600459|XP_023172328.1|DHYD
OG0009766	LOC6601445|XP_002026447.1|DPER	LOC111600491|XP_023172387.1|DHYD
OG0009767	LOC6601457|XP_002026459.1|DPER	LOC111600501|XP_023172396.1|DHYD
OG0009768	LOC113566617|XP_026848853.1|DPER	LOC111604498|XP_023178357.2|DHYD
OG0009769	LOC6603012|XP_026849504.1|DPER	LOC111597776|XP_023168403.1|DHYD
OG0009770	LOC6597176|XP_026845420.1|DPER	LOC111593222|XP_023161641.2|DHYD
OG0009771	LOC6601096|XP_002026061.1|DPER	LOC111601720|XP_023174213.2|DHYD
OG0009772	LOC6599552|XP_002024661.1|DPER	LOC111601027|XP_023173204.2|DHYD
OG0009773	LOC6601644|XP_002026758.2|DPER	LOC111605657|XP_023180088.1|DHYD
OG0009774	LOC6601416|XP_026847918.1|DPER	LOC111605179|XP_023179343.2|DHYD
OG0009775	LOC6597160|XP_026845427.1|DPER	LOC111595090|XP_023164418.2|DHYD
OG0009776	LOC6600242|XP_002025407.2|DPER	LOC111598734|XP_023169895.1|DHYD
OG0009777	LOC6600258|XP_026849092.1|DPER	LOC111597506|XP_023168039.1|DHYD
OG0009778	LOC6599503|XP_026849545.1|DPER	LOC111602905|XP_023176014.1|DHYD
OG0009779	LOC6601372|XP_026847830.1|DPER	LOC111592428|XP_023160379.1|DHYD
OG0009780	LOC6601480|XP_026847758.1|DPER	LOC111592427|XP_023160378.2|DHYD
OG0009781	LOC6599530|XP_026849427.1|DPER	LOC111592301|XP_023160176.1|DHYD
OG0009783	LOC113566463|XP_026847922.1|DPER	LOC111598692|XP_023169825.1|DHYD
OG0009784	LOC6601179|XP_002026245.1|DPER	LOC111597785|XP_023168426.1|DHYD
OG0009785	LOC6601230|XP_026848208.1|DPER	LOC111601718|XP_023174207.2|DHYD
OG0009786	LOC6599646|XP_002024756.1|DPER	LOC111595144|XP_023164485.1|DHYD
OG0009787	LOC6599643|XP_002024753.1|DPER	LOC111595143|XP_023164484.1|DHYD
OG0009788	LOC113566936|XP_026849948.1|DPER	LOC111596141|XP_023165992.2|DHYD
OG0009789	LOC6596218|XP_002021286.1|DPER	LOC111601708|XP_023174195.1|DHYD
OG0009790	LOC6592719|XP_002018086.1|DPER	LOC111601257|XP_023173530.1|DHYD
OG0009791	LOC6602461|XP_002027523.1|DPER	LOC111605183|XP_023179348.2|DHYD
OG0009792	LOC6601438|XP_002026474.1|DPER	LOC111601726|XP_023174217.1|DHYD
OG0009793	LOC6603804|XP_026847371.1|DPER	LOC111601050|XP_023173234.2|DHYD
OG0009794	LOC6594039|XP_026850380.1|DPER	LOC111604819|XP_023178809.1|DHYD
OG0009795	LOC6603070|XP_002028088.1|DPER	LOC111603198|XP_023176454.2|DHYD
OG0009796	LOC6602313|XP_002027372.1|DPER	LOC111597572|XP_023168139.1|DHYD
OG0009797	LOC6599860|XP_026847307.1|DPER	LOC111601696|XP_023174180.1|DHYD
OG0009798	LOC6599859|XP_026847346.1|DPER	LOC111601673|XP_023174136.2|DHYD
OG0009799	LOC6597126|XP_002022314.2|DPER	LOC111592959|XP_023161217.1|DHYD
OG0009800	LOC6596198|XP_026845633.1|DPER	LOC111591865|XP_023159515.2|DHYD
OG0009801	LOC6601704|XP_026849918.1|DPER	LOC111601587|XP_023174010.2|DHYD
OG0009802	LOC6603569|XP_026848017.1|DPER	LOC111601562|XP_023173975.2|DHYD
OG0009803	LOC113566357|XP_026847454.1|DPER	LOC111604678|XP_023178608.2|DHYD
OG0009804	LOC6599884|XP_002024938.1|DPER	LOC111604716|XP_023178657.1|DHYD
OG0009806	LOC6599887|XP_002024941.1|DPER	LOC115483024|XP_030079623.1|DHYD
OG0009807	LOC6599704|XP_002024957.1|DPER	LOC111604710|XP_023178651.1|DHYD
OG0009808	LOC113565998|XP_026845400.1|DPER	LOC111601704|XP_030081600.1|DHYD
OG0009809	LOC6595922|XP_002021068.1|DPER	LOC111603709|XP_023177178.1|DHYD
OG0009810	LOC6601144|XP_026848209.1|DPER	LOC111603047|XP_023176259.2|DHYD
OG0009811	LOC6601143|XP_002026275.2|DPER	LOC111594377|XP_023163409.2|DHYD
OG0009812	LOC6603027|XP_002028009.1|DPER	LOC111601031|XP_023173209.2|DHYD
OG0009813	LOC6602413|XP_002027418.2|DPER	LOC111605100|XP_023179210.2|DHYD
OG0009814	LOC6603755|XP_026849071.1|DPER	LOC111601743|XP_023174251.2|DHYD
OG0009815	LOC6601506|XP_002026568.1|DPER	LOC111592281|XP_023160150.2|DHYD
OG0009816	LOC6595850|XP_002021380.1|DPER	LOC111600944|XP_023173082.2|DHYD
OG0009817	LOC6595849|XP_002021379.2|DPER	LOC111600945|XP_023173083.2|DHYD
OG0009818	LOC6602263|XP_026848572.1|DPER	LOC111604546|XP_023178413.2|DHYD
OG0009819	LOC6602264|XP_002027313.2|DPER	LOC111604522|XP_023178386.1|DHYD
OG0009820	LOC6602265|XP_002027314.2|DPER	LOC111604547|XP_023178414.2|DHYD
OG0009821	LOC6601853|XP_026849332.1|DPER	LOC111605707|XP_023180160.2|DHYD
OG0009822	LOC6598945|XP_002024132.1|DPER	LOC111599228|XP_023170594.1|DHYD
OG0009823	LOC6601220|XP_002026316.1|DPER	LOC111601555|XP_023173965.1|DHYD
OG0009824	LOC6598967|XP_026847820.1|DPER	LOC111593139|XP_023161508.1|DHYD
OG0009825	LOC6602205|XP_026847998.1|DPER	LOC111599821|XP_023171377.2|DHYD
OG0009826	LOC6603259|XP_026848172.1|DPER	LOC111597613|XP_023168179.2|DHYD
OG0009827	LOC6603260|XP_002028247.2|DPER	LOC111597612|XP_023168178.2|DHYD
OG0009828	LOC6598866|XP_002024039.1|DPER	LOC111592783|XP_023160954.2|DHYD
OG0009829	LOC6596046|XP_002021230.1|DPER	LOC111595347|XP_023164789.2|DHYD
OG0009830	LOC6595760|XP_002021341.2|DPER	LOC111600990|XP_023173150.1|DHYD
OG0009831	LOC6595791|XP_002021336.1|DPER	LOC111600989|XP_023173149.2|DHYD
OG0009832	LOC6595790|XP_002021335.1|DPER	LOC111600948|XP_023173087.2|DHYD
OG0009833	LOC6596965|XP_026845567.1|DPER	LOC111597338|XP_023167751.1|DHYD
OG0009834	LOC6590638|XP_002016141.1|DPER	LOC111600592|XP_023172552.1|DHYD
OG0009836	LOC6594047|XP_002019870.1|DPER	LOC111597188|XP_023167526.2|DHYD
OG0009837	LOC6587317|XP_026844152.1|DPER	LOC111602468|XP_023175301.1|DHYD
OG0009838	LOC6595709|XP_002020745.1|DPER	LOC111594202|XP_023163167.1|DHYD
OG0009839	LOC113565125|XP_026841729.1|DPER	LOC111604182|XP_023177898.2|DHYD
OG0009840	LOC6597943|XP_002023178.1|DPER	LOC111594778|XP_023163999.2|DHYD
OG0009841	LOC6588781|XP_026844657.1|DPER	LOC111602257|XP_023175019.2|DHYD
OG0009842	LOC6597092|XP_002022283.1|DPER	LOC111599831|XP_023171392.1|DHYD
OG0009843	LOC6596203|XP_002021271.2|DPER	LOC111598462|XP_023169486.1|DHYD
OG0009844	LOC6604116|XP_026849627.1|DPER	LOC111603332|XP_023176636.2|DHYD
OG0009845	LOC6590818|XP_002016675.1|DPER	LOC111602597|XP_023175524.2|DHYD
OG0009846	LOC6593330|XP_002018806.2|DPER	LOC111598957|XP_023170210.1|DHYD
OG0009847	LOC6596880|XP_026845812.1|DPER	LOC111605616|XP_030079870.1|DHYD
OG0009848	LOC6596794|XP_002021874.1|DPER	LOC111597301|XP_023167692.1|DHYD
OG0009849	LOC6595285|XP_026847006.1|DPER	LOC111596400|XP_023166373.2|DHYD
OG0009850	LOC6600708|XP_026848645.1|DPER	LOC111593647|XP_023162295.2|DHYD
OG0009851	LOC6589281|XP_002014651.2|DPER, LOC6596332|XP_026843544.1|DPER	LOC111602069|XP_023174759.1|DHYD
OG0009852	LOC6591681|XP_002016896.2|DPER	LOC111601593|XP_023174021.2|DHYD, LOC111598428|XP_030079323.1|DHYD
OG0009853	LOC6599124|XP_002024389.1|DPER	LOC111605051|XP_023179156.2|DHYD
OG0009854	LOC6601777|XP_002026812.1|DPER	LOC115482955|XP_030079297.1|DHYD, LOC111603168|XP_023176415.1|DHYD
OG0009855	LOC6593877|XP_026843597.1|DPER	LOC111600416|XP_023172264.2|DHYD
OG0009857	LOC6597941|XP_002023176.1|DPER	LOC111594780|XP_023164002.2|DHYD
OG0009858	LOC6589448|XP_002014475.1|DPER	LOC111594750|XP_023163966.2|DHYD
OG0009859	LOC6596463|XP_002021758.1|DPER	LOC111592581|XP_023160659.1|DHYD
OG0009860	LOC6589665|XP_002014301.1|DPER	LOC111603523|XP_023176922.2|DHYD
OG0009861	LOC6595693|XP_002020719.1|DPER	LOC111595826|XP_023165500.2|DHYD
OG0009862	LOC6589205|XP_002014695.2|DPER	LOC111599473|XP_030080395.1|DHYD
OG0009863	LOC6593754|XP_002018666.2|DPER	LOC111602466|XP_023175296.2|DHYD
OG0009864	LOC6589114|XP_026844516.1|DPER	LOC111596096|XP_023165925.1|DHYD
OG0009865	LOC6595380|XP_002020816.1|DPER	LOC111596094|XP_030080402.1|DHYD
OG0009866	LOC6601358|XP_026847905.1|DPER	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD
OG0009867	LOC6599661|XP_002024793.2|DPER	LOC111599636|XP_023171084.1|DHYD
