Orthogroup	DPER.longest_only	BTRY.longest_only
OG0007711	LOC6602694|XP_002027721.1|DPER	LOC120774432|XP_039960004.1|BTRY
OG0007712	LOC6600393|XP_026848422.1|DPER	LOC120775642|XP_039961831.1|BTRY
OG0007713	LOC6596805|XP_026849900.1|DPER	LOC120774162|XP_039959513.1|BTRY
OG0007714	LOC6597854|XP_026846943.1|DPER	LOC120775233|XP_039961248.1|BTRY
OG0007716	LOC6600083|XP_026845101.1|DPER	LOC120774537|XP_039960195.1|BTRY
OG0007717	LOC6595102|XP_002020380.2|DPER	LOC120767073|XP_039948869.1|BTRY
OG0007718	LOC6602639|XP_026846669.1|DPER	LOC120776014|XP_039962393.1|BTRY
OG0007719	LOC6597831|XP_026846463.1|DPER	LOC120776161|XP_039962691.1|BTRY
OG0007720	LOC6597833|XP_026846542.1|DPER	LOC120773466|XP_039958304.1|BTRY
OG0007721	LOC6603943|XP_026846970.1|DPER	LOC120774806|XP_039960536.1|BTRY
OG0007722	LOC6597878|XP_026847037.1|DPER	LOC120775774|XP_039962040.1|BTRY
OG0007723	LOC6597888|XP_002023048.1|DPER	LOC120774233|XP_039959627.1|BTRY
OG0007724	LOC6588978|XP_026844318.1|DPER	LOC120775031|XP_039960921.1|BTRY
OG0007725	LOC6598184|XP_002023358.2|DPER	LOC120773752|XP_039958752.1|BTRY
OG0007726	LOC6600338|XP_002025497.2|DPER	LOC120776001|XP_039962367.1|BTRY
OG0007727	LOC6600070|XP_002025194.1|DPER	LOC120774274|XP_039959696.1|BTRY
OG0007728	LOC6599237|XP_002024294.1|DPER	LOC120775706|XP_039961951.1|BTRY
OG0007730	LOC6599236|XP_026848301.1|DPER	LOC120774654|XP_039960313.1|BTRY
OG0007731	LOC6600284|XP_026849052.1|DPER	LOC120774240|XP_039959634.1|BTRY
OG0007732	LOC6599372|XP_026847092.1|DPER	LOC120773956|XP_039959118.1|BTRY
OG0007733	LOC6597428|XP_026846502.1|DPER	LOC120775447|XP_039961566.1|BTRY
OG0007734	LOC6598265|XP_002023323.2|DPER	LOC120776149|XP_039962624.1|BTRY
OG0007735	LOC6600687|XP_002025851.1|DPER	LOC120773412|XP_039958215.1|BTRY
OG0007736	LOC6596772|XP_002021923.1|DPER	LOC120773439|XP_039958255.1|BTRY
OG0007737	LOC6598691|XP_002023945.2|DPER	LOC120781863|XP_039970027.1|BTRY
OG0007738	LOC6595150|XP_026844331.1|DPER	LOC120766961|XP_039948688.1|BTRY
OG0007739	LOC6599330|XP_002024573.1|DPER	LOC120775086|XP_039961017.1|BTRY
OG0007740	LOC6596895|XP_002021842.2|DPER	LOC120775216|XP_039961218.1|BTRY
OG0007741	LOC6598351|XP_002023426.2|DPER	LOC120775993|XP_039962358.1|BTRY
OG0007742	LOC6599364|XP_002024487.1|DPER	LOC120773366|XP_039958125.1|BTRY
OG0007743	LOC113567348|XP_026850674.1|DPER	LOC120766919|XP_039948598.1|BTRY
OG0007744	LOC113566063|XP_026845772.1|DPER	LOC120774483|XP_039960079.1|BTRY
OG0007746	LOC6587188|XP_002013527.1|DPER	LOC120773578|XP_039958499.1|BTRY
OG0007747	LOC6598498|XP_026848636.1|DPER	LOC120775616|XP_039961796.1|BTRY, LOC120774485|XP_039960083.1|BTRY
OG0007748	LOC6599367|XP_002024541.2|DPER	LOC120775754|XP_039962016.1|BTRY
OG0007749	LOC6600175|XP_002025274.2|DPER	LOC120773502|XP_039958387.1|BTRY
OG0007750	LOC6595065|XP_002020418.1|DPER	LOC120782855|XP_039971320.1|BTRY
OG0007751	LOC6589592|XP_002014565.2|DPER	LOC120775833|XP_039962132.1|BTRY
OG0007752	LOC6600105|XP_002025333.1|DPER	LOC120775054|XP_039960968.1|BTRY
OG0007753	LOC6597710|XP_026846399.1|DPER	LOC120773395|XP_039958179.1|BTRY
OG0007754	LOC6598428|XP_026848605.1|DPER	LOC120775093|XP_039961028.1|BTRY
OG0007755	LOC6598585|XP_002023618.1|DPER	LOC120775932|XP_039962273.1|BTRY
OG0007756	LOC6599296|XP_026848297.1|DPER	LOC120775547|XP_039961706.1|BTRY
OG0007757	LOC6600793|XP_002025816.1|DPER	LOC120774710|XP_039960382.1|BTRY
OG0007758	LOC6593560|XP_002018975.1|DPER	LOC120768277|XP_039950810.1|BTRY
OG0007759	LOC6594788|XP_026841025.1|DPER	LOC120779257|XP_039967434.1|BTRY
OG0007760	LOC6597812|XP_026846932.1|DPER	LOC120776189|XP_039962748.1|BTRY
OG0007761	LOC6598590|XP_026846215.1|DPER	LOC120774171|XP_039959526.1|BTRY
OG0007762	LOC6598589|XP_026846339.1|DPER	LOC120775699|XP_039961944.1|BTRY
OG0007763	LOC6589588|XP_002014561.1|DPER	LOC120774915|XP_039960725.1|BTRY
OG0007764	LOC6600422|XP_026848432.1|DPER	LOC120773795|XP_039958831.1|BTRY
OG0007765	LOC113566547|XP_026848419.1|DPER	LOC120774529|XP_039960172.1|BTRY
OG0007766	LOC6587812|XP_026850953.1|DPER	LOC120769269|XP_039952115.1|BTRY
OG0007767	LOC6602557|XP_002027578.2|DPER	LOC120779536|XP_039967817.1|BTRY
OG0007768	LOC6597813|XP_002022945.1|DPER	LOC120774404|XP_039959960.1|BTRY
OG0007769	LOC6603574|XP_002028553.1|DPER	LOC120774294|XP_039959750.1|BTRY
OG0007770	LOC6603743|XP_002028709.1|DPER	LOC120774295|XP_039959751.1|BTRY
OG0007771	LOC6593697|XP_002018844.1|DPER	LOC120775566|XP_039961728.1|BTRY
OG0007772	LOC6600662|XP_002025867.1|DPER	LOC120773343|XP_039958092.1|BTRY
OG0007773	LOC6589741|XP_002014239.1|DPER	LOC120768312|XP_039950885.1|BTRY
OG0007774	LOC6597177|XP_002022355.1|DPER	LOC120776042|XP_039962421.1|BTRY
OG0007775	LOC6599294|XP_026848279.1|DPER	LOC120774718|XP_039960403.1|BTRY
OG0007776	LOC6601757|XP_002026832.1|DPER	LOC120773402|XP_039958194.1|BTRY
OG0007777	LOC6598519|XP_026848630.1|DPER	LOC120771251|XP_039955100.1|BTRY
OG0007778	LOC113566684|XP_026849209.1|DPER	LOC120775869|XP_039962173.1|BTRY
OG0007779	LOC6599821|XP_002024921.2|DPER	LOC120777211|XP_039964320.1|BTRY
OG0007780	LOC6598418|XP_026846213.1|DPER	LOC120776069|XP_039962473.1|BTRY
OG0007781	LOC6602630|XP_026846657.1|DPER	LOC120773767|XP_039958778.1|BTRY
OG0007782	LOC6597607|XP_002022824.2|DPER	LOC120774543|XP_039960206.1|BTRY
OG0007783	LOC6603076|XP_026847079.1|DPER	LOC120773613|XP_039958547.1|BTRY
OG0007784	LOC6591320|XP_002017549.1|DPER	LOC120767016|XP_039948781.1|BTRY
OG0007785	LOC6597562|XP_026848893.1|DPER	LOC120773821|XP_039958863.1|BTRY
OG0007786	LOC6589586|XP_026844329.1|DPER	LOC120768485|XP_039951134.1|BTRY
OG0007787	LOC6594793|XP_002020474.1|DPER	LOC120782196|XP_039970274.1|BTRY
OG0007788	LOC113567351|XP_026850680.1|DPER	LOC120772242|XP_039956675.1|BTRY
OG0007789	LOC6587942|XP_026841873.1|DPER	LOC120782648|XP_039970955.1|BTRY
OG0007790	LOC6587807|XP_026851050.1|DPER	LOC120767000|XP_039948744.1|BTRY
OG0007791	LOC6587666|XP_002014067.2|DPER	LOC120776835|XP_039963794.1|BTRY
OG0007792	LOC6597237|XP_026846528.1|DPER	LOC120775626|XP_039961814.1|BTRY
OG0007793	LOC113567257|XP_026850303.1|DPER	LOC120766791|XP_039948425.1|BTRY
OG0007794	LOC6597667|XP_002022844.1|DPER	LOC120774170|XP_039959525.1|BTRY
OG0007795	LOC6600198|XP_002025298.1|DPER	LOC120775784|XP_039962054.1|BTRY
OG0007796	LOC113565111|XP_026841661.1|DPER	LOC120768142|XP_039950633.1|BTRY
OG0007797	LOC6594732|XP_026850581.1|DPER	LOC120780830|XP_039969009.1|BTRY
OG0007798	LOC6594733|XP_002020559.1|DPER	LOC120776697|XP_039963519.1|BTRY
OG0007799	LOC6588497|XP_002013578.1|DPER	LOC120776627|XP_039963371.1|BTRY
OG0007800	LOC6587974|XP_002013783.1|DPER	LOC120766623|XP_039948168.1|BTRY
OG0007801	LOC6591933|XP_002016773.2|DPER	LOC120780353|XP_039968580.1|BTRY
OG0007802	LOC6594920|XP_002020128.1|DPER	LOC120780492|XP_039968703.1|BTRY
OG0007803	LOC6588486|XP_026843332.1|DPER	LOC120766553|XP_039948071.1|BTRY
OG0007804	LOC6599187|XP_026848244.1|DPER	LOC120773853|XP_039958925.1|BTRY
OG0007805	LOC6599185|XP_002024342.1|DPER	LOC120773702|XP_039958670.1|BTRY
OG0007806	LOC6599184|XP_026848270.1|DPER	LOC120773699|XP_039958665.1|BTRY
OG0007809	LOC6597335|XP_002022523.1|DPER	LOC120775428|XP_039961546.1|BTRY
OG0007810	LOC6593712|XP_026842965.1|DPER	LOC120775780|XP_039962051.1|BTRY
OG0007811	LOC6588206|XP_026840500.1|DPER	LOC120777755|XP_039965191.1|BTRY
OG0007812	LOC6597255|XP_002022449.1|DPER	LOC120774436|XP_039960010.1|BTRY
OG0007813	LOC6587192|XP_026851165.1|DPER	LOC120766635|XP_039948187.1|BTRY
OG0007814	LOC6597564|XP_002022781.1|DPER	LOC120775022|XP_039960910.1|BTRY
OG0007815	LOC6597339|XP_026846393.1|DPER	LOC120775452|XP_039961572.1|BTRY
OG0007816	LOC6603343|XP_002028327.1|DPER	LOC120766295|XP_039947632.1|BTRY
OG0007817	LOC6588208|XP_002013778.1|DPER	LOC120770326|XP_039953650.1|BTRY
OG0007818	LOC6587640|XP_002013439.2|DPER	LOC120775483|XP_039961620.1|BTRY
OG0007819	LOC6599108|XP_026849265.1|DPER	LOC120775481|XP_039961615.1|BTRY
OG0007820	LOC6598855|XP_026842969.1|DPER	LOC120780204|XP_039968401.1|BTRY
OG0007821	LOC6595046|XP_002020569.1|DPER	LOC120782658|XP_039970967.1|BTRY
OG0007822	LOC6595045|XP_026849114.1|DPER	LOC120766311|XP_039947663.1|BTRY
OG0007823	LOC6594740|XP_002020566.2|DPER	LOC120778198|XP_039965879.1|BTRY
OG0007824	LOC6594980|XP_002020271.1|DPER	LOC120782183|XP_039970259.1|BTRY
OG0007825	LOC6587543|XP_026845365.1|DPER	LOC120773123|XP_039958056.1|BTRY
OG0007826	LOC6595257|XP_002020073.2|DPER	LOC120766651|XP_039948215.1|BTRY
OG0007827	LOC6600231|XP_002025229.1|DPER	LOC120773357|XP_039958115.1|BTRY
OG0007828	LOC6602834|XP_002027805.2|DPER	LOC120777494|XP_039964772.1|BTRY
OG0007829	LOC6591591|XP_026850239.1|DPER	LOC120771016|XP_039954729.1|BTRY
OG0007830	LOC6588404|XP_002013814.1|DPER	LOC120782377|XP_039970552.1|BTRY
OG0007831	LOC6597761|XP_002022892.2|DPER	LOC120774785|XP_039960497.1|BTRY
OG0007832	LOC6597897|XP_002023024.1|DPER	LOC120773543|XP_039958434.1|BTRY
OG0007833	LOC6600773|XP_026845148.1|DPER	LOC120775511|XP_039961654.1|BTRY
OG0007836	LOC6587980|XP_002013326.1|DPER	LOC120769765|XP_039952874.1|BTRY
OG0007837	LOC6587237|XP_002013300.1|DPER	LOC120766633|XP_039948185.1|BTRY
OG0007838	LOC6587827|XP_002013291.1|DPER	LOC120766567|XP_039948092.1|BTRY
OG0007839	LOC6597341|XP_002022543.1|DPER	LOC120775958|XP_039962304.1|BTRY
OG0007840	LOC6594791|XP_002020472.1|DPER	LOC120777512|XP_039964816.1|BTRY
OG0007841	LOC6587773|XP_026840387.1|DPER	LOC120767922|XP_039950219.1|BTRY
OG0007842	LOC6594840|XP_026842289.1|DPER	LOC120767090|XP_039948907.1|BTRY
OG0007843	LOC6594841|XP_002020245.1|DPER	LOC120767207|XP_039948953.1|BTRY
OG0007844	LOC6593151|XP_002018528.2|DPER	LOC120771638|XP_039955672.1|BTRY
OG0007846	LOC6600704|XP_026848612.1|DPER	LOC120774792|XP_039960511.1|BTRY
OG0007847	LOC6587838|XP_002013449.1|DPER	LOC120782514|XP_039970756.1|BTRY
OG0007848	LOC6588439|XP_002013442.1|DPER	LOC120768265|XP_039950799.1|BTRY
OG0007849	LOC6587765|XP_002013736.1|DPER	LOC120782206|XP_039970292.1|BTRY
OG0007850	LOC6587960|XP_002013737.1|DPER	LOC120782110|XP_039970192.1|BTRY
OG0007851	LOC6587399|XP_002013029.1|DPER	LOC120766233|XP_039947545.1|BTRY
OG0007852	LOC6598617|XP_002023862.1|DPER	LOC120782284|XP_039970421.1|BTRY
OG0007853	LOC6594771|XP_002020085.1|DPER	LOC120771063|XP_039954847.1|BTRY
OG0007854	LOC6588445|XP_002013427.1|DPER	LOC120766493|XP_039947979.1|BTRY
OG0007855	LOC6598746|XP_026851105.1|DPER	LOC120766402|XP_039947785.1|BTRY
OG0007856	LOC6588421|XP_002013441.1|DPER	LOC120768283|XP_039950823.1|BTRY
OG0007857	LOC6595088|XP_002020150.2|DPER	LOC120771760|XP_039955880.1|BTRY
OG0007858	LOC6588762|XP_026845010.1|DPER	LOC120767839|XP_039950064.1|BTRY
OG0007859	LOC6599951|XP_002025028.1|DPER	LOC120773735|XP_039958725.1|BTRY
OG0007860	LOC6591433|XP_002016737.2|DPER	LOC120780475|XP_039968684.1|BTRY
OG0007861	LOC6591406|XP_002016740.1|DPER	LOC120780636|XP_039968828.1|BTRY
OG0007862	LOC113566137|XP_026846252.1|DPER, LOC113566135|XP_026846249.1|DPER	LOC120772370|XP_039956918.1|BTRY
OG0007863	LOC6595431|XP_002020853.1|DPER	LOC120768301|XP_039950865.1|BTRY
OG0007864	LOC6588215|XP_026849758.1|DPER	LOC120782852|XP_039971313.1|BTRY
OG0007865	LOC6600591|XP_002025646.1|DPER	LOC120778525|XP_039966294.1|BTRY
OG0007866	LOC6588209|XP_002012901.1|DPER	LOC120779408|XP_039967540.1|BTRY
OG0007867	LOC6594867|XP_026847618.1|DPER	LOC120782327|XP_039970486.1|BTRY
OG0007868	LOC6588403|XP_002013926.1|DPER	LOC120774052|XP_039959293.1|BTRY
OG0007869	LOC6599273|XP_026848313.1|DPER	LOC120773487|XP_039958358.1|BTRY
OG0007870	LOC6599086|XP_002024219.1|DPER	LOC120778955|XP_039966962.1|BTRY
OG0007871	LOC6597584|XP_002022771.1|DPER	LOC120774743|XP_039960433.1|BTRY
OG0007873	LOC113566616|XP_026848850.1|DPER	LOC120777386|XP_039964613.1|BTRY
OG0007874	LOC6597504|XP_026849289.1|DPER	LOC120774732|XP_039960419.1|BTRY
OG0007875	LOC6592983|XP_026840619.1|DPER	LOC120771468|XP_039955414.1|BTRY
OG0007876	LOC6599277|XP_002024272.1|DPER	LOC120775307|XP_039961374.1|BTRY
OG0007877	LOC6602611|XP_026846617.1|DPER	LOC120773784|XP_039958807.1|BTRY
OG0007878	LOC6592484|XP_026841663.1|DPER	LOC120781294|XP_039969426.1|BTRY
OG0007879	LOC6595914|XP_026845613.1|DPER	LOC120777958|XP_039965510.1|BTRY
OG0007880	LOC6602749|XP_002027771.1|DPER	LOC120770595|XP_039954127.1|BTRY
OG0007881	LOC6600992|XP_002026178.2|DPER	LOC120778274|XP_039965987.1|BTRY
OG0007882	LOC6600996|XP_002026182.2|DPER	LOC120776795|XP_039963715.1|BTRY
OG0007883	LOC6600995|XP_026849724.1|DPER	LOC120777308|XP_039964481.1|BTRY
OG0007885	LOC6592984|XP_002017660.2|DPER	LOC120771668|XP_039955718.1|BTRY
OG0007886	LOC6593716|XP_026843025.1|DPER	LOC120781705|XP_039969866.1|BTRY
OG0007887	LOC6601108|XP_002026183.1|DPER	LOC120780130|XP_039968345.1|BTRY
OG0007888	LOC6596052|XP_002021236.1|DPER	LOC120778515|XP_039966283.1|BTRY
OG0007889	LOC6602986|XP_002028000.1|DPER	LOC120778241|XP_039965935.1|BTRY
OG0007890	LOC6599484|XP_026849395.1|DPER	LOC120777756|XP_039965188.1|BTRY
OG0007891	LOC6587806|XP_002012765.1|DPER	LOC120774388|XP_039959932.1|BTRY
OG0007893	LOC6592406|XP_026841638.1|DPER	LOC120770209|XP_039953396.1|BTRY
OG0007894	LOC6602709|XP_026849472.1|DPER	LOC120776656|XP_039963451.1|BTRY
OG0007895	LOC6601128|XP_026847241.1|DPER	LOC120778643|XP_039966478.1|BTRY
OG0007896	LOC6600624|XP_002025618.1|DPER	LOC120775152|XP_039961122.1|BTRY
OG0007897	LOC6596178|XP_026845235.1|DPER	LOC120778296|XP_039966016.1|BTRY
OG0007898	LOC6601191|XP_026849951.1|DPER	LOC120778514|XP_039966282.1|BTRY
OG0007899	LOC6596089|XP_026845528.1|DPER	LOC120777681|XP_039965081.1|BTRY
OG0007900	LOC6590921|XP_002015763.1|DPER	LOC120772007|XP_039956301.1|BTRY
OG0007901	LOC6602475|XP_026848812.1|DPER	LOC120776849|XP_039963818.1|BTRY
OG0007902	LOC6600052|XP_002025067.1|DPER	LOC120775104|XP_039961050.1|BTRY
OG0007903	LOC6599806|XP_002024976.1|DPER	LOC120776678|XP_039963486.1|BTRY
OG0007904	LOC6597129|XP_002022317.2|DPER	LOC120776717|XP_039963549.1|BTRY
OG0007906	LOC6600298|XP_026849063.1|DPER	LOC120778969|XP_039966979.1|BTRY
OG0007907	LOC6599497|XP_026849565.1|DPER	LOC120777587|XP_039964935.1|BTRY
OG0007908	LOC6599496|XP_002024716.1|DPER	LOC120777588|XP_039964936.1|BTRY
OG0007909	LOC6600771|XP_002025839.2|DPER	LOC120773345|XP_039958099.1|BTRY
OG0007910	LOC6601498|XP_002026560.1|DPER	LOC120777816|XP_039965288.1|BTRY
OG0007911	LOC6601111|XP_002026186.1|DPER	LOC120776349|XP_039962838.1|BTRY
OG0007912	LOC6601118|XP_002026193.1|DPER	LOC120776351|XP_039962840.1|BTRY
OG0007913	LOC6601112|XP_002026187.2|DPER	LOC120776353|XP_039962842.1|BTRY
OG0007914	LOC6596014|XP_026845298.1|DPER	LOC120778166|XP_039965833.1|BTRY
OG0007915	LOC6601916|XP_002026965.2|DPER	LOC120778291|XP_039966010.1|BTRY
OG0007916	LOC6588831|XP_002014263.1|DPER	LOC120767628|XP_039949722.1|BTRY
OG0007917	LOC6592890|XP_002018209.1|DPER	LOC120781244|XP_039969318.1|BTRY
OG0007918	LOC6590879|XP_002015547.1|DPER	LOC120770351|XP_039953688.1|BTRY
OG0007919	LOC6602107|XP_026841928.1|DPER	LOC120770905|XP_039954515.1|BTRY
OG0007920	LOC6592975|XP_002018025.1|DPER	LOC120771935|XP_039956166.1|BTRY
OG0007921	LOC6591051|XP_002016636.1|DPER	LOC120772686|XP_039957358.1|BTRY
OG0007922	LOC6591863|XP_026839924.1|DPER	LOC120780134|XP_039968355.1|BTRY
OG0007923	LOC6600783|XP_026848621.1|DPER	LOC120774867|XP_039960631.1|BTRY
OG0007924	LOC6592223|XP_002018493.2|DPER	LOC120770873|XP_039954434.1|BTRY
OG0007925	LOC6591161|XP_026842836.1|DPER	LOC120772803|XP_039957520.1|BTRY
OG0007926	LOC6601351|XP_002026410.1|DPER	LOC120771114|XP_039954897.1|BTRY
OG0007927	LOC6593346|XP_026843321.1|DPER	LOC120769153|XP_039951967.1|BTRY
OG0007928	LOC6593880|XP_026843836.1|DPER	LOC120769302|XP_039952163.1|BTRY
OG0007929	LOC6593731|XP_002019109.1|DPER	LOC120768858|XP_039951547.1|BTRY
OG0007930	LOC6592507|XP_026842476.1|DPER	LOC120772363|XP_039956862.1|BTRY
OG0007931	LOC6593651|XP_002019238.1|DPER	LOC120767557|XP_039949622.1|BTRY
OG0007932	LOC6599365|XP_002024488.1|DPER	LOC120773367|XP_039958127.1|BTRY
OG0007933	LOC6588435|XP_002014158.1|DPER	LOC120766989|XP_039948726.1|BTRY
OG0007934	LOC6589009|XP_002014205.1|DPER	LOC120782143|XP_039970215.1|BTRY
OG0007935	LOC6596279|XP_002021801.1|DPER	LOC120767309|XP_039949166.1|BTRY
OG0007936	LOC6589469|XP_002014414.1|DPER	LOC120781550|XP_039969717.1|BTRY
OG0007937	LOC6589526|XP_002015014.1|DPER	LOC120769511|XP_039952482.1|BTRY
OG0007938	LOC6592368|XP_002017973.1|DPER	LOC120768229|XP_039950748.1|BTRY
OG0007939	LOC6589148|XP_026844542.1|DPER	LOC120767849|XP_039950082.1|BTRY
OG0007940	LOC6589145|XP_026845018.1|DPER	LOC120767376|XP_039949288.1|BTRY
OG0007941	LOC6603252|XP_002028233.2|DPER	LOC120771062|XP_039954803.1|BTRY
OG0007942	LOC6602858|XP_002027869.1|DPER	LOC120775154|XP_039961125.1|BTRY
OG0007943	LOC6593625|XP_026843108.1|DPER	LOC120769629|XP_039952668.1|BTRY
OG0007944	LOC6601113|XP_026849699.1|DPER	LOC120776348|XP_039962837.1|BTRY
OG0007945	LOC6596619|XP_002021627.1|DPER	LOC120769779|XP_039952894.1|BTRY
OG0007946	LOC6591301|XP_026842847.1|DPER	LOC120769129|XP_039951929.1|BTRY
OG0007947	LOC6593390|XP_026843074.1|DPER	LOC120769048|XP_039951832.1|BTRY
OG0007948	LOC6603382|XP_026843670.1|DPER	LOC120768907|XP_039951604.1|BTRY
OG0007949	LOC6597534|XP_002022664.1|DPER	LOC120775251|XP_039961266.1|BTRY
OG0007950	LOC6589110|XP_002015229.1|DPER	LOC120768183|XP_039950685.1|BTRY
OG0007951	LOC6596509|XP_002021504.1|DPER	LOC120768435|XP_039951051.1|BTRY
OG0007952	LOC6595369|XP_002020805.1|DPER	LOC120767464|XP_039949486.1|BTRY
OG0007953	LOC6593654|XP_002019241.1|DPER	LOC120769503|XP_039952469.1|BTRY
OG0007954	LOC6593341|XP_002018743.1|DPER	LOC120769375|XP_039952276.1|BTRY
OG0007955	LOC6589275|XP_026844698.1|DPER	LOC120767547|XP_039949597.1|BTRY
OG0007956	LOC6593898|XP_002019077.1|DPER	LOC120767264|XP_039949069.1|BTRY
OG0007958	LOC6599303|XP_026848243.1|DPER	LOC120775891|XP_039962215.1|BTRY
OG0007959	LOC6589440|XP_002014823.1|DPER	LOC120769703|XP_039952768.1|BTRY
OG0007960	LOC6588960|XP_026844340.1|DPER	LOC120775954|XP_039962299.1|BTRY
OG0007961	LOC6591779|XP_002017140.1|DPER	LOC120775158|XP_039961135.1|BTRY
OG0007962	LOC6597393|XP_026846401.1|DPER	LOC120773788|XP_039958814.1|BTRY
OG0007963	LOC6596271|XP_002021797.1|DPER	LOC120768250|XP_039950776.1|BTRY
OG0007964	LOC6593765|XP_026843537.1|DPER	LOC120768410|XP_039951026.1|BTRY
OG0007965	LOC6589865|XP_026844292.1|DPER	LOC120767746|XP_039949892.1|BTRY
OG0007966	LOC6589818|XP_002015341.1|DPER	LOC120768614|XP_039951316.1|BTRY
OG0007968	LOC6595674|XP_026844378.1|DPER	LOC120769570|XP_039952559.1|BTRY
OG0007970	LOC113565083|XP_026841424.1|DPER	LOC120772867|XP_039957635.1|BTRY
OG0007971	LOC6599164|XP_026848287.1|DPER	LOC120773541|XP_039958432.1|BTRY
OG0007972	LOC6590252|XP_002016544.1|DPER	LOC120772058|XP_039956375.1|BTRY
OG0007973	LOC6589380|XP_026844996.1|DPER	LOC120769146|XP_039951954.1|BTRY
OG0007974	LOC6597696|XP_002022877.1|DPER	LOC120774010|XP_039959223.1|BTRY
OG0007975	LOC6588281|XP_002014138.1|DPER	LOC120782500|XP_039970741.1|BTRY
OG0007976	LOC6602678|XP_002027689.2|DPER	LOC120773899|XP_039959008.1|BTRY
OG0007977	LOC6602215|XP_002027253.2|DPER	LOC120767945|XP_039950262.1|BTRY
OG0007978	LOC6589533|XP_026844238.1|DPER	LOC120769316|XP_039952197.1|BTRY
OG0007979	LOC6596459|XP_026843648.1|DPER	LOC120767254|XP_039949050.1|BTRY
OG0007980	LOC6596437|XP_026843530.1|DPER	LOC120768556|XP_039951234.1|BTRY
OG0007981	LOC6597759|XP_002022890.1|DPER	LOC120774033|XP_039959267.1|BTRY
OG0007983	LOC6589478|XP_002014924.2|DPER	LOC120781669|XP_039969826.1|BTRY
OG0007984	LOC6593324|XP_026843534.1|DPER	LOC120767822|XP_039950040.1|BTRY
OG0007985	LOC113565473|XP_026843389.1|DPER	LOC120768006|XP_039950365.1|BTRY
OG0007986	LOC6589681|XP_002014766.2|DPER	LOC120769782|XP_039952900.1|BTRY
OG0007987	LOC6596491|XP_002021565.2|DPER	LOC120769407|XP_039952319.1|BTRY
OG0007990	LOC6588728|XP_002014370.1|DPER	LOC120781481|XP_039969634.1|BTRY
OG0007991	LOC6588992|XP_026844083.1|DPER	LOC120769187|XP_039952011.1|BTRY
OG0007992	LOC113565574|XP_026843793.1|DPER	LOC120769445|XP_039952367.1|BTRY
OG0007993	LOC6588590|XP_002012989.2|DPER	LOC120768050|XP_039950503.1|BTRY
OG0007994	LOC6589270|XP_002014448.1|DPER	LOC120769080|XP_039951873.1|BTRY
OG0007996	LOC6604605|XP_026847177.1|DPER	LOC120773837|XP_039958896.1|BTRY
OG0007997	LOC6595795|XP_002021307.1|DPER	LOC120769085|XP_039951879.1|BTRY
OG0007998	LOC6589401|XP_026844173.1|DPER	LOC120767245|XP_039949026.1|BTRY
OG0007999	LOC6596577|XP_026843144.1|DPER	LOC120780489|XP_039968697.1|BTRY
OG0008000	LOC6596578|XP_002021665.1|DPER	LOC120767833|XP_039950054.1|BTRY
OG0008001	LOC6603043|XP_002028065.1|DPER	LOC120768956|XP_039951680.1|BTRY
OG0008002	LOC6589499|XP_002014589.1|DPER	LOC120767606|XP_039949689.1|BTRY
OG0008003	LOC6603041|XP_002028063.2|DPER	LOC120767956|XP_039950277.1|BTRY
OG0008004	LOC6598171|XP_026846157.1|DPER	LOC120776110|XP_039962536.1|BTRY
OG0008005	LOC6599221|XP_026848325.1|DPER	LOC120773381|XP_039958143.1|BTRY
OG0008006	LOC6600762|XP_002025770.1|DPER	LOC120774151|XP_039959493.1|BTRY
OG0008007	LOC6598538|XP_002023734.1|DPER	LOC120775523|XP_039961673.1|BTRY
OG0008008	LOC113566015|XP_026845517.1|DPER	LOC120776825|XP_039963779.1|BTRY
OG0008009	LOC6602770|XP_002027774.1|DPER	LOC120775575|XP_039961741.1|BTRY
OG0008010	LOC6603111|XP_026847095.1|DPER	LOC120774538|XP_039960196.1|BTRY
OG0008012	LOC6602104|XP_002027149.1|DPER	LOC120770069|XP_039953127.1|BTRY
OG0008013	LOC6590623|XP_026841206.1|DPER	LOC120772661|XP_039957327.1|BTRY
OG0008014	LOC6591974|XP_026843747.1|DPER	LOC120782579|XP_039970864.1|BTRY
OG0008015	LOC6598880|XP_026847819.1|DPER	LOC120776807|XP_039963741.1|BTRY
OG0008016	LOC6598966|XP_002024054.1|DPER	LOC120776810|XP_039963743.1|BTRY
OG0008017	LOC6602586|XP_026845941.1|DPER	LOC120774195|XP_039959564.1|BTRY
OG0008018	LOC6596730|XP_026845998.1|DPER	LOC120776088|XP_039962500.1|BTRY
OG0008019	LOC6600759|XP_026848634.1|DPER	LOC120774146|XP_039959479.1|BTRY
OG0008021	LOC6598470|XP_002023698.1|DPER	LOC120773991|XP_039959189.1|BTRY
OG0008022	LOC6588578|XP_026840073.1|DPER	LOC120782488|XP_039970723.1|BTRY
OG0008023	LOC6600020|XP_026849188.1|DPER	LOC120774045|XP_039959279.1|BTRY
OG0008024	LOC6596693|XP_002021962.2|DPER	LOC120774046|XP_039959281.1|BTRY
OG0008025	LOC6596726|XP_026845991.1|DPER	LOC120775521|XP_039961669.1|BTRY
OG0008026	LOC6599165|XP_002024356.2|DPER	LOC120774897|XP_039960699.1|BTRY
OG0008027	LOC6604150|XP_026848950.1|DPER	LOC120776125|XP_039962587.1|BTRY
