Orthogroup	DPER.longest_only	CCAP.longest_only
OG0006972	LOC6589603|XP_026844540.1|DPER	CCAP1982_LOCUS5634|CAD6996968.1|CCAP
OG0006973	LOC6595576|XP_002020953.2|DPER	CCAP1982_LOCUS6676|CAD6998062.1|CCAP
OG0006975	LOC6596514|XP_026843748.1|DPER	CCAP1982_LOCUS8458|CAD6999950.1|CCAP
OG0006976	LOC6589324|XP_002014284.2|DPER	CCAP1982_LOCUS7752|CAD6999218.1|CCAP
OG0006979	LOC6589670|XP_026844568.1|DPER	CCAP1982_LOCUS6941|CAD6998337.1|CCAP
OG0006980	LOC6589866|XP_002014208.1|DPER	CCAP1982_LOCUS5413|CAD6996733.1|CCAP
OG0006981	LOC6596278|XP_026843275.1|DPER	CCAP1982_LOCUS6234|CAD6997598.1|CCAP
OG0006982	LOC6596343|XP_026843277.1|DPER	CCAP1982_LOCUS7781|CAD6999250.1|CCAP
OG0006983	LOC113565674|XP_026844203.1|DPER	CCAP1982_LOCUS6675|CAD6998061.1|CCAP
OG0006984	LOC6589812|XP_002015339.2|DPER	CCAP1982_LOCUS8106|CAD6999582.1|CCAP
OG0006985	LOC6588889|XP_002014858.1|DPER	CCAP1982_LOCUS8029|CAD6999505.1|CCAP
OG0006986	LOC6589354|XP_002014805.1|DPER	CCAP1982_LOCUS7055|CAD6998458.1|CCAP
OG0006987	LOC6590279|XP_002015519.1|DPER	CCAP1982_LOCUS22644|CAD7014656.1|CCAP
OG0006988	LOC6589441|XP_002014824.2|DPER	CCAP1982_LOCUS8265|CAD6999739.1|CCAP
OG0006989	LOC6603042|XP_002028064.1|DPER	CCAP1982_LOCUS7610|CAD6999064.1|CCAP
OG0006991	LOC6587506|XP_002013528.1|DPER	CCAP1982_LOCUS5132|CAD6996463.1|CCAP
OG0006992	LOC6596518|XP_026843432.1|DPER	CCAP1982_LOCUS7789|CAD6999259.1|CCAP
OG0006993	LOC6588847|XP_026844180.1|DPER	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP
OG0006994	LOC6602228|XP_002027258.1|DPER	CCAP1982_LOCUS8388|CAD6999879.1|CCAP
OG0006995	LOC6593588|XP_002018879.2|DPER	CCAP1982_LOCUS5690|CAD6997031.1|CCAP
OG0006996	LOC6593590|XP_002018881.1|DPER	CCAP1982_LOCUS6107|CAD6997464.1|CCAP
OG0006997	LOC6593014|XP_002018255.1|DPER	CCAP1982_LOCUS22555|CAD7014554.1|CCAP
OG0006998	LOC6591467|XP_002016778.1|DPER	CCAP1982_LOCUS8778|CAD7000288.1|CCAP
OG0006999	LOC6589641|XP_002015345.1|DPER	CCAP1982_LOCUS23139|CAD7015188.1|CCAP
OG0007000	LOC6589502|XP_002014592.1|DPER	CCAP1982_LOCUS7504|CAD6998957.1|CCAP
OG0007002	LOC6597956|XP_026843695.1|DPER	CCAP1982_LOCUS5776|CAD6997131.1|CCAP
OG0007003	LOC6590875|XP_026840909.1|DPER	CCAP1982_LOCUS21089|CAD7012999.1|CCAP
OG0007004	LOC6589436|XP_002014863.1|DPER	CCAP1982_LOCUS8615|CAD7000122.1|CCAP
OG0007005	LOC6595653|XP_026844524.1|DPER	CCAP1982_LOCUS7656|CAD6999111.1|CCAP
OG0007006	LOC6589629|XP_026845053.1|DPER, LOC113565847|XP_026845014.1|DPER	CCAP1982_LOCUS5395|CAD6996712.1|CCAP
OG0007007	LOC6589875|XP_002014371.1|DPER	CCAP1982_LOCUS5618|CAD6996950.1|CCAP
OG0007008	LOC6595548|XP_002020635.1|DPER	CCAP1982_LOCUS8437|CAD6999924.1|CCAP
OG0007009	LOC6589327|XP_002014352.1|DPER	CCAP1982_LOCUS5645|CAD6996983.1|CCAP
OG0007010	LOC6589651|XP_026844217.1|DPER	CCAP1982_LOCUS8665|CAD7000173.1|CCAP
OG0007011	LOC6587527|XP_002013673.2|DPER	CCAP1982_LOCUS6463|CAD6997839.1|CCAP
OG0007012	LOC6589165|XP_026844236.1|DPER	CCAP1982_LOCUS7841|CAD6999314.1|CCAP
OG0007015	LOC6596282|XP_002021804.1|DPER	CCAP1982_LOCUS5400|CAD6996719.1|CCAP
OG0007016	LOC6593779|XP_026843709.1|DPER	CCAP1982_LOCUS5545|CAD6996872.1|CCAP
OG0007019	LOC6593818|XP_026843118.1|DPER	CCAP1982_LOCUS6166|CAD6997527.1|CCAP
OG0007020	LOC6593943|XP_026843728.1|DPER	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP
OG0007021	LOC6589108|XP_002015041.1|DPER	CCAP1982_LOCUS7488|CAD6998942.1|CCAP
OG0007022	LOC6588760|XP_002014951.1|DPER	CCAP1982_LOCUS8723|CAD7000231.1|CCAP
OG0007023	LOC6589252|XP_002014389.1|DPER	CCAP1982_LOCUS13964|CAD7005605.1|CCAP
OG0007024	LOC6594308|XP_002019806.1|DPER	CCAP1982_LOCUS650|CAD6991738.1|CCAP
OG0007026	LOC6589869|XP_026844566.1|DPER	CCAP1982_LOCUS6944|CAD6998342.1|CCAP
OG0007027	LOC6589516|XP_002015190.1|DPER	CCAP1982_LOCUS7358|CAD6998809.1|CCAP
OG0007028	LOC6589568|XP_026844257.1|DPER	CCAP1982_LOCUS7384|CAD6998835.1|CCAP
OG0007029	LOC6589753|XP_002014726.2|DPER	CCAP1982_LOCUS8603|CAD7000105.1|CCAP
OG0007031	LOC6589880|XP_026844717.1|DPER	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP
OG0007032	LOC6595784|XP_002021329.2|DPER	CCAP1982_LOCUS21398|CAD7013329.1|CCAP
OG0007033	LOC6598116|XP_002023272.2|DPER	CCAP1982_LOCUS6554|CAD6997936.1|CCAP
OG0007034	LOC6596378|XP_002021563.1|DPER	CCAP1982_LOCUS8181|CAD6999651.1|CCAP
OG0007035	LOC6602658|XP_002027698.1|DPER	CCAP1982_LOCUS23410|CAD7015470.1|CCAP
OG0007037	LOC6594872|XP_002020111.1|DPER	CCAP1982_LOCUS3270|CAD6994526.1|CCAP
OG0007038	LOC6600845|XP_026841745.1|DPER	CCAP1982_LOCUS7155|CAD6998576.1|CCAP
OG0007040	LOC6589680|XP_002014765.1|DPER	CCAP1982_LOCUS8336|CAD6999824.1|CCAP
OG0007041	LOC6593540|XP_026843618.1|DPER	CCAP1982_LOCUS6403|CAD6997778.1|CCAP
OG0007042	LOC6593445|XP_026843018.1|DPER	CCAP1982_LOCUS5381|CAD6996697.1|CCAP
OG0007043	LOC6591344|XP_026841068.1|DPER	CCAP1982_LOCUS4565|CAD6995864.1|CCAP
OG0007045	LOC6594095|XP_002019687.1|DPER	CCAP1982_LOCUS99|CAD6991159.1|CCAP
OG0007046	LOC6591379|XP_002017243.1|DPER	CCAP1982_LOCUS4323|CAD6995617.1|CCAP
OG0007047	LOC6589829|XP_002014708.1|DPER	CCAP1982_LOCUS8507|CAD7000001.1|CCAP
OG0007048	LOC6595647|XP_026844040.1|DPER	CCAP1982_LOCUS8594|CAD7000096.1|CCAP
OG0007049	LOC6595546|XP_002020633.1|DPER	CCAP1982_LOCUS9153|CAD7000679.1|CCAP
OG0007050	LOC6593835|XP_002018697.1|DPER	CCAP1982_LOCUS8068|CAD6999548.1|CCAP
OG0007051	LOC6588994|XP_026844077.1|DPER	CCAP1982_LOCUS8732|CAD7000240.1|CCAP
OG0007053	LOC6591640|XP_026840710.1|DPER	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC6592279|XP_002018420.1|DPER	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC6590101|XP_002015986.2|DPER	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC113566597|XP_026848732.1|DPER	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC113565669|XP_026844196.1|DPER	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC113565739|XP_026844561.1|DPER	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC6589892|XP_002014629.1|DPER	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC6593608|XP_002018663.1|DPER	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC6593793|XP_002018713.1|DPER	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC6592854|XP_002018281.1|DPER	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC6598935|XP_002024122.1|DPER	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC6596940|XP_002022222.1|DPER	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC6589584|XP_002014293.1|DPER	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC6589271|XP_026844935.1|DPER	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC6590389|XP_002015655.1|DPER	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC6590749|XP_002015680.1|DPER	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC6595552|XP_002020639.1|DPER	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC6590674|XP_002015415.1|DPER	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC6588848|XP_002014903.1|DPER	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC6590514|XP_026841147.1|DPER	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC6596581|XP_002021668.1|DPER	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC6589405|XP_026844158.1|DPER	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC6589406|XP_002015194.1|DPER	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC6593990|XP_002019032.1|DPER	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC6593559|XP_002018974.1|DPER	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC6595584|XP_002020961.1|DPER	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC6589544|XP_026844658.1|DPER	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC6595567|XP_002020915.1|DPER	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC6595794|XP_002021306.1|DPER	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC6596616|XP_026843784.1|DPER	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC6589104|XP_026844647.1|DPER	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC6589455|XP_026844176.1|DPER	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007092	LOC6592165|XP_026840499.1|DPER	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC6589885|XP_002014489.1|DPER	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC6597962|XP_026843833.1|DPER	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC6593389|XP_002019087.1|DPER	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC6593458|XP_002018596.1|DPER	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC6593413|XP_026843106.1|DPER	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC6587549|XP_002013887.1|DPER	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC6593502|XP_002019143.2|DPER	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC6595595|XP_026844387.1|DPER	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC6589798|XP_002014465.2|DPER	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC6588709|XP_002014319.1|DPER, LOC6603822|XP_002028782.1|DPER	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC6588726|XP_002014368.2|DPER	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC6595450|XP_026844638.1|DPER	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC6589268|XP_026844333.1|DPER	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC6589398|XP_002015287.1|DPER	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC6589407|XP_002015195.1|DPER	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC6589823|XP_026844983.1|DPER	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC6589500|XP_002014590.2|DPER	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC6588650|XP_026841870.1|DPER	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC6595446|XP_002020867.1|DPER	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC6603064|XP_002028057.1|DPER	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC6589063|XP_002014551.2|DPER	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC6595539|XP_002020674.1|DPER	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC6589859|XP_026844681.1|DPER	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC6595969|XP_026845409.1|DPER	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC6602197|XP_002027207.1|DPER	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC6596937|XP_026845353.1|DPER	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC6595979|XP_002021045.1|DPER	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC6602154|XP_002027204.2|DPER	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC6602196|XP_026847990.1|DPER	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC6595974|XP_002021040.1|DPER	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC6602190|XP_026848036.1|DPER	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC6602184|XP_026848040.1|DPER	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC6599761|XP_002024881.1|DPER	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC6596023|XP_002020973.1|DPER	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC6599801|XP_002024971.1|DPER	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC6602298|XP_026848476.1|DPER	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC6602398|XP_002027450.1|DPER	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC6594939|XP_002020308.1|DPER	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC6594008|XP_026850637.1|DPER	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC6591998|XP_026840064.1|DPER	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC6591675|XP_002016890.1|DPER	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC6590841|XP_002015773.1|DPER	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC6602191|XP_002027231.1|DPER	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC6599831|XP_026847393.1|DPER	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC6590110|XP_002016508.1|DPER	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC6590326|XP_002016215.1|DPER	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007156	LOC6588045|XP_002013701.1|DPER	CCAP1982_LOCUS1430|CAD6992582.1|CCAP
OG0007157	LOC6588305|XP_026848917.1|DPER	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC6596210|XP_002021278.2|DPER	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC6594545|XP_002019375.1|DPER	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007163	LOC6588006|XP_002013190.1|DPER	CCAP1982_LOCUS149|CAD6991211.1|CCAP
OG0007164	LOC6588605|XP_002013189.1|DPER	CCAP1982_LOCUS148|CAD6991210.1|CCAP
OG0007174	LOC6587724|XP_026840161.1|DPER	CCAP1982_LOCUS777|CAD6991886.1|CCAP
OG0007175	LOC6595968|XP_002021206.1|DPER	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC6591881|XP_002017079.1|DPER	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC6591398|XP_002017173.1|DPER	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC6594333|XP_026840491.1|DPER	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC6594396|XP_002019486.1|DPER	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC6591401|XP_002017176.1|DPER	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC6594553|XP_026850284.1|DPER	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC6594557|XP_026850256.1|DPER	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC6594549|XP_002019921.1|DPER	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC6595513|XP_002020618.1|DPER	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC6591534|XP_002017318.2|DPER	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC6591893|XP_002016911.1|DPER	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC6592071|XP_026848995.1|DPER	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC6591427|XP_002017485.1|DPER	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC6594155|XP_002019394.1|DPER	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC6603358|XP_002028339.2|DPER	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC6591698|XP_002017269.1|DPER	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC6587891|XP_026843693.1|DPER	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC6601964|XP_002027014.1|DPER	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC6594548|XP_026850374.1|DPER	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC6594183|XP_002019814.1|DPER	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC6594724|XP_002019409.1|DPER	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC6596176|XP_026845498.1|DPER	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC6599713|XP_002024898.1|DPER	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC6599714|XP_026847365.1|DPER	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC6599717|XP_002024902.1|DPER	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC6591741|XP_002017093.2|DPER	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC6591884|XP_002017082.1|DPER	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC6591429|XP_002017487.1|DPER	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC6591430|XP_002017488.1|DPER	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC6594451|XP_026850283.1|DPER	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC6591600|XP_026847316.1|DPER	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC6594896|XP_002020496.1|DPER	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC6598968|XP_026847838.1|DPER	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC6594573|XP_002019824.1|DPER	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC6595312|XP_026850702.1|DPER	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC113565095|XP_026841460.1|DPER	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC6587514|XP_002013530.1|DPER	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC6591619|XP_026843181.1|DPER	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC113565741|XP_026844567.1|DPER	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC6591679|XP_026840011.1|DPER	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC6587767|XP_026840227.1|DPER	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC6587973|XP_002013195.1|DPER	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC6594048|XP_002019871.2|DPER	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC6594457|XP_002019708.2|DPER	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC6588166|XP_002014108.2|DPER	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC6602787|XP_002027801.1|DPER	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC6602783|XP_002027840.1|DPER	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC6598797|XP_002023908.1|DPER	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC6594301|XP_002019799.1|DPER	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC6591391|XP_002017361.1|DPER	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC6599681|XP_026847269.1|DPER	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC113566333|XP_026847348.1|DPER	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC6603784|XP_002028749.1|DPER	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC6599888|XP_026847416.1|DPER	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC6591454|XP_002017475.1|DPER	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC6588078|XP_002014111.1|DPER	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC6591626|XP_026851176.1|DPER	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC6591334|XP_002016932.1|DPER	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC6595329|XP_002020456.1|DPER	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC6598710|XP_002023889.1|DPER	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC6600893|XP_026841737.1|DPER	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC6594566|XP_002019585.1|DPER	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC6587908|XP_026840108.1|DPER	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC6596021|XP_002020971.1|DPER	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC6594311|XP_026850248.1|DPER	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC6591399|XP_002017174.1|DPER	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC6591684|XP_002017321.1|DPER	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC6591536|XP_026840021.1|DPER	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC6594957|XP_026840341.1|DPER	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC6594307|XP_002019805.1|DPER	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC6590058|XP_002016390.2|DPER	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC6587342|XP_026851255.1|DPER	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC6592108|XP_002017291.1|DPER	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC6602788|XP_026847772.1|DPER	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC6594420|XP_026850234.1|DPER	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC6598649|XP_002023830.1|DPER	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC113566766|XP_026849619.1|DPER	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC6601944|XP_002026994.1|DPER	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC6596197|XP_026845504.1|DPER	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC6602994|XP_026849440.1|DPER	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC6602993|XP_026849503.1|DPER	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC6602992|XP_026849469.1|DPER	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC6591775|XP_002017136.1|DPER	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC6591776|XP_002017137.1|DPER	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC6591672|XP_002016887.1|DPER	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC6587299|XP_002013853.1|DPER	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC6589103|XP_002015036.1|DPER	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC6594188|XP_002019819.1|DPER	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC6597502|XP_002022650.2|DPER	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC6591916|XP_026848790.1|DPER	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC6591637|XP_026839959.1|DPER	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC6594242|XP_002019976.1|DPER	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC6587588|XP_026844640.1|DPER	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC6591346|XP_002017454.1|DPER	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC6591402|XP_002017177.1|DPER	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC6591985|XP_002017210.1|DPER	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC6591687|XP_026842338.1|DPER	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC6588244|XP_002014131.1|DPER	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
