Orthogroup	DPER.longest_only	DMAU.longest_only
OG0008164	LOC6600706|XP_026848614.1|DPER	LOC117148263|XP_033171460.1|DMAU
OG0008165	LOC6600090|XP_002025182.2|DPER	LOC117147477|XP_033170264.1|DMAU
OG0008166	LOC113565942|XP_026845137.1|DPER	LOC117146771|XP_033169180.1|DMAU
OG0008167	LOC6603241|XP_002028217.1|DPER	LOC117147448|XP_033170222.1|DMAU
OG0008168	LOC6603223|XP_026845450.1|DPER	LOC117147654|XP_033170520.1|DMAU
OG0008169	LOC6596714|XP_002022037.1|DPER	LOC117146357|XP_033168399.1|DMAU
OG0008170	LOC6591259|XP_002015795.1|DPER	LOC117137154|XP_033154355.1|DMAU
OG0008171	LOC6600430|XP_002025535.2|DPER	LOC117148795|XP_033172299.1|DMAU
OG0008172	LOC6594182|XP_002019813.1|DPER	LOC117144327|XP_033165331.1|DMAU
OG0008173	LOC6596345|XP_002021700.1|DPER	LOC117137797|XP_033155363.1|DMAU
OG0008174	LOC6592639|XP_002017860.1|DPER	LOC117136076|XP_033152620.1|DMAU
OG0008175	LOC6597711|XP_026846397.1|DPER	LOC117147822|XP_033170768.1|DMAU
OG0008176	LOC6599948|XP_026849158.1|DPER	LOC117148475|XP_033171741.1|DMAU
OG0008177	LOC6600703|XP_002025818.1|DPER	LOC117148934|XP_033172550.1|DMAU
OG0008178	LOC6599117|XP_002024418.1|DPER	LOC117147373|XP_033170133.1|DMAU
OG0008179	LOC6602873|XP_002027908.1|DPER	LOC117147661|XP_033170528.1|DMAU
OG0008180	LOC6596660|XP_026845904.1|DPER	LOC117146464|XP_033168589.1|DMAU
OG0008181	LOC6596719|XP_002022042.1|DPER	LOC117146473|XP_033168602.1|DMAU
OG0008182	LOC6590648|XP_002016609.1|DPER	LOC117137403|XP_033154717.1|DMAU
OG0008183	LOC6601319|XP_026841869.1|DPER	LOC117138465|XP_033156482.1|DMAU
OG0008184	LOC6587172|XP_002013490.2|DPER	LOC117144926|XP_033166271.1|DMAU
OG0008185	LOC6588142|XP_026848905.1|DPER	LOC117143248|XP_033163700.1|DMAU
OG0008186	LOC6590705|XP_002015989.1|DPER	LOC117136192|XP_033152829.1|DMAU
OG0008187	LOC6590706|XP_026841162.1|DPER	LOC117136197|XP_033152834.1|DMAU
OG0008188	LOC6595510|XP_002020615.2|DPER	LOC117142770|XP_033162851.1|DMAU
OG0008189	LOC6596269|XP_002021795.1|DPER	LOC117150654|XP_033173531.1|DMAU
OG0008190	LOC6601042|XP_002026130.1|DPER	LOC117141293|XP_033160563.1|DMAU
OG0008191	LOC6596724|XP_002021940.1|DPER	LOC117146421|XP_033168515.1|DMAU
OG0008192	LOC6600736|XP_026848603.1|DPER	LOC117148268|XP_033171472.1|DMAU
OG0008193	LOC6597850|XP_002023012.2|DPER	LOC117148199|XP_033171371.1|DMAU
OG0008194	LOC6593696|XP_002018843.1|DPER	LOC117143661|XP_033164336.1|DMAU
OG0008195	LOC6592375|XP_002017997.1|DPER	LOC117137531|XP_033154908.1|DMAU
OG0008196	LOC6591269|XP_002016024.1|DPER	LOC117136523|XP_033153359.1|DMAU
OG0008197	LOC6595851|XP_026845701.1|DPER	LOC117140387|XP_033159145.1|DMAU
OG0008198	LOC6596841|XP_026845874.1|DPER	LOC117146351|XP_033168393.1|DMAU
OG0008199	LOC6597714|XP_002022865.2|DPER	LOC117147823|XP_033170770.1|DMAU
OG0008200	LOC6602102|XP_002027147.1|DPER	LOC117136511|XP_033153346.1|DMAU
OG0008201	LOC6602796|XP_002027847.1|DPER	LOC117139685|XP_033158062.1|DMAU
OG0008202	LOC6600593|XP_002025648.1|DPER	LOC117139128|XP_033157167.1|DMAU
OG0008203	LOC6600282|XP_002025395.1|DPER	LOC117142123|XP_033161910.1|DMAU
OG0008204	LOC6600380|XP_002025468.1|DPER	LOC117148191|XP_033171352.1|DMAU
OG0008205	LOC6598431|XP_026848666.1|DPER	LOC117146614|XP_033168833.1|DMAU
OG0008206	LOC6601862|XP_026849347.1|DPER	LOC117139084|XP_033157091.1|DMAU
OG0008207	LOC6601836|XP_002026902.2|DPER	LOC117141230|XP_033160481.1|DMAU
OG0008208	LOC6590697|XP_026841550.1|DPER	LOC117137586|XP_033154983.1|DMAU
OG0008209	LOC6601679|XP_026847563.1|DPER	LOC117140257|XP_033158954.1|DMAU
OG0008210	LOC6593160|XP_002018334.1|DPER	LOC117141522|XP_033160904.1|DMAU
OG0008211	LOC6589795|XP_002014463.1|DPER	LOC117135474|XP_033151584.1|DMAU
OG0008212	LOC6602349|XP_002027428.1|DPER	LOC117140225|XP_033158914.1|DMAU
OG0008213	LOC6602755|XP_002027784.1|DPER	LOC117148883|XP_033172474.1|DMAU
OG0008214	LOC6595959|XP_002021197.1|DPER	LOC117142110|XP_033161887.1|DMAU
OG0008215	LOC6602672|XP_002027712.2|DPER	LOC117148116|XP_033171227.1|DMAU
OG0008216	LOC6596035|XP_002021034.1|DPER	LOC117141941|XP_033161583.1|DMAU
OG0008217	LOC6602875|XP_026849663.1|DPER	LOC117148821|XP_033172359.1|DMAU
OG0008218	LOC6590518|XP_002016086.2|DPER	LOC117138254|XP_033156106.1|DMAU
OG0008219	LOC6597414|XP_002022422.2|DPER	LOC117148807|XP_033172342.1|DMAU
OG0008220	LOC6596900|XP_026849896.1|DPER	LOC117146768|XP_033169173.1|DMAU
OG0008221	LOC6588940|XP_026844847.1|DPER	LOC117150720|XP_033173628.1|DMAU
OG0008222	LOC6603441|XP_002028395.1|DPER	LOC117139172|XP_033157224.1|DMAU
OG0008223	LOC6596947|XP_002022228.2|DPER	LOC117141788|XP_033161313.1|DMAU
OG0008224	LOC6601832|XP_002026898.1|DPER	LOC117138960|XP_033156891.1|DMAU
OG0008225	LOC6597284|XP_026846504.1|DPER	LOC117146998|XP_033169568.1|DMAU
OG0008226	LOC6597739|XP_002022959.2|DPER	LOC117148207|XP_033171383.1|DMAU
OG0008227	LOC6587393|XP_026849390.1|DPER	LOC117145687|XP_033167320.1|DMAU
OG0008228	LOC6595137|XP_026848618.1|DPER	LOC117145619|XP_033167226.1|DMAU
OG0008229	LOC6588202|XP_026850547.1|DPER	LOC117142229|XP_033161971.1|DMAU
OG0008230	LOC6594179|XP_002019810.1|DPER	LOC117142879|XP_033163041.1|DMAU
OG0008232	LOC113566021|XP_026845547.1|DPER, LOC6595885|XP_002021398.1|DPER	LOC117141833|XP_033161379.1|DMAU
OG0008233	LOC6593383|XP_002019082.1|DPER	LOC117140234|XP_033158928.1|DMAU
OG0008234	LOC6590745|XP_002015676.2|DPER	LOC117137191|XP_033154407.1|DMAU
OG0008235	LOC6599216|XP_026848268.1|DPER	LOC117146380|XP_033168432.1|DMAU
OG0008236	LOC6602134|XP_002027105.1|DPER	LOC117137176|XP_033154381.1|DMAU
OG0008237	LOC6591014|XP_002016366.2|DPER	LOC117136788|XP_033153735.1|DMAU
OG0008238	LOC6599578|XP_026849573.1|DPER	LOC117140018|XP_033158640.1|DMAU
OG0008239	LOC113566003|XP_026845423.1|DPER	LOC117141054|XP_033160231.1|DMAU
OG0008240	LOC6592682|XP_002017949.1|DPER	LOC117136832|XP_033153802.1|DMAU
OG0008243	LOC6602082|XP_026841084.1|DPER	LOC117135770|XP_033152127.1|DMAU
OG0008244	LOC6588003|XP_002012817.1|DPER	LOC117144300|XP_033165297.1|DMAU
OG0008245	LOC6590566|XP_002016697.1|DPER	LOC117136361|XP_033153123.1|DMAU
OG0008246	LOC6592315|XP_002017574.1|DPER	LOC117136451|XP_033153261.1|DMAU
OG0008247	LOC6598681|XP_026849897.1|DPER	LOC117135321|XP_033151410.1|DMAU
OG0008248	LOC6587391|XP_002013027.1|DPER	LOC117143547|XP_033164178.1|DMAU
OG0008249	LOC6595300|XP_026850597.1|DPER	LOC117144454|XP_033165501.1|DMAU
OG0008250	LOC6590897|XP_002016264.1|DPER	LOC117138020|XP_033155718.1|DMAU
OG0008251	LOC6590885|XP_026841511.1|DPER	LOC117138687|XP_033156835.1|DMAU
OG0008252	LOC6592997|XP_002017980.1|DPER	LOC117137018|XP_033154105.1|DMAU
OG0008253	LOC6590438|XP_002015734.1|DPER	LOC117137097|XP_033154273.1|DMAU
OG0008254	LOC6600564|XP_026847553.1|DPER	LOC117139919|XP_033158492.1|DMAU
OG0008255	LOC6596150|XP_002021162.1|DPER	LOC117141701|XP_033161203.1|DMAU
OG0008256	LOC6590908|XP_002015585.1|DPER	LOC117137517|XP_033154892.1|DMAU
OG0008257	LOC6597593|XP_026848869.1|DPER	LOC117146901|XP_033169400.1|DMAU, LOC117146902|XP_033169402.1|DMAU
OG0008258	LOC6595422|XP_002020844.1|DPER	LOC117141959|XP_033161632.1|DMAU
OG0008259	LOC6595374|XP_026844583.1|DPER	LOC117150836|XP_033173795.1|DMAU
OG0008260	LOC6602731|XP_026849484.1|DPER, LOC6602730|XP_026849485.1|DPER	LOC117139712|XP_033158120.1|DMAU
OG0008261	LOC6592235|XP_002017586.1|DPER	LOC117138674|XP_033156816.1|DMAU
OG0008262	LOC6592531|XP_026841859.1|DPER	LOC117137894|XP_033155519.1|DMAU
OG0008263	LOC6593229|XP_002018350.2|DPER	LOC117138023|XP_033155722.1|DMAU, LOC117138024|XP_033155723.1|DMAU
OG0008264	LOC6593234|XP_002018355.1|DPER, LOC6593233|XP_002018354.1|DPER	LOC117137595|XP_033154997.1|DMAU
OG0008265	LOC6595154|XP_002020281.1|DPER	LOC117145617|XP_033167223.1|DMAU
OG0008266	LOC6587603|XP_002013899.1|DPER	LOC117145437|XP_033166983.1|DMAU
OG0008267	LOC6598653|XP_026850840.1|DPER	LOC117143256|XP_033163712.1|DMAU
OG0008268	LOC6593401|XP_002018612.1|DPER	LOC117136454|XP_033153273.1|DMAU
OG0008269	LOC6589135|XP_002014704.1|DPER	LOC117150571|XP_033173414.1|DMAU
OG0008270	LOC6598576|XP_026846155.1|DPER	LOC117148514|XP_033171811.1|DMAU
OG0008271	LOC6600517|XP_002025582.1|DPER	LOC117141461|XP_033160808.1|DMAU
OG0008272	LOC6596882|XP_026845815.1|DPER	LOC117148949|XP_033172580.1|DMAU
OG0008273	LOC6591736|XP_002017088.1|DPER	LOC117143013|XP_033163271.1|DMAU
OG0008274	LOC6600695|XP_002025859.1|DPER	LOC117146995|XP_033169563.1|DMAU
OG0008275	LOC6600790|XP_002025813.2|DPER	LOC117147298|XP_033170036.1|DMAU
OG0008276	LOC6597820|XP_026846984.1|DPER	LOC117147155|XP_033169829.1|DMAU
OG0008277	LOC6597902|XP_002023029.2|DPER	LOC117146815|XP_033169255.1|DMAU
OG0008278	LOC6589014|XP_002014330.1|DPER	LOC117151040|XP_033174144.1|DMAU
OG0008279	LOC6598391|XP_002023514.2|DPER	LOC117147688|XP_033170563.1|DMAU
OG0008280	LOC6598390|XP_002023513.1|DPER	LOC117148531|XP_033171836.1|DMAU
OG0008281	LOC6597370|XP_002022411.1|DPER	LOC117147799|XP_033170739.1|DMAU
OG0008282	LOC6597024|XP_002022116.1|DPER	LOC117147286|XP_033170021.1|DMAU
OG0008283	LOC6600045|XP_026849164.1|DPER	LOC117147717|XP_033170608.1|DMAU
OG0008284	LOC6603494|XP_026846805.1|DPER	LOC117146340|XP_033168360.1|DMAU
OG0008285	LOC6597879|XP_026846937.1|DPER	LOC117147176|XP_033169863.1|DMAU
OG0008286	LOC6600342|XP_002025501.2|DPER	LOC117146898|XP_033169395.1|DMAU
OG0008287	LOC6598568|XP_002023631.1|DPER	LOC117146577|XP_033168777.1|DMAU
OG0008288	LOC6588138|XP_026850873.1|DPER	LOC117142394|XP_033162232.1|DMAU
OG0008289	LOC6595281|XP_002020347.1|DPER	LOC117142898|XP_033163071.1|DMAU
OG0008290	LOC6597914|XP_002022854.1|DPER	LOC117146871|XP_033169352.1|DMAU
OG0008291	LOC6596855|XP_002022087.1|DPER	LOC117146365|XP_033168407.1|DMAU
OG0008292	LOC6600696|XP_026845173.1|DPER	LOC117146993|XP_033169560.1|DMAU
OG0008293	LOC6588579|XP_002013181.2|DPER	LOC117142798|XP_033162895.1|DMAU
OG0008294	LOC6587385|XP_002013488.1|DPER	LOC117142821|XP_033162931.1|DMAU
OG0008295	LOC6599295|XP_002024238.2|DPER	LOC117146794|XP_033169225.1|DMAU
OG0008296	LOC6603112|XP_002028097.2|DPER	LOC117147007|XP_033169580.1|DMAU
OG0008297	LOC6598596|XP_002023629.1|DPER	LOC117146578|XP_033168778.1|DMAU
OG0008298	LOC6597235|XP_026846420.1|DPER	LOC117148572|XP_033171927.1|DMAU
OG0008299	LOC6588330|XP_002012993.2|DPER	LOC117143890|XP_033164682.1|DMAU
OG0008300	LOC6598244|XP_026846159.1|DPER	LOC117147278|XP_033170008.1|DMAU
OG0008301	LOC6588073|XP_002013749.2|DPER	LOC117146056|XP_033167887.1|DMAU
OG0008302	LOC113566596|XP_026848706.1|DPER	LOC117147811|XP_033170755.1|DMAU
OG0008303	LOC6602769|XP_002027773.1|DPER	LOC117147021|XP_033169600.1|DMAU
OG0008304	LOC6598340|XP_026846335.1|DPER	LOC117148326|XP_033171550.1|DMAU
OG0008305	LOC6602857|XP_026845931.1|DPER	LOC117146711|XP_033169018.1|DMAU
OG0008306	LOC6597203|XP_002022611.1|DPER	LOC117148764|XP_033172251.1|DMAU
OG0008307	LOC6588502|XP_026843602.1|DPER	LOC117145034|XP_033166430.1|DMAU
OG0008308	LOC6591634|XP_002016758.1|DPER	LOC117142333|XP_033162140.1|DMAU
OG0008309	LOC6593587|XP_002018878.1|DPER	LOC117136743|XP_033153669.1|DMAU
OG0008310	LOC113566473|XP_026848016.1|DPER	LOC117139077|XP_033157079.1|DMAU
OG0008311	LOC6598202|XP_002023537.1|DPER	LOC117147013|XP_033169589.1|DMAU
OG0008312	LOC113566344|XP_026847405.1|DPER	LOC117145965|XP_033167758.1|DMAU
OG0008313	LOC6602854|XP_026846011.1|DPER	LOC117148591|XP_033171960.1|DMAU
OG0008314	LOC6590199|XP_002015830.1|DPER	LOC117137694|XP_033155154.1|DMAU
OG0008315	LOC6600306|XP_002025360.2|DPER	LOC117139816|XP_033158338.1|DMAU
OG0008317	LOC6587541|XP_026848159.1|DPER	LOC117145012|XP_033166395.1|DMAU
OG0008318	LOC6603107|XP_002028092.1|DPER	LOC117147628|XP_033170484.1|DMAU
OG0008319	LOC6593047|XP_002017602.1|DPER	LOC117136856|XP_033153847.1|DMAU
OG0008320	LOC6599134|XP_026849253.1|DPER	LOC117148718|XP_033172158.1|DMAU
OG0008321	LOC6587790|XP_002013735.2|DPER	LOC117145776|XP_033167444.1|DMAU
OG0008322	LOC6589299|XP_002014390.1|DPER	LOC117135224|XP_033151231.1|DMAU
OG0008323	LOC6591432|XP_002016736.1|DPER	LOC117146066|XP_033167898.1|DMAU
OG0008324	LOC6596886|XP_026845809.1|DPER	LOC117147292|XP_033170030.1|DMAU
OG0008325	LOC6600182|XP_026846714.1|DPER	LOC117148648|XP_033172041.1|DMAU
OG0008326	LOC6588363|XP_002014167.2|DPER	LOC117143686|XP_033164363.1|DMAU
OG0008327	LOC6591047|XP_002016558.1|DPER	LOC117138522|XP_033156548.1|DMAU
OG0008328	LOC6599278|XP_002024273.1|DPER	LOC117148184|XP_033171345.1|DMAU
OG0008329	LOC6599898|XP_002025011.1|DPER	LOC117146878|XP_033169359.1|DMAU
OG0008330	LOC6589939|XP_002015967.1|DPER	LOC117136621|XP_033153500.1|DMAU
OG0008331	LOC113566664|XP_026849060.1|DPER	LOC117141185|XP_033160414.1|DMAU
OG0008332	LOC6601000|XP_026849749.1|DPER	LOC117140473|XP_033159313.1|DMAU
OG0008333	LOC6596222|XP_002021182.1|DPER	LOC117139819|XP_033158341.1|DMAU
OG0008334	LOC6596187|XP_026845512.1|DPER	LOC117140265|XP_033158982.1|DMAU
OG0008335	LOC6600516|XP_026847518.1|DPER	LOC117139518|XP_033157770.1|DMAU
OG0008336	LOC6602386|XP_002027390.1|DPER	LOC117140963|XP_033160077.1|DMAU
OG0008338	LOC6602289|XP_002027348.1|DPER	LOC117139538|XP_033157802.1|DMAU
OG0008339	LOC6599956|XP_026849233.1|DPER	LOC117146954|XP_033169507.1|DMAU
OG0008340	LOC6592239|XP_002017590.1|DPER	LOC117138673|XP_033156815.1|DMAU
OG0008341	LOC6600623|XP_002025617.2|DPER	LOC117140626|XP_033159537.1|DMAU
OG0008342	LOC6599507|XP_002024727.1|DPER	LOC117142005|XP_033161745.1|DMAU
OG0008343	LOC6598657|XP_002023775.1|DPER	LOC117144977|XP_033166335.1|DMAU
OG0008344	LOC6595881|XP_002021394.1|DPER	LOC117141831|XP_033161377.1|DMAU
OG0008345	LOC6600607|XP_002025596.2|DPER	LOC117139837|XP_033158375.1|DMAU
OG0008346	LOC6596718|XP_026845825.1|DPER	LOC117147381|XP_033170143.1|DMAU
OG0008347	LOC6595643|XP_002020686.1|DPER	LOC117150447|XP_033173224.1|DMAU
OG0008348	LOC6601398|XP_002026501.2|DPER	LOC117139833|XP_033158365.1|DMAU
OG0008349	LOC6603708|XP_026845378.1|DPER	LOC117141628|XP_033161049.1|DMAU
OG0008350	LOC6599380|XP_026847083.1|DPER	LOC117146831|XP_033169276.1|DMAU
OG0008351	LOC6595866|XP_002021411.2|DPER	LOC117141822|XP_033161366.1|DMAU
OG0008352	LOC6599823|XP_002024922.1|DPER	LOC117139676|XP_033158045.1|DMAU
OG0008353	LOC6600547|XP_002025700.1|DPER	LOC117141371|XP_033160668.1|DMAU
OG0008354	LOC6602679|XP_002027690.1|DPER	LOC117147358|XP_033170113.1|DMAU
OG0008355	LOC113565232|XP_026842698.1|DPER	LOC117136702|XP_033153611.1|DMAU
OG0008356	LOC6595961|XP_002021199.1|DPER	LOC117142107|XP_033161884.1|DMAU
OG0008357	LOC6594011|XP_002019633.2|DPER	LOC117142396|XP_033162234.1|DMAU
OG0008358	LOC6589739|XP_002014237.1|DPER	LOC117150644|XP_033173510.1|DMAU
OG0008359	LOC6591163|XP_026842175.1|DPER	LOC117137807|XP_033155372.1|DMAU
OG0008360	LOC6600879|XP_026841696.1|DPER	LOC117137252|XP_033154506.1|DMAU
OG0008361	LOC6593975|XP_026843592.1|DPER	LOC117150539|XP_033173356.1|DMAU
OG0008362	LOC6597392|XP_002022486.2|DPER	LOC117147028|XP_033169612.1|DMAU
OG0008363	LOC6592663|XP_002018387.1|DPER	LOC117136283|XP_033153009.1|DMAU
OG0008364	LOC6597012|XP_002022175.2|DPER	LOC117141905|XP_033161508.1|DMAU
OG0008365	LOC6593257|XP_026842874.1|DPER	LOC117136798|XP_033153747.1|DMAU
OG0008366	LOC6591839|XP_002017207.1|DPER	LOC117143712|XP_033164402.1|DMAU
OG0008367	LOC6596836|XP_002022017.1|DPER	LOC117146453|XP_033168572.1|DMAU
OG0008368	LOC6589000|XP_002014322.2|DPER	LOC117150764|XP_033173695.1|DMAU
OG0008369	LOC6598173|XP_002023347.1|DPER	LOC117148872|XP_033172434.1|DMAU
OG0008370	LOC6592080|XP_002016765.2|DPER	LOC117145990|XP_033167795.1|DMAU
OG0008371	LOC6594028|XP_026850229.1|DPER	LOC117142288|XP_033162065.1|DMAU
OG0008372	LOC113565684|XP_026844264.1|DPER	LOC117135676|XP_033151964.1|DMAU
OG0008373	LOC6588970|XP_026844682.1|DPER	LOC117146489|XP_033168622.1|DMAU
OG0008374	LOC6597933|XP_002023103.1|DPER	LOC117136740|XP_033153663.1|DMAU
OG0008375	LOC6593400|XP_002018611.1|DPER	LOC117136462|XP_033153285.1|DMAU
OG0008376	LOC113565479|XP_026843414.1|DPER	LOC117150758|XP_033173686.1|DMAU
OG0008377	LOC113565678|XP_026844230.1|DPER	LOC117147614|XP_033170466.1|DMAU
OG0008378	LOC6589476|XP_026844229.1|DPER	LOC117147604|XP_033170454.1|DMAU
OG0008379	LOC6596603|XP_002021718.1|DPER	LOC117137004|XP_033154084.1|DMAU
OG0008380	LOC6589387|XP_002014348.2|DPER	LOC117142345|XP_033162156.1|DMAU
OG0008381	LOC6589532|XP_002015020.1|DPER	LOC117139060|XP_033157063.1|DMAU
OG0008383	LOC6596449|XP_002021619.1|DPER	LOC117140126|XP_033158785.1|DMAU
OG0008384	LOC113565651|XP_026844098.1|DPER	LOC117144944|XP_033166292.1|DMAU
OG0008385	LOC6588814|XP_026844032.1|DPER	LOC117137221|XP_033154470.1|DMAU
OG0008386	LOC6597429|XP_002022471.2|DPER	LOC117146943|XP_033169484.1|DMAU
OG0008387	LOC6595298|XP_026850582.1|DPER	LOC117142855|XP_033162987.1|DMAU
OG0008388	LOC6593842|XP_002018704.1|DPER	LOC117150826|XP_033173784.1|DMAU
OG0008389	LOC6596617|XP_002021613.1|DPER	LOC117150510|XP_033173308.1|DMAU
OG0008390	LOC6593462|XP_002018600.1|DPER	LOC117138878|XP_033156868.1|DMAU
OG0008391	LOC6589370|XP_002014896.1|DPER	LOC117148619|XP_033172002.1|DMAU
OG0008392	LOC6595996|XP_002021017.1|DPER	LOC117139393|XP_033157550.1|DMAU
OG0008393	LOC6595976|XP_002021042.1|DPER	LOC117141756|XP_033161269.1|DMAU
OG0008394	LOC6595894|XP_002021435.1|DPER	LOC117139515|XP_033157764.1|DMAU
OG0008395	LOC6597715|XP_026846396.1|DPER	LOC117148618|XP_033171997.1|DMAU
OG0008396	LOC6598248|XP_026846216.1|DPER	LOC117146900|XP_033169398.1|DMAU
OG0008397	LOC113566700|XP_026849299.1|DPER	LOC117146971|XP_033169531.1|DMAU
OG0008398	LOC6597484|XP_026848910.1|DPER	LOC117148365|XP_033171613.1|DMAU
OG0008399	LOC6596671|XP_026845894.1|DPER	LOC117148257|XP_033171453.1|DMAU
OG0008400	LOC6601255|XP_002026217.1|DPER	LOC117141765|XP_033161285.1|DMAU
OG0008401	LOC6593761|XP_002018673.1|DPER	LOC117138019|XP_033155721.1|DMAU
OG0008402	LOC6598728|XP_002023875.1|DPER	LOC117145170|XP_033166610.1|DMAU
OG0008403	LOC6599169|XP_002024360.1|DPER	LOC117146821|XP_033169266.1|DMAU
OG0008404	LOC6592043|XP_026851209.1|DPER	LOC117143930|XP_033164737.1|DMAU
OG0008405	LOC6603237|XP_002028213.2|DPER	LOC117148243|XP_033171438.1|DMAU
OG0008406	LOC6597377|XP_002022580.1|DPER	LOC117147000|XP_033169571.1|DMAU
OG0008407	LOC6594720|XP_002019405.1|DPER	LOC117142658|XP_033162674.1|DMAU
OG0008408	LOC6600230|XP_026846695.1|DPER	LOC117148897|XP_033172494.1|DMAU
OG0008409	LOC6603345|XP_026848048.1|DPER	LOC117139846|XP_033158383.1|DMAU
OG0008410	LOC6591735|XP_026844090.1|DPER	LOC117143014|XP_033163272.1|DMAU
OG0008411	LOC6594494|XP_002019965.2|DPER	LOC117143805|XP_033164540.1|DMAU
OG0008412	LOC6602580|XP_026845879.1|DPER	LOC117148317|XP_033171538.1|DMAU
OG0008413	LOC6599083|XP_026849012.1|DPER	LOC117140673|XP_033159615.1|DMAU
OG0008414	LOC6596736|XP_002021951.1|DPER	LOC117146618|XP_033168838.1|DMAU
OG0008415	LOC6598496|XP_002023584.1|DPER	LOC117146449|XP_033168567.1|DMAU
OG0008416	LOC6603104|XP_026847148.1|DPER	LOC117148218|XP_033171398.1|DMAU
OG0008417	LOC6600144|XP_026846673.1|DPER	LOC117148679|XP_033172109.1|DMAU
OG0008418	LOC6597435|XP_002022477.1|DPER	LOC117146852|XP_033169308.1|DMAU
OG0008419	LOC6602877|XP_002027912.1|DPER	LOC117148823|XP_033172361.1|DMAU
OG0008420	LOC6603917|XP_026847222.1|DPER	LOC117148124|XP_033171237.1|DMAU
OG0008421	LOC6599404|XP_002024454.2|DPER	LOC117146938|XP_033169477.1|DMAU
OG0008422	LOC6599892|XP_026849185.1|DPER	LOC117146877|XP_033169357.1|DMAU
OG0008423	LOC6590255|XP_002015885.1|DPER	LOC117136976|XP_033154042.1|DMAU
OG0008424	LOC6602868|XP_026849660.1|DPER	LOC117147046|XP_033169684.1|DMAU
OG0008425	LOC6591940|XP_026848901.1|DPER	LOC117143691|XP_033164370.1|DMAU
OG0008426	LOC6593247|XP_002018368.1|DPER	LOC117138564|XP_033156615.1|DMAU
OG0008427	LOC6598534|XP_026846262.1|DPER	LOC117147132|XP_033169801.1|DMAU
OG0008428	LOC6597908|XP_026847005.1|DPER	LOC117146814|XP_033169254.1|DMAU
OG0008429	LOC6591793|XP_002017393.1|DPER	LOC117144959|XP_033166306.1|DMAU
OG0008430	LOC6598536|XP_002023732.1|DPER	LOC117147466|XP_033170248.1|DMAU
OG0008431	LOC6602041|XP_002027082.2|DPER	LOC117142089|XP_033161863.1|DMAU
OG0008432	LOC6595182|XP_026850561.1|DPER	LOC117145944|XP_033167715.1|DMAU
OG0008433	LOC6601523|XP_026848003.1|DPER	LOC117141584|XP_033160988.1|DMAU
OG0008434	LOC6595307|XP_002020434.1|DPER	LOC117143615|XP_033164264.1|DMAU
OG0008435	LOC6589015|XP_002014331.1|DPER	LOC117150489|XP_033173282.1|DMAU
OG0008436	LOC113564879|XP_026841163.1|DPER	LOC117136198|XP_033152835.1|DMAU
OG0008438	LOC6594562|XP_026844381.1|DPER	LOC117144728|XP_033165962.1|DMAU
OG0008439	LOC6589900|XP_002016384.2|DPER	LOC117136366|XP_033153137.1|DMAU
OG0008440	LOC6588235|XP_026840476.1|DPER	LOC117145761|XP_033167417.1|DMAU
OG0008441	LOC6596138|XP_026845271.1|DPER, LOC6596141|XP_002021154.1|DPER	LOC117140549|XP_033159434.1|DMAU
OG0008443	LOC6597062|XP_002022187.1|DPER	LOC117139482|XP_033157693.1|DMAU
OG0008444	LOC113566639|XP_026848957.1|DPER	LOC117141735|XP_033161244.1|DMAU
OG0008445	LOC6599903|XP_002025016.1|DPER	LOC117147972|XP_033171012.1|DMAU
OG0008446	LOC6600757|XP_026848657.1|DPER	LOC117147877|XP_033170848.1|DMAU
OG0008447	LOC6599269|XP_026848312.1|DPER	LOC117146649|XP_033168873.1|DMAU
OG0008448	LOC6596980|XP_026845438.1|DPER	LOC117148735|XP_033172194.1|DMAU
OG0008449	LOC6598539|XP_026846204.1|DPER	LOC117147016|XP_033169591.1|DMAU
OG0008450	LOC113566271|XP_026847004.1|DPER	LOC117147433|XP_033170204.1|DMAU
OG0008451	LOC6594093|XP_002019685.1|DPER	LOC117145517|XP_033167099.1|DMAU
OG0008452	LOC6589587|XP_026844328.1|DPER	LOC117150679|XP_033173576.1|DMAU
OG0008453	LOC6590473|XP_002016659.2|DPER	LOC117138278|XP_033156138.1|DMAU
OG0008454	LOC6600450|XP_026848416.1|DPER	LOC117146726|XP_033169054.1|DMAU
OG0008455	LOC6601894|XP_026849385.1|DPER	LOC117141798|XP_033161331.1|DMAU
OG0008456	LOC6594465|XP_026841259.1|DPER	LOC117145658|XP_033167280.1|DMAU
OG0008457	LOC6592148|XP_026842799.1|DPER	LOC117142423|XP_033162274.1|DMAU
OG0008458	LOC6601328|XP_026841399.1|DPER	LOC117136116|XP_033152703.1|DMAU
OG0008459	LOC6597315|XP_002022503.2|DPER	LOC117147498|XP_033170291.1|DMAU
OG0008460	LOC6604107|XP_002029044.1|DPER, LOC6593686|XP_002018764.1|DPER	LOC117135283|XP_033151342.1|DMAU
OG0008461	LOC6589571|XP_026843921.1|DPER	LOC117137950|XP_033155606.1|DMAU
OG0008462	LOC6589159|XP_026843901.1|DPER	LOC117150366|XP_033173120.1|DMAU
OG0008463	LOC113565468|XP_026843353.1|DPER	LOC117137988|XP_033155667.1|DMAU
OG0008464	LOC6590746|XP_002015677.1|DPER	LOC117137506|XP_033154877.1|DMAU
OG0008465	LOC113565211|XP_026842512.1|DPER	LOC117135622|XP_033151875.1|DMAU
