Orthogroup	DPER.longest_only	DYAK.longest_only
OG0008510	LOC6598218|XP_002023343.1|DPER	LOC6525309|XP_002101145.1|DYAK
OG0008512	LOC6588697|XP_026844052.1|DPER	LOC6526996|XP_002088092.1|DYAK
OG0008513	LOC6597886|XP_026846994.1|DPER, LOC6601709|XP_002026768.1|DPER	LOC6526530|XP_002087640.1|DYAK
OG0008514	LOC6589776|XP_002014719.1|DPER	LOC6529501|XP_002090503.1|DYAK, LOC6529500|XP_002090502.1|DYAK
OG0008515	LOC6597423|XP_002022465.2|DPER, LOC6596500|XP_002021574.2|DPER	LOC6526619|XP_002087727.1|DYAK
OG0008516	LOC6602160|XP_002027236.1|DPER, LOC6596292|XP_002021452.1|DPER	LOC6533398|XP_002094116.1|DYAK
OG0008517	LOC6602717|XP_026849461.1|DPER	LOC6532595|XP_002093339.1|DYAK
OG0008518	LOC6601819|XP_002026843.2|DPER, LOC6592272|XP_026842066.1|DPER	LOC6539378|XP_002086271.2|DYAK
OG0008519	LOC113565055|XP_026841039.1|DPER	LOC6530097|XP_002091043.1|DYAK
OG0008520	LOC6594226|XP_002019893.1|DPER	LOC6535687|XP_039232681.1|DYAK
OG0008522	LOC113565629|XP_026843953.1|DPER	LOC26534879|XP_015052847.1|DYAK
OG0008523	LOC6598128|XP_002023284.1|DPER, LOC113566425|XP_026847699.1|DPER, LOC113566422|XP_026847696.1|DPER, LOC113566423|XP_026847697.1|DPER, LOC113566431|XP_026847715.1|DPER, LOC113566430|XP_026847714.1|DPER, LOC113566432|XP_026847717.1|DPER, LOC113566424|XP_026847698.1|DPER	LOC6528945|XP_002089977.3|DYAK
OG0008524	LOC6600423|XP_002025528.2|DPER	LOC6525372|XP_002101208.1|DYAK, LOC6525368|XP_002101204.1|DYAK
OG0008525	LOC6596586|XP_002021673.1|DPER	LOC6527191|XP_002088285.3|DYAK, LOC6527192|XP_002088286.1|DYAK
OG0008527	LOC6601786|XP_026849833.1|DPER	LOC6525760|XP_002101581.1|DYAK
OG0008528	LOC6601098|XP_002026063.1|DPER	LOC6532203|XP_002092977.1|DYAK
OG0008529	LOC6596750|XP_002021933.2|DPER	LOC6523926|XP_002099799.1|DYAK
OG0008530	LOC6602661|XP_002027701.1|DPER	LOC6524634|XP_002100491.1|DYAK
OG0008531	LOC6597572|XP_002022789.1|DPER	LOC6525724|XP_002101546.1|DYAK
OG0008532	LOC6600042|XP_026849237.1|DPER	LOC6525573|XP_002101408.2|DYAK
OG0008534	LOC6601707|XP_026846967.1|DPER	LOC120320554|XP_039226398.1|DYAK
OG0008535	LOC6599909|XP_026849161.1|DPER	LOC6525466|XP_039228564.1|DYAK
OG0008536	LOC113566672|XP_026849149.1|DPER	LOC6524082|XP_002099946.1|DYAK
OG0008537	LOC6587631|XP_002013907.2|DPER	LOC26534728|XP_039231023.1|DYAK
OG0008538	LOC6597265|XP_026846375.1|DPER	LOC6525281|XP_002101117.1|DYAK
OG0008540	LOC6595204|XP_002020239.2|DPER	LOC6536364|XP_002096946.1|DYAK
OG0008541	LOC6592769|XP_002017821.2|DPER	LOC6528532|XP_039226505.1|DYAK
OG0008542	LOC6596213|XP_002021281.2|DPER	LOC6532774|XP_002093516.1|DYAK
OG0008544	LOC113565177|XP_026842266.1|DPER	LOC26534519|XP_039227381.1|DYAK
OG0008545	LOC6590021|XP_002016575.1|DPER	LOC6531969|XP_002092755.1|DYAK
OG0008546	LOC6601247|XP_026849966.1|DPER	LOC6532501|XP_002093247.1|DYAK
OG0008547	LOC6596892|XP_002021839.2|DPER	LOC6524043|XP_002099912.1|DYAK
OG0008549	LOC6595267|XP_002020206.1|DPER	LOC6538660|XP_002099180.1|DYAK
OG0008550	LOC6597275|XP_026846552.1|DPER	LOC6524193|XP_002100056.3|DYAK
OG0008551	LOC6595889|XP_002021402.2|DPER	LOC6532456|XP_002093203.2|DYAK
OG0008552	LOC6602467|XP_026848741.1|DPER	LOC6532673|XP_002093417.1|DYAK
OG0008554	LOC6596733|XP_026845876.1|DPER	LOC6523915|XP_015045370.1|DYAK
OG0008555	LOC6596768|XP_026845897.1|DPER	LOC6523942|XP_002099814.1|DYAK
OG0008556	LOC6592442|XP_002017787.2|DPER	LOC6528638|XP_039227373.1|DYAK
OG0008557	LOC6595013|XP_002020470.1|DPER	LOC26535430|XP_015048589.1|DYAK
OG0008558	LOC6588824|XP_002014421.1|DPER	LOC6527968|XP_039226982.1|DYAK
OG0008560	LOC6593468|XP_026843851.1|DPER	LOC6527840|XP_015054635.1|DYAK
OG0008561	LOC6589365|XP_026844512.1|DPER	LOC6530326|XP_002091253.1|DYAK
OG0008562	LOC6593650|XP_002019237.2|DPER	LOC6527092|XP_002088185.3|DYAK
OG0008563	LOC6595149|XP_002020139.1|DPER	LOC6537849|XP_002098390.1|DYAK
OG0008564	LOC6589877|XP_026844716.1|DPER	LOC6528023|XP_002089090.1|DYAK
OG0008565	LOC6602425|XP_002027455.2|DPER, LOC6602420|XP_002027456.1|DPER	LOC6534372|XP_002095050.1|DYAK
OG0008566	LOC6598008|XP_002023233.1|DPER	LOC6528180|XP_002089243.1|DYAK
OG0008567	LOC113565641|XP_026844011.1|DPER	LOC26535908|XP_015052934.2|DYAK
OG0008569	LOC6598376|XP_026846131.1|DPER	LOC6524443|XP_002100301.1|DYAK
OG0008570	LOC6600125|XP_026846682.1|DPER	LOC6525480|XP_039226653.1|DYAK
OG0008571	LOC6602469|XP_026848843.1|DPER	LOC6532670|XP_002093414.2|DYAK
OG0008572	LOC6591796|XP_002017257.2|DPER	LOC6535350|XP_002096002.1|DYAK
OG0008573	LOC6600163|XP_026846710.1|DPER	LOC6524413|XP_002100271.1|DYAK
OG0008575	LOC6587714|XP_026840318.1|DPER	LOC6537796|XP_015048523.1|DYAK
OG0008576	LOC6600712|XP_026848691.1|DPER	LOC6539098|XP_015045309.1|DYAK
OG0008577	LOC6596175|XP_026845549.1|DPER	LOC6533879|XP_002094579.1|DYAK
OG0008578	LOC6591336|XP_002016934.2|DPER	LOC6535535|XP_015047207.1|DYAK
OG0008579	LOC6602720|XP_002027745.1|DPER	LOC6532592|XP_002093336.1|DYAK
OG0008581	LOC6602350|XP_002027429.1|DPER	LOC6534926|XP_002095597.3|DYAK
OG0008582	LOC113566027|XP_026845590.1|DPER	LOC6524036|XP_002099906.1|DYAK
OG0008583	LOC6603580|XP_026846679.1|DPER	LOC6523777|XP_039228390.1|DYAK
OG0008584	LOC6600452|XP_026848395.1|DPER	LOC6524464|XP_002100321.1|DYAK
OG0008585	LOC6599900|XP_026849183.1|DPER	LOC6525472|XP_002101307.1|DYAK
OG0008586	LOC6599899|XP_002025012.1|DPER	LOC6525473|XP_002101308.1|DYAK
OG0008587	LOC6594448|XP_026850346.1|DPER	LOC6535707|XP_015047290.1|DYAK
OG0008588	LOC6594055|XP_002019878.1|DPER	LOC6535664|XP_002096292.2|DYAK
OG0008589	LOC6603230|XP_002028206.2|DPER	LOC6524526|XP_039233583.1|DYAK
OG0008590	LOC113564903|XP_026840012.1|DPER	LOC6538417|XP_002098941.2|DYAK
OG0008592	LOC6593126|XP_002018100.1|DPER	LOC6530575|XP_039229144.1|DYAK
OG0008593	LOC6600248|XP_002025413.2|DPER	LOC6533567|XP_002094277.1|DYAK
OG0008594	LOC6595074|XP_002020338.1|DPER	LOC6535805|XP_002096428.1|DYAK
OG0008595	LOC6601353|XP_026841457.1|DPER	LOC6531500|XP_002092299.1|DYAK
OG0008596	LOC6603677|XP_002028650.1|DPER	LOC6531506|XP_002092305.2|DYAK
OG0008597	LOC6592121|XP_002016847.1|DPER	LOC6538734|XP_002099249.1|DYAK
OG0008598	LOC6599930|XP_026849225.1|DPER	LOC6526005|XP_039229705.1|DYAK
OG0008599	LOC6600222|XP_002025220.1|DPER	LOC6524057|XP_002099926.3|DYAK
OG0008600	LOC6591416|XP_002016942.1|DPER	LOC6535892|XP_002096508.1|DYAK
OG0008601	LOC6595465|XP_002020898.1|DPER	LOC6526981|XP_002088077.1|DYAK
OG0008602	LOC6595195|XP_002020230.1|DPER	LOC6538682|XP_002099201.1|DYAK
OG0008603	LOC6588529|XP_026844399.1|DPER	LOC6536928|XP_015048017.1|DYAK
OG0008604	LOC6590748|XP_002015679.1|DPER	LOC6532145|XP_002092921.1|DYAK
OG0008605	LOC6597958|XP_026843700.1|DPER	LOC6529706|XP_002090699.1|DYAK
OG0008606	LOC6595348|XP_002020821.1|DPER	LOC6526847|XP_002087947.1|DYAK
OG0008607	LOC6588316|XP_002014145.1|DPER	LOC6537527|XP_002098073.1|DYAK
OG0008608	LOC6597549|XP_002022798.1|DPER	LOC6524219|XP_002100082.3|DYAK
OG0008609	LOC6594147|XP_002019773.1|DPER	LOC6536617|XP_002097189.1|DYAK
OG0008610	LOC6593120|XP_002017619.1|DPER	LOC6531387|XP_002092190.1|DYAK
OG0008612	LOC6592950|XP_002017693.2|DPER	LOC120320824|XP_039227563.1|DYAK
OG0008614	LOC6594821|XP_002020016.1|DPER, LOC6597446|XP_026846442.1|DPER	LOC6525208|XP_002101046.1|DYAK
OG0008615	LOC6594515|XP_002019498.1|DPER	LOC6536069|XP_002096679.2|DYAK
OG0008616	LOC6595027|XP_026839972.1|DPER	LOC6538985|XP_039231213.1|DYAK
OG0008617	LOC6595107|XP_002020181.2|DPER	LOC6537891|XP_002098432.2|DYAK
OG0008619	LOC113565757|XP_026844627.1|DPER	LOC6527297|XP_002088391.1|DYAK
OG0008620	LOC6592761|XP_002017813.1|DPER	LOC6528542|XP_002089588.1|DYAK
OG0008621	LOC6588130|XP_002013755.1|DPER, LOC6588032|XP_002013753.1|DPER	LOC6536439|XP_002097020.2|DYAK
OG0008622	LOC6590355|XP_026841958.1|DPER	LOC6531717|XP_002092507.1|DYAK
OG0008623	LOC6592652|XP_002017988.1|DPER	LOC26535110|XP_015052869.1|DYAK
OG0008624	LOC6592301|XP_026842848.1|DPER	LOC6530346|XP_039227882.1|DYAK
OG0008625	LOC6592922|XP_026842825.1|DPER	LOC6528830|XP_002089862.1|DYAK
OG0008626	LOC6602702|XP_026841535.1|DPER	LOC6539120|XP_039226538.1|DYAK
OG0008627	LOC6593606|XP_002018661.1|DPER, LOC6600585|XP_026847589.1|DPER	LOC6532642|XP_039230511.1|DYAK
OG0008629	LOC6593621|XP_002018990.2|DPER, LOC6593733|XP_026843124.1|DPER	LOC26535445|XP_015052902.1|DYAK
OG0008630	LOC6602029|XP_002027076.2|DPER	LOC6523745|XP_002099620.1|DYAK
OG0008631	LOC113566506|XP_026848232.1|DPER, LOC6587881|XP_026851236.1|DPER	LOC6537664|XP_002098209.2|DYAK
OG0008632	LOC6587943|XP_026839999.1|DPER	LOC6539066|XP_002099568.2|DYAK
OG0008633	LOC6590817|XP_026841172.1|DPER	LOC6530465|XP_039227897.1|DYAK
OG0008634	LOC6597929|XP_002023100.2|DPER	LOC26535980|XP_015045243.1|DYAK
OG0008635	LOC6592765|XP_002017817.1|DPER	LOC6528537|XP_002089583.1|DYAK
OG0008636	LOC6591396|XP_002017366.2|DPER	LOC6536775|XP_002097346.1|DYAK
OG0008637	LOC6601824|XP_002026890.1|DPER	LOC26535099|XP_015045156.1|DYAK
OG0008638	LOC6587559|XP_002013089.2|DPER	LOC6535581|XP_002096210.1|DYAK
OG0008639	LOC6587741|XP_002014071.1|DPER	LOC6538288|XP_002098815.3|DYAK
OG0008640	LOC113564886|XP_026839902.1|DPER, LOC6588102|XP_026842922.1|DPER	LOC6535624|XP_002096252.2|DYAK
OG0008641	LOC6598254|XP_026846329.1|DPER, LOC6598253|XP_026846332.1|DPER	LOC6538838|XP_002099351.2|DYAK
OG0008642	LOC6598759|XP_002023793.1|DPER	LOC6536659|XP_002097231.1|DYAK
OG0008643	LOC6588204|XP_002013355.1|DPER	LOC6539065|XP_002099567.1|DYAK
OG0008644	LOC6595311|XP_002020438.1|DPER	LOC6538924|XP_002099428.1|DYAK
OG0008645	LOC6589489|XP_002015328.1|DPER	LOC6529549|XP_002090547.1|DYAK
OG0008646	LOC6589350|XP_002014801.1|DPER	LOC6529466|XP_002090468.1|DYAK
OG0008647	LOC6589085|XP_002014967.1|DPER	LOC6526759|XP_002087862.1|DYAK
OG0008648	LOC6589490|XP_002015329.1|DPER	LOC6529548|XP_002090546.1|DYAK
OG0008649	LOC6603250|XP_002028227.1|DPER	LOC6531803|XP_002092590.1|DYAK
OG0008650	LOC6594256|XP_002019979.1|DPER	LOC6537140|XP_002097701.1|DYAK
OG0008651	LOC6590214|XP_002016070.1|DPER	LOC6530385|XP_002091311.1|DYAK
OG0008652	LOC6592883|XP_002018550.1|DPER	LOC6531099|XP_002091933.1|DYAK
OG0008653	LOC6590065|XP_002016397.1|DPER	LOC6531447|XP_002092250.1|DYAK
OG0008654	LOC6591297|XP_002015626.1|DPER	LOC6531918|XP_002092704.1|DYAK
OG0008655	LOC6589983|XP_002015735.1|DPER	LOC6528596|XP_002089639.1|DYAK
OG0008656	LOC6597736|XP_026847046.1|DPER	LOC6524142|XP_002100005.1|DYAK
OG0008657	LOC6602880|XP_026845116.1|DPER	LOC6524764|XP_002100608.1|DYAK
OG0008658	LOC6599939|XP_026849241.1|DPER	LOC6524071|XP_002099935.1|DYAK
OG0008659	LOC6600594|XP_002025649.2|DPER	LOC6533768|XP_002094472.2|DYAK
OG0008660	LOC113566835|XP_026849806.1|DPER, LOC6603992|XP_026850107.1|DPER, LOC113567142|XP_026850114.1|DPER	LOC6534290|XP_039230812.1|DYAK
OG0008661	LOC6600494|XP_026847559.1|DPER	LOC6532269|XP_002093041.1|DYAK
OG0008662	LOC6596160|XP_002021137.1|DPER	LOC6535208|XP_002095867.1|DYAK
OG0008663	LOC6602397|XP_026848479.1|DPER	LOC6534907|XP_002095578.2|DYAK
OG0008664	LOC6600997|XP_002026152.1|DPER	LOC6532355|XP_002093115.1|DYAK
OG0008665	LOC6598090|XP_026843724.1|DPER, LOC6598120|XP_002023275.2|DPER	LOC6528218|XP_002089280.1|DYAK
OG0008666	LOC6595757|XP_002021338.1|DPER	LOC6539355|XP_002086248.2|DYAK
OG0008667	LOC6596017|XP_026845416.1|DPER	LOC6533825|XP_002094525.2|DYAK
OG0008668	LOC6592078|XP_026851196.1|DPER, LOC6591659|XP_002016854.1|DPER, LOC6598705|XP_002023884.1|DPER	LOC6532372|XP_002093124.1|DYAK
OG0008669	LOC6602447|XP_002027482.2|DPER	LOC6528970|XP_002090002.1|DYAK
OG0008670	LOC6588663|XP_026842903.1|DPER	LOC6537337|XP_015048287.1|DYAK
OG0008671	LOC6589857|XP_002015162.1|DPER, LOC113565562|XP_026843680.1|DPER	LOC26534896|XP_015054561.1|DYAK
OG0008672	LOC6589775|XP_002014718.1|DPER	LOC6529497|XP_002090499.1|DYAK
OG0008673	LOC6589573|XP_002014844.1|DPER, LOC113565625|XP_026843937.1|DPER	LOC6527683|XP_002088769.2|DYAK
OG0008675	LOC6596993|XP_002022240.1|DPER	LOC6534162|XP_002094846.1|DYAK, LOC6534163|XP_002094847.1|DYAK
OG0008677	LOC6587731|XP_002012748.1|DPER	LOC6537804|XP_002098345.1|DYAK
OG0008679	LOC113566266|XP_026846969.1|DPER	LOC6525953|XP_002101773.1|DYAK
OG0008680	LOC6599320|XP_002024563.2|DPER	LOC6524311|XP_015045607.1|DYAK
OG0008681	LOC6601765|XP_026846924.1|DPER	LOC6524611|XP_002100468.1|DYAK
OG0008682	LOC6601715|XP_026847003.1|DPER	LOC6525844|XP_002101664.1|DYAK
OG0008683	LOC6598371|XP_002023396.1|DPER	LOC6523958|XP_002099830.2|DYAK
OG0008684	LOC6599302|XP_002024235.2|DPER	LOC6524712|XP_002100556.1|DYAK
OG0008685	LOC6592729|XP_002018096.1|DPER	LOC6530571|XP_002091484.3|DYAK
OG0008686	LOC6595085|XP_002020147.2|DPER	LOC6537840|XP_002098381.2|DYAK
OG0008687	LOC6590999|XP_002016563.1|DPER	LOC6531957|XP_002092743.2|DYAK
OG0008688	LOC6600146|XP_002025263.1|DPER	LOC6524428|XP_039233545.1|DYAK
OG0008689	LOC6594318|XP_002019361.1|DPER	LOC6536403|XP_002096985.1|DYAK
OG0008691	LOC6604228|XP_026847763.1|DPER	LOC6533146|XP_002093872.1|DYAK
OG0008692	LOC6598365|XP_002023440.2|DPER	LOC6525345|XP_002101181.1|DYAK
OG0008694	LOC6601729|XP_002026787.1|DPER	LOC6525826|XP_002101646.1|DYAK
OG0008695	LOC6603168|XP_002028164.1|DPER	LOC120320436|XP_015054155.1|DYAK
OG0008696	LOC6591853|XP_026850973.1|DPER	LOC6538493|XP_002099015.1|DYAK
OG0008698	LOC6598454|XP_002023545.1|DPER	LOC6525045|XP_002100884.1|DYAK
OG0008699	LOC6603786|XP_026848085.1|DPER	LOC26534786|XP_015050738.1|DYAK
OG0008700	LOC6594411|XP_002019675.1|DPER	LOC6535758|XP_002096381.3|DYAK
OG0008701	LOC6601635|XP_002026638.1|DPER	LOC6531586|XP_002092384.1|DYAK
OG0008702	LOC6592160|XP_002017346.1|DPER	LOC6536753|XP_002097325.1|DYAK
OG0008703	LOC6601917|XP_002026966.1|DPER	LOC6534429|XP_002095106.1|DYAK
OG0008704	LOC6588901|XP_002014986.2|DPER	LOC6526741|XP_002087844.1|DYAK
OG0008705	LOC6593688|XP_026843761.1|DPER	LOC6526988|XP_002088084.1|DYAK
OG0008706	LOC6588535|XP_002013192.2|DPER	LOC6539038|XP_002099540.1|DYAK
OG0008707	LOC6598117|XP_026843260.1|DPER	LOC6524918|XP_039226134.1|DYAK
OG0008708	LOC6599109|XP_002024410.1|DPER	LOC6525135|XP_039232754.1|DYAK
OG0008709	LOC6587939|XP_002014083.1|DPER	LOC6538277|XP_002098804.1|DYAK
OG0008710	LOC6587483|XP_026843401.1|DPER	LOC6536932|XP_002097501.1|DYAK
OG0008711	LOC6594357|XP_026850241.1|DPER	LOC6535885|XP_039231054.1|DYAK
OG0008712	LOC6601352|XP_002026411.2|DPER	LOC6531499|XP_002092298.1|DYAK
OG0008714	LOC6589160|XP_002014891.1|DPER	LOC6526523|XP_039227731.1|DYAK
OG0008715	LOC6588459|XP_002013202.1|DPER	LOC6536251|XP_002096837.1|DYAK
OG0008716	LOC6591996|XP_026844458.1|DPER	LOC6538703|XP_002099218.1|DYAK
OG0008717	LOC6599843|XP_026847278.1|DPER	LOC6533372|XP_002094097.1|DYAK
OG0008718	LOC6593043|XP_002017598.1|DPER	LOC6531192|XP_002092020.3|DYAK
OG0008719	LOC6588604|XP_026840356.1|DPER	LOC6539033|XP_002099535.1|DYAK
OG0008721	LOC113565934|XP_026845094.1|DPER	LOC6524604|XP_002100461.3|DYAK
OG0008722	LOC6594281|XP_026851201.1|DPER	LOC6536278|XP_002096864.1|DYAK
OG0008723	LOC6599606|XP_002024696.1|DPER	LOC6533404|XP_015049989.1|DYAK
OG0008724	LOC6589274|XP_002014452.1|DPER	LOC6527929|XP_002088997.2|DYAK
OG0008725	LOC6593266|XP_002017917.1|DPER	LOC6530755|XP_002091645.1|DYAK
OG0008726	LOC6591098|XP_002016253.2|DPER	LOC6530021|XP_039228086.1|DYAK
OG0008727	LOC6587218|XP_026844438.1|DPER	LOC6536888|XP_002097457.2|DYAK
OG0008728	LOC6598632|XP_002023844.1|DPER	LOC6536713|XP_002097285.2|DYAK
OG0008729	LOC6601759|XP_002026834.1|DPER	LOC6525772|XP_039231551.1|DYAK
OG0008730	LOC6602614|XP_002027641.1|DPER	LOC6525703|XP_002101525.1|DYAK
OG0008731	LOC6588522|XP_026851234.1|DPER	LOC6537308|XP_002097866.2|DYAK
OG0008732	LOC6602244|XP_026843180.1|DPER	LOC6527446|XP_002088538.1|DYAK
OG0008733	LOC113566111|XP_026846004.1|DPER	LOC26534685|XP_015044758.2|DYAK
OG0008734	LOC6591319|XP_002017548.2|DPER	LOC6535282|XP_002095938.1|DYAK
OG0008735	LOC6593239|XP_002018360.1|DPER	LOC6530793|XP_002091676.1|DYAK
OG0008736	LOC6592825|XP_002017754.1|DPER	LOC6529283|XP_002090288.1|DYAK
OG0008737	LOC6594284|XP_002019610.2|DPER	LOC6536281|XP_002096867.3|DYAK
OG0008738	LOC6593653|XP_002019240.1|DPER	LOC6527095|XP_002088188.1|DYAK
OG0008739	LOC6601840|XP_002026871.1|DPER	LOC6534763|XP_002095438.1|DYAK
OG0008740	LOC6600947|XP_002026018.2|DPER	LOC6528817|XP_002089849.2|DYAK
OG0008741	LOC6592835|XP_026842726.1|DPER	LOC6528774|XP_002089808.1|DYAK
OG0008742	LOC6596219|XP_026845246.1|DPER	LOC6532765|XP_002093507.1|DYAK
OG0008743	LOC6593057|XP_002018469.1|DPER	LOC6529298|XP_002090303.1|DYAK
OG0008744	LOC6591021|XP_002016373.1|DPER	LOC6528462|XP_002089508.1|DYAK
OG0008745	LOC6600661|XP_002025739.2|DPER	LOC6525896|XP_039228904.1|DYAK
OG0008746	LOC6594447|XP_026850348.1|DPER	LOC6535706|XP_015047285.1|DYAK
OG0008747	LOC6601151|XP_026848151.1|DPER	LOC6539791|XP_039230285.1|DYAK
OG0008748	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER	LOC6526398|XP_002087517.1|DYAK
OG0008749	LOC6589732|XP_002015136.1|DPER	LOC6527254|XP_002088348.1|DYAK
OG0008750	LOC6589022|XP_026844141.1|DPER	LOC6527942|XP_002089009.1|DYAK
OG0008751	LOC6594121|XP_002019543.2|DPER, LOC6594122|XP_002019544.1|DPER	LOC6536020|XP_002096635.1|DYAK
OG0008752	LOC6594280|XP_026851246.1|DPER	LOC6536273|XP_002096859.2|DYAK
OG0008753	LOC6599002|XP_002024070.1|DPER, LOC6599006|XP_002024074.1|DPER	LOC6533667|XP_002094373.1|DYAK
OG0008755	LOC6587499|XP_002013064.2|DPER	LOC6538263|XP_002098790.2|DYAK
OG0008756	LOC6588341|XP_002013964.1|DPER	LOC6535600|XP_002096228.2|DYAK
OG0008757	LOC6588296|XP_002013792.2|DPER	LOC6537710|XP_039231703.1|DYAK
OG0008758	LOC6595603|XP_026843987.1|DPER	LOC6526365|XP_002087486.1|DYAK
OG0008759	LOC6589845|XP_026844251.1|DPER	LOC6527264|XP_015053652.2|DYAK
OG0008760	LOC6596630|XP_002021638.2|DPER	LOC6527156|XP_002088250.1|DYAK
OG0008761	LOC6591100|XP_002016254.1|DPER, LOC6593513|XP_002019204.1|DPER	LOC6527817|XP_002088890.1|DYAK
OG0008762	LOC6589984|XP_002015736.1|DPER	LOC6528597|XP_002089640.1|DYAK
OG0008763	LOC6593570|XP_026844601.1|DPER	LOC6527102|XP_015053197.1|DYAK
OG0008764	LOC113565453|XP_026843276.1|DPER, LOC6598003|XP_002023228.2|DPER, LOC113565405|XP_026843093.1|DPER	LOC6527572|XP_002088662.1|DYAK
OG0008765	LOC6603453|XP_002028445.1|DPER	LOC6530084|XP_002091030.1|DYAK
OG0008766	LOC6589359|XP_026844665.1|DPER	LOC6526471|XP_002087589.2|DYAK
OG0008767	LOC6592884|XP_002018551.1|DPER	LOC6531098|XP_002091932.1|DYAK
OG0008768	LOC6601299|XP_026841604.1|DPER	LOC6532062|XP_002092839.1|DYAK
OG0008769	LOC6601621|XP_002026657.1|DPER	LOC6530622|XP_002091535.1|DYAK
OG0008770	LOC6589971|XP_002015607.2|DPER, LOC6594914|XP_002020122.1|DPER	LOC6528417|XP_015054374.1|DYAK
OG0008771	LOC6591041|XP_002016633.2|DPER, LOC6591039|XP_002016631.1|DPER	LOC6530291|XP_039228665.1|DYAK
OG0008772	LOC6593056|XP_002018468.1|DPER	LOC6529299|XP_002090304.1|DYAK
OG0008773	LOC6590321|XP_026842280.1|DPER	LOC26536020|XP_015051178.1|DYAK
OG0008774	LOC6593112|XP_002018341.2|DPER	LOC6530812|XP_002091695.1|DYAK
OG0008775	LOC6590154|XP_002016321.1|DPER	LOC6531694|XP_002092485.1|DYAK
OG0008776	LOC6590755|XP_002016147.1|DPER	LOC6530448|XP_002091364.1|DYAK
OG0008777	LOC6590777|XP_026841686.1|DPER	LOC6531282|XP_015051228.1|DYAK
OG0008778	LOC6601294|XP_026841587.1|DPER	LOC6528293|XP_002089346.1|DYAK
OG0008779	LOC6598575|XP_002023638.1|DPER	LOC6524372|XP_002100230.1|DYAK
OG0008780	LOC6591978|XP_002017022.1|DPER	LOC6539826|XP_002086710.1|DYAK
OG0008781	LOC6600030|XP_026849229.1|DPER	LOC6524024|XP_002099896.1|DYAK
OG0008782	LOC6602713|XP_026849452.1|DPER	LOC6532598|XP_015049449.1|DYAK
OG0008783	LOC6590445|XP_002015872.1|DPER	LOC6531788|XP_002092575.1|DYAK
OG0008784	LOC6601792|XP_002026851.1|DPER	LOC26535150|XP_039230613.1|DYAK
OG0008785	LOC113567105|XP_026850083.1|DPER, LOC113567103|XP_026850081.1|DPER, LOC113567104|XP_026850082.1|DPER, LOC6604536|XP_002029425.2|DPER	LOC6533608|XP_002094316.3|DYAK
OG0008786	LOC6596547|XP_002021684.2|DPER, LOC6596548|XP_026843624.1|DPER	LOC6528125|XP_015054459.1|DYAK
OG0008787	LOC113566445|XP_026847822.1|DPER	LOC6533538|XP_002094248.1|DYAK
OG0008788	LOC6602931|XP_026848847.1|DPER	LOC6533126|XP_002093852.2|DYAK
OG0008789	LOC6599546|XP_026849422.1|DPER	LOC6532370|XP_002093122.1|DYAK
OG0008790	LOC6590324|XP_026840587.1|DPER	LOC6528617|XP_002089660.2|DYAK
OG0008791	LOC6590287|XP_002016344.1|DPER	LOC6531158|XP_002091987.1|DYAK
OG0008792	LOC6601612|XP_002026648.1|DPER	LOC6530516|XP_002091431.1|DYAK
OG0008793	LOC6603173|XP_002028166.1|DPER	LOC6529057|XP_002090085.1|DYAK
OG0008794	LOC6588882|XP_002015335.1|DPER	LOC6529542|XP_002090540.1|DYAK
OG0008795	LOC6591623|XP_026846414.1|DPER	LOC6537242|XP_002097800.1|DYAK
OG0008796	LOC6591327|XP_002016925.1|DPER, LOC6592067|XP_002016923.1|DPER	LOC6538449|XP_002098973.1|DYAK
OG0008797	LOC6588228|XP_002012915.2|DPER	LOC6537272|XP_002097830.1|DYAK
OG0008798	LOC6595321|XP_026851038.1|DPER, LOC6595315|XP_026850457.1|DPER	LOC6538920|XP_015049116.1|DYAK, LOC6538919|XP_002099423.2|DYAK
OG0008799	LOC6590842|XP_002015774.1|DPER	LOC6528478|XP_002089524.1|DYAK
OG0008805	LOC6597432|XP_026846565.1|DPER	LOC6525690|XP_002101512.1|DYAK
OG0008806	LOC6602850|XP_002027871.1|DPER	LOC6524888|XP_002100728.1|DYAK
OG0008807	LOC6598137|XP_026846290.1|DPER	LOC6524972|XP_015046009.1|DYAK
OG0008808	LOC6600775|XP_026845174.1|DPER	LOC6524590|XP_039226439.1|DYAK
OG0008809	LOC6595277|XP_026840851.1|DPER	LOC6538669|XP_002099189.1|DYAK
OG0008811	LOC6594819|XP_026843871.1|DPER	LOC26536173|XP_015048197.1|DYAK
OG0008813	LOC6587898|XP_002013732.2|DPER	LOC6536419|XP_015047741.1|DYAK
OG0008814	LOC6591049|XP_002016560.1|DPER	LOC6531954|XP_002092740.1|DYAK
OG0008816	LOC6600535|XP_002025722.1|DPER	LOC6534383|XP_002095061.1|DYAK
OG0008819	LOC6593242|XP_002018363.1|DPER	LOC6530789|XP_039228339.1|DYAK
OG0008820	LOC6589550|XP_026843910.1|DPER	LOC6527867|XP_002088939.1|DYAK
OG0008821	LOC6603793|XP_026846625.1|DPER	LOC6526177|XP_039233651.1|DYAK
OG0008822	LOC6588973|XP_002014336.1|DPER	LOC6528028|XP_002089095.1|DYAK
OG0008824	LOC6590166|XP_026842030.1|DPER	LOC6533981|XP_002094676.2|DYAK
