Orthogroup	DPER.longest_only	DVIR.longest_only
OG0008367	LOC6596836|XP_002022017.1|DPER	LOC6635501|XP_002059041.3|DVIR
OG0008368	LOC6589000|XP_002014322.2|DPER	LOC6627823|XP_002051136.1|DVIR
OG0008369	LOC6598173|XP_002023347.1|DPER	LOC116652050|XP_032295703.1|DVIR
OG0008370	LOC6592080|XP_002016765.2|DPER	LOC26530678|XP_015024793.1|DVIR
OG0008371	LOC6594028|XP_026850229.1|DPER	LOC6630661|XP_015027433.1|DVIR
OG0008372	LOC113565684|XP_026844264.1|DPER	LOC6622185|XP_002048302.1|DVIR
OG0008373	LOC6588970|XP_026844682.1|DPER	LOC6627423|XP_032293880.1|DVIR
OG0008374	LOC6597933|XP_002023103.1|DPER	LOC6627305|XP_002051286.1|DVIR
OG0008375	LOC6593400|XP_002018611.1|DPER	LOC6635633|XP_002059238.1|DVIR
OG0008376	LOC113565479|XP_026843414.1|DPER	LOC6628541|XP_002051853.1|DVIR
OG0008377	LOC113565678|XP_026844230.1|DPER	LOC26531560|XP_032294309.1|DVIR
OG0008378	LOC6589476|XP_026844229.1|DPER	LOC6627504|XP_032294307.1|DVIR
OG0008379	LOC6596603|XP_002021718.1|DPER	LOC6634056|XP_002057889.1|DVIR
OG0008380	LOC6589387|XP_002014348.2|DPER	LOC6628090|XP_015028081.1|DVIR
OG0008381	LOC6589532|XP_002015020.1|DPER	LOC6628825|XP_002052590.1|DVIR
OG0008383	LOC6596449|XP_002021619.1|DPER	LOC6628836|XP_002052744.1|DVIR
OG0008384	LOC113565651|XP_026844098.1|DPER	LOC6627520|XP_002051629.1|DVIR
OG0008385	LOC6588814|XP_026844032.1|DPER	LOC6628098|XP_002052422.1|DVIR
OG0008386	LOC6597429|XP_002022471.2|DPER	LOC6631984|XP_002055609.1|DVIR
OG0008387	LOC6595298|XP_026850582.1|DPER	LOC6633058|XP_032289701.1|DVIR
OG0008388	LOC6593842|XP_002018704.1|DPER	LOC6634311|XP_002057561.1|DVIR
OG0008389	LOC6596617|XP_002021613.1|DPER	LOC6628932|XP_032294388.1|DVIR
OG0008390	LOC6593462|XP_002018600.1|DPER	LOC6628403|XP_002052046.1|DVIR
OG0008391	LOC6589370|XP_002014896.1|DPER	LOC6628462|XP_002051834.2|DVIR
OG0008392	LOC6595996|XP_002021017.1|DPER	LOC6624220|XP_002048073.1|DVIR
OG0008393	LOC6595976|XP_002021042.1|DPER	LOC6622781|XP_032290926.1|DVIR
OG0008394	LOC6595894|XP_002021435.1|DPER	LOC6624350|XP_002047464.1|DVIR
OG0008395	LOC6597715|XP_026846396.1|DPER	LOC6631654|XP_015026447.1|DVIR
OG0008396	LOC6598248|XP_026846216.1|DPER	LOC6633614|XP_032294955.1|DVIR
OG0008397	LOC113566700|XP_026849299.1|DPER	LOC6631498|XP_002055132.2|DVIR
OG0008398	LOC6597484|XP_026848910.1|DPER	LOC6633295|XP_002056878.3|DVIR
OG0008399	LOC6596671|XP_026845894.1|DPER	LOC6633617|XP_032296654.1|DVIR
OG0008400	LOC6601255|XP_002026217.1|DPER	LOC6624174|XP_002047423.1|DVIR
OG0008401	LOC6593761|XP_002018673.1|DPER	LOC6628637|XP_002051881.1|DVIR
OG0008402	LOC6598728|XP_002023875.1|DPER	LOC6629845|XP_002054466.1|DVIR
OG0008403	LOC6599169|XP_002024360.1|DPER	LOC6635578|XP_002058992.2|DVIR
OG0008404	LOC6592043|XP_026851209.1|DPER	LOC6630764|XP_002054623.2|DVIR
OG0008405	LOC6603237|XP_002028213.2|DPER	LOC6633291|XP_002056874.1|DVIR
OG0008406	LOC6597377|XP_002022580.1|DPER	LOC6634798|XP_032296452.1|DVIR
OG0008407	LOC6594720|XP_002019405.1|DPER	LOC6632927|XP_002056562.3|DVIR
OG0008408	LOC6600230|XP_026846695.1|DPER	LOC6633550|XP_032296214.1|DVIR
OG0008409	LOC6603345|XP_026848048.1|DPER	LOC6624217|XP_032291079.1|DVIR
OG0008410	LOC6591735|XP_026844090.1|DPER	LOC6629577|XP_002054869.1|DVIR
OG0008411	LOC6594494|XP_002019965.2|DPER	LOC6633227|XP_002056285.2|DVIR
OG0008412	LOC6602580|XP_026845879.1|DPER	LOC6633284|XP_032296590.1|DVIR
OG0008413	LOC6599083|XP_026849012.1|DPER	LOC6623012|XP_015030426.1|DVIR
OG0008414	LOC6596736|XP_002021951.1|DPER	LOC6634663|XP_002058116.1|DVIR
OG0008415	LOC6598496|XP_002023584.1|DPER	LOC6636158|XP_002059665.1|DVIR
OG0008416	LOC6603104|XP_026847148.1|DPER	LOC6631970|XP_002054974.1|DVIR
OG0008417	LOC6600144|XP_026846673.1|DPER	LOC6634668|XP_002057984.1|DVIR
OG0008418	LOC6597435|XP_002022477.1|DPER	LOC6631759|XP_032295601.1|DVIR
OG0008419	LOC6602877|XP_002027912.1|DPER	LOC6634779|XP_032296441.1|DVIR
OG0008420	LOC6603917|XP_026847222.1|DPER	LOC6633653|XP_002056847.1|DVIR
OG0008421	LOC6599404|XP_002024454.2|DPER	LOC6631392|XP_015026402.1|DVIR
OG0008422	LOC6599892|XP_026849185.1|DPER	LOC6634803|XP_002057916.1|DVIR
OG0008423	LOC6590255|XP_002015885.1|DPER	LOC6624937|XP_002049036.1|DVIR
OG0008424	LOC6602868|XP_026849660.1|DPER	LOC6633453|XP_002057336.1|DVIR
OG0008425	LOC6591940|XP_026848901.1|DPER	LOC6629506|XP_032289405.1|DVIR
OG0008426	LOC6593247|XP_002018368.1|DPER	LOC6625959|XP_002049590.1|DVIR
OG0008427	LOC6598534|XP_026846262.1|DPER	LOC6633242|XP_032296070.1|DVIR
OG0008428	LOC6597908|XP_026847005.1|DPER	LOC6628015|XP_002051319.1|DVIR
OG0008429	LOC6591793|XP_002017393.1|DPER	LOC6629348|XP_002053264.1|DVIR
OG0008430	LOC6598536|XP_002023732.1|DPER	LOC6636162|XP_002059491.1|DVIR
OG0008431	LOC6602041|XP_002027082.2|DPER	LOC6626403|XP_002050011.1|DVIR
OG0008432	LOC6595182|XP_026850561.1|DPER	LOC6633213|XP_032289767.1|DVIR
OG0008433	LOC6601523|XP_026848003.1|DPER	LOC6622589|XP_015030555.1|DVIR
OG0008434	LOC6595307|XP_002020434.1|DPER	LOC6629488|XP_002054083.1|DVIR
OG0008435	LOC6589015|XP_002014331.1|DPER	LOC6628086|XP_002051146.1|DVIR
OG0008436	LOC113564879|XP_026841163.1|DPER	LOC26531916|XP_015023626.1|DVIR
OG0008438	LOC6594562|XP_026844381.1|DPER	LOC6629267|XP_032294939.1|DVIR
OG0008439	LOC6589900|XP_002016384.2|DPER	LOC6625210|XP_015029806.1|DVIR
OG0008440	LOC6588235|XP_026840476.1|DPER	LOC6632400|XP_032289616.1|DVIR
OG0008441	LOC6596138|XP_026845271.1|DPER, LOC6596141|XP_002021154.1|DPER	LOC6622673|XP_002047668.2|DVIR
OG0008443	LOC6597062|XP_002022187.1|DPER	LOC6623712|XP_002048254.1|DVIR
OG0008444	LOC113566639|XP_026848957.1|DPER	LOC6623897|XP_002048638.1|DVIR
OG0008445	LOC6599903|XP_002025016.1|DPER	LOC6634436|XP_002057910.2|DVIR
OG0008446	LOC6600757|XP_026848657.1|DPER	LOC6632064|XP_002055619.3|DVIR
OG0008447	LOC6599269|XP_026848312.1|DPER	LOC6633500|XP_002056824.1|DVIR
OG0008448	LOC6596980|XP_026845438.1|DPER	LOC6633840|XP_032296648.1|DVIR
OG0008449	LOC6598539|XP_026846204.1|DPER	LOC6631878|XP_002054951.1|DVIR
OG0008450	LOC113566271|XP_026847004.1|DPER	LOC6636791|XP_032289296.1|DVIR
OG0008451	LOC6594093|XP_002019685.1|DPER	LOC6632518|XP_002056528.1|DVIR
OG0008452	LOC6589587|XP_026844328.1|DPER	LOC6628304|XP_002052858.2|DVIR
OG0008453	LOC6590473|XP_002016659.2|DPER	LOC6636330|XP_002059929.2|DVIR
OG0008454	LOC6600450|XP_026848416.1|DPER	LOC6633537|XP_002057365.2|DVIR
OG0008455	LOC6601894|XP_026849385.1|DPER	LOC6622204|XP_002046321.2|DVIR
OG0008456	LOC6594465|XP_026841259.1|DPER	LOC6632925|XP_002056560.1|DVIR
OG0008457	LOC6592148|XP_026842799.1|DPER	LOC6629801|XP_002053377.1|DVIR
OG0008458	LOC6601328|XP_026841399.1|DPER	LOC6627194|XP_002049439.1|DVIR
OG0008459	LOC6597315|XP_002022503.2|DPER	LOC6631358|XP_002055662.1|DVIR
OG0008460	LOC6604107|XP_002029044.1|DPER, LOC6593686|XP_002018764.1|DPER	LOC6627738|XP_002051122.2|DVIR
OG0008461	LOC6589571|XP_026843921.1|DPER	LOC6627372|XP_015028625.1|DVIR
OG0008462	LOC6589159|XP_026843901.1|DPER	LOC6628455|XP_002051827.1|DVIR
OG0008463	LOC113565468|XP_026843353.1|DPER	LOC26530741|XP_015028846.2|DVIR
OG0008464	LOC6590746|XP_002015677.1|DPER	LOC6626602|XP_002050636.1|DVIR
OG0008465	LOC113565211|XP_026842512.1|DPER	LOC26530585|XP_015024744.1|DVIR
OG0008466	LOC6592951|XP_026841439.1|DPER	LOC6625044|XP_002048815.2|DVIR
OG0008467	LOC6591155|XP_026840969.1|DPER	LOC6625204|XP_002050300.1|DVIR
OG0008468	LOC6589543|XP_026844769.1|DPER	LOC6627896|XP_002051810.1|DVIR
OG0008469	LOC6600897|XP_026840860.1|DPER	LOC26531430|XP_015024749.1|DVIR
OG0008472	LOC6591094|XP_026840906.1|DPER	LOC6625852|XP_032291678.1|DVIR
OG0008473	LOC6599356|XP_026847137.1|DPER	LOC6631486|XP_002055431.2|DVIR
OG0008474	LOC6592024|XP_026840304.1|DPER	LOC6629854|XP_002053177.3|DVIR
OG0008475	LOC6596261|XP_002021787.1|DPER	LOC6634358|XP_002057699.1|DVIR
OG0008476	LOC6594100|XP_002019692.1|DPER	LOC6630205|XP_002053708.1|DVIR
OG0008477	LOC6590375|XP_002015476.2|DPER	LOC6627150|XP_015029572.1|DVIR
OG0008478	LOC113565732|XP_026844541.1|DPER	LOC26531866|XP_032288952.1|DVIR
OG0008479	LOC6600816|XP_002025883.1|DPER	LOC6626449|XP_002049806.1|DVIR
OG0008480	LOC6597008|XP_026845520.1|DPER	LOC6622158|XP_032290034.1|DVIR
OG0008481	LOC6600148|XP_002025231.1|DPER	LOC6633547|XP_002057244.1|DVIR
OG0008482	LOC6601422|XP_026847894.1|DPER	LOC6623222|XP_002046715.1|DVIR
OG0008483	LOC6588935|XP_002015097.1|DPER	LOC6627979|XP_002051785.2|DVIR
OG0008484	LOC6591774|XP_026851019.1|DPER	LOC6632658|XP_002056464.1|DVIR
OG0008485	LOC113565885|XP_026845047.1|DPER, LOC6589698|XP_026844466.1|DPER	LOC6628244|XP_015028190.1|DVIR
OG0008486	LOC6602551|XP_026846752.1|DPER	LOC6636249|XP_015023970.1|DVIR
OG0008487	LOC6598403|XP_002023647.1|DPER	LOC6632045|XP_002055242.1|DVIR
OG0008488	LOC6594364|XP_002019956.1|DPER	LOC6632649|XP_002056548.1|DVIR
OG0008489	LOC113567430|XP_026851024.1|DPER	LOC26531623|XP_015026298.1|DVIR
OG0008490	LOC6594621|XP_002019844.1|DPER	LOC6629536|XP_002053664.1|DVIR
OG0008491	LOC6588092|XP_002012864.2|DPER	LOC6629412|XP_002053068.2|DVIR
OG0008492	LOC6589257|XP_002015283.1|DPER	LOC6627766|XP_002052655.1|DVIR
OG0008493	LOC6598109|XP_002023250.1|DPER	LOC6634051|XP_032289040.1|DVIR
OG0008494	LOC6589998|XP_002016048.1|DPER	LOC6626428|XP_002050268.1|DVIR
OG0008495	LOC6590940|XP_026840930.1|DPER	LOC6625279|XP_002049864.2|DVIR
OG0008496	LOC6590361|XP_002015841.1|DPER	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR
OG0008497	LOC6593228|XP_002018349.1|DPER	LOC26530492|XP_015030211.1|DVIR
OG0008498	LOC6591313|XP_026842191.1|DPER	LOC6626778|XP_032292392.1|DVIR
OG0008499	LOC6590568|XP_002016698.1|DPER	LOC6624917|XP_002049112.1|DVIR
OG0008500	LOC6590859|XP_002016617.2|DPER	LOC6626518|XP_002048916.2|DVIR
OG0008501	LOC6601375|XP_002026511.1|DPER	LOC6623280|XP_002046955.1|DVIR
OG0008502	LOC6589202|XP_002014692.1|DPER, LOC6597410|XP_026846478.1|DPER	LOC6631610|XP_002055068.1|DVIR
OG0008503	LOC6600410|XP_002025515.1|DPER	LOC6634810|XP_002058136.3|DVIR
OG0008504	LOC6593581|XP_002018872.1|DPER, LOC113565417|XP_026843143.1|DPER	LOC26530543|XP_015023729.1|DVIR
OG0008505	LOC6601157|XP_026848210.1|DPER	LOC6623632|XP_032291369.1|DVIR
OG0008506	LOC6597145|XP_002022303.1|DPER	LOC6624008|XP_002046293.1|DVIR
OG0008507	LOC6598937|XP_002024124.2|DPER	LOC6624207|XP_002048350.1|DVIR
OG0008508	LOC6599342|XP_002024498.2|DPER	LOC6636685|XP_032295670.1|DVIR
OG0008509	LOC6596721|XP_002022044.1|DPER	LOC6633776|XP_002057308.1|DVIR
OG0008510	LOC6598218|XP_002023343.1|DPER	LOC6631867|XP_002055728.2|DVIR
OG0008511	LOC6593442|XP_026843019.1|DPER, LOC6599062|XP_026848972.1|DPER, LOC113566643|XP_026848973.1|DPER	LOC6627390|XP_032293623.1|DVIR, LOC6627391|XP_002051081.1|DVIR, LOC116651488|XP_032293805.1|DVIR
OG0008512	LOC6588697|XP_026844052.1|DPER	LOC6627909|XP_002051402.2|DVIR, LOC6627601|XP_002051403.1|DVIR
OG0008513	LOC6597886|XP_026846994.1|DPER, LOC6601709|XP_002026768.1|DPER	LOC116651641|XP_032294320.1|DVIR
OG0008514	LOC6589776|XP_002014719.1|DPER	LOC6629044|XP_002052190.1|DVIR
OG0008515	LOC6597423|XP_002022465.2|DPER, LOC6596500|XP_002021574.2|DPER	LOC6629037|XP_002052183.1|DVIR
OG0008516	LOC6602160|XP_002027236.1|DPER, LOC6596292|XP_002021452.1|DPER	LOC6624177|XP_002047452.1|DVIR
OG0008517	LOC6602717|XP_026849461.1|DPER	LOC6623716|XP_002047347.1|DVIR
OG0008518	LOC6601819|XP_002026843.2|DPER, LOC6592272|XP_026842066.1|DPER	LOC6624691|XP_002048125.1|DVIR
OG0008519	LOC113565055|XP_026841039.1|DPER	LOC26530688|XP_015024374.2|DVIR
OG0008520	LOC6594226|XP_002019893.1|DPER	LOC6630347|XP_002054596.2|DVIR
OG0008523	LOC6598128|XP_002023284.1|DPER, LOC113566425|XP_026847699.1|DPER, LOC113566422|XP_026847696.1|DPER, LOC113566423|XP_026847697.1|DPER, LOC113566431|XP_026847715.1|DPER, LOC113566430|XP_026847714.1|DPER, LOC113566432|XP_026847717.1|DPER, LOC113566424|XP_026847698.1|DPER	LOC6634167|XP_002057534.1|DVIR
OG0008524	LOC6600423|XP_002025528.2|DPER	LOC6633803|XP_032296643.1|DVIR
OG0008527	LOC6601786|XP_026849833.1|DPER	LOC6631840|XP_032295443.1|DVIR
OG0008528	LOC6601098|XP_002026063.1|DPER	LOC26531816|XP_032294445.1|DVIR
OG0008529	LOC6596750|XP_002021933.2|DPER	LOC6634724|XP_002058323.1|DVIR
OG0008530	LOC6602661|XP_002027701.1|DPER	LOC6631538|XP_002055062.1|DVIR
OG0008531	LOC6597572|XP_002022789.1|DPER	LOC6634585|XP_015025072.1|DVIR
OG0008532	LOC6600042|XP_026849237.1|DPER	LOC6631505|XP_002055324.3|DVIR
OG0008534	LOC6601707|XP_026846967.1|DPER	LOC6631432|XP_002055540.2|DVIR
OG0008535	LOC6599909|XP_026849161.1|DPER	LOC6633244|XP_032289258.1|DVIR
OG0008536	LOC113566672|XP_026849149.1|DPER	LOC6633526|XP_002057074.1|DVIR
OG0008537	LOC6587631|XP_002013907.2|DPER	LOC6632475|XP_032289420.1|DVIR
OG0008538	LOC6597265|XP_026846375.1|DPER	LOC6636660|XP_002060138.1|DVIR
OG0008540	LOC6595204|XP_002020239.2|DPER	LOC6630335|XP_002053010.1|DVIR
OG0008541	LOC6592769|XP_002017821.2|DPER	LOC6627177|XP_002050395.3|DVIR
OG0008542	LOC6596213|XP_002021281.2|DPER	LOC6622413|XP_002046977.1|DVIR
OG0008544	LOC113565177|XP_026842266.1|DPER	LOC26531697|XP_015030354.1|DVIR
OG0008546	LOC6601247|XP_026849966.1|DPER	LOC6624070|XP_002047431.2|DVIR
OG0008547	LOC6596892|XP_002021839.2|DPER	LOC6633496|XP_032296399.1|DVIR
OG0008549	LOC6595267|XP_002020206.1|DPER	LOC6629325|XP_032288815.1|DVIR
OG0008550	LOC6597275|XP_026846552.1|DPER	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR
OG0008552	LOC6602467|XP_026848741.1|DPER	LOC6623489|XP_002046767.1|DVIR
OG0008553	LOC6592994|XP_002017977.2|DPER	LOC6635974|XP_002059403.1|DVIR
OG0008554	LOC6596733|XP_026845876.1|DPER	LOC6635477|XP_032295544.1|DVIR
OG0008555	LOC6596768|XP_026845897.1|DPER	LOC6634691|XP_002058344.1|DVIR
OG0008556	LOC6592442|XP_002017787.2|DPER	LOC6626652|XP_002049882.1|DVIR
OG0008558	LOC6588824|XP_002014421.1|DPER	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR
OG0008560	LOC6593468|XP_026843851.1|DPER	LOC6627638|XP_002051112.2|DVIR
OG0008561	LOC6589365|XP_026844512.1|DPER	LOC6627492|XP_002052200.1|DVIR
OG0008562	LOC6593650|XP_002019237.2|DPER	LOC6627804|XP_002051314.1|DVIR
OG0008563	LOC6595149|XP_002020139.1|DPER	LOC6630959|XP_002054736.1|DVIR
OG0008564	LOC6589877|XP_026844716.1|DPER	LOC6628856|XP_002051242.2|DVIR
OG0008565	LOC6602425|XP_002027455.2|DPER, LOC6602420|XP_002027456.1|DPER	LOC6632151|XP_032296085.1|DVIR
OG0008566	LOC6598008|XP_002023233.1|DPER	LOC6634022|XP_002057486.1|DVIR
OG0008567	LOC113565641|XP_026844011.1|DPER	LOC6627866|XP_032294372.1|DVIR
OG0008569	LOC6598376|XP_026846131.1|DPER	LOC6633491|XP_002057350.1|DVIR
OG0008570	LOC6600125|XP_026846682.1|DPER	LOC26530618|XP_032289194.1|DVIR
OG0008571	LOC6602469|XP_026848843.1|DPER	LOC6623129|XP_002046769.1|DVIR
OG0008572	LOC6591796|XP_002017257.2|DPER	LOC6632674|XP_002056645.1|DVIR
OG0008573	LOC6600163|XP_026846710.1|DPER	LOC6633508|XP_002057226.2|DVIR
OG0008575	LOC6587714|XP_026840318.1|DPER	LOC6630061|XP_015027631.1|DVIR
OG0008576	LOC6600712|XP_026848691.1|DPER	LOC6633345|XP_032289111.1|DVIR
OG0008577	LOC6596175|XP_026845549.1|DPER	LOC6622225|XP_002046918.1|DVIR
OG0008578	LOC6591336|XP_002016934.2|DPER	LOC6630284|XP_002054895.1|DVIR
OG0008579	LOC6602720|XP_002027745.1|DPER	LOC6623701|XP_002047350.1|DVIR
OG0008581	LOC6602350|XP_002027429.1|DPER	LOC6622126|XP_002047541.3|DVIR
OG0008582	LOC113566027|XP_026845590.1|DPER	LOC26531063|XP_015025723.1|DVIR
OG0008583	LOC6603580|XP_026846679.1|DPER	LOC6636065|XP_032295497.1|DVIR
OG0008584	LOC6600452|XP_026848395.1|DPER	LOC6633561|XP_002057366.1|DVIR
OG0008585	LOC6599900|XP_026849183.1|DPER	LOC6634501|XP_002057913.1|DVIR
OG0008586	LOC6599899|XP_002025012.1|DPER	LOC6634801|XP_002057914.2|DVIR
OG0008587	LOC6594448|XP_026850346.1|DPER	LOC6630213|XP_015027731.1|DVIR
OG0008588	LOC6594055|XP_002019878.1|DPER	LOC6630541|XP_002054606.1|DVIR
OG0008589	LOC6603230|XP_002028206.2|DPER	LOC6633865|XP_032296653.1|DVIR
OG0008590	LOC113564903|XP_026840012.1|DPER	LOC26531206|XP_015027871.1|DVIR
OG0008593	LOC6600248|XP_002025413.2|DPER	LOC6623735|XP_002047820.1|DVIR
OG0008594	LOC6595074|XP_002020338.1|DPER	LOC6629895|XP_002053990.1|DVIR
OG0008595	LOC6601353|XP_026841457.1|DPER	LOC6626814|XP_002050648.1|DVIR
OG0008596	LOC6603677|XP_002028650.1|DPER	LOC6626649|XP_002050643.2|DVIR
OG0008597	LOC6592121|XP_002016847.1|DPER	LOC6630627|XP_002053301.1|DVIR
OG0008598	LOC6599930|XP_026849225.1|DPER	LOC116652176|XP_032296079.1|DVIR
OG0008599	LOC6600222|XP_002025220.1|DPER	LOC6633558|XP_002057255.1|DVIR
OG0008600	LOC6591416|XP_002016942.1|DPER	LOC6629414|XP_002053148.1|DVIR
OG0008601	LOC6595465|XP_002020898.1|DPER	LOC6635644|XP_002059190.1|DVIR
OG0008602	LOC6595195|XP_002020230.1|DPER	LOC6630340|XP_002053015.2|DVIR
OG0008603	LOC6588529|XP_026844399.1|DPER	LOC6632438|XP_002056168.1|DVIR
OG0008604	LOC6590748|XP_002015679.1|DPER	LOC6626600|XP_002050634.1|DVIR
OG0008605	LOC6597958|XP_026843700.1|DPER	LOC6633998|XP_015025320.1|DVIR
OG0008606	LOC6595348|XP_002020821.1|DPER	LOC6627482|XP_002052132.1|DVIR
OG0008607	LOC6588316|XP_002014145.1|DPER	LOC6630459|XP_002053456.1|DVIR
OG0008608	LOC6597549|XP_002022798.1|DPER	LOC6634632|XP_002058031.3|DVIR
OG0008609	LOC6594147|XP_002019773.1|DPER	LOC6629659|XP_002053598.1|DVIR
OG0008610	LOC6593120|XP_002017619.1|DPER	LOC6625180|XP_032291970.1|DVIR
OG0008612	LOC6592950|XP_002017693.2|DPER	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR
OG0008613	LOC6598781|XP_002023923.1|DPER	LOC26530490|XP_015024973.1|DVIR
OG0008614	LOC6594821|XP_002020016.1|DPER, LOC6597446|XP_026846442.1|DPER	LOC6631617|XP_002055075.1|DVIR
OG0008615	LOC6594515|XP_002019498.1|DPER	LOC6632336|XP_002056404.1|DVIR
OG0008616	LOC6595027|XP_026839972.1|DPER	LOC6629772|XP_032288810.1|DVIR
OG0008619	LOC113565757|XP_026844627.1|DPER	LOC26531329|XP_015028921.1|DVIR
OG0008620	LOC6592761|XP_002017813.1|DPER	LOC6626431|XP_002050404.1|DVIR
OG0008621	LOC6588130|XP_002013755.1|DPER, LOC6588032|XP_002013753.1|DPER	LOC6629920|XP_002054554.1|DVIR
OG0008622	LOC6590355|XP_026841958.1|DPER	LOC6624825|XP_002048983.1|DVIR
OG0008623	LOC6592652|XP_002017988.1|DPER	LOC6625408|XP_002049843.1|DVIR
OG0008624	LOC6592301|XP_026842848.1|DPER	LOC6626464|XP_032292666.1|DVIR
OG0008625	LOC6592922|XP_026842825.1|DPER	LOC6624815|XP_002050682.1|DVIR
OG0008626	LOC6602702|XP_026841535.1|DPER	LOC6626112|XP_002050025.2|DVIR
OG0008627	LOC6593606|XP_002018661.1|DPER, LOC6600585|XP_026847589.1|DPER	LOC6623573|XP_015030863.1|DVIR
OG0008629	LOC6593621|XP_002018990.2|DPER, LOC6593733|XP_026843124.1|DPER	LOC6628959|XP_032293604.1|DVIR
OG0008630	LOC6602029|XP_002027076.2|DPER	LOC6636232|XP_015024084.1|DVIR
OG0008631	LOC113566506|XP_026848232.1|DPER, LOC6587881|XP_026851236.1|DPER	LOC6630413|XP_002054201.1|DVIR
OG0008632	LOC6587943|XP_026839999.1|DPER	LOC6629390|XP_032294987.1|DVIR
OG0008633	LOC6590817|XP_026841172.1|DPER	LOC6625874|XP_015029409.1|DVIR
OG0008634	LOC6597929|XP_002023100.2|DPER	LOC26531233|XP_015028902.1|DVIR
OG0008635	LOC6592765|XP_002017817.1|DPER	LOC6627248|XP_002050399.2|DVIR
OG0008636	LOC6591396|XP_002017366.2|DPER	LOC6632356|XP_002056718.1|DVIR
OG0008637	LOC6601824|XP_002026890.1|DPER	LOC6624448|XP_032290413.1|DVIR
OG0008638	LOC6587559|XP_002013089.2|DPER	LOC6630698|XP_002054405.1|DVIR
OG0008639	LOC6587741|XP_002014071.1|DPER	LOC6633063|XP_002055952.1|DVIR
OG0008640	LOC113564886|XP_026839902.1|DPER, LOC6588102|XP_026842922.1|DPER	LOC6635110|XP_002058670.1|DVIR
OG0008641	LOC6598254|XP_026846329.1|DPER, LOC6598253|XP_026846332.1|DPER	LOC6633173|XP_002056155.2|DVIR
OG0008642	LOC6598759|XP_002023793.1|DPER	LOC6631116|XP_002054236.1|DVIR
OG0008643	LOC6588204|XP_002013355.1|DPER	LOC6629388|XP_002054457.1|DVIR
OG0008644	LOC6595311|XP_002020438.1|DPER	LOC6629484|XP_002054079.1|DVIR
OG0008645	LOC6589489|XP_002015328.1|DPER	LOC6627573|XP_002052251.1|DVIR, LOC6627572|XP_002052250.1|DVIR
OG0008646	LOC6589350|XP_002014801.1|DPER	LOC6635731|XP_032294763.1|DVIR
OG0008647	LOC6589085|XP_002014967.1|DPER	LOC6628020|XP_002052520.1|DVIR
OG0008648	LOC6589490|XP_002015329.1|DPER	LOC6627571|XP_002052249.1|DVIR
OG0008649	LOC6603250|XP_002028227.1|DPER	LOC6625995|XP_002050018.2|DVIR
OG0008650	LOC6594256|XP_002019979.1|DPER	LOC26530512|XP_015026248.1|DVIR, LOC6632485|XP_002056298.2|DVIR
OG0008651	LOC6590214|XP_002016070.1|DPER	LOC6624801|XP_002050195.2|DVIR
OG0008652	LOC6592883|XP_002018550.1|DPER	LOC6625455|XP_002050991.1|DVIR, LOC116650995|XP_032292358.1|DVIR
OG0008653	LOC6590065|XP_002016397.1|DPER	LOC6625957|XP_002049588.1|DVIR
OG0008654	LOC6591297|XP_002015626.1|DPER	LOC116650949|XP_032292148.1|DVIR, LOC6624976|XP_002049957.2|DVIR
OG0008655	LOC6589983|XP_002015735.1|DPER	LOC6624843|XP_002049659.1|DVIR
OG0008656	LOC6597736|XP_026847046.1|DPER	LOC6631821|XP_002055193.1|DVIR
OG0008657	LOC6602880|XP_026845116.1|DPER	LOC6633756|XP_002056942.1|DVIR
OG0008658	LOC6599939|XP_026849241.1|DPER	LOC6634592|XP_032296439.1|DVIR
OG0008659	LOC6600594|XP_002025649.2|DPER	LOC6623614|XP_002048619.3|DVIR
OG0008660	LOC113566835|XP_026849806.1|DPER, LOC6603992|XP_026850107.1|DPER, LOC113567142|XP_026850114.1|DPER	LOC6623714|XP_032290533.1|DVIR
OG0008661	LOC6600494|XP_026847559.1|DPER	LOC6623046|XP_002047092.1|DVIR
OG0008662	LOC6596160|XP_002021137.1|DPER	LOC6624684|XP_032291015.1|DVIR
OG0008663	LOC6602397|XP_026848479.1|DPER	LOC6622981|XP_002047557.2|DVIR
OG0008664	LOC6600997|XP_002026152.1|DPER	LOC6622055|XP_002047029.1|DVIR
OG0008665	LOC6598090|XP_026843724.1|DPER, LOC6598120|XP_002023275.2|DPER	LOC6634132|XP_002057520.1|DVIR
OG0008666	LOC6595757|XP_002021338.1|DPER	LOC6623509|XP_002048646.1|DVIR
OG0008667	LOC6596017|XP_026845416.1|DPER	LOC6623115|XP_032291196.1|DVIR
OG0008668	LOC6592078|XP_026851196.1|DPER, LOC6591659|XP_002016854.1|DPER, LOC6598705|XP_002023884.1|DPER	LOC6622870|XP_002046486.1|DVIR
OG0008669	LOC6602447|XP_002027482.2|DPER	LOC6634302|XP_002057553.1|DVIR
OG0008670	LOC6588663|XP_026842903.1|DPER	LOC6630162|XP_002054782.2|DVIR
