Orthogroup	DPER.longest_only	DNOV.longest_only
OG0007474	LOC6592832|XP_026841889.1|DPER	LOC115758546|XP_030555106.1|DNOV
OG0007475	LOC6601666|XP_002026731.2|DPER	LOC115762747|XP_030560945.1|DNOV
OG0007476	LOC6603222|XP_002028218.2|DPER	LOC115768590|XP_030569096.1|DNOV
OG0007477	LOC6603224|XP_026845282.1|DPER	LOC115768571|XP_030569063.1|DNOV
OG0007478	LOC6589384|XP_002014345.1|DPER	LOC115763058|XP_030561344.1|DNOV
OG0007479	LOC6598370|XP_026846125.1|DPER	LOC115765123|XP_030564379.1|DNOV
OG0007480	LOC6592181|XP_026851268.1|DPER	LOC115770754|XP_030572026.1|DNOV
OG0007482	LOC6588767|XP_002014852.1|DPER	LOC115758324|XP_030554751.1|DNOV
OG0007483	LOC6602091|XP_026841394.1|DPER	LOC115758238|XP_030554655.1|DNOV
OG0007484	LOC113566134|XP_026846232.1|DPER	LOC115765202|XP_030564498.1|DNOV
OG0007485	LOC113566581|XP_026848619.1|DPER	LOC115767598|XP_030567750.1|DNOV
OG0007486	LOC6602874|XP_002027909.1|DPER	LOC115769006|XP_030569575.1|DNOV
OG0007487	LOC6601992|XP_002027069.1|DPER	LOC115766753|XP_030566591.1|DNOV
OG0007488	LOC6603356|XP_026848067.1|DPER	LOC115771453|XP_030573028.1|DNOV
OG0007489	LOC6591489|XP_026840519.1|DPER	LOC115770594|XP_030571789.1|DNOV
OG0007490	LOC6603525|XP_002028504.1|DPER	LOC115768303|XP_030568707.1|DNOV
OG0007491	LOC6600229|XP_026846653.1|DPER	LOC115768026|XP_030568305.1|DNOV
OG0007492	LOC6589991|XP_002015596.1|DPER	LOC115761683|XP_030559402.1|DNOV
OG0007493	LOC6603528|XP_026846744.1|DPER	LOC115769067|XP_030569641.1|DNOV
OG0007494	LOC6589201|XP_002014363.1|DPER	LOC115763557|XP_030562036.1|DNOV
OG0007495	LOC6603099|XP_026847069.1|DPER	LOC115765112|XP_030564360.1|DNOV
OG0007496	LOC6599073|XP_026848982.1|DPER	LOC115768218|XP_030568604.1|DNOV
OG0007497	LOC6601387|XP_026847754.1|DPER	LOC115770502|XP_030571657.1|DNOV
OG0007498	LOC6595847|XP_026845237.1|DPER	LOC115770076|XP_030571040.1|DNOV
OG0007499	LOC6603337|XP_002028321.1|DPER	LOC115771523|XP_030573118.1|DNOV
OG0007500	LOC6603338|XP_002028322.1|DPER	LOC115771524|XP_030573119.1|DNOV
OG0007501	LOC6596170|XP_002021147.1|DPER	LOC115771455|XP_030573030.1|DNOV
OG0007502	LOC113565239|XP_026842760.1|DPER	LOC115767477|XP_030567641.1|DNOV
OG0007503	LOC6589355|XP_026844675.1|DPER	LOC115765503|XP_030564976.1|DNOV
OG0007504	LOC6601842|XP_026848500.1|DPER	LOC115770212|XP_030571266.1|DNOV
OG0007505	LOC6597002|XP_002022249.1|DPER	LOC115770107|XP_030571084.1|DNOV
OG0007506	LOC6597076|XP_026845344.1|DPER	LOC115770105|XP_030571082.1|DNOV
OG0007507	LOC113565843|XP_026844981.1|DPER	LOC115760167|XP_030557247.1|DNOV
OG0007508	LOC6589375|XP_002014901.2|DPER	LOC115759313|XP_030556083.1|DNOV
OG0007509	LOC6593594|XP_002018885.1|DPER	LOC115763511|XP_030561968.1|DNOV
OG0007510	LOC6590691|XP_002016622.1|DPER	LOC115764590|XP_030563601.1|DNOV
OG0007511	LOC6596270|XP_026843292.1|DPER	LOC115763481|XP_030561926.1|DNOV
OG0007512	LOC113567261|XP_026850326.1|DPER	LOC115763674|XP_030562206.1|DNOV
OG0007513	LOC6589872|XP_002014585.1|DPER	LOC115765892|XP_030565494.1|DNOV
OG0007515	LOC6595464|XP_002020897.1|DPER	LOC115765470|XP_030564910.1|DNOV
OG0007516	LOC6593706|XP_002018630.1|DPER	LOC115765959|XP_030565571.1|DNOV
OG0007517	LOC6603351|XP_002028332.1|DPER	LOC115771512|XP_030573107.1|DNOV
OG0007518	LOC6601329|XP_002026380.1|DPER	LOC115757827|XP_030554111.1|DNOV
OG0007519	LOC6600860|XP_002025895.2|DPER	LOC115762907|XP_030561148.1|DNOV
OG0007520	LOC6602606|XP_026846716.1|DPER	LOC115768914|XP_030569504.1|DNOV
OG0007521	LOC113566265|XP_026846960.1|DPER	LOC115766383|XP_030566146.1|DNOV
OG0007522	LOC6600742|XP_026848633.1|DPER	LOC115769007|XP_030569576.1|DNOV
OG0007523	LOC6600932|XP_026841981.1|DPER	LOC115758225|XP_030554637.1|DNOV
OG0007524	LOC6588913|XP_026844207.1|DPER	LOC115758756|XP_030555375.1|DNOV
OG0007525	LOC6598023|XP_002023215.1|DPER	LOC115769304|XP_030569892.1|DNOV
OG0007526	LOC6587787|XP_002012763.2|DPER	LOC115771885|XP_030573631.1|DNOV
OG0007527	LOC6601490|XP_002026545.1|DPER	LOC115769907|XP_030570789.1|DNOV
OG0007528	LOC6603154|XP_026841974.1|DPER	LOC115767458|XP_030567622.1|DNOV
OG0007529	LOC6590876|XP_026842904.1|DPER	LOC115760209|XP_030557309.1|DNOV
OG0007530	LOC6591578|XP_002016775.1|DPER	LOC115760369|XP_030557522.1|DNOV
OG0007531	LOC6603146|XP_002028159.1|DPER	LOC115767469|XP_030567635.1|DNOV
OG0007532	LOC6601289|XP_026842224.1|DPER	LOC115757950|XP_030554283.1|DNOV
OG0007533	LOC6601920|XP_026848592.1|DPER	LOC115770217|XP_030571274.1|DNOV
OG0007534	LOC6595853|XP_002021383.2|DPER	LOC115770388|XP_030571496.1|DNOV
OG0007535	LOC6602268|XP_002027317.1|DPER	LOC115771543|XP_030573142.1|DNOV
OG0007536	LOC6594133|XP_026851215.1|DPER	LOC115770620|XP_030571817.1|DNOV
OG0007537	LOC113566567|XP_026848539.1|DPER	LOC115771546|XP_030573146.1|DNOV
OG0007538	LOC6602271|XP_026848523.1|DPER	LOC115771485|XP_030573067.1|DNOV
OG0007539	LOC6595732|XP_026844473.1|DPER	LOC115759872|XP_030556842.1|DNOV
OG0007540	LOC6598686|XP_002023752.1|DPER	LOC115771613|XP_030573244.1|DNOV
OG0007541	LOC6592654|XP_002017990.2|DPER	LOC115758001|XP_030554355.1|DNOV
OG0007542	LOC6601636|XP_026841613.1|DPER	LOC115766587|XP_030566433.1|DNOV
OG0007543	LOC6602547|XP_002027559.1|DPER	LOC115766735|XP_030566556.1|DNOV
OG0007544	LOC6599824|XP_002024844.2|DPER	LOC115769312|XP_030569907.1|DNOV
OG0007545	LOC6593388|XP_002019086.1|DPER	LOC115758818|XP_030555455.1|DNOV
OG0007546	LOC6591674|XP_002016889.1|DPER	LOC115765729|XP_030565252.1|DNOV
OG0007547	LOC6589906|XP_002016388.1|DPER	LOC115757953|XP_030554287.1|DNOV
OG0007548	LOC6599600|XP_026849557.1|DPER	LOC115769504|XP_030570189.1|DNOV
OG0007549	LOC6596195|XP_002021124.1|DPER	LOC115770284|XP_030571376.1|DNOV
OG0007550	LOC6601522|XP_002026584.1|DPER	LOC115770466|XP_030571602.1|DNOV
OG0007551	LOC113565203|XP_026842478.1|DPER	LOC115758557|XP_030555128.1|DNOV
OG0007552	LOC6589522|XP_026844706.1|DPER	LOC115765899|XP_030565501.1|DNOV
OG0007553	LOC6589517|XP_002015191.1|DPER	LOC115758724|XP_030555335.1|DNOV
OG0007554	LOC6599781|XP_002024868.1|DPER	LOC115762594|XP_030560743.1|DNOV
OG0007555	LOC6590152|XP_002016319.1|DPER	LOC115758234|XP_030554646.1|DNOV
OG0007556	LOC6601324|XP_026841614.1|DPER	LOC115758082|XP_030554457.1|DNOV
OG0007557	LOC6601321|XP_002026372.2|DPER	LOC115757977|XP_030554318.1|DNOV
OG0007558	LOC6590639|XP_002016142.2|DPER	LOC115758596|XP_030555197.1|DNOV
OG0007559	LOC6593882|XP_002019179.1|DPER	LOC115758615|XP_030555208.1|DNOV
OG0007560	LOC6601801|XP_026848511.1|DPER	LOC115770164|XP_030571182.1|DNOV
OG0007561	LOC6601491|XP_026848030.1|DPER	LOC115771515|XP_030573110.1|DNOV
OG0007562	LOC6596004|XP_026845556.1|DPER	LOC115770373|XP_030571479.1|DNOV
OG0007563	LOC6598891|XP_002024096.1|DPER	LOC115766527|XP_030566357.1|DNOV
OG0007564	LOC6595904|XP_002021443.1|DPER	LOC115769669|XP_030570443.1|DNOV
OG0007566	LOC6590297|XP_002016158.1|DPER	LOC115757942|XP_030554274.1|DNOV
OG0007567	LOC6587419|XP_002013034.1|DPER	LOC115761638|XP_030559329.1|DNOV
OG0007568	LOC6593249|XP_002018370.1|DPER	LOC115758195|XP_030554599.1|DNOV
OG0007569	LOC6590449|XP_002016375.1|DPER	LOC115767428|XP_030567566.1|DNOV
OG0007570	LOC6593250|XP_002018371.1|DPER	LOC115758285|XP_030554708.1|DNOV
OG0007571	LOC6593248|XP_002018369.1|DPER	LOC115758194|XP_030554596.1|DNOV
OG0007572	LOC6593708|XP_026843146.1|DPER	LOC115764555|XP_030563537.1|DNOV
OG0007573	LOC6590205|XP_002016061.1|DPER	LOC115763948|XP_030562604.1|DNOV
OG0007574	LOC6600964|XP_002026002.1|DPER	LOC115760573|XP_030557847.1|DNOV
OG0007575	LOC6603158|XP_002028173.1|DPER	LOC115767426|XP_030567562.1|DNOV
OG0007576	LOC6597399|XP_026846445.1|DPER	LOC115769154|XP_030569708.1|DNOV
OG0007577	LOC6599266|XP_002024261.1|DPER	LOC115766413|XP_030566193.1|DNOV
OG0007578	LOC6588863|XP_026844139.1|DPER	LOC115760144|XP_030557212.1|DNOV
OG0007579	LOC6590642|XP_026841634.1|DPER	LOC115759478|XP_030556275.1|DNOV
OG0007580	LOC6597011|XP_002022174.1|DPER	LOC115769963|XP_030570873.1|DNOV
OG0007581	LOC6589129|XP_002014749.1|DPER	LOC115759011|XP_030555682.1|DNOV
OG0007582	LOC6591885|XP_002017083.1|DPER	LOC115767922|XP_030568150.1|DNOV
OG0007583	LOC6592732|XP_002018099.1|DPER	LOC115757833|XP_030554125.1|DNOV
OG0007584	LOC6599919|XP_026849206.1|DPER	LOC115768173|XP_030568535.1|DNOV
OG0007585	LOC6595991|XP_026845299.1|DPER	LOC115771475|XP_030573057.1|DNOV
OG0007586	LOC6598032|XP_002023190.1|DPER	LOC115769266|XP_030569836.1|DNOV
OG0007587	LOC6600820|XP_026842245.1|DPER	LOC115759102|XP_030555803.1|DNOV
OG0007588	LOC6597987|XP_026843388.1|DPER	LOC115760156|XP_030557228.1|DNOV
OG0007589	LOC6598355|XP_002023430.2|DPER	LOC115765350|XP_030564723.1|DNOV
OG0007590	LOC6597119|XP_026845605.1|DPER	LOC115770473|XP_030571615.1|DNOV
OG0007591	LOC6592693|XP_026841299.1|DPER	LOC115758302|XP_030554730.1|DNOV
OG0007592	LOC6590607|XP_002016472.1|DPER	LOC115762198|XP_030560182.1|DNOV
OG0007593	LOC6596887|XP_026845935.1|DPER	LOC115769043|XP_030569609.1|DNOV
OG0007594	LOC6592699|XP_002017736.1|DPER	LOC115758304|XP_030554732.1|DNOV
OG0007595	LOC6603467|XP_002028436.1|DPER	LOC115767436|XP_030567589.1|DNOV
OG0007596	LOC6601206|XP_002026302.1|DPER	LOC115767125|XP_030567146.1|DNOV
OG0007597	LOC6599058|XP_002024174.1|DPER	LOC115769796|XP_030570624.1|DNOV
OG0007598	LOC6603156|XP_002028171.1|DPER	LOC115758158|XP_030554556.1|DNOV
OG0007599	LOC6602266|XP_002027315.1|DPER	LOC115769540|XP_030570241.1|DNOV
OG0007600	LOC6602380|XP_026848535.1|DPER	LOC115769870|XP_030570732.1|DNOV
OG0007601	LOC6597046|XP_002022206.1|DPER	LOC115767270|XP_030567361.1|DNOV
OG0007602	LOC6595763|XP_002021344.1|DPER	LOC115767259|XP_030567339.1|DNOV
OG0007603	LOC6595764|XP_002021345.2|DPER	LOC115768005|XP_030568278.1|DNOV
OG0007604	LOC6601054|XP_002026109.2|DPER	LOC115768091|XP_030568431.1|DNOV
OG0007605	LOC6603732|XP_026850086.1|DPER	LOC115770509|XP_030571669.1|DNOV
OG0007606	LOC6600653|XP_026847663.1|DPER	LOC115769691|XP_030570478.1|DNOV
OG0007607	LOC6588127|XP_026840661.1|DPER	LOC115771602|XP_030573220.1|DNOV
OG0007608	LOC6601831|XP_002026897.2|DPER	LOC115770498|XP_030571652.1|DNOV
OG0007609	LOC6598196|XP_002023531.2|DPER	LOC115765118|XP_030564371.1|DNOV
OG0007610	LOC6592268|XP_026841687.1|DPER	LOC115758260|XP_030554676.1|DNOV
OG0007611	LOC6601994|XP_026846807.1|DPER	LOC115766716|XP_030566500.1|DNOV
OG0007612	LOC6593036|XP_026842321.1|DPER	LOC115758206|XP_030554615.1|DNOV
OG0007613	LOC6600824|XP_002025891.2|DPER	LOC115771130|XP_030572562.1|DNOV
OG0007614	LOC6600604|XP_026847509.1|DPER	LOC115762785|XP_030560997.1|DNOV
OG0007615	LOC6599633|XP_002024743.1|DPER	LOC115769610|XP_030570366.1|DNOV
OG0007616	LOC6587422|XP_002013035.1|DPER	LOC115761637|XP_030559328.1|DNOV
OG0007617	LOC6596042|XP_026845671.1|DPER	LOC115769849|XP_030570686.1|DNOV
OG0007618	LOC6595854|XP_002021384.1|DPER	LOC115770137|XP_030571141.1|DNOV
OG0007619	LOC6600611|XP_002025600.1|DPER	LOC115770017|XP_030570933.1|DNOV
OG0007620	LOC6599736|XP_026847243.1|DPER	LOC115768917|XP_030569512.1|DNOV
OG0007621	LOC6592343|XP_002018290.2|DPER	LOC115771796|XP_030573529.1|DNOV
OG0007622	LOC6598924|XP_026847842.1|DPER	LOC115766484|XP_030566308.1|DNOV
OG0007623	LOC6596033|XP_026845718.1|DPER	LOC115770401|XP_030571517.1|DNOV
OG0007624	LOC6601855|XP_002026904.2|DPER	LOC115770291|XP_030571386.1|DNOV
OG0007625	LOC6598877|XP_026847947.1|DPER	LOC115770309|XP_030571408.1|DNOV
OG0007626	LOC6601028|XP_002026150.1|DPER	LOC115769686|XP_030570467.1|DNOV
OG0007627	LOC6601029|XP_002026151.2|DPER	LOC115769523|XP_030570223.1|DNOV
OG0007628	LOC6603483|XP_002028464.1|DPER	LOC115766802|XP_030566687.1|DNOV
OG0007629	LOC6601218|XP_002026314.1|DPER	LOC115767166|XP_030567209.1|DNOV
OG0007630	LOC6594104|XP_002019881.1|DPER	LOC115759644|XP_030556493.1|DNOV
OG0007631	LOC6595180|XP_026850764.1|DPER	LOC115765036|XP_030564264.1|DNOV
OG0007632	LOC113566799|XP_026849766.1|DPER	LOC115762570|XP_030560716.1|DNOV
OG0007633	LOC6589215|XP_026844015.1|DPER	LOC115760125|XP_030557183.1|DNOV
OG0007634	LOC6594790|XP_002020471.1|DPER	LOC115761182|XP_030558706.1|DNOV
OG0007635	LOC6598039|XP_002023197.1|DPER	LOC115769192|XP_030569755.1|DNOV
OG0007636	LOC6595729|XP_002020763.1|DPER, LOC113566472|XP_026848012.1|DPER	LOC115771432|XP_030572997.1|DNOV
OG0007637	LOC6597915|XP_002023078.2|DPER	LOC115760161|XP_030557233.1|DNOV
OG0007638	LOC6596743|XP_026845957.1|DPER	LOC115762337|XP_030560362.1|DNOV
OG0007639	LOC6602901|XP_002027924.1|DPER	LOC115768158|XP_030568512.1|DNOV
OG0007640	LOC113565194|XP_026842397.1|DPER, LOC6590609|XP_002016443.2|DPER	LOC115763303|XP_030561659.1|DNOV
OG0007641	LOC6594285|XP_002019611.1|DPER	LOC115770736|XP_030571998.1|DNOV
OG0007642	LOC6600890|XP_026840827.1|DPER	LOC115761020|XP_030558494.1|DNOV, LOC115760976|XP_030558439.1|DNOV
OG0007643	LOC6592179|XP_026851113.1|DPER	LOC115770840|XP_030572135.1|DNOV, LOC115762970|XP_030561207.1|DNOV
OG0007644	LOC6588164|XP_026848656.1|DPER	LOC115772043|XP_030573839.1|DNOV
OG0007645	LOC6594234|XP_002019968.2|DPER	LOC115766154|XP_030565850.1|DNOV
OG0007646	LOC113564947|XP_026840378.1|DPER, LOC6589132|XP_002014701.1|DPER	LOC115759015|XP_030555686.1|DNOV
OG0007647	LOC6593900|XP_026843652.1|DPER	LOC115759219|XP_030555971.1|DNOV
OG0007648	LOC6592791|XP_002017822.1|DPER	LOC115764368|XP_030563193.1|DNOV
OG0007649	LOC6602512|XP_002027494.1|DPER, LOC6588844|XP_026844620.1|DPER	LOC115769760|XP_030570575.1|DNOV
OG0007650	LOC6603463|XP_002028433.1|DPER	LOC115767422|XP_030567557.1|DNOV
OG0007651	LOC6602569|XP_002027603.2|DPER	LOC115767396|XP_030567519.1|DNOV
OG0007652	LOC113565170|XP_026842205.1|DPER	LOC115764456|XP_030563352.1|DNOV, LOC115764455|XP_030563350.1|DNOV
OG0007653	LOC6601859|XP_026849348.1|DPER, LOC6588866|XP_002015315.2|DPER	LOC115770138|XP_030571147.1|DNOV
OG0007654	LOC6603900|XP_002028847.2|DPER, LOC6594893|XP_002019984.1|DPER, LOC113566922|XP_026849936.1|DPER, LOC113566866|XP_026849829.1|DPER, LOC113567146|XP_026850123.1|DPER, LOC113566927|XP_026849941.1|DPER, LOC6604452|XP_026849931.1|DPER, LOC113566928|XP_026849942.1|DPER, LOC113566924|XP_026849938.1|DPER, LOC113567145|XP_026850122.1|DPER, LOC6600616|XP_002025572.2|DPER	LOC115770456|XP_030571594.1|DNOV
OG0007655	LOC6602689|XP_026846024.1|DPER	LOC115764567|XP_030563552.1|DNOV, LOC115764624|XP_030563689.1|DNOV, LOC115769548|XP_030570254.1|DNOV
OG0007659	LOC113565120|XP_026841688.1|DPER	LOC115758265|XP_030554686.1|DNOV
OG0007660	LOC6594482|XP_002019748.1|DPER	LOC115770551|XP_030571714.1|DNOV, LOC115770563|XP_030571735.1|DNOV
OG0007664	LOC6588568|XP_026850744.1|DPER	LOC115764790|XP_030563893.1|DNOV
OG0007665	LOC6597223|XP_026846535.1|DPER	LOC115765429|XP_030564834.1|DNOV
OG0007666	LOC6597202|XP_026846434.1|DPER	LOC115765375|XP_030564758.1|DNOV
OG0007667	LOC6600104|XP_026846717.1|DPER	LOC115767815|XP_030568011.1|DNOV
OG0007668	LOC6593840|XP_002018702.1|DPER	LOC115763330|XP_030561695.1|DNOV
OG0007669	LOC6597839|XP_026846372.1|DPER	LOC115764376|XP_030563198.1|DNOV
OG0007670	LOC6597840|XP_026846371.1|DPER	LOC115764375|XP_030563197.1|DNOV
OG0007671	LOC6597263|XP_026846437.1|DPER	LOC115764260|XP_030563039.1|DNOV
OG0007672	LOC6596756|XP_002021939.2|DPER	LOC115764409|XP_030563267.1|DNOV
OG0007673	LOC6587365|XP_002013020.1|DPER	LOC115771837|XP_030573579.1|DNOV
OG0007674	LOC6602686|XP_026846037.1|DPER	LOC115764383|XP_030563209.1|DNOV
OG0007675	LOC6598522|XP_026848689.1|DPER	LOC115767243|XP_030567303.1|DNOV
OG0007676	LOC6601748|XP_002026823.1|DPER	LOC115767019|XP_030567004.1|DNOV
OG0007677	LOC6600116|XP_026846627.1|DPER	LOC115769065|XP_030569639.1|DNOV
OG0007678	LOC6603096|XP_002028106.2|DPER	LOC115766407|XP_030566185.1|DNOV
OG0007679	LOC6599360|XP_026847200.1|DPER	LOC115766459|XP_030566252.1|DNOV
OG0007680	LOC6596423|XP_002021821.1|DPER	LOC115763337|XP_030561703.1|DNOV
OG0007681	LOC6588378|XP_002013419.1|DPER	LOC115764927|XP_030564097.1|DNOV
OG0007682	LOC6603584|XP_026845798.1|DPER	LOC115764336|XP_030563151.1|DNOV
OG0007683	LOC6602906|XP_002027929.1|DPER	LOC115768131|XP_030568486.1|DNOV
OG0007684	LOC6598524|XP_002023563.1|DPER	LOC115767247|XP_030567312.1|DNOV
OG0007685	LOC6603405|XP_026845830.1|DPER	LOC115766294|XP_030566028.1|DNOV
OG0007686	LOC6599421|XP_002024471.1|DPER	LOC115765347|XP_030564718.1|DNOV
OG0007687	LOC6597773|XP_026847051.1|DPER	LOC115768750|XP_030569298.1|DNOV
OG0007688	LOC6588550|XP_026846362.1|DPER	LOC115764088|XP_030562799.1|DNOV
OG0007689	LOC6599455|XP_002024519.2|DPER	LOC115764338|XP_030563152.1|DNOV
OG0007690	LOC6599133|XP_026849255.1|DPER	LOC115765167|XP_030564440.1|DNOV
OG0007691	LOC6588044|XP_002012965.1|DPER	LOC115761609|XP_030559271.1|DNOV
OG0007692	LOC6602659|XP_026845966.1|DPER	LOC115765306|XP_030564661.1|DNOV
OG0007693	LOC6597371|XP_026846587.1|DPER	LOC115767802|XP_030567995.1|DNOV
OG0007694	LOC6597043|XP_002022203.1|DPER	LOC115766754|XP_030566596.1|DNOV
OG0007695	LOC6599249|XP_026848267.1|DPER	LOC115767553|XP_030567696.1|DNOV
OG0007696	LOC6604015|XP_002028961.2|DPER	LOC115770434|XP_030571564.1|DNOV
OG0007697	LOC6604497|XP_026847255.1|DPER	LOC115762641|XP_030560806.1|DNOV
OG0007698	LOC6597695|XP_026846556.1|DPER	LOC115767386|XP_030567508.1|DNOV
OG0007699	LOC6597635|XP_002022738.1|DPER	LOC115768495|XP_030568941.1|DNOV
OG0007700	LOC6600170|XP_026846740.1|DPER	LOC115767985|XP_030568244.1|DNOV
OG0007701	LOC6600387|XP_026848420.1|DPER	LOC115766825|XP_030566720.1|DNOV
OG0007702	LOC6600005|XP_026849146.1|DPER	LOC115765131|XP_030564387.1|DNOV
OG0007703	LOC6598276|XP_002023299.1|DPER	LOC115768768|XP_030569318.1|DNOV
OG0007704	LOC6595215|XP_002020390.1|DPER	LOC115765023|XP_030564238.1|DNOV
OG0007705	LOC6601718|XP_002026776.1|DPER	LOC115766329|XP_030566079.1|DNOV
OG0007706	LOC6601737|XP_002026795.2|DPER	LOC115767322|XP_030567422.1|DNOV
OG0007707	LOC6598394|XP_026846358.1|DPER	LOC115766308|XP_030566043.1|DNOV
OG0007708	LOC6600185|XP_026846686.1|DPER	LOC115765345|XP_030564717.1|DNOV
OG0007709	LOC6600072|XP_002025196.1|DPER	LOC115768803|XP_030569358.1|DNOV
OG0007710	LOC6599415|XP_026847214.1|DPER	LOC115765271|XP_030564621.1|DNOV
OG0007711	LOC6602694|XP_002027721.1|DPER	LOC115766371|XP_030566131.1|DNOV
OG0007712	LOC6600393|XP_026848422.1|DPER	LOC115767755|XP_030567934.1|DNOV
OG0007713	LOC6596805|XP_026849900.1|DPER	LOC115768283|XP_030568682.1|DNOV
OG0007714	LOC6597854|XP_026846943.1|DPER	LOC115765249|XP_030564575.1|DNOV
OG0007715	LOC6599136|XP_002024401.1|DPER	LOC115765210|XP_030564511.1|DNOV
OG0007716	LOC6600083|XP_026845101.1|DPER	LOC115765380|XP_030564764.1|DNOV
OG0007717	LOC6595102|XP_002020380.2|DPER	LOC115764883|XP_030564023.1|DNOV
OG0007718	LOC6602639|XP_026846669.1|DPER	LOC115768308|XP_030568716.1|DNOV
OG0007719	LOC6597831|XP_026846463.1|DPER	LOC115764390|XP_030563219.1|DNOV
OG0007720	LOC6597833|XP_026846542.1|DPER	LOC115764366|XP_030563189.1|DNOV
OG0007721	LOC6603943|XP_026846970.1|DPER	LOC115765263|XP_030564603.1|DNOV
OG0007722	LOC6597878|XP_026847037.1|DPER	LOC115765419|XP_030564824.1|DNOV
OG0007723	LOC6597888|XP_002023048.1|DPER	LOC115765356|XP_030564729.1|DNOV
OG0007724	LOC6588978|XP_026844318.1|DPER	LOC115765958|XP_030565569.1|DNOV
OG0007725	LOC6598184|XP_002023358.2|DPER	LOC115771349|XP_030572877.1|DNOV
OG0007726	LOC6600338|XP_002025497.2|DPER	LOC115768804|XP_030569359.1|DNOV
OG0007727	LOC6600070|XP_002025194.1|DPER	LOC115768802|XP_030569357.1|DNOV
OG0007728	LOC6599237|XP_002024294.1|DPER	LOC115768675|XP_030569219.1|DNOV
OG0007729	LOC6600352|XP_026848392.1|DPER	LOC115768838|XP_030569395.1|DNOV
OG0007730	LOC6599236|XP_026848301.1|DPER	LOC115768683|XP_030569227.1|DNOV
OG0007731	LOC6600284|XP_026849052.1|DPER	LOC115769728|XP_030570521.1|DNOV
OG0007732	LOC6599372|XP_026847092.1|DPER	LOC115764414|XP_030563271.1|DNOV
OG0007733	LOC6597428|XP_026846502.1|DPER	LOC115766432|XP_030566220.1|DNOV
OG0007734	LOC6598265|XP_002023323.2|DPER	LOC115766481|XP_030566291.1|DNOV
OG0007735	LOC6600687|XP_002025851.1|DPER	LOC115767838|XP_030568043.1|DNOV
OG0007736	LOC6596772|XP_002021923.1|DPER	LOC115768910|XP_030569497.1|DNOV
OG0007737	LOC6598691|XP_002023945.2|DPER	LOC115771801|XP_030573531.1|DNOV
OG0007738	LOC6595150|XP_026844331.1|DPER	LOC115764644|XP_030563677.1|DNOV
OG0007739	LOC6599330|XP_002024573.1|DPER	LOC115768350|XP_030568773.1|DNOV
OG0007740	LOC6596895|XP_002021842.2|DPER	LOC115767608|XP_030567766.1|DNOV
OG0007741	LOC6598351|XP_002023426.2|DPER	LOC115768670|XP_030569212.1|DNOV
OG0007742	LOC6599364|XP_002024487.1|DPER	LOC115765211|XP_030564513.1|DNOV
OG0007743	LOC113567348|XP_026850674.1|DPER	LOC115764899|XP_030564050.1|DNOV
OG0007744	LOC113566063|XP_026845772.1|DPER	LOC115762651|XP_030560817.1|DNOV
OG0007746	LOC6587188|XP_002013527.1|DPER	LOC115757759|XP_030554030.1|DNOV
OG0007747	LOC6598498|XP_026848636.1|DPER	LOC115767271|XP_030567356.1|DNOV
OG0007748	LOC6599367|XP_002024541.2|DPER	LOC115764395|XP_030563236.1|DNOV
OG0007749	LOC6600175|XP_002025274.2|DPER	LOC115768759|XP_030569309.1|DNOV
OG0007750	LOC6595065|XP_002020418.1|DPER	LOC115757703|XP_030553910.1|DNOV
OG0007751	LOC6589592|XP_002014565.2|DPER	LOC115765884|XP_030565485.1|DNOV
OG0007752	LOC6600105|XP_002025333.1|DPER	LOC115767832|XP_030568033.1|DNOV
OG0007753	LOC6597710|XP_026846399.1|DPER	LOC115765228|XP_030564531.1|DNOV
OG0007754	LOC6598428|XP_026848605.1|DPER	LOC115767809|XP_030568002.1|DNOV
OG0007755	LOC6598585|XP_002023618.1|DPER	LOC115767843|XP_030568051.1|DNOV
OG0007756	LOC6599296|XP_026848297.1|DPER	LOC115768267|XP_030568660.1|DNOV
OG0007757	LOC6600793|XP_002025816.1|DPER	LOC115767594|XP_030567747.1|DNOV
OG0007758	LOC6593560|XP_002018975.1|DPER	LOC115763558|XP_030562038.1|DNOV
OG0007759	LOC6594788|XP_026841025.1|DPER	LOC115759422|XP_030556179.1|DNOV
OG0007760	LOC6597812|XP_026846932.1|DPER	LOC115764320|XP_030563125.1|DNOV
OG0007761	LOC6598590|XP_026846215.1|DPER	LOC115767825|XP_030568026.1|DNOV
OG0007762	LOC6598589|XP_026846339.1|DPER	LOC115767874|XP_030568094.1|DNOV
OG0007763	LOC6589588|XP_002014561.1|DPER	LOC115765862|XP_030565452.1|DNOV
OG0007764	LOC6600422|XP_026848432.1|DPER	LOC115767353|XP_030567466.1|DNOV
OG0007765	LOC113566547|XP_026848419.1|DPER	LOC115767389|XP_030567512.1|DNOV
OG0007766	LOC6587812|XP_026850953.1|DPER	LOC115761750|XP_030559509.1|DNOV
OG0007767	LOC6602557|XP_002027578.2|DPER	LOC115766731|XP_030566551.1|DNOV
OG0007768	LOC6597813|XP_002022945.1|DPER	LOC115764327|XP_030563137.1|DNOV
OG0007769	LOC6603574|XP_002028553.1|DPER	LOC115767751|XP_030567927.1|DNOV
OG0007770	LOC6603743|XP_002028709.1|DPER	LOC115767747|XP_030567920.1|DNOV
OG0007771	LOC6593697|XP_002018844.1|DPER	LOC115758350|XP_030554792.1|DNOV
