Orthogroup	DPER.longest_only	CQUI.longest_only
OG0006989	LOC6603042|XP_002028064.1|DPER	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC6593370|XP_002018591.1|DPER	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC6587506|XP_002013528.1|DPER	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC6596518|XP_026843432.1|DPER	LOC6040130|XP_038109033.1|CQUI
OG0006993	LOC6588847|XP_026844180.1|DPER	LOC6036674|XP_038110723.1|CQUI
OG0006994	LOC6602228|XP_002027258.1|DPER	LOC6044535|XP_038108392.1|CQUI
OG0006995	LOC6593588|XP_002018879.2|DPER	LOC6033190|XP_001843670.2|CQUI
OG0006996	LOC6593590|XP_002018881.1|DPER	LOC6033184|XP_038111623.1|CQUI
OG0006997	LOC6593014|XP_002018255.1|DPER	LOC6043177|XP_001870896.2|CQUI
OG0006998	LOC6591467|XP_002016778.1|DPER	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC6589502|XP_002014592.1|DPER	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC6590219|XP_026841198.1|DPER	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC6597956|XP_026843695.1|DPER	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC6590875|XP_026840909.1|DPER	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC6589436|XP_002014863.1|DPER	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC6595653|XP_026844524.1|DPER	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC6589629|XP_026845053.1|DPER, LOC113565847|XP_026845014.1|DPER	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC6589875|XP_002014371.1|DPER	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC6589327|XP_002014352.1|DPER	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC6587527|XP_002013673.2|DPER	LOC6033142|XP_001843632.2|CQUI
OG0007012	LOC6589165|XP_026844236.1|DPER	LOC6033146|XP_038112596.1|CQUI
OG0007013	LOC113565774|XP_026844692.1|DPER	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC6588793|XP_026844200.1|DPER	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC6596282|XP_002021804.1|DPER	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC6593779|XP_026843709.1|DPER	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC6596417|XP_026843360.1|DPER	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC6596277|XP_026843138.1|DPER	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC6593943|XP_026843728.1|DPER	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC6589108|XP_002015041.1|DPER	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC6588760|XP_002014951.1|DPER	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC6589252|XP_002014389.1|DPER	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC6594308|XP_002019806.1|DPER	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC6597822|XP_002022954.1|DPER	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC6589869|XP_026844566.1|DPER	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC6589516|XP_002015190.1|DPER	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC6589568|XP_026844257.1|DPER	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC6589753|XP_002014726.2|DPER	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC6597408|XP_002022416.2|DPER	LOC6049726|XP_001866437.2|CQUI
OG0007031	LOC6589880|XP_026844717.1|DPER	LOC6036442|XP_038108484.1|CQUI
OG0007032	LOC6595784|XP_002021329.2|DPER	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC6598116|XP_002023272.2|DPER	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC6596378|XP_002021563.1|DPER	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC6602658|XP_002027698.1|DPER	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC6596036|XP_002021035.2|DPER	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC6594872|XP_002020111.1|DPER	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC6600845|XP_026841745.1|DPER	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC6591277|XP_026840996.1|DPER	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC6589680|XP_002014765.1|DPER	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC6593540|XP_026843618.1|DPER	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC6593445|XP_026843018.1|DPER	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC6591344|XP_026841068.1|DPER	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC6589315|XP_002014528.2|DPER	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC6594095|XP_002019687.1|DPER	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC6591379|XP_002017243.1|DPER	LOC6037994|XP_038109624.1|CQUI
OG0007047	LOC6589829|XP_002014708.1|DPER	LOC6047239|XP_001864322.2|CQUI
OG0007048	LOC6595647|XP_026844040.1|DPER	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC6595546|XP_002020633.1|DPER	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC6593835|XP_002018697.1|DPER	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC6588994|XP_026844077.1|DPER	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC6597567|XP_026848868.1|DPER	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC6591640|XP_026840710.1|DPER	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC6592279|XP_002018420.1|DPER	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC6590101|XP_002015986.2|DPER	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC113566597|XP_026848732.1|DPER	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC6597568|XP_002022785.2|DPER	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC6598577|XP_002023640.2|DPER	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC113565669|XP_026844196.1|DPER	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC113565739|XP_026844561.1|DPER	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC6589892|XP_002014629.1|DPER	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC6593608|XP_002018663.1|DPER	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC6593793|XP_002018713.1|DPER	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC6592854|XP_002018281.1|DPER	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC6598935|XP_002024122.1|DPER	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC6596940|XP_002022222.1|DPER	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC6589584|XP_002014293.1|DPER	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC6589271|XP_026844935.1|DPER	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC6593486|XP_026843169.1|DPER	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC6590389|XP_002015655.1|DPER	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC6590749|XP_002015680.1|DPER	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC6594684|XP_002019319.1|DPER	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC6595552|XP_002020639.1|DPER	LOC6041780|XP_001850997.1|CQUI
OG0007074	LOC6590674|XP_002015415.1|DPER	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC6588848|XP_002014903.1|DPER	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC6590514|XP_026841147.1|DPER	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC6596581|XP_002021668.1|DPER	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC6589405|XP_026844158.1|DPER	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC6589406|XP_002015194.1|DPER	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC6593990|XP_002019032.1|DPER	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC6593559|XP_002018974.1|DPER	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC6595584|XP_002020961.1|DPER	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC6589544|XP_026844658.1|DPER	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC6598289|XP_026846175.1|DPER	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC6589640|XP_026844976.1|DPER	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC6595567|XP_002020915.1|DPER	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC6595794|XP_002021306.1|DPER	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC6596616|XP_026843784.1|DPER	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC6589104|XP_026844647.1|DPER	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC6589455|XP_026844176.1|DPER	LOC6033333|XP_038112141.1|CQUI
OG0007092	LOC6592165|XP_026840499.1|DPER	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC6589885|XP_002014489.1|DPER	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC6589887|XP_002014491.2|DPER	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC6597962|XP_026843833.1|DPER	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC6593389|XP_002019087.1|DPER	LOC6037988|XP_001847835.2|CQUI
OG0007097	LOC6593458|XP_002018596.1|DPER	LOC6053312|XP_038107008.1|CQUI
OG0007098	LOC6593413|XP_026843106.1|DPER	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC6587549|XP_002013887.1|DPER	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC6593502|XP_002019143.2|DPER	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC6589076|XP_002014751.1|DPER	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC6589798|XP_002014465.2|DPER	LOC6033631|XP_001844058.1|CQUI
OG0007104	LOC6588709|XP_002014319.1|DPER, LOC6603822|XP_002028782.1|DPER	LOC6033635|XP_001844062.1|CQUI
OG0007105	LOC6588726|XP_002014368.2|DPER	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC6595450|XP_026844638.1|DPER	LOC6033649|XP_038107083.1|CQUI
OG0007107	LOC6589268|XP_026844333.1|DPER	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC6595371|XP_002020807.1|DPER	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC6589398|XP_002015287.1|DPER	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC6589407|XP_002015195.1|DPER	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC6589823|XP_026844983.1|DPER	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC6589500|XP_002014590.2|DPER	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC6588650|XP_026841870.1|DPER	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC6595446|XP_002020867.1|DPER	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC6603064|XP_002028057.1|DPER	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC6589063|XP_002014551.2|DPER	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC6595539|XP_002020674.1|DPER	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC6589859|XP_026844681.1|DPER	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC6600779|XP_002025847.2|DPER	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC6597279|XP_002022566.1|DPER	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC6602867|XP_002027902.1|DPER	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC6597680|XP_026848875.1|DPER	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC6597678|XP_026848906.1|DPER	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC6595969|XP_026845409.1|DPER	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC6602197|XP_002027207.1|DPER	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC6596937|XP_026845353.1|DPER	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC6595979|XP_002021045.1|DPER	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC6602154|XP_002027204.2|DPER	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC6602196|XP_026847990.1|DPER	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC6595974|XP_002021040.1|DPER	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC6602190|XP_026848036.1|DPER	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC6602184|XP_026848040.1|DPER	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC6599761|XP_002024881.1|DPER	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC6596023|XP_002020973.1|DPER	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC6599801|XP_002024971.1|DPER	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC6602298|XP_026848476.1|DPER	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC6596713|XP_026846012.1|DPER	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC6596923|XP_026845697.1|DPER	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC6602896|XP_002027919.1|DPER	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC6600141|XP_026846619.1|DPER	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC6596929|XP_002021837.1|DPER	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC6602398|XP_002027450.1|DPER	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC6594939|XP_002020308.1|DPER	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC6594008|XP_026850637.1|DPER	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC6591998|XP_026840064.1|DPER	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC6591675|XP_002016890.1|DPER	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC113566229|XP_026846784.1|DPER, LOC6598822|XP_002023934.2|DPER	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC6597479|XP_026848913.1|DPER	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC6590841|XP_002015773.1|DPER	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC6602191|XP_002027231.1|DPER	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC6599831|XP_026847393.1|DPER	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC6600761|XP_026848604.1|DPER	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC6600735|XP_002025773.1|DPER	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC6590110|XP_002016508.1|DPER	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC6590326|XP_002016215.1|DPER	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC6588045|XP_002013701.1|DPER	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC6588305|XP_026848917.1|DPER	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC6596210|XP_002021278.2|DPER	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC6596703|XP_026845989.1|DPER	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC6594545|XP_002019375.1|DPER	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC6600232|XP_002025210.1|DPER	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC6596904|XP_002021865.1|DPER	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC6588006|XP_002013190.1|DPER	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC6588605|XP_002013189.1|DPER	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC6600411|XP_026848372.1|DPER	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC6601407|XP_026847909.1|DPER	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC6597760|XP_002022891.1|DPER	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC6600764|XP_026848635.1|DPER	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC6600174|XP_002025273.1|DPER	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC6594377|XP_002019291.2|DPER	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC6599212|XP_026848237.1|DPER	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC6596690|XP_002021959.1|DPER	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC113566084|XP_026845839.1|DPER	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC6587724|XP_026840161.1|DPER	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC6595968|XP_002021206.1|DPER	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC6591881|XP_002017079.1|DPER	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC6591398|XP_002017173.1|DPER	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC6594333|XP_026840491.1|DPER	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC6594396|XP_002019486.1|DPER	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC6591401|XP_002017176.1|DPER	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC6597346|XP_026846425.1|DPER	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC6594553|XP_026850284.1|DPER	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC6594557|XP_026850256.1|DPER	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC6594549|XP_002019921.1|DPER	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC6595513|XP_002020618.1|DPER	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC6591534|XP_002017318.2|DPER	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC6591893|XP_002016911.1|DPER	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC6592071|XP_026848995.1|DPER	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC6591427|XP_002017485.1|DPER	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC6594155|XP_002019394.1|DPER	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC6603358|XP_002028339.2|DPER	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC6602682|XP_002027692.1|DPER	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC6602683|XP_026846025.1|DPER	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC6596906|XP_002021867.1|DPER	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC6591698|XP_002017269.1|DPER	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC6587891|XP_026843693.1|DPER	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC6601964|XP_002027014.1|DPER	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC6594548|XP_026850374.1|DPER	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC6594183|XP_002019814.1|DPER	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC6594724|XP_002019409.1|DPER	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC6596176|XP_026845498.1|DPER	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC6599713|XP_002024898.1|DPER	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC6599714|XP_026847365.1|DPER	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC113566062|XP_026845771.1|DPER, LOC6603640|XP_026845787.1|DPER	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC6599717|XP_002024902.1|DPER	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC6591741|XP_002017093.2|DPER	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC6591884|XP_002017082.1|DPER	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC6591429|XP_002017487.1|DPER	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC6591430|XP_002017488.1|DPER	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC6594451|XP_026850283.1|DPER	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC6591600|XP_026847316.1|DPER	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC6594896|XP_002020496.1|DPER	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC6590416|XP_002016429.1|DPER	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC6598968|XP_026847838.1|DPER	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC6594573|XP_002019824.1|DPER	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC6595312|XP_026850702.1|DPER	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC113565095|XP_026841460.1|DPER	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC6587514|XP_002013530.1|DPER	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC6591619|XP_026843181.1|DPER	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC113565741|XP_026844567.1|DPER	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC6591679|XP_026840011.1|DPER	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC6587767|XP_026840227.1|DPER	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC6587973|XP_002013195.1|DPER	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC6594048|XP_002019871.2|DPER	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC6594457|XP_002019708.2|DPER	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC6588166|XP_002014108.2|DPER	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC6602787|XP_002027801.1|DPER	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC6602783|XP_002027840.1|DPER	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC6598797|XP_002023908.1|DPER	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC6594301|XP_002019799.1|DPER	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC6591391|XP_002017361.1|DPER	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC6599681|XP_026847269.1|DPER	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC113566333|XP_026847348.1|DPER	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC6603784|XP_002028749.1|DPER	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC6599888|XP_026847416.1|DPER	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC6591454|XP_002017475.1|DPER	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC6588078|XP_002014111.1|DPER	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC6602555|XP_026846903.1|DPER	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC6591626|XP_026851176.1|DPER	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC6591334|XP_002016932.1|DPER	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC6597574|XP_002022791.1|DPER	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC6597575|XP_026848864.1|DPER	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC6599310|XP_026847164.1|DPER	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC6594255|XP_002019978.1|DPER	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC6595329|XP_002020456.1|DPER	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC6598710|XP_002023889.1|DPER	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC6600893|XP_026841737.1|DPER	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC6600234|XP_002025212.1|DPER	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC6597318|XP_026846597.1|DPER	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC6599220|XP_002024310.1|DPER	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC6594566|XP_002019585.1|DPER	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC6587908|XP_026840108.1|DPER	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC6596021|XP_002020971.1|DPER	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC6594311|XP_026850248.1|DPER	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC6597366|XP_026846423.1|DPER	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC6591399|XP_002017174.1|DPER	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC6591684|XP_002017321.1|DPER	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC6591536|XP_026840021.1|DPER	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC6596657|XP_026845848.1|DPER	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC6596134|XP_002021098.1|DPER	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC6591306|XP_002016129.1|DPER	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC6600446|XP_026848415.1|DPER	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC6603341|XP_002028325.1|DPER	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC6601123|XP_026849704.1|DPER	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC6600149|XP_002025232.1|DPER	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC6594957|XP_026840341.1|DPER	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC6594307|XP_002019805.1|DPER	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC6590058|XP_002016390.2|DPER	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC6596676|XP_026845899.1|DPER	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC6587342|XP_026851255.1|DPER	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC6592108|XP_002017291.1|DPER	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC6602788|XP_026847772.1|DPER	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC6594420|XP_026850234.1|DPER	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC6598649|XP_002023830.1|DPER	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC113566766|XP_026849619.1|DPER	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC6601944|XP_002026994.1|DPER	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC6596197|XP_026845504.1|DPER	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC6602994|XP_026849440.1|DPER	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC6602993|XP_026849503.1|DPER	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC6602992|XP_026849469.1|DPER	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC6591775|XP_002017136.1|DPER	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC6591776|XP_002017137.1|DPER	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC6591672|XP_002016887.1|DPER	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC6587299|XP_002013853.1|DPER	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC6597675|XP_002022829.2|DPER	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC6597674|XP_002022828.1|DPER	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC6589103|XP_002015036.1|DPER	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC6600034|XP_026849119.1|DPER	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC6603074|XP_002028116.1|DPER	LOC6046886|XP_001864014.1|CQUI
