Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC111592149|XP_023159964.1|DHYD
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC111598938|XP_023170184.1|DHYD, LOC111593116|XP_023161484.1|DHYD, LOC111604481|XP_023178334.1|DHYD, LOC111593117|XP_023161486.2|DHYD
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC111598635|XP_023169747.1|DHYD
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC111592171|XP_023159993.2|DHYD, LOC111592119|XP_023159918.2|DHYD, LOC111592435|XP_023160386.1|DHYD, LOC111593119|XP_030080405.1|DHYD, LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC111599470|XP_023170907.2|DHYD, LOC111592942|XP_023161174.1|DHYD, LOC111592941|XP_023161173.1|DHYD
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC111601939|XP_023174562.2|DHYD
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC111597580|XP_023168146.2|DHYD, LOC111599491|XP_023170925.1|DHYD
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC111605102|XP_023179212.1|DHYD, LOC115483448|XP_030081298.1|DHYD, LOC111605109|XP_030081823.1|DHYD
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC111602899|XP_030081123.1|DHYD, LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC111605329|XP_023179566.2|DHYD, LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC111600604|XP_023172567.2|DHYD
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD, LOC111597218|XP_030080606.1|DHYD, LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD, LOC111597130|XP_023167459.2|DHYD
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC111596553|XP_023166598.2|DHYD
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC111601548|XP_023173960.1|DHYD
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC111601021|XP_023173196.2|DHYD
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC111592870|XP_030079690.1|DHYD
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC111603343|XP_023176647.1|DHYD
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC111604198|XP_023177922.2|DHYD
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC111595145|XP_023164486.2|DHYD, LOC111598084|XP_023168899.1|DHYD
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC111600441|XP_023172300.2|DHYD
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC111594697|XP_030079122.1|DHYD
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC111595959|XP_030079340.1|DHYD
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC111593858|XP_023162673.2|DHYD, LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC111599419|XP_023170837.1|DHYD
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC111602969|XP_030078704.1|DHYD
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC111596824|XP_023166963.1|DHYD
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC111601457|XP_023173803.2|DHYD
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC111601931|XP_023174552.1|DHYD
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC111598963|XP_023170217.2|DHYD
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC111599600|XP_023171054.1|DHYD
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC111604812|XP_023178801.1|DHYD
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC111593147|XP_023161519.2|DHYD
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC111593008|XP_030079977.1|DHYD
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC111598818|XP_030078844.1|DHYD
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC111603139|XP_023176381.1|DHYD, LOC111595574|XP_023165139.1|DHYD
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC111603529|XP_023176929.2|DHYD, LOC111603532|XP_023176933.2|DHYD
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC111603524|XP_030079243.1|DHYD
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC111591883|XP_023159552.2|DHYD
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC111591903|XP_030079536.1|DHYD
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC111591902|XP_030079550.1|DHYD
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC111595356|XP_023164805.1|DHYD
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC111594133|XP_023163068.2|DHYD
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC111594161|XP_023163116.1|DHYD
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC111595047|XP_023164342.1|DHYD
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC111598335|XP_023169305.1|DHYD
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD, LOC115482827|XP_030078920.1|DHYD, LOC111598185|XP_030078918.1|DHYD
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC111601818|XP_023174406.2|DHYD
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC111593976|XP_023162835.1|DHYD, LOC111593824|XP_023162624.1|DHYD, LOC111593969|XP_030080956.1|DHYD
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC111593336|XP_023161818.1|DHYD, LOC111593259|XP_023161692.2|DHYD, LOC111592893|XP_023161105.1|DHYD
OG0000222	LOC119769386|XP_038117401.1|CQUI, LOC6045552|XP_038117398.1|CQUI, LOC119769321|XP_038117254.1|CQUI, LOC119769387|XP_038117402.1|CQUI, LOC119769385|XP_038117400.1|CQUI, LOC6042007|XP_038117265.1|CQUI, LOC6040585|XP_038122094.1|CQUI	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC111593788|XP_023162574.2|DHYD
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC111593383|XP_023161869.2|DHYD, LOC111593384|XP_023161870.2|DHYD, LOC111593370|XP_023161853.1|DHYD
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC111598695|XP_023169828.1|DHYD, LOC111598708|XP_023169862.1|DHYD, LOC111598755|XP_023169931.2|DHYD
