Orthogroup	CQUI.longest_only	BCOP.longest_only
OG0008181	LOC6035913|XP_038109520.1|CQUI	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC6052173|XP_038110886.1|CQUI	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC6050741|XP_038106074.1|CQUI	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC6042907|XP_001853971.1|CQUI	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC6042908|XP_001853980.1|CQUI	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC6048573|XP_001865476.1|CQUI	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC6053364|XP_001869459.2|CQUI	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC6053985|XP_038110497.1|CQUI	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC6040373|XP_001849773.2|CQUI	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC6042949|XP_001870887.2|CQUI	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC6041666|XP_001850893.1|CQUI	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC6049362|XP_038112668.1|CQUI	LOC119085314|XP_037051587.1|BCOP
OG0008196	LOC6042923|XP_038107966.1|CQUI	LOC119071671|XP_037032545.1|BCOP
OG0008197	LOC6051714|XP_038109679.1|CQUI	LOC119066775|XP_037025325.1|BCOP
OG0008198	LOC6051718|XP_038112515.1|CQUI	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC6048569|XP_038109628.1|CQUI	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC6051842|XP_038112996.1|CQUI	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC6032304|XP_001842936.2|CQUI	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC6032305|XP_038110842.1|CQUI	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC6032342|XP_038108338.1|CQUI	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC6038332|XP_001848153.2|CQUI	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC6042380|XP_001851505.1|CQUI	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC6040189|XP_038108466.1|CQUI	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC6053105|XP_001869254.2|CQUI	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC6043823|XP_038114298.1|CQUI	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC6036086|XP_038110799.1|CQUI	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC6047576|XP_001864618.2|CQUI	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC6047567|XP_038111659.1|CQUI	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC6037437|XP_038113579.1|CQUI	LOC119071001|XP_037031490.1|BCOP
OG0008216	LOC6051907|XP_038107396.1|CQUI	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC6043105|XP_038109643.1|CQUI	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC119766985|XP_038109837.1|CQUI	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC6036718|XP_038107797.1|CQUI	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC119767055|XP_038110355.1|CQUI	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC6036699|XP_038107195.1|CQUI	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC6037653|XP_038110606.1|CQUI	LOC119072303|XP_037033384.1|BCOP
OG0008223	LOC6043283|XP_038107834.1|CQUI	LOC119081765|XP_037046854.1|BCOP
OG0008224	LOC6034548|XP_001844848.2|CQUI	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC6037198|XP_001847128.2|CQUI	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC6040543|XP_038109157.1|CQUI	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC6048864|XP_001865706.2|CQUI	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC6051155|XP_038104552.1|CQUI	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC6049544|XP_001866279.2|CQUI	LOC119074414|XP_037036438.1|BCOP
OG0008235	LOC6035866|XP_001845980.1|CQUI	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC6045923|XP_038117975.1|CQUI	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC6038248|XP_038118215.1|CQUI	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC6039427|XP_038119746.1|CQUI	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC6036408|XP_001846461.2|CQUI	LOC119079888|XP_037043866.1|BCOP
OG0008241	LOC119768089|XP_038114412.1|CQUI, LOC119769244|XP_038117106.1|CQUI, LOC119766289|XP_038106668.1|CQUI, LOC119766288|XP_038106667.1|CQUI, LOC119768090|XP_038114413.1|CQUI, LOC6050581|XP_038120553.1|CQUI, LOC119769125|XP_038116952.1|CQUI, LOC119770185|XP_038120554.1|CQUI, LOC119770808|XP_038122249.1|CQUI, LOC6035168|XP_038106531.1|CQUI, LOC119769283|XP_038117179.1|CQUI, LOC119770807|XP_038122248.1|CQUI, LOC119770498|XP_038121422.1|CQUI, LOC119766706|XP_038107977.1|CQUI, LOC119769250|XP_038117113.1|CQUI	LOC119073834|XP_037035540.1|BCOP
OG0008243	LOC6045556|XP_038119016.1|CQUI	LOC119084712|XP_037050689.1|BCOP
OG0008246	LOC6038872|XP_001848571.2|CQUI	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC6044327|XP_001861857.2|CQUI	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC6038206|XP_038112962.1|CQUI	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC6044316|XP_001861848.2|CQUI	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC6046422|XP_038104270.1|CQUI	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC6049035|XP_001865860.2|CQUI	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC6040427|XP_001849820.2|CQUI	LOC119070326|XP_037030490.1|BCOP
OG0008273	LOC6043382|XP_001870960.2|CQUI	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC6034310|XP_001844644.1|CQUI	LOC119067576|XP_037026556.1|BCOP
OG0008276	LOC6038193|XP_038110757.1|CQUI	LOC119067757|XP_037026784.1|BCOP
OG0008277	LOC6045723|XP_038115643.1|CQUI	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC119765336|XP_038104925.1|CQUI	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC6053144|XP_038122823.1|CQUI	LOC119082228|XP_037047581.1|BCOP
OG0008280	LOC6053143|XP_001869285.2|CQUI	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC6051384|XP_038104826.1|CQUI	LOC119082635|XP_037048100.1|BCOP
OG0008283	LOC6051733|XP_038121434.1|CQUI	LOC119069528|XP_037029497.1|BCOP
OG0008285	LOC6044205|XP_038121845.1|CQUI	LOC119069574|XP_037029553.1|BCOP
OG0008288	LOC6044373|XP_001861893.2|CQUI	LOC119068323|XP_037027773.1|BCOP
OG0008290	LOC6037943|XP_038122892.1|CQUI	LOC119067610|XP_037026598.1|BCOP
OG0008291	LOC6037940|XP_001847792.2|CQUI	LOC119067820|XP_037026878.1|BCOP
OG0008292	LOC6038464|XP_001848261.2|CQUI	LOC119076490|XP_037039170.1|BCOP
OG0008297	LOC6031435|XP_001842240.1|CQUI	LOC119070055|XP_037030245.1|BCOP
OG0008298	LOC6031446|XP_001842250.2|CQUI	LOC119067333|XP_037026133.1|BCOP
OG0008300	LOC6031436|XP_038112814.1|CQUI	LOC119068835|XP_037028515.1|BCOP
OG0008301	LOC6044476|XP_038104223.1|CQUI	LOC119067853|XP_037026986.1|BCOP
OG0008302	LOC6043997|XP_001861576.2|CQUI	LOC119069511|XP_037029483.1|BCOP
OG0008305	LOC6034806|XP_001845078.2|CQUI	LOC119066348|XP_037024659.1|BCOP
OG0008306	LOC6049177|XP_038105606.1|CQUI	LOC119069231|XP_037029165.1|BCOP
OG0008307	LOC119765357|XP_038105003.1|CQUI	LOC119067431|XP_037026298.1|BCOP
OG0008308	LOC6046417|XP_038105419.1|CQUI	LOC119069956|XP_037030082.1|BCOP
OG0008309	LOC119765531|XP_038105499.1|CQUI	LOC119069274|XP_037029228.1|BCOP
OG0008310	LOC6035545|XP_001845703.1|CQUI	LOC119066478|XP_037024878.1|BCOP
OG0008311	LOC119765183|XP_038104472.1|CQUI	LOC119068741|XP_037028339.1|BCOP
OG0008312	LOC6032572|XP_038122986.1|CQUI	LOC119068458|XP_037027938.1|BCOP
OG0008313	LOC6032684|XP_038111162.1|CQUI	LOC119068063|XP_037027359.1|BCOP
OG0008319	LOC6040706|XP_001850060.2|CQUI	LOC119069798|XP_037029848.1|BCOP
OG0008320	LOC6040939|XP_001850267.2|CQUI	LOC119068570|XP_037028109.1|BCOP
OG0008322	LOC6033942|XP_038104002.1|CQUI	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP
OG0008323	LOC6040917|XP_038105035.1|CQUI	LOC119070508|XP_037030761.1|BCOP
OG0008324	LOC6040934|XP_001850262.2|CQUI	LOC119067189|XP_037025915.1|BCOP
OG0008325	LOC6035406|XP_038105843.1|CQUI	LOC119068562|XP_037028085.1|BCOP
OG0008327	LOC6048041|XP_038116359.1|CQUI	LOC119081555|XP_037046474.1|BCOP
OG0008328	LOC6043340|XP_001870939.1|CQUI	LOC119075915|XP_037038396.1|BCOP
OG0008329	LOC6047857|XP_038120997.1|CQUI	LOC119080609|XP_037044906.1|BCOP
OG0008330	LOC6030995|XP_001841848.2|CQUI	LOC119081787|XP_037046892.1|BCOP
OG0008332	LOC6037612|XP_038120445.1|CQUI	LOC119080768|XP_037045229.1|BCOP
OG0008333	LOC6037618|XP_001847508.2|CQUI	LOC119075217|XP_037037497.1|BCOP
OG0008334	LOC6037616|XP_038119071.1|CQUI	LOC119075216|XP_037037496.1|BCOP
OG0008335	LOC6042314|XP_038118988.1|CQUI	LOC119085587|XP_037051903.1|BCOP
OG0008336	LOC6051594|XP_038120689.1|CQUI	LOC119073749|XP_037035304.1|BCOP
OG0008337	LOC6041334|XP_038118641.1|CQUI	LOC119080936|XP_037045451.1|BCOP
OG0008338	LOC119770658|XP_038121885.1|CQUI	LOC119079345|XP_037043070.1|BCOP
OG0008341	LOC6040212|XP_001849658.1|CQUI	LOC119078140|XP_037041512.1|BCOP
OG0008342	LOC119769734|XP_038119149.1|CQUI	LOC119085489|XP_037051800.1|BCOP
OG0008344	LOC6050301|XP_001866933.2|CQUI	LOC119077307|XP_037040369.1|BCOP
OG0008345	LOC6046555|XP_038121015.1|CQUI	LOC119074314|XP_037036268.1|BCOP
OG0008346	LOC6051393|XP_038120652.1|CQUI	LOC119074036|XP_037035876.1|BCOP
OG0008347	LOC6051394|XP_001867840.1|CQUI	LOC119082661|XP_037048141.1|BCOP
OG0008350	LOC6034574|XP_001844871.2|CQUI	LOC119066261|XP_037024509.1|BCOP
OG0008351	LOC6040245|XP_038115934.1|CQUI	LOC119079850|XP_037043812.1|BCOP
OG0008352	LOC6042338|XP_001851466.2|CQUI	LOC119081067|XP_037045685.1|BCOP
OG0008354	LOC6054811|XP_001870994.1|CQUI	LOC119085317|XP_037051593.1|BCOP
OG0008355	LOC6030959|XP_038118958.1|CQUI	LOC119073486|XP_037034886.1|BCOP
OG0008357	LOC6051788|XP_038110713.1|CQUI	LOC119076007|XP_037038482.1|BCOP
OG0008361	LOC119766649|XP_038107696.1|CQUI	LOC119082409|XP_037047836.1|BCOP
OG0008362	LOC6052358|XP_001868647.2|CQUI	LOC119067571|XP_037026550.1|BCOP
OG0008364	LOC119767100|XP_038110666.1|CQUI	LOC119071285|XP_037032050.1|BCOP
OG0008365	LOC6041413|XP_038108206.1|CQUI	LOC119072045|XP_037033065.1|BCOP
OG0008366	LOC6046460|XP_001863653.2|CQUI	LOC119084907|XP_037050957.1|BCOP
OG0008367	LOC6051478|XP_038113152.1|CQUI	LOC119070837|XP_037031242.1|BCOP
OG0008369	LOC6031370|XP_001842181.2|CQUI	LOC119076540|XP_037039230.1|BCOP
OG0008370	LOC6037375|XP_001847296.2|CQUI	LOC119068252|XP_037027685.1|BCOP
OG0008371	LOC6043734|XP_001861354.2|CQUI	LOC119072824|XP_037034021.1|BCOP
OG0008372	LOC6044594|XP_001862085.1|CQUI	LOC119081792|XP_037046897.1|BCOP
OG0008373	LOC6031957|XP_038107885.1|CQUI	LOC119075606|XP_037037971.1|BCOP
OG0008374	LOC6043304|XP_038108453.1|CQUI	LOC119078669|XP_037042221.1|BCOP
OG0008375	LOC6050864|XP_001867389.2|CQUI	LOC119068457|XP_037027932.1|BCOP
OG0008376	LOC6036652|XP_038109154.1|CQUI	LOC119072552|XP_037033684.1|BCOP
OG0008377	LOC6033186|XP_038107653.1|CQUI	LOC119080007|XP_037044076.1|BCOP
OG0008378	LOC6054720|XP_038112420.1|CQUI	LOC119066354|XP_037024667.1|BCOP
OG0008380	LOC6052823|XP_038109155.1|CQUI	LOC119082275|XP_037047644.1|BCOP
OG0008383	LOC6044235|XP_001861773.1|CQUI	LOC119085858|XP_037052265.1|BCOP
OG0008385	LOC6031883|XP_038111812.1|CQUI	LOC119066437|XP_037024827.1|BCOP
OG0008386	LOC6039096|XP_038110571.1|CQUI	LOC119077067|XP_037040100.1|BCOP
OG0008388	LOC6034884|XP_001845152.1|CQUI	LOC119070886|XP_037031303.1|BCOP
OG0008389	LOC6033320|XP_038112407.1|CQUI	LOC119083120|XP_037048648.1|BCOP
OG0008391	LOC6047486|XP_001864536.1|CQUI	LOC119066338|XP_037024639.1|BCOP
OG0008393	LOC6046083|XP_038118446.1|CQUI	LOC119070875|XP_037031290.1|BCOP
OG0008394	LOC6045979|XP_001863254.2|CQUI	LOC119077933|XP_037041210.1|BCOP
OG0008395	LOC6044750|XP_001862213.2|CQUI	LOC119076825|XP_037039718.1|BCOP
OG0008396	LOC6044749|XP_038118758.1|CQUI	LOC119076823|XP_037039712.1|BCOP
OG0008398	LOC6046253|XP_038121261.1|CQUI	LOC119075797|XP_037038259.1|BCOP
OG0008402	LOC6039376|XP_001848991.1|CQUI	LOC119084357|XP_037050197.1|BCOP
OG0008403	LOC6041796|XP_001851013.2|CQUI	LOC119077926|XP_037041201.1|BCOP
OG0008405	LOC6042884|XP_001853684.2|CQUI	LOC119074969|XP_037037265.1|BCOP
OG0008406	LOC6038160|XP_038115492.1|CQUI	LOC119077920|XP_037041196.1|BCOP
OG0008407	LOC6049542|XP_001866274.2|CQUI	LOC119078023|XP_037041322.1|BCOP
OG0008408	LOC6049068|XP_038115931.1|CQUI	LOC119069283|XP_037029247.1|BCOP
OG0008409	LOC6050002|XP_038116173.1|CQUI	LOC119079454|XP_037043262.1|BCOP
OG0008411	LOC6050129|XP_038116713.1|CQUI	LOC119077873|XP_037041120.1|BCOP
OG0008412	LOC6046215|XP_038122246.1|CQUI	LOC119074351|XP_037036341.1|BCOP
OG0008413	LOC6043452|XP_038114906.1|CQUI	LOC119066476|XP_037024880.1|BCOP
OG0008415	LOC6032743|XP_038118368.1|CQUI	LOC119070079|XP_037030281.1|BCOP
OG0008416	LOC119769623|XP_038118715.1|CQUI	LOC119076414|XP_037039044.1|BCOP
OG0008417	LOC6034051|XP_038116322.1|CQUI	LOC119072245|XP_037033324.1|BCOP
OG0008418	LOC6049669|XP_038115213.1|CQUI	LOC119077855|XP_037041078.1|BCOP
OG0008419	LOC6049666|XP_038117386.1|CQUI	LOC119075799|XP_037038261.1|BCOP
OG0008420	LOC119770455|XP_038121330.1|CQUI	LOC119074328|XP_037036303.1|BCOP
OG0008421	LOC6047281|XP_038121339.1|CQUI	LOC119069791|XP_037029833.1|BCOP
OG0008422	LOC119769430|XP_038117757.1|CQUI	LOC119070443|XP_037030692.1|BCOP
OG0008426	LOC6046181|XP_038110055.1|CQUI	LOC119072061|XP_037033091.1|BCOP
OG0008427	LOC6031526|XP_038110019.1|CQUI	LOC119069901|XP_037030008.1|BCOP
OG0008428	LOC6031512|XP_001842302.2|CQUI	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP
OG0008429	LOC6031508|XP_001842298.1|CQUI	LOC119074234|XP_037036151.1|BCOP
OG0008430	LOC6031506|XP_001842296.1|CQUI	LOC119067093|XP_037025748.1|BCOP
OG0008431	LOC6051429|XP_038110751.1|CQUI	LOC119075287|XP_037037570.1|BCOP
OG0008432	LOC6034258|XP_038108460.1|CQUI	LOC119083144|XP_037048680.1|BCOP
OG0008433	LOC6043551|XP_038111566.1|CQUI	LOC119071725|XP_037032637.1|BCOP
OG0008434	LOC6040766|XP_038112128.1|CQUI	LOC119074950|XP_037037234.1|BCOP
OG0008435	LOC6042631|XP_001870693.2|CQUI	LOC119086064|XP_037052535.1|BCOP
OG0008436	LOC119766587|XP_038107330.1|CQUI	LOC119076170|XP_037038751.1|BCOP
OG0008437	LOC6042348|XP_001851480.2|CQUI, LOC6051608|XP_001868026.1|CQUI, LOC119767633|XP_038112544.1|CQUI	LOC119079644|XP_037043564.1|BCOP
OG0008437	LOC6032325|XP_038110335.1|CQUI	LOC119071578|XP_037032415.1|BCOP
OG0008440	LOC6051909|XP_001868266.2|CQUI	LOC119072034|XP_037033046.1|BCOP
OG0008443	LOC6034509|XP_038109763.1|CQUI	LOC119071915|XP_037032931.1|BCOP
OG0008444	LOC6040575|XP_038110676.1|CQUI	LOC119071523|XP_037032292.1|BCOP
OG0008445	LOC119767414|XP_038111889.1|CQUI	LOC119078018|XP_037041305.1|BCOP
OG0008446	LOC6049163|XP_038122964.1|CQUI	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP
OG0008447	LOC6047054|XP_001864162.1|CQUI	LOC119069142|XP_037028943.1|BCOP
OG0008448	LOC6044003|XP_038105728.1|CQUI	LOC119068081|XP_037027383.1|BCOP
OG0008449	LOC6047413|XP_001864474.2|CQUI	LOC119070354|XP_037030542.1|BCOP
OG0008450	LOC6045352|XP_038105929.1|CQUI	LOC119069646|XP_037029664.1|BCOP
OG0008451	LOC6050704|XP_038105386.1|CQUI	LOC119081302|XP_037045961.1|BCOP
OG0008452	LOC6034475|XP_038121004.1|CQUI	LOC119079342|XP_037043065.1|BCOP
OG0008453	LOC6038020|XP_001847866.2|CQUI	LOC119077441|XP_037040552.1|BCOP
OG0008456	LOC6039382|XP_038117968.1|CQUI	LOC119078964|XP_037042612.1|BCOP
OG0008457	LOC6045169|XP_001862568.2|CQUI	LOC119067677|XP_037026689.1|BCOP
OG0008458	LOC6050641|XP_001867204.2|CQUI	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP
OG0008460	LOC6041563|XP_001850808.2|CQUI	LOC119085964|XP_037052416.1|BCOP
OG0008465	LOC6043524|XP_038113799.1|CQUI	LOC119071596|XP_037032446.1|BCOP
OG0008466	LOC6035476|XP_038120208.1|CQUI	LOC119081819|XP_037046949.1|BCOP
OG0008469	LOC6040024|XP_001849499.2|CQUI	LOC119080774|XP_037045237.1|BCOP
OG0008473	LOC6037483|XP_038122186.1|CQUI	LOC119068771|XP_037028421.1|BCOP
OG0008474	LOC6037558|XP_038117510.1|CQUI	LOC119078037|XP_037041343.1|BCOP
OG0008480	LOC6049831|XP_038113227.1|CQUI	LOC119072774|XP_037033959.1|BCOP
OG0008528	LOC6054813|XP_001870995.1|CQUI	LOC119067480|XP_037026378.1|BCOP
OG0008529	LOC6054175|XP_038104745.1|CQUI	LOC119068884|XP_037028644.1|BCOP
OG0008530	LOC6052655|XP_038108115.1|CQUI	LOC119068885|XP_037028646.1|BCOP
OG0008532	LOC119771108|XP_038122430.1|CQUI	LOC119067305|XP_037026107.1|BCOP
OG0008534	LOC6053847|XP_038122438.1|CQUI	LOC119066994|XP_037025614.1|BCOP
OG0008536	LOC6034469|XP_038108293.1|CQUI	LOC119068144|XP_037027502.1|BCOP
OG0008537	LOC6034495|XP_038111255.1|CQUI	LOC119069856|XP_037029926.1|BCOP
OG0008539	LOC6039612|XP_001849186.2|CQUI	LOC119078294|XP_037041683.1|BCOP
OG0008539	LOC6051087|XP_001867566.2|CQUI	LOC119072509|XP_037033647.1|BCOP
OG0008545	LOC6051672|XP_038115051.1|CQUI	LOC119079989|XP_037044041.1|BCOP
OG0008547	LOC6048619|XP_001865518.1|CQUI	LOC119078781|XP_037042388.1|BCOP
OG0008549	LOC119769402|XP_038117522.1|CQUI	LOC119080083|XP_037044199.1|BCOP
OG0008551	LOC6034632|XP_038120126.1|CQUI	LOC119080649|XP_037044958.1|BCOP
OG0008552	LOC6048153|XP_038121469.1|CQUI	LOC119080162|XP_037044278.1|BCOP
OG0008553	LOC6053982|XP_038120622.1|CQUI	LOC119073402|XP_037034731.1|BCOP
OG0008556	LOC119767099|XP_038110663.1|CQUI	LOC119085212|XP_037051418.1|BCOP
OG0008559	LOC6052374|XP_038109401.1|CQUI, LOC119766932|XP_038109402.1|CQUI, LOC119766933|XP_038109403.1|CQUI	LOC119072889|XP_037034107.1|BCOP, LOC119072884|XP_037034091.1|BCOP, LOC119072882|XP_037034090.1|BCOP
OG0008560	LOC6031232|XP_038107830.1|CQUI	LOC119078487|XP_037041939.1|BCOP
OG0008561	LOC6042871|XP_001870852.2|CQUI	LOC119071638|XP_037032494.1|BCOP
OG0008562	LOC6043014|XP_038108763.1|CQUI	LOC119085229|XP_037051436.1|BCOP
OG0008563	LOC119767737|XP_038113025.1|CQUI	LOC119068240|XP_037027660.1|BCOP
OG0008564	LOC6045771|XP_038113608.1|CQUI	LOC119071461|XP_037032213.1|BCOP
OG0008566	LOC6042071|XP_001851225.2|CQUI	LOC119076261|XP_037038826.1|BCOP
OG0008567	LOC6036318|XP_001846382.2|CQUI	LOC119066790|XP_037025347.1|BCOP
OG0008568	LOC6033400|XP_001843855.2|CQUI, LOC6048707|XP_038115682.1|CQUI, LOC6048716|XP_001869458.2|CQUI, LOC6036874|XP_038114012.1|CQUI, LOC6036875|XP_001846856.2|CQUI	LOC119081627|XP_037046573.1|BCOP, LOC119073234|XP_037034443.1|BCOP, LOC119069206|XP_037029073.1|BCOP, LOC119070464|XP_037030714.1|BCOP
OG0008569	LOC6053058|XP_001869214.2|CQUI	LOC119083024|XP_037048559.1|BCOP
OG0008570	LOC6042225|XP_038121119.1|CQUI	LOC119075017|XP_037037319.1|BCOP
OG0008571	LOC6040344|XP_001849748.2|CQUI	LOC119084412|XP_037050275.1|BCOP
OG0008573	LOC6039779|XP_038118057.1|CQUI	LOC119077811|XP_037041017.1|BCOP
OG0008574	LOC6038146|XP_001847980.2|CQUI	LOC119084150|XP_037049892.1|BCOP
OG0008575	LOC6040300|XP_038117846.1|CQUI	LOC119074299|XP_037036213.1|BCOP
OG0008576	LOC6046875|XP_001863999.2|CQUI	LOC119068640|XP_037028209.1|BCOP
OG0008577	LOC6032568|XP_038115652.1|CQUI	LOC119070725|XP_037031087.1|BCOP
OG0008578	LOC6039509|XP_038114740.1|CQUI	LOC119080533|XP_037044840.1|BCOP
OG0008581	LOC6041862|XP_001851065.1|CQUI	LOC119069736|XP_037029770.1|BCOP
OG0008582	LOC119770747|XP_038122125.1|CQUI	LOC119074296|XP_037036207.1|BCOP
OG0008585	LOC6047913|XP_038119430.1|CQUI	LOC119070478|XP_037030731.1|BCOP
OG0008586	LOC6045586|XP_038113480.1|CQUI	LOC119070401|XP_037030624.1|BCOP
OG0008588	LOC6039157|XP_001848813.2|CQUI	LOC119075704|XP_037038123.1|BCOP
OG0008589	LOC6033764|XP_001844175.2|CQUI	LOC119084038|XP_037049765.1|BCOP
OG0008590	LOC6032288|XP_038113368.1|CQUI	LOC119072204|XP_037033267.1|BCOP
OG0008591	LOC6044269|XP_038112338.1|CQUI	LOC119080765|XP_037045223.1|BCOP
OG0008591	LOC119769185|XP_038117021.1|CQUI, LOC119768970|XP_038116743.1|CQUI	LOC119078034|XP_037041340.1|BCOP
OG0008592	LOC6054437|XP_038113360.1|CQUI	LOC119066886|XP_037025470.1|BCOP
OG0008599	LOC6041491|XP_038112228.1|CQUI	LOC119078847|XP_037042451.1|BCOP
OG0008608	LOC6045834|XP_038113201.1|CQUI	LOC119076166|XP_037038746.1|BCOP
OG0008680	LOC6036882|XP_038105428.1|CQUI	LOC119068823|XP_037028490.1|BCOP
OG0008684	LOC119765619|XP_038105815.1|CQUI	LOC119081319|XP_037046002.1|BCOP
OG0008687	LOC6030976|XP_001841830.1|CQUI	LOC119080146|XP_037044258.1|BCOP
OG0008690	LOC6041500|XP_038111145.1|CQUI	LOC119081734|XP_037046798.1|BCOP, LOC119079275|XP_037042956.1|BCOP
OG0008696	LOC6039387|XP_038121844.1|CQUI	LOC119068875|XP_037028655.1|BCOP
OG0008697	LOC6035820|XP_038115170.1|CQUI	LOC119068543|XP_037028062.1|BCOP
OG0008698	LOC6052410|XP_001868688.2|CQUI	LOC119070053|XP_037030243.1|BCOP
OG0008699	LOC6036899|XP_001846875.2|CQUI	LOC119071918|XP_037032936.1|BCOP
OG0008701	LOC6047092|XP_038111925.1|CQUI	LOC119072650|XP_037033799.1|BCOP
OG0008708	LOC6037467|XP_001847382.1|CQUI	LOC119068786|XP_037028441.1|BCOP
OG0008718	LOC6048274|XP_001865218.1|CQUI	LOC119079552|XP_037043434.1|BCOP
OG0008721	LOC6054736|XP_038122413.1|CQUI	LOC119067402|XP_037026244.1|BCOP
OG0008804	LOC6033775|XP_001844181.2|CQUI	LOC119084057|XP_037049789.1|BCOP, LOC119066730|XP_037025246.1|BCOP, LOC119066729|XP_037025244.1|BCOP, LOC119071952|XP_037032976.1|BCOP, LOC119066731|XP_037025247.1|BCOP, LOC119071949|XP_037032973.1|BCOP, LOC119084058|XP_037049790.1|BCOP
OG0008805	LOC6045261|XP_038105490.1|CQUI	LOC119083656|XP_037049331.1|BCOP
OG0008814	LOC6043929|XP_001861512.1|CQUI	LOC119079907|XP_037043892.1|BCOP
OG0008818	LOC119770686|XP_038121946.1|CQUI, LOC119770685|XP_038121942.1|CQUI, LOC119769251|XP_038117115.1|CQUI, LOC6049588|XP_038117114.1|CQUI, LOC6053343|XP_001869450.2|CQUI	LOC119077661|XP_037040778.1|BCOP, LOC119078868|XP_037042478.1|BCOP
OG0008821	LOC6044536|XP_001862040.2|CQUI	LOC119075758|XP_037038194.1|BCOP
OG0008823	LOC6039751|XP_001849300.1|CQUI	LOC119075901|XP_037038372.1|BCOP, LOC119073787|XP_037035410.1|BCOP
OG0008827	LOC6031458|XP_038113172.1|CQUI, LOC6031456|XP_038114155.1|CQUI	LOC119072837|XP_037034040.1|BCOP, LOC119084365|XP_037050208.1|BCOP
OG0008834	LOC6046412|XP_001863627.2|CQUI	LOC119069951|XP_037030074.1|BCOP
OG0008855	LOC6035915|XP_038113984.1|CQUI	LOC119069845|XP_037029913.1|BCOP
OG0008982	LOC6050187|XP_038109971.1|CQUI, LOC6034768|XP_038105086.1|CQUI	LOC119073034|XP_037034246.1|BCOP
OG0008983	LOC6048039|XP_038116606.1|CQUI	LOC119081562|XP_037046487.1|BCOP
OG0008984	LOC119766680|XP_038107827.1|CQUI, LOC119768816|XP_038116061.1|CQUI, LOC119768815|XP_038116057.1|CQUI	LOC119076506|XP_037039183.1|BCOP
OG0008986	LOC6032964|XP_001843480.2|CQUI	LOC119078731|XP_037042309.1|BCOP
OG0008987	LOC6031249|XP_038108151.1|CQUI	LOC119085922|XP_037052370.1|BCOP
OG0008991	LOC6054183|XP_038121407.1|CQUI	LOC119083044|XP_037048561.1|BCOP
