Orthogroup	CQUI.longest_only	DALB.longest_only
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC117567899|XP_034104103.1|DALB
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC117576368|XP_034116947.1|DALB
OG0006256	LOC6051121|XP_001867605.1|CQUI	LOC117572711|XP_034111663.1|DALB
OG0006257	LOC6051126|XP_001867610.2|CQUI	LOC117578110|XP_034119184.1|DALB
OG0006258	LOC6051129|XP_038104346.1|CQUI	LOC117570514|XP_034108108.1|DALB
OG0006259	LOC6038195|XP_001848025.2|CQUI	LOC117573771|XP_034113061.1|DALB
OG0006260	LOC6045728|XP_001863036.1|CQUI	LOC117578095|XP_034119153.1|DALB
OG0006261	LOC6045726|XP_001863034.1|CQUI	LOC117563834|XP_034098254.1|DALB
OG0006262	LOC6045721|XP_001863030.2|CQUI	LOC117568576|XP_034105200.1|DALB
OG0006263	LOC6045720|XP_001863029.1|CQUI	LOC117569142|XP_034106067.1|DALB
OG0006264	LOC6045718|XP_001863027.2|CQUI	LOC117564606|XP_034099356.1|DALB
OG0006265	LOC6045716|XP_001863025.2|CQUI	LOC117571781|XP_034110029.1|DALB
OG0006266	LOC6045722|XP_001863024.2|CQUI	LOC117577895|XP_034118769.1|DALB
OG0006267	LOC6048469|XP_038108000.1|CQUI	LOC117578092|XP_034119150.1|DALB
OG0006268	LOC6044349|XP_001861844.1|CQUI	LOC117572495|XP_034111236.1|DALB
OG0006269	LOC6032068|XP_001842734.2|CQUI	LOC117576446|XP_034117100.1|DALB
OG0006270	LOC6044404|XP_038115610.1|CQUI	LOC117567783|XP_034103887.1|DALB
OG0006271	LOC6052274|XP_001868566.2|CQUI	LOC117574327|XP_034114028.1|DALB
OG0006272	LOC6045735|XP_038105475.1|CQUI	LOC117576506|XP_034117200.1|DALB
OG0006273	LOC6044377|XP_001861898.1|CQUI	LOC117568966|XP_034105815.1|DALB
OG0006274	LOC6047715|XP_038122991.1|CQUI	LOC117577854|XP_034118691.1|DALB
OG0006275	LOC6052107|XP_001868431.2|CQUI	LOC117570983|XP_034108824.1|DALB
OG0006276	LOC6037340|XP_001847264.2|CQUI	LOC117569371|XP_034106393.1|DALB
OG0006277	LOC6050823|XP_038122822.1|CQUI	LOC117569166|XP_034106122.1|DALB
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC117570672|XP_034108364.1|DALB
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC117577684|XP_034118470.1|DALB
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC117578186|XP_034119390.1|DALB
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC117578187|XP_034119395.1|DALB
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC117566976|XP_034102532.1|DALB
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC117575175|XP_034115177.1|DALB
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC117567811|XP_034103937.1|DALB
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC117576110|XP_034116559.1|DALB
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC117575841|XP_034116141.1|DALB
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC117570249|XP_034107653.1|DALB
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC117576107|XP_034116556.1|DALB
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC117574716|XP_034114529.1|DALB
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC117577952|XP_034118880.1|DALB
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC117563325|XP_034097479.1|DALB
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC117570189|XP_034107569.1|DALB
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC117572753|XP_034111728.1|DALB
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC117563954|XP_034098422.1|DALB
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC117568564|XP_034105222.1|DALB
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC117567209|XP_034102932.1|DALB
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC117576310|XP_034116859.1|DALB
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC117563992|XP_034098475.1|DALB
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC117566867|XP_034102360.1|DALB, LOC117574245|XP_034113868.1|DALB
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC117578148|XP_034119256.1|DALB
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC117577971|XP_034118943.1|DALB
OG0006302	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI	LOC117567325|XP_034103127.1|DALB
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC117567761|XP_034103843.1|DALB
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC117573386|XP_034112474.1|DALB
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC117573393|XP_034112484.1|DALB
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC117573072|XP_034111840.1|DALB
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC117576377|XP_034116966.1|DALB
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC117567289|XP_034103055.1|DALB
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC117565347|XP_034100297.1|DALB
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC117576500|XP_034117170.1|DALB
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC117565709|XP_034100848.1|DALB
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC117577571|XP_034118298.1|DALB
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC117577768|XP_034118570.1|DALB
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC117574607|XP_034114384.1|DALB
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC117572526|XP_034111276.1|DALB
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC117577593|XP_034118331.1|DALB
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC117563756|XP_034098140.1|DALB
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC117569210|XP_034106173.1|DALB
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC117577852|XP_034118686.1|DALB
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC117577620|XP_034118365.1|DALB
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC117578244|XP_034119554.1|DALB
OG0006323	LOC6053771|XP_038105587.1|CQUI	LOC117577809|XP_034118631.1|DALB
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC117576362|XP_034116985.1|DALB
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC117572805|XP_034111797.1|DALB
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC117573513|XP_034112632.1|DALB
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC117570989|XP_034109219.1|DALB
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC117576523|XP_034117233.1|DALB
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC117567549|XP_034103502.1|DALB
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC117567119|XP_034102819.1|DALB
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC117563891|XP_034098346.1|DALB
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC117568630|XP_034105350.1|DALB
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC117573295|XP_034112291.1|DALB
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC117566399|XP_034101803.1|DALB
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC117575224|XP_034115242.1|DALB
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC117575879|XP_034116212.1|DALB
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC117578122|XP_034119200.1|DALB
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC117577905|XP_034118793.1|DALB
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC117577901|XP_034118782.1|DALB
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC117577900|XP_034118781.1|DALB
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC117572138|XP_034110672.1|DALB
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC117573383|XP_034112461.1|DALB
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC117576126|XP_034116576.1|DALB
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC117576575|XP_034117336.1|DALB
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC117567462|XP_034103370.1|DALB
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC117577898|XP_034118772.1|DALB, LOC117577897|XP_034118771.1|DALB
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC117575134|XP_034115129.1|DALB
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC117577685|XP_034118477.1|DALB
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC117570729|XP_034108442.1|DALB
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC117574855|XP_034114758.1|DALB
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC117572237|XP_034110813.1|DALB
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC117566316|XP_034101702.1|DALB
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC117568507|XP_034105097.1|DALB
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC117572502|XP_034111244.1|DALB
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC117575684|XP_034115881.1|DALB
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC117563757|XP_034098155.1|DALB
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC117575995|XP_034116385.1|DALB
OG0006362	LOC6053338|XP_038108345.1|CQUI	LOC117578035|XP_034119043.1|DALB
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC117563784|XP_034098197.1|DALB
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC117563403|XP_034097627.1|DALB
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC117578027|XP_034119017.1|DALB
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC117577093|XP_034118089.1|DALB
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC117577813|XP_034118635.1|DALB
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC117575043|XP_034115015.1|DALB
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC117576655|XP_034117499.1|DALB
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC117576147|XP_034116605.1|DALB
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC117576686|XP_034117576.1|DALB
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC117577801|XP_034118620.1|DALB
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC117564240|XP_034098827.1|DALB
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC117578181|XP_034119385.1|DALB
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC117575397|XP_034115468.1|DALB
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC117571413|XP_034109445.1|DALB
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC117577615|XP_034118357.1|DALB
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC117565312|XP_034100280.1|DALB
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC117569896|XP_034107132.1|DALB
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC117577634|XP_034118393.1|DALB
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC117574081|XP_034113609.1|DALB
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC117574132|XP_034113686.1|DALB
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC117575220|XP_034115237.1|DALB
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC117576485|XP_034117150.1|DALB
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC117568617|XP_034105284.1|DALB
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC117565795|XP_034100969.1|DALB
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC117574185|XP_034113768.1|DALB
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC117576448|XP_034117104.1|DALB
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC117577862|XP_034118701.1|DALB
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC117576346|XP_034116918.1|DALB
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC117577655|XP_034118433.1|DALB
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC117573287|XP_034112284.1|DALB
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC117573280|XP_034112262.1|DALB
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC117571052|XP_034108911.1|DALB
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC117574078|XP_034113603.1|DALB
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC117576925|XP_034117959.1|DALB
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC117575716|XP_034115944.1|DALB
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC117569968|XP_034107236.1|DALB
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC117573812|XP_034113120.1|DALB
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC117571297|XP_034109300.1|DALB
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC117573210|XP_034112106.1|DALB
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC117577765|XP_034118571.1|DALB
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC117577573|XP_034118301.1|DALB
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC117569320|XP_034106339.1|DALB, LOC117564223|XP_034098804.1|DALB
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC117575007|XP_034114975.1|DALB
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC117575386|XP_034115451.1|DALB
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC117574559|XP_034114322.1|DALB
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC117563940|XP_034098443.1|DALB
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC117571534|XP_034109618.1|DALB
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC117578312|XP_034119652.1|DALB
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC117574224|XP_034113821.1|DALB
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC117573643|XP_034112849.1|DALB
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC117564495|XP_034099200.1|DALB
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC117563412|XP_034097636.1|DALB
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC117576230|XP_034116738.1|DALB
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC117576231|XP_034116739.1|DALB
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC117576229|XP_034116734.1|DALB
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC117576228|XP_034116733.1|DALB
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC117573895|XP_034113291.1|DALB, LOC117573894|XP_034113284.1|DALB
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC117576630|XP_034117446.1|DALB
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC117571150|XP_034109046.1|DALB
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC117575818|XP_034116106.1|DALB
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC117576723|XP_034117633.1|DALB
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC117565259|XP_034100170.1|DALB
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC117574004|XP_034113465.1|DALB
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC117571044|XP_034108902.1|DALB
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC117575077|XP_034115171.1|DALB
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC117565763|XP_034100921.1|DALB
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC117574859|XP_034114765.1|DALB
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC117574860|XP_034114766.1|DALB
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC117573630|XP_034112823.1|DALB
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC117575665|XP_034115842.1|DALB
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC117575091|XP_034115083.1|DALB
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC117575296|XP_034115337.1|DALB
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC117575362|XP_034115421.1|DALB
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC117575058|XP_034115030.1|DALB
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC117575577|XP_034115732.1|DALB
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC117574188|XP_034113772.1|DALB
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC117575957|XP_034116327.1|DALB
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC117563993|XP_034098473.1|DALB
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC117577938|XP_034118834.1|DALB
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC117564377|XP_034098988.1|DALB
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC117570340|XP_034107786.1|DALB
OG0006455	LOC119768510|XP_038114495.1|CQUI	LOC117576436|XP_034117078.1|DALB
OG0006456	LOC6035573|XP_001845728.1|CQUI	LOC117574532|XP_034114285.1|DALB
OG0006457	LOC6035550|XP_001845708.2|CQUI	LOC117573767|XP_034113053.1|DALB
OG0006458	LOC6035551|XP_038106162.1|CQUI	LOC117565247|XP_034100149.1|DALB
OG0006460	LOC6044849|XP_001862294.2|CQUI	LOC117574166|XP_034113746.1|DALB
OG0006461	LOC6045194|XP_001862589.1|CQUI	LOC117574954|XP_034114902.1|DALB
OG0006462	LOC6045197|XP_001862592.2|CQUI	LOC117575633|XP_034115804.1|DALB
OG0006463	LOC6045203|XP_038118052.1|CQUI	LOC117576349|XP_034116925.1|DALB
OG0006464	LOC119765386|XP_038105081.1|CQUI	LOC117570491|XP_034108073.1|DALB
OG0006465	LOC6047843|XP_038104072.1|CQUI	LOC117578055|XP_034119077.1|DALB
OG0006466	LOC6047845|XP_001864847.2|CQUI	LOC117577623|XP_034118380.1|DALB
OG0006467	LOC6032712|XP_038111125.1|CQUI	LOC117575331|XP_034115379.1|DALB
OG0006468	LOC6036799|XP_001846793.2|CQUI	LOC117576977|XP_034118047.1|DALB
OG0006469	LOC6035080|XP_038104679.1|CQUI	LOC117573966|XP_034113400.1|DALB
OG0006470	LOC6048396|XP_038104152.1|CQUI	LOC117566803|XP_034102241.1|DALB
OG0006471	LOC6032701|XP_001843257.2|CQUI	LOC117576514|XP_034117214.1|DALB
OG0006472	LOC6032697|XP_001843255.1|CQUI	LOC117576513|XP_034117213.1|DALB
OG0006473	LOC6032690|XP_038105769.1|CQUI	LOC117569212|XP_034106176.1|DALB
OG0006474	LOC6032689|XP_038105773.1|CQUI	LOC117572727|XP_034111689.1|DALB
OG0006475	LOC6032686|XP_001843246.1|CQUI	LOC117573370|XP_034112389.1|DALB
OG0006476	LOC6032679|XP_001843239.2|CQUI	LOC117574090|XP_034113621.1|DALB
OG0006477	LOC6032673|XP_038104545.1|CQUI	LOC117574649|XP_034114447.1|DALB
OG0006478	LOC6039165|XP_038108612.1|CQUI	LOC117574010|XP_034113483.1|DALB
OG0006479	LOC6039164|XP_038105278.1|CQUI	LOC117574008|XP_034113475.1|DALB
OG0006480	LOC6039159|XP_001848814.2|CQUI	LOC117572372|XP_034111030.1|DALB
OG0006482	LOC6040888|XP_038104492.1|CQUI	LOC117573823|XP_034113141.1|DALB
OG0006483	LOC6036786|XP_038115876.1|CQUI	LOC117574133|XP_034113688.1|DALB
OG0006484	LOC6036782|XP_001846778.2|CQUI	LOC117575832|XP_034116128.1|DALB
OG0006485	LOC6042431|XP_001851547.2|CQUI	LOC117576814|XP_034117775.1|DALB
OG0006486	LOC6047624|XP_038104845.1|CQUI	LOC117576085|XP_034116524.1|DALB
OG0006487	LOC6048420|XP_001865343.2|CQUI	LOC117576773|XP_034117715.1|DALB
OG0006488	LOC6031558|XP_001842342.2|CQUI	LOC117570026|XP_034107337.1|DALB
OG0006489	LOC6048414|XP_038117724.1|CQUI	LOC117576629|XP_034117445.1|DALB
OG0006490	LOC6032645|XP_038110449.1|CQUI	LOC117574097|XP_034113629.1|DALB
OG0006492	LOC6046541|XP_038104119.1|CQUI	LOC117575120|XP_034115110.1|DALB
OG0006493	LOC6035399|XP_038104695.1|CQUI	LOC117565134|XP_034099999.1|DALB
OG0006494	LOC6035401|XP_038107661.1|CQUI	LOC117578068|XP_034119099.1|DALB
OG0006495	LOC6040937|XP_038122503.1|CQUI	LOC117570648|XP_034108349.1|DALB
OG0006496	LOC6031656|XP_038109396.1|CQUI	LOC117576511|XP_034117211.1|DALB
OG0006497	LOC6033687|XP_038105943.1|CQUI	LOC117574753|XP_034114585.1|DALB
OG0006498	LOC6033686|XP_038123012.1|CQUI	LOC117575259|XP_034115285.1|DALB
OG0006499	LOC6033674|XP_038105780.1|CQUI	LOC117573699|XP_034112952.1|DALB
OG0006500	LOC6033671|XP_001844097.2|CQUI	LOC117564534|XP_034099246.1|DALB
OG0006501	LOC6033672|XP_038116139.1|CQUI	LOC117576696|XP_034117583.1|DALB
OG0006502	LOC6054158|XP_038104785.1|CQUI	LOC117576035|XP_034116449.1|DALB
OG0006503	LOC6051327|XP_001867790.1|CQUI	LOC117574949|XP_034114893.1|DALB
OG0006504	LOC6051328|XP_038105924.1|CQUI	LOC117575524|XP_034115661.1|DALB
OG0006505	LOC6041356|XP_038107042.1|CQUI	LOC117575256|XP_034115283.1|DALB
OG0006506	LOC6035502|XP_038112084.1|CQUI	LOC117567672|XP_034103683.1|DALB
OG0006507	LOC6039671|XP_038103987.1|CQUI	LOC117575385|XP_034115450.1|DALB
OG0006508	LOC6039678|XP_038105184.1|CQUI	LOC117575383|XP_034115448.1|DALB
OG0006509	LOC6037403|XP_001847320.2|CQUI	LOC117577872|XP_034118721.1|DALB
OG0006510	LOC6033700|XP_038105613.1|CQUI	LOC117573462|XP_034112576.1|DALB
OG0006511	LOC6033716|XP_038104528.1|CQUI	LOC117574040|XP_034113531.1|DALB
OG0006513	LOC6038058|XP_038104615.1|CQUI	LOC117573952|XP_034113373.1|DALB
OG0006514	LOC6038061|XP_001847904.1|CQUI	LOC117574511|XP_034114261.1|DALB
OG0006515	LOC6040676|XP_038115506.1|CQUI	LOC117576429|XP_034117066.1|DALB
OG0006516	LOC6037325|XP_001847250.2|CQUI	LOC117576217|XP_034116714.1|DALB
OG0006517	LOC6037326|XP_001847251.2|CQUI	LOC117574301|XP_034113998.1|DALB
OG0006518	LOC6037328|XP_038108932.1|CQUI	LOC117574290|XP_034113941.1|DALB
OG0006519	LOC6037331|XP_001847255.2|CQUI	LOC117574305|XP_034114004.1|DALB
OG0006520	LOC6035343|XP_001845554.1|CQUI	LOC117573587|XP_034112770.1|DALB
OG0006521	LOC6031660|XP_001842406.2|CQUI	LOC117575923|XP_034116272.1|DALB
OG0006522	LOC6037469|XP_038114489.1|CQUI	LOC117576589|XP_034117367.1|DALB
OG0006523	LOC6037470|XP_001847380.1|CQUI	LOC117575478|XP_034115602.1|DALB
OG0006524	LOC6032187|XP_038122641.1|CQUI	LOC117563302|XP_034097435.1|DALB
OG0006525	LOC6032196|XP_038105137.1|CQUI	LOC117578314|XP_034119659.1|DALB
OG0006526	LOC6042439|XP_001851557.2|CQUI	LOC117573449|XP_034112561.1|DALB
OG0006527	LOC6042440|XP_001851558.2|CQUI	LOC117575776|XP_034116034.1|DALB
OG0006528	LOC6042443|XP_001851560.2|CQUI	LOC117575263|XP_034115290.1|DALB
OG0006529	LOC119765195|XP_038104517.1|CQUI	LOC117573447|XP_034112559.1|DALB
OG0006530	LOC6040251|XP_038105670.1|CQUI	LOC117573446|XP_034112558.1|DALB
OG0006531	LOC6040255|XP_001849693.2|CQUI	LOC117576249|XP_034116765.1|DALB
OG0006532	LOC6039067|XP_001848745.2|CQUI	LOC117576351|XP_034116926.1|DALB
OG0006533	LOC6039086|XP_001848757.2|CQUI	LOC117571209|XP_034109146.1|DALB
OG0006536	LOC6040881|XP_038113052.1|CQUI	LOC117574750|XP_034114582.1|DALB
OG0006538	LOC6033016|XP_038106303.1|CQUI	LOC117574260|XP_034113881.1|DALB
OG0006539	LOC6032988|XP_001843499.2|CQUI	LOC117576347|XP_034116922.1|DALB
OG0006540	LOC6033726|XP_038104755.1|CQUI	LOC117573708|XP_034112968.1|DALB
OG0006541	LOC6039905|XP_001849403.1|CQUI	LOC117573653|XP_034112867.1|DALB
OG0006542	LOC6039906|XP_001849404.2|CQUI	LOC117573654|XP_034112868.1|DALB
OG0006545	LOC6038041|XP_001847885.1|CQUI	LOC117567814|XP_034103984.1|DALB
OG0006546	LOC6038043|XP_038105842.1|CQUI	LOC117576973|XP_034118041.1|DALB
OG0006547	LOC6042394|XP_038108420.1|CQUI	LOC117574287|XP_034113931.1|DALB
OG0006548	LOC6040941|XP_001850269.2|CQUI	LOC117574772|XP_034114611.1|DALB
OG0006551	LOC6032041|XP_038122808.1|CQUI	LOC117571259|XP_034109215.1|DALB
OG0006552	LOC6032043|XP_001842709.2|CQUI	LOC117564517|XP_034099231.1|DALB
OG0006554	LOC6032074|XP_038115674.1|CQUI	LOC117576579|XP_034117344.1|DALB
OG0006555	LOC119765670|XP_038105987.1|CQUI	LOC117576661|XP_034117508.1|DALB
OG0006556	LOC6032087|XP_038105140.1|CQUI	LOC117575916|XP_034116261.1|DALB
OG0006557	LOC6033172|XP_038114436.1|CQUI	LOC117574261|XP_034113887.1|DALB
OG0006558	LOC6035197|XP_038111508.1|CQUI	LOC117574269|XP_034113901.1|DALB
OG0006559	LOC6035199|XP_038114547.1|CQUI	LOC117575636|XP_034115807.1|DALB
OG0006560	LOC6035204|XP_001845433.2|CQUI	LOC117573584|XP_034112763.1|DALB
OG0006561	LOC6035205|XP_001845434.2|CQUI	LOC117573583|XP_034112761.1|DALB
OG0006567	LOC6040905|XP_001850233.2|CQUI	LOC117575956|XP_034116326.1|DALB
OG0006568	LOC6040906|XP_001850234.2|CQUI	LOC117573746|XP_034113017.1|DALB
OG0006569	LOC6040907|XP_038105298.1|CQUI	LOC117570094|XP_034107437.1|DALB
OG0006570	LOC6040909|XP_038122837.1|CQUI	LOC117574323|XP_034114025.1|DALB
OG0006571	LOC6040915|XP_001850243.1|CQUI	LOC117573402|XP_034112495.1|DALB
OG0006572	LOC6040931|XP_001850259.2|CQUI	LOC117574101|XP_034113632.1|DALB
OG0006573	LOC6040933|XP_001850261.1|CQUI	LOC117575316|XP_034115361.1|DALB
OG0006574	LOC6035402|XP_038114426.1|CQUI	LOC117574697|XP_034114501.1|DALB
OG0006575	LOC6037343|XP_001847267.1|CQUI	LOC117575980|XP_034116355.1|DALB
OG0006580	LOC6033963|XP_001844351.1|CQUI	LOC117575105|XP_034115098.1|DALB
OG0006581	LOC6033968|XP_038104320.1|CQUI	LOC117576934|XP_034117969.1|DALB
OG0006582	LOC6033972|XP_038104680.1|CQUI	LOC117576855|XP_034117839.1|DALB
OG0006583	LOC6033975|XP_038112416.1|CQUI	LOC117576026|XP_034116426.1|DALB
