Orthogroup	CQUI.longest_only	DNOV.longest_only
OG0006601	LOC6032829|XP_001843367.1|CQUI	LOC115771133|XP_030572561.1|DNOV
OG0006602	LOC6032831|XP_001843368.2|CQUI	LOC115771134|XP_030572563.1|DNOV
OG0006603	LOC6032832|XP_038119769.1|CQUI	LOC115771123|XP_030572547.1|DNOV
OG0006604	LOC6032835|XP_001843372.2|CQUI	LOC115769879|XP_030570743.1|DNOV
OG0006605	LOC6032839|XP_038119245.1|CQUI	LOC115767619|XP_030567779.1|DNOV
OG0006606	LOC6032845|XP_038120209.1|CQUI	LOC115769460|XP_030570133.1|DNOV
OG0006607	LOC6032846|XP_038120210.1|CQUI	LOC115769703|XP_030570490.1|DNOV
OG0006608	LOC6032860|XP_001843385.1|CQUI	LOC115767935|XP_030568168.1|DNOV
OG0006609	LOC6032900|XP_038116291.1|CQUI	LOC115759615|XP_030556454.1|DNOV
OG0006610	LOC6032908|XP_038114526.1|CQUI	LOC115769592|XP_030570334.1|DNOV
OG0006611	LOC6032911|XP_038116284.1|CQUI	LOC115769852|XP_030570691.1|DNOV
OG0006612	LOC6032913|XP_001843437.2|CQUI	LOC115769627|XP_030570395.1|DNOV
OG0006613	LOC6049338|XP_038119131.1|CQUI	LOC115769734|XP_030570529.1|DNOV
OG0006614	LOC6049340|XP_038117963.1|CQUI	LOC115769854|XP_030570700.1|DNOV
OG0006615	LOC6031073|XP_038119046.1|CQUI	LOC115769410|XP_030570076.1|DNOV
OG0006616	LOC6031070|XP_038122390.1|CQUI	LOC115771269|XP_030572744.1|DNOV
OG0006617	LOC6031075|XP_001841926.2|CQUI	LOC115771064|XP_030572476.1|DNOV
OG0006618	LOC6031094|XP_038120256.1|CQUI	LOC115769758|XP_030570572.1|DNOV
OG0006619	LOC6054042|XP_038116192.1|CQUI	LOC115769967|XP_030570879.1|DNOV
OG0006620	LOC6054046|XP_038119442.1|CQUI	LOC115769949|XP_030570854.1|DNOV
OG0006621	LOC6053563|XP_038116160.1|CQUI	LOC115762635|XP_030560799.1|DNOV
OG0006622	LOC6038682|XP_001848437.1|CQUI	LOC115769524|XP_030570224.1|DNOV
OG0006623	LOC6038685|XP_001848438.1|CQUI	LOC115769946|XP_030570851.1|DNOV
OG0006624	LOC6042801|XP_001870804.1|CQUI	LOC115757892|XP_030554238.1|DNOV
OG0006625	LOC6042805|XP_038118695.1|CQUI	LOC115758301|XP_030554764.1|DNOV
OG0006626	LOC6042807|XP_001870806.1|CQUI	LOC115760616|XP_030557925.1|DNOV
OG0006627	LOC6042812|XP_001870810.1|CQUI	LOC115760636|XP_030557956.1|DNOV
OG0006628	LOC6042813|XP_038114854.1|CQUI	LOC115759759|XP_030556675.1|DNOV
OG0006629	LOC6047864|XP_038115147.1|CQUI	LOC115765500|XP_030565008.1|DNOV
OG0006630	LOC6048061|XP_038120956.1|CQUI	LOC115762445|XP_030560509.1|DNOV
OG0006631	LOC6041055|XP_001850366.1|CQUI	LOC115770535|XP_030571702.1|DNOV
OG0006632	LOC6041049|XP_001850360.2|CQUI	LOC115760503|XP_030557722.1|DNOV
OG0006633	LOC6041046|XP_038118777.1|CQUI	LOC115762816|XP_030561039.1|DNOV
OG0006634	LOC6041037|XP_001850348.2|CQUI	LOC115765851|XP_030565438.1|DNOV
OG0006635	LOC6041035|XP_038120749.1|CQUI	LOC115758488|XP_030555027.1|DNOV
OG0006636	LOC6031118|XP_038119744.1|CQUI	LOC115766845|XP_030566754.1|DNOV
OG0006637	LOC6031124|XP_001841968.2|CQUI	LOC115769892|XP_030570769.1|DNOV
OG0006638	LOC6031142|XP_001841985.1|CQUI	LOC115759456|XP_030556252.1|DNOV
OG0006639	LOC6031149|XP_038117683.1|CQUI	LOC115764876|XP_030564017.1|DNOV
OG0006640	LOC6030967|XP_038121634.1|CQUI	LOC115760651|XP_030557976.1|DNOV
OG0006641	LOC6030964|XP_038115430.1|CQUI	LOC115760972|XP_030558433.1|DNOV
OG0006642	LOC6030971|XP_038115394.1|CQUI	LOC115760610|XP_030557916.1|DNOV
OG0006643	LOC6030969|XP_001841820.1|CQUI	LOC115761734|XP_030559482.1|DNOV
OG0006644	LOC6050938|XP_001867452.2|CQUI	LOC115767175|XP_030567228.1|DNOV
OG0006645	LOC6043934|XP_038121710.1|CQUI	LOC115769261|XP_030569831.1|DNOV
OG0006646	LOC6043933|XP_038118699.1|CQUI	LOC115762410|XP_030560458.1|DNOV
OG0006647	LOC6041015|XP_038117569.1|CQUI	LOC115763683|XP_030562224.1|DNOV
OG0006648	LOC119770424|XP_038121222.1|CQUI	LOC115767654|XP_030567800.1|DNOV
OG0006649	LOC6053035|XP_038115035.1|CQUI	LOC115761106|XP_030558594.1|DNOV
OG0006650	LOC6051597|XP_038121932.1|CQUI	LOC115762564|XP_030560744.1|DNOV
OG0006651	LOC6040647|XP_038118734.1|CQUI	LOC115762668|XP_030560841.1|DNOV
OG0006652	LOC6043376|XP_001858629.2|CQUI	LOC115770136|XP_030571139.1|DNOV
OG0006653	LOC6039565|XP_038120864.1|CQUI	LOC115768097|XP_030568446.1|DNOV
OG0006654	LOC6039556|XP_038120455.1|CQUI	LOC115769723|XP_030570515.1|DNOV
OG0006655	LOC6049638|XP_038116545.1|CQUI	LOC115769367|XP_030570010.1|DNOV
OG0006656	LOC6039883|XP_038116070.1|CQUI	LOC115766984|XP_030566942.1|DNOV
OG0006657	LOC6043329|XP_001858472.1|CQUI	LOC115762200|XP_030560184.1|DNOV
OG0006658	LOC6043696|XP_038116551.1|CQUI	LOC115770207|XP_030571261.1|DNOV
OG0006659	LOC6043712|XP_038119008.1|CQUI	LOC115770354|XP_030571452.1|DNOV
OG0006660	LOC6049802|XP_038122077.1|CQUI	LOC115762872|XP_030561107.1|DNOV
OG0006661	LOC6053906|XP_038115654.1|CQUI	LOC115762689|XP_030560870.1|DNOV
OG0006662	LOC6044060|XP_038121720.1|CQUI	LOC115766003|XP_030565632.1|DNOV
OG0006663	LOC6047531|XP_038115090.1|CQUI	LOC115762680|XP_030560854.1|DNOV
OG0006664	LOC6035307|XP_001845524.2|CQUI	LOC115761197|XP_030558735.1|DNOV
OG0006665	LOC119769907|XP_038119658.1|CQUI	LOC115762748|XP_030560946.1|DNOV
OG0006666	LOC6049351|XP_001866124.2|CQUI	LOC115762109|XP_030560070.1|DNOV
OG0006667	LOC6048046|XP_001865018.2|CQUI	LOC115762912|XP_030561151.1|DNOV
OG0006668	LOC6051541|XP_001867969.1|CQUI	LOC115763071|XP_030561364.1|DNOV
OG0006669	LOC6044584|XP_001862064.2|CQUI	LOC115769743|XP_030570543.1|DNOV
OG0006670	LOC6044575|XP_001862065.1|CQUI	LOC115769744|XP_030570545.1|DNOV
OG0006671	LOC6040318|XP_038118531.1|CQUI	LOC115769539|XP_030570239.1|DNOV
OG0006672	LOC6044571|XP_038120372.1|CQUI	LOC115771257|XP_030572728.1|DNOV
OG0006673	LOC6044585|XP_001862069.2|CQUI	LOC115771262|XP_030572738.1|DNOV
OG0006674	LOC6031024|XP_038121248.1|CQUI	LOC115770191|XP_030571214.1|DNOV
OG0006675	LOC6031023|XP_001841875.1|CQUI	LOC115762838|XP_030561072.1|DNOV
OG0006676	LOC6031048|XP_001841897.1|CQUI	LOC115769576|XP_030570300.1|DNOV
OG0006677	LOC6031050|XP_038119718.1|CQUI	LOC115767151|XP_030567182.1|DNOV
OG0006678	LOC6031060|XP_001841909.1|CQUI	LOC115770499|XP_030571653.1|DNOV
OG0006679	LOC119770544|XP_038121524.1|CQUI	LOC115770974|XP_030572298.1|DNOV
OG0006680	LOC6034064|XP_038117953.1|CQUI	LOC115765063|XP_030564297.1|DNOV
OG0006681	LOC6034073|XP_001844448.1|CQUI	LOC115769538|XP_030570238.1|DNOV
OG0006682	LOC6034074|XP_038117773.1|CQUI	LOC115769781|XP_030570606.1|DNOV
OG0006683	LOC119769436|XP_038117775.1|CQUI	LOC115769856|XP_030570702.1|DNOV
OG0006684	LOC6034079|XP_038117614.1|CQUI	LOC115767154|XP_030567188.1|DNOV
OG0006685	LOC6034089|XP_001844458.1|CQUI	LOC115765227|XP_030564534.1|DNOV
OG0006686	LOC6034096|XP_038121360.1|CQUI	LOC115771037|XP_030572433.1|DNOV
OG0006688	LOC6031007|XP_001841860.2|CQUI	LOC115762603|XP_030560755.1|DNOV
OG0006689	LOC6042817|XP_001870815.1|CQUI	LOC115762723|XP_030560912.1|DNOV
OG0006690	LOC6044080|XP_038120451.1|CQUI	LOC115764875|XP_030564014.1|DNOV
OG0006691	LOC6044064|XP_001861635.2|CQUI	LOC115771131|XP_030572559.1|DNOV
OG0006692	LOC6044066|XP_038118147.1|CQUI	LOC115762814|XP_030561037.1|DNOV
OG0006693	LOC6044065|XP_001861632.2|CQUI	LOC115762569|XP_030560713.1|DNOV
OG0006694	LOC6047004|XP_038117893.1|CQUI	LOC115768017|XP_030568290.1|DNOV
OG0006695	LOC6044970|XP_038118723.1|CQUI	LOC115767165|XP_030567208.1|DNOV
OG0006696	LOC6044962|XP_038121567.1|CQUI	LOC115759348|XP_030556131.1|DNOV
OG0006697	LOC6044664|XP_038115254.1|CQUI	LOC115769782|XP_030570609.1|DNOV
OG0006698	LOC6044662|XP_001862141.1|CQUI	LOC115762935|XP_030561176.1|DNOV
OG0006699	LOC6045676|XP_038118464.1|CQUI	LOC115762868|XP_030561103.1|DNOV
OG0006700	LOC6045668|XP_001862987.2|CQUI	LOC115769931|XP_030570833.1|DNOV
OG0006702	LOC6038822|XP_038114518.1|CQUI	LOC115768095|XP_030568439.1|DNOV
OG0006703	LOC6038795|XP_001848518.2|CQUI	LOC115771292|XP_030572777.1|DNOV
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC115771297|XP_030572781.1|DNOV
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC115761087|XP_030558568.1|DNOV
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC115762414|XP_030560464.1|DNOV
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC115762045|XP_030559979.1|DNOV
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC115768155|XP_030568510.1|DNOV
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC115768589|XP_030569094.1|DNOV
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC115769983|XP_030570903.1|DNOV
OG0006711	LOC6040596|XP_038121221.1|CQUI	LOC115769420|XP_030570088.1|DNOV
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC115770997|XP_030572353.1|DNOV
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC115769912|XP_030570794.1|DNOV
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC115769908|XP_030570790.1|DNOV
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC115769638|XP_030570410.1|DNOV
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC115758345|XP_030554782.1|DNOV
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC115770395|XP_030571504.1|DNOV
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC115770399|XP_030571511.1|DNOV
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC115769822|XP_030570653.1|DNOV
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC115768535|XP_030568994.1|DNOV
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC115769379|XP_030570034.1|DNOV
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC115762842|XP_030561077.1|DNOV
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC115759792|XP_030556731.1|DNOV
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC115761561|XP_030559205.1|DNOV
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC115761839|XP_030559681.1|DNOV
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC115771779|XP_030573499.1|DNOV
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC115761837|XP_030559678.1|DNOV
OG0006728	LOC6047339|XP_038120621.1|CQUI	LOC115770939|XP_030572259.1|DNOV
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC115759770|XP_030556697.1|DNOV
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC115771245|XP_030572706.1|DNOV
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC115771264|XP_030572740.1|DNOV
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC115771067|XP_030572479.1|DNOV
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC115757852|XP_030554146.1|DNOV
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC115769360|XP_030570003.1|DNOV
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC115769906|XP_030570788.1|DNOV
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC115769904|XP_030570785.1|DNOV
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC115761646|XP_030559340.1|DNOV
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC115759185|XP_030555921.1|DNOV
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC115770771|XP_030572045.1|DNOV
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC115762558|XP_030560698.1|DNOV
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC115769156|XP_030569710.1|DNOV
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC115765197|XP_030564493.1|DNOV
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC115766924|XP_030566869.1|DNOV
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC115766983|XP_030566941.1|DNOV
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC115762688|XP_030560869.1|DNOV
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC115769729|XP_030570525.1|DNOV
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC115762805|XP_030561019.1|DNOV
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC115762653|XP_030560819.1|DNOV
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC115771155|XP_030572588.1|DNOV
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC115771082|XP_030572493.1|DNOV
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC115770046|XP_030570989.1|DNOV
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC115765702|XP_030565223.1|DNOV
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC115765247|XP_030564573.1|DNOV
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC115760525|XP_030557763.1|DNOV
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC115764578|XP_030563587.1|DNOV
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC115761115|XP_030558606.1|DNOV
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC115769973|XP_030570886.1|DNOV
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC115767550|XP_030567695.1|DNOV
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC115767431|XP_030567582.1|DNOV
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC115768085|XP_030568424.1|DNOV
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC115769883|XP_030570747.1|DNOV
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC115760796|XP_030558151.1|DNOV
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC115771019|XP_030572400.1|DNOV
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC115771579|XP_030573194.1|DNOV
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC115762919|XP_030561159.1|DNOV
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC115769359|XP_030570001.1|DNOV
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC115769365|XP_030570007.1|DNOV
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC115769780|XP_030570605.1|DNOV
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC115765808|XP_030565383.1|DNOV
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC115771154|XP_030572587.1|DNOV
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC115762793|XP_030561006.1|DNOV
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC115762088|XP_030560043.1|DNOV
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC115769502|XP_030570182.1|DNOV
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC115762139|XP_030560110.1|DNOV
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC115760776|XP_030558126.1|DNOV
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC115765875|XP_030565476.1|DNOV
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC115765961|XP_030565578.1|DNOV
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC115765379|XP_030564763.1|DNOV
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC115763153|XP_030561463.1|DNOV
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC115769325|XP_030569921.1|DNOV
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC115769775|XP_030570600.1|DNOV
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC115769603|XP_030570353.1|DNOV
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC115759775|XP_030556705.1|DNOV
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC115770487|XP_030571630.1|DNOV
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC115771420|XP_030572982.1|DNOV
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC115763098|XP_030561398.1|DNOV
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC115771219|XP_030572680.1|DNOV
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC115769507|XP_030570198.1|DNOV
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC115769498|XP_030570177.1|DNOV
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC115765292|XP_030564643.1|DNOV
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC115762373|XP_030560409.1|DNOV
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC115762084|XP_030560036.1|DNOV
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC115769916|XP_030570799.1|DNOV
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC115762457|XP_030560520.1|DNOV
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC115762605|XP_030560760.1|DNOV
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC115771568|XP_030573177.1|DNOV
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC115762180|XP_030560161.1|DNOV
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC115771056|XP_030572464.1|DNOV
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC115770056|XP_030571008.1|DNOV
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC115771644|XP_030573307.1|DNOV
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC115770897|XP_030572195.1|DNOV
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC115765677|XP_030565231.1|DNOV
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC115771125|XP_030572551.1|DNOV
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC115771055|XP_030572463.1|DNOV
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC115771043|XP_030572443.1|DNOV
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC115769809|XP_030570637.1|DNOV
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC115769709|XP_030570498.1|DNOV
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC115771448|XP_030573022.1|DNOV
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC115763294|XP_030561642.1|DNOV
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC115761833|XP_030559657.1|DNOV
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC115769801|XP_030570628.1|DNOV
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC115769920|XP_030570805.1|DNOV
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC115769766|XP_030570589.1|DNOV
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC115769685|XP_030570465.1|DNOV
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC115759431|XP_030556198.1|DNOV
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC115769269|XP_030569840.1|DNOV
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC115769769|XP_030570592.1|DNOV
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC115767164|XP_030567206.1|DNOV
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC115771164|XP_030572605.1|DNOV
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC115769393|XP_030570054.1|DNOV
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC115770444|XP_030571580.1|DNOV
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC115771006|XP_030572367.1|DNOV
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC115760425|XP_030557597.1|DNOV
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC115762822|XP_030561043.1|DNOV
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC115769635|XP_030570407.1|DNOV
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC115762823|XP_030561045.1|DNOV
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC115763536|XP_030562012.1|DNOV
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC115762867|XP_030561101.1|DNOV
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC115767168|XP_030567211.1|DNOV
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC115765140|XP_030564403.1|DNOV
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC115761936|XP_030559831.1|DNOV
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC115769939|XP_030570842.1|DNOV
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC115771060|XP_030572471.1|DNOV
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC115771051|XP_030572458.1|DNOV
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC115760904|XP_030558331.1|DNOV
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC115771092|XP_030572510.1|DNOV
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC115771093|XP_030572511.1|DNOV
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC115771202|XP_030572659.1|DNOV
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC115761287|XP_030558874.1|DNOV
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC115762898|XP_030561132.1|DNOV
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC115770403|XP_030571525.1|DNOV
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC115760634|XP_030557947.1|DNOV
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC115762171|XP_030560147.1|DNOV
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC115770408|XP_030571527.1|DNOV
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC115764362|XP_030563182.1|DNOV
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC115761136|XP_030558656.1|DNOV
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC115765017|XP_030564234.1|DNOV
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC115759301|XP_030556067.1|DNOV
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC115757984|XP_030554337.1|DNOV
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC115760128|XP_030557187.1|DNOV
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC115771149|XP_030572585.1|DNOV
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC115765929|XP_030565534.1|DNOV
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC115758562|XP_030555130.1|DNOV
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC115762277|XP_030560299.1|DNOV
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC115763471|XP_030561916.1|DNOV
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC115763002|XP_030561255.1|DNOV
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC115758453|XP_030554981.1|DNOV
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC115763454|XP_030561885.1|DNOV
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC115759277|XP_030556038.1|DNOV
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC115761706|XP_030559438.1|DNOV
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC115766907|XP_030566845.1|DNOV
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC115759924|XP_030556921.1|DNOV
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC115758454|XP_030554982.1|DNOV
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC115768568|XP_030569052.1|DNOV
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC115760200|XP_030557293.1|DNOV
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC115765870|XP_030565467.1|DNOV
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC115758375|XP_030554829.1|DNOV
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC115758374|XP_030554827.1|DNOV
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC115767605|XP_030567760.1|DNOV
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC115763477|XP_030561922.1|DNOV
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC115760129|XP_030557188.1|DNOV
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC115758477|XP_030555014.1|DNOV
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC115771365|XP_030572909.1|DNOV
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC115759186|XP_030555922.1|DNOV
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC115769074|XP_030569647.1|DNOV
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC115765016|XP_030564230.1|DNOV
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC115769243|XP_030569816.1|DNOV
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC115758529|XP_030555080.1|DNOV
OG0006906	LOC6045155|XP_038112307.1|CQUI	LOC115758668|XP_030555271.1|DNOV
OG0006907	LOC6041618|XP_038107142.1|CQUI	LOC115768534|XP_030568983.1|DNOV
OG0006908	LOC6041629|XP_001850859.2|CQUI	LOC115758452|XP_030554980.1|DNOV
OG0006909	LOC6041630|XP_001850860.2|CQUI	LOC115759725|XP_030556604.1|DNOV
OG0006910	LOC6041631|XP_001850861.1|CQUI	LOC115763379|XP_030561776.1|DNOV
OG0006911	LOC6050508|XP_038110868.1|CQUI	LOC115766388|XP_030566153.1|DNOV
OG0006912	LOC6031318|XP_038111414.1|CQUI	LOC115763447|XP_030561876.1|DNOV
OG0006913	LOC6031321|XP_038111422.1|CQUI	LOC115759776|XP_030556702.1|DNOV
OG0006914	LOC6031322|XP_001842137.2|CQUI	LOC115771392|XP_030572938.1|DNOV
OG0006915	LOC6051866|XP_001842141.2|CQUI	LOC115758820|XP_030555457.1|DNOV
OG0006916	LOC6031333|XP_038109253.1|CQUI	LOC115758342|XP_030554776.1|DNOV
OG0006917	LOC6031339|XP_038110075.1|CQUI	LOC115763317|XP_030561673.1|DNOV
OG0006918	LOC6031341|XP_001842154.1|CQUI	LOC115763367|XP_030561754.1|DNOV
OG0006919	LOC6032405|XP_038112655.1|CQUI	LOC115763326|XP_030561687.1|DNOV
