Orthogroup	CQUI.longest_only	DSER.longest_only
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC110178972|XP_020801940.1|DSER
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC110191762|XP_020818359.1|DSER
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC110177439|XP_020799824.1|DSER
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC110186186|XP_020810904.1|DSER
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC110186140|XP_020810849.1|DSER
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC110186131|XP_020810836.1|DSER
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC110179710|XP_020802985.1|DSER
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC110184263|XP_020808384.1|DSER
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC110180129|XP_020803429.1|DSER
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC110181632|XP_020805098.1|DSER
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC110188257|XP_020813602.1|DSER
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC110185206|XP_020809595.1|DSER
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC110185179|XP_020809559.1|DSER
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC110176285|XP_020798262.1|DSER
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC110186200|XP_020810918.1|DSER
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC110183244|XP_020807124.1|DSER
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC110179437|XP_020802632.1|DSER
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC110179677|XP_020802947.1|DSER
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC110177120|XP_020799325.1|DSER
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC110188666|XP_020814118.1|DSER
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC110177137|XP_020799369.1|DSER
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC110182775|XP_020806557.1|DSER
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC110191913|XP_020818558.1|DSER
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC110186485|XP_020811331.1|DSER
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC110184318|XP_020808466.1|DSER
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC110183075|XP_020806920.1|DSER
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC110181663|XP_020805131.1|DSER
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC110177284|XP_020799593.1|DSER
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC110184906|XP_020809211.1|DSER
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC110190819|XP_020817130.1|DSER
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC110178862|XP_020801795.1|DSER
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC110189843|XP_020815711.1|DSER
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC110186936|XP_020811929.1|DSER
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC110191918|XP_020818564.1|DSER
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC110188649|XP_020814089.1|DSER
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC110177130|XP_020799358.1|DSER
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC110177404|XP_020799769.1|DSER
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC110186243|XP_020810971.1|DSER
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC110185644|XP_020810261.1|DSER
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC110186387|XP_020811210.1|DSER
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC110190247|XP_020816269.1|DSER
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC110187131|XP_020812201.1|DSER
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC110187126|XP_020812195.1|DSER
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC110187121|XP_020812190.1|DSER
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC110187028|XP_020812052.1|DSER
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC110182761|XP_020806532.1|DSER
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC110182183|XP_020805850.1|DSER
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC110188727|XP_020814200.1|DSER
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC110181542|XP_020804983.1|DSER
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC110187625|XP_020812686.1|DSER
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC110189002|XP_020814613.1|DSER
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC110191935|XP_020818611.1|DSER
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC110191748|XP_020818343.1|DSER
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC110177442|XP_020799832.1|DSER
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC110188092|XP_020813307.1|DSER
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC110179660|XP_020802923.1|DSER
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC110181433|XP_020804835.1|DSER
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC110181804|XP_020805347.1|DSER
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC110181705|XP_020805208.1|DSER
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC110181724|XP_020805239.1|DSER
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC110188525|XP_020813927.1|DSER
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC110183611|XP_020807587.1|DSER
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC110189593|XP_020815387.1|DSER
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC110188251|XP_020813583.1|DSER
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC110180701|XP_020804043.1|DSER
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC110186852|XP_020811799.1|DSER
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC110186920|XP_020811902.1|DSER
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC110185526|XP_020810082.1|DSER
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC110184370|XP_020808527.1|DSER
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC110181672|XP_020805164.1|DSER
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC110187130|XP_020812200.1|DSER
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC110181586|XP_020805038.1|DSER
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC110181814|XP_020805361.1|DSER
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC110187117|XP_020812186.1|DSER
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC110178854|XP_020801774.1|DSER
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC110187084|XP_020812143.1|DSER
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC110180172|XP_020803491.1|DSER
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC110179456|XP_020802671.1|DSER
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC110180158|XP_020803472.1|DSER
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC110181681|XP_020805181.1|DSER
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC110187025|XP_020812049.1|DSER
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC110184481|XP_020808691.1|DSER
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC110184341|XP_020808494.1|DSER
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC110180094|XP_020803377.1|DSER
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC110186137|XP_020810845.1|DSER
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC110180448|XP_020803775.1|DSER
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC110176084|XP_020797985.1|DSER
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC110177273|XP_020799589.1|DSER
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC110180050|XP_020803330.1|DSER
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC110181802|XP_020805343.1|DSER
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC110184128|XP_020808195.1|DSER
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC110175981|XP_020797838.1|DSER
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC110188266|XP_020813614.1|DSER
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC110188613|XP_020814036.1|DSER
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC110188676|XP_020814133.1|DSER
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC110186972|XP_020811980.1|DSER
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC110186650|XP_020811574.1|DSER
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC110185285|XP_020809692.1|DSER
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC110179158|XP_020802204.1|DSER
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC110181712|XP_020805220.1|DSER
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC110179537|XP_020802775.1|DSER
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC110181749|XP_020805268.1|DSER
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC110178350|XP_020801137.1|DSER
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC110179488|XP_020802721.1|DSER
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC110179590|XP_020802849.1|DSER
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC110178866|XP_020801798.1|DSER
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC110183266|XP_020807152.1|DSER
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC110190992|XP_020817363.1|DSER
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC110176489|XP_020798522.1|DSER
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC110182258|XP_020805938.1|DSER
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC110182586|XP_020806293.1|DSER
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC110179439|XP_020802642.1|DSER
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC110181841|XP_020805406.1|DSER
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC110189929|XP_020815867.1|DSER
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC110190124|XP_020816104.1|DSER
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC110184342|XP_020808495.1|DSER
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC110178204|XP_020800899.1|DSER
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC110181214|XP_020804555.1|DSER
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC110189511|XP_020815279.1|DSER
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC110178647|XP_020801497.1|DSER
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC110179185|XP_020802256.1|DSER
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC110190423|XP_020816560.1|DSER
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC110184311|XP_020808457.1|DSER
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC110181224|XP_020804575.1|DSER
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC110178914|XP_020801853.1|DSER
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC110184669|XP_020808936.1|DSER
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC110176151|XP_020798048.1|DSER
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC110190406|XP_020816530.1|DSER
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC110179548|XP_020802787.1|DSER
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC110180363|XP_020803684.1|DSER
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC110178297|XP_020801044.1|DSER
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC110189828|XP_020815685.1|DSER
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC110177055|XP_020799232.1|DSER
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC110182620|XP_020806345.1|DSER
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC110182611|XP_020806335.1|DSER
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC110187516|XP_020812570.1|DSER
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC110178120|XP_020800798.1|DSER
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC110189490|XP_020815239.1|DSER
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC110179008|XP_020802007.1|DSER
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC110187416|XP_020812464.1|DSER
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC110189858|XP_020815736.1|DSER
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC110189857|XP_020815734.1|DSER
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC110181276|XP_020804650.1|DSER
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC110179964|XP_020803204.1|DSER
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC110178359|XP_020801154.1|DSER
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC110184325|XP_020808480.1|DSER
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC110187040|XP_020812070.1|DSER
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC110191703|XP_020818278.1|DSER
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC110177338|XP_020799682.1|DSER
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC110178794|XP_020801709.1|DSER
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC110178550|XP_020801374.1|DSER
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC110178998|XP_020801987.1|DSER
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC110178997|XP_020801985.1|DSER
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC110178548|XP_020801368.1|DSER
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC110179828|XP_020803093.1|DSER
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC110180260|XP_020803575.1|DSER
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC110189262|XP_020814935.1|DSER
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC110191571|XP_020818116.1|DSER
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC110191353|XP_020817860.1|DSER
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC110185606|XP_020810210.1|DSER
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC110180452|XP_020803790.1|DSER
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC110175947|XP_020797793.1|DSER
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC110184625|XP_020808882.1|DSER
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC110189465|XP_020815202.1|DSER
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC110178767|XP_020801665.1|DSER
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC110179474|XP_020802703.1|DSER
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC110179627|XP_020802894.1|DSER
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC110183315|XP_020807218.1|DSER
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC110182453|XP_020806146.1|DSER
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC110191815|XP_020818434.1|DSER
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC110183653|XP_020807636.1|DSER
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC110177010|XP_020799179.1|DSER
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC110178250|XP_020800961.1|DSER
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC110181646|XP_020805119.1|DSER
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC110180342|XP_020803663.1|DSER
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC110175971|XP_020797824.1|DSER
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC110185405|XP_020809870.1|DSER
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC110184662|XP_020808924.1|DSER
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC110191919|XP_020818565.1|DSER
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC110179637|XP_020802908.1|DSER
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC110187086|XP_020812145.1|DSER
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC110189596|XP_020815386.1|DSER
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC110181893|XP_020805484.1|DSER
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC110183336|XP_020807245.1|DSER
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC110179462|XP_020802680.1|DSER
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC110189917|XP_020815849.1|DSER
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC110185154|XP_020809516.1|DSER
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC110189914|XP_020815846.1|DSER
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC110190432|XP_020816573.1|DSER
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC110190434|XP_020816576.1|DSER
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC110190355|XP_020816420.1|DSER
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC110189407|XP_020815122.1|DSER
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC110179148|XP_020802195.1|DSER
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC110184651|XP_020808911.1|DSER, LOC110179697|XP_020802967.1|DSER
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC110176139|XP_020798034.1|DSER
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC110176175|XP_020798075.1|DSER
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC110187290|XP_020812338.1|DSER
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC110182261|XP_020805937.1|DSER
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC110185068|XP_020809407.1|DSER
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC110178241|XP_020800950.1|DSER
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC110185892|XP_020810562.1|DSER
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC110188706|XP_020814171.1|DSER
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC110187557|XP_020812605.1|DSER
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC110177582|XP_020800022.1|DSER
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC110181187|XP_020804523.1|DSER
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC110187407|XP_020812454.1|DSER
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC110184624|XP_020808881.1|DSER
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC110176515|XP_020798554.1|DSER
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC110179220|XP_020802314.1|DSER
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC110187022|XP_020812045.1|DSER
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC110184448|XP_020808647.1|DSER
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC110184402|XP_020808588.1|DSER
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC110177988|XP_020800645.1|DSER
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC110179159|XP_020802207.1|DSER
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC110186012|XP_020810707.1|DSER
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC110191722|XP_020818299.1|DSER
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC110178598|XP_020801442.1|DSER
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC110189310|XP_020815010.1|DSER
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC110180133|XP_020803440.1|DSER
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC110191314|XP_020817792.1|DSER
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC110189727|XP_020815577.1|DSER
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC110180014|XP_020803272.1|DSER
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC110189943|XP_020815889.1|DSER
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC110191251|XP_020817691.1|DSER
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC110188273|XP_020813623.1|DSER
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC110190897|XP_020817215.1|DSER
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC110191040|XP_020817419.1|DSER
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC110187486|XP_020812536.1|DSER
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC110188095|XP_020813313.1|DSER
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC110189582|XP_020815374.1|DSER
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC110177725|XP_020800229.1|DSER
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC110185395|XP_020809834.1|DSER
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC110178996|XP_020801980.1|DSER
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC110181351|XP_020804730.1|DSER
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC110186213|XP_020810935.1|DSER
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC110176350|XP_020798338.1|DSER
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC110178738|XP_020801623.1|DSER
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC110190147|XP_020816135.1|DSER
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC110190193|XP_020816202.1|DSER
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC110182927|XP_020806760.1|DSER
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC110176828|XP_020798938.1|DSER
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC110187245|XP_020812301.1|DSER
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC110190554|XP_020816768.1|DSER
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC110179169|XP_020802231.1|DSER
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC110176829|XP_020798942.1|DSER
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC110187977|XP_020813195.1|DSER
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC110178484|XP_020801285.1|DSER
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC110183890|XP_020807894.1|DSER
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC110184637|XP_020808894.1|DSER
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC110185295|XP_020809702.1|DSER
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC110179013|XP_020802013.1|DSER
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC110178959|XP_020801921.1|DSER
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC110191196|XP_020817624.1|DSER
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC110189031|XP_020814655.1|DSER
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC110190937|XP_020817268.1|DSER
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC110187001|XP_020812020.1|DSER
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC110189770|XP_020815649.1|DSER
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC110177546|XP_020799977.1|DSER
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC110189769|XP_020815646.1|DSER
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC110189547|XP_020815337.1|DSER
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC110187413|XP_020812460.1|DSER
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC110178266|XP_020800990.1|DSER
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC110177219|XP_020799500.1|DSER
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC110178300|XP_020801048.1|DSER
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC110182047|XP_020805659.1|DSER
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC110184314|XP_020808461.1|DSER
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC110181177|XP_020804512.1|DSER
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC110178895|XP_020801833.1|DSER
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC110176299|XP_020798278.1|DSER
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC110184864|XP_020809168.1|DSER
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC110186975|XP_020811983.1|DSER
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC110177778|XP_020800305.1|DSER
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC110181883|XP_020805471.1|DSER
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC110178994|XP_020801974.1|DSER
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC110185570|XP_020810154.1|DSER
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC110179196|XP_020802269.1|DSER
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC110188777|XP_020814280.1|DSER
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC110184262|XP_020808383.1|DSER
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC110176246|XP_020798208.1|DSER
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC110191854|XP_020818494.1|DSER
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC110175979|XP_020797839.1|DSER
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC110183053|XP_020806897.1|DSER
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC110176496|XP_020798531.1|DSER
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC110176549|XP_020798602.1|DSER
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC110190625|XP_020816878.1|DSER
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC110185226|XP_020809615.1|DSER
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC110178363|XP_020801157.1|DSER
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC110191229|XP_020817658.1|DSER
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC110190208|XP_020816222.1|DSER
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC110176201|XP_020798121.1|DSER
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC110177507|XP_020799920.1|DSER
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC110177525|XP_020799941.1|DSER
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC110178829|XP_020801754.1|DSER
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC110190335|XP_020816390.1|DSER
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC110179005|XP_020801998.1|DSER
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC110176497|XP_020798528.1|DSER
