Orthogroup	CQUI.longest_only	DERE.longest_only
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC6544679|XP_001972015.1|DERE
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC6543675|XP_001971373.1|DERE
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC6543676|XP_001971374.1|DERE
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC6553086|XP_001980105.1|DERE
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC6543312|XP_001968156.2|DERE
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC6553306|XP_001980172.1|DERE
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC26526723|XP_026833126.1|DERE
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC6555539|XP_001982431.2|DERE
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC6543765|XP_001971193.1|DERE
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC6551298|XP_001978397.1|DERE
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC6546336|XP_001971812.2|DERE
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC6546446|XP_001971815.2|DERE
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC6544645|XP_015013598.1|DERE
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC6545082|XP_001971037.1|DERE
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC6545279|XP_001972068.1|DERE
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC6545278|XP_001972067.1|DERE
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC6546156|XP_001971299.1|DERE
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC6546155|XP_026833530.1|DERE
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC6546174|XP_001973575.2|DERE
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC6552601|XP_001978994.1|DERE
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC6549918|XP_026837382.1|DERE
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC6546930|XP_001974691.1|DERE
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC6549373|XP_001975683.1|DERE
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC6547160|XP_001974688.1|DERE
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC6545601|XP_026833431.1|DERE
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC6546272|XP_001973591.1|DERE
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC6546271|XP_001973590.1|DERE
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC6546273|XP_001973592.1|DERE
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC6544405|XP_001972035.1|DERE
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC6542000|XP_001970577.3|DERE
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC6543757|XP_001971351.1|DERE
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC6545525|XP_026832593.1|DERE
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC6543902|XP_001972973.1|DERE
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC6546448|XP_026833334.1|DERE
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC6543697|XP_001972971.1|DERE
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC6546529|XP_001971264.1|DERE
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC6545666|XP_001971141.1|DERE
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC6544070|XP_001971429.1|DERE
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC6544327|XP_001971980.1|DERE
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC6545424|XP_015013537.1|DERE
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC6549004|XP_026837137.1|DERE
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC6543894|XP_026832317.1|DERE
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC6548084|XP_001975175.1|DERE
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC6547019|XP_026836311.1|DERE
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC6544569|XP_015013923.1|DERE
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC6544570|XP_001972421.2|DERE
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC6550032|XP_001977498.2|DERE
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC6542042|XP_001968464.1|DERE
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC6544595|XP_026832879.1|DERE
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC6543974|XP_015013885.1|DERE
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC6543963|XP_026832791.1|DERE
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC6541810|XP_001970729.1|DERE
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC6543564|XP_001971824.1|DERE
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC6543884|XP_001973643.1|DERE
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC6541938|XP_001969431.1|DERE
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC6544783|XP_001971603.1|DERE
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC6545767|XP_026832453.1|DERE
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC6545561|XP_001972687.1|DERE
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC6549819|XP_001977342.1|DERE
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC6546600|XP_001975488.1|DERE
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC6547254|XP_001976140.1|DERE
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC6543971|XP_015013886.1|DERE
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC6546708|XP_001975869.2|DERE
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC6545394|XP_026832606.1|DERE
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC6545574|XP_015012984.1|DERE
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC6540618|XP_001970319.1|DERE
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC6546473|XP_001971754.1|DERE
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC6544861|XP_026832402.1|DERE
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC6554252|XP_026839807.1|DERE
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC6544770|XP_001971676.1|DERE
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC6551846|XP_026831980.1|DERE
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC6544795|XP_001972502.1|DERE
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC6546262|XP_015013349.1|DERE
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC6546263|XP_001971759.1|DERE
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC6546481|XP_026833165.1|DERE
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC6545205|XP_001971066.2|DERE
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC6545575|XP_001973353.1|DERE
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC6541360|XP_001969860.1|DERE
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC6547387|XP_001974926.1|DERE
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC6543631|XP_001973011.1|DERE
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC6544335|XP_001971986.1|DERE
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC6544945|XP_001972618.1|DERE
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC6543938|XP_001973028.2|DERE
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC6553197|XP_001979158.1|DERE
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC6543154|XP_001969425.1|DERE
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC6545193|XP_001972039.1|DERE
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC6543769|XP_001971197.1|DERE
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC6545676|XP_001971658.1|DERE
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC6545390|XP_001971620.1|DERE
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC6543731|XP_026833270.1|DERE
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC6555409|XP_026835312.1|DERE
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC6543669|XP_001971367.1|DERE
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC6546375|XP_001971320.1|DERE
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC6543827|XP_001971877.1|DERE
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC6546082|XP_015013215.1|DERE
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC6543753|XP_001971871.1|DERE
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC6540916|XP_001970026.2|DERE
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC6544206|XP_001971899.2|DERE
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC6546260|XP_001971772.1|DERE
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC6555720|XP_001982564.1|DERE
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC6552037|XP_001980682.1|DERE
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC6543910|XP_015014017.1|DERE
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC6544846|XP_026833512.1|DERE
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC6544843|XP_001971533.2|DERE
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC6547837|XP_001975048.2|DERE
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC6545737|XP_001971631.3|DERE
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC6545736|XP_001971630.2|DERE
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC6545733|XP_015013771.1|DERE
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC6542281|XP_026835414.1|DERE
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC6545802|XP_015013782.1|DERE
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC6543607|XP_001971393.1|DERE
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC6541773|XP_026835280.1|DERE
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC6547347|XP_001976180.1|DERE
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC6546669|XP_015011629.1|DERE
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC6544979|XP_015013756.1|DERE
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC6550117|XP_001977654.1|DERE
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC26526411|XP_015012800.2|DERE
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC6547349|XP_001976182.3|DERE
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC6541868|XP_001970510.1|DERE
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC6542038|XP_001970591.1|DERE
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC6547928|XP_015012228.1|DERE
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC6549233|XP_001974358.1|DERE
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC6547952|XP_026837034.1|DERE
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC26526950|XP_015015582.1|DERE
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC6540673|XP_026834135.1|DERE
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC6548494|XP_026836247.1|DERE
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC6540632|XP_015015092.1|DERE
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC6547555|XP_001976176.1|DERE
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC6548600|XP_001973945.1|DERE
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC113564054|XP_026834233.1|DERE
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC6541525|XP_015014899.1|DERE
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC6554560|XP_001982164.1|DERE
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC6555656|XP_001982569.2|DERE
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC6541730|XP_001969478.1|DERE
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC6548599|XP_001973944.1|DERE
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC6543523|XP_001968723.1|DERE
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC6543304|XP_001969787.1|DERE
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC6543219|XP_001968229.1|DERE
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC6540830|XP_001968135.1|DERE
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC6540849|XP_026835084.1|DERE
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC26526319|XP_015011450.1|DERE
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC6543004|XP_026835159.1|DERE
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC6549235|XP_026835901.1|DERE
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC6543090|XP_001968367.1|DERE
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC6551308|XP_001977096.1|DERE
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC6543189|XP_001968155.1|DERE
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC6550324|XP_001976772.1|DERE
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC6554662|XP_001981342.3|DERE
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC6540939|XP_001969581.1|DERE
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC6549637|XP_001974443.1|DERE
OG0006906	LOC6045155|XP_038112307.1|CQUI	LOC6549328|XP_001974333.1|DERE
OG0006907	LOC6041618|XP_038107142.1|CQUI	LOC6548699|XP_026837049.1|DERE
OG0006908	LOC6041629|XP_001850859.2|CQUI	LOC6542294|XP_001968933.1|DERE
OG0006909	LOC6041630|XP_001850860.2|CQUI	LOC6543396|XP_001969452.1|DERE
OG0006910	LOC6041631|XP_001850861.1|CQUI	LOC6540668|XP_001970306.1|DERE
OG0006911	LOC6050508|XP_038110868.1|CQUI	LOC6550446|XP_015011155.1|DERE
OG0006912	LOC6031318|XP_038111414.1|CQUI	LOC6549202|XP_001974241.1|DERE
OG0006913	LOC6031321|XP_038111422.1|CQUI	LOC6542749|XP_001970148.1|DERE
OG0006914	LOC6031322|XP_001842137.2|CQUI	LOC6544823|XP_001972659.1|DERE
OG0006915	LOC6051866|XP_001842141.2|CQUI	LOC6542512|XP_026835509.1|DERE
OG0006916	LOC6031333|XP_038109253.1|CQUI	LOC6542390|XP_001969609.1|DERE
OG0006917	LOC6031339|XP_038110075.1|CQUI	LOC6542173|XP_026834050.1|DERE
OG0006918	LOC6031341|XP_001842154.1|CQUI	LOC6543206|XP_001968989.1|DERE
OG0006919	LOC6032405|XP_038112655.1|CQUI	LOC6541446|XP_026834444.1|DERE
OG0006920	LOC6041505|XP_038111324.1|CQUI	LOC6541707|XP_015014467.1|DERE
OG0006921	LOC6037080|XP_001847031.2|CQUI	LOC6540897|XP_026835321.1|DERE
OG0006922	LOC6053632|XP_038111298.1|CQUI	LOC6541967|XP_001969630.1|DERE
OG0006923	LOC6053636|XP_001869685.2|CQUI	LOC6542859|XP_001968623.1|DERE
OG0006924	LOC6043310|XP_001870925.1|CQUI	LOC6548269|XP_001973863.1|DERE
OG0006925	LOC6043312|XP_001870927.1|CQUI	LOC6554631|XP_026831514.1|DERE
OG0006926	LOC6036356|XP_038109987.1|CQUI	LOC6542079|XP_015015274.1|DERE
OG0006927	LOC6036353|XP_038112666.1|CQUI	LOC6542142|XP_001968415.1|DERE
OG0006928	LOC6031385|XP_038111938.1|CQUI	LOC6541684|XP_001968411.2|DERE
OG0006929	LOC6037374|XP_038107872.1|CQUI	LOC6542288|XP_001968115.1|DERE
OG0006930	LOC6037378|XP_038112499.1|CQUI	LOC6543475|XP_001968707.2|DERE
OG0006931	LOC6041499|XP_001850750.1|CQUI	LOC6541461|XP_001969766.1|DERE
OG0006932	LOC6041489|XP_001850740.1|CQUI	LOC6543056|XP_001969461.1|DERE
OG0006933	LOC6041485|XP_001850737.1|CQUI	LOC6542526|XP_001969457.1|DERE
OG0006934	LOC6051265|XP_038108272.1|CQUI	LOC6551920|XP_026832032.1|DERE
OG0006935	LOC6049915|XP_001866599.1|CQUI	LOC6541397|XP_015015364.1|DERE
OG0006936	LOC6044608|XP_038107243.1|CQUI	LOC6540848|XP_026835108.1|DERE
OG0006937	LOC6044591|XP_001862082.1|CQUI	LOC6541319|XP_001969429.1|DERE
OG0006938	LOC6044593|XP_001862084.1|CQUI	LOC6542074|XP_001969363.1|DERE
OG0006939	LOC6044595|XP_038108152.1|CQUI	LOC6550925|XP_001976980.1|DERE
OG0006940	LOC6050050|XP_038110124.1|CQUI	LOC6542519|XP_001970156.2|DERE
OG0006941	LOC6031856|XP_038114214.1|CQUI	LOC6542041|XP_026835254.1|DERE
OG0006942	LOC6037121|XP_038107650.1|CQUI	LOC6547459|XP_026836815.1|DERE
OG0006943	LOC6031934|XP_038112746.1|CQUI	LOC6547630|XP_001976265.2|DERE
OG0006944	LOC6031938|XP_038107535.1|CQUI	LOC6541703|XP_001968312.3|DERE
OG0006945	LOC6038102|XP_038111511.1|CQUI	LOC6549299|XP_001974373.1|DERE
OG0006946	LOC6050060|XP_001866727.2|CQUI	LOC6553570|XP_015009864.1|DERE
OG0006947	LOC6031959|XP_001842635.2|CQUI	LOC6541257|XP_001968926.1|DERE
OG0006948	LOC6031775|XP_038113613.1|CQUI	LOC6549112|XP_026836011.1|DERE
OG0006949	LOC6031795|XP_001842503.2|CQUI	LOC6541569|XP_001968677.1|DERE
OG0006950	LOC6044462|XP_001861976.2|CQUI	LOC6542353|XP_026835069.1|DERE
OG0006951	LOC119767758|XP_038113115.1|CQUI	LOC6540696|XP_015014542.1|DERE
OG0006952	LOC6041556|XP_038112759.1|CQUI	LOC6553680|XP_001980377.1|DERE
OG0006953	LOC6043294|XP_038109236.1|CQUI	LOC6543604|XP_001971390.1|DERE
OG0006954	LOC6043299|XP_038110803.1|CQUI	LOC6542458|XP_001969710.3|DERE
OG0006955	LOC119767808|XP_038113275.1|CQUI	LOC6553756|XP_001979416.1|DERE
OG0006956	LOC6037096|XP_001847046.2|CQUI	LOC6542127|XP_001968517.2|DERE
OG0006957	LOC6037095|XP_038108761.1|CQUI	LOC6542322|XP_001969576.1|DERE
OG0006959	LOC6037088|XP_001847041.2|CQUI	LOC6545235|XP_026833314.1|DERE
OG0006960	LOC6047194|XP_001864281.2|CQUI	LOC6540968|XP_001970295.1|DERE
OG0006961	LOC6051459|XP_038108557.1|CQUI	LOC6549254|XP_026836452.1|DERE
OG0006962	LOC6040853|XP_038109055.1|CQUI	LOC6541369|XP_001968483.1|DERE
OG0006963	LOC6038074|XP_038113591.1|CQUI	LOC6541549|XP_001969400.2|DERE
OG0006964	LOC6038081|XP_038106826.1|CQUI	LOC6541663|XP_026835047.1|DERE
OG0006965	LOC6050855|XP_001867381.2|CQUI	LOC6549173|XP_001974362.2|DERE
OG0006966	LOC6050854|XP_038111582.1|CQUI	LOC6549040|XP_001974159.1|DERE
OG0006967	LOC6050856|XP_001867382.2|CQUI	LOC6547092|XP_001974931.1|DERE
OG0006968	LOC6050868|XP_038107253.1|CQUI	LOC6546938|XP_001976047.1|DERE
OG0006969	LOC6043905|XP_038109111.1|CQUI	LOC6543778|XP_001972313.1|DERE
OG0006971	LOC6054675|XP_038106115.1|CQUI	LOC6542999|XP_001968251.1|DERE
OG0006972	LOC6031191|XP_001842032.1|CQUI	LOC6541548|XP_015014906.1|DERE
OG0006973	LOC6052099|XP_001868427.2|CQUI	LOC6542495|XP_001968110.2|DERE
OG0006974	LOC6031211|XP_038107169.1|CQUI	LOC6540908|XP_001970027.1|DERE
OG0006975	LOC6031246|XP_001842076.2|CQUI	LOC6540727|XP_001968763.1|DERE
OG0006976	LOC6031402|XP_038111178.1|CQUI	LOC6540742|XP_001968842.2|DERE
OG0006977	LOC6031980|XP_038111736.1|CQUI	LOC6547195|XP_001974742.3|DERE
OG0006978	LOC6036364|XP_038108913.1|CQUI	LOC6549635|XP_001974441.1|DERE
OG0006979	LOC6037021|XP_038108422.1|CQUI	LOC6540811|XP_026834218.1|DERE
OG0006980	LOC6037003|XP_001846967.2|CQUI	LOC6541273|XP_026834227.1|DERE
OG0006981	LOC6037000|XP_001846965.2|CQUI	LOC6542842|XP_026834030.1|DERE
OG0006982	LOC6036998|XP_038109525.1|CQUI	LOC6548862|XP_001974050.1|DERE
OG0006983	LOC6036991|XP_038107681.1|CQUI	LOC6542314|XP_001968116.2|DERE
OG0006984	LOC6036638|XP_038113736.1|CQUI	LOC6547505|XP_026836975.1|DERE
OG0006985	LOC6053555|XP_001869617.2|CQUI	LOC6541706|XP_001970252.1|DERE
OG0006986	LOC6053559|XP_038109265.1|CQUI	LOC6543511|XP_001968709.1|DERE
OG0006987	LOC119766524|XP_038107060.1|CQUI	LOC6543344|XP_001970728.1|DERE
OG0006989	LOC6035243|XP_001845469.1|CQUI	LOC6543000|XP_001969716.2|DERE
OG0006990	LOC6035249|XP_038110781.1|CQUI	LOC6548958|XP_026835918.1|DERE
OG0006991	LOC6035253|XP_001845478.2|CQUI	LOC6555122|XP_001981043.1|DERE
OG0006992	LOC6040130|XP_038109033.1|CQUI	LOC6540725|XP_015015324.1|DERE
OG0006993	LOC6036674|XP_038110723.1|CQUI	LOC6549219|XP_026836905.1|DERE
OG0006994	LOC6044535|XP_038108392.1|CQUI	LOC6542784|XP_001970239.1|DERE
OG0006995	LOC6033190|XP_001843670.2|CQUI	LOC6541871|XP_001969635.1|DERE
OG0006996	LOC6033184|XP_038111623.1|CQUI	LOC6541156|XP_026835004.1|DERE
OG0006997	LOC6043177|XP_001870896.2|CQUI	LOC6542971|XP_001970381.1|DERE
OG0006998	LOC6048403|XP_001865327.2|CQUI	LOC6555322|XP_001981883.1|DERE
OG0007000	LOC6033135|XP_038111147.1|CQUI	LOC6543427|XP_001968164.2|DERE
OG0007001	LOC6042101|XP_001851252.2|CQUI	LOC6546820|XP_001975930.1|DERE
OG0007002	LOC6035288|XP_038111011.1|CQUI	LOC6549490|XP_026836964.1|DERE
OG0007003	LOC6035285|XP_001845506.2|CQUI	LOC6549169|XP_015012384.1|DERE
OG0007004	LOC6031747|XP_038110674.1|CQUI	LOC6543152|XP_026834587.1|DERE
OG0007005	LOC6031749|XP_038114231.1|CQUI	LOC6549256|XP_026836451.1|DERE
OG0007006	LOC6038623|XP_038110198.1|CQUI	LOC6543530|XP_026834765.1|DERE
OG0007007	LOC6038612|XP_038107376.1|CQUI	LOC6542820|XP_001969475.1|DERE
OG0007009	LOC6043227|XP_001857723.2|CQUI	LOC6542400|XP_001969460.1|DERE
OG0007011	LOC6033142|XP_001843632.2|CQUI	LOC6552521|XP_026839792.1|DERE
OG0007012	LOC6033146|XP_038112596.1|CQUI	LOC6540804|XP_001968729.1|DERE
OG0007013	LOC6033271|XP_038111470.1|CQUI	LOC6542931|XP_026835095.1|DERE
OG0007014	LOC6033267|XP_038111815.1|CQUI	LOC6542939|XP_026835050.1|DERE
OG0007015	LOC6033238|XP_038114415.1|CQUI	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE
OG0007016	LOC6033230|XP_038110512.1|CQUI	LOC6541920|XP_026834324.1|DERE
OG0007017	LOC6037537|XP_001847437.1|CQUI	LOC6541376|XP_015015170.1|DERE
OG0007018	LOC6042098|XP_001851245.2|CQUI	LOC6542101|XP_015014943.1|DERE
OG0007020	LOC6043009|XP_038110800.1|CQUI	LOC6548874|XP_026839457.1|DERE
OG0007021	LOC6044230|XP_038110163.1|CQUI	LOC6542718|XP_001968218.1|DERE
OG0007022	LOC119767270|XP_038111458.1|CQUI	LOC6541224|XP_001968622.1|DERE
OG0007023	LOC6035270|XP_038108737.1|CQUI	LOC6543017|XP_026834898.1|DERE
OG0007024	LOC6031890|XP_001842586.1|CQUI	LOC6551960|XP_001979686.1|DERE
OG0007025	LOC6031860|XP_001842561.1|CQUI	LOC6550935|XP_001976973.1|DERE
OG0007026	LOC6031866|XP_038114187.1|CQUI	LOC6540779|XP_001968173.1|DERE
OG0007027	LOC6031885|XP_001842582.1|CQUI	LOC6540985|XP_001968516.1|DERE
OG0007028	LOC6031888|XP_001842584.2|CQUI	LOC6543319|XP_026835323.1|DERE
OG0007029	LOC6034900|XP_038107068.1|CQUI	LOC6547634|XP_001976269.1|DERE
OG0007030	LOC6049726|XP_001866437.2|CQUI	LOC6549903|XP_001977379.1|DERE
OG0007031	LOC6036442|XP_038108484.1|CQUI	LOC6542847|XP_026838612.1|DERE
OG0007032	LOC6036454|XP_001846504.2|CQUI	LOC6544062|XP_001973691.1|DERE
OG0007033	LOC6036457|XP_038111019.1|CQUI	LOC6540653|XP_026834098.1|DERE
OG0007034	LOC6036459|XP_001846509.2|CQUI	LOC6543127|XP_001968457.1|DERE
OG0007035	LOC6036460|XP_001846510.2|CQUI	LOC6551133|XP_001978247.1|DERE
OG0007036	LOC6036462|XP_001846512.2|CQUI	LOC6545755|XP_026833101.1|DERE
OG0007037	LOC6036463|XP_001846513.1|CQUI	LOC6555114|XP_001982256.1|DERE
OG0007038	LOC6039097|XP_038113092.1|CQUI	LOC6547404|XP_026836022.1|DERE
OG0007039	LOC6038876|XP_001848575.2|CQUI	LOC6542781|XP_001969068.3|DERE
OG0007040	LOC6038880|XP_001848579.2|CQUI	LOC6542751|XP_001969740.1|DERE
OG0007041	LOC6038890|XP_038108243.1|CQUI	LOC6548790|XP_026839452.1|DERE
OG0007042	LOC6038896|XP_038112982.1|CQUI	LOC6541957|XP_015015018.1|DERE
OG0007043	LOC6038902|XP_038107320.1|CQUI	LOC6552203|XP_026832394.1|DERE
OG0007044	LOC6038012|XP_038113729.1|CQUI	LOC6542672|XP_001970144.2|DERE
OG0007045	LOC6051804|XP_038109256.1|CQUI	LOC6553934|XP_001979485.1|DERE
OG0007046	LOC6037994|XP_038109624.1|CQUI	LOC6552373|XP_001978884.1|DERE
OG0007047	LOC6047239|XP_001864322.2|CQUI	LOC6540606|XP_001968773.1|DERE
OG0007048	LOC6035770|XP_038108828.1|CQUI	LOC6542319|XP_026834521.1|DERE
OG0007049	LOC6038898|XP_001848597.1|CQUI	LOC6541856|XP_001968668.1|DERE
OG0007050	LOC6041773|XP_038113548.1|CQUI	LOC6543292|XP_001970149.1|DERE
OG0007051	LOC6050917|XP_038112235.1|CQUI	LOC6541381|XP_026835086.1|DERE
OG0007052	LOC6035995|XP_001846101.1|CQUI	LOC6550110|XP_026837408.1|DERE
OG0007053	LOC6045768|XP_001863071.2|CQUI	LOC6552892|XP_001980000.1|DERE
OG0007054	LOC6045419|XP_001862797.1|CQUI	LOC6548404|XP_001976670.1|DERE
OG0007055	LOC6034332|XP_038111558.1|CQUI	LOC6548530|XP_015011712.1|DERE
OG0007056	LOC6054623|XP_001870509.2|CQUI	LOC26526422|XP_015014275.1|DERE
OG0007057	LOC6039103|XP_001848770.1|CQUI	LOC6550111|XP_001977602.1|DERE
