Orthogroup	CQUI.longest_only	DELE.longest_only
OG0006121	LOC6050982|XP_038111997.1|CQUI	LOC108146794|XP_017128452.1|DELE
OG0006122	LOC6050980|XP_038110717.1|CQUI	LOC108145279|XP_017126067.1|DELE
OG0006123	LOC6050984|XP_038112473.1|CQUI	LOC108144777|XP_017125375.1|DELE
OG0006125	LOC6043028|XP_038108769.1|CQUI	LOC108146803|XP_017128471.1|DELE
OG0006126	LOC6051198|XP_038110761.1|CQUI	LOC108146857|XP_017128563.1|DELE
OG0006127	LOC6051893|XP_038111370.1|CQUI	LOC108136091|XP_017112551.1|DELE
OG0006128	LOC6037634|XP_001847521.2|CQUI	LOC108136135|XP_017112618.1|DELE
OG0006129	LOC6047150|XP_038109777.1|CQUI	LOC108136119|XP_017112591.1|DELE
OG0006130	LOC6037676|XP_038112443.1|CQUI	LOC108136112|XP_017112581.1|DELE
OG0006131	LOC6037685|XP_001847571.2|CQUI	LOC108136088|XP_017112545.1|DELE
OG0006132	LOC6037687|XP_038113967.1|CQUI	LOC108136098|XP_017112559.1|DELE
OG0006133	LOC6037689|XP_001847575.1|CQUI	LOC108136113|XP_017112582.1|DELE
OG0006134	LOC6052916|XP_038107832.1|CQUI	LOC108136094|XP_017112554.1|DELE
OG0006135	LOC6043290|XP_038107846.1|CQUI	LOC108136069|XP_017112519.1|DELE
OG0006136	LOC6034504|XP_001844809.2|CQUI	LOC108146806|XP_017128480.1|DELE
OG0006137	LOC6034553|XP_001844853.2|CQUI	LOC108136041|XP_017112461.1|DELE
OG0006138	LOC6037251|XP_001847179.2|CQUI	LOC108145376|XP_017126260.1|DELE
OG0006139	LOC6037230|XP_001847161.2|CQUI	LOC108149884|XP_017133269.1|DELE
OG0006140	LOC6040571|XP_038110208.1|CQUI	LOC108144770|XP_017125369.1|DELE
OG0006141	LOC6037193|XP_038109978.1|CQUI	LOC108144562|XP_017125037.1|DELE
OG0006142	LOC6037211|XP_038109404.1|CQUI	LOC108145969|XP_017127188.1|DELE
OG0006143	LOC6037213|XP_001847143.2|CQUI	LOC108146874|XP_017128594.1|DELE
OG0006144	LOC6037214|XP_001847144.2|CQUI	LOC108146951|XP_017128695.1|DELE
OG0006145	LOC6037215|XP_001847145.1|CQUI	LOC108142673|XP_017122168.1|DELE
OG0006146	LOC6037220|XP_001847150.2|CQUI	LOC108149368|XP_017132359.1|DELE
OG0006147	LOC6040522|XP_038112232.1|CQUI	LOC108143033|XP_017122720.1|DELE
OG0006148	LOC6040526|XP_038113698.1|CQUI	LOC108142523|XP_017121931.1|DELE
OG0006149	LOC6040567|XP_038111269.1|CQUI	LOC108146882|XP_017128604.1|DELE
OG0006150	LOC6040566|XP_001849946.2|CQUI	LOC108146880|XP_017128602.1|DELE
OG0006151	LOC6040561|XP_038111793.1|CQUI	LOC108141824|XP_017120892.1|DELE
OG0006152	LOC119765342|XP_038104968.1|CQUI	LOC108143994|XP_017124102.1|DELE
OG0006153	LOC6051694|XP_038115838.1|CQUI	LOC108144862|XP_017125500.1|DELE
OG0006155	LOC119770287|XP_038120815.1|CQUI	LOC108142896|XP_017122472.1|DELE
OG0006156	LOC119769398|XP_038117514.1|CQUI	LOC108143912|XP_017123981.1|DELE
OG0006158	LOC6038895|XP_038110186.1|CQUI	LOC108146889|XP_017128611.1|DELE
OG0006159	LOC6040551|XP_038108103.1|CQUI	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE
OG0006160	LOC6036902|XP_001846878.2|CQUI	LOC108144885|XP_017125533.1|DELE
OG0006161	LOC6040654|XP_038117289.1|CQUI	LOC108143403|XP_017123273.1|DELE
OG0006181	LOC6044344|XP_038122783.1|CQUI	LOC108135792|XP_017112148.1|DELE
OG0006182	LOC6048861|XP_001865709.2|CQUI	LOC108148926|XP_017131732.1|DELE
OG0006183	LOC6048859|XP_038105624.1|CQUI	LOC108139325|XP_017117523.1|DELE
OG0006184	LOC6043098|XP_001855838.1|CQUI	LOC108144035|XP_017124156.1|DELE
OG0006185	LOC6046424|XP_001863634.2|CQUI	LOC108141195|XP_017119928.1|DELE
OG0006186	LOC6044322|XP_038116020.1|CQUI	LOC108143930|XP_017124004.1|DELE
OG0006187	LOC6046423|XP_001863633.2|CQUI	LOC108148500|XP_017131026.1|DELE
OG0006188	LOC6035098|XP_038109730.1|CQUI	LOC108138576|XP_017116347.1|DELE
OG0006189	LOC6035099|XP_001845335.2|CQUI	LOC108138578|XP_017116352.1|DELE
OG0006190	LOC6035167|XP_038105577.1|CQUI	LOC108143012|XP_017122690.1|DELE
OG0006191	LOC6042737|XP_001870749.2|CQUI	LOC108147181|XP_017129011.1|DELE
OG0006193	LOC6042749|XP_001870759.2|CQUI	LOC108147688|XP_017129889.1|DELE
OG0006194	LOC6038201|XP_001848031.2|CQUI	LOC108141621|XP_017120576.1|DELE
OG0006195	LOC6038202|XP_001848032.2|CQUI	LOC108148180|XP_017130571.1|DELE
OG0006196	LOC6041668|XP_038114579.1|CQUI	LOC108139357|XP_017117570.1|DELE
OG0006197	LOC6041670|XP_038122703.1|CQUI	LOC108145292|XP_017126096.1|DELE
OG0006198	LOC6041679|XP_038117131.1|CQUI	LOC108142282|XP_017121500.1|DELE
OG0006199	LOC6044346|XP_001861876.2|CQUI	LOC108143858|XP_017123909.1|DELE
OG0006202	LOC6035147|XP_001845380.2|CQUI	LOC108136665|XP_017113479.1|DELE
OG0006203	LOC6035148|XP_001845381.2|CQUI	LOC108136253|XP_017112787.1|DELE
OG0006204	LOC6035154|XP_038105252.1|CQUI	LOC108136991|XP_017113975.1|DELE
OG0006205	LOC6035159|XP_001845391.2|CQUI	LOC108137421|XP_017114573.1|DELE
OG0006206	LOC6054818|XP_038114869.1|CQUI	LOC108134935|XP_017110944.1|DELE
OG0006207	LOC6054812|XP_038123032.1|CQUI	LOC108149387|XP_017132405.1|DELE
OG0006208	LOC6054808|XP_038123030.1|CQUI	LOC108146040|XP_017127325.1|DELE
OG0006209	LOC6051660|XP_001868061.2|CQUI	LOC108136608|XP_017113415.1|DELE
OG0006210	LOC6052745|XP_038105120.1|CQUI	LOC108136417|XP_017113013.1|DELE
OG0006211	LOC6035161|XP_001845393.2|CQUI	LOC108149519|XP_017132636.1|DELE
OG0006212	LOC6035160|XP_038105727.1|CQUI	LOC108149518|XP_017132635.1|DELE
OG0006213	LOC6040417|XP_001849811.2|CQUI	LOC108140998|XP_017119561.1|DELE
OG0006214	LOC6040418|XP_038104931.1|CQUI	LOC108141620|XP_017120575.1|DELE
OG0006215	LOC6041926|XP_038122630.1|CQUI	LOC108136441|XP_017113089.1|DELE
OG0006216	LOC6049036|XP_001865865.1|CQUI	LOC108148942|XP_017131763.1|DELE
OG0006217	LOC6049038|XP_038111181.1|CQUI	LOC108136336|XP_017112929.1|DELE
OG0006218	LOC6045221|XP_001862614.2|CQUI	LOC108149498|XP_017132610.1|DELE
OG0006219	LOC6047027|XP_038105349.1|CQUI	LOC108150395|XP_017134038.1|DELE
OG0006220	LOC6047024|XP_001864136.2|CQUI	LOC108135698|XP_017112028.1|DELE
OG0006221	LOC6047033|XP_001864142.2|CQUI	LOC108143104|XP_017122815.1|DELE
OG0006222	LOC6047034|XP_001864143.2|CQUI	LOC108142906|XP_017122482.1|DELE
OG0006223	LOC6041766|XP_001850984.1|CQUI	LOC108144407|XP_017124731.1|DELE
OG0006224	LOC6041767|XP_038116771.1|CQUI	LOC108137403|XP_017114551.1|DELE
OG0006226	LOC6045727|XP_001863035.2|CQUI	LOC108143284|XP_017123088.1|DELE
OG0006227	LOC6040424|XP_001849818.2|CQUI	LOC108142431|XP_017121779.1|DELE
OG0006228	LOC6053078|XP_038112538.1|CQUI	LOC108143383|XP_017123237.1|DELE
OG0006229	LOC6051665|XP_038122739.1|CQUI	LOC108145284|XP_017126077.1|DELE
OG0006230	LOC6051034|XP_038122486.1|CQUI	LOC108149983|XP_017133395.1|DELE
OG0006231	LOC6051035|XP_038105543.1|CQUI	LOC108138523|XP_017116272.1|DELE
OG0006232	LOC6047969|XP_038122485.1|CQUI	LOC108138549|XP_017116309.1|DELE
OG0006233	LOC6047968|XP_038122732.1|CQUI	LOC108138448|XP_017116137.1|DELE
OG0006234	LOC6053737|XP_001869770.2|CQUI	LOC108149982|XP_017133394.1|DELE
OG0006235	LOC6053736|XP_038122827.1|CQUI	LOC108134890|XP_017110882.1|DELE
OG0006236	LOC6047040|XP_001864148.1|CQUI	LOC108148165|XP_017130553.1|DELE
OG0006237	LOC6047039|XP_001864147.2|CQUI	LOC108137409|XP_017114557.1|DELE
OG0006238	LOC6043385|XP_038104021.1|CQUI	LOC108145572|XP_017126574.1|DELE
OG0006239	LOC6054520|XP_038116738.1|CQUI	LOC108140935|XP_017119492.1|DELE
OG0006240	LOC6044225|XP_038116428.1|CQUI	LOC108148549|XP_017131086.1|DELE
OG0006241	LOC6047050|XP_001864158.2|CQUI	LOC108149981|XP_017133392.1|DELE
OG0006244	LOC6049924|XP_001866611.2|CQUI	LOC108142955|XP_017122585.1|DELE
OG0006245	LOC6051948|XP_001868295.2|CQUI	LOC108148762|XP_017131453.1|DELE
OG0006246	LOC119765564|XP_038105605.1|CQUI	LOC108136212|XP_017112708.1|DELE
OG0006247	LOC6049219|XP_001866019.2|CQUI	LOC108149625|XP_017132844.1|DELE
OG0006248	LOC6035115|XP_001845351.2|CQUI	LOC108140791|XP_017119274.1|DELE
OG0006249	LOC6034311|XP_038104201.1|CQUI	LOC108134969|XP_017110985.1|DELE
OG0006250	LOC6049223|XP_038122719.1|CQUI	LOC108136511|XP_017113260.1|DELE
OG0006251	LOC6040801|XP_038122643.1|CQUI	LOC108148646|XP_017131260.1|DELE
OG0006252	LOC6037955|XP_001847806.1|CQUI	LOC108148644|XP_017131257.1|DELE
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC108136210|XP_017112707.1|DELE
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC108141995|XP_017121148.1|DELE
OG0006255	LOC6051118|XP_001867602.2|CQUI	LOC108137398|XP_017114546.1|DELE
OG0006256	LOC6051121|XP_001867605.1|CQUI	LOC108150023|XP_017133472.1|DELE
OG0006257	LOC6051126|XP_001867610.2|CQUI	LOC108137276|XP_017114363.1|DELE
OG0006258	LOC6051129|XP_038104346.1|CQUI	LOC108136570|XP_017113367.1|DELE
OG0006259	LOC6038195|XP_001848025.2|CQUI	LOC108139356|XP_017117569.1|DELE
OG0006260	LOC6045728|XP_001863036.1|CQUI	LOC108137277|XP_017114365.1|DELE
OG0006261	LOC6045726|XP_001863034.1|CQUI	LOC108138200|XP_017115806.1|DELE
OG0006262	LOC6045721|XP_001863030.2|CQUI	LOC108137332|XP_017114453.1|DELE
OG0006263	LOC6045720|XP_001863029.1|CQUI	LOC108136251|XP_017112778.1|DELE
OG0006264	LOC6045718|XP_001863027.2|CQUI	LOC108136165|XP_017112651.1|DELE
OG0006265	LOC6045716|XP_001863025.2|CQUI	LOC108141410|XP_017120262.1|DELE
OG0006266	LOC6045722|XP_001863024.2|CQUI	LOC108136314|XP_017112901.1|DELE
OG0006267	LOC6048469|XP_038108000.1|CQUI	LOC108136596|XP_017113399.1|DELE
OG0006268	LOC6044349|XP_001861844.1|CQUI	LOC108134637|XP_017110513.1|DELE
OG0006269	LOC6032068|XP_001842734.2|CQUI	LOC108143105|XP_017122816.1|DELE
OG0006270	LOC6044404|XP_038115610.1|CQUI	LOC108137255|XP_017114328.1|DELE
OG0006271	LOC6052274|XP_001868566.2|CQUI	LOC108135870|XP_017112262.1|DELE
OG0006272	LOC6045735|XP_038105475.1|CQUI	LOC108138573|XP_017116344.1|DELE
OG0006273	LOC6044377|XP_001861898.1|CQUI	LOC108145056|XP_017125725.1|DELE
OG0006274	LOC6047715|XP_038122991.1|CQUI	LOC108136227|XP_017112737.1|DELE
OG0006275	LOC6052107|XP_001868431.2|CQUI	LOC108141007|XP_017119574.1|DELE
OG0006276	LOC6037340|XP_001847264.2|CQUI	LOC108146323|XP_017127776.1|DELE
OG0006277	LOC6050823|XP_038122822.1|CQUI	LOC108135873|XP_017112263.1|DELE
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC108136185|XP_017112672.1|DELE
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC108135420|XP_017111629.1|DELE
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC108140878|XP_017119397.1|DELE
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC108140877|XP_017119396.1|DELE
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC108147602|XP_017129731.1|DELE
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC108150396|XP_017134042.1|DELE
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC108146387|XP_017127870.1|DELE
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC108141224|XP_017119965.1|DELE
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC108137011|XP_017114000.1|DELE
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC108135438|XP_017111668.1|DELE
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC108144040|XP_017124167.1|DELE
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC108136818|XP_017113711.1|DELE
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC108136504|XP_017113232.1|DELE
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC108138325|XP_017115976.1|DELE
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC108149999|XP_017133425.1|DELE
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC108145660|XP_017126702.1|DELE
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC108147687|XP_017129886.1|DELE
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC108137584|XP_017114803.1|DELE
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC108134845|XP_017110795.1|DELE
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC108148149|XP_017130511.1|DELE
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC108147732|XP_017129949.1|DELE
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC108135910|XP_017112317.1|DELE
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC108141172|XP_017119892.1|DELE
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC108147725|XP_017129943.1|DELE
OG0006302	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI	LOC108144579|XP_017125064.1|DELE
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC108144551|XP_017125014.1|DELE
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC108148765|XP_017131456.1|DELE
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC108148625|XP_017131213.1|DELE
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC108143922|XP_017123995.1|DELE
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC108143110|XP_017122822.1|DELE
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC108150040|XP_017133491.1|DELE
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC108147656|XP_017129825.1|DELE
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC108148362|XP_017130870.1|DELE
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC108136434|XP_017113080.1|DELE
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC108136610|XP_017113418.1|DELE
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC108138550|XP_017116310.1|DELE
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC108142950|XP_017122572.1|DELE
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC108140900|XP_017119433.1|DELE
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC108138592|XP_017116372.1|DELE
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC108134869|XP_017110847.1|DELE
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC108141527|XP_017120449.1|DELE
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC108137335|XP_017114456.1|DELE
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC108136523|XP_017113287.1|DELE
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC108137406|XP_017114553.1|DELE
OG0006323	LOC6053771|XP_038105587.1|CQUI	LOC108134822|XP_017110765.1|DELE
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC108136277|XP_017112846.1|DELE
OG0006325	LOC6038422|XP_038105666.1|CQUI	LOC108140779|XP_017119256.1|DELE
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC108136128|XP_017112608.1|DELE
OG0006327	LOC6049479|XP_038114496.1|CQUI	LOC108149005|XP_017131838.1|DELE
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC108137363|XP_017114488.1|DELE
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC108136269|XP_017112817.1|DELE
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC108143855|XP_017123906.1|DELE
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC108137310|XP_017114424.1|DELE
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC108150012|XP_017133454.1|DELE
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC108136501|XP_017113224.1|DELE
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC108136447|XP_017113101.1|DELE
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC108148922|XP_017131728.1|DELE
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC108142274|XP_017121488.1|DELE
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC108140960|XP_017119516.1|DELE
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC108134906|XP_017110905.1|DELE
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC108147694|XP_017129897.1|DELE
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC108137290|XP_017114398.1|DELE
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC108137306|XP_017114419.1|DELE
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC108137233|XP_017114301.1|DELE
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC108150044|XP_017133498.1|DELE
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC108148712|XP_017131366.1|DELE
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC108148747|XP_017131430.1|DELE
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC108136760|XP_017113600.1|DELE
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC108141394|XP_017120241.1|DELE
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC108136270|XP_017112825.1|DELE
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC108149025|XP_017131860.1|DELE
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC108137667|XP_017115010.1|DELE
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC108149823|XP_017133184.1|DELE
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC108149009|XP_017131841.1|DELE
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC108137270|XP_017114353.1|DELE
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC108136237|XP_017112757.1|DELE
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC108148150|XP_017130514.1|DELE
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC108145974|XP_017127194.1|DELE
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC108140582|XP_017118953.1|DELE
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC108141535|XP_017120465.1|DELE
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC108148407|XP_017130931.1|DELE
OG0006362	LOC6053338|XP_038108345.1|CQUI	LOC108137125|XP_017114153.1|DELE
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC108134856|XP_017110828.1|DELE
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC108138186|XP_017115787.1|DELE
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC108145157|XP_017125876.1|DELE
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC108144619|XP_017125137.1|DELE
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC108137404|XP_017114552.1|DELE
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC108148888|XP_017131680.1|DELE
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC108148627|XP_017131219.1|DELE
OG0006370	LOC6047660|XP_001864693.2|CQUI	LOC108136465|XP_017113147.1|DELE
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC108143773|XP_017123790.1|DELE
OG0006372	LOC6038653|XP_038105014.1|CQUI	LOC108149031|XP_017131871.1|DELE
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC108136528|XP_017113291.1|DELE
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC108136532|XP_017113302.1|DELE
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC108137668|XP_017115012.1|DELE
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC108137412|XP_017114560.1|DELE
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC108148134|XP_017130472.1|DELE
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC108137184|XP_017114256.1|DELE
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC108137126|XP_017114155.1|DELE
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC108150035|XP_017133487.1|DELE
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC108138410|XP_017116084.1|DELE
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC108138411|XP_017116088.1|DELE
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC108136445|XP_017113097.1|DELE
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC108136446|XP_017113098.1|DELE
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC108136799|XP_017113680.1|DELE
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC108135936|XP_017112377.1|DELE
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC108136331|XP_017112924.1|DELE
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC108150529|XP_017134247.1|DELE
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC108140404|XP_017118608.1|DELE
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC108143096|XP_017122806.1|DELE
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC108137769|XP_017115160.1|DELE
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC108136478|XP_017113179.1|DELE
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC108141335|XP_017120120.1|DELE
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC108137673|XP_017115017.1|DELE
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC108137672|XP_017115016.1|DELE
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC108135539|XP_017111776.1|DELE
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC108140804|XP_017119292.1|DELE
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC108140354|XP_017118537.1|DELE
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC108140519|XP_017118817.1|DELE
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC108146952|XP_017128696.1|DELE
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC108147227|XP_017129108.1|DELE
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC108136488|XP_017113191.1|DELE
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC108147701|XP_017129911.1|DELE
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC108148178|XP_017130568.1|DELE
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC108137693|XP_017115055.1|DELE
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC108137753|XP_017115142.1|DELE
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC108148893|XP_017131692.1|DELE
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC108148789|XP_017131495.1|DELE
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC108144070|XP_017124206.1|DELE
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC108137284|XP_017114382.1|DELE
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC108138553|XP_017116312.1|DELE
OG0006417	LOC6043999|XP_001861577.1|CQUI	LOC108138870|XP_017116886.1|DELE
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC108150028|XP_017133477.1|DELE
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC108143056|XP_017122757.1|DELE
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC108135181|XP_017111292.1|DELE
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC108137775|XP_017115167.1|DELE
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC108137796|XP_017115189.1|DELE
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC108148814|XP_017131554.1|DELE
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC108148816|XP_017131558.1|DELE
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC108148731|XP_017131399.1|DELE
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC108148730|XP_017131398.1|DELE
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC108140579|XP_017118949.1|DELE
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC108136732|XP_017113553.1|DELE
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC108142770|XP_017122299.1|DELE
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC108148786|XP_017131490.1|DELE
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC108135774|XP_017112119.1|DELE
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC108141838|XP_017120911.1|DELE
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC108147224|XP_017129093.1|DELE
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC108150021|XP_017133468.1|DELE
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC108136509|XP_017113250.1|DELE
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC108137865|XP_017115290.1|DELE
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC108135081|XP_017111136.1|DELE
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC108135084|XP_017111142.1|DELE
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC108148343|XP_017130844.1|DELE
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC108143046|XP_017122743.1|DELE
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC108148288|XP_017130746.1|DELE
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC108148913|XP_017131718.1|DELE
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC108136306|XP_017112889.1|DELE
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC108144041|XP_017124168.1|DELE
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC108144064|XP_017124199.1|DELE
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC108136999|XP_017113986.1|DELE
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC108136704|XP_017113518.1|DELE
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC108138952|XP_017117020.1|DELE
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC108136518|XP_017113272.1|DELE
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC108143961|XP_017124046.1|DELE
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC108135590|XP_017111879.1|DELE
