Orthogroup	CQUI.longest_only	DGUA.longest_only
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC117581229|XP_034124103.1|DGUA
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC117581226|XP_034124096.1|DGUA
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC117588468|XP_034135650.1|DGUA
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC117585086|XP_034130245.1|DGUA
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC117582927|XP_034126920.1|DGUA
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC117583603|XP_034127887.1|DGUA
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC117592120|XP_034141553.1|DGUA
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC117588317|XP_034135404.1|DGUA
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC117580671|XP_034123173.1|DGUA
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC117590873|XP_034139786.1|DGUA
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC117585944|XP_034131608.1|DGUA
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC117585199|XP_034130468.1|DGUA
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC117587456|XP_034134069.1|DGUA
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC117585616|XP_034131068.1|DGUA
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC117590328|XP_034138712.1|DGUA
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC117586576|XP_034132632.1|DGUA
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC117586750|XP_034132948.1|DGUA
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC117586736|XP_034132921.1|DGUA
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC117590723|XP_034139521.1|DGUA
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC117579827|XP_034121812.1|DGUA
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC117582422|XP_034126020.1|DGUA
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC117581126|XP_034123942.1|DGUA
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC117589221|XP_034136859.1|DGUA
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC117579282|XP_034120970.1|DGUA
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC117581624|XP_034124883.1|DGUA
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC117585765|XP_034131331.1|DGUA
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC117585224|XP_034130509.1|DGUA
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC117588285|XP_034135356.1|DGUA
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC117590765|XP_034139602.1|DGUA
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC117589864|XP_034138023.1|DGUA
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC117586723|XP_034132909.1|DGUA
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC117587371|XP_034133910.1|DGUA
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC117585347|XP_034130681.1|DGUA
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC117583188|XP_034127281.1|DGUA
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC117587133|XP_034133529.1|DGUA
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC117587132|XP_034133528.1|DGUA
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC117588903|XP_034136351.1|DGUA
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC117587405|XP_034133953.1|DGUA
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC117586867|XP_034133055.1|DGUA
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC117587043|XP_034133365.1|DGUA
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC117585822|XP_034131443.1|DGUA
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC117585821|XP_034131442.1|DGUA
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC117591119|XP_034140111.1|DGUA
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC117589773|XP_034137861.1|DGUA
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC117591327|XP_034140429.1|DGUA
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC117591325|XP_034140424.1|DGUA
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC117582449|XP_034126063.1|DGUA
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC117581012|XP_034123714.1|DGUA
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC117588555|XP_034135828.1|DGUA
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC117586093|XP_034131840.1|DGUA
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC117581060|XP_034123822.1|DGUA
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC117588652|XP_034135979.1|DGUA
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC117585112|XP_034130284.1|DGUA
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC117585663|XP_034131150.1|DGUA
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC117585045|XP_034130192.1|DGUA
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC117589719|XP_034137775.1|DGUA
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC117586298|XP_034132145.1|DGUA
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC117586761|XP_034132963.1|DGUA
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC117585015|XP_034130146.1|DGUA
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC117586752|XP_034132950.1|DGUA
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC117585575|XP_034131001.1|DGUA
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC117585727|XP_034131257.1|DGUA
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC117584614|XP_034129520.1|DGUA
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC117579916|XP_034121946.1|DGUA
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC117579913|XP_034121940.1|DGUA
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC117586459|XP_034132402.1|DGUA
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC117583163|XP_034127249.1|DGUA
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC117585462|XP_034130842.1|DGUA
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC117585343|XP_034130676.1|DGUA
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC117585450|XP_034130819.1|DGUA
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC117578582|XP_034120056.1|DGUA
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC117590523|XP_034139131.1|DGUA
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC117581322|XP_034124320.1|DGUA
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC117591171|XP_034140185.1|DGUA
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC117586346|XP_034132253.1|DGUA
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC117585685|XP_034131191.1|DGUA
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC117585682|XP_034131185.1|DGUA
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC117589351|XP_034137126.1|DGUA
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC117583952|XP_034128543.1|DGUA
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC117580996|XP_034123692.1|DGUA
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC117590785|XP_034139625.1|DGUA
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC117580760|XP_034123346.1|DGUA
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC117586683|XP_034132827.1|DGUA
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC117583216|XP_034127326.1|DGUA
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC117586681|XP_034132824.1|DGUA
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC117579740|XP_034121648.1|DGUA
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC117583204|XP_034127301.1|DGUA
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC117585922|XP_034131579.1|DGUA
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC117580685|XP_034123200.1|DGUA
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC117590821|XP_034139679.1|DGUA
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC117581199|XP_034124059.1|DGUA
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC117586730|XP_034132916.1|DGUA
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC117584070|XP_034128705.1|DGUA
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC117587077|XP_034133431.1|DGUA
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC117591002|XP_034139975.1|DGUA
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC117588837|XP_034136221.1|DGUA
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC117589395|XP_034137202.1|DGUA
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC117586644|XP_034132764.1|DGUA
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC117585120|XP_034130333.1|DGUA
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC117585942|XP_034131603.1|DGUA
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC117589868|XP_034138027.1|DGUA
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC117585693|XP_034131198.1|DGUA
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC117582060|XP_034125503.1|DGUA
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC117585695|XP_034131200.1|DGUA
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC117579335|XP_034121051.1|DGUA
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC117581042|XP_034123763.1|DGUA
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC117581040|XP_034123761.1|DGUA
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC117581030|XP_034123751.1|DGUA
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC117591158|XP_034140169.1|DGUA
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC117579218|XP_034120877.1|DGUA
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC117591972|XP_034141298.1|DGUA
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC117586551|XP_034132604.1|DGUA
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC117581233|XP_034124108.1|DGUA
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC117585863|XP_034131508.1|DGUA
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC117581116|XP_034123931.1|DGUA
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC117586714|XP_034132881.1|DGUA
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC117585888|XP_034131534.1|DGUA
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC117583757|XP_034128175.1|DGUA
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC117589912|XP_034138077.1|DGUA
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC117581113|XP_034123914.1|DGUA
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC117588083|XP_034135042.1|DGUA
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC117590791|XP_034139637.1|DGUA
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC117590790|XP_034139629.1|DGUA
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC117590771|XP_034139608.1|DGUA
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC117586379|XP_034132298.1|DGUA
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC117580277|XP_034122622.1|DGUA
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC117586079|XP_034131825.1|DGUA
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC117590033|XP_034138218.1|DGUA
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC117578856|XP_034120537.1|DGUA
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC117583251|XP_034127368.1|DGUA
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC117586607|XP_034132687.1|DGUA
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC117580746|XP_034123323.1|DGUA
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC117590414|XP_034138904.1|DGUA
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC117590237|XP_034138600.1|DGUA
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC117581028|XP_034123749.1|DGUA
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC117582739|XP_034126564.1|DGUA
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC117580673|XP_034123178.1|DGUA
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC117581630|XP_034124889.1|DGUA
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC117588677|XP_034136015.1|DGUA
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC117580798|XP_034123388.1|DGUA
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC117580930|XP_034123601.1|DGUA
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC117590752|XP_034139553.1|DGUA
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC117581166|XP_034124000.1|DGUA
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC117580950|XP_034123627.1|DGUA
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC117581471|XP_034124599.1|DGUA
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC117588722|XP_034136073.1|DGUA
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC117588807|XP_034136214.1|DGUA
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC117591185|XP_034140207.1|DGUA
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC117585770|XP_034131342.1|DGUA
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC117581115|XP_034123924.1|DGUA
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC117588301|XP_034135375.1|DGUA
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC117586573|XP_034132629.1|DGUA
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC117592537|XP_034142298.1|DGUA
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC117590288|XP_034138664.1|DGUA
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC117581157|XP_034123981.1|DGUA
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC117588581|XP_034135876.1|DGUA
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC117586533|XP_034132558.1|DGUA
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC117586388|XP_034132310.1|DGUA
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC117585882|XP_034131524.1|DGUA
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC117585907|XP_034131557.1|DGUA
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC117586614|XP_034132710.1|DGUA
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC117580323|XP_034122710.1|DGUA
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC117582158|XP_034125646.1|DGUA
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC117591025|XP_034140003.1|DGUA
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC117581249|XP_034124143.1|DGUA
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC117581203|XP_034124067.1|DGUA
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC117578835|XP_034120499.1|DGUA
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC117582233|XP_034125735.1|DGUA
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC117581460|XP_034124569.1|DGUA
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC117590969|XP_034139917.1|DGUA
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC117580749|XP_034123328.1|DGUA
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC117591821|XP_034141049.1|DGUA
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC117583788|XP_034128258.1|DGUA
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC117578725|XP_034120276.1|DGUA
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC117588725|XP_034136075.1|DGUA
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC117590777|XP_034139616.1|DGUA
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC117581576|XP_034124818.1|DGUA
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC117579648|XP_034121518.1|DGUA
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC117580336|XP_034122729.1|DGUA
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC117590457|XP_034138982.1|DGUA
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC117581426|XP_034124487.1|DGUA
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC117580701|XP_034123234.1|DGUA
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC117592226|XP_034141752.1|DGUA
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC117589343|XP_034137093.1|DGUA
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC117582459|XP_034126076.1|DGUA
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC117579665|XP_034121539.1|DGUA
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC117591496|XP_034140679.1|DGUA
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC117580266|XP_034122594.1|DGUA
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC117580083|XP_034122223.1|DGUA
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC117580011|XP_034122107.1|DGUA
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC117579578|XP_034121396.1|DGUA
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC117589262|XP_034136930.1|DGUA
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC117591426|XP_034140577.1|DGUA
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC117581598|XP_034124844.1|DGUA
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC117592067|XP_034141462.1|DGUA
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC117585220|XP_034130505.1|DGUA
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC117592083|XP_034141490.1|DGUA
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC117578522|XP_034119959.1|DGUA
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC117578518|XP_034119954.1|DGUA
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC117582041|XP_034125474.1|DGUA
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC117582468|XP_034126091.1|DGUA
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC117592686|XP_034142540.1|DGUA
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC117579660|XP_034121534.1|DGUA
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC117584483|XP_034129299.1|DGUA
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC117580568|XP_034123062.1|DGUA
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC117580567|XP_034123061.1|DGUA
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC117579124|XP_034120746.1|DGUA
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC117587310|XP_034133822.1|DGUA
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC117578682|XP_034120200.1|DGUA
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC117580684|XP_034123199.1|DGUA
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC117586958|XP_034133222.1|DGUA
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC117587605|XP_034134347.1|DGUA
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC117585636|XP_034131112.1|DGUA
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC117578515|XP_034119951.1|DGUA
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC117587481|XP_034134101.1|DGUA
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC117587495|XP_034134158.1|DGUA
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC117587506|XP_034134169.1|DGUA
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC117587482|XP_034134104.1|DGUA
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC117579674|XP_034121550.1|DGUA
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC117581009|XP_034123712.1|DGUA
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC117580148|XP_034122353.1|DGUA
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC117592060|XP_034141447.1|DGUA
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC117580538|XP_034123022.1|DGUA
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC117584297|XP_034129011.1|DGUA
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC117579538|XP_034121386.1|DGUA
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC117590213|XP_034138563.1|DGUA
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC117586956|XP_034133220.1|DGUA
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC117590872|XP_034139823.1|DGUA
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC117589036|XP_034136554.1|DGUA
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC117590987|XP_034139954.1|DGUA
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC117590970|XP_034139921.1|DGUA
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC117583951|XP_034128541.1|DGUA
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC117581069|XP_034123835.1|DGUA
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC117586366|XP_034132282.1|DGUA
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC117587066|XP_034133400.1|DGUA
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC117581782|XP_034125100.1|DGUA
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC117584234|XP_034128922.1|DGUA
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC117581324|XP_034124323.1|DGUA
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC117591161|XP_034140173.1|DGUA
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC117581662|XP_034124933.1|DGUA
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC117590672|XP_034139436.1|DGUA
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC117588895|XP_034136334.1|DGUA
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC117586645|XP_034132766.1|DGUA
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC117588358|XP_034135461.1|DGUA
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC117581620|XP_034124874.1|DGUA
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC117586517|XP_034132544.1|DGUA
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC117588713|XP_034136054.1|DGUA
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC117584393|XP_034129141.1|DGUA
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC117588406|XP_034135563.1|DGUA
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC117580069|XP_034122202.1|DGUA
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC117580357|XP_034122766.1|DGUA
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC117579970|XP_034122037.1|DGUA
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC117589433|XP_034137260.1|DGUA
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC117589434|XP_034137262.1|DGUA
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC117589417|XP_034137237.1|DGUA
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC117592709|XP_034142574.1|DGUA
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC117582027|XP_034125444.1|DGUA
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC117580012|XP_034122108.1|DGUA
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC117580381|XP_034122809.1|DGUA
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC117580384|XP_034122811.1|DGUA
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC117581864|XP_034125217.1|DGUA
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC117582524|XP_034126213.1|DGUA
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC117587685|XP_034134469.1|DGUA
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC117586984|XP_034133276.1|DGUA
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC117587824|XP_034134674.1|DGUA
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC117586196|XP_034132015.1|DGUA
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC117582642|XP_034126415.1|DGUA
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC117586835|XP_034133017.1|DGUA
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC117583967|XP_034128564.1|DGUA
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC117584473|XP_034129288.1|DGUA
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC117588894|XP_034136333.1|DGUA
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC117592678|XP_034142528.1|DGUA
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC117592567|XP_034142338.1|DGUA
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC117581425|XP_034124484.1|DGUA
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC117590989|XP_034139955.1|DGUA
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC117588763|XP_034136136.1|DGUA
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC117588923|XP_034136428.1|DGUA
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC117582159|XP_034125647.1|DGUA
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC117584415|XP_034129169.1|DGUA
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC117585077|XP_034130232.1|DGUA
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC117586832|XP_034133004.1|DGUA
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC117589475|XP_034137311.1|DGUA
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC117592439|XP_034142083.1|DGUA
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC117585303|XP_034130623.1|DGUA
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC117578550|XP_034120014.1|DGUA
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC117582176|XP_034125673.1|DGUA
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC117579815|XP_034121796.1|DGUA
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC117579425|XP_034121196.1|DGUA
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC117586229|XP_034132055.1|DGUA
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC117580279|XP_034122629.1|DGUA
