Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0007738	LOC6037939|XP_038122583.1|CQUI	LOC108011033|XP_036673966.1|DSUZ
OG0007739	LOC6042681|XP_001853435.2|CQUI	LOC108019210|XP_016942495.1|DSUZ
OG0007740	LOC6042695|XP_038104246.1|CQUI	LOC108015388|XP_016937297.1|DSUZ
OG0007741	LOC6042499|XP_038122803.1|CQUI	LOC108005305|XP_016924003.1|DSUZ
OG0007742	LOC6039063|XP_038112797.1|CQUI	LOC108006314|XP_016925304.1|DSUZ
OG0007743	LOC6046975|XP_038122746.1|CQUI	LOC108019461|XP_036674435.1|DSUZ
OG0007744	LOC6053775|XP_001869804.2|CQUI	LOC108014093|XP_016935605.1|DSUZ
OG0007745	LOC6048774|XP_038105485.1|CQUI	LOC108020305|XP_036677898.1|DSUZ
OG0007747	LOC6050775|XP_038107338.1|CQUI	LOC108004671|XP_016923143.1|DSUZ
OG0007748	LOC6038330|XP_038122467.1|CQUI	LOC108015071|XP_016936799.1|DSUZ
OG0007750	LOC6047654|XP_001864690.2|CQUI	LOC108012157|XP_016932937.2|DSUZ
OG0007752	LOC6053536|XP_001869600.2|CQUI	LOC108005091|XP_016923752.1|DSUZ
OG0007755	LOC6052578|XP_038121672.1|CQUI	LOC108016558|XP_036676428.1|DSUZ
OG0007756	LOC6034417|XP_038122766.1|CQUI	LOC108016980|XP_016939413.1|DSUZ
OG0007757	LOC6034428|XP_038108334.1|CQUI	LOC108015377|XP_016937285.1|DSUZ
OG0007760	LOC6034457|XP_001844770.2|CQUI	LOC108018965|XP_016942056.1|DSUZ
OG0007761	LOC6034471|XP_038122821.1|CQUI	LOC108015229|XP_016937062.1|DSUZ
OG0007762	LOC6034472|XP_038115983.1|CQUI	LOC108014947|XP_036676749.1|DSUZ
OG0007763	LOC6034474|XP_001844784.1|CQUI	LOC108021293|XP_016945431.1|DSUZ
OG0007764	LOC6034476|XP_038122923.1|CQUI	LOC108004677|XP_016923153.1|DSUZ
OG0007765	LOC6034480|XP_038104014.1|CQUI	LOC108004745|XP_016923267.1|DSUZ
OG0007766	LOC6034483|XP_038104015.1|CQUI	LOC108018310|XP_036674745.1|DSUZ
OG0007768	LOC6052779|XP_038113508.1|CQUI	LOC108018927|XP_016942009.1|DSUZ
OG0007769	LOC6051179|XP_001867661.1|CQUI	LOC108018967|XP_016942058.1|DSUZ
OG0007770	LOC6049167|XP_038122974.1|CQUI	LOC108011936|XP_016932673.1|DSUZ
OG0007771	LOC6031445|XP_001842249.2|CQUI	LOC108006815|XP_016925855.1|DSUZ
OG0007772	LOC6042570|XP_038105036.1|CQUI	LOC108016778|XP_016939033.1|DSUZ
OG0007774	LOC6031438|XP_038105652.1|CQUI	LOC108005769|XP_036672136.1|DSUZ
OG0007775	LOC6052605|XP_038105818.1|CQUI	LOC108006563|XP_016925584.1|DSUZ
OG0007776	LOC6053471|XP_038122686.1|CQUI	LOC108010413|XP_036675964.1|DSUZ
OG0007777	LOC6043994|XP_038116333.1|CQUI	LOC108013722|XP_016935151.1|DSUZ
OG0007779	LOC119765085|XP_038104145.1|CQUI	LOC108018817|XP_016941891.2|DSUZ
OG0007780	LOC6052646|XP_038105404.1|CQUI	LOC108019215|XP_016942499.1|DSUZ
OG0007781	LOC119769479|XP_038118005.1|CQUI	LOC108015266|XP_036676236.1|DSUZ
OG0007782	LOC6039069|XP_038104568.1|CQUI	LOC108019193|XP_016942456.2|DSUZ
OG0007784	LOC6051726|XP_001868120.2|CQUI	LOC108011647|XP_016932327.2|DSUZ
OG0007786	LOC6053054|XP_038105741.1|CQUI	LOC108012076|XP_016932846.1|DSUZ
OG0007787	LOC119765323|XP_038104889.1|CQUI	LOC108015458|XP_036675566.1|DSUZ
OG0007788	LOC6034808|XP_001845080.2|CQUI	LOC108020512|XP_016944335.2|DSUZ
OG0007789	LOC6046774|XP_038104944.1|CQUI	LOC108020317|XP_036674110.1|DSUZ, LOC108017392|XP_036673849.1|DSUZ
OG0007790	LOC6036488|XP_038105712.1|CQUI	LOC108007209|XP_036674511.1|DSUZ
OG0007792	LOC6042419|XP_038113154.1|CQUI	LOC108019155|XP_016942394.1|DSUZ
OG0007793	LOC119769520|XP_038118274.1|CQUI	LOC108010926|XP_016931422.2|DSUZ
OG0007794	LOC6034931|XP_038113474.1|CQUI	LOC108015184|XP_036676550.1|DSUZ
OG0007795	LOC6048844|XP_001865691.2|CQUI	LOC108016988|XP_016939425.1|DSUZ
OG0007796	LOC6032710|XP_001843262.2|CQUI	LOC108005037|XP_016923663.2|DSUZ
OG0007797	LOC6047473|XP_038122879.1|CQUI	LOC108016480|XP_016938630.2|DSUZ
OG0007798	LOC6054407|XP_038112909.1|CQUI	LOC108018338|XP_016941369.2|DSUZ
OG0007799	LOC6052080|XP_001868407.1|CQUI	LOC108020491|XP_036673015.1|DSUZ
OG0007800	LOC6044840|XP_001862290.2|CQUI	LOC108020526|XP_036673090.1|DSUZ
OG0007801	LOC6035567|XP_038107035.1|CQUI	LOC108005048|XP_016923677.1|DSUZ
OG0007802	LOC119771186|XP_038122713.1|CQUI	LOC108015858|XP_016937915.1|DSUZ
OG0007803	LOC6032576|XP_038104221.1|CQUI	LOC108014885|XP_036672744.1|DSUZ
OG0007804	LOC6035085|XP_038122773.1|CQUI	LOC108016822|XP_016939126.1|DSUZ
OG0007805	LOC6048399|XP_001865322.2|CQUI	LOC108015356|XP_016937256.1|DSUZ
OG0007806	LOC6048398|XP_038122542.1|CQUI	LOC108015355|XP_016937255.1|DSUZ
OG0007808	LOC6046418|XP_038122936.1|CQUI	LOC108005013|XP_036673303.1|DSUZ
OG0007811	LOC6032633|XP_038105259.1|CQUI	LOC108014769|XP_036673075.1|DSUZ
OG0007812	LOC6032652|XP_001843219.2|CQUI	LOC108015051|XP_016936779.1|DSUZ
OG0007814	LOC6037468|XP_038104007.1|CQUI	LOC108016609|XP_016938789.1|DSUZ
OG0007815	LOC6039935|XP_001849432.2|CQUI	LOC108016972|XP_016939403.1|DSUZ
OG0007816	LOC6035392|XP_001845592.2|CQUI	LOC108005795|XP_016924613.1|DSUZ
OG0007817	LOC6035391|XP_038104697.1|CQUI	LOC108014371|XP_016935953.2|DSUZ
OG0007818	LOC6031659|XP_038104431.1|CQUI	LOC108015783|XP_036673346.1|DSUZ
OG0007819	LOC6037472|XP_001847381.2|CQUI	LOC108013713|XP_016935142.1|DSUZ
OG0007820	LOC6033670|XP_038113389.1|CQUI	LOC108010853|XP_036675375.1|DSUZ
OG0007821	LOC6033667|XP_001844093.2|CQUI	LOC108016458|XP_016938600.2|DSUZ
OG0007822	LOC6033666|XP_038104214.1|CQUI	LOC108016461|XP_036675564.1|DSUZ
OG0007823	LOC6051326|XP_038105826.1|CQUI	LOC108016481|XP_036675500.1|DSUZ
OG0007824	LOC6041355|XP_038107049.1|CQUI	LOC108010735|XP_016931152.2|DSUZ
OG0007825	LOC6037412|XP_001847327.2|CQUI	LOC108014133|XP_016935650.1|DSUZ
OG0007826	LOC6040884|XP_001850213.1|CQUI	LOC108014751|XP_036673482.1|DSUZ
OG0007827	LOC6037321|XP_001847246.1|CQUI	LOC108015206|XP_016937024.1|DSUZ
OG0007828	LOC6041458|XP_001850715.2|CQUI	LOC108011458|XP_016932091.2|DSUZ
OG0007829	LOC6035345|XP_038104353.1|CQUI	LOC108011652|XP_016932337.2|DSUZ
OG0007831	LOC6032186|XP_001842833.1|CQUI	LOC108019144|XP_016942381.1|DSUZ
OG0007832	LOC6035415|XP_038122502.1|CQUI	LOC108015383|XP_016937291.1|DSUZ
OG0007833	LOC6035410|XP_001845603.2|CQUI	LOC108016962|XP_016939388.1|DSUZ
OG0007834	LOC6035539|XP_038110831.1|CQUI	LOC108006629|XP_016925651.1|DSUZ
OG0007835	LOC6046139|XP_001863382.2|CQUI	LOC108005054|XP_016923683.2|DSUZ
OG0007836	LOC6046151|XP_001863390.2|CQUI	LOC108015640|XP_016937621.1|DSUZ, LOC108015629|XP_036674266.1|DSUZ
OG0007837	LOC6040252|XP_001849689.2|CQUI	LOC108016039|XP_016938123.1|DSUZ
OG0007838	LOC6040269|XP_038104570.1|CQUI	LOC108015992|XP_016938074.2|DSUZ
OG0007841	LOC6033728|XP_001844148.2|CQUI	LOC108016186|XP_016938299.1|DSUZ
OG0007842	LOC6039898|XP_038113940.1|CQUI	LOC108007232|XP_016926358.2|DSUZ
OG0007843	LOC6039904|XP_001849402.1|CQUI	LOC108007199|XP_016926322.1|DSUZ
OG0007844	LOC6052629|XP_038122933.1|CQUI	LOC108018235|XP_016941251.2|DSUZ
OG0007845	LOC119765509|XP_038105422.1|CQUI	LOC118877955|XP_036674616.1|DSUZ, LOC108014328|XP_036672781.1|DSUZ
OG0007846	LOC6040938|XP_001850266.2|CQUI	LOC108015290|XP_016937152.1|DSUZ
OG0007847	LOC6031652|XP_001842400.2|CQUI	LOC108015765|XP_036673410.1|DSUZ
OG0007855	LOC6033943|XP_038105454.1|CQUI	LOC108020076|XP_036674095.1|DSUZ
OG0007856	LOC6033930|XP_001844319.2|CQUI	LOC108015744|XP_036673423.1|DSUZ
OG0007857	LOC6036794|XP_001846788.2|CQUI	LOC108007860|XP_036674284.1|DSUZ
OG0007859	LOC6040911|XP_001850239.2|CQUI	LOC108016611|XP_016938791.1|DSUZ
OG0007860	LOC6040918|XP_001850246.1|CQUI	LOC108006462|XP_016925475.2|DSUZ
OG0007861	LOC6040926|XP_001850254.1|CQUI	LOC108010916|XP_036674668.1|DSUZ
OG0007862	LOC6040925|XP_038123040.1|CQUI	LOC108016469|XP_016938612.2|DSUZ
OG0007863	LOC6040935|XP_001850263.2|CQUI	LOC108021191|XP_016945268.1|DSUZ
OG0007864	LOC6036806|XP_038116777.1|CQUI	LOC108006507|XP_016925519.2|DSUZ
OG0007866	LOC6033962|XP_001844350.2|CQUI	LOC108020812|XP_016944680.1|DSUZ
OG0007867	LOC6033974|XP_001844362.1|CQUI	LOC108012192|XP_016932976.2|DSUZ
OG0007869	LOC6032780|XP_001843319.2|CQUI	LOC108004594|XP_016923021.1|DSUZ
OG0007870	LOC6032822|XP_038120396.1|CQUI	LOC108014100|XP_036670474.1|DSUZ
OG0007871	LOC6032912|XP_038116283.1|CQUI	LOC108005449|XP_016924227.1|DSUZ
OG0007872	LOC6038676|XP_038115877.1|CQUI	LOC108005753|XP_036671559.1|DSUZ
OG0007874	LOC6053032|XP_038115021.1|CQUI	LOC108021812|XP_016946103.1|DSUZ
OG0007875	LOC6046848|XP_038118512.1|CQUI	LOC108009480|XP_016929351.1|DSUZ
OG0007876	LOC6043343|XP_001870941.1|CQUI	LOC108004771|XP_016923306.1|DSUZ
OG0007877	LOC6047532|XP_038114601.1|CQUI	LOC108005318|XP_036677229.1|DSUZ
OG0007878	LOC6049346|XP_001866125.1|CQUI	LOC108008592|XP_016927960.1|DSUZ
OG0007879	LOC6034081|XP_038120157.1|CQUI	LOC108004813|XP_036670972.1|DSUZ
OG0007880	LOC6039271|XP_001848907.2|CQUI	LOC108013686|XP_016935093.1|DSUZ
OG0007881	LOC6044954|XP_038116490.1|CQUI	LOC108011815|XP_036671759.1|DSUZ
OG0007882	LOC6038799|XP_038115014.1|CQUI	LOC108006807|XP_016925844.1|DSUZ
OG0007883	LOC6049317|XP_038119973.1|CQUI	LOC108006802|XP_036670398.1|DSUZ
OG0007884	LOC6051409|XP_038118934.1|CQUI	LOC108006829|XP_036671987.1|DSUZ
OG0007885	LOC6036576|XP_038118795.1|CQUI	LOC108009481|XP_016929355.1|DSUZ
OG0007886	LOC6041123|XP_038115925.1|CQUI	LOC108021662|XP_016945965.1|DSUZ
OG0007887	LOC6053688|XP_038118638.1|CQUI	LOC108006805|XP_016925842.2|DSUZ
OG0007888	LOC6048919|XP_001865759.1|CQUI	LOC108014598|XP_016936250.2|DSUZ
OG0007889	LOC6050245|XP_038121269.1|CQUI	LOC108012405|XP_016933254.1|DSUZ
OG0007891	LOC6038607|XP_001848383.1|CQUI	LOC108018728|XP_016941790.2|DSUZ
OG0007892	LOC6050484|XP_001867087.1|CQUI	LOC108010627|XP_016931008.2|DSUZ
OG0007893	LOC6036285|XP_038120891.1|CQUI	LOC108009846|XP_016930027.1|DSUZ
OG0007896	LOC6040211|XP_001849657.1|CQUI	LOC108012642|XP_016933555.1|DSUZ
OG0007897	LOC6041246|XP_038117905.1|CQUI	LOC108012388|XP_016933232.1|DSUZ
OG0007898	LOC6041253|XP_001850543.1|CQUI	LOC108012539|XP_016933442.1|DSUZ
OG0007900	LOC6048328|XP_001865264.2|CQUI	LOC108009055|XP_016928548.1|DSUZ
OG0007901	LOC6035616|XP_001845765.2|CQUI	LOC108013152|XP_016934330.1|DSUZ
OG0007902	LOC6040601|XP_038121775.1|CQUI	LOC108005193|XP_016923867.1|DSUZ
OG0007903	LOC6040625|XP_038118997.1|CQUI	LOC108007498|XP_016926670.2|DSUZ
OG0007904	LOC6040631|XP_038118240.1|CQUI	LOC108012881|XP_016933860.1|DSUZ
OG0007905	LOC6036407|XP_001846460.2|CQUI	LOC108019183|XP_016942442.1|DSUZ
OG0007906	LOC6044194|XP_038116507.1|CQUI	LOC108013617|XP_016935047.2|DSUZ
OG0007907	LOC6041976|XP_001851151.1|CQUI	LOC108014472|XP_016936086.1|DSUZ
OG0007908	LOC6041975|XP_038118179.1|CQUI	LOC108014473|XP_016936089.1|DSUZ
OG0007909	LOC6041970|XP_001851144.2|CQUI	LOC108016752|XP_016938988.1|DSUZ
OG0007910	LOC6043157|XP_001870893.2|CQUI	LOC108020709|XP_036672472.1|DSUZ, LOC108011775|XP_036671658.1|DSUZ
OG0007911	LOC6048152|XP_001865114.2|CQUI	LOC108014524|XP_016936152.2|DSUZ
OG0007912	LOC6048144|XP_001865107.2|CQUI	LOC108013522|XP_016934907.1|DSUZ
OG0007913	LOC6048146|XP_001865108.1|CQUI	LOC108014525|XP_016936153.1|DSUZ
OG0007914	LOC6037181|XP_038118242.1|CQUI	LOC108014649|XP_036672196.1|DSUZ
OG0007915	LOC6035489|XP_001845670.2|CQUI	LOC108005628|XP_016924427.2|DSUZ
OG0007916	LOC119770305|XP_038120863.1|CQUI	LOC108018311|XP_016941343.1|DSUZ
OG0007917	LOC119770730|XP_038122061.1|CQUI	LOC108008687|XP_016928069.1|DSUZ
OG0007920	LOC6036142|XP_038110797.1|CQUI	LOC108010319|XP_016930708.1|DSUZ
OG0007921	LOC6030957|XP_038121867.1|CQUI	LOC108008781|XP_016928168.1|DSUZ
OG0007922	LOC6052063|XP_038119760.1|CQUI	LOC108019257|XP_036673845.1|DSUZ
OG0007923	LOC6053863|XP_038116111.1|CQUI	LOC108021791|XP_036676950.1|DSUZ
OG0007927	LOC6050100|XP_038107685.1|CQUI	LOC108020989|XP_016944937.1|DSUZ
OG0007928	LOC6042610|XP_001852944.2|CQUI	LOC108007867|XP_016927118.1|DSUZ
OG0007929	LOC6042604|XP_038109733.1|CQUI	LOC108021095|XP_016945109.1|DSUZ
OG0007930	LOC6054296|XP_038113999.1|CQUI	LOC108008284|XP_016927561.1|DSUZ
OG0007932	LOC6032467|XP_001843060.1|CQUI	LOC108006315|XP_016925307.1|DSUZ
OG0007933	LOC6032469|XP_038112410.1|CQUI	LOC118877814|XP_036673857.1|DSUZ
OG0007934	LOC6043623|XP_038111348.1|CQUI	LOC108011632|XP_016932310.2|DSUZ
OG0007935	LOC6038600|XP_038108223.1|CQUI	LOC108014594|XP_016936249.1|DSUZ
OG0007936	LOC6034117|XP_001844485.1|CQUI	LOC108021494|XP_016945726.1|DSUZ
OG0007937	LOC6046043|XP_038109540.1|CQUI	LOC108019179|XP_016942437.1|DSUZ
OG0007938	LOC6034156|XP_001844514.2|CQUI	LOC108020885|XP_016944777.1|DSUZ
OG0007939	LOC6034163|XP_001844519.2|CQUI	LOC108021260|XP_016945376.1|DSUZ
OG0007940	LOC6034164|XP_038108636.1|CQUI	LOC108021375|XP_036668759.1|DSUZ
OG0007942	LOC6032935|XP_001843455.2|CQUI	LOC108019175|XP_016942427.1|DSUZ
OG0007943	LOC6032945|XP_038108155.1|CQUI	LOC108017266|XP_036678695.1|DSUZ
OG0007944	LOC6050451|XP_038106065.1|CQUI	LOC108012871|XP_016933848.1|DSUZ
OG0007945	LOC6041620|XP_001850853.2|CQUI	LOC108021612|XP_016945900.1|DSUZ
OG0007946	LOC6036144|XP_001846235.2|CQUI	LOC108010289|XP_016930648.1|DSUZ
OG0007947	LOC6031331|XP_038112363.1|CQUI	LOC108021267|XP_016945389.1|DSUZ
OG0007948	LOC6031340|XP_038111689.1|CQUI	LOC108021500|XP_016945737.2|DSUZ
OG0007949	LOC6053570|XP_038110150.1|CQUI	LOC108004731|XP_016923244.1|DSUZ
OG0007950	LOC6049612|XP_001866340.2|CQUI	LOC108020489|XP_016944312.1|DSUZ
OG0007951	LOC6049613|XP_001866341.2|CQUI	LOC108021209|XP_016945296.1|DSUZ
OG0007952	LOC6037377|XP_001847297.1|CQUI	LOC108021439|XP_016945645.1|DSUZ
OG0007954	LOC6047192|XP_038111329.1|CQUI	LOC108021602|XP_016945887.1|DSUZ
OG0007955	LOC6046731|XP_038107136.1|CQUI	LOC108009201|XP_036674191.1|DSUZ
OG0007956	LOC6044545|XP_001862047.2|CQUI	LOC108014775|XP_016936460.1|DSUZ
OG0007957	LOC6037104|XP_038114374.1|CQUI	LOC108008509|XP_016927868.1|DSUZ
OG0007958	LOC6031942|XP_038107792.1|CQUI	LOC108006560|XP_016925579.1|DSUZ
OG0007959	LOC6031944|XP_001842623.2|CQUI	LOC108021309|XP_016945452.1|DSUZ
OG0007960	LOC6038267|XP_001848091.2|CQUI	LOC108021303|XP_016945447.1|DSUZ
OG0007962	LOC6050857|XP_001867383.2|CQUI	LOC108016923|XP_016939339.1|DSUZ
OG0007963	LOC6050870|XP_001867395.2|CQUI	LOC108020924|XP_016944836.1|DSUZ
OG0007964	LOC6043906|XP_038109110.1|CQUI	LOC108021693|XP_016946010.1|DSUZ
OG0007965	LOC6037001|XP_038114193.1|CQUI	LOC108020086|XP_036677919.1|DSUZ
OG0007967	LOC6035248|XP_038112313.1|CQUI	LOC108008811|XP_016928207.1|DSUZ
OG0007968	LOC6035256|XP_038107348.1|CQUI	LOC108019553|XP_016942882.1|DSUZ
OG0007969	LOC6042127|XP_001851276.2|CQUI	LOC108009585|XP_016929548.1|DSUZ
OG0007970	LOC6033188|XP_001843668.1|CQUI	LOC108008203|XP_016927482.2|DSUZ
OG0007971	LOC6033134|XP_038109208.1|CQUI	LOC108016885|XP_016939268.1|DSUZ
OG0007972	LOC6042108|XP_038113524.1|CQUI	LOC108008705|XP_016928091.1|DSUZ
OG0007973	LOC6044258|XP_038113110.1|CQUI	LOC108014277|XP_016935810.1|DSUZ
OG0007974	LOC6035273|XP_001845494.2|CQUI	LOC108005451|XP_016924230.1|DSUZ
OG0007975	LOC6038621|XP_038113294.1|CQUI	LOC108006729|XP_036675236.1|DSUZ
OG0007976	LOC6033140|XP_001843630.2|CQUI	LOC108015069|XP_016936797.1|DSUZ
OG0007978	LOC6046363|XP_001863580.1|CQUI	LOC108006926|XP_016926021.1|DSUZ
OG0007979	LOC6038927|XP_038109016.1|CQUI	LOC108020912|XP_016944818.1|DSUZ
OG0007980	LOC6044234|XP_038109535.1|CQUI	LOC108021437|XP_016945646.1|DSUZ
OG0007981	LOC6044232|XP_038112894.1|CQUI	LOC108018945|XP_016942036.1|DSUZ
OG0007982	LOC6054392|XP_038107203.1|CQUI	LOC108020404|XP_016944183.1|DSUZ
OG0007983	LOC6036446|XP_038107979.1|CQUI	LOC108021527|XP_016945778.1|DSUZ
OG0007984	LOC6034404|XP_038111335.1|CQUI	LOC108016851|XP_036668799.1|DSUZ
OG0007985	LOC119767549|XP_038112319.1|CQUI	LOC108007466|XP_016926628.1|DSUZ
OG0007986	LOC6038879|XP_001848578.1|CQUI	LOC108014274|XP_016935806.1|DSUZ
OG0007987	LOC6046635|XP_038112393.1|CQUI	LOC108021184|XP_016945255.1|DSUZ
OG0007989	LOC6037900|XP_038114338.1|CQUI	LOC108021048|XP_016945042.1|DSUZ
OG0007990	LOC6035778|XP_001845903.1|CQUI	LOC108021295|XP_016945435.1|DSUZ
OG0007991	LOC6050920|XP_038111847.1|CQUI	LOC108021333|XP_016945493.1|DSUZ
OG0007992	LOC6033303|XP_001843769.1|CQUI	LOC108016346|XP_016938472.1|DSUZ
OG0007993	LOC6045774|XP_038110349.1|CQUI	LOC108010860|XP_016931323.1|DSUZ
OG0007994	LOC6034885|XP_001845153.2|CQUI	LOC108017723|XP_036668721.1|DSUZ
OG0007995	LOC6053417|XP_038107383.1|CQUI	LOC108018250|XP_016941270.1|DSUZ
OG0007996	LOC6041782|XP_038108196.1|CQUI	LOC108015325|XP_016937213.1|DSUZ
OG0007997	LOC6033314|XP_001843780.1|CQUI	LOC108015806|XP_016937856.1|DSUZ
OG0007998	LOC6033321|XP_001843786.2|CQUI	LOC108021218|XP_016945306.1|DSUZ
OG0007999	LOC6036011|XP_038113483.1|CQUI	LOC108021315|XP_016945460.1|DSUZ
OG0008000	LOC6036012|XP_001846116.2|CQUI	LOC108004720|XP_016923232.1|DSUZ
OG0008001	LOC6033632|XP_001844059.1|CQUI	LOC108014275|XP_016935807.1|DSUZ
OG0008002	LOC6051686|XP_038108712.1|CQUI	LOC108020874|XP_016944765.1|DSUZ
OG0008003	LOC119767122|XP_038110742.1|CQUI	LOC108014295|XP_016935850.1|DSUZ
OG0008004	LOC6042667|XP_038118165.1|CQUI	LOC108016803|XP_016939069.2|DSUZ
OG0008005	LOC6042666|XP_038116527.1|CQUI	LOC108019082|XP_016942241.1|DSUZ
OG0008006	LOC6054098|XP_038120134.1|CQUI	LOC108013679|XP_016935087.1|DSUZ
OG0008007	LOC6046099|XP_038115720.1|CQUI	LOC108016970|XP_016939401.1|DSUZ
OG0008008	LOC6046094|XP_001863346.1|CQUI	LOC108020731|XP_016944592.1|DSUZ
OG0008009	LOC6042671|XP_001853367.2|CQUI	LOC108013729|XP_016935162.1|DSUZ
OG0008010	LOC6038998|XP_038114729.1|CQUI	LOC108006310|XP_016925294.1|DSUZ
OG0008011	LOC6038989|XP_001848673.1|CQUI	LOC108008814|XP_016928208.1|DSUZ
OG0008012	LOC6038988|XP_038120511.1|CQUI	LOC108009840|XP_016930020.1|DSUZ
OG0008013	LOC6044755|XP_001862218.2|CQUI	LOC108008336|XP_016927651.1|DSUZ
OG0008014	LOC6044751|XP_038120563.1|CQUI	LOC108011597|XP_036673683.1|DSUZ
OG0008015	LOC6044746|XP_038117027.1|CQUI	LOC108015897|XP_036671357.1|DSUZ
OG0008016	LOC6044745|XP_001862208.1|CQUI	LOC108015913|XP_016937975.1|DSUZ
OG0008017	LOC6044724|XP_038119574.1|CQUI	LOC108005214|XP_016923892.1|DSUZ
OG0008018	LOC6046262|XP_038118392.1|CQUI	LOC108016595|XP_016938771.2|DSUZ
OG0008019	LOC6032202|XP_038119334.1|CQUI	LOC108013726|XP_016935155.1|DSUZ
OG0008020	LOC6032219|XP_038117588.1|CQUI	LOC118877691|XP_036673357.1|DSUZ, LOC118877575|XP_036672722.1|DSUZ
OG0008021	LOC6042209|XP_001851350.2|CQUI	LOC108018887|XP_016941966.1|DSUZ
OG0008022	LOC6048309|XP_038120796.1|CQUI	LOC108020598|XP_016944437.2|DSUZ
OG0008023	LOC6033044|XP_038118853.1|CQUI	LOC108015338|XP_016937233.1|DSUZ
OG0008024	LOC6033051|XP_001843555.2|CQUI	LOC108015429|XP_016937351.1|DSUZ
OG0008025	LOC6033059|XP_001843561.2|CQUI	LOC108016572|XP_016938734.2|DSUZ
OG0008026	LOC6048223|XP_001865173.2|CQUI	LOC108016886|XP_016939269.1|DSUZ
OG0008027	LOC6048229|XP_038121864.1|CQUI	LOC108016682|XP_016938892.1|DSUZ
OG0008028	LOC6046350|XP_038114573.1|CQUI	LOC108018594|XP_036673578.1|DSUZ
OG0008029	LOC6046357|XP_038118636.1|CQUI	LOC108017595|XP_036673429.1|DSUZ
OG0008030	LOC6046066|XP_001863321.2|CQUI	LOC108018802|XP_016941878.2|DSUZ
OG0008031	LOC6046064|XP_001863319.1|CQUI	LOC108006302|XP_016925279.1|DSUZ
OG0008032	LOC6047437|XP_001864492.1|CQUI	LOC108010846|XP_016931306.1|DSUZ
OG0008033	LOC6052405|XP_038114919.1|CQUI	LOC108015626|XP_036674158.1|DSUZ
OG0008034	LOC6041793|XP_038115494.1|CQUI	LOC108019280|XP_036673744.1|DSUZ
OG0008035	LOC6049307|XP_038116661.1|CQUI	LOC108006570|XP_036676589.1|DSUZ
OG0008036	LOC6045172|XP_001862570.2|CQUI	LOC108004985|XP_016923593.2|DSUZ
OG0008037	LOC6045170|XP_038119848.1|CQUI	LOC108012101|XP_036674599.1|DSUZ
OG0008038	LOC6043263|XP_001870909.2|CQUI	LOC108016731|XP_016938949.1|DSUZ
OG0008039	LOC6034965|XP_038120008.1|CQUI	LOC108012010|XP_036674652.1|DSUZ
OG0008040	LOC6034972|XP_001845228.2|CQUI	LOC108010776|XP_036675654.1|DSUZ
OG0008041	LOC119768626|XP_038114749.1|CQUI	LOC108006300|XP_016925265.1|DSUZ
OG0008042	LOC6039375|XP_038119277.1|CQUI	LOC108018706|XP_016941769.2|DSUZ
OG0008043	LOC6039780|XP_038117949.1|CQUI	LOC108016854|XP_016939206.1|DSUZ
OG0008044	LOC6039750|XP_038114650.1|CQUI	LOC108015129|XP_016936880.1|DSUZ
OG0008045	LOC6053009|XP_001869171.1|CQUI	LOC108019221|XP_016942506.1|DSUZ
OG0008046	LOC6053010|XP_038118033.1|CQUI	LOC108007804|XP_036674350.1|DSUZ
OG0008047	LOC6051115|XP_001867599.2|CQUI	LOC108014424|XP_016936025.2|DSUZ
OG0008048	LOC6052041|XP_001868374.1|CQUI	LOC108012000|XP_016932760.2|DSUZ
OG0008049	LOC6051106|XP_038116096.1|CQUI	LOC108014406|XP_036672596.1|DSUZ
OG0008050	LOC6052050|XP_038116029.1|CQUI	LOC108012072|XP_036674258.1|DSUZ
OG0008051	LOC6032261|XP_001842898.2|CQUI	LOC108008076|XP_016927348.1|DSUZ
OG0008052	LOC6035005|XP_038116646.1|CQUI	LOC108014574|XP_036673244.1|DSUZ
OG0008053	LOC6035028|XP_001845273.2|CQUI	LOC108007396|XP_016926540.1|DSUZ
OG0008054	LOC6051464|XP_038118609.1|CQUI	LOC108016805|XP_016939072.1|DSUZ
OG0008055	LOC6050291|XP_038118625.1|CQUI	LOC108016985|XP_016939421.1|DSUZ
OG0008056	LOC6043885|XP_001861467.1|CQUI	LOC108016589|XP_016938763.1|DSUZ
OG0008057	LOC6041238|XP_038119483.1|CQUI	LOC108006748|XP_016925789.2|DSUZ
OG0008058	LOC6052873|XP_038119490.1|CQUI	LOC108018789|XP_036674246.1|DSUZ
OG0008059	LOC6040340|XP_001849744.1|CQUI	LOC108016280|XP_016938400.2|DSUZ
OG0008060	LOC6040297|XP_001849725.2|CQUI	LOC108006202|XP_016925128.2|DSUZ
OG0008061	LOC6043480|XP_038115764.1|CQUI	LOC108004739|XP_016923254.1|DSUZ
OG0008062	LOC6043492|XP_038115765.1|CQUI	LOC108005470|XP_016924258.1|DSUZ
OG0008063	LOC6047730|XP_001864749.2|CQUI	LOC108018707|XP_036672748.1|DSUZ
OG0008064	LOC6046879|XP_001864008.1|CQUI	LOC108006320|XP_016925311.1|DSUZ
OG0008065	LOC119769800|XP_038119379.1|CQUI	LOC108015030|XP_016936750.1|DSUZ
OG0008066	LOC6047586|XP_038117585.1|CQUI	LOC108005082|XP_016923738.1|DSUZ
