Orthogroup	CQUI.longest_only	DSUB.longest_only
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC117903505|XP_034671476.1|DSUB
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC117900557|XP_034666852.1|DSUB
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC117890478|XP_034651235.1|DSUB
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC117893179|XP_034655562.1|DSUB
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC117900414|XP_034666663.1|DSUB
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC117896010|XP_034659898.1|DSUB
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC117892014|XP_034653797.1|DSUB
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC117902579|XP_034669968.1|DSUB
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC117894781|XP_034657897.1|DSUB
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC117902103|XP_034669098.1|DSUB
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC117891768|XP_034653305.1|DSUB
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC117900075|XP_034666170.1|DSUB
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC117895081|XP_034658367.1|DSUB
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC117891388|XP_034652720.1|DSUB
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC117891827|XP_034653459.1|DSUB
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC117903542|XP_034671621.1|DSUB
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC117891391|XP_034652725.1|DSUB
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC117891305|XP_034652604.1|DSUB
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC117895809|XP_034659626.1|DSUB
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC117895100|XP_034658388.1|DSUB
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC117890464|XP_034651210.1|DSUB
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC117894412|XP_034657313.1|DSUB
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC117895757|XP_034659521.1|DSUB
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC117895556|XP_034659154.1|DSUB
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC117894557|XP_034657572.1|DSUB
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC117894079|XP_034656832.1|DSUB
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC117892910|XP_034655112.1|DSUB
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC117895423|XP_034658954.1|DSUB
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC117895033|XP_034658295.1|DSUB
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC117896955|XP_034661389.1|DSUB
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC117894651|XP_034657715.1|DSUB
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC117891377|XP_034652709.1|DSUB
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC117890161|XP_034650746.1|DSUB
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC117902983|XP_034670561.1|DSUB
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC117891018|XP_034652068.1|DSUB
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC117891700|XP_034653183.1|DSUB
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC117894882|XP_034658049.1|DSUB
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC117894485|XP_034657483.1|DSUB
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC117896291|XP_034660400.1|DSUB
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC117895652|XP_034659350.1|DSUB
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC117893628|XP_034656201.1|DSUB
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC117894324|XP_034657196.1|DSUB
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC117895483|XP_034659057.1|DSUB
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC117891978|XP_034653744.1|DSUB
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC117893157|XP_034655510.1|DSUB
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC117894745|XP_034657838.1|DSUB
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC117894672|XP_034657741.1|DSUB
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC117895412|XP_034658935.1|DSUB
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC117895142|XP_034658459.1|DSUB
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC117895140|XP_034658455.1|DSUB
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC117902910|XP_034670361.1|DSUB
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC117895330|XP_034658793.1|DSUB
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC117896911|XP_034661338.1|DSUB
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC117898736|XP_034664247.1|DSUB
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC117892917|XP_034655123.1|DSUB
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC117902231|XP_034669356.1|DSUB
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC117902437|XP_034669711.1|DSUB
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC117901930|XP_034668793.1|DSUB
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC117898586|XP_034664025.1|DSUB
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC117890483|XP_034651246.1|DSUB
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC117899502|XP_034665443.1|DSUB
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC117903588|XP_034671699.1|DSUB
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC117896209|XP_034660229.1|DSUB
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC117903833|XP_034672175.1|DSUB
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC117902297|XP_034669468.1|DSUB
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC117890515|XP_034651314.1|DSUB
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC117890433|XP_034651156.1|DSUB
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC117903314|XP_034671141.1|DSUB
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC117903781|XP_034672097.1|DSUB
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC117896486|XP_034660717.1|DSUB
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC117903658|XP_034671866.1|DSUB
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC117903758|XP_034672059.1|DSUB
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC117901507|XP_034668172.1|DSUB
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC117903173|XP_034670909.1|DSUB
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC117895828|XP_034659660.1|DSUB
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC117903690|XP_034671919.1|DSUB
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC117900672|XP_034667008.1|DSUB
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC117899565|XP_034665562.1|DSUB
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC117890094|XP_034650653.1|DSUB
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC117903219|XP_034671010.1|DSUB
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC117903912|XP_034672307.1|DSUB
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC117892813|XP_034655084.1|DSUB
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC117898357|XP_034663584.1|DSUB
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC117898914|XP_034664505.1|DSUB
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC117889975|XP_034650439.1|DSUB
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC117898662|XP_034664129.1|DSUB
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC117903660|XP_034671872.1|DSUB
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC117898717|XP_034664229.1|DSUB
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC117895548|XP_034659142.1|DSUB
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC117903718|XP_034671958.1|DSUB
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC117894065|XP_034656808.1|DSUB
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC117894958|XP_034658179.1|DSUB
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC117895990|XP_034659870.1|DSUB
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC117890115|XP_034650681.1|DSUB
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC117894323|XP_034657198.1|DSUB
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC117894830|XP_034657972.1|DSUB
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC117899012|XP_034664664.1|DSUB
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC117903122|XP_034670839.1|DSUB
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC117897904|XP_034662874.1|DSUB
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC117897895|XP_034662866.1|DSUB
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC117903828|XP_034672171.1|DSUB
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC117903881|XP_034672261.1|DSUB
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC117894527|XP_034657536.1|DSUB
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC117903611|XP_034671760.1|DSUB
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC117903886|XP_034649855.1|DSUB
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC117896013|XP_034659914.1|DSUB
OG0007712	LOC6053047|XP_038121443.1|CQUI	LOC117903807|XP_034672132.1|DSUB
OG0007714	LOC6044149|XP_001861702.1|CQUI	LOC117903477|XP_034671423.1|DSUB
OG0007715	LOC6049180|XP_038106734.1|CQUI	LOC117890050|XP_034650565.1|DSUB
OG0007716	LOC6045251|XP_001862643.2|CQUI	LOC117903294|XP_034671118.1|DSUB
OG0007717	LOC6050924|XP_001867440.1|CQUI	LOC117899618|XP_034665657.1|DSUB
OG0007718	LOC6045343|XP_001862732.2|CQUI	LOC117898897|XP_034664515.1|DSUB
OG0007719	LOC6052025|XP_038105554.1|CQUI	LOC117890452|XP_034651189.1|DSUB
OG0007720	LOC6044216|XP_001861756.2|CQUI	LOC117890427|XP_034651143.1|DSUB
OG0007721	LOC6044208|XP_038113186.1|CQUI	LOC117895138|XP_034658457.1|DSUB
OG0007722	LOC6054682|XP_038121853.1|CQUI	LOC117895796|XP_034659608.1|DSUB
OG0007723	LOC6054604|XP_038104460.1|CQUI	LOC117897232|XP_034661843.1|DSUB
OG0007724	LOC6044431|XP_001861949.2|CQUI	LOC117901952|XP_034668817.1|DSUB
OG0007725	LOC6054480|XP_038122541.1|CQUI	LOC117903061|XP_034670702.1|DSUB
OG0007727	LOC6052595|XP_038105045.1|CQUI	LOC117903738|XP_034671991.1|DSUB
OG0007728	LOC6044992|XP_038112317.1|CQUI	LOC117903785|XP_034672106.1|DSUB
OG0007729	LOC6044996|XP_038122829.1|CQUI	LOC117903903|XP_034672298.1|DSUB
OG0007730	LOC6044762|XP_038122691.1|CQUI	LOC117900364|XP_034666608.1|DSUB
OG0007732	LOC6048958|XP_038117502.1|CQUI	LOC117903225|XP_034671019.1|DSUB
OG0007735	LOC6045131|XP_001862533.1|CQUI	LOC117894407|XP_034657312.1|DSUB
OG0007736	LOC6036921|XP_038104006.1|CQUI	LOC117894443|XP_034657420.1|DSUB
OG0007737	LOC6037927|XP_038109365.1|CQUI	LOC117899751|XP_034665890.1|DSUB
OG0007738	LOC6037939|XP_038122583.1|CQUI	LOC117899711|XP_034665816.1|DSUB
OG0007739	LOC6042681|XP_001853435.2|CQUI	LOC117897923|XP_034662901.1|DSUB
OG0007740	LOC6042695|XP_038104246.1|CQUI	LOC117896776|XP_034661147.1|DSUB
OG0007741	LOC6042499|XP_038122803.1|CQUI	LOC117896121|XP_034660070.1|DSUB
OG0007742	LOC6039063|XP_038112797.1|CQUI	LOC117894034|XP_034656772.1|DSUB
OG0007744	LOC6053775|XP_001869804.2|CQUI	LOC117893452|XP_034655966.1|DSUB
OG0007745	LOC6048774|XP_038105485.1|CQUI	LOC117896267|XP_034660349.1|DSUB
OG0007747	LOC6050775|XP_038107338.1|CQUI	LOC117899471|XP_034665390.1|DSUB
OG0007748	LOC6038330|XP_038122467.1|CQUI	LOC117903057|XP_034670692.1|DSUB
OG0007750	LOC6047654|XP_001864690.2|CQUI	LOC117899729|XP_034665864.1|DSUB
OG0007752	LOC6053536|XP_001869600.2|CQUI	LOC117900974|XP_034667454.1|DSUB
OG0007755	LOC6052578|XP_038121672.1|CQUI	LOC117892343|XP_034654461.1|DSUB
OG0007756	LOC6034417|XP_038122766.1|CQUI	LOC117892651|XP_034654903.1|DSUB
OG0007757	LOC6034428|XP_038108334.1|CQUI	LOC117903044|XP_034670676.1|DSUB
OG0007760	LOC6034457|XP_001844770.2|CQUI	LOC117897829|XP_034662786.1|DSUB
OG0007761	LOC6034471|XP_038122821.1|CQUI	LOC117893603|XP_034656209.1|DSUB
OG0007762	LOC6034472|XP_038115983.1|CQUI	LOC117893272|XP_034655769.1|DSUB
OG0007763	LOC6034474|XP_001844784.1|CQUI	LOC117901438|XP_034668073.1|DSUB
OG0007764	LOC6034476|XP_038122923.1|CQUI	LOC117903412|XP_034671317.1|DSUB
OG0007765	LOC6034480|XP_038104014.1|CQUI	LOC117895877|XP_034659770.1|DSUB
OG0007766	LOC6034483|XP_038104015.1|CQUI	LOC117899115|XP_034664794.1|DSUB
OG0007768	LOC6052779|XP_038113508.1|CQUI	LOC117903714|XP_034671952.1|DSUB
OG0007769	LOC6051179|XP_001867661.1|CQUI	LOC117893395|XP_034655888.1|DSUB
OG0007770	LOC6049167|XP_038122974.1|CQUI	LOC117893435|XP_034655947.1|DSUB
OG0007771	LOC6031445|XP_001842249.2|CQUI	LOC117900803|XP_034667179.1|DSUB
OG0007772	LOC6042570|XP_038105036.1|CQUI	LOC117903052|XP_034670682.1|DSUB
OG0007773	LOC6034791|XP_038112738.1|CQUI	LOC117902115|XP_034669121.1|DSUB
OG0007774	LOC6031438|XP_038105652.1|CQUI	LOC117895710|XP_034659452.1|DSUB
OG0007775	LOC6052605|XP_038105818.1|CQUI	LOC117890653|XP_034651552.1|DSUB
OG0007776	LOC6053471|XP_038122686.1|CQUI	LOC117901321|XP_034667923.1|DSUB
OG0007777	LOC6043994|XP_038116333.1|CQUI	LOC117903761|XP_034672061.1|DSUB
OG0007779	LOC119765085|XP_038104145.1|CQUI	LOC117894501|XP_034657502.1|DSUB
OG0007780	LOC6052646|XP_038105404.1|CQUI	LOC117898339|XP_034663561.1|DSUB
OG0007781	LOC119769479|XP_038118005.1|CQUI	LOC117898219|XP_034663384.1|DSUB
OG0007782	LOC6039069|XP_038104568.1|CQUI	LOC117898299|XP_034663465.1|DSUB
OG0007784	LOC6051726|XP_001868120.2|CQUI	LOC117896465|XP_034660688.1|DSUB
OG0007786	LOC6053054|XP_038105741.1|CQUI	LOC117900624|XP_034666944.1|DSUB
OG0007787	LOC119765323|XP_038104889.1|CQUI	LOC117898611|XP_034664055.1|DSUB
OG0007788	LOC6034808|XP_001845080.2|CQUI	LOC117896305|XP_034660418.1|DSUB
OG0007789	LOC6046774|XP_038104944.1|CQUI	LOC117899024|XP_034664674.1|DSUB
OG0007790	LOC6036488|XP_038105712.1|CQUI	LOC117898180|XP_034663279.1|DSUB
OG0007792	LOC6042419|XP_038113154.1|CQUI	LOC117903196|XP_034670972.1|DSUB
OG0007793	LOC119769520|XP_038118274.1|CQUI	LOC117899289|XP_034665092.1|DSUB
OG0007794	LOC6034931|XP_038113474.1|CQUI	LOC117889583|XP_034649880.1|DSUB
OG0007795	LOC6048844|XP_001865691.2|CQUI	LOC117903796|XP_034672115.1|DSUB
OG0007796	LOC6032710|XP_001843262.2|CQUI	LOC117899198|XP_034664961.1|DSUB
OG0007797	LOC6047473|XP_038122879.1|CQUI	LOC117896139|XP_034660100.1|DSUB
OG0007798	LOC6054407|XP_038112909.1|CQUI	LOC117896140|XP_034660103.1|DSUB
OG0007799	LOC6052080|XP_001868407.1|CQUI	LOC117897933|XP_034662914.1|DSUB
OG0007800	LOC6044840|XP_001862290.2|CQUI	LOC117898097|XP_034663168.1|DSUB
OG0007801	LOC6035567|XP_038107035.1|CQUI	LOC117898620|XP_034664066.1|DSUB
OG0007802	LOC119771186|XP_038122713.1|CQUI	LOC117897640|XP_034662507.1|DSUB
OG0007803	LOC6032576|XP_038104221.1|CQUI	LOC117899169|XP_034664919.1|DSUB
OG0007804	LOC6035085|XP_038122773.1|CQUI	LOC117903303|XP_034671130.1|DSUB
OG0007805	LOC6048399|XP_001865322.2|CQUI	LOC117895769|XP_034659539.1|DSUB
OG0007806	LOC6048398|XP_038122542.1|CQUI	LOC117895759|XP_034659526.1|DSUB
OG0007808	LOC6046418|XP_038122936.1|CQUI	LOC117897938|XP_034662920.1|DSUB
OG0007811	LOC6032633|XP_038105259.1|CQUI	LOC117898316|XP_034663491.1|DSUB
OG0007812	LOC6032652|XP_001843219.2|CQUI	LOC117889631|XP_034649979.1|DSUB
OG0007814	LOC6037468|XP_038104007.1|CQUI	LOC117903869|XP_034672250.1|DSUB
OG0007815	LOC6039935|XP_001849432.2|CQUI	LOC117897061|XP_034661552.1|DSUB
OG0007816	LOC6035392|XP_001845592.2|CQUI	LOC117895775|XP_034659562.1|DSUB
OG0007818	LOC6031659|XP_038104431.1|CQUI	LOC117897029|XP_034661499.1|DSUB
OG0007819	LOC6037472|XP_001847381.2|CQUI	LOC117903521|XP_034671526.1|DSUB
OG0007820	LOC6033670|XP_038113389.1|CQUI	LOC117898387|XP_034663633.1|DSUB
OG0007821	LOC6033667|XP_001844093.2|CQUI	LOC117897573|XP_034662413.1|DSUB
OG0007822	LOC6033666|XP_038104214.1|CQUI	LOC117897572|XP_034662409.1|DSUB
OG0007823	LOC6051326|XP_038105826.1|CQUI	LOC117899105|XP_034664777.1|DSUB
OG0007824	LOC6041355|XP_038107049.1|CQUI	LOC117898157|XP_034663253.1|DSUB
OG0007825	LOC6037412|XP_001847327.2|CQUI	LOC117897661|XP_034662539.1|DSUB
OG0007826	LOC6040884|XP_001850213.1|CQUI	LOC117899635|XP_034665685.1|DSUB
OG0007827	LOC6037321|XP_001847246.1|CQUI	LOC117903410|XP_034671305.1|DSUB
OG0007828	LOC6041458|XP_001850715.2|CQUI	LOC117894572|XP_034657602.1|DSUB
OG0007829	LOC6035345|XP_038104353.1|CQUI	LOC117896907|XP_034661334.1|DSUB
OG0007831	LOC6032186|XP_001842833.1|CQUI	LOC117897994|XP_034663015.1|DSUB
OG0007832	LOC6035415|XP_038122502.1|CQUI	LOC117903485|XP_034671443.1|DSUB
OG0007833	LOC6035410|XP_001845603.2|CQUI	LOC117903376|XP_034671236.1|DSUB
OG0007834	LOC6035539|XP_038110831.1|CQUI	LOC117898625|XP_034664072.1|DSUB
OG0007835	LOC6046139|XP_001863382.2|CQUI	LOC117896915|XP_034661345.1|DSUB
OG0007836	LOC6046151|XP_001863390.2|CQUI	LOC117898805|XP_034664341.1|DSUB
OG0007837	LOC6040252|XP_001849689.2|CQUI	LOC117897183|XP_034661773.1|DSUB
OG0007838	LOC6040269|XP_038104570.1|CQUI	LOC117896569|XP_034660861.1|DSUB
OG0007841	LOC6033728|XP_001844148.2|CQUI	LOC117896988|XP_034661435.1|DSUB
OG0007842	LOC6039898|XP_038113940.1|CQUI	LOC117897788|XP_034662728.1|DSUB
OG0007843	LOC6039904|XP_001849402.1|CQUI	LOC117897182|XP_034661772.1|DSUB
OG0007844	LOC6052629|XP_038122933.1|CQUI	LOC117892522|XP_034654702.1|DSUB
OG0007845	LOC119765509|XP_038105422.1|CQUI	LOC117899119|XP_034664799.1|DSUB
OG0007846	LOC6040938|XP_001850266.2|CQUI	LOC117902780|XP_034670315.1|DSUB
OG0007847	LOC6031652|XP_001842400.2|CQUI	LOC117897045|XP_034661519.1|DSUB
OG0007855	LOC6033943|XP_038105454.1|CQUI	LOC117898476|XP_034663801.1|DSUB
OG0007856	LOC6033930|XP_001844319.2|CQUI	LOC117897042|XP_034661516.1|DSUB
OG0007857	LOC6036794|XP_001846788.2|CQUI	LOC117898466|XP_034663780.1|DSUB
OG0007859	LOC6040911|XP_001850239.2|CQUI	LOC117900380|XP_034666626.1|DSUB
OG0007860	LOC6040918|XP_001850246.1|CQUI	LOC117897657|XP_034662532.1|DSUB
OG0007861	LOC6040926|XP_001850254.1|CQUI	LOC117896940|XP_034661375.1|DSUB
OG0007862	LOC6040925|XP_038123040.1|CQUI	LOC117892736|XP_034655056.1|DSUB, LOC117896337|XP_034660473.1|DSUB
OG0007863	LOC6040935|XP_001850263.2|CQUI	LOC117900955|XP_034667419.1|DSUB
OG0007864	LOC6036806|XP_038116777.1|CQUI	LOC117896312|XP_034660428.1|DSUB
OG0007866	LOC6033962|XP_001844350.2|CQUI	LOC117899316|XP_034665139.1|DSUB
OG0007867	LOC6033974|XP_001844362.1|CQUI	LOC117899260|XP_034665041.1|DSUB
OG0007869	LOC6032780|XP_001843319.2|CQUI	LOC117903670|XP_034671888.1|DSUB
OG0007870	LOC6032822|XP_038120396.1|CQUI	LOC117894363|XP_034657248.1|DSUB
OG0007871	LOC6032912|XP_038116283.1|CQUI	LOC117903630|XP_034671792.1|DSUB
OG0007872	LOC6038676|XP_038115877.1|CQUI	LOC117893291|XP_034655752.1|DSUB
OG0007874	LOC6053032|XP_038115021.1|CQUI	LOC117894938|XP_034658148.1|DSUB
OG0007875	LOC6046848|XP_038118512.1|CQUI	LOC117890183|XP_034650773.1|DSUB
OG0007876	LOC6043343|XP_001870941.1|CQUI	LOC117903720|XP_034671960.1|DSUB
OG0007877	LOC6047532|XP_038114601.1|CQUI	LOC117893100|XP_034655426.1|DSUB
OG0007879	LOC6034081|XP_038120157.1|CQUI	LOC117894684|XP_034657754.1|DSUB
OG0007880	LOC6039271|XP_001848907.2|CQUI	LOC117902295|XP_034669470.1|DSUB
OG0007881	LOC6044954|XP_038116490.1|CQUI	LOC117894010|XP_034656725.1|DSUB
OG0007882	LOC6038799|XP_038115014.1|CQUI	LOC117895735|XP_034659484.1|DSUB
OG0007883	LOC6049317|XP_038119973.1|CQUI	LOC117895733|XP_034659479.1|DSUB
OG0007884	LOC6051409|XP_038118934.1|CQUI	LOC117894437|XP_034657394.1|DSUB
OG0007885	LOC6036576|XP_038118795.1|CQUI	LOC117890184|XP_034650779.1|DSUB
OG0007886	LOC6041123|XP_038115925.1|CQUI	LOC117902265|XP_034669416.1|DSUB
OG0007887	LOC6053688|XP_038118638.1|CQUI	LOC117895729|XP_034659474.1|DSUB
OG0007888	LOC6048919|XP_001865759.1|CQUI	LOC117894900|XP_034658083.1|DSUB
OG0007889	LOC6050245|XP_038121269.1|CQUI	LOC117894612|XP_034657655.1|DSUB
OG0007891	LOC6038607|XP_001848383.1|CQUI	LOC117897530|XP_034662341.1|DSUB
OG0007892	LOC6050484|XP_001867087.1|CQUI	LOC117889894|XP_034650296.1|DSUB
OG0007893	LOC6036285|XP_038120891.1|CQUI	LOC117892117|XP_034654036.1|DSUB
OG0007896	LOC6040211|XP_001849657.1|CQUI	LOC117893808|XP_034656447.1|DSUB
OG0007897	LOC6041246|XP_038117905.1|CQUI	LOC117895818|XP_034659641.1|DSUB
OG0007898	LOC6041253|XP_001850543.1|CQUI	LOC117894956|XP_034658177.1|DSUB
OG0007900	LOC6048328|XP_001865264.2|CQUI	LOC117891104|XP_034652183.1|DSUB
OG0007901	LOC6035616|XP_001845765.2|CQUI	LOC117895869|XP_034659733.1|DSUB
OG0007902	LOC6040601|XP_038121775.1|CQUI	LOC117903871|XP_034672252.1|DSUB
OG0007903	LOC6040625|XP_038118997.1|CQUI	LOC117893097|XP_034655420.1|DSUB
OG0007904	LOC6040631|XP_038118240.1|CQUI	LOC117895416|XP_034658941.1|DSUB
OG0007905	LOC6036407|XP_001846460.2|CQUI	LOC117901193|XP_034667737.1|DSUB
OG0007906	LOC6044194|XP_038116507.1|CQUI	LOC117893491|XP_034656015.1|DSUB
OG0007907	LOC6041976|XP_001851151.1|CQUI	LOC117893018|XP_034655265.1|DSUB
OG0007908	LOC6041975|XP_038118179.1|CQUI	LOC117893019|XP_034655266.1|DSUB
OG0007909	LOC6041970|XP_001851144.2|CQUI	LOC117903377|XP_034671238.1|DSUB
OG0007910	LOC6043157|XP_001870893.2|CQUI	LOC117892932|XP_034655139.1|DSUB
OG0007911	LOC6048152|XP_001865114.2|CQUI	LOC117893576|XP_034656139.1|DSUB
OG0007912	LOC6048144|XP_001865107.2|CQUI	LOC117893570|XP_034656132.1|DSUB
OG0007913	LOC6048146|XP_001865108.1|CQUI	LOC117893577|XP_034656140.1|DSUB
OG0007914	LOC6037181|XP_038118242.1|CQUI	LOC117894749|XP_034657851.1|DSUB
OG0007915	LOC6035489|XP_001845670.2|CQUI	LOC117894036|XP_034656774.1|DSUB
OG0007916	LOC119770305|XP_038120863.1|CQUI	LOC117900985|XP_034667473.1|DSUB
OG0007917	LOC119770730|XP_038122061.1|CQUI	LOC117891433|XP_034652796.1|DSUB
OG0007920	LOC6036142|XP_038110797.1|CQUI	LOC117891481|XP_034652851.1|DSUB
OG0007921	LOC6030957|XP_038121867.1|CQUI	LOC117890341|XP_034651023.1|DSUB
OG0007922	LOC6052063|XP_038119760.1|CQUI	LOC117896681|XP_034661020.1|DSUB
OG0007923	LOC6053863|XP_038116111.1|CQUI	LOC117903701|XP_034671930.1|DSUB
OG0007927	LOC6050100|XP_038107685.1|CQUI	LOC117900008|XP_034666082.1|DSUB
OG0007928	LOC6042610|XP_001852944.2|CQUI	LOC117902415|XP_034669653.1|DSUB
OG0007929	LOC6042604|XP_038109733.1|CQUI	LOC117899964|XP_034666010.1|DSUB
OG0007930	LOC6054296|XP_038113999.1|CQUI	LOC117890419|XP_034651128.1|DSUB
OG0007931	LOC6032443|XP_038111279.1|CQUI	LOC117902444|XP_034669725.1|DSUB
OG0007932	LOC6032467|XP_001843060.1|CQUI	LOC117894064|XP_034656811.1|DSUB
OG0007933	LOC6032469|XP_038112410.1|CQUI	LOC117896284|XP_034660379.1|DSUB
OG0007934	LOC6043623|XP_038111348.1|CQUI	LOC117901712|XP_034668477.1|DSUB
OG0007935	LOC6038600|XP_038108223.1|CQUI	LOC117901883|XP_034668731.1|DSUB
OG0007936	LOC6034117|XP_001844485.1|CQUI	LOC117902399|XP_034669621.1|DSUB
OG0007937	LOC6046043|XP_038109540.1|CQUI	LOC117902589|XP_034669979.1|DSUB
OG0007938	LOC6034156|XP_001844514.2|CQUI	LOC117900362|XP_034666602.1|DSUB
OG0007939	LOC6034163|XP_001844519.2|CQUI	LOC117901088|XP_034667604.1|DSUB
OG0007940	LOC6034164|XP_038108636.1|CQUI	LOC117900518|XP_034666804.1|DSUB
OG0007941	LOC6048891|XP_038110338.1|CQUI	LOC117889782|XP_034650139.1|DSUB
