Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC6526829|XP_002087930.1|DYAK
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC6537064|XP_002097625.1|DYAK
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC6538438|XP_039232640.1|DYAK
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC6538639|XP_002099159.2|DYAK
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC6536377|XP_002096959.1|DYAK
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC6537411|XP_015048335.1|DYAK
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC6534317|XP_002094997.1|DYAK
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC6524635|XP_002100492.2|DYAK
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC6524636|XP_002100493.1|DYAK
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC6524161|XP_002100024.1|DYAK
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC6535332|XP_002095988.1|DYAK
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC6538278|XP_002098805.1|DYAK
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC6534103|XP_002094789.1|DYAK
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC6535714|XP_002096341.1|DYAK
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC6535529|XP_002096158.3|DYAK
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC6537391|XP_002097947.1|DYAK
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC6533880|XP_002094580.1|DYAK
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC6534450|XP_039230604.1|DYAK
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC6534451|XP_002095128.1|DYAK
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC6524924|XP_002100764.1|DYAK
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC6535035|XP_002095700.2|DYAK
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC6537419|XP_015048340.1|DYAK
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC6538554|XP_002099076.1|DYAK
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC6536379|XP_015047718.1|DYAK
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC6536380|XP_002096962.1|DYAK
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC6535709|XP_002096336.1|DYAK
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC6537416|XP_015048338.1|DYAK
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC6538830|XP_002099343.1|DYAK
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC26534614|XP_015051507.1|DYAK
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC6533682|XP_002094388.1|DYAK
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC6536637|XP_002097209.1|DYAK
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC6538923|XP_002099427.1|DYAK
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC26534543|XP_015051599.1|DYAK
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC6539049|XP_002099551.3|DYAK
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC6537246|XP_002097804.1|DYAK
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC6535622|XP_002096250.1|DYAK
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC6538422|XP_002098946.2|DYAK
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC6537167|XP_002097728.1|DYAK
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC6539041|XP_002099543.1|DYAK
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC6535657|XP_002096285.3|DYAK
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC6537209|XP_002097767.1|DYAK
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC6536242|XP_002096831.1|DYAK
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC6533102|XP_002093828.1|DYAK
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC6532953|XP_002093688.1|DYAK
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC6535917|XP_002096533.1|DYAK
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC6535510|XP_002096139.1|DYAK
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC6536770|XP_002097341.1|DYAK
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC6533015|XP_015049773.1|DYAK
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC6533017|XP_002093752.1|DYAK
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC6533022|XP_002093757.1|DYAK
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC6533020|XP_039230159.1|DYAK
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC6535964|XP_002096579.1|DYAK
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC6536240|XP_002096829.1|DYAK
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC6523762|XP_002099637.1|DYAK
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC6535314|XP_002095970.2|DYAK
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC6535536|XP_002096165.2|DYAK
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC6525726|XP_002101548.1|DYAK
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC6525727|XP_015046446.1|DYAK
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC6524576|XP_039226913.1|DYAK
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC6537141|XP_015048172.1|DYAK
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC6538913|XP_002099417.1|DYAK
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC6536832|XP_002097402.1|DYAK
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC6530355|XP_002091281.1|DYAK
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC6523781|XP_002099656.1|DYAK
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC6525125|XP_015046107.2|DYAK
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC6526022|XP_002101839.1|DYAK
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC6536257|XP_002096843.1|DYAK
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC6536452|XP_002097033.3|DYAK
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC6539630|XP_039229604.1|DYAK
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC6535520|XP_039231677.1|DYAK
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC6525887|XP_002101707.1|DYAK
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC6535412|XP_002096061.1|DYAK
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC6537067|XP_002097628.1|DYAK
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC6537066|XP_039232072.1|DYAK
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC6523878|XP_039233418.1|DYAK
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC6533857|XP_002094557.1|DYAK
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC6531636|XP_002092433.1|DYAK
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC6524469|XP_002100326.1|DYAK
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC6534786|XP_002095458.2|DYAK
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC6535143|XP_039230249.1|DYAK
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC6524047|XP_002099916.1|DYAK
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC6535819|XP_002096441.3|DYAK
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC6535516|XP_002096145.1|DYAK
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC6531138|XP_002091972.1|DYAK
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC6523890|XP_002099763.1|DYAK
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC6537327|XP_039232546.1|DYAK
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC6537139|XP_002097700.1|DYAK
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC6533101|XP_002093827.1|DYAK
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC6536602|XP_002097178.1|DYAK
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC6536460|XP_002097041.1|DYAK
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC6532850|XP_015049653.1|DYAK
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC6532847|XP_002093584.1|DYAK
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC6534619|XP_039229732.1|DYAK
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC6532635|XP_002093379.1|DYAK
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC6533546|XP_039229903.1|DYAK
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC6539779|XP_039229571.1|DYAK
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC6538509|XP_002099031.1|DYAK
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC6538508|XP_002099030.1|DYAK
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC6538415|XP_002098939.1|DYAK
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC6535590|XP_002096218.1|DYAK
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC6525180|XP_002101018.3|DYAK
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC6525179|XP_039227644.1|DYAK
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC6526347|XP_002087469.1|DYAK
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC6524029|XP_039232375.1|DYAK
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC6524013|XP_002099885.1|DYAK
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC6535525|XP_002096154.1|DYAK
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC6524159|XP_002100022.1|DYAK
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC6524884|XP_002100724.1|DYAK
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC26535095|XP_039231336.1|DYAK
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC6537240|XP_002097798.1|DYAK
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC6537144|XP_002097705.3|DYAK
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC6538107|XP_039232417.1|DYAK
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC6535455|XP_002096096.1|DYAK
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC6535409|XP_002096058.1|DYAK
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC6536294|XP_039231864.1|DYAK
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC6537070|XP_002097631.1|DYAK
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC6537514|XP_015048380.1|DYAK
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC6535398|XP_002096048.2|DYAK
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC6528226|XP_002089288.1|DYAK
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC6534245|XP_002094927.1|DYAK
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC6534244|XP_002094926.1|DYAK
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC6537089|XP_002097650.2|DYAK
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC6538260|XP_002098787.1|DYAK
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC6538394|XP_002098918.1|DYAK
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC6538743|XP_015049002.1|DYAK
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC6538740|XP_015048996.1|DYAK
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC6531428|XP_002092231.3|DYAK
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC6525354|XP_002101190.1|DYAK
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC6524448|XP_015045703.1|DYAK
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC6525092|XP_039226350.1|DYAK
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC6535732|XP_002096355.1|DYAK
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC6537532|XP_015048400.1|DYAK
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC6537531|XP_002098077.1|DYAK
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC6533878|XP_002094578.1|DYAK
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC6536501|XP_002097079.1|DYAK
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC6524420|XP_015045695.1|DYAK
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC6523872|XP_015045358.1|DYAK
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC6523816|XP_002099691.1|DYAK
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC6537481|XP_002098037.1|DYAK
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC6537780|XP_002098321.1|DYAK
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC6537482|XP_002098038.1|DYAK
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC6533425|XP_002094143.1|DYAK
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC6537182|XP_015048192.2|DYAK
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC6538539|XP_002099061.1|DYAK
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC6525748|XP_039233044.1|DYAK
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC6523808|XP_002099683.1|DYAK
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC6526179|XP_002101989.1|DYAK
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC6537038|XP_002097605.2|DYAK
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC6526585|XP_039226489.1|DYAK
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC6532593|XP_002093337.1|DYAK
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC6524520|XP_002100377.1|DYAK
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC6534330|XP_002095010.1|DYAK
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC6532814|XP_002093551.1|DYAK
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC6536293|XP_002096877.1|DYAK
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC6535495|XP_002096126.2|DYAK
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC6535416|XP_002096065.3|DYAK
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC6538120|XP_039232140.1|DYAK
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC6538709|XP_002099224.1|DYAK
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC6526410|XP_002087529.1|DYAK
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC6538707|XP_002099222.1|DYAK
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC6532958|XP_002093693.1|DYAK
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC6524754|XP_039232127.1|DYAK
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC6524763|XP_002100607.1|DYAK
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC6524761|XP_015045874.1|DYAK
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC6524125|XP_002099989.1|DYAK
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC6534109|XP_002094795.1|DYAK
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC6530062|XP_002091008.1|DYAK
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC6535372|XP_002096022.1|DYAK
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC6525718|XP_002101540.1|DYAK
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC6537520|XP_039231052.1|DYAK
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC6528704|XP_002089739.1|DYAK
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC6537615|XP_015048438.1|DYAK
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC6537120|XP_039232151.1|DYAK
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC6538284|XP_002098811.1|DYAK
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC6537263|XP_002097821.1|DYAK
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC6523812|XP_039233732.1|DYAK
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC6529665|XP_002090658.1|DYAK
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC6524262|XP_002100125.1|DYAK
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC6524261|XP_015045571.1|DYAK
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC6524250|XP_002100113.1|DYAK
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC6535658|XP_015047260.1|DYAK
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC6532913|XP_002093649.2|DYAK
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC6535878|XP_002096494.2|DYAK
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC6535481|XP_015047172.2|DYAK
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC6528539|XP_002089585.1|DYAK
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC6538070|XP_002098605.1|DYAK
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC6536305|XP_002096889.1|DYAK
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC6524783|XP_002100627.1|DYAK
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC6525227|XP_002101065.1|DYAK
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC6525268|XP_002101104.1|DYAK
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC6524770|XP_002100614.1|DYAK
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC6524993|XP_002100833.1|DYAK
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC6525130|XP_002100968.1|DYAK
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC6524862|XP_002100702.1|DYAK
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC6523912|XP_002099785.1|DYAK
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC6524858|XP_002100698.1|DYAK
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC6524438|XP_002100296.2|DYAK
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC6524399|XP_039233659.1|DYAK
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC6524442|XP_002100300.1|DYAK
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC6525699|XP_002101521.1|DYAK
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC6524134|XP_002099998.1|DYAK
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC6524904|XP_002100744.2|DYAK
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC6524891|XP_015045920.1|DYAK
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC6524455|XP_002100312.1|DYAK
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC6538732|XP_039231752.1|DYAK
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC6524470|XP_039233522.1|DYAK
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC6526113|XP_039233502.1|DYAK
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC6535415|XP_002096064.2|DYAK
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC6531639|XP_002092436.1|DYAK
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC6525270|XP_002101106.1|DYAK
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC6524475|XP_002100332.1|DYAK
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC6525995|XP_039228153.1|DYAK
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC6535692|XP_002096320.1|DYAK
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC6535689|XP_002096317.2|DYAK
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC6535665|XP_015047267.2|DYAK
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC6538552|XP_002099074.1|DYAK
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC6536000|XP_002096615.3|DYAK
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC6534989|XP_002095659.1|DYAK
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC6526864|XP_002087964.1|DYAK
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC6524959|XP_002100799.1|DYAK
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC6524409|XP_002100267.1|DYAK
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC6526180|XP_002101990.1|DYAK
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC6528878|XP_002089910.1|DYAK
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC6523862|XP_002099735.1|DYAK
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC6524506|XP_002100363.3|DYAK
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC6524527|XP_039233577.1|DYAK
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC6524214|XP_002100077.1|DYAK
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC6531239|XP_002092051.1|DYAK
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC6537320|XP_002097877.2|DYAK
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC6530054|XP_002091000.1|DYAK
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC6524384|XP_039226122.1|DYAK
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC6524394|XP_002100252.1|DYAK
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC6526008|XP_002101826.1|DYAK
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC6533671|XP_002094377.1|DYAK
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC6539702|XP_015045040.1|DYAK
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC6525273|XP_002101109.1|DYAK
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC6525704|XP_002101526.1|DYAK
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC6525708|XP_015046436.1|DYAK
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC6530836|XP_002091719.2|DYAK
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC6532306|XP_002093066.1|DYAK
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC6526871|XP_002087971.1|DYAK
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC6535180|XP_002095842.1|DYAK
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC6525381|XP_002101217.2|DYAK
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC6533750|XP_002094455.2|DYAK
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC6533763|XP_002094467.1|DYAK
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC6539750|XP_002086635.1|DYAK
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC6534133|XP_002094817.1|DYAK
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC6534856|XP_015050875.2|DYAK
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC6535635|XP_002096263.1|DYAK
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC6526228|XP_039233617.1|DYAK
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC6531538|XP_002092337.1|DYAK
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC6535515|XP_002096144.2|DYAK
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC26535829|XP_015051589.1|DYAK
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC6530435|XP_002091351.1|DYAK
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC6530436|XP_002091352.1|DYAK
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC6529604|XP_002090598.2|DYAK
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC6529574|XP_002090571.1|DYAK
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC6529360|XP_002090365.1|DYAK
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC6533778|XP_002094481.1|DYAK
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC26536298|XP_015054723.1|DYAK
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC6539529|XP_002086417.3|DYAK
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC6539530|XP_002086418.1|DYAK
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC6533687|XP_002094392.1|DYAK
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC6539613|XP_015045072.2|DYAK
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC6530940|XP_002091782.1|DYAK
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC6525745|XP_002101567.3|DYAK
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC6532341|XP_002093101.1|DYAK
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC6529162|XP_002090164.1|DYAK
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC6537811|XP_002098352.2|DYAK
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC6531267|XP_002092076.1|DYAK
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC6534843|XP_039229581.1|DYAK
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC6533828|XP_002094528.1|DYAK
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC6533827|XP_039230481.1|DYAK
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC6539423|XP_039230827.1|DYAK
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC6534013|XP_002094702.1|DYAK
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC6530247|XP_039228373.1|DYAK
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC6528295|XP_002089348.1|DYAK
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC6531703|XP_002092494.1|DYAK
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC6534205|XP_002094888.2|DYAK
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC6527003|XP_002088099.1|DYAK
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC6531341|XP_015051256.1|DYAK
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC6524731|XP_039233719.1|DYAK
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC6534806|XP_002095478.1|DYAK
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC6529355|XP_039229083.1|DYAK
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC6533222|XP_002093948.1|DYAK
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC6524516|XP_002100373.1|DYAK
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC6524514|XP_039227435.1|DYAK
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC6528054|XP_002089121.1|DYAK
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC6523957|XP_002099829.1|DYAK
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC6537115|XP_002097676.2|DYAK
