Orthogroup	CQUI.longest_only	DBIA.longest_only
OG0006228	LOC6053078|XP_038112538.1|CQUI	LOC108026623|XP_016953124.1|DBIA
OG0006229	LOC6051665|XP_038122739.1|CQUI	LOC108035980|XP_016967296.1|DBIA
OG0006230	LOC6051034|XP_038122486.1|CQUI	LOC108024610|XP_016950118.1|DBIA
OG0006231	LOC6051035|XP_038105543.1|CQUI	LOC108023960|XP_016949155.1|DBIA
OG0006232	LOC6047969|XP_038122485.1|CQUI	LOC108025809|XP_016951941.1|DBIA
OG0006233	LOC6047968|XP_038122732.1|CQUI	LOC108025816|XP_016951956.1|DBIA
OG0006234	LOC6053737|XP_001869770.2|CQUI	LOC108024827|XP_016950447.1|DBIA
OG0006235	LOC6053736|XP_038122827.1|CQUI	LOC108027596|XP_016954603.1|DBIA
OG0006236	LOC6047040|XP_001864148.1|CQUI	LOC108026533|XP_016952973.1|DBIA
OG0006237	LOC6047039|XP_001864147.2|CQUI	LOC108023238|XP_016948003.1|DBIA
OG0006238	LOC6043385|XP_038104021.1|CQUI	LOC108025853|XP_016952009.1|DBIA
OG0006239	LOC6054520|XP_038116738.1|CQUI	LOC108033352|XP_016963155.1|DBIA
OG0006240	LOC6044225|XP_038116428.1|CQUI	LOC108025414|XP_016951385.1|DBIA
OG0006241	LOC6047050|XP_001864158.2|CQUI	LOC108024826|XP_016950446.1|DBIA
OG0006244	LOC6049924|XP_001866611.2|CQUI	LOC108032005|XP_016961292.1|DBIA
OG0006245	LOC6051948|XP_001868295.2|CQUI	LOC108031635|XP_016960731.1|DBIA
OG0006246	LOC119765564|XP_038105605.1|CQUI	LOC108025737|XP_016951814.1|DBIA
OG0006247	LOC6049219|XP_001866019.2|CQUI	LOC108026393|XP_016952843.1|DBIA, LOC108036394|XP_016967995.1|DBIA
OG0006248	LOC6035115|XP_001845351.2|CQUI	LOC108032153|XP_016961488.1|DBIA
OG0006249	LOC6034311|XP_038104201.1|CQUI	LOC108027848|XP_016954929.1|DBIA
OG0006250	LOC6049223|XP_038122719.1|CQUI	LOC108033104|XP_016962793.1|DBIA
OG0006251	LOC6040801|XP_038122643.1|CQUI	LOC108025508|XP_016951519.1|DBIA
OG0006252	LOC6037955|XP_001847806.1|CQUI	LOC108027403|XP_016954330.1|DBIA
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC108025736|XP_016951813.1|DBIA
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC108033950|XP_016964130.1|DBIA
OG0006255	LOC6051118|XP_001867602.2|CQUI	LOC108031972|XP_016961255.1|DBIA
OG0006256	LOC6051121|XP_001867605.1|CQUI	LOC108033076|XP_016962734.1|DBIA
OG0006257	LOC6051126|XP_001867610.2|CQUI	LOC108023506|XP_016948534.1|DBIA
OG0006258	LOC6051129|XP_038104346.1|CQUI	LOC108033133|XP_016962845.1|DBIA
OG0006259	LOC6038195|XP_001848025.2|CQUI	LOC108031326|XP_016960065.1|DBIA
OG0006260	LOC6045728|XP_001863036.1|CQUI	LOC108023507|XP_016948536.1|DBIA
OG0006261	LOC6045726|XP_001863034.1|CQUI	LOC108034290|XP_016964639.1|DBIA
OG0006262	LOC6045721|XP_001863030.2|CQUI	LOC108027601|XP_016954611.1|DBIA
OG0006263	LOC6045720|XP_001863029.1|CQUI	LOC108024226|XP_016949587.1|DBIA
OG0006264	LOC6045718|XP_001863027.2|CQUI	LOC108023186|XP_016947917.1|DBIA
OG0006265	LOC6045716|XP_001863025.2|CQUI	LOC108036508|XP_016968200.1|DBIA
OG0006266	LOC6045722|XP_001863024.2|CQUI	LOC108023342|XP_016948172.1|DBIA
OG0006267	LOC6048469|XP_038108000.1|CQUI	LOC108033150|XP_016962864.1|DBIA
OG0006268	LOC6044349|XP_001861844.1|CQUI	LOC108026802|XP_016953453.1|DBIA
OG0006269	LOC6032068|XP_001842734.2|CQUI	LOC108031896|XP_016961152.1|DBIA
OG0006270	LOC6044404|XP_038115610.1|CQUI	LOC108027522|XP_016954454.1|DBIA
OG0006271	LOC6052274|XP_001868566.2|CQUI	LOC108032091|XP_016961406.1|DBIA
OG0006272	LOC6045735|XP_038105475.1|CQUI	LOC108024009|XP_016949243.1|DBIA
OG0006273	LOC6044377|XP_001861898.1|CQUI	LOC108030403|XP_016958777.1|DBIA
OG0006274	LOC6047715|XP_038122991.1|CQUI	LOC108035662|XP_016966899.1|DBIA
OG0006275	LOC6052107|XP_001868431.2|CQUI	LOC108025849|XP_016952001.1|DBIA
OG0006276	LOC6037340|XP_001847264.2|CQUI	LOC108027940|XP_016955061.1|DBIA
OG0006277	LOC6050823|XP_038122822.1|CQUI	LOC108027358|XP_016954269.1|DBIA
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC108023253|XP_016948023.1|DBIA
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC108025795|XP_016951919.1|DBIA
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC108028881|XP_016956378.1|DBIA
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC108028882|XP_016956382.1|DBIA
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC108024683|XP_016950249.1|DBIA
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC108024532|XP_016949987.1|DBIA
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC108035516|XP_016966668.1|DBIA
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC108024950|XP_016950673.1|DBIA
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC108025512|XP_016951534.1|DBIA
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC108025942|XP_016952129.1|DBIA
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC108025069|XP_016950816.1|DBIA
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC108024171|XP_016949485.1|DBIA
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC108023392|XP_016948302.1|DBIA
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC108036761|XP_016968582.1|DBIA
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC108024703|XP_016950273.1|DBIA
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC108028909|XP_016956420.1|DBIA
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC108023997|XP_016949226.1|DBIA
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC108023596|XP_016948691.1|DBIA
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC108024163|XP_016949465.1|DBIA
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC108023497|XP_016948518.1|DBIA
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC108024044|XP_016949309.1|DBIA
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC108025705|XP_016951736.1|DBIA
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC108025810|XP_016951946.1|DBIA
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC108025882|XP_016952046.1|DBIA
OG0006302	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI	LOC108025813|XP_016951950.1|DBIA
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC108030138|XP_016958342.1|DBIA
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC108024654|XP_016950202.1|DBIA
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC108024660|XP_016950211.1|DBIA
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC108026201|XP_016952488.1|DBIA
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC108023875|XP_016949044.1|DBIA
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC108033164|XP_016962885.1|DBIA
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC108023983|XP_016949200.1|DBIA
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC108027344|XP_016954251.1|DBIA
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC108023902|XP_016949077.1|DBIA
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC108024050|XP_016949316.1|DBIA
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC108023792|XP_016948920.1|DBIA
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC108025308|XP_016951195.1|DBIA
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC108028886|XP_016956391.1|DBIA
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC108022031|XP_016946365.1|DBIA
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC108024198|XP_016949536.1|DBIA
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC108036437|XP_016968066.1|DBIA
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC108023753|XP_016948879.1|DBIA
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC108023225|XP_016947987.1|DBIA
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC108023237|XP_016948002.1|DBIA
OG0006323	LOC6053771|XP_038105587.1|CQUI	LOC108025625|XP_016951649.1|DBIA
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC108023496|XP_016948516.1|DBIA
OG0006325	LOC6038422|XP_038105666.1|CQUI	LOC108031852|XP_016961094.1|DBIA
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC108030667|XP_016959183.1|DBIA
OG0006327	LOC6049479|XP_038114496.1|CQUI	LOC108025476|XP_016951477.1|DBIA
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC108031352|XP_016960106.1|DBIA
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC108033059|XP_016962693.1|DBIA
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC108026298|XP_016952668.1|DBIA
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC108033132|XP_016962844.1|DBIA
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC108036088|XP_016967531.1|DBIA
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC108033100|XP_016962786.1|DBIA
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC108023386|XP_016948282.1|DBIA
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC108031981|XP_016961265.1|DBIA
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC108032076|XP_016961389.1|DBIA
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC108024984|XP_016950721.1|DBIA
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC108025888|XP_016952054.1|DBIA
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC108025837|XP_016951984.1|DBIA
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC108023480|XP_016948490.1|DBIA
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC108023696|XP_016948809.1|DBIA
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC108023239|XP_016948006.1|DBIA
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC108033006|XP_016962620.1|DBIA
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC108031480|XP_016960446.1|DBIA
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC108026336|XP_016952729.1|DBIA
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC108026282|XP_016952638.1|DBIA
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC108025917|XP_016952093.1|DBIA
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC108023526|XP_016948574.1|DBIA
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC108026001|XP_016952180.1|DBIA
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC108024007|XP_016949238.1|DBIA
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC108023081|XP_016947820.1|DBIA
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC108025245|XP_016951084.1|DBIA
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC108023432|XP_016948408.1|DBIA
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC108023453|XP_016948439.1|DBIA
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC108023455|XP_016948441.1|DBIA
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC108029288|XP_016956979.1|DBIA
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC108026232|XP_016952556.1|DBIA
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC108033216|XP_016962961.1|DBIA
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC108027432|XP_016954368.1|DBIA
OG0006362	LOC6053338|XP_038108345.1|CQUI	LOC108023551|XP_016948616.1|DBIA
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC108027525|XP_016954457.1|DBIA
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC108033403|XP_016963213.1|DBIA
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC108027626|XP_016954635.1|DBIA
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC108027509|XP_016954441.1|DBIA
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC108023260|XP_016948031.1|DBIA
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC108025421|XP_016951393.1|DBIA
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC108025210|XP_016951036.1|DBIA
OG0006370	LOC6047660|XP_001864693.2|CQUI	LOC108035812|XP_016967048.1|DBIA
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC108025052|XP_016950798.1|DBIA
OG0006372	LOC6038653|XP_038105014.1|CQUI	LOC108025087|XP_016950836.1|DBIA
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC108024221|XP_016949577.1|DBIA
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC108023950|XP_016949130.1|DBIA
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC108026250|XP_016952594.1|DBIA
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC108023481|XP_016948491.1|DBIA
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC108026108|XP_016952299.1|DBIA
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC108021974|XP_016946304.1|DBIA
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC108023967|XP_016949177.1|DBIA
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC108036430|XP_016968059.1|DBIA
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC108033062|XP_016962708.1|DBIA
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC108033208|XP_016962948.1|DBIA
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC108023384|XP_016948280.1|DBIA
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC108023385|XP_016948281.1|DBIA
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC108025633|XP_016951661.1|DBIA
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC108025432|XP_016951412.1|DBIA
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC108024214|XP_016949566.1|DBIA
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC108033665|XP_016963593.1|DBIA
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC108031029|XP_016959719.1|DBIA
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC108031897|XP_016961153.1|DBIA
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC108023920|XP_016949094.1|DBIA
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC108033053|XP_016962669.1|DBIA
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC108023665|XP_016948775.1|DBIA
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC108026275|XP_016952630.1|DBIA
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC108026259|XP_016952605.1|DBIA
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC108035970|XP_016967278.1|DBIA
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC108027031|XP_016953717.1|DBIA
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC108027053|XP_016953750.1|DBIA
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC108025265|XP_016951115.1|DBIA
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC108028742|XP_016956199.1|DBIA
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC108025447|XP_016951434.1|DBIA
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC108023585|XP_016948672.1|DBIA
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC108025617|XP_016951640.1|DBIA
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC108036595|XP_016968347.1|DBIA
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC108033202|XP_016962937.1|DBIA
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC108024873|XP_016950507.1|DBIA
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC108025395|XP_016951360.1|DBIA
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC108025325|XP_016951239.1|DBIA
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC108031793|XP_016960998.1|DBIA
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC108027563|XP_016954530.1|DBIA
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC108022016|XP_016946350.1|DBIA
OG0006417	LOC6043999|XP_001861577.1|CQUI	LOC108027778|XP_016954830.1|DBIA
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC108033184|XP_016962915.1|DBIA
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC108025466|XP_016951458.1|DBIA
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC108024723|XP_016950305.1|DBIA
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC108033322|XP_016963093.1|DBIA
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC108033789|XP_016963886.1|DBIA
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC108031593|XP_016960654.1|DBIA
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC108031980|XP_016961263.1|DBIA
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC108031996|XP_016961278.1|DBIA
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC108031994|XP_016961277.1|DBIA
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC108031607|XP_016960679.1|DBIA
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC108026204|XP_016952494.1|DBIA
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC108028717|XP_016956163.1|DBIA
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC108025284|XP_016951150.1|DBIA
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC108031440|XP_016960358.1|DBIA
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC108033798|XP_016963899.1|DBIA
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC108025346|XP_016951286.1|DBIA
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC108033130|XP_016962842.1|DBIA
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC108033084|XP_016962752.1|DBIA
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC108029052|XP_016956603.1|DBIA
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC108023290|XP_016948085.1|DBIA
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC108022993|XP_016947716.1|DBIA
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC108027084|XP_016953789.1|DBIA
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC108032007|XP_016961294.1|DBIA
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC108027038|XP_016953727.1|DBIA
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC108025360|XP_016951309.1|DBIA
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC108028713|XP_016956153.1|DBIA
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC108026415|XP_016952832.1|DBIA
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC108026427|XP_016952849.1|DBIA
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC108026316|XP_016952692.1|DBIA
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC108025967|XP_016952150.1|DBIA
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC108034003|XP_016964221.1|DBIA
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC108023339|XP_016948167.1|DBIA
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC108026329|XP_016952714.1|DBIA
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC108028778|XP_016956246.1|DBIA
OG0006455	LOC119768510|XP_038114495.1|CQUI	LOC108024941|XP_016950631.1|DBIA
OG0006456	LOC6035573|XP_001845728.1|CQUI	LOC108024986|XP_016950729.1|DBIA
OG0006457	LOC6035550|XP_001845708.2|CQUI	LOC108031677|XP_016960808.1|DBIA
OG0006458	LOC6035551|XP_038106162.1|CQUI	LOC108034938|XP_016965699.1|DBIA
OG0006459	LOC6034924|XP_038111384.1|CQUI	LOC108031563|XP_016960599.1|DBIA
OG0006460	LOC6044849|XP_001862294.2|CQUI	LOC108026355|XP_016952751.1|DBIA
OG0006461	LOC6045194|XP_001862589.1|CQUI	LOC108027253|XP_016954096.1|DBIA
OG0006462	LOC6045197|XP_001862592.2|CQUI	LOC108024340|XP_016949731.1|DBIA
OG0006463	LOC6045203|XP_038118052.1|CQUI	LOC108026431|XP_016952856.1|DBIA
OG0006464	LOC119765386|XP_038105081.1|CQUI	LOC108028570|XP_016955966.1|DBIA
OG0006465	LOC6047843|XP_038104072.1|CQUI	LOC108023235|XP_016948000.1|DBIA
OG0006466	LOC6047845|XP_001864847.2|CQUI	LOC108024122|XP_016949392.1|DBIA
OG0006467	LOC6032712|XP_038111125.1|CQUI	LOC108032154|XP_016961489.1|DBIA
OG0006468	LOC6036799|XP_001846793.2|CQUI	LOC108026464|XP_016952894.1|DBIA
OG0006469	LOC6035080|XP_038104679.1|CQUI	LOC108024026|XP_016949282.1|DBIA
OG0006470	LOC6048396|XP_038104152.1|CQUI	LOC108035422|XP_016966539.1|DBIA
OG0006471	LOC6032701|XP_001843257.2|CQUI	LOC108026289|XP_016952644.1|DBIA
OG0006472	LOC6032697|XP_001843255.1|CQUI	LOC108026435|XP_016952861.1|DBIA
OG0006473	LOC6032690|XP_038105769.1|CQUI	LOC108035344|XP_016966419.1|DBIA
OG0006474	LOC6032689|XP_038105773.1|CQUI	LOC108036267|XP_016967767.1|DBIA
OG0006475	LOC6032686|XP_001843246.1|CQUI	LOC108027406|XP_016954334.1|DBIA
OG0006476	LOC6032679|XP_001843239.2|CQUI	LOC108023736|XP_016948863.1|DBIA
OG0006477	LOC6032673|XP_038104545.1|CQUI	LOC108025877|XP_016952040.1|DBIA
OG0006478	LOC6039165|XP_038108612.1|CQUI	LOC108026367|XP_016952774.1|DBIA
OG0006479	LOC6039164|XP_038105278.1|CQUI	LOC108026151|XP_016952373.1|DBIA
OG0006480	LOC6039159|XP_001848814.2|CQUI	LOC108036523|XP_016968225.1|DBIA
OG0006482	LOC6040888|XP_038104492.1|CQUI	LOC108026286|XP_016952640.1|DBIA
OG0006483	LOC6036786|XP_038115876.1|CQUI	LOC108031933|XP_016961201.1|DBIA
OG0006484	LOC6036782|XP_001846778.2|CQUI	LOC108031930|XP_016961197.1|DBIA
OG0006485	LOC6042431|XP_001851547.2|CQUI	LOC108032105|XP_016961423.1|DBIA
OG0006486	LOC6047624|XP_038104845.1|CQUI	LOC108031101|XP_016959800.1|DBIA
OG0006487	LOC6048420|XP_001865343.2|CQUI	LOC108032061|XP_016961368.1|DBIA
OG0006488	LOC6031558|XP_001842342.2|CQUI	LOC108030893|XP_016959561.1|DBIA
OG0006489	LOC6048414|XP_038117724.1|CQUI	LOC108024551|XP_016950020.1|DBIA
OG0006490	LOC6032645|XP_038110449.1|CQUI	LOC108027339|XP_016954242.1|DBIA
OG0006492	LOC6046541|XP_038104119.1|CQUI	LOC108027313|XP_016954196.1|DBIA
OG0006493	LOC6035399|XP_038104695.1|CQUI	LOC108033128|XP_016962839.1|DBIA
OG0006494	LOC6035401|XP_038107661.1|CQUI	LOC108026135|XP_016952346.1|DBIA
OG0006495	LOC6040937|XP_038122503.1|CQUI	LOC108032976|XP_016962538.1|DBIA
OG0006496	LOC6031656|XP_038109396.1|CQUI	LOC108026337|XP_016952730.1|DBIA
OG0006497	LOC6033687|XP_038105943.1|CQUI	LOC108025261|XP_016951114.1|DBIA
OG0006498	LOC6033686|XP_038123012.1|CQUI	LOC108025495|XP_016951502.1|DBIA
OG0006499	LOC6033674|XP_038105780.1|CQUI	LOC108025277|XP_016951132.1|DBIA
OG0006500	LOC6033671|XP_001844097.2|CQUI	LOC108035218|XP_016966237.1|DBIA
OG0006501	LOC6033672|XP_038116139.1|CQUI	LOC108025247|XP_016951086.1|DBIA
OG0006502	LOC6054158|XP_038104785.1|CQUI	LOC108025253|XP_016951096.1|DBIA
OG0006503	LOC6051327|XP_001867790.1|CQUI	LOC108025255|XP_016951097.1|DBIA
OG0006504	LOC6051328|XP_038105924.1|CQUI	LOC108025252|XP_016951093.1|DBIA
OG0006505	LOC6041356|XP_038107042.1|CQUI	LOC108025413|XP_016951384.1|DBIA
OG0006506	LOC6035502|XP_038112084.1|CQUI	LOC108035592|XP_016966752.1|DBIA
OG0006507	LOC6039671|XP_038103987.1|CQUI	LOC108025480|XP_016951482.1|DBIA
OG0006508	LOC6039678|XP_038105184.1|CQUI	LOC108025107|XP_016950858.1|DBIA
OG0006509	LOC6037403|XP_001847320.2|CQUI	LOC108025915|XP_016952089.1|DBIA
OG0006510	LOC6033700|XP_038105613.1|CQUI	LOC108031485|XP_016960457.1|DBIA
OG0006511	LOC6033716|XP_038104528.1|CQUI	LOC108024946|XP_016950665.1|DBIA
OG0006512	LOC6039182|XP_038122934.1|CQUI	LOC108031457|XP_016960381.1|DBIA
OG0006513	LOC6038058|XP_038104615.1|CQUI	LOC108024002|XP_016949235.1|DBIA
OG0006514	LOC6038061|XP_001847904.1|CQUI	LOC108026459|XP_016952888.1|DBIA
OG0006515	LOC6040676|XP_038115506.1|CQUI	LOC108031436|XP_016960338.1|DBIA
OG0006516	LOC6037325|XP_001847250.2|CQUI	LOC108031131|XP_016959834.1|DBIA
OG0006517	LOC6037326|XP_001847251.2|CQUI	LOC108032106|XP_016961424.1|DBIA
OG0006518	LOC6037328|XP_038108932.1|CQUI	LOC108031365|XP_016960134.1|DBIA
OG0006519	LOC6037331|XP_001847255.2|CQUI	LOC108032107|XP_016961426.1|DBIA
OG0006520	LOC6035343|XP_001845554.1|CQUI	LOC108025443|XP_016951429.1|DBIA
OG0006521	LOC6031660|XP_001842406.2|CQUI	LOC108032151|XP_016961485.1|DBIA
OG0006522	LOC6037469|XP_038114489.1|CQUI	LOC108025459|XP_016951449.1|DBIA
OG0006523	LOC6037470|XP_001847380.1|CQUI	LOC108026194|XP_016952474.1|DBIA
OG0006524	LOC6032187|XP_038122641.1|CQUI	LOC108034088|XP_016964344.1|DBIA
OG0006525	LOC6032196|XP_038105137.1|CQUI	LOC108024189|XP_016949525.1|DBIA
OG0006526	LOC6042439|XP_001851557.2|CQUI	LOC108027129|XP_016953837.1|DBIA
OG0006527	LOC6042440|XP_001851558.2|CQUI	LOC108027047|XP_016953737.1|DBIA
OG0006528	LOC6042443|XP_001851560.2|CQUI	LOC108027086|XP_016953791.1|DBIA
OG0006529	LOC119765195|XP_038104517.1|CQUI	LOC108027126|XP_016953832.1|DBIA
OG0006530	LOC6040251|XP_038105670.1|CQUI	LOC108027094|XP_016953801.1|DBIA
