Orthogroup	CQUI.longest_only	DBUS.longest_only
OG0007043	LOC6038902|XP_038107320.1|CQUI	LOC108603831|XP_017848457.1|DBUS
OG0007044	LOC6038012|XP_038113729.1|CQUI	LOC108605900|XP_033150900.1|DBUS
OG0007045	LOC6051804|XP_038109256.1|CQUI	LOC108604724|XP_017849792.1|DBUS
OG0007046	LOC6037994|XP_038109624.1|CQUI	LOC108602700|XP_017846340.1|DBUS
OG0007048	LOC6035770|XP_038108828.1|CQUI	LOC108608347|XP_017855181.2|DBUS
OG0007049	LOC6038898|XP_001848597.1|CQUI	LOC108594457|XP_017835122.1|DBUS
OG0007050	LOC6041773|XP_038113548.1|CQUI	LOC108598511|XP_017840680.1|DBUS
OG0007051	LOC6050917|XP_038112235.1|CQUI	LOC108608060|XP_017854732.1|DBUS
OG0007052	LOC6035995|XP_001846101.1|CQUI	LOC108605607|XP_017850872.1|DBUS
OG0007053	LOC6045768|XP_001863071.2|CQUI	LOC108604321|XP_017849233.1|DBUS
OG0007054	LOC6045419|XP_001862797.1|CQUI	LOC108595163|XP_017835823.1|DBUS
OG0007055	LOC6034332|XP_038111558.1|CQUI	LOC108597054|XP_017838862.1|DBUS
OG0007056	LOC6054623|XP_001870509.2|CQUI	LOC108601156|XP_017844575.2|DBUS
OG0007057	LOC6039103|XP_001848770.1|CQUI	LOC108605697|XP_017850977.1|DBUS
OG0007058	LOC6039856|XP_038112576.1|CQUI	LOC108605458|XP_017850633.1|DBUS
OG0007059	LOC6034824|XP_038111447.1|CQUI	LOC108606995|XP_017853062.1|DBUS
OG0007060	LOC6034826|XP_001845097.2|CQUI	LOC108601945|XP_017845418.1|DBUS
OG0007061	LOC6034828|XP_038111902.1|CQUI	LOC108594533|XP_017835225.1|DBUS
OG0007062	LOC6034879|XP_001845148.2|CQUI	LOC108607934|XP_017854539.1|DBUS
OG0007063	LOC6034882|XP_001845150.2|CQUI	LOC108601673|XP_017845073.1|DBUS
OG0007064	LOC6035993|XP_038113058.1|CQUI	LOC108596328|XP_017837443.1|DBUS
OG0007065	LOC6035991|XP_038112060.1|CQUI	LOC108608168|XP_017854918.1|DBUS
OG0007066	LOC6034886|XP_001845154.1|CQUI	LOC108599206|XP_017841490.1|DBUS
OG0007067	LOC6034888|XP_038109585.1|CQUI	LOC108607584|XP_017853972.1|DBUS
OG0007068	LOC6034891|XP_001845159.1|CQUI	LOC108596570|XP_017837969.2|DBUS
OG0007069	LOC6050782|XP_038107247.1|CQUI	LOC108608381|XP_033150809.1|DBUS
OG0007070	LOC119766997|XP_038109938.1|CQUI	LOC108596948|XP_017838676.1|DBUS
OG0007071	LOC6036124|XP_001846217.2|CQUI	LOC108597450|XP_017839505.1|DBUS
OG0007072	LOC6036128|XP_038111387.1|CQUI	LOC108602605|XP_017846232.1|DBUS
OG0007073	LOC6041780|XP_001850997.1|CQUI	LOC108608073|XP_017854758.1|DBUS
OG0007074	LOC6053698|XP_001869742.2|CQUI	LOC108595074|XP_017835711.1|DBUS
OG0007075	LOC6053703|XP_038107404.1|CQUI	LOC108608134|XP_017854855.1|DBUS
OG0007076	LOC6052413|XP_001868692.2|CQUI	LOC108596687|XP_017838192.1|DBUS
OG0007077	LOC6052443|XP_001868714.1|CQUI	LOC108605258|XP_017850374.1|DBUS
OG0007078	LOC6053860|XP_001869875.2|CQUI	LOC108597914|XP_017840023.1|DBUS
OG0007079	LOC6053857|XP_038109203.1|CQUI	LOC108607627|XP_017854036.1|DBUS
OG0007080	LOC6032150|XP_001842803.1|CQUI	LOC108607909|XP_017854512.1|DBUS
OG0007081	LOC6032152|XP_001842805.2|CQUI	LOC108606043|XP_017851383.2|DBUS
OG0007082	LOC6048262|XP_001865206.2|CQUI	LOC108596893|XP_017838573.1|DBUS
OG0007083	LOC6032157|XP_038111918.1|CQUI	LOC108601053|XP_017844434.1|DBUS
OG0007084	LOC6053464|XP_038107339.1|CQUI	LOC108607050|XP_017853150.1|DBUS
OG0007085	LOC6046114|XP_038107016.1|CQUI	LOC108598316|XP_033150634.1|DBUS
OG0007086	LOC6033608|XP_001844036.2|CQUI	LOC108607772|XP_017854291.1|DBUS
OG0007087	LOC6033315|XP_038113355.1|CQUI	LOC108598766|XP_033149595.1|DBUS
OG0007088	LOC6033318|XP_038113349.1|CQUI	LOC108607743|XP_017854255.1|DBUS
OG0007089	LOC6049721|XP_038110756.1|CQUI	LOC108594402|XP_017835058.2|DBUS
OG0007090	LOC6033333|XP_038112141.1|CQUI	LOC108606268|XP_033150704.1|DBUS
OG0007091	LOC6033338|XP_001843802.2|CQUI	LOC108596735|XP_017838286.1|DBUS
OG0007092	LOC6038003|XP_038107774.1|CQUI	LOC108604280|XP_017849173.1|DBUS
OG0007093	LOC6037997|XP_001847844.2|CQUI	LOC108594232|XP_017834832.1|DBUS
OG0007094	LOC6037992|XP_001847839.1|CQUI	LOC108603678|XP_017848059.1|DBUS
OG0007095	LOC6037989|XP_001847836.1|CQUI	LOC108600709|XP_017843932.1|DBUS
OG0007096	LOC6037988|XP_001847835.2|CQUI	LOC108597155|XP_017839055.1|DBUS
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC108605322|XP_033150694.1|DBUS
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC108608163|XP_017854907.2|DBUS
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC108602881|XP_017846671.1|DBUS
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC108608065|XP_017854742.2|DBUS
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC108602447|XP_017846061.1|DBUS
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC108604122|XP_017848903.1|DBUS
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC108607476|XP_033149409.1|DBUS
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC108598609|XP_033149886.1|DBUS
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC108608110|XP_017854827.2|DBUS
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC108608499|XP_033149936.1|DBUS
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC108607457|XP_017853782.1|DBUS
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC108607630|XP_017854043.1|DBUS
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC108607550|XP_017853927.1|DBUS
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC108607984|XP_017854627.2|DBUS
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC108604522|XP_017849520.1|DBUS
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC108608327|XP_017855155.2|DBUS
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC108599746|XP_017842249.2|DBUS
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC108607947|XP_017854552.1|DBUS
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC108604387|XP_017849336.2|DBUS
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC108608014|XP_017854683.1|DBUS
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC108605966|XP_017851275.1|DBUS
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC108605522|XP_017850761.1|DBUS
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC108605978|XP_017851289.1|DBUS
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC108607047|XP_017853142.2|DBUS
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC108605402|XP_033150230.1|DBUS
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC117135001|XP_033150650.1|DBUS
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC108600943|XP_017844275.2|DBUS
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC108601067|XP_017844448.2|DBUS
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC108598468|XP_017840602.2|DBUS
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC108599140|XP_017841423.1|DBUS
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC108598458|XP_017840592.1|DBUS
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC108601064|XP_017844445.1|DBUS
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC108599989|XP_017842757.2|DBUS
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC108598456|XP_033149342.1|DBUS
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC108598509|XP_017840675.1|DBUS
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC108600505|XP_017843629.1|DBUS
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC108600257|XP_017843184.1|DBUS
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC108600102|XP_017842961.1|DBUS
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC108606493|XP_017852129.1|DBUS
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC108606330|XP_017851841.1|DBUS
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC108605240|XP_017850343.1|DBUS
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC108605423|XP_017850587.1|DBUS
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC108605068|XP_033150485.1|DBUS
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC108598665|XP_017840867.1|DBUS
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC108603034|XP_017846939.1|DBUS
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC108603856|XP_017848499.1|DBUS
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC108601530|XP_017844919.2|DBUS
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC108602220|XP_017845756.1|DBUS
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC108604604|XP_017849630.1|DBUS
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC108604942|XP_017850066.2|DBUS
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC108597671|XP_017839833.2|DBUS
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC108599955|XP_017842695.2|DBUS
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC117134618|XP_033149565.1|DBUS
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC108605354|XP_017850512.1|DBUS
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC108606458|XP_017852062.1|DBUS, LOC108604380|XP_017849323.1|DBUS
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC108596200|XP_017837205.1|DBUS
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC108596618|XP_017838052.1|DBUS
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC108604384|XP_017849329.1|DBUS
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC117134706|XP_033149109.1|DBUS
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC108599479|XP_017841808.2|DBUS
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC108607256|XP_017853429.2|DBUS
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC108604355|XP_017849279.1|DBUS
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC108605871|XP_017851174.1|DBUS
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC108606752|XP_017852642.1|DBUS
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC108602528|XP_017846151.1|DBUS
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC108602154|XP_017845676.1|DBUS
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC108605213|XP_017850309.1|DBUS
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC108606909|XP_017852938.2|DBUS
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC108605955|XP_017851264.1|DBUS
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC108606457|XP_017852061.1|DBUS
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC108606708|XP_017852576.1|DBUS
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC108604275|XP_017849165.2|DBUS
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC108605668|XP_017850948.1|DBUS
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC108606887|XP_017852902.1|DBUS
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC108606735|XP_017852617.1|DBUS
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC108604763|XP_017849846.1|DBUS
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC108600682|XP_033150604.1|DBUS
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC108602082|XP_017845595.1|DBUS
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC108603642|XP_017848092.1|DBUS
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC108603558|XP_017847966.1|DBUS
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC108604210|XP_017849061.1|DBUS
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC108603643|XP_017848096.1|DBUS
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC108605746|XP_017851032.1|DBUS
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC108604743|XP_017849819.1|DBUS
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC108603309|XP_017847481.1|DBUS
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC108602017|XP_017845509.1|DBUS
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC108594358|XP_017835005.1|DBUS
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC108603723|XP_017848251.1|DBUS
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC108603745|XP_017848307.1|DBUS
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC108603600|XP_017848034.1|DBUS
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC108603781|XP_017848363.1|DBUS
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC108604008|XP_017848737.1|DBUS
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC108599680|XP_017842162.1|DBUS
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC108605769|XP_017851061.1|DBUS
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC108606780|XP_017852692.1|DBUS
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC108606794|XP_017852742.1|DBUS
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC108601254|XP_017844643.1|DBUS
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC108604034|XP_017848780.1|DBUS
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC108600569|XP_017843725.1|DBUS
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC108604244|XP_017849107.1|DBUS
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC108603590|XP_017848020.1|DBUS
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC108604340|XP_017849254.1|DBUS
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC108598699|XP_017840912.1|DBUS
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC108599754|XP_017842256.1|DBUS
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC108599752|XP_017843076.1|DBUS
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC108606632|XP_017852413.1|DBUS
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC108598793|XP_017841001.1|DBUS
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC108604229|XP_017849085.1|DBUS
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC108602331|XP_017845907.1|DBUS
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC108603783|XP_017848365.1|DBUS
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC108603784|XP_017848368.1|DBUS
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC108604648|XP_017849687.1|DBUS
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC108604550|XP_017849566.1|DBUS
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC108604781|XP_017849866.1|DBUS
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC108597298|XP_017839265.1|DBUS
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC108600614|XP_017843781.1|DBUS
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC108603819|XP_017848435.1|DBUS
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC108601935|XP_017845402.1|DBUS
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC108596883|XP_017838552.1|DBUS
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC108602387|XP_017845986.1|DBUS
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC108604204|XP_017849053.1|DBUS
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC108603430|XP_017847738.1|DBUS
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC108604791|XP_017849880.1|DBUS
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC108601637|XP_017845025.1|DBUS
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC108604312|XP_017849223.1|DBUS
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC108601912|XP_017845379.1|DBUS
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC108603373|XP_017847624.1|DBUS
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC108604804|XP_017849895.1|DBUS
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC108600849|XP_017844139.1|DBUS
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC108599387|XP_017841683.1|DBUS
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC108603220|XP_017847308.1|DBUS
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC108603250|XP_017847377.1|DBUS
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC108604359|XP_017849286.1|DBUS
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC108599839|XP_017842438.1|DBUS
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC108597949|XP_017840053.1|DBUS
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC108598890|XP_017841139.1|DBUS
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC108600099|XP_017842957.1|DBUS
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC108602481|XP_017846094.1|DBUS
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC108604645|XP_017849683.1|DBUS
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC108607330|XP_017853488.1|DBUS
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC108604453|XP_017849422.1|DBUS
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC108601609|XP_017844998.2|DBUS
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC108606326|XP_017851834.1|DBUS
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC108606323|XP_017851826.1|DBUS
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC108605035|XP_017850092.1|DBUS
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC108601951|XP_017845425.1|DBUS
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC108602290|XP_017845861.1|DBUS
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC108604350|XP_017849269.2|DBUS
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC108594999|XP_017835620.1|DBUS
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC108606475|XP_017852091.1|DBUS
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC108605082|XP_033150411.1|DBUS
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC108606857|XP_017852846.1|DBUS
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC108603088|XP_017847067.1|DBUS
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC108604835|XP_017849940.1|DBUS
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC108600371|XP_017843396.1|DBUS
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC108602030|XP_017845522.1|DBUS
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC108606262|XP_017851708.1|DBUS
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC108603644|XP_017848097.1|DBUS
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC108603869|XP_017848528.1|DBUS
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC108603100|XP_017847085.1|DBUS
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC108606522|XP_017852182.1|DBUS
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC108605840|XP_017851137.1|DBUS
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC108595967|XP_017836743.1|DBUS
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC108606399|XP_017851971.1|DBUS
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC108607412|XP_017853689.1|DBUS
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC108600910|XP_017844231.1|DBUS
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC108605441|XP_017850613.1|DBUS
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC108604524|XP_017849522.1|DBUS
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC108604779|XP_017849864.1|DBUS
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC108596380|XP_017837539.1|DBUS
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC108605733|XP_017851017.1|DBUS
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC108603241|XP_033150054.1|DBUS
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC108603355|XP_017847584.1|DBUS
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC108600850|XP_017844140.1|DBUS
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC108602799|XP_017846511.1|DBUS
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC108602366|XP_017845958.1|DBUS
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC108600852|XP_017844142.1|DBUS
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC108598733|XP_017840954.1|DBUS
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC108598955|XP_017841215.2|DBUS
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC108600619|XP_017843792.2|DBUS
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC108600821|XP_033149372.1|DBUS
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC108600976|XP_033149371.1|DBUS
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC108603958|XP_017848643.1|DBUS
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC108603957|XP_017848641.1|DBUS
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC108602467|XP_017846079.1|DBUS
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC108602527|XP_017846150.1|DBUS
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC108605424|XP_017850588.1|DBUS
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC108605416|XP_017850575.1|DBUS
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC108602482|XP_017846133.2|DBUS
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC108605141|XP_017850203.1|DBUS
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC108606691|XP_017852536.1|DBUS
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC108601947|XP_017845419.1|DBUS
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC108605602|XP_017850868.1|DBUS
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC117134909|XP_033150249.1|DBUS
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC108604558|XP_017849575.1|DBUS
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC108603968|XP_017848664.1|DBUS
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC108602416|XP_017846020.1|DBUS
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC108604024|XP_017848757.1|DBUS
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC108601806|XP_017845231.1|DBUS
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC108603646|XP_017848099.1|DBUS
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC108601601|XP_033150040.1|DBUS
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC108601661|XP_017845051.1|DBUS
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC108603425|XP_017847720.1|DBUS
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC108603280|XP_017847430.1|DBUS
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC108607568|XP_017853948.1|DBUS
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC108599107|XP_017841387.1|DBUS
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC108598997|XP_017841263.2|DBUS
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC108604262|XP_017849146.1|DBUS
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC108601276|XP_017844665.1|DBUS
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC108604476|XP_017849451.1|DBUS
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC108604431|XP_017849392.1|DBUS
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC108603693|XP_017848205.1|DBUS
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC108597552|XP_017839649.1|DBUS
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC108606744|XP_017852631.1|DBUS
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC108605589|XP_017850848.1|DBUS
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC108605395|XP_017850554.2|DBUS
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC108601539|XP_017844927.1|DBUS
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC108604308|XP_017849217.1|DBUS
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC108604306|XP_017849213.1|DBUS
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC108598149|XP_017840254.2|DBUS
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC108597192|XP_017839114.1|DBUS
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC108605422|XP_017850586.1|DBUS
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC108607156|XP_017853292.1|DBUS
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC108605919|XP_017851226.1|DBUS
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC108603811|XP_017848403.1|DBUS
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC108602854|XP_017846617.1|DBUS
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC108603810|XP_017848402.1|DBUS
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC108600768|XP_017844018.1|DBUS
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC108602052|XP_017845554.1|DBUS
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC108602077|XP_017845585.1|DBUS
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC108605556|XP_017850808.1|DBUS
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC108606601|XP_017852348.1|DBUS
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC108606315|XP_017851809.1|DBUS
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC108603533|XP_017847920.1|DBUS
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC108601495|XP_017844882.1|DBUS
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC108600772|XP_017844025.2|DBUS
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC108607214|XP_017853371.1|DBUS
