Orthogroup	CQUI.longest_only	HILL.longest_only
OG0007951	LOC6049613|XP_001866341.2|CQUI	LOC119646253|XP_037902616.1|HILL
OG0007952	LOC6037377|XP_001847297.1|CQUI	LOC119661201|XP_037926349.1|HILL
OG0007953	LOC6039578|XP_038113523.1|CQUI	LOC119651737|XP_037911392.1|HILL
OG0007954	LOC6047192|XP_038111329.1|CQUI	LOC119650652|XP_037909516.1|HILL
OG0007955	LOC6046731|XP_038107136.1|CQUI	LOC119651971|XP_037911792.1|HILL
OG0007956	LOC6044545|XP_001862047.2|CQUI	LOC119650594|XP_037909371.1|HILL
OG0007957	LOC6037104|XP_038114374.1|CQUI	LOC119660415|XP_037924891.1|HILL
OG0007958	LOC6031942|XP_038107792.1|CQUI	LOC119661051|XP_037926182.1|HILL
OG0007960	LOC6038267|XP_001848091.2|CQUI	LOC119651267|XP_037910696.1|HILL
OG0007962	LOC6050857|XP_001867383.2|CQUI	LOC119655829|XP_037917863.1|HILL
OG0007963	LOC6050870|XP_001867395.2|CQUI	LOC119651432|XP_037910959.1|HILL
OG0007964	LOC6043906|XP_038109110.1|CQUI	LOC119652720|XP_037912941.1|HILL
OG0007965	LOC6037001|XP_038114193.1|CQUI	LOC119651033|XP_037910275.1|HILL
OG0007967	LOC6035248|XP_038112313.1|CQUI	LOC119661779|XP_037927184.1|HILL
OG0007968	LOC6035256|XP_038107348.1|CQUI	LOC119646843|XP_037903388.1|HILL
OG0007969	LOC6042127|XP_001851276.2|CQUI	LOC119661050|XP_037926181.1|HILL
OG0007971	LOC6033134|XP_038109208.1|CQUI	LOC119651484|XP_037911029.1|HILL
OG0007972	LOC6042108|XP_038113524.1|CQUI	LOC119655552|XP_037917403.1|HILL
OG0007973	LOC6044258|XP_038113110.1|CQUI	LOC119646445|XP_037902824.1|HILL
OG0007975	LOC6038621|XP_038113294.1|CQUI	LOC119660960|XP_037925931.1|HILL
OG0007976	LOC6033140|XP_001843630.2|CQUI	LOC119654942|XP_037916528.1|HILL
OG0007978	LOC6046363|XP_001863580.1|CQUI	LOC119656795|XP_037919333.1|HILL
OG0007979	LOC6038927|XP_038109016.1|CQUI	LOC119652405|XP_037912440.1|HILL
OG0007980	LOC6044234|XP_038109535.1|CQUI	LOC119650877|XP_037909973.1|HILL
OG0007981	LOC6044232|XP_038112894.1|CQUI	LOC119656059|XP_037918264.1|HILL
OG0007982	LOC6054392|XP_038107203.1|CQUI	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL
OG0007983	LOC6036446|XP_038107979.1|CQUI	LOC119652201|XP_037912070.1|HILL
OG0007984	LOC6034404|XP_038111335.1|CQUI	LOC119653046|XP_037913436.1|HILL
OG0007985	LOC119767549|XP_038112319.1|CQUI	LOC119651083|XP_037910357.1|HILL
OG0007986	LOC6038879|XP_001848578.1|CQUI	LOC119651869|XP_037911604.1|HILL
OG0007989	LOC6037900|XP_038114338.1|CQUI	LOC119657302|XP_037920081.1|HILL, LOC119646278|XP_037902615.1|HILL
OG0007990	LOC6035778|XP_001845903.1|CQUI	LOC119651546|XP_037911107.1|HILL
OG0007991	LOC6050920|XP_038111847.1|CQUI	LOC119661585|XP_037926915.1|HILL
OG0007992	LOC6033303|XP_001843769.1|CQUI	LOC119647136|XP_037903856.1|HILL
OG0007993	LOC6045774|XP_038110349.1|CQUI	LOC119650869|XP_037909958.1|HILL
OG0007994	LOC6034885|XP_001845153.2|CQUI	LOC119651559|XP_037911124.1|HILL
OG0007995	LOC6053417|XP_038107383.1|CQUI	LOC119652483|XP_037912588.1|HILL
OG0007996	LOC6041782|XP_038108196.1|CQUI	LOC119656724|XP_037919184.1|HILL
OG0007997	LOC6033314|XP_001843780.1|CQUI	LOC119646370|XP_037902734.1|HILL
OG0007999	LOC6036011|XP_038113483.1|CQUI	LOC119661780|XP_037927188.1|HILL
OG0008000	LOC6036012|XP_001846116.2|CQUI	LOC119661766|XP_037927169.1|HILL
OG0008001	LOC6033632|XP_001844059.1|CQUI	LOC119661426|XP_037926697.1|HILL
OG0008002	LOC6051686|XP_038108712.1|CQUI	LOC119651158|XP_037910496.1|HILL
OG0008003	LOC119767122|XP_038110742.1|CQUI	LOC119661378|XP_037926625.1|HILL
OG0008004	LOC6042667|XP_038118165.1|CQUI	LOC119653465|XP_037914005.1|HILL
OG0008005	LOC6042666|XP_038116527.1|CQUI	LOC119656197|XP_037918508.1|HILL
OG0008006	LOC6054098|XP_038120134.1|CQUI	LOC119653898|XP_037914961.1|HILL
OG0008007	LOC6046099|XP_038115720.1|CQUI	LOC119655661|XP_037917573.1|HILL
OG0008008	LOC6046094|XP_001863346.1|CQUI	LOC119650102|XP_037908550.1|HILL
OG0008009	LOC6042671|XP_001853367.2|CQUI	LOC119655550|XP_037917397.1|HILL
OG0008010	LOC6038998|XP_038114729.1|CQUI	LOC119656125|XP_037918379.1|HILL
OG0008011	LOC6038989|XP_001848673.1|CQUI	LOC119655844|XP_037917884.1|HILL
OG0008012	LOC6038988|XP_038120511.1|CQUI	LOC119654901|XP_037916456.1|HILL
OG0008013	LOC6044755|XP_001862218.2|CQUI	LOC119655886|XP_037917960.1|HILL
OG0008014	LOC6044751|XP_038120563.1|CQUI	LOC119659405|XP_037923404.1|HILL
OG0008015	LOC6044746|XP_038117027.1|CQUI	LOC119648968|XP_037906818.1|HILL
OG0008016	LOC6044745|XP_001862208.1|CQUI	LOC119648969|XP_037906819.1|HILL
OG0008017	LOC6044724|XP_038119574.1|CQUI	LOC119654880|XP_037916415.1|HILL
OG0008018	LOC6046262|XP_038118392.1|CQUI	LOC119654570|XP_037915948.1|HILL
OG0008019	LOC6032202|XP_038119334.1|CQUI	LOC119656213|XP_037918533.1|HILL
OG0008020	LOC6032219|XP_038117588.1|CQUI	LOC119654199|XP_037915332.1|HILL
OG0008021	LOC6042209|XP_001851350.2|CQUI	LOC119658813|XP_037922464.1|HILL
OG0008022	LOC6048309|XP_038120796.1|CQUI	LOC119655630|XP_037917528.1|HILL
OG0008024	LOC6033051|XP_001843555.2|CQUI	LOC119655759|XP_037917743.1|HILL
OG0008025	LOC6033059|XP_001843561.2|CQUI	LOC119655647|XP_037917557.1|HILL
OG0008026	LOC6048223|XP_001865173.2|CQUI	LOC119655549|XP_037917396.1|HILL
OG0008027	LOC6048229|XP_038121864.1|CQUI	LOC119653625|XP_037914326.1|HILL
OG0008028	LOC6046350|XP_038114573.1|CQUI	LOC119658832|XP_037922497.1|HILL
OG0008029	LOC6046357|XP_038118636.1|CQUI	LOC119659933|XP_037924201.1|HILL
OG0008030	LOC6046066|XP_001863321.2|CQUI	LOC119659856|XP_037924089.1|HILL
OG0008031	LOC6046064|XP_001863319.1|CQUI	LOC119660283|XP_037924681.1|HILL
OG0008032	LOC6047437|XP_001864492.1|CQUI	LOC119659908|XP_037924161.1|HILL
OG0008033	LOC6052405|XP_038114919.1|CQUI	LOC119658897|XP_037922626.1|HILL
OG0008034	LOC6041793|XP_038115494.1|CQUI	LOC119653379|XP_037913849.1|HILL
OG0008035	LOC6049307|XP_038116661.1|CQUI	LOC119655457|XP_037917286.1|HILL
OG0008036	LOC6045172|XP_001862570.2|CQUI	LOC119658987|XP_037922797.1|HILL
OG0008037	LOC6045170|XP_038119848.1|CQUI	LOC119658931|XP_037922692.1|HILL
OG0008038	LOC6043263|XP_001870909.2|CQUI	LOC119659874|XP_037924120.1|HILL
OG0008039	LOC6034965|XP_038120008.1|CQUI	LOC119659935|XP_037924203.1|HILL
OG0008040	LOC6034972|XP_001845228.2|CQUI	LOC119658901|XP_037922634.1|HILL
OG0008041	LOC119768626|XP_038114749.1|CQUI	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL
OG0008042	LOC6039375|XP_038119277.1|CQUI	LOC119659982|XP_037924280.1|HILL
OG0008043	LOC6039780|XP_038117949.1|CQUI	LOC119653924|XP_037915011.1|HILL
OG0008044	LOC6039750|XP_038114650.1|CQUI	LOC119653723|XP_037914560.1|HILL
OG0008045	LOC6053009|XP_001869171.1|CQUI	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL
OG0008046	LOC6053010|XP_038118033.1|CQUI	LOC119658779|XP_037922405.1|HILL
OG0008047	LOC6051115|XP_001867599.2|CQUI	LOC119658630|XP_037922070.1|HILL
OG0008048	LOC6052041|XP_001868374.1|CQUI	LOC119658778|XP_037922404.1|HILL
OG0008049	LOC6051106|XP_038116096.1|CQUI	LOC119658628|XP_037922066.1|HILL
OG0008050	LOC6052050|XP_038116029.1|CQUI	LOC119659059|XP_037922896.1|HILL
OG0008051	LOC6032261|XP_001842898.2|CQUI	LOC119660140|XP_037924466.1|HILL
OG0008052	LOC6035005|XP_038116646.1|CQUI	LOC119658904|XP_037922638.1|HILL
OG0008053	LOC6035028|XP_001845273.2|CQUI	LOC119655780|XP_037917792.1|HILL
OG0008054	LOC6051464|XP_038118609.1|CQUI	LOC119654654|XP_037916070.1|HILL
OG0008055	LOC6050291|XP_038118625.1|CQUI	LOC119660797|XP_037925546.1|HILL
OG0008056	LOC6043885|XP_001861467.1|CQUI	LOC119658715|XP_037922262.1|HILL
OG0008058	LOC6052873|XP_038119490.1|CQUI	LOC119659911|XP_037924163.1|HILL
OG0008060	LOC6040297|XP_001849725.2|CQUI	LOC119659045|XP_037922880.1|HILL
OG0008061	LOC6043480|XP_038115764.1|CQUI	LOC119656005|XP_037918175.1|HILL
OG0008062	LOC6043492|XP_038115765.1|CQUI	LOC119653667|XP_037914427.1|HILL
OG0008063	LOC6047730|XP_001864749.2|CQUI	LOC119658663|XP_037922145.1|HILL
OG0008064	LOC6046879|XP_001864008.1|CQUI	LOC119653880|XP_037914925.1|HILL
OG0008066	LOC6047586|XP_038117585.1|CQUI	LOC119658793|XP_037922433.1|HILL
OG0008067	LOC6045141|XP_038115156.1|CQUI	LOC119653714|XP_037914523.1|HILL
OG0008068	LOC6036940|XP_038118171.1|CQUI	LOC119653696|XP_037914497.1|HILL
OG0008069	LOC6039802|XP_038121863.1|CQUI	LOC119660342|XP_037924756.1|HILL
OG0008070	LOC6054149|XP_001870114.2|CQUI	LOC119659365|XP_037923348.1|HILL
OG0008072	LOC6051691|XP_038115837.1|CQUI	LOC119646187|XP_037902498.1|HILL
OG0008073	LOC6039735|XP_038119216.1|CQUI	LOC119655502|XP_037917332.1|HILL
OG0008074	LOC6039731|XP_001849283.1|CQUI	LOC119656050|XP_037918243.1|HILL
OG0008076	LOC6046672|XP_038118071.1|CQUI	LOC119653727|XP_037914563.1|HILL
OG0008077	LOC6046664|XP_001863832.1|CQUI	LOC119656704|XP_037919141.1|HILL
OG0008078	LOC6046662|XP_038118082.1|CQUI	LOC119656157|XP_037918421.1|HILL
OG0008079	LOC6048017|XP_038118080.1|CQUI	LOC119655684|XP_037917613.1|HILL
OG0008080	LOC6032504|XP_038116217.1|CQUI	LOC119655787|XP_037917806.1|HILL
OG0008081	LOC6032507|XP_001843095.2|CQUI	LOC119661280|XP_037926484.1|HILL
OG0008082	LOC6052669|XP_001868898.1|CQUI	LOC119659634|XP_037923761.1|HILL
OG0008083	LOC6032540|XP_038118931.1|CQUI	LOC119659775|XP_037923965.1|HILL
OG0008084	LOC6042556|XP_038116767.1|CQUI	LOC119657512|XP_037920379.1|HILL
OG0008085	LOC6054112|XP_038121522.1|CQUI	LOC119660549|XP_037925117.1|HILL
OG0008086	LOC6039526|XP_038118788.1|CQUI	LOC119659139|XP_037922997.1|HILL
OG0008087	LOC6043451|XP_038115976.1|CQUI	LOC119648155|XP_037905654.1|HILL
OG0008088	LOC6045555|XP_001862907.2|CQUI	LOC119648023|XP_037905366.1|HILL
OG0008089	LOC119768910|XP_038116627.1|CQUI	LOC119648247|XP_037905814.1|HILL
OG0008091	LOC6040157|XP_038119317.1|CQUI	LOC119658943|XP_037922735.1|HILL
OG0008093	LOC6041570|XP_001850815.2|CQUI	LOC119647098|XP_037903797.1|HILL
OG0008094	LOC6041571|XP_001850816.2|CQUI	LOC119660317|XP_037924720.1|HILL
OG0008095	LOC6039222|XP_001848863.2|CQUI	LOC119660150|XP_037924478.1|HILL
OG0008096	LOC6039219|XP_001848860.2|CQUI	LOC119655115|XP_037916765.1|HILL
OG0008097	LOC6039217|XP_001848858.2|CQUI	LOC119652562|XP_037912698.1|HILL
OG0008100	LOC6032750|XP_038115736.1|CQUI	LOC119658786|XP_037922421.1|HILL
OG0008101	LOC6032761|XP_038122358.1|CQUI	LOC119660876|XP_037925714.1|HILL
OG0008102	LOC6033832|XP_038116232.1|CQUI	LOC119658913|XP_037922657.1|HILL
OG0008103	LOC6033819|XP_001844214.2|CQUI	LOC119656985|XP_037919648.1|HILL
OG0008104	LOC6037762|XP_001847642.2|CQUI	LOC119650376|XP_037909041.1|HILL
OG0008105	LOC6037756|XP_038119612.1|CQUI	LOC119651399|XP_037910914.1|HILL
OG0008106	LOC6040843|XP_001850178.1|CQUI	LOC119660566|XP_037925140.1|HILL
OG0008107	LOC6040821|XP_038119005.1|CQUI	LOC119659291|XP_037923231.1|HILL
OG0008108	LOC6035845|XP_038114606.1|CQUI	LOC119655216|XP_037916920.1|HILL
OG0008109	LOC6035831|XP_001845951.1|CQUI	LOC119653886|XP_037914934.1|HILL
OG0008110	LOC6034009|XP_038118709.1|CQUI	LOC119649349|XP_037907387.1|HILL
OG0008111	LOC6034013|XP_038120365.1|CQUI	LOC119655879|XP_037917942.1|HILL
OG0008112	LOC6034014|XP_038114798.1|CQUI	LOC119653523|XP_037914118.1|HILL
OG0008113	LOC6034017|XP_001844403.2|CQUI	LOC119653524|XP_037914122.1|HILL
OG0008114	LOC6034018|XP_001844404.1|CQUI	LOC119655757|XP_037917741.1|HILL
OG0008115	LOC6034019|XP_038122089.1|CQUI	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC6034023|XP_038120223.1|CQUI	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC6034039|XP_038120226.1|CQUI	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC6049668|XP_001866389.2|CQUI	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC6049667|XP_001866388.1|CQUI	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC6049659|XP_001866382.1|CQUI	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC6049660|XP_038122105.1|CQUI	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC6041874|XP_038122106.1|CQUI	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC6041872|XP_001851071.2|CQUI	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC6041861|XP_038122108.1|CQUI	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC6041883|XP_038119826.1|CQUI	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC119769820|XP_038119433.1|CQUI	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC6047952|XP_038119726.1|CQUI	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC6047947|XP_001864935.1|CQUI	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC6053025|XP_038115708.1|CQUI	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC6045455|XP_038120630.1|CQUI	LOC119660508|XP_037925033.1|HILL
OG0008136	LOC6053318|XP_038112917.1|CQUI	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC6045835|XP_038114247.1|CQUI	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC6031523|XP_001842312.2|CQUI	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC6031520|XP_001842310.2|CQUI	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC6031516|XP_038109998.1|CQUI	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC6031514|XP_038109991.1|CQUI	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC6031511|XP_038110052.1|CQUI	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC6031505|XP_038108403.1|CQUI	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC6031503|XP_001842293.1|CQUI	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC6031483|XP_038109700.1|CQUI	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC6031480|XP_001842280.1|CQUI	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC6031475|XP_038109031.1|CQUI	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC6041147|XP_038106453.1|CQUI	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC6036872|XP_038110245.1|CQUI	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC6036876|XP_001846857.2|CQUI	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC6036877|XP_038109047.1|CQUI	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC6036879|XP_038106435.1|CQUI	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC6046820|XP_001863959.2|CQUI	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC6046822|XP_001863961.2|CQUI	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC6040057|XP_001849528.1|CQUI	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC6042519|XP_038113927.1|CQUI	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC6054198|XP_038106277.1|CQUI	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC6043549|XP_001859687.1|CQUI	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC119767662|XP_038112656.1|CQUI	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC6052203|XP_038112566.1|CQUI	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC6043515|XP_001859475.2|CQUI	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC6043497|XP_038111385.1|CQUI	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC6049606|XP_038114084.1|CQUI	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC6035966|XP_038106058.1|CQUI	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC6035978|XP_038110312.1|CQUI	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC6035979|XP_038112126.1|CQUI	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC6040769|XP_038112127.1|CQUI	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC119767658|XP_038112625.1|CQUI	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC6051637|XP_001868047.1|CQUI	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC6051632|XP_038112878.1|CQUI	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC6045075|XP_038113552.1|CQUI	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC6035710|XP_001845841.2|CQUI	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC6042635|XP_001870697.2|CQUI	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC6037696|XP_001847583.2|CQUI	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC6037734|XP_038111157.1|CQUI	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC6048244|XP_038110660.1|CQUI	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC6035926|XP_001846036.2|CQUI	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC6035924|XP_038109286.1|CQUI	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC119767663|XP_038112657.1|CQUI	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC6041404|XP_038109221.1|CQUI	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC6035913|XP_038109520.1|CQUI	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC6052173|XP_038110886.1|CQUI	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC6051249|XP_038109303.1|CQUI	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC6050741|XP_038106074.1|CQUI	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC6042907|XP_001853971.1|CQUI	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC6042908|XP_001853980.1|CQUI	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC6048573|XP_001865476.1|CQUI	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC6053364|XP_001869459.2|CQUI	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC6040363|XP_001849763.2|CQUI	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC6053985|XP_038110497.1|CQUI	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC6040373|XP_001849773.2|CQUI	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC6042949|XP_001870887.2|CQUI	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC6041666|XP_001850893.1|CQUI	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC6049362|XP_038112668.1|CQUI	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC6042923|XP_038107966.1|CQUI	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC6051714|XP_038109679.1|CQUI	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC6051718|XP_038112515.1|CQUI	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC6048569|XP_038109628.1|CQUI	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC6051842|XP_038112996.1|CQUI	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC6032304|XP_001842936.2|CQUI	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC6032305|XP_038110842.1|CQUI	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC6032342|XP_038108338.1|CQUI	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC6038332|XP_001848153.2|CQUI	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC6042380|XP_001851505.1|CQUI	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC6040189|XP_038108466.1|CQUI	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC6053105|XP_001869254.2|CQUI	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC119766934|XP_038109410.1|CQUI	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC119767727|XP_038112995.1|CQUI	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC6036086|XP_038110799.1|CQUI	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC6047576|XP_001864618.2|CQUI	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC6047567|XP_038111659.1|CQUI	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC6052256|XP_001868547.1|CQUI	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC6037437|XP_038113579.1|CQUI	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC6051907|XP_038107396.1|CQUI	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC6043105|XP_038109643.1|CQUI	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC119766985|XP_038109837.1|CQUI	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC6036718|XP_038107797.1|CQUI	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC119767055|XP_038110355.1|CQUI	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC6036699|XP_038107195.1|CQUI	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC6037653|XP_038110606.1|CQUI	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC6043283|XP_038107834.1|CQUI	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC6034548|XP_001844848.2|CQUI	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC6037198|XP_001847128.2|CQUI	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC6040543|XP_038109157.1|CQUI	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC6048864|XP_001865706.2|CQUI	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC6051155|XP_038104552.1|CQUI	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC6034731|XP_001845011.2|CQUI	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC6049544|XP_001866279.2|CQUI	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC6032466|XP_001843059.1|CQUI	LOC119648618|XP_037906318.1|HILL
OG0008235	LOC6035866|XP_001845980.1|CQUI	LOC119646452|XP_037902830.1|HILL, LOC119659262|XP_037923183.1|HILL
OG0008236	LOC6031521|XP_001842311.1|CQUI	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC6045923|XP_038117975.1|CQUI	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC6039427|XP_038119746.1|CQUI	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC6036408|XP_001846461.2|CQUI	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC6045556|XP_038119016.1|CQUI	LOC119648025|XP_037905371.1|HILL
OG0008246	LOC6038872|XP_001848571.2|CQUI	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008266	LOC6044327|XP_001861857.2|CQUI	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC6038206|XP_038112962.1|CQUI	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC6044316|XP_001861848.2|CQUI	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC6040427|XP_001849820.2|CQUI	LOC119656884|XP_037919481.1|HILL
OG0008273	LOC6043382|XP_001870960.2|CQUI	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC119769255|XP_038117122.1|CQUI	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC6034310|XP_001844644.1|CQUI	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC6038193|XP_038110757.1|CQUI	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC6045723|XP_038115643.1|CQUI	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC119765336|XP_038104925.1|CQUI	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC6053144|XP_038122823.1|CQUI	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC6053143|XP_001869285.2|CQUI	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC6051384|XP_038104826.1|CQUI	LOC119656789|XP_037919317.1|HILL
OG0008283	LOC6051733|XP_038121434.1|CQUI	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC6040454|XP_038110956.1|CQUI	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC6044205|XP_038121845.1|CQUI	LOC119657392|XP_037920206.1|HILL
OG0008288	LOC6044373|XP_001861893.2|CQUI	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC6037943|XP_038122892.1|CQUI	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC6037940|XP_001847792.2|CQUI	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC6038464|XP_001848261.2|CQUI	LOC119656854|XP_037919434.1|HILL
OG0008297	LOC6031435|XP_001842240.1|CQUI	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC6031446|XP_001842250.2|CQUI	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC119765233|XP_038104632.1|CQUI	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC6031436|XP_038112814.1|CQUI	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC6044476|XP_038104223.1|CQUI	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC6043997|XP_001861576.2|CQUI	LOC119657146|XP_037919851.1|HILL
OG0008305	LOC6034806|XP_001845078.2|CQUI	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC6049177|XP_038105606.1|CQUI	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC6046417|XP_038105419.1|CQUI	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC119765531|XP_038105499.1|CQUI	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC6035545|XP_001845703.1|CQUI	LOC119649911|XP_037908238.1|HILL
