Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0005678	LOC6052604|XP_038117890.1|CQUI	LOC108156139|XP_017142942.1|DMIR
OG0005679	LOC6039392|XP_038118290.1|CQUI	LOC108154312|XP_017140058.1|DMIR
OG0005680	LOC6039746|XP_038114659.1|CQUI, LOC6039745|XP_038114654.1|CQUI	LOC108163669|XP_017154581.2|DMIR
OG0005681	LOC6032250|XP_001842888.1|CQUI	LOC108154804|XP_017140691.1|DMIR
OG0005682	LOC6042883|XP_038120414.1|CQUI	LOC108154800|XP_017140686.1|DMIR
OG0005683	LOC6053453|XP_038122323.1|CQUI	LOC108151262|XP_017135272.1|DMIR
OG0005684	LOC6053452|XP_001869533.2|CQUI	LOC108165491|XP_017157034.1|DMIR
OG0005685	LOC6044222|XP_038116426.1|CQUI	LOC108152386|XP_017137172.1|DMIR
OG0005686	LOC6035002|XP_038115755.1|CQUI	LOC108155984|XP_017142664.1|DMIR
OG0005687	LOC6035008|XP_038119420.1|CQUI	LOC108153493|XP_017139029.1|DMIR
OG0005688	LOC6035009|XP_038119423.1|CQUI	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR
OG0005689	LOC6035013|XP_001845258.2|CQUI	LOC108152490|XP_017137354.1|DMIR
OG0005690	LOC6035034|XP_038116366.1|CQUI	LOC108154701|XP_033244171.1|DMIR
OG0005691	LOC6038148|XP_038118473.1|CQUI	LOC108155362|XP_017141613.1|DMIR
OG0005692	LOC6048873|XP_038116464.1|CQUI	LOC108163562|XP_017154415.1|DMIR
OG0005693	LOC6043884|XP_038116467.1|CQUI	LOC108150914|XP_017134728.1|DMIR
OG0005694	LOC6044686|XP_038116199.1|CQUI	LOC108157488|XP_017145074.1|DMIR
OG0005695	LOC6049537|XP_001866276.1|CQUI	LOC108156802|XP_017143974.1|DMIR
OG0005696	LOC6041229|XP_001850521.1|CQUI	LOC108156803|XP_017143979.1|DMIR
OG0005697	LOC6041228|XP_001850520.2|CQUI	LOC108156653|XP_017143756.1|DMIR
OG0005698	LOC6041227|XP_001850519.2|CQUI	LOC108159600|XP_017148543.1|DMIR
OG0005699	LOC6041221|XP_038116325.1|CQUI	LOC108157226|XP_017144672.1|DMIR
OG0005700	LOC6041189|XP_038120084.1|CQUI	LOC108163102|XP_017153684.2|DMIR
OG0005701	LOC6049607|XP_001866332.2|CQUI	LOC108161767|XP_017151589.1|DMIR
OG0005702	LOC6052879|XP_038120415.1|CQUI	LOC108164862|XP_017156286.1|DMIR
OG0005703	LOC6052878|XP_038118101.1|CQUI	LOC108159871|XP_017148961.1|DMIR
OG0005704	LOC6052586|XP_038119369.1|CQUI	LOC108152620|XP_017137583.1|DMIR
OG0005705	LOC6040336|XP_038119036.1|CQUI	LOC108153678|XP_017139284.1|DMIR
OG0005706	LOC6040296|XP_001849724.2|CQUI	LOC108155119|XP_017141250.1|DMIR
OG0005707	LOC6043488|XP_038121098.1|CQUI	LOC108164814|XP_033248960.1|DMIR
OG0005708	LOC6047740|XP_001864759.1|CQUI	LOC108150831|XP_017134628.1|DMIR
OG0005709	LOC6047736|XP_001864755.2|CQUI	LOC108156317|XP_017143195.1|DMIR
OG0005710	LOC6047732|XP_001864751.1|CQUI	LOC117186092|XP_033242082.1|DMIR, LOC108154223|XP_017139939.1|DMIR
OG0005711	LOC6052568|XP_001868818.1|CQUI	LOC108153114|XP_017138390.1|DMIR
OG0005712	LOC6039130|XP_038114767.1|CQUI	LOC108161803|XP_017151648.1|DMIR
OG0005713	LOC6039141|XP_038120618.1|CQUI	LOC108157563|XP_017145170.1|DMIR
OG0005714	LOC6039150|XP_038122174.1|CQUI	LOC108154763|XP_017140634.1|DMIR
OG0005715	LOC6047594|XP_038115706.1|CQUI	LOC108155086|XP_017141195.1|DMIR
OG0005716	LOC6047590|XP_038116526.1|CQUI	LOC108155909|XP_017142543.1|DMIR
OG0005717	LOC6047591|XP_001864630.2|CQUI	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR
OG0005718	LOC6047592|XP_001864631.2|CQUI	LOC108155977|XP_017142655.1|DMIR
OG0005719	LOC6049626|XP_001866353.1|CQUI	LOC108156596|XP_017143626.1|DMIR
OG0005720	LOC6049629|XP_038120637.1|CQUI	LOC108154950|XP_017140945.1|DMIR
OG0005721	LOC6045140|XP_038118666.1|CQUI	LOC108157460|XP_017145021.1|DMIR
OG0005722	LOC6042057|XP_038118659.1|CQUI	LOC108155759|XP_017142289.1|DMIR
OG0005723	LOC6042050|XP_038119530.1|CQUI	LOC108154294|XP_017140035.1|DMIR
OG0005724	LOC6049382|XP_038118043.1|CQUI	LOC108160005|XP_033248382.1|DMIR
OG0005725	LOC6049390|XP_038116132.1|CQUI	LOC108157071|XP_017144395.1|DMIR
OG0005726	LOC6054117|XP_038120498.1|CQUI	LOC108165102|XP_017156647.1|DMIR
OG0005727	LOC6036925|XP_038118378.1|CQUI	LOC108156006|XP_017142697.1|DMIR
OG0005728	LOC6054099|XP_038119757.1|CQUI	LOC108154129|XP_017139752.1|DMIR
OG0005729	LOC6053341|XP_038115779.1|CQUI	LOC108154122|XP_033245740.1|DMIR, LOC117187357|XP_033245741.1|DMIR
OG0005730	LOC6039829|XP_038121515.1|CQUI	LOC108157104|XP_017144467.1|DMIR
OG0005731	LOC6039828|XP_038120326.1|CQUI	LOC108157103|XP_017144466.1|DMIR
OG0005732	LOC6039821|XP_001849333.2|CQUI	LOC108154273|XP_017140012.1|DMIR
OG0005733	LOC6039816|XP_038119809.1|CQUI	LOC108154271|XP_017139998.1|DMIR
OG0005734	LOC6039820|XP_038115148.1|CQUI	LOC108154963|XP_017140966.2|DMIR
OG0005735	LOC6039814|XP_038121738.1|CQUI	LOC108157341|XP_017144847.1|DMIR
OG0005736	LOC6039809|XP_038121737.1|CQUI	LOC108154738|XP_017140595.1|DMIR
OG0005737	LOC6039790|XP_038122090.1|CQUI	LOC108155519|XP_017141854.1|DMIR
OG0005738	LOC6039793|XP_038122091.1|CQUI	LOC108155110|XP_017141237.1|DMIR
OG0005739	LOC6039789|XP_038122092.1|CQUI	LOC108155520|XP_017141855.1|DMIR
OG0005740	LOC119769698|XP_038119039.1|CQUI	LOC108156854|XP_017144067.1|DMIR
OG0005741	LOC119769699|XP_038119041.1|CQUI	LOC108155143|XP_017141286.1|DMIR
OG0005742	LOC6054152|XP_038121686.1|CQUI	LOC108155456|XP_017141760.1|DMIR
OG0005743	LOC6049242|XP_001866038.2|CQUI	LOC108156998|XP_017144281.1|DMIR
OG0005744	LOC6054150|XP_001870113.2|CQUI	LOC108155213|XP_017141385.1|DMIR
OG0005745	LOC6051066|XP_038119546.1|CQUI	LOC108154930|XP_033245097.1|DMIR
OG0005746	LOC6050144|XP_001866801.2|CQUI	LOC108156768|XP_017143922.1|DMIR
OG0005747	LOC6050145|XP_038120735.1|CQUI	LOC108156942|XP_017144194.1|DMIR
OG0005748	LOC119768854|XP_038116241.1|CQUI	LOC108156979|XP_017144260.1|DMIR
OG0005749	LOC6051961|XP_038114795.1|CQUI	LOC108152595|XP_017137539.1|DMIR
OG0005750	LOC6043768|XP_038118602.1|CQUI	LOC108155870|XP_017142478.1|DMIR
OG0005751	LOC6045787|XP_001863089.2|CQUI	LOC108151667|XP_017135895.1|DMIR
OG0005752	LOC6051693|XP_001868084.2|CQUI	LOC117188386|XP_033248071.1|DMIR, LOC108159047|XP_017147465.2|DMIR
OG0005753	LOC6039715|XP_001849270.2|CQUI	LOC108162185|XP_017152270.1|DMIR
OG0005754	LOC6039699|XP_001849258.1|CQUI	LOC108160440|XP_017149939.1|DMIR
OG0005755	LOC6039684|XP_038118470.1|CQUI	LOC108159117|XP_017147588.1|DMIR
OG0005756	LOC6048020|XP_038119125.1|CQUI	LOC108155464|XP_017141773.1|DMIR
OG0005757	LOC6047809|XP_038118855.1|CQUI	LOC108155676|XP_017142129.1|DMIR
OG0005758	LOC6042972|XP_038117984.1|CQUI	LOC108155257|XP_017141443.1|DMIR
OG0005759	LOC6044305|XP_038119603.1|CQUI	LOC108154071|XP_017139652.1|DMIR
OG0005760	LOC6032530|XP_038121179.1|CQUI	LOC108155572|XP_017141963.1|DMIR
OG0005761	LOC6032532|XP_038118595.1|CQUI	LOC108156585|XP_017143611.1|DMIR
OG0005762	LOC6032534|XP_001843115.2|CQUI	LOC108156469|XP_017143422.1|DMIR
OG0005763	LOC6032542|XP_001843122.1|CQUI	LOC117190077|XP_033251051.1|DMIR, LOC108159500|XP_017148334.1|DMIR
OG0005764	LOC6032547|XP_038119212.1|CQUI	LOC108155706|XP_017142183.1|DMIR
OG0005765	LOC6032553|XP_038118544.1|CQUI	LOC108155704|XP_017142171.1|DMIR
OG0005766	LOC6032562|XP_038117788.1|CQUI	LOC108154208|XP_017139919.1|DMIR
OG0005767	LOC6032564|XP_001843140.2|CQUI	LOC108157338|XP_033245531.1|DMIR
OG0005768	LOC6048879|XP_038118825.1|CQUI	LOC108164674|XP_017156016.1|DMIR
OG0005769	LOC6039528|XP_038118455.1|CQUI	LOC108156352|XP_017143242.1|DMIR
OG0005770	LOC6039521|XP_038114864.1|CQUI	LOC108156488|XP_017143461.2|DMIR
OG0005771	LOC6039519|XP_001849121.2|CQUI	LOC108156076|XP_017142851.1|DMIR
OG0005773	LOC6039500|XP_001849103.1|CQUI	LOC108156169|XP_017142988.1|DMIR
OG0005774	LOC6039487|XP_001849093.2|CQUI	LOC108155498|XP_017141817.1|DMIR
OG0005775	LOC6039532|XP_038118951.1|CQUI	LOC108153005|XP_017138236.1|DMIR
OG0005776	LOC6043445|XP_038118008.1|CQUI	LOC108153199|XP_033242183.1|DMIR
OG0005777	LOC6043431|XP_001859028.2|CQUI	LOC108162095|XP_017152146.1|DMIR
OG0005779	LOC6045570|XP_038115075.1|CQUI	LOC108156148|XP_017142960.1|DMIR
OG0005780	LOC6045571|XP_038120833.1|CQUI	LOC108151545|XP_017135694.1|DMIR
OG0005781	LOC6042293|XP_038121388.1|CQUI	LOC108150852|XP_017134644.2|DMIR
OG0005782	LOC6042291|XP_001851427.2|CQUI	LOC108151774|XP_017136108.1|DMIR
OG0005783	LOC6042271|XP_001851408.1|CQUI	LOC117192853|XP_033253497.1|DMIR, LOC117193418|XP_033254062.1|DMIR, LOC108160589|XP_017150173.1|DMIR
OG0005784	LOC6046890|XP_038121578.1|CQUI	LOC108156822|XP_017144008.1|DMIR
OG0005785	LOC6046891|XP_038117596.1|CQUI	LOC108156845|XP_017144051.1|DMIR
OG0005786	LOC6046892|XP_038120400.1|CQUI	LOC108156171|XP_017142990.1|DMIR
OG0005787	LOC6046896|XP_038120311.1|CQUI	LOC108155846|XP_033245380.1|DMIR
OG0005788	LOC6050403|XP_038117894.1|CQUI	LOC108158587|XP_017146527.1|DMIR
OG0005789	LOC6046391|XP_001863604.1|CQUI	LOC108154974|XP_017140982.1|DMIR
OG0005790	LOC6046392|XP_001863605.1|CQUI	LOC108155448|XP_017141753.1|DMIR
OG0005791	LOC6040168|XP_038117873.1|CQUI	LOC108154798|XP_017140683.1|DMIR
OG0005792	LOC6040165|XP_038121985.1|CQUI	LOC108154805|XP_017140692.1|DMIR
OG0005793	LOC6040158|XP_038120510.1|CQUI	LOC108156164|XP_017142981.1|DMIR
OG0005794	LOC6040152|XP_001849607.1|CQUI	LOC117192816|XP_033253467.1|DMIR, LOC108159512|XP_017148361.1|DMIR, LOC117192793|XP_033253441.1|DMIR
OG0005795	LOC6037590|XP_001847486.2|CQUI	LOC108154134|XP_017139756.1|DMIR
OG0005796	LOC6037587|XP_038122009.1|CQUI	LOC108153075|XP_017138345.1|DMIR
OG0005797	LOC6037585|XP_001847481.1|CQUI	LOC108152641|XP_017137621.1|DMIR
OG0005798	LOC6037578|XP_001847474.1|CQUI	LOC108154112|XP_017139726.1|DMIR
OG0005799	LOC6037582|XP_038116552.1|CQUI	LOC108154651|XP_033244390.1|DMIR
OG0005800	LOC6037571|XP_001847467.1|CQUI	LOC108154656|XP_017140482.1|DMIR
OG0005801	LOC6037573|XP_001847469.2|CQUI	LOC108154655|XP_017140481.1|DMIR
OG0005802	LOC6037557|XP_038117507.1|CQUI	LOC108155283|XP_017141488.1|DMIR
OG0005803	LOC6037549|XP_038117491.1|CQUI	LOC108154652|XP_017140473.1|DMIR
OG0005804	LOC6044874|XP_001862316.2|CQUI	LOC108154951|XP_017140947.1|DMIR
OG0005805	LOC6041568|XP_038115070.1|CQUI	LOC108159990|XP_017149187.1|DMIR, LOC117185704|XP_033253402.1|DMIR
OG0005806	LOC6048012|XP_001864986.2|CQUI	LOC108156858|XP_017144074.1|DMIR
OG0005807	LOC6048007|XP_038120180.1|CQUI	LOC108154408|XP_017140167.2|DMIR
OG0005808	LOC6039213|XP_001848854.2|CQUI	LOC108155806|XP_033248819.1|DMIR
OG0005809	LOC6032735|XP_038118555.1|CQUI	LOC108151769|XP_017136102.1|DMIR
OG0005810	LOC6032746|XP_001843292.2|CQUI	LOC108154660|XP_017140485.1|DMIR
OG0005811	LOC6032744|XP_001843290.2|CQUI	LOC108154661|XP_017140486.1|DMIR
OG0005812	LOC6032756|XP_001843298.1|CQUI	LOC108154113|XP_017139727.1|DMIR
OG0005813	LOC6032759|XP_001843300.1|CQUI	LOC108155241|XP_017141419.1|DMIR
OG0005814	LOC6032766|XP_001843306.2|CQUI	LOC108155873|XP_017142481.1|DMIR
OG0005815	LOC6032767|XP_038121181.1|CQUI	LOC108159918|XP_017149043.1|DMIR
OG0005816	LOC6033839|XP_038117555.1|CQUI	LOC108156482|XP_033245219.1|DMIR
OG0005817	LOC6033830|XP_001844224.2|CQUI	LOC108155929|XP_017142575.1|DMIR
OG0005818	LOC6033812|XP_038118895.1|CQUI	LOC108157686|XP_017145342.1|DMIR
OG0005819	LOC6037790|XP_001847667.2|CQUI	LOC108155081|XP_017141188.1|DMIR
OG0005820	LOC6037783|XP_001847661.2|CQUI	LOC108155082|XP_017141189.1|DMIR
OG0005821	LOC6037767|XP_038114725.1|CQUI	LOC108156885|XP_017144109.1|DMIR
OG0005822	LOC6037766|XP_038114724.1|CQUI	LOC108163838|XP_017154839.1|DMIR
OG0005823	LOC6037765|XP_001847645.2|CQUI	LOC108164560|XP_017155865.1|DMIR
OG0005824	LOC6037760|XP_001847640.1|CQUI	LOC108155382|XP_017141646.1|DMIR
OG0005825	LOC6040844|XP_001850179.2|CQUI	LOC108152758|XP_017137810.1|DMIR
OG0005826	LOC6040842|XP_001850177.1|CQUI	LOC108157224|XP_017144671.1|DMIR
OG0005827	LOC6040841|XP_001850176.2|CQUI	LOC108156348|XP_017143238.1|DMIR
OG0005828	LOC6040837|XP_001850172.1|CQUI	LOC108165498|XP_017157045.1|DMIR
OG0005829	LOC6040834|XP_001850169.2|CQUI	LOC108156810|XP_017143992.1|DMIR
OG0005830	LOC6035828|XP_001845948.1|CQUI	LOC108152687|XP_017137679.1|DMIR
OG0005831	LOC6035825|XP_038115160.1|CQUI	LOC108153610|XP_017139197.1|DMIR
OG0005832	LOC6035822|XP_038115159.1|CQUI	LOC108153275|XP_017138633.1|DMIR
OG0005833	LOC6035816|XP_038119142.1|CQUI	LOC108151533|XP_017135675.1|DMIR
OG0005834	LOC6035808|XP_038119145.1|CQUI	LOC108151538|XP_017135682.1|DMIR
OG0005835	LOC6035804|XP_001845926.2|CQUI	LOC108153404|XP_017138886.1|DMIR
OG0005836	LOC6035800|XP_038118277.1|CQUI	LOC108151867|XP_017136245.1|DMIR
OG0005837	LOC6035794|XP_001845916.2|CQUI	LOC108155678|XP_033245760.1|DMIR
OG0005838	LOC119770634|XP_038121818.1|CQUI	LOC108157036|XP_017144337.1|DMIR
OG0005839	LOC6042762|XP_038117820.1|CQUI	LOC108161716|XP_017151524.2|DMIR
OG0005840	LOC6051130|XP_001867614.2|CQUI	LOC108155452|XP_017141757.1|DMIR
OG0005841	LOC6038977|XP_038118674.1|CQUI	LOC108153855|XP_017139443.1|DMIR
OG0005842	LOC6038972|XP_038121601.1|CQUI	LOC108164844|XP_017156262.1|DMIR
OG0005843	LOC6038966|XP_001848655.2|CQUI	LOC108152500|XP_017137363.1|DMIR
OG0005844	LOC6038965|XP_038120818.1|CQUI	LOC108151415|XP_017135492.1|DMIR
OG0005845	LOC6038955|XP_001848645.2|CQUI	LOC108155258|XP_017141445.2|DMIR
OG0005846	LOC6038954|XP_038120817.1|CQUI	LOC108154591|XP_017140383.1|DMIR
OG0005847	LOC6038945|XP_038120802.1|CQUI	LOC108155208|XP_017141377.1|DMIR
OG0005848	LOC6033999|XP_001844386.2|CQUI	LOC117186414|XP_033243070.1|DMIR
OG0005849	LOC6034010|XP_038118706.1|CQUI	LOC108164890|XP_033247832.1|DMIR
OG0005850	LOC6034026|XP_038120229.1|CQUI	LOC108160665|XP_017150300.1|DMIR
OG0005851	LOC6034028|XP_001844413.2|CQUI	LOC108161909|XP_017151801.1|DMIR
OG0005852	LOC6034045|XP_038117124.1|CQUI	LOC108155407|XP_017141692.1|DMIR
OG0005853	LOC6047960|XP_001864942.2|CQUI	LOC108154897|XP_017140839.1|DMIR
OG0005854	LOC6047957|XP_001864940.2|CQUI	LOC108154657|XP_017140483.1|DMIR
OG0005855	LOC6047955|XP_038122311.1|CQUI, LOC119770036|XP_038120069.1|CQUI	LOC108164788|XP_033248038.1|DMIR
OG0005856	LOC6051347|XP_038119232.1|CQUI	LOC117186837|XP_033244025.1|DMIR
OG0005857	LOC6037298|XP_001847224.2|CQUI	LOC108154803|XP_017140690.1|DMIR
OG0005858	LOC6045831|XP_001863123.1|CQUI	LOC108156999|XP_017144282.1|DMIR
OG0005859	LOC6045829|XP_038113048.1|CQUI	LOC108162224|XP_017152334.1|DMIR
OG0005860	LOC6045493|XP_038110180.1|CQUI	LOC108156541|XP_017143536.1|DMIR
OG0005861	LOC6047387|XP_038107422.1|CQUI	LOC108155928|XP_033245674.1|DMIR
OG0005863	LOC6033708|XP_001844130.2|CQUI	LOC108158712|XP_017146744.1|DMIR
OG0005864	LOC119766572|XP_038107299.1|CQUI	LOC108154594|XP_017140397.1|DMIR
OG0005865	LOC6039959|XP_001849452.2|CQUI	LOC108154107|XP_017139719.1|DMIR
OG0005866	LOC6039950|XP_038113235.1|CQUI	LOC108159848|XP_017148927.1|DMIR
OG0005867	LOC6039942|XP_001849437.2|CQUI	LOC108162973|XP_017153462.1|DMIR
OG0005868	LOC6046195|XP_001863426.2|CQUI	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR
OG0005869	LOC6044742|XP_001862205.1|CQUI	LOC108164736|XP_017156118.1|DMIR
OG0005870	LOC6046200|XP_038113330.1|CQUI	LOC108164582|XP_017155896.1|DMIR
OG0005873	LOC6033774|XP_001844180.1|CQUI	LOC108154944|XP_017140930.1|DMIR
OG0005874	LOC6050587|XP_038107126.1|CQUI	LOC117186114|XP_033242124.1|DMIR
OG0005875	LOC6044626|XP_038110042.1|CQUI	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR
OG0005876	LOC6031492|XP_038107740.1|CQUI	LOC108165464|XP_033242767.1|DMIR
OG0005877	LOC6031450|XP_038108217.1|CQUI	LOC117186122|XP_033242147.1|DMIR
OG0005878	LOC6036854|XP_038113672.1|CQUI	LOC108153079|XP_017138351.1|DMIR
OG0005879	LOC119767453|XP_038112014.1|CQUI, LOC119767776|XP_038113169.1|CQUI	LOC108162337|XP_017152522.1|DMIR
OG0005880	LOC6036897|XP_038109603.1|CQUI	LOC108153004|XP_017138235.1|DMIR
OG0005881	LOC6036898|XP_001846874.1|CQUI	LOC108153280|XP_017138637.1|DMIR
OG0005882	LOC6036904|XP_038110785.1|CQUI	LOC108164729|XP_017156111.1|DMIR
OG0005883	LOC6036908|XP_038111603.1|CQUI	LOC108151215|XP_017135184.1|DMIR
OG0005884	LOC6036909|XP_038110107.1|CQUI	LOC108153148|XP_017138439.1|DMIR
OG0005885	LOC6046817|XP_001863956.2|CQUI	LOC108151234|XP_017135222.1|DMIR
OG0005886	LOC6046818|XP_038109778.1|CQUI	LOC108152608|XP_017137558.1|DMIR
OG0005887	LOC6037750|XP_038110619.1|CQUI	LOC108152384|XP_017137166.1|DMIR
OG0005888	LOC6048248|XP_038110893.1|CQUI	LOC108152762|XP_017137819.1|DMIR
OG0005889	LOC6040038|XP_038108356.1|CQUI	LOC108151611|XP_017135792.1|DMIR
OG0005890	LOC6040054|XP_038112362.1|CQUI	LOC108162907|XP_017153372.1|DMIR
OG0005891	LOC6040055|XP_001849526.1|CQUI	LOC108153064|XP_017138325.1|DMIR
OG0005892	LOC6040058|XP_001849529.2|CQUI	LOC108153122|XP_017138399.1|DMIR
OG0005893	LOC6033393|XP_038110306.1|CQUI	LOC108151410|XP_017135488.1|DMIR
OG0005894	LOC6033395|XP_001843851.1|CQUI	LOC108151412|XP_017135490.1|DMIR
OG0005895	LOC6033397|XP_001843850.1|CQUI	LOC108151413|XP_017135491.1|DMIR
OG0005896	LOC6033390|XP_001843845.1|CQUI	LOC108151521|XP_017135661.1|DMIR
OG0005897	LOC6042527|XP_038109560.1|CQUI	LOC108153248|XP_017138582.1|DMIR
OG0005898	LOC6037932|XP_001847786.2|CQUI	LOC108162614|XP_017152924.1|DMIR
OG0005899	LOC6038559|XP_001848345.2|CQUI	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR
OG0005900	LOC6038564|XP_038109521.1|CQUI	LOC108162765|XP_017153141.1|DMIR
OG0005901	LOC6043529|XP_001859584.2|CQUI	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR
OG0005902	LOC6043530|XP_038112651.1|CQUI	LOC108158592|XP_017146533.1|DMIR
OG0005903	LOC6043531|XP_001859594.1|CQUI, LOC119767684|XP_038112761.1|CQUI	LOC108156776|XP_017143937.1|DMIR
OG0005904	LOC6043533|XP_038106327.1|CQUI, LOC119767169|XP_038110994.1|CQUI	LOC108154676|XP_017140507.1|DMIR
OG0005905	LOC6036842|XP_038110154.1|CQUI	LOC108152507|XP_017137384.1|DMIR
OG0005906	LOC6051861|XP_001868222.2|CQUI	LOC108152493|XP_017137358.1|DMIR
OG0005907	LOC6048680|XP_038112010.1|CQUI	LOC108152528|XP_017137417.1|DMIR
OG0005908	LOC6032414|XP_038112350.1|CQUI	LOC108152600|XP_017137545.1|DMIR
OG0005909	LOC6032411|XP_038110424.1|CQUI	LOC108153351|XP_017138806.1|DMIR
OG0005910	LOC6032402|XP_038112653.1|CQUI	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR
OG0005911	LOC6032401|XP_038106341.1|CQUI	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR
OG0005912	LOC6032392|XP_001842997.2|CQUI	LOC108159447|XP_017148226.1|DMIR
OG0005913	LOC6045065|XP_038108256.1|CQUI	LOC108155880|XP_017142497.1|DMIR
OG0005914	LOC6045060|XP_038108563.1|CQUI	LOC108160318|XP_017149731.1|DMIR
OG0005915	LOC6043171|XP_038113050.1|CQUI	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR
OG0005916	LOC119766034|XP_038106313.1|CQUI, LOC119766036|XP_038106315.1|CQUI, LOC119767093|XP_038110614.1|CQUI	LOC108159324|XP_017148005.1|DMIR
OG0005917	LOC6053603|XP_001869661.2|CQUI	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR
OG0005918	LOC6053602|XP_001869660.2|CQUI	LOC108155958|XP_017142616.1|DMIR
OG0005919	LOC6048422|XP_038111306.1|CQUI	LOC108158803|XP_017146978.1|DMIR
OG0005920	LOC6038534|XP_001848322.2|CQUI	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR
OG0005921	LOC6038537|XP_038108185.1|CQUI	LOC108151056|XP_017134920.1|DMIR
OG0005922	LOC6033399|XP_001843854.2|CQUI	LOC108154490|XP_017140283.1|DMIR
OG0005923	LOC119770607|XP_038121755.1|CQUI, LOC6040078|XP_001849547.2|CQUI	LOC108151022|XP_017134871.1|DMIR
OG0005924	LOC6040079|XP_001849548.2|CQUI	LOC108151026|XP_017134875.1|DMIR
OG0005925	LOC6052090|XP_038111073.1|CQUI	LOC108151614|XP_017135800.1|DMIR
OG0005926	LOC6043500|XP_038110673.1|CQUI	LOC108164804|XP_017156215.1|DMIR
OG0005927	LOC6045700|XP_038113244.1|CQUI	LOC108156586|XP_017143612.1|DMIR
OG0005928	LOC6045698|XP_038113245.1|CQUI	LOC108152521|XP_017137410.1|DMIR
OG0005929	LOC6045704|XP_001863011.2|CQUI	LOC108153372|XP_017138831.1|DMIR
OG0005930	LOC6033418|XP_001843871.2|CQUI	LOC108159851|XP_017148932.1|DMIR
OG0005931	LOC6033416|XP_038112897.1|CQUI	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR
OG0005932	LOC6033410|XP_038113724.1|CQUI	LOC108158771|XP_017146887.2|DMIR
OG0005933	LOC6038552|XP_038111301.1|CQUI	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR
OG0005934	LOC6038555|XP_038109586.1|CQUI	LOC108159397|XP_017148121.1|DMIR
OG0005935	LOC6034248|XP_038107120.1|CQUI	LOC108152623|XP_017137582.1|DMIR
OG0005936	LOC119767552|XP_038112329.1|CQUI	LOC108162991|XP_017153492.1|DMIR
OG0005937	LOC6053514|XP_038110134.1|CQUI	LOC108152457|XP_017137310.1|DMIR
OG0005938	LOC119766089|XP_038106409.1|CQUI	LOC108160743|XP_033246833.1|DMIR
OG0005939	LOC6048273|XP_001865217.2|CQUI	LOC108164534|XP_017155822.1|DMIR
OG0005940	LOC6048287|XP_038111185.1|CQUI	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR
OG0005941	LOC6048289|XP_001865227.2|CQUI	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR
OG0005942	LOC6045991|XP_038110220.1|CQUI	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR
OG0005943	LOC6043655|XP_038106402.1|CQUI	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR
OG0005944	LOC6043653|XP_038106204.1|CQUI	LOC108159652|XP_017148609.1|DMIR
OG0005945	LOC6043657|XP_038106401.1|CQUI	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR
OG0005946	LOC6043684|XP_001861313.2|CQUI	LOC108160908|XP_017150670.1|DMIR
OG0005947	LOC6042621|XP_038108523.1|CQUI	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR
OG0005948	LOC6049084|XP_001865900.2|CQUI	LOC108153460|XP_017138979.1|DMIR
OG0005949	LOC6049082|XP_001869959.1|CQUI	LOC108153566|XP_017139131.1|DMIR
OG0005950	LOC6047672|XP_038110562.1|CQUI	LOC108161628|XP_017151417.1|DMIR
OG0005951	LOC6054058|XP_038113345.1|CQUI	LOC108151997|XP_017136455.1|DMIR
OG0005952	LOC6044181|XP_001861724.2|CQUI	LOC108161627|XP_017151415.1|DMIR
OG0005953	LOC6044183|XP_001861726.2|CQUI	LOC108162671|XP_017153003.1|DMIR
OG0005954	LOC6044184|XP_001861727.2|CQUI	LOC108162751|XP_017153119.2|DMIR
OG0005955	LOC6036746|XP_038109986.1|CQUI	LOC108157030|XP_017144332.1|DMIR
OG0005956	LOC6036620|XP_038111445.1|CQUI	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR
