Orthogroup	CQUI.longest_only	CCAP.longest_only
OG0007511	LOC6053361|XP_001869460.1|CQUI	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC6052892|XP_038112264.1|CQUI	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC119767764|XP_038113137.1|CQUI	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC6034175|XP_001844530.2|CQUI	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC6044272|XP_001861805.2|CQUI	CCAP1982_LOCUS7417|CAD6998870.1|CCAP, CCAP1982_LOCUS7416|CAD6998869.1|CCAP
OG0007516	LOC6034184|XP_038109178.1|CQUI	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC6044479|XP_038112221.1|CQUI	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC6034194|XP_001844549.2|CQUI	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC6042934|XP_038108491.1|CQUI	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC6035906|XP_038108572.1|CQUI	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC6031688|XP_001842428.2|CQUI	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC119767841|XP_038113432.1|CQUI	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC6049705|XP_001866424.2|CQUI	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC6053332|XP_038111250.1|CQUI	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC6034233|XP_038109310.1|CQUI	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC6042169|XP_038110930.1|CQUI	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC6034672|XP_001844960.1|CQUI	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC6034655|XP_001844944.2|CQUI	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007534	LOC119767738|XP_038113026.1|CQUI	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC6045963|XP_038113821.1|CQUI	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC6045961|XP_038111765.1|CQUI	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC6045974|XP_038108038.1|CQUI	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC6037853|XP_038108081.1|CQUI	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC6037839|XP_001847712.2|CQUI	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC6037837|XP_001847711.2|CQUI	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC6037836|XP_001847710.2|CQUI	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC6037834|XP_001847708.2|CQUI	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC6049144|XP_038107226.1|CQUI	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC6049878|XP_038112267.1|CQUI	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC119767832|XP_038113366.1|CQUI	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC6038347|XP_038107324.1|CQUI	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC6038354|XP_038109030.1|CQUI	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC6045578|XP_038112432.1|CQUI	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC6045576|XP_038109319.1|CQUI	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC6045577|XP_038113560.1|CQUI	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC6045581|XP_001862921.2|CQUI	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC6042350|XP_038110848.1|CQUI	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC6042354|XP_038111049.1|CQUI	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC6042355|XP_038112334.1|CQUI	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC6042357|XP_038113600.1|CQUI	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC6042374|XP_038113420.1|CQUI	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC6042377|XP_001851502.1|CQUI	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC6040183|XP_038112146.1|CQUI	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC6044037|XP_038114235.1|CQUI	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC6053991|XP_001869981.1|CQUI	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC6053387|XP_001869485.2|CQUI	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC119767243|XP_038111316.1|CQUI	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC119766669|XP_038107784.1|CQUI	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC6049868|XP_001866559.1|CQUI	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC6049869|XP_001866560.2|CQUI	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC6043097|XP_038111959.1|CQUI	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC6043109|XP_038109776.1|CQUI	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC6043107|XP_001855864.2|CQUI	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC6049650|XP_038113671.1|CQUI	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC6043046|XP_038111748.1|CQUI	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC6043052|XP_001855172.1|CQUI	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC6043056|XP_038110524.1|CQUI	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC6036104|XP_038107051.1|CQUI	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC6047573|XP_038112508.1|CQUI	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC6047571|XP_038106154.1|CQUI	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC6047565|XP_001864610.2|CQUI	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC119767436|XP_038111964.1|CQUI	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC6054435|XP_001870350.2|CQUI	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC6037439|XP_001847353.2|CQUI	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC6051910|XP_038107395.1|CQUI	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC6032269|XP_038112339.1|CQUI	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC6032276|XP_001842910.2|CQUI	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC6032275|XP_038114312.1|CQUI	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC6051761|XP_001868148.2|CQUI	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC6053924|XP_038113794.1|CQUI	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC6036712|XP_001846716.2|CQUI	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC6050979|XP_001867488.1|CQUI	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC6049830|XP_001866531.2|CQUI	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC6043024|XP_038110698.1|CQUI	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC6043026|XP_001854864.1|CQUI	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC6037694|XP_038113712.1|CQUI	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC6052476|XP_001868741.1|CQUI	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC6047155|XP_038111322.1|CQUI	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC6043293|XP_038112660.1|CQUI	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC6034502|XP_038107230.1|CQUI	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC6034505|XP_001844810.2|CQUI	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC6034527|XP_038109421.1|CQUI	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC6034549|XP_001844849.2|CQUI	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC6037235|XP_038108646.1|CQUI	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC6037234|XP_001847164.2|CQUI	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC6037223|XP_038111253.1|CQUI	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC6037199|XP_001847129.2|CQUI	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC6037200|XP_038112374.1|CQUI	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC6037201|XP_001847131.2|CQUI	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC6037203|XP_038112373.1|CQUI	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC6037206|XP_001847136.2|CQUI	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC6037207|XP_038110127.1|CQUI	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC6037212|XP_038109985.1|CQUI	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC6037222|XP_001847152.2|CQUI	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC6040533|XP_038113830.1|CQUI	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC6040538|XP_038112703.1|CQUI	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC6040524|XP_038114299.1|CQUI	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC6040529|XP_038111602.1|CQUI	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC6040565|XP_001849945.1|CQUI	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC6040562|XP_038110642.1|CQUI	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC6041672|XP_038104105.1|CQUI	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC6035227|XP_038122586.1|CQUI	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC6048477|XP_001865388.2|CQUI	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC6042768|XP_038116429.1|CQUI	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC119766390|XP_038106829.1|CQUI	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC6032949|XP_001843468.2|CQUI	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007635	LOC6041543|XP_038111123.1|CQUI	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC6043711|XP_001861335.2|CQUI	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC6045407|XP_038106968.1|CQUI	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007664	LOC6048860|XP_038122644.1|CQUI	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC6041674|XP_001850901.2|CQUI	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC6045219|XP_038117264.1|CQUI	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC6038192|XP_001848022.2|CQUI	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC6051663|XP_038122699.1|CQUI	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007691	LOC119765259|XP_038104684.1|CQUI	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC6046907|XP_038104744.1|CQUI	CCAP1982_LOCUS3314|CAD6994576.1|CCAP, CCAP1982_LOCUS3312|CAD6994574.1|CCAP
OG0007717	LOC6050924|XP_001867440.1|CQUI	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC6037927|XP_038109365.1|CQUI	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC6037939|XP_038122583.1|CQUI	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC6046975|XP_038122746.1|CQUI	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC6048774|XP_038105485.1|CQUI	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC6047654|XP_001864690.2|CQUI	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007766	LOC6034483|XP_038104015.1|CQUI	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007773	LOC6034791|XP_038112738.1|CQUI	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC6043994|XP_038116333.1|CQUI	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC119765085|XP_038104145.1|CQUI	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC6051726|XP_001868120.2|CQUI	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC6053054|XP_038105741.1|CQUI	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC119765323|XP_038104889.1|CQUI	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC6034808|XP_001845080.2|CQUI	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC6046774|XP_038104944.1|CQUI	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC6036488|XP_038105712.1|CQUI	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007793	LOC119769520|XP_038118274.1|CQUI	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC6047473|XP_038122879.1|CQUI	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC6054407|XP_038112909.1|CQUI	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC6052080|XP_001868407.1|CQUI	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC6044840|XP_001862290.2|CQUI	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC6035567|XP_038107035.1|CQUI	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC6032576|XP_038104221.1|CQUI	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC6046418|XP_038122936.1|CQUI	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC6032633|XP_038105259.1|CQUI	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007816	LOC6035392|XP_001845592.2|CQUI	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC6035391|XP_038104697.1|CQUI	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC6033670|XP_038113389.1|CQUI	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC6033667|XP_001844093.2|CQUI	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC6033666|XP_038104214.1|CQUI	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC6051326|XP_038105826.1|CQUI	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC6041355|XP_038107049.1|CQUI	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC6037412|XP_001847327.2|CQUI	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC6040884|XP_001850213.1|CQUI	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC6041458|XP_001850715.2|CQUI	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC6035345|XP_038104353.1|CQUI	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007835	LOC6046139|XP_001863382.2|CQUI	CCAP1982_LOCUS3471|CAD6994738.1|CCAP
OG0007836	LOC6046151|XP_001863390.2|CQUI	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC6040269|XP_038104570.1|CQUI	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007842	LOC6039898|XP_038113940.1|CQUI	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC6039904|XP_001849402.1|CQUI	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC6052629|XP_038122933.1|CQUI	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC119765509|XP_038105422.1|CQUI	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC6031652|XP_001842400.2|CQUI	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007855	LOC6033943|XP_038105454.1|CQUI	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC6033930|XP_001844319.2|CQUI	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC6036794|XP_001846788.2|CQUI	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007860	LOC6040918|XP_001850246.1|CQUI	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC6040926|XP_001850254.1|CQUI	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007862	LOC6040925|XP_038123040.1|CQUI	CCAP1982_LOCUS1077|CAD6992205.1|CCAP
OG0007863	LOC6040935|XP_001850263.2|CQUI	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC6036806|XP_038116777.1|CQUI	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
OG0007866	LOC6033962|XP_001844350.2|CQUI	CCAP1982_LOCUS2468|CAD6993661.1|CCAP
OG0007867	LOC6033974|XP_001844362.1|CQUI	CCAP1982_LOCUS2932|CAD6994167.1|CCAP
OG0007870	LOC6032822|XP_038120396.1|CQUI	CCAP1982_LOCUS11052|CAD7002564.1|CCAP
OG0007875	LOC6046848|XP_038118512.1|CQUI	CCAP1982_LOCUS22696|CAD7014715.1|CCAP
OG0007878	LOC6049346|XP_001866125.1|CQUI	CCAP1982_LOCUS22637|CAD7014648.1|CCAP
OG0007879	LOC6034081|XP_038120157.1|CQUI	CCAP1982_LOCUS11905|CAD7003451.1|CCAP
OG0007880	LOC6039271|XP_001848907.2|CQUI	CCAP1982_LOCUS21795|CAD7013772.1|CCAP
OG0007881	LOC6044954|XP_038116490.1|CQUI	CCAP1982_LOCUS13044|CAD7004649.1|CCAP
OG0007882	LOC6038799|XP_038115014.1|CQUI	CCAP1982_LOCUS10785|CAD7002293.1|CCAP
OG0007883	LOC6049317|XP_038119973.1|CQUI	CCAP1982_LOCUS10786|CAD7002294.1|CCAP
OG0007884	LOC6051409|XP_038118934.1|CQUI	CCAP1982_LOCUS12922|CAD7004525.1|CCAP
OG0007885	LOC6036576|XP_038118795.1|CQUI	CCAP1982_LOCUS22695|CAD7014714.1|CCAP
OG0007887	LOC6053688|XP_038118638.1|CQUI	CCAP1982_LOCUS19461|CAD7011359.1|CCAP
OG0007888	LOC6048919|XP_001865759.1|CQUI	CCAP1982_LOCUS12706|CAD7004286.1|CCAP
OG0007889	LOC6050245|XP_038121269.1|CQUI	CCAP1982_LOCUS10796|CAD7002306.1|CCAP
OG0007892	LOC6050484|XP_001867087.1|CQUI	CCAP1982_LOCUS21865|CAD7013846.1|CCAP
OG0007893	LOC6036285|XP_038120891.1|CQUI	CCAP1982_LOCUS22382|CAD7014387.1|CCAP
OG0007897	LOC6041246|XP_038117905.1|CQUI	CCAP1982_LOCUS13296|CAD7004913.1|CCAP
OG0007898	LOC6041253|XP_001850543.1|CQUI	CCAP1982_LOCUS11495|CAD7003032.1|CCAP
OG0007901	LOC6035616|XP_001845765.2|CQUI	CCAP1982_LOCUS11103|CAD7002619.1|CCAP, CCAP1982_LOCUS11101|CAD7002617.1|CCAP
OG0007903	LOC6040625|XP_038118997.1|CQUI	CCAP1982_LOCUS10966|CAD7002477.1|CCAP
OG0007904	LOC6040631|XP_038118240.1|CQUI	CCAP1982_LOCUS13292|CAD7004908.1|CCAP
OG0007907	LOC6041976|XP_001851151.1|CQUI	CCAP1982_LOCUS11579|CAD7003117.1|CCAP
OG0007908	LOC6041975|XP_038118179.1|CQUI	CCAP1982_LOCUS11580|CAD7003118.1|CCAP
OG0007910	LOC6043157|XP_001870893.2|CQUI	CCAP1982_LOCUS14592|CAD7006268.1|CCAP
OG0007911	LOC6048152|XP_001865114.2|CQUI	CCAP1982_LOCUS11252|CAD7002779.1|CCAP
OG0007912	LOC6048144|XP_001865107.2|CQUI	CCAP1982_LOCUS11257|CAD7002784.1|CCAP
OG0007913	LOC6048146|XP_001865108.1|CQUI	CCAP1982_LOCUS11253|CAD7002780.1|CCAP
OG0007914	LOC6037181|XP_038118242.1|CQUI	CCAP1982_LOCUS14822|CAD7006506.1|CCAP
OG0007915	LOC6035489|XP_001845670.2|CQUI	CCAP1982_LOCUS12412|CAD7003990.1|CCAP
OG0007916	LOC119770305|XP_038120863.1|CQUI	CCAP1982_LOCUS5432|CAD6996753.1|CCAP
OG0007920	LOC6036142|XP_038110797.1|CQUI	CCAP1982_LOCUS22878|CAD7014914.1|CCAP
OG0007921	LOC6030957|XP_038121867.1|CQUI	CCAP1982_LOCUS22488|CAD7014486.1|CCAP
OG0007922	LOC6052063|XP_038119760.1|CQUI	CCAP1982_LOCUS797|CAD6991907.1|CCAP
OG0007927	LOC6050100|XP_038107685.1|CQUI	CCAP1982_LOCUS6399|CAD6997770.1|CCAP
OG0007928	LOC6042610|XP_001852944.2|CQUI	CCAP1982_LOCUS5580|CAD6996907.1|CCAP
OG0007929	LOC6042604|XP_038109733.1|CQUI	CCAP1982_LOCUS6497|CAD6997878.1|CCAP
OG0007930	LOC6054296|XP_038113999.1|CQUI	CCAP1982_LOCUS19856|CAD7011744.1|CCAP
OG0007931	LOC6032443|XP_038111279.1|CQUI	CCAP1982_LOCUS6141|CAD6997501.1|CCAP
OG0007933	LOC6032469|XP_038112410.1|CQUI	CCAP1982_LOCUS402|CAD6991477.1|CCAP
OG0007934	LOC6043623|XP_038111348.1|CQUI	CCAP1982_LOCUS9009|CAD7000531.1|CCAP
OG0007935	LOC6038600|XP_038108223.1|CQUI	CCAP1982_LOCUS6256|CAD6997620.1|CCAP
OG0007938	LOC6034156|XP_001844514.2|CQUI	CCAP1982_LOCUS7928|CAD6999402.1|CCAP
OG0007939	LOC6034163|XP_001844519.2|CQUI	CCAP1982_LOCUS7277|CAD6998720.1|CCAP
OG0007940	LOC6034164|XP_038108636.1|CQUI	CCAP1982_LOCUS7275|CAD6998718.1|CCAP
OG0007941	LOC6048891|XP_038110338.1|CQUI	CCAP1982_LOCUS7179|CAD6998604.1|CCAP
OG0007943	LOC6032945|XP_038108155.1|CQUI	CCAP1982_LOCUS6542|CAD6997924.1|CCAP
OG0007944	LOC6050451|XP_038106065.1|CQUI	CCAP1982_LOCUS11254|CAD7002781.1|CCAP
OG0007945	LOC6041620|XP_001850853.2|CQUI	CCAP1982_LOCUS8334|CAD6999822.1|CCAP
OG0007946	LOC6036144|XP_001846235.2|CQUI	CCAP1982_LOCUS6560|CAD6997943.1|CCAP
OG0007947	LOC6031331|XP_038112363.1|CQUI	CCAP1982_LOCUS7869|CAD6999342.1|CCAP
OG0007948	LOC6031340|XP_038111689.1|CQUI	CCAP1982_LOCUS6221|CAD6997582.1|CCAP
OG0007950	LOC6049612|XP_001866340.2|CQUI	CCAP1982_LOCUS8000|CAD6999476.1|CCAP
OG0007951	LOC6049613|XP_001866341.2|CQUI	CCAP1982_LOCUS8465|CAD6999958.1|CCAP
OG0007952	LOC6037377|XP_001847297.1|CQUI	CCAP1982_LOCUS8845|CAD7000365.1|CCAP
OG0007953	LOC6039578|XP_038113523.1|CQUI	CCAP1982_LOCUS6138|CAD6997497.1|CCAP
OG0007954	LOC6047192|XP_038111329.1|CQUI	CCAP1982_LOCUS6411|CAD6997786.1|CCAP
OG0007955	LOC6046731|XP_038107136.1|CQUI	CCAP1982_LOCUS5745|CAD6997092.1|CCAP
OG0007956	LOC6044545|XP_001862047.2|CQUI	CCAP1982_LOCUS7699|CAD6999162.1|CCAP
OG0007959	LOC6031944|XP_001842623.2|CQUI	CCAP1982_LOCUS8266|CAD6999740.1|CCAP
OG0007963	LOC6050870|XP_001867395.2|CQUI	CCAP1982_LOCUS5560|CAD6996886.1|CCAP
OG0007964	LOC6043906|XP_038109110.1|CQUI	CCAP1982_LOCUS6172|CAD6997533.1|CCAP
OG0007965	LOC6037001|XP_038114193.1|CQUI	CCAP1982_LOCUS9241|CAD7000766.1|CCAP
OG0007968	LOC6035256|XP_038107348.1|CQUI	CCAP1982_LOCUS7883|CAD6999356.1|CCAP
OG0007970	LOC6033188|XP_001843668.1|CQUI	CCAP1982_LOCUS20492|CAD7012404.1|CCAP
OG0007972	LOC6042108|XP_038113524.1|CQUI	CCAP1982_LOCUS21259|CAD7013188.1|CCAP
OG0007973	LOC6044258|XP_038113110.1|CQUI	CCAP1982_LOCUS8370|CAD6999858.1|CCAP
OG0007975	LOC6038621|XP_038113294.1|CQUI	CCAP1982_LOCUS559|CAD6991645.1|CCAP
OG0007978	LOC6046363|XP_001863580.1|CQUI	CCAP1982_LOCUS7842|CAD6999315.1|CCAP
OG0007979	LOC6038927|XP_038109016.1|CQUI	CCAP1982_LOCUS6340|CAD6997708.1|CCAP
OG0007980	LOC6044234|XP_038109535.1|CQUI	CCAP1982_LOCUS7607|CAD6999061.1|CCAP
OG0007983	LOC6036446|XP_038107979.1|CQUI	CCAP1982_LOCUS7870|CAD6999343.1|CCAP
OG0007984	LOC6034404|XP_038111335.1|CQUI	CCAP1982_LOCUS6110|CAD6997467.1|CCAP
OG0007985	LOC119767549|XP_038112319.1|CQUI	CCAP1982_LOCUS6495|CAD6997876.1|CCAP
OG0007986	LOC6038879|XP_001848578.1|CQUI	CCAP1982_LOCUS8337|CAD6999826.1|CCAP
OG0007987	LOC6046635|XP_038112393.1|CQUI	CCAP1982_LOCUS8176|CAD6999644.1|CCAP
