Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0012594	LOC6047416|XP_001864478.1|CQUI	LOC118503861|XP_035893484.1|ASTE
OG0012595	LOC6042714|XP_038109997.1|CQUI	LOC118515579|XP_035917930.1|ASTE
OG0012596	LOC6037431|XP_038112203.1|CQUI	LOC118503722|XP_035893216.1|ASTE
OG0012597	LOC6051913|XP_038111227.1|CQUI	LOC118513514|XP_035915264.1|ASTE
OG0012600	LOC6052981|XP_001869147.1|CQUI	LOC118508096|XP_035903471.1|ASTE
OG0012600	LOC6052982|XP_001869148.2|CQUI	LOC118508097|XP_035903472.1|ASTE
OG0012601	LOC6043608|XP_038122428.1|CQUI	LOC118509913|XP_035907090.1|ASTE
OG0012619	LOC119765906|XP_038106034.1|CQUI, LOC119768913|XP_038116633.1|CQUI	LOC118516450|XP_035918239.1|ASTE, LOC118503222|XP_035892111.1|ASTE, LOC118506052|XP_035898587.1|ASTE, LOC118509214|XP_035905388.1|ASTE, LOC118510735|XP_035908840.1|ASTE
OG0012735	LOC119765204|XP_038104532.1|CQUI	LOC118504601|XP_035895162.1|ASTE
OG0012736	LOC6041752|XP_038122836.1|CQUI	LOC118516155|XP_035917997.1|ASTE
OG0012737	LOC119771257|XP_038123008.1|CQUI	LOC118512569|XP_035913076.1|ASTE
OG0012738	LOC6050200|XP_001866845.2|CQUI	LOC118517434|XP_035919449.1|ASTE
OG0012739	LOC6051619|XP_038112933.1|CQUI	LOC118511479|XP_035910513.1|ASTE
OG0012740	LOC119765469|XP_038105285.1|CQUI	LOC118502493|XP_035890617.1|ASTE
OG0012742	LOC6041281|XP_038122403.1|CQUI	LOC118514521|XP_035917384.1|ASTE
OG0012745	LOC6050705|XP_038122382.1|CQUI	LOC118517442|XP_035919466.1|ASTE
OG0012749	LOC6045005|XP_001862429.2|CQUI	LOC118515562|XP_035917929.1|ASTE
OG0012750	LOC6045006|XP_001862430.1|CQUI	LOC118515414|XP_035917918.1|ASTE
OG0012751	LOC6038477|XP_038113190.1|CQUI	LOC118507384|XP_035901734.1|ASTE
OG0012752	LOC6034432|XP_038104718.1|CQUI	LOC118512885|XP_035913879.1|ASTE
OG0012753	LOC6048513|XP_001865420.2|CQUI, LOC6031531|XP_038105715.1|CQUI, LOC6051039|XP_038122431.1|CQUI	LOC118509687|XP_035906632.1|ASTE
OG0012754	LOC6034756|XP_001845031.1|CQUI	LOC118504757|XP_035895573.1|ASTE
OG0012755	LOC6043191|XP_001857251.2|CQUI, LOC119771189|XP_038122717.1|CQUI	LOC118508388|XP_035904024.1|ASTE
OG0012756	LOC6045199|XP_001862594.1|CQUI	LOC118502380|XP_035890494.1|ASTE
OG0012756	LOC6045195|XP_001862590.2|CQUI	LOC118507532|XP_035901997.1|ASTE
OG0012757	LOC6031629|XP_001842378.2|CQUI	LOC118507799|XP_035902749.1|ASTE
OG0012761	LOC6035400|XP_001845595.2|CQUI	LOC118506910|XP_035900597.1|ASTE
OG0012762	LOC6034948|XP_038105448.1|CQUI	LOC118503468|XP_035892654.1|ASTE
OG0012763	LOC6034943|XP_038103993.1|CQUI	LOC118507149|XP_035901078.1|ASTE
OG0012764	LOC6039173|XP_001848828.2|CQUI	LOC118505409|XP_035897051.1|ASTE
OG0012765	LOC6046147|XP_001863386.2|CQUI	LOC118508323|XP_035903886.1|ASTE
OG0012766	LOC6039351|XP_001848973.2|CQUI	LOC118507489|XP_035901907.1|ASTE
OG0012767	LOC6045611|XP_001862930.2|CQUI	LOC118504830|XP_035895726.1|ASTE
OG0012768	LOC6045601|XP_038104160.1|CQUI	LOC118502456|XP_035890579.1|ASTE
OG0012769	LOC6042399|XP_001851524.2|CQUI	LOC118510118|XP_035907476.1|ASTE
OG0012770	LOC6036796|XP_038104083.1|CQUI	LOC118505204|XP_035896578.1|ASTE, LOC118517169|XP_035918959.1|ASTE
OG0012771	LOC6037354|XP_001847277.1|CQUI	LOC118508589|XP_035904386.1|ASTE
OG0012772	LOC6031152|XP_038117687.1|CQUI	LOC118512114|XP_035911982.1|ASTE
OG0012773	LOC6041023|XP_038122388.1|CQUI	LOC118508865|XP_035904518.1|ASTE, LOC118508864|XP_035904517.1|ASTE
OG0012775	LOC6053384|XP_038119063.1|CQUI	LOC118516922|XP_035918658.1|ASTE, LOC118510132|XP_035907500.1|ASTE
OG0012776	LOC6047311|XP_001864387.2|CQUI	LOC118512220|XP_035912228.1|ASTE
OG0012777	LOC6047858|XP_038116423.1|CQUI	LOC118512162|XP_035912122.1|ASTE
OG0012778	LOC6049700|XP_001866417.1|CQUI	LOC118514480|XP_035917297.1|ASTE
OG0012779	LOC119768611|XP_038114702.1|CQUI, LOC6044085|XP_001861650.1|CQUI	LOC118512946|XP_035914058.1|ASTE, LOC118512132|XP_035912030.1|ASTE, LOC118514270|XP_035916904.1|ASTE
OG0012780	LOC6049148|XP_038114515.1|CQUI	LOC118512151|XP_035912080.1|ASTE
OG0012782	LOC6042004|XP_038120065.1|CQUI	LOC118509489|XP_035906038.1|ASTE
OG0012783	LOC6052422|XP_038116214.1|CQUI	LOC118512630|XP_035913218.1|ASTE
OG0012784	LOC6044829|XP_001862277.2|CQUI	LOC118513789|XP_035915866.1|ASTE, LOC118517111|XP_035918869.1|ASTE, LOC118509810|XP_035906852.1|ASTE
OG0012785	LOC6037296|XP_001847222.1|CQUI	LOC118511875|XP_035911384.1|ASTE
OG0012786	LOC6036225|XP_038119199.1|CQUI	LOC118511261|XP_035910025.1|ASTE
OG0012787	LOC6036234|XP_001846300.2|CQUI, LOC119770697|XP_038121961.1|CQUI	LOC118513204|XP_035914594.1|ASTE
OG0012788	LOC6038226|XP_001848054.1|CQUI	LOC118517242|XP_035919109.1|ASTE, LOC118509361|XP_035905777.1|ASTE
OG0012789	LOC6036425|XP_001846477.2|CQUI	LOC118514176|XP_035916739.1|ASTE
OG0012791	LOC6046517|XP_001863698.2|CQUI	LOC118514618|XP_035917508.1|ASTE
OG0012792	LOC6036828|XP_001846819.2|CQUI	LOC118509825|XP_035906888.1|ASTE, LOC118509859|XP_035906960.1|ASTE
OG0012793	LOC6053348|XP_038121668.1|CQUI	LOC118510117|XP_035907475.1|ASTE, LOC118514713|XP_035917687.1|ASTE
OG0012794	LOC6043800|XP_038118671.1|CQUI	LOC118511836|XP_035911274.1|ASTE
OG0012795	LOC6032468|XP_001843061.2|CQUI	LOC118512714|XP_035913446.1|ASTE
OG0012796	LOC6031933|XP_038111063.1|CQUI	LOC118513948|XP_035916231.1|ASTE
OG0012798	LOC6037100|XP_038113199.1|CQUI	LOC118512541|XP_035913005.1|ASTE
OG0012800	LOC6033180|XP_038110133.1|CQUI	LOC118513772|XP_035915842.1|ASTE
OG0012801	LOC6043713|XP_038109482.1|CQUI	LOC118513753|XP_035915808.1|ASTE
OG0012802	LOC6036653|XP_001846677.2|CQUI	LOC118514146|XP_035916651.1|ASTE
OG0012803	LOC6042103|XP_038106870.1|CQUI	LOC118513359|XP_035914882.1|ASTE
OG0012804	LOC6034346|XP_038112258.1|CQUI	LOC118517114|XP_035918871.1|ASTE, LOC118513790|XP_035915867.1|ASTE
OG0012805	LOC6034358|XP_038109879.1|CQUI	LOC118513797|XP_035915876.1|ASTE
OG0012806	LOC6036010|XP_001846114.2|CQUI	LOC118514109|XP_035916576.1|ASTE
OG0012807	LOC6031962|XP_001842638.2|CQUI	LOC118502393|XP_035890508.1|ASTE
OG0012808	LOC6054468|XP_038118545.1|CQUI	LOC118505713|XP_035897783.1|ASTE, LOC118505700|XP_035897741.1|ASTE
OG0012809	LOC6047791|XP_001864801.2|CQUI	LOC118504606|XP_035895176.1|ASTE
OG0012810	LOC6034968|XP_038118092.1|CQUI	LOC118517515|XP_035919633.1|ASTE
OG0012811	LOC6039399|XP_038119545.1|CQUI	LOC118505476|XP_035897182.1|ASTE
OG0012812	LOC6039400|XP_038120416.1|CQUI	LOC118505475|XP_035897181.1|ASTE
OG0012813	LOC6039401|XP_038115920.1|CQUI	LOC118505465|XP_035897163.1|ASTE
OG0012814	LOC119769553|XP_038118353.1|CQUI	LOC118504335|XP_035894575.1|ASTE
OG0012815	LOC119770340|XP_038120947.1|CQUI	LOC118507765|XP_035902675.1|ASTE
OG0012816	LOC6052037|XP_038120513.1|CQUI	LOC118505347|XP_035896899.1|ASTE
OG0012817	LOC6044302|XP_038119013.1|CQUI	LOC118507698|XP_035902452.1|ASTE
OG0012818	LOC119768971|XP_038116746.1|CQUI	LOC118506990|XP_035900757.1|ASTE
OG0012819	LOC6037791|XP_038115972.1|CQUI	LOC118513919|XP_035916175.1|ASTE
OG0012820	LOC6033984|XP_038115597.1|CQUI	LOC118502523|XP_035890679.1|ASTE, LOC118516393|XP_035918150.1|ASTE
OG0012821	LOC6045435|XP_038113458.1|CQUI	LOC118503556|XP_035892857.1|ASTE
OG0012822	LOC119767853|XP_038113462.1|CQUI	LOC118503555|XP_035892856.1|ASTE
OG0012823	LOC6053441|XP_038109324.1|CQUI	LOC118503549|XP_035892841.1|ASTE
OG0012824	LOC6034288|XP_038108817.1|CQUI	LOC118507248|XP_035901422.1|ASTE
OG0012825	LOC6044628|XP_038112469.1|CQUI	LOC118504792|XP_035895659.1|ASTE
OG0012826	LOC6045856|XP_038113775.1|CQUI	LOC118504870|XP_035895807.1|ASTE
OG0012827	LOC119767712|XP_038112916.1|CQUI, LOC6051870|XP_038112412.1|CQUI	LOC118503943|XP_035893713.1|ASTE
OG0012829	LOC6035967|XP_001846075.1|CQUI	LOC118508562|XP_035904353.1|ASTE
OG0012830	LOC6048201|XP_038109358.1|CQUI	LOC118512346|XP_035912526.1|ASTE
OG0012831	LOC6035864|XP_001845978.2|CQUI, LOC6035865|XP_001845979.2|CQUI	LOC118512347|XP_035912534.1|ASTE
OG0012832	LOC6037797|XP_038113562.1|CQUI	LOC118516516|XP_035918343.1|ASTE, LOC118506090|XP_035898663.1|ASTE
OG0012833	LOC6041659|XP_038109708.1|CQUI	LOC118517678|XP_035919974.1|ASTE
OG0012834	LOC6037842|XP_038106184.1|CQUI, LOC6037841|XP_001847714.2|CQUI	LOC118508125|XP_035903526.1|ASTE, LOC118506195|XP_035898884.1|ASTE
OG0012835	LOC6048560|XP_038113645.1|CQUI	LOC118512362|XP_035912568.1|ASTE
OG0012837	LOC6045583|XP_038114139.1|CQUI	LOC118517658|XP_035919899.1|ASTE
OG0012838	LOC6053422|XP_038109308.1|CQUI	LOC118517671|XP_035919945.1|ASTE
OG0012839	LOC6040200|XP_038113418.1|CQUI	LOC118507172|XP_035901134.1|ASTE
OG0012841	LOC6040180|XP_001849631.2|CQUI	LOC118516467|XP_035918264.1|ASTE, LOC118505893|XP_035898240.1|ASTE, LOC118503175|XP_035892040.1|ASTE
OG0012842	LOC6044036|XP_001861609.2|CQUI	LOC118503169|XP_035892025.1|ASTE
OG0012843	LOC6043954|XP_038111633.1|CQUI	LOC118503178|XP_035892044.1|ASTE
OG0012844	LOC6052261|XP_038108429.1|CQUI	LOC118506279|XP_035899089.1|ASTE, LOC118517293|XP_035919172.1|ASTE
OG0012845	LOC6037434|XP_038112628.1|CQUI	LOC118507206|XP_035901182.1|ASTE
OG0012846	LOC6048526|XP_038120470.1|CQUI, LOC6051905|XP_001868263.2|CQUI	LOC118506115|XP_035898716.1|ASTE
OG0012847	LOC6037693|XP_038110825.1|CQUI	LOC118503896|XP_035893568.1|ASTE
OG0012848	LOC6040975|XP_001850295.2|CQUI	LOC118503047|XP_035891775.1|ASTE
OG0012849	LOC6037632|XP_038114269.1|CQUI	LOC118503355|XP_035892436.1|ASTE
OG0012849	LOC6052466|XP_001868729.2|CQUI	LOC118503342|XP_035892404.1|ASTE
OG0012850	LOC6053577|XP_038111984.1|CQUI	LOC118503795|XP_035893380.1|ASTE
OG0012854	LOC6051849|XP_038110501.1|CQUI, LOC119771131|XP_038122469.1|CQUI	LOC118503851|XP_035893455.1|ASTE
OG0012855	LOC6049008|XP_038121476.1|CQUI	LOC118509694|XP_035906652.1|ASTE
OG0012862	LOC119770239|XP_038120633.1|CQUI	LOC118513687|XP_035915698.1|ASTE
OG0012989	LOC119765299|XP_038104814.1|CQUI	LOC118503783|XP_035893356.1|ASTE
OG0012996	LOC6036967|XP_038122593.1|CQUI	LOC118509734|XP_035906794.1|ASTE
OG0012997	LOC119771200|XP_038122799.1|CQUI	LOC118504733|XP_035895498.1|ASTE
OG0012999	LOC6045346|XP_001862734.1|CQUI	LOC118505588|XP_035897454.1|ASTE
OG0013001	LOC6052530|XP_038122763.1|CQUI	LOC118517423|XP_035919428.1|ASTE
OG0013002	LOC6049099|XP_038104351.1|CQUI	LOC118517435|XP_035919450.1|ASTE
OG0013003	LOC6049043|XP_001865871.2|CQUI	LOC118509872|XP_035906993.1|ASTE
OG0013004	LOC6039058|XP_001848735.2|CQUI	LOC118506051|XP_035898589.1|ASTE
OG0013005	LOC6047659|XP_038121997.1|CQUI	LOC118505110|XP_035896309.1|ASTE
OG0013006	LOC6051357|XP_001867807.2|CQUI	LOC118506778|XP_035900278.1|ASTE
OG0013007	LOC6034462|XP_038105141.1|CQUI	LOC118512225|XP_035912233.1|ASTE
OG0013008	LOC6034801|XP_001845073.2|CQUI	LOC118506475|XP_035899544.1|ASTE
OG0013009	LOC6052608|XP_038106941.1|CQUI	LOC118504656|XP_035895373.1|ASTE
OG0013011	LOC6046415|XP_038106908.1|CQUI	LOC118504999|XP_035896070.1|ASTE
OG0013014	LOC6031141|XP_001841984.2|CQUI	LOC118511445|XP_035910438.1|ASTE
OG0013015	LOC6032680|XP_001843240.2|CQUI	LOC118502706|XP_035891143.1|ASTE
OG0013016	LOC6032672|XP_001843237.2|CQUI	LOC118502693|XP_035891102.1|ASTE
OG0013017	LOC6031630|XP_001842379.2|CQUI	LOC118507798|XP_035902747.1|ASTE
OG0013019	LOC6032629|XP_038105260.1|CQUI	LOC118506385|XP_035899317.1|ASTE, LOC118502701|XP_035891128.1|ASTE
OG0013020	LOC6032628|XP_038117605.1|CQUI	LOC118502731|XP_035891185.1|ASTE, LOC118515311|XP_035917893.1|ASTE
OG0013022	LOC6045077|XP_038109094.1|CQUI, LOC6033691|XP_001844116.2|CQUI	LOC118505162|XP_035896451.1|ASTE
OG0013023	LOC6031604|XP_001842357.2|CQUI	LOC118502722|XP_035891171.1|ASTE
OG0013024	LOC6046530|XP_001863711.2|CQUI	LOC118506949|XP_035900660.1|ASTE
OG0013025	LOC6038049|XP_038117063.1|CQUI	LOC118502870|XP_035891471.1|ASTE
OG0013026	LOC119766347|XP_038106768.1|CQUI	LOC118516632|XP_035918504.1|ASTE, LOC118502398|XP_035890513.1|ASTE
OG0013027	LOC6037513|XP_001847419.2|CQUI	LOC118505336|XP_035896882.1|ASTE
OG0013028	LOC6039354|XP_038104853.1|CQUI	LOC118507488|XP_035901905.1|ASTE
OG0013029	LOC6038036|XP_038104227.1|CQUI	LOC118505209|XP_035896609.1|ASTE
OG0013030	LOC6039895|XP_001849393.2|CQUI	LOC118507845|XP_035902869.1|ASTE
OG0013033	LOC6031106|XP_038119476.1|CQUI	LOC118508891|XP_035904616.1|ASTE
OG0013034	LOC6031109|XP_001841954.1|CQUI	LOC118508893|XP_035904622.1|ASTE
OG0013035	LOC6031112|XP_038116835.1|CQUI	LOC118508892|XP_035904618.1|ASTE
OG0013036	LOC6050947|XP_038121956.1|CQUI	LOC118517008|XP_035918742.1|ASTE, LOC118513606|XP_035915539.1|ASTE
OG0013037	LOC6047851|XP_038117285.1|CQUI	LOC118508832|XP_035904471.1|ASTE
OG0013038	LOC6035325|XP_001845540.2|CQUI	LOC118517272|XP_035919139.1|ASTE, LOC118510250|XP_035907729.1|ASTE
OG0013039	LOC6051824|XP_038120860.1|CQUI	LOC118512955|XP_035914070.1|ASTE
OG0013040	LOC6047854|XP_038116238.1|CQUI	LOC118512160|XP_035912101.1|ASTE
OG0013041	LOC6047078|XP_001864185.2|CQUI	LOC118512998|XP_035914148.1|ASTE
OG0013042	LOC6047015|XP_038117364.1|CQUI	LOC118512158|XP_035912094.1|ASTE
OG0013043	LOC119769587|XP_038118517.1|CQUI	LOC118511213|XP_035909892.1|ASTE
OG0013044	LOC6041338|XP_038121413.1|CQUI	LOC118513478|XP_035915165.1|ASTE
OG0013045	LOC119770336|XP_038120943.1|CQUI	LOC118509808|XP_035906849.1|ASTE
OG0013047	LOC6041095|XP_038119217.1|CQUI	LOC118512880|XP_035913866.1|ASTE
OG0013048	LOC6044164|XP_038120990.1|CQUI	LOC118512668|XP_035913314.1|ASTE
OG0013049	LOC6045476|XP_001862842.2|CQUI	LOC118511330|XP_035910155.1|ASTE
OG0013051	LOC6036113|XP_038114635.1|CQUI	LOC118512296|XP_035912418.1|ASTE
OG0013052	LOC6035612|XP_038117660.1|CQUI	LOC118514355|XP_035917070.1|ASTE
OG0013053	LOC6045809|XP_001863104.2|CQUI	LOC118514196|XP_035916777.1|ASTE
OG0013054	LOC6036426|XP_038119315.1|CQUI	LOC118514175|XP_035916736.1|ASTE
OG0013055	LOC6035472|XP_038120064.1|CQUI	LOC118509664|XP_035906534.1|ASTE
OG0013056	LOC6031306|XP_038121435.1|CQUI	LOC118509368|XP_035905785.1|ASTE
OG0013057	LOC6040036|XP_038121061.1|CQUI	LOC118513599|XP_035915511.1|ASTE
OG0013059	LOC6054571|XP_038117139.1|CQUI	LOC118511294|XP_035910095.1|ASTE
OG0013060	LOC6043139|XP_001856173.2|CQUI	LOC118511303|XP_035910105.1|ASTE
OG0013061	LOC6044903|XP_038120277.1|CQUI	LOC118509398|XP_035905848.1|ASTE
OG0013062	LOC6044900|XP_038116344.1|CQUI	LOC118509394|XP_035905835.1|ASTE
OG0013063	LOC6033478|XP_001843921.2|CQUI	LOC118510452|XP_035908162.1|ASTE
OG0013064	LOC6030876|XP_038122006.1|CQUI	LOC118511419|XP_035910388.1|ASTE
OG0013065	LOC6035210|XP_001845439.2|CQUI	LOC118509765|XP_035906790.1|ASTE
OG0013066	LOC6048638|XP_038112050.1|CQUI	LOC118511203|XP_035909875.1|ASTE
OG0013067	LOC6041319|XP_038113628.1|CQUI	LOC118513395|XP_035914969.1|ASTE
OG0013068	LOC6032471|XP_001843064.1|CQUI	LOC118512718|XP_035913450.1|ASTE
OG0013069	LOC6032472|XP_001843065.2|CQUI	LOC118512719|XP_035913452.1|ASTE
OG0013070	LOC6037880|XP_038110677.1|CQUI	LOC118513308|XP_035914784.1|ASTE
OG0013071	LOC6032966|XP_001843482.2|CQUI	LOC118513297|XP_035914766.1|ASTE
OG0013072	LOC119767940|XP_038113922.1|CQUI	LOC118509256|XP_035905484.1|ASTE
OG0013073	LOC6050531|XP_038111797.1|CQUI	LOC118509167|XP_035905318.1|ASTE
OG0013074	LOC6050510|XP_038106788.1|CQUI	LOC118513985|XP_035916308.1|ASTE
OG0013075	LOC6051595|XP_038112850.1|CQUI	LOC118513507|XP_035915250.1|ASTE
OG0013076	LOC119766393|XP_038106834.1|CQUI	LOC118513857|XP_035916050.1|ASTE
OG0013077	LOC6038508|XP_038106803.1|CQUI	LOC118511578|XP_035910722.1|ASTE
OG0013078	LOC6041482|XP_038111485.1|CQUI	LOC118509329|XP_035905682.1|ASTE
OG0013079	LOC119766380|XP_038106814.1|CQUI	LOC118512971|XP_035914091.1|ASTE
OG0013080	LOC119766307|XP_038106701.1|CQUI	LOC118509047|XP_035905018.1|ASTE
OG0013081	LOC119767635|XP_038112548.1|CQUI, LOC6044553|XP_038111347.1|CQUI	LOC118509133|XP_035905225.1|ASTE
OG0013082	LOC6050047|XP_001866713.2|CQUI	LOC118513884|XP_035916091.1|ASTE
OG0013083	LOC6050056|XP_001866723.2|CQUI	LOC118513872|XP_035916070.1|ASTE, LOC118517090|XP_035918836.1|ASTE
OG0013084	LOC6037119|XP_038110331.1|CQUI	LOC118514030|XP_035916399.1|ASTE
OG0013085	LOC6037105|XP_038110754.1|CQUI	LOC118511053|XP_035909546.1|ASTE
OG0013087	LOC6047196|XP_038111680.1|CQUI	LOC118511054|XP_035909547.1|ASTE
OG0013088	LOC119766087|XP_038106403.1|CQUI	LOC118504769|XP_035895592.1|ASTE
OG0013089	LOC6031212|XP_001842046.2|CQUI	LOC118511639|XP_035910847.1|ASTE
OG0013090	LOC6037013|XP_001846976.2|CQUI	LOC118513682|XP_035915680.1|ASTE
OG0013091	LOC6037005|XP_038112354.1|CQUI	LOC118513670|XP_035915664.1|ASTE
OG0013092	LOC6031826|XP_001842529.2|CQUI	LOC118513534|XP_035915299.1|ASTE
OG0013093	LOC6031822|XP_038110766.1|CQUI	LOC118512649|XP_035913260.1|ASTE
OG0013094	LOC6031821|XP_038113251.1|CQUI	LOC118512650|XP_035913262.1|ASTE
OG0013095	LOC6045096|XP_038110231.1|CQUI	LOC118511007|XP_035909417.1|ASTE
OG0013096	LOC119765017|XP_038112181.1|CQUI	LOC118508474|XP_035904180.1|ASTE
OG0013098	LOC6052514|XP_001868767.2|CQUI	LOC118512552|XP_035913031.1|ASTE
OG0013099	LOC6044534|XP_001862038.2|CQUI	LOC118514706|XP_035917672.1|ASTE
OG0013100	LOC6042097|XP_038114057.1|CQUI	LOC118513346|XP_035914867.1|ASTE
OG0013101	LOC6042112|XP_038112574.1|CQUI	LOC118514565|XP_035917457.1|ASTE
OG0013103	LOC6033233|XP_038107942.1|CQUI	LOC118509308|XP_035905649.1|ASTE
OG0013105	LOC6036437|XP_001846484.1|CQUI	LOC118513343|XP_035914862.1|ASTE
OG0013106	LOC6035779|XP_038112725.1|CQUI	LOC118509292|XP_035905609.1|ASTE
OG0013108	LOC6034383|XP_001844701.2|CQUI	LOC118513823|XP_035915951.1|ASTE
OG0013109	LOC6034881|XP_038107620.1|CQUI	LOC118513468|XP_035915151.1|ASTE
OG0013110	LOC6046634|XP_038109864.1|CQUI, LOC6042082|XP_038107565.1|CQUI	LOC118508803|XP_035904416.1|ASTE
OG0013111	LOC6033355|XP_001843818.2|CQUI	LOC118512442|XP_035912798.1|ASTE, LOC118510851|XP_035909077.1|ASTE
OG0013112	LOC6047221|XP_001864305.2|CQUI	LOC118510811|XP_035909022.1|ASTE, LOC118510810|XP_035909021.1|ASTE
OG0013113	LOC6035741|XP_038112174.1|CQUI	LOC118510795|XP_035908994.1|ASTE
OG0013115	LOC6033326|XP_001843791.1|CQUI	LOC118514086|XP_035916512.1|ASTE
OG0013116	LOC6046088|XP_038121921.1|CQUI	LOC118505328|XP_035896867.1|ASTE
OG0013117	LOC6048786|XP_001865651.2|CQUI	LOC118507589|XP_035902145.1|ASTE
OG0013118	LOC6040469|XP_001849859.2|CQUI	LOC118506616|XP_035899875.1|ASTE
OG0013119	LOC6038983|XP_001848668.2|CQUI	LOC118509100|XP_035905149.1|ASTE
OG0013120	LOC6044743|XP_001862206.2|CQUI	LOC118517531|XP_035919658.1|ASTE
OG0013121	LOC6032206|XP_038118893.1|CQUI	LOC118505286|XP_035896760.1|ASTE
OG0013122	LOC6048717|XP_038117367.1|CQUI	LOC118508345|XP_035903921.1|ASTE
OG0013123	LOC6034914|XP_038121369.1|CQUI	LOC118504948|XP_035895947.1|ASTE
OG0013125	LOC6049906|XP_038118979.1|CQUI	LOC118504499|XP_035894914.1|ASTE
OG0013126	LOC6053355|XP_038118304.1|CQUI	LOC118508350|XP_035903937.1|ASTE
OG0013127	LOC6048713|XP_001865589.2|CQUI	LOC118508372|XP_035903999.1|ASTE
OG0013128	LOC6046057|XP_038119616.1|CQUI	LOC118507120|XP_035901018.1|ASTE
OG0013129	LOC6047889|XP_001864881.2|CQUI	LOC118504636|XP_035895254.1|ASTE
OG0013130	LOC6035036|XP_038118787.1|CQUI	LOC118508540|XP_035904313.1|ASTE
OG0013131	LOC6048867|XP_001865714.2|CQUI	LOC118502592|XP_035890839.1|ASTE
OG0013132	LOC6040327|XP_038118556.1|CQUI	LOC118504633|XP_035895243.1|ASTE
OG0013133	LOC6050665|XP_001867232.2|CQUI	LOC118507660|XP_035902330.1|ASTE
OG0013134	LOC119770296|XP_038120834.1|CQUI	LOC118505053|XP_035896219.1|ASTE
OG0013135	LOC6052567|XP_038116688.1|CQUI	LOC118506681|XP_035900028.1|ASTE
OG0013136	LOC6039155|XP_038122177.1|CQUI	LOC118511468|XP_035910479.1|ASTE
OG0013137	LOC6046276|XP_038116138.1|CQUI	LOC118504216|XP_035894312.1|ASTE
OG0013138	LOC6051605|XP_001868024.2|CQUI	LOC118506146|XP_035898791.1|ASTE
OG0013140	LOC6039726|XP_001849278.2|CQUI	LOC118508496|XP_035904222.1|ASTE
OG0013142	LOC6042956|XP_001854070.2|CQUI	LOC118508528|XP_035904295.1|ASTE
OG0013144	LOC6052111|XP_038117560.1|CQUI	LOC118507944|XP_035903160.1|ASTE
OG0013145	LOC6043435|XP_001859059.2|CQUI	LOC118502641|XP_035890982.1|ASTE
OG0013146	LOC6046750|XP_001863905.2|CQUI, LOC6043410|XP_001858923.2|CQUI	LOC118502657|XP_035891001.1|ASTE
OG0013147	LOC6040162|XP_038121976.1|CQUI	LOC118506712|XP_035900096.1|ASTE
OG0013148	LOC6044866|XP_038117512.1|CQUI	LOC118506534|XP_035899696.1|ASTE, LOC118515300|XP_035917870.1|ASTE
OG0013149	LOC6032742|XP_001843288.2|CQUI	LOC118502809|XP_035891340.1|ASTE
OG0013150	LOC6033843|XP_001844236.2|CQUI	LOC118507690|XP_035902385.1|ASTE
OG0013153	LOC119770093|XP_038120247.1|CQUI	LOC118505005|XP_035896084.1|ASTE
OG0013154	LOC6046617|XP_038118111.1|CQUI	LOC118515202|XP_035917791.1|ASTE, LOC118515305|XP_035917872.1|ASTE, LOC118502556|XP_035890752.1|ASTE
OG0013156	LOC6046182|XP_038110435.1|CQUI	LOC118503455|XP_035892623.1|ASTE
OG0013157	LOC6040059|XP_001849530.2|CQUI	LOC118504015|XP_035893871.1|ASTE
OG0013158	LOC6040067|XP_038106372.1|CQUI, LOC6040063|XP_038113521.1|CQUI	LOC118506261|XP_035899054.1|ASTE
OG0013159	LOC6045436|XP_001862812.2|CQUI	LOC118503554|XP_035892854.1|ASTE
OG0013161	LOC6051418|XP_038113716.1|CQUI	LOC118503040|XP_035891767.1|ASTE
OG0013162	LOC6044353|XP_038106339.1|CQUI	LOC118505967|XP_035898403.1|ASTE
OG0013163	LOC6053709|XP_038107899.1|CQUI	LOC118508083|XP_035903439.1|ASTE
OG0013164	LOC119767240|XP_038111309.1|CQUI	LOC118504100|XP_035894077.1|ASTE
OG0013165	LOC6046993|XP_001864106.2|CQUI	LOC118503450|XP_035892613.1|ASTE
OG0013166	LOC6046994|XP_038110745.1|CQUI	LOC118503451|XP_035892614.1|ASTE
OG0013167	LOC6052092|XP_038106624.1|CQUI	LOC118503630|XP_035893018.1|ASTE
OG0013168	LOC6045840|XP_038114118.1|CQUI	LOC118503023|XP_035891740.1|ASTE
OG0013169	LOC6051559|XP_038108643.1|CQUI	LOC118503691|XP_035893127.1|ASTE
OG0013170	LOC6043518|XP_038108682.1|CQUI	LOC118503182|XP_035892051.1|ASTE
OG0013171	LOC119767317|XP_038111577.1|CQUI	LOC118507108|XP_035901003.1|ASTE
OG0013172	LOC6045699|XP_038109109.1|CQUI	LOC118506144|XP_035898786.1|ASTE
OG0013173	LOC6038852|XP_038113344.1|CQUI	LOC118506048|XP_035898571.1|ASTE
OG0013174	LOC6052898|XP_038106106.1|CQUI	LOC118507244|XP_035901400.1|ASTE
OG0013175	LOC6040288|XP_038111706.1|CQUI	LOC118506028|XP_035898538.1|ASTE
OG0013176	LOC6035679|XP_001845813.2|CQUI	LOC118505906|XP_035898256.1|ASTE
OG0013177	LOC6048213|XP_038112543.1|CQUI	LOC118503608|XP_035892977.1|ASTE
