Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC6903589|XP_002132456.2|DPSE
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC4818197|XP_001357508.4|DPSE
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC6897177|XP_002137357.1|DPSE
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC4816181|XP_033236702.1|DPSE
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC4817352|XP_001356544.1|DPSE
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC4817422|XP_001356344.3|DPSE
OG0007104	LOC6033635|XP_001844062.1|CQUI	LOC4811708|XP_015044400.1|DPSE
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC117184251|XP_033236843.1|DPSE
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC4817548|XP_001356956.4|DPSE
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC4817536|XP_015036317.2|DPSE
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC4817688|XP_001357073.3|DPSE
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC4816967|XP_001356887.1|DPSE
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC4817009|XP_001356830.3|DPSE
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC6902821|XP_015035822.2|DPSE
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC4816875|XP_001356442.3|DPSE
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC4801371|XP_001358478.1|DPSE
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC4817804|XP_001357158.2|DPSE
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC4816482|XP_001355890.2|DPSE
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC4817148|XP_015035802.1|DPSE
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC4817611|XP_033236619.1|DPSE
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC4816823|XP_001356807.3|DPSE
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC4814524|XP_001354529.3|DPSE
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC6902219|XP_002133746.1|DPSE
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC4815995|XP_001355511.2|DPSE
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC6902116|XP_033238255.1|DPSE
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC6902114|XP_033240120.1|DPSE
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC4813120|XP_001353415.2|DPSE
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC4812417|XP_033239371.1|DPSE
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC4813691|XP_001353167.2|DPSE
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC4813010|XP_001353319.1|DPSE
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC6900218|XP_002135548.2|DPSE
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC4812418|XP_001352899.1|DPSE
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC4813277|XP_033240148.1|DPSE
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC4812591|XP_001352882.2|DPSE
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC4811871|XP_001352884.2|DPSE
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC4811853|XP_001352593.1|DPSE
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC4813817|XP_001353268.2|DPSE
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC4812181|XP_001352533.1|DPSE
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC4813424|XP_001353628.2|DPSE
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC6901139|XP_015042370.2|DPSE
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC4815604|XP_015041092.1|DPSE
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC6902135|XP_002133666.2|DPSE
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC6901837|XP_033240078.1|DPSE
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC4816094|XP_033237936.1|DPSE
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC4811861|XP_001352969.1|DPSE
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC4800511|XP_001357776.4|DPSE
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC4803038|XP_015038251.2|DPSE
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC4802143|XP_015037641.2|DPSE
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC4802198|XP_001359165.2|DPSE
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC4800871|XP_001358068.3|DPSE
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC6901776|XP_033238206.1|DPSE
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC4803637|XP_001360325.3|DPSE
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC4812360|XP_001352881.4|DPSE
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC117185098|XP_033240837.1|DPSE
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC4815104|XP_001354573.3|DPSE
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC6901198|XP_002133899.2|DPSE
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC4804248|XP_001360836.1|DPSE
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC4804006|XP_001360637.2|DPSE
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC4801554|XP_001358626.5|DPSE
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC4802055|XP_001359048.4|DPSE
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC4813720|XP_001353470.3|DPSE
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC4815607|XP_033240248.1|DPSE
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC4802815|XP_001359658.3|DPSE
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC4815565|XP_001355264.2|DPSE
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC6902042|XP_015041096.1|DPSE
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC4801982|XP_001358994.1|DPSE
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC4801983|XP_001358995.1|DPSE
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC4816048|XP_033238299.1|DPSE
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC4813159|XP_033240638.1|DPSE
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC4815787|XP_001355689.1|DPSE
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC4814629|XP_001354570.1|DPSE
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC4815474|XP_001355226.1|DPSE
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC4802752|XP_001359613.4|DPSE
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC4815155|XP_015041747.2|DPSE
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC4815894|XP_001355451.4|DPSE
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC6902089|XP_002133620.1|DPSE
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC4800941|XP_001358126.2|DPSE
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC6900488|XP_002134878.2|DPSE
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC4802363|XP_001359292.2|DPSE
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC6897602|XP_002137747.1|DPSE
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC6897888|XP_002137990.2|DPSE
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC4802923|XP_001359743.3|DPSE
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC4802441|XP_001359360.2|DPSE
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC4815574|XP_001355636.1|DPSE
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC6897992|XP_033236778.1|DPSE
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC4803280|XP_033234175.1|DPSE
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC4803278|XP_001360045.6|DPSE
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC4817571|XP_001356976.1|DPSE
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC4802567|XP_033233179.1|DPSE
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC6897511|XP_033233057.1|DPSE
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC4802725|XP_003736801.2|DPSE
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC4802698|XP_001359565.2|DPSE
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC4802851|XP_015038136.1|DPSE
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC4813979|XP_001354135.3|DPSE
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC4814211|XP_001354319.3|DPSE
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC4814207|XP_001354320.4|DPSE
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC4815888|XP_001355407.2|DPSE
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC4802516|XP_001359424.3|DPSE
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC4801239|XP_001358362.1|DPSE
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC4813808|XP_001353696.2|DPSE
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC4803277|XP_001360044.1|DPSE
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC4803187|XP_001359970.2|DPSE
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC4802835|XP_001359671.4|DPSE
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC4813128|XP_001353391.2|DPSE
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC6900028|XP_015043701.1|DPSE
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC4812358|XP_001352581.3|DPSE
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC117184492|XP_033238241.1|DPSE
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC4812614|XP_001352580.2|DPSE
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC4802374|XP_003736723.2|DPSE
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC4802366|XP_001359295.2|DPSE
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC4802700|XP_001359567.3|DPSE
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC4802701|XP_001359568.2|DPSE
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC4803274|XP_001360042.3|DPSE
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC4802376|XP_033239239.1|DPSE
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC4800248|XP_001357640.2|DPSE
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC6898397|XP_002138444.1|DPSE
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC4813756|XP_015043332.2|DPSE
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC4803196|XP_001359979.1|DPSE
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC4800270|XP_033232904.1|DPSE
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC4803398|XP_003736952.1|DPSE
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC4801705|XP_001358752.4|DPSE
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC4802397|XP_001359322.2|DPSE
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC4801831|XP_001358864.3|DPSE
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC4802202|XP_033232571.1|DPSE
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC4800951|XP_001358134.3|DPSE
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC4801977|XP_001358990.2|DPSE
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC4803239|XP_001360012.2|DPSE
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC4803103|XP_001359901.2|DPSE
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC4802023|XP_033232466.1|DPSE
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC4813485|XP_001353860.3|DPSE
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC4812971|XP_033240345.1|DPSE
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC4800858|XP_001358058.1|DPSE
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC6897963|XP_002138062.1|DPSE
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC4802605|XP_001359494.3|DPSE
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC4812280|XP_015043747.1|DPSE
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC4812520|XP_033240177.1|DPSE
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC4811993|XP_001352668.2|DPSE
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC6900066|XP_033238860.1|DPSE
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC4802692|XP_001359559.1|DPSE
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC4802025|XP_001359025.2|DPSE
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC4811782|XP_001352351.1|DPSE
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC4802457|XP_001359374.3|DPSE
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC4802235|XP_015037689.2|DPSE
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC4815046|XP_001355179.3|DPSE
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC4815045|XP_033240671.1|DPSE
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC6901714|XP_002134382.3|DPSE
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC4803319|XP_033241889.1|DPSE
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC4800287|XP_033232381.1|DPSE
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC4800839|XP_001358043.2|DPSE
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC4805479|XP_015040677.1|DPSE
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC6901850|XP_002133388.1|DPSE
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC6901578|XP_033238998.1|DPSE
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC4814953|XP_001354862.1|DPSE
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC6897886|XP_002137988.1|DPSE
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC4801487|XP_033239381.1|DPSE
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC4813781|XP_001353266.2|DPSE
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC4803182|XP_015038338.2|DPSE
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC4814541|XP_001355002.2|DPSE
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC6897603|XP_002137748.1|DPSE
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC4802570|XP_001359465.3|DPSE
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC4802569|XP_033232403.1|DPSE
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC4815602|XP_001355473.3|DPSE
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC6900443|XP_002134834.1|DPSE
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC4803931|XP_001360572.3|DPSE
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC4815658|XP_001355352.3|DPSE
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC4813964|XP_001354123.1|DPSE
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC4812205|XP_001352408.2|DPSE
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC4815819|XP_001355249.1|DPSE
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC4800528|XP_033237396.1|DPSE
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC4803178|XP_001359961.2|DPSE
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC4804154|XP_015039645.2|DPSE
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC4815685|XP_001355465.3|DPSE
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC6897275|XP_033232740.1|DPSE
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC4802542|XP_001359441.2|DPSE
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC4812766|XP_001353861.2|DPSE
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC6897938|XP_015038314.2|DPSE
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC4800782|XP_001357997.2|DPSE
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC4813903|XP_033239793.1|DPSE
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC4813114|XP_001353681.1|DPSE
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC4813138|XP_033238583.1|DPSE
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC4814042|XP_033241508.1|DPSE
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC4814011|XP_033238103.1|DPSE
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC4814005|XP_001354178.4|DPSE
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC6897594|XP_002137739.1|DPSE
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC4802413|XP_001359336.3|DPSE
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC4802195|XP_001359163.2|DPSE
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC4801429|XP_001358524.1|DPSE
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC4815130|XP_001355216.3|DPSE
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC4815388|XP_001355215.1|DPSE
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC4817146|XP_001356737.3|DPSE
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC4815608|XP_015041288.2|DPSE
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC4815246|XP_033240127.1|DPSE
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC4803191|XP_001359974.2|DPSE
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC4815244|XP_001355131.2|DPSE
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC4811746|XP_001352317.1|DPSE
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC4802185|XP_001359154.3|DPSE
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC4802404|XP_001359328.4|DPSE
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC4803317|XP_001360080.2|DPSE
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC4801599|XP_033241875.1|DPSE
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC4802683|XP_001359553.5|DPSE
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC4802442|XP_001359361.1|DPSE
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC26533564|XP_033241823.1|DPSE
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC4802573|XP_033232402.1|DPSE
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC4802046|XP_001359039.3|DPSE
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC4802475|XP_015037826.2|DPSE
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC4816770|XP_001356196.3|DPSE
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC4813376|XP_001353967.2|DPSE
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC4813377|XP_001353968.2|DPSE
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC4802882|XP_001359711.3|DPSE
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC4801184|XP_001358316.2|DPSE
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC4802175|XP_001359147.1|DPSE
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC4802172|XP_001359145.5|DPSE
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC4802170|XP_015037650.2|DPSE
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC4803808|XP_001360466.3|DPSE
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC4814991|XP_001354760.2|DPSE
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC4814294|XP_001354446.1|DPSE
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC4814466|XP_015041456.2|DPSE
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC4802910|XP_001359736.3|DPSE
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC4802063|XP_001359056.3|DPSE
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC6897443|XP_015037589.2|DPSE
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC4813465|XP_001353389.2|DPSE
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC26533200|XP_033236538.1|DPSE
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC4815549|XP_001355237.2|DPSE
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC4815871|XP_015041168.2|DPSE
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC4814757|XP_001354502.2|DPSE
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC4802648|XP_001359529.1|DPSE
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC4800700|XP_001357926.1|DPSE
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC4802647|XP_033236297.1|DPSE
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC4812504|XP_033237957.1|DPSE
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC4802362|XP_001359291.1|DPSE
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC6901453|XP_033240960.1|DPSE
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC6901408|XP_015041665.2|DPSE
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC4815786|XP_001355298.3|DPSE
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC4802549|XP_001359447.3|DPSE
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC4816540|XP_001355981.2|DPSE
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC4814017|XP_015042489.1|DPSE
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC4816024|XP_001355380.2|DPSE
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC4812777|XP_001353793.2|DPSE
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC4812541|XP_033240047.1|DPSE
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC4802622|XP_001359507.1|DPSE
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC4803162|XP_033237025.1|DPSE
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC6897599|XP_003736738.2|DPSE
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC4801609|XP_001358675.3|DPSE
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC4802146|XP_033232927.1|DPSE
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC4817622|XP_001357021.3|DPSE
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC4802144|XP_001359122.4|DPSE
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC4812266|XP_001352627.1|DPSE
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC6902140|XP_033240102.1|DPSE
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC4815982|XP_001355519.2|DPSE
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC4815828|XP_001355517.3|DPSE
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC4814510|XP_001354539.2|DPSE
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC4813692|XP_015043041.2|DPSE
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC6898640|XP_002138645.2|DPSE
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC4802495|XP_001359406.1|DPSE
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC4815383|XP_001355186.2|DPSE
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC4802051|XP_033241830.1|DPSE
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC6898530|XP_002138566.2|DPSE
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC4802292|XP_033233028.1|DPSE
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC4802305|XP_001359248.3|DPSE
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC4801245|XP_033233053.1|DPSE
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC6897025|XP_033232596.1|DPSE
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC4815376|XP_015041414.2|DPSE
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC4817962|XP_001357238.2|DPSE
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC4814302|XP_033240212.1|DPSE
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC4814416|XP_033240210.1|DPSE
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC4814239|XP_001354472.3|DPSE
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC4803240|XP_001360013.3|DPSE
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC4812643|XP_001353032.4|DPSE
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC6897967|XP_002138066.2|DPSE
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC13036310|XP_033232786.1|DPSE
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC4804340|XP_001360915.4|DPSE
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC6896762|XP_002136968.3|DPSE
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC4803034|XP_001359836.3|DPSE
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC4815904|XP_001355313.4|DPSE
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC4815094|XP_001354924.1|DPSE
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC6901598|XP_002134269.2|DPSE
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC4815557|XP_001355525.2|DPSE
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC26534035|XP_033241587.1|DPSE
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC6901581|XP_033238216.1|DPSE
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC4815529|XP_015041345.1|DPSE
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC4815770|XP_001355447.2|DPSE
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC6902260|XP_033238202.1|DPSE
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC4815917|XP_001355224.2|DPSE
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC4814253|XP_015042333.2|DPSE
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC4815947|XP_001355222.1|DPSE
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC4815640|XP_001355302.2|DPSE
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC4815461|XP_001355696.4|DPSE
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC4811773|XP_033237477.1|DPSE
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC4815158|XP_001354538.4|DPSE
