Orthogroup	CQUI.longest_only	DKIK.longest_only
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC108075228|XP_017023063.1|DKIK
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC108075315|XP_017023207.1|DKIK
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC108079901|XP_017029921.1|DKIK
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC108078818|XP_017028391.1|DKIK
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC108078709|XP_017028159.1|DKIK
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC108073951|XP_017021257.1|DKIK
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC108080311|XP_017030480.1|DKIK
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC108080355|XP_017030554.1|DKIK
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC108083448|XP_017034701.1|DKIK
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC108083435|XP_017034679.1|DKIK
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC108085756|XP_017037984.1|DKIK
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC108083288|XP_017034507.1|DKIK
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC108073522|XP_017020690.1|DKIK
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC108072077|XP_017018575.1|DKIK
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC108073191|XP_017020192.1|DKIK
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC108085894|XP_017038148.1|DKIK
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC108085713|XP_017037925.1|DKIK
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC108074934|XP_017022651.1|DKIK
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC108076694|XP_017025136.1|DKIK
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC108075226|XP_017023062.1|DKIK
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC108078661|XP_017028079.1|DKIK
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC108080123|XP_017030243.1|DKIK
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC108075883|XP_017023978.1|DKIK, LOC108082936|XP_017034031.1|DKIK
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC108076510|XP_017024905.1|DKIK
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC108073112|XP_017020096.1|DKIK
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC108071340|XP_017017555.1|DKIK
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC108085445|XP_017037544.1|DKIK
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC108079766|XP_017029678.1|DKIK
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC108084666|XP_017036477.1|DKIK
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC108085718|XP_017037929.1|DKIK
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC108080401|XP_017030618.1|DKIK
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC108085938|XP_017038209.1|DKIK
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC108084919|XP_017036805.1|DKIK
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC108084967|XP_017036872.1|DKIK
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC108083499|XP_017034794.1|DKIK
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC108077532|XP_017026400.1|DKIK
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC108080500|XP_017030751.1|DKIK
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC108082935|XP_017034028.1|DKIK
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC108083369|XP_017034602.1|DKIK
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC108084574|XP_017036332.1|DKIK
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC108080552|XP_017030845.1|DKIK
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC108080369|XP_017030579.1|DKIK
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC108080335|XP_017030523.1|DKIK
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC108083754|XP_017035160.1|DKIK
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC108070387|XP_017016327.1|DKIK
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC108071308|XP_017017503.1|DKIK
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC108075574|XP_017023580.1|DKIK
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC108085435|XP_017037518.1|DKIK
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC108081104|XP_017031589.1|DKIK
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC108075575|XP_017023581.1|DKIK
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC108085779|XP_017038018.1|DKIK
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC108081780|XP_017032485.1|DKIK
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC108081771|XP_017032468.1|DKIK
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC108081762|XP_017032453.1|DKIK
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC108077328|XP_017026105.1|DKIK
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC108071303|XP_017017498.1|DKIK
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC108085873|XP_017038121.1|DKIK
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC108075613|XP_017023635.1|DKIK
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC108073247|XP_017020292.1|DKIK
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC108072012|XP_017018480.1|DKIK
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC108071916|XP_017018363.1|DKIK
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC108075200|XP_017023025.1|DKIK
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC108075198|XP_017023023.1|DKIK
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC108074940|XP_017022661.1|DKIK
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC108080776|XP_017031129.1|DKIK
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC108083977|XP_017035477.1|DKIK
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC108072755|XP_017019516.1|DKIK
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC108081767|XP_017032458.1|DKIK
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC108083186|XP_017034374.1|DKIK
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC108084144|XP_017035679.1|DKIK
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC108082991|XP_017034103.1|DKIK
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC108071536|XP_017017797.1|DKIK
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC108071523|XP_017017781.1|DKIK
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC108084718|XP_017036543.1|DKIK
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC108071554|XP_017017822.1|DKIK
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC108072031|XP_017018500.1|DKIK
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC108071309|XP_017017504.1|DKIK
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC108073204|XP_017020210.1|DKIK
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC108073205|XP_017020212.1|DKIK
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC108081776|XP_017032481.1|DKIK
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC108072030|XP_017018499.1|DKIK
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC108085876|XP_017038127.1|DKIK
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC108076408|XP_017024737.1|DKIK
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC108083118|XP_017034272.1|DKIK
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC108085667|XP_017037846.1|DKIK
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC108073670|XP_017020885.1|DKIK
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC108072072|XP_017018564.1|DKIK
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC108083659|XP_017035021.1|DKIK
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC108084238|XP_017035858.1|DKIK
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC108085669|XP_017037849.1|DKIK
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC108085916|XP_017038178.1|DKIK
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC108081157|XP_017031685.1|DKIK
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC108084962|XP_017036867.1|DKIK
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC108075647|XP_017023683.1|DKIK
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC108084098|XP_017035614.1|DKIK
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC108083180|XP_017034364.1|DKIK
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC108083167|XP_017034343.1|DKIK
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC108079914|XP_017029940.1|DKIK
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC108075628|XP_017023654.1|DKIK
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC108084834|XP_017036696.1|DKIK
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC108080473|XP_017030707.1|DKIK
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC108078689|XP_017028126.1|DKIK
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC108078890|XP_017028510.1|DKIK
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC108071887|XP_017018305.1|DKIK
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC108071967|XP_017018432.1|DKIK
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC108084126|XP_017035654.1|DKIK
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC108083183|XP_017034370.1|DKIK
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC108075355|XP_017023253.1|DKIK
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC108080768|XP_017031117.1|DKIK
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC108083208|XP_017034402.1|DKIK
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC108083952|XP_017035447.1|DKIK
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC108083951|XP_017035442.1|DKIK
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC108080287|XP_017030443.1|DKIK
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC108080982|XP_017031396.1|DKIK
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC108073725|XP_017020969.1|DKIK
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC108077706|XP_017026634.1|DKIK
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC108074742|XP_017022403.1|DKIK
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC108079360|XP_017029157.1|DKIK
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC108080084|XP_017030165.1|DKIK
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC108083864|XP_017035340.1|DKIK
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC108085433|XP_017037514.1|DKIK
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC108084113|XP_017035632.1|DKIK
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC108078817|XP_017028389.1|DKIK
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC108084844|XP_017036707.1|DKIK
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC108085228|XP_017037255.1|DKIK
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC108075576|XP_017023582.1|DKIK
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC108085624|XP_017037785.1|DKIK
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC108085625|XP_017037786.1|DKIK
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC108080078|XP_017030154.1|DKIK
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC108073854|XP_017021125.1|DKIK
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC108072899|XP_017019711.1|DKIK
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC108080309|XP_017030478.1|DKIK
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC108075333|XP_017023232.1|DKIK
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC108084801|XP_017036647.1|DKIK
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC108076522|XP_017024924.1|DKIK
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC108084197|XP_017035789.1|DKIK
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC108084851|XP_017036719.1|DKIK
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC108082459|XP_017033324.1|DKIK
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC108075973|XP_017024113.1|DKIK
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC108075720|XP_017023747.1|DKIK
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC108081044|XP_017031503.1|DKIK
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC108083086|XP_017034221.1|DKIK
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC108084888|XP_017036773.1|DKIK
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC108084316|XP_017035968.1|DKIK
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC108080544|XP_017030840.1|DKIK
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC108080523|XP_017030808.1|DKIK
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC108083252|XP_017034448.1|DKIK
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC108078834|XP_017028413.1|DKIK
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC108078784|XP_017028324.1|DKIK
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC108085822|XP_017038062.1|DKIK
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC108081248|XP_017031821.1|DKIK
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC108081247|XP_017031820.1|DKIK
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC108085890|XP_017038144.1|DKIK
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC108083920|XP_017035404.1|DKIK
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC108079272|XP_017029055.1|DKIK
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC108083485|XP_017034772.1|DKIK
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC108079070|XP_017028776.1|DKIK
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC108079957|XP_017030006.1|DKIK
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC108079156|XP_017028893.1|DKIK
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC108083218|XP_017034417.1|DKIK
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC108079411|XP_017029227.1|DKIK
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC108082954|XP_017034058.1|DKIK
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC108078816|XP_017028390.1|DKIK
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC108084250|XP_017035877.1|DKIK
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC108080960|XP_017031363.1|DKIK
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC108070688|XP_017016754.1|DKIK
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC108075476|XP_017023418.1|DKIK
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC108075557|XP_017023555.1|DKIK
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC108081257|XP_017031838.1|DKIK
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC108085650|XP_017037828.1|DKIK
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC108085417|XP_017037473.1|DKIK
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC108075580|XP_017023586.1|DKIK
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC108077452|XP_017026263.1|DKIK
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC108080688|XP_017031014.1|DKIK
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC108080687|XP_017031011.1|DKIK
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC108080872|XP_017031264.1|DKIK
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC108083668|XP_017035031.1|DKIK
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC108072154|XP_017018686.1|DKIK
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC108072163|XP_017018697.1|DKIK
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC108073213|XP_017020229.1|DKIK
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC108076323|XP_017024595.1|DKIK
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC108083541|XP_017034874.1|DKIK
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC108083598|XP_017034952.1|DKIK
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC108085964|XP_017038251.1|DKIK
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC108077649|XP_017026591.1|DKIK
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC108073226|XP_017020252.1|DKIK
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC108073222|XP_017020245.1|DKIK
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC108083138|XP_017034308.1|DKIK
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC108085904|XP_017038162.1|DKIK
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC108083564|XP_017034908.1|DKIK
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC108079982|XP_017030041.1|DKIK
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC108076004|XP_017024148.1|DKIK
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC108075497|XP_017023448.1|DKIK
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC108084248|XP_017035874.1|DKIK
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC108075495|XP_017023444.1|DKIK
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC108079841|XP_017029833.1|DKIK
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC108080911|XP_017031304.1|DKIK
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC108071359|XP_017017590.1|DKIK
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC108083497|XP_017034787.1|DKIK
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC108083830|XP_017035290.1|DKIK
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC108079946|XP_017029981.1|DKIK
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC108070679|XP_017016741.1|DKIK
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC108077444|XP_017026252.1|DKIK
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC108078873|XP_017028483.1|DKIK
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC108084637|XP_017036413.1|DKIK, LOC108080515|XP_017030783.1|DKIK
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC108077540|XP_017026419.1|DKIK
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC108073764|XP_017021019.1|DKIK
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC108081115|XP_017031606.1|DKIK
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC108084812|XP_017036660.1|DKIK
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC108075606|XP_017023626.1|DKIK
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC108070724|XP_017016810.1|DKIK
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC108073192|XP_017020193.1|DKIK
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC108074393|XP_017021907.1|DKIK
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC108073194|XP_017020197.1|DKIK
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC108078652|XP_017028069.1|DKIK
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC108079191|XP_017028937.1|DKIK
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC108079187|XP_017028933.1|DKIK
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC108079180|XP_017028920.1|DKIK
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC108085068|XP_017037023.1|DKIK
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC108072780|XP_017019549.1|DKIK
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC108078176|XP_017027329.1|DKIK
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC108084345|XP_017035996.1|DKIK
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC108083586|XP_017034934.1|DKIK
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC108085424|XP_017037496.1|DKIK
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC108078124|XP_017027236.1|DKIK
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC108081022|XP_017031461.1|DKIK
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC108081225|XP_017031791.1|DKIK
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC108083973|XP_017035472.1|DKIK
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC108075535|XP_017023522.1|DKIK
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC108076045|XP_017024193.1|DKIK
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC108082693|XP_017033687.1|DKIK
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC108080553|XP_017030846.1|DKIK
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC108080296|XP_017030454.1|DKIK
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC108080398|XP_017030614.1|DKIK
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC108084325|XP_017035976.1|DKIK
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC108072640|XP_017019358.1|DKIK
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC108084886|XP_017036771.1|DKIK
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC108085446|XP_017037545.1|DKIK
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC108078108|XP_017027201.1|DKIK
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC108075752|XP_017023796.1|DKIK
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC108072136|XP_017018664.1|DKIK
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC108071161|XP_017017333.1|DKIK
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC108071772|XP_017018107.1|DKIK
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC108074938|XP_017022658.1|DKIK
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC108079207|XP_017028959.1|DKIK
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC108084472|XP_017036175.1|DKIK
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC108083845|XP_017035312.1|DKIK
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC108080538|XP_017030830.1|DKIK
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC108080531|XP_017030819.1|DKIK
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC108080513|XP_017030779.1|DKIK
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC108083430|XP_017034674.1|DKIK
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC108085763|XP_017037993.1|DKIK
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC108083433|XP_017034677.1|DKIK
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC108079938|XP_017029971.1|DKIK
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC108076121|XP_017024339.1|DKIK
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC108084943|XP_017036834.1|DKIK
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC108084532|XP_017036261.1|DKIK
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC108083523|XP_017034843.1|DKIK
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC108073237|XP_017020276.1|DKIK
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC108080307|XP_017030470.1|DKIK
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC108080153|XP_017030280.1|DKIK
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC108075563|XP_017023567.1|DKIK
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC108072966|XP_017019886.1|DKIK
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC108074943|XP_017022663.1|DKIK
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC108084623|XP_017036404.1|DKIK
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC108079995|XP_017030050.1|DKIK
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC108084377|XP_017036052.1|DKIK
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC108084348|XP_017036000.1|DKIK
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC108084368|XP_017036038.1|DKIK
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC108071307|XP_017017502.1|DKIK
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC108081142|XP_017031669.1|DKIK
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC108085549|XP_017037674.1|DKIK
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC108077145|XP_017025854.1|DKIK
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC108083873|XP_017035351.1|DKIK
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC108084645|XP_017036425.1|DKIK
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC108079947|XP_017029991.1|DKIK
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC108085140|XP_017037148.1|DKIK
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC108080393|XP_017030610.1|DKIK
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC108083376|XP_017034611.1|DKIK
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC108080516|XP_017030784.1|DKIK
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC108071235|XP_017017407.1|DKIK
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC108073017|XP_017019964.1|DKIK
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC108077786|XP_017026776.1|DKIK
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC108078259|XP_017027486.1|DKIK
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC108071685|XP_017017978.1|DKIK
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC108085751|XP_017037976.1|DKIK
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC108083835|XP_017035301.1|DKIK
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC108083090|XP_017034227.1|DKIK
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC108083243|XP_017034438.1|DKIK
