Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0006640	LOC6030967|XP_038121634.1|CQUI	LOC120781209|XP_039969262.1|BTRY
OG0006641	LOC6030964|XP_038115430.1|CQUI	LOC120771814|XP_039955956.1|BTRY
OG0006642	LOC6030971|XP_038115394.1|CQUI	LOC120771828|XP_039955991.1|BTRY
OG0006643	LOC6030969|XP_001841820.1|CQUI	LOC120772528|XP_039957127.1|BTRY
OG0006644	LOC6050938|XP_001867452.2|CQUI	LOC120777562|XP_039964892.1|BTRY
OG0006645	LOC6043934|XP_038121710.1|CQUI	LOC120781426|XP_039969580.1|BTRY
OG0006646	LOC6043933|XP_038118699.1|CQUI	LOC120769999|XP_039953023.1|BTRY
OG0006647	LOC6041015|XP_038117569.1|CQUI	LOC120772933|XP_039957766.1|BTRY
OG0006648	LOC119770424|XP_038121222.1|CQUI	LOC120777394|XP_039964621.1|BTRY
OG0006649	LOC6053035|XP_038115035.1|CQUI	LOC120771043|XP_039954777.1|BTRY
OG0006650	LOC6051597|XP_038121932.1|CQUI	LOC120781211|XP_039969265.1|BTRY
OG0006651	LOC6040647|XP_038118734.1|CQUI	LOC120777350|XP_039964540.1|BTRY
OG0006652	LOC6043376|XP_001858629.2|CQUI	LOC120778630|XP_039966450.1|BTRY
OG0006653	LOC6039565|XP_038120864.1|CQUI	LOC120776380|XP_039962916.1|BTRY
OG0006654	LOC6039556|XP_038120455.1|CQUI	LOC120779152|XP_039967304.1|BTRY
OG0006655	LOC6049638|XP_038116545.1|CQUI	LOC120776398|XP_039962953.1|BTRY
OG0006656	LOC6039883|XP_038116070.1|CQUI	LOC120777729|XP_039965153.1|BTRY
OG0006657	LOC6043329|XP_001858472.1|CQUI	LOC120770578|XP_039954093.1|BTRY
OG0006658	LOC6043696|XP_038116551.1|CQUI	LOC120778449|XP_039966176.1|BTRY
OG0006659	LOC6043712|XP_038119008.1|CQUI	LOC120778735|XP_039966634.1|BTRY
OG0006660	LOC6049802|XP_038122077.1|CQUI	LOC120777792|XP_039965256.1|BTRY
OG0006661	LOC6053906|XP_038115654.1|CQUI	LOC120779087|XP_039967172.1|BTRY
OG0006662	LOC6044060|XP_038121720.1|CQUI	LOC120768092|XP_039950564.1|BTRY
OG0006663	LOC6047531|XP_038115090.1|CQUI	LOC120777767|XP_039965211.1|BTRY
OG0006664	LOC6035307|XP_001845524.2|CQUI	LOC120768976|XP_039952089.1|BTRY
OG0006665	LOC119769907|XP_038119658.1|CQUI	LOC120776659|XP_039963462.1|BTRY
OG0006666	LOC6049351|XP_001866124.2|CQUI	LOC120781292|XP_039969423.1|BTRY
OG0006667	LOC6048046|XP_001865018.2|CQUI	LOC120778096|XP_039965730.1|BTRY
OG0006668	LOC6051541|XP_001867969.1|CQUI	LOC120771884|XP_039956076.1|BTRY
OG0006669	LOC6044584|XP_001862064.2|CQUI	LOC120778981|XP_039967006.1|BTRY
OG0006670	LOC6044575|XP_001862065.1|CQUI	LOC120778477|XP_039966227.1|BTRY
OG0006671	LOC6040318|XP_038118531.1|CQUI	LOC120778067|XP_039965686.1|BTRY
OG0006672	LOC6044571|XP_038120372.1|CQUI	LOC120778488|XP_039966243.1|BTRY
OG0006673	LOC6044585|XP_001862069.2|CQUI	LOC120777779|XP_039965234.1|BTRY
OG0006674	LOC6031024|XP_038121248.1|CQUI	LOC120778584|XP_039966385.1|BTRY
OG0006675	LOC6031023|XP_001841875.1|CQUI	LOC120772445|XP_039956999.1|BTRY
OG0006676	LOC6031048|XP_001841897.1|CQUI	LOC120778075|XP_039965701.1|BTRY
OG0006677	LOC6031050|XP_038119718.1|CQUI	LOC120777883|XP_039965375.1|BTRY
OG0006678	LOC6031060|XP_001841909.1|CQUI	LOC120777628|XP_039965016.1|BTRY
OG0006679	LOC119770544|XP_038121524.1|CQUI	LOC120779163|XP_039967322.1|BTRY
OG0006680	LOC6034064|XP_038117953.1|CQUI	LOC120781309|XP_039969443.1|BTRY
OG0006681	LOC6034073|XP_001844448.1|CQUI	LOC120779211|XP_039967422.1|BTRY
OG0006682	LOC6034074|XP_038117773.1|CQUI	LOC120777466|XP_039964724.1|BTRY
OG0006683	LOC119769436|XP_038117775.1|CQUI	LOC120778011|XP_039965611.1|BTRY
OG0006684	LOC6034079|XP_038117614.1|CQUI	LOC120776719|XP_039963551.1|BTRY
OG0006685	LOC6034089|XP_001844458.1|CQUI	LOC120770789|XP_039954303.1|BTRY
OG0006686	LOC6034096|XP_038121360.1|CQUI	LOC120777814|XP_039965285.1|BTRY
OG0006687	LOC6031019|XP_001841871.1|CQUI, LOC6031020|XP_001841872.1|CQUI	LOC120774094|XP_039959364.1|BTRY
OG0006688	LOC6031007|XP_001841860.2|CQUI	LOC120777303|XP_039964455.1|BTRY
OG0006689	LOC6042817|XP_001870815.1|CQUI	LOC120778572|XP_039966370.1|BTRY
OG0006690	LOC6044080|XP_038120451.1|CQUI	LOC120780613|XP_039968807.1|BTRY
OG0006691	LOC6044064|XP_001861635.2|CQUI	LOC120776690|XP_039963507.1|BTRY
OG0006692	LOC6044066|XP_038118147.1|CQUI	LOC120776756|XP_039963652.1|BTRY
OG0006693	LOC6044065|XP_001861632.2|CQUI	LOC120776548|XP_039963231.1|BTRY
OG0006694	LOC6047004|XP_038117893.1|CQUI	LOC120774144|XP_039959474.1|BTRY
OG0006695	LOC6044970|XP_038118723.1|CQUI	LOC120777606|XP_039964981.1|BTRY
OG0006696	LOC6044962|XP_038121567.1|CQUI	LOC120782145|XP_039970216.1|BTRY
OG0006697	LOC6044664|XP_038115254.1|CQUI	LOC120776494|XP_039963110.1|BTRY
OG0006698	LOC6044662|XP_001862141.1|CQUI	LOC120776496|XP_039963113.1|BTRY
OG0006699	LOC6045676|XP_038118464.1|CQUI	LOC120777432|XP_039964673.1|BTRY
OG0006700	LOC6045668|XP_001862987.2|CQUI	LOC120776752|XP_039963642.1|BTRY
OG0006701	LOC6047367|XP_001864439.2|CQUI	LOC120772917|XP_039957751.1|BTRY
OG0006702	LOC6038822|XP_038114518.1|CQUI	LOC120778679|XP_039966548.1|BTRY
OG0006703	LOC6038795|XP_001848518.2|CQUI	LOC120778254|XP_039965956.1|BTRY
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC120778255|XP_039965958.1|BTRY
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC120771970|XP_039956251.1|BTRY
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC120772393|XP_039956917.1|BTRY
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC120770948|XP_039954595.1|BTRY
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC120766742|XP_039948342.1|BTRY
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC120771848|XP_039956025.1|BTRY
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC120779134|XP_039967271.1|BTRY
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC120779106|XP_039967212.1|BTRY
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC120778121|XP_039965759.1|BTRY
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC120778120|XP_039965758.1|BTRY
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC120778068|XP_039965692.1|BTRY
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC120767754|XP_039949903.1|BTRY
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC120777478|XP_039964746.1|BTRY
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC120777297|XP_039964448.1|BTRY
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC120779155|XP_039967311.1|BTRY
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC120778112|XP_039965749.1|BTRY
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC120777819|XP_039965290.1|BTRY
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC120767552|XP_039949611.1|BTRY
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC120766802|XP_039948443.1|BTRY
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC120770375|XP_039953726.1|BTRY
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC120766725|XP_039948307.1|BTRY
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC120767344|XP_039949241.1|BTRY
OG0006728	LOC6047339|XP_038120621.1|CQUI	LOC120766732|XP_039948319.1|BTRY
OG0006730	LOC6042307|XP_001851437.1|CQUI	LOC120770415|XP_039953789.1|BTRY
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC120776553|XP_039963238.1|BTRY
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC120777909|XP_039965424.1|BTRY
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC120778026|XP_039965633.1|BTRY
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC120772638|XP_039957295.1|BTRY
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC120777006|XP_039964042.1|BTRY
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC120777230|XP_039964345.1|BTRY
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC120777928|XP_039965445.1|BTRY
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC120777477|XP_039964745.1|BTRY
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC120782310|XP_039970460.1|BTRY
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC120769509|XP_039952479.1|BTRY
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC120782545|XP_039970809.1|BTRY
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC120777431|XP_039964672.1|BTRY
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC120773987|XP_039959182.1|BTRY
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC120777762|XP_039965199.1|BTRY
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC120775957|XP_039962303.1|BTRY
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC120777273|XP_039964410.1|BTRY
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC120778743|XP_039966646.1|BTRY
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC120779200|XP_039967404.1|BTRY
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC120777375|XP_039964597.1|BTRY
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC120779195|XP_039967394.1|BTRY
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC120779204|XP_039967409.1|BTRY
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC120777305|XP_039964464.1|BTRY
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC120776416|XP_039962982.1|BTRY
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC120778179|XP_039965850.1|BTRY
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC120782735|XP_039971102.1|BTRY
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC120781141|XP_039969207.1|BTRY
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC120772032|XP_039956337.1|BTRY
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC120770970|XP_039954639.1|BTRY
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC120771572|XP_039955571.1|BTRY
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC120776711|XP_039963541.1|BTRY
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC120778018|XP_039965624.1|BTRY
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC120771962|XP_039956211.1|BTRY
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC120776863|XP_039963843.1|BTRY
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC120771381|XP_039955283.1|BTRY
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC120771203|XP_039955038.1|BTRY
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC120776753|XP_039963643.1|BTRY
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC120776754|XP_039963650.1|BTRY
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC120775605|XP_039961779.1|BTRY
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC120775606|XP_039961781.1|BTRY
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC120778865|XP_039966835.1|BTRY
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC120778785|XP_039966706.1|BTRY
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC120777777|XP_039965232.1|BTRY
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC120770029|XP_039953074.1|BTRY
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC120778023|XP_039965630.1|BTRY
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC120777979|XP_039965553.1|BTRY
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC120772527|XP_039957126.1|BTRY
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC120779159|XP_039967315.1|BTRY
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC120776374|XP_039962890.1|BTRY
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC120776722|XP_039963570.1|BTRY
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC120775259|XP_039961274.1|BTRY
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC120771269|XP_039955124.1|BTRY
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC120771268|XP_039955122.1|BTRY
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC120776335|XP_039962807.1|BTRY
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC120770888|XP_039954465.1|BTRY
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC120777025|XP_039964071.1|BTRY
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC120780062|XP_039968262.1|BTRY
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC120771216|XP_039955052.1|BTRY
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC120776730|XP_039963589.1|BTRY
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC120779140|XP_039967279.1|BTRY
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC120777864|XP_039965349.1|BTRY
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC120777535|XP_039964851.1|BTRY
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC120781267|XP_039969383.1|BTRY
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC120776892|XP_039963883.1|BTRY
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC120776806|XP_039963736.1|BTRY
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC120778471|XP_039966216.1|BTRY
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC120777461|XP_039964718.1|BTRY
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC120778455|XP_039966184.1|BTRY
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC120778826|XP_039966769.1|BTRY
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC120776100|XP_039962523.1|BTRY
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC120772055|XP_039956366.1|BTRY
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC120772632|XP_039957288.1|BTRY
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC120772639|XP_039957296.1|BTRY
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC120778294|XP_039966014.1|BTRY
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC120778879|XP_039966856.1|BTRY
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC120766312|XP_039947664.1|BTRY
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC120767362|XP_039949267.1|BTRY
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC120778600|XP_039966407.1|BTRY
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC120777789|XP_039965248.1|BTRY
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC120778257|XP_039965961.1|BTRY
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC120778107|XP_039965744.1|BTRY
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC120778946|XP_039966942.1|BTRY
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC120777268|XP_039964406.1|BTRY
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC120777218|XP_039964329.1|BTRY
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC120777568|XP_039964901.1|BTRY
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC120777312|XP_039964485.1|BTRY
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC120778655|XP_039966506.1|BTRY
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC120778445|XP_039966169.1|BTRY
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC120777010|XP_039964045.1|BTRY
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC120777529|XP_039964845.1|BTRY
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC120778876|XP_039966854.1|BTRY
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC120775023|XP_039960913.1|BTRY
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC120782520|XP_039970763.1|BTRY
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC120777428|XP_039964668.1|BTRY
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC120777875|XP_039965367.1|BTRY
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC120777603|XP_039964975.1|BTRY
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC120772030|XP_039956334.1|BTRY
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC120777688|XP_039965096.1|BTRY
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC120778492|XP_039966252.1|BTRY
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC120778850|XP_039966810.1|BTRY
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC120771311|XP_039955180.1|BTRY
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC120777780|XP_039965235.1|BTRY
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC120777523|XP_039964825.1|BTRY
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC120772448|XP_039957002.1|BTRY
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC120770416|XP_039953791.1|BTRY
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC120770919|XP_039954549.1|BTRY
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC120777997|XP_039965586.1|BTRY
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC120773908|XP_039959025.1|BTRY
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC120781237|XP_039969309.1|BTRY
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC120772302|XP_039956745.1|BTRY
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC120772270|XP_039956708.1|BTRY
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC120771546|XP_039955535.1|BTRY
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC120771560|XP_039955556.1|BTRY
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC120767543|XP_039949583.1|BTRY
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC120770051|XP_039953103.1|BTRY
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC120771634|XP_039955664.1|BTRY
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC120781865|XP_039970020.1|BTRY
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC120770875|XP_039954444.1|BTRY
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC120768549|XP_039951226.1|BTRY
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC120771780|XP_039955906.1|BTRY
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC120768262|XP_039950793.1|BTRY
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC6045155|XP_038112307.1|CQUI	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC6041618|XP_038107142.1|CQUI	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC6041629|XP_001850859.2|CQUI	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC6041630|XP_001850860.2|CQUI	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC6041631|XP_001850861.1|CQUI	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC6031318|XP_038111414.1|CQUI	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC6031321|XP_038111422.1|CQUI	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC6031322|XP_001842137.2|CQUI	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC6051866|XP_001842141.2|CQUI	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC6031333|XP_038109253.1|CQUI	LOC120767249|XP_039949037.1|BTRY
OG0006917	LOC6031339|XP_038110075.1|CQUI	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC6031341|XP_001842154.1|CQUI	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC6037080|XP_001847031.2|CQUI	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC6053632|XP_038111298.1|CQUI	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC6053636|XP_001869685.2|CQUI	LOC120767616|XP_039949705.1|BTRY
OG0006924	LOC6043310|XP_001870925.1|CQUI	LOC120769189|XP_039952015.1|BTRY
OG0006925	LOC6043312|XP_001870927.1|CQUI	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC6036356|XP_038109987.1|CQUI	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC6036353|XP_038112666.1|CQUI	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC6031385|XP_038111938.1|CQUI	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC6037374|XP_038107872.1|CQUI	LOC120767463|XP_039949480.1|BTRY
OG0006930	LOC6037378|XP_038112499.1|CQUI	LOC120769526|XP_039952498.1|BTRY
OG0006931	LOC6041499|XP_001850750.1|CQUI	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC6041489|XP_001850740.1|CQUI	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC6041485|XP_001850737.1|CQUI	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC6051265|XP_038108272.1|CQUI	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC6049915|XP_001866599.1|CQUI	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC6044608|XP_038107243.1|CQUI	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC6044591|XP_001862082.1|CQUI	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC6044593|XP_001862084.1|CQUI	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC6044595|XP_038108152.1|CQUI	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC6050050|XP_038110124.1|CQUI	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC6031856|XP_038114214.1|CQUI	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC6037121|XP_038107650.1|CQUI	LOC120770976|XP_039954645.1|BTRY
OG0006943	LOC6031934|XP_038112746.1|CQUI	LOC120767899|XP_039950177.1|BTRY
OG0006944	LOC6031938|XP_038107535.1|CQUI	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC6038102|XP_038111511.1|CQUI	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC6050060|XP_001866727.2|CQUI	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC6031959|XP_001842635.2|CQUI	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC6031775|XP_038113613.1|CQUI	LOC120769249|XP_039952085.1|BTRY
OG0006949	LOC6031795|XP_001842503.2|CQUI	LOC120769423|XP_039952339.1|BTRY
OG0006950	LOC6044462|XP_001861976.2|CQUI	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC119767758|XP_038113115.1|CQUI	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC6041556|XP_038112759.1|CQUI	LOC120782077|XP_039970165.1|BTRY
