Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0007178	LOC6046352|XP_001863569.2|CQUI	CG8202|NP_649826.3|DMEL
OG0007179	LOC6046354|XP_001863571.2|CQUI	CG2656|NP_649699.1|DMEL
OG0007180	LOC6046355|XP_001863572.2|CQUI	POLDIP2|NP_730934.1|DMEL
OG0007181	LOC6052289|XP_001868580.2|CQUI	wds|NP_524984.1|DMEL
OG0007182	LOC6043573|XP_038116337.1|CQUI	Naam|NP_732446.1|DMEL
OG0007183	LOC6043570|XP_038121534.1|CQUI	GluClalpha|NP_001287408.1|DMEL
OG0007184	LOC6043569|XP_038121532.1|CQUI	CG7432|NP_650825.2|DMEL
OG0007185	LOC6043561|XP_001859930.1|CQUI	ND-B8|NP_652341.1|DMEL
OG0007186	LOC6051495|XP_038115684.1|CQUI	Sulf1|NP_524987.1|DMEL
OG0007187	LOC6045114|XP_038122188.1|CQUI	Nf1|NP_733132.2|DMEL
OG0007188	LOC6045115|XP_001862519.2|CQUI	CG3744|NP_001262935.1|DMEL
OG0007189	LOC6045117|XP_001862522.2|CQUI	CG8199|NP_649905.1|DMEL
OG0007190	LOC6045112|XP_038115331.1|CQUI	Taf12|NP_524320.1|DMEL
OG0007191	LOC6045124|XP_038119942.1|CQUI	Edc3|NP_648992.1|DMEL
OG0007192	LOC6049904|XP_038118980.1|CQUI	Tango2|NP_001245654.1|DMEL
OG0007193	LOC6049902|XP_038118089.1|CQUI	CG2691|NP_572906.2|DMEL
OG0007194	LOC6048705|XP_001865583.2|CQUI	Sas10|NP_572215.1|DMEL
OG0007195	LOC6049101|XP_001865911.1|CQUI	BBS5|NP_649499.1|DMEL
OG0007196	LOC6046219|XP_038119138.1|CQUI	CG5938|NP_733210.1|DMEL
OG0007197	LOC6046233|XP_001863461.2|CQUI	Gbs-70E|NP_648708.2|DMEL
OG0007198	LOC6047453|XP_038121279.1|CQUI	ort|NP_524406.1|DMEL
OG0007199	LOC6047440|XP_038116568.1|CQUI	CG7156|NP_650697.1|DMEL
OG0007200	LOC6047436|XP_038116488.1|CQUI	prd1|NP_650115.1|DMEL
OG0007201	LOC6039338|XP_001848962.2|CQUI	Smyd4-2|NP_648574.1|DMEL
OG0007202	LOC6039337|XP_001848961.2|CQUI	CG42514|NP_730171.1|DMEL
OG0007203	LOC6039326|XP_001848954.2|CQUI	CG33158|NP_788515.1|DMEL
OG0007204	LOC6039331|XP_001848957.2|CQUI	CG8939|NP_573099.1|DMEL
OG0007205	LOC6039324|XP_001848952.2|CQUI	TyrRS|NP_648895.1|DMEL
OG0007206	LOC6039322|XP_038119226.1|CQUI	Csk|NP_731611.2|DMEL
OG0007207	LOC6039318|XP_001848948.2|CQUI	CG10425|NP_651363.1|DMEL
OG0007208	LOC6039317|XP_038119229.1|CQUI	MBD-like|NP_001262421.1|DMEL
OG0007209	LOC6039342|XP_001848946.2|CQUI	CG9393|NP_649908.1|DMEL
OG0007210	LOC6039313|XP_001848945.2|CQUI	Nup58|NP_650821.2|DMEL
OG0007211	LOC6039341|XP_038118936.1|CQUI	Elp1|NP_001262478.1|DMEL
OG0007212	LOC6047793|XP_038120000.1|CQUI	CG7943|NP_651766.1|DMEL
OG0007213	LOC6039473|XP_001849077.1|CQUI	Ufm1|NP_001097354.1|DMEL
OG0007214	LOC6039476|XP_038118879.1|CQUI	GlcAT-P|NP_648448.1|DMEL
OG0007215	LOC6050622|XP_001867195.2|CQUI	Dtd|NP_650072.2|DMEL
OG0007216	LOC6045187|XP_038117409.1|CQUI	Spn100A|NP_651818.1|DMEL
OG0007217	LOC6045183|XP_001862578.1|CQUI	eIF6|NP_659573.1|DMEL
OG0007218	LOC6045168|XP_001862567.1|CQUI	CG2126|NP_001263153.1|DMEL
OG0007219	LOC6047886|XP_038116171.1|CQUI	CG6966|NP_001097796.1|DMEL
OG0007220	LOC6043262|XP_038120890.1|CQUI	Sgsh|NP_650760.1|DMEL
OG0007221	LOC6043257|XP_001857988.1|CQUI	Exo84|NP_996299.1|DMEL
OG0007222	LOC6043247|XP_038115844.1|CQUI	AdamTS-A|NP_996218.1|DMEL
OG0007223	LOC6034970|XP_001845226.2|CQUI	nero|NP_651887.1|DMEL
OG0007224	LOC6034969|XP_001845225.2|CQUI	CG5555|NP_001262724.1|DMEL
OG0007225	LOC6034984|XP_038118572.1|CQUI	l_3_neo43|NP_650443.3|DMEL
OG0007226	LOC6034985|XP_001845235.2|CQUI	p|NP_649810.1|DMEL
OG0007227	LOC6034986|XP_001845236.2|CQUI	Myt1|NP_647987.2|DMEL
OG0007228	LOC6034987|XP_038119877.1|CQUI	dyl|NP_647890.2|DMEL
OG0007229	LOC6052122|XP_001868438.1|CQUI	Idi|NP_650962.1|DMEL
OG0007230	LOC6040341|XP_038120787.1|CQUI	Prx5|NP_001027191.1|DMEL
OG0007231	LOC6040346|XP_038114820.1|CQUI	Cog1|NP_650162.1|DMEL
OG0007232	LOC6040349|XP_038118675.1|CQUI	Dhc64C|NP_001261432.1|DMEL
OG0007233	LOC6040351|XP_001849754.2|CQUI	CG13708|NP_647933.1|DMEL
OG0007234	LOC6044684|XP_001862159.1|CQUI	CG13704|NP_647939.1|DMEL
OG0007235	LOC6044683|XP_038118764.1|CQUI	Dnah3|NP_647937.2|DMEL
OG0007236	LOC6054717|XP_038118576.1|CQUI	Archease|NP_650975.1|DMEL
OG0007237	LOC6039409|XP_038118575.1|CQUI	CG11753|NP_649809.1|DMEL
OG0007238	LOC6039788|XP_038121675.1|CQUI	apolpp|NP_524634.2|DMEL
OG0007239	LOC6051110|XP_038120264.1|CQUI	spartin|NP_649485.1|DMEL
OG0007240	LOC6051116|XP_038116031.1|CQUI	CG18599|NP_650701.1|DMEL
OG0007241	LOC6042885|XP_001870854.2|CQUI	CG6769|NP_573252.1|DMEL
OG0007242	LOC6053665|XP_038116260.1|CQUI	mnb|NP_728107.2|DMEL
OG0007243	LOC6054206|XP_038120597.1|CQUI	Lgr4|NP_001285192.1|DMEL
OG0007244	LOC6052121|XP_001868439.2|CQUI	Ttc26|NP_650486.1|DMEL
OG0007245	LOC6035000|XP_038115745.1|CQUI	CG31019|NP_733391.1|DMEL
OG0007246	LOC6035010|XP_038119415.1|CQUI	trus|NP_650205.1|DMEL
OG0007247	LOC6035022|XP_038115522.1|CQUI	CG8485|NP_610942.2|DMEL
OG0007248	LOC6051462|XP_001867900.2|CQUI	CG42376|NP_001138136.1|DMEL
OG0007249	LOC6050290|XP_038121343.1|CQUI	Hers|NP_608360.2|DMEL
OG0007250	LOC6038163|XP_001847996.2|CQUI	CG32687|NP_727428.1|DMEL
OG0007251	LOC6038159|XP_038115493.1|CQUI	CG11760|NP_649819.1|DMEL
OG0007252	LOC6038154|XP_038121561.1|CQUI	Teh1|NP_001262442.1|DMEL
OG0007253	LOC6038144|XP_038121184.1|CQUI	CG13074|NP_648835.1|DMEL
OG0007254	LOC6049546|XP_038119000.1|CQUI	CG7985|NP_650689.1|DMEL
OG0007255	LOC6041226|XP_001850518.1|CQUI	CG14194|NP_573360.1|DMEL
OG0007256	LOC6041230|XP_001850522.1|CQUI	Snr1|NP_730935.1|DMEL
OG0007257	LOC6041225|XP_038116560.1|CQUI	Mat89Ba|NP_650530.2|DMEL
OG0007258	LOC6041217|XP_038116326.1|CQUI	gish|NP_001262624.1|DMEL
OG0007259	LOC6050950|XP_038121571.1|CQUI	su_w[a]_|NP_476756.2|DMEL
OG0007260	LOC6050949|XP_038121290.1|CQUI	CG6910|NP_648556.3|DMEL
OG0007261	LOC6054034|XP_001870014.2|CQUI	insb|NP_611216.1|DMEL
OG0007262	LOC6049610|XP_038115906.1|CQUI	usp|NP_476781.1|DMEL
OG0007263	LOC6052876|XP_001869064.2|CQUI	CG5262|NP_649223.1|DMEL
OG0007264	LOC6049885|XP_038117772.1|CQUI	IleRS|NP_730716.1|DMEL
OG0007265	LOC6052590|XP_001868830.2|CQUI	CG3226|NP_572332.1|DMEL
OG0007266	LOC6040338|XP_038120783.1|CQUI	bon|NP_001262765.1|DMEL
OG0007267	LOC6040299|XP_001849726.1|CQUI	CG12321|NP_650685.1|DMEL
OG0007268	LOC119769781|XP_038119310.1|CQUI	adp|NP_611296.2|DMEL
OG0007269	LOC6047744|XP_038121230.1|CQUI	CG11380|NP_569891.1|DMEL
OG0007270	LOC6047737|XP_038120862.1|CQUI	trx|NP_476769.1|DMEL
OG0007271	LOC6047735|XP_001864754.2|CQUI	CG9590|NP_650488.1|DMEL
OG0007272	LOC6047734|XP_001864753.2|CQUI	vito|NP_729096.1|DMEL
OG0007273	LOC6047731|XP_038116566.1|CQUI	ZnT86D|NP_650049.1|DMEL
OG0007274	LOC6047729|XP_001864748.1|CQUI	CG5359|NP_649966.1|DMEL
OG0007275	LOC6047725|XP_001864746.2|CQUI	PIG-B|NP_647832.1|DMEL
OG0007276	LOC6047724|XP_001864745.2|CQUI	IntS10|NP_647830.1|DMEL
OG0007277	LOC6048466|XP_038116178.1|CQUI	CapaR|NP_996140.1|DMEL
OG0007278	LOC6048493|XP_038116885.1|CQUI	CG5026|NP_001163392.1|DMEL
OG0007279	LOC6048492|XP_038116085.1|CQUI	RasGAP1|NP_001261664.1|DMEL
OG0007280	LOC6048494|XP_038116124.1|CQUI	Ac78C|NP_001262138.1|DMEL
OG0007281	LOC6039132|XP_001848793.2|CQUI	CG42488|NP_001163729.1|DMEL
OG0007282	LOC119765004|XP_038118190.1|CQUI	CG5116|NP_651399.2|DMEL
OG0007283	LOC6039137|XP_001848797.1|CQUI	CG14544|NP_651461.1|DMEL
OG0007284	LOC6046876|XP_001864005.1|CQUI	CG31229|NP_732364.1|DMEL
OG0007285	LOC6046872|XP_001864004.1|CQUI	car|NP_001259707.1|DMEL
OG0007286	LOC6053746|XP_038114996.1|CQUI	Tao|NP_728267.1|DMEL
OG0007287	LOC6046881|XP_038114898.1|CQUI	Dbp21E2|NP_608544.1|DMEL
OG0007288	LOC6053749|XP_038114895.1|CQUI	Marf|NP_572320.2|DMEL
OG0007289	LOC6046886|XP_001864014.1|CQUI	CG3566|NP_572304.5|DMEL
OG0007290	LOC6047589|XP_001864628.2|CQUI	Non3|NP_650694.2|DMEL
OG0007291	LOC6045152|XP_001862552.2|CQUI	Mcm3|NP_511048.2|DMEL
OG0007292	LOC6045144|XP_001862544.2|CQUI	mRpS30|NP_511167.1|DMEL
OG0007293	LOC6054245|XP_038121687.1|CQUI	CG12290|NP_651470.1|DMEL
OG0007294	LOC6036958|XP_038118086.1|CQUI	GlyS|NP_731967.2|DMEL
OG0007295	LOC6050139|XP_038119309.1|CQUI	CG4520|NP_650483.1|DMEL
OG0007296	LOC6054341|XP_038119261.1|CQUI	Pkc98E|NP_524545.2|DMEL
OG0007297	LOC6054100|XP_001870071.2|CQUI	CG14325|NP_650641.2|DMEL
OG0007298	LOC6040426|XP_038120934.1|CQUI	RpL35A|NP_649539.1|DMEL
OG0007299	LOC6053921|XP_001869925.2|CQUI	ich|NP_649848.2|DMEL
OG0007300	LOC6039815|XP_001849328.2|CQUI	bor|NP_524996.1|DMEL
OG0007301	LOC6039805|XP_038118952.1|CQUI	Xe7|NP_730984.1|DMEL
OG0007302	LOC6050141|XP_038117593.1|CQUI	kkv|NP_730928.2|DMEL
OG0007304	LOC6051687|XP_001868085.2|CQUI	Pgant35A|NP_652069.2|DMEL
OG0007305	LOC6039720|XP_001849274.2|CQUI	mRpS26|NP_524134.1|DMEL
OG0007306	LOC6039719|XP_001849273.2|CQUI	RpIIIC53|NP_649028.3|DMEL
OG0007307	LOC6039698|XP_001849257.1|CQUI	Akt1|NP_732113.3|DMEL
OG0007308	LOC6039693|XP_001849254.2|CQUI	CG13972|NP_651566.1|DMEL
OG0007309	LOC6041424|XP_038120737.1|CQUI	tx|NP_524516.2|DMEL
OG0007310	LOC6046677|XP_038118034.1|CQUI	Uck|NP_001138105.1|DMEL
OG0007311	LOC6046675|XP_038118072.1|CQUI	crb|NP_001247284.1|DMEL
OG0007312	LOC6046657|XP_038118075.1|CQUI	Atg9|NP_001261023.1|DMEL
OG0007313	LOC6032503|XP_001843092.2|CQUI	CG2260|NP_572441.1|DMEL
OG0007314	LOC6032508|XP_038120405.1|CQUI	D2hgdh|NP_569982.1|DMEL
OG0007315	LOC6032521|XP_038116776.1|CQUI	CG43901|NP_001096948.2|DMEL
OG0007316	LOC6032533|XP_001843114.2|CQUI	CG11447|NP_650835.1|DMEL
OG0007317	LOC6032541|XP_038120332.1|CQUI	Hat1|NP_649587.1|DMEL
OG0007318	LOC6032545|XP_038120057.1|CQUI	kat-60L1|NP_001163523.1|DMEL
OG0007319	LOC6053704|XP_038115651.1|CQUI	CG32104|NP_648573.2|DMEL
OG0007320	LOC6050267|XP_038121621.1|CQUI	Sirt6|NP_649990.2|DMEL
OG0007321	LOC6048876|XP_038119756.1|CQUI	CG3078|NP_001356930.1|DMEL
OG0007322	LOC6042557|XP_038117378.1|CQUI	CG11638|NP_569879.1|DMEL
OG0007323	LOC6042554|XP_038120330.1|CQUI	Vsp37A|NP_525034.2|DMEL
OG0007324	LOC6039525|XP_001849126.1|CQUI	Vha26|NP_524237.1|DMEL
OG0007325	LOC6039524|XP_001849125.1|CQUI	mRpL45|NP_651072.1|DMEL
OG0007326	LOC6039523|XP_001849124.1|CQUI	kra|NP_524238.1|DMEL
OG0007327	LOC119770438|XP_038121278.1|CQUI	Alg2|NP_647772.1|DMEL
OG0007328	LOC6054547|XP_038114867.1|CQUI	CG6136|NP_650460.1|DMEL
OG0007329	LOC6046748|XP_038116760.1|CQUI	CG31098|NP_733091.1|DMEL
OG0007330	LOC6042278|XP_038114747.1|CQUI	RhoGAP16F|NP_001285400.1|DMEL
OG0007331	LOC6042275|XP_038114745.1|CQUI	svr|NP_996319.1|DMEL
OG0007332	LOC6042272|XP_038115601.1|CQUI	slgA|NP_523433.2|DMEL
OG0007333	LOC6051286|XP_038119993.1|CQUI	CG14894|NP_650543.1|DMEL
OG0007334	LOC6050406|XP_001867021.2|CQUI	Rad1|NP_477440.1|DMEL
OG0007335	LOC6037586|XP_038122087.1|CQUI	UGP|NP_648300.3|DMEL
OG0007336	LOC6037581|XP_001847477.2|CQUI	CG2540|NP_572818.1|DMEL
OG0007337	LOC6037583|XP_038119443.1|CQUI	CG32176|NP_730271.1|DMEL
OG0007338	LOC119770638|XP_038121826.1|CQUI	CG14961|NP_647808.1|DMEL
OG0007339	LOC6037552|XP_001847449.2|CQUI	CG11964|NP_649847.1|DMEL
OG0007340	LOC6044876|XP_038115723.1|CQUI	cpo|NP_001014632.3|DMEL
OG0007341	LOC6041572|XP_038118174.1|CQUI	CG31550|NP_001262285.1|DMEL
OG0007342	LOC6050902|XP_038117798.1|CQUI	DIP-gamma|NP_651649.1|DMEL
OG0007343	LOC6039226|XP_038114944.1|CQUI	nAChRalpha2|NP_524482.1|DMEL
OG0007344	LOC6039227|XP_001848868.2|CQUI	CG5397|NP_608591.1|DMEL
OG0007345	LOC6039224|XP_001848865.2|CQUI	nAChRbeta2|NP_524483.1|DMEL
OG0007346	LOC6039221|XP_001848862.2|CQUI	mRpS6|NP_523925.1|DMEL
OG0007347	LOC6039215|XP_038122045.1|CQUI	Flo2|NP_001259553.1|DMEL
OG0007348	LOC6039212|XP_038122032.1|CQUI	CG9512|NP_572982.1|DMEL
OG0007349	LOC6039208|XP_001848849.2|CQUI	CG9514|NP_572981.1|DMEL
OG0007350	LOC6032720|XP_001843271.2|CQUI	Sirt4|NP_572241.2|DMEL
OG0007351	LOC6032733|XP_038116050.1|CQUI	CG9628|NP_729982.1|DMEL
OG0007352	LOC6032737|XP_038122127.1|CQUI	CG30053|NP_725221.1|DMEL
OG0007353	LOC6032745|XP_001843291.1|CQUI	Vps37B|NP_649518.1|DMEL
OG0007354	LOC6032755|XP_001843297.2|CQUI	CG8142|NP_573245.1|DMEL
OG0007355	LOC6032758|XP_038119583.1|CQUI	plx|NP_001163511.1|DMEL
OG0007356	LOC6032765|XP_038121180.1|CQUI	CG8777|NP_610452.2|DMEL
OG0007357	LOC6032769|XP_038116347.1|CQUI	gpp|NP_731085.2|DMEL
OG0007358	LOC6032775|XP_038116348.1|CQUI	CG31183|NP_650505.2|DMEL
OG0007359	LOC6033829|XP_038117649.1|CQUI	TfIIA-L|NP_476995.1|DMEL
OG0007360	LOC6037755|XP_001847635.1|CQUI	CG33331|NP_996213.1|DMEL
OG0007361	LOC6047426|XP_038122181.1|CQUI	Appl|NP_001245448.1|DMEL
OG0007362	LOC6047425|XP_038121417.1|CQUI	CG10495|NP_609939.1|DMEL
OG0007363	LOC6035844|XP_001845960.1|CQUI	GlcAT-I|NP_726910.1|DMEL
OG0007364	LOC6035842|XP_038120319.1|CQUI	Fas2|NP_001284854.1|DMEL
OG0007365	LOC6035836|XP_038117827.1|CQUI	mei-9|NP_525068.1|DMEL
OG0007366	LOC119768685|XP_038115165.1|CQUI	CG31475|NP_732406.1|DMEL
OG0007367	LOC6035827|XP_038115169.1|CQUI	CG32260|NP_728942.1|DMEL
OG0007368	LOC6035796|XP_038119738.1|CQUI	Rlip|NP_650933.2|DMEL
OG0007369	LOC6042781|XP_038119917.1|CQUI	CG43102|NP_001247156.1|DMEL
OG0007370	LOC6042777|XP_001870783.1|CQUI	Pbp49|NP_610357.1|DMEL
OG0007371	LOC6042766|XP_038116431.1|CQUI	CG14507|NP_001097964.1|DMEL
OG0007372	LOC6038948|XP_038120803.1|CQUI	CG11983|NP_649860.1|DMEL
OG0007373	LOC6038946|XP_001848638.2|CQUI	CG15027|NP_572999.1|DMEL
OG0007374	LOC6033982|XP_001844374.1|CQUI	CG9034|NP_652538.1|DMEL
OG0007375	LOC6034008|XP_038118707.1|CQUI	CG12075|NP_001245582.1|DMEL
OG0007376	LOC6034012|XP_038118783.1|CQUI	pdgy|NP_572988.1|DMEL
OG0007377	LOC6034032|XP_001844416.1|CQUI	SNRPG|NP_573139.1|DMEL
OG0007378	LOC6034035|XP_001844418.2|CQUI	zld|NP_608356.1|DMEL
OG0007379	LOC6034041|XP_001844421.2|CQUI	CG9281|NP_573057.1|DMEL
OG0007380	LOC6034050|XP_001844429.2|CQUI	AMPKalpha|NP_477313.1|DMEL
OG0007381	LOC6049661|XP_001866384.2|CQUI	CG8128|NP_573053.2|DMEL
OG0007382	LOC6036784|XP_001846780.2|CQUI	pn|NP_476684.1|DMEL
OG0007383	LOC6041871|XP_038116828.1|CQUI	trol|NP_001027038.3|DMEL
OG0007384	LOC6046610|XP_001863783.2|CQUI	ND-B14.5A|NP_569984.2|DMEL
OG0007385	LOC6047961|XP_001864943.2|CQUI	IntS2|NP_573232.1|DMEL
OG0007386	LOC6042028|XP_001851190.2|CQUI	RhoGAP5A|NP_727007.1|DMEL
OG0007387	LOC6044848|XP_001862293.2|CQUI	CG15916|NP_573088.1|DMEL
OG0007388	LOC6047964|XP_038121196.1|CQUI	Chc|NP_001096993.1|DMEL
OG0007390	LOC119769951|XP_038119766.1|CQUI	Unc-76|NP_569981.1|DMEL
OG0007393	LOC6046210|XP_038118408.1|CQUI	CG6454|NP_651249.2|DMEL
OG0007394	LOC6053802|XP_038119597.1|CQUI	Actn|NP_477485.1|DMEL
OG0007395	LOC6052895|XP_038119343.1|CQUI	shakB|NP_608410.2|DMEL
OG0007396	LOC6050597|XP_038122261.1|CQUI	ksr|NP_524236.2|DMEL
OG0007398	LOC6039974|XP_038108774.1|CQUI	Tes|NP_611215.1|DMEL
OG0007399	LOC6044091|XP_038112320.1|CQUI	Lim1|NP_572505.1|DMEL
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	CG3587|NP_569965.1|DMEL
OG0007401	LOC6045828|XP_038107665.1|CQUI	Hk|NP_001259401.1|DMEL
OG0007402	LOC6052539|XP_038108406.1|CQUI	CG31221|NP_001262729.1|DMEL
OG0007403	LOC6053523|XP_038109714.1|CQUI	Ino80|NP_732413.1|DMEL
OG0007404	LOC6045498|XP_038110164.1|CQUI	unc79|NP_650795.2|DMEL
OG0007405	LOC6031509|XP_001842299.2|CQUI	GlnRS|NP_524841.1|DMEL
OG0007406	LOC6044665|XP_001862144.2|CQUI	ArgRS-m|NP_649745.3|DMEL
OG0007408	LOC119767372|XP_038111770.1|CQUI	Sfxn2|NP_649086.2|DMEL
OG0007409	LOC119768052|XP_038114318.1|CQUI	CG15628|NP_001260047.1|DMEL
OG0007410	LOC6039948|XP_038108127.1|CQUI	sl|NP_476726.2|DMEL
OG0007411	LOC6039945|XP_001849440.1|CQUI	mRpL14|NP_525048.1|DMEL
OG0007412	LOC6039944|XP_001849439.1|CQUI	Hlc|NP_523434.2|DMEL
OG0007413	LOC6046176|XP_038107502.1|CQUI	mlt|NP_610562.1|DMEL
OG0007414	LOC6033792|XP_001844194.1|CQUI	CG3704|NP_569872.1|DMEL
OG0007415	LOC6033772|XP_038111199.1|CQUI	Mks1|NP_572804.1|DMEL
OG0007416	LOC6033770|XP_038110197.1|CQUI	Smr|NP_001259491.1|DMEL
OG0007417	LOC6033766|XP_038112132.1|CQUI	CG3009|NP_572180.1|DMEL
OG0007418	LOC6031517|XP_038109990.1|CQUI	eIF3c|NP_611242.1|DMEL
OG0007419	LOC6031507|XP_001842297.2|CQUI	PR-Set7|NP_650354.1|DMEL
OG0007420	LOC6031504|XP_038108404.1|CQUI	mRpL18|NP_610818.1|DMEL
OG0007421	LOC6031479|XP_038114148.1|CQUI	Pi4KIIIalpha|NP_001259191.1|DMEL
OG0007422	LOC6031453|XP_001842257.2|CQUI	CG13760|NP_570010.3|DMEL
OG0007423	LOC6031451|XP_001842255.2|CQUI	CG17841|NP_001356938.1|DMEL
OG0007424	LOC6041152|XP_001850451.1|CQUI	mRpL2|NP_524022.1|DMEL
OG0007425	LOC6041150|XP_038110612.1|CQUI	CG9368|NP_730432.1|DMEL
OG0007426	LOC6041146|XP_038106456.1|CQUI	l_1_G0020|NP_572503.1|DMEL
OG0007427	LOC6041143|XP_038106457.1|CQUI	par-6|NP_573238.1|DMEL
OG0007428	LOC6046924|XP_038112899.1|CQUI	raskol|NP_001285388.1|DMEL
OG0007429	LOC6053225|XP_038106428.1|CQUI	ppk6|NP_611461.3|DMEL
OG0007430	LOC6046816|XP_001863955.1|CQUI	CG9205|NP_612075.1|DMEL
OG0007431	LOC6046821|XP_038109940.1|CQUI	mRpS2|NP_523473.2|DMEL
OG0007432	LOC6037749|XP_038110621.1|CQUI	CG14450|NP_649411.1|DMEL
OG0007433	LOC6040041|XP_001849510.2|CQUI	hdm|NP_572422.1|DMEL
OG0007434	LOC6040051|XP_038108299.1|CQUI	CG32091|NP_729728.1|DMEL
OG0007435	LOC6040056|XP_001849527.2|CQUI	CG11658|NP_648498.1|DMEL
OG0007436	LOC6033394|XP_038110307.1|CQUI	mTerf3|NP_649240.1|DMEL
OG0007437	LOC6042518|XP_038113928.1|CQUI	Tdrd3|NP_648724.1|DMEL
OG0007438	LOC6042530|XP_038113280.1|CQUI	kug|NP_001027138.2|DMEL
OG0007439	LOC6046812|XP_001863953.2|CQUI	CG14286|NP_650772.1|DMEL
OG0007440	LOC6036918|XP_038107775.1|CQUI	fog|NP_523438.1|DMEL
OG0007441	LOC6034259|XP_001844604.2|CQUI	Cep89|NP_611053.1|DMEL
OG0007442	LOC6034252|XP_001844597.2|CQUI	Arp5|NP_650684.1|DMEL
OG0007443	LOC6034250|XP_038112638.1|CQUI	angel|NP_477204.1|DMEL
OG0007444	LOC6038557|XP_001848343.1|CQUI	ND-B15|NP_610985.1|DMEL
OG0007445	LOC6038556|XP_038112945.1|CQUI	Trs31|NP_610986.1|DMEL
OG0007446	LOC6038560|XP_001848346.2|CQUI	CG10341|NP_609898.1|DMEL
OG0007447	LOC6038567|XP_001848353.1|CQUI	RpS26|NP_523595.1|DMEL
OG0007448	LOC6054195|XP_038109726.1|CQUI	dgo|NP_610614.1|DMEL
OG0007449	LOC6048688|XP_038111186.1|CQUI	CG5964|NP_648507.1|DMEL
OG0007450	LOC6048689|XP_001865568.2|CQUI	CG31648|NP_723086.1|DMEL
OG0007451	LOC6032416|XP_038107925.1|CQUI	Hip14|NP_001261910.1|DMEL
OG0007452	LOC6052139|XP_001868453.2|CQUI	DNApol-delta|NP_524099.2|DMEL
OG0007453	LOC6032409|XP_038109767.1|CQUI	Ube3a|NP_648452.1|DMEL
OG0007454	LOC6045051|XP_038113060.1|CQUI	DCP2|NP_001246776.1|DMEL
OG0007455	LOC6052625|XP_038110734.1|CQUI	EloC|NP_523794.1|DMEL
OG0007456	LOC6052628|XP_038111283.1|CQUI	Ada3|NP_001259667.1|DMEL
OG0007457	LOC6033401|XP_038108190.1|CQUI	scf|NP_477392.1|DMEL
OG0007458	LOC6033396|XP_001843852.1|CQUI	RpL21|NP_610144.1|DMEL
OG0007459	LOC6033398|XP_001843853.2|CQUI	Usp12-46|NP_651099.1|DMEL
OG0007460	LOC6033391|XP_001843846.1|CQUI	eIF3b|NP_611228.1|DMEL
OG0007461	LOC6040077|XP_038107629.1|CQUI	gig|NP_524177.1|DMEL
OG0007462	LOC6040080|XP_001849549.1|CQUI	CG6931|NP_648536.1|DMEL
OG0007463	LOC6040081|XP_038111834.1|CQUI	CG6938|NP_001261733.1|DMEL
OG0007464	LOC6040082|XP_038108942.1|CQUI	CG42674|NP_649182.4|DMEL
OG0007465	LOC6035464|XP_038113361.1|CQUI	CG10713|NP_648645.1|DMEL
OG0007466	LOC6033417|XP_038112021.1|CQUI	Buffy|NP_523702.1|DMEL
OG0007467	LOC6033411|XP_038113725.1|CQUI	Opbp|NP_724479.1|DMEL
OG0007468	LOC6038551|XP_001848337.2|CQUI	NiPp1|NP_611177.1|DMEL
OG0007469	LOC6034243|XP_001844589.2|CQUI	not|NP_524140.2|DMEL
OG0007470	LOC119767800|XP_038113259.1|CQUI	CG3430|NP_542438.1|DMEL
OG0007471	LOC6051162|XP_038110767.1|CQUI	CG6472|NP_611166.2|DMEL
OG0007472	LOC6048276|XP_001865216.2|CQUI	CG14414|NP_001285240.1|DMEL
OG0007473	LOC6045980|XP_001863250.2|CQUI	kin17|NP_649212.2|DMEL
OG0007474	LOC6043659|XP_038112098.1|CQUI	CG12344|NP_610619.2|DMEL
OG0007475	LOC6049071|XP_001865890.2|CQUI	SP1173|NP_648053.1|DMEL
OG0007476	LOC6040770|XP_038112122.1|CQUI	Fpgs|NP_572814.1|DMEL
OG0007477	LOC6051638|XP_038114197.1|CQUI	Sec16|NP_001285158.1|DMEL
OG0007478	LOC6040783|XP_038111206.1|CQUI	TBC1D16|NP_609403.2|DMEL
OG0007479	LOC6051163|XP_001867645.2|CQUI	deltaCOP|NP_652012.1|DMEL
OG0007480	LOC6051165|XP_038112960.1|CQUI	CG45105|NP_732085.1|DMEL
OG0007481	LOC6037974|XP_001847824.2|CQUI	Sc2|NP_647836.2|DMEL
OG0007482	LOC6045068|XP_001862480.2|CQUI	CG8372|NP_723362.1|DMEL
OG0007483	LOC6051367|XP_038114427.1|CQUI	dmpd|NP_610555.1|DMEL
OG0007484	LOC119766793|XP_038108541.1|CQUI	rngo|NP_573129.1|DMEL
OG0007485	LOC6042625|XP_001870687.2|CQUI	Coa7|NP_001036323.1|DMEL
OG0007486	LOC6042627|XP_001870689.2|CQUI	Arp10|NP_608338.1|DMEL
OG0007487	LOC6042623|XP_038108537.1|CQUI	mav|NP_524626.1|DMEL
OG0007488	LOC6037713|XP_038114458.1|CQUI	CG13247|NP_649215.2|DMEL
OG0007489	LOC6037720|XP_038114456.1|CQUI	ScsbetaA|NP_001163558.1|DMEL
OG0007490	LOC6037735|XP_038111156.1|CQUI	RpIIIC160|NP_001096987.2|DMEL
