Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC6631366|XP_002055294.2|DVIR
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC6636725|XP_015023785.1|DVIR
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC6632143|XP_015026432.2|DVIR
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC6632144|XP_002055396.1|DVIR
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC6633808|XP_002057097.1|DVIR
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC6630782|XP_015026841.1|DVIR
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC6623596|XP_002046184.1|DVIR
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC6632732|XP_002056055.1|DVIR
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC6632852|XP_002056250.2|DVIR
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC6631527|XP_002055334.1|DVIR
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC6630195|XP_002054096.2|DVIR
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC6632583|XP_002056223.1|DVIR
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC6635548|XP_002059095.1|DVIR
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC6628524|XP_002051682.2|DVIR
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC6633663|XP_015025569.1|DVIR
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC6622689|XP_002047234.1|DVIR
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC6631748|XP_002055040.2|DVIR
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC6633521|XP_002057069.1|DVIR
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC6631431|XP_002055539.2|DVIR
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC6634463|XP_032296369.1|DVIR
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC6632201|XP_002054944.1|DVIR
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC6631793|XP_032296086.1|DVIR
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC6631969|XP_002055016.1|DVIR
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC6634410|XP_002057931.1|DVIR
OG0006302	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI	LOC6634454|XP_002058173.1|DVIR
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC6626903|XP_015030175.1|DVIR
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC6629696|XP_002053977.1|DVIR
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC6629693|XP_032292741.1|DVIR
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC26530829|XP_032296670.1|DVIR
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC6629366|XP_032294813.1|DVIR
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC6631981|XP_002055606.1|DVIR
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC6631846|XP_032295713.1|DVIR
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC6629422|XP_002054354.1|DVIR
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC6634469|XP_002058240.2|DVIR
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC6634468|XP_002058239.1|DVIR
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC6634575|XP_002058076.1|DVIR
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC6632831|XP_032289792.1|DVIR
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC6636327|XP_002059926.1|DVIR
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC6634615|XP_002058100.1|DVIR
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC6631979|XP_002055604.1|DVIR
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC6627264|XP_002049920.1|DVIR
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC6631628|XP_032295528.1|DVIR
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC6636037|XP_002059642.2|DVIR
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC6631673|XP_002055415.2|DVIR
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC6636020|XP_002059544.1|DVIR
OG0006325	LOC6038422|XP_038105666.1|CQUI	LOC6631112|XP_002054136.1|DVIR
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC6623548|XP_002048240.1|DVIR
OG0006327	LOC6049479|XP_038114496.1|CQUI	LOC6629757|XP_002053899.1|DVIR
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC6635166|XP_015024873.1|DVIR
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC6633789|XP_032296523.1|DVIR
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC6631123|XP_015026974.1|DVIR
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC6636108|XP_002059650.1|DVIR
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC6633499|XP_015025566.1|DVIR
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC6631783|XP_032295560.1|DVIR
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC6633523|XP_032296586.1|DVIR
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC6630957|XP_002054734.1|DVIR
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC6631873|XP_002055734.1|DVIR
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC6635287|XP_032289304.1|DVIR
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC6634426|XP_002057938.1|DVIR
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC6631724|XP_032295527.1|DVIR
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC26531736|XP_032295525.1|DVIR
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC6631725|XP_015026356.1|DVIR
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC6631657|XP_032295463.1|DVIR
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC6629533|XP_032293012.1|DVIR
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC6634872|XP_002058601.1|DVIR
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC6630523|XP_015027033.1|DVIR
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC6636694|XP_015023787.1|DVIR
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC6631500|XP_002055007.1|DVIR
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC6632219|XP_002055887.2|DVIR
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC6636136|XP_002059530.1|DVIR
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC6626094|XP_002049403.1|DVIR
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC6633177|XP_032289583.1|DVIR
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC6632070|XP_002055037.2|DVIR
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC6633719|XP_002057084.1|DVIR
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC6634549|XP_015025109.1|DVIR
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC6622244|XP_002046369.3|DVIR
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC6634886|XP_002058505.1|DVIR
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC6634817|XP_032296293.1|DVIR
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC6633190|XP_002056677.1|DVIR
OG0006362	LOC6053338|XP_038108345.1|CQUI	LOC6633329|XP_015025461.1|DVIR
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC6635421|XP_032295484.1|DVIR
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC26531744|XP_015028981.1|DVIR
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC6631957|XP_002055220.1|DVIR
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC6631902|XP_002055214.3|DVIR
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC6631391|XP_032295916.1|DVIR
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC6629832|XP_002054532.1|DVIR
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC6629835|XP_032295362.1|DVIR
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC6630193|XP_002054094.1|DVIR
OG0006372	LOC6038653|XP_038105014.1|CQUI	LOC6630243|XP_032292516.1|DVIR
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC6631710|XP_032295871.1|DVIR
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC6633635|XP_002057279.1|DVIR
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC6633746|XP_002057031.1|DVIR
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC6631829|XP_002055471.1|DVIR
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC6633674|XP_002056933.1|DVIR
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC6634532|XP_002057961.1|DVIR
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC6636103|XP_002059645.1|DVIR
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC6633830|XP_002057109.1|DVIR
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC6634643|XP_002058042.3|DVIR
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC6633862|XP_002056964.1|DVIR
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC6633524|XP_002057072.1|DVIR
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC6633525|XP_002057073.1|DVIR
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC6630362|XP_002054898.1|DVIR
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC6632470|XP_002056171.1|DVIR
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC6633391|XP_002056802.1|DVIR
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC6627729|XP_002051746.2|DVIR
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC6630546|XP_002054417.1|DVIR
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC6632819|XP_002055906.1|DVIR
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC6634825|XP_002058214.1|DVIR
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC6634721|XP_002058320.3|DVIR
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC6634534|XP_002057963.1|DVIR
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC6633849|XP_002057201.1|DVIR
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC6633850|XP_002057202.1|DVIR
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC6622831|XP_032290925.1|DVIR
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC6629417|XP_002053151.3|DVIR
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC6632964|XP_032289720.1|DVIR
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC6632963|XP_002056353.2|DVIR
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC6622259|XP_032290452.1|DVIR
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC6630221|XP_002054795.1|DVIR
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC6635540|XP_002059087.1|DVIR
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC6634424|XP_002057936.1|DVIR
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC6633666|XP_002056925.1|DVIR
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC6633684|XP_002057289.2|DVIR
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC6636657|XP_002060135.1|DVIR
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC6634920|XP_002058680.1|DVIR
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC6631035|XP_015027593.1|DVIR, LOC116650264|XP_032289393.1|DVIR
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC6630210|XP_032294108.1|DVIR
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC6631336|XP_002055773.1|DVIR
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC6636060|XP_002059591.2|DVIR
OG0006417	LOC6043999|XP_001861577.1|CQUI	LOC6634123|XP_002057724.1|DVIR
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC6631798|XP_002055377.2|DVIR
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC6631059|XP_002054225.1|DVIR
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC6630776|XP_002054810.1|DVIR
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC6627988|XP_032293714.1|DVIR
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC6627995|XP_002051432.1|DVIR
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC6630564|XP_002054381.1|DVIR
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC6630565|XP_002054382.1|DVIR
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC6630562|XP_002054379.1|DVIR
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC6630075|XP_002054378.1|DVIR
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC6635143|XP_015024890.1|DVIR
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC6631189|XP_015026836.1|DVIR
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC6624081|XP_002048105.1|DVIR
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC6630989|XP_002053234.1|DVIR
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC6635083|XP_032289355.1|DVIR
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC6629126|XP_002052392.2|DVIR
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC6632232|XP_032288907.1|DVIR
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC6622359|XP_002048530.1|DVIR
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC6631784|XP_032295726.1|DVIR
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC6627770|XP_002052832.1|DVIR
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC6630374|XP_002054349.1|DVIR
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC6630373|XP_002054348.2|DVIR
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC6635173|XP_002058577.2|DVIR
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC6629405|XP_002053062.1|DVIR
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC6629315|XP_032291458.1|DVIR
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC6633077|XP_002056149.1|DVIR
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC6631447|XP_002054958.3|DVIR
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC6629860|XP_002052946.2|DVIR
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC6629490|XP_032288945.1|DVIR
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC6635058|XP_002058625.1|DVIR
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC6635061|XP_032294942.1|DVIR
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC6627982|XP_002052694.1|DVIR
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC6635462|XP_015024614.1|DVIR
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC6628991|XP_002052122.1|DVIR
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC6623547|XP_002046882.1|DVIR
OG0006455	LOC119768510|XP_038114495.1|CQUI	LOC6634996|XP_032294886.1|DVIR
OG0006456	LOC6035573|XP_001845728.1|CQUI	LOC6629919|XP_002054553.1|DVIR
OG0006457	LOC6035550|XP_001845708.2|CQUI	LOC6632249|XP_002056078.1|DVIR
OG0006459	LOC6034924|XP_038111384.1|CQUI	LOC6629638|XP_032294973.1|DVIR
OG0006460	LOC6044849|XP_001862294.2|CQUI	LOC6634858|XP_002058648.1|DVIR
OG0006461	LOC6045194|XP_001862589.1|CQUI	LOC6635203|XP_002058478.2|DVIR
OG0006462	LOC6045197|XP_001862592.2|CQUI	LOC6630028|XP_002054478.3|DVIR
OG0006463	LOC6045203|XP_038118052.1|CQUI	LOC6631019|XP_032294778.1|DVIR
OG0006464	LOC119765386|XP_038105081.1|CQUI	LOC6624062|XP_002048116.1|DVIR
OG0006465	LOC6047843|XP_038104072.1|CQUI	LOC6636125|XP_032295508.1|DVIR
OG0006466	LOC6047845|XP_001864847.2|CQUI	LOC6632204|XP_002055518.1|DVIR
OG0006467	LOC6032712|XP_038111125.1|CQUI	LOC6634974|XP_002058422.1|DVIR
OG0006468	LOC6036799|XP_001846793.2|CQUI	LOC6635147|XP_002058631.1|DVIR
OG0006469	LOC6035080|XP_038104679.1|CQUI	LOC6634555|XP_002057972.1|DVIR
OG0006470	LOC6048396|XP_038104152.1|CQUI	LOC6622108|XP_002048185.1|DVIR
OG0006471	LOC6032701|XP_001843257.2|CQUI	LOC6634851|XP_002058641.1|DVIR
OG0006472	LOC6032697|XP_001843255.1|CQUI	LOC6634853|XP_002058643.1|DVIR
OG0006473	LOC6032690|XP_038105769.1|CQUI	LOC6622833|XP_015031226.1|DVIR
OG0006474	LOC6032689|XP_038105773.1|CQUI	LOC6625658|XP_002049008.1|DVIR
OG0006475	LOC6032686|XP_001843246.1|CQUI	LOC6634948|XP_002058536.2|DVIR
OG0006476	LOC6032679|XP_001843239.2|CQUI	LOC6633571|XP_002057075.1|DVIR
OG0006477	LOC6032673|XP_038104545.1|CQUI	LOC6631645|XP_032296171.1|DVIR
OG0006478	LOC6039165|XP_038108612.1|CQUI	LOC6630768|XP_002054826.2|DVIR
OG0006479	LOC6039164|XP_038105278.1|CQUI	LOC6630769|XP_032294892.1|DVIR
OG0006480	LOC6039159|XP_001848814.2|CQUI	LOC6625679|XP_002048797.1|DVIR
OG0006482	LOC6040888|XP_038104492.1|CQUI	LOC6630480|XP_032294006.1|DVIR
OG0006483	LOC6036786|XP_038115876.1|CQUI	LOC6632509|XP_002056014.2|DVIR
OG0006484	LOC6036782|XP_001846778.2|CQUI	LOC6632510|XP_015025912.1|DVIR
OG0006485	LOC6042431|XP_001851547.2|CQUI	LOC6632784|XP_002055866.1|DVIR
OG0006486	LOC6047624|XP_038104845.1|CQUI	LOC6629952|XP_002053610.1|DVIR
OG0006487	LOC6048420|XP_001865343.2|CQUI	LOC6630567|XP_002054384.1|DVIR
OG0006488	LOC6031558|XP_001842342.2|CQUI	LOC6622953|XP_002047086.1|DVIR
OG0006489	LOC6048414|XP_038117724.1|CQUI	LOC6631216|XP_002053959.3|DVIR
OG0006490	LOC6032645|XP_038110449.1|CQUI	LOC6632998|XP_002056356.1|DVIR
OG0006492	LOC6046541|XP_038104119.1|CQUI	LOC6629423|XP_002054355.1|DVIR
OG0006493	LOC6035399|XP_038104695.1|CQUI	LOC6631955|XP_032295211.1|DVIR
OG0006494	LOC6035401|XP_038107661.1|CQUI	LOC6633723|XP_032296597.1|DVIR
OG0006495	LOC6040937|XP_038122503.1|CQUI	LOC6635289|XP_002058799.2|DVIR
OG0006496	LOC6031656|XP_038109396.1|CQUI	LOC6634850|XP_002058640.1|DVIR
OG0006497	LOC6033687|XP_038105943.1|CQUI	LOC6632409|XP_002056205.1|DVIR
OG0006498	LOC6033686|XP_038123012.1|CQUI	LOC6632411|XP_002056207.2|DVIR
OG0006499	LOC6033674|XP_038105780.1|CQUI	LOC6631040|XP_032294893.1|DVIR
OG0006500	LOC6033671|XP_001844097.2|CQUI	LOC6628852|XP_032293426.1|DVIR
OG0006501	LOC6033672|XP_038116139.1|CQUI	LOC6633176|XP_002056158.2|DVIR
OG0006502	LOC6054158|XP_038104785.1|CQUI	LOC6632432|XP_002056162.1|DVIR
OG0006503	LOC6051327|XP_001867790.1|CQUI	LOC6632434|XP_002056164.2|DVIR
OG0006504	LOC6051328|XP_038105924.1|CQUI	LOC6632435|XP_002056165.1|DVIR
OG0006505	LOC6041356|XP_038107042.1|CQUI	LOC6632816|XP_002055903.1|DVIR
OG0006506	LOC6035502|XP_038112084.1|CQUI	LOC6623158|XP_002046768.1|DVIR
OG0006507	LOC6039671|XP_038103987.1|CQUI	LOC6632944|XP_032289845.1|DVIR
OG0006508	LOC6039678|XP_038105184.1|CQUI	LOC6632946|XP_002056769.2|DVIR
OG0006509	LOC6037403|XP_001847320.2|CQUI	LOC6634458|XP_002057946.2|DVIR
OG0006510	LOC6033700|XP_038105613.1|CQUI	LOC6631136|XP_002053032.1|DVIR
OG0006511	LOC6033716|XP_038104528.1|CQUI	LOC6632373|XP_002056203.2|DVIR
OG0006512	LOC6039182|XP_038122934.1|CQUI	LOC6629962|XP_032295048.1|DVIR
OG0006513	LOC6038058|XP_038104615.1|CQUI	LOC6632368|XP_032289533.1|DVIR
OG0006514	LOC6038061|XP_001847904.1|CQUI	LOC6631145|XP_002054248.1|DVIR
OG0006515	LOC6040676|XP_038115506.1|CQUI	LOC6631148|XP_002054251.1|DVIR
OG0006516	LOC6037325|XP_001847250.2|CQUI	LOC6630601|XP_032288781.1|DVIR
OG0006517	LOC6037326|XP_001847251.2|CQUI	LOC6630599|XP_002053018.1|DVIR
OG0006518	LOC6037328|XP_038108932.1|CQUI	LOC6630600|XP_032296737.1|DVIR
OG0006519	LOC6037331|XP_001847255.2|CQUI	LOC6630598|XP_002053017.2|DVIR
OG0006520	LOC6035343|XP_001845554.1|CQUI	LOC6635086|XP_002058416.1|DVIR
OG0006521	LOC6031660|XP_001842406.2|CQUI	LOC6630164|XP_002054784.1|DVIR
OG0006522	LOC6037469|XP_038114489.1|CQUI	LOC6635224|XP_002058412.2|DVIR
OG0006523	LOC6037470|XP_001847380.1|CQUI	LOC6633083|XP_002055961.1|DVIR
OG0006524	LOC6032187|XP_038122641.1|CQUI	LOC6627292|XP_002052464.2|DVIR
OG0006525	LOC6032196|XP_038105137.1|CQUI	LOC6634761|XP_032296444.1|DVIR
OG0006526	LOC6042439|XP_001851557.2|CQUI	LOC6635128|XP_002058545.1|DVIR
OG0006527	LOC6042440|XP_001851558.2|CQUI	LOC6635129|XP_002058546.1|DVIR
OG0006528	LOC6042443|XP_001851560.2|CQUI	LOC6635130|XP_002058547.1|DVIR
OG0006529	LOC119765195|XP_038104517.1|CQUI	LOC6635132|XP_002058549.1|DVIR
OG0006530	LOC6040251|XP_038105670.1|CQUI	LOC6635134|XP_002058551.3|DVIR
OG0006531	LOC6040255|XP_001849693.2|CQUI	LOC6634905|XP_032295297.1|DVIR
OG0006532	LOC6039067|XP_001848745.2|CQUI	LOC6634912|XP_002058564.2|DVIR
OG0006533	LOC6039086|XP_001848757.2|CQUI	LOC6626885|XP_032292805.1|DVIR
OG0006536	LOC6040881|XP_038113052.1|CQUI	LOC6630306|XP_002054191.1|DVIR
OG0006537	LOC6040705|XP_038105548.1|CQUI	LOC6631110|XP_002054134.1|DVIR
OG0006538	LOC6033016|XP_038106303.1|CQUI	LOC6629787|XP_015026850.1|DVIR
OG0006539	LOC6032988|XP_001843499.2|CQUI	LOC6634867|XP_002058702.1|DVIR
OG0006540	LOC6033726|XP_038104755.1|CQUI	LOC6630408|XP_002054196.2|DVIR
OG0006541	LOC6039905|XP_001849403.1|CQUI	LOC6634962|XP_032294884.1|DVIR
OG0006542	LOC6039906|XP_001849404.2|CQUI	LOC6634963|XP_002058597.1|DVIR
OG0006543	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI	LOC6630576|XP_002053925.3|DVIR
OG0006545	LOC6038041|XP_001847885.1|CQUI	LOC6632185|XP_002055640.1|DVIR
OG0006546	LOC6038043|XP_038105842.1|CQUI	LOC6635156|XP_002058350.2|DVIR
OG0006547	LOC6042394|XP_038108420.1|CQUI	LOC6630338|XP_002053013.3|DVIR
OG0006548	LOC6040941|XP_001850269.2|CQUI	LOC6632246|XP_002056075.1|DVIR
OG0006551	LOC6032041|XP_038122808.1|CQUI	LOC6631343|XP_002055780.1|DVIR
OG0006552	LOC6032043|XP_001842709.2|CQUI	LOC6631340|XP_002055777.1|DVIR
OG0006553	LOC6032060|XP_001842726.2|CQUI	LOC6630579|XP_002053928.1|DVIR
OG0006554	LOC6032074|XP_038115674.1|CQUI	LOC6635073|XP_032295030.1|DVIR
OG0006555	LOC119765670|XP_038105987.1|CQUI	LOC6634969|XP_002058716.1|DVIR
OG0006556	LOC6032087|XP_038105140.1|CQUI	LOC6635005|XP_002058518.1|DVIR
OG0006557	LOC6033172|XP_038114436.1|CQUI	LOC6630559|XP_002053277.1|DVIR
OG0006558	LOC6035197|XP_038111508.1|CQUI	LOC6630314|XP_032294014.1|DVIR
OG0006559	LOC6035199|XP_038114547.1|CQUI	LOC6629921|XP_002054555.1|DVIR
OG0006560	LOC6035204|XP_001845433.2|CQUI	LOC6631268|XP_032290575.1|DVIR
OG0006561	LOC6035205|XP_001845434.2|CQUI	LOC6631269|XP_002053821.1|DVIR
OG0006566	LOC6033959|XP_038104808.1|CQUI	LOC6630401|XP_032295248.1|DVIR
OG0006567	LOC6040905|XP_001850233.2|CQUI	LOC6629309|XP_002052973.3|DVIR
OG0006568	LOC6040906|XP_001850234.2|CQUI	LOC6630925|XP_032294779.1|DVIR
OG0006569	LOC6040907|XP_038105298.1|CQUI	LOC6624704|XP_002047198.1|DVIR
OG0006570	LOC6040909|XP_038122837.1|CQUI	LOC6632954|XP_002056571.1|DVIR
OG0006571	LOC6040915|XP_001850243.1|CQUI	LOC6629689|XP_002053970.1|DVIR
OG0006572	LOC6040931|XP_001850259.2|CQUI	LOC26530805|XP_015026263.1|DVIR
OG0006573	LOC6040933|XP_001850261.1|CQUI	LOC6633201|XP_002056688.1|DVIR
OG0006574	LOC6035402|XP_038114426.1|CQUI	LOC6631137|XP_032288736.1|DVIR
OG0006575	LOC6037343|XP_001847267.1|CQUI	LOC6632719|XP_002055830.1|DVIR
OG0006580	LOC6033963|XP_001844351.1|CQUI	LOC6630496|XP_002054390.1|DVIR
OG0006581	LOC6033968|XP_038104320.1|CQUI	LOC6632957|XP_002056574.2|DVIR
OG0006582	LOC6033972|XP_038104680.1|CQUI	LOC6629286|XP_002054694.1|DVIR
OG0006583	LOC6033975|XP_038112416.1|CQUI	LOC6630693|XP_032295319.1|DVIR
OG0006584	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI	LOC6628378|XP_002052630.1|DVIR
OG0006586	LOC6032033|XP_001842700.2|CQUI	LOC6635222|XP_002058410.1|DVIR
OG0006587	LOC6032034|XP_001842701.2|CQUI	LOC6635221|XP_002058409.1|DVIR
OG0006588	LOC6032023|XP_038122951.1|CQUI	LOC6632296|XP_032288889.1|DVIR
OG0006589	LOC6032008|XP_001842676.1|CQUI	LOC6631160|XP_032291524.1|DVIR
OG0006590	LOC6032006|XP_038105254.1|CQUI	LOC6631166|XP_032290320.1|DVIR
OG0006591	LOC6053565|XP_038115742.1|CQUI	LOC6623888|XP_002048268.2|DVIR
OG0006592	LOC6032784|XP_038119498.1|CQUI	LOC6632730|XP_002056053.1|DVIR
OG0006593	LOC6032779|XP_001843320.2|CQUI	LOC6632731|XP_002056054.2|DVIR
OG0006594	LOC6032786|XP_001843325.2|CQUI	LOC6623327|XP_002047290.3|DVIR
