Orthogroup	CQUI.longest_only	DANA.longest_only
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC6504139|XP_001964260.1|DANA
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC6503436|XP_032312309.1|DANA
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC6504657|XP_032309329.1|DANA
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC6498777|XP_032308115.1|DANA
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC6500489|XP_001953334.1|DANA
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC6494645|XP_001959947.1|DANA
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC6501888|XP_001966729.1|DANA
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC6504854|XP_001966456.1|DANA
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC6505291|XP_032307860.1|DANA
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC6499349|XP_001954815.3|DANA
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC6501235|XP_014766958.1|DANA
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC6501243|XP_032306106.1|DANA
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC6500215|XP_001953009.1|DANA
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC6500955|XP_001954238.1|DANA
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC6506299|XP_001958167.1|DANA
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC6498299|XP_001962490.3|DANA
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC6501908|XP_001967162.1|DANA
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC6504627|XP_001966507.1|DANA
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC6504043|XP_001964063.1|DANA
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC6494994|XP_001959256.1|DANA
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC6504717|XP_001966340.1|DANA
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC6504902|XP_001966558.1|DANA
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC6503585|XP_032308556.1|DANA
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC6503543|XP_001964184.2|DANA
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC6494522|XP_014762823.1|DANA
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC6500291|XP_001952898.1|DANA
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC6494672|XP_001959889.1|DANA
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC6504900|XP_014759852.1|DANA
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC6504615|XP_014759746.1|DANA
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC6502095|XP_001966225.1|DANA
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC6507869|XP_001956496.1|DANA
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC6506349|XP_001958053.1|DANA
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC6501889|XP_032308139.1|DANA
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC6503805|XP_001963708.1|DANA
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC6502225|XP_014759970.1|DANA
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC6493910|XP_032311525.1|DANA
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC6507060|XP_001956736.1|DANA
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC6504230|XP_001965122.1|DANA
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC6506090|XP_001958575.1|DANA
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC6503780|XP_001963760.1|DANA
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC6507903|XP_032310706.1|DANA
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC6507154|XP_001956575.2|DANA
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC6506759|XP_001957295.1|DANA
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC6507249|XP_001956385.1|DANA
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC6507214|XP_032310626.1|DANA
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC6504827|XP_032309111.1|DANA
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC6496217|XP_001960468.1|DANA
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC6501282|XP_001954914.1|DANA
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC26514518|XP_014764022.1|DANA
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC6494205|XP_001960752.1|DANA
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC6496354|XP_001960751.1|DANA
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC6497882|XP_001961640.1|DANA
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC6497666|XP_001961609.1|DANA
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC6493950|XP_001961262.1|DANA
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC6507144|XP_001956590.1|DANA
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC26515375|XP_014762428.1|DANA
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC6506741|XP_001957324.3|DANA
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC6493235|XP_001957325.1|DANA
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC6507192|XP_001956512.1|DANA
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC6493243|XP_001957344.1|DANA
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC6495455|XP_001958880.1|DANA
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC6502127|XP_001966158.3|DANA
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC6507082|XP_001956702.1|DANA
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC6505410|XP_001966908.1|DANA
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC6499505|XP_001954481.1|DANA
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC6494206|XP_001960748.1|DANA
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC6507933|XP_001956634.1|DANA
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC6507932|XP_001956630.1|DANA
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC6507931|XP_001956629.3|DANA
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC6507117|XP_001956638.1|DANA
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC6493819|XP_001958501.1|DANA
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC6494316|XP_001960545.2|DANA
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC6493924|XP_001961316.2|DANA
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC6496275|XP_001960589.1|DANA
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC6493680|XP_001958221.2|DANA
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC6498245|XP_001962386.1|DANA
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC6494286|XP_001960606.2|DANA
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC6505220|XP_001965568.2|DANA
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC6493203|XP_001957255.1|DANA
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC6493947|XP_014762471.1|DANA
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC6493760|XP_032309708.1|DANA
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC6504062|XP_032308476.1|DANA
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC6504061|XP_032308549.1|DANA
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC6496924|XP_001963129.1|DANA
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC6503766|XP_001963781.2|DANA
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC6499265|XP_032307414.1|DANA
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC6506865|XP_001957098.1|DANA
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC6497450|XP_001962051.1|DANA
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC6496561|XP_032306952.1|DANA
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC26514509|XP_014760036.1|DANA
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC6504690|XP_001966395.1|DANA
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC6503125|XP_001963469.1|DANA
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC6495145|XP_032308033.1|DANA
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC6493206|XP_001957260.1|DANA
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC6500476|XP_014766575.1|DANA
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC6497685|XP_001961575.2|DANA
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC6504568|XP_032309288.1|DANA
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC6495089|XP_001959091.1|DANA
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC6498555|XP_001963054.2|DANA
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC6502009|XP_001966864.1|DANA
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC6506247|XP_032309787.1|DANA
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC6502842|XP_001957821.2|DANA
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC6507225|XP_014765100.1|DANA
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC6506360|XP_001958026.1|DANA
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC6493575|XP_001958027.1|DANA
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC6506081|XP_001958594.1|DANA
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC26513714|XP_014763930.1|DANA
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC6497243|XP_001962489.1|DANA
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC6493224|XP_001957298.1|DANA
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC6506435|XP_001957884.1|DANA
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC6506433|XP_001957886.1|DANA
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC6506071|XP_001965103.1|DANA
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC6497424|XP_001962114.1|DANA
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC6505779|XP_001965024.1|DANA
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC6495576|XP_001959128.2|DANA
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC6497081|XP_001962794.1|DANA
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC26514740|XP_014767330.1|DANA
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC6507414|XP_001965372.1|DANA
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC6507592|XP_001955964.2|DANA
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC6507114|XP_001965311.1|DANA
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC6497959|XP_001961795.1|DANA
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC6506775|XP_001957265.1|DANA
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC6494248|XP_001960668.1|DANA
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC6495820|XP_014763506.1|DANA
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC6504508|XP_001967043.1|DANA
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC6503127|XP_001963473.1|DANA
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC6496246|XP_001960534.2|DANA
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC6497242|XP_001962491.1|DANA
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC6502416|XP_014762248.1|DANA
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC6499492|XP_001954517.2|DANA
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC6506456|XP_001957842.1|DANA
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC6496654|XP_001961340.1|DANA
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC6496092|XP_001960209.1|DANA
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC6500666|XP_001953683.1|DANA
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC6496649|XP_001961331.1|DANA
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC6496448|XP_001960928.2|DANA
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC6507829|XP_001956432.1|DANA
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC6493281|XP_001957431.2|DANA
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC6505822|XP_032305556.1|DANA
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC6493277|XP_032309672.1|DANA
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC6493275|XP_001957422.3|DANA
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC6497899|XP_001961682.2|DANA
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC6499983|XP_001953491.1|DANA
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC6496542|XP_001961110.1|DANA
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC6494515|XP_001960193.1|DANA
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC6501801|XP_032308044.1|DANA
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC6493268|XP_032310583.1|DANA
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC6497257|XP_001962456.1|DANA
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC6502670|XP_001954321.1|DANA
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC6495132|XP_001958986.1|DANA
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC6507400|XP_014765214.1|DANA
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC6493568|XP_001958014.1|DANA
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC6506113|XP_001958525.1|DANA
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC6494082|XP_032306210.1|DANA
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC6497638|XP_001961659.2|DANA
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC6497222|XP_001962528.1|DANA
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC6507758|XP_001956288.1|DANA
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC6494298|XP_001960580.1|DANA
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC6494249|XP_032306599.1|DANA
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC6494251|XP_001960661.2|DANA
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC6494640|XP_032306561.1|DANA
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC116656084|XP_032311387.1|DANA
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC6506763|XP_001957282.1|DANA
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC6493648|XP_032310027.1|DANA
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC6507925|XP_032310436.1|DANA
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC6507206|XP_001956477.1|DANA
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC6506665|XP_001957451.1|DANA
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC6499881|XP_001953710.1|DANA
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC6494213|XP_001960738.1|DANA
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC6505929|XP_001964635.2|DANA
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC6495810|XP_001959632.2|DANA
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC6494582|XP_001960063.1|DANA
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC6494804|XP_032306596.1|DANA
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC6494805|XP_001959630.1|DANA
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC6497958|XP_001961794.2|DANA
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC6494724|XP_001959793.1|DANA
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC6495840|XP_001959687.1|DANA
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC6496180|XP_032307065.1|DANA
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC6502975|XP_032308980.1|DANA
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC6502131|XP_001966152.1|DANA
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC6499468|XP_032308683.1|DANA, LOC26514262|XP_014760645.1|DANA
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC6495222|XP_001958815.1|DANA
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC6493259|XP_001957370.2|DANA
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC6503567|XP_001965287.1|DANA
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC6500341|XP_001953006.2|DANA
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC6496106|XP_001960237.2|DANA
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC6502173|XP_001966082.1|DANA
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC6507122|XP_001956632.1|DANA
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC6504363|XP_001964989.2|DANA
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC6495817|XP_032306343.1|DANA
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC6499156|XP_014760139.1|DANA
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC6503985|XP_001963959.1|DANA
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC6507810|XP_032309907.1|DANA
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC6495332|XP_001958616.1|DANA
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC6495852|XP_001959711.1|DANA
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC6504147|XP_032308700.1|DANA
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC6495344|XP_001958624.1|DANA
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC6496021|XP_001960060.1|DANA
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC6493161|XP_001957170.3|DANA
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC6506277|XP_001958213.1|DANA
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC6494411|XP_001960381.1|DANA
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC6493283|XP_001957434.1|DANA
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC6506305|XP_001958150.1|DANA
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC6493600|XP_032310381.1|DANA
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC6507791|XP_001956349.1|DANA
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC6507273|XP_014765122.1|DANA
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC6507487|XP_001955905.1|DANA
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC6506105|XP_001958540.3|DANA
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC6507145|XP_032310415.1|DANA
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC6498923|XP_001955671.1|DANA
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC6506749|XP_032310824.1|DANA
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC6505221|XP_001965570.1|DANA
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC6494341|XP_001960501.2|DANA
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC6504364|XP_014759434.1|DANA
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC6496227|XP_001960491.1|DANA
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC6494796|XP_001959651.3|DANA
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC6493094|XP_001957031.1|DANA
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC6493563|XP_001958004.1|DANA
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC6505930|XP_001964636.2|DANA
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC6493239|XP_001957338.1|DANA
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC6507828|XP_001956431.1|DANA
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC6493835|XP_001958530.1|DANA
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC6506692|XP_032310236.1|DANA
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC6495935|XP_001959884.2|DANA
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC6507848|XP_014765490.2|DANA
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC6507109|XP_032310425.1|DANA
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC6506745|XP_001957317.1|DANA
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC6507879|XP_032309518.1|DANA
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC6492938|XP_001956690.1|DANA
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC6507089|XP_001956689.1|DANA
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC6493213|XP_032308052.1|DANA
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC6507030|XP_001956792.1|DANA
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC6499339|XP_001954835.3|DANA
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC6499098|XP_001955306.1|DANA
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC6507553|XP_001955904.1|DANA
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC26514077|XP_014762296.1|DANA
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC6498426|XP_001962788.1|DANA
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC6504680|XP_032309071.1|DANA
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC6502990|XP_001963459.1|DANA
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC6495629|XP_001959254.1|DANA
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC6500971|XP_001954274.1|DANA
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC6503575|XP_001964127.2|DANA
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC6501559|XP_001955472.2|DANA
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC6504456|XP_001966950.1|DANA
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC6497504|XP_001961946.1|DANA
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC6504821|XP_032309023.1|DANA
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC6504822|XP_001966399.1|DANA
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC6501920|XP_001966691.2|DANA
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC6503960|XP_001963923.1|DANA
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC6505598|XP_001964619.1|DANA
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC6504479|XP_001966986.3|DANA
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC6505008|XP_001965642.1|DANA
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC6505096|XP_001965473.1|DANA
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC6503554|XP_001964168.1|DANA
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC26513704|XP_032311950.1|DANA
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC6501878|XP_032311967.1|DANA
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC6497726|XP_001961478.2|DANA
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC6498914|XP_032312168.1|DANA
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC6505260|XP_001965644.1|DANA
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC6493475|XP_032311802.1|DANA
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC6502322|XP_001967151.2|DANA
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC6502119|XP_001966171.2|DANA
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC6504377|XP_001967088.2|DANA
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC6501836|XP_014759595.1|DANA
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC6498931|XP_014765829.1|DANA
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC6504482|XP_032308248.1|DANA
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC6498804|XP_001967292.1|DANA
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC6506340|XP_001958073.1|DANA
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC6503075|XP_032308951.1|DANA
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC6502774|XP_001958199.3|DANA
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC6507698|XP_014765413.1|DANA
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC6503565|XP_001964150.2|DANA
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC6503720|XP_001963868.1|DANA
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC6507947|XP_001966480.1|DANA
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC6503898|XP_032308467.1|DANA
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC6503881|XP_001963774.1|DANA
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC6502288|XP_001966175.1|DANA
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC6501187|XP_001954720.1|DANA
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC6501847|XP_001966810.1|DANA
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC6505066|XP_001965527.1|DANA
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC6504270|XP_032308860.1|DANA
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC6504918|XP_014759855.1|DANA
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC6502169|XP_001966092.1|DANA
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC6507964|XP_032311915.1|DANA
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC6504493|XP_001967006.1|DANA
OG0007712	LOC6053047|XP_038121443.1|CQUI	LOC6503742|XP_032308418.1|DANA
OG0007714	LOC6044149|XP_001861702.1|CQUI	LOC6504526|XP_001967074.1|DANA
OG0007715	LOC6049180|XP_038106734.1|CQUI	LOC6501853|XP_001966798.1|DANA
OG0007716	LOC6045251|XP_001862643.2|CQUI	LOC6503519|XP_001964222.1|DANA
OG0007717	LOC6050924|XP_001867440.1|CQUI	LOC6499392|XP_001954728.1|DANA
OG0007718	LOC6045343|XP_001862732.2|CQUI	LOC6503617|XP_001964060.1|DANA
OG0007719	LOC6052025|XP_038105554.1|CQUI	LOC6503969|XP_032308572.1|DANA
OG0007720	LOC6044216|XP_001861756.2|CQUI	LOC6503967|XP_032308385.1|DANA
OG0007721	LOC6044208|XP_038113186.1|CQUI	LOC6501922|XP_032308131.1|DANA
OG0007722	LOC6054682|XP_038121853.1|CQUI	LOC6501903|XP_001966697.3|DANA
