Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC6739653|XP_002076549.1|DSIM
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC6727603|XP_016034196.1|DSIM
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC6726420|XP_002107377.1|DSIM
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC6726813|XP_002102220.1|DSIM
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC6727853|XP_002103208.2|DSIM
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC6727851|XP_039151434.1|DSIM
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC27208051|XP_016037618.1|DSIM
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC6737786|XP_002084614.1|DSIM
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC6734914|XP_002081911.2|DSIM
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC27206369|XP_016037760.1|DSIM
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC6738853|XP_002085653.1|DSIM
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC6739107|XP_016032957.1|DSIM
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC6725298|XP_002106316.1|DSIM
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC6727318|XP_039151095.1|DSIM
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC6727610|XP_002102989.1|DSIM
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC6735059|XP_002082036.1|DSIM
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC6724847|XP_016037630.1|DSIM
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC6728115|XP_016034736.1|DSIM
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC6727918|XP_002103273.1|DSIM
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC6736917|XP_002083764.1|DSIM
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC6728559|XP_016035194.1|DSIM
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC6728702|XP_016035371.1|DSIM
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC6736665|XP_016030287.1|DSIM
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC27208413|XP_016030286.1|DSIM
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC6739022|XP_016032860.1|DSIM
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC6737364|XP_002084202.1|DSIM
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC6737498|XP_016031293.1|DSIM
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC6738953|XP_016032781.1|DSIM
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC6729623|XP_002104931.1|DSIM
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC6729624|XP_016036259.1|DSIM
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC6729718|XP_002105024.1|DSIM
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC6727542|XP_002102922.1|DSIM
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC6726456|XP_002107413.3|DSIM
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC6726457|XP_016040035.1|DSIM
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC6730496|XP_002077677.1|DSIM
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC6725280|XP_039153752.1|DSIM
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC27206361|XP_016038280.1|DSIM
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC6727597|XP_002102976.1|DSIM
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC6725150|XP_016038149.1|DSIM
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC6726073|XP_002107055.2|DSIM
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC27206843|XP_039150612.1|DSIM
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC6728025|XP_002103377.1|DSIM
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC6727925|XP_002103280.1|DSIM
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC6729996|XP_016036761.1|DSIM
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC6727670|XP_016034257.1|DSIM
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC6726810|XP_016033313.1|DSIM
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC27209373|XP_016035541.1|DSIM
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC6727856|XP_039151432.1|DSIM
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC6726861|XP_002102263.1|DSIM
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC27207284|XP_016033300.1|DSIM
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC6732322|XP_002079450.1|DSIM
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC27208190|XP_016032400.1|DSIM
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC6739662|XP_002076556.1|DSIM
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC6727871|XP_016034453.1|DSIM
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC6729851|XP_002105154.1|DSIM
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC6729738|XP_016036399.1|DSIM
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC6729384|XP_016036027.1|DSIM
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC6729387|XP_016036029.2|DSIM
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC6734752|XP_002081755.1|DSIM
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC6725418|XP_002106434.1|DSIM
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC6724919|XP_039152529.1|DSIM
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC6725631|XP_039153542.1|DSIM
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC6727410|XP_002102795.1|DSIM
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC6726882|XP_002102284.1|DSIM
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC6726881|XP_016033393.1|DSIM
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC6737812|XP_002084640.1|DSIM
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC6728660|XP_016035312.1|DSIM
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC6724942|XP_016037807.1|DSIM
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC6724833|XP_039153052.1|DSIM
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC6724789|XP_016037564.1|DSIM
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC6726835|XP_016033341.1|DSIM
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC6729133|XP_016035778.1|DSIM
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC6726837|XP_016033342.1|DSIM
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC6736570|XP_002083432.1|DSIM
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC27208122|XP_039150767.1|DSIM
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC6729592|XP_002104900.2|DSIM
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC6726326|XP_039153712.1|DSIM
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC6724780|XP_002105822.2|DSIM
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC6726600|XP_016040275.1|DSIM
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC6727822|XP_002103183.1|DSIM
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC27206527|XP_039147167.1|DSIM
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC6737399|XP_016031155.1|DSIM
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC6725792|XP_002106789.2|DSIM
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC6738460|XP_016032291.1|DSIM
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC27209318|XP_016030219.1|DSIM
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC6728860|XP_002104194.2|DSIM
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC6727631|XP_039151427.1|DSIM
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC6726817|XP_039150951.1|DSIM
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC6729976|XP_016036752.1|DSIM
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC6729415|XP_002104730.1|DSIM
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC6730561|XP_002077740.1|DSIM
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC6729417|XP_002104732.1|DSIM
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC6736771|XP_002083627.1|DSIM
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC6725966|XP_039153183.1|DSIM
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC6725971|XP_016039333.1|DSIM
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC6725969|XP_016039331.1|DSIM
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC6725181|XP_002106205.1|DSIM
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC6738047|XP_016031877.1|DSIM
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC6734208|XP_002081237.1|DSIM
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC6726773|XP_016033256.1|DSIM
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC6726303|XP_016039844.1|DSIM
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC6726867|XP_016033368.1|DSIM
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC6733660|XP_016026620.1|DSIM
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC6726969|XP_039151809.1|DSIM
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC6727900|XP_016034515.1|DSIM
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC6729838|XP_016036555.1|DSIM
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC6728048|XP_002103400.1|DSIM
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC6724785|XP_016037545.1|DSIM
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC6732766|XP_002079879.1|DSIM
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC6725068|XP_002106096.1|DSIM
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC6725069|XP_039152562.1|DSIM
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC6725084|XP_039153343.1|DSIM
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC6727479|XP_016034068.1|DSIM
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC6736728|XP_016030351.1|DSIM
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC6727255|XP_016033761.1|DSIM
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC6727647|XP_039150521.1|DSIM
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC6733497|XP_002080554.2|DSIM
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC6730032|XP_002105325.2|DSIM
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC6728848|XP_002104182.2|DSIM
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC6725988|XP_002106970.1|DSIM
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC6725510|XP_016038651.1|DSIM
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC6725482|XP_016038591.2|DSIM
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC6725974|XP_016039335.1|DSIM
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC6726152|XP_002107128.1|DSIM
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC6726482|XP_039153981.1|DSIM
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC6726052|XP_016039438.1|DSIM
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC6724860|XP_016037653.1|DSIM
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC6726049|XP_016039435.1|DSIM
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC6724930|XP_002105967.2|DSIM
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC6724963|XP_039152482.1|DSIM
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC6724925|XP_002105962.1|DSIM
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC6726274|XP_016039815.1|DSIM
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC6725174|XP_016038191.1|DSIM
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC6739842|XP_002076736.1|DSIM
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC6726078|XP_016039484.1|DSIM
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC27206763|XP_016037772.1|DSIM
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC6729396|XP_016036043.1|DSIM
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC27208700|XP_039152686.1|DSIM
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC27206581|XP_016040206.1|DSIM
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC6726816|XP_016033318.1|DSIM
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC6734911|XP_002081908.1|DSIM
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC6725480|XP_039152403.1|DSIM
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC6724903|XP_002105941.1|DSIM
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC6739878|XP_016038772.1|DSIM
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC6727449|XP_016034049.1|DSIM
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC6727454|XP_016034053.2|DSIM
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC6727473|XP_039151761.1|DSIM
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC6729575|XP_002104883.1|DSIM
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC6727136|XP_002102529.2|DSIM
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC6738642|XP_002085444.1|DSIM
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC6731000|XP_016023463.1|DSIM
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC6726130|XP_016039633.1|DSIM
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC27206577|XP_039152538.1|DSIM
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC6726602|XP_002107552.2|DSIM
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC6733831|XP_002080875.1|DSIM
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC6724825|XP_016037611.1|DSIM
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC6725783|XP_002105710.2|DSIM
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC6725795|XP_039153562.1|DSIM
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC27206576|XP_016038089.1|DSIM
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC6734959|XP_016028262.1|DSIM
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC6728107|XP_016034725.1|DSIM
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC6734218|XP_002081247.1|DSIM
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC6724967|XP_039153239.1|DSIM
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC6724965|XP_016037881.1|DSIM
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC6725587|XP_002106596.1|DSIM
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC6737627|XP_002084459.1|DSIM
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC6738709|XP_039150084.1|DSIM
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC6725478|XP_016038587.1|DSIM
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC6726268|XP_002107230.2|DSIM
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC6726297|XP_039152709.1|DSIM
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC6735349|XP_002082296.2|DSIM
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC6736282|XP_002083166.1|DSIM
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC6731007|XP_002078168.1|DSIM
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC6739140|XP_002085933.1|DSIM
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC6725398|XP_002106414.1|DSIM
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC6737690|XP_016031458.1|DSIM
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC6737701|XP_016031477.1|DSIM
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC6738880|XP_016032705.1|DSIM
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC6738072|XP_002084886.2|DSIM
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC6738779|XP_016032597.1|DSIM
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC6727504|XP_002102884.1|DSIM
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC6726635|XP_039152995.1|DSIM
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC6734647|XP_002081654.1|DSIM
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC6727611|XP_002102990.1|DSIM
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC27207542|XP_016029273.1|DSIM
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC6734534|XP_002081543.2|DSIM
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC6734535|XP_002081544.2|DSIM
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC6732705|XP_016025439.1|DSIM
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC6732670|XP_016025386.1|DSIM
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC6733910|XP_016026952.1|DSIM
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC6737715|XP_002084546.2|DSIM
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC6731086|XP_002078244.1|DSIM
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC6738226|XP_002085038.1|DSIM
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC6738225|XP_002085037.2|DSIM
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC6737642|XP_002084474.1|DSIM
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC6738202|XP_016032027.1|DSIM
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC6735262|XP_016028612.1|DSIM
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC27207028|XP_016039878.2|DSIM
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC6736311|XP_002083195.1|DSIM
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC6733130|XP_016025844.1|DSIM
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC27206478|XP_016035807.1|DSIM
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC6734930|XP_002081927.1|DSIM
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC6738792|XP_016032606.1|DSIM
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC6737756|XP_002084584.1|DSIM
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC6737755|XP_016031530.1|DSIM
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC6738797|XP_039149942.1|DSIM
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC6737955|XP_016031705.1|DSIM
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC6734031|XP_016027049.1|DSIM
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC6733241|XP_002080304.1|DSIM
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC6734850|XP_002081851.2|DSIM
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC6738580|XP_002085384.3|DSIM
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC6731296|XP_002078452.1|DSIM
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC6734835|XP_016028067.1|DSIM
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC6725948|XP_002106931.3|DSIM
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC6738835|XP_002085635.1|DSIM
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC6733916|XP_039147253.1|DSIM
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC6737038|XP_016030669.1|DSIM
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC6740090|XP_016039108.1|DSIM
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC27208778|XP_016039102.1|DSIM
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC6731827|XP_002078962.2|DSIM
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC6739930|XP_016037719.1|DSIM
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC6727897|XP_039150822.1|DSIM
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC6736677|XP_016030296.1|DSIM
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC6731457|XP_016024111.1|DSIM
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC6733824|XP_016026805.1|DSIM
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC27208841|XP_039153405.1|DSIM
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC27208855|XP_016040384.1|DSIM
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC6740241|XP_002077121.2|DSIM
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC6739830|XP_002076722.2|DSIM
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC6738840|XP_002085640.2|DSIM
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC6728861|XP_016035542.1|DSIM
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC6726067|XP_016039454.1|DSIM
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC6725300|XP_039153496.1|DSIM
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC6733351|XP_016026264.1|DSIM
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC6726095|XP_016039564.1|DSIM
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC6731751|XP_016024423.1|DSIM
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC6726391|XP_002105726.2|DSIM
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC6738763|XP_016032574.1|DSIM
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC6737559|XP_016031348.1|DSIM
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC6738013|XP_016031812.1|DSIM
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC6739011|XP_016032840.1|DSIM
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC6739010|XP_002085805.1|DSIM
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC6739160|XP_016033013.1|DSIM
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC6728282|XP_039150929.1|DSIM
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC6730999|XP_016023462.1|DSIM
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC6738883|XP_002085678.1|DSIM
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC6738092|XP_002084906.1|DSIM
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC6738090|XP_002084904.1|DSIM
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC27207283|XP_016024740.1|DSIM
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC6730653|XP_002077824.1|DSIM
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC6732201|XP_002079330.1|DSIM
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC6739363|XP_016026582.1|DSIM
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC27206826|XP_016024857.1|DSIM
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC27208189|XP_016033941.1|DSIM
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC6730457|XP_002077638.1|DSIM
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC6736403|XP_039150113.1|DSIM
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC6731317|XP_002078473.1|DSIM
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC6740775|XP_016023606.1|DSIM
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC6738845|XP_002085645.2|DSIM
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC6736032|XP_002082934.1|DSIM
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC6735493|XP_039147222.1|DSIM
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC6726005|XP_016039375.1|DSIM
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC6740027|XP_002076913.2|DSIM
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC6726467|XP_002107424.2|DSIM
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC6734043|XP_002081079.1|DSIM
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC6731001|XP_002078162.1|DSIM
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC6732265|XP_002079394.1|DSIM
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC6727948|XP_016034550.1|DSIM
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC6739631|XP_002076525.1|DSIM
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC6733195|XP_016026086.2|DSIM
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC6734497|XP_002081516.1|DSIM
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC6729531|XP_002104839.1|DSIM
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC6733218|XP_002080281.1|DSIM
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC6736051|XP_016029456.2|DSIM
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC27206229|XP_016031823.1|DSIM
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC6737947|XP_002084766.1|DSIM
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC6727861|XP_002103216.2|DSIM
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC6737982|XP_039148914.1|DSIM
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC6737984|XP_039150312.1|DSIM
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC6732637|XP_016025343.1|DSIM
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC6730337|XP_016037104.1|DSIM
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC27209463|XP_039148788.1|DSIM
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC6739484|XP_039148139.1|DSIM
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC6724687|XP_039152083.1|DSIM
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC6737760|XP_002084588.2|DSIM
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC6732866|XP_002079976.1|DSIM
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC6729716|XP_016036370.1|DSIM
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC27206608|XP_016028342.1|DSIM
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC6736354|XP_016029840.1|DSIM
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC6739024|XP_002085819.2|DSIM
