Orthogroup	CQUI.longest_only	SLEB.longest_only
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC115632359|XP_030385335.1|SLEB
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC115630894|XP_030383351.1|SLEB
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC115627564|XP_030379150.1|SLEB
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC115620179|XP_030369167.1|SLEB
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC115623445|XP_030373655.1|SLEB
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC115620058|XP_030369058.1|SLEB
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC115622684|XP_030372567.1|SLEB
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC115632107|XP_030384951.1|SLEB
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC115632291|XP_030385244.1|SLEB
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC115632290|XP_030385243.1|SLEB
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC115622661|XP_030372532.1|SLEB
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC115631023|XP_030383498.1|SLEB
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC115632400|XP_030385394.1|SLEB
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC115632402|XP_030385397.1|SLEB
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC115632717|XP_030385822.1|SLEB
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC115622638|XP_030372506.1|SLEB
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC115632485|XP_030385522.1|SLEB
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC115632851|XP_030385969.1|SLEB
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC115625874|XP_030376949.1|SLEB
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC115620307|XP_030369351.1|SLEB
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC115620689|XP_030369918.1|SLEB
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC115621857|XP_030371535.1|SLEB
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC115620554|XP_030369700.1|SLEB
OG0006728	LOC6047339|XP_038120621.1|CQUI	LOC115625381|XP_030376277.1|SLEB
OG0006730	LOC6042307|XP_001851437.1|CQUI	LOC115632789|XP_030385904.1|SLEB
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC115625886|XP_030376965.1|SLEB
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC115623067|XP_030373121.1|SLEB
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC115622342|XP_030372114.1|SLEB
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC115632694|XP_030385791.1|SLEB
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC115622801|XP_030372730.1|SLEB
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC115624974|XP_030375686.1|SLEB
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC115623158|XP_030373232.1|SLEB
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC115623157|XP_030373230.1|SLEB
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC115623858|XP_030374263.1|SLEB
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC115631449|XP_030384054.1|SLEB
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC115624072|XP_030374519.1|SLEB
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC115633128|XP_030386390.1|SLEB
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC115627093|XP_030378505.1|SLEB
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC115628293|XP_030380199.1|SLEB
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC115633214|XP_030386460.1|SLEB
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC115628342|XP_030380266.1|SLEB
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC115628384|XP_030380328.1|SLEB
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC115632454|XP_030385466.1|SLEB
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC115622646|XP_030372514.1|SLEB
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC115632551|XP_030385626.1|SLEB
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC115632933|XP_030386086.1|SLEB
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC115622860|XP_030372804.1|SLEB
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC115622356|XP_030372131.1|SLEB
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC115632518|XP_030385571.1|SLEB
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC115623573|XP_030373830.1|SLEB
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC115628047|XP_030379851.1|SLEB
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC115628882|XP_030381002.1|SLEB
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC115634811|XP_030388583.1|SLEB
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC115632895|XP_030386045.1|SLEB
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC115623035|XP_030373073.1|SLEB
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC115622429|XP_030372226.1|SLEB
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC115622546|XP_030372372.1|SLEB
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC115632474|XP_030385504.1|SLEB
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC115634152|XP_030387591.1|SLEB
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC115633029|XP_030386226.1|SLEB
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC115633208|XP_030386455.1|SLEB
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC115632344|XP_030385310.1|SLEB
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC115632190|XP_030385094.1|SLEB
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC115632261|XP_030385196.1|SLEB
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC115632755|XP_030385862.1|SLEB, LOC115632668|XP_030385762.1|SLEB
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC115628256|XP_030380134.1|SLEB
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC115628237|XP_030380110.1|SLEB
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC115622768|XP_030372684.1|SLEB
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC115628269|XP_030380150.1|SLEB
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC115627286|XP_030378781.1|SLEB
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC115622682|XP_030372560.1|SLEB
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC115621051|XP_030370435.1|SLEB
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC115633639|XP_030386939.1|SLEB
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC115622654|XP_030372523.1|SLEB
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC115622655|XP_030372525.1|SLEB
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC115633323|XP_030386612.1|SLEB
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC115631614|XP_030384278.1|SLEB
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC115632457|XP_030385473.1|SLEB
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC115632951|XP_030386107.1|SLEB
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC115632627|XP_030385716.1|SLEB
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC115633841|XP_030387192.1|SLEB
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC115622787|XP_030372707.1|SLEB
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC115624570|XP_030375158.1|SLEB
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC115631577|XP_030384229.1|SLEB
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC115623132|XP_030373202.1|SLEB
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC115633018|XP_030386202.1|SLEB
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC115625352|XP_030376249.1|SLEB
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC115633324|XP_030386613.1|SLEB
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC115633794|XP_030387131.1|SLEB
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC115619976|XP_030368871.1|SLEB
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC115622676|XP_030372552.1|SLEB
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC115628236|XP_030380113.1|SLEB
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC115624754|XP_030375444.1|SLEB
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC115628719|XP_030380787.1|SLEB
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC115633754|XP_030387088.1|SLEB
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC115632653|XP_030385743.1|SLEB
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC115622763|XP_030372678.1|SLEB
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC115625290|XP_030376163.1|SLEB
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC115622960|XP_030372961.1|SLEB
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC115627750|XP_030379397.1|SLEB
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC115633140|XP_030386407.1|SLEB
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC115632768|XP_030385877.1|SLEB
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC115633041|XP_030386244.1|SLEB
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC115622721|XP_030372622.1|SLEB
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC115633050|XP_030386255.1|SLEB
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC115633835|XP_030387185.1|SLEB
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC115631477|XP_030384092.1|SLEB
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC115633875|XP_030387236.1|SLEB
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC115632294|XP_030385246.1|SLEB
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC115622759|XP_030372674.1|SLEB
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC115634346|XP_030387861.1|SLEB
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC115632866|XP_030385989.1|SLEB
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC115623699|XP_030374035.1|SLEB
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC115630799|XP_030383320.1|SLEB
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC115622687|XP_030372572.1|SLEB
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC115628278|XP_030380167.1|SLEB
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC115622764|XP_030372679.1|SLEB
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC115632907|XP_030386057.1|SLEB
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC115622952|XP_030372947.1|SLEB
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC115622112|XP_030371815.1|SLEB
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC115622369|XP_030372146.1|SLEB
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC115623104|XP_030373170.1|SLEB
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC115624542|XP_030375127.1|SLEB
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC115632318|XP_030385280.1|SLEB
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC115624599|XP_030375199.1|SLEB
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC115625758|XP_030376774.1|SLEB
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC115624938|XP_030375649.1|SLEB
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC115632970|XP_030386131.1|SLEB
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC115627632|XP_030379228.1|SLEB
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC115620278|XP_030369311.1|SLEB
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC115632091|XP_030384926.1|SLEB
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC115622941|XP_030372931.1|SLEB
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC115622593|XP_030372450.1|SLEB
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC115634176|XP_030387622.1|SLEB
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC115633154|XP_030386423.1|SLEB
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC115632558|XP_030385631.1|SLEB
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC115632580|XP_030385661.1|SLEB
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC115634777|XP_030388533.1|SLEB
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC115622454|XP_030372257.1|SLEB
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC115632087|XP_030384911.1|SLEB
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC115628538|XP_030384218.1|SLEB
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC115634675|XP_030388397.1|SLEB
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC115633798|XP_030387139.1|SLEB
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC115622660|XP_030372530.1|SLEB
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC115627555|XP_030379133.1|SLEB
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC115633475|XP_030386833.1|SLEB
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC115634658|XP_030388378.1|SLEB
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC115627429|XP_030378969.1|SLEB
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC115630646|XP_030383150.1|SLEB
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC115622013|XP_030371732.1|SLEB
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC115631203|XP_030383767.1|SLEB
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC115631056|XP_030383552.1|SLEB
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC115626632|XP_030377898.1|SLEB
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC115620084|XP_030369133.1|SLEB
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC115626323|XP_030377524.1|SLEB
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC115622697|XP_030372588.1|SLEB
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC115626202|XP_030377345.1|SLEB
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC115626163|XP_030377298.1|SLEB
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC115630637|XP_030383134.1|SLEB
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC115621329|XP_030370809.1|SLEB
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC115628746|XP_030380812.1|SLEB
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC115632049|XP_030384882.1|SLEB
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC115626204|XP_030377347.1|SLEB
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC115630465|XP_030382895.1|SLEB
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC115631966|XP_030384693.1|SLEB
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC115631855|XP_030384561.1|SLEB
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC115631492|XP_030384111.1|SLEB
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC115631491|XP_030384110.1|SLEB
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC115628966|XP_030381104.1|SLEB
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC115625708|XP_030376712.1|SLEB
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC115628481|XP_030380464.1|SLEB
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC115631510|XP_030384135.1|SLEB
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC115631636|XP_030384305.1|SLEB
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC115626873|XP_030378244.1|SLEB
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC115631142|XP_030383672.1|SLEB
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC115633291|XP_030386563.1|SLEB
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC115621046|XP_030370428.1|SLEB
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC115625745|XP_030376760.1|SLEB
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC115631290|XP_030383864.1|SLEB
OG0006906	LOC6045155|XP_038112307.1|CQUI	LOC115631707|XP_030384394.1|SLEB
OG0006907	LOC6041618|XP_038107142.1|CQUI	LOC115628575|XP_030380602.1|SLEB
OG0006908	LOC6041629|XP_001850859.2|CQUI	LOC115626639|XP_030377908.1|SLEB
OG0006909	LOC6041630|XP_001850860.2|CQUI	LOC115631495|XP_030384115.1|SLEB
OG0006910	LOC6041631|XP_001850861.1|CQUI	LOC115625819|XP_030376868.1|SLEB
OG0006911	LOC6050508|XP_038110868.1|CQUI	LOC115629239|XP_030381514.1|SLEB
OG0006912	LOC6031318|XP_038111414.1|CQUI	LOC115625696|XP_030376697.1|SLEB
OG0006913	LOC6031321|XP_038111422.1|CQUI	LOC115630938|XP_030383365.1|SLEB
OG0006914	LOC6031322|XP_001842137.2|CQUI	LOC115624886|XP_030375593.1|SLEB
OG0006915	LOC6051866|XP_001842141.2|CQUI	LOC115631656|XP_030384328.1|SLEB
OG0006916	LOC6031333|XP_038109253.1|CQUI	LOC115626381|XP_030377599.1|SLEB
OG0006917	LOC6031339|XP_038110075.1|CQUI	LOC115626362|XP_030377573.1|SLEB
OG0006918	LOC6031341|XP_001842154.1|CQUI	LOC115626413|XP_030377640.1|SLEB
OG0006919	LOC6032405|XP_038112655.1|CQUI	LOC115625674|XP_030376670.1|SLEB
OG0006921	LOC6037080|XP_001847031.2|CQUI	LOC115631927|XP_030384638.1|SLEB
OG0006922	LOC6053632|XP_038111298.1|CQUI	LOC115625844|XP_030376906.1|SLEB
OG0006923	LOC6053636|XP_001869685.2|CQUI	LOC115631446|XP_030384050.1|SLEB
OG0006924	LOC6043310|XP_001870925.1|CQUI	LOC115626378|XP_030377593.1|SLEB
OG0006925	LOC6043312|XP_001870927.1|CQUI	LOC115621398|XP_030370902.1|SLEB
OG0006926	LOC6036356|XP_038109987.1|CQUI	LOC115631371|XP_030383952.1|SLEB
OG0006927	LOC6036353|XP_038112666.1|CQUI	LOC115631569|XP_030384221.1|SLEB
OG0006928	LOC6031385|XP_038111938.1|CQUI	LOC115631379|XP_030383961.1|SLEB
OG0006929	LOC6037374|XP_038107872.1|CQUI	LOC115628511|XP_030380515.1|SLEB
OG0006930	LOC6037378|XP_038112499.1|CQUI	LOC115631098|XP_030383610.1|SLEB
OG0006931	LOC6041499|XP_001850750.1|CQUI	LOC115630983|XP_030383426.1|SLEB
OG0006932	LOC6041489|XP_001850740.1|CQUI	LOC115631147|XP_030383678.1|SLEB
OG0006933	LOC6041485|XP_001850737.1|CQUI	LOC115631771|XP_030384466.1|SLEB
OG0006934	LOC6051265|XP_038108272.1|CQUI	LOC115624349|XP_030374862.1|SLEB
OG0006935	LOC6049915|XP_001866599.1|CQUI	LOC115626363|XP_030377574.1|SLEB
OG0006936	LOC6044608|XP_038107243.1|CQUI	LOC115628990|XP_030381131.1|SLEB
OG0006937	LOC6044591|XP_001862082.1|CQUI	LOC115629840|XP_030382281.1|SLEB
OG0006938	LOC6044593|XP_001862084.1|CQUI	LOC115625695|XP_030376695.1|SLEB
OG0006939	LOC6044595|XP_038108152.1|CQUI	LOC115628037|XP_030379842.1|SLEB
OG0006940	LOC6050050|XP_038110124.1|CQUI	LOC115631078|XP_030383585.1|SLEB
OG0006941	LOC6031856|XP_038114214.1|CQUI	LOC115631341|XP_030383919.1|SLEB
OG0006942	LOC6037121|XP_038107650.1|CQUI	LOC115622240|XP_030372000.1|SLEB
OG0006943	LOC6031934|XP_038112746.1|CQUI	LOC115631169|XP_030383719.1|SLEB
OG0006944	LOC6031938|XP_038107535.1|CQUI	LOC115631795|XP_030384492.1|SLEB
OG0006945	LOC6038102|XP_038111511.1|CQUI	LOC115631473|XP_030384087.1|SLEB
OG0006946	LOC6050060|XP_001866727.2|CQUI	LOC115621981|XP_030371693.1|SLEB
OG0006947	LOC6031959|XP_001842635.2|CQUI	LOC115626383|XP_030377602.1|SLEB
OG0006948	LOC6031775|XP_038113613.1|CQUI	LOC115625915|XP_030377009.1|SLEB
OG0006949	LOC6031795|XP_001842503.2|CQUI	LOC115630598|XP_030383077.1|SLEB
OG0006950	LOC6044462|XP_001861976.2|CQUI	LOC115625973|XP_030377077.1|SLEB
OG0006951	LOC119767758|XP_038113115.1|CQUI	LOC115625804|XP_030376842.1|SLEB
OG0006952	LOC6041556|XP_038112759.1|CQUI	LOC115620915|XP_030370271.1|SLEB
OG0006953	LOC6043294|XP_038109236.1|CQUI	LOC115632353|XP_030385323.1|SLEB
OG0006954	LOC6043299|XP_038110803.1|CQUI	LOC115630979|XP_030383421.1|SLEB
OG0006955	LOC119767808|XP_038113275.1|CQUI	LOC115621896|XP_030371586.1|SLEB
OG0006956	LOC6037096|XP_001847046.2|CQUI	LOC115630601|XP_030383081.1|SLEB
OG0006957	LOC6037095|XP_038108761.1|CQUI	LOC115625838|XP_030376900.1|SLEB
OG0006959	LOC6037088|XP_001847041.2|CQUI	LOC115628275|XP_030380164.1|SLEB
OG0006960	LOC6047194|XP_001864281.2|CQUI	LOC115626099|XP_030377211.1|SLEB
OG0006961	LOC6051459|XP_038108557.1|CQUI	LOC115630591|XP_030383070.1|SLEB
OG0006962	LOC6040853|XP_038109055.1|CQUI	LOC115629028|XP_030381186.1|SLEB
OG0006963	LOC6038074|XP_038113591.1|CQUI	LOC115625666|XP_030376662.1|SLEB
OG0006964	LOC6038081|XP_038106826.1|CQUI	LOC115625917|XP_030377011.1|SLEB
OG0006965	LOC6050855|XP_001867381.2|CQUI	LOC115631706|XP_030384393.1|SLEB
OG0006966	LOC6050854|XP_038111582.1|CQUI	LOC115631165|XP_030383714.1|SLEB
OG0006967	LOC6050856|XP_001867382.2|CQUI	LOC115633697|XP_030387015.1|SLEB
OG0006968	LOC6050868|XP_038107253.1|CQUI	LOC115623216|XP_030373317.1|SLEB
OG0006969	LOC6043905|XP_038109111.1|CQUI	LOC115622851|XP_030372793.1|SLEB
OG0006971	LOC6054675|XP_038106115.1|CQUI	LOC115630489|XP_030382933.1|SLEB
OG0006972	LOC6031191|XP_001842032.1|CQUI	LOC115631438|XP_030384037.1|SLEB
OG0006973	LOC6052099|XP_001868427.2|CQUI	LOC115628601|XP_030380644.1|SLEB
OG0006974	LOC6031211|XP_038107169.1|CQUI	LOC115623686|XP_030374016.1|SLEB
OG0006975	LOC6031246|XP_001842076.2|CQUI	LOC115631447|XP_030384051.1|SLEB
OG0006976	LOC6031402|XP_038111178.1|CQUI	LOC115628988|XP_030381129.1|SLEB
OG0006977	LOC6031980|XP_038111736.1|CQUI	LOC115633629|XP_030386924.1|SLEB
OG0006978	LOC6036364|XP_038108913.1|CQUI	LOC115630579|XP_030383056.1|SLEB
OG0006979	LOC6037021|XP_038108422.1|CQUI	LOC115631276|XP_030383848.1|SLEB
OG0006980	LOC6037003|XP_001846967.2|CQUI	LOC115626333|XP_030377537.1|SLEB
OG0006981	LOC6037000|XP_001846965.2|CQUI	LOC115622901|XP_030372880.1|SLEB
OG0006982	LOC6036998|XP_038109525.1|CQUI	LOC115628550|XP_030380572.1|SLEB
OG0006983	LOC6036991|XP_038107681.1|CQUI	LOC115628519|XP_030380531.1|SLEB
OG0006984	LOC6036638|XP_038113736.1|CQUI	LOC115631485|XP_030384100.1|SLEB
OG0006985	LOC6053555|XP_001869617.2|CQUI	LOC115628469|XP_030380451.1|SLEB
OG0006986	LOC6053559|XP_038109265.1|CQUI	LOC115630650|XP_030383152.1|SLEB
OG0006987	LOC119766524|XP_038107060.1|CQUI	LOC115633663|XP_030386968.1|SLEB
OG0006989	LOC6035243|XP_001845469.1|CQUI	LOC115631770|XP_030384465.1|SLEB
OG0006990	LOC6035249|XP_038110781.1|CQUI	LOC115630584|XP_030383062.1|SLEB
OG0006991	LOC6035253|XP_001845478.2|CQUI	LOC115620401|XP_030369477.1|SLEB
OG0006992	LOC6040130|XP_038109033.1|CQUI	LOC115631051|XP_030383543.1|SLEB
OG0006993	LOC6036674|XP_038110723.1|CQUI	LOC115630619|XP_030383106.1|SLEB
OG0006994	LOC6044535|XP_038108392.1|CQUI	LOC115631466|XP_030384076.1|SLEB
OG0006995	LOC6033190|XP_001843670.2|CQUI	LOC115625748|XP_030376764.1|SLEB
OG0006996	LOC6033184|XP_038111623.1|CQUI	LOC115625867|XP_030376938.1|SLEB
OG0006997	LOC6043177|XP_001870896.2|CQUI	LOC115619966|XP_030368862.1|SLEB
OG0006998	LOC6048403|XP_001865327.2|CQUI	LOC115630079|XP_030382564.1|SLEB
OG0007000	LOC6033135|XP_038111147.1|CQUI	LOC115630999|XP_030383453.1|SLEB
OG0007001	LOC6042101|XP_001851252.2|CQUI	LOC115630203|XP_030382635.1|SLEB
OG0007002	LOC6035288|XP_038111011.1|CQUI	LOC115626213|XP_030377365.1|SLEB
OG0007003	LOC6035285|XP_001845506.2|CQUI	LOC115625677|XP_030376678.1|SLEB
OG0007004	LOC6031747|XP_038110674.1|CQUI	LOC115631725|XP_030384420.1|SLEB
OG0007005	LOC6031749|XP_038114231.1|CQUI	LOC115630716|XP_030383228.1|SLEB
OG0007006	LOC6038623|XP_038110198.1|CQUI	LOC115626456|XP_030377696.1|SLEB
OG0007007	LOC6038612|XP_038107376.1|CQUI	LOC115631759|XP_030384453.1|SLEB
OG0007009	LOC6043227|XP_001857723.2|CQUI	LOC115631148|XP_030383679.1|SLEB
OG0007011	LOC6033142|XP_001843632.2|CQUI	LOC115629455|XP_030381780.1|SLEB
OG0007012	LOC6033146|XP_038112596.1|CQUI	LOC115630629|XP_030383123.1|SLEB
OG0007013	LOC6033271|XP_038111470.1|CQUI	LOC115626354|XP_030377565.1|SLEB
OG0007014	LOC6033267|XP_038111815.1|CQUI	LOC115626403|XP_030377626.1|SLEB
OG0007015	LOC6033238|XP_038114415.1|CQUI	LOC115625656|XP_030376644.1|SLEB
OG0007016	LOC6033230|XP_038110512.1|CQUI	LOC115626106|XP_030377219.1|SLEB
OG0007017	LOC6037537|XP_001847437.1|CQUI	LOC115629012|XP_030381164.1|SLEB
OG0007018	LOC6042098|XP_001851245.2|CQUI	LOC115622902|XP_030372881.1|SLEB
OG0007020	LOC6043009|XP_038110800.1|CQUI	LOC115626050|XP_030377162.1|SLEB
OG0007021	LOC6044230|XP_038110163.1|CQUI	LOC115631055|XP_030383551.1|SLEB
OG0007022	LOC119767270|XP_038111458.1|CQUI	LOC115631154|XP_030383688.1|SLEB
OG0007023	LOC6035270|XP_038108737.1|CQUI	LOC115631489|XP_030384105.1|SLEB
OG0007024	LOC6031890|XP_001842586.1|CQUI	LOC115623643|XP_030373948.1|SLEB
