Orthogroup	CQUI.longest_only	DPER.longest_only
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC6591528|XP_026850515.1|DPER
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC113566726|XP_026849428.1|DPER
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC6596716|XP_002022039.1|DPER
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC6600504|XP_026847584.1|DPER
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC6598274|XP_002023297.1|DPER
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC6600989|XP_026849729.1|DPER
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC6600988|XP_002026174.2|DPER
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC6601107|XP_026847436.1|DPER
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC6600544|XP_002025698.2|DPER
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC6601467|XP_026847935.1|DPER
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC6601466|XP_002026433.1|DPER
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC6599504|XP_002024724.1|DPER
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC6599505|XP_026849538.1|DPER
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC6604006|XP_026847547.1|DPER
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC6588300|XP_002014152.1|DPER
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC113566274|XP_026847010.1|DPER
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC6592260|XP_002018569.1|DPER
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC6591244|XP_002015787.2|DPER
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC6592257|XP_002018566.1|DPER
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC6603308|XP_026849876.1|DPER
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC6601163|XP_002026262.1|DPER
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC6601162|XP_026848053.1|DPER
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC6601164|XP_002026263.1|DPER
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC6602935|XP_002027986.2|DPER
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC6590844|XP_026841877.1|DPER
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC6600606|XP_002025595.1|DPER
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC6602391|XP_002027443.2|DPER
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC6600983|XP_002026169.1|DPER
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC6600986|XP_026849721.1|DPER
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC6600985|XP_026849694.1|DPER
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC6601189|XP_002026221.1|DPER
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC6599520|XP_002024648.1|DPER
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC6597172|XP_026845363.1|DPER
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC6600331|XP_026849047.1|DPER
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC6600638|XP_026847572.1|DPER
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC6601580|XP_026841288.1|DPER
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC6602319|XP_026848473.1|DPER
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC6593178|XP_002018112.2|DPER
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC6592903|XP_026841368.1|DPER
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC6602804|XP_002027855.1|DPER
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC6602803|XP_002027854.1|DPER
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC6600675|XP_026848626.1|DPER
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC6596499|XP_002021573.2|DPER
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC6596074|XP_026845276.1|DPER
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC6601938|XP_002026980.1|DPER
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC6601933|XP_002026975.2|DPER
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC6590278|XP_026841378.1|DPER
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC6603292|XP_002028273.1|DPER
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC6603332|XP_002028316.1|DPER
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC6588974|XP_002014337.1|DPER
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC6602500|XP_002027545.1|DPER
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC6599833|XP_002024852.2|DPER
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC6602277|XP_026848494.1|DPER
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC6600673|XP_002025746.1|DPER
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC6592966|XP_026841202.1|DPER
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC6601273|XP_002026402.1|DPER
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC6602778|XP_026847815.1|DPER
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC6592221|XP_026841680.1|DPER
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC6599812|XP_026847306.1|DPER
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC6602347|XP_026848548.1|DPER
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC6592888|XP_002018207.1|DPER
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC6601698|XP_026847564.1|DPER
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC6596022|XP_002020972.2|DPER
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC6587447|XP_002013510.1|DPER
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC6599657|XP_026849486.1|DPER
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC6588507|XP_002013820.2|DPER
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC6596128|XP_002021092.2|DPER
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC6601696|XP_002026708.2|DPER
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC6601694|XP_002026707.1|DPER
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC6601248|XP_026849968.1|DPER
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC6603275|XP_026849867.1|DPER
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC6602348|XP_002027427.1|DPER
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC6588805|XP_026844201.1|DPER
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC6592897|XP_026842133.1|DPER
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC6601005|XP_002026160.1|DPER
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC6600294|XP_002025348.1|DPER
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC6595896|XP_002021437.1|DPER
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC6601653|XP_026847549.1|DPER
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC6594509|XP_002019492.1|DPER
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC6589677|XP_026844503.1|DPER
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC113566598|XP_026848753.1|DPER
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC6601121|XP_026849731.1|DPER
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC113566487|XP_026848084.1|DPER
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC6602463|XP_026848799.1|DPER
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC6601233|XP_026848166.1|DPER
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC6588586|XP_002013221.1|DPER
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC6599579|XP_002024699.1|DPER
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC6599616|XP_026850062.1|DPER
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC6601914|XP_002026963.1|DPER
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC6600238|XP_002025403.1|DPER
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC6601907|XP_002026956.1|DPER
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC6593774|XP_002018966.1|DPER
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC6599723|XP_002024828.1|DPER
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC6601982|XP_026849874.1|DPER
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC6600698|XP_002025862.2|DPER
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC6588352|XP_026840509.1|DPER
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC6601007|XP_002026162.1|DPER
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC6601676|XP_026847562.1|DPER
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC6601677|XP_026847603.1|DPER
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC6601575|XP_002026666.2|DPER
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC6602486|XP_002027514.1|DPER
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC6602487|XP_026848811.1|DPER
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC6602490|XP_026848785.1|DPER
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC6592733|XP_026840991.1|DPER
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC6599490|XP_002024587.1|DPER
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC6599845|XP_026847442.1|DPER
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC6590840|XP_002015772.1|DPER
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC6592990|XP_002017666.1|DPER
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC6593224|XP_026842433.1|DPER
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC6603000|XP_026849497.1|DPER
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC6601754|XP_002026829.1|DPER
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC6593046|XP_002017601.1|DPER
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC6592987|XP_026842292.1|DPER
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC6592764|XP_002017816.1|DPER
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC6591020|XP_002016372.1|DPER
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC6590662|XP_026841554.1|DPER
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC6589714|XP_002015304.1|DPER
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC6590410|XP_026842846.1|DPER
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC113565731|XP_026844522.1|DPER
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC6589743|XP_026844977.1|DPER
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC6592619|XP_002018495.1|DPER
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC6593785|XP_002018777.1|DPER
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC6592512|XP_002017670.1|DPER
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC6593649|XP_026844602.1|DPER
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC6596281|XP_002021803.1|DPER
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC6596628|XP_026843397.1|DPER
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC6587858|XP_002014094.1|DPER
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC6600693|XP_002025857.2|DPER
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC6589470|XP_002014415.1|DPER
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC6593648|XP_026844606.1|DPER
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC6588693|XP_002015028.1|DPER
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC6589689|XP_026844162.1|DPER
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC6595602|XP_002020921.1|DPER
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC113565424|XP_026843162.1|DPER
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC113565475|XP_026843400.1|DPER
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC113566507|XP_026848233.1|DPER
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC6602446|XP_002027481.1|DPER
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC6594001|XP_026843048.1|DPER
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC6589712|XP_002015302.1|DPER
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC6589164|XP_002014895.1|DPER
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC113566189|XP_026846505.1|DPER
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC6593763|XP_026843818.1|DPER
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC6598459|XP_002023687.2|DPER
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC6595156|XP_026850676.1|DPER
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC6598038|XP_002023196.1|DPER
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC6595367|XP_002020803.1|DPER
OG0006906	LOC6045155|XP_038112307.1|CQUI	LOC6588798|XP_002014675.1|DPER
OG0006907	LOC6041618|XP_038107142.1|CQUI	LOC6593464|XP_026843063.1|DPER
OG0006908	LOC6041629|XP_001850859.2|CQUI	LOC6593745|XP_002018849.1|DPER
OG0006909	LOC6041630|XP_001850860.2|CQUI	LOC6589389|XP_002014350.2|DPER
OG0006910	LOC6041631|XP_001850861.1|CQUI	LOC6593794|XP_002018714.1|DPER
OG0006911	LOC6050508|XP_038110868.1|CQUI	LOC6597320|XP_026846549.1|DPER
OG0006912	LOC6031318|XP_038111414.1|CQUI	LOC6593322|XP_002018944.1|DPER
OG0006913	LOC6031321|XP_038111422.1|CQUI	LOC6589074|XP_002014523.1|DPER
OG0006914	LOC6031322|XP_001842137.2|CQUI	LOC6602207|XP_002027215.1|DPER
OG0006915	LOC6051866|XP_001842141.2|CQUI	LOC6588746|XP_026844527.1|DPER
OG0006916	LOC6031333|XP_038109253.1|CQUI	LOC6593833|XP_026843786.1|DPER
OG0006917	LOC6031339|XP_038110075.1|CQUI	LOC6603386|XP_026843751.1|DPER
OG0006918	LOC6031341|XP_001842154.1|CQUI	LOC6603383|XP_002028369.1|DPER
OG0006919	LOC6032405|XP_038112655.1|CQUI	LOC6589538|XP_026843890.1|DPER
OG0006920	LOC6041505|XP_038111324.1|CQUI	LOC6589721|XP_026844683.1|DPER
OG0006921	LOC6037080|XP_001847031.2|CQUI	LOC6589026|XP_026844315.1|DPER
OG0006922	LOC6053632|XP_038111298.1|CQUI	LOC6593595|XP_002018886.1|DPER
OG0006923	LOC6053636|XP_001869685.2|CQUI	LOC6588759|XP_026844330.1|DPER
OG0006924	LOC6043310|XP_001870925.1|CQUI	LOC113565481|XP_026843429.1|DPER
OG0006925	LOC6043312|XP_001870927.1|CQUI	LOC6594983|XP_026847464.1|DPER
OG0006926	LOC6036356|XP_038109987.1|CQUI	LOC6596485|XP_026843568.1|DPER
OG0006927	LOC6036353|XP_038112666.1|CQUI	LOC6596482|XP_002021526.1|DPER
OG0006928	LOC6031385|XP_038111938.1|CQUI	LOC6596479|XP_026843621.1|DPER
OG0006929	LOC6037374|XP_038107872.1|CQUI	LOC6595583|XP_026844405.1|DPER
OG0006930	LOC6037378|XP_038112499.1|CQUI	LOC6595370|XP_026844424.1|DPER
OG0006931	LOC6041499|XP_001850750.1|CQUI	LOC6595409|XP_002020882.1|DPER
OG0006932	LOC6041489|XP_001850740.1|CQUI	LOC6589328|XP_002014353.1|DPER
OG0006933	LOC6041485|XP_001850737.1|CQUI	LOC6589308|XP_002014406.1|DPER
OG0006934	LOC6051265|XP_038108272.1|CQUI	LOC6594029|XP_002019727.1|DPER
OG0006935	LOC6049915|XP_001866599.1|CQUI	LOC6603394|XP_002028374.1|DPER
OG0006936	LOC6044608|XP_038107243.1|CQUI	LOC6593304|XP_026843470.1|DPER
OG0006937	LOC6044591|XP_001862082.1|CQUI	LOC6588969|XP_002014332.1|DPER
OG0006938	LOC6044593|XP_001862084.1|CQUI	LOC6589708|XP_002014458.1|DPER
OG0006939	LOC6044595|XP_038108152.1|CQUI	LOC6597828|XP_002022906.1|DPER
OG0006940	LOC6050050|XP_038110124.1|CQUI	LOC6593639|XP_026843319.1|DPER
OG0006941	LOC6031856|XP_038114214.1|CQUI	LOC6589510|XP_026844242.1|DPER
OG0006942	LOC6037121|XP_038107650.1|CQUI	LOC6592736|XP_026840650.1|DPER
OG0006943	LOC6031934|XP_038112746.1|CQUI	LOC6589238|XP_026844791.1|DPER
OG0006944	LOC6031938|XP_038107535.1|CQUI	LOC6589817|XP_026844807.1|DPER
OG0006945	LOC6038102|XP_038111511.1|CQUI	LOC6589443|XP_026844400.1|DPER
OG0006946	LOC6050060|XP_001866727.2|CQUI	LOC6587228|XP_002013869.1|DPER
OG0006947	LOC6031959|XP_001842635.2|CQUI	LOC6593695|XP_002018842.1|DPER
OG0006948	LOC6031775|XP_038113613.1|CQUI	LOC6596555|XP_002021736.1|DPER
OG0006949	LOC6031795|XP_001842503.2|CQUI	LOC6595514|XP_002020619.1|DPER
OG0006950	LOC6044462|XP_001861976.2|CQUI	LOC6597972|XP_002023110.1|DPER
OG0006951	LOC119767758|XP_038113115.1|CQUI	LOC6593797|XP_026842970.1|DPER
OG0006952	LOC6041556|XP_038112759.1|CQUI	LOC6594953|XP_002020321.1|DPER
OG0006953	LOC6043294|XP_038109236.1|CQUI	LOC6599849|XP_002024998.2|DPER
OG0006954	LOC6043299|XP_038110803.1|CQUI	LOC6603063|XP_002028056.1|DPER
OG0006955	LOC119767808|XP_038113275.1|CQUI	LOC6594963|XP_002020331.1|DPER
OG0006956	LOC6037096|XP_001847046.2|CQUI	LOC6589512|XP_002015186.1|DPER
OG0006957	LOC6037095|XP_038108761.1|CQUI	LOC6598044|XP_002023202.1|DPER
OG0006959	LOC6037088|XP_001847041.2|CQUI	LOC6599567|XP_026849555.1|DPER
OG0006960	LOC6047194|XP_001864281.2|CQUI	LOC6593841|XP_002018703.1|DPER
OG0006961	LOC6051459|XP_038108557.1|CQUI	LOC6604574|XP_026843969.1|DPER
OG0006962	LOC6040853|XP_038109055.1|CQUI	LOC6596425|XP_026843632.1|DPER
OG0006963	LOC6038074|XP_038113591.1|CQUI	LOC6588963|XP_026844001.1|DPER
OG0006964	LOC6038081|XP_038106826.1|CQUI	LOC6589142|XP_002014432.2|DPER
OG0006965	LOC6050855|XP_001867381.2|CQUI	LOC6589216|XP_002015300.1|DPER
OG0006966	LOC6050854|XP_038111582.1|CQUI	LOC6596615|XP_002021611.1|DPER
OG0006967	LOC6050856|XP_001867382.2|CQUI	LOC6592555|XP_002017933.1|DPER
OG0006968	LOC6050868|XP_038107253.1|CQUI	LOC6590168|XP_026842584.1|DPER
OG0006969	LOC6043905|XP_038109111.1|CQUI	LOC6603695|XP_026848477.1|DPER
OG0006971	LOC6054675|XP_038106115.1|CQUI	LOC6595529|XP_002020664.1|DPER
OG0006972	LOC6031191|XP_001842032.1|CQUI	LOC6589603|XP_026844540.1|DPER
OG0006973	LOC6052099|XP_001868427.2|CQUI	LOC6595576|XP_002020953.2|DPER
OG0006974	LOC6031211|XP_038107169.1|CQUI	LOC6593775|XP_002018967.1|DPER
OG0006975	LOC6031246|XP_001842076.2|CQUI	LOC6596514|XP_026843748.1|DPER
OG0006976	LOC6031402|XP_038111178.1|CQUI	LOC6589324|XP_002014284.2|DPER
OG0006977	LOC6031980|XP_038111736.1|CQUI	LOC6590488|XP_026842609.1|DPER
OG0006978	LOC6036364|XP_038108913.1|CQUI	LOC6595390|XP_002020793.1|DPER
OG0006979	LOC6037021|XP_038108422.1|CQUI	LOC6589670|XP_026844568.1|DPER
OG0006980	LOC6037003|XP_001846967.2|CQUI	LOC6589866|XP_002014208.1|DPER
OG0006981	LOC6037000|XP_001846965.2|CQUI	LOC6596278|XP_026843275.1|DPER
OG0006982	LOC6036998|XP_038109525.1|CQUI	LOC6596343|XP_026843277.1|DPER
OG0006983	LOC6036991|XP_038107681.1|CQUI	LOC113565674|XP_026844203.1|DPER
OG0006984	LOC6036638|XP_038113736.1|CQUI	LOC6589812|XP_002015339.2|DPER
OG0006985	LOC6053555|XP_001869617.2|CQUI	LOC6588889|XP_002014858.1|DPER
OG0006986	LOC6053559|XP_038109265.1|CQUI	LOC6589354|XP_002014805.1|DPER
OG0006987	LOC119766524|XP_038107060.1|CQUI	LOC6590279|XP_002015519.1|DPER
OG0006989	LOC6035243|XP_001845469.1|CQUI	LOC6603042|XP_002028064.1|DPER
OG0006990	LOC6035249|XP_038110781.1|CQUI	LOC6593370|XP_002018591.1|DPER
OG0006991	LOC6035253|XP_001845478.2|CQUI	LOC6587506|XP_002013528.1|DPER
OG0006992	LOC6040130|XP_038109033.1|CQUI	LOC6596518|XP_026843432.1|DPER
OG0006993	LOC6036674|XP_038110723.1|CQUI	LOC6588847|XP_026844180.1|DPER
OG0006994	LOC6044535|XP_038108392.1|CQUI	LOC6602228|XP_002027258.1|DPER
OG0006995	LOC6033190|XP_001843670.2|CQUI	LOC6593588|XP_002018879.2|DPER
OG0006996	LOC6033184|XP_038111623.1|CQUI	LOC6593590|XP_002018881.1|DPER
OG0006997	LOC6043177|XP_001870896.2|CQUI	LOC6593014|XP_002018255.1|DPER
OG0006998	LOC6048403|XP_001865327.2|CQUI	LOC6591467|XP_002016778.1|DPER
OG0007000	LOC6033135|XP_038111147.1|CQUI	LOC6589502|XP_002014592.1|DPER
OG0007001	LOC6042101|XP_001851252.2|CQUI	LOC6590219|XP_026841198.1|DPER
OG0007002	LOC6035288|XP_038111011.1|CQUI	LOC6597956|XP_026843695.1|DPER
OG0007003	LOC6035285|XP_001845506.2|CQUI	LOC6590875|XP_026840909.1|DPER
OG0007004	LOC6031747|XP_038110674.1|CQUI	LOC6589436|XP_002014863.1|DPER
OG0007005	LOC6031749|XP_038114231.1|CQUI	LOC6595653|XP_026844524.1|DPER
OG0007006	LOC6038623|XP_038110198.1|CQUI	LOC6589629|XP_026845053.1|DPER, LOC113565847|XP_026845014.1|DPER
OG0007007	LOC6038612|XP_038107376.1|CQUI	LOC6589875|XP_002014371.1|DPER
OG0007009	LOC6043227|XP_001857723.2|CQUI	LOC6589327|XP_002014352.1|DPER
OG0007011	LOC6033142|XP_001843632.2|CQUI	LOC6587527|XP_002013673.2|DPER
OG0007012	LOC6033146|XP_038112596.1|CQUI	LOC6589165|XP_026844236.1|DPER
OG0007013	LOC6033271|XP_038111470.1|CQUI	LOC113565774|XP_026844692.1|DPER
OG0007014	LOC6033267|XP_038111815.1|CQUI	LOC6588793|XP_026844200.1|DPER
OG0007015	LOC6033238|XP_038114415.1|CQUI	LOC6596282|XP_002021804.1|DPER
OG0007016	LOC6033230|XP_038110512.1|CQUI	LOC6593779|XP_026843709.1|DPER
OG0007017	LOC6037537|XP_001847437.1|CQUI	LOC6596417|XP_026843360.1|DPER
OG0007018	LOC6042098|XP_001851245.2|CQUI	LOC6596277|XP_026843138.1|DPER
OG0007020	LOC6043009|XP_038110800.1|CQUI	LOC6593943|XP_026843728.1|DPER
OG0007021	LOC6044230|XP_038110163.1|CQUI	LOC6589108|XP_002015041.1|DPER
OG0007022	LOC119767270|XP_038111458.1|CQUI	LOC6588760|XP_002014951.1|DPER
OG0007023	LOC6035270|XP_038108737.1|CQUI	LOC6589252|XP_002014389.1|DPER
OG0007024	LOC6031890|XP_001842586.1|CQUI	LOC6594308|XP_002019806.1|DPER
OG0007025	LOC6031860|XP_001842561.1|CQUI	LOC6597822|XP_002022954.1|DPER
OG0007026	LOC6031866|XP_038114187.1|CQUI	LOC6589869|XP_026844566.1|DPER
OG0007027	LOC6031885|XP_001842582.1|CQUI	LOC6589516|XP_002015190.1|DPER
OG0007028	LOC6031888|XP_001842584.2|CQUI	LOC6589568|XP_026844257.1|DPER
OG0007029	LOC6034900|XP_038107068.1|CQUI	LOC6589753|XP_002014726.2|DPER
OG0007030	LOC6049726|XP_001866437.2|CQUI	LOC6597408|XP_002022416.2|DPER
OG0007031	LOC6036442|XP_038108484.1|CQUI	LOC6589880|XP_026844717.1|DPER
OG0007032	LOC6036454|XP_001846504.2|CQUI	LOC6595784|XP_002021329.2|DPER
OG0007033	LOC6036457|XP_038111019.1|CQUI	LOC6598116|XP_002023272.2|DPER
OG0007034	LOC6036459|XP_001846509.2|CQUI	LOC6596378|XP_002021563.1|DPER
OG0007035	LOC6036460|XP_001846510.2|CQUI	LOC6602658|XP_002027698.1|DPER
OG0007036	LOC6036462|XP_001846512.2|CQUI	LOC6596036|XP_002021035.2|DPER
OG0007037	LOC6036463|XP_001846513.1|CQUI	LOC6594872|XP_002020111.1|DPER
OG0007038	LOC6039097|XP_038113092.1|CQUI	LOC6600845|XP_026841745.1|DPER
OG0007039	LOC6038876|XP_001848575.2|CQUI	LOC6591277|XP_026840996.1|DPER
OG0007040	LOC6038880|XP_001848579.2|CQUI	LOC6589680|XP_002014765.1|DPER
OG0007041	LOC6038890|XP_038108243.1|CQUI	LOC6593540|XP_026843618.1|DPER
OG0007042	LOC6038896|XP_038112982.1|CQUI	LOC6593445|XP_026843018.1|DPER
OG0007043	LOC6038902|XP_038107320.1|CQUI	LOC6591344|XP_026841068.1|DPER
OG0007044	LOC6038012|XP_038113729.1|CQUI	LOC6589315|XP_002014528.2|DPER
OG0007045	LOC6051804|XP_038109256.1|CQUI	LOC6594095|XP_002019687.1|DPER
OG0007046	LOC6037994|XP_038109624.1|CQUI	LOC6591379|XP_002017243.1|DPER
OG0007047	LOC6047239|XP_001864322.2|CQUI	LOC6589829|XP_002014708.1|DPER
OG0007048	LOC6035770|XP_038108828.1|CQUI	LOC6595647|XP_026844040.1|DPER
OG0007049	LOC6038898|XP_001848597.1|CQUI	LOC6595546|XP_002020633.1|DPER
OG0007050	LOC6041773|XP_038113548.1|CQUI	LOC6593835|XP_002018697.1|DPER
OG0007051	LOC6050917|XP_038112235.1|CQUI	LOC6588994|XP_026844077.1|DPER
OG0007052	LOC6035995|XP_001846101.1|CQUI	LOC6597567|XP_026848868.1|DPER
OG0007053	LOC6045768|XP_001863071.2|CQUI	LOC6591640|XP_026840710.1|DPER
OG0007054	LOC6045419|XP_001862797.1|CQUI	LOC6592279|XP_002018420.1|DPER
OG0007055	LOC6034332|XP_038111558.1|CQUI	LOC6590101|XP_002015986.2|DPER
OG0007056	LOC6054623|XP_001870509.2|CQUI	LOC113566597|XP_026848732.1|DPER
OG0007057	LOC6039103|XP_001848770.1|CQUI	LOC6597568|XP_002022785.2|DPER
OG0007058	LOC6039856|XP_038112576.1|CQUI	LOC6598577|XP_002023640.2|DPER
OG0007059	LOC6034824|XP_038111447.1|CQUI	LOC113565669|XP_026844196.1|DPER
OG0007060	LOC6034826|XP_001845097.2|CQUI	LOC113565739|XP_026844561.1|DPER
OG0007061	LOC6034828|XP_038111902.1|CQUI	LOC6589892|XP_002014629.1|DPER
OG0007062	LOC6034879|XP_001845148.2|CQUI	LOC6593608|XP_002018663.1|DPER
