Orthogroup	CQUI.longest_only	AALB.longest_only
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC118460092|XP_035780009.1|AALB
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC118460094|XP_035780012.1|AALB
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC118459998|XP_035779793.1|AALB
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC118457574|XP_035775142.1|AALB
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC118459574|XP_035778992.1|AALB
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC118457480|XP_035774997.1|AALB
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC118460686|XP_035781078.1|AALB
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC118458753|XP_035777437.1|AALB
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC118458761|XP_035777447.1|AALB
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC118458332|XP_035776577.1|AALB
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC118459605|XP_035779045.1|AALB
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC118461023|XP_035781768.1|AALB
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC118458532|XP_035777003.1|AALB
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC118458319|XP_035776555.1|AALB
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC118466771|XP_035792393.1|AALB
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC118456520|XP_035773256.1|AALB
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC118458311|XP_035776546.1|AALB
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC118460176|XP_035780173.1|AALB
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC118458308|XP_035776536.1|AALB
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC118459343|XP_035778508.1|AALB
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC118460541|XP_035780824.1|AALB
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC118458192|XP_035776329.1|AALB
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC118458195|XP_035776333.1|AALB
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC118458185|XP_035776310.1|AALB
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC118461861|XP_035783557.1|AALB
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC118458140|XP_035776227.1|AALB
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC118461915|XP_035783671.1|AALB
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC118461565|XP_035782923.1|AALB
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC118458135|XP_035776214.1|AALB
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC118466602|XP_035792072.1|AALB
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC118464447|XP_035787722.1|AALB
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC118463427|XP_035785886.1|AALB
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC118460014|XP_035779838.1|AALB
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC118456541|XP_035773288.1|AALB
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC118460825|XP_035781360.1|AALB
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC118458004|XP_035775971.1|AALB
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC118468442|XP_035795103.1|AALB
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC118464491|XP_035787811.1|AALB
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC118457937|XP_035775842.1|AALB
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC118466377|XP_035791495.1|AALB
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC118466384|XP_035791509.1|AALB
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC118466379|XP_035791497.1|AALB
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC118466878|XP_035792626.1|AALB
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC118466702|XP_035792234.1|AALB
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC118467220|XP_035793361.1|AALB
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC118466168|XP_035791040.1|AALB
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC118466173|XP_035791051.1|AALB
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC118462479|XP_035784072.1|AALB
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC118465873|XP_035790402.1|AALB
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC118466374|XP_035791492.1|AALB
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC118464235|XP_035787312.1|AALB
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC118465415|XP_035789533.1|AALB
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC118467674|XP_035794334.1|AALB
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC118463400|XP_035785841.1|AALB
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC118466572|XP_035792009.1|AALB
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC118466554|XP_035791971.1|AALB
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC118466566|XP_035792002.1|AALB
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC118467386|XP_035793720.1|AALB
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC118464259|XP_035787391.1|AALB
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC118462751|XP_035784608.1|AALB
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC118462747|XP_035784603.1|AALB
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC118466895|XP_035792644.1|AALB
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC118466859|XP_035792587.1|AALB
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC118467269|XP_035793450.1|AALB
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC118467271|XP_035793453.1|AALB
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC118466801|XP_035792445.1|AALB
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC118463269|XP_035785635.1|AALB
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC118466052|XP_035790782.1|AALB
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC118466180|XP_035791064.1|AALB
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC118466178|XP_035791059.1|AALB
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC118465912|XP_035790496.1|AALB
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC118468308|XP_035794938.1|AALB
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC118466004|XP_035790693.1|AALB
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC118466745|XP_035792323.1|AALB
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC118466051|XP_035790781.1|AALB
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC118466736|XP_035792311.1|AALB
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC118465566|XP_035789820.1|AALB
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC118467140|XP_035793154.1|AALB
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC118464794|XP_035788320.1|AALB
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC118464798|XP_035788350.1|AALB
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC118467979|XP_035794860.1|AALB
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC118467978|XP_035794858.1|AALB
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC118465258|XP_035789172.1|AALB
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC118466931|XP_035792712.1|AALB
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC118467499|XP_035793943.1|AALB
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC118467958|XP_035794834.1|AALB
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC118466704|XP_035792239.1|AALB
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC118464159|XP_035787185.1|AALB
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC118464153|XP_035787173.1|AALB
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC118464151|XP_035787167.1|AALB
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC118463857|XP_035786656.1|AALB
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC118465886|XP_035790429.1|AALB
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC118465884|XP_035790427.1|AALB
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC118465883|XP_035790413.1|AALB
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC118464384|XP_035787621.1|AALB
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC118466596|XP_035792057.1|AALB
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC118465559|XP_035789801.1|AALB
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC118466003|XP_035790692.1|AALB
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC118467491|XP_035793935.1|AALB
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC118464228|XP_035787302.1|AALB
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC118467451|XP_035793850.1|AALB
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC118463848|XP_035786645.1|AALB
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC118464138|XP_035787134.1|AALB
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC118467555|XP_035794073.1|AALB
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC118466193|XP_035791099.1|AALB
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC118467662|XP_035794303.1|AALB
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC118463194|XP_035785517.1|AALB
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC118464750|XP_035788259.1|AALB
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC118464738|XP_035788237.1|AALB
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC118464757|XP_035788269.1|AALB
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC118466334|XP_035791346.1|AALB
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC118467101|XP_035793044.1|AALB
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC118464020|XP_035786968.1|AALB
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC118464925|XP_035788591.1|AALB
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC118462670|XP_035784460.1|AALB
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC118465057|XP_035788832.1|AALB
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC118467246|XP_035793410.1|AALB
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC118465798|XP_035790255.1|AALB
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC118463994|XP_035786917.1|AALB
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC118465928|XP_035790521.1|AALB
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC118466925|XP_035792703.1|AALB
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC118463755|XP_035786450.1|AALB
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC118462684|XP_035784486.1|AALB
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC118466098|XP_035790906.1|AALB
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC118465978|XP_035790633.1|AALB
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC118465992|XP_035790677.1|AALB
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC118465989|XP_035790671.1|AALB
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC118456878|XP_035773887.1|AALB
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC118460913|XP_035781557.1|AALB
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC118465939|XP_035790551.1|AALB
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC118460683|XP_035781074.1|AALB
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC118468349|XP_035795002.1|AALB
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC118457152|XP_035774370.1|AALB
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC118461204|XP_035782149.1|AALB
OG0007638	LOC119770023|XP_038120006.1|CQUI	LOC118464530|XP_035787859.1|AALB
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC118463263|XP_035785627.1|AALB
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC118459902|XP_035779621.1|AALB
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC118466605|XP_035792106.1|AALB
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC118462035|XP_035783906.1|AALB
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC118462026|XP_035783894.1|AALB
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC118463623|XP_035786214.1|AALB
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC118463063|XP_035785215.1|AALB
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC118467038|XP_035792920.1|AALB
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC118456371|XP_035772948.1|AALB
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC118463206|XP_035785583.1|AALB
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC118462076|XP_035783977.1|AALB
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC118466216|XP_035791132.1|AALB
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC118464627|XP_035787968.1|AALB
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC118457096|XP_035774280.1|AALB
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC118458641|XP_035777226.1|AALB
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC118462940|XP_035784971.1|AALB
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC118463151|XP_035785430.1|AALB
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC118457697|XP_035775367.1|AALB
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC118461954|XP_035783747.1|AALB
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC118457139|XP_035774387.1|AALB
