Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0005938	LOC119766089|XP_038106409.1|CQUI	LOC120445852|XP_039482425.1|DSAN
OG0005939	LOC6048273|XP_001865217.2|CQUI	LOC120457312|XP_039500744.1|DSAN
OG0005940	LOC6048287|XP_038111185.1|CQUI	LOC120444265|XP_039479710.1|DSAN
OG0005941	LOC6048289|XP_001865227.2|CQUI	LOC120446844|XP_039483971.1|DSAN
OG0005942	LOC6045991|XP_038110220.1|CQUI	LOC120450596|XP_039489655.1|DSAN
OG0005943	LOC6043655|XP_038106402.1|CQUI	LOC120443983|XP_039479391.1|DSAN
OG0005944	LOC6043653|XP_038106204.1|CQUI	LOC120456611|XP_039499464.1|DSAN
OG0005945	LOC6043657|XP_038106401.1|CQUI	LOC120446220|XP_039483013.1|DSAN
OG0005946	LOC6043684|XP_001861313.2|CQUI	LOC120445634|XP_039482095.1|DSAN
OG0005947	LOC6042621|XP_038108523.1|CQUI	LOC120444872|XP_039480782.1|DSAN
OG0005948	LOC6049084|XP_001865900.2|CQUI	LOC120449897|XP_039488514.1|DSAN
OG0005949	LOC6049082|XP_001869959.1|CQUI	LOC120449410|XP_039487800.1|DSAN
OG0005950	LOC6047672|XP_038110562.1|CQUI	LOC120458427|XP_039502000.1|DSAN
OG0005951	LOC6054058|XP_038113345.1|CQUI	LOC120449377|XP_039487744.1|DSAN
OG0005952	LOC6044181|XP_001861724.2|CQUI	LOC120458426|XP_039501998.1|DSAN
OG0005953	LOC6044183|XP_001861726.2|CQUI	LOC120457756|XP_039501189.1|DSAN
OG0005954	LOC6044184|XP_001861727.2|CQUI	LOC120457820|XP_039501254.1|DSAN
OG0005955	LOC6036746|XP_038109986.1|CQUI	LOC120450779|XP_039489871.1|DSAN
OG0005956	LOC6036620|XP_038111445.1|CQUI	LOC120444522|XP_039480199.1|DSAN
OG0005957	LOC6036624|XP_001846652.1|CQUI	LOC120453136|XP_039493621.1|DSAN
OG0005958	LOC6036626|XP_038112287.1|CQUI	LOC120453538|XP_039494223.1|DSAN
OG0005959	LOC6054461|XP_038112286.1|CQUI	LOC120451267|XP_039490737.1|DSAN
OG0005960	LOC6037975|XP_001847825.2|CQUI	LOC120457100|XP_039500223.1|DSAN
OG0005961	LOC6044813|XP_038109931.1|CQUI	LOC120445765|XP_039482295.1|DSAN
OG0005962	LOC6045070|XP_001862482.2|CQUI	LOC120444860|XP_039480756.1|DSAN
OG0005963	LOC6038121|XP_038109251.1|CQUI	LOC120458496|XP_039502097.1|DSAN
OG0005964	LOC6038111|XP_038112179.1|CQUI	LOC120445963|XP_039482600.1|DSAN
OG0005965	LOC6035708|XP_001845840.2|CQUI	LOC120458399|XP_039501958.1|DSAN
OG0005966	LOC6054248|XP_038106105.1|CQUI	LOC120445136|XP_039481221.1|DSAN
OG0005967	LOC6047090|XP_001864194.1|CQUI	LOC120447212|XP_039484659.1|DSAN
OG0005968	LOC6051698|XP_038110551.1|CQUI	LOC120445647|XP_039482122.1|DSAN
OG0005969	LOC6039660|XP_038110909.1|CQUI	LOC120446371|XP_039483235.1|DSAN
OG0005970	LOC6039629|XP_038109901.1|CQUI	LOC120448715|XP_039486818.1|DSAN
OG0005971	LOC119765006|XP_038114464.1|CQUI	LOC120446276|XP_039483093.1|DSAN
OG0005972	LOC6037700|XP_038114453.1|CQUI	LOC120448126|XP_039485874.1|DSAN
OG0005973	LOC6037705|XP_001847590.2|CQUI	LOC120448786|XP_039486909.1|DSAN
OG0005974	LOC6037708|XP_038114457.1|CQUI	LOC120447677|XP_039485136.1|DSAN
OG0005975	LOC6037715|XP_001847598.1|CQUI	LOC120448129|XP_039485881.1|DSAN
OG0005977	LOC6037724|XP_001847605.1|CQUI	LOC120444419|XP_039479981.1|DSAN
OG0005978	LOC6037721|XP_038114461.1|CQUI	LOC120446916|XP_039484089.1|DSAN
OG0005979	LOC6037727|XP_001847608.2|CQUI	LOC120446995|XP_039484229.1|DSAN
OG0005980	LOC6037745|XP_001847625.2|CQUI	LOC120450863|XP_039490018.1|DSAN
OG0005981	LOC6048240|XP_038109133.1|CQUI	LOC120456797|XP_039499755.1|DSAN
OG0005982	LOC6048245|XP_038112371.1|CQUI	LOC120448060|XP_039485754.1|DSAN
OG0005983	LOC6048242|XP_038111211.1|CQUI	LOC120457215|XP_039500517.1|DSAN
OG0005984	LOC6036737|XP_038108724.1|CQUI	LOC120455527|XP_039497750.1|DSAN
OG0005985	LOC6036739|XP_001846738.2|CQUI	LOC120457027|XP_039500123.1|DSAN
OG0005986	LOC6035962|XP_001846070.1|CQUI	LOC120455023|XP_039496787.1|DSAN
OG0005987	LOC6035954|XP_038114266.1|CQUI	LOC120455213|XP_039497107.1|DSAN
OG0005988	LOC6035933|XP_038107133.1|CQUI	LOC120447052|XP_039484366.1|DSAN
OG0005989	LOC6052170|XP_038110916.1|CQUI	LOC120444305|XP_039479768.1|DSAN
OG0005990	LOC6038575|XP_001848361.2|CQUI	LOC120446999|XP_039484238.1|DSAN
OG0005991	LOC6038573|XP_001848359.1|CQUI	LOC120443896|XP_039479257.1|DSAN
OG0005992	LOC6038568|XP_001848354.2|CQUI	LOC120447706|XP_039485168.1|DSAN
OG0005993	LOC6038571|XP_038108670.1|CQUI	LOC120447707|XP_039485170.1|DSAN
OG0005994	LOC6035697|XP_038110510.1|CQUI	LOC120450448|XP_039489399.1|DSAN
OG0005995	LOC6035695|XP_038109839.1|CQUI	LOC120449569|XP_039488055.1|DSAN
OG0005996	LOC6035694|XP_001845828.1|CQUI	LOC120450406|XP_039489336.1|DSAN
OG0005997	LOC6035682|XP_001845816.1|CQUI	LOC120445416|XP_039481766.1|DSAN
OG0005998	LOC6035680|XP_038109187.1|CQUI	LOC120450360|XP_039489276.1|DSAN
OG0005999	LOC6046953|XP_001864072.1|CQUI	LOC120449183|XP_039487466.1|DSAN
OG0006000	LOC6034171|XP_038113272.1|CQUI	LOC120446856|XP_039483983.1|DSAN
OG0006001	LOC6045033|XP_038113151.1|CQUI	LOC120448751|XP_039486868.1|DSAN
OG0006002	LOC6051240|XP_001867714.1|CQUI	LOC120444984|XP_039480946.1|DSAN
OG0006003	LOC6051251|XP_038111054.1|CQUI	LOC120448213|XP_039486026.1|DSAN
OG0006004	LOC6054061|XP_001870039.2|CQUI	LOC120450903|XP_039490086.1|DSAN
OG0006005	LOC6042912|XP_001853956.1|CQUI	LOC120457719|XP_039501152.1|DSAN
OG0006006	LOC6035868|XP_001845982.2|CQUI	LOC120445052|XP_039481104.1|DSAN
OG0006007	LOC6037815|XP_001847690.2|CQUI	LOC120458692|XP_039502367.1|DSAN
OG0006008	LOC6048574|XP_038107386.1|CQUI	LOC120449058|XP_039487290.1|DSAN
OG0006009	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI	LOC120447950|XP_039485568.1|DSAN
OG0006010	LOC6045918|XP_038111394.1|CQUI	LOC120450489|XP_039489470.1|DSAN
OG0006011	LOC6045912|XP_038111660.1|CQUI	LOC120450367|XP_039489285.1|DSAN
OG0006012	LOC6034176|XP_038113054.1|CQUI	LOC120450319|XP_039489210.1|DSAN
OG0006013	LOC6034181|XP_038106465.1|CQUI	LOC120447073|XP_039484398.1|DSAN
OG0006014	LOC6034189|XP_001844544.2|CQUI	LOC120450179|XP_039488974.1|DSAN
OG0006015	LOC6034193|XP_001844548.1|CQUI	LOC120445610|XP_039482053.1|DSAN
OG0006016	LOC6034212|XP_038108800.1|CQUI	LOC120448403|XP_039486331.1|DSAN
OG0006017	LOC6034213|XP_001844566.2|CQUI	LOC120446932|XP_039484116.1|DSAN
OG0006018	LOC6053533|XP_038109498.1|CQUI	LOC120444634|XP_039480374.1|DSAN
OG0006019	LOC6042938|XP_001870877.1|CQUI	LOC120445869|XP_039482446.1|DSAN
OG0006020	LOC6035890|XP_038112698.1|CQUI	LOC120450442|XP_039489389.1|DSAN
OG0006021	LOC6035889|XP_038112683.1|CQUI	LOC120448002|XP_039485649.1|DSAN
OG0006022	LOC6035878|XP_038108446.1|CQUI	LOC120452510|XP_039492701.1|DSAN
OG0006023	LOC6037828|XP_001847703.2|CQUI	LOC120451730|XP_039491572.1|DSAN
OG0006024	LOC6052303|XP_038108847.1|CQUI	LOC120457181|XP_039500411.1|DSAN
OG0006025	LOC6040387|XP_038113864.1|CQUI	LOC120444648|XP_039480408.1|DSAN
OG0006026	LOC6046620|XP_038114287.1|CQUI	LOC120452911|XP_039493307.1|DSAN
OG0006027	LOC6031701|XP_038108054.1|CQUI	LOC120444731|XP_039480591.1|DSAN
OG0006028	LOC6049845|XP_038109644.1|CQUI	LOC120446072|XP_039482784.1|DSAN
OG0006029	LOC6037814|XP_001847689.1|CQUI	LOC120458666|XP_039502334.1|DSAN
OG0006030	LOC6037809|XP_001847684.1|CQUI	LOC120453146|XP_039493636.1|DSAN
OG0006031	LOC6037808|XP_038106040.1|CQUI	LOC120445953|XP_039482574.1|DSAN
OG0006032	LOC6037804|XP_038114333.1|CQUI	LOC120455190|XP_039497062.1|DSAN
OG0006033	LOC6049950|XP_001866633.2|CQUI	LOC120446933|XP_039484117.1|DSAN
OG0006034	LOC6041657|XP_001850884.2|CQUI	LOC120452183|XP_039492227.1|DSAN
OG0006035	LOC119766762|XP_038108387.1|CQUI	LOC120454614|XP_039496010.1|DSAN
OG0006036	LOC119766761|XP_038108386.1|CQUI	LOC120453958|XP_039494845.1|DSAN
OG0006037	LOC6049361|XP_038113219.1|CQUI	LOC120445301|XP_039481544.1|DSAN
OG0006038	LOC6049713|XP_001866420.2|CQUI	LOC120451209|XP_039490616.1|DSAN
OG0006039	LOC6053330|XP_038108487.1|CQUI	LOC120443773|XP_039479009.1|DSAN
OG0006040	LOC6042926|XP_038110634.1|CQUI	LOC120444534|XP_039480214.1|DSAN
OG0006041	LOC6042178|XP_038112955.1|CQUI	LOC120456511|XP_039499311.1|DSAN
OG0006042	LOC6042175|XP_038107538.1|CQUI	LOC120447117|XP_039484472.1|DSAN
OG0006043	LOC6042167|XP_001851314.1|CQUI	LOC120448332|XP_039486220.1|DSAN
OG0006044	LOC6034709|XP_001844990.1|CQUI	LOC120454965|XP_039496680.1|DSAN
OG0006045	LOC6034693|XP_038112763.1|CQUI	LOC120458697|XP_039502378.1|DSAN
OG0006046	LOC6034671|XP_001844959.2|CQUI	LOC120444318|XP_039479797.1|DSAN
OG0006047	LOC6051717|XP_038111187.1|CQUI	LOC120448943|XP_039487123.1|DSAN
OG0006048	LOC6037849|XP_001847722.2|CQUI	LOC120448973|XP_039487167.1|DSAN
OG0006049	LOC6037840|XP_038112201.1|CQUI	LOC120457377|XP_039500849.1|DSAN
OG0006050	LOC6037835|XP_038109599.1|CQUI	LOC120452690|XP_039492977.1|DSAN
OG0006051	LOC6037833|XP_038111475.1|CQUI	LOC120455688|XP_039498030.1|DSAN
OG0006053	LOC6053837|XP_001869853.1|CQUI	LOC120449131|XP_039487378.1|DSAN
OG0006054	LOC6051880|XP_038113166.1|CQUI	LOC120454888|XP_039496456.1|DSAN
OG0006055	LOC6048552|XP_038112853.1|CQUI	LOC120451403|XP_039491005.1|DSAN
OG0006056	LOC6043101|XP_001855817.2|CQUI	LOC120446444|XP_039483358.1|DSAN
OG0006057	LOC6048577|XP_038108282.1|CQUI	LOC120448431|XP_039486368.1|DSAN
OG0006058	LOC6045890|XP_038107591.1|CQUI	LOC120452059|XP_039492055.1|DSAN
OG0006059	LOC6032310|XP_038113877.1|CQUI	LOC120450523|XP_039489539.1|DSAN
OG0006060	LOC6032309|XP_038113878.1|CQUI	LOC120450525|XP_039489541.1|DSAN
OG0006061	LOC6032318|XP_001842948.2|CQUI	LOC120457007|XP_039500095.1|DSAN
OG0006062	LOC6032323|XP_001842953.2|CQUI	LOC120452225|XP_039492285.1|DSAN
OG0006063	LOC6032324|XP_038110334.1|CQUI	LOC120445088|XP_039481154.1|DSAN
OG0006064	LOC6032326|XP_038109436.1|CQUI	LOC120447079|XP_039484405.1|DSAN
OG0006065	LOC6032327|XP_001842957.2|CQUI	LOC120447834|XP_039485372.1|DSAN
OG0006066	LOC6032330|XP_038111289.1|CQUI	LOC120458131|XP_039501607.1|DSAN
OG0006067	LOC6032343|XP_038108314.1|CQUI	LOC120444631|XP_039480376.1|DSAN
OG0006068	LOC6038331|XP_038112633.1|CQUI	LOC120455500|XP_039497694.1|DSAN
OG0006069	LOC6038349|XP_038112577.1|CQUI	LOC120450595|XP_039489651.1|DSAN
OG0006070	LOC6038353|XP_001848167.1|CQUI	LOC120449773|XP_039488348.1|DSAN
OG0006071	LOC6038361|XP_038109218.1|CQUI	LOC120452836|XP_039493197.1|DSAN
OG0006072	LOC6045588|XP_001862928.1|CQUI	LOC120447841|XP_039485381.1|DSAN
OG0006073	LOC6051713|XP_038112180.1|CQUI	LOC120449312|XP_039487640.1|DSAN
OG0006074	LOC6053445|XP_038107840.1|CQUI	LOC120456137|XP_039498698.1|DSAN
OG0006075	LOC6049154|XP_001865958.1|CQUI	LOC120456231|XP_039498851.1|DSAN
OG0006076	LOC6042365|XP_038113413.1|CQUI	LOC120445458|XP_039481837.1|DSAN
OG0006077	LOC6040194|XP_038110662.1|CQUI	LOC120448546|XP_039486532.1|DSAN
OG0006078	LOC6040195|XP_038111432.1|CQUI	LOC120448752|XP_039486870.1|DSAN
OG0006079	LOC6053106|XP_038111047.1|CQUI	LOC120448061|XP_039485760.1|DSAN
OG0006080	LOC6044054|XP_038110149.1|CQUI	LOC120448057|XP_039485741.1|DSAN
OG0006081	LOC6043124|XP_038109683.1|CQUI	LOC120448260|XP_039486117.1|DSAN
OG0006082	LOC6043123|XP_001855939.1|CQUI	LOC120448350|XP_039486254.1|DSAN
OG0006083	LOC6044806|XP_038111166.1|CQUI	LOC120449471|XP_039487877.1|DSAN
OG0006084	LOC6044283|XP_038109193.1|CQUI	LOC120448697|XP_039486785.1|DSAN
OG0006085	LOC6045107|XP_038110561.1|CQUI	LOC120449336|XP_039487674.1|DSAN
OG0006086	LOC6046760|XP_038108239.1|CQUI	LOC120448386|XP_039486302.1|DSAN
OG0006087	LOC6046757|XP_038109068.1|CQUI	LOC120444319|XP_039479799.1|DSAN
OG0006088	LOC6046763|XP_001863911.1|CQUI	LOC120450599|XP_039489654.1|DSAN
OG0006089	LOC6053393|XP_001869484.1|CQUI	LOC120456630|XP_039499487.1|DSAN
OG0006090	LOC6047671|XP_038114395.1|CQUI	LOC120448206|XP_039486011.1|DSAN
OG0006091	LOC6047667|XP_038112092.1|CQUI	LOC120448865|XP_039487012.1|DSAN
OG0006092	LOC6040400|XP_001849798.2|CQUI	LOC120455699|XP_039498040.1|DSAN
OG0006093	LOC6046498|XP_038111734.1|CQUI	LOC120458396|XP_039501953.1|DSAN
OG0006094	LOC6046497|XP_038110826.1|CQUI	LOC120449127|XP_039487374.1|DSAN
OG0006095	LOC6043054|XP_038110525.1|CQUI	LOC120444617|XP_039480348.1|DSAN
OG0006096	LOC6052298|XP_038106049.1|CQUI	LOC120446042|XP_039482749.1|DSAN
OG0006097	LOC6052639|XP_038108165.1|CQUI	LOC120448188|XP_039485987.1|DSAN
OG0006098	LOC6047572|XP_001864614.2|CQUI	LOC120443925|XP_039479302.1|DSAN
OG0006099	LOC6046313|XP_001863534.2|CQUI	LOC120446450|XP_039483378.1|DSAN
OG0006100	LOC6046315|XP_038113818.1|CQUI	LOC120446618|XP_039483598.1|DSAN
OG0006101	LOC6054705|XP_038109180.1|CQUI	LOC120449023|XP_039487242.1|DSAN
OG0006102	LOC6043943|XP_038110643.1|CQUI	LOC120445870|XP_039482447.1|DSAN
OG0006103	LOC6049230|XP_001866027.2|CQUI	LOC120455421|XP_039497505.1|DSAN
OG0006104	LOC6049231|XP_038112595.1|CQUI	LOC120454937|XP_039496639.1|DSAN
OG0006105	LOC6037466|XP_038111015.1|CQUI	LOC120456427|XP_039499193.1|DSAN
OG0006106	LOC6037447|XP_038108814.1|CQUI	LOC120449259|XP_039487575.1|DSAN
OG0006107	LOC6051490|XP_038107829.1|CQUI	LOC120445022|XP_039481027.1|DSAN
OG0006108	LOC6051224|XP_038110566.1|CQUI	LOC120455466|XP_039497622.1|DSAN
OG0006109	LOC6037690|XP_001847576.1|CQUI	LOC120449004|XP_039487209.1|DSAN
OG0006110	LOC6032268|XP_001842904.1|CQUI	LOC120447497|XP_039484828.1|DSAN
OG0006111	LOC6049140|XP_038111053.1|CQUI	LOC120445049|XP_039481099.1|DSAN
OG0006112	LOC6043112|XP_001855889.1|CQUI	LOC120446321|XP_039483170.1|DSAN
OG0006113	LOC6043111|XP_001855886.2|CQUI	LOC120448608|XP_039486652.1|DSAN
OG0006114	LOC6043114|XP_001855899.2|CQUI	LOC120454560|XP_039495885.1|DSAN
OG0006115	LOC6040972|XP_038108187.1|CQUI	LOC120446151|XP_039482914.1|DSAN
OG0006116	LOC6037458|XP_038111287.1|CQUI	LOC120446109|XP_039482837.1|DSAN
OG0006117	LOC6037462|XP_001847374.2|CQUI	LOC120445768|XP_039482297.1|DSAN
OG0006118	LOC6053927|XP_038110482.1|CQUI	LOC120447139|XP_039484508.1|DSAN
OG0006119	LOC6053925|XP_038111085.1|CQUI	LOC120445784|XP_039482321.1|DSAN
OG0006120	LOC6036720|XP_038107801.1|CQUI	LOC120446520|XP_039483466.1|DSAN
OG0006121	LOC6050982|XP_038111997.1|CQUI	LOC120450404|XP_039489334.1|DSAN
OG0006122	LOC6050980|XP_038110717.1|CQUI	LOC120454917|XP_039496577.1|DSAN
OG0006123	LOC6050984|XP_038112473.1|CQUI	LOC120445709|XP_039482203.1|DSAN
OG0006125	LOC6043028|XP_038108769.1|CQUI	LOC120447998|XP_039485643.1|DSAN
OG0006126	LOC6051198|XP_038110761.1|CQUI	LOC120448621|XP_039486667.1|DSAN
OG0006127	LOC6051893|XP_038111370.1|CQUI	LOC120448270|XP_039486128.1|DSAN
OG0006128	LOC6037634|XP_001847521.2|CQUI	LOC120449010|XP_039487222.1|DSAN
OG0006129	LOC6047150|XP_038109777.1|CQUI	LOC120450534|XP_039489559.1|DSAN
OG0006130	LOC6037676|XP_038112443.1|CQUI	LOC120448036|XP_039485714.1|DSAN
OG0006131	LOC6037685|XP_001847571.2|CQUI	LOC120450585|XP_039489640.1|DSAN
OG0006132	LOC6037687|XP_038113967.1|CQUI	LOC120449189|XP_039487475.1|DSAN
OG0006133	LOC6037689|XP_001847575.1|CQUI	LOC120448037|XP_039485715.1|DSAN
OG0006134	LOC6052916|XP_038107832.1|CQUI	LOC120450356|XP_039489266.1|DSAN
OG0006135	LOC6043290|XP_038107846.1|CQUI	LOC120447471|XP_039484796.1|DSAN
OG0006136	LOC6034504|XP_001844809.2|CQUI	LOC120448000|XP_039485647.1|DSAN
OG0006137	LOC6034553|XP_001844853.2|CQUI	LOC120448771|XP_039486889.1|DSAN
OG0006138	LOC6037251|XP_001847179.2|CQUI	LOC120447010|XP_039484256.1|DSAN
OG0006139	LOC6037230|XP_001847161.2|CQUI	LOC120448393|XP_039486319.1|DSAN
OG0006140	LOC6040571|XP_038110208.1|CQUI	LOC120446516|XP_039483459.1|DSAN
OG0006141	LOC6037193|XP_038109978.1|CQUI	LOC120445201|XP_039481370.1|DSAN
OG0006142	LOC6037211|XP_038109404.1|CQUI	LOC120450481|XP_039489462.1|DSAN
OG0006143	LOC6037213|XP_001847143.2|CQUI	LOC120448862|XP_039487006.1|DSAN
OG0006144	LOC6037214|XP_001847144.2|CQUI	LOC120449222|XP_039487526.1|DSAN
OG0006145	LOC6037215|XP_001847145.1|CQUI	LOC120450109|XP_039488840.1|DSAN
OG0006146	LOC6037220|XP_001847150.2|CQUI	LOC120443784|XP_039479047.1|DSAN
OG0006147	LOC6040522|XP_038112232.1|CQUI	LOC120453769|XP_039494539.1|DSAN
OG0006148	LOC6040526|XP_038113698.1|CQUI	LOC120450336|XP_039489237.1|DSAN
OG0006149	LOC6040567|XP_038111269.1|CQUI	LOC120448999|XP_039487201.1|DSAN
OG0006150	LOC6040566|XP_001849946.2|CQUI	LOC120448997|XP_039487199.1|DSAN
OG0006151	LOC6040561|XP_038111793.1|CQUI	LOC120445061|XP_039481123.1|DSAN
OG0006152	LOC119765342|XP_038104968.1|CQUI	LOC120452079|XP_039492077.1|DSAN
OG0006153	LOC6051694|XP_038115838.1|CQUI	LOC120445123|XP_039481204.1|DSAN
OG0006155	LOC119770287|XP_038120815.1|CQUI	LOC120452784|XP_039493110.1|DSAN
OG0006156	LOC119769398|XP_038117514.1|CQUI	LOC120454355|XP_039495511.1|DSAN
OG0006158	LOC6038895|XP_038110186.1|CQUI	LOC120448938|XP_039487116.1|DSAN
OG0006159	LOC6040551|XP_038108103.1|CQUI	LOC120446455|XP_039483385.1|DSAN
OG0006160	LOC6036902|XP_001846878.2|CQUI	LOC120444663|XP_039480439.1|DSAN
OG0006161	LOC6040654|XP_038117289.1|CQUI	LOC120447888|XP_039485441.1|DSAN
OG0006181	LOC6044344|XP_038122783.1|CQUI	LOC120454602|XP_039495993.1|DSAN
OG0006182	LOC6048861|XP_001865709.2|CQUI	LOC120451595|XP_039491349.1|DSAN
OG0006183	LOC6048859|XP_038105624.1|CQUI	LOC120453257|XP_039493812.1|DSAN
OG0006184	LOC6043098|XP_001855838.1|CQUI	LOC120452960|XP_039493384.1|DSAN
OG0006185	LOC6046424|XP_001863634.2|CQUI	LOC120454344|XP_039495490.1|DSAN
OG0006186	LOC6044322|XP_038116020.1|CQUI	LOC120452576|XP_039492793.1|DSAN
OG0006187	LOC6046423|XP_001863633.2|CQUI	LOC120452580|XP_039492798.1|DSAN
OG0006188	LOC6035098|XP_038109730.1|CQUI	LOC120455209|XP_039497102.1|DSAN
OG0006189	LOC6035099|XP_001845335.2|CQUI	LOC120455211|XP_039497106.1|DSAN
OG0006190	LOC6035167|XP_038105577.1|CQUI	LOC120451502|XP_039491188.1|DSAN
OG0006191	LOC6042737|XP_001870749.2|CQUI	LOC120452083|XP_039492080.1|DSAN
OG0006193	LOC6042749|XP_001870759.2|CQUI	LOC120455471|XP_039497626.1|DSAN
OG0006194	LOC6038201|XP_001848031.2|CQUI	LOC120457090|XP_039500209.1|DSAN
OG0006195	LOC6038202|XP_001848032.2|CQUI	LOC120456361|XP_039499090.1|DSAN
OG0006196	LOC6041668|XP_038114579.1|CQUI	LOC120454432|XP_039495660.1|DSAN
OG0006197	LOC6041670|XP_038122703.1|CQUI	LOC120454852|XP_039496301.1|DSAN
OG0006198	LOC6041679|XP_038117131.1|CQUI	LOC120455760|XP_039498134.1|DSAN
OG0006199	LOC6044346|XP_001861876.2|CQUI	LOC120452642|XP_039492891.1|DSAN
OG0006202	LOC6035147|XP_001845380.2|CQUI	LOC120457050|XP_039500154.1|DSAN
OG0006203	LOC6035148|XP_001845381.2|CQUI	LOC120457380|XP_039500853.1|DSAN
OG0006204	LOC6035154|XP_038105252.1|CQUI	LOC120454396|XP_039495581.1|DSAN
OG0006205	LOC6035159|XP_001845391.2|CQUI	LOC120456748|XP_039499673.1|DSAN
OG0006206	LOC6054818|XP_038114869.1|CQUI	LOC120456456|XP_039499229.1|DSAN
OG0006207	LOC6054812|XP_038123032.1|CQUI	LOC120450543|XP_039489583.1|DSAN
OG0006208	LOC6054808|XP_038123030.1|CQUI	LOC120447984|XP_039485614.1|DSAN
OG0006209	LOC6051660|XP_001868061.2|CQUI	LOC120455226|XP_039497131.1|DSAN
OG0006210	LOC6052745|XP_038105120.1|CQUI	LOC120457292|XP_039500681.1|DSAN
OG0006211	LOC6035161|XP_001845393.2|CQUI	LOC120443769|XP_039478997.1|DSAN
OG0006212	LOC6035160|XP_038105727.1|CQUI	LOC120443764|XP_039478992.1|DSAN
OG0006213	LOC6040417|XP_001849811.2|CQUI	LOC120452276|XP_039492341.1|DSAN
OG0006214	LOC6040418|XP_038104931.1|CQUI	LOC120455376|XP_039497434.1|DSAN
OG0006215	LOC6041926|XP_038122630.1|CQUI	LOC120456166|XP_039498744.1|DSAN
OG0006216	LOC6049036|XP_001865865.1|CQUI	LOC120452725|XP_039493024.1|DSAN
OG0006217	LOC6049038|XP_038111181.1|CQUI	LOC120456068|XP_039498591.1|DSAN
OG0006218	LOC6045221|XP_001862614.2|CQUI	LOC120458032|XP_039501474.1|DSAN
OG0006219	LOC6047027|XP_038105349.1|CQUI	LOC120456581|XP_039499422.1|DSAN
OG0006220	LOC6047024|XP_001864136.2|CQUI	LOC120449460|XP_039487866.1|DSAN
OG0006221	LOC6047033|XP_001864142.2|CQUI	LOC120451068|XP_039490361.1|DSAN
OG0006222	LOC6047034|XP_001864143.2|CQUI	LOC120451073|XP_039490368.1|DSAN
OG0006223	LOC6041766|XP_001850984.1|CQUI	LOC120455812|XP_039498206.1|DSAN
OG0006224	LOC6041767|XP_038116771.1|CQUI	LOC120456750|XP_039499675.1|DSAN
OG0006226	LOC6045727|XP_001863035.2|CQUI	LOC120446608|XP_039483582.1|DSAN
OG0006227	LOC6040424|XP_001849818.2|CQUI	LOC120457123|XP_039500274.1|DSAN
OG0006228	LOC6053078|XP_038112538.1|CQUI	LOC120444487|XP_039480127.1|DSAN
OG0006229	LOC6051665|XP_038122739.1|CQUI	LOC120454897|XP_039496486.1|DSAN
OG0006230	LOC6051034|XP_038122486.1|CQUI	LOC120456614|XP_039499466.1|DSAN
OG0006231	LOC6051035|XP_038105543.1|CQUI	LOC120456857|XP_039499865.1|DSAN
OG0006232	LOC6047969|XP_038122485.1|CQUI	LOC120456083|XP_039498608.1|DSAN
OG0006233	LOC6047968|XP_038122732.1|CQUI	LOC120455576|XP_039497880.1|DSAN
OG0006234	LOC6053737|XP_001869770.2|CQUI	LOC120456620|XP_039499476.1|DSAN
OG0006235	LOC6053736|XP_038122827.1|CQUI	LOC120455302|XP_039497275.1|DSAN
OG0006236	LOC6047040|XP_001864148.1|CQUI	LOC120456612|XP_039499460.1|DSAN
OG0006237	LOC6047039|XP_001864147.2|CQUI	LOC120456749|XP_039499674.1|DSAN
OG0006238	LOC6043385|XP_038104021.1|CQUI	LOC120456107|XP_039498651.1|DSAN
OG0006239	LOC6054520|XP_038116738.1|CQUI	LOC120455133|XP_039496965.1|DSAN
OG0006240	LOC6044225|XP_038116428.1|CQUI	LOC120453124|XP_039493605.1|DSAN
OG0006241	LOC6047050|XP_001864158.2|CQUI	LOC120456616|XP_039499472.1|DSAN
OG0006244	LOC6049924|XP_001866611.2|CQUI	LOC120452620|XP_039492859.1|DSAN
OG0006245	LOC6051948|XP_001868295.2|CQUI	LOC120453741|XP_039494507.1|DSAN
OG0006246	LOC119765564|XP_038105605.1|CQUI	LOC120457269|XP_039500621.1|DSAN
OG0006247	LOC6049219|XP_001866019.2|CQUI	LOC120443728|XP_039478917.1|DSAN
OG0006248	LOC6035115|XP_001845351.2|CQUI	LOC120453219|XP_039493744.1|DSAN
OG0006249	LOC6034311|XP_038104201.1|CQUI	LOC120448486|XP_039486453.1|DSAN
OG0006250	LOC6049223|XP_038122719.1|CQUI	LOC120455564|XP_039497861.1|DSAN
OG0006251	LOC6040801|XP_038122643.1|CQUI	LOC120454594|XP_039495980.1|DSAN
OG0006252	LOC6037955|XP_001847806.1|CQUI	LOC120454591|XP_039495976.1|DSAN
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC120457270|XP_039500626.1|DSAN
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC120445002|XP_039480982.1|DSAN
OG0006255	LOC6051118|XP_001867602.2|CQUI	LOC120452878|XP_039493262.1|DSAN
OG0006256	LOC6051121|XP_001867605.1|CQUI	LOC120455066|XP_039496852.1|DSAN
OG0006257	LOC6051126|XP_001867610.2|CQUI	LOC120455222|XP_039497127.1|DSAN
