Orthogroup	DKIK.longest_only	BTRY.longest_only
OG0008179	LOC108080118|XP_017030239.1|DKIK	LOC120775182|XP_039961171.1|BTRY
OG0008180	LOC108080099|XP_017030203.1|DKIK	LOC120774149|XP_039959488.1|BTRY
OG0008181	LOC108080108|XP_017030216.1|DKIK	LOC120774153|XP_039959495.1|BTRY
OG0008182	LOC108082498|XP_017033407.1|DKIK	LOC120772352|XP_039956850.1|BTRY
OG0008183	LOC108070901|XP_017017046.1|DKIK	LOC120771318|XP_039955192.1|BTRY
OG0008184	LOC108077272|XP_017026030.1|DKIK	LOC120772355|XP_039956855.1|BTRY
OG0008185	LOC108077795|XP_017026785.1|DKIK	LOC120770204|XP_039953389.1|BTRY
OG0008186	LOC108076324|XP_017024596.1|DKIK	LOC120771864|XP_039956047.1|BTRY
OG0008187	LOC108076328|XP_017024602.1|DKIK	LOC120771865|XP_039956048.1|BTRY
OG0008188	LOC108076322|XP_017024598.1|DKIK	LOC120769385|XP_039952290.1|BTRY
OG0008189	LOC108072575|XP_017019270.1|DKIK	LOC120769067|XP_039951858.1|BTRY
OG0008190	LOC108073935|XP_017021230.1|DKIK	LOC120778676|XP_039966544.1|BTRY
OG0008191	LOC108083589|XP_017034938.1|DKIK	LOC120775443|XP_039961563.1|BTRY
OG0008192	LOC108082934|XP_017034027.1|DKIK	LOC120774148|XP_039959487.1|BTRY
OG0008193	LOC108074191|XP_017021622.1|DKIK	LOC120775454|XP_039961574.1|BTRY
OG0008194	LOC108085251|XP_017037287.1|DKIK	LOC120775567|XP_039961729.1|BTRY
OG0008196	LOC108076178|XP_017024397.1|DKIK	LOC120772439|XP_039956990.1|BTRY
OG0008197	LOC108082993|XP_017034105.1|DKIK	LOC120777020|XP_039964067.1|BTRY
OG0008198	LOC108080374|XP_017030583.1|DKIK	LOC120775366|XP_039961463.1|BTRY
OG0008199	LOC108083572|XP_017034918.1|DKIK	LOC120775866|XP_039962169.1|BTRY
OG0008200	LOC108078529|XP_017027927.1|DKIK	LOC120771991|XP_039956281.1|BTRY
OG0008201	LOC108073973|XP_017021305.1|DKIK	LOC120777735|XP_039965160.1|BTRY
OG0008202	LOC108073816|XP_017021083.1|DKIK	LOC120778526|XP_039966295.1|BTRY
OG0008203	LOC108079802|XP_017029771.1|DKIK	LOC120776759|XP_039963654.1|BTRY
OG0008204	LOC108071193|XP_017017366.1|DKIK	LOC120773911|XP_039959035.1|BTRY
OG0008205	LOC108071843|XP_017018246.1|DKIK	LOC120773434|XP_039958249.1|BTRY
OG0008206	LOC108083658|XP_017035019.1|DKIK	LOC120777362|XP_039964565.1|BTRY
OG0008207	LOC108075079|XP_017022850.1|DKIK	LOC120778674|XP_039966542.1|BTRY
OG0008208	LOC108082565|XP_017033505.1|DKIK	LOC120773120|XP_039958049.1|BTRY
OG0008209	LOC108079860|XP_017029861.1|DKIK	LOC120778237|XP_039965928.1|BTRY
OG0008210	LOC108084752|XP_017036553.1|DKIK	LOC120772576|XP_039957204.1|BTRY
OG0008211	LOC108074601|XP_017022205.1|DKIK	LOC120768062|XP_039950517.1|BTRY
OG0008212	LOC108083289|XP_017034508.1|DKIK	LOC120777873|XP_039965364.1|BTRY
OG0008213	LOC108076046|XP_017024206.1|DKIK	LOC120774186|XP_039959548.1|BTRY
OG0008214	LOC108070475|XP_017016448.1|DKIK	LOC120768538|XP_039951209.1|BTRY
OG0008215	LOC108082657|XP_017033643.1|DKIK	LOC120774375|XP_039959905.1|BTRY
OG0008216	LOC108075031|XP_017022775.1|DKIK	LOC120778008|XP_039965606.1|BTRY
OG0008217	LOC108080086|XP_017030172.1|DKIK	LOC120774205|XP_039959583.1|BTRY
OG0008218	LOC108082418|XP_017033258.1|DKIK	LOC120770328|XP_039953653.1|BTRY
OG0008219	LOC108083807|XP_017035237.1|DKIK	LOC120773963|XP_039959132.1|BTRY
OG0008220	LOC108085947|XP_017038223.1|DKIK	LOC120774022|XP_039959244.1|BTRY
OG0008222	LOC108072788|XP_017019563.1|DKIK	LOC120777239|XP_039964365.1|BTRY
OG0008223	LOC108072766|XP_017019531.1|DKIK	LOC120779171|XP_039967339.1|BTRY
OG0008224	LOC108075205|XP_017023029.1|DKIK	LOC120777619|XP_039965002.1|BTRY
OG0008225	LOC108079267|XP_017029047.1|DKIK	LOC120774877|XP_039960665.1|BTRY
OG0008226	LOC108076009|XP_017024154.1|DKIK	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY
OG0008227	LOC108084900|XP_017036783.1|DKIK	LOC120766232|XP_039947544.1|BTRY
OG0008228	LOC108073439|XP_017020548.1|DKIK	LOC120770755|XP_039954278.1|BTRY
OG0008229	LOC108085887|XP_017038139.1|DKIK	LOC120782471|XP_039970698.1|BTRY
OG0008230	LOC108084843|XP_017036706.1|DKIK	LOC120775905|XP_039962234.1|BTRY
OG0008232	LOC108079748|XP_017029652.1|DKIK	LOC120776766|XP_039963663.1|BTRY
OG0008233	LOC108082678|XP_017033665.1|DKIK	LOC120769379|XP_039952281.1|BTRY
OG0008234	LOC108072339|XP_017018916.1|DKIK	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY
OG0008235	LOC108083818|XP_017035259.1|DKIK	LOC120773659|XP_039958606.1|BTRY
OG0008236	LOC108084302|XP_017035954.1|DKIK, LOC108070933|XP_017017074.1|DKIK	LOC120770942|XP_039954586.1|BTRY
OG0008237	LOC108070893|XP_017017027.1|DKIK	LOC120771193|XP_039955023.1|BTRY
OG0008238	LOC108079047|XP_017028741.1|DKIK	LOC120776333|XP_039962800.1|BTRY
OG0008239	LOC108080208|XP_017030355.1|DKIK	LOC120776964|XP_039963991.1|BTRY
OG0008240	LOC108081181|XP_017031729.1|DKIK	LOC120772732|XP_039957428.1|BTRY
OG0008243	LOC108072881|XP_017019690.1|DKIK	LOC120772330|XP_039956807.1|BTRY
OG0008244	LOC108073333|XP_017020384.1|DKIK	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY
OG0008245	LOC108082119|XP_017032909.1|DKIK	LOC120772852|XP_039957602.1|BTRY, LOC120770797|XP_039954310.1|BTRY, LOC120771477|XP_039955446.1|BTRY
OG0008246	LOC108077988|XP_017027020.1|DKIK	LOC120772887|XP_039957672.1|BTRY
OG0008247	LOC108075405|XP_017023318.1|DKIK	LOC120782802|XP_039971213.1|BTRY
OG0008248	LOC108084916|XP_017036802.1|DKIK	LOC120782845|XP_039971306.1|BTRY
OG0008249	LOC108073731|XP_017020979.1|DKIK	LOC120766189|XP_039947478.1|BTRY, LOC120766694|XP_039948273.1|BTRY
OG0008250	LOC108081011|XP_017031436.1|DKIK	LOC120771474|XP_039955438.1|BTRY
OG0008251	LOC108080736|XP_017031084.1|DKIK, LOC108080711|XP_017031036.1|DKIK, LOC108080701|XP_017031028.1|DKIK	LOC120772173|XP_039956553.1|BTRY
OG0008252	LOC108077982|XP_017027014.1|DKIK	LOC120772643|XP_039957301.1|BTRY, LOC120771647|XP_039955694.1|BTRY
OG0008253	LOC108070788|XP_017016877.1|DKIK	LOC120772568|XP_039957190.1|BTRY
OG0008254	LOC108072657|XP_017019380.1|DKIK, LOC108080359|XP_017030563.1|DKIK, LOC108080246|XP_017030392.1|DKIK	LOC120776598|XP_039963316.1|BTRY
OG0008266	LOC108081217|XP_017031784.1|DKIK	LOC120766901|XP_039948586.1|BTRY
OG0008267	LOC108075602|XP_017023618.1|DKIK	LOC120767001|XP_039948747.1|BTRY
OG0008268	LOC108081424|XP_017032095.1|DKIK	LOC120774795|XP_039960518.1|BTRY
OG0008270	LOC108078986|XP_017028651.1|DKIK	LOC120773665|XP_039958616.1|BTRY
OG0008271	LOC108075194|XP_017023018.1|DKIK	LOC120779151|XP_039967302.1|BTRY
OG0008272	LOC108083837|XP_017035303.1|DKIK	LOC120774243|XP_039959638.1|BTRY
OG0008273	LOC108072036|XP_017018508.1|DKIK	LOC120781565|XP_039969738.1|BTRY
OG0008274	LOC108079176|XP_017028916.1|DKIK	LOC120775352|XP_039961444.1|BTRY
OG0008276	LOC108079214|XP_017028980.1|DKIK	LOC120774198|XP_039959572.1|BTRY
OG0008277	LOC108080103|XP_017030207.1|DKIK	LOC120773731|XP_039958721.1|BTRY
OG0008278	LOC108076925|XP_017025458.1|DKIK	LOC120775960|XP_039962306.1|BTRY
OG0008279	LOC108071832|XP_017018229.1|DKIK	LOC120774866|XP_039960630.1|BTRY
OG0008280	LOC108071838|XP_017018239.1|DKIK	LOC120775246|XP_039961260.1|BTRY
OG0008281	LOC108085233|XP_017037262.1|DKIK	LOC120775441|XP_039961561.1|BTRY
OG0008282	LOC108075990|XP_017024132.1|DKIK	LOC120775202|XP_039961199.1|BTRY
OG0008283	LOC108085933|XP_017038201.1|DKIK	LOC120773936|XP_039959080.1|BTRY
OG0008285	LOC108080032|XP_017030097.1|DKIK	LOC120774924|XP_039960733.1|BTRY
OG0008286	LOC108079325|XP_017029111.1|DKIK	LOC120775048|XP_039960959.1|BTRY
OG0008287	LOC108078992|XP_017028656.1|DKIK	LOC120773922|XP_039959052.1|BTRY
OG0008288	LOC108073118|XP_017020105.1|DKIK	LOC120781345|XP_039969483.1|BTRY
OG0008289	LOC108075667|XP_017023706.1|DKIK	LOC120782470|XP_039970697.1|BTRY
OG0008290	LOC108079461|XP_017029291.1|DKIK	LOC120775819|XP_039962107.1|BTRY
OG0008291	LOC108083494|XP_017034785.1|DKIK	LOC120775997|XP_039962364.1|BTRY
OG0008292	LOC108079260|XP_017029038.1|DKIK	LOC120775383|XP_039961477.1|BTRY
OG0008293	LOC108084997|XP_017036913.1|DKIK	LOC120774439|XP_039960014.1|BTRY
OG0008294	LOC108084586|XP_017036348.1|DKIK	LOC120782300|XP_039970444.1|BTRY
OG0008295	LOC108076614|XP_017025027.1|DKIK	LOC120774720|XP_039960404.1|BTRY
OG0008296	LOC108083491|XP_017034780.1|DKIK	LOC120775090|XP_039961023.1|BTRY
OG0008297	LOC108078993|XP_017028659.1|DKIK	LOC120775494|XP_039961633.1|BTRY
OG0008298	LOC108074161|XP_017021559.1|DKIK, LOC108078135|XP_017027250.1|DKIK	LOC120776011|XP_039962388.1|BTRY
OG0008299	LOC108085013|XP_017036944.1|DKIK	LOC120772417|XP_039956955.1|BTRY
OG0008300	LOC108071835|XP_017018235.1|DKIK	LOC120774133|XP_039959450.1|BTRY
OG0008301	LOC108084293|XP_017035945.1|DKIK	LOC120782384|XP_039970561.1|BTRY
OG0008302	LOC108084984|XP_017036902.1|DKIK	LOC120773846|XP_039958915.1|BTRY
OG0008303	LOC108084664|XP_017036474.1|DKIK	LOC120775676|XP_039961901.1|BTRY
OG0008304	LOC108080364|XP_017030571.1|DKIK	LOC120774726|XP_039960411.1|BTRY
OG0008305	LOC108080527|XP_017030816.1|DKIK	LOC120775155|XP_039961127.1|BTRY
OG0008306	LOC108085777|XP_017038016.1|DKIK	LOC120774254|XP_039959653.1|BTRY
OG0008307	LOC108077624|XP_017026521.1|DKIK	LOC120766538|XP_039948050.1|BTRY
OG0008308	LOC108073426|XP_017020534.1|DKIK	LOC120780329|XP_039968556.1|BTRY
OG0008309	LOC108072508|XP_017019169.1|DKIK	LOC120775503|XP_039961643.1|BTRY
OG0008310	LOC108085514|XP_017037627.1|DKIK	LOC120778685|XP_039966555.1|BTRY
OG0008311	LOC108074148|XP_017021537.1|DKIK	LOC120775649|XP_039961839.1|BTRY
OG0008312	LOC108085698|XP_017037899.1|DKIK	LOC120766554|XP_039948072.1|BTRY
OG0008313	LOC108079990|XP_017030046.1|DKIK	LOC120773776|XP_039958794.1|BTRY
OG0008314	LOC108074707|XP_017022336.1|DKIK	LOC120775685|XP_039961918.1|BTRY
OG0008315	LOC108086006|XP_017038308.1|DKIK	LOC120775501|XP_039961642.1|BTRY
OG0008317	LOC108075441|XP_017023383.1|DKIK	LOC120771064|XP_039954807.1|BTRY
OG0008318	LOC108083355|XP_017034587.1|DKIK	LOC120773871|XP_039958958.1|BTRY
OG0008320	LOC108079246|XP_017029020.1|DKIK	LOC120774192|XP_039959554.1|BTRY
OG0008321	LOC108080903|XP_017031294.1|DKIK	LOC120766309|XP_039947659.1|BTRY
OG0008323	LOC108071411|XP_017017643.1|DKIK	LOC120780494|XP_039968702.1|BTRY
OG0008324	LOC108083865|XP_017035341.1|DKIK	LOC120774207|XP_039959588.1|BTRY
OG0008325	LOC108083453|XP_017034712.1|DKIK	LOC120773624|XP_039958562.1|BTRY
OG0008326	LOC108071433|XP_017017676.1|DKIK	LOC120766601|XP_039948140.1|BTRY
OG0008327	LOC108071994|XP_017018456.1|DKIK	LOC120770862|XP_039954412.1|BTRY
OG0008328	LOC108080409|XP_017030632.1|DKIK	LOC120775308|XP_039961377.1|BTRY
OG0008329	LOC108074910|XP_017022628.1|DKIK	LOC120773374|XP_039958137.1|BTRY
OG0008330	LOC108076216|XP_017024446.1|DKIK	LOC120771931|XP_039956162.1|BTRY
OG0008331	LOC108078944|XP_017028582.1|DKIK	LOC120778506|XP_039966269.1|BTRY
OG0008335	LOC108075189|XP_017023013.1|DKIK	LOC120777884|XP_039965378.1|BTRY
OG0008337	LOC108078127|XP_017027240.1|DKIK	LOC120781258|XP_039969344.1|BTRY
OG0008338	LOC108073924|XP_017021210.1|DKIK	LOC120778854|XP_039966816.1|BTRY
OG0008339	LOC108083462|XP_017034733.1|DKIK	LOC120775390|XP_039961484.1|BTRY
OG0008340	LOC108072915|XP_017019737.1|DKIK	LOC120772777|XP_039957490.1|BTRY
OG0008341	LOC108080693|XP_017031023.1|DKIK	LOC120766757|XP_039948365.1|BTRY
OG0008342	LOC108075160|XP_017022936.1|DKIK	LOC120776417|XP_039962984.1|BTRY
OG0008343	LOC108077635|XP_017026537.1|DKIK	LOC120766248|XP_039947564.1|BTRY
OG0008344	LOC108079745|XP_017029648.1|DKIK	LOC120777695|XP_039965103.1|BTRY
OG0008345	LOC108079779|XP_017029714.1|DKIK	LOC120773380|XP_039958140.1|BTRY, LOC120778311|XP_039966038.1|BTRY
OG0008347	LOC108074413|XP_017021930.1|DKIK	LOC120769050|XP_039951834.1|BTRY
OG0008348	LOC108077544|XP_017026422.1|DKIK	LOC120777262|XP_039964395.1|BTRY
OG0008349	LOC108074979|XP_017022701.1|DKIK	LOC120780632|XP_039968825.1|BTRY
OG0008350	LOC108080131|XP_017030254.1|DKIK	LOC120774987|XP_039960829.1|BTRY
OG0008351	LOC108075265|XP_017023121.1|DKIK	LOC120777631|XP_039965018.1|BTRY
OG0008352	LOC108084432|XP_017036128.1|DKIK	LOC120777213|XP_039964323.1|BTRY
OG0008353	LOC108080759|XP_017031105.1|DKIK	LOC120778558|XP_039966348.1|BTRY
OG0008354	LOC108075185|XP_017023008.1|DKIK	LOC120774803|XP_039960531.1|BTRY
OG0008355	LOC108078148|XP_017027279.1|DKIK	LOC120772934|XP_039957767.1|BTRY
OG0008356	LOC108070472|XP_017016446.1|DKIK	LOC120779138|XP_039967277.1|BTRY
OG0008357	LOC108072103|XP_017018606.1|DKIK	LOC120767623|XP_039949717.1|BTRY
OG0008358	LOC108075809|XP_017023870.1|DKIK	LOC120769755|XP_039952852.1|BTRY
OG0008359	LOC108072313|XP_017018874.1|DKIK	LOC120772801|XP_039957518.1|BTRY
OG0008360	LOC108076480|XP_017024858.1|DKIK	LOC120771112|XP_039954895.1|BTRY
OG0008361	LOC108074867|XP_017022569.1|DKIK	LOC120769574|XP_039952563.1|BTRY
OG0008362	LOC108085768|XP_017038000.1|DKIK	LOC120767768|XP_039949940.1|BTRY
OG0008363	LOC108073020|XP_017019967.1|DKIK	LOC120771752|XP_039955864.1|BTRY
OG0008364	LOC108083068|XP_017034196.1|DKIK	LOC120778721|XP_039966617.1|BTRY
OG0008365	LOC108078282|XP_017027534.1|DKIK	LOC120770023|XP_039953054.1|BTRY
OG0008366	LOC108070652|XP_017016709.1|DKIK	LOC120769810|XP_039952951.1|BTRY
OG0008367	LOC108080330|XP_017030519.1|DKIK	LOC120773427|XP_039958242.1|BTRY
OG0008369	LOC108081023|XP_017031468.1|DKIK	LOC120774064|XP_039959303.1|BTRY
OG0008370	LOC108073494|XP_017020643.1|DKIK	LOC120780281|XP_039968479.1|BTRY
OG0008371	LOC108081496|XP_017032199.1|DKIK	LOC120766762|XP_039948370.1|BTRY
OG0008372	LOC108071290|XP_017017477.1|DKIK	LOC120771880|XP_039956073.1|BTRY
OG0008374	LOC108083480|XP_017034766.1|DKIK	LOC120768407|XP_039951021.1|BTRY
OG0008376	LOC108086225|XP_017038579.1|DKIK	LOC120768439|XP_039951059.1|BTRY
OG0008377	LOC108074319|XP_017021806.1|DKIK	LOC120781082|XP_039969161.1|BTRY
OG0008379	LOC108075954|XP_017024091.1|DKIK	LOC120768985|XP_039951743.1|BTRY
OG0008380	LOC108077164|XP_017025888.1|DKIK	LOC120781456|XP_039969605.1|BTRY
OG0008381	LOC108086262|XP_017038636.1|DKIK	LOC120768347|XP_039950934.1|BTRY
OG0008383	LOC108079657|XP_017029543.1|DKIK	LOC120768558|XP_039951236.1|BTRY
OG0008384	LOC108082068|XP_017032840.1|DKIK	LOC120768052|XP_039950502.1|BTRY
OG0008386	LOC108071790|XP_017018158.1|DKIK	LOC120774225|XP_039959617.1|BTRY
OG0008387	LOC108073408|XP_017020494.1|DKIK	LOC120768774|XP_039951491.1|BTRY
OG0008388	LOC108074802|XP_017022476.1|DKIK	LOC120769464|XP_039952410.1|BTRY
OG0008389	LOC108073615|XP_017020799.1|DKIK	LOC120767584|XP_039949665.1|BTRY
OG0008390	LOC108081423|XP_017032094.1|DKIK	LOC120768196|XP_039950701.1|BTRY
OG0008391	LOC108074593|XP_017022195.1|DKIK	LOC120768604|XP_039951300.1|BTRY
OG0008392	LOC108075093|XP_017022865.1|DKIK	LOC120777546|XP_039964869.1|BTRY
OG0008393	LOC108075030|XP_017022773.1|DKIK	LOC120779173|XP_039967342.1|BTRY
OG0008395	LOC108083521|XP_017034839.1|DKIK	LOC120774521|XP_039960150.1|BTRY
OG0008396	LOC108083516|XP_017034824.1|DKIK	LOC120773921|XP_039959050.1|BTRY
OG0008397	LOC108074944|XP_017022666.1|DKIK	LOC120774738|XP_039960425.1|BTRY
OG0008398	LOC108074919|XP_017022638.1|DKIK	LOC120775721|XP_039961966.1|BTRY
OG0008399	LOC108076055|XP_017024230.1|DKIK	LOC120776124|XP_039962586.1|BTRY
OG0008400	LOC108075297|XP_017023181.1|DKIK	LOC120777694|XP_039965102.1|BTRY
OG0008401	LOC108074343|XP_017021855.1|DKIK	LOC120768010|XP_039950371.1|BTRY
OG0008402	LOC108077778|XP_017026766.1|DKIK	LOC120767048|XP_039948837.1|BTRY
OG0008403	LOC108075187|XP_017023011.1|DKIK	LOC120774895|XP_039960696.1|BTRY
OG0008404	LOC108075525|XP_017023510.1|DKIK	LOC120770235|XP_039953461.1|BTRY
OG0008405	LOC108083362|XP_017034593.1|DKIK	LOC120774467|XP_039960057.1|BTRY
OG0008406	LOC108083461|XP_017034732.1|DKIK	LOC120775946|XP_039962290.1|BTRY
OG0008407	LOC108082878|XP_017033952.1|DKIK	LOC120781996|XP_039970098.1|BTRY
OG0008408	LOC108080508|XP_017030766.1|DKIK	LOC120773355|XP_039958110.1|BTRY
OG0008410	LOC108072035|XP_017018507.1|DKIK	LOC120780114|XP_039968333.1|BTRY
OG0008412	LOC108080543|XP_017030835.1|DKIK	LOC120774769|XP_039960465.1|BTRY
OG0008414	LOC108080512|XP_017030778.1|DKIK	LOC120773629|XP_039958568.1|BTRY
OG0008415	LOC108082933|XP_017034026.1|DKIK	LOC120774138|XP_039959458.1|BTRY
OG0008416	LOC108079279|XP_017029064.1|DKIK	LOC120774067|XP_039959307.1|BTRY
OG0008417	LOC108083426|XP_017034671.1|DKIK	LOC120775110|XP_039961061.1|BTRY
OG0008418	LOC108076069|XP_017024263.1|DKIK	LOC120774366|XP_039959895.1|BTRY
OG0008419	LOC108080183|XP_017030321.1|DKIK	LOC120775883|XP_039962193.1|BTRY
OG0008420	LOC108083627|XP_017034989.1|DKIK	LOC120775813|XP_039962099.1|BTRY
OG0008421	LOC108084859|XP_017036733.1|DKIK	LOC120774401|XP_039959954.1|BTRY
OG0008422	LOC108074937|XP_017022657.1|DKIK	LOC120773370|XP_039958131.1|BTRY
OG0008424	LOC108079252|XP_017029031.1|DKIK	LOC120774878|XP_039960666.1|BTRY
OG0008425	LOC108070722|XP_017016806.1|DKIK	LOC120772771|XP_039957483.1|BTRY
OG0008426	LOC108082542|XP_017033468.1|DKIK	LOC120770184|XP_039953343.1|BTRY
OG0008427	LOC108080533|XP_017030822.1|DKIK	LOC120773352|XP_039958106.1|BTRY
OG0008428	LOC108080151|XP_017030278.1|DKIK	LOC120782166|XP_039970235.1|BTRY
OG0008429	LOC108080976|XP_017031392.1|DKIK	LOC120781385|XP_039969528.1|BTRY
OG0008430	LOC108080251|XP_017030399.1|DKIK	LOC120773356|XP_039958114.1|BTRY
OG0008431	LOC108076441|XP_017024795.1|DKIK	LOC120772820|XP_039957550.1|BTRY
OG0008432	LOC108083726|XP_017035120.1|DKIK	LOC120766847|XP_039948500.1|BTRY
OG0008433	LOC108084807|XP_017036655.1|DKIK	LOC120776741|XP_039963610.1|BTRY
OG0008434	LOC108073695|XP_017020917.1|DKIK	LOC120774296|XP_039959752.1|BTRY
OG0008436	LOC108076330|XP_017024603.1|DKIK	LOC120771866|XP_039956049.1|BTRY
OG0008438	LOC108085452|XP_017037552.1|DKIK	LOC120782808|XP_039971220.1|BTRY
OG0008439	LOC108082408|XP_017033246.1|DKIK	LOC120772811|XP_039957535.1|BTRY
OG0008441	LOC108083318|XP_017034547.1|DKIK	LOC120776748|XP_039963635.1|BTRY
OG0008442	LOC108082595|XP_017033551.1|DKIK	LOC120772418|XP_039956956.1|BTRY
OG0008443	LOC108083053|XP_017034169.1|DKIK	LOC120779040|XP_039967097.1|BTRY
OG0008444	LOC108080650|XP_017030963.1|DKIK	LOC120776625|XP_039963361.1|BTRY
OG0008445	LOC108080189|XP_017030332.1|DKIK	LOC120774737|XP_039960424.1|BTRY
OG0008446	LOC108080232|XP_017030377.1|DKIK	LOC120775595|XP_039961767.1|BTRY
OG0008447	LOC108074949|XP_017022671.1|DKIK	LOC120775114|XP_039961066.1|BTRY
OG0008448	LOC108076023|XP_017024170.1|DKIK	LOC120774914|XP_039960721.1|BTRY
OG0008450	LOC108082930|XP_017034012.1|DKIK	LOC120773690|XP_039958657.1|BTRY
OG0008451	LOC108076477|XP_017024894.1|DKIK	LOC120766163|XP_039947443.1|BTRY
OG0008452	LOC108074329|XP_017021827.1|DKIK	LOC120775897|XP_039962221.1|BTRY
OG0008453	LOC108076672|XP_017025093.1|DKIK	LOC120771056|XP_039954796.1|BTRY
OG0008454	LOC108080322|XP_017030505.1|DKIK	LOC120774140|XP_039959465.1|BTRY
OG0008455	LOC108072734|XP_017019485.1|DKIK	LOC120777347|XP_039964531.1|BTRY
OG0008456	LOC108084147|XP_017035682.1|DKIK	LOC120776392|XP_039962946.1|BTRY
OG0008457	LOC108073240|XP_017020282.1|DKIK	LOC120769845|XP_039952966.1|BTRY
OG0008459	LOC108083875|XP_017035352.1|DKIK	LOC120775010|XP_039960885.1|BTRY
OG0008460	LOC108075864|XP_017023948.1|DKIK	LOC120769675|XP_039952729.1|BTRY
OG0008461	LOC108079668|XP_017029554.1|DKIK	LOC120769685|XP_039952741.1|BTRY
OG0008462	LOC108074569|XP_017022159.1|DKIK	LOC120767194|XP_039948927.1|BTRY
OG0008463	LOC108074293|XP_017021769.1|DKIK	LOC120769533|XP_039952507.1|BTRY
OG0008464	LOC108072338|XP_017018915.1|DKIK	LOC120770370|XP_039953719.1|BTRY, LOC120770371|XP_039953721.1|BTRY
OG0008465	LOC108072326|XP_017018895.1|DKIK	LOC120770011|XP_039953038.1|BTRY
OG0008466	LOC108076311|XP_017024579.1|DKIK	LOC120771976|XP_039956266.1|BTRY
OG0008467	LOC108082612|XP_017033581.1|DKIK	LOC120781226|XP_039969293.1|BTRY
OG0008468	LOC108074530|XP_017022096.1|DKIK	LOC120769413|XP_039952326.1|BTRY
OG0008469	LOC108085030|XP_017036966.1|DKIK	LOC120772475|XP_039957049.1|BTRY
OG0008470	LOC108076505|XP_017024893.1|DKIK	LOC120773054|XP_039957922.1|BTRY
OG0008472	LOC108072967|XP_017019889.1|DKIK	LOC120780715|XP_039968910.1|BTRY, LOC120770412|XP_039953781.1|BTRY
OG0008473	LOC108083791|XP_017035206.1|DKIK	LOC120773868|XP_039958956.1|BTRY
OG0008474	LOC108070677|XP_017016739.1|DKIK	LOC120780753|XP_039968943.1|BTRY
OG0008475	LOC108072521|XP_017019181.1|DKIK	LOC120769655|XP_039952694.1|BTRY, LOC120769624|XP_039952663.1|BTRY
OG0008476	LOC108084039|XP_017035544.1|DKIK	LOC120771421|XP_039955343.1|BTRY
OG0008477	LOC108070759|XP_017016846.1|DKIK	LOC120770227|XP_039953442.1|BTRY
OG0008478	LOC108073277|XP_017020322.1|DKIK	LOC120780741|XP_039968935.1|BTRY
OG0008479	LOC108078216|XP_017027393.1|DKIK	LOC120772132|XP_039956482.1|BTRY
OG0008480	LOC108083081|XP_017034210.1|DKIK	LOC120776787|XP_039963707.1|BTRY
OG0008481	LOC108084661|XP_017036472.1|DKIK	LOC120778734|XP_039966633.1|BTRY
OG0008482	LOC108077533|XP_017026407.1|DKIK	LOC120776366|XP_039962878.1|BTRY
OG0008483	LOC108082055|XP_017032820.1|DKIK, LOC108078002|XP_017027044.1|DKIK, LOC108081398|XP_017032047.1|DKIK	LOC120775156|XP_039961128.1|BTRY
OG0008484	LOC108077395|XP_017026182.1|DKIK	LOC120773717|XP_039958703.1|BTRY
OG0008485	LOC108082126|XP_017032916.1|DKIK	LOC120781463|XP_039969617.1|BTRY
OG0008486	LOC108085975|XP_017038268.1|DKIK	LOC120768757|XP_039951463.1|BTRY, LOC120779464|XP_039967659.1|BTRY
OG0008487	LOC108080026|XP_017030089.1|DKIK	LOC120775690|XP_039961934.1|BTRY
OG0008488	LOC108084821|XP_017036672.1|DKIK	LOC120766416|XP_039947803.1|BTRY
OG0008489	LOC108085403|XP_017037461.1|DKIK	LOC120766703|XP_039948284.1|BTRY
OG0008490	LOC108073590|XP_017020773.1|DKIK	LOC120780601|XP_039968793.1|BTRY
OG0008491	LOC108077638|XP_017026541.1|DKIK	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY
OG0008493	LOC108075380|XP_017023283.1|DKIK, LOC108075324|XP_017023222.1|DKIK	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY
OG0008494	LOC108076250|XP_017024488.1|DKIK	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY
OG0008495	LOC108076315|XP_017024583.1|DKIK	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY
OG0008496	LOC108072325|XP_017018894.1|DKIK	LOC120770010|XP_039953037.1|BTRY
OG0008497	LOC108076632|XP_017025047.1|DKIK	LOC120770435|XP_039953837.1|BTRY
OG0008498	LOC108072882|XP_017019691.1|DKIK	LOC120771688|XP_039955754.1|BTRY
OG0008499	LOC108082129|XP_017032920.1|DKIK	LOC120771671|XP_039955720.1|BTRY
OG0008500	LOC108082288|XP_017033108.1|DKIK, LOC108082443|XP_017033302.1|DKIK	LOC120770288|XP_039953559.1|BTRY
