Orthogroup	DKIK.longest_only	DPSE.longest_only
OG0009819	LOC108075107|XP_017022878.1|DKIK	LOC4813470|XP_001353597.3|DPSE
OG0009820	LOC108075122|XP_017022893.1|DKIK	LOC4813839|XP_001353598.4|DPSE
OG0009821	LOC108075328|XP_017023223.1|DKIK	LOC4812075|XP_015044077.2|DPSE
OG0009822	LOC108080574|XP_017030867.1|DKIK	LOC4813504|XP_001353975.2|DPSE
OG0009823	LOC108078774|XP_017028305.1|DKIK	LOC26532357|XP_015043483.1|DPSE
OG0009824	LOC108083124|XP_017034287.1|DKIK	LOC4813042|XP_001353932.3|DPSE
OG0009825	LOC108070394|XP_017016334.1|DKIK	LOC4812346|XP_001352896.2|DPSE
OG0009826	LOC108084793|XP_017036627.1|DKIK	LOC4812264|XP_001352385.1|DPSE
OG0009827	LOC108084794|XP_017036629.1|DKIK	LOC4812629|XP_001352384.4|DPSE
OG0009828	LOC108074023|XP_017021380.1|DKIK	LOC4813867|XP_001353921.1|DPSE
OG0009829	LOC108083639|XP_017034999.1|DKIK	LOC4813759|XP_001353433.2|DPSE
OG0009830	LOC108070410|XP_017016352.1|DKIK	LOC4813600|XP_001353513.2|DPSE
OG0009831	LOC108070406|XP_017016347.1|DKIK	LOC4812751|XP_001353511.4|DPSE
OG0009832	LOC108070408|XP_017016350.1|DKIK	LOC4813538|XP_001353510.2|DPSE
OG0009833	LOC108083003|XP_017034116.1|DKIK	LOC6900337|XP_015042547.1|DPSE
OG0009834	LOC108072957|XP_017019874.1|DKIK	LOC4803942|XP_001360581.1|DPSE
OG0009835	LOC108072877|XP_017019685.1|DKIK	LOC6898301|XP_002138363.2|DPSE
OG0009836	LOC108075649|XP_017023684.1|DKIK	LOC4803238|XP_001360011.2|DPSE
OG0009837	LOC108071408|XP_017017641.1|DKIK	LOC4802094|XP_033239336.1|DPSE
OG0009838	LOC108082702|XP_017033699.1|DKIK	LOC4817654|XP_001357046.2|DPSE
OG0009839	LOC108078120|XP_017027226.1|DKIK	LOC26532626|XP_015040270.2|DPSE
OG0009840	LOC108082667|XP_017033653.1|DKIK	LOC6902725|XP_002133239.2|DPSE
OG0009841	LOC108072481|XP_017019136.1|DKIK	LOC4817842|XP_001357209.3|DPSE
OG0009842	LOC108072749|XP_017019507.1|DKIK	LOC4813112|XP_001353206.2|DPSE
OG0009843	LOC108079763|XP_017029674.1|DKIK	LOC6900512|XP_002134901.1|DPSE
OG0009844	LOC108075148|XP_017022921.1|DKIK	LOC4813024|XP_001353689.1|DPSE
OG0009845	LOC108072424|XP_017019027.1|DKIK	LOC4804981|XP_001361455.2|DPSE
OG0009846	LOC108077345|XP_017026123.1|DKIK	LOC4817956|XP_001357373.4|DPSE
OG0009847	LOC108083857|XP_017035331.1|DKIK	LOC4814371|XP_001354455.4|DPSE
OG0009848	LOC108083897|XP_017035381.1|DKIK, LOC108072210|XP_017018763.1|DKIK	LOC4815783|XP_001355413.3|DPSE
OG0009849	LOC108075407|XP_017023321.1|DKIK	LOC4800364|XP_003736189.1|DPSE
OG0009850	LOC108074256|XP_017021715.1|DKIK	LOC6901180|XP_002133881.2|DPSE
OG0009853	LOC108079233|XP_017029006.1|DKIK, LOC108079035|XP_017028705.1|DKIK	LOC6901529|XP_002134203.2|DPSE
OG0009854	LOC108083348|XP_017034581.1|DKIK	LOC6901024|XP_033239698.1|DPSE
OG0009855	LOC108073490|XP_017020641.1|DKIK	LOC4816100|XP_001355810.4|DPSE
OG0009856	LOC108079567|XP_017029398.1|DKIK, LOC108085274|XP_017037313.1|DKIK	LOC4818126|XP_033236224.1|DPSE
OG0009857	LOC108082687|XP_017033681.1|DKIK	LOC4816451|XP_001356258.3|DPSE
OG0009858	LOC108076872|XP_017025391.1|DKIK	LOC6902783|XP_002132520.3|DPSE, LOC117185130|XP_033240968.1|DPSE
OG0009859	LOC108072615|XP_017019328.1|DKIK	LOC4816767|XP_001356116.2|DPSE
OG0009860	LOC108076938|XP_017025475.1|DKIK, LOC108076968|XP_017025507.1|DKIK	LOC4811732|XP_001352303.3|DPSE
OG0009861	LOC108074186|XP_017021616.1|DKIK	LOC4817635|XP_001357030.3|DPSE
OG0009862	LOC108081974|XP_017032698.1|DKIK	LOC4817244|XP_001356504.4|DPSE
OG0009864	LOC108074847|XP_017022544.1|DKIK	LOC6903084|XP_002132802.3|DPSE
OG0009865	LOC108076945|XP_017025482.1|DKIK	LOC4817693|XP_033235747.1|DPSE
OG0009866	LOC108071903|XP_017018324.1|DKIK	LOC6900686|XP_033239254.1|DPSE
OG0009867	LOC108078831|XP_017028411.1|DKIK	LOC4812085|XP_033238393.1|DPSE
OG0009868	LOC108073850|XP_017021120.1|DKIK	LOC4812991|XP_001353627.2|DPSE
OG0009870	LOC108080643|XP_017030956.1|DKIK, LOC108080642|XP_017030955.1|DKIK	LOC4813716|XP_001353970.3|DPSE
OG0009871	LOC108078010|XP_017027054.1|DKIK	LOC4805191|XP_004444413.1|DPSE
OG0009872	LOC108078288|XP_017027548.1|DKIK	LOC4805545|XP_001361931.3|DPSE
OG0009873	LOC108078179|XP_017027332.1|DKIK	LOC6898818|XP_002138792.2|DPSE
OG0009874	LOC108080616|XP_017030929.1|DKIK	LOC4813273|XP_001353960.1|DPSE
OG0009875	LOC108084760|XP_017036564.1|DKIK	LOC4812580|XP_001352387.3|DPSE
OG0009876	LOC108082312|XP_017033132.1|DKIK	LOC26533904|XP_033233446.1|DPSE
OG0009877	LOC108078142|XP_017027270.1|DKIK	LOC4804507|XP_001361059.3|DPSE
OG0009878	LOC108077998|XP_017027041.1|DKIK	LOC4804938|XP_001361420.2|DPSE
OG0009879	LOC108072904|XP_017019715.1|DKIK	LOC4805365|XP_001361777.4|DPSE
OG0009880	LOC108076636|XP_017025052.1|DKIK	LOC4805221|XP_001361661.2|DPSE
OG0009881	LOC108070804|XP_017016894.1|DKIK	LOC4803345|XP_015039045.2|DPSE
OG0009882	LOC108076229|XP_017024461.1|DKIK	LOC26534142|XP_015040003.2|DPSE
OG0009883	LOC108076810|XP_017025329.1|DKIK	LOC4804638|XP_001361168.3|DPSE
OG0009884	LOC108076648|XP_017025069.1|DKIK	LOC4804640|XP_001361170.2|DPSE
OG0009885	LOC108078413|XP_017027764.1|DKIK	LOC4805133|XP_001361587.2|DPSE
OG0009886	LOC108076486|XP_017024863.1|DKIK	LOC6898401|XP_015039672.2|DPSE
OG0009887	LOC108078507|XP_017027899.1|DKIK, LOC108078561|XP_017027969.1|DKIK	LOC4805060|XP_015040409.2|DPSE
OG0009888	LOC108077676|XP_017026586.1|DKIK	LOC6898703|XP_033234231.1|DPSE
OG0009889	LOC108072263|XP_017018820.1|DKIK	LOC4803724|XP_001360397.2|DPSE
OG0009890	LOC108076460|XP_017024831.1|DKIK	LOC4805691|XP_001362050.1|DPSE
OG0009891	LOC108073003|XP_017019944.1|DKIK	LOC6898898|XP_002138868.1|DPSE
OG0009893	LOC108082374|XP_017033204.1|DKIK	LOC4804355|XP_001360929.3|DPSE
OG0009894	LOC108074116|XP_017021504.1|DKIK	LOC4802019|XP_033235875.1|DPSE
OG0009895	LOC108085482|XP_017037592.1|DKIK	LOC4802947|XP_001359760.5|DPSE
OG0009896	LOC108072023|XP_017018492.1|DKIK	LOC6897569|XP_002137714.2|DPSE
OG0009897	LOC108080928|XP_017031320.1|DKIK	LOC4803313|XP_033241850.1|DPSE
OG0009898	LOC108084063|XP_017035571.1|DKIK	LOC4802402|XP_001359327.2|DPSE
OG0009899	LOC108077610|XP_017026506.1|DKIK	LOC4801948|XP_001358963.3|DPSE
OG0009900	LOC108074110|XP_017021496.1|DKIK	LOC4801386|XP_001358487.5|DPSE
OG0009901	LOC108072152|XP_017018684.1|DKIK	LOC4802174|XP_001359146.2|DPSE
OG0009902	LOC108073339|XP_017020392.1|DKIK	LOC4803226|XP_033235604.1|DPSE
OG0009903	LOC108081021|XP_017031459.1|DKIK	LOC4802914|XP_001359738.1|DPSE
OG0009904	LOC108075507|XP_017023467.1|DKIK	LOC4801061|XP_001358225.3|DPSE
OG0009905	LOC108074077|XP_017021442.1|DKIK	LOC6897420|XP_002137572.3|DPSE
OG0009906	LOC108074057|XP_017021418.1|DKIK	LOC4802000|XP_033236002.1|DPSE
OG0009907	LOC108071351|XP_017017581.1|DKIK	LOC4800893|XP_001358087.2|DPSE
OG0009909	LOC108085049|XP_017036997.1|DKIK	LOC4801146|XP_001358284.3|DPSE
OG0009911	LOC108072288|XP_017018845.1|DKIK, LOC108072287|XP_017018844.1|DKIK	LOC6898193|XP_002138262.2|DPSE
OG0009912	LOC108082763|XP_017033779.1|DKIK	LOC6902624|XP_002133150.2|DPSE, LOC4816609|XP_001356122.3|DPSE
OG0009913	LOC108075777|XP_017023825.1|DKIK	LOC4816401|XP_001356161.3|DPSE
OG0009915	LOC108074510|XP_017022077.1|DKIK	LOC4817518|XP_001356934.3|DPSE, LOC6903135|XP_002132843.3|DPSE
OG0009916	LOC108075395|XP_017023304.1|DKIK	LOC4816384|XP_001356216.4|DPSE
OG0009922	LOC108073926|XP_017021212.1|DKIK	LOC26533341|XP_015042972.1|DPSE
OG0009925	LOC108072034|XP_017018506.1|DKIK	LOC4802368|XP_001359297.4|DPSE
OG0009927	LOC108076010|XP_017024155.1|DKIK	LOC4815867|XP_001355460.2|DPSE
OG0009928	LOC108073332|XP_017020383.1|DKIK	LOC4800419|XP_001357698.3|DPSE
OG0009930	LOC108083393|XP_017034633.1|DKIK	LOC4815312|XP_015042137.2|DPSE
OG0009931	LOC108072310|XP_017018871.1|DKIK	LOC4803702|XP_001360377.4|DPSE
OG0009932	LOC108078304|XP_017027577.1|DKIK	LOC4804721|XP_001361239.4|DPSE
OG0009938	LOC108083349|XP_017034582.1|DKIK	LOC4814598|XP_001354622.3|DPSE
OG0009940	LOC108082768|XP_017033788.1|DKIK	LOC6897702|XP_003736785.2|DPSE
OG0009941	LOC108081393|XP_017032040.1|DKIK	LOC4818077|XP_001357481.2|DPSE
OG0009942	LOC108078229|XP_017027419.1|DKIK	LOC4805639|XP_015040760.2|DPSE
OG0009943	LOC108077090|XP_017025750.1|DKIK	LOC4818029|XP_001357396.4|DPSE
OG0009944	LOC108076017|XP_017024162.1|DKIK	LOC4815404|XP_001355461.2|DPSE
OG0009945	LOC108079256|XP_017029033.1|DKIK	LOC4815451|XP_001355401.3|DPSE
OG0009946	LOC108075554|XP_017023549.1|DKIK	LOC13036446|XP_003736829.1|DPSE
OG0009947	LOC108084389|XP_017036071.1|DKIK	LOC4811971|XP_001352700.3|DPSE
OG0009948	LOC108080343|XP_017030532.1|DKIK	LOC4815512|XP_001355478.1|DPSE
OG0009949	LOC108080835|XP_017031228.1|DKIK	LOC4802499|XP_015037869.2|DPSE
OG0009950	LOC108082804|XP_017033853.1|DKIK	LOC4802846|XP_001359682.3|DPSE
OG0009951	LOC108076572|XP_017025009.1|DKIK	LOC6897916|XP_002138018.2|DPSE
OG0009953	LOC108082676|XP_017033668.1|DKIK	LOC6897701|XP_002137827.2|DPSE
OG0009954	LOC108085629|XP_017037800.1|DKIK	LOC4802575|XP_001359470.4|DPSE
OG0009955	LOC108082456|XP_017033317.1|DKIK	LOC4804075|XP_015039589.2|DPSE
OG0009956	LOC108071736|XP_017018048.1|DKIK	LOC4814515|XP_001354543.2|DPSE
OG0009957	LOC108085053|XP_017037002.1|DKIK	LOC4800259|XP_001357634.1|DPSE
OG0009958	LOC108085047|XP_017036995.1|DKIK	LOC4801139|XP_001358278.3|DPSE
OG0009960	LOC108080785|XP_017031141.1|DKIK	LOC4802759|XP_001359620.2|DPSE
OG0009961	LOC108084330|XP_017035980.1|DKIK	LOC4802767|XP_001359627.3|DPSE
OG0009962	LOC108074046|XP_017021406.1|DKIK	LOC4801270|XP_001358390.4|DPSE
OG0009963	LOC108075548|XP_017023542.1|DKIK	LOC26532274|XP_015037356.1|DPSE
OG0009964	LOC108080901|XP_017031292.1|DKIK	LOC4800573|XP_001357824.1|DPSE
OG0009965	LOC108073667|XP_017020882.1|DKIK	LOC4800382|XP_001357667.4|DPSE
OG0009966	LOC108077025|XP_017025638.1|DKIK	LOC4817470|XP_015035983.2|DPSE
OG0009967	LOC108079686|XP_017029581.1|DKIK	LOC4817384|XP_001356883.4|DPSE
OG0009968	LOC108086099|XP_017038415.1|DKIK	LOC26533475|XP_015035823.1|DPSE, LOC6902820|XP_033235631.1|DPSE
OG0009969	LOC108081431|XP_017032103.1|DKIK	LOC26534211|XP_015035953.1|DPSE
OG0009970	LOC108079553|XP_017029380.1|DKIK	LOC4817408|XP_001356662.2|DPSE
OG0009971	LOC108077006|XP_017025570.1|DKIK	LOC6903276|XP_002132975.2|DPSE
OG0009972	LOC108077231|XP_017025977.1|DKIK	LOC26532478|XP_015044388.2|DPSE
OG0009973	LOC108078111|XP_017027204.1|DKIK	LOC6903317|XP_002132505.3|DPSE
OG0009974	LOC108075833|XP_017023892.1|DKIK	LOC4816629|XP_001356098.3|DPSE
OG0009975	LOC108073610|XP_017020790.1|DKIK	LOC4816739|XP_001356082.2|DPSE
OG0009976	LOC108082819|XP_017033867.1|DKIK	LOC4816252|XP_001355822.2|DPSE
OG0009977	LOC108081960|XP_017032683.1|DKIK	LOC4816780|XP_015035709.2|DPSE
OG0009978	LOC108082031|XP_017032791.1|DKIK	LOC4817405|XP_001356310.1|DPSE
OG0009979	LOC108072510|XP_017019171.1|DKIK	LOC4816413|XP_001356130.3|DPSE
OG0009980	LOC108076312|XP_017024580.1|DKIK	LOC6900352|XP_002134748.3|DPSE
OG0009981	LOC108073033|XP_017019983.1|DKIK	LOC6898368|XP_002138421.3|DPSE
OG0009982	LOC108072875|XP_017019682.1|DKIK	LOC6898369|XP_033234896.1|DPSE
OG0009984	LOC108072925|XP_017019760.1|DKIK	LOC4805468|XP_001361863.3|DPSE
OG0009985	LOC108085147|XP_017037155.1|DKIK	LOC26532494|XP_015039718.1|DPSE
OG0009986	LOC108081305|XP_017031880.1|DKIK	LOC6903853|XP_033234493.1|DPSE
OG0009987	LOC108076236|XP_017024470.1|DKIK	LOC6898261|XP_002138327.1|DPSE
OG0009988	LOC108076183|XP_017024403.1|DKIK	LOC4803834|XP_001360488.1|DPSE
OG0009989	LOC108072308|XP_017018869.1|DKIK	LOC4803704|XP_001360379.2|DPSE
OG0009990	LOC108076664|XP_017025086.1|DKIK	LOC4804627|XP_001361159.2|DPSE
OG0009991	LOC108076123|XP_017024341.1|DKIK	LOC4803962|XP_001360600.4|DPSE
OG0009992	LOC108070779|XP_017016870.1|DKIK	LOC4815626|XP_001355308.2|DPSE
OG0009993	LOC108071798|XP_017018168.1|DKIK	LOC6901678|XP_015041982.2|DPSE
OG0009994	LOC108080276|XP_017030428.1|DKIK	LOC26533778|XP_015041662.2|DPSE
OG0009995	LOC108075996|XP_017024139.1|DKIK	LOC6901990|XP_002133524.3|DPSE
OG0009996	LOC108083495|XP_017034786.1|DKIK	LOC4814377|XP_033239315.1|DPSE
OG0009997	LOC108071826|XP_017018222.1|DKIK	LOC4815223|XP_001355125.3|DPSE
OG0009998	LOC108083373|XP_017034608.1|DKIK	LOC4815281|XP_001354756.3|DPSE
OG0009999	LOC108071796|XP_017018165.1|DKIK	LOC4814839|XP_033240320.1|DPSE
OG0010000	LOC108083812|XP_017035248.1|DKIK	LOC6901602|XP_002134273.2|DPSE
OG0010001	LOC108075998|XP_017024141.1|DKIK	LOC6901709|XP_002134377.2|DPSE
OG0010002	LOC108079020|XP_017028688.1|DKIK	LOC26533223|XP_015043628.1|DPSE
OG0010003	LOC108077087|XP_017025743.1|DKIK	LOC4811741|XP_001352313.3|DPSE
OG0010004	LOC108076107|XP_017024321.1|DKIK	LOC4815434|XP_001355260.2|DPSE
OG0010005	LOC108071842|XP_017018245.1|DKIK	LOC6901246|XP_002133947.1|DPSE
OG0010006	LOC108071218|XP_017017390.1|DKIK	LOC4814654|XP_001354609.3|DPSE
OG0010007	LOC108084482|XP_017036197.1|DKIK	LOC6901463|XP_033237653.1|DPSE
OG0010008	LOC108083367|XP_017034599.1|DKIK	LOC4814305|XP_001354356.3|DPSE
OG0010009	LOC108082781|XP_017033809.1|DKIK	LOC4816200|XP_001355847.4|DPSE
OG0010010	LOC108080148|XP_017030271.1|DKIK	LOC4814787|XP_001355042.1|DPSE
OG0010011	LOC108084191|XP_017035782.1|DKIK	LOC4815433|XP_033239079.1|DPSE
OG0010012	LOC108079171|XP_017028911.1|DKIK	LOC117184707|XP_033239269.1|DPSE
OG0010013	LOC108084460|XP_017036160.1|DKIK	LOC4814529|XP_001354557.2|DPSE
OG0010014	LOC108080028|XP_017030090.1|DKIK	LOC4811662|XP_001352252.2|DPSE
OG0010015	LOC108084451|XP_017036149.1|DKIK	LOC6901193|XP_033239956.1|DPSE
OG0010016	LOC108075130|XP_017022902.1|DKIK	LOC4814519|XP_001355077.2|DPSE
OG0010017	LOC108084461|XP_017036161.1|DKIK	LOC4815286|XP_001354558.4|DPSE
OG0010018	LOC108083549|XP_017034883.1|DKIK	LOC4815751|XP_001355230.2|DPSE
OG0010019	LOC108071774|XP_017018108.1|DKIK	LOC6901427|XP_002134113.3|DPSE
OG0010020	LOC108083903|XP_017035388.1|DKIK	LOC4815142|XP_015041893.2|DPSE
OG0010021	LOC108085942|XP_017038218.1|DKIK	LOC4815774|XP_001355600.2|DPSE
OG0010022	LOC108074469|XP_017022025.1|DKIK	LOC6902321|XP_002133848.2|DPSE
OG0010023	LOC108082909|XP_017033982.1|DKIK	LOC6901403|XP_002134089.3|DPSE
OG0010024	LOC108082913|XP_017033986.1|DKIK	LOC4815372|XP_001354784.2|DPSE
OG0010025	LOC108079447|XP_017029270.1|DKIK	LOC4816037|XP_001355422.3|DPSE
OG0010026	LOC108079201|XP_017028954.1|DKIK	LOC4814201|XP_001354324.1|DPSE
OG0010027	LOC108078984|XP_017028648.1|DKIK	LOC6901007|XP_002134634.2|DPSE
OG0010028	LOC108074151|XP_017021543.1|DKIK	LOC4814588|XP_001354873.3|DPSE
OG0010029	LOC108080068|XP_017030140.1|DKIK	LOC6901574|XP_002134247.1|DPSE
OG0010030	LOC108071681|XP_017017974.1|DKIK	LOC4814749|XP_001354729.4|DPSE
OG0010031	LOC108071678|XP_017017972.1|DKIK	LOC4814970|XP_001354728.4|DPSE
OG0010032	LOC108086203|XP_017038554.1|DKIK	LOC4816293|XP_001356013.3|DPSE
OG0010033	LOC108071734|XP_017018047.1|DKIK	LOC4814820|XP_001354660.3|DPSE
OG0010034	LOC108080077|XP_017030150.1|DKIK	LOC4815060|XP_033239502.1|DPSE
OG0010035	LOC108080081|XP_017030153.1|DKIK	LOC6901279|XP_033239202.1|DPSE
OG0010036	LOC108080007|XP_017030061.1|DKIK	LOC6901278|XP_002133979.3|DPSE
OG0010037	LOC108080080|XP_017030152.1|DKIK	LOC4814967|XP_001354655.2|DPSE
OG0010038	LOC108083803|XP_017035234.1|DKIK	LOC4816049|XP_033238938.1|DPSE
OG0010039	LOC108082369|XP_017033199.1|DKIK	LOC4803678|XP_001360356.3|DPSE
OG0010040	LOC108075959|XP_017024098.1|DKIK	LOC4818168|XP_001357409.3|DPSE
OG0010041	LOC108070936|XP_017017082.1|DKIK	LOC6901945|XP_002133479.3|DPSE
OG0010042	LOC108080045|XP_017030113.1|DKIK	LOC4814306|XP_001354403.1|DPSE
OG0010043	LOC108080037|XP_017030103.1|DKIK	LOC4814387|XP_001354404.2|DPSE
OG0010044	LOC108071243|XP_017017417.1|DKIK	LOC6901843|XP_002133381.3|DPSE
OG0010045	LOC108079225|XP_017028996.1|DKIK	LOC4816057|XP_001355621.3|DPSE
OG0010046	LOC108079226|XP_017028998.1|DKIK	LOC4815713|XP_001355622.3|DPSE
OG0010047	LOC108071692|XP_017017995.1|DKIK	LOC4814618|XP_001354603.1|DPSE
OG0010048	LOC108070818|XP_017016917.1|DKIK	LOC6901928|XP_015041006.1|DPSE
OG0010049	LOC108074913|XP_017022630.1|DKIK	LOC4815041|XP_001354904.1|DPSE
OG0010050	LOC108074945|XP_017022667.1|DKIK	LOC4815020|XP_001354905.3|DPSE
OG0010051	LOC108080244|XP_017030391.1|DKIK	LOC6901131|XP_002134606.2|DPSE
OG0010052	LOC108074200|XP_017021628.1|DKIK	LOC6901175|XP_002133876.2|DPSE
OG0010053	LOC108079389|XP_017029202.1|DKIK	LOC4815959|XP_001355618.2|DPSE
OG0010054	LOC108083878|XP_017035357.1|DKIK	LOC4815047|XP_001354762.4|DPSE
OG0010055	LOC108083786|XP_017035201.1|DKIK	LOC4815053|XP_001354769.2|DPSE
OG0010056	LOC108083862|XP_017035338.1|DKIK	LOC4815426|XP_001355648.3|DPSE
OG0010057	LOC108080135|XP_017030261.1|DKIK	LOC6902106|XP_002133637.1|DPSE
OG0010058	LOC108080289|XP_017030447.1|DKIK	LOC4814547|XP_001355086.3|DPSE
OG0010059	LOC108079240|XP_017029013.1|DKIK	LOC4816046|XP_001355397.2|DPSE
OG0010060	LOC108083514|XP_017034813.1|DKIK	LOC4815613|XP_001355374.2|DPSE
OG0010061	LOC108078569|XP_017027978.1|DKIK	LOC4812203|XP_001352642.3|DPSE
OG0010062	LOC108071590|XP_017017860.1|DKIK	LOC6900709|XP_002135072.2|DPSE
OG0010063	LOC108077473|XP_017026281.1|DKIK	LOC4813737|XP_033240209.1|DPSE
OG0010064	LOC108077541|XP_017026420.1|DKIK	LOC4813901|XP_001353794.3|DPSE
OG0010065	LOC108085985|XP_017038275.1|DKIK	LOC26532264|XP_015043111.2|DPSE
OG0010066	LOC108079694|XP_017029587.1|DKIK	LOC4813164|XP_001353733.3|DPSE
OG0010067	LOC108075056|XP_017022826.1|DKIK	LOC4813633|XP_033241119.1|DPSE
OG0010068	LOC108085816|XP_017038056.1|DKIK	LOC4812936|XP_033239984.1|DPSE
OG0010069	LOC108079710|XP_017029607.1|DKIK	LOC4812885|XP_001353559.1|DPSE
OG0010070	LOC108085824|XP_017038066.1|DKIK	LOC26532034|XP_015043780.2|DPSE
OG0010071	LOC108071882|XP_017018299.1|DKIK	LOC117184418|XP_033237550.1|DPSE
OG0010072	LOC108070558|XP_017016572.1|DKIK	LOC4814149|XP_001354272.2|DPSE
OG0010073	LOC108070551|XP_017016566.1|DKIK	LOC6900987|XP_002134683.1|DPSE
OG0010074	LOC108074915|XP_017022634.1|DKIK	LOC4815637|XP_001355408.3|DPSE
OG0010075	LOC108079696|XP_017029590.1|DKIK	LOC26533666|XP_015042864.2|DPSE
OG0010076	LOC108070490|XP_017016473.1|DKIK	LOC4813807|XP_001353405.3|DPSE
OG0010077	LOC108084403|XP_017036089.1|DKIK	LOC6900022|XP_002135387.2|DPSE
OG0010078	LOC108084405|XP_017036092.1|DKIK	LOC6900021|XP_015043685.2|DPSE
OG0010079	LOC108078627|XP_017028039.1|DKIK	LOC6900016|XP_002135381.4|DPSE
OG0010080	LOC108072702|XP_017019428.1|DKIK	LOC4814139|XP_001354204.3|DPSE
OG0010081	LOC108078776|XP_017028309.1|DKIK	LOC6900997|XP_002134693.3|DPSE
OG0010082	LOC108079728|XP_017029628.1|DKIK	LOC4812267|XP_001352864.1|DPSE
OG0010083	LOC108075151|XP_017022925.1|DKIK	LOC4813499|XP_001353694.3|DPSE
OG0010084	LOC108072740|XP_017019496.1|DKIK	LOC6900369|XP_033238235.1|DPSE
OG0010085	LOC108085404|XP_017037465.1|DKIK	LOC26533890|XP_033237401.1|DPSE
OG0010086	LOC108072787|XP_017019558.1|DKIK	LOC4813809|XP_001353697.3|DPSE
OG0010087	LOC108075290|XP_017023172.1|DKIK	LOC4813093|XP_033238200.1|DPSE
OG0010088	LOC108070404|XP_017016344.1|DKIK	LOC4813044|XP_001353516.3|DPSE
OG0010089	LOC108073874|XP_017021149.1|DKIK	LOC6900757|XP_015043317.2|DPSE
OG0010090	LOC108079510|XP_017029342.1|DKIK	LOC4811806|XP_033237225.1|DPSE
OG0010091	LOC108076171|XP_017024391.1|DKIK	LOC6897405|XP_002137557.1|DPSE
OG0010092	LOC108079322|XP_017029108.1|DKIK	LOC13036438|XP_003736826.2|DPSE
OG0010093	LOC108076759|XP_017025248.1|DKIK	LOC6903244|XP_015036445.2|DPSE
OG0010094	LOC108083670|XP_017035037.1|DKIK, LOC108083673|XP_017035039.1|DKIK	LOC4800927|XP_001358115.3|DPSE
OG0010095	LOC108084549|XP_017036286.1|DKIK	LOC4801791|XP_003736605.2|DPSE
OG0010096	LOC108070836|XP_017016951.1|DKIK	LOC6901719|XP_002134387.2|DPSE
OG0010097	LOC108080281|XP_017030434.1|DKIK	LOC26533384|XP_015042367.1|DPSE
OG0010098	LOC108075813|XP_017023876.1|DKIK	LOC6903337|XP_002132218.2|DPSE
OG0010099	LOC108079679|XP_017029568.1|DKIK	LOC4816950|XP_001356892.2|DPSE
OG0010100	LOC108085993|XP_017038283.1|DKIK	LOC6900659|XP_002135027.2|DPSE
OG0010101	LOC108075247|XP_017023094.1|DKIK	LOC4812834|XP_001353582.2|DPSE
OG0010102	LOC108086277|XP_017038654.1|DKIK	LOC4812812|XP_001353509.2|DPSE
OG0010103	LOC108070389|XP_017016328.1|DKIK	LOC4813058|XP_001353517.3|DPSE
OG0010104	LOC108078702|XP_017028146.1|DKIK	LOC6900035|XP_002135400.2|DPSE
OG0010105	LOC108074816|XP_017022503.1|DKIK	LOC6903283|XP_033236404.1|DPSE
OG0010106	LOC108082510|XP_017033427.1|DKIK	LOC4803668|XP_001360351.2|DPSE
OG0010107	LOC108076276|XP_017024513.1|DKIK	LOC4804555|XP_001361098.3|DPSE
OG0010108	LOC108073059|XP_017020017.1|DKIK	LOC6898371|XP_002138424.2|DPSE
OG0010110	LOC108071586|XP_017017857.1|DKIK	LOC4813060|XP_001353838.4|DPSE
OG0010111	LOC108070723|XP_017016807.1|DKIK	LOC6897273|XP_002137433.4|DPSE
OG0010112	LOC108074050|XP_017021410.1|DKIK	LOC4801279|XP_001358399.3|DPSE
OG0010113	LOC108080240|XP_017030387.1|DKIK	LOC4814932|XP_001354846.3|DPSE
OG0010114	LOC108076034|XP_017024183.1|DKIK	LOC4814913|XP_001354912.4|DPSE
OG0010115	LOC108085671|XP_017037853.1|DKIK	LOC4815771|XP_001355417.3|DPSE
OG0010116	LOC108071667|XP_017017961.1|DKIK	LOC4815133|XP_001355210.4|DPSE
OG0010117	LOC108072539|XP_017019203.1|DKIK	LOC4815960|XP_001355624.2|DPSE
OG0010118	LOC108079230|XP_017029002.1|DKIK	LOC4814617|XP_033238227.1|DPSE
OG0010119	LOC108080044|XP_017030112.1|DKIK	LOC6903643|XP_002136831.2|DPSE
OG0010120	LOC108071771|XP_017018104.1|DKIK	LOC4815364|XP_001354925.1|DPSE
OG0010121	LOC108083377|XP_017034613.1|DKIK	LOC4814413|XP_001354346.3|DPSE
OG0010122	LOC108074048|XP_017021408.1|DKIK	LOC6901415|XP_002134101.2|DPSE
OG0010123	LOC108079177|XP_017028918.1|DKIK	LOC4814706|XP_001354887.3|DPSE
OG0010125	LOC108080176|XP_017030312.1|DKIK	LOC4814385|XP_001354399.3|DPSE
OG0010126	LOC108077398|XP_017026183.1|DKIK	LOC6903503|XP_002132382.2|DPSE
OG0010127	LOC108077047|XP_017025669.1|DKIK	LOC6902786|XP_033235144.1|DPSE
OG0010128	LOC108076931|XP_017025466.1|DKIK	LOC4816877|XP_015035754.2|DPSE
OG0010129	LOC108072499|XP_017019155.1|DKIK	LOC4816138|XP_033236069.1|DPSE
OG0010130	LOC108082890|XP_017033964.1|DKIK	LOC4816257|XP_001355830.1|DPSE
OG0010131	LOC108077438|XP_017026246.1|DKIK	LOC117184152|XP_033236481.1|DPSE
