Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0007047	LOC108081437|XP_017032109.1|DKIK	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC108074584|XP_017022180.1|DKIK	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC108077344|XP_017026121.1|DKIK	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC108072829|XP_017019610.1|DKIK	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC108074348|XP_017021861.1|DKIK	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC108083470|XP_017034746.1|DKIK	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC108077508|XP_017026349.1|DKIK	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC108074760|XP_017022424.1|DKIK	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC108076409|XP_017024738.1|DKIK	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC108079837|XP_017029827.1|DKIK	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC108083471|XP_017034748.1|DKIK	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC108079006|XP_017028672.1|DKIK	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC108079617|XP_017029481.1|DKIK	LOC5573895|XP_001654928.2|AAEG
OG0007060	LOC108079575|XP_017029408.1|DKIK	LOC5573893|XP_001654933.2|AAEG
OG0007061	LOC108079582|XP_017029415.1|DKIK	LOC5573899|XP_021703333.1|AAEG
OG0007062	LOC108074289|XP_017021764.1|DKIK	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC108074815|XP_017022500.1|DKIK	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC108078080|XP_017027157.1|DKIK	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC108080682|XP_017031003.1|DKIK	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC108072790|XP_017019560.1|DKIK	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC108077254|XP_017026006.1|DKIK	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC108082048|XP_017032814.1|DKIK	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC108081514|XP_017032221.1|DKIK	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC108078393|XP_017027737.1|DKIK	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC108072333|XP_017018907.1|DKIK	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC108073348|XP_017020401.1|DKIK	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC108077396|XP_017026178.1|DKIK	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC108078402|XP_017027748.1|DKIK	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC108074548|XP_017022133.1|DKIK	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC108074739|XP_017022400.1|DKIK	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC108077140|XP_017025843.1|DKIK	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC108085353|XP_017037409.1|DKIK	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC108085355|XP_017037411.1|DKIK	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC108082244|XP_017033072.1|DKIK	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC108079984|XP_017030039.1|DKIK	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC108079675|XP_017029562.1|DKIK	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC108074596|XP_017022199.1|DKIK	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC108084470|XP_017036173.1|DKIK	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC108072602|XP_017019311.1|DKIK	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC108072620|XP_017019335.1|DKIK	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC108085523|XP_017037644.1|DKIK	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC108073633|XP_017020834.1|DKIK	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC108079060|XP_017028765.1|DKIK	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC108074540|XP_017022119.1|DKIK	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC108072612|XP_017019324.1|DKIK	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC108075619|XP_017023641.1|DKIK	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC108077241|XP_017025989.1|DKIK	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC108077242|XP_017025991.1|DKIK	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC108082766|XP_017033782.1|DKIK	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC108082849|XP_017033909.1|DKIK	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC108081351|XP_017031986.1|DKIK	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC108081372|XP_017032015.1|DKIK	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC108080762|XP_017031104.1|DKIK	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC108077424|XP_017026216.1|DKIK	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC108077411|XP_017026200.1|DKIK	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC108079537|XP_017029362.1|DKIK	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC108077013|XP_017025581.1|DKIK	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC108077014|XP_017025582.1|DKIK	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC108077122|XP_017025813.1|DKIK	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC108079167|XP_017028910.1|DKIK	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC108074589|XP_017022185.1|DKIK	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC108077282|XP_017026049.1|DKIK	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC108079621|XP_017029486.1|DKIK	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC108085356|XP_017037415.1|DKIK	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC108082533|XP_017033461.1|DKIK	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC108086137|XP_017038481.1|DKIK	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC108073532|XP_017020702.1|DKIK	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC108082255|XP_017033089.1|DKIK	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC108077289|XP_017026057.1|DKIK	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC108076895|XP_017025416.1|DKIK	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC108074404|XP_017021920.1|DKIK	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC108082038|XP_017032800.1|DKIK	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC108083603|XP_017034961.1|DKIK	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC108076054|XP_017024228.1|DKIK	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC108079162|XP_017028901.1|DKIK	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC108079262|XP_017029041.1|DKIK	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC108079166|XP_017028906.1|DKIK	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC108070460|XP_017016429.1|DKIK	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC108084779|XP_017036589.1|DKIK	LOC5575370|XP_021706049.1|AAEG
OG0007126	LOC108072774|XP_017019543.1|DKIK	LOC5575374|XP_001661901.2|AAEG
OG0007127	LOC108075028|XP_017022771.1|DKIK	LOC5575372|XP_001661903.1|AAEG
OG0007128	LOC108084774|XP_017036583.1|DKIK	LOC5575376|XP_001661906.1|AAEG
OG0007129	LOC108084766|XP_017036573.1|DKIK	LOC5575377|XP_001661907.1|AAEG
OG0007130	LOC108075029|XP_017022772.1|DKIK	LOC5568419|XP_001652245.1|AAEG
OG0007131	LOC108075228|XP_017023063.1|DKIK	LOC5568426|XP_001652254.1|AAEG
OG0007132	LOC108075315|XP_017023207.1|DKIK	LOC5568427|XP_001652255.3|AAEG
OG0007133	LOC108079901|XP_017029921.1|DKIK	LOC5568435|XP_001652267.1|AAEG
OG0007134	LOC108078818|XP_017028391.1|DKIK	LOC5570307|XP_001653128.1|AAEG
OG0007135	LOC108078709|XP_017028159.1|DKIK	LOC5570309|XP_021708394.1|AAEG
OG0007136	LOC108073951|XP_017021257.1|DKIK	LOC5570315|XP_021708637.1|AAEG
OG0007137	LOC108080311|XP_017030480.1|DKIK	LOC5571891|XP_021704737.1|AAEG
OG0007138	LOC108080355|XP_017030554.1|DKIK	LOC5571895|XP_021706110.1|AAEG
OG0007139	LOC108083448|XP_017034701.1|DKIK	LOC5571898|XP_021705906.1|AAEG
OG0007140	LOC108083435|XP_017034679.1|DKIK	LOC5571899|XP_001653815.1|AAEG
OG0007141	LOC108085756|XP_017037984.1|DKIK	LOC5571901|XP_001653816.1|AAEG
OG0007142	LOC108083288|XP_017034507.1|DKIK	LOC5570133|XP_001653114.1|AAEG
OG0007143	LOC108073522|XP_017020690.1|DKIK	LOC5568063|XP_021706338.1|AAEG
OG0007144	LOC108072077|XP_017018575.1|DKIK	LOC5568062|XP_021706333.1|AAEG
OG0007145	LOC108073191|XP_017020192.1|DKIK	LOC110679831|XP_021711285.1|AAEG
OG0007146	LOC108085894|XP_017038148.1|DKIK	LOC5568059|XP_001651995.1|AAEG
OG0007147	LOC108085713|XP_017037925.1|DKIK	LOC5568050|XP_021710032.1|AAEG
OG0007148	LOC108074934|XP_017022651.1|DKIK	LOC5569395|XP_021707871.1|AAEG
OG0007149	LOC108076694|XP_017025136.1|DKIK	LOC5572510|XP_021709936.1|AAEG
OG0007150	LOC108075226|XP_017023062.1|DKIK	LOC5566760|XP_001651163.1|AAEG
OG0007151	LOC108078661|XP_017028079.1|DKIK	LOC5566759|XP_001651161.1|AAEG
OG0007152	LOC108080123|XP_017030243.1|DKIK	LOC5575113|XP_021709386.1|AAEG
OG0007153	LOC108075883|XP_017023978.1|DKIK, LOC108082936|XP_017034031.1|DKIK	LOC5575108|XP_001661830.1|AAEG
OG0007154	LOC108076510|XP_017024905.1|DKIK	LOC5575102|XP_001661824.1|AAEG
OG0007155	LOC108073112|XP_017020096.1|DKIK	LOC5575100|XP_001661823.1|AAEG
OG0007156	LOC108071340|XP_017017555.1|DKIK	LOC5575099|XP_001661820.1|AAEG
OG0007157	LOC108085445|XP_017037544.1|DKIK	LOC5572232|XP_001653924.1|AAEG
OG0007158	LOC108079766|XP_017029678.1|DKIK	LOC5572236|XP_001653923.1|AAEG
OG0007159	LOC108084666|XP_017036477.1|DKIK	LOC5571956|XP_021709182.1|AAEG
OG0007160	LOC108085718|XP_017037929.1|DKIK	LOC5576666|XP_001656205.1|AAEG
OG0007161	LOC108080401|XP_017030618.1|DKIK	LOC5567645|XP_021710629.1|AAEG
OG0007162	LOC108085938|XP_017038209.1|DKIK	LOC5567646|XP_001651840.1|AAEG
OG0007163	LOC108084919|XP_017036805.1|DKIK	LOC5563791|XP_001648060.1|AAEG
OG0007164	LOC108084967|XP_017036872.1|DKIK	LOC5563784|XP_001648071.1|AAEG
OG0007165	LOC108083499|XP_017034794.1|DKIK	LOC5578562|XP_021708688.1|AAEG
OG0007166	LOC108077532|XP_017026400.1|DKIK	LOC5563810|XP_021710831.1|AAEG
OG0007167	LOC108080500|XP_017030751.1|DKIK	LOC5563812|XP_001648095.1|AAEG
OG0007168	LOC108082935|XP_017034028.1|DKIK	LOC5570780|XP_021708848.1|AAEG
OG0007169	LOC108083369|XP_017034602.1|DKIK	LOC5570779|XP_001659370.1|AAEG
OG0007170	LOC108084574|XP_017036332.1|DKIK	LOC5579219|XP_021708060.1|AAEG
OG0007171	LOC108080552|XP_017030845.1|DKIK	LOC5567820|XP_021704643.1|AAEG
OG0007172	LOC108080369|XP_017030579.1|DKIK	LOC5567824|XP_001657730.2|AAEG
OG0007173	LOC108080335|XP_017030523.1|DKIK	LOC5567826|XP_021711081.1|AAEG
OG0007174	LOC108083754|XP_017035160.1|DKIK	LOC5577686|XP_021705453.1|AAEG
OG0007175	LOC108070387|XP_017016327.1|DKIK	LOC5566392|XP_021710584.1|AAEG
OG0007176	LOC108071308|XP_017017503.1|DKIK	LOC5574394|XP_001655107.1|AAEG
OG0007177	LOC108075574|XP_017023580.1|DKIK	LOC5574401|XP_001655108.1|AAEG
OG0007178	LOC108085435|XP_017037518.1|DKIK	LOC5574406|XP_001655113.1|AAEG
OG0007179	LOC108081104|XP_017031589.1|DKIK	LOC5574409|XP_001655116.1|AAEG
OG0007180	LOC108075575|XP_017023581.1|DKIK	LOC5574410|XP_001655117.1|AAEG
OG0007181	LOC108085779|XP_017038018.1|DKIK	LOC5580266|XP_001662893.1|AAEG
OG0007182	LOC108081780|XP_017032485.1|DKIK	LOC5580264|XP_021711480.1|AAEG
OG0007183	LOC108081771|XP_017032468.1|DKIK	LOC5580270|XP_021704264.1|AAEG
OG0007184	LOC108081762|XP_017032453.1|DKIK	LOC5580271|XP_021707734.1|AAEG
OG0007185	LOC108077328|XP_017026105.1|DKIK	LOC5580278|XP_001662904.1|AAEG
OG0007186	LOC108071303|XP_017017498.1|DKIK	LOC5570551|XP_021710343.1|AAEG
OG0007187	LOC108085873|XP_017038121.1|DKIK	LOC5570549|XP_021706869.1|AAEG
OG0007188	LOC108075613|XP_017023635.1|DKIK	LOC5570556|XP_021710715.1|AAEG
OG0007189	LOC108073247|XP_017020292.1|DKIK	LOC5570559|XP_001653215.1|AAEG
OG0007190	LOC108072012|XP_017018480.1|DKIK	LOC5570550|XP_021706979.1|AAEG
OG0007191	LOC108071916|XP_017018363.1|DKIK	LOC5570555|XP_021705253.1|AAEG
OG0007192	LOC108075200|XP_017023025.1|DKIK	LOC5575629|XP_021707063.1|AAEG
OG0007193	LOC108075198|XP_017023023.1|DKIK	LOC5575632|XP_001655773.1|AAEG
OG0007194	LOC108074940|XP_017022661.1|DKIK	LOC5575628|XP_021706178.1|AAEG
OG0007195	LOC108080776|XP_017031129.1|DKIK	LOC5570066|XP_001653052.1|AAEG
OG0007196	LOC108083977|XP_017035477.1|DKIK	LOC5571237|XP_021710952.1|AAEG
OG0007197	LOC108072755|XP_017019516.1|DKIK	LOC5574517|XP_001661490.1|AAEG
OG0007198	LOC108081767|XP_017032458.1|DKIK	LOC5576018|XP_021708175.1|AAEG
OG0007199	LOC108083186|XP_017034374.1|DKIK	LOC5570240|XP_021710073.1|AAEG
OG0007200	LOC108084144|XP_017035679.1|DKIK	LOC5576751|XP_021708355.1|AAEG
OG0007201	LOC108082991|XP_017034103.1|DKIK	LOC5579918|XP_001657892.1|AAEG
OG0007202	LOC108071536|XP_017017797.1|DKIK	LOC5579911|XP_001657891.1|AAEG
OG0007203	LOC108071523|XP_017017781.1|DKIK	LOC5579907|XP_021709805.1|AAEG
OG0007204	LOC108084718|XP_017036543.1|DKIK	LOC5579906|XP_001657887.1|AAEG
OG0007205	LOC108071554|XP_017017822.1|DKIK	LOC5579902|XP_001657882.2|AAEG
OG0007206	LOC108072031|XP_017018500.1|DKIK	LOC5579898|XP_021708390.1|AAEG
OG0007207	LOC108071309|XP_017017504.1|DKIK	LOC5579897|XP_001657877.2|AAEG
OG0007208	LOC108073204|XP_017020210.1|DKIK	LOC5579896|XP_021710250.1|AAEG
OG0007209	LOC108073205|XP_017020212.1|DKIK	LOC5579894|XP_021710248.1|AAEG
OG0007210	LOC108081776|XP_017032481.1|DKIK	LOC5579893|XP_001657871.2|AAEG
OG0007211	LOC108072030|XP_017018499.1|DKIK	LOC5579891|XP_001657869.2|AAEG
OG0007212	LOC108085876|XP_017038127.1|DKIK	LOC5579887|XP_021705483.1|AAEG
OG0007213	LOC108076408|XP_017024737.1|DKIK	LOC5567684|XP_001657613.1|AAEG
OG0007214	LOC108083118|XP_017034272.1|DKIK	LOC5567681|XP_021704958.1|AAEG
OG0007215	LOC108085667|XP_017037846.1|DKIK	LOC5564520|XP_021707222.1|AAEG
OG0007216	LOC108073670|XP_017020885.1|DKIK	LOC5578739|XP_021707388.1|AAEG
OG0007217	LOC108072072|XP_017018564.1|DKIK	LOC5578734|XP_001657106.1|AAEG
OG0007218	LOC108083659|XP_017035021.1|DKIK	LOC5578749|XP_001657116.1|AAEG
OG0007219	LOC108084238|XP_017035858.1|DKIK	LOC5574464|XP_021704646.1|AAEG
OG0007220	LOC108085669|XP_017037849.1|DKIK	LOC5573339|XP_021709525.1|AAEG
OG0007221	LOC108085916|XP_017038178.1|DKIK	LOC5573343|XP_001660822.1|AAEG
OG0007222	LOC108081157|XP_017031685.1|DKIK	LOC5567517|XP_021708406.1|AAEG
OG0007223	LOC108084962|XP_017036867.1|DKIK	LOC5567528|XP_001657523.1|AAEG
OG0007224	LOC108075647|XP_017023683.1|DKIK	LOC5567529|XP_001657524.1|AAEG
OG0007225	LOC108084098|XP_017035614.1|DKIK	LOC5567531|XP_021710585.1|AAEG
OG0007226	LOC108083180|XP_017034364.1|DKIK	LOC5567532|XP_001657527.2|AAEG
OG0007227	LOC108083167|XP_017034343.1|DKIK	LOC5567533|XP_001657528.2|AAEG
OG0007228	LOC108079914|XP_017029940.1|DKIK	LOC5567534|XP_021705905.1|AAEG
OG0007229	LOC108075628|XP_017023654.1|DKIK	LOC5567538|XP_001657533.1|AAEG
OG0007230	LOC108084834|XP_017036696.1|DKIK	LOC5568784|XP_001658149.1|AAEG
OG0007231	LOC108080473|XP_017030707.1|DKIK	LOC5568787|XP_021704811.1|AAEG
OG0007232	LOC108078689|XP_017028126.1|DKIK	LOC5568788|XP_021709249.1|AAEG
OG0007233	LOC108078890|XP_017028510.1|DKIK	LOC5568791|XP_021705790.1|AAEG
OG0007234	LOC108071887|XP_017018305.1|DKIK	LOC5569950|XP_001658850.1|AAEG
OG0007235	LOC108071967|XP_017018432.1|DKIK	LOC5569948|XP_021704129.1|AAEG
OG0007236	LOC108084126|XP_017035654.1|DKIK	LOC5576837|XP_001662944.2|AAEG
OG0007237	LOC108083183|XP_017034370.1|DKIK	LOC5576836|XP_001662943.2|AAEG
OG0007238	LOC108075355|XP_017023253.1|DKIK	LOC5572681|XP_021707150.1|AAEG
OG0007239	LOC108080768|XP_017031117.1|DKIK	LOC5578005|XP_001656743.2|AAEG
OG0007240	LOC108083208|XP_017034402.1|DKIK	LOC5578002|XP_021708497.1|AAEG
OG0007241	LOC108083952|XP_017035447.1|DKIK	LOC5577997|XP_001656735.1|AAEG
OG0007242	LOC108083951|XP_017035442.1|DKIK	LOC5577988|XP_021706142.1|AAEG
OG0007243	LOC108080287|XP_017030443.1|DKIK	LOC5565984|XP_021706674.1|AAEG
OG0007244	LOC108080982|XP_017031396.1|DKIK	LOC5577457|XP_001663383.1|AAEG
OG0007245	LOC108073725|XP_017020969.1|DKIK	LOC5577454|XP_021710132.1|AAEG
OG0007246	LOC108077706|XP_017026634.1|DKIK	LOC5579169|XP_001664263.1|AAEG
OG0007247	LOC108074742|XP_017022403.1|DKIK	LOC5579180|XP_001664275.2|AAEG
OG0007248	LOC108079360|XP_017029157.1|DKIK	LOC110678610|XP_021707413.1|AAEG
OG0007249	LOC108080084|XP_017030165.1|DKIK	LOC5566168|XP_021710310.1|AAEG
OG0007250	LOC108083864|XP_017035340.1|DKIK	LOC5566166|XP_021710285.1|AAEG
OG0007251	LOC108085433|XP_017037514.1|DKIK	LOC5566161|XP_021705624.1|AAEG
OG0007252	LOC108084113|XP_017035632.1|DKIK	LOC110678681|XP_021707579.1|AAEG
OG0007253	LOC108078817|XP_017028389.1|DKIK	LOC5566152|XP_021709420.1|AAEG
OG0007254	LOC108084844|XP_017036707.1|DKIK	LOC5564630|XP_021707585.1|AAEG
OG0007255	LOC108085228|XP_017037255.1|DKIK	LOC5564666|XP_021705426.1|AAEG
OG0007256	LOC108075576|XP_017023582.1|DKIK	LOC5564648|XP_021707148.1|AAEG
OG0007257	LOC108085624|XP_017037785.1|DKIK	LOC5564643|XP_001648991.2|AAEG
OG0007258	LOC108085625|XP_017037786.1|DKIK	LOC5564645|XP_021709010.1|AAEG
OG0007259	LOC108080078|XP_017030154.1|DKIK	LOC5570973|XP_001659442.2|AAEG
OG0007260	LOC108073854|XP_017021125.1|DKIK	LOC5570982|XP_021706632.1|AAEG
OG0007261	LOC108072899|XP_017019711.1|DKIK	LOC5576190|XP_001662527.2|AAEG
OG0007262	LOC108080309|XP_017030478.1|DKIK	LOC5576337|XP_001656078.2|AAEG
OG0007263	LOC108075333|XP_017023232.1|DKIK	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG
OG0007264	LOC108084801|XP_017036647.1|DKIK	LOC5576333|XP_001656071.2|AAEG
OG0007265	LOC108076522|XP_017024924.1|DKIK	LOC5577678|XP_001663461.1|AAEG
OG0007266	LOC108084197|XP_017035789.1|DKIK	LOC5569287|XP_021707892.1|AAEG
OG0007267	LOC108084851|XP_017036719.1|DKIK	LOC5563625|XP_001647946.2|AAEG
OG0007268	LOC108082459|XP_017033324.1|DKIK	LOC5563582|XP_021704841.1|AAEG
OG0007269	LOC108075973|XP_017024113.1|DKIK	LOC5563562|XP_021707408.1|AAEG
OG0007270	LOC108075720|XP_017023747.1|DKIK	LOC5573555|XP_021704600.1|AAEG
OG0007271	LOC108081044|XP_017031503.1|DKIK	LOC5563639|XP_001647891.2|AAEG
OG0007272	LOC108083086|XP_017034221.1|DKIK	LOC5563647|XP_001647890.2|AAEG
OG0007273	LOC108084888|XP_017036773.1|DKIK	LOC5563644|XP_021705396.1|AAEG
OG0007274	LOC108084316|XP_017035968.1|DKIK	LOC5563563|XP_001647885.1|AAEG
OG0007275	LOC108080544|XP_017030840.1|DKIK	LOC5563659|XP_001647883.2|AAEG
OG0007276	LOC108080523|XP_017030808.1|DKIK	LOC5563652|XP_001647882.2|AAEG
OG0007277	LOC108083252|XP_017034448.1|DKIK	LOC23687755|XP_021706437.1|AAEG
OG0007278	LOC108078834|XP_017028413.1|DKIK	LOC5563572|XP_001647861.1|AAEG
OG0007279	LOC108078784|XP_017028324.1|DKIK	LOC5563620|XP_021709402.1|AAEG
OG0007280	LOC108085822|XP_017038062.1|DKIK	LOC5563558|XP_021705604.1|AAEG
OG0007281	LOC108081248|XP_017031821.1|DKIK	LOC5570157|XP_001658959.1|AAEG
OG0007282	LOC108081247|XP_017031820.1|DKIK	LOC5570158|XP_021709430.1|AAEG
OG0007283	LOC108085890|XP_017038144.1|DKIK	LOC5570161|XP_001658963.1|AAEG
OG0007284	LOC108083920|XP_017035404.1|DKIK	LOC5570002|XP_001658891.1|AAEG
OG0007285	LOC108079272|XP_017029055.1|DKIK	LOC5570059|XP_001658892.1|AAEG
OG0007286	LOC108083485|XP_017034772.1|DKIK	LOC5570058|XP_021711449.1|AAEG
OG0007287	LOC108079070|XP_017028776.1|DKIK	LOC5564869|XP_001649227.1|AAEG
OG0007288	LOC108079957|XP_017030006.1|DKIK	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG
OG0007289	LOC108079156|XP_017028893.1|DKIK	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG
OG0007290	LOC108083218|XP_017034417.1|DKIK	LOC5564872|XP_001649208.2|AAEG
OG0007291	LOC108079411|XP_017029227.1|DKIK	LOC5575417|XP_001661938.2|AAEG
OG0007292	LOC108082954|XP_017034058.1|DKIK	LOC5575410|XP_001661930.2|AAEG
OG0007293	LOC108078816|XP_017028390.1|DKIK	LOC5566932|XP_001651346.2|AAEG
OG0007294	LOC108084250|XP_017035877.1|DKIK	LOC5564353|XP_001648704.1|AAEG
OG0007295	LOC108080960|XP_017031363.1|DKIK	LOC5572146|XP_001660223.2|AAEG
OG0007296	LOC108070688|XP_017016754.1|DKIK	LOC5566886|XP_021709054.1|AAEG
OG0007297	LOC108075476|XP_017023418.1|DKIK	LOC5566884|XP_001651259.2|AAEG
OG0007298	LOC108075557|XP_017023555.1|DKIK	LOC5566843|XP_001651256.1|AAEG
OG0007299	LOC108081257|XP_017031838.1|DKIK	LOC5566842|XP_001651252.1|AAEG
OG0007300	LOC108085650|XP_017037828.1|DKIK	LOC5572552|XP_001654071.1|AAEG
OG0007301	LOC108085417|XP_017037473.1|DKIK	LOC5572565|XP_021710773.1|AAEG
OG0007302	LOC108075580|XP_017023586.1|DKIK	LOC5575776|XP_021704892.1|AAEG
OG0007303	LOC108075188|XP_017023012.1|DKIK	LOC5576103|XP_001662448.1|AAEG
OG0007304	LOC108077452|XP_017026263.1|DKIK	LOC5569943|XP_001658839.2|AAEG
OG0007305	LOC108080688|XP_017031014.1|DKIK	LOC5571079|XP_001659519.2|AAEG
OG0007306	LOC108080687|XP_017031011.1|DKIK	LOC5571078|XP_001659518.1|AAEG
OG0007307	LOC108080872|XP_017031264.1|DKIK	LOC5571066|XP_021707164.1|AAEG
OG0007308	LOC108083668|XP_017035031.1|DKIK	LOC5571058|XP_001659500.2|AAEG
OG0007309	LOC108072154|XP_017018686.1|DKIK	LOC5569636|XP_001658663.1|AAEG
OG0007310	LOC108072163|XP_017018697.1|DKIK	LOC5571454|XP_021709505.1|AAEG
OG0007311	LOC108073213|XP_017020229.1|DKIK	LOC5571458|XP_021706793.1|AAEG
OG0007312	LOC108076323|XP_017024595.1|DKIK	LOC5571463|XP_021711494.1|AAEG
OG0007313	LOC108083541|XP_017034874.1|DKIK	LOC5568750|XP_001658130.2|AAEG
OG0007314	LOC108083598|XP_017034952.1|DKIK	LOC5567262|XP_001651707.1|AAEG
OG0007315	LOC108085964|XP_017038251.1|DKIK	LOC5567265|XP_021705170.1|AAEG
OG0007316	LOC108077649|XP_017026591.1|DKIK	LOC5574663|XP_001655238.1|AAEG
OG0007317	LOC108073226|XP_017020252.1|DKIK	LOC5567592|XP_001651817.1|AAEG
OG0007318	LOC108073222|XP_017020245.1|DKIK	LOC5567591|XP_021707607.1|AAEG
OG0007319	LOC108083138|XP_017034308.1|DKIK	LOC5567585|XP_001651828.2|AAEG
OG0007320	LOC108085904|XP_017038162.1|DKIK	LOC5574867|XP_001655393.1|AAEG
OG0007321	LOC108083564|XP_017034908.1|DKIK	LOC5574868|XP_021707835.1|AAEG
OG0007322	LOC108079982|XP_017030041.1|DKIK	LOC5568504|XP_021705846.1|AAEG
OG0007323	LOC108076004|XP_017024148.1|DKIK	LOC5568507|XP_001652330.2|AAEG
OG0007324	LOC108075497|XP_017023448.1|DKIK	LOC5575718|XP_001655825.1|AAEG
OG0007325	LOC108084248|XP_017035874.1|DKIK	LOC5575717|XP_001655824.1|AAEG
OG0007326	LOC108075495|XP_017023444.1|DKIK	LOC5575715|XP_001655819.1|AAEG
OG0007327	LOC108079841|XP_017029833.1|DKIK	LOC5575716|XP_001655818.2|AAEG
OG0007328	LOC108080911|XP_017031304.1|DKIK	LOC5579222|XP_001664302.1|AAEG
OG0007329	LOC108071359|XP_017017590.1|DKIK	LOC5564429|XP_021704855.1|AAEG
OG0007330	LOC108083497|XP_017034787.1|DKIK	LOC5577945|XP_021704427.1|AAEG
OG0007331	LOC108083830|XP_017035290.1|DKIK	LOC23687919|XP_011493731.1|AAEG
OG0007332	LOC108079946|XP_017029981.1|DKIK	LOC5577947|XP_021704416.1|AAEG
OG0007333	LOC108070679|XP_017016741.1|DKIK	LOC5572309|XP_021705539.1|AAEG
OG0007334	LOC108077444|XP_017026252.1|DKIK	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG
