Orthogroup	DKIK.longest_only	CPIP.longest_only
OG0006203	LOC108071237|XP_017017409.1|DKIK	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC108085908|XP_017038165.1|DKIK	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC108080128|XP_017030247.1|DKIK	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC108084953|XP_017036845.1|DKIK	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC108081389|XP_017032036.1|DKIK	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC108079067|XP_017028770.1|DKIK	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC108071741|XP_017018055.1|DKIK	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC108083809|XP_017035246.1|DKIK	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC108075946|XP_017024081.1|DKIK	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC108075945|XP_017024079.1|DKIK	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC108073290|XP_017020334.1|DKIK	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC108083508|XP_017034805.1|DKIK	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC108079367|XP_017029164.1|DKIK	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC108075641|XP_017023673.1|DKIK	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC108080094|XP_017030192.1|DKIK	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC108085293|XP_017037339.1|DKIK	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC108079423|XP_017029242.1|DKIK	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC108080559|XP_017030854.1|DKIK	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC108086040|XP_017038349.1|DKIK	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC108086020|XP_017038320.1|DKIK	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC108080132|XP_017030255.1|DKIK	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC108079379|XP_017029189.1|DKIK	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC108074907|XP_017022625.1|DKIK	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC108078538|XP_017027938.1|DKIK	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC108077026|XP_017025644.1|DKIK	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC108076684|XP_017025121.1|DKIK	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC108072464|XP_017019083.1|DKIK	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC108085927|XP_017038190.1|DKIK	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC108071780|XP_017018128.1|DKIK	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC108084920|XP_017036809.1|DKIK	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC108071708|XP_017018017.1|DKIK	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC108085977|XP_017038266.1|DKIK	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC108085232|XP_017037260.1|DKIK	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC108071170|XP_017017342.1|DKIK	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC108080023|XP_017030086.1|DKIK	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC108075272|XP_017023138.1|DKIK	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC108074258|XP_017021719.1|DKIK	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC108073525|XP_017020695.1|DKIK	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC108085976|XP_017038265.1|DKIK	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC108079340|XP_017029135.1|DKIK	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC108081245|XP_017031816.1|DKIK	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC108073562|XP_017020738.1|DKIK	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC108084206|XP_017035808.1|DKIK	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC108071716|XP_017018026.1|DKIK	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC108076731|XP_017025198.1|DKIK	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC108071361|XP_017017592.1|DKIK	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC108077392|XP_017026173.1|DKIK	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC108079258|XP_017029036.1|DKIK	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC108073738|XP_017021022.1|DKIK	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC108073605|XP_017020824.1|DKIK	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC108071739|XP_017018053.1|DKIK	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC108071717|XP_017018029.1|DKIK, LOC108084960|XP_017036862.1|DKIK	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC108083708|XP_017035094.1|DKIK	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC108085970|XP_017038257.1|DKIK	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC108083832|XP_017035294.1|DKIK	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC108071816|XP_017018209.1|DKIK	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC108085960|XP_017038242.1|DKIK	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC108082188|XP_017032997.1|DKIK	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC108080157|XP_017030288.1|DKIK	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC108071749|XP_017018062.1|DKIK	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC108079204|XP_017028957.1|DKIK	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC108082446|XP_017033306.1|DKIK	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC108079269|XP_017029049.1|DKIK	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC108071846|XP_017018249.1|DKIK	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC108078342|XP_017027635.1|DKIK	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC108083173|XP_017034353.1|DKIK	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC108077863|XP_017026885.1|DKIK	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC108080134|XP_017030257.1|DKIK	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC108070540|XP_017016555.1|DKIK	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC108083394|XP_017034634.1|DKIK	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC108079220|XP_017028989.1|DKIK	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC108078714|XP_017028191.1|DKIK	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC108084287|XP_017035935.1|DKIK	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC108083385|XP_017034620.1|DKIK	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC108071789|XP_017018154.1|DKIK	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC108079784|XP_017029719.1|DKIK	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC108079783|XP_017029718.1|DKIK	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC108073123|XP_017020149.1|DKIK	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC108081034|XP_017031485.1|DKIK	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC108078869|XP_017028471.1|DKIK	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC108077772|XP_017026754.1|DKIK	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC108084299|XP_017035950.1|DKIK	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC108071837|XP_017018238.1|DKIK	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC108073677|XP_017020893.1|DKIK	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC108083938|XP_017035433.1|DKIK	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC108075258|XP_017023110.1|DKIK	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC108077302|XP_017026072.1|DKIK	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC108076074|XP_017024271.1|DKIK	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC108079081|XP_017028794.1|DKIK	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC108076696|XP_017025143.1|DKIK	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC108080405|XP_017030622.1|DKIK	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC108076942|XP_017025481.1|DKIK	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC108079958|XP_017030008.1|DKIK	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC108077063|XP_017025721.1|DKIK	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC108082916|XP_017033990.1|DKIK	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC108078989|XP_017028653.1|DKIK	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC108074167|XP_017021586.1|DKIK	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC108084485|XP_017036202.1|DKIK	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC108072442|XP_017019059.1|DKIK	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC108081127|XP_017031634.1|DKIK	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC108081146|XP_017031672.1|DKIK	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC108073411|XP_017020504.1|DKIK	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC108077747|XP_017026703.1|DKIK	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC108076621|XP_017025039.1|DKIK	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC108085941|XP_017038215.1|DKIK	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC108073242|XP_017020285.1|DKIK	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC108074203|XP_017021631.1|DKIK	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC108074259|XP_017021720.1|DKIK	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC108083486|XP_017034774.1|DKIK	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC108071706|XP_017018012.1|DKIK	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC108082952|XP_017034060.1|DKIK	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC108079871|XP_017029872.1|DKIK	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC108071856|XP_017018262.1|DKIK	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC108084654|XP_017036461.1|DKIK	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC108078540|XP_017027941.1|DKIK	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC108080171|XP_017030304.1|DKIK	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC108083363|XP_017034594.1|DKIK	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC108083950|XP_017035441.1|DKIK	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC108080241|XP_017030388.1|DKIK	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC108083421|XP_017034665.1|DKIK	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC108071344|XP_017017569.1|DKIK	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC108083093|XP_017034233.1|DKIK	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC108085009|XP_017036937.1|DKIK	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC108083669|XP_017035032.1|DKIK	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC108084644|XP_017036427.1|DKIK	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC108073433|XP_017020542.1|DKIK	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC108080122|XP_017030242.1|DKIK	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC108074948|XP_017022669.1|DKIK	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC108071786|XP_017018139.1|DKIK	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC108080347|XP_017030534.1|DKIK	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC108071345|XP_017017570.1|DKIK	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC108079266|XP_017029046.1|DKIK	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC108074128|XP_017021517.1|DKIK	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC108077736|XP_017026688.1|DKIK	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC108084798|XP_017036642.1|DKIK	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC108077019|XP_017025600.1|DKIK	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC108080109|XP_017030213.1|DKIK	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC108080160|XP_017030290.1|DKIK	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC108080022|XP_017030085.1|DKIK	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC108077117|XP_017025804.1|DKIK	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC108084194|XP_017035786.1|DKIK	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC108075749|XP_017023792.1|DKIK	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC108077755|XP_017026719.1|DKIK	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC108080129|XP_017030248.1|DKIK	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC108079405|XP_017029218.1|DKIK	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC108077571|XP_017026458.1|DKIK	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC108083409|XP_017034651.1|DKIK	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC108074703|XP_017022332.1|DKIK	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC108085842|XP_017038088.1|DKIK	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC108083695|XP_017035071.1|DKIK	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC108080105|XP_017030209.1|DKIK	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC108083843|XP_017035311.1|DKIK	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC108079936|XP_017029969.1|DKIK	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC108079801|XP_017029770.1|DKIK	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC108081037|XP_017031488.1|DKIK	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC108070964|XP_017017123.1|DKIK	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC108080440|XP_017030664.1|DKIK	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC108085771|XP_017038005.1|DKIK	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC108085226|XP_017037250.1|DKIK	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC108074562|XP_017022153.1|DKIK	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC108080014|XP_017030069.1|DKIK	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC108080072|XP_017030144.1|DKIK	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC108079989|XP_017030045.1|DKIK	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC108073741|XP_017020993.1|DKIK	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC108073713|XP_017020945.1|DKIK	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC108082947|XP_017034052.1|DKIK	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC108084930|XP_017036816.1|DKIK	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC108085962|XP_017038245.1|DKIK	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC108074246|XP_017021695.1|DKIK	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC108071745|XP_017018057.1|DKIK	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC108080106|XP_017030210.1|DKIK	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC108082957|XP_017034062.1|DKIK	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC108073523|XP_017020692.1|DKIK	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC108084464|XP_017036164.1|DKIK	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC108080259|XP_017030409.1|DKIK	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC108076704|XP_017025155.1|DKIK	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC108079467|XP_017029297.1|DKIK	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC108080286|XP_017030441.1|DKIK	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC108080412|XP_017030634.1|DKIK	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC108083692|XP_017035067.1|DKIK	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC108077387|XP_017026169.1|DKIK	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC108073676|XP_017020892.1|DKIK	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC108080315|XP_017030494.1|DKIK	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC108080316|XP_017030495.1|DKIK	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC108083189|XP_017034379.1|DKIK	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC108073259|XP_017020306.1|DKIK	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC108071794|XP_017018163.1|DKIK	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC108072621|XP_017019336.1|DKIK	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC108075587|XP_017023596.1|DKIK	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC108083179|XP_017034368.1|DKIK	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC108082963|XP_017034074.1|DKIK	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC108079430|XP_017029251.1|DKIK	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC108079151|XP_017028888.1|DKIK	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC108083440|XP_017034685.1|DKIK	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC108083436|XP_017034680.1|DKIK	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC108085517|XP_017037634.1|DKIK	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC108084816|XP_017036665.1|DKIK	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC108084856|XP_017036725.1|DKIK	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC108082846|XP_017033910.1|DKIK	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC108075319|XP_017023214.1|DKIK	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC108071804|XP_017018185.1|DKIK	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC108074163|XP_017021562.1|DKIK	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC108083610|XP_017034971.1|DKIK	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC108085953|XP_017038229.1|DKIK	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC108076098|XP_017024310.1|DKIK	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC108085584|XP_017037740.1|DKIK	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC108085581|XP_017037732.1|DKIK	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC108080102|XP_017030204.1|DKIK	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC108079417|XP_017029233.1|DKIK	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC108077096|XP_017025770.1|DKIK	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC108086030|XP_017038331.1|DKIK	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC108081110|XP_017031599.1|DKIK	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC108073626|XP_017020814.1|DKIK	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC108074443|XP_017021974.1|DKIK	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC108084180|XP_017035760.1|DKIK	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC108084183|XP_017035763.1|DKIK	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC108075644|XP_017023677.1|DKIK	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC108075643|XP_017023676.1|DKIK	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC108083737|XP_017035136.1|DKIK	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC108084818|XP_017036667.1|DKIK	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC108084566|XP_017036312.1|DKIK	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC108075293|XP_017023176.1|DKIK	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC108073456|XP_017020580.1|DKIK	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC108073067|XP_017020025.1|DKIK	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC108075502|XP_017023459.1|DKIK	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC108076970|XP_017025509.1|DKIK	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC108083979|XP_017035479.1|DKIK	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC108085949|XP_017038224.1|DKIK	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC108071788|XP_017018144.1|DKIK	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC108086087|XP_017038393.1|DKIK	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC108077614|XP_017026510.1|DKIK	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC108077575|XP_017026459.1|DKIK	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC108070670|XP_017016733.1|DKIK	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC108073565|XP_017020741.1|DKIK	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC108080472|XP_017030706.1|DKIK	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC108085875|XP_017038126.1|DKIK	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC108073528|XP_017020698.1|DKIK	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC108073309|XP_017020356.1|DKIK	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC108084609|XP_017036381.1|DKIK	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC108084537|XP_017036263.1|DKIK	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC108085333|XP_017037377.1|DKIK	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC108071769|XP_017018099.1|DKIK	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC108073500|XP_017020656.1|DKIK	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC108071972|XP_017018436.1|DKIK	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC108080340|XP_017030529.1|DKIK	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC108080787|XP_017031143.1|DKIK	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC108080828|XP_017031221.1|DKIK	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC108074104|XP_017021491.1|DKIK	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC108077057|XP_017025711.1|DKIK	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC108084249|XP_017035875.1|DKIK	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC108084559|XP_017036303.1|DKIK	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC108075520|XP_017023502.1|DKIK	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC108080968|XP_017031370.1|DKIK	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC108081255|XP_017031834.1|DKIK	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC108075276|XP_017023146.1|DKIK	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC108080253|XP_017030402.1|DKIK	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC108071721|XP_017018035.1|DKIK	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC108085743|XP_017037964.1|DKIK	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC108084529|XP_017036254.1|DKIK	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC108083412|XP_017034656.1|DKIK	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC108078880|XP_017028496.1|DKIK	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC108084565|XP_017036311.1|DKIK	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC108084622|XP_017036399.1|DKIK	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC108078948|XP_017028586.1|DKIK	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC108076235|XP_017024469.1|DKIK	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC108085649|XP_017037827.1|DKIK	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC108080399|XP_017030615.1|DKIK	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC108082914|XP_017033987.1|DKIK	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC108084621|XP_017036396.1|DKIK	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC108084573|XP_017036329.1|DKIK	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC108076697|XP_017025140.1|DKIK	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC108076365|XP_017024658.1|DKIK	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC108071426|XP_017017665.1|DKIK	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC108075414|XP_017023328.1|DKIK	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC108075402|XP_017023312.1|DKIK	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC108085034|XP_017036970.1|DKIK	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC108073334|XP_017020385.1|DKIK	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC108075651|XP_017023686.1|DKIK	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC108072794|XP_017019567.1|DKIK	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC108081079|XP_017031556.1|DKIK	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC108084854|XP_017036723.1|DKIK	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC108082784|XP_017033811.1|DKIK	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC108070675|XP_017016737.1|DKIK	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC108084754|XP_017036558.1|DKIK	LOC120427399|XP_039448189.1|CPIP
